econ_fiscal_reference_year,econ_fiscal_country_iso2,econ_fiscal_gov_sector_esa2010,econ_fiscal_deficit_surplus_eur,econ_fiscal_deficit_surplus_pct_gdp,econ_fiscal_gross_debt_eur,econ_fiscal_gross_debt_pct_gdp,econ_fiscal_interest_expenditure_eur,econ_fiscal_primary_balance_pct_gdp,econ_fiscal_structural_balance_pct_gdp,econ_fiscal_excessive_deficit_procedure_status,econ_fiscal_sgp_corrective_arm_flag,econ_fiscal_sgp_preventive_arm_flag,econ_fiscal_debt_reduction_benchmark_flag,econ_fiscal_expenditure_benchmark_flag,econ_fiscal_one_off_measures_eur,econ_fiscal_revenue_total_eur,econ_fiscal_expenditure_total_eur,econ_fiscal_eurostat_table_code,econ_fiscal_data_extract_date
2020,SK,S1313,6877249828.87,3.093,320687071150.7,144.227,12374689094.37,5.343,2.884,UNKNOWN,0,0,0,1,482312459.05,96041635752.85,89164385923.98,gov_10dd_ma,2025-08-20
2021,BE,S13,9258425617.17,4.129,322744366967.31,143.935,4274055878.64,6.481,5.107,ON_WATCHLIST,0,1,1,0,204864321.0,108670391561.37,99411965944.2,gov_10dd_edpt1,2025-07-15
2022,DK,S1312,-26715426311.6,-11.752,47706767918.24,20.986,445532120.39,-12.794,-11.103,OUT_EDP,0,1,0,1,1922294284.05,93537971340.8,120253397652.4,gov_10q_ggdebt,2025-04-28
2023,GR,S1314,3127597662.0,1.359,131945957877.31,57.333,2847705078.49,1.249,3.309,IN_EDP,1,0,0,0,-1254073816.59,96796013713.95,93668416051.95,gov_10dd_edpt2,2024-02-25
2024,LT,S1311,-13738000284.43,-5.922,153391431071.83,66.122,6193406194.09,-6.867,-6.964,UNKNOWN,0,0,0,1,-1346146051.06,101071271344.42,114809271628.85,gov_10dd_sgpe,2024-01-09
2025,PT,S1313,-16526798902.45,-7.04,383971062795.93,163.562,7137122033.89,-7.839,-8.072,ON_WATCHLIST,0,1,0,0,457859616.06,101189118637.22,117715917539.67,gov_10dd_ma,2024-11-25
2026,SE,S13,10697358146.19,4.498,334329304907.78,140.578,6911139274.55,3.314,5.751,OUT_EDP,0,1,0,1,-1003996501.21,107810345612.25,97112987466.06,gov_10dd_edpt1,2025-12-31
2010,CY,S1312,11353859176.77,4.745,77416809231.89,32.354,795807106.66,4.187,5.267,IN_EDP,1,0,0,1,-1877873785.89,104327569318.18,92973710141.41,gov_10q_ggdebt,2024-04-29
2011,FR,S1314,207903210.31,0.086,419655047485.65,173.592,15274029981.5,0.349,2.058,UNKNOWN,0,0,0,1,1820647950.87,115724647461.48,115516744251.17,gov_10dd_edpt2,2025-09-21
2012,IT,S1311,-7374530055.41,-3.012,228304383823.61,93.247,8605330640.71,-0.885,-1.391,ON_WATCHLIST,0,1,0,1,-528361169.38,121875983298.42,129250513353.83,gov_10dd_sgpe,2025-10-08
2013,NL,S1313,5509857390.56,2.231,437506385743.8,177.151,4804021259.15,3.491,2.412,OUT_EDP,0,1,0,1,1202442880.93,104385803209.91,98875945819.35,gov_10dd_ma,2024-11-11
2014,SI,S13,-23067560721.43,-9.229,204138789338.07,81.673,7878301623.2,-9.406,-11.033,IN_EDP,1,0,1,0,172887695.37,101684752899.42,124752313620.85,gov_10dd_edpt1,2025-02-14
2015,BG,S1312,-23168392756.47,-9.149,406663663348.62,160.588,16770607751.85,-7.848,-8.34,UNKNOWN,0,0,0,1,102024394.33,96872794540.36,120041187296.83,gov_10q_ggdebt,2025-03-03
2016,EE,S1314,-14349711497.0,-5.629,101205106845.08,39.7,2254365160.61,-5.994,-5.71,ON_WATCHLIST,0,1,0,1,1989710867.76,100258554070.86,114608265567.86,gov_10dd_edpt2,2024-04-20
2017,HU,S1311,-13823955529.12,-5.368,184081625405.62,71.481,6460424359.72,-4.936,-5.492,OUT_EDP,0,1,1,0,-1474310169.59,117527538462.77,131351493991.89,gov_10dd_sgpe,2025-10-19
2018,LU,S1313,6738419136.18,2.599,467362128475.22,180.261,12116127688.43,4.817,0.697,IN_EDP,1,0,1,0,1610260349.78,133993227217.9,127254808081.72,gov_10dd_ma,2024-10-19
2019,RO,S13,-30588135277.04,-11.672,182407176818.3,69.604,5473081372.46,-11.789,-10.297,UNKNOWN,0,0,1,0,-1087594378.39,104876868647.36,135465003924.4,gov_10dd_edpt1,2026-02-09
2020,AT,S1312,12319544751.44,4.639,422728487406.71,159.181,17993851929.21,3.437,3.943,ON_WATCHLIST,0,1,1,1,402218166.0,121576995959.69,109257451208.25,gov_10q_ggdebt,2025-11-24
2021,CZ,S1314,-19528124614.6,-7.31,148232090097.8,55.488,2227185283.4,-6.991,-6.167,OUT_EDP,0,1,0,0,-538248897.07,129608288465.61,149136413080.21,gov_10dd_edpt2,2025-10-08
2022,DE,S1311,13459749707.68,4.999,156942458633.91,58.289,3092923490.29,4.357,5.823,IN_EDP,1,0,0,1,-710293351.94,122650378710.79,109190629003.11,gov_10dd_sgpe,2025-05-23
2023,LV,S1313,-32258395486.69,-11.872,79985713270.01,29.437,3538399892.22,-10.796,-12.746,UNKNOWN,0,0,0,0,-1057361544.82,118990092790.79,151248488277.48,gov_10dd_ma,2025-07-31
2024,PL,S13,5529231809.42,2.01,331470569820.45,120.497,3517276322.79,0.535,3.768,ON_WATCHLIST,0,1,0,1,-1447389306.47,129915363352.43,124386131543.01,gov_10dd_edpt1,2024-01-17
2025,ES,S1312,-22766793631.04,-8.197,515403878703.4,185.567,12589773983.36,-7.73,-7.08,OUT_EDP,0,1,0,0,-1158759004.43,106071639829.87,128838433460.91,gov_10q_ggdebt,2026-01-30
2026,HR,S1314,-518338960.36,-0.185,108585007615.38,38.755,3016590104.38,1.316,-2.093,IN_EDP,1,0,0,1,-7401527.91,130072119462.16,130590458422.52,gov_10dd_edpt2,2025-06-06
2010,FI,S1311,16590273842.26,5.86,314750901823.66,111.176,7777383350.99,4.539,7.415,UNKNOWN,0,0,1,0,1198400069.14,110899514586.97,94309240744.71,gov_10dd_sgpe,2025-01-31
2011,IE,S1313,10916329480.19,3.825,92110989274.06,32.275,3139487302.09,4.356,4.979,ON_WATCHLIST,0,1,0,0,1475870275.78,127393135841.03,116476806360.84,gov_10dd_ma,2025-10-30
2012,MT,S13,1310235088.39,0.456,325127941209.95,113.154,2670380503.63,1.193,-1.094,OUT_EDP,0,1,1,0,1188049901.02,146369615164.64,145059380076.25,gov_10dd_edpt1,2024-01-01
2013,SK,S1312,-20042301714.77,-6.902,530711554041.57,182.762,15143910876.42,-6.49,-8.444,IN_EDP,1,0,0,0,-1080780208.66,130719164855.73,150761466570.5,gov_10q_ggdebt,2024-12-01
2014,BE,S1314,-18554636711.95,-6.347,124009404336.06,42.42,1624785796.89,-6.224,-6.965,UNKNOWN,0,0,0,1,-298012968.91,113931736675.55,132486373387.5,gov_10dd_edpt2,2024-05-15
2015,DK,S1311,-19599275812.29,-6.661,122815459000.92,41.74,2663827395.26,-6.188,-8.408,ON_WATCHLIST,0,1,0,0,306881199.22,140725936275.57,160325212087.86,gov_10dd_sgpe,2025-11-20
2016,GR,S1313,9875333260.13,3.314,206041050977.24,69.144,3594103302.57,4.693,2.2,OUT_EDP,0,1,0,1,299646238.45,142398976666.92,132523643406.79,gov_10dd_ma,2025-02-26
2017,LT,S13,-7319813729.67,-2.444,117979583649.44,39.392,2925819483.68,-0.716,-3.013,IN_EDP,1,0,0,1,-606155885.59,153510031267.2,160829844996.87,gov_10dd_edpt1,2024-05-01
2018,PT,S1312,-16563168965.32,-5.479,269239919247.7,89.063,4771124733.97,-3.319,-6.1,UNKNOWN,0,0,0,0,1249589700.95,153766996338.27,170330165303.59,gov_10q_ggdebt,2024-04-29
2019,SE,S1314,-17953483866.92,-5.896,242816606261.12,79.742,2303196804.8,-4.175,-7.832,ON_WATCHLIST,0,1,1,1,-1924433801.36,150829905085.98,168783388952.9,gov_10dd_edpt2,2024-07-13
2020,CY,S1311,-20645614480.86,-6.711,448109201444.9,145.661,14771565261.57,-5.639,-8.243,OUT_EDP,0,1,1,1,-1231565665.34,159860742681.1,180506357161.96,gov_10dd_sgpe,2024-07-19
2021,FR,S1313,-21288245203.83,-6.864,151207329059.95,48.754,2939892402.44,-8.236,-8.408,IN_EDP,1,0,0,0,-803450825.99,134233571155.98,155521816359.81,gov_10dd_ma,2024-04-16
2022,IT,S13,-34105077410.58,-10.935,578014785667.09,185.327,16770242473.7,-9.593,-11.071,UNKNOWN,0,0,0,1,-1793306886.76,130764452339.48,164869529750.06,gov_10dd_edpt1,2024-09-18
2023,NL,S1312,15447325960.05,4.896,410991630215.15,130.263,13421932084.88,6.359,6.152,ON_WATCHLIST,0,1,0,0,1728976247.06,128983420303.42,113536094343.37,gov_10q_ggdebt,2024-05-01
2024,SI,S1314,16652325989.65,5.239,489716332358.25,154.07,8160629507.39,5.326,3.582,OUT_EDP,0,1,1,0,1494759516.03,133654014117.2,117001688127.55,gov_10dd_edpt2,2026-02-08
2025,BG,S1311,-26297597978.39,-8.225,287294463701.69,89.856,9639206822.7,-8.384,-9.71,IN_EDP,1,0,0,1,171064141.73,142455203508.99,168752801487.38,gov_10dd_sgpe,2024-09-16
2026,EE,S1313,-11411222213.34,-3.541,611865158989.25,189.867,8843772341.53,-3.549,-4.225,UNKNOWN,0,0,1,0,-955130967.91,145012320140.87,156423542354.21,gov_10dd_ma,2024-02-13
2010,HU,S13,-32696914014.3,-10.064,274411709895.67,84.463,6578448280.9,-9.381,-10.251,ON_WATCHLIST,0,1,1,0,-1766073955.64,157575711949.12,190272625963.42,gov_10dd_edpt1,2025-11-16
2011,LU,S1312,13728939149.52,4.2,592250090934.96,181.183,11264644981.07,6.301,5.237,OUT_EDP,0,1,0,1,-820762343.58,152368748225.48,138639809075.96,gov_10q_ggdebt,2025-09-01
2012,RO,S1314,-29777454667.7,-9.003,178049532341.61,53.832,4697784175.92,-10.137,-7.928,IN_EDP,1,0,0,0,525978046.1,165509254536.7,195286709204.4,gov_10dd_edpt2,2025-04-01
2013,AT,S1311,-13082449647.39,-3.942,142111510997.23,42.821,1558637263.88,-4.357,-2.552,UNKNOWN,0,0,0,1,-114377179.77,136067671153.41,149150120800.8,gov_10dd_sgpe,2025-08-29
2014,CZ,S1313,-4272493629.12,-1.273,365702632220.17,108.962,14304098962.99,-1.131,0.357,ON_WATCHLIST,0,1,0,0,-1128297610.22,153382024780.0,157654518409.12,gov_10dd_ma,2025-10-12
2015,DE,S13,-26824279741.53,-7.951,188178175754.41,55.778,5535818449.24,-5.734,-7.315,OUT_EDP,0,1,0,1,1419127360.73,151822368244.27,178646647985.8,gov_10dd_edpt1,2024-04-26
2016,LV,S1312,-11787436137.45,-3.464,440187918967.6,129.359,14605472714.67,-1.192,-3.363,IN_EDP,1,0,1,0,1964867592.06,171220416291.94,183007852429.39,gov_10q_ggdebt,2025-02-26
2017,PL,S1314,-22329266564.58,-6.52,304993123186.33,89.056,8374724736.49,-7.543,-5.384,UNKNOWN,0,0,0,0,1050789746.32,169241404829.16,191570671393.74,gov_10dd_edpt2,2025-01-05
2018,ES,S1311,18605294190.15,5.389,360502173694.81,104.419,7398431313.4,4.16,3.556,ON_WATCHLIST,0,1,1,1,1912092301.76,157130930868.05,138525636677.9,gov_10dd_sgpe,2025-06-27
2019,HR,S1313,-12875885934.45,-3.699,210615937915.68,60.506,4482944333.21,-2.916,-4.506,OUT_EDP,0,1,0,1,-1679950888.98,172620822719.43,185496708653.88,gov_10dd_ma,2024-06-09
2020,FI,S13,4149860158.01,1.187,116863837827.88,33.427,1379995929.77,-0.246,0.564,IN_EDP,1,0,0,0,-988630408.74,146726767461.87,142576907303.86,gov_10dd_edpt1,2025-02-18
2021,IE,S1312,-21027612737.99,-5.978,459719613046.37,130.695,20529248267.98,-5.672,-4.437,UNKNOWN,0,0,1,1,-285306148.13,164458843998.04,185486456736.03,gov_10q_ggdebt,2025-12-05
2022,MT,S1314,-20217356533.65,-5.694,626358133830.56,176.407,23158215697.27,-6.95,-5.014,ON_WATCHLIST,0,1,1,1,495920857.79,175196308469.72,195413665003.37,gov_10dd_edpt2,2025-10-24
2023,SK,S1311,-7277001918.36,-2.032,293089130905.85,81.841,7483880884.44,0.43,-0.04,OUT_EDP,0,1,0,1,-622969626.1,161784992961.33,169061994879.69,gov_10dd_sgpe,2024-05-12
2024,BE,S1313,8174408040.76,2.268,205008963561.98,56.88,8075181736.2,4.568,1.433,IN_EDP,1,0,0,0,303323256.86,141017449636.84,132843041596.08,gov_10dd_ma,2024-11-20
2025,DK,S13,-10983980594.12,-3.034,189457373912.86,52.332,6498235059.59,-4.219,-1.937,UNKNOWN,0,0,0,1,-1475570891.4,140319191510.45,151303172104.57,gov_10dd_edpt1,2025-12-17
2026,GR,S1312,-13181105121.92,-3.618,231263181572.46,63.478,9127672804.74,-2.158,-3.627,ON_WATCHLIST,0,1,1,1,-998118211.19,156636011543.04,169817116664.96,gov_10q_ggdebt,2024-02-25
2010,LT,S1314,-41379190774.94,-11.237,656326182200.8,178.233,27399392290.55,-12.53,-12.941,OUT_EDP,0,1,0,1,1222672809.77,178493784663.08,219872975438.02,gov_10dd_edpt2,2026-02-02
2011,PT,S1311,-35636799873.61,-9.623,347165312704.13,93.745,4717012409.38,-8.724,-9.261,IN_EDP,1,0,1,1,189265503.18,161637515600.78,197274315474.39,gov_10dd_sgpe,2024-04-10
2012,SE,S1313,-38626985768.86,-10.385,123029832284.69,33.077,3997094424.26,-11.065,-12.221,UNKNOWN,0,0,0,1,-1239645662.22,169587714706.33,208214700475.19,gov_10dd_ma,2025-12-28
2013,CY,S13,2591680262.56,0.69,208592700552.27,55.535,1829594519.29,2.623,0.048,ON_WATCHLIST,0,1,0,1,-882869295.57,181348011703.96,178756331441.4,gov_10dd_edpt1,2025-02-28
2014,FR,S1312,-3461986828.88,-0.916,480932709593.79,127.249,18909494018.73,1.255,-2.49,OUT_EDP,0,1,1,1,-1268815950.26,172505250317.2,175967237146.08,gov_10q_ggdebt,2024-08-05
2015,IT,S1314,-28464019142.97,-7.503,350062290606.16,92.275,10750497707.71,-7.805,-7.06,IN_EDP,1,0,0,0,1729255592.16,165761710061.56,194225729204.53,gov_10dd_edpt2,2025-05-24
2016,NL,S1311,9897550341.67,2.586,241732166291.29,63.159,6596353940.04,3.697,3.53,UNKNOWN,0,0,0,0,1482426279.99,183746714126.49,173849163784.82,gov_10dd_sgpe,2024-09-13
2017,SI,S1313,-8211935123.85,-2.133,576067441435.51,149.63,19808022564.38,-0.128,-3.053,ON_WATCHLIST,0,1,0,0,-257999247.49,184929810444.81,193141745568.66,gov_10dd_ma,2025-08-29
2018,BG,S13,-6203095844.57,-1.6,467085363226.53,120.478,6510575882.87,0.739,0.306,OUT_EDP,0,1,1,0,-1072022941.15,157966603894.78,164169699739.35,gov_10dd_edpt1,2025-12-29
2019,EE,S1312,9851319220.3,2.522,443586701814.57,113.561,4069720056.21,2.074,3.643,IN_EDP,1,0,0,1,1321337727.81,174946689425.5,165095370205.2,gov_10q_ggdebt,2025-05-08
2020,HU,S1314,-23038292615.21,-5.877,479507740511.41,122.321,8076313264.97,-5.173,-5.592,UNKNOWN,0,0,0,0,-1068437710.17,198809937824.23,221848230439.44,gov_10dd_edpt2,2025-09-29
2021,LU,S1311,16196733710.31,4.107,359447600201.19,91.145,7375108158.84,4.137,2.465,ON_WATCHLIST,0,1,0,1,-1605219902.25,151123761442.04,134927027731.73,gov_10dd_sgpe,2025-02-19
2022,RO,S1313,-47664278556.04,-11.991,352189370723.33,88.601,3151368366.75,-12.589,-10.954,OUT_EDP,0,1,0,1,-69451189.18,156561153002.38,204225431558.42,gov_10dd_ma,2025-05-09
2023,AT,S13,-27835437658.5,-6.946,186841267692.18,46.624,7029135729.05,-4.803,-6.433,IN_EDP,1,0,0,1,459947823.97,175616794899.13,203452232557.63,gov_10dd_edpt1,2026-02-16
2024,CZ,S1312,-14418365349.56,-3.581,92626220292.29,23.005,4072394370.91,-3.291,-3.435,UNKNOWN,0,0,0,1,-1013739041.77,174887276529.15,189305641878.71,gov_10q_ggdebt,2025-11-16
2025,DE,S1314,-34064432539.27,-8.404,534654320521.13,131.904,17214170660.84,-7.263,-9.041,ON_WATCHLIST,0,1,0,1,-695227128.38,208984784062.62,243049216601.89,gov_10dd_edpt2,2025-06-27
2026,LV,S1311,-23416077376.99,-5.749,393454454433.87,96.599,9539813784.46,-4.79,-6.456,OUT_EDP,0,1,1,0,-1041877269.85,185260962147.83,208677039524.82,gov_10dd_sgpe,2025-09-08
2010,PL,S1313,-48042587788.55,-11.711,369978384842.09,90.187,16472137413.66,-13.126,-10.267,IN_EDP,1,0,1,0,-358117046.58,185503545844.11,233546133632.66,gov_10dd_ma,2024-12-26
2011,ES,S13,21181025525.28,5.143,751434255155.63,182.457,17883470146.59,6.012,3.924,UNKNOWN,0,0,0,1,-302149031.01,177083253775.53,155902228250.25,gov_10dd_edpt1,2024-05-17
2012,HR,S1312,2910002524.52,0.702,546566457070.68,131.852,19295188663.7,0.766,1.617,ON_WATCHLIST,0,1,1,0,-1174151663.66,191438328633.69,188528326109.17,gov_10q_ggdebt,2024-08-06
2013,FI,S1314,-35564611354.86,-8.524,420879888599.48,100.875,12217624154.83,-6.58,-8.89,OUT_EDP,0,1,1,0,-1209781902.85,186512361282.79,222076972637.65,gov_10dd_edpt2,2024-02-07
2014,IE,S1311,9907053001.49,2.36,197133563114.48,46.96,5405670850.03,4.749,1.0,IN_EDP,1,0,0,1,-1683829366.68,204671494618.72,194764441617.23,gov_10dd_sgpe,2025-05-31
2015,MT,S1313,10442140950.76,2.473,325049111415.46,76.981,3859803304.74,2.629,4.062,UNKNOWN,0,0,0,0,1254546550.87,205674718284.42,195232577333.66,gov_10dd_ma,2024-09-29
2016,SK,S13,-47845492611.58,-11.255,676889377436.67,159.229,23942653428.42,-9.203,-11.764,ON_WATCHLIST,0,1,0,1,-1445898192.28,193995900989.08,241841393600.66,gov_10dd_edpt1,2024-08-30
2017,BE,S1312,-39596725466.18,-9.248,293151925010.04,68.467,9899519107.56,-10.36,-10.978,OUT_EDP,0,1,1,1,-7371818.93,208196667235.23,247793392701.41,gov_10q_ggdebt,2025-02-28
2018,DK,S1314,9778073271.0,2.274,267809129052.06,62.282,3482475210.38,1.889,4.241,IN_EDP,1,0,1,1,317664728.34,195193247922.63,185415174651.63,gov_10dd_edpt2,2025-02-14
2019,GR,S1311,-29548700387.55,-6.839,624329171808.88,144.5,20587860395.41,-6.254,-8.141,UNKNOWN,0,0,1,1,-1449632699.99,172773331995.95,202322032383.5,gov_10dd_sgpe,2025-11-27
2020,LT,S1313,5502488977.11,1.266,539569896592.15,124.143,24095363780.34,3.221,-0.342,ON_WATCHLIST,0,1,1,0,-1315242946.43,182973548538.31,177471059561.2,gov_10dd_ma,2024-05-18
2021,PT,S13,166520956.68,0.038,483646972282.54,110.368,5194272244.27,1.825,0.209,OUT_EDP,0,1,0,0,1878287915.92,226789209766.9,226622688810.22,gov_10dd_edpt1,2024-09-01
2022,SE,S1312,-3509215006.62,-0.798,726952797926.18,165.31,10256939049.0,-0.992,-0.492,IN_EDP,1,0,1,1,505318276.63,227522838513.38,231032053520.0,gov_10q_ggdebt,2024-03-31
2023,CY,S1314,-6454541998.59,-1.461,565357795728.26,127.97,16482167556.04,-2.902,0.441,UNKNOWN,0,0,1,1,-333843539.61,201215132950.57,207669674949.16,gov_10dd_edpt2,2024-04-22
2024,FR,S1311,-7013325366.27,-1.574,646010142886.5,144.984,14292980743.71,-0.119,-3.075,ON_WATCHLIST,0,1,1,1,634442789.37,180445551376.78,187458876743.05,gov_10dd_sgpe,2024-01-24
2025,IT,S1313,-15108497328.57,-3.374,583687732597.57,130.348,23105211538.52,-3.29,-3.453,OUT_EDP,0,1,0,1,1433449354.42,206436337990.4,221544835318.97,gov_10dd_ma,2024-06-23
2026,NL,S13,-48086526751.47,-10.703,821330277065.83,182.81,36165475979.45,-10.265,-9.322,IN_EDP,1,0,1,0,1059528344.5,195921652226.27,244008178977.74,gov_10dd_edpt1,2025-12-17
2010,SI,S1312,3789094089.2,0.838,217805086248.87,48.17,7895887074.6,0.208,1.734,UNKNOWN,0,0,0,0,-580128772.04,196537689704.55,192748595615.35,gov_10q_ggdebt,2025-09-11
2011,BG,S1314,19910484710.32,4.381,816307149447.55,179.616,26197234115.63,3.65,3.03,ON_WATCHLIST,0,1,0,1,-1858607685.9,196629477524.36,176718992814.04,gov_10dd_edpt2,2024-12-21
2012,EE,S1311,-25788434090.68,-5.63,687277800402.79,150.043,27377624638.31,-6.719,-4.638,OUT_EDP,0,1,0,1,-1884681268.5,174566676356.13,200355110446.81,gov_10dd_sgpe,2026-01-30
2013,HU,S1313,-6162882910.86,-1.339,660335183884.01,143.47,24980814588.39,-0.665,-2.684,IN_EDP,1,0,0,0,-1818252033.86,212533889690.0,218696772600.86,gov_10dd_ma,2025-07-09
2014,LU,S13,-33276788151.92,-7.204,607888023430.46,131.6,20579193249.32,-8.357,-5.537,UNKNOWN,0,0,1,1,-1609892300.78,220175362668.31,253452150820.23,gov_10dd_edpt1,2025-10-30
2015,RO,S1312,-23920640086.92,-5.146,637699349320.76,137.187,9856124400.85,-3.151,-3.666,ON_WATCHLIST,0,1,0,1,-857225547.41,224672329536.87,248592969623.79,gov_10q_ggdebt,2025-05-12
2016,AT,S1314,11495925871.75,2.458,757042731115.92,161.867,32997678254.64,4.235,4.169,OUT_EDP,0,1,0,1,-661247309.99,237241737969.3,225745812097.55,gov_10dd_edpt2,2025-05-15
2017,CZ,S1311,17066247073.52,3.625,651624622743.57,138.41,23346967394.47,3.675,3.751,IN_EDP,1,0,0,1,647251203.06,213102911261.35,196036664187.83,gov_10dd_sgpe,2024-10-19
2018,DE,S1313,26106701536.0,5.523,316948497445.58,67.052,11061610455.78,4.696,5.054,UNKNOWN,0,0,1,1,1781238651.21,200777020130.58,174670318594.58,gov_10dd_ma,2024-08-22
2019,LV,S13,-21966580875.33,-4.617,429901735917.88,90.358,8690517568.47,-2.922,-4.661,ON_WATCHLIST,0,1,0,1,-1753852834.52,187887381603.65,209853962478.98,gov_10dd_edpt1,2025-11-03
2020,PL,S1312,14996247428.27,3.144,293986549058.89,61.635,12513293355.94,4.832,4.792,OUT_EDP,0,1,1,0,-186435284.14,245322874188.63,230326626760.36,gov_10q_ggdebt,2025-04-02
2021,ES,S1314,19185352163.76,3.996,615285190489.13,128.154,20371222621.52,3.953,4.888,IN_EDP,1,0,0,1,1312833990.05,194041770364.57,174856418200.81,gov_10dd_edpt2,2026-02-09
2022,HR,S1311,-50542113012.42,-10.462,623302806631.21,129.021,13036978186.72,-10.967,-9.704,UNKNOWN,0,0,0,1,-120789899.95,229286298987.48,279828411999.9,gov_10dd_sgpe,2024-01-30
2023,FI,S1313,-21890478986.95,-4.517,218056697369.41,44.995,7651025823.56,-3.989,-4.875,ON_WATCHLIST,0,1,0,0,996292521.26,187890475352.25,209780954339.2,gov_10dd_ma,2025-06-11
2024,IE,S13,-50703146211.11,-10.402,623504417188.46,127.915,8371912880.63,-9.313,-10.855,OUT_EDP,0,1,1,0,1908662853.53,189522732150.64,240225878361.75,gov_10dd_edpt1,2024-03-29
2025,MT,S1312,-34628863408.43,-7.075,428604990946.9,87.568,10076788738.98,-5.112,-6.892,IN_EDP,1,0,1,1,-1305510490.26,233097048947.71,267725912356.14,gov_10q_ggdebt,2025-10-20
2026,SK,S1314,-31161358349.98,-6.324,640606374921.82,130.007,17565302479.19,-5.67,-8.267,UNKNOWN,0,0,1,1,143247553.8,223533025723.87,254694384073.85,gov_10dd_edpt2,2025-02-23
2010,BE,S1311,-33617257008.0,-6.801,189983719026.95,38.435,2323043824.48,-7.65,-7.579,ON_WATCHLIST,0,1,0,1,1646358393.92,220695321903.97,254312578911.97,gov_10dd_sgpe,2024-03-31
2011,DK,S1313,5167496756.48,1.04,555267401470.89,111.752,5078261378.15,0.216,2.914,OUT_EDP,0,1,1,1,-905371322.02,211339155070.37,206171658313.89,gov_10dd_ma,2025-04-30
2012,GR,S13,25211347058.0,5.047,517754250023.29,103.648,5677164645.09,5.897,4.896,IN_EDP,1,0,1,1,818231034.14,223417913457.98,198206566399.98,gov_10dd_edpt1,2025-01-06
2013,LT,S1312,-37285139799.15,-7.413,646376350447.68,128.512,21088843915.17,-6.522,-6.442,UNKNOWN,0,0,0,1,83226696.19,210477167782.98,247762307582.13,gov_10q_ggdebt,2024-10-26
2014,PT,S1314,14002358203.55,2.771,771312145013.24,152.639,11177104848.77,3.799,4.007,ON_WATCHLIST,0,1,1,0,962961585.23,233281250402.02,219278892198.47,gov_10dd_edpt2,2025-04-17
2015,SE,S1311,-54317508400.46,-10.7,298766601813.14,58.854,6090739578.02,-10.612,-9.804,OUT_EDP,0,1,0,1,678236434.75,263892823128.56,318210331529.02,gov_10dd_sgpe,2025-12-23
2016,CY,S1313,-26371101510.18,-5.178,324943103448.05,63.803,7186770040.63,-5.356,-6.195,IN_EDP,1,0,0,1,-1333636386.44,248416091684.09,274787193194.27,gov_10dd_ma,2024-04-05
2017,FR,S13,18820490339.76,3.67,775891380903.48,151.299,27783021351.76,6.002,5.229,UNKNOWN,0,0,1,1,-150219064.95,241038474752.83,222217984413.07,gov_10dd_edpt1,2025-08-10
2018,IT,S1312,22875970195.45,4.444,906751158849.86,176.15,28897947200.25,3.942,4.606,ON_WATCHLIST,0,1,1,1,988001722.25,227062994999.57,204187024804.12,gov_10q_ggdebt,2024-04-27
2019,NL,S1314,25427296332.46,4.906,649292697787.34,125.276,12866112877.81,4.984,4.257,OUT_EDP,0,1,1,0,909422706.59,212284492177.99,186857195845.53,gov_10dd_edpt2,2025-05-17
2020,SI,S1311,-31376473282.64,-6.028,832913155564.34,160.018,13475572170.04,-6.554,-7.833,IN_EDP,1,0,0,1,-1729656284.38,205700086597.7,237076559880.34,gov_10dd_sgpe,2025-01-05
2021,BG,S1313,24415988621.16,4.676,176389330969.08,33.781,2232435555.29,6.727,3.343,UNKNOWN,0,0,0,1,-1567124039.25,263574944038.64,239158955417.48,gov_10dd_ma,2024-05-15
2022,EE,S13,-11676959211.71,-2.222,753836529271.61,143.447,17448481667.82,-2.986,-2.607,ON_WATCHLIST,0,1,1,0,1208429769.11,224816556787.13,236493515998.84,gov_10dd_edpt1,2024-08-16
2023,HU,S1312,-52921578840.02,-10.047,756814922479.91,143.679,24853685900.6,-10.636,-10.505,OUT_EDP,0,1,0,1,-746237343.04,219904639114.3,272826217954.32,gov_10q_ggdebt,2025-01-24
2024,LU,S1314,-58735584621.28,-11.074,256555803116.83,48.371,7101445926.65,-10.931,-13.045,IN_EDP,1,0,0,1,-111075795.36,243386280218.85,302121864840.13,gov_10dd_edpt2,2025-07-04
2025,RO,S1311,-30683914890.34,-5.766,434156641749.58,81.585,5687116064.34,-4.134,-6.85,UNKNOWN,0,0,0,0,-163708687.32,244236648076.02,274920562966.36,gov_10dd_sgpe,2024-05-11
2026,AT,S1313,-16280034894.26,-3.044,281151496174.86,52.569,5362836903.72,-1.963,-2.56,ON_WATCHLIST,0,1,0,0,1318701409.3,260643123887.24,276923158781.5,gov_10dd_ma,2024-09-23
2010,CZ,S13,-57711821295.91,-10.751,607726789373.35,113.212,8533973713.95,-10.616,-12.647,OUT_EDP,0,1,1,0,-1963370966.55,214383782021.61,272095603317.52,gov_10dd_edpt1,2025-06-23
2011,DE,S1312,26306018079.2,4.876,414006874770.23,76.739,16609267022.18,7.242,4.657,IN_EDP,1,0,0,1,1198385305.92,214819107624.08,188513089544.88,gov_10q_ggdebt,2025-05-17
2012,LV,S1314,-34432356248.21,-6.342,836067776053.51,153.993,12826347302.82,-7.686,-4.697,UNKNOWN,0,0,0,1,1923661430.36,218418980291.83,252851336540.04,gov_10dd_edpt2,2024-02-28
