agri_livestock_reference_year,agri_livestock_country_iso2,agri_livestock_region_nuts_code,agri_livestock_species_code,agri_livestock_herd_count,agri_livestock_slaughtered_count,agri_livestock_meat_production_tonnes,agri_livestock_milk_production_tonnes,agri_livestock_egg_production_million,agri_livestock_feed_price_index,agri_livestock_veterinary_medicines_use_index,agri_livestock_antimicrobial_use_mg_pcu,agri_livestock_notifiable_disease_code,agri_livestock_outbreak_count,agri_livestock_animal_welfare_compliance_flag,agri_livestock_carbon_footprint_tco2e,agri_livestock_manure_management_type,agri_livestock_eurostat_table_code,agri_livestock_data_source,agri_livestock_data_extract_date
2019,FI,GR99,PIGS,2280,926,110.98,0.0,0.0,131.497,131.773,38.64,FMD,8,0,2704.68,OTHER,apro_mt_lscatl,EUROSTAT,2024-10-26
2020,IE,IT8,SHEEP,1574,829,22.59,2951.06,0.0,131.655,132.151,201.43,NONE,0,1,1816.74,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-12-15
2021,MT,IT7,GOATS,2016,1983,53.35,10436.98,0.0,133.257,131.364,106.85,BRUCELLOSIS,10,0,2565.0,COMPOSTING,apro_mk_pobta,EFSA,2024-02-01
2022,SK,PT539,POULTRY,1439,2452,3.72,0.0,5.215,132.261,132.349,94.45,AVIAN_INFLUENZA,11,1,37.41,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-01-25
2023,BE,FR596,EQUINE,2197,871,77.0,0.0,0.0,132.703,132.065,195.17,TB,12,1,1127.12,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-17
2024,DK,HU16,BOVINE,1524,2295,564.25,3493.08,0.0,133.543,134.093,51.72,BSE,1,0,13811.39,LAGOON,apro_mt_lscatl,EUROSTAT,2025-03-07
2025,GR,AT58,PIGS,1743,2639,241.61,0.0,0.0,133.377,134.541,137.46,ASF,2,0,1034.0,OTHER,agr_r_animal,ECDC_ZOONOSES,2024-02-19
2026,LT,EE97,SHEEP,1813,2037,60.57,7995.91,0.0,134.846,134.255,11.56,BLUETONGUE,3,0,5569.33,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-05-12
2010,PT,SI624,GOATS,1613,594,10.61,4030.22,0.0,135.808,134.786,181.47,FMD,4,0,587.86,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-05-27
2011,SE,IT4,POULTRY,2147,3071,6.39,0.0,24.044,136.227,134.857,207.13,NONE,0,1,111.9,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-10-10
2012,CY,SI59,EQUINE,1442,1443,119.4,0.0,0.0,136.842,134.815,89.78,BRUCELLOSIS,6,1,2479.43,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-11-29
2013,FR,ES259,BOVINE,1691,1216,326.2,3861.79,0.0,136.295,136.157,148.06,AVIAN_INFLUENZA,7,1,6125.64,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-09-12
2014,IT,MT52,PIGS,1822,2021,158.56,0.0,0.0,137.71,136.267,61.17,TB,8,1,2833.32,OTHER,apro_mk_pobta,EFSA,2025-02-16
2015,NL,AT99,SHEEP,2101,3386,81.62,3169.47,0.0,136.657,136.974,207.0,BSE,9,1,2410.85,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-11-18
2016,SI,BE443,GOATS,1851,1497,39.94,5216.91,0.0,138.003,135.01,213.1,ASF,10,1,2092.59,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-06-27
2017,BG,IT945,POULTRY,2247,3118,4.48,0.0,11.2,138.236,136.489,208.65,BLUETONGUE,11,1,15.9,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-04-12
2018,EE,LV396,EQUINE,1503,2286,173.6,0.0,0.0,137.513,137.931,88.07,FMD,12,1,1217.88,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-10-16
2019,HU,PT8,BOVINE,1468,2231,543.59,7576.85,0.0,138.248,136.881,147.13,NONE,0,1,14472.93,LAGOON,apro_mk_pobta,EFSA,2024-01-01
2020,LU,RO123,PIGS,1770,2585,244.47,0.0,0.0,139.339,136.572,32.41,BRUCELLOSIS,2,1,1148.11,OTHER,apro_mk_pobta,FARM_REPORTING,2026-01-07
2021,RO,SE675,SHEEP,1703,1934,43.55,9580.26,0.0,138.856,137.856,29.93,AVIAN_INFLUENZA,3,0,8153.83,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-01
2022,AT,BE299,GOATS,1516,2499,68.7,1185.54,0.0,140.097,137.426,85.65,TB,4,1,2485.63,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-08-20
2023,CZ,LV858,POULTRY,2320,1313,3.23,0.0,8.648,141.378,137.407,129.01,BSE,5,1,74.87,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-11-11
2024,DE,LV75,EQUINE,2227,1401,158.41,0.0,0.0,140.727,138.02,30.51,ASF,6,1,2066.82,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-01-04
2025,LV,GR1,BOVINE,1944,2761,707.47,5401.33,0.0,140.839,140.251,112.68,BLUETONGUE,7,1,16584.13,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-03-16
2026,PL,BE85,PIGS,1844,854,63.28,0.0,0.0,141.5,140.438,24.33,FMD,8,1,1035.51,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-11-08
2010,ES,LU598,SHEEP,1662,1116,30.86,7611.9,0.0,142.794,140.37,33.84,NONE,0,1,2311.45,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-01-25
2011,HR,PT61,GOATS,1615,2530,40.32,8653.32,0.0,143.619,140.066,31.16,BRUCELLOSIS,10,1,3951.05,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-07-28
2012,FI,NL4,POULTRY,1778,3063,4.04,0.0,25.415,142.487,141.005,150.47,AVIAN_INFLUENZA,11,1,86.3,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-10-13
2013,IE,FI9,EQUINE,1882,1400,96.75,0.0,0.0,143.986,141.205,216.27,TB,12,1,1389.47,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-12-30
2014,MT,AT32,BOVINE,1798,3053,843.04,778.69,0.0,144.744,142.331,185.48,BSE,1,1,19372.46,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-08-05
2015,SK,SE44,PIGS,1540,1447,115.3,0.0,0.0,143.366,141.9,207.14,ASF,2,0,2275.11,OTHER,apro_mt_lscatl,EUROSTAT,2026-02-11
2016,BE,BE110,SHEEP,1815,3050,61.94,5121.2,0.0,143.753,141.219,215.09,BLUETONGUE,3,0,3912.08,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-09-11
2017,DK,LT634,GOATS,2192,1895,41.38,3182.77,0.0,145.169,142.463,124.55,FMD,4,1,2346.96,COMPOSTING,apro_mk_pobta,EFSA,2025-01-24
2018,GR,NL22,POULTRY,2373,3265,5.94,0.0,34.983,146.514,142.666,191.31,NONE,0,1,74.26,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-02-19
2019,LT,IT83,EQUINE,1785,2099,129.93,0.0,0.0,145.581,142.019,93.36,BRUCELLOSIS,6,1,2938.89,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2025-12-07
2020,PT,IE362,BOVINE,2368,2357,642.64,5503.91,0.0,146.359,142.331,69.18,AVIAN_INFLUENZA,7,1,11211.67,LAGOON,apro_mt_lscatl,EUROSTAT,2024-02-04
2021,SE,AT78,PIGS,2298,3767,306.85,0.0,0.0,147.254,143.479,177.25,TB,8,1,4460.86,OTHER,agr_r_animal,ECDC_ZOONOSES,2026-02-11
2022,CY,BG891,SHEEP,2244,2423,60.98,99.2,0.0,146.275,143.135,205.16,BSE,9,1,897.85,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2026-02-01
2023,FR,BE39,GOATS,1782,2951,66.41,9173.85,0.0,147.799,144.776,194.27,ASF,10,1,2470.31,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-07-09
2024,IT,HU102,POULTRY,1774,722,1.41,0.0,16.178,147.609,144.804,67.79,BLUETONGUE,11,1,15.1,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-04-22
2025,NL,GR4,EQUINE,2226,2731,172.15,0.0,0.0,148.779,145.513,201.03,FMD,12,1,4196.89,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-04-19
2026,SI,LU317,BOVINE,1620,2696,576.7,7595.49,0.0,149.642,144.476,76.12,NONE,0,1,14328.14,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-05-21
2010,BG,AT13,PIGS,1718,2530,275.82,0.0,0.0,148.866,144.787,97.41,BRUCELLOSIS,2,0,5132.75,OTHER,apro_mk_pobta,EFSA,2025-11-26
2011,EE,CY243,SHEEP,2287,3726,83.88,4287.41,0.0,149.258,146.486,8.55,AVIAN_INFLUENZA,3,0,1778.86,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2025-07-06
2012,HU,BG397,GOATS,1880,1470,30.0,750.06,0.0,149.315,146.171,39.92,TB,4,1,711.41,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-09-08
2013,LU,RO6,POULTRY,2246,2861,3.5,0.0,18.062,149.868,147.531,33.14,BSE,5,1,26.38,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-09-04
2014,RO,SI479,EQUINE,2211,3642,232.56,0.0,0.0,151.914,148.172,158.41,ASF,6,1,5682.69,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-07-10
2015,AT,IE846,BOVINE,1994,2544,556.9,6285.67,0.0,150.592,147.38,102.73,BLUETONGUE,7,1,17749.57,LAGOON,apro_mk_pobta,EFSA,2025-03-20
2016,CZ,EE611,PIGS,2335,1533,160.71,0.0,0.0,151.053,147.833,172.11,FMD,8,1,3441.37,OTHER,apro_mk_pobta,FARM_REPORTING,2024-02-06
2017,DE,PL2,SHEEP,1900,3357,75.84,2009.09,0.0,152.231,147.255,56.81,NONE,0,1,1579.04,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-02-20
2018,LV,PL129,GOATS,2209,1225,29.23,12735.32,0.0,152.321,148.716,148.24,BRUCELLOSIS,10,1,11839.76,COMPOSTING,apro_mt_lscatl,EUROSTAT,2025-07-28
2019,PL,DK847,POULTRY,2038,2043,3.85,0.0,14.934,152.232,148.457,98.94,AVIAN_INFLUENZA,11,0,53.69,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2024-06-13
2020,ES,BG45,EQUINE,2289,1041,73.04,0.0,0.0,154.023,150.356,95.39,TB,12,1,1659.23,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-01-01
2021,HR,GR28,BOVINE,1870,1461,454.39,1317.56,0.0,154.199,148.954,170.95,BSE,1,1,2464.16,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-04-05
2022,FI,MT53,PIGS,2392,1724,126.45,0.0,0.0,155.239,149.956,157.11,ASF,2,1,1922.43,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-09-17
2023,IE,LV9,SHEEP,1572,2170,63.47,8123.71,0.0,155.322,150.24,60.8,BLUETONGUE,3,1,3114.41,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2024-06-20
2024,MT,RO5,GOATS,2170,3758,97.75,5178.08,0.0,155.553,149.695,93.99,FMD,4,0,3998.53,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2026-02-23
2025,SK,NL472,POULTRY,1718,1319,3.16,0.0,7.819,156.601,152.054,79.54,NONE,0,1,27.13,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-11-06
2026,BE,LU6,EQUINE,2401,1779,196.01,0.0,0.0,156.938,151.661,104.48,BRUCELLOSIS,6,0,798.12,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2025-05-21
2010,DK,HU4,BOVINE,2004,1466,384.04,1854.04,0.0,156.988,152.487,214.41,AVIAN_INFLUENZA,7,1,9137.83,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-02-11
2011,GR,PT28,PIGS,1631,1649,134.65,0.0,0.0,157.166,153.391,182.61,TB,8,1,3209.79,OTHER,apro_mt_lscatl,EUROSTAT,2025-03-03
2012,LT,SE9,SHEEP,1606,2411,64.48,5877.26,0.0,157.538,152.896,43.34,BSE,9,1,4702.3,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-10-19
2013,PT,PL9,GOATS,2234,3398,58.15,5408.29,0.0,157.151,153.356,197.65,ASF,10,0,1690.07,COMPOSTING,apro_mk_pobta,EFSA,2024-09-25
2014,SE,CY8,POULTRY,1552,2468,6.0,0.0,13.369,158.238,152.367,90.61,BLUETONGUE,11,1,111.28,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-01-10
2015,CY,DE907,EQUINE,2183,3411,308.94,0.0,0.0,158.755,154.692,207.13,FMD,12,1,2398.21,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2024-07-21
2016,FR,RO34,BOVINE,1818,1196,221.15,552.97,0.0,159.36,70.295,196.08,NONE,0,0,5211.45,LAGOON,apro_mt_lscatl,EUROSTAT,2025-10-31
2017,IT,BE91,PIGS,2220,3321,252.52,0.0,0.0,159.439,70.5,156.69,BRUCELLOSIS,2,1,5798.26,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-04-07
2018,NL,HU566,SHEEP,1577,2232,54.05,4018.97,0.0,160.221,71.155,213.65,AVIAN_INFLUENZA,3,1,3160.62,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-04-13
2019,SI,FI11,GOATS,2238,1558,43.44,13111.17,0.0,160.336,70.392,126.07,TB,4,1,10409.94,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-05-11
2020,BG,HR66,POULTRY,1665,2971,7.33,0.0,2.593,160.287,70.799,8.32,BSE,5,1,119.56,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2026-01-10
2021,EE,CY36,EQUINE,1921,1148,71.1,0.0,0.0,160.178,72.675,98.98,ASF,6,1,1729.68,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2025-01-27
2022,HU,PT573,BOVINE,1566,2646,569.23,6276.0,0.0,160.651,71.708,156.53,BLUETONGUE,7,1,8506.0,LAGOON,agr_r_animal,ECDC_ZOONOSES,2024-05-21
2023,LU,AT589,PIGS,2309,2531,257.34,0.0,0.0,161.088,73.196,56.89,FMD,8,1,2122.04,OTHER,apro_mk_pobta,EFSA,2026-02-22
2024,RO,LT2,SHEEP,2150,2601,70.79,9157.56,0.0,162.125,73.066,5.33,NONE,0,1,8684.17,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-03-01
2025,AT,FR38,GOATS,2160,947,17.15,5618.51,0.0,162.706,72.842,68.41,BRUCELLOSIS,10,1,5006.2,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2026-02-17
2026,CZ,AT283,POULTRY,1756,2542,5.68,0.0,20.62,162.474,74.34,77.94,AVIAN_INFLUENZA,11,1,67.97,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-10-10
2010,DE,HR288,EQUINE,2354,2556,282.74,0.0,0.0,163.095,74.841,132.15,TB,12,1,1731.9,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-02-26
2011,LV,NL36,BOVINE,1716,1721,349.52,5419.17,0.0,164.451,73.961,122.63,BSE,1,1,6356.2,LAGOON,apro_mk_pobta,EFSA,2025-06-29
2012,PL,AT31,PIGS,2095,3101,355.66,0.0,0.0,163.561,74.85,200.78,ASF,2,1,7049.66,OTHER,apro_mk_pobta,FARM_REPORTING,2025-06-18
2013,ES,SE143,SHEEP,2321,2920,69.01,377.03,0.0,164.891,73.745,130.93,BLUETONGUE,3,1,524.16,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-06-10
2014,HR,AT71,GOATS,2291,2635,55.71,12521.63,0.0,164.752,74.651,100.59,FMD,4,1,6600.3,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-08-03
2015,FI,NL98,POULTRY,2089,1100,2.05,0.0,16.649,166.325,75.802,33.72,NONE,0,1,43.41,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-05-06
2016,IE,LV77,EQUINE,2219,1890,126.63,0.0,0.0,166.652,75.73,122.93,BRUCELLOSIS,6,1,3111.4,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-11-07
2017,MT,HR377,BOVINE,1787,838,152.66,3593.0,0.0,166.344,75.69,94.51,AVIAN_INFLUENZA,7,1,5056.32,LAGOON,apro_mk_pobta,FARM_REPORTING,2024-12-15
2018,SK,BE3,PIGS,1975,1235,142.3,0.0,0.0,166.4,76.899,85.71,TB,8,1,2321.01,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-06-07
2019,BE,GR7,SHEEP,1870,2302,47.81,1620.1,0.0,168.007,76.059,26.78,BSE,9,1,967.35,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-12-09
2020,DK,NL15,GOATS,2311,2393,65.91,13648.68,0.0,167.715,77.285,72.73,ASF,10,0,2085.94,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-07-17
2021,GR,BE42,POULTRY,2039,2573,3.66,0.0,7.709,167.961,78.5,58.36,BLUETONGUE,11,1,41.93,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-07-26
2022,LT,MT215,EQUINE,2081,3140,256.28,0.0,0.0,167.845,77.536,24.45,FMD,12,1,2943.54,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-05-13
2023,PT,MT7,BOVINE,1898,2224,699.01,7866.72,0.0,168.931,78.376,207.79,NONE,0,0,18044.0,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-03
2024,SE,SK781,PIGS,1903,3218,232.75,0.0,0.0,168.812,79.625,52.37,BRUCELLOSIS,2,1,2038.64,OTHER,apro_mt_lscatl,EUROSTAT,2025-10-08
2025,CY,DE3,SHEEP,1846,2752,57.56,9224.19,0.0,170.347,78.653,16.62,AVIAN_INFLUENZA,3,1,4463.48,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2024-03-13
2026,FR,HR76,GOATS,1975,3062,62.82,4302.72,0.0,169.62,78.341,48.72,TB,4,1,1891.16,COMPOSTING,apro_mk_pobta,EFSA,2026-02-13
2010,IT,FI739,POULTRY,2186,3766,7.32,0.0,29.054,170.164,79.022,187.26,BSE,5,0,150.84,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2024-02-19
2011,NL,LV157,EQUINE,2085,2216,240.22,0.0,0.0,170.982,80.112,59.64,ASF,6,1,4875.55,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2025-09-18
2012,SI,SI4,BOVINE,1676,2129,402.8,931.2,0.0,172.046,79.372,110.03,BLUETONGUE,7,0,8108.82,LAGOON,apro_mt_lscatl,EUROSTAT,2024-12-12
2013,BG,SK2,PIGS,2083,3392,238.05,0.0,0.0,172.887,79.791,182.38,FMD,8,0,1290.89,OTHER,agr_r_animal,ECDC_ZOONOSES,2026-02-01
2014,EE,LV449,SHEEP,2503,2897,74.5,14845.37,0.0,172.762,81.898,53.4,NONE,0,1,13598.28,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2025-10-30
2015,HU,FR9,GOATS,2210,856,14.77,10647.31,0.0,173.139,80.671,13.23,BRUCELLOSIS,10,1,8556.59,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2025-12-25
2016,LU,CY2,POULTRY,1865,2608,6.18,0.0,3.849,173.909,82.745,92.73,AVIAN_INFLUENZA,11,1,50.46,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-08-31
2017,RO,MT41,EQUINE,2402,3454,219.22,0.0,0.0,172.839,83.323,214.7,TB,12,1,4532.08,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-11-21
2018,AT,HU79,BOVINE,1981,1961,365.39,10384.28,0.0,173.847,83.253,120.68,BSE,1,1,6149.88,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-08-26
2019,CZ,FR85,PIGS,2094,2279,191.28,0.0,0.0,174.443,83.2,53.85,ASF,2,1,1270.01,OTHER,apro_mk_pobta,EFSA,2025-01-15
2020,DE,SE365,SHEEP,2004,1738,43.67,6731.02,0.0,174.985,83.233,86.02,BLUETONGUE,3,1,3622.91,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2024-11-09
2021,LV,CY9,GOATS,2377,2955,44.41,9082.22,0.0,175.019,83.384,178.92,FMD,4,1,5873.25,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2025-04-21
2022,PL,AT42,POULTRY,1890,2752,3.78,0.0,3.45,176.31,84.323,99.23,NONE,0,1,35.09,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2025-12-26
2023,ES,IE66,EQUINE,2220,3641,350.61,0.0,0.0,176.719,84.236,171.76,BRUCELLOSIS,6,1,3353.91,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2025-07-17
2024,HR,PT302,BOVINE,2342,2942,652.84,11612.92,0.0,175.847,84.073,91.17,AVIAN_INFLUENZA,7,1,14850.61,LAGOON,apro_mk_pobta,EFSA,2025-05-23
2025,FI,DK4,PIGS,1736,1895,222.18,0.0,0.0,177.825,84.248,134.64,TB,8,1,1719.07,OTHER,apro_mk_pobta,FARM_REPORTING,2025-03-16
2026,IE,CZ5,SHEEP,2000,2367,49.79,740.14,0.0,177.588,84.522,28.09,BSE,9,1,1569.27,PASTURE_DEPOSITION,apro_mt_pann,NATIONAL_VET_SERVICE,2024-06-15
2010,MT,HU269,GOATS,2377,3181,59.88,13691.2,0.0,178.312,85.372,25.36,ASF,10,1,9418.6,COMPOSTING,apro_mt_lscatl,EUROSTAT,2024-12-02
2011,SK,SI689,POULTRY,1665,1224,2.93,0.0,14.323,177.754,86.537,121.8,BLUETONGUE,11,0,68.93,ANAEROBIC_DIGESTION,agr_r_animal,ECDC_ZOONOSES,2025-11-05
2012,BE,FI67,EQUINE,1853,2832,262.78,0.0,0.0,179.029,87.147,191.71,FMD,12,1,5567.15,SOLID_STORAGE,apro_mk_pobta,EFSA,2024-05-12
2013,DK,AT9,BOVINE,1810,1382,395.6,9518.5,0.0,179.874,87.258,145.97,NONE,0,0,5150.58,LAGOON,apro_mk_pobta,FARM_REPORTING,2025-11-11
2014,GR,SI800,PIGS,2273,903,102.19,0.0,0.0,179.524,87.728,163.36,BRUCELLOSIS,2,1,962.35,OTHER,apro_mt_pann,NATIONAL_VET_SERVICE,2025-04-12
2015,LT,SI69,SHEEP,2430,3953,83.17,3585.97,0.0,180.186,86.531,202.94,AVIAN_INFLUENZA,3,1,3940.35,PASTURE_DEPOSITION,apro_mt_lscatl,EUROSTAT,2025-12-17
2016,PT,NL165,GOATS,2494,3165,78.52,2922.85,0.0,180.214,87.241,120.95,TB,4,1,3720.28,COMPOSTING,agr_r_animal,ECDC_ZOONOSES,2024-05-01
2017,SE,PT3,POULTRY,1716,2424,4.95,0.0,12.529,180.741,89.075,199.5,BSE,5,0,88.69,ANAEROBIC_DIGESTION,apro_mk_pobta,EFSA,2024-09-18
2018,CY,LU816,EQUINE,2505,2630,212.89,0.0,0.0,181.287,89.733,163.84,ASF,6,1,2315.86,SOLID_STORAGE,apro_mk_pobta,FARM_REPORTING,2024-04-15
2019,FR,SE91,BOVINE,2431,1012,237.22,5085.82,0.0,181.501,89.31,114.85,BLUETONGUE,7,1,8458.07,LAGOON,apro_mt_pann,NATIONAL_VET_SERVICE,2025-05-12
2020,IT,AT3,PIGS,2095,1407,108.37,0.0,0.0,182.497,90.153,107.54,FMD,8,1,1035.33,OTHER,apro_mt_lscatl,EUROSTAT,2024-08-15
2021,NL,LV2,SHEEP,1838,1815,48.13,7208.44,0.0,182.096,88.925,61.25,NONE,0,1,5340.45,PASTURE_DEPOSITION,agr_r_animal,ECDC_ZOONOSES,2025-09-27
2022,SI,RO145,GOATS,1781,982,23.68,1057.92,0.0,182.038,90.93,29.61,BRUCELLOSIS,10,1,1516.37,COMPOSTING,apro_mk_pobta,EFSA,2024-01-23
2023,BG,LV6,POULTRY,1856,2739,3.4,0.0,24.85,184.153,89.681,190.79,AVIAN_INFLUENZA,11,1,83.14,ANAEROBIC_DIGESTION,apro_mk_pobta,FARM_REPORTING,2025-07-23
2024,EE,ES633,EQUINE,1833,1842,176.58,0.0,0.0,183.912,90.481,212.3,TB,12,1,4064.99,SOLID_STORAGE,apro_mt_pann,NATIONAL_VET_SERVICE,2025-09-09
2025,HU,GR33,BOVINE,2435,4276,1009.67,5809.51,0.0,74.672,91.069,204.33,BSE,1,1,22863.22,LAGOON,apro_mt_lscatl,EUROSTAT,2026-01-13
2026,LU,AT18,PIGS,2170,1100,125.65,0.0,0.0,74.938,90.77,168.29,ASF,2,1,2834.26,OTHER,agr_r_animal,ECDC_ZOONOSES,2025-09-28
2010,RO,LU3,SHEEP,1825,3149,75.96,3121.97,0.0,76.381,91.165,165.43,BLUETONGUE,3,0,3197.27,PASTURE_DEPOSITION,apro_mk_pobta,EFSA,2024-01-04
2011,AT,BG957,GOATS,2032,2157,37.29,3050.56,0.0,76.453,93.19,133.63,FMD,4,1,2653.83,COMPOSTING,apro_mk_pobta,FARM_REPORTING,2024-06-06
2012,CZ,DE67,POULTRY,1841,2094,3.31,0.0,11.775,77.417,93.258,173.63,NONE,0,1,70.64,ANAEROBIC_DIGESTION,apro_mt_pann,NATIONAL_VET_SERVICE,2025-11-11
2013,DE,LU924,EQUINE,1932,2479,262.03,0.0,0.0,76.727,92.418,205.92,BRUCELLOSIS,6,1,5246.1,SOLID_STORAGE,apro_mt_lscatl,EUROSTAT,2024-10-10
2014,LV,HR9,BOVINE,1756,3084,724.77,7866.31,0.0,76.905,93.058,205.4,AVIAN_INFLUENZA,7,1,22706.45,LAGOON,agr_r_animal,ECDC_ZOONOSES,2025-08-14
2015,PL,GR16,PIGS,1967,893,105.13,0.0,0.0,77.255,94.287,176.15,TB,8,1,1173.92,OTHER,apro_mk_pobta,EFSA,2024-12-16
2016,ES,FI7,SHEEP,2535,4469,112.96,6600.19,0.0,77.559,92.756,94.12,BSE,9,1,5298.92,PASTURE_DEPOSITION,apro_mk_pobta,FARM_REPORTING,2025-07-18
2017,HR,LV65,GOATS,2061,2990,65.93,2086.18,0.0,79.777,94.584,8.74,ASF,10,1,1139.25,COMPOSTING,apro_mt_pann,NATIONAL_VET_SERVICE,2024-03-23
2018,FI,GR555,POULTRY,2546,999,2.13,0.0,5.062,78.801,94.343,42.86,BLUETONGUE,11,0,40.07,ANAEROBIC_DIGESTION,apro_mt_lscatl,EUROSTAT,2024-12-16
2019,IE,DE28,EQUINE,1969,2028,177.37,0.0,0.0,80.15,94.084,73.97,FMD,12,1,546.85,SOLID_STORAGE,agr_r_animal,ECDC_ZOONOSES,2024-10-15
2020,MT,DE174,BOVINE,2529,3573,1052.67,7645.32,0.0,79.959,96.32,135.85,NONE,0,1,10886.98,LAGOON,apro_mk_pobta,EFSA,2025-01-13
2021,SK,PL19,PIGS,2172,3173,374.34,0.0,0.0,80.371,96.535,38.4,BRUCELLOSIS,2,1,7274.74,OTHER,apro_mk_pobta,FARM_REPORTING,2025-01-17
