health_eh_reference_year,health_eh_country_iso2,health_eh_region_nuts_code,health_eh_ehr_coverage_pct,health_eh_e_prescription_coverage_pct,health_eh_e_referral_coverage_pct,health_eh_patient_portal_usage_pct,health_eh_interoperability_level_code,health_eh_eidas_authentication_supported_flag,health_eh_cross_border_ehealth_enabled_flag,health_eh_cyber_incidents_count,health_eh_gdpr_breach_notifications_count,health_eh_digital_health_apps_certified_count,health_eh_ai_in_clinical_use_cases_count,health_eh_telemedicine_visits_per_1k,health_eh_remote_monitoring_patients_count,health_eh_data_spaces_health_flag,health_eh_data_source,health_eh_methodology_version,health_eh_data_extract_date
2012,MT,CY88,44.58,46.65,51.53,37.94,LEVEL_1_BASIC,0,1,27,52,891,109,175.87,56055,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-01-16
2013,ES,LV586,33.42,58.7,53.9,36.46,LEVEL_2_STRUCTURED,0,0,27,55,1199,108,160.2,44586,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-06-12
2014,CZ,IE19,31.63,27.48,41.55,32.07,LEVEL_3_SEMANTIC,0,0,39,50,1300,55,124.11,105244,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-08-21
2015,HU,EE43,62.12,55.89,36.55,53.59,LEVEL_4_FEDERATED,1,0,32,8,1120,48,134.31,34870,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-07-14
2016,NL,LT109,37.87,55.33,55.43,55.21,LEVEL_0_NONE,0,0,33,43,871,8,185.94,14814,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-06-01
2017,SE,EE8,61.9,53.96,41.41,58.18,LEVEL_1_BASIC,1,0,57,64,1358,69,95.9,63287,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-05-29
2018,DK,LV74,60.0,61.67,58.6,47.6,LEVEL_2_STRUCTURED,0,0,8,44,1947,111,232.67,94082,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-12-15
2019,IE,FI762,89.91,67.39,71.2,61.5,LEVEL_3_SEMANTIC,0,0,17,23,1608,59,122.2,97324,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-02-17
2020,PL,BE41,70.19,85.91,65.59,48.65,LEVEL_4_FEDERATED,1,1,98,8,2292,41,321.24,252211,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-12-20
2021,AT,BE9,67.17,68.57,75.38,47.25,LEVEL_0_NONE,1,1,23,39,1529,228,167.98,167291,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-09-12
2022,EE,SK63,87.69,73.67,66.02,56.92,LEVEL_1_BASIC,1,0,36,63,2262,331,106.89,84396,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2026-01-08
2023,IT,SK95,62.01,84.02,74.73,72.67,LEVEL_2_STRUCTURED,1,0,88,41,493,210,149.16,246000,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-08-03
2024,PT,HU30,71.34,80.6,45.07,80.89,LEVEL_3_SEMANTIC,1,0,98,18,89,393,67.68,9857,1,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-10-07
2025,BE,MT21,69.38,87.56,99.0,53.58,LEVEL_4_FEDERATED,1,1,4,12,1206,47,152.02,178180,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-03-12
2006,FI,EE1,17.32,10.53,21.6,19.65,LEVEL_0_NONE,1,0,21,17,910,77,48.68,64936,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-11-03
2007,LV,PT3,31.22,39.02,27.76,16.07,LEVEL_1_BASIC,0,0,5,34,1218,68,190.04,37509,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2026-01-20
2008,RO,HU7,13.35,10.72,11.84,9.41,LEVEL_2_STRUCTURED,0,0,10,18,297,31,118.08,4728,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-06-05
2009,BG,IT943,17.36,31.34,29.07,35.96,LEVEL_3_SEMANTIC,0,0,26,30,1032,93,30.97,49164,0,EHDS_PILOT_REPORT,EHEALTH_V2,2026-01-01
2010,FR,IE68,50.0,49.04,30.35,18.22,LEVEL_4_FEDERATED,0,0,55,25,1205,67,150.87,66299,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-08-09
2011,LT,PT75,46.59,35.56,29.08,40.84,LEVEL_0_NONE,0,0,12,24,680,93,182.9,108274,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-07-30
2012,SK,RO399,59.83,60.28,40.85,28.89,LEVEL_1_BASIC,0,0,43,67,1181,15,207.69,113992,1,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-03-21
2013,HR,DE3,60.73,40.37,47.92,34.38,LEVEL_2_STRUCTURED,0,0,61,10,1339,96,213.98,26086,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-04-23
2014,DE,BG656,62.05,51.99,40.39,49.54,LEVEL_3_SEMANTIC,0,1,15,24,136,91,71.46,30627,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-10-25
2015,LU,LT953,44.21,57.17,34.96,46.88,LEVEL_4_FEDERATED,0,0,7,33,1158,90,241.29,73451,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-12-18
2016,SI,RO249,74.72,52.43,36.95,31.88,LEVEL_0_NONE,0,0,4,26,1401,85,76.78,26626,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-04-26
2017,CY,SE508,48.39,76.57,39.28,56.66,LEVEL_1_BASIC,0,0,16,28,1346,35,119.36,68198,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-08-21
2018,GR,AT99,52.04,71.88,49.37,31.57,LEVEL_2_STRUCTURED,0,0,46,48,2206,77,3.03,97673,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-05-03
2019,MT,DK76,83.19,70.97,53.14,45.56,LEVEL_3_SEMANTIC,1,1,60,34,2599,90,95.7,67174,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-07-31
2020,ES,HU57,63.51,65.26,79.1,52.79,LEVEL_4_FEDERATED,1,0,36,11,931,0,324.74,236778,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-06-30
2021,CZ,RO345,87.86,72.83,67.45,40.96,LEVEL_0_NONE,0,1,9,0,1586,83,80.52,122236,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-01-11
2022,HU,IE844,78.12,91.77,51.75,46.69,LEVEL_1_BASIC,1,0,55,36,1867,91,89.96,256140,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-09-04
2023,NL,SE441,72.63,55.19,81.48,81.46,LEVEL_2_STRUCTURED,1,0,27,28,3464,172,99.89,150100,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-07-29
2024,SE,SE505,74.86,94.44,52.68,60.57,LEVEL_3_SEMANTIC,0,1,34,53,74,379,106.81,272934,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-02-25
2025,DK,DE971,100.0,93.13,74.76,64.05,LEVEL_4_FEDERATED,0,1,43,29,1840,280,9.96,104130,1,EHDS_PILOT_REPORT,EHEALTH_V1,2025-07-09
2006,IE,HR82,35.24,3.01,22.61,26.98,LEVEL_0_NONE,0,0,49,58,221,66,149.38,128014,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-06-30
2007,PL,AT2,10.96,30.16,8.27,31.55,LEVEL_1_BASIC,1,0,3,26,1473,100,118.25,134635,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-04-26
2008,AT,DE65,11.52,10.58,18.66,18.9,LEVEL_2_STRUCTURED,0,0,28,4,1447,57,28.19,64322,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-10-01
2009,EE,SI83,40.01,40.63,11.27,13.75,LEVEL_3_SEMANTIC,1,0,33,8,442,38,140.76,125671,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-07-03
2010,IT,FR34,44.77,34.11,34.98,17.55,LEVEL_4_FEDERATED,0,0,33,42,397,69,71.15,109731,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-10-11
2011,PT,BE55,45.2,55.86,28.51,40.05,LEVEL_0_NONE,0,1,22,23,1472,38,127.84,90360,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-11-10
2012,BE,BG32,50.28,55.2,44.97,37.09,LEVEL_1_BASIC,1,0,28,63,815,111,132.66,83928,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-10-08
2013,FI,NL78,56.34,47.06,32.66,38.74,LEVEL_2_STRUCTURED,0,0,28,9,59,14,192.25,111937,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-01-01
2014,LV,LU4,36.48,60.89,58.3,35.02,LEVEL_3_SEMANTIC,0,0,25,23,1179,49,159.28,100584,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-05-19
2015,RO,LU173,66.83,39.97,37.6,42.57,LEVEL_4_FEDERATED,0,0,22,19,1364,21,16.09,101289,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-01-06
2016,BG,IE802,49.74,63.07,48.6,57.74,LEVEL_0_NONE,1,0,11,34,990,73,11.08,127187,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-04-02
2017,FR,CY324,35.38,50.16,41.66,43.43,LEVEL_1_BASIC,0,0,63,67,1087,53,14.0,122523,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-09-05
2018,LT,BE8,90.7,66.39,50.97,57.08,LEVEL_2_STRUCTURED,1,0,6,29,2292,6,91.23,89386,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-10-03
2019,SK,LT10,58.58,64.57,68.34,55.62,LEVEL_3_SEMANTIC,0,1,45,45,337,73,3.34,12382,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-07-22
2020,HR,PL18,96.12,84.57,68.6,60.42,LEVEL_4_FEDERATED,0,1,72,15,2592,36,40.44,198264,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-07-07
2021,DE,AT442,61.76,72.13,48.69,42.05,LEVEL_0_NONE,0,1,10,43,615,360,107.03,253160,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-07-21
2022,LU,DE71,92.92,58.84,54.99,69.7,LEVEL_1_BASIC,1,1,58,56,1552,39,38.91,224788,1,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-04-19
2023,SI,ES64,72.74,70.34,53.74,55.06,LEVEL_2_STRUCTURED,1,1,65,43,1772,187,153.89,166152,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-05-07
2024,CY,PT45,81.85,56.2,74.33,67.4,LEVEL_3_SEMANTIC,1,0,25,46,3259,397,115.63,8852,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-03-19
2025,GR,AT74,89.91,84.83,69.43,43.19,LEVEL_4_FEDERATED,1,0,21,11,1186,196,241.26,32131,1,EHDS_PILOT_REPORT,EHEALTH_V2,2025-12-06
2006,MT,HU50,6.68,26.72,9.78,12.86,LEVEL_0_NONE,0,0,55,42,60,33,34.58,123039,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-08-15
2007,ES,FI399,17.05,32.16,6.73,18.36,LEVEL_1_BASIC,0,0,22,9,472,19,3.78,66544,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-10-19
2008,CZ,LU53,46.69,29.56,35.71,19.66,LEVEL_2_STRUCTURED,0,0,53,57,764,24,79.37,38885,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-09-23
2009,HU,BE511,30.04,26.35,34.91,23.62,LEVEL_3_SEMANTIC,1,0,55,66,300,28,61.97,13438,0,EHDS_PILOT_REPORT,EHEALTH_V1,2024-08-06
2010,NL,SI32,19.4,48.83,12.82,19.77,LEVEL_4_FEDERATED,0,0,18,9,451,7,212.98,96560,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-02-27
2011,SE,EE4,29.76,41.93,33.12,21.22,LEVEL_0_NONE,0,0,54,33,1437,77,142.71,135271,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-09-15
2012,DK,SI635,40.87,32.74,23.1,28.71,LEVEL_1_BASIC,0,0,40,4,1496,30,25.68,141217,1,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-01-20
2013,IE,LV71,62.59,22.62,46.97,30.31,LEVEL_2_STRUCTURED,0,0,61,13,295,34,16.83,75044,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-12-29
2014,PL,SK380,47.95,43.46,48.12,52.37,LEVEL_3_SEMANTIC,0,0,1,5,812,99,178.55,54024,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-04-20
2015,AT,HR299,54.03,35.56,53.84,37.02,LEVEL_4_FEDERATED,0,0,60,58,1130,30,160.63,11725,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-07-14
2016,EE,SE81,55.62,54.11,38.03,43.97,LEVEL_0_NONE,0,0,22,16,486,77,48.98,78641,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-02-16
2017,IT,DE354,46.43,59.76,41.0,50.88,LEVEL_1_BASIC,1,0,46,55,415,38,88.26,126831,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-09-25
2018,PT,PT693,67.13,70.47,55.84,49.9,LEVEL_2_STRUCTURED,1,0,48,13,2179,86,29.9,80374,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2025-04-12
2019,BE,PL21,58.78,76.38,51.72,44.5,LEVEL_3_SEMANTIC,0,0,46,24,1530,84,18.31,46680,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-10-31
2020,FI,EE782,77.45,64.86,51.43,42.01,LEVEL_4_FEDERATED,1,1,62,15,2026,62,295.76,84678,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-11-15
2021,LV,HU192,53.62,97.2,48.81,69.77,LEVEL_0_NONE,1,1,17,33,3295,254,203.13,46346,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-06-28
2022,RO,DK83,85.1,74.89,72.67,47.17,LEVEL_1_BASIC,1,0,87,28,1689,337,9.82,106604,1,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-02-24
2023,BG,PT680,80.76,91.07,71.23,71.24,LEVEL_2_STRUCTURED,1,0,45,56,1233,218,164.78,166468,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-07-29
2024,FR,EE643,81.08,52.06,57.12,78.03,LEVEL_3_SEMANTIC,0,1,47,8,2375,82,174.3,216959,1,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-03-18
2025,LT,IE352,69.25,89.38,75.91,60.97,LEVEL_4_FEDERATED,1,0,53,14,2617,62,152.08,117935,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-04-26
2006,SK,SE147,38.28,26.11,15.6,5.72,LEVEL_0_NONE,0,0,61,2,1316,4,114.96,67829,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-09-15
2007,HR,MT547,22.42,39.84,26.02,6.93,LEVEL_1_BASIC,0,0,39,20,1297,46,85.57,129195,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-08-15
2008,DE,AT47,29.82,22.76,11.79,19.19,LEVEL_2_STRUCTURED,0,0,45,38,338,53,7.79,11732,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-05-31
2009,LU,AT948,15.11,47.01,19.03,33.87,LEVEL_3_SEMANTIC,0,1,61,31,1238,77,92.12,90145,0,EHDS_PILOT_REPORT,EHEALTH_V2,2026-01-18
2010,SI,CZ99,44.87,29.84,31.91,30.13,LEVEL_4_FEDERATED,0,0,50,48,607,18,209.13,83287,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2026-01-22
2011,CY,DE60,29.98,33.85,21.5,37.71,LEVEL_0_NONE,0,0,35,8,653,110,158.3,20692,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-03-18
2012,GR,CZ3,55.93,26.05,46.74,25.88,LEVEL_1_BASIC,0,0,50,52,77,47,115.77,61103,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-11-22
2013,MT,LT362,52.46,57.34,56.59,38.55,LEVEL_2_STRUCTURED,0,0,48,13,868,14,15.64,52896,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-10-28
2014,ES,DE18,58.62,38.36,54.7,53.3,LEVEL_3_SEMANTIC,0,0,48,50,1225,21,4.07,132019,1,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-09-05
2015,CZ,ES9,61.11,58.59,47.11,42.12,LEVEL_4_FEDERATED,0,0,35,32,1038,0,239.72,20914,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-08-18
2016,HU,ES509,42.7,79.59,39.53,30.97,LEVEL_0_NONE,0,0,32,20,169,64,125.12,87634,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2024-06-02
2017,NL,DK16,64.54,75.59,42.43,59.89,LEVEL_1_BASIC,1,0,14,46,196,0,226.03,139721,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-02-07
2018,SE,BG9,73.28,68.34,48.76,49.48,LEVEL_2_STRUCTURED,0,0,52,31,1250,92,238.51,98409,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2025-01-16
2019,DK,CZ1,46.62,44.66,58.15,37.11,LEVEL_3_SEMANTIC,0,1,2,29,1432,50,178.22,111057,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-04-27
2020,IE,AT761,53.95,55.19,56.09,48.36,LEVEL_4_FEDERATED,1,1,21,41,3378,92,154.42,211479,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-01-07
2021,PL,SE710,77.36,65.54,76.78,45.88,LEVEL_0_NONE,0,1,59,33,1997,127,123.03,202913,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-10-22
2022,AT,LT63,78.19,67.19,71.37,45.56,LEVEL_1_BASIC,0,0,56,19,556,189,187.63,182250,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-02-07
2023,EE,PT2,98.03,80.85,62.84,53.35,LEVEL_2_STRUCTURED,1,0,41,41,916,172,179.82,248365,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-03-30
2024,IT,SE338,94.0,73.17,61.84,47.79,LEVEL_3_SEMANTIC,0,1,26,54,1790,324,17.77,266425,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-06-28
2025,PT,PL971,74.14,99.42,65.24,54.1,LEVEL_4_FEDERATED,1,1,68,57,3138,357,193.49,212336,0,EHDS_PILOT_REPORT,EHEALTH_V1,2026-02-07
2006,BE,FI75,25.64,13.41,24.54,3.81,LEVEL_0_NONE,0,0,52,24,1345,28,83.77,33781,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2025-02-23
2007,FI,LV9,24.37,6.87,5.46,4.02,LEVEL_1_BASIC,0,1,53,26,90,29,145.06,32963,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-02-02
2008,LV,CY963,25.18,16.74,10.57,31.66,LEVEL_2_STRUCTURED,0,0,53,49,8,21,12.83,121370,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-03-13
2009,RO,MT83,42.22,37.07,28.08,14.2,LEVEL_3_SEMANTIC,0,1,54,15,1010,59,162.57,142202,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-05-06
2010,BG,MT4,28.75,51.96,45.97,30.12,LEVEL_4_FEDERATED,0,0,18,11,543,48,32.32,56316,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-05-08
2011,FR,FI43,38.06,54.88,19.35,42.2,LEVEL_0_NONE,0,1,23,24,611,43,9.1,11785,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2026-01-21
2012,LT,BG5,41.55,53.93,25.01,40.68,LEVEL_1_BASIC,0,0,0,35,463,7,19.75,8234,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-06-05
2013,SK,IT719,63.34,36.23,49.64,36.25,LEVEL_2_STRUCTURED,1,0,27,39,352,28,198.66,109322,0,EHDS_PILOT_REPORT,EHEALTH_V2,2024-08-19
2014,HR,DK2,57.96,46.33,53.29,51.24,LEVEL_3_SEMANTIC,0,0,50,13,172,57,237.72,72577,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-11-19
2015,DE,CY3,67.22,52.53,45.78,42.74,LEVEL_4_FEDERATED,0,0,61,34,1433,77,225.73,40620,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-04-09
2016,LU,PT32,62.41,47.7,40.85,48.9,LEVEL_0_NONE,1,0,15,5,1347,8,54.97,69042,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-07-21
2017,SI,RO4,64.61,68.98,65.54,54.29,LEVEL_1_BASIC,0,0,37,5,540,42,74.35,79031,0,EHDS_PILOT_REPORT,EHEALTH_V1,2026-01-28
2018,CY,HU526,51.02,34.25,50.43,37.38,LEVEL_2_STRUCTURED,1,0,13,2,1146,79,41.02,116677,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-02-16
2019,GR,HR4,51.22,50.73,42.58,62.61,LEVEL_3_SEMANTIC,1,0,49,56,1256,44,115.07,89016,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-08-12
2020,MT,SK2,79.46,40.37,77.85,58.34,LEVEL_4_FEDERATED,0,0,73,58,2930,3,204.62,177799,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-01-08
2021,ES,CY46,50.19,62.27,57.72,57.72,LEVEL_0_NONE,1,1,89,45,1090,23,66.42,129794,0,EHDS_PILOT_REPORT,EHEALTH_V3,2024-05-12
2022,CZ,LV2,80.13,55.95,46.28,50.94,LEVEL_1_BASIC,1,1,52,59,3479,349,230.88,56203,1,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-06-08
2023,HU,RO54,65.36,89.45,64.93,69.37,LEVEL_2_STRUCTURED,0,0,6,4,1121,397,45.86,4367,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2024-11-15
2024,NL,LT1,96.02,89.94,70.13,69.19,LEVEL_3_SEMANTIC,1,0,64,53,1810,154,5.14,27642,1,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2024-12-10
2025,SE,BG561,85.06,91.34,72.17,62.43,LEVEL_4_FEDERATED,1,1,67,10,1801,129,18.71,245396,1,EHDS_PILOT_REPORT,EHEALTH_V2,2024-11-13
2006,DK,NL1,44.87,29.51,19.0,17.81,LEVEL_0_NONE,0,0,17,36,1180,97,10.63,132944,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-02-15
2007,IE,PT616,46.38,32.62,27.79,27.34,LEVEL_1_BASIC,0,0,8,37,1299,79,22.95,48920,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-06-28
2008,PL,HU149,49.81,9.22,28.7,19.41,LEVEL_2_STRUCTURED,0,0,16,14,413,95,54.01,28928,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2025-03-20
2009,AT,EE3,45.45,38.92,15.83,32.82,LEVEL_3_SEMANTIC,0,0,18,46,366,86,51.95,9308,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-04-03
2010,EE,LV739,36.79,29.19,34.81,24.65,LEVEL_4_FEDERATED,0,0,52,30,736,39,89.7,39105,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-11-03
2011,IT,DK73,25.7,54.67,18.47,36.27,LEVEL_0_NONE,0,0,2,13,137,42,208.22,40897,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2024-10-02
2012,PT,IT166,31.17,55.31,46.61,30.8,LEVEL_1_BASIC,0,0,63,27,94,110,75.25,141834,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-12-30
2013,BE,SK367,64.9,26.39,22.88,25.9,LEVEL_2_STRUCTURED,0,0,25,26,329,93,72.91,95790,0,EHDS_PILOT_REPORT,EHEALTH_V3,2025-09-15
2014,FI,HR713,45.45,32.77,25.02,42.6,LEVEL_3_SEMANTIC,0,0,29,9,102,78,55.07,39458,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2024-01-30
2015,LV,FI5,64.16,58.8,40.05,39.29,LEVEL_4_FEDERATED,1,0,49,45,157,64,119.45,5066,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-01-27
2016,RO,EE26,59.52,41.4,39.48,29.2,LEVEL_0_NONE,1,0,19,38,67,33,33.33,73602,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2025-08-13
2017,BG,ES16,77.98,45.69,48.98,39.98,LEVEL_1_BASIC,0,0,57,33,223,51,2.62,69851,0,EHDS_PILOT_REPORT,EHEALTH_V2,2025-08-17
2018,FR,SE33,49.65,69.3,65.26,53.91,LEVEL_2_STRUCTURED,1,0,51,42,1512,97,144.16,137736,1,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-03-14
2019,LT,FR35,68.78,71.89,57.88,71.43,LEVEL_3_SEMANTIC,0,0,28,0,3092,6,234.86,111527,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2024-01-20
2020,SK,PT1,76.99,70.42,68.12,49.17,LEVEL_4_FEDERATED,1,1,93,53,3195,11,123.98,95606,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-04-30
2021,HR,IE6,92.27,78.63,52.88,51.69,LEVEL_0_NONE,1,1,87,36,982,305,189.81,82836,0,EHDS_PILOT_REPORT,EHEALTH_V1,2025-02-28
2022,DE,DK47,96.0,85.11,63.46,45.86,LEVEL_1_BASIC,1,0,101,31,1550,77,244.46,79882,0,DESI_EHEALTH_MODULE,EHEALTH_V3,2024-09-05
2023,LU,BG50,53.78,69.13,86.76,59.41,LEVEL_2_STRUCTURED,1,1,82,4,2155,366,21.42,170188,1,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V2,2025-06-06
2024,SI,PT487,97.49,68.97,73.62,57.59,LEVEL_3_SEMANTIC,1,1,85,44,1466,145,223.54,151400,0,HOSPITAL_EHR_SURVEY,EHEALTH_V1,2025-01-15
2025,CY,HR3,83.61,81.29,98.82,60.61,LEVEL_4_FEDERATED,1,1,15,39,520,171,140.6,86785,1,EHDS_PILOT_REPORT,EHEALTH_V3,2025-01-12
2006,GR,HU3,40.56,29.72,30.06,15.76,LEVEL_0_NONE,0,0,58,12,1169,73,106.37,19706,0,DESI_EHEALTH_MODULE,EHEALTH_V2,2026-02-21
2007,MT,PL8,40.79,35.66,24.72,11.22,LEVEL_1_BASIC,0,1,35,26,1158,95,120.71,7214,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V1,2025-03-01
2008,ES,AT6,17.76,18.06,33.73,32.74,LEVEL_2_STRUCTURED,0,0,60,21,927,45,18.24,355,0,HOSPITAL_EHR_SURVEY,EHEALTH_V3,2026-02-24
2009,CZ,ES5,51.58,37.76,10.83,23.58,LEVEL_3_SEMANTIC,0,0,5,11,25,60,68.63,114107,0,EHDS_PILOT_REPORT,EHEALTH_V2,2026-02-25
2010,HU,LT9,42.97,33.63,22.63,13.21,LEVEL_4_FEDERATED,0,0,15,36,637,0,36.18,118036,0,DESI_EHEALTH_MODULE,EHEALTH_V1,2024-04-09
2011,NL,BG3,19.41,54.16,30.95,32.89,LEVEL_0_NONE,0,0,58,11,487,56,86.55,50895,0,NATIONAL_EHEALTH_AUTHORITY,EHEALTH_V3,2025-10-19
2012,SE,GR5,33.54,26.06,22.22,23.36,LEVEL_1_BASIC,0,0,9,8,897,34,46.46,43768,0,HOSPITAL_EHR_SURVEY,EHEALTH_V2,2024-10-30
