tech_adopt_survey_year,tech_adopt_community_digital_id,tech_adopt_households_with_internet_pct,tech_adopt_households_with_computer_pct,tech_adopt_smartphone_only_households_pct,tech_adopt_digital_literacy_score,tech_adopt_affordability_barrier_rate,tech_adopt_language_barrier_rate,tech_adopt_disability_access_barrier_rate,tech_adopt_public_wifi_access_points,tech_adopt_library_device_loan_count,tech_adopt_digital_navigator_program_flag,tech_adopt_training_sessions_completed,tech_adopt_telehealth_use_rate,tech_adopt_online_learning_use_rate,tech_adopt_remote_work_enablement_rate,tech_adopt_banking_online_adoption_rate,tech_adopt_cyber_safety_incident_rate,tech_adopt_privacy_concern_score,tech_adopt_equity_gap_index
2019,LGD491941179,58.81,27.49,62.99,47.5,11.6,7.99,2.12,223,1304,0,6161,56.92,86.35,58.09,97.66,6.33,84.8,0.994
2019,LGD860824738,53.57,8.61,74.29,86.0,40.83,8.49,4.96,331,86,0,7422,47.04,89.43,23.67,52.37,3.03,60.4,0.43
2020,LGD556990510,22.62,20.91,21.54,94.6,25.92,27.81,23.73,83,4442,1,7829,17.23,44.06,38.7,78.29,15.76,68.5,0.64
2021,LGD035613255,58.25,33.8,41.1,22.8,11.11,16.66,21.93,471,1822,0,7665,52.31,13.94,59.45,32.17,3.6,25.3,0.594
2019,LGD077899480,90.03,46.6,52.13,28.2,32.38,26.21,0.84,1016,4970,0,2747,14.97,25.33,33.3,17.15,6.06,95.8,0.59
2023,LGD650078250,29.9,28.86,48.75,89.6,37.93,10.15,18.71,408,483,1,7304,17.09,51.48,37.75,61.6,21.98,15.4,0.49
2022,LGD027101266,85.48,8.4,59.98,79.5,31.9,28.55,24.46,652,749,0,3354,42.83,32.95,53.13,96.0,8.16,60.3,0.828
2020,LGD770810731,62.62,24.29,80.81,55.3,44.8,28.84,5.61,757,3147,0,4672,52.69,26.46,45.5,35.86,30.74,92.9,0.36
2024,LGD572182264,35.4,19.24,41.82,41.9,38.15,5.42,5.08,315,4783,0,6213,4.11,77.23,11.22,67.0,4.13,9.0,0.12
2025,LGD722570921,53.36,11.36,84.84,65.0,27.08,20.58,15.34,903,4506,1,6747,45.56,8.96,31.25,95.57,22.99,28.7,0.054
2025,LGD224668453,96.82,37.91,5.67,55.9,25.97,22.78,13.66,1145,3643,1,6454,65.81,73.66,16.89,53.29,34.26,34.1,0.217
2019,LGD367607867,44.14,18.19,25.71,24.7,55.59,19.28,3.72,890,1226,0,5448,18.07,36.57,26.69,45.72,23.72,0.8,0.557
2022,LGD468330177,41.4,26.19,44.78,98.7,39.95,18.46,2.33,714,3606,1,5915,47.9,27.59,58.52,72.07,12.42,40.3,0.184
2018,LGD536277222,40.37,31.94,73.41,57.9,41.59,17.68,11.85,879,4431,0,3328,38.51,86.5,61.19,97.63,29.4,9.8,0.581
2019,LGD748788930,77.82,57.22,29.94,98.8,41.18,28.11,19.42,861,1156,0,4238,35.12,44.08,36.39,58.32,20.1,20.5,0.832
2024,LGD731406168,66.27,42.02,15.36,2.2,5.46,26.87,6.96,64,636,0,7089,10.16,82.54,55.11,37.13,34.52,2.7,0.032
2025,LGD114382384,71.9,59.64,28.46,53.8,33.69,28.35,23.22,59,3264,0,2830,51.13,25.67,13.03,89.4,32.52,34.2,0.253
2020,LGD108594367,95.05,79.07,68.82,95.0,0.25,1.48,21.57,573,3745,0,4899,43.55,57.78,23.07,97.17,18.21,51.7,0.523
2020,LGD858017761,53.78,20.95,64.27,90.6,38.64,9.68,10.75,1159,2785,1,6607,26.25,39.85,12.32,19.48,6.08,34.0,0.329
2020,LGD521341601,30.62,27.64,33.44,14.9,46.9,15.62,18.31,126,4482,0,7535,1.87,57.31,20.1,23.84,1.89,90.3,0.133
2019,LGD746526475,82.44,48.55,68.06,18.8,6.53,10.05,1.15,1111,3168,0,95,48.93,22.1,27.04,62.51,11.34,1.9,0.117
2023,LGD241088261,84.14,24.2,27.41,68.2,4.74,0.34,16.69,915,2616,0,8537,29.58,40.09,50.89,46.66,8.29,54.3,0.085
2022,LGD047651319,70.56,51.74,44.23,47.2,20.04,13.92,9.86,134,2345,1,3477,64.57,29.49,38.17,40.85,7.76,0.1,0.474
2024,LGD732258083,96.04,32.88,21.37,30.0,59.79,29.51,17.99,671,3339,0,2494,70.85,1.15,14.65,94.64,30.5,34.0,0.832
2024,LGD974828057,90.33,16.7,70.74,54.4,9.94,17.99,7.33,388,1164,1,2706,70.68,56.14,41.84,37.57,21.83,64.5,0.084
2022,LGD783782806,47.41,30.34,40.75,93.5,5.74,21.36,23.82,308,287,0,1768,5.02,9.71,28.3,89.81,30.76,82.9,0.187
2018,LGD733155072,97.93,78.13,58.13,45.5,44.4,33.31,11.96,77,2449,0,2844,7.07,76.76,60.49,38.92,2.33,16.1,0.597
2025,LGD693264539,64.15,54.95,24.59,12.8,22.35,31.94,17.44,247,1087,1,6663,47.08,32.56,57.09,10.48,19.93,47.9,0.104
2022,LGD239302211,34.11,16.31,10.04,69.4,43.31,10.76,0.83,871,213,1,3056,35.23,75.94,11.78,10.48,32.63,49.1,0.045
2022,LGD062834949,46.05,11.51,50.67,3.3,49.14,4.77,14.94,137,3471,0,7046,36.05,3.76,12.62,97.03,19.0,55.4,0.133
2023,LGD012708042,16.01,14.48,48.52,37.6,22.55,6.73,10.24,383,2076,1,3666,70.83,86.98,54.79,92.18,12.11,50.6,0.801
2024,LGD918920194,96.47,60.98,50.34,58.5,33.91,18.45,10.5,121,2759,0,5473,2.34,43.53,33.17,30.31,0.28,23.6,0.337
2020,LGD120987949,69.08,65.45,60.7,78.1,54.03,4.83,12.38,1123,4795,0,2847,40.42,16.77,50.04,79.44,2.77,67.5,0.584
2025,LGD867106781,23.73,21.6,26.85,37.7,17.7,13.64,7.73,880,4023,1,4668,34.15,9.33,60.61,29.95,23.13,88.0,0.372
2024,LGD191735411,20.23,8.46,61.33,20.2,5.93,33.31,7.24,650,3519,0,8723,55.28,34.46,4.98,94.41,11.91,59.1,0.716
2021,LGD792800835,67.34,7.1,30.3,3.8,45.81,4.88,7.9,348,3313,1,4275,4.06,75.4,32.37,12.55,25.42,85.8,0.78
2024,LGD296967784,45.86,22.34,36.14,56.8,4.78,10.21,13.73,699,471,1,1304,74.58,9.54,5.0,26.09,30.59,91.3,0.795
2025,LGD153905068,51.09,8.89,10.0,11.4,7.72,20.33,19.79,937,2085,0,6209,63.61,21.33,6.64,43.42,4.68,75.4,0.19
2024,LGD701251599,43.83,25.21,13.74,56.1,51.51,0.15,14.41,551,3162,1,8697,6.12,37.51,37.89,37.94,22.71,42.2,0.872
2024,LGD676627055,94.64,74.3,7.23,84.2,12.08,21.96,13.86,357,3764,1,7039,61.28,18.02,64.45,39.76,16.5,37.4,0.588
2023,LGD715959163,89.7,30.67,37.0,32.1,44.69,13.33,0.84,855,1182,0,8246,53.17,64.1,23.19,57.95,21.56,66.7,0.405
2023,LGD592021590,30.05,26.11,20.28,67.4,36.3,25.83,23.72,692,96,1,8501,15.52,56.11,16.92,81.75,20.33,98.6,0.815
2018,LGD503710536,84.28,17.66,57.9,95.4,28.27,30.95,12.55,589,2878,1,114,9.24,74.65,62.19,67.14,19.93,83.4,0.147
2023,LGD916565084,39.47,33.21,52.25,25.0,21.4,13.18,19.95,1047,3958,1,8090,48.66,2.52,4.81,55.08,16.27,15.7,0.224
2023,LGD555943159,96.19,7.88,25.52,55.1,25.66,24.1,5.17,518,434,0,124,3.9,33.4,24.39,82.41,15.27,19.9,0.187
2020,LGD474071572,24.08,7.42,21.15,23.1,1.11,5.94,13.8,887,4935,1,8383,37.34,28.46,53.78,82.19,18.6,48.8,0.939
2022,LGD728916933,78.6,16.49,5.99,42.6,24.47,5.39,5.66,778,2649,0,8683,42.38,4.16,3.37,17.02,17.46,40.1,0.803
2024,LGD934483610,77.11,69.13,32.31,13.8,47.83,32.29,11.47,784,3118,0,799,58.01,71.66,48.78,92.71,0.67,44.8,0.771
2019,LGD214301354,63.01,55.95,77.93,24.6,57.13,1.67,20.61,173,987,0,991,30.03,18.94,53.08,64.97,30.63,45.8,0.578
2022,LGD864817803,32.76,20.54,16.48,86.6,22.64,26.45,16.72,357,867,0,1661,51.72,64.8,31.16,75.09,16.2,78.8,0.524
2024,LGD872697055,89.27,85.96,47.12,71.3,31.46,27.96,16.81,966,4211,0,3,47.84,2.74,1.64,40.36,6.0,84.9,0.442
2019,LGD977432905,95.15,81.28,10.1,70.6,12.09,12.3,21.57,1010,4211,1,1967,10.75,65.85,4.11,42.59,23.06,21.9,0.501
2021,LGD365946623,77.59,39.54,38.81,72.0,31.06,17.71,13.71,953,3336,1,6581,33.75,67.64,16.16,36.93,13.52,65.0,0.693
2019,LGD840612529,60.04,42.69,39.58,47.1,27.46,20.01,13.17,825,4223,1,7971,72.3,37.16,16.1,24.18,13.66,54.7,0.09
2024,LGD570904623,84.44,68.23,70.84,8.6,36.45,0.03,20.93,831,773,0,2298,44.52,87.48,46.2,71.16,23.73,21.2,0.984
2022,LGD367359109,90.3,49.08,8.88,49.8,59.02,28.12,19.62,668,4974,0,7320,10.75,23.73,34.28,28.54,8.22,94.8,0.844
2024,LGD423415512,90.8,58.73,51.12,61.2,31.87,16.86,15.43,1014,1450,0,3218,61.98,11.26,45.08,94.63,28.1,43.4,0.467
2023,LGD173824069,71.57,66.31,38.78,20.3,20.52,14.6,1.88,396,74,0,2305,21.86,6.94,24.32,30.13,33.89,4.5,0.745
2025,LGD418516288,80.13,66.45,70.56,26.6,13.83,19.85,17.61,965,2375,1,5958,17.46,72.9,8.46,69.93,9.1,63.3,0.168
2025,LGD882781999,84.57,71.69,5.95,22.5,14.51,28.97,5.52,165,1285,0,7358,67.84,42.11,16.49,32.44,6.05,82.1,0.636
2024,LGD643191144,52.26,30.63,22.68,22.3,49.08,15.01,12.1,290,1668,0,8712,30.76,50.79,57.02,83.15,7.03,19.2,0.718
2022,LGD833812528,69.01,31.55,9.81,56.3,54.19,29.2,2.42,1054,1333,0,7097,37.88,57.55,40.24,37.39,33.25,59.7,0.587
2025,LGD188731861,86.93,63.43,43.57,36.6,57.24,4.55,1.6,291,2365,1,3485,37.58,22.52,51.05,80.5,31.6,61.9,0.746
2025,LGD221763977,15.3,8.96,56.38,25.4,36.3,14.55,8.51,598,3054,0,5716,66.92,0.19,61.85,78.71,16.15,47.2,0.831
2021,LGD958572764,97.52,43.8,12.01,60.1,32.06,9.85,0.11,1144,660,1,2706,43.75,79.24,12.03,69.41,33.79,2.8,0.568
2021,LGD930130971,75.91,61.7,10.64,70.6,8.01,12.18,4.52,53,1061,0,8193,5.55,19.49,63.17,58.65,8.73,51.9,0.136
2023,LGD379954677,28.23,10.35,68.67,57.7,54.99,23.74,9.93,116,448,1,4588,49.85,84.02,13.16,95.33,24.86,86.8,0.095
2023,LGD041988730,24.28,6.97,28.55,56.3,35.93,30.78,1.35,712,804,0,7343,74.68,2.91,42.62,71.29,9.66,72.8,0.145
2024,LGD649227394,22.03,7.57,71.46,82.6,27.24,26.92,3.78,242,1927,0,5673,40.88,69.94,55.1,45.61,23.82,58.7,0.13
2025,LGD067969170,80.61,21.34,40.35,90.6,35.92,17.59,20.98,543,4280,1,2690,57.1,56.14,12.8,75.15,26.15,46.4,0.455
2022,LGD112251998,57.78,17.65,30.97,72.4,49.17,2.84,13.57,350,3895,0,2571,19.14,79.03,48.23,41.86,18.27,56.4,0.175
2022,LGD287200740,85.52,44.85,14.28,90.4,53.78,13.37,20.33,174,4840,0,1729,52.08,62.49,2.74,65.68,5.35,49.2,0.506
2023,LGD412804999,97.62,18.8,10.62,12.8,1.72,15.26,5.88,895,3702,0,6095,71.66,87.38,40.48,55.18,32.45,52.0,0.376
2024,LGD214055281,27.58,9.97,41.85,49.6,13.86,26.0,18.77,486,1722,0,4258,29.6,7.81,41.77,40.21,22.91,34.2,0.929
2023,LGD560363086,61.02,24.83,71.25,48.4,23.33,30.92,5.25,802,1428,1,8752,41.45,6.85,56.13,13.99,33.67,99.7,0.571
2023,LGD506694424,30.0,9.82,47.7,15.4,46.63,13.01,23.84,176,3952,0,6617,14.48,59.96,22.45,91.5,23.11,45.7,0.455
2018,LGD694946199,30.25,11.59,55.83,40.5,44.4,26.54,18.67,185,3488,0,8165,20.4,41.58,34.47,63.27,12.51,78.4,0.23
2024,LGD025871170,23.84,20.6,26.76,90.2,1.91,14.82,21.27,897,4742,0,4072,19.01,79.73,54.11,12.04,24.7,73.5,0.821
2020,LGD367116477,66.98,61.91,50.06,61.8,26.78,20.0,17.0,413,4792,0,1020,55.92,46.09,51.27,40.52,7.86,47.9,0.681
2025,LGD038999057,67.27,42.09,13.85,89.6,28.37,14.28,7.9,15,2772,0,3282,20.06,53.59,31.25,91.94,8.8,32.7,0.055
2023,LGD523294284,23.14,17.55,58.08,98.7,6.22,18.18,9.62,388,2824,0,1223,30.48,44.84,60.97,62.81,16.51,17.9,0.924
2018,LGD895332544,36.94,13.58,45.17,92.9,15.32,25.8,9.08,1013,1314,1,6448,5.02,12.56,41.67,90.0,9.88,98.8,0.348
2023,LGD074212526,42.69,17.86,22.97,38.1,52.27,27.8,4.95,833,4097,0,8640,35.43,80.4,62.39,23.5,33.98,91.4,0.28
2025,LGD975180950,56.64,18.12,58.9,80.5,35.39,9.63,10.65,784,1324,0,8906,34.92,23.59,35.25,26.77,23.36,58.9,0.182
2024,LGD859239819,37.11,10.51,34.53,60.1,36.67,7.63,21.39,1048,4423,0,2525,21.83,54.95,44.47,63.09,33.64,62.7,0.117
2020,LGD857902586,30.95,25.45,9.26,80.1,24.01,10.8,20.84,338,4531,0,8262,12.07,8.0,16.33,35.13,9.27,61.1,0.508
2024,LGD481015047,91.61,7.67,8.0,13.7,11.09,3.84,3.42,29,4753,0,4322,28.57,44.22,1.4,52.88,1.0,85.8,0.878
2024,LGD879142048,65.84,51.16,37.5,30.6,2.63,17.47,10.81,629,3321,0,1800,73.87,40.91,30.04,90.84,19.99,58.4,0.623
2019,LGD056585664,75.61,45.07,14.79,21.8,24.58,10.5,4.76,553,2932,1,4285,34.12,66.71,8.91,86.72,9.26,52.4,0.87
2021,LGD587916437,63.16,41.53,81.65,5.6,25.93,18.39,8.3,709,2126,0,7146,65.24,63.51,18.18,92.25,0.11,85.1,0.603
2020,LGD883314327,52.74,5.36,42.94,55.9,11.02,23.13,3.63,231,2522,0,2126,11.87,55.91,33.84,96.12,6.56,28.1,0.557
2021,LGD860875794,62.5,15.23,82.36,31.4,35.25,17.98,15.67,917,4191,0,8553,67.65,50.41,57.7,71.09,4.81,11.9,0.556
2024,LGD381459869,73.49,26.3,22.69,34.8,45.33,1.94,21.12,745,3912,0,7134,15.45,58.16,61.48,66.46,32.12,16.5,0.525
2019,LGD517567057,74.87,55.41,57.02,33.5,12.22,1.26,15.89,776,3313,0,5597,59.97,30.57,36.02,32.78,28.31,20.1,0.767
2019,LGD304827131,51.19,40.15,12.67,15.0,51.71,24.88,14.55,1191,2163,0,950,70.91,72.65,58.54,83.19,20.64,16.7,0.152
2022,LGD675834631,45.0,25.21,84.61,90.0,47.15,16.44,19.97,245,1901,1,3951,50.61,86.1,9.88,82.0,16.53,94.6,0.566
2019,LGD727645523,75.32,22.37,79.0,33.0,1.03,13.86,21.96,870,2595,0,7911,44.14,21.77,42.69,50.61,32.76,33.5,0.628
2019,LGD798866834,49.16,32.87,40.25,21.2,44.28,26.6,18.37,1081,2349,0,6428,24.44,14.03,50.19,27.19,6.0,36.5,0.77
2021,LGD916521041,84.23,42.32,83.93,62.2,3.46,14.99,16.27,87,4331,1,8808,10.42,74.46,43.87,63.83,15.57,90.4,0.353
2025,LGD373668442,67.3,15.21,16.59,19.0,0.02,10.13,13.52,695,737,0,1461,6.04,2.61,33.54,55.67,22.6,12.9,0.862
2024,LGD221918061,29.55,12.47,75.68,78.5,59.57,33.96,12.49,367,3496,0,1328,26.28,62.2,56.13,39.27,17.08,65.5,0.58
2020,LGD902881062,90.68,69.97,17.64,58.6,3.96,20.73,12.23,1116,1559,1,2539,17.88,50.78,53.96,79.82,23.97,65.0,0.865
2020,LGD460869819,42.64,17.2,65.31,49.1,47.47,31.02,9.1,101,2149,0,7559,29.78,25.81,61.14,67.76,14.27,20.5,0.004
2019,LGD240500326,29.1,6.1,35.66,72.4,47.25,8.13,23.7,66,3438,0,2049,26.84,66.56,1.18,75.75,13.03,20.3,0.194
2021,LGD331402234,89.48,66.7,2.58,89.9,34.68,5.57,2.08,91,4198,0,7894,42.45,47.72,64.0,70.09,31.82,55.9,0.263
2019,LGD653453479,94.86,54.16,62.39,99.1,40.04,11.37,6.05,71,2801,0,3570,14.01,77.85,7.16,41.31,26.51,80.0,0.195
2024,LGD026123894,22.04,21.04,49.27,95.0,19.08,17.57,5.9,159,2696,1,3934,37.67,37.01,6.79,68.93,13.12,55.0,0.187
2023,LGD286354487,86.14,30.03,20.03,96.3,9.43,33.56,20.16,44,1839,1,4739,71.65,40.73,33.31,72.63,17.5,65.6,0.739
2020,LGD134925228,56.06,28.26,44.78,15.1,18.87,16.15,12.99,633,1859,0,2886,2.58,42.98,54.71,69.22,3.94,87.5,0.186
2018,LGD755774887,20.0,14.84,21.41,30.3,47.61,32.8,23.29,253,3711,0,45,13.61,36.36,31.9,65.64,29.01,42.4,0.222
2024,LGD675708735,59.07,12.13,78.1,62.1,51.48,0.01,12.73,298,1998,1,4390,18.6,19.86,61.8,60.4,2.73,7.2,0.073
2018,LGD110018516,85.05,27.87,53.93,43.8,56.59,12.41,20.66,672,2016,0,6480,25.2,79.71,20.98,78.6,27.24,83.7,0.684
2018,LGD588385250,33.45,21.88,84.98,3.5,39.59,32.34,17.57,97,4787,0,5340,13.2,89.78,45.23,46.48,21.15,70.3,0.541
2018,LGD181420528,33.1,14.11,3.59,25.8,6.66,29.4,24.25,597,4457,0,6502,66.17,17.81,35.69,62.05,34.2,61.7,0.241
2025,LGD291741453,74.28,9.72,50.77,4.1,3.43,8.21,7.66,701,4490,0,7682,32.92,33.9,22.29,77.38,14.55,13.2,0.917
2025,LGD595858393,74.34,64.81,38.85,28.1,9.24,33.07,15.23,846,4973,0,8817,0.44,85.58,31.36,68.36,16.04,52.1,0.092
2023,LGD561952393,22.75,10.88,27.69,26.2,43.88,14.23,23.37,1005,1877,0,3365,47.4,8.57,5.97,92.73,29.99,80.5,0.092
2018,LGD178295631,49.5,20.13,13.45,92.3,14.85,9.41,6.32,1099,4608,1,1460,33.76,70.34,11.46,50.24,30.06,48.2,0.856
2020,LGD462041274,24.93,23.89,60.0,70.2,49.62,27.98,22.47,1044,3689,1,4174,39.65,53.79,39.47,56.37,17.43,99.7,0.151
2024,LGD184549754,56.19,22.6,80.87,83.7,43.69,3.0,7.36,1021,3246,1,7252,49.19,51.57,16.37,49.43,21.37,40.6,0.117
2019,LGD706499275,19.17,15.81,72.41,77.7,29.26,25.57,7.37,303,1538,0,1638,15.07,59.62,47.32,37.59,33.05,48.4,0.41
2025,LGD839306332,94.6,10.42,5.01,19.7,58.76,34.36,7.67,333,586,1,6,44.15,3.37,63.54,17.93,16.56,81.3,0.306
2024,LGD663551055,61.61,41.9,59.45,96.8,43.87,23.87,8.35,286,2076,0,4462,32.96,80.92,12.06,69.5,28.69,44.9,0.128
2021,LGD572489575,85.37,6.36,52.06,18.1,57.95,33.02,21.27,18,4599,0,5970,38.08,65.45,56.36,42.0,16.51,28.2,0.105
2023,LGD359374379,23.21,21.03,28.08,22.2,24.72,8.32,18.88,647,1978,0,4217,26.38,55.21,5.37,87.28,27.77,25.0,0.38
2023,LGD596811237,92.92,55.71,13.79,68.6,46.02,22.02,12.39,126,4320,0,5968,63.04,24.84,28.06,38.39,13.13,62.3,0.916
2019,LGD623250147,41.93,18.82,13.8,11.7,4.15,34.63,6.8,996,3181,0,4090,52.73,51.27,18.99,90.56,15.67,89.2,0.177
2021,LGD191478909,44.99,37.53,78.05,86.5,43.08,13.38,13.74,306,2330,1,3437,55.4,56.74,53.78,73.9,33.77,6.6,0.489
2023,LGD294599442,34.15,25.49,28.01,48.9,22.5,0.62,0.58,928,1838,0,6486,12.68,25.54,19.97,65.03,21.63,71.8,0.731
2020,LGD345347720,81.84,19.02,3.05,47.7,44.1,5.36,5.03,1121,1078,0,8665,7.88,37.44,25.2,53.0,16.43,29.9,0.526
2024,LGD358466567,79.37,19.58,7.37,15.6,16.0,12.87,22.44,853,281,0,2222,20.49,8.56,8.27,37.12,19.81,2.2,0.366
2024,LGD704902596,24.57,9.28,58.66,93.6,29.05,30.84,22.5,402,1318,0,6983,61.69,58.38,42.79,71.95,3.03,42.7,0.764
2025,LGD601057867,25.14,23.69,62.88,85.3,59.8,6.35,12.81,463,4401,0,3036,64.44,12.84,10.86,16.25,16.87,5.8,0.349
2018,LGD437045821,46.33,10.28,73.83,43.9,27.12,12.86,23.32,293,3446,0,6304,31.09,53.74,7.14,55.43,24.39,69.1,0.544
2022,LGD431128407,62.77,12.46,67.43,34.8,12.06,13.73,11.0,926,1793,0,5291,67.73,23.11,48.4,41.24,14.81,67.2,0.882
2022,LGD164985334,70.69,70.69,5.36,6.4,33.39,19.09,8.94,601,4228,0,3665,27.71,39.4,27.58,16.51,14.58,87.9,0.317
2025,LGD216315916,25.28,14.03,22.45,25.2,13.63,21.7,19.38,71,1423,1,6564,38.26,49.81,27.81,20.51,8.76,62.4,0.46
2019,LGD672541677,80.46,27.52,22.07,25.7,52.53,1.28,19.5,1178,707,1,8723,3.56,80.03,61.94,66.5,2.78,98.3,0.957
2025,LGD661287041,25.76,22.94,81.25,87.9,15.17,18.72,2.83,109,874,1,2068,4.75,58.54,7.4,29.4,7.11,95.6,0.45
2019,LGD216929319,57.58,21.84,58.54,95.5,39.84,31.16,22.34,1104,3665,0,7139,18.24,80.59,33.91,48.48,30.06,17.2,0.969
2022,LGD692084397,87.46,54.28,68.21,42.4,28.96,12.67,10.32,283,976,0,2321,74.26,43.66,48.56,58.49,2.21,44.1,0.693
2018,LGD143487946,18.01,15.12,23.8,90.8,15.56,12.63,7.9,70,656,0,2297,15.39,24.76,29.01,63.39,7.85,53.4,0.97
2025,LGD314945949,88.14,61.59,49.46,52.0,58.73,26.12,14.37,257,4233,0,837,40.07,28.97,53.9,94.24,22.63,79.3,0.035
2023,LGD208660081,86.98,25.71,73.37,65.8,51.44,15.26,23.36,860,167,0,6634,18.95,85.67,17.15,24.11,18.44,84.5,0.71
2024,LGD202187365,53.27,23.7,38.56,35.2,14.45,3.85,16.83,189,1183,0,8362,27.12,30.22,37.55,97.43,18.38,61.6,0.217
2024,LGD981232238,70.87,31.49,84.41,18.5,56.68,34.89,17.75,114,4192,0,1174,74.02,44.59,45.47,45.27,16.99,90.8,0.149
2025,LGD743702939,93.53,59.33,53.03,13.3,30.1,1.83,22.9,1160,3546,1,8621,3.09,67.55,37.23,73.67,14.15,19.8,0.077
2024,LGD396928002,18.48,10.38,59.34,33.5,45.66,16.6,0.18,369,2452,0,2010,72.3,50.26,10.18,34.57,6.02,17.3,0.296
2019,LGD397336982,78.27,76.87,53.22,44.0,5.61,21.79,23.72,838,4986,0,506,9.46,88.28,33.95,57.76,28.17,7.0,0.883
2019,LGD976236714,71.12,14.54,58.04,98.8,0.47,5.53,0.42,358,4078,0,1724,45.83,10.99,53.43,36.17,7.22,47.4,0.024
2018,LGD001570762,16.1,14.91,76.97,91.3,23.43,7.59,7.02,807,4070,1,808,54.06,9.34,18.9,43.68,30.15,71.9,0.763
2023,LGD538549430,93.79,56.08,30.5,15.5,38.75,6.98,10.71,214,4977,1,6712,5.6,34.97,21.77,29.75,10.36,12.0,0.647
2024,LGD266149792,95.68,40.07,15.56,93.1,12.27,12.97,15.68,424,2725,0,2747,34.28,41.22,56.73,85.58,16.96,39.6,0.907
2018,LGD975433776,28.78,25.88,28.42,28.4,20.26,30.91,11.32,882,2433,1,4873,56.36,21.65,31.22,58.68,18.6,93.4,0.806
2024,LGD086325184,18.45,10.62,81.6,87.9,27.54,3.91,5.3,945,1278,0,8355,25.88,83.39,9.89,80.58,18.19,4.7,0.771
2024,LGD299955643,59.33,7.05,9.42,81.9,31.38,8.96,15.52,1091,4508,0,1365,48.94,45.98,60.23,46.75,11.69,0.5,0.3
2022,LGD620499607,60.24,13.68,40.13,22.5,31.95,20.25,15.3,1095,4187,0,5447,16.91,41.22,29.03,90.59,21.84,2.5,0.89
2023,LGD803825395,18.38,17.68,74.6,29.9,21.59,18.57,10.88,1062,414,0,5735,26.3,44.25,33.14,33.09,20.31,99.1,0.37
2018,LGD976910679,89.11,23.01,82.51,83.9,10.15,26.91,3.86,1085,3921,0,577,65.74,88.2,29.15,10.42,23.42,69.7,0.749
2025,LGD915523381,15.77,6.05,79.9,60.6,23.39,5.47,23.1,418,4697,1,8707,67.41,36.19,5.5,95.48,22.1,21.2,0.605
2020,LGD616302259,28.46,12.01,62.13,60.7,36.69,22.4,6.55,950,1656,0,7304,8.08,48.93,59.2,25.86,18.16,20.6,0.819
2021,LGD781610628,94.24,52.4,38.56,65.7,29.18,18.36,7.79,789,3997,0,971,63.34,0.84,24.7,97.34,7.58,84.3,0.38
2021,LGD890118180,97.01,74.25,75.54,29.5,38.85,17.87,16.15,201,2432,1,3565,26.93,72.05,63.0,79.63,30.15,48.4,0.525
2019,LGD287744354,68.5,25.28,34.02,76.8,23.18,28.05,20.76,621,2185,0,7325,17.62,7.42,49.2,60.51,30.89,97.0,0.878
2023,LGD297828828,85.36,58.95,74.51,21.3,15.21,29.21,5.43,1185,3372,0,6722,6.35,59.48,34.21,77.75,31.65,66.1,0.466
2021,LGD060440546,84.78,25.96,12.32,30.8,19.47,3.42,20.64,201,2728,0,4058,5.39,49.45,31.38,77.19,2.55,72.5,0.32
2019,LGD428585321,53.36,45.59,14.98,8.3,45.96,33.19,12.86,999,2143,0,5817,74.54,86.68,20.15,95.22,1.55,72.4,0.84
2019,LGD287671624,57.42,41.63,20.81,52.2,44.68,21.96,4.39,366,1847,0,2948,20.06,84.9,5.75,81.19,23.48,8.3,0.274
2025,LGD164037878,24.81,16.68,30.34,52.3,6.79,25.0,6.76,983,3878,1,7798,47.79,70.51,20.43,49.65,7.29,56.0,0.354
2020,LGD368609730,52.95,46.46,73.08,44.1,27.47,32.09,1.67,928,4382,0,2920,42.74,20.88,25.42,81.97,18.86,89.5,0.712
2019,LGD608552378,29.16,28.9,29.64,48.4,32.87,18.28,12.42,281,1093,1,4343,59.84,72.21,55.15,78.24,32.2,10.3,0.425
2019,LGD636255702,32.88,21.37,11.76,29.5,21.23,24.34,3.24,1044,4772,0,3454,55.51,43.56,59.66,62.07,3.4,90.1,0.76
2025,LGD176058504,27.82,22.89,79.15,71.6,45.34,29.82,20.36,148,3120,0,7778,14.85,45.71,43.08,47.76,25.0,32.7,0.066
2024,LGD149449272,78.44,9.81,27.41,41.8,28.99,13.13,12.46,1018,1588,0,8802,41.53,53.26,51.19,68.54,17.62,70.9,0.21
2022,LGD516385181,20.34,9.37,31.98,19.5,40.35,20.42,0.62,312,2736,1,1767,23.38,20.02,34.0,10.77,2.48,32.2,0.505
2023,LGD774572288,48.96,23.41,6.68,86.0,49.47,22.96,23.85,503,4211,1,8685,13.33,15.17,27.03,13.41,13.26,20.1,0.082
2020,LGD604429169,87.7,32.82,59.26,6.2,15.84,30.76,15.31,1113,4765,0,5700,3.67,22.99,55.41,51.88,14.46,15.1,0.133
2025,LGD594135558,69.94,41.2,8.37,56.4,56.5,19.05,0.08,920,878,0,6502,49.35,13.85,7.52,40.73,28.81,32.1,0.548
2018,LGD192419676,47.79,8.41,42.88,43.3,54.5,13.57,2.4,1066,1886,0,7797,72.32,50.48,62.36,77.97,16.06,72.6,0.539
