soc_vuln_index_year,soc_vuln_community_geoid,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_social_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2020,GEO00000000667,52.5,11.03,39.85,18.86,16.94,41.06,22.19,3.069,3.71,22.35,12.22,985.6,28.35,48.88,0.5076,67.67,13.26,931
2019,GEO00000000668,17.35,8.85,60.12,38.5,8.97,19.81,34.91,16.233,58.86,21.17,25.48,1404.29,14.09,50.5,0.0486,10.45,32.01,1763
2020,GEO00000000669,19.46,1.45,67.22,51.64,26.64,40.16,9.56,9.056,29.67,12.27,29.55,686.04,18.46,51.36,0.1744,1.87,79.37,1962
2022,GEO00000000670,37.3,27.75,9.92,3.71,19.64,29.76,22.43,8.951,45.35,4.91,17.89,205.28,19.22,37.26,0.2883,64.22,94.29,346
2008,GEO00000000671,6.63,30.08,59.8,18.56,18.16,33.27,13.44,9.294,6.64,1.98,39.83,115.47,10.03,2.88,0.7211,56.0,59.04,1190
2016,GEO00000000672,14.11,8.91,29.98,34.68,9.26,34.4,4.95,9.252,50.56,3.46,14.24,1301.28,21.18,44.57,0.8257,26.54,10.16,1525
2012,GEO00000000673,1.27,5.08,31.41,9.81,31.35,1.51,36.64,11.096,7.74,24.25,26.79,776.86,61.0,5.87,0.1147,8.64,90.98,1371
2013,GEO00000000674,48.78,4.15,69.64,36.91,23.38,5.3,0.09,9.428,38.74,15.52,15.97,1156.63,24.77,24.2,0.9543,91.25,94.9,1609
2021,GEO00000000675,14.05,29.99,24.45,29.07,1.52,19.78,21.22,12.527,48.83,12.16,4.05,280.52,33.81,99.11,0.536,42.09,55.87,731
2009,GEO00000000676,13.08,25.98,27.25,44.16,14.87,28.94,7.32,8.837,40.02,18.22,11.89,566.74,29.38,48.89,0.3011,27.75,94.95,1505
2017,GEO00000000677,51.36,10.21,5.24,18.97,19.71,31.47,27.01,1.933,36.01,6.96,22.44,678.52,37.72,52.86,0.0608,86.53,67.46,1427
2022,GEO00000000678,10.77,25.75,66.75,5.96,37.24,37.93,9.07,1.64,21.53,21.96,25.31,1223.83,13.78,15.66,0.6683,24.35,95.92,1624
2010,GEO00000000679,48.92,23.35,47.55,13.51,33.52,36.64,27.76,6.364,55.26,10.13,25.46,1020.21,41.17,67.63,0.0655,62.23,51.9,1016
2007,GEO00000000680,23.0,10.64,36.06,28.72,8.23,6.31,22.4,11.211,57.56,3.8,14.74,669.11,68.03,52.79,0.9779,83.4,41.09,1146
2010,GEO00000000681,17.22,4.16,52.96,32.47,19.36,0.07,26.3,16.524,1.87,11.27,33.73,281.2,90.7,98.23,0.0311,86.98,13.02,614
2024,GEO00000000682,39.03,7.17,27.15,51.37,13.19,22.59,0.19,12.688,43.95,19.37,22.89,1056.62,0.53,18.8,0.7988,30.12,71.5,1726
2019,GEO00000000683,7.51,32.72,2.15,11.14,33.61,23.29,16.76,12.834,2.23,14.73,27.63,215.33,77.05,27.42,0.1812,38.51,82.53,809
2011,GEO00000000684,44.77,30.14,56.95,50.78,34.7,22.1,18.99,8.215,51.7,25.74,12.31,1140.65,78.52,53.95,0.3213,94.5,22.75,1963
2023,GEO00000000685,13.84,9.23,4.27,18.98,29.3,32.73,0.05,8.002,3.39,29.61,25.81,31.73,5.05,65.15,0.612,78.4,21.5,642
2025,GEO00000000686,23.32,6.8,34.75,16.49,5.97,12.81,2.97,13.546,5.92,15.33,20.0,1392.88,78.91,94.66,0.9441,73.01,95.09,323
2025,GEO00000000687,51.8,3.65,6.13,22.41,24.54,27.75,1.75,12.818,9.91,15.2,8.88,479.72,71.29,36.51,0.406,30.1,22.45,857
2018,GEO00000000688,37.31,29.0,49.57,23.58,27.63,12.66,38.96,19.347,30.47,23.32,15.87,1266.27,85.31,93.84,0.7637,11.46,18.06,1147
2019,GEO00000000689,11.3,8.99,72.75,28.25,35.69,28.26,30.4,18.348,17.54,5.11,9.24,573.62,72.09,90.43,0.3423,35.4,34.21,277
2025,GEO00000000690,4.15,33.58,21.06,17.91,39.37,16.47,30.82,0.026,56.7,29.48,8.79,1395.17,16.53,41.8,0.9311,26.16,92.85,372
2011,GEO00000000691,26.05,3.14,24.46,43.74,14.42,41.9,30.48,5.065,16.2,8.17,12.24,1026.83,56.45,1.03,0.1631,69.76,26.11,26
2007,GEO00000000692,47.4,10.53,21.44,30.17,30.0,26.0,28.07,7.258,13.64,4.65,12.1,168.24,23.96,41.32,0.7857,96.1,10.43,1565
2014,GEO00000000693,5.04,7.24,27.17,42.26,8.6,7.3,16.73,19.073,15.83,20.85,23.78,537.56,20.0,79.3,0.5277,94.94,80.98,893
2011,GEO00000000694,36.58,17.98,4.28,25.06,10.15,2.6,19.84,19.245,59.88,23.9,7.13,937.18,62.33,2.04,0.3592,34.59,73.45,1245
2018,GEO00000000695,44.61,14.08,46.32,16.6,3.18,38.29,8.75,12.298,31.7,26.92,39.98,468.68,37.53,27.88,0.1206,72.96,69.82,185
2007,GEO00000000696,39.87,13.94,62.25,37.12,27.74,19.03,6.59,6.941,20.66,17.03,32.92,1210.72,78.25,57.58,0.2626,53.01,18.11,1669
2008,GEO00000000697,43.25,18.86,74.29,47.21,26.65,19.81,16.52,3.955,0.32,21.48,6.72,1069.11,3.94,17.61,0.2583,37.8,86.15,239
2017,GEO00000000698,16.06,28.54,3.56,19.27,8.34,42.07,38.84,5.73,41.44,9.25,12.36,1324.94,9.39,39.48,0.1,18.6,76.55,1217
2015,GEO00000000699,19.42,24.02,50.92,50.57,37.9,6.04,30.5,18.542,24.3,23.36,28.59,807.92,67.85,17.79,0.5338,5.06,59.1,830
2017,GEO00000000700,54.86,4.66,18.97,27.9,23.6,40.59,35.5,12.951,47.87,15.58,3.66,601.82,85.68,6.87,0.7836,8.32,76.36,45
2013,GEO00000000701,39.6,29.72,32.43,35.61,17.39,9.48,8.69,0.55,0.17,7.55,12.56,1490.36,43.54,43.46,0.8649,71.76,60.73,1063
2015,GEO00000000702,29.68,11.25,1.26,44.81,14.7,6.29,29.3,13.326,50.68,0.9,29.79,730.36,1.97,89.38,0.6048,60.58,86.43,568
2024,GEO00000000703,32.88,2.24,48.18,12.88,34.05,24.19,33.8,10.585,18.99,10.23,18.26,902.32,13.18,78.87,0.037,92.88,48.29,1756
2020,GEO00000000704,20.37,6.97,5.24,47.02,2.26,2.02,23.97,11.079,56.81,2.22,30.32,990.53,43.98,55.21,0.7006,82.14,42.32,842
2017,GEO00000000705,51.77,25.18,18.4,8.24,27.86,9.28,31.8,11.693,13.33,6.51,3.13,998.01,93.7,85.3,0.3203,93.29,21.05,1852
2024,GEO00000000706,40.2,9.48,66.22,33.65,14.12,20.84,4.27,2.124,54.35,29.17,4.56,183.74,75.4,82.66,0.0662,79.48,97.97,955
2023,GEO00000000707,30.3,30.8,3.17,1.26,15.83,39.73,30.41,14.838,52.72,21.9,34.43,919.64,10.74,72.0,0.0221,52.65,5.58,1132
2024,GEO00000000708,8.06,15.26,2.1,48.06,33.84,16.73,19.95,3.783,24.06,17.89,18.29,837.59,45.06,28.65,0.8935,55.99,23.21,1764
2025,GEO00000000709,32.67,20.11,34.86,48.57,25.25,13.2,27.96,19.952,2.53,0.2,5.89,272.89,28.08,40.02,0.7803,65.12,59.74,1584
2025,GEO00000000710,28.22,8.66,39.41,44.73,36.18,37.28,25.33,2.378,49.48,21.83,7.48,1168.57,34.21,95.53,0.6148,54.68,11.43,1715
2009,GEO00000000711,37.1,8.68,72.62,26.2,22.16,17.0,17.42,14.519,24.04,28.21,33.25,1052.13,97.24,52.79,0.4002,32.64,28.71,375
2023,GEO00000000712,4.33,20.78,62.76,5.32,32.86,4.42,21.78,16.333,22.52,10.58,27.8,511.9,23.1,99.11,0.8343,11.08,40.6,1730
2017,GEO00000000713,37.57,26.01,11.1,28.23,4.76,24.43,29.81,12.634,36.64,27.81,27.8,893.78,80.62,85.06,0.0777,62.23,23.99,911
2016,GEO00000000714,20.94,27.26,38.17,5.24,1.17,12.86,3.69,4.763,42.66,23.41,26.79,824.9,70.25,63.88,0.6761,24.83,68.32,1651
2018,GEO00000000715,14.02,1.89,50.19,12.46,38.36,21.05,14.06,19.407,43.04,6.35,10.28,1430.69,86.97,91.56,0.2058,10.3,96.19,773
2014,GEO00000000716,10.12,1.22,71.14,51.35,15.18,36.65,10.06,11.128,0.81,27.1,2.55,1202.07,1.84,81.85,0.4094,8.24,77.18,1768
2023,GEO00000000717,48.9,25.18,63.8,24.5,17.11,44.57,37.73,14.083,48.5,1.08,0.78,847.07,9.19,60.09,0.2001,3.55,80.56,1655
2015,GEO00000000718,5.48,18.39,15.05,5.81,4.52,37.18,26.24,16.239,52.26,0.28,14.07,201.34,10.61,92.73,0.9541,55.5,24.04,1520
2022,GEO00000000719,44.8,22.6,63.05,4.4,33.14,5.83,18.53,13.727,6.77,23.53,0.56,757.08,13.04,39.67,0.983,77.67,67.34,1063
2024,GEO00000000720,1.98,5.1,24.65,37.32,30.75,17.8,9.96,4.503,3.01,22.55,7.38,471.4,9.59,72.95,0.9982,25.04,9.2,224
2023,GEO00000000721,45.59,23.11,60.63,52.9,7.36,39.02,28.32,11.478,14.17,8.46,16.75,1202.57,38.08,27.92,0.9849,90.54,89.61,952
2012,GEO00000000722,28.12,9.45,9.82,31.99,36.09,11.17,37.47,19.109,28.99,1.96,30.89,156.65,71.17,71.44,0.2081,67.3,87.59,1438
2017,GEO00000000723,14.77,30.18,7.81,46.85,21.38,42.69,9.17,2.198,39.69,13.26,0.43,193.27,81.11,24.47,0.4797,94.97,84.96,1189
2020,GEO00000000724,43.27,6.43,70.89,6.27,3.71,8.2,10.82,14.193,22.2,1.91,12.89,1276.85,97.61,27.25,0.7759,66.63,49.03,1977
2022,GEO00000000725,11.39,28.08,33.16,5.46,15.02,3.93,13.25,7.009,52.58,24.72,25.79,1307.86,80.47,54.11,0.4634,23.43,83.47,1872
2009,GEO00000000726,7.15,27.54,42.47,13.13,35.39,30.62,20.51,4.778,36.65,23.89,6.28,78.0,0.25,71.5,0.5302,66.96,95.73,1986
2014,GEO00000000727,18.66,14.63,32.21,18.73,3.19,34.85,14.8,19.856,16.4,4.59,16.35,177.54,68.35,55.33,0.6263,95.28,14.13,1756
2015,GEO00000000728,8.89,32.1,19.56,39.93,13.61,29.6,28.45,5.572,8.54,23.34,1.12,694.61,90.08,22.14,0.9491,5.7,88.7,1378
2012,GEO00000000729,45.94,27.14,8.64,53.94,7.6,4.34,20.12,0.155,17.91,12.74,24.75,494.5,1.6,23.82,0.8675,40.69,39.5,1976
2016,GEO00000000730,39.96,9.06,53.3,25.42,1.12,42.92,12.84,15.648,52.34,14.0,4.26,1005.96,96.36,41.8,0.1782,57.7,85.43,1062
2015,GEO00000000731,36.39,17.57,14.92,18.95,1.48,25.17,34.93,10.047,40.39,4.36,13.81,592.57,46.07,31.12,0.511,81.72,90.8,1615
2025,GEO00000000732,46.1,12.09,68.37,51.8,31.11,36.14,12.66,14.981,38.18,6.88,3.43,384.56,15.81,45.56,0.9253,41.85,99.76,42
2012,GEO00000000733,42.7,11.87,3.23,33.44,10.26,24.78,16.63,2.858,0.47,16.36,34.82,520.25,22.99,32.2,0.0208,26.05,52.81,325
2021,GEO00000000734,7.7,27.14,46.24,24.89,24.32,26.62,21.65,4.656,32.49,25.5,8.07,1477.14,52.77,66.12,0.6413,71.97,54.86,59
2020,GEO00000000735,9.95,31.29,16.83,15.39,18.3,23.18,12.57,8.949,19.11,22.21,34.12,1014.48,34.05,48.05,0.8415,54.0,0.8,901
2023,GEO00000000736,49.54,8.38,9.77,12.33,12.97,5.24,35.66,19.314,36.82,1.01,38.93,728.13,61.83,63.25,0.1414,72.08,35.65,1466
2021,GEO00000000737,35.66,3.03,43.9,7.54,20.85,29.76,11.77,7.736,36.1,7.39,10.62,990.64,35.47,55.58,0.701,77.99,8.97,1275
2008,GEO00000000738,42.69,11.19,29.42,54.85,15.35,1.97,1.2,17.435,20.87,6.45,6.5,366.74,51.6,74.82,0.6214,40.71,73.8,1520
2024,GEO00000000739,22.75,0.62,28.95,30.69,25.95,11.81,18.37,1.329,24.38,21.33,38.57,709.05,9.43,39.02,0.5829,44.37,66.54,1450
2010,GEO00000000740,15.7,1.9,50.41,3.27,27.33,15.28,31.26,7.471,39.15,14.1,2.45,1462.01,31.72,37.08,0.4547,84.34,51.82,1161
2018,GEO00000000741,7.85,31.62,4.32,37.0,0.28,18.94,20.19,16.621,12.92,24.44,17.42,1247.26,85.94,64.18,0.8837,25.93,95.34,691
2009,GEO00000000742,0.77,33.24,29.93,5.69,20.56,29.57,23.05,19.846,10.92,10.39,4.94,642.47,94.11,94.96,0.588,0.62,49.67,1648
2025,GEO00000000743,40.04,8.28,16.3,16.9,25.66,32.04,21.5,0.933,19.97,4.66,39.17,818.4,75.39,2.86,0.9676,18.95,17.26,1796
2008,GEO00000000744,7.69,16.09,39.07,10.49,4.8,23.58,17.63,3.276,16.04,20.46,7.51,686.67,62.51,10.06,0.7574,90.65,20.77,160
2020,GEO00000000745,5.87,33.34,58.48,20.57,9.79,40.89,37.8,13.671,0.73,19.41,30.08,1431.6,19.0,19.97,0.9125,17.33,63.33,168
2024,GEO00000000746,41.42,31.73,38.61,51.38,38.11,39.47,33.79,15.625,39.21,23.78,10.88,1292.45,15.0,94.59,0.2922,83.0,14.51,749
2012,GEO00000000747,24.17,9.08,55.18,16.85,38.51,23.73,7.01,5.185,28.37,23.46,24.08,1004.05,68.91,42.35,0.8853,94.51,0.94,1909
2009,GEO00000000748,8.44,8.01,44.1,32.33,11.32,9.52,13.09,12.795,50.17,17.84,19.22,812.15,6.52,43.23,0.1092,35.79,79.43,991
2015,GEO00000000749,35.85,34.57,38.05,39.21,6.22,20.64,14.41,18.466,17.73,24.68,36.49,793.53,2.53,29.14,0.4015,49.46,16.3,1847
2009,GEO00000000750,50.81,24.7,54.25,26.96,9.21,33.45,11.79,8.12,30.76,23.38,24.46,173.83,98.79,83.2,0.8192,86.09,83.84,875
2022,GEO00000000751,40.51,5.99,17.86,14.31,20.01,3.52,23.35,2.561,14.16,26.73,17.75,898.71,59.15,92.48,0.0154,10.59,54.61,1118
2008,GEO00000000752,36.18,12.66,39.21,22.25,9.1,8.48,26.73,14.87,57.75,29.6,28.23,980.14,31.56,78.58,0.6726,49.78,21.34,146
2020,GEO00000000753,47.69,19.98,42.05,28.52,1.48,24.68,5.68,19.866,14.51,22.13,18.92,52.98,91.83,10.11,0.3411,27.91,24.06,1350
2018,GEO00000000754,48.7,6.48,45.28,21.39,35.36,21.74,5.37,0.554,35.44,5.13,23.69,1104.6,28.72,27.2,0.1358,13.69,18.83,887
2007,GEO00000000755,30.79,27.62,30.38,43.05,23.07,30.59,37.15,17.405,53.94,11.32,23.98,1142.42,36.59,11.74,0.4176,25.05,25.28,700
2021,GEO00000000756,35.66,31.52,49.66,34.71,11.75,2.05,0.47,6.357,41.05,13.25,20.82,945.42,15.58,3.24,0.3439,83.37,59.95,177
2011,GEO00000000757,15.53,13.72,38.13,12.38,21.8,8.23,24.79,19.045,21.55,6.33,10.37,194.22,88.01,1.38,0.9497,46.31,3.86,1936
2020,GEO00000000758,23.37,12.91,5.13,42.6,33.06,29.29,32.55,1.497,56.58,2.31,37.63,23.98,46.13,88.25,0.1441,64.1,0.3,611
2010,GEO00000000759,38.28,0.54,60.21,6.42,29.99,38.22,25.38,1.469,9.2,2.91,25.39,808.22,33.92,41.8,0.8361,31.57,71.46,681
2011,GEO00000000760,32.59,6.02,23.23,2.22,6.92,2.05,15.41,8.221,47.09,21.36,17.85,219.67,28.73,52.97,0.8388,32.57,3.56,1694
2018,GEO00000000761,18.8,11.77,66.92,24.82,29.29,4.52,29.22,11.476,47.03,20.77,32.87,546.75,42.63,75.66,0.1475,28.67,95.89,1433
2015,GEO00000000762,14.77,7.76,47.02,52.17,19.98,44.56,39.05,19.195,45.02,4.95,26.88,927.35,43.21,72.74,0.8608,69.96,1.86,1790
2019,GEO00000000763,20.91,2.0,53.15,28.75,17.85,20.61,27.41,8.685,29.28,2.24,4.88,246.49,14.72,37.49,0.4536,23.54,12.03,483
2025,GEO00000000764,40.23,2.51,9.03,54.76,13.28,25.3,15.03,18.138,8.16,6.74,22.73,1152.84,87.31,61.61,0.8732,36.88,88.83,724
2025,GEO00000000765,18.92,34.43,52.31,45.49,17.55,20.94,37.54,14.079,32.05,18.56,18.1,681.51,22.49,25.56,0.1066,38.99,74.91,1689
2012,GEO00000000766,17.42,29.99,12.58,53.56,8.49,12.13,33.63,13.404,11.23,17.17,22.44,1062.26,95.81,23.55,0.622,1.16,84.61,954
2010,GEO00000000767,26.4,23.61,46.03,16.72,20.96,5.82,13.94,15.842,34.66,1.25,30.27,1396.47,56.71,20.93,0.9032,52.32,68.25,1042
2009,GEO00000000768,50.71,34.47,25.59,51.9,34.05,43.99,3.79,3.137,40.02,11.49,1.53,402.49,82.86,75.24,0.997,37.39,61.58,58
2014,GEO00000000769,39.55,28.47,9.74,3.6,28.76,19.38,13.33,8.739,10.46,25.01,10.27,183.34,23.44,31.91,0.0033,69.05,54.95,121
2022,GEO00000000770,20.93,31.45,3.44,49.23,15.69,26.07,10.24,13.629,37.03,10.13,25.07,258.77,81.9,47.84,0.0534,58.47,50.52,1495
2015,GEO00000000771,0.29,29.5,0.96,30.74,35.73,13.29,38.39,14.742,38.88,6.73,25.89,304.43,69.89,90.99,0.4542,42.65,18.0,74
2014,GEO00000000772,43.26,1.56,61.06,40.12,18.4,38.49,30.59,16.997,51.08,29.49,27.44,1474.56,39.85,28.08,0.4865,71.15,0.55,694
2024,GEO00000000773,10.72,14.41,26.32,27.04,39.2,2.25,22.75,8.794,9.56,6.63,16.59,716.57,27.54,5.11,0.2113,63.95,54.07,1100
2017,GEO00000000774,0.68,17.64,6.79,36.43,30.22,42.13,27.56,8.273,27.92,17.93,7.73,745.63,88.68,95.69,0.2676,97.22,29.22,1955
2017,GEO00000000775,5.2,21.67,2.37,11.62,4.8,13.17,12.0,11.827,58.48,15.86,16.91,926.35,78.33,36.0,0.9657,41.03,12.3,681
2018,GEO00000000776,3.78,13.58,6.02,12.79,27.71,5.3,20.68,0.795,26.34,2.91,39.6,590.38,9.9,0.27,0.0846,27.62,74.33,1646
2017,GEO00000000777,1.62,23.11,56.3,39.2,3.05,17.94,30.14,19.057,35.94,29.73,21.65,514.92,13.43,11.86,0.1704,84.77,67.6,1852
2011,GEO00000000778,13.1,2.61,45.21,40.83,24.46,41.44,30.09,9.099,44.3,4.46,7.4,1131.9,77.93,21.23,0.0824,99.4,17.26,1363
2013,GEO00000000779,52.12,12.65,7.08,0.6,6.74,22.84,12.43,12.231,23.34,14.31,6.65,1394.32,19.79,1.66,0.9021,60.13,80.96,390
2020,GEO00000000780,17.43,10.61,36.14,18.55,17.6,9.94,11.84,6.139,16.9,0.08,6.88,1359.69,22.51,42.82,0.8849,88.5,67.53,1585
2025,GEO00000000781,27.34,8.43,48.32,54.1,13.52,19.9,33.15,17.615,23.7,5.38,6.57,40.94,43.59,63.27,0.377,98.76,53.89,303
2016,GEO00000000782,13.71,23.26,29.43,14.32,15.59,26.05,9.9,3.693,22.32,14.33,8.83,5.0,77.78,59.27,0.3807,91.18,94.46,1797
2016,GEO00000000783,50.12,34.38,48.81,54.96,15.28,23.19,9.06,17.318,53.45,4.32,6.59,697.86,43.45,28.48,0.1287,77.08,22.18,1859
2012,GEO00000000784,0.16,25.21,26.1,49.96,16.89,18.46,25.22,16.728,36.52,15.41,31.07,1467.96,84.46,11.46,0.6837,66.52,45.02,385
2010,GEO00000000785,46.61,34.22,55.44,30.64,18.45,13.77,9.15,16.324,56.56,22.33,36.2,395.0,37.51,69.6,0.1634,58.31,58.83,1533
2008,GEO00000000786,39.69,4.69,70.15,41.9,16.55,0.53,30.99,1.478,48.98,22.22,24.72,443.39,53.4,2.06,0.0979,30.77,7.86,1685
2021,GEO00000000787,24.69,1.01,74.33,13.15,31.69,14.66,36.34,17.734,35.27,20.12,16.44,111.44,79.4,68.28,0.1036,71.56,40.18,1705
2017,GEO00000000788,41.83,7.0,36.84,15.26,25.06,19.71,2.69,18.343,42.76,22.56,27.88,813.01,86.48,6.95,0.6198,43.12,97.62,156
2019,GEO00000000789,25.01,3.09,68.85,53.23,31.07,10.88,19.91,18.846,40.9,28.62,29.63,1384.47,4.03,75.88,0.6732,53.35,32.45,1561
2010,GEO00000000790,32.54,17.03,66.47,16.45,12.77,12.1,21.21,14.309,20.17,18.55,21.34,1013.25,21.41,52.71,0.6253,64.24,37.0,57
2010,GEO00000000791,32.91,29.93,45.39,50.68,12.74,9.61,33.82,17.393,1.57,21.73,23.98,504.06,32.1,73.91,0.7158,79.67,9.78,1399
2018,GEO00000000792,43.31,23.67,17.08,16.51,17.45,21.13,13.98,5.37,58.85,25.82,39.84,1185.79,31.11,10.15,0.2016,76.03,89.81,142
2018,GEO00000000793,35.38,30.54,51.86,41.43,3.54,3.7,16.91,8.128,44.2,15.1,38.74,1157.92,35.21,18.98,0.1617,23.24,34.31,633
2014,GEO00000000794,21.68,19.5,1.6,50.47,11.63,44.95,31.87,14.544,39.87,27.0,22.88,543.93,46.05,7.94,0.0446,34.67,37.01,157
2007,GEO00000000795,20.16,2.25,45.74,44.12,34.57,44.66,12.62,1.038,47.59,15.85,18.44,978.4,86.01,31.17,0.504,95.27,89.43,803
2022,GEO00000000796,43.64,20.99,10.19,12.26,20.45,34.95,4.9,3.544,54.95,2.09,34.93,637.69,49.97,49.95,0.1094,37.81,42.37,1138
2022,GEO00000000797,21.03,31.97,45.67,9.11,2.49,31.8,36.18,7.866,48.78,22.0,23.6,1429.64,43.48,87.03,0.3851,35.4,46.9,565
2008,GEO00000000798,28.69,3.64,31.58,10.88,18.88,35.51,11.6,2.45,33.35,5.09,6.02,1485.92,97.98,36.65,0.4976,32.21,67.17,1396
2019,GEO00000000799,6.87,8.81,15.55,31.21,8.11,21.16,33.35,19.825,9.17,14.85,36.74,482.07,54.73,28.89,0.9087,29.56,32.75,62
2017,GEO00000000800,53.07,29.55,2.96,24.36,22.32,14.85,6.46,12.952,21.89,0.14,17.76,634.86,5.91,22.65,0.6649,86.99,41.79,255
2013,GEO00000000801,49.7,21.02,40.46,5.0,32.93,36.85,31.52,12.216,19.82,28.19,1.3,82.94,8.08,44.24,0.1583,77.29,9.36,1746
2014,GEO00000000802,34.81,24.8,12.97,3.94,13.13,10.69,23.8,10.418,50.7,18.88,30.83,199.71,59.44,15.01,0.183,91.0,67.49,1258
2011,GEO00000000803,47.73,22.03,45.28,27.19,16.07,43.78,37.28,13.387,42.72,3.4,20.94,1073.09,99.57,91.28,0.355,78.73,55.46,1319
2017,GEO00000000804,8.13,31.79,2.24,28.58,31.23,33.99,16.51,10.647,56.92,24.31,3.98,762.42,23.38,83.1,0.4522,76.82,49.0,286
2021,GEO00000000805,3.66,14.98,65.39,41.0,9.77,41.83,13.81,7.45,44.34,23.18,0.98,1031.78,3.07,13.09,0.1677,7.66,22.51,1787
2008,GEO00000000806,14.48,17.02,33.78,3.21,27.75,33.78,25.32,2.252,19.87,29.7,16.81,1222.15,10.88,29.82,0.7699,94.05,90.18,1926
2017,GEO00000000807,54.62,22.39,33.03,14.13,35.2,1.69,15.68,18.67,21.87,3.1,36.44,280.04,63.22,50.58,0.9151,32.15,84.02,1863
2022,GEO00000000808,0.59,12.57,22.36,35.89,31.48,18.77,5.21,7.979,15.43,21.34,29.18,1340.19,96.42,67.41,0.5592,1.2,74.42,800
2023,GEO00000000809,34.46,33.06,39.57,44.09,33.59,34.31,9.86,10.952,20.81,19.83,8.75,1002.13,58.16,48.7,0.1223,18.52,50.54,1295
2013,GEO00000000810,21.67,22.59,42.04,32.11,37.47,25.09,20.06,0.823,2.11,10.34,5.27,476.02,38.4,44.18,0.9427,90.25,13.43,1657
2019,GEO00000000811,52.03,31.92,41.63,38.43,31.61,33.52,4.84,7.493,5.11,26.77,19.15,1264.47,81.2,86.73,0.3307,5.28,79.3,1463
2011,GEO00000000812,32.55,0.43,65.67,49.85,1.46,43.33,11.32,10.909,57.08,9.49,19.09,1411.28,20.72,22.28,0.0821,30.24,9.48,919
2010,GEO00000000813,25.1,31.55,49.08,1.22,0.15,14.12,30.61,6.804,14.39,1.5,14.86,448.24,64.88,96.31,0.9142,94.67,54.95,1567
2016,GEO00000000814,53.94,10.42,61.1,3.1,35.16,7.22,21.73,17.235,34.15,11.9,23.23,488.25,88.97,47.92,0.5665,73.76,8.87,1093
2015,GEO00000000815,27.13,22.52,28.28,31.29,25.56,43.73,33.15,15.851,14.41,2.23,22.93,156.24,47.51,14.29,0.3148,7.61,32.21,239
2025,GEO00000000816,19.57,26.5,4.14,25.88,27.01,31.19,38.18,0.333,15.91,26.8,18.22,621.17,47.54,55.71,0.2643,94.46,3.44,212
2008,GEO00000000817,10.63,21.64,59.73,35.03,19.39,27.83,34.1,15.847,24.73,28.19,10.09,895.57,16.53,95.28,0.8346,52.75,37.11,1094
2025,GEO00000000818,12.46,8.0,40.81,10.64,24.72,30.31,24.37,15.841,38.28,6.67,25.26,171.39,18.0,42.47,0.0962,8.42,58.03,1357
2020,GEO00000000819,21.83,0.29,10.47,18.67,39.61,17.42,10.01,15.612,59.6,27.83,31.32,629.33,4.45,68.75,0.2104,47.96,32.69,1527
2007,GEO00000000820,48.52,1.66,1.07,51.08,9.7,43.49,15.49,13.924,47.69,18.44,10.07,958.3,46.88,79.9,0.5442,75.44,63.72,179
2008,GEO00000000821,47.73,26.29,69.59,14.04,12.98,1.93,1.12,12.079,3.38,24.04,27.35,1396.73,2.82,17.72,0.1291,70.38,88.75,1111
2007,GEO00000000822,27.44,7.01,40.01,26.58,3.16,37.28,25.51,2.909,27.54,13.72,22.29,534.11,47.5,20.98,0.9683,93.05,63.94,998
2022,GEO00000000823,36.88,27.69,12.79,51.1,22.93,37.01,21.23,15.683,26.45,18.37,33.06,1365.14,28.22,70.81,0.084,86.58,76.21,1462
2015,GEO00000000824,16.31,22.17,14.41,14.56,21.15,3.87,0.53,13.422,36.72,24.45,37.96,92.81,58.5,3.4,0.9623,95.15,66.26,770
2016,GEO00000000825,15.15,28.53,46.48,20.14,19.81,42.65,2.99,9.671,30.25,8.81,33.27,1163.49,17.6,75.92,0.5522,87.3,50.29,846
2014,GEO00000000826,51.37,5.13,61.01,13.26,30.37,37.35,14.9,12.638,45.54,6.16,6.29,947.47,95.58,66.49,0.5118,80.81,3.14,1039
2017,GEO00000000827,37.82,12.66,54.62,31.71,21.79,15.27,12.57,1.029,16.97,0.31,11.05,625.17,42.4,2.81,0.9681,25.88,61.8,951
2023,GEO00000000828,23.68,23.33,67.82,35.96,18.11,43.67,38.58,8.998,51.14,27.56,11.15,869.54,30.86,56.3,0.8514,1.89,56.88,221
2025,GEO00000000829,11.95,4.47,69.74,40.36,1.1,42.49,28.37,8.344,13.27,18.21,39.6,452.73,84.77,39.59,0.5484,10.02,51.08,1525
2010,GEO00000000830,53.13,9.76,42.84,49.4,28.07,12.03,9.19,5.022,54.81,25.48,13.25,236.46,47.62,82.57,0.4545,54.58,24.95,707
2012,GEO00000000831,22.68,2.35,60.37,24.26,27.09,15.23,10.04,0.604,19.25,2.52,37.82,528.58,98.51,52.46,0.017,97.16,27.01,1668
