tax_income_tax_year,tax_income_agi_bracket_code,tax_income_return_count,tax_income_total_agi_usd,tax_income_taxable_income_usd,tax_income_total_tax_liability_usd,tax_income_effective_tax_rate_pct,tax_income_payroll_withholding_usd,tax_income_self_employment_tax_usd,tax_income_capital_gains_net_usd,tax_income_qualified_dividends_usd,tax_income_retirement_income_usd,tax_income_itemized_deduction_total,tax_income_standard_deduction_total,tax_income_earned_income_credit_total,tax_income_child_tax_credit_total,tax_income_audit_rate_pct,tax_income_underreporting_gap_estimate,tax_income_refund_amount_total,tax_income_processing_time_days_median
2008,AGI_75K_100K,161705,155307786072.34,92913191956.21,18232476344.64,11.74,6526747191.61,805593380.75,11391531486.03,2134544183.26,10053772224.91,14355791354.49,24370974986.75,2084436883.93,17506959916.01,1.958,162966158845.28,234052127645.84,46
2007,AGI_0_25K,1350045,7772410781590.92,4921450715946.19,582483386261.79,7.494,293444287174.94,117233580840.53,21124220513.97,204151335038.38,665819957392.89,695900297894.9,1116977343136.98,9521215233.18,31189106244.99,2.417,47338327342.67,167350588759.22,117
2018,AGI_100K_200K,341972,2000978221968.55,1548171967518.99,122631190734.54,6.129,106992290915.43,37465398927.66,139114244693.03,36738651270.07,105388371661.32,152755523734.02,420563168923.98,3019392981.06,2731849079.22,0.716,61250743724.37,273615486901.98,14
2006,AGI_0_25K,2348749,2455351541118.22,1865880870415.14,87898252060.67,3.58,42055852534.8,38232843281.92,114234982699.32,38470506647.04,142384828622.92,109959133675.77,220591403061.08,8221391917.5,12640210567.62,2.871,185241180473.02,372264630915.23,22
2019,AGI_50K_75K,3083638,2523079994406.43,2040399675115.37,444232775909.04,17.607,177851880810.25,47111547175.47,1729939628.02,875607640.48,179938048317.41,126255808000.46,551416567141.52,329537536.37,10862205215.33,3.175,77537252829.11,46635962162.68,85
2020,AGI_50K_75K,3238590,2467867390146.02,1161449097048.12,203661533427.27,8.253,176071032732.51,31781740132.0,142129492549.67,31988112379.02,130062703903.72,82315799660.23,213462660181.57,9976208886.93,24025960375.17,3.317,74304332416.8,197989345902.28,10
2018,AGI_75K_100K,309262,7893961621139.25,5030598876333.68,687180677459.81,8.705,387921156644.98,38331022014.45,135452672727.16,92572774095.5,281678517080.68,207044491451.34,865874964848.04,1488558565.68,34769671839.48,0.581,104045366126.61,106516917982.52,120
2015,AGI_25K_50K,4276776,4874871932166.56,3515465872503.73,421436509696.49,8.645,381856185292.91,30081495265.9,108850037346.61,114769718431.37,46579207603.45,514552109275.5,870769426505.29,10050165838.07,15188156260.58,0.415,154533393555.26,331633444543.19,116
2012,AGI_500K_1M,6578063,8904261244075.85,6461520008182.18,1892224378879.3,21.251,996455591350.11,38017569960.06,122015258541.6,107881845277.88,339727927360.6,1093559223861.0,344101239269.5,5678432104.63,15319389603.19,2.361,237218538961.03,324659327497.39,66
2007,AGI_0_25K,7039399,481401358424.87,408149223170.06,108081155274.17,22.451,38676974099.43,3000451426.48,36203494852.54,11132527761.49,21672960637.38,62226868382.77,22556605657.95,3956448217.77,22910215603.16,2.862,192715400840.3,152070466223.45,82
2015,AGI_25K_50K,6099615,1519663223709.11,1236947975119.75,276771298999.53,18.213,151586153699.15,27551470831.02,16476465444.83,38029015506.36,65916920679.35,161494660501.64,94784808001.59,10266103263.71,34863545656.17,2.814,219064122166.9,493011196299.4,81
2009,AGI_200K_500K,6352285,7512179278214.68,3800220176115.55,1058453012522.19,14.09,451182194650.48,142057773129.93,131664143967.19,48568680159.89,108856698994.38,142134426291.0,577236675470.2,6036378176.91,34419712183.57,0.185,238095410337.47,361906518613.28,63
2011,AGI_100K_200K,1479580,4491692657827.79,3387838521627.74,429368422731.27,9.559,252982623256.33,48750414383.13,256537671187.39,62354310874.16,318144453088.69,368770967475.93,840330546164.36,10339492708.71,24384313958.24,3.475,140867921566.49,167395539775.54,83
2013,AGI_100K_200K,7756866,3008906603138.4,2405574680496.14,434310894163.29,14.434,180902628644.27,14276667487.66,191405741507.75,68870035574.74,2878457055.89,56389704354.65,277059600295.97,6244024526.98,8765618093.37,2.67,218332038128.76,93016879408.49,30
2008,AGI_25K_50K,7152581,8080971419555.08,6306465146486.1,1554263286721.82,19.234,643965418640.53,138785076557.6,428657012708.95,80730692608.41,574320438269.36,357341168688.81,718731631322.27,8783498578.07,18543912345.52,3.009,72251778157.58,369719274586.92,82
2015,AGI_100K_200K,3586890,2724902438680.86,1376945163708.89,174931215554.05,6.42,125830293384.82,28450105679.63,106431966246.6,31576213148.47,241018963161.31,14010713764.49,82296147948.85,6725615563.72,11533273943.51,0.568,160047042809.27,131148745078.67,90
2008,AGI_100K_200K,2488151,2112203137988.12,1684900268723.34,177015580711.68,8.381,112997836122.7,31957243357.02,43955339029.66,19094340771.1,87354487659.82,69963653884.13,353385638354.81,8997048749.05,10518265010.18,3.48,132331523154.82,163437116926.46,97
2021,AGI_100K_200K,3685781,3655177675842.47,1667077915731.91,358015372413.43,9.795,313718416685.67,30450472090.46,228681960946.29,63864190878.82,278182209486.92,42829615871.13,161799790228.07,8968071443.83,29807630129.72,1.451,271803328669.58,467237521924.98,110
2021,AGI_50K_75K,1114804,4826047050316.86,2870909487311.15,369313090692.11,7.652,236729074637.58,44674835098.68,109919905263.19,108903396950.26,446079304764.33,59684366310.26,552406206851.7,5294226029.11,8462667889.42,2.782,133456083829.17,125592429037.82,64
2008,AGI_25K_50K,6479233,2956983370427.0,2139434718487.48,604508726364.56,20.443,480973037075.72,39365836202.93,140639869254.64,42488326696.89,32875809796.31,91214106608.0,568173454470.81,3469193775.24,25925005164.66,2.685,104048663735.5,385130742359.34,76
2009,AGI_100K_200K,1352912,8584309842557.35,7745332526826.03,932274507394.08,10.86,614128425316.43,65135622366.96,66840399805.47,154111362014.8,93060315005.29,1106192275401.12,508067087212.92,11915686427.42,31062304479.76,2.683,198184721762.84,165574197307.5,25
2023,AGI_200K_500K,4908540,6556992041966.87,4119394599751.67,1028051365066.3,15.679,795226565773.78,39575301189.98,299657306034.09,28221878851.04,341008914687.37,178137864484.96,1003065018501.8,11187056167.31,4038167816.14,0.583,151209780853.16,253107680328.91,97
2005,AGI_0_25K,7218364,2091501954718.16,1260537816707.43,235090004036.39,11.24,193592497784.42,17213515487.88,22001851458.37,55396578055.07,88536803524.94,221327973183.4,186649773429.65,7826856543.12,27450226758.21,0.277,36945685787.29,155838584849.67,53
2022,AGI_500K_1M,154853,1467644837260.51,1289085791237.78,223634787236.91,15.238,152804856140.96,10763453538.13,22823441767.91,12756688254.36,133154418272.72,221234923906.02,75891573541.24,9445209786.25,21477519262.66,0.543,94170554422.45,94147244457.64,114
2006,AGI_100K_200K,7634308,2570595443022.37,1992769499051.59,273665895699.21,10.646,102092411931.82,51142276073.11,71202127805.9,74034496217.55,165092408454.89,313463879512.61,359504062980.47,10356366874.97,2621131796.73,1.541,193673929133.89,54103539283.31,75
2005,AGI_25K_50K,3391426,1682564150555.34,1355740898668.19,98125053014.9,5.832,57972023942.5,32049799263.94,125217064778.24,47859038166.28,58485628186.43,135800750890.78,225550335285.79,688050674.05,24171595963.67,1.554,292448383625.36,102638013732.31,11
2010,AGI_200K_500K,3838337,8395125626219.17,5815722637966.64,1668174320112.78,19.871,1190088102063.65,146416143485.98,661525684789.75,40700087603.45,541914585800.42,563703566110.95,1623178338180.23,2686298717.56,11461235917.28,3.297,28138080925.2,237382055985.43,114
2015,AGI_100K_200K,4253885,8299172702454.9,4266631062730.68,778150207835.44,9.376,398386782848.71,159206410823.74,493728194284.85,59305167067.77,228845560118.4,476486476929.41,689672511585.22,5693672808.87,22536123947.19,3.16,70696347753.18,3734609523.35,100
2013,AGI_75K_100K,931973,1530484251962.76,1226085500740.75,264659766554.92,17.293,144896540724.33,13420885239.04,120008423369.21,11544522990.05,79719972311.04,171154481726.79,184159298309.52,1469319694.78,10938595038.74,1.472,66452225193.0,211241330838.87,71
2012,AGI_500K_1M,3915839,806525974226.08,661060002081.97,91111136002.17,11.297,82164195173.9,7019887282.6,41433570760.02,14375734286.86,68075478216.14,55272712555.58,65284443189.43,6447692695.82,26955259738.34,2.86,209453340239.65,308309303856.96,117
2006,AGI_100K_200K,3743299,607303417681.15,495584402929.82,80800300700.67,13.305,43318677484.81,7337209263.41,349249559.03,1706506618.83,42093842488.49,88809664980.64,132009716209.0,5568444043.62,30557722520.73,1.2,268006448029.65,60610048234.38,41
2015,AGI_0_25K,7791287,4907497409433.91,2397669732013.08,121136456819.89,2.468,77565103432.4,86186891706.86,120891986915.59,75545987035.17,3012929342.93,113284068453.73,463631851631.17,4357767466.57,30095392856.12,0.025,253209521518.02,268741613617.94,88
2010,AGI_0_25K,4505813,3329733240025.81,2364266192890.06,634932944778.33,19.069,586534239658.21,42391843363.93,3638465526.75,79432830396.06,40357788384.07,115475424263.46,558068168701.77,8290316567.46,13544080274.96,1.736,291774298502.32,365351860650.19,50
2018,AGI_0_25K,5795971,7956452119517.14,4736115691609.37,795207892180.94,9.995,586078597233.64,117122914295.2,419640796626.4,230007100662.88,378800195958.59,677917670840.6,480751311976.97,2005259792.5,642839318.9,0.449,79827949598.81,70457277538.06,106
2018,AGI_50K_75K,6518757,7707023148931.7,3689412696885.2,243071830509.41,3.154,124671209247.86,30632135555.35,445121470141.78,165605305547.41,63232305869.78,237584440263.91,946221870483.31,3176849646.98,28895975251.78,3.326,95907465405.41,205635647865.24,51
2025,AGI_50K_75K,1597012,3934646823151.07,3508624982607.19,939407079005.0,23.875,362558555269.47,16006989621.62,89549407994.16,55342955655.79,25048361328.53,369635628403.89,279025365794.0,8096286642.51,25794534383.22,1.775,268861303635.53,408267851015.56,11
2023,AGI_75K_100K,5612994,3101528551015.12,1569687795518.63,413182883342.13,13.322,275898905764.93,24592184693.33,55334402260.01,51430148650.16,23387268354.59,245256001925.78,273918858932.04,8439752719.89,34032709093.24,1.521,131511740130.08,54107722738.42,3
2024,AGI_0_25K,7691431,7912229181609.55,5501505306065.1,537453348045.64,6.793,459868324453.01,149979323736.95,552160945220.35,26184708261.48,25483425948.27,505077325964.29,1322071742851.64,2101605566.61,1737547433.06,1.472,90597332388.64,357732220718.89,103
2017,AGI_100K_200K,7135405,7508237441719.8,3832819304421.97,1124465337224.72,14.976,936584087629.63,54991177071.82,401511124294.4,211243057217.58,44999002193.19,563327072314.32,338558799988.0,2475693422.97,25728431606.4,3.346,271113868512.17,44561260183.3,7
2017,AGI_50K_75K,6028722,2191184378962.07,1167305698902.43,113300300788.14,5.171,101675179611.3,22056789559.52,94007233693.49,31006742280.43,89433930534.7,188634655897.93,225849580981.91,3844096106.04,23476548501.79,0.976,55298472029.63,327228936283.68,35
2019,AGI_200K_500K,6436839,356445064171.75,234250279708.46,68953182119.51,19.345,53479674524.83,5480085169.62,18622148929.4,7152455011.04,35486664380.36,25514083349.0,45400139399.73,7095040525.69,33089382681.98,1.537,129918333030.12,65594917296.73,113
2015,AGI_25K_50K,3293944,8696693102187.45,6933577655059.32,1754977615236.98,20.18,1054288810153.24,43684899694.92,330043429015.29,75896505114.55,66197289454.46,290126598571.71,457798968491.56,7249577715.63,32853432212.46,1.403,169961730525.4,408529511213.46,109
2016,AGI_500K_1M,1563909,8673054711744.56,4394413273226.78,1233944646113.32,14.227,1043419261458.68,17198958922.3,472126215524.85,136546256749.16,821493797490.05,419598262132.21,341583345903.91,11718756690.78,21506681296.94,3.09,63993602625.13,466314527824.32,66
2014,AGI_200K_500K,1857413,6403528221666.05,3822264691800.11,661693776529.3,10.333,351640916944.19,107443432316.53,395043279812.11,84520278697.55,189394978428.97,424375896236.14,635879251248.93,10383274210.47,34216220475.39,1.626,134891374547.41,159197425352.02,102
2010,AGI_50K_75K,6994334,1868293210549.74,907566774147.04,168876015845.61,9.039,86542883704.7,34042623314.62,133008086205.1,42573609458.84,101035892992.73,29046978355.62,201005258085.8,3682447726.92,25813401166.54,0.18,51590739509.38,188346713413.1,12
2022,AGI_25K_50K,1486031,3313778747499.12,2295325221087.56,397745974011.73,12.003,167305111169.38,9190042231.49,244246062106.85,20163574991.97,77860679435.45,89206396937.53,211705045322.57,6790049219.87,18038459085.82,3.17,181589355830.81,185873043938.16,99
2008,AGI_0_25K,1272307,3797821235694.63,2062320908332.53,355660316769.25,9.365,291359229159.58,68174627134.58,202451179088.18,4604477821.62,27761822083.56,261092076671.9,288678169830.51,10886763791.56,9110362256.49,0.082,225638215782.74,354648302814.28,3
2016,AGI_100K_200K,786359,3756215549235.17,2937142450037.53,758177384132.4,20.185,405799109985.23,51647867107.15,188974813926.02,18061350455.03,200828110141.8,10335597355.41,666981642683.17,1596908298.2,12803186202.42,0.254,419032913.28,4856410724.49,64
2008,AGI_50K_75K,7483155,5442345053067.11,4018364641407.59,1192903970403.21,21.919,1115027038084.38,76817261008.56,281310695922.15,117054418381.95,274203846598.26,16848908805.75,586362632470.11,4760275568.43,27741602480.58,2.144,228078190260.83,58748221689.86,113
2021,AGI_0_25K,1077575,3017080553271.36,1869283025106.75,249640071536.9,8.274,104494276886.22,37187833573.38,33946332552.74,46842927414.98,277718508224.34,62733463188.79,217826518126.32,11631705896.52,31754594005.23,2.753,112520978716.05,166590610363.28,31
2021,AGI_50K_75K,7250971,1414909699820.78,1061660188717.76,144570419858.9,10.218,58234296509.07,25312435434.3,46891251816.89,9708504614.5,137616590142.37,16042560423.39,201944636325.29,228770906.63,29607039833.78,2.234,228455471220.01,309073727877.46,44
2023,AGI_25K_50K,2619844,5129563906470.77,4324373277852.86,225862248104.67,4.403,111537606562.34,62937310572.29,369959174456.0,43779136549.6,35789309801.28,453150951917.7,832269395842.47,5443473065.91,9209393000.6,1.413,207873984974.98,408991677624.51,92
2018,AGI_25K_50K,6222235,4841045326073.54,3017032373336.77,558265564138.24,11.532,362375399672.51,51926094657.44,293652421597.24,83331813497.01,138556176701.08,252298525555.79,443962902712.26,11136434498.13,1820307304.64,2.468,248203803195.55,263339821900.85,37
2022,AGI_100K_200K,2253755,7606045085992.9,5622724525404.2,516453154170.75,6.79,214052420296.87,106528391345.84,270094906279.63,73584998580.13,560669667558.85,670619984541.7,1378889737857.12,10048004576.06,1250737943.49,2.403,220886064763.03,291246615891.15,32
2018,AGI_200K_500K,5385596,5739267899165.91,4042140511305.26,574766285089.25,10.015,342251006738.29,109305286887.23,180868865885.29,68124694682.87,348602469451.21,613197330475.1,213086948120.52,3318264670.37,19277112981.71,2.106,207926064176.61,107571151343.96,40
2014,AGI_50K_75K,612104,242984151912.01,146527646621.85,36473379760.05,15.011,21199630102.97,1693388433.19,16321727831.44,298103587.3,13557999874.89,2181617644.0,15864372200.74,10687801265.23,26185881699.88,3.221,20892761716.62,467229071804.09,92
2006,AGI_50K_75K,1320690,7192702542684.25,4786441711752.54,684357927459.83,9.515,300075879349.88,115025061375.89,280296669051.63,154939115679.12,168958211079.39,283210759116.99,371388341178.69,7922037832.59,2139964392.25,3.155,16736592905.67,67410755343.13,80
2017,AGI_25K_50K,6916636,8067399008157.49,5996395236403.26,492085999142.17,6.1,355275752506.52,7836703528.92,311209912605.97,125999810074.12,347405205252.15,192720941526.11,753719369756.12,7708075557.32,33422154488.32,1.736,162406341806.31,137081225206.7,110
2008,AGI_200K_500K,2978362,4505308891902.61,3933379603420.29,244156677622.28,5.419,131412817809.2,29046869276.77,54920901483.33,80982257214.36,53637885311.58,582653969177.87,1017481123000.73,42104714.94,22094580668.21,0.682,96509934606.35,78819483874.07,110
2013,AGI_100K_200K,7346088,6730775933954.53,3219837614486.98,736223787481.48,10.938,581432344276.6,123463234007.11,315894474252.42,65246085087.0,217735280438.54,480892203461.82,221009175010.02,1464816924.85,28188401850.17,2.303,168020186927.66,19740635492.66,85
2022,AGI_100K_200K,3921687,138243090352.65,64434663874.87,5339605078.42,3.862,4234062161.1,808875645.34,5566027102.49,37262585.66,5486565353.24,1058941833.39,15169956223.63,2143826725.9,1959254688.54,2.299,48250862111.93,456799256714.66,84
2020,AGI_25K_50K,7689240,8685352177907.74,6140084439073.54,639191320457.0,7.359,244571128202.39,157793300437.75,667682877606.42,9200668632.11,729028038924.79,945155921263.06,316156671907.79,8999163085.22,28110419723.65,1.34,252755826766.51,165962817650.04,82
2005,AGI_500K_1M,123142,2283212105622.35,1886046407880.92,306568699878.64,13.427,179248667481.11,8204145862.46,43235782734.32,59205169748.35,184068165854.11,153915960640.47,106916319369.85,11072122786.37,22179152144.19,1.036,183289761897.02,38266642312.53,46
2017,AGI_100K_200K,722082,5039896792882.08,3597481240634.22,653704489090.82,12.971,474105617547.47,37629779954.47,118722213450.92,75989892765.1,83831984655.43,599031503760.27,361512960753.1,4978612213.78,16032277324.83,1.124,161052604722.51,227126898597.47,89
2013,AGI_100K_200K,4924996,78214370739.94,36840499961.51,7825705711.5,10.005,4415672070.21,428894946.67,1170293711.39,269913126.03,1061409542.81,3658313035.88,8514198082.3,11589564536.56,18977067215.49,1.56,53852103776.42,31703900535.27,69
2019,AGI_75K_100K,2903405,1293736246878.39,1154617884356.96,260961502175.94,20.171,120133771947.28,25852198378.74,34844521443.26,25666932512.79,105082602798.54,127211479927.62,317892026676.28,1025971253.15,21043651860.63,1.875,135147737964.61,148532514613.1,111
2012,AGI_100K_200K,7183975,1794931871057.38,1372389975856.08,147326221834.59,8.208,109229013215.75,24508735064.45,127872734826.76,49613125477.92,150653577599.68,135918908184.48,168854902796.2,3143560192.62,27442527442.8,2.237,146921363962.56,229388748682.92,62
