civic_ballot_election_cycle_year,civic_ballot_measure_id,civic_ballot_measure_type_code,civic_ballot_measure_topic_code,civic_ballot_ballot_title_short,civic_ballot_signature_requirement_count,civic_ballot_signatures_verified_count,civic_ballot_qualification_status_code,civic_ballot_campaign_spend_support_inr,civic_ballot_campaign_spend_oppose_inr,civic_ballot_endorsement_count_support,civic_ballot_endorsement_count_oppose,civic_ballot_media_mentions_count,civic_ballot_polling_support_pct,civic_ballot_polling_oppose_pct,civic_ballot_vote_yes_total,civic_ballot_vote_no_total,civic_ballot_measure_passed_flag,civic_ballot_implementation_start_date,civic_ballot_legal_challenge_flag
2015,BM2015-00692,INITIATIVE,EDU,EDU_MEASURE_NFXU,151262,143688,PENDING,11162975,76857971,10,7,1252,68.22,23.8,198936,224140,0,2017-01-19,1
2023,BM2023-00693,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_1WZW,176300,125197,FAILED,8018755,70301930,6,2,666,42.41,21.22,469839,646785,0,2024-07-25,0
2025,BM2025-00694,REFERENDUM,EDU,EDU_MEASURE_AYW5,72493,50762,FAILED,10322702,11028998,8,5,958,68.47,20.92,191299,155398,1,2025-01-12,0
2015,BM2015-00695,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_2RXY,184011,171137,FAILED,39942377,56803153,7,7,369,58.29,38.89,118806,116334,1,2017-06-05,0
2024,BM2024-00696,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_IVL5,96322,92228,FAILED,1427720,74205125,6,3,1036,51.11,44.21,428257,745752,0,2025-09-07,0
2019,BM2019-00697,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_L3GF,70495,79424,QUALIFIED,73054001,52337916,4,6,919,42.7,20.33,483103,579044,0,2019-06-13,0
2019,BM2019-00698,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_XCDK,44753,52991,QUALIFIED,3446437,67798509,6,8,1151,69.55,22.85,453615,419398,1,2019-06-01,0
2014,BM2014-00699,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_HK72,238438,172704,FAILED,4138444,19241876,4,1,244,60.79,30.78,498921,472946,1,2015-06-19,0
2016,BM2016-00700,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_69I7,205828,199001,FAILED,56425233,26375783,10,5,1603,32.28,22.55,626210,527696,1,2017-01-17,0
2018,BM2018-00701,INITIATIVE,INFRA,INFRA_MEASURE_22OU,217666,208977,FAILED,48390298,78536836,8,11,565,59.44,33.51,447035,258981,1,2020-12-05,0
2022,BM2022-00702,STATE_POLICY,INFRA,INFRA_MEASURE_T061,216060,200413,PENDING,46708968,27105819,11,4,893,49.47,21.34,290287,245151,1,2024-08-01,0
2019,BM2019-00703,REFERENDUM,ENV,ENV_MEASURE_LRD2,54765,56929,QUALIFIED,22826582,63190503,9,8,912,43.72,38.9,184860,209823,0,2020-09-09,0
2021,BM2021-00704,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_X2SW,99728,81248,FAILED,27602065,21703407,9,9,68,35.83,27.97,424969,440201,0,2023-08-06,0
2026,BM2026-00705,STATE_POLICY,ENV,ENV_MEASURE_SJVB,103603,129290,QUALIFIED,54981517,62456714,11,7,1322,62.85,29.3,470286,337887,1,2026-02-22,0
2022,BM2022-00706,REFERENDUM,TAX,TAX_MEASURE_82SG,89672,64497,PENDING,14870675,75068843,5,9,1130,59.03,36.79,232817,179539,1,2024-05-21,0
2024,BM2024-00707,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_MJLU,172669,178939,PENDING,51023240,50495621,9,8,1183,64.69,26.48,141922,62055,1,2024-08-10,1
2020,BM2020-00708,STATE_POLICY,TAX,TAX_MEASURE_GNIF,101926,89343,FAILED,11381493,69783225,9,5,900,38.2,38.03,260316,135807,1,2021-06-03,0
2015,BM2015-00709,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_VDEY,94447,114800,QUALIFIED,40030014,67077889,6,4,1680,62.96,35.25,188352,317891,0,2015-03-17,0
2022,BM2022-00710,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_S258,120012,110667,FAILED,17789792,88290156,9,5,584,34.67,45.76,119168,163166,0,2024-12-03,0
2018,BM2018-00711,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_Y6VY,15939,15754,FAILED,10442059,44041448,12,5,1534,40.43,22.33,392530,192485,1,2019-11-04,0
2014,BM2014-00712,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_IFI3,120777,126267,PENDING,30570899,37296982,6,10,1428,41.04,22.77,461550,697650,0,2014-01-03,1
2025,BM2025-00713,STATE_POLICY,EDU,EDU_MEASURE_SH3Q,145091,104709,FAILED,13710559,87124198,8,6,935,51.38,36.42,95186,53421,1,2025-07-02,0
2022,BM2022-00714,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_J7T5,188473,166995,FAILED,35875857,77957415,13,2,1283,47.18,23.09,128738,98951,1,2022-01-11,0
2024,BM2024-00715,REFERENDUM,TAX,TAX_MEASURE_F4JM,242105,235645,FAILED,60626790,21510380,9,7,296,59.8,22.97,450375,331350,1,2025-01-14,1
2015,BM2015-00716,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_7A4K,210467,177038,PENDING,17247614,3249535,8,7,239,50.66,35.69,155093,379865,0,2016-04-09,0
2020,BM2020-00717,INITIATIVE,ENV,ENV_MEASURE_S5R2,42936,45245,QUALIFIED,66732731,45056846,3,6,1556,47.8,43.52,332356,347183,0,2020-11-14,0
2024,BM2024-00718,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_V842,216488,197207,FAILED,72856639,11472670,5,3,492,54.56,23.88,385166,484302,0,2025-06-16,0
2014,BM2014-00719,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_J0KK,161217,185872,QUALIFIED,69701136,4296978,9,7,823,32.15,43.42,455047,486860,0,2016-11-01,0
2018,BM2018-00720,REFERENDUM,HEALTH,HEALTH_MEASURE_GIQD,201279,179583,FAILED,64236818,81434101,6,7,659,69.74,24.2,295484,548097,0,2018-04-30,0
2025,BM2025-00721,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_R2GJ,52398,44877,FAILED,67590759,36412393,7,7,1485,65.36,22.12,492511,411625,1,2025-06-30,0
2021,BM2021-00722,REFERENDUM,INFRA,INFRA_MEASURE_GMBJ,232394,285875,QUALIFIED,27539829,15042567,8,5,1133,30.58,32.42,103746,94257,1,2022-06-11,0
2019,BM2019-00723,INITIATIVE,ENV,ENV_MEASURE_3GQ7,54812,67822,QUALIFIED,68966354,5833041,4,4,1124,32.39,34.25,427905,462764,0,2020-01-03,0
2023,BM2023-00724,STATE_POLICY,ENV,ENV_MEASURE_7SWV,235679,215259,FAILED,23273947,41862181,2,1,1568,30.89,46.72,655507,466284,1,2025-11-07,1
2024,BM2024-00725,STATE_POLICY,INFRA,INFRA_MEASURE_LKS5,51466,42740,FAILED,27859914,53844379,5,6,777,44.25,50.22,262025,219278,1,2026-07-10,0
2025,BM2025-00726,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_IA77,154066,171790,QUALIFIED,11241546,28343323,7,6,719,43.64,51.37,164673,149322,1,2026-05-30,0
2021,BM2021-00727,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_799O,199995,195944,PENDING,46119050,80599918,8,7,1163,49.3,48.34,112501,231690,0,2022-01-17,0
2026,BM2026-00728,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_LVGQ,21910,15959,FAILED,56686416,44403644,5,3,1562,31.02,41.44,240179,156169,1,2026-11-20,0
2020,BM2020-00729,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_UJ6S,102268,117411,QUALIFIED,8201131,21265535,7,7,1038,33.08,52.66,280436,268687,1,2020-09-07,0
2021,BM2021-00730,REFERENDUM,EDU,EDU_MEASURE_FK9K,220210,274650,QUALIFIED,43976234,69451414,9,13,1093,43.64,52.42,380927,184595,1,2022-09-23,0
2025,BM2025-00731,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_VP2M,8547,10677,QUALIFIED,73174799,42266661,4,6,967,65.96,21.81,259388,235553,1,2026-06-02,1
2023,BM2023-00732,REFERENDUM,EDU,EDU_MEASURE_9O2E,49781,55157,PENDING,37777614,47763140,6,6,680,48.87,23.02,150792,103357,1,2024-08-25,0
2024,BM2024-00733,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_75C7,198984,162715,FAILED,48072805,5354708,5,3,974,66.71,20.6,45586,40515,1,2025-06-05,0
2021,BM2021-00734,STATE_POLICY,EDU,EDU_MEASURE_XMJB,22149,19624,PENDING,17526545,76091072,8,3,1153,34.14,36.13,71342,121471,0,2023-06-11,0
2021,BM2021-00735,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_DBZQ,178827,127087,FAILED,38200647,51774763,7,6,1242,54.08,36.01,585911,198647,1,2022-08-30,0
2015,BM2015-00736,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_IHPY,54823,46913,FAILED,42114439,16783506,5,7,1289,51.68,47.71,324963,139218,1,2016-04-20,1
2023,BM2023-00737,STATE_POLICY,EDU,EDU_MEASURE_TWFK,110880,120006,QUALIFIED,56237141,60242674,7,4,659,59.39,20.32,392540,266586,1,2023-06-18,0
2023,BM2023-00738,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_GC3E,60626,55225,FAILED,18853394,2723139,8,6,1090,46.98,51.97,130311,61189,1,2024-07-07,0
2016,BM2016-00739,REFERENDUM,TAX,TAX_MEASURE_TATG,249536,297456,PENDING,33378394,40936967,7,6,20,33.32,59.77,151159,348642,0,2016-04-23,1
2014,BM2014-00740,STATE_POLICY,ENV,ENV_MEASURE_1BOC,16000,18904,QUALIFIED,4799269,43646994,6,8,1275,30.88,57.47,488000,456272,1,2016-03-13,0
2024,BM2024-00741,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_WSSN,135074,131879,FAILED,17448756,82212095,7,6,482,31.04,43.46,753456,370711,1,2026-08-10,0
2020,BM2020-00742,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_L4C7,215766,175298,FAILED,53073358,59217928,9,7,1511,64.88,33.08,285735,236085,1,2021-05-26,0
2019,BM2019-00743,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_4YGF,126071,121271,FAILED,8884424,46691129,11,6,1662,67.07,21.96,152138,174908,0,2021-11-07,0
2019,BM2019-00744,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_STPB,165246,162130,FAILED,42815219,58855768,7,7,823,55.16,40.91,495925,457988,1,2020-05-21,0
2022,BM2022-00745,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_JVZS,182250,167462,FAILED,29201502,34898593,9,8,1365,48.55,28.74,395486,258743,1,2024-06-18,0
2018,BM2018-00746,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_T694,45305,37007,FAILED,19913521,32139367,6,8,551,40.53,49.05,818345,230815,1,2018-03-14,1
2023,BM2023-00747,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_5LBC,107492,95384,FAILED,55490180,66735557,5,7,190,69.85,25.58,182615,170274,1,2023-01-04,0
2023,BM2023-00748,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_GWT6,247687,283922,QUALIFIED,31396145,76712939,8,5,1553,55.35,38.02,591842,540985,1,2025-12-09,0
2022,BM2022-00749,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_1G07,242576,218610,FAILED,28528543,86419919,12,9,1253,53.6,33.34,615063,376456,1,2024-07-08,0
2018,BM2018-00750,INITIATIVE,INFRA,INFRA_MEASURE_8S9E,24483,20978,FAILED,44740646,735420,8,6,1527,39.8,47.16,564695,345108,1,2019-03-14,0
2016,BM2016-00751,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_ROPT,117574,104992,PENDING,70209250,67957769,6,8,570,47.82,29.8,338408,186618,1,2018-06-06,0
2014,BM2014-00752,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_QT09,71669,81429,PENDING,24792991,30422740,6,7,353,46.72,39.24,332630,318764,1,2016-01-01,0
2016,BM2016-00753,INITIATIVE,TAX,TAX_MEASURE_A9RU,137023,126991,FAILED,72049975,58382391,5,6,1205,31.13,64.82,184599,267349,0,2017-05-01,0
2024,BM2024-00754,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_88AG,147228,138638,FAILED,38858469,52289208,7,10,516,51.65,26.17,49224,94567,0,2024-09-27,0
2017,BM2017-00755,INITIATIVE,TAX,TAX_MEASURE_JW31,68024,62312,FAILED,20802319,10749442,9,4,222,38.4,41.45,96381,71696,1,2017-04-24,0
2018,BM2018-00756,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_I6G8,98366,96969,FAILED,35582795,65988873,6,5,1261,32.93,24.09,156056,174635,0,2020-11-04,0
2015,BM2015-00757,INITIATIVE,INFRA,INFRA_MEASURE_RZBJ,145724,125293,FAILED,36931388,84593810,8,8,1192,35.23,59.43,37431,62994,0,2016-11-05,0
2022,BM2022-00758,INITIATIVE,HEALTH,HEALTH_MEASURE_TZQC,249801,291027,QUALIFIED,44150499,84965379,6,6,116,34.05,42.28,581083,527118,1,2022-05-16,0
2014,BM2014-00759,INITIATIVE,INFRA,INFRA_MEASURE_HW3G,240093,245956,QUALIFIED,59928554,21784846,5,8,1213,30.55,47.0,200854,73049,1,2014-11-17,0
2024,BM2024-00760,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_7AZ2,9139,9637,QUALIFIED,26568086,11471841,6,12,1346,35.68,54.3,313352,406100,0,2026-04-23,0
2018,BM2018-00761,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_8LM6,211738,252357,QUALIFIED,59358995,36483472,7,4,1348,59.72,31.21,301843,408204,0,2019-11-27,1
2024,BM2024-00762,INITIATIVE,ENV,ENV_MEASURE_269X,69931,84697,PENDING,43195228,35887213,8,2,265,48.42,40.09,247382,254318,0,2026-07-05,0
2020,BM2020-00763,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_DRU4,214753,150419,PENDING,922288,16153420,4,4,1425,53.04,44.35,419914,218753,1,2022-12-31,0
2022,BM2022-00764,REFERENDUM,HEALTH,HEALTH_MEASURE_2P2K,115353,134463,QUALIFIED,55764807,61892628,7,5,109,46.02,52.24,361042,343387,1,2023-03-29,0
2014,BM2014-00765,STATE_POLICY,TAX,TAX_MEASURE_S49M,11592,13393,QUALIFIED,60440385,52251830,14,8,447,32.3,63.01,219078,260153,0,2016-06-28,0
2018,BM2018-00766,REFERENDUM,HEALTH,HEALTH_MEASURE_8KY6,175065,149733,FAILED,68361446,42702522,10,3,633,55.25,32.36,565110,493473,1,2020-01-22,0
2018,BM2018-00767,STATE_POLICY,INFRA,INFRA_MEASURE_0HZW,174738,136776,FAILED,64310550,9995698,6,2,1372,48.98,24.91,60974,52525,1,2020-12-06,0
2024,BM2024-00768,REFERENDUM,GOVERNANCE,GOVERNANCE_MEASURE_FTLT,133221,123609,FAILED,21971700,69918208,4,5,985,50.57,47.24,65811,61481,1,2025-07-11,0
2021,BM2021-00769,STATE_POLICY,EDU,EDU_MEASURE_A46I,222869,196495,FAILED,39666997,79552771,3,5,320,37.76,49.55,476486,679963,0,2023-02-11,0
2024,BM2024-00770,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_UV48,87042,88316,QUALIFIED,42886836,79852602,5,6,922,67.55,22.13,475320,503820,0,2026-09-22,0
2021,BM2021-00771,STATE_POLICY,HEALTH,HEALTH_MEASURE_BOWV,113815,128587,QUALIFIED,54885837,75592685,8,3,236,36.38,22.82,437214,584297,0,2023-02-08,0
2022,BM2022-00772,INITIATIVE,EDU,EDU_MEASURE_D7B4,91793,79023,FAILED,39165849,57533746,5,4,327,37.78,21.7,108768,78790,1,2024-04-08,0
2024,BM2024-00773,INITIATIVE,ENV,ENV_MEASURE_SYI8,12996,11624,FAILED,58522230,80506623,6,6,661,44.68,48.97,474024,344060,1,2024-09-01,0
2019,BM2019-00774,STATE_POLICY,EDU,EDU_MEASURE_5NTI,66232,70914,QUALIFIED,41770135,63290287,7,3,236,57.76,33.02,157557,213720,0,2021-11-18,0
2023,BM2023-00775,STATE_POLICY,ENV,ENV_MEASURE_WL51,110363,119317,QUALIFIED,13935614,74046587,6,6,1086,52.01,32.26,86841,140334,0,2024-02-08,0
2020,BM2020-00776,REFERENDUM,EDU,EDU_MEASURE_TAE3,241323,214213,PENDING,16802728,68718169,8,4,758,55.44,28.36,72588,46363,1,2021-01-23,0
2019,BM2019-00777,INITIATIVE,INFRA,INFRA_MEASURE_K3LQ,64272,46292,FAILED,37317029,16817477,6,7,949,67.25,31.76,452442,390085,1,2021-11-26,1
2020,BM2020-00778,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_XRSQ,124179,139825,QUALIFIED,21019076,5265251,7,5,190,50.79,37.15,96294,89113,1,2021-05-27,0
2014,BM2014-00779,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_NPWQ,243766,193637,FAILED,34830329,74526287,5,10,169,55.23,32.32,568937,588997,0,2014-12-04,0
2025,BM2025-00780,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_8MMU,223993,235454,QUALIFIED,57421208,59086775,10,6,1639,45.76,35.28,459740,262143,1,2025-07-16,0
2024,BM2024-00781,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_6LXY,54008,62456,QUALIFIED,63698640,80185669,6,5,726,63.82,29.02,118171,121970,0,2024-03-16,1
2019,BM2019-00782,STATE_POLICY,TAX,TAX_MEASURE_UWPK,180620,145038,FAILED,66033785,76187469,8,8,257,56.18,37.38,181996,166660,1,2019-08-08,0
2020,BM2020-00783,MUNICIPAL_RESOLUTION,HEALTH,HEALTH_MEASURE_6UW7,203138,196606,FAILED,6132296,43473333,6,2,454,63.91,26.71,412003,285224,1,2020-11-03,1
2020,BM2020-00784,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_0XN3,57937,41535,FAILED,66297319,30486375,14,12,1422,62.52,30.46,332789,662111,0,2020-06-11,0
2021,BM2021-00785,REFERENDUM,INFRA,INFRA_MEASURE_61XS,117578,134410,QUALIFIED,9022747,27067887,6,6,1597,42.71,21.24,227313,209845,1,2021-02-27,0
2021,BM2021-00786,REFERENDUM,INFRA,INFRA_MEASURE_XDCW,201288,171142,FAILED,48449445,30127016,10,7,485,46.46,47.41,703342,472040,1,2022-07-13,0
2024,BM2024-00787,INITIATIVE,EDU,EDU_MEASURE_K6RZ,39417,36773,PENDING,1370552,87486992,7,5,1786,64.9,23.34,45603,52988,0,2024-04-06,0
2015,BM2015-00788,MUNICIPAL_RESOLUTION,TAX,TAX_MEASURE_CH2X,214057,171741,FAILED,36961898,9902470,7,7,1360,35.4,20.21,523946,633598,0,2015-03-28,0
2022,BM2022-00789,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_NWJH,88276,105016,QUALIFIED,19019871,366680,6,4,191,40.81,26.72,390719,790453,0,2022-08-12,0
2023,BM2023-00790,INITIATIVE,HEALTH,HEALTH_MEASURE_8G0Y,233512,287932,QUALIFIED,59354683,20167741,4,4,1794,62.0,37.14,357227,337668,1,2024-11-01,0
2019,BM2019-00791,INITIATIVE,TAX,TAX_MEASURE_0DG9,59264,57280,FAILED,28161858,1974640,9,5,1348,56.36,27.89,406680,260713,1,2020-07-19,0
2016,BM2016-00792,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_0GH1,203328,189299,FAILED,22135358,49418630,9,6,147,55.44,20.91,678846,472454,1,2016-08-11,0
2021,BM2021-00793,INITIATIVE,HEALTH,HEALTH_MEASURE_X2AJ,56186,70098,QUALIFIED,23870254,4634822,5,10,1076,30.82,64.83,137908,193307,0,2023-05-25,0
2024,BM2024-00794,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_DTBZ,141374,127319,FAILED,49453773,39881152,11,6,1294,57.36,30.46,232283,451944,0,2026-07-12,0
2022,BM2022-00795,INITIATIVE,HEALTH,HEALTH_MEASURE_RLUZ,241135,276461,QUALIFIED,2723516,15626884,7,5,53,47.66,39.39,411133,530582,0,2023-05-31,0
2017,BM2017-00796,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_VJE6,159111,189101,QUALIFIED,40011583,76241203,5,3,266,65.18,24.2,143225,92947,1,2018-12-24,0
2014,BM2014-00797,INITIATIVE,TAX,TAX_MEASURE_LOD6,91499,82825,PENDING,31325894,21132874,7,3,395,40.66,28.35,529821,345162,1,2015-09-27,0
2017,BM2017-00798,REFERENDUM,EDU,EDU_MEASURE_HK89,13036,14729,PENDING,56912595,84105743,6,9,286,62.36,27.05,395087,195715,1,2018-05-05,0
2022,BM2022-00799,MUNICIPAL_RESOLUTION,ENV,ENV_MEASURE_ZRHV,209851,189794,FAILED,9875398,34849586,5,5,1239,61.28,32.7,417994,385206,1,2022-08-18,0
2024,BM2024-00800,STATE_POLICY,GOVERNANCE,GOVERNANCE_MEASURE_GQTD,134916,160463,QUALIFIED,24677897,87086718,8,7,305,47.15,22.44,482609,399368,1,2024-05-31,0
2025,BM2025-00801,STATE_POLICY,TAX,TAX_MEASURE_KE1F,141438,147929,QUALIFIED,46203571,74381776,5,9,1660,40.38,48.93,374329,274231,1,2025-05-31,0
2016,BM2016-00802,INITIATIVE,ENV,ENV_MEASURE_DZHD,42305,52333,PENDING,47766733,10828991,2,6,510,44.66,44.86,582936,568859,1,2016-09-30,0
2019,BM2019-00803,INITIATIVE,EDU,EDU_MEASURE_DVKB,17655,17958,QUALIFIED,59468823,49202709,6,8,71,39.83,25.79,522010,413993,1,2019-05-28,0
2016,BM2016-00804,REFERENDUM,ENV,ENV_MEASURE_TTCN,156756,149256,FAILED,67344343,43724900,8,3,1450,30.37,63.89,430201,422899,1,2017-11-19,0
2020,BM2020-00805,STATE_POLICY,HEALTH,HEALTH_MEASURE_3FEU,152558,106935,FAILED,73042153,28642733,15,7,1403,33.62,40.78,134846,95437,1,2022-05-29,0
2025,BM2025-00806,REFERENDUM,ENV,ENV_MEASURE_FYGO,195298,150201,FAILED,9434303,2614788,6,7,1788,53.02,29.68,324612,384338,0,2026-02-01,0
2014,BM2014-00807,INITIATIVE,EDU,EDU_MEASURE_PF15,142039,146358,QUALIFIED,43315436,59822113,6,6,1699,52.77,44.7,188569,158081,1,2016-06-15,0
2019,BM2019-00808,STATE_POLICY,INFRA,INFRA_MEASURE_BK75,136006,103809,FAILED,73271043,80705586,7,4,1247,64.46,26.46,551937,498796,1,2021-07-18,0
2024,BM2024-00809,REFERENDUM,INFRA,INFRA_MEASURE_D4HT,72629,50848,FAILED,29738871,52201453,9,5,1170,62.37,30.68,267491,153757,1,2025-06-28,0
2015,BM2015-00810,REFERENDUM,ENV,ENV_MEASURE_ES1K,170294,198575,QUALIFIED,26824653,77428888,9,3,1661,39.99,50.22,534041,554941,0,2015-01-17,0
2016,BM2016-00811,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_EZ2A,122275,107826,FAILED,74757139,44517578,8,3,1673,33.53,61.58,436666,609707,0,2016-08-08,0
2021,BM2021-00812,INITIATIVE,HEALTH,HEALTH_MEASURE_8JNB,93004,95425,PENDING,4469376,44344402,6,5,653,54.77,23.17,345533,331120,1,2021-12-24,0
2018,BM2018-00813,STATE_POLICY,EDU,EDU_MEASURE_JS1M,102660,111350,PENDING,40448898,72114624,11,7,290,53.78,31.52,392069,354153,1,2020-08-13,0
2016,BM2016-00814,STATE_POLICY,INFRA,INFRA_MEASURE_MZM4,183041,170524,FAILED,44976636,31900187,9,10,1091,33.94,39.13,284907,278411,1,2018-12-16,0
2023,BM2023-00815,STATE_POLICY,TAX,TAX_MEASURE_I31H,177505,202783,QUALIFIED,32274828,24274178,8,7,1309,55.6,44.04,338148,562983,0,2025-11-29,0
2016,BM2016-00816,STATE_POLICY,EDU,EDU_MEASURE_4X8S,107296,92612,FAILED,16655192,9884468,2,5,1168,63.33,21.2,65679,71633,0,2018-06-28,0
2022,BM2022-00817,REFERENDUM,EDU,EDU_MEASURE_X401,16809,17636,QUALIFIED,58273026,1376079,7,4,483,33.35,63.89,609086,443943,1,2024-09-14,0
2014,BM2014-00818,MUNICIPAL_RESOLUTION,GOVERNANCE,GOVERNANCE_MEASURE_1988,26959,22495,FAILED,45294115,25416979,7,9,886,56.02,31.17,483102,391696,1,2015-04-10,0
2024,BM2024-00819,STATE_POLICY,TAX,TAX_MEASURE_COQA,185177,137956,FAILED,68755506,33493647,6,2,74,68.47,27.9,29030,31422,0,2026-10-30,1
2015,BM2015-00820,MUNICIPAL_RESOLUTION,INFRA,INFRA_MEASURE_658O,108480,127324,QUALIFIED,65394159,26298958,9,4,1686,44.57,26.7,319267,353933,0,2015-05-09,0
2020,BM2020-00821,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_E1HQ,177390,216403,QUALIFIED,12232163,46746849,7,10,164,63.24,25.35,606237,457812,1,2022-01-02,0
2022,BM2022-00822,REFERENDUM,INFRA,INFRA_MEASURE_DYSA,169808,158178,FAILED,2420962,64381247,9,5,386,51.61,29.71,637808,439086,1,2024-01-24,0
2019,BM2019-00823,REFERENDUM,ENV,ENV_MEASURE_R6JB,31846,27407,FAILED,70833775,84900474,10,6,1083,61.91,34.13,170091,324412,0,2019-11-09,0
2021,BM2021-00824,STATE_POLICY,TAX,TAX_MEASURE_IHHB,77450,76871,FAILED,45538913,32614765,7,2,452,60.15,22.63,228788,297195,0,2021-11-07,0
2017,BM2017-00825,STATE_POLICY,HEALTH,HEALTH_MEASURE_62K5,191237,175033,FAILED,5565381,83654028,5,3,754,61.09,21.36,405902,227641,1,2017-11-08,0
2015,BM2015-00826,INITIATIVE,ENV,ENV_MEASURE_5GQV,100424,121376,PENDING,37361429,52082948,6,8,1262,58.65,40.17,288121,352059,0,2015-08-01,0
2026,BM2026-00827,REFERENDUM,ENV,ENV_MEASURE_RF4L,72495,89616,QUALIFIED,71057439,39551551,5,7,1699,38.18,29.17,591818,310001,1,2026-09-30,0
2015,BM2015-00828,INITIATIVE,GOVERNANCE,GOVERNANCE_MEASURE_N80M,32074,24258,FAILED,39605249,18205587,13,7,1005,63.5,20.39,503986,513461,0,2016-10-25,0
2020,BM2020-00829,REFERENDUM,TAX,TAX_MEASURE_WEUP,192336,203164,QUALIFIED,23558187,37495643,5,6,714,69.8,22.59,548245,241425,1,2022-11-02,0
2018,BM2018-00830,REFERENDUM,TAX,TAX_MEASURE_7SF1,233958,265852,QUALIFIED,39786575,52439597,9,4,957,36.22,32.01,438976,604843,0,2020-07-31,0
2018,BM2018-00831,STATE_POLICY,INFRA,INFRA_MEASURE_T6TR,131908,137145,QUALIFIED,56337318,18853764,7,9,637,59.36,22.76,677682,417565,1,2019-06-26,0
2025,BM2025-00832,STATE_POLICY,ENV,ENV_MEASURE_4G8T,234323,215883,FAILED,26631146,48400980,4,4,930,34.56,54.61,503430,632283,0,2026-11-01,0
2021,BM2021-00833,REFERENDUM,HEALTH,HEALTH_MEASURE_ZOPS,98580,91213,FAILED,12749372,71861946,7,8,371,68.11,23.02,269604,139014,1,2022-02-19,0
2017,BM2017-00834,STATE_POLICY,INFRA,INFRA_MEASURE_6JPR,125926,133364,QUALIFIED,43876954,64332050,11,7,1657,48.68,32.65,91644,89741,1,2019-07-31,0
2016,BM2016-00835,MUNICIPAL_RESOLUTION,EDU,EDU_MEASURE_ORDB,244751,246948,QUALIFIED,69162928,75795839,6,7,1268,45.24,39.18,154869,195336,0,2018-04-23,0
