edu_he_reference_year,edu_he_country_iso2,edu_he_institution_id,edu_he_institution_type_code,edu_he_students_total,edu_he_international_students_share_pct,edu_he_graduation_rate_pct,edu_he_staff_fte_total,edu_he_research_expenditure_eur,edu_he_publications_count,edu_he_citations_normalised_index,edu_he_horizon_participation_count,edu_he_patents_count,edu_he_spinouts_count,edu_he_open_access_share_pct,edu_he_microcredential_offers_count,edu_he_european_universities_alliance_flag,edu_he_data_source,edu_he_revision_round,edu_he_data_extract_date
2016,LV,HEI_LV_3990,PUBLIC_UNIVERSITY,19523,2.79,52.96,1209,1241762386.9,17906,0.884,572,153,21,54.14,91,0,NATIONAL_HE_REGISTRY,SECOND,2024-11-01
2017,PL,HEI_PL_3997,PRIVATE_UNIVERSITY,14284,6.85,76.52,857,2129758305.11,4218,1.907,417,165,42,32.66,164,0,INSTITUTIONAL_REPORT,FIRST,2024-01-20
2018,ES,HEI_ES_4004,UNIVERSITY_OF_APPLIED_SCIENCES,28615,23.42,57.67,1328,1076376235.87,6093,0.932,299,126,103,60.88,75,0,EUROSTAT_EDU,FLASH,2024-12-12
2019,HR,HEI_HR_4011,RESEARCH_INSTITUTE,26597,16.3,69.97,2846,2082535149.82,12997,1.553,443,65,62,69.49,64,0,SCIMAGO_EXPORT,BENCHMARK,2024-09-16
2020,FI,HEI_FI_4018,TECHNICAL_UNIVERSITY,54676,18.47,83.34,1435,5162290980.97,6044,1.98,224,16,68,84.38,189,0,NATIONAL_HE_REGISTRY,SECOND,2024-04-21
2021,IE,HEI_IE_4025,PUBLIC_UNIVERSITY,73874,31.44,83.5,7800,3444654154.81,3598,1.564,330,97,117,20.23,5,0,INSTITUTIONAL_REPORT,FIRST,2024-08-08
2022,MT,HEI_MT_4032,PRIVATE_UNIVERSITY,47040,7.93,44.57,3226,2739236537.2,20385,2.053,298,25,53,32.82,550,0,EUROSTAT_EDU,FLASH,2025-12-01
2023,SK,HEI_SK_4039,UNIVERSITY_OF_APPLIED_SCIENCES,53868,28.36,74.65,3549,2466905253.47,18933,0.702,370,120,110,74.71,145,0,SCIMAGO_EXPORT,BENCHMARK,2025-11-01
2024,BE,HEI_BE_4046,RESEARCH_INSTITUTE,59117,25.74,66.69,9650,6400238524.94,10380,0.716,91,94,67,32.57,115,0,NATIONAL_HE_REGISTRY,SECOND,2024-01-09
2025,DK,HEI_DK_4053,TECHNICAL_UNIVERSITY,35550,41.28,80.85,2456,4262644369.13,33912,0.828,208,63,10,56.67,25,0,INSTITUTIONAL_REPORT,FIRST,2025-10-10
2006,GR,HEI_GR_4060,PUBLIC_UNIVERSITY,15542,6.82,68.65,863,1200723661.08,958,1.492,65,151,89,45.55,116,0,EUROSTAT_EDU,FLASH,2024-04-21
2007,LT,HEI_LT_4067,PRIVATE_UNIVERSITY,28550,9.33,44.87,2134,2489058709.37,12911,1.772,153,15,2,20.55,16,0,SCIMAGO_EXPORT,BENCHMARK,2024-03-05
2008,PT,HEI_PT_4074,UNIVERSITY_OF_APPLIED_SCIENCES,6418,5.1,75.64,682,1783032622.27,8851,1.757,12,97,112,35.42,138,0,NATIONAL_HE_REGISTRY,SECOND,2024-08-27
2009,SE,HEI_SE_4081,RESEARCH_INSTITUTE,3315,28.57,60.67,199,306178303.55,12703,1.232,79,82,85,62.08,188,0,INSTITUTIONAL_REPORT,FIRST,2024-05-17
2010,CY,HEI_CY_4088,TECHNICAL_UNIVERSITY,23121,2.03,51.69,756,3094225547.68,29628,1.349,182,211,15,25.87,143,0,EUROSTAT_EDU,FLASH,2024-06-16
2011,FR,HEI_FR_4095,PUBLIC_UNIVERSITY,45577,37.81,72.21,1895,1266405908.87,3819,0.779,171,107,47,23.44,185,0,SCIMAGO_EXPORT,BENCHMARK,2024-07-16
2012,IT,HEI_IT_4102,PRIVATE_UNIVERSITY,42582,28.88,73.54,2278,1055025961.92,18049,1.153,85,119,113,61.08,105,0,NATIONAL_HE_REGISTRY,SECOND,2024-08-15
2013,NL,HEI_NL_4109,UNIVERSITY_OF_APPLIED_SCIENCES,5139,24.81,73.54,197,356825962.78,14410,2.001,244,158,91,65.5,193,0,INSTITUTIONAL_REPORT,FIRST,2024-03-01
2014,SI,HEI_SI_4116,RESEARCH_INSTITUTE,19387,19.1,57.35,872,504106228.6,20077,1.545,397,101,81,25.4,123,0,EUROSTAT_EDU,FLASH,2025-10-18
2015,BG,HEI_BG_4123,TECHNICAL_UNIVERSITY,18289,4.47,72.01,1252,1395879550.68,15916,1.937,299,163,102,20.31,81,0,SCIMAGO_EXPORT,BENCHMARK,2024-09-18
2016,EE,HEI_EE_4130,PUBLIC_UNIVERSITY,19083,9.84,74.5,2097,1944036782.23,17975,0.94,115,119,33,30.32,124,0,NATIONAL_HE_REGISTRY,SECOND,2024-09-10
2017,HU,HEI_HU_4137,PRIVATE_UNIVERSITY,11823,10.39,71.95,994,1576545566.32,7591,0.888,331,33,110,16.32,158,0,INSTITUTIONAL_REPORT,FIRST,2024-09-09
2018,LU,HEI_LU_4144,UNIVERSITY_OF_APPLIED_SCIENCES,29590,30.03,57.33,2437,2618085302.48,17427,1.467,44,104,22,48.76,169,0,EUROSTAT_EDU,FLASH,2024-12-07
2019,RO,HEI_RO_4151,RESEARCH_INSTITUTE,4726,11.85,59.92,335,2911081686.71,7560,1.296,332,294,3,51.99,114,0,SCIMAGO_EXPORT,BENCHMARK,2024-03-23
2020,AT,HEI_AT_4158,TECHNICAL_UNIVERSITY,91311,11.99,77.28,5642,252615220.3,11976,0.786,537,101,75,20.84,102,0,NATIONAL_HE_REGISTRY,SECOND,2024-08-26
2021,CZ,HEI_CZ_4165,PUBLIC_UNIVERSITY,54558,13.44,62.9,3519,1824815125.19,18141,0.987,525,62,40,60.97,482,0,INSTITUTIONAL_REPORT,FIRST,2025-04-17
2022,DE,HEI_DE_4172,PRIVATE_UNIVERSITY,10925,8.82,43.28,1340,1748631448.94,10904,1.56,286,37,61,84.39,71,0,EUROSTAT_EDU,FLASH,2026-02-15
2023,LV,HEI_LV_4179,UNIVERSITY_OF_APPLIED_SCIENCES,39451,21.86,61.85,4141,951971543.38,8462,0.885,15,65,20,83.51,417,1,SCIMAGO_EXPORT,BENCHMARK,2026-01-06
2024,PL,HEI_PL_4186,RESEARCH_INSTITUTE,6021,28.33,73.16,702,6055908323.12,23567,2.027,86,158,1,81.47,201,0,NATIONAL_HE_REGISTRY,SECOND,2024-07-04
2025,ES,HEI_ES_4193,TECHNICAL_UNIVERSITY,70104,18.13,76.11,6848,994357714.82,28938,1.694,103,97,64,68.2,372,0,INSTITUTIONAL_REPORT,FIRST,2024-06-28
2006,HR,HEI_HR_4200,PUBLIC_UNIVERSITY,93262,4.82,74.3,6889,2360668782.74,1867,0.995,5,31,11,32.64,43,0,EUROSTAT_EDU,FLASH,2025-12-15
2007,FI,HEI_FI_4207,PRIVATE_UNIVERSITY,44407,6.63,49.86,2063,1014368404.21,2561,0.629,139,102,29,38.53,141,0,SCIMAGO_EXPORT,BENCHMARK,2024-06-22
2008,IE,HEI_IE_4214,UNIVERSITY_OF_APPLIED_SCIENCES,20304,34.78,45.22,2384,1370104263.25,19032,0.927,197,77,102,42.62,59,0,NATIONAL_HE_REGISTRY,SECOND,2025-10-22
2009,MT,HEI_MT_4221,RESEARCH_INSTITUTE,25281,11.84,55.58,1629,1326107188.26,20030,1.808,333,333,0,28.35,149,0,INSTITUTIONAL_REPORT,FIRST,2026-01-27
2010,SK,HEI_SK_4228,TECHNICAL_UNIVERSITY,28469,18.85,85.65,2313,4216620729.44,8417,1.675,169,54,6,64.01,70,0,EUROSTAT_EDU,FLASH,2024-07-14
2011,BE,HEI_BE_4235,PUBLIC_UNIVERSITY,96309,22.6,76.35,2546,2240369444.79,12333,1.826,68,62,40,58.61,37,0,SCIMAGO_EXPORT,BENCHMARK,2025-01-18
2012,DK,HEI_DK_4242,PRIVATE_UNIVERSITY,58385,33.73,49.08,5797,52278704.07,15024,1.686,71,71,103,16.98,190,0,NATIONAL_HE_REGISTRY,SECOND,2025-10-27
2013,GR,HEI_GR_4249,UNIVERSITY_OF_APPLIED_SCIENCES,12636,19.07,54.61,563,2204887120.52,9961,1.161,198,109,98,46.54,91,0,INSTITUTIONAL_REPORT,FIRST,2024-11-08
2014,LT,HEI_LT_4256,RESEARCH_INSTITUTE,63206,22.63,60.16,10361,2779545217.86,33436,0.871,99,30,116,33.94,24,0,EUROSTAT_EDU,FLASH,2024-05-18
2015,PT,HEI_PT_4263,TECHNICAL_UNIVERSITY,59938,5.91,50.16,2072,1850214680.44,18114,1.612,46,166,102,62.73,105,0,SCIMAGO_EXPORT,BENCHMARK,2025-01-08
2016,SE,HEI_SE_4270,PUBLIC_UNIVERSITY,36348,20.78,57.03,3479,1068444680.41,17790,1.803,25,12,45,50.09,177,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-04
2017,CY,HEI_CY_4277,PRIVATE_UNIVERSITY,6745,28.98,65.75,371,148278783.72,2126,0.655,344,36,67,33.01,102,0,INSTITUTIONAL_REPORT,FIRST,2024-04-21
2018,FR,HEI_FR_4284,UNIVERSITY_OF_APPLIED_SCIENCES,9111,36.81,54.2,954,3472431651.99,5553,1.35,216,2,13,74.71,182,0,EUROSTAT_EDU,FLASH,2024-03-27
2019,IT,HEI_IT_4291,RESEARCH_INSTITUTE,24548,25.1,48.04,2982,3120962684.37,18983,1.21,48,12,1,45.4,38,0,SCIMAGO_EXPORT,BENCHMARK,2024-08-09
2020,NL,HEI_NL_4298,TECHNICAL_UNIVERSITY,57706,35.39,48.64,5847,2859231874.7,4738,1.3,259,252,15,21.78,52,0,NATIONAL_HE_REGISTRY,SECOND,2025-12-22
2021,SI,HEI_SI_4305,PUBLIC_UNIVERSITY,34615,9.51,50.64,988,667955004.19,52,1.226,441,126,21,43.12,139,0,INSTITUTIONAL_REPORT,FIRST,2025-01-17
2022,BG,HEI_BG_4312,PRIVATE_UNIVERSITY,12393,24.36,70.02,433,610183205.37,19989,1.824,147,21,57,27.75,163,0,EUROSTAT_EDU,FLASH,2025-03-01
2023,EE,HEI_EE_4319,UNIVERSITY_OF_APPLIED_SCIENCES,36466,23.5,75.6,2639,3670036206.14,10143,1.609,394,104,103,28.9,259,0,SCIMAGO_EXPORT,BENCHMARK,2025-05-05
2024,HU,HEI_HU_4326,RESEARCH_INSTITUTE,1396,8.94,48.64,102,3038837733.51,18315,1.853,170,305,67,56.85,348,0,NATIONAL_HE_REGISTRY,SECOND,2025-07-11
2025,LU,HEI_LU_4333,TECHNICAL_UNIVERSITY,44431,12.63,49.72,5298,1729370793.3,23245,1.772,71,214,96,52.04,394,0,INSTITUTIONAL_REPORT,FIRST,2024-09-23
2006,RO,HEI_RO_4340,PUBLIC_UNIVERSITY,28974,3.69,55.18,955,1601275279.99,13316,1.838,110,165,60,27.2,35,0,EUROSTAT_EDU,FLASH,2024-04-29
2007,AT,HEI_AT_4347,PRIVATE_UNIVERSITY,21580,24.24,55.91,2024,209423577.95,12754,1.242,118,170,57,25.61,191,0,SCIMAGO_EXPORT,BENCHMARK,2024-11-09
2008,CZ,HEI_CZ_4354,UNIVERSITY_OF_APPLIED_SCIENCES,50652,6.49,68.99,3681,726831559.1,19557,1.842,241,150,12,57.08,59,0,NATIONAL_HE_REGISTRY,SECOND,2024-10-28
2009,DE,HEI_DE_4361,RESEARCH_INSTITUTE,688,5.1,70.17,33,4422597532.43,27492,0.83,329,337,64,52.51,196,0,INSTITUTIONAL_REPORT,FIRST,2025-10-08
2010,LV,HEI_LV_4368,TECHNICAL_UNIVERSITY,56653,13.16,47.5,3088,1907231470.63,31932,1.601,102,282,12,60.3,98,0,EUROSTAT_EDU,FLASH,2025-12-15
2011,PL,HEI_PL_4375,PUBLIC_UNIVERSITY,64407,2.56,50.41,7535,2971865247.1,8060,1.71,269,151,81,43.89,107,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-25
2012,ES,HEI_ES_4382,PRIVATE_UNIVERSITY,37866,24.34,71.85,2206,2721312531.26,4355,0.743,75,104,68,26.07,12,0,NATIONAL_HE_REGISTRY,SECOND,2026-02-15
2013,HR,HEI_HR_4389,UNIVERSITY_OF_APPLIED_SCIENCES,22025,24.14,53.98,1440,1837068476.47,4942,1.761,139,90,26,34.55,81,0,INSTITUTIONAL_REPORT,FIRST,2024-06-08
2014,FI,HEI_FI_4396,RESEARCH_INSTITUTE,52050,27.68,67.16,4925,1081614017.55,26343,1.955,521,170,83,32.21,175,0,EUROSTAT_EDU,FLASH,2024-01-02
2015,IE,HEI_IE_4403,TECHNICAL_UNIVERSITY,20900,32.11,74.97,1216,1932549342.08,15951,1.059,188,151,58,43.87,130,0,SCIMAGO_EXPORT,BENCHMARK,2025-05-12
2016,MT,HEI_MT_4410,PUBLIC_UNIVERSITY,15784,8.63,75.21,1346,2780565169.44,11922,1.338,107,29,50,43.01,144,0,NATIONAL_HE_REGISTRY,SECOND,2025-03-23
2017,SK,HEI_SK_4417,PRIVATE_UNIVERSITY,15795,23.81,46.47,1414,1772734142.8,12906,1.973,265,128,10,61.82,0,0,INSTITUTIONAL_REPORT,FIRST,2024-06-23
2018,BE,HEI_BE_4424,UNIVERSITY_OF_APPLIED_SCIENCES,46121,28.19,74.76,1840,2572742242.85,12564,2.026,250,129,26,38.87,186,0,EUROSTAT_EDU,FLASH,2024-12-27
2019,DK,HEI_DK_4431,RESEARCH_INSTITUTE,12019,24.27,64.05,1276,134675988.89,4772,1.744,64,54,6,58.96,169,0,SCIMAGO_EXPORT,BENCHMARK,2025-03-11
2020,GR,HEI_GR_4438,TECHNICAL_UNIVERSITY,11941,11.92,51.34,1294,2506120315.02,26144,1.635,343,89,40,83.42,188,0,NATIONAL_HE_REGISTRY,SECOND,2024-10-19
2021,LT,HEI_LT_4445,PUBLIC_UNIVERSITY,75089,14.63,85.83,8327,3745923532.35,20881,1.839,546,3,26,32.88,105,0,INSTITUTIONAL_REPORT,FIRST,2025-05-23
2022,PT,HEI_PT_4452,PRIVATE_UNIVERSITY,58733,7.32,63.18,3510,1085438599.2,4820,1.151,379,2,49,56.6,14,0,EUROSTAT_EDU,FLASH,2025-09-08
2023,SE,HEI_SE_4459,UNIVERSITY_OF_APPLIED_SCIENCES,14203,7.72,69.48,928,1712403039.51,6947,0.992,402,121,46,70.65,393,0,SCIMAGO_EXPORT,BENCHMARK,2026-01-20
2024,CY,HEI_CY_4466,RESEARCH_INSTITUTE,61710,16.02,59.43,2382,2362283212.81,3970,1.447,122,320,87,22.46,114,0,NATIONAL_HE_REGISTRY,SECOND,2026-02-22
2025,FR,HEI_FR_4473,TECHNICAL_UNIVERSITY,5731,40.09,76.76,286,1783337933.96,21177,1.968,374,115,59,21.92,456,0,INSTITUTIONAL_REPORT,FIRST,2025-10-06
2006,IT,HEI_IT_4480,PUBLIC_UNIVERSITY,18873,25.45,58.16,915,2475693621.53,18903,0.781,357,150,14,17.76,92,0,EUROSTAT_EDU,FLASH,2024-10-25
2007,NL,HEI_NL_4487,PRIVATE_UNIVERSITY,57229,24.08,57.35,1565,110464809.05,1666,1.51,168,139,4,19.17,12,0,SCIMAGO_EXPORT,BENCHMARK,2024-12-29
2008,SI,HEI_SI_4494,UNIVERSITY_OF_APPLIED_SCIENCES,55106,10.38,73.0,6061,1878428328.34,14887,1.597,223,42,17,58.17,162,0,NATIONAL_HE_REGISTRY,SECOND,2026-02-11
2009,BG,HEI_BG_4501,RESEARCH_INSTITUTE,277,12.4,60.11,22,1175108734.68,3175,1.58,159,128,35,47.34,115,0,INSTITUTIONAL_REPORT,FIRST,2025-12-18
2010,EE,HEI_EE_4508,TECHNICAL_UNIVERSITY,22065,27.93,57.17,1634,2964198175.74,14465,1.339,86,85,16,47.99,95,0,EUROSTAT_EDU,FLASH,2025-06-16
2011,HU,HEI_HU_4515,PUBLIC_UNIVERSITY,83396,10.76,66.41,5111,2391241786.53,9001,1.887,98,107,23,22.1,64,0,SCIMAGO_EXPORT,BENCHMARK,2025-03-08
2012,LU,HEI_LU_4522,PRIVATE_UNIVERSITY,26396,13.84,43.11,1775,2000160822.05,15093,1.096,160,162,79,36.08,81,0,NATIONAL_HE_REGISTRY,SECOND,2025-11-18
2013,RO,HEI_RO_4529,UNIVERSITY_OF_APPLIED_SCIENCES,60875,14.59,44.85,5669,1418663490.81,9857,1.38,98,132,53,63.28,158,0,INSTITUTIONAL_REPORT,FIRST,2024-01-14
2014,AT,HEI_AT_4536,RESEARCH_INSTITUTE,41684,40.57,56.72,6873,4858416460.28,19482,1.562,35,329,12,63.08,2,0,EUROSTAT_EDU,FLASH,2025-07-26
2015,CZ,HEI_CZ_4543,TECHNICAL_UNIVERSITY,4977,12.82,73.99,311,3742533535.76,6894,2.063,49,66,41,23.3,97,0,SCIMAGO_EXPORT,BENCHMARK,2024-10-26
2016,DE,HEI_DE_4550,PUBLIC_UNIVERSITY,31410,4.96,85.25,1251,2046531266.38,15452,0.966,2,161,41,17.93,5,0,NATIONAL_HE_REGISTRY,SECOND,2025-07-04
2017,LV,HEI_LV_4557,PRIVATE_UNIVERSITY,54336,21.34,76.13,4116,3175949792.75,179,0.643,42,56,42,48.49,33,0,INSTITUTIONAL_REPORT,FIRST,2025-01-11
2018,PL,HEI_PL_4564,UNIVERSITY_OF_APPLIED_SCIENCES,5585,17.62,49.02,528,1942385156.0,7766,1.629,290,125,34,56.65,82,0,EUROSTAT_EDU,FLASH,2024-07-09
2019,ES,HEI_ES_4571,RESEARCH_INSTITUTE,16628,10.0,72.01,1094,354585644.74,1241,1.422,497,9,70,76.9,35,0,SCIMAGO_EXPORT,BENCHMARK,2025-11-16
2020,HR,HEI_HR_4578,TECHNICAL_UNIVERSITY,92869,8.18,48.31,4887,3454631661.86,26841,1.933,499,339,25,55.04,194,1,NATIONAL_HE_REGISTRY,SECOND,2025-10-07
2021,FI,HEI_FI_4585,PUBLIC_UNIVERSITY,32386,20.98,58.38,1446,3438769258.27,20076,1.551,387,171,81,53.99,47,0,INSTITUTIONAL_REPORT,FIRST,2024-04-22
2022,IE,HEI_IE_4592,PRIVATE_UNIVERSITY,16021,10.47,50.08,1375,3891171683.49,3807,0.88,222,148,40,36.75,551,0,EUROSTAT_EDU,FLASH,2024-07-20
2023,MT,HEI_MT_4599,UNIVERSITY_OF_APPLIED_SCIENCES,25992,6.43,50.11,666,3589250706.29,2433,1.039,127,17,4,23.39,47,0,SCIMAGO_EXPORT,BENCHMARK,2026-01-05
2024,SK,HEI_SK_4606,RESEARCH_INSTITUTE,54629,11.87,74.81,6913,7529760336.1,28350,1.87,380,64,0,42.46,314,0,NATIONAL_HE_REGISTRY,SECOND,2024-03-15
2025,BE,HEI_BE_4613,TECHNICAL_UNIVERSITY,60329,13.22,71.15,4668,4846247707.4,25571,0.713,597,85,31,35.54,315,1,INSTITUTIONAL_REPORT,FIRST,2024-11-18
2006,DK,HEI_DK_4620,PUBLIC_UNIVERSITY,49023,28.09,73.21,5727,990968575.71,15162,0.767,162,132,27,38.32,78,0,EUROSTAT_EDU,FLASH,2025-12-19
2007,GR,HEI_GR_4627,PRIVATE_UNIVERSITY,7157,20.12,62.4,405,1691768230.89,14651,0.968,11,106,62,24.22,14,0,SCIMAGO_EXPORT,BENCHMARK,2024-03-30
2008,LT,HEI_LT_4634,UNIVERSITY_OF_APPLIED_SCIENCES,43222,4.89,54.9,3262,541893639.36,10686,1.096,31,58,65,64.64,116,0,NATIONAL_HE_REGISTRY,SECOND,2025-10-04
2009,PT,HEI_PT_4641,RESEARCH_INSTITUTE,4494,22.09,76.55,714,182504604.31,33400,1.346,209,238,40,21.6,99,0,INSTITUTIONAL_REPORT,FIRST,2026-01-24
2010,SE,HEI_SE_4648,TECHNICAL_UNIVERSITY,58053,2.51,69.74,4071,4729701703.03,1093,1.387,174,174,63,41.74,108,0,EUROSTAT_EDU,FLASH,2026-02-13
2011,CY,HEI_CY_4655,PUBLIC_UNIVERSITY,52368,12.1,68.37,5628,1764067624.72,17540,1.428,353,21,40,22.21,26,0,SCIMAGO_EXPORT,BENCHMARK,2025-09-06
2012,FR,HEI_FR_4662,PRIVATE_UNIVERSITY,40973,3.05,54.62,4285,3197898449.19,611,0.646,141,136,22,18.85,49,0,NATIONAL_HE_REGISTRY,SECOND,2025-09-09
2013,IT,HEI_IT_4669,UNIVERSITY_OF_APPLIED_SCIENCES,61666,4.32,68.92,5959,771103174.5,20383,0.919,11,154,108,49.38,192,0,INSTITUTIONAL_REPORT,FIRST,2025-10-15
2014,NL,HEI_NL_4676,RESEARCH_INSTITUTE,2591,22.76,60.7,271,157973502.19,24931,1.529,50,330,117,53.5,49,0,EUROSTAT_EDU,FLASH,2025-03-07
2015,SI,HEI_SI_4683,TECHNICAL_UNIVERSITY,82997,10.77,80.16,3329,5663197548.94,23059,1.846,1,219,117,21.53,145,0,SCIMAGO_EXPORT,BENCHMARK,2025-10-31
2016,BG,HEI_BG_4690,PUBLIC_UNIVERSITY,95209,25.56,82.27,6553,1960478063.63,3092,1.12,126,109,48,29.18,158,0,NATIONAL_HE_REGISTRY,SECOND,2025-01-21
2017,EE,HEI_EE_4697,PRIVATE_UNIVERSITY,58180,25.56,60.56,5501,472881452.53,2043,1.528,373,176,66,39.69,186,0,INSTITUTIONAL_REPORT,FIRST,2025-06-26
2018,HU,HEI_HU_4704,UNIVERSITY_OF_APPLIED_SCIENCES,9286,25.0,54.66,671,1957031910.93,8501,1.123,255,116,66,21.09,187,0,EUROSTAT_EDU,FLASH,2024-06-30
2019,LU,HEI_LU_4711,RESEARCH_INSTITUTE,24726,29.65,52.82,1908,5054088746.89,983,1.538,387,255,52,54.04,72,1,SCIMAGO_EXPORT,BENCHMARK,2025-04-20
2020,RO,HEI_RO_4718,TECHNICAL_UNIVERSITY,30589,28.93,60.73,1824,7324592363.79,8688,1.09,28,14,15,54.03,34,1,NATIONAL_HE_REGISTRY,SECOND,2025-09-14
2021,AT,HEI_AT_4725,PUBLIC_UNIVERSITY,21642,36.4,50.81,798,3209388059.34,5882,0.881,259,148,21,54.94,174,0,INSTITUTIONAL_REPORT,FIRST,2025-05-08
2022,CZ,HEI_CZ_4732,PRIVATE_UNIVERSITY,55206,24.23,52.66,4761,660316957.17,18996,1.841,18,69,25,67.22,366,0,EUROSTAT_EDU,FLASH,2024-05-21
2023,DE,HEI_DE_4739,UNIVERSITY_OF_APPLIED_SCIENCES,27690,29.21,48.12,1821,211598609.24,7656,2.012,112,118,84,83.94,528,0,SCIMAGO_EXPORT,BENCHMARK,2025-09-20
2024,LV,HEI_LV_4746,RESEARCH_INSTITUTE,10197,16.05,64.75,1153,5350043518.8,20059,1.912,375,271,114,43.87,490,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-27
2025,PL,HEI_PL_4753,TECHNICAL_UNIVERSITY,90291,21.1,77.64,9259,1215758813.1,19374,1.31,361,88,41,60.59,288,1,INSTITUTIONAL_REPORT,FIRST,2024-02-23
2006,ES,HEI_ES_4760,PUBLIC_UNIVERSITY,8878,24.99,75.25,885,1326812895.99,19169,0.915,80,49,94,29.83,48,0,EUROSTAT_EDU,FLASH,2024-10-06
2007,HR,HEI_HR_4767,PRIVATE_UNIVERSITY,28087,8.64,70.0,2777,548221224.11,8654,1.429,163,123,84,42.6,142,0,SCIMAGO_EXPORT,BENCHMARK,2024-03-07
2008,FI,HEI_FI_4774,UNIVERSITY_OF_APPLIED_SCIENCES,10436,12.78,68.46,646,2329966681.94,11931,1.819,106,57,71,34.08,195,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-10
2009,IE,HEI_IE_4781,RESEARCH_INSTITUTE,39419,29.24,54.43,4898,5039613275.61,16552,1.04,242,166,35,48.67,128,0,INSTITUTIONAL_REPORT,FIRST,2024-12-07
2010,MT,HEI_MT_4788,TECHNICAL_UNIVERSITY,79772,5.84,73.8,4583,4098618775.69,10884,0.979,284,118,11,62.34,109,0,EUROSTAT_EDU,FLASH,2025-07-13
2011,SK,HEI_SK_4795,PUBLIC_UNIVERSITY,93352,18.41,65.98,3344,2883148934.76,19744,1.978,71,127,78,25.56,83,0,SCIMAGO_EXPORT,BENCHMARK,2024-09-05
2012,BE,HEI_BE_4802,PRIVATE_UNIVERSITY,15814,24.82,64.07,1789,2089155397.18,1528,1.592,174,146,67,61.9,139,0,NATIONAL_HE_REGISTRY,SECOND,2025-11-24
2013,DK,HEI_DK_4809,UNIVERSITY_OF_APPLIED_SCIENCES,48979,37.57,68.51,6066,665491816.62,2883,0.766,206,157,85,31.84,175,0,INSTITUTIONAL_REPORT,FIRST,2025-10-03
2014,GR,HEI_GR_4816,RESEARCH_INSTITUTE,19545,25.33,63.36,3227,770695846.73,31717,1.361,30,167,57,40.33,18,0,EUROSTAT_EDU,FLASH,2025-06-20
2015,LT,HEI_LT_4823,TECHNICAL_UNIVERSITY,38716,10.79,54.98,3376,1418040699.2,18856,1.908,462,241,67,64.03,160,0,SCIMAGO_EXPORT,BENCHMARK,2024-02-18
2016,PT,HEI_PT_4830,PUBLIC_UNIVERSITY,72983,6.77,55.9,8808,3391039491.57,12764,1.011,45,12,14,22.11,111,0,NATIONAL_HE_REGISTRY,SECOND,2025-08-03
2017,SE,HEI_SE_4837,PRIVATE_UNIVERSITY,12363,38.11,64.34,442,1249236171.38,1422,1.035,245,38,116,54.5,15,0,INSTITUTIONAL_REPORT,FIRST,2025-10-19
2018,CY,HEI_CY_4844,UNIVERSITY_OF_APPLIED_SCIENCES,6884,16.88,59.55,541,1716935912.13,210,0.808,234,110,14,71.97,110,0,EUROSTAT_EDU,FLASH,2025-06-29
2019,FR,HEI_FR_4851,RESEARCH_INSTITUTE,37355,32.27,74.82,3683,2726548569.62,31193,1.651,475,49,92,56.71,123,0,SCIMAGO_EXPORT,BENCHMARK,2024-05-31
2020,IT,HEI_IT_4858,TECHNICAL_UNIVERSITY,974,4.84,72.36,51,4227573609.88,14193,2.005,278,254,59,35.87,24,0,NATIONAL_HE_REGISTRY,SECOND,2024-06-12
2021,NL,HEI_NL_4865,PUBLIC_UNIVERSITY,59254,12.37,78.87,5162,3393848111.97,6603,1.401,450,2,38,38.59,275,0,INSTITUTIONAL_REPORT,FIRST,2024-12-21
2022,SI,HEI_SI_4872,PRIVATE_UNIVERSITY,63663,29.24,48.13,6357,2794527318.48,16032,1.659,28,81,80,21.99,80,0,EUROSTAT_EDU,FLASH,2024-12-21
2023,BG,HEI_BG_4879,UNIVERSITY_OF_APPLIED_SCIENCES,31285,24.09,43.34,3021,2139374519.5,2124,0.768,99,8,2,57.23,238,0,SCIMAGO_EXPORT,BENCHMARK,2024-10-18
2024,EE,HEI_EE_4886,RESEARCH_INSTITUTE,52682,22.37,61.67,2116,1952025965.29,14936,1.333,232,247,57,79.09,442,1,NATIONAL_HE_REGISTRY,SECOND,2024-07-19
2025,HU,HEI_HU_4893,TECHNICAL_UNIVERSITY,31320,19.27,55.37,3336,5336916396.53,13450,1.372,162,19,4,51.49,235,0,INSTITUTIONAL_REPORT,FIRST,2024-10-31
2006,LU,HEI_LU_4900,PUBLIC_UNIVERSITY,6998,12.54,50.39,408,1460327475.42,990,0.83,250,162,46,30.82,79,0,EUROSTAT_EDU,FLASH,2026-02-07
2007,RO,HEI_RO_4907,PRIVATE_UNIVERSITY,33486,17.11,75.03,4229,1058240122.3,12695,1.962,226,112,12,17.01,170,0,SCIMAGO_EXPORT,BENCHMARK,2025-03-31
2008,AT,HEI_AT_4914,UNIVERSITY_OF_APPLIED_SCIENCES,2862,21.25,69.89,271,497164584.28,11472,1.813,243,69,111,26.36,77,0,NATIONAL_HE_REGISTRY,SECOND,2025-07-18
