safe_crime_reference_year,safe_crime_country_iso2,safe_crime_region_nuts_code,safe_crime_offence_code,safe_crime_reported_cases_count,safe_crime_victim_age_group,safe_crime_victim_sex,safe_crime_suspect_age_group,safe_crime_suspect_sex,safe_crime_clearance_rate_pct,safe_crime_convictions_count,safe_crime_imprisonment_rate_per_100k,safe_crime_prison_population_count,safe_crime_alternative_sanctions_count,safe_crime_domestic_violence_flag,safe_crime_hate_crime_flag,safe_crime_eurostat_table_code,safe_crime_data_source,safe_crime_revision_round,safe_crime_data_extract_date
2024,BE,LT193,DOMESTIC_VIOLENCE,12109,65_PLUS,X,35_44,X,28.03,2767,128.39,27312,3284,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-11-19
2025,FI,LT48,HATE_SPEECH,272,20_24,U,45_54,M,18.12,20,130.52,3947,32,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-20
2006,LV,DE2,FRAUD,4897,55_64,F,55_64,F,27.63,642,91.5,114214,362,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-02-11
2007,RO,DE919,ASSAULT,13220,15_19,M,65_PLUS,U,57.34,5017,65.77,73320,4147,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-03-13
2008,BG,SK56,THEFT,7291,45_54,X,UNKNOWN,X,26.58,1428,169.4,55205,1954,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-01-18
2009,FR,LU81,VEHICLE_THEFT,19180,0_14,U,0_14,M,19.56,1968,56.57,138166,2760,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-12-15
2010,LT,NL6,CYBER_ENABLED_FRAUD,20147,35_44,F,15_19,F,27.44,2779,166.6,125969,812,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-03
2011,SK,AT339,SEXUAL_VIOLENCE,4041,UNKNOWN,M,20_24,U,28.63,531,175.76,44361,233,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-05-16
2012,HR,IT17,ROBBERY,1165,25_34,X,25_34,X,41.99,406,158.06,21664,466,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-01
2013,DE,DK34,HUMAN_TRAFFICKING,336,65_PLUS,U,35_44,M,20.88,49,72.74,20864,45,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-01-19
2014,LU,PL2,PROPERTY_DAMAGE,5198,20_24,F,45_54,F,34.61,1146,77.38,22093,2039,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-16
2015,SI,DE786,DRUG_TRAFFICKING,6951,55_64,M,55_64,U,55.31,2191,175.03,17619,1694,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-04-21
2016,CY,CZ3,HOMICIDE,43,15_19,X,65_PLUS,X,83.54,19,72.32,136514,13,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-20
2017,GR,SI7,BURGLARY,5119,45_54,U,UNKNOWN,M,15.12,610,60.78,68097,725,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-12-19
2018,MT,PL7,DOMESTIC_VIOLENCE,11321,0_14,F,0_14,F,69.36,5693,83.52,46553,2201,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-11-20
2019,ES,RO466,HATE_SPEECH,18379,35_44,M,15_19,U,28.64,2455,52.51,18841,3152,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-08-08
2020,CZ,LU61,FRAUD,5220,UNKNOWN,X,20_24,X,35.75,814,77.31,9179,1200,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-03-24
2021,HU,MT59,ASSAULT,19166,25_34,U,25_34,M,58.87,6468,102.66,77488,11135,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-12-12
2022,NL,PL4,THEFT,4832,65_PLUS,F,35_44,F,18.84,522,104.94,40370,688,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-23
2023,SE,LT5,VEHICLE_THEFT,18250,20_24,M,45_54,U,18.19,1175,97.48,135352,1157,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2026-01-15
2024,DK,HR5,CYBER_ENABLED_FRAUD,6802,55_64,X,55_64,X,31.42,1029,129.61,17984,752,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-12-08
2025,IE,SI371,SEXUAL_VIOLENCE,5505,15_19,U,65_PLUS,M,16.83,668,131.42,11371,159,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-05-12
2006,PL,GR864,ROBBERY,3872,45_54,F,UNKNOWN,F,52.64,1634,172.45,129694,1805,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-12-15
2007,AT,HU863,HUMAN_TRAFFICKING,341,0_14,M,0_14,U,25.71,30,178.39,32541,13,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-07-23
2008,EE,SI700,PROPERTY_DAMAGE,6370,35_44,X,15_19,X,35.39,1089,46.63,31215,1925,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-04-21
2009,IT,ES82,DRUG_TRAFFICKING,4519,UNKNOWN,U,20_24,M,48.87,1343,207.91,30392,996,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-31
2010,PT,SE964,HOMICIDE,41,25_34,F,25_34,F,81.17,13,98.26,33218,3,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-04-02
2011,BE,SE18,BURGLARY,17151,65_PLUS,M,35_44,U,8.92,1034,93.28,72666,1857,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-05-31
2012,FI,AT6,DOMESTIC_VIOLENCE,3427,20_24,X,45_54,X,33.51,606,75.52,5096,706,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-01-11
2013,LV,ES385,HATE_SPEECH,615,55_64,U,55_64,M,24.77,112,119.54,88599,64,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-23
2014,RO,PT809,FRAUD,860,15_19,F,65_PLUS,F,21.86,91,97.95,73136,31,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2026-01-17
2015,BG,AT719,ASSAULT,11163,45_54,M,UNKNOWN,U,54.81,2846,170.79,39228,2290,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-18
2016,FR,IT81,THEFT,459,0_14,X,0_14,X,27.1,50,68.31,16347,71,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2026-01-17
2017,LT,MT588,VEHICLE_THEFT,18392,35_44,U,15_19,M,16.92,1093,106.07,90707,1158,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-02-17
2018,SK,ES88,CYBER_ENABLED_FRAUD,8891,UNKNOWN,F,20_24,F,45.85,1836,106.77,12910,1867,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-03-07
2019,HR,IT11,SEXUAL_VIOLENCE,2412,25_34,M,25_34,U,49.71,643,60.11,109810,469,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-05-21
2020,DE,IT74,ROBBERY,2606,65_PLUS,X,35_44,X,32.38,377,34.27,88493,347,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-07-30
2021,LU,PT734,HUMAN_TRAFFICKING,135,20_24,U,45_54,M,53.31,42,131.99,39520,65,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-02-12
2022,SI,DE42,PROPERTY_DAMAGE,15914,55_64,F,55_64,F,46.84,4337,122.77,13495,3627,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-01
2023,CY,EE7,DRUG_TRAFFICKING,8960,15_19,M,65_PLUS,U,51.92,2217,208.17,57979,1419,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-01-10
2024,GR,DE24,HOMICIDE,75,45_54,X,UNKNOWN,X,74.52,28,157.52,7522,35,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-05-26
2025,MT,IE428,BURGLARY,74,0_14,U,0_14,M,20.97,13,139.96,68195,4,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-04
2006,ES,IT4,DOMESTIC_VIOLENCE,13149,35_44,F,15_19,F,58.42,4277,55.6,40344,5191,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-28
2007,CZ,CY225,HATE_SPEECH,4103,UNKNOWN,M,20_24,U,15.88,272,159.68,100272,416,1,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-01-17
2008,HU,LT329,FRAUD,750,25_34,X,25_34,X,50.6,174,166.51,88200,146,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-03-26
2009,NL,DK712,ASSAULT,21429,65_PLUS,U,35_44,M,64.06,6075,122.42,41769,1378,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-07-29
2010,SE,PL442,THEFT,5636,20_24,F,45_54,F,12.68,326,86.47,112640,400,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2026-02-08
2011,DK,CZ38,VEHICLE_THEFT,16613,55_64,M,55_64,U,17.62,1063,108.94,79165,996,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-09
2012,IE,GR9,CYBER_ENABLED_FRAUD,365,15_19,X,65_PLUS,X,52.11,122,51.36,32030,168,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-06-01
2013,PL,PL87,SEXUAL_VIOLENCE,3796,45_54,U,UNKNOWN,M,18.41,528,176.08,34453,709,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-02-27
2014,AT,ES901,ROBBERY,3881,0_14,F,0_14,F,45.45,803,50.8,41241,1230,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-07-03
2015,EE,SE8,HUMAN_TRAFFICKING,234,35_44,M,15_19,U,51.4,84,103.64,68540,141,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-12-16
2016,IT,LV782,PROPERTY_DAMAGE,18534,UNKNOWN,X,20_24,X,20.83,2895,167.62,27113,3257,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-12-07
2017,PT,LV95,DRUG_TRAFFICKING,5841,25_34,U,25_34,M,48.99,1848,50.95,31353,501,1,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-18
2018,BE,AT35,HOMICIDE,73,65_PLUS,F,35_44,F,74.56,30,197.98,100022,47,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-10-22
2019,FI,IE537,BURGLARY,19030,20_24,M,45_54,U,8.68,1255,81.02,38834,532,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-07-29
2020,LV,CZ5,DOMESTIC_VIOLENCE,10387,55_64,X,55_64,X,61.22,3913,53.49,31902,7018,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-07-31
2021,RO,FR24,HATE_SPEECH,9825,15_19,U,65_PLUS,M,31.58,1365,152.6,40072,2165,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-08-19
2022,BG,LU10,FRAUD,996,45_54,F,UNKNOWN,F,20.87,137,96.54,47956,119,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-08-25
2023,FR,LT9,ASSAULT,6954,0_14,M,0_14,U,62.65,1939,128.77,26538,2999,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-11-30
2024,LT,BE93,THEFT,23294,35_44,X,15_19,X,12.6,1761,163.99,78865,2497,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-01-19
2025,SK,BE8,VEHICLE_THEFT,933,UNKNOWN,U,20_24,M,27.96,205,152.36,43513,333,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-08
2006,HR,PL71,CYBER_ENABLED_FRAUD,7342,25_34,F,25_34,F,15.9,646,75.89,48587,663,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-10-12
2007,DE,CZ1,SEXUAL_VIOLENCE,371,65_PLUS,M,35_44,U,25.93,77,121.83,57430,58,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-05
2008,LU,ES946,ROBBERY,10,20_24,X,45_54,X,50.3,3,61.73,68470,1,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-06-21
2009,SI,PT16,HUMAN_TRAFFICKING,18,55_64,U,55_64,M,38.82,5,112.98,46193,3,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-28
2010,CY,MT993,PROPERTY_DAMAGE,10702,15_19,F,65_PLUS,F,20.55,1696,126.28,99760,2950,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-05-24
2011,GR,IE749,DRUG_TRAFFICKING,67,45_54,M,UNKNOWN,U,36.23,9,119.88,12020,11,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-07-15
2012,MT,HU719,HOMICIDE,17,0_14,X,0_14,X,89.29,7,134.46,86592,9,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-01-18
2013,ES,EE69,BURGLARY,1049,35_44,U,15_19,M,31.42,245,130.87,38524,240,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-02-10
2014,CZ,LV4,DOMESTIC_VIOLENCE,21661,UNKNOWN,F,20_24,F,52.34,8897,92.19,72082,2819,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-06-09
2015,HU,PL704,HATE_SPEECH,1523,25_34,M,25_34,U,21.42,213,62.94,130130,261,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-03-06
2016,NL,ES28,FRAUD,21169,65_PLUS,X,35_44,X,21.65,1826,70.34,57534,1916,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-09-29
2017,SE,EE236,ASSAULT,14745,20_24,U,45_54,M,74.23,9241,169.76,121599,14263,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2026-02-17
2018,DK,HR323,THEFT,2289,55_64,F,55_64,F,18.27,231,142.74,8882,244,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-10-28
2019,IE,DK732,VEHICLE_THEFT,13287,15_19,M,65_PLUS,U,25.78,2732,157.97,6459,1039,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-05-08
2020,PL,FR939,CYBER_ENABLED_FRAUD,7658,45_54,X,UNKNOWN,X,52.51,2306,87.04,13297,4038,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-08-02
2021,AT,SK61,SEXUAL_VIOLENCE,4524,0_14,U,0_14,M,24.37,933,94.62,7652,820,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-12-30
2022,EE,DK3,ROBBERY,3513,35_44,F,15_19,F,46.63,621,108.38,81025,440,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-04-03
2023,IT,IT2,HUMAN_TRAFFICKING,59,UNKNOWN,M,20_24,U,57.85,21,229.67,112889,33,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-11-15
2024,PT,LV3,PROPERTY_DAMAGE,18187,25_34,X,25_34,X,45.19,3866,172.1,103913,2275,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-11-08
2025,BE,CY58,DRUG_TRAFFICKING,6923,65_PLUS,U,35_44,M,21.05,1099,100.16,95350,1657,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-29
2006,FI,SE27,HOMICIDE,70,20_24,F,45_54,F,83.1,43,109.96,23246,13,0,1,crim_gen,EUROSTAT_CRIME,FLASH,2026-02-03
2007,LV,MT528,BURGLARY,22093,55_64,M,55_64,U,15.96,1247,168.82,26399,453,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-08-10
2008,RO,BG873,DOMESTIC_VIOLENCE,5103,15_19,X,65_PLUS,X,39.8,1239,172.14,25193,1541,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-20
2009,BG,CY63,HATE_SPEECH,2550,45_54,U,UNKNOWN,M,40.92,812,164.66,42447,1042,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-07-28
2010,FR,MT3,FRAUD,8692,0_14,F,0_14,F,48.4,2358,102.54,45585,3713,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-01-16
2011,LT,SI467,ASSAULT,16997,35_44,M,15_19,U,49.27,5044,103.59,79433,4126,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-10-20
2012,SK,EE78,THEFT,1296,UNKNOWN,X,20_24,X,14.4,104,30.02,39893,59,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-04-21
2013,HR,HR6,VEHICLE_THEFT,5569,25_34,U,25_34,M,33.68,1535,112.56,93182,901,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-09-22
2014,DE,SI490,CYBER_ENABLED_FRAUD,7435,65_PLUS,F,35_44,F,36.04,1473,51.04,99862,899,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-02-19
2015,LU,GR908,SEXUAL_VIOLENCE,1717,20_24,M,45_54,U,36.27,375,61.66,15079,651,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-06-06
2016,SI,IE347,ROBBERY,1407,55_64,X,55_64,X,18.16,159,146.79,29958,224,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-05-28
2017,CY,ES64,HUMAN_TRAFFICKING,254,15_19,U,65_PLUS,M,37.33,66,178.26,56510,15,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-01-12
2018,GR,NL26,PROPERTY_DAMAGE,14151,45_54,F,UNKNOWN,F,12.19,874,77.03,21931,1140,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-02-27
2019,MT,FR91,DRUG_TRAFFICKING,3795,0_14,M,0_14,U,17.65,483,120.52,80987,249,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-05-05
2020,ES,RO328,HOMICIDE,25,35_44,X,15_19,X,58.81,8,200.17,28707,5,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-09-06
2021,CZ,CZ572,BURGLARY,23347,UNKNOWN,U,20_24,M,24.05,2283,106.31,72863,1817,1,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-11-17
2022,HU,IE104,DOMESTIC_VIOLENCE,3375,25_34,F,25_34,F,38.18,963,128.95,119567,990,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-15
2023,NL,MT5,HATE_SPEECH,4761,65_PLUS,M,35_44,U,12.71,399,77.42,8578,329,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-07-26
2024,SE,PT4,FRAUD,19506,20_24,X,45_54,X,31.41,4436,150.5,132811,3047,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-01-05
2025,DK,SE26,ASSAULT,1285,55_64,U,55_64,M,28.39,241,67.11,62914,398,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-08-16
2006,IE,SE639,THEFT,12608,15_19,F,65_PLUS,F,23.79,2531,176.94,61818,942,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2026-01-03
2007,PL,NL9,VEHICLE_THEFT,13171,45_54,M,UNKNOWN,U,16.49,1029,171.17,81763,676,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-05-23
2008,AT,HR269,CYBER_ENABLED_FRAUD,8390,0_14,X,0_14,X,36.72,2511,166.14,68440,3348,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-06-21
2009,EE,ES450,SEXUAL_VIOLENCE,1709,35_44,U,15_19,M,13.65,131,172.19,67190,160,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-12-18
2010,IT,RO573,ROBBERY,273,UNKNOWN,F,20_24,F,35.66,51,108.06,5744,78,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-04-18
2011,PT,SI3,HUMAN_TRAFFICKING,302,25_34,M,25_34,U,49.93,126,41.11,135119,151,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-01-03
2012,BE,DE9,PROPERTY_DAMAGE,9006,65_PLUS,X,35_44,X,56.73,4102,115.38,21205,3222,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-04-06
2013,FI,CZ13,DRUG_TRAFFICKING,7259,20_24,U,45_54,M,30.16,1137,105.74,78346,1778,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-09-16
2014,LV,RO134,HOMICIDE,1,55_64,F,55_64,F,60.79,0,172.23,58600,0,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-02-25
2015,RO,DE6,BURGLARY,10524,15_19,M,65_PLUS,U,9.52,517,78.62,79390,909,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2026-01-02
2016,BG,BE549,DOMESTIC_VIOLENCE,1206,45_54,X,UNKNOWN,X,64.57,325,109.06,101136,430,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-03-05
2017,FR,HR46,HATE_SPEECH,4384,0_14,U,0_14,M,52.13,1005,172.99,82069,1000,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-08
2018,LT,GR87,FRAUD,11182,35_44,F,15_19,F,37.3,2421,159.98,59574,1433,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-12
2019,SK,IT347,ASSAULT,11837,UNKNOWN,M,20_24,U,37.18,1997,85.69,77770,1370,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-04-28
2020,HR,SI851,THEFT,9724,25_34,X,25_34,X,22.37,1341,103.32,39870,793,0,1,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-26
2021,DE,ES592,VEHICLE_THEFT,14951,65_PLUS,U,35_44,M,18.69,2340,70.88,19713,1980,0,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-11
2022,LU,PL69,CYBER_ENABLED_FRAUD,3640,20_24,F,45_54,F,29.02,388,32.9,112244,338,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-09-24
2023,SI,NL950,SEXUAL_VIOLENCE,968,55_64,M,55_64,U,31.82,121,178.26,72753,196,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-07-21
2024,CY,EE101,ROBBERY,4488,15_19,X,65_PLUS,X,36.38,1246,31.67,36326,724,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-07-26
2025,GR,LU20,HUMAN_TRAFFICKING,18,45_54,U,UNKNOWN,M,31.32,2,215.89,103112,1,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-07-31
2006,MT,BE850,PROPERTY_DAMAGE,7501,0_14,F,0_14,F,35.0,1171,49.26,43635,435,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-02-25
2007,ES,SE76,DRUG_TRAFFICKING,6389,35_44,M,15_19,U,48.67,1771,106.64,101877,1884,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-09-03
2008,CZ,LT431,HOMICIDE,3,UNKNOWN,X,20_24,X,69.85,0,183.44,18017,0,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-07-02
2009,HU,EE64,BURGLARY,22166,25_34,U,25_34,M,27.05,2621,76.26,34481,2503,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-10-27
2010,NL,SI44,DOMESTIC_VIOLENCE,11125,65_PLUS,F,35_44,F,37.22,2463,54.14,13911,3354,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-11-28
2011,SE,DK198,HATE_SPEECH,4591,20_24,M,45_54,U,48.01,989,119.45,18436,1404,1,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-03-16
2012,DK,LU529,FRAUD,14081,55_64,X,55_64,X,49.68,5070,167.74,47335,5482,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-10-15
2013,IE,MT196,ASSAULT,3914,15_19,U,65_PLUS,M,28.74,747,115.69,38381,859,1,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-06-18
2014,PL,GR30,THEFT,20988,45_54,F,UNKNOWN,F,27.77,2449,127.8,55014,1320,1,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-03-18
2015,AT,CZ17,VEHICLE_THEFT,7580,0_14,M,0_14,U,22.79,1350,131.06,56772,1206,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-05-01
2016,EE,EE55,CYBER_ENABLED_FRAUD,15435,35_44,X,15_19,X,44.58,4761,129.56,62212,3573,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2025-05-31
2017,IT,AT236,SEXUAL_VIOLENCE,2766,UNKNOWN,U,20_24,M,49.02,522,114.31,19160,347,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-03-13
2018,PT,CY16,ROBBERY,1066,25_34,F,25_34,F,44.82,314,71.01,68771,235,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-04-11
2019,BE,LU4,HUMAN_TRAFFICKING,36,65_PLUS,M,35_44,U,44.77,8,102.57,3590,13,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2024-07-11
2020,FI,EE91,PROPERTY_DAMAGE,12476,20_24,X,45_54,X,46.84,3412,109.67,90706,5827,0,1,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-07-20
2021,LV,DK1,DRUG_TRAFFICKING,254,55_64,U,55_64,M,15.66,30,108.94,68401,45,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2024-08-31
2022,RO,SI45,HOMICIDE,57,15_19,F,65_PLUS,F,75.43,24,205.92,54664,42,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2025-02-23
2023,BG,AT239,BURGLARY,14833,45_54,M,UNKNOWN,U,33.46,2100,65.75,113100,3512,0,0,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-02-08
2024,FR,DK28,DOMESTIC_VIOLENCE,13400,0_14,X,0_14,X,53.1,4784,95.25,3591,7339,1,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2024-09-28
2025,LT,BE857,HATE_SPEECH,551,35_44,U,15_19,M,37.31,84,103.3,45170,116,1,1,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-05-27
2006,SK,EE45,FRAUD,5921,UNKNOWN,F,20_24,F,13.03,560,107.96,22587,526,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-09-08
2007,HR,FR854,ASSAULT,1308,25_34,M,25_34,U,44.43,231,58.46,55492,413,0,1,crim_off_cat,VICTIMISATION_SURVEY,FIRST,2025-03-04
2008,DE,BG530,THEFT,178,65_PLUS,X,35_44,X,23.29,34,172.19,81044,18,0,0,crim_vict_age,JUDICIAL_ADMIN_DATA,SECOND,2026-01-15
2009,LU,LV7,VEHICLE_THEFT,18647,20_24,U,45_54,M,18.97,1790,176.22,26948,1686,0,0,crim_susp_age,NATIONAL_POLICE_STATS,BENCHMARK,2025-12-08
2010,SI,PT213,CYBER_ENABLED_FRAUD,20716,55_64,F,55_64,F,53.08,9005,33.43,79578,13842,0,0,crim_gen,EUROSTAT_CRIME,FLASH,2024-03-09
