gov_grants_award_fiscal_year,gov_grants_grant_program_code,gov_grants_grant_competitive_flag,gov_grants_allocation_formula_type,gov_grants_eligible_entity_type,gov_grants_match_rate_required_pct,gov_grants_award_min_inr,gov_grants_award_max_inr,gov_grants_award_median_inr,gov_grants_application_count,gov_grants_award_count,gov_grants_award_total_inr,gov_grants_performance_measure_code,gov_grants_reporting_compliance_rate,gov_grants_closeout_timeliness_rate,gov_grants_indirect_cost_rate_cap,gov_grants_technical_assistance_available_flag,gov_grants_overlap_duplication_risk_score,gov_grants_single_audit_findings_count,gov_grants_grant_portal_system
2024,GOVZY5K5,0,GOV32IH7,GOV13KSE,65.18,320833,3455,194779,471288,335631,324196,GOV93GAJ,45.97,17.12,69.04,1,36.68,436760,eProcure
2020,GOVMG2F0,1,GOVMKUJV,GOVM180K,68.15,51218,257405,20588,141852,475598,282742,GOVCWNXF,27.3,56.47,41.09,1,25.96,184225,PFMS
2019,GOV0SEXT,1,GOVMWYCA,GOVSKQCC,19.95,279015,496823,311140,250680,55453,260878,GOVBAY0Y,83.05,57.26,12.74,0,21.66,181811,eProcure
2012,GOVMHKYE,0,GOVNO0R6,GOVH7S8W,84.79,396573,125640,276398,112087,465242,137042,GOV9D73G,98.43,7.53,96.55,1,35.95,130152,eProcure
2024,GOVQMLOE,1,GOVTG84J,GOVKXBFZ,87.74,315260,46539,235274,52297,426921,200598,GOVZPIYX,75.15,11.72,55.16,1,92.45,146219,DBT
2022,GOV8Z9QK,0,GOV2NG89,GOVC7AA6,5.68,93022,212852,299087,275194,88196,377163,GOVHOJ73,40.36,36.39,54.9,0,60.03,35348,PFMS
2012,GOVVRFYI,0,GOVQHYCE,GOVX488W,88.68,76221,19351,320303,339462,305682,431521,GOVR31RQ,46.3,4.49,29.97,0,17.53,85450,PFMS
2013,GOVPYV7H,1,GOVFH0TV,GOVGMCRF,96.52,187322,394454,368114,277252,225409,366204,GOVHRCBR,61.35,43.31,17.25,1,53.52,218072,CAG
2024,GOV5HTN3,0,GOV6XLWD,GOVAO8OA,76.94,315032,485448,330712,170822,217298,31462,GOV9K54M,16.91,12.68,36.9,0,74.36,384146,CPGRAMS
2024,GOV7ZF0D,1,GOVLCM9Y,GOVDNHC5,24.78,284652,342121,235369,5857,230685,356699,GOVUGSAU,83.8,44.45,56.75,0,30.97,238561,CPGRAMS
2011,GOVCS7WI,1,GOVDDV62,GOVJASWI,0.83,183264,83209,328768,232249,53024,211254,GOVC7IML,68.09,31.07,16.84,0,11.05,205452,eProcure
2024,GOV9IR2R,0,GOV2XV2R,GOVJIXIX,15.45,253772,475959,37094,24943,405469,275539,GOVI102Y,37.4,13.01,96.58,0,76.21,480877,CAG
2023,GOV7LTO7,1,GOVUJO12,GOV42Q70,97.58,195317,299471,20713,324457,178950,112044,GOV60Q22,70.4,0.84,16.9,0,21.83,426921,CAG
2019,GOVY0QG8,1,GOV6GKOE,GOVVDHG3,9.96,387779,221389,293515,165723,403573,431505,GOVCML7J,22.02,46.26,99.72,1,33.37,267762,CPGRAMS
2025,GOVWTDMN,0,GOV6VZ9P,GOVU3UBE,83.29,237268,23752,245011,254505,20070,348502,GOVN4ISE,86.98,16.06,53.7,1,63.66,153991,CAG
2022,GOV35RJK,0,GOVE65K4,GOVSKQ0K,2.95,153847,209156,369196,268121,412645,490689,GOVXPXDX,73.41,75.65,48.26,0,65.8,356037,PFMS
2011,GOV8MVTV,0,GOVSEOZ7,GOVFFHV6,39.78,228821,469123,127522,228918,397768,437649,GOVF31QN,69.76,29.49,64.12,0,72.16,56059,PFMS
2016,GOVZVMT5,0,GOVXA88E,GOVB0X1O,73.43,135813,403043,211971,180251,60339,294901,GOV5XL7L,43.54,35.15,51.62,0,96.08,331119,DBT
2022,GOVOC3R2,0,GOVHN4TT,GOVFNRW8,72.22,238623,248754,348779,300893,142929,61872,GOV31M3R,6.94,80.37,26.3,1,49.58,328213,CAG
2022,GOVMVTE1,0,GOVE0L7Y,GOVVPQU9,87.05,105648,473037,458592,396867,128912,330954,GOVY4879,71.38,88.79,83.21,1,27.24,497328,DBT
2015,GOVMAE4O,0,GOV0CGQ1,GOVUPWZF,28.99,242137,365482,227624,423662,449320,461304,GOVD6BKU,29.53,47.79,23.18,0,73.98,108982,DBT
2021,GOVFRZ18,1,GOV5REUY,GOV8RDNY,48.41,162865,254702,348869,378656,209605,80780,GOVCFIFY,99.8,83.65,24.84,0,97.18,480264,PFMS
2015,GOVPUMOU,0,GOV9FDTT,GOV6Z62N,29.91,486718,5989,348112,241263,404466,225319,GOV6R21E,27.55,48.37,67.8,1,82.64,295440,DBT
2011,GOVHDSHF,0,GOVOML17,GOV9WT3N,32.3,267867,263320,116152,48992,274325,299550,GOVFWNFC,68.4,17.63,87.9,0,5.48,398719,GeM
2021,GOVM1MGL,0,GOVC9U9D,GOV14AAR,27.87,172482,424484,375539,79959,52626,167817,GOVWNZLV,94.82,97.78,2.81,0,84.12,14308,PFMS
2010,GOVS1L02,0,GOV1YZC2,GOVSB5Y2,77.52,420541,395262,277573,49313,165434,59494,GOVLA2CK,78.98,79.42,11.4,0,82.73,282680,DBT
2010,GOV0RRPS,1,GOVAVPGN,GOVG45YT,45.89,270624,378824,155575,216057,290895,22724,GOVCHQ9D,91.45,7.76,61.48,1,22.58,410402,DBT
2022,GOV7SL90,0,GOVLNVP0,GOVC66NZ,93.8,159762,63429,360609,111295,492494,71666,GOVDI1HM,32.15,89.06,18.39,1,79.78,427673,DBT
2026,GOVIIYGP,1,GOVJ9OW6,GOV83F74,0.72,403761,363146,441469,127847,221281,124741,GOVLM91G,98.1,95.73,95.27,1,16.73,331900,CPGRAMS
2025,GOVFXTVP,1,GOVJLUDJ,GOVIRDJC,23.8,117736,177915,26201,327894,159185,174202,GOVPCLN8,35.58,23.39,4.3,0,92.29,406214,DBT
2016,GOVNO61C,0,GOVXYDOI,GOVZCZGW,81.35,417223,203215,390451,10606,87700,3162,GOVBCH0S,48.04,10.75,46.62,1,90.47,332603,PFMS
2021,GOVJM5T4,1,GOVK3VR0,GOVQ0IGD,29.28,187124,387529,340128,71542,105605,363760,GOVKVM1Y,71.94,67.75,71.56,0,28.31,16423,PFMS
2016,GOVG96T2,0,GOVE7A34,GOVO7Q6P,59.86,85065,443118,15712,124421,195281,316579,GOVAO2N7,70.32,16.09,85.24,1,50.89,373900,IFMIS
2011,GOVM53KF,0,GOVZX89T,GOV30IXS,19.31,404989,329338,151134,211675,120855,240861,GOVHGL3Y,86.62,22.59,25.22,1,18.38,380737,IFMIS
2026,GOVPURB2,1,GOVIDPQ4,GOVMR3QS,94.15,90943,482407,190786,249414,422810,77600,GOVSEIAL,29.1,5.38,68.54,1,56.96,219343,PFMS
2021,GOVFT1XV,0,GOVGA1LO,GOVE33J8,80.19,409135,280071,428707,108212,236862,66492,GOVPTMEP,85.51,77.15,25.56,0,21.41,327745,PFMS
2015,GOVHR6RA,1,GOVDCGEW,GOVV0B68,11.9,8000,308778,304289,302756,344369,412581,GOV39KKZ,65.15,73.04,46.86,1,75.54,449774,CAG
2012,GOVLHAES,0,GOVW48QJ,GOVIS1I7,35.52,66166,124668,169659,424442,309062,227459,GOVX4FKP,29.99,75.13,72.57,1,66.28,426523,IFMIS
2012,GOVVQ6EM,1,GOV7WRRB,GOVRAQH2,10.78,155372,468932,136657,346758,147080,322282,GOVAISWM,58.57,32.78,80.19,1,55.87,158889,PFMS
2018,GOVML0Y9,0,GOVIKH47,GOVSESMI,85.77,327106,458386,142687,157813,90212,77085,GOVWW6FO,38.74,94.39,71.16,0,57.25,378854,DBT
2025,GOVGQPDW,1,GOVS3H9J,GOVLKHBB,56.15,25812,332896,177948,93270,214005,91381,GOVQI55W,65.17,66.24,85.23,1,9.64,235811,GeM
2019,GOV8UZR5,1,GOVIMEJT,GOVPX7J3,17.17,398518,380522,89354,432909,464043,207481,GOV6174R,69.29,19.01,44.76,1,35.91,126807,eProcure
2015,GOV3JW2V,1,GOVSRFMI,GOVGDJVZ,43.47,408141,180577,173598,494557,31049,174829,GOVXLQVR,75.73,19.9,70.94,1,6.89,230665,PFMS
2013,GOVGWFA2,1,GOVHWK1J,GOVZUIG2,44.64,61801,104549,8597,4955,418666,29077,GOV4HHI1,42.78,81.74,36.49,1,21.17,357663,CAG
2014,GOVETY9C,0,GOVP60YX,GOVTDRDF,25.73,300338,236489,298057,491064,314342,115714,GOVM2QL7,90.44,58.16,82.7,1,22.08,310190,GeM
2019,GOV68LNL,0,GOVUE0KC,GOVLBUHD,64.56,221109,483748,362230,270490,144320,49656,GOVY03OB,36.16,39.23,35.25,0,80.2,152230,DBT
2019,GOV7BI8T,1,GOV38IMD,GOVU0R59,12.32,92375,198944,318499,253509,207774,427481,GOV2PWW2,32.93,2.64,65.69,1,39.8,436621,DBT
2010,GOV7IAHY,1,GOVC6WR8,GOV5XYZU,31.54,246793,316229,278141,205288,396655,287851,GOVFQBFQ,21.47,21.25,11.79,0,82.01,77824,CPGRAMS
2017,GOV5H30H,0,GOVONOPA,GOVWUYSW,98.29,186624,387278,494570,238579,494231,7836,GOV3S7MV,78.14,11.33,39.01,1,8.69,42206,CAG
2017,GOVO4H3V,1,GOV5PBW5,GOVARJEM,53.04,193685,346006,73766,146471,226232,15922,GOVGJ1R1,93.67,53.97,51.43,0,19.29,278936,eProcure
2013,GOV96VDB,1,GOVQIWHC,GOVMZW5X,69.37,403671,19356,141364,99792,316624,255742,GOVPG4KL,72.0,80.66,39.96,0,96.23,170633,DBT
2014,GOVELRW8,0,GOV9RBGO,GOVD40B4,88.37,16615,478806,430675,321300,700,437773,GOVAWXG4,89.77,78.17,74.18,1,69.47,44285,GeM
2018,GOVQUBKA,0,GOVLCOF9,GOVOJ2RT,37.67,388907,33748,191259,319420,232931,405700,GOVMR9CA,61.55,76.35,17.91,1,77.01,341264,PFMS
2024,GOVEHDGZ,0,GOV2UHID,GOVKFQYW,73.43,184221,86864,468360,158329,111745,306370,GOVK9UVU,0.54,72.26,57.66,1,95.64,137152,PFMS
2023,GOV2PFAI,1,GOVLSQSL,GOV6FV6N,3.71,384875,15786,234528,407054,156180,449665,GOVXWXKL,84.34,47.79,39.17,1,81.3,151737,PFMS
2018,GOVPOB02,1,GOV5J3JG,GOVJ4QAI,79.3,52845,299058,78401,121113,383093,315407,GOV4BUBA,72.92,60.6,27.64,1,19.64,370850,CPGRAMS
2015,GOV26RC5,1,GOVMBCN5,GOV9V1BH,39.26,177434,168792,229773,74015,149047,350203,GOVZILX7,71.99,40.85,12.07,1,61.04,369377,CPGRAMS
2023,GOVR1QU7,1,GOVWD9N3,GOVZLG19,61.63,454088,40915,490969,50063,255583,164766,GOV68BI3,82.8,42.38,34.81,1,75.61,380485,eProcure
2014,GOVUJ9AB,0,GOVGGNOX,GOV3V3OG,75.87,229224,98317,386170,125811,414735,381403,GOVYTTQ2,53.94,62.94,94.91,0,93.42,207536,PFMS
2011,GOVPPIAF,1,GOVJYA9W,GOVSJ34W,43.11,407645,289354,308464,36686,378391,212939,GOVKPVRN,98.61,35.33,8.07,0,64.89,132336,eProcure
2018,GOVHZG88,0,GOV7FO7H,GOV9MPO3,26.8,11997,175447,417891,488261,45191,263838,GOVX1YQD,18.13,9.92,65.63,1,91.44,147022,CPGRAMS
2015,GOVI3AE1,0,GOVH0RPQ,GOVL6KAQ,45.34,338366,5201,26375,97943,120326,31534,GOVBSBJX,30.98,8.4,99.35,0,72.73,404972,PFMS
2016,GOVA5B7H,1,GOVWZRJG,GOVQDAG4,79.54,246434,280410,60025,200365,489279,39382,GOV1HE20,37.1,73.55,97.81,0,96.88,447786,eProcure
2011,GOV81IAJ,0,GOVYGXRZ,GOVK1GAI,70.84,254168,431743,238866,212002,383859,312909,GOVU9SPA,56.16,31.29,38.05,1,37.45,214642,DBT
2012,GOVHIBMX,0,GOVRYCSU,GOVH9CMZ,88.46,29132,333355,155183,401215,438360,482916,GOVCGQCU,54.7,6.57,62.82,1,94.52,200738,GeM
2024,GOVQRDGR,1,GOVFENFO,GOVMVINJ,53.32,467529,470921,14760,413879,459440,348663,GOVT6QSJ,50.21,25.31,76.91,0,48.9,220615,CPGRAMS
2019,GOVZW84Z,1,GOVSPUU4,GOV5ZQ1L,35.0,332915,456382,22232,136013,75948,54927,GOVYUNGB,24.08,79.49,41.02,1,49.99,125206,eProcure
2017,GOVPHFWO,1,GOVW4BXS,GOVJ6F2Q,16.72,42470,218195,480123,309409,180676,431685,GOVNH83U,5.99,93.08,12.07,0,40.33,381943,eProcure
2019,GOV4HG2G,0,GOVBQTP1,GOVWE12R,55.98,126961,82619,249488,52496,210645,246602,GOVT76I0,69.92,44.31,8.15,1,64.95,354080,eProcure
2017,GOV8DISO,1,GOVA9EVC,GOV4Y1EB,15.72,65309,48087,369073,436454,262432,445615,GOV5AC18,72.14,76.0,5.59,1,29.83,11789,IFMIS
2011,GOV6PJVV,1,GOVRC2SQ,GOVRDKXE,74.43,29420,250417,262729,196947,375996,40561,GOVW4R09,57.51,39.65,43.08,1,61.82,273828,PFMS
2015,GOVPW7W0,1,GOVGOIFU,GOVL00SR,64.44,21730,111044,21661,371996,266616,55028,GOVMYS8V,44.71,65.27,23.64,1,5.07,337322,IFMIS
2020,GOVQAT91,0,GOVDCSU9,GOVZUG3T,64.64,339394,31294,67764,63202,430246,116208,GOVNVFK6,47.81,12.54,5.53,1,13.06,65339,IFMIS
2013,GOVSZFB5,0,GOVLI55V,GOVQWCV9,55.41,413199,286483,205671,121922,111978,418277,GOVICRBS,5.59,82.16,64.15,1,18.32,209694,eProcure
2019,GOV80Z81,1,GOVRSC4D,GOVEKFUU,37.82,269610,383546,393622,494109,161377,168420,GOVN40FD,60.33,75.93,81.94,0,1.63,47404,GeM
2020,GOV8Z4LC,1,GOVQT8AD,GOVKVR5R,44.86,487445,56321,417576,426853,486081,22699,GOV775ZG,13.64,52.18,80.86,0,70.97,148943,CAG
2019,GOVDQTM8,0,GOVSBASP,GOV4TTJF,53.51,35272,442945,254375,19495,416544,280279,GOV4GWC5,81.05,20.9,26.32,1,67.51,462529,DBT
2018,GOVWKUJM,0,GOVLD0VR,GOVN0SKS,22.79,187907,245883,319088,394305,69683,122246,GOVTX0MW,43.98,40.62,60.72,1,58.34,426638,GeM
2011,GOVCZNQH,1,GOV3KN3D,GOVYXOX5,46.01,441758,124605,331532,191900,82422,161321,GOVFXZ48,89.47,1.29,81.85,0,9.79,60640,IFMIS
2022,GOVX3B0Y,1,GOVPG3NM,GOVOTX3M,70.31,21321,233723,312832,331395,273374,315375,GOVPJWAO,31.63,97.07,29.08,0,81.69,179679,DBT
2016,GOVAGWXB,0,GOVEYS6T,GOVAWCMC,5.76,218677,166241,36489,498114,153734,267339,GOVTC2WI,91.68,10.85,54.75,0,73.42,448304,PFMS
2020,GOVNI05V,0,GOVZ5MCL,GOV1UJAV,57.65,61173,139538,216583,89287,211176,377050,GOVH2AI7,68.68,67.65,33.91,0,34.36,286087,GeM
2016,GOV4TP1F,0,GOVJEUDI,GOVU1D81,43.18,488517,241683,329594,313474,324558,372607,GOVUJ8PZ,85.51,28.35,40.69,1,66.8,376156,CAG
2012,GOV58518,0,GOVBJMOE,GOVPB0Q5,53.94,99678,391806,348993,406495,143893,359413,GOV5AOEO,97.4,58.03,5.89,1,45.87,66265,CAG
2014,GOVPGORQ,0,GOVSZ0PE,GOVIYNDH,25.6,131212,361529,434053,71700,53668,386020,GOVUQXO6,82.68,8.63,65.33,0,15.24,443255,CAG
2015,GOVC03ZX,1,GOVOX1OS,GOV8C4MU,83.21,325878,252222,108993,241936,440578,144332,GOVTKKXA,51.71,9.38,82.92,0,4.12,402735,eProcure
2026,GOVNUV2W,1,GOVC8RGS,GOVOFMDE,44.0,56425,259424,288870,411420,67395,164515,GOV8SFU4,95.0,91.79,57.28,0,47.96,96801,PFMS
2015,GOVG9Z1E,0,GOV5Q7FS,GOV6CIH1,92.59,328753,340685,442013,320354,495078,103780,GOV510HH,39.17,90.58,30.12,1,68.39,96264,IFMIS
2010,GOVHJ29Z,0,GOV0PV85,GOVUO6I2,1.62,299338,27949,191859,455528,196081,48865,GOV0BZPB,80.18,20.36,86.24,1,66.06,323686,eProcure
2026,GOVUJM97,0,GOV3Z74W,GOVZDNR9,89.83,443451,68407,364809,225860,283273,287734,GOVP4PDS,60.04,61.17,14.48,0,93.54,49983,PFMS
2018,GOVEIQSQ,0,GOVCAB7G,GOVWWQ6Q,16.24,130717,181082,191070,295842,257172,449187,GOVYZBIN,95.98,41.9,70.9,1,49.46,8937,eProcure
2018,GOVM4ALJ,1,GOVH381U,GOVD0AT4,2.38,381892,54983,402315,74658,330055,265970,GOVNZPRB,8.08,25.71,34.1,0,61.78,481334,CPGRAMS
2024,GOV108BF,1,GOVYZV1T,GOVI55RI,71.39,383594,329362,67538,140818,418413,254378,GOVPDAJK,53.38,7.97,54.2,0,49.09,492911,CPGRAMS
2017,GOV632HS,0,GOVP76XX,GOVQ0W8I,18.6,220106,75402,453834,69735,313044,2739,GOV2QUER,58.62,19.99,87.43,1,0.91,264827,GeM
2021,GOVSDZJH,1,GOVPHSNA,GOVNZYMI,83.66,168509,333388,328544,115573,2816,179058,GOV0JJ1V,79.63,4.86,63.37,0,18.11,45446,IFMIS
2011,GOVBLLOU,1,GOVRC981,GOVPV7XK,45.02,268170,194685,121608,359112,281077,148667,GOV2VCHO,82.62,14.43,73.82,0,65.53,127034,CPGRAMS
2026,GOVZFUW8,0,GOVDVHEZ,GOV4WLJ4,94.67,347566,163223,373965,425327,207063,315887,GOV1YIUD,30.78,87.75,57.64,0,18.24,244937,CPGRAMS
2011,GOV1MR5P,0,GOVXLKDG,GOVTHM1X,4.86,184512,167550,146506,380275,397785,474818,GOVTE3SM,33.59,67.19,3.91,0,81.02,24779,PFMS
2016,GOVGY1NT,1,GOV6UYWX,GOV4CYPO,38.02,325581,213570,363869,149740,251813,109032,GOVOYEQB,15.58,84.81,85.2,1,1.7,342429,GeM
2026,GOVNPXCU,0,GOVXUSC5,GOVLWH3R,20.73,319972,287355,90158,210089,18195,374765,GOVMW3TL,52.38,29.67,59.06,0,89.01,115447,CAG
2019,GOVUJLII,0,GOV4IWS9,GOVNVT09,18.18,307650,443075,458795,319247,145410,424987,GOVNP361,19.21,72.65,19.1,0,42.81,392555,eProcure
2020,GOV0MXIU,1,GOVYDTUW,GOVF6IMV,56.73,495298,269140,154669,198913,69026,279879,GOVMIF79,45.88,45.06,1.12,1,66.38,324508,PFMS
2025,GOVHXGXZ,0,GOV8G3XN,GOV0T8QX,28.69,392995,440249,471667,312011,463560,215346,GOV3DX4X,96.07,70.27,39.73,1,64.74,206569,CAG
2022,GOV5SU45,0,GOV5STM8,GOVVBL1L,43.06,277025,410651,8304,492804,43771,495390,GOVK4B98,30.12,11.71,56.8,1,38.29,93798,PFMS
2015,GOV1UC37,1,GOVEHJP6,GOV9WRV2,29.37,203438,211470,9945,405614,146571,209704,GOV019U2,73.72,44.95,54.46,1,76.86,4907,CAG
2022,GOV8FOAT,0,GOVMZ22N,GOVCFKWM,72.15,4507,33509,456328,342701,211600,346263,GOV0LGUW,90.4,48.51,24.66,0,29.14,387554,eProcure
2018,GOVYQN6C,1,GOV03E2F,GOV7LWQI,19.61,237511,341216,246145,245260,17968,331052,GOV19RCU,79.16,58.17,18.81,0,73.37,299734,eProcure
2013,GOVPMEV7,1,GOVE38IB,GOVT83BF,78.07,126373,56798,372461,53379,356551,245260,GOVA7IT0,99.18,98.15,71.34,1,79.18,446095,DBT
2020,GOVEWDGA,1,GOVP1GYN,GOV36IZK,44.73,302649,23549,227522,73272,155420,35064,GOVMKF7B,21.8,21.4,81.92,0,34.31,189716,CPGRAMS
2024,GOVHJ77A,1,GOVT4VPD,GOV0ALQS,20.18,305693,428039,307897,128605,79952,282663,GOV62ID4,77.2,37.18,85.78,0,27.23,161679,DBT
2024,GOVDCQIK,0,GOVRMY62,GOV0WJE0,46.97,496482,83572,292767,362353,334407,137268,GOVGK2YR,65.31,32.67,10.83,1,21.5,58407,DBT
2010,GOV5MPU6,1,GOVD8TTR,GOVRPG3T,87.5,424039,267938,480856,424351,485752,497055,GOVDB6X0,54.84,8.94,15.16,0,79.39,34859,eProcure
2025,GOV8HYRY,0,GOVYTJ0P,GOVEQXPI,46.43,264446,412797,427120,437975,97577,341415,GOVPW262,30.85,82.7,66.97,1,48.8,150798,PFMS
2019,GOVYYQR2,0,GOV2BKMU,GOV9CF26,24.99,425825,490474,62610,328816,334919,193625,GOVIIALH,13.55,67.81,78.41,1,89.6,295461,CAG
2014,GOVN8YG4,0,GOVS858P,GOV5QPUP,6.95,25591,190599,30784,17666,8435,156724,GOVAA3UL,23.33,33.95,61.42,0,63.18,86585,GeM
2011,GOVXPVZV,1,GOVXC8CN,GOVZFNOH,26.66,429048,221046,448012,451829,112971,61757,GOVM6XWG,44.21,68.15,29.63,0,70.56,354691,CPGRAMS
2011,GOV5LIG1,1,GOVGWDEC,GOVDF7YV,34.67,315594,239469,495621,283499,499561,97983,GOV2RSYP,2.72,96.38,74.52,0,4.48,19439,PFMS
2018,GOVEMOZ9,0,GOVRQ5K4,GOV1PW94,78.1,182243,60325,429220,440377,405842,465820,GOV2Z84S,61.02,42.72,68.64,0,84.13,451271,PFMS
2017,GOVPJNUA,0,GOV5NU38,GOVTOOL3,82.78,314169,162415,397958,450975,260301,1909,GOV5SJ70,90.9,48.06,7.5,1,80.97,312311,CPGRAMS
2025,GOV09EEN,0,GOVC9HC2,GOV7XZQE,14.39,103514,388859,107297,282524,414539,24935,GOVK3V3P,27.77,70.22,45.28,1,24.85,85515,CAG
2018,GOV1QSEX,0,GOV0O9CS,GOV2512J,59.67,234566,394506,360859,134427,482508,238913,GOVOS47H,86.75,41.17,67.68,0,76.38,200348,IFMIS
2021,GOVXYD1T,0,GOVBN78F,GOVNV1L1,16.75,166876,393800,118767,250688,40920,299885,GOVZ7EY2,49.05,47.46,27.64,0,7.82,284892,IFMIS
2016,GOVTQCJJ,1,GOVJ23EW,GOVDZDC8,39.57,182768,357907,483900,327585,170392,301182,GOV02MWF,60.96,91.74,1.51,1,74.43,139982,DBT
2026,GOVHHZ65,0,GOVGDZN6,GOVUFSTQ,80.72,73811,39908,90275,483666,487703,435415,GOV942SE,70.05,81.87,8.95,1,81.89,490500,GeM
2015,GOVY0976,0,GOVAPB71,GOVGO8DX,33.31,141495,451718,115828,423606,439108,309608,GOVTMD1J,64.26,7.75,19.5,1,7.0,437655,IFMIS
2024,GOV696QI,1,GOVXFIE0,GOVVCWVV,22.38,11243,242677,35080,201703,434364,19477,GOVZC4AL,28.89,1.26,62.91,1,30.7,365576,CPGRAMS
2017,GOVKZ5WO,0,GOVKU9VE,GOVGI34K,4.25,133585,175358,328189,20184,84026,171228,GOV6YA93,47.35,99.65,25.84,1,50.31,434673,DBT
2015,GOVXKAF8,0,GOVPWVJE,GOV10VGN,88.79,364458,118669,252054,337279,75719,420710,GOVYKTCE,92.53,35.08,31.63,0,87.18,306349,DBT
2013,GOV8E403,0,GOVHY0QJ,GOVX5A0U,59.56,349847,2014,112614,279781,161050,144167,GOVZK6V7,34.28,84.61,74.23,1,12.78,269734,CAG
2026,GOVDYKML,0,GOVEIMEK,GOV5WCRN,71.12,133456,100942,484456,367322,85633,283273,GOV9J8BB,92.51,32.41,94.34,1,24.51,218984,CPGRAMS
2014,GOVHFGWV,0,GOVQUPEG,GOVGFGSA,41.39,404315,471240,369941,81471,2344,18391,GOVLYOV5,8.02,71.38,30.24,1,76.89,193924,eProcure
2011,GOVAFTD7,1,GOV0DBF5,GOVVR238,36.84,490092,229403,292168,407403,382374,382024,GOVZ2MIB,20.11,66.26,34.41,0,17.68,267134,CAG
2023,GOVPZG1Z,0,GOVDERLB,GOV1LYOI,60.36,200920,425859,81521,285426,348641,159192,GOVJLKHC,56.35,55.57,9.67,1,21.3,242771,PFMS
2026,GOVLXHKQ,0,GOV6D4M7,GOVHSDNM,99.14,392390,53846,480010,124875,80588,417127,GOVKSG1C,40.86,57.09,16.0,0,16.51,486266,CAG
2019,GOVTAQ0F,0,GOVWDYOE,GOV6DB6C,47.56,312952,316302,407391,442467,116362,219358,GOVTR6LN,88.19,36.26,41.51,0,37.46,396265,PFMS
2010,GOVVTOQH,1,GOVJXJF7,GOVE6LVQ,40.12,273314,197138,457270,426630,445498,198130,GOVOWHWK,6.09,1.8,96.02,0,57.79,21430,IFMIS
2010,GOVJ2LH3,0,GOVY0JPU,GOVGM6NK,60.14,141816,127720,144813,7618,226843,389385,GOVXDBL7,20.38,71.37,34.89,0,6.81,172531,GeM
2010,GOVY3IK4,1,GOVKW64J,GOVPBR2S,50.77,200710,253499,303636,292008,184500,429971,GOVMJW08,91.09,80.83,25.23,1,75.96,3257,CPGRAMS
2026,GOV4RSAN,1,GOVRI7P9,GOVHQKRO,41.27,43123,146865,414029,177105,220138,172980,GOVIHJ2P,31.32,40.79,21.1,1,73.58,114560,GeM
2022,GOVJFXVT,1,GOVNCBRR,GOVZ9U14,53.26,93284,241166,163926,3942,352455,130136,GOVEZFBO,94.24,90.57,8.16,0,7.57,290142,DBT
2011,GOV3SLCE,0,GOVBY7VB,GOVYJ6D9,76.57,175424,494769,78744,276816,408364,398223,GOVMR1MS,24.27,20.19,34.5,0,93.07,87513,CPGRAMS
2019,GOVTGSPH,1,GOVR4PC2,GOVVH9EO,59.24,221161,487565,11896,225195,59508,332708,GOVE43WU,55.84,46.08,32.02,0,80.43,275310,DBT
2022,GOVVXNEO,1,GOV2MCMJ,GOVTMHBC,35.5,217780,27486,15255,491208,412045,13343,GOVEWZBM,90.66,24.96,90.42,1,18.42,215218,IFMIS
2016,GOVDCFHZ,0,GOV3W840,GOV5EBKF,80.53,343698,350905,323514,60894,49136,97752,GOV3YEMB,19.61,4.2,86.52,1,67.84,432431,CPGRAMS
2018,GOVL61KL,0,GOVJSTMT,GOVZER9L,97.65,449807,385922,481668,316370,313350,361664,GOVZZMKN,61.77,43.34,43.16,1,97.74,158715,PFMS
2022,GOV8ZIJV,0,GOVJS3W6,GOV44LFT,25.1,1217,118208,222310,247847,135854,445887,GOVL0KTA,90.32,22.08,20.26,1,49.99,349503,GeM
2015,GOVHO67U,0,GOVKGSSX,GOVOJIQP,12.81,434058,148667,258392,346884,345160,412771,GOVRF2FM,18.55,63.5,44.06,0,7.07,211016,CPGRAMS
2010,GOVHV2MX,1,GOVSCFNH,GOV62PVO,33.19,52213,385229,110521,317819,276211,436285,GOVRHY9Y,62.55,76.4,33.2,1,69.47,81357,CAG
2011,GOVBG6NQ,1,GOVSQF7L,GOVXCFDC,50.96,429238,352312,81761,197194,411138,347038,GOV6DSYU,55.4,45.67,59.34,0,96.62,262859,CAG
2023,GOV90FCQ,0,GOV004P1,GOVPUVWA,81.42,53127,168000,293768,158163,50232,326943,GOVLP8RB,38.67,29.95,32.8,0,56.44,14276,CPGRAMS
2026,GOV62E7K,1,GOVNRXEY,GOVY0RA1,43.64,283169,65239,449635,345605,237991,199000,GOVZSSXV,32.19,99.56,80.23,1,49.37,348990,CAG
2013,GOV15LCK,0,GOVB69HK,GOVA71HQ,33.14,192572,144731,214963,345188,485066,183552,GOVGHNYH,89.78,38.82,92.32,1,58.36,271162,eProcure
2023,GOVDHIA3,1,GOVKK2RR,GOVNQI77,80.2,260713,107047,454724,380163,226364,304931,GOVPQ2MP,86.72,82.72,98.5,0,46.14,1291,PFMS
2021,GOVROQAE,1,GOV70N52,GOV943B5,0.63,422249,154760,434214,122383,421008,239559,GOVGFUZ6,57.83,42.71,38.3,1,10.45,130110,eProcure
