tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_inr,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2023,591254368767,RES,11736650,12444388,7.91,87824,0,1,0,1,REDUCED,0.943,0.946,2.55,0,0,0.32,0.68,0
2018,948672459608,COM,5684095,6885565,2.55,14436,1,0,0,0,NA,0.826,0.996,5.21,0,0,0.72,0.28,0
2018,251131573906,RES,15458674,17271494,24.68,397925,1,0,0,0,NA,0.895,1.043,8.58,0,0,0.59,0.41,0
2023,573261606793,COM,14211426,15165991,22.35,373527,1,0,0,1,PENDING,0.937,1.176,1.9,0,0,0.72,0.28,1
2022,849851941476,COM,23337115,26287960,22.41,543381,0,0,0,0,NA,0.888,1.039,7.78,0,0,0.37,0.63,0
2022,655001367171,AGR,21317393,25293141,11.28,252964,0,0,0,0,NA,0.843,1.052,2.48,0,0,0.46,0.54,0
2020,394108429181,RES,4158568,5943877,12.8,55146,1,0,0,1,PENDING,0.7,1.036,5.75,0,0,0.46,0.54,0
2021,868189062264,COM,14668020,18131150,7.84,128567,1,0,0,0,NA,0.809,1.118,2.97,0,0,0.3,0.7,0
2023,787470929239,RES,2646388,2794426,18.6,44202,1,0,0,1,UPHELD,0.947,0.898,7.17,0,0,0.35,0.65,0
2021,382824301819,RES,4726480,6917425,7.94,43946,0,1,0,0,NA,0.683,1.171,6.72,0,1,0.68,0.32,0
2024,185569898343,RES,1006290,1556782,9.71,8657,1,1,0,0,NA,0.646,0.886,7.65,0,0,0.36,0.64,0
2022,666396549912,IND,1134123,1322111,21.51,24590,1,1,0,0,NA,0.858,1.008,8.38,0,1,0.3,0.7,1
2019,957038382789,RES,6620283,11481964,4.27,30898,1,0,0,0,NA,0.577,1.093,1.03,0,0,0.66,0.34,1
2018,978611598103,RES,10012351,12037865,3.28,33432,1,0,0,0,NA,0.832,1.018,2.65,0,0,0.71,0.29,0
2018,868417055711,RES,2742386,3445144,10.19,24033,1,0,0,0,NA,0.796,0.86,0.86,0,0,0.69,0.31,1
2021,492311219277,RES,18977298,24035248,13.82,272495,0,0,0,0,NA,0.79,1.039,7.14,0,1,0.58,0.42,0
2024,632331156915,RES,9874827,14019929,12.46,126978,0,0,0,0,NA,0.704,1.032,2.88,0,1,0.49,0.51,0
2025,671656905394,RES,704214,1234951,7.11,5132,0,0,0,0,NA,0.57,1.025,6.93,0,0,0.4,0.6,0
2024,186720693627,AGR,18955237,23850000,5.55,92157,0,0,0,0,NA,0.795,0.876,8.58,0,0,0.42,0.58,0
2024,548832718157,RES,7270248,11020622,9.82,70894,1,0,0,0,NA,0.66,0.993,5.38,0,0,0.33,0.67,0
2020,239054369023,RES,410905,547893,4.0,1407,1,1,0,0,NA,0.75,0.856,4.19,0,0,0.71,0.29,0
2023,894745143290,RES,19414977,23908108,13.93,247462,0,0,0,0,NA,0.812,0.915,1.4,0,1,0.59,0.41,0
2022,750799785492,COM,18234709,28565367,18.73,361345,1,0,0,0,NA,0.638,1.058,4.84,0,0,0.51,0.49,0
2025,178245125525,RES,13102044,21695166,2.45,30174,0,1,0,0,NA,0.604,0.94,2.6,0,0,0.36,0.64,1
2018,240687180027,RES,12206549,18451516,21.23,228825,0,0,0,0,NA,0.662,0.883,8.21,0,0,0.35,0.65,1
2025,701376910782,RES,606582,755146,7.39,4626,1,0,0,0,NA,0.803,1.032,7.04,0,1,0.52,0.48,0
2020,883895981611,MIX,19171917,22794215,19.66,355435,0,0,0,0,NA,0.841,0.943,8.46,0,0,0.5,0.5,0
2023,606433679672,AGR,11367680,19761738,5.15,56612,0,0,0,1,UPHELD,0.575,0.967,8.6,0,0,0.69,0.31,1
2021,875055667711,RES,2338083,3532508,2.49,5077,0,0,0,0,NA,0.662,0.872,6.51,0,1,0.73,0.27,0
2018,404674741767,COM,1336121,1442013,6.58,8959,0,0,1,0,NA,0.927,1.019,2.77,0,0,0.54,0.46,0
2024,293452292851,AGR,10106545,16470768,21.85,239819,1,0,0,0,NA,0.614,1.086,2.67,0,0,0.65,0.35,0
2018,951874051835,COM,22612813,24752966,13.8,299887,0,1,0,0,NA,0.914,0.961,1.94,0,0,0.54,0.46,0
2018,219150422133,IND,1716179,3101958,20.38,35325,1,0,0,0,NA,0.553,1.01,8.1,0,0,0.36,0.64,0
2024,372319773267,MIX,368637,478627,14.6,5032,0,0,0,0,NA,0.77,0.935,5.55,0,0,0.38,0.62,1
2024,440868582178,IND,8322928,9341997,23.53,203280,1,0,0,0,NA,0.891,1.038,3.73,0,0,0.59,0.41,1
2022,561432465438,RES,2255759,2431739,7.05,15187,0,0,0,1,REDUCED,0.928,0.955,2.8,0,0,0.27,0.73,0
2019,377035849146,RES,21147834,29059044,2.69,64568,1,1,0,0,NA,0.728,1.135,6.95,0,0,0.6,0.4,0
2022,331092457971,COM,12609430,13471152,8.38,98059,0,0,0,0,NA,0.936,0.928,7.01,0,0,0.59,0.41,0
2022,325800492111,MIX,4926689,5240710,11.67,60254,0,0,0,1,UPHELD,0.94,1.048,6.13,0,0,0.31,0.69,1
2022,499141228683,RES,1699972,2644364,8.97,14120,1,1,0,0,NA,0.643,0.926,1.28,0,0,0.65,0.35,0
2018,945676968387,AGR,13153815,23068516,14.18,160968,0,0,0,1,UPHELD,0.57,0.863,1.99,0,0,0.28,0.72,0
2018,971965012711,RES,18737425,22535161,14.57,314774,1,0,0,0,NA,0.831,1.153,8.78,0,0,0.34,0.66,0
2022,581755304062,RES,12964812,18050029,8.65,123248,1,0,0,0,NA,0.718,1.099,7.19,0,0,0.33,0.67,0
2018,234007058189,RES,18386719,22458847,22.85,365099,1,0,0,0,NA,0.819,0.869,2.7,0,0,0.32,0.68,0
2025,805070545379,COM,9420290,16814488,9.94,81746,0,0,0,0,NA,0.56,0.873,1.99,0,1,0.54,0.46,0
2019,398135581070,IND,508462,854455,13.41,8148,0,0,0,0,NA,0.595,1.195,8.4,0,0,0.64,0.36,0
2024,214982039816,RES,2451200,3159535,13.25,35824,1,0,0,0,NA,0.776,1.103,3.09,0,1,0.52,0.48,1
2022,868381614708,COM,9624378,14532763,21.99,186032,1,0,0,0,NA,0.662,0.879,4.55,0,1,0.43,0.57,0
2021,123099018478,COM,662268,922183,18.4,11089,0,0,0,0,NA,0.718,0.91,8.12,0,0,0.7,0.3,0
2022,148451785661,MIX,5517126,7548951,7.45,41925,0,0,0,0,NA,0.731,1.02,6.3,0,0,0.44,0.56,1
2018,425030507210,RES,20670745,25727493,17.67,361965,0,0,0,0,NA,0.803,0.991,6.21,0,0,0.54,0.46,0
2018,294342183033,COM,13787139,18517817,5.87,93556,0,0,0,0,NA,0.745,1.156,2.2,0,0,0.71,0.29,0
2021,733332382132,COM,3909137,4493644,24.63,103888,0,0,0,1,REDUCED,0.87,1.079,6.96,0,0,0.66,0.34,0
2021,987920413611,RES,1996088,3430823,19.93,47500,0,0,0,0,NA,0.582,1.194,6.69,0,0,0.41,0.59,0
2020,524906390885,RES,13358532,22765755,3.14,39723,1,0,0,1,REDUCED,0.587,0.947,3.96,0,1,0.48,0.52,0
2019,922477841298,RES,20542634,26741484,21.48,419193,0,0,0,0,NA,0.768,0.95,3.81,0,0,0.49,0.51,0
2019,709729536644,IND,15707704,17691767,14.87,252727,0,0,0,1,REDUCED,0.888,1.082,4.91,0,0,0.59,0.41,1
2020,233174320138,RES,16445822,18606087,5.7,108927,0,0,0,0,NA,0.884,1.162,8.21,0,0,0.28,0.72,0
2024,888985547498,RES,8046492,12338474,2.39,22212,1,0,1,0,NA,0.652,1.155,3.88,0,0,0.68,0.32,0
2021,813247603681,COM,25446895,29694376,9.95,260539,1,0,1,0,NA,0.857,1.029,8.21,0,0,0.58,0.42,0
2021,376292036391,COM,18345323,26629111,15.22,272515,0,0,0,0,NA,0.689,0.976,6.19,0,0,0.58,0.42,0
2021,582141674156,RES,3216520,4151028,22.34,64456,1,0,0,0,NA,0.775,0.897,1.62,0,0,0.27,0.73,0
2020,272322881298,IND,16085881,27495964,24.0,425053,0,0,0,1,PENDING,0.585,1.101,4.76,0,1,0.35,0.65,0
2024,187057145416,COM,1456260,2108731,9.02,14160,0,0,0,0,NA,0.691,1.078,0.96,0,0,0.46,0.54,0
2024,351011686790,RES,4752228,5170954,2.19,11292,0,0,0,0,NA,0.919,1.085,6.6,0,0,0.29,0.71,0
2018,753515717227,AGR,5162142,6429068,23.69,110307,0,0,0,0,NA,0.803,0.902,0.64,0,0,0.63,0.37,0
2020,123689614206,COM,582051,852404,17.58,10621,1,0,0,0,NA,0.683,1.038,1.38,0,0,0.44,0.56,0
2019,515374962706,COM,20234037,29042146,8.44,195708,0,0,0,0,NA,0.697,1.146,5.04,0,0,0.64,0.36,0
2025,605986961245,MIX,10015274,17632252,22.87,252412,0,0,0,0,NA,0.568,1.102,7.36,0,0,0.37,0.63,1
2021,554602594830,RES,12909135,20012082,23.19,304153,0,0,0,0,NA,0.645,1.016,4.63,0,0,0.74,0.26,0
2020,759481135362,IND,15269130,18621356,10.34,178250,0,0,0,0,NA,0.82,1.129,7.91,0,0,0.49,0.51,0
2023,282084888696,MIX,585846,944712,1.3,760,1,0,0,0,NA,0.62,0.998,8.51,0,1,0.26,0.74,0
2020,977989725215,RES,9843116,16725169,5.06,53243,1,0,0,0,NA,0.589,1.069,8.79,0,0,0.49,0.51,0
2025,546733057597,COM,20402034,26445938,22.82,511201,0,0,0,0,NA,0.771,1.098,4.63,0,0,0.57,0.43,1
2020,782775588364,RES,5457172,7326663,1.66,10517,1,0,0,0,NA,0.745,1.161,5.5,0,0,0.31,0.69,0
2021,925534904222,COM,10187016,17932412,21.3,206351,0,0,0,0,NA,0.568,0.951,5.45,0,0,0.27,0.73,1
2018,325289975035,COM,12464084,13331324,8.41,114991,1,0,0,0,NA,0.935,1.097,7.63,0,0,0.5,0.5,0
2025,989192338478,RES,5050911,5897828,5.56,26005,0,0,1,0,NA,0.856,0.926,3.53,0,0,0.52,0.48,0
2023,685587727034,RES,8163770,10104264,22.89,191914,1,1,0,1,REDUCED,0.808,1.027,5.04,0,0,0.46,0.54,0
2022,340953760420,RES,8937003,11920726,18.01,165301,1,0,0,0,NA,0.75,1.027,6.01,0,0,0.5,0.5,0
2022,560871793426,AGR,23602998,29465509,1.97,55565,1,0,0,0,NA,0.801,1.195,3.72,0,0,0.7,0.3,0
2024,363466648153,RES,15843333,21848766,21.17,316285,1,0,0,1,INCREASED,0.725,0.943,8.38,0,0,0.31,0.69,0
2022,781946139134,RES,3066067,4755649,21.92,64385,0,0,0,0,NA,0.645,0.958,3.76,0,1,0.71,0.29,0
2020,819799450408,COM,14939511,17967196,2.7,42717,1,1,0,0,NA,0.831,1.059,5.27,0,0,0.35,0.65,0
2023,449139961422,RES,24898554,26486065,7.59,164224,0,0,0,0,NA,0.94,0.869,5.2,0,1,0.55,0.45,0
2020,717710585346,RES,3981529,5382576,24.84,87132,0,1,0,0,NA,0.74,0.881,5.55,0,0,0.49,0.51,0
2024,290009083684,RES,9984120,10709603,12.42,147687,0,0,0,0,NA,0.932,1.191,4.27,0,0,0.62,0.38,0
2024,386204527275,RES,1178303,1699240,6.93,7496,0,0,0,0,NA,0.693,0.918,0.4,0,0,0.42,0.58,0
2019,678122643298,COM,9377888,14144502,2.76,27488,0,0,1,0,NA,0.663,1.062,0.67,0,0,0.73,0.27,0
2022,328373196889,RES,7073199,7721501,1.34,9943,1,0,0,1,UPHELD,0.916,1.049,6.57,0,0,0.31,0.69,0
2020,703026198847,MIX,9323446,11631360,7.67,76660,0,0,0,1,UPHELD,0.802,1.072,0.81,0,1,0.55,0.45,1
2022,231937925471,COM,14715920,20088096,14.91,221609,0,0,0,0,NA,0.733,1.01,1.74,0,1,0.52,0.48,0
2018,702850841963,AGR,4913056,8694736,14.0,78000,1,0,0,0,NA,0.565,1.134,3.1,0,0,0.26,0.74,0
2024,351979875322,IND,5535873,7188573,7.16,34960,1,0,0,0,NA,0.77,0.882,3.05,0,0,0.33,0.67,0
2025,498921379920,RES,7597614,10964624,2.87,24487,1,0,0,0,NA,0.693,1.123,3.3,0,1,0.72,0.28,0
2023,612328370787,COM,7430261,8594152,6.05,42076,1,0,0,1,INCREASED,0.865,0.936,3.74,0,0,0.49,0.51,0
2022,189609278083,MIX,16021855,23131803,14.61,246017,1,0,0,0,NA,0.693,1.051,1.21,0,1,0.4,0.6,1
2019,637205802594,RES,21990708,23825721,1.47,28997,0,0,0,0,NA,0.923,0.897,0.75,0,0,0.47,0.53,1
2024,853004206799,MIX,5903719,6513232,4.3,22441,0,0,0,0,NA,0.906,0.884,6.59,0,1,0.3,0.7,0
2019,949047047618,MIX,24286813,29411296,19.55,502821,1,0,0,0,NA,0.826,1.059,1.47,0,0,0.72,0.28,0
2022,715928892832,RES,14176629,18495626,1.59,20039,1,0,1,0,NA,0.766,0.889,7.94,0,0,0.43,0.57,1
2018,754173170405,RES,2259009,2783682,14.36,30006,1,0,1,0,NA,0.812,0.925,1.27,0,0,0.61,0.39,0
2024,939309648557,RES,4477654,5594507,20.92,85336,1,0,0,0,NA,0.8,0.911,4.89,0,0,0.28,0.72,0
2023,937165961151,RES,21929765,24144359,16.26,390453,1,0,1,0,NA,0.908,1.095,8.1,0,0,0.65,0.35,1
2022,657704879011,RES,13873291,21578200,17.62,275737,0,1,0,0,NA,0.643,1.128,3.09,0,0,0.44,0.56,0
2022,210668904217,COM,10316599,16305593,4.17,39751,1,0,0,1,UPHELD,0.633,0.924,7.58,0,0,0.52,0.48,1
2018,620422080848,RES,11926058,14542248,2.2,28835,1,0,0,0,NA,0.82,1.099,1.69,0,1,0.68,0.32,0
2020,413101674894,RES,13851661,14614785,14.16,207516,1,0,0,0,NA,0.948,1.058,4.27,0,0,0.52,0.48,0
2021,963299161233,RES,3040362,4917181,20.02,56486,1,0,0,0,NA,0.618,0.928,1.65,0,0,0.62,0.38,0
2018,767224049136,RES,6574657,7403121,19.83,149932,0,0,0,0,NA,0.888,1.15,7.7,0,0,0.26,0.74,0
2020,655949824957,IND,20594180,22643449,2.49,52664,0,0,0,0,NA,0.909,1.027,4.13,0,0,0.52,0.48,0
2019,339307891364,COM,24001679,29991716,1.24,28899,0,0,0,0,NA,0.8,0.971,5.91,0,0,0.49,0.51,0
2022,398232030676,RES,9443192,11645814,3.65,36088,0,0,0,0,NA,0.811,1.047,5.9,0,1,0.42,0.58,1
2023,351680054801,MIX,5737653,6910318,24.47,157529,1,1,0,1,PENDING,0.83,1.122,4.82,0,0,0.31,0.69,0
2021,544872618095,RES,17921207,21486291,4.87,79160,1,0,0,0,NA,0.834,0.907,7.2,0,0,0.26,0.74,0
2019,497786555454,AGR,17047442,29611413,2.99,45059,0,0,0,0,NA,0.576,0.884,2.91,0,0,0.48,0.52,0
2019,583388033067,COM,8539203,9134041,13.78,102373,0,0,0,0,NA,0.935,0.87,5.39,0,0,0.42,0.58,1
2022,227424149943,IND,16422702,21319085,23.77,345866,0,0,0,1,PENDING,0.77,0.886,8.63,0,0,0.26,0.74,0
2019,499632319518,MIX,10482297,15558410,9.05,113648,0,0,0,0,NA,0.674,1.198,6.87,0,0,0.65,0.35,0
2021,878636532964,AGR,18326661,25355978,9.04,181578,1,0,0,0,NA,0.723,1.096,6.51,0,0,0.72,0.28,0
2023,197860420135,RES,10952004,15800547,23.72,281603,0,1,1,0,NA,0.693,1.084,1.41,0,0,0.29,0.71,0
2023,100721763177,RES,7511763,10440265,17.15,135010,1,0,0,0,NA,0.719,1.048,0.65,0,0,0.65,0.35,0
2020,646554852821,MIX,328420,373874,2.37,760,0,0,0,1,UPHELD,0.878,0.976,3.09,0,0,0.33,0.67,0
2024,325195719656,RES,10473024,13774608,14.1,135265,0,0,0,1,UPHELD,0.76,0.916,2.26,0,1,0.37,0.63,0
2023,578740255425,RES,12404313,20589266,3.51,37748,0,0,0,1,PENDING,0.602,0.867,5.06,0,0,0.31,0.69,0
2025,216862853493,COM,18444704,25149214,20.79,408391,0,0,1,1,PENDING,0.733,1.065,5.42,1,0,0.54,0.46,0
2021,965124548908,IND,7397863,12161226,17.49,124731,0,0,0,0,NA,0.608,0.964,5.6,0,0,0.44,0.56,0
2025,698047360064,COM,15542712,27426963,13.94,238115,0,0,0,0,NA,0.567,1.099,6.18,0,1,0.68,0.32,1
2023,405570897913,IND,17046872,24562688,20.61,383659,0,0,0,0,NA,0.694,1.092,0.77,0,0,0.55,0.45,0
2021,888619426202,RES,9346490,9995019,5.96,65955,0,1,0,0,NA,0.935,1.184,4.0,0,1,0.36,0.64,0
2020,780612057119,AGR,14515447,22901527,15.26,203342,1,0,0,0,NA,0.634,0.918,8.52,0,0,0.64,0.36,1
2023,245364052024,RES,9423744,12462692,7.23,80670,0,0,0,0,NA,0.756,1.184,4.82,0,0,0.68,0.32,0
2023,948104813856,RES,11443018,18085247,5.03,58940,1,0,0,0,NA,0.633,1.024,5.79,0,1,0.38,0.62,0
2023,155363591011,RES,1364890,2168019,2.5,3815,1,0,0,0,NA,0.63,1.118,6.5,0,0,0.43,0.57,0
2021,971496442610,COM,16665777,26959775,24.75,352256,1,0,0,0,NA,0.618,0.854,6.66,0,0,0.61,0.39,0
2022,279767763579,IND,18150690,20789490,3.83,76399,0,0,0,0,NA,0.873,1.099,8.08,0,0,0.6,0.4,0
2023,168782261672,IND,18218794,22566404,19.62,346372,0,0,0,1,PENDING,0.807,0.969,7.19,0,0,0.68,0.32,0
2022,610593918356,RES,1348480,1892826,17.65,21587,0,0,0,1,UPHELD,0.712,0.907,1.8,0,0,0.58,0.42,0
2023,493440889459,RES,12512283,22195066,18.13,232065,0,0,0,0,NA,0.564,1.023,0.33,0,0,0.36,0.64,0
2024,455822745708,RES,3601877,5740788,10.63,37522,0,0,0,0,NA,0.627,0.98,7.31,0,0,0.45,0.55,0
2025,909642437357,RES,385324,632873,10.94,4612,1,0,0,0,NA,0.609,1.094,4.19,0,0,0.45,0.55,0
2024,107677839906,RES,973756,1030153,9.64,8692,1,0,0,0,NA,0.945,0.926,5.55,0,0,0.45,0.55,1
2019,354633481258,RES,22442977,29711873,3.23,77275,1,0,0,0,NA,0.755,1.066,4.82,0,0,0.37,0.63,0
2019,321996921408,COM,12205216,21644476,1.83,23117,0,0,1,0,NA,0.564,1.035,8.81,0,0,0.5,0.5,0
2018,262488843383,COM,12821525,14189532,11.05,146212,1,1,0,0,NA,0.904,1.032,7.8,0,0,0.49,0.51,1
2018,247200904218,RES,4654920,5780862,12.61,63042,0,0,0,0,NA,0.805,1.074,5.62,0,1,0.55,0.45,0
2018,334197423407,RES,17016587,18642946,4.43,86088,0,0,0,0,NA,0.913,1.142,1.87,0,0,0.73,0.27,0
2019,241597162730,COM,9928061,16408917,13.97,151316,1,0,0,0,NA,0.605,1.091,5.54,0,0,0.27,0.73,0
2019,290748060522,IND,11909222,18355487,4.07,46289,1,0,0,1,REDUCED,0.649,0.955,8.47,0,0,0.66,0.34,0
2024,609402350262,RES,11510946,12659852,8.48,86095,0,1,0,0,NA,0.909,0.882,1.26,0,0,0.45,0.55,0
2023,254895420422,RES,1486720,2075122,7.31,11694,0,1,0,0,NA,0.716,1.076,5.61,0,1,0.3,0.7,0
2022,949913469146,RES,11404669,14338593,14.14,158198,0,1,0,0,NA,0.795,0.981,8.26,0,1,0.66,0.34,0
2019,375237945510,RES,2509252,4300771,17.98,47914,0,0,0,0,NA,0.583,1.062,0.42,0,0,0.52,0.48,0
2023,601223541723,COM,19538420,20952136,6.95,118682,0,0,0,0,NA,0.933,0.874,3.55,0,1,0.39,0.61,0
2025,821193703209,RES,21284668,23399804,5.22,100662,0,0,0,0,NA,0.91,0.906,2.87,0,0,0.39,0.61,1
2024,771727700986,RES,21337678,26886085,1.45,27536,0,0,1,0,NA,0.794,0.89,2.87,0,1,0.41,0.59,0
2018,129972389214,RES,6089480,7556403,5.13,32801,0,0,0,0,NA,0.806,1.05,0.6,0,0,0.73,0.27,0
2019,469006542508,RES,12911700,17663836,20.19,308914,1,0,0,1,UPHELD,0.731,1.185,6.52,0,0,0.33,0.67,0
2018,807737979802,IND,6603082,9443577,21.49,136508,1,0,0,0,NA,0.699,0.962,3.06,0,0,0.25,0.75,0
2023,933162547640,RES,14895357,22190418,21.31,312659,0,0,0,0,NA,0.671,0.985,1.28,0,0,0.71,0.29,1
2025,728773293356,RES,17748120,27434952,13.39,257134,1,0,0,0,NA,0.647,1.082,8.93,0,0,0.71,0.29,0
2019,447981871702,AGR,20011399,29514939,16.19,380682,0,0,0,0,NA,0.678,1.175,6.85,0,0,0.54,0.46,0
2025,613386849927,RES,20530719,28626547,10.16,185856,0,0,0,0,NA,0.717,0.891,2.79,0,1,0.62,0.38,0
2022,785240787891,COM,10766602,12218843,17.82,177279,0,1,0,0,NA,0.881,0.924,1.4,0,0,0.47,0.53,0
2022,495606912369,RES,11378971,19944550,24.54,256063,0,0,0,0,NA,0.571,0.917,8.17,0,0,0.27,0.73,1
2019,904712774055,RES,15864756,21013083,8.16,146156,1,0,0,0,NA,0.755,1.129,7.23,0,0,0.37,0.63,0
2018,380408820467,RES,16645315,25400363,4.25,83830,0,0,0,0,NA,0.655,1.185,3.59,0,0,0.69,0.31,0
2019,949661365489,MIX,13734482,17644652,13.91,170223,0,0,0,0,NA,0.778,0.891,7.56,0,0,0.57,0.43,0
2022,732429824775,IND,1878553,2363270,4.7,9942,0,1,0,1,REDUCED,0.795,1.126,6.56,0,0,0.49,0.51,0
2022,897722381930,RES,1481358,2010569,24.4,34193,0,0,0,0,NA,0.737,0.946,0.2,0,0,0.74,0.26,0
2018,965596981242,AGR,5444948,9070750,19.06,120282,0,0,0,1,REDUCED,0.6,1.159,5.8,0,0,0.49,0.51,0
2025,121247203379,MIX,4172019,5895688,13.28,58396,0,0,0,0,NA,0.708,1.054,7.23,0,0,0.38,0.62,0
2019,831698063297,RES,5440268,8821969,17.28,107827,0,1,0,0,NA,0.617,1.147,5.92,0,0,0.33,0.67,0
2021,452064196728,COM,12030077,14041347,9.03,121776,0,0,0,0,NA,0.857,1.121,5.39,0,0,0.41,0.59,0
2021,268297759771,RES,12050806,14552577,18.2,207920,0,1,0,0,NA,0.828,0.948,4.97,0,0,0.55,0.45,0
2023,541463242344,IND,10318869,12159421,9.18,100316,0,1,0,0,NA,0.849,1.059,1.9,0,1,0.65,0.35,0
2024,691128322802,RES,16908267,25966092,20.39,371306,0,0,0,1,REDUCED,0.651,1.077,5.67,0,0,0.72,0.28,0
2024,232382016732,RES,1818860,2076630,3.09,5587,0,0,0,0,NA,0.876,0.994,2.32,0,0,0.52,0.48,0
2025,959564433576,MIX,7289715,11279829,15.83,99702,1,1,0,0,NA,0.646,0.864,2.23,0,1,0.38,0.62,0
2020,898958744268,COM,21528999,24664895,15.23,347232,1,0,0,0,NA,0.873,1.059,2.09,0,0,0.69,0.31,0
2022,977406320257,RES,17053519,26531188,1.89,31490,1,0,0,0,NA,0.643,0.977,4.22,0,1,0.69,0.31,0
2024,358251884828,RES,4103674,6253843,7.13,27123,1,0,0,0,NA,0.656,0.927,4.15,0,0,0.59,0.41,0
2023,528261331518,IND,14920549,19173977,13.71,177559,0,0,0,0,NA,0.778,0.868,6.26,0,0,0.73,0.27,0
2023,877905454422,RES,6476607,9168769,4.6,26396,0,0,0,0,NA,0.706,0.886,3.61,0,0,0.44,0.56,1
2021,629550883787,RES,24264528,27880731,8.62,190754,0,0,0,0,NA,0.87,0.912,4.44,0,0,0.56,0.44,0
2019,855468915331,IND,10894092,15899809,8.12,76341,1,0,0,0,NA,0.685,0.863,2.3,0,0,0.47,0.53,0
2018,100402074173,RES,9107818,10414591,3.76,31095,1,0,0,0,NA,0.875,0.908,6.88,0,0,0.62,0.38,1
2021,568752635571,IND,996411,1093897,8.38,7991,0,0,0,0,NA,0.911,0.957,0.46,0,0,0.33,0.67,0
2023,916662157663,COM,17492723,22102411,5.4,85770,1,1,0,0,NA,0.791,0.908,1.11,0,0,0.69,0.31,1
2024,788585361478,RES,2026883,2618469,20.28,37611,0,0,0,0,NA,0.774,0.915,3.61,0,0,0.69,0.31,0
2025,181603914571,MIX,21805464,24852154,8.53,180793,1,0,0,0,NA,0.877,0.972,3.14,0,1,0.57,0.43,0
2021,819696058387,COM,16840288,21563675,21.78,351743,0,0,0,0,NA,0.781,0.959,4.6,0,1,0.35,0.65,0
2025,369511325843,COM,14576853,18449449,17.83,289275,1,0,0,0,NA,0.79,1.113,0.66,0,1,0.6,0.4,0
2023,672562027814,RES,9382758,11700410,24.63,210530,1,0,0,0,NA,0.802,0.911,3.55,0,1,0.55,0.45,0
2024,430580384300,RES,964238,1486002,23.37,22624,1,0,0,0,NA,0.649,1.004,7.07,0,0,0.26,0.74,0
2020,883406310671,RES,10859337,18058625,20.05,203795,0,0,0,0,NA,0.601,0.936,4.68,0,0,0.39,0.61,0
2019,867865556570,RES,4251266,6822943,19.17,88994,0,0,0,0,NA,0.623,1.092,0.74,0,0,0.28,0.72,0
2020,936519042550,RES,11422261,14526423,16.66,175071,1,0,0,0,NA,0.786,0.92,3.04,0,1,0.5,0.5,0
2019,586429238826,COM,6383014,9930819,3.91,25582,1,0,1,0,NA,0.643,1.025,5.02,0,1,0.32,0.68,0
2024,602697972068,AGR,17604768,18546429,24.29,511433,1,0,0,0,NA,0.949,1.196,3.34,0,0,0.41,0.59,1
2023,212414379170,MIX,16795040,27608160,4.22,79734,0,0,0,0,NA,0.608,1.125,2.1,0,1,0.34,0.66,0
2021,677722821394,AGR,19078335,21925704,17.1,291984,1,0,0,0,NA,0.87,0.895,2.43,0,1,0.73,0.27,1
2019,969514948352,RES,9604818,11434610,4.43,42039,1,0,0,0,NA,0.84,0.988,1.34,0,0,0.35,0.65,1
2023,871635319909,IND,857059,920762,3.9,3573,1,0,0,0,NA,0.931,1.069,4.01,0,1,0.43,0.57,0
2021,442091560155,AGR,8119492,12452099,17.75,163721,0,0,0,0,NA,0.652,1.136,0.09,0,0,0.3,0.7,0
2025,325015057998,MIX,20129972,22978150,13.36,258717,0,0,0,0,NA,0.876,0.962,7.14,1,0,0.74,0.26,1
2020,414426928789,AGR,22423093,29508152,17.07,447066,0,0,0,0,NA,0.76,1.168,2.67,0,1,0.52,0.48,1
2025,843055590191,RES,17695220,26160748,20.44,321181,1,1,0,0,NA,0.676,0.888,8.42,0,0,0.39,0.61,0
2022,595431441204,AGR,5745675,7560615,3.11,16422,0,0,0,0,NA,0.76,0.919,0.59,0,0,0.62,0.38,0
2021,316476361838,RES,17231010,22245887,21.61,379065,0,0,0,1,INCREASED,0.775,1.018,7.91,0,0,0.27,0.73,0
2024,640427442965,RES,953954,1589172,2.92,3326,1,0,0,0,NA,0.6,1.194,0.64,0,0,0.58,0.42,1
2022,400760712428,COM,9573599,11559653,22.61,249794,1,1,0,0,NA,0.828,1.154,6.85,0,1,0.46,0.54,0
2018,644156096508,COM,15301258,24464888,16.83,289453,1,1,0,0,NA,0.625,1.124,5.5,0,0,0.28,0.72,1
2020,419082863538,RES,4012041,5388316,12.63,48645,0,0,0,0,NA,0.745,0.96,5.97,0,0,0.45,0.55,0
2018,778885410964,AGR,3733909,4883621,12.12,50097,0,0,0,0,NA,0.765,1.107,3.19,0,0,0.28,0.72,1
