biz_demog_reference_year,biz_demog_country_iso2,biz_demog_region_nuts_code,biz_demog_nace_section,biz_demog_enterprise_size_class,biz_demog_enterprises_active_count,biz_demog_births_count,biz_demog_deaths_count,biz_demog_survival_rate_1y_pct,biz_demog_survival_rate_3y_pct,biz_demog_employment_total,biz_demog_turnover_total_eur,biz_demog_value_added_total_eur,biz_demog_high_growth_enterprise_count,biz_demog_scaleup_count,biz_demog_business_register_source,biz_demog_missing_data_flag,biz_demog_data_revision_round,biz_demog_eurostat_table_code,biz_demog_data_extract_date
2010,RO,PL309,I,LARGE,1713,252,144,65.19,44.61,9200,2446528460.32,1031495416.73,16,3,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-09-03
2011,BG,CZ4,N,MEDIUM,1907,118,158,64.07,42.85,26895,7826736646.47,1631817873.64,18,5,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-07-12
2012,FR,EE62,S,SMALL,1766,147,208,64.62,48.74,4307,501667768.87,125018644.44,12,6,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-04-06
2013,LT,HR67,C,MICRO,1818,223,251,68.87,43.45,7902,1020455349.17,522922761.98,28,14,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2026-01-28
2014,SK,FI39,H,LARGE,1878,159,97,88.5,72.04,25573,4393472484.68,2214533946.72,6,0,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-07-25
2015,HR,PL431,M,MEDIUM,1698,255,155,76.2,54.94,17462,4554684007.34,1376447364.09,20,3,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2026-01-25
2016,DE,EE618,R,SMALL,1863,257,119,94.06,83.77,22107,4675894929.3,1235421764.07,31,9,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-07-12
2017,LU,FR15,B,MICRO,1619,119,134,65.29,30.58,5101,999057550.47,291509218.31,10,1,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-07-02
2018,SI,IT23,G,LARGE,2020,267,196,93.6,80.42,20412,6444133646.5,1638243807.94,11,3,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2026-01-01
2019,CY,BG648,L,MEDIUM,1731,72,62,66.73,57.59,13243,4222128159.92,964467454.77,24,4,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-05-03
2020,GR,IT576,Q,SMALL,2046,82,279,83.84,69.16,5309,579230562.33,190712121.66,6,2,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-10-26
2021,MT,EE498,A,MICRO,1527,49,93,90.19,74.92,13068,702060463.25,270660208.87,24,10,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-08-09
2022,ES,SE749,F,LARGE,1727,138,76,69.12,44.4,22282,4533973053.75,874471007.47,34,11,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-10-18
2023,CZ,BG796,K,MEDIUM,1580,143,41,60.22,25.46,9743,825359932.77,217928604.62,13,3,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-02-07
2024,HU,SK64,P,SMALL,1902,204,144,89.1,64.0,32527,3526037946.94,843199943.38,25,13,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-08-24
2025,NL,DE801,U,MICRO,1921,265,196,90.07,76.6,29393,9212777700.32,1742121265.05,14,3,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-11-06
2026,SE,SE790,E,LARGE,1713,182,86,81.55,55.03,21076,5533110804.21,1218455411.26,30,12,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-09-24
2010,DK,SK67,J,MEDIUM,2048,248,152,92.95,82.66,15157,3645305091.0,1305298614.95,11,1,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-08-31
2011,IE,FR36,O,SMALL,2113,150,60,86.36,68.98,9323,1476844915.14,559431756.97,41,23,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-03-18
2012,PL,CZ793,T,MICRO,1672,162,154,79.54,65.06,3751,286297295.51,57546491.61,27,9,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-09-22
2013,AT,FR861,D,LARGE,2030,276,147,60.55,43.91,17967,2564792923.92,1225610706.92,15,4,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-10-27
2014,EE,BG10,I,MEDIUM,1652,226,147,68.24,40.01,21317,6445115203.86,2308685297.25,6,2,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-08-26
2015,IT,ES790,N,SMALL,1564,177,116,73.46,42.24,16134,3719266305.57,857372206.16,31,9,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-08-20
2016,PT,DE233,S,MICRO,2034,262,158,70.0,47.37,20320,6241316351.35,1991121555.47,6,2,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-01-07
2017,BE,LU51,C,LARGE,2060,91,182,89.18,76.7,4145,319755365.22,160191847.81,29,12,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-05-13
2018,FI,HU465,H,MEDIUM,2024,302,100,87.02,66.29,21558,6245752716.27,1954710734.23,11,3,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-07-29
2019,LV,PT3,M,SMALL,2077,80,162,82.42,72.89,15043,2699729488.48,1021798004.94,19,7,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-10-21
2020,RO,AT3,R,MICRO,1854,262,205,65.1,39.05,33306,6720991848.32,1589302169.85,32,13,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-12-08
2021,BG,PL579,B,LARGE,2115,297,186,90.95,75.39,25027,5733714439.81,1395095017.01,24,13,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2026-01-29
2022,FR,LU326,G,MEDIUM,1884,261,49,91.85,78.3,19632,2430739681.35,1176418127.66,32,15,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-11-19
2023,LT,SK551,L,SMALL,1646,170,82,90.91,79.75,10832,2708086057.34,1313715746.85,11,4,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-10-27
2024,SK,NL1,Q,MICRO,2082,136,273,90.55,80.08,4370,1101342421.43,356637579.08,11,3,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-03-22
2025,HR,LU9,A,LARGE,1860,255,88,57.06,32.99,21030,3882807758.24,1815655026.48,25,9,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-05-03
2026,DE,SK123,F,MEDIUM,1615,162,35,86.41,59.5,23884,5666262822.25,1518727538.01,16,3,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-09-12
2010,LU,SE77,K,SMALL,2045,307,174,74.66,58.53,20385,2731594374.09,704840259.08,31,17,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-10-01
2011,SI,HU2,P,MICRO,1561,189,127,85.79,63.22,14867,4526874551.44,1335614115.69,11,2,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-07-10
2012,CY,PL400,U,LARGE,1840,209,40,87.77,78.8,14475,3736520382.13,1497848341.71,22,4,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-11-26
2013,GR,SK568,E,MEDIUM,1837,157,138,79.21,45.02,9322,1774234763.58,549661078.72,9,5,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-06-28
2014,MT,IT94,J,SMALL,1944,227,178,60.42,38.36,11406,1142638977.97,277447237.21,9,4,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2026-02-19
2015,ES,BE8,O,MICRO,1969,298,91,89.87,65.05,17566,1090336400.6,397463276.66,19,3,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-09-12
2016,CZ,FR69,T,LARGE,2042,260,105,65.95,44.51,11639,3532100699.64,1599804549.97,31,16,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2024-08-09
2017,HU,RO71,D,MEDIUM,1684,69,205,66.47,39.56,22897,4525912362.39,1297918174.01,4,0,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-04-28
2018,NL,BG927,I,SMALL,1910,146,174,73.5,58.68,4701,639396525.94,190514702.17,27,4,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-12-20
2019,SE,AT88,N,MICRO,1763,246,163,84.48,64.17,23846,7251249763.21,2770221040.62,14,4,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-01-29
2020,DK,BG154,S,LARGE,1988,238,117,60.68,44.94,18150,3760691578.43,1287180257.19,20,3,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-01-15
2021,IE,LU52,C,MEDIUM,2036,86,246,62.76,48.71,23822,2225969245.7,782979391.99,31,14,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-06-15
2022,PL,GR4,H,SMALL,1611,205,89,89.1,79.73,2527,761755856.27,295293912.31,6,3,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-06-04
2023,AT,FR315,M,MICRO,2165,298,58,88.88,77.67,11999,2897329091.28,1276728569.51,8,2,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-07-22
2024,EE,DK36,R,LARGE,1871,234,106,86.02,66.6,26428,3904109235.86,2005598189.15,19,10,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-12-22
2025,IT,GR956,B,MEDIUM,2111,259,211,84.97,63.98,13887,1524920561.97,298386147.9,15,8,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-09-03
2026,PT,LT38,G,SMALL,2053,287,174,93.04,71.65,13687,1752479163.56,328200190.81,33,12,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-04-11
2010,BE,GR62,L,MICRO,2058,230,85,77.72,61.31,5230,1527909346.34,780921247.33,13,4,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2025-09-03
2011,FI,LU465,Q,LARGE,2183,205,92,76.71,63.06,22779,2015600684.96,745435670.34,8,3,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-03-02
2012,LV,FI8,A,MEDIUM,1820,247,81,82.4,49.3,7260,962142082.52,270826410.13,27,10,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-12-21
2013,RO,HR95,F,SMALL,2080,228,174,78.71,66.36,18771,3661066793.94,1354650729.98,25,13,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2026-01-20
2014,BG,NL186,K,MICRO,1603,87,207,87.13,67.97,15227,857948462.42,275352369.28,12,4,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-12-13
2015,FR,CZ80,P,LARGE,1901,250,252,80.83,70.63,6801,1090892548.39,499167367.32,33,9,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-07-09
2016,LT,RO214,U,MEDIUM,1889,120,214,82.4,71.34,33972,4114691621.47,1106298660.93,9,4,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-02-07
2017,SK,NL49,E,SMALL,2078,99,221,73.58,42.26,13151,3169477292.03,666616479.1,12,3,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2026-01-11
2018,HR,DK6,J,MICRO,1648,191,230,55.93,27.46,19169,5274145151.96,2210684464.55,15,8,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2024-11-10
2019,DE,FI525,O,LARGE,1895,167,254,72.34,49.0,21338,4346282694.78,1241988235.75,22,3,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-05-08
2020,LU,LV8,T,MEDIUM,2109,128,73,81.19,60.93,5533,1722303595.07,562510090.1,5,1,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-10-28
2021,SI,BG14,D,SMALL,1735,71,81,87.16,66.61,29049,5629925965.5,2355241633.79,34,11,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-07-24
2022,CY,SK4,I,MICRO,1784,161,155,77.86,61.76,26531,1255606076.28,362539317.54,7,2,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-03-25
2023,GR,PT12,N,LARGE,1850,158,194,75.36,50.13,29906,4216155382.62,1837548702.76,4,1,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-07-09
2024,MT,CY912,S,MEDIUM,1996,230,181,82.96,55.16,30874,8978843388.37,4009215075.8,39,7,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-02-18
2025,ES,LT4,C,SMALL,2218,246,103,64.73,44.27,15363,2081067451.14,588289781.41,32,6,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2024-04-30
2026,CZ,HU939,H,MICRO,2157,91,287,87.31,62.93,23463,2151426059.7,931925625.51,21,11,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-12-05
2010,HU,BE38,M,LARGE,2143,122,94,91.64,82.17,28388,2296765353.2,1167310187.85,36,6,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-07-28
2011,NL,PT74,R,MEDIUM,2095,251,202,93.92,65.95,11556,1945386545.51,394198764.7,31,4,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-08-19
2012,SE,CY312,B,SMALL,1640,250,228,88.46,60.1,18172,3995020776.08,892014238.31,29,8,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-05-17
2013,DK,ES2,G,MICRO,1752,156,94,86.15,76.89,13246,2871439352.79,1108984934.37,19,9,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-10-05
2014,IE,HR923,L,LARGE,1721,229,109,63.54,43.43,9471,1277417362.34,263518152.68,8,3,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2024-06-04
2015,PL,CZ5,Q,MEDIUM,1967,68,230,64.12,47.23,5074,1387212501.9,680311028.33,14,7,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-11-04
2016,AT,BG65,A,SMALL,1753,140,190,82.27,61.22,31108,8276746292.2,2915765134.88,12,4,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2026-01-15
2017,EE,HR54,F,MICRO,1867,284,128,88.15,55.95,17936,4880649829.0,1359183472.77,26,12,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-01-13
2018,IT,IE127,K,LARGE,1644,97,207,60.8,49.02,15496,1222010981.46,407062008.68,7,3,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2026-01-20
2019,PT,LT821,P,MEDIUM,2240,186,74,64.84,54.84,20128,5193089104.04,1152669699.68,30,5,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2024-10-07
2020,BE,IT44,U,SMALL,1705,242,216,72.69,51.63,15686,3280362234.96,1684419408.92,24,5,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2025-01-20
2021,FI,FI53,E,MICRO,2110,84,120,78.0,60.09,37063,5169676578.34,1731646193.36,37,20,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2026-01-22
2022,LV,SE834,J,LARGE,2234,98,266,75.46,66.27,33266,4179922752.94,815656744.2,23,3,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-06-02
2023,RO,EE16,O,MEDIUM,1961,159,128,91.11,67.15,30633,5859674611.32,1114936211.74,35,17,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2024-03-25
2024,BG,LU89,T,SMALL,2117,131,198,76.74,44.2,34903,3799097087.95,1419027094.65,8,3,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2026-01-06
2025,FR,LV93,D,MICRO,2234,118,191,64.84,42.68,19018,896000049.76,331783061.06,30,15,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2024-03-12
2026,LT,BG455,I,LARGE,1798,197,146,91.26,63.77,28249,4903322920.17,2363520942.23,27,10,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2025-10-15
2010,SK,EE6,N,MEDIUM,2122,203,81,69.45,39.2,7602,1078696691.37,539445390.57,10,1,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-10-09
2011,HR,PL532,S,SMALL,1755,211,120,76.71,43.92,12602,1576198771.63,623244709.15,26,14,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-02-09
2012,DE,GR831,C,MICRO,2056,182,63,67.29,59.0,18382,3165087325.42,1579889238.88,27,15,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-07-01
2013,LU,BG128,H,LARGE,2004,308,215,82.26,50.04,4093,979126439.24,253230608.84,28,7,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2025-09-17
2014,SI,BE88,M,MEDIUM,1853,292,192,84.19,51.37,32776,2409556085.74,855612938.37,28,4,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-05-03
2015,CY,HR8,R,SMALL,1922,151,247,90.25,70.24,6793,1418977817.94,441393867.38,12,3,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2024-12-12
2016,GR,NL7,B,MICRO,1770,194,223,82.95,64.61,8851,1310142085.98,567635824.88,14,7,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-12-28
2017,MT,BG40,G,LARGE,1755,166,131,87.9,69.41,25112,7981371675.99,2220507198.98,30,14,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-12-08
2018,ES,PL50,L,MEDIUM,1984,104,164,62.88,28.06,6458,1879757946.89,862898229.92,36,10,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-05-31
2019,CZ,LT887,Q,SMALL,1813,191,220,70.6,57.98,2694,470145590.68,170204568.33,31,13,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2026-02-18
2020,HU,SI332,A,MICRO,2154,130,83,77.38,50.05,23675,1082375460.64,485058445.18,6,1,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-03-20
2021,NL,ES269,F,LARGE,1933,65,202,86.7,64.64,6497,1769668030.98,680310479.72,23,7,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2025-04-15
2022,SE,DK61,K,MEDIUM,1749,142,184,66.15,35.82,5711,477906571.98,152192256.39,27,12,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-03-15
2023,DK,SI793,P,SMALL,2207,191,74,58.75,40.44,8731,1184304763.82,229358169.45,36,9,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-07-15
2024,IE,LV714,U,MICRO,1888,232,106,94.72,70.48,30951,2782833970.36,863618269.63,5,1,VAT_REGISTER,0,FLASH,bd_9bd_sz_cl_r2e,2025-06-12
2025,PL,LU69,E,LARGE,1959,270,142,71.0,48.43,28950,2100255745.59,396838108.56,37,12,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-03-02
2026,AT,EE360,J,MEDIUM,1906,281,144,66.36,45.34,22780,6402217534.59,2765213128.85,15,3,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2025-03-16
2010,EE,SK27,O,SMALL,2239,329,205,59.1,37.0,34228,3827278890.91,862021832.8,5,2,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2024-12-09
2011,IT,DK13,T,MICRO,1901,278,133,87.83,55.38,7219,2185986344.73,837152215.66,29,16,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2025-06-16
2012,PT,ES514,D,LARGE,1842,85,205,71.45,43.37,18854,2933797935.05,1398619699.15,23,4,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-05-17
2013,BE,SK487,I,MEDIUM,2090,167,189,72.94,56.53,37564,7717368664.7,3784800424.77,10,4,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-12-19
2014,FI,CZ233,N,SMALL,1994,64,80,69.28,40.05,15582,780373539.89,357339384.42,5,0,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-04-06
2015,LV,PT691,S,MICRO,1959,107,141,60.32,52.05,20592,5377855625.37,1570530098.78,27,11,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2024-06-18
2016,RO,PT532,C,LARGE,1779,142,185,62.62,47.33,2949,323564432.24,74914674.23,12,5,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-02-16
2017,BG,BE193,H,MEDIUM,1912,144,208,84.96,55.16,13520,2309460631.57,1074052022.87,28,11,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2024-09-06
2018,FR,IE24,M,SMALL,1923,147,119,85.83,53.39,6325,1810437367.67,664403977.59,32,18,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-12-25
2019,LT,BG950,R,MICRO,1789,277,190,70.39,45.95,25312,5740825602.51,1662053941.1,9,2,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-10-30
2020,SK,ES9,B,LARGE,2027,140,160,82.74,64.45,7538,1678217767.59,586833361.15,36,8,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-06-05
2021,HR,AT56,G,MEDIUM,2267,194,298,72.58,41.5,28406,7876539467.95,1860050535.32,30,16,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2024-12-05
2022,DE,MT29,L,SMALL,1789,57,207,72.26,39.1,25389,4190671152.0,1598436947.17,21,10,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2024-12-22
2023,LU,LV65,Q,MICRO,1772,120,136,61.96,29.32,5214,1595877128.42,508282500.04,32,15,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2025-12-29
2024,SI,LU224,A,LARGE,1828,132,163,94.89,78.35,21688,3329626820.26,699904711.23,30,16,SOCIAL_SECURITY_REGISTER,0,FIRST,bd_9bd_sz_cl_r2b,2024-04-24
2025,CY,FI7,F,MEDIUM,1757,227,98,82.92,67.22,15792,2758855090.31,890763600.59,6,2,NATIONAL_BUSINESS_REGISTER,0,SECOND,bd_9bd_sz_cl_r2,2025-12-18
2026,GR,PL5,K,SMALL,2207,129,286,58.46,49.06,39061,11752755106.34,3313085394.43,17,6,EU_BUSINESS_REGISTER_NETWORK,0,BENCHMARK,bd_9bd_sz_cl_r2f,2024-02-26
2010,MT,BE33,P,MICRO,2220,328,149,81.4,53.94,38603,3845455156.48,1058999020.56,16,4,VAT_REGISTER,1,FLASH,bd_9bd_sz_cl_r2e,2024-05-22
2011,ES,ES7,U,LARGE,2319,247,210,56.27,46.97,35927,3638956974.2,1022513243.97,30,15,MIXED_SOURCE,0,FIRST,bd_9bd_sz_cl_r2d,2025-07-02
2012,CZ,SE346,E,MEDIUM,1765,200,103,55.9,30.29,5725,1205497221.82,575842947.58,29,7,SOCIAL_SECURITY_REGISTER,0,SECOND,bd_9bd_sz_cl_r2b,2026-02-16
2013,HU,ES356,J,SMALL,1781,72,37,90.9,76.83,6751,1966707706.74,665230269.6,11,6,NATIONAL_BUSINESS_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2,2025-11-19
2014,NL,PL87,O,MICRO,2022,233,186,67.26,36.73,9003,920096690.49,247828806.38,25,13,EU_BUSINESS_REGISTER_NETWORK,0,FLASH,bd_9bd_sz_cl_r2f,2026-02-10
2015,SE,HU842,T,LARGE,2249,141,48,74.55,40.95,3844,1127418342.13,462866533.94,15,6,VAT_REGISTER,0,FIRST,bd_9bd_sz_cl_r2e,2024-09-13
2016,DK,BE2,D,MEDIUM,1911,214,232,67.58,33.97,13475,4219577814.59,2131339726.43,35,20,MIXED_SOURCE,0,SECOND,bd_9bd_sz_cl_r2d,2025-02-19
2017,IE,IE62,I,SMALL,2258,213,236,69.13,56.91,7450,553501008.77,120864009.13,37,20,SOCIAL_SECURITY_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2b,2025-11-09
2018,PL,FI78,N,MICRO,1870,107,132,76.59,63.52,15816,1852109555.86,571903755.46,11,3,NATIONAL_BUSINESS_REGISTER,0,FLASH,bd_9bd_sz_cl_r2,2025-04-05
2019,AT,HR16,S,LARGE,1991,221,91,91.31,69.83,29069,3017863027.02,735532440.88,28,10,EU_BUSINESS_REGISTER_NETWORK,0,FIRST,bd_9bd_sz_cl_r2f,2024-07-05
2020,EE,MT87,C,MEDIUM,2180,215,302,91.3,69.02,3754,753209775.32,232211561.06,32,9,VAT_REGISTER,0,SECOND,bd_9bd_sz_cl_r2e,2025-09-04
2021,IT,RO2,H,SMALL,2270,251,299,55.44,31.36,18366,4975860853.86,2498047505.15,39,23,MIXED_SOURCE,0,BENCHMARK,bd_9bd_sz_cl_r2d,2025-08-10
2022,PT,SI858,M,MICRO,2262,201,298,57.13,37.93,37050,1940536380.63,619016231.23,43,16,SOCIAL_SECURITY_REGISTER,0,FLASH,bd_9bd_sz_cl_r2b,2024-10-25
2023,BE,SI5,R,LARGE,1926,84,199,66.15,46.79,12587,2841871344.66,715465294.91,13,5,NATIONAL_BUSINESS_REGISTER,0,FIRST,bd_9bd_sz_cl_r2,2025-01-22
2024,FI,LT100,B,MEDIUM,2179,74,193,94.54,74.77,9654,1581492192.44,496350713.92,11,3,EU_BUSINESS_REGISTER_NETWORK,0,SECOND,bd_9bd_sz_cl_r2f,2025-01-14
2025,LV,LT371,G,SMALL,2268,206,251,94.01,60.33,35672,5863970300.58,1280060035.81,32,15,VAT_REGISTER,0,BENCHMARK,bd_9bd_sz_cl_r2e,2025-11-01
2026,RO,SI4,L,MICRO,2009,193,280,63.65,35.15,6676,1028725477.94,257121289.14,27,8,MIXED_SOURCE,0,FLASH,bd_9bd_sz_cl_r2d,2024-08-22
