edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_inr,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_nic,edu_credential_occupation_alignment_nco,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2021-Q1,TP93998,LicensePrep,NSQF_4,1216,120236.51,930,55.06,19.73,124235.29,50,779383,N,N,Y,92.69,68,N,Y,85.08
2018-Q2,TP74579,Apprenticeship,NSQF_6,1784,64161.01,2185,87.51,76.17,89134.97,73,269154,N,Y,Y,90.74,32,Y,N,38.77
2017-Q2,TP16135,LicensePrep,NSQF_2,1342,231064.61,2121,77.95,70.7,110426.36,20,238732,N,Y,N,9.63,58,Y,Y,88.15
2021-Q3,TP92152,SkillBadge,NSQF_5,865,140383.99,760,56.17,27.93,86723.83,85,360923,Y,N,Y,26.24,3,Y,Y,93.19
2021-Q2,TP63775,Apprenticeship,NSQF_7,1634,172404.2,1045,86.79,56.3,21582.43,01,430067,N,Y,Y,10.02,25,Y,N,24.95
2024-Q3,TP69323,LicensePrep,NSQF_1,813,176187.6,441,87.67,25.26,126693.51,49,991184,N,Y,N,23.97,29,N,Y,64.93
2020-Q2,TP93402,MicroCredential,NSQF_5,248,11303.06,1215,86.23,40.77,84165.06,92,540618,Y,N,Y,17.8,89,Y,N,74.65
2022-Q2,TP18530,SkillBadge,NSQF_3,1517,219583.64,1875,70.38,20.73,61099.45,60,938743,N,Y,N,33.91,45,N,Y,23.69
2021-Q3,TP89792,Diploma,NSQF_3,20,157168.49,1305,62.35,14.06,69034.71,25,397942,Y,Y,Y,32.77,4,Y,N,28.55
2020-Q4,TP35114,SkillBadge,NSQF_6,1716,149856.52,2067,97.36,13.97,106219.1,54,743097,Y,Y,N,5.16,67,Y,N,87.01
2022-Q3,TP42602,Diploma,NSQF_4,736,193724.22,121,14.05,29.03,118370.22,27,800921,N,Y,N,39.97,58,Y,N,21.95
2017-Q2,TP82328,Diploma,NSQF_3,834,86251.69,758,55.82,9.34,81595.32,30,741313,Y,N,Y,40.87,6,N,Y,50.7
2024-Q3,TP75110,Apprenticeship,NSQF_2,208,140107.87,706,86.1,47.67,136100.92,07,249515,N,Y,N,64.31,6,N,Y,53.21
2021-Q2,TP75988,MicroCredential,NSQF_1,71,144103.54,884,57.37,88.0,90255.77,93,471617,N,N,N,31.6,54,N,N,76.74
2017-Q2,TP43551,Apprenticeship,NSQF_7,1551,56800.49,672,91.18,60.71,74529.15,03,793085,N,N,Y,20.39,0,Y,N,77.57
2021-Q3,TP49371,Apprenticeship,NSQF_2,629,89856.82,700,59.83,92.53,22245.28,96,658419,N,N,Y,12.39,23,Y,N,32.27
2023-Q3,TP51893,Diploma,NSQF_1,604,245642.39,997,98.91,55.2,36002.82,74,376147,N,Y,N,74.38,19,N,Y,90.12
2016-Q4,TP16496,Apprenticeship,NSQF_2,288,30977.29,501,43.57,69.58,79234.96,59,690989,N,N,N,1.74,40,Y,N,71.9
2020-Q1,TP17621,LicensePrep,NSQF_6,1159,22845.91,1612,86.16,30.2,13479.76,25,462215,Y,N,N,71.87,41,Y,N,3.14
2025-Q2,TP57718,Certificate,NSQF_2,521,135789.17,399,63.74,31.82,119880.87,18,344995,Y,N,Y,17.91,9,N,Y,93.04
2021-Q4,TP88693,Certificate,NSQF_6,1002,198906.29,80,9.16,5.44,107974.62,68,180782,N,Y,N,53.79,53,N,Y,85.35
2023-Q4,TP99823,MicroCredential,NSQF_2,1767,238221.2,140,19.1,73.41,119806.67,33,894563,N,N,Y,10.62,23,Y,N,82.47
2020-Q2,TP52199,Diploma,NSQF_2,1329,119916.6,167,47.44,89.1,47525.65,17,688345,N,N,Y,78.62,113,N,N,74.29
2023-Q3,TP25765,Certificate,NSQF_5,479,65006.46,117,16.2,80.06,120189.83,43,755580,Y,Y,N,57.26,102,Y,N,90.85
2024-Q4,TP18863,Apprenticeship,NSQF_2,1287,9067.71,657,51.57,76.32,55106.36,92,262771,Y,N,N,2.69,43,N,N,42.07
2020-Q1,TP46902,SkillBadge,NSQF_3,534,211299.71,2382,78.02,46.56,15542.45,60,824502,N,N,N,16.53,35,Y,N,7.22
2017-Q3,TP23618,LicensePrep,NSQF_3,1369,16459.62,1979,81.51,29.98,21959.46,65,677059,Y,N,N,4.05,57,Y,N,46.31
2016-Q4,TP27648,SkillBadge,NSQF_1,1134,244235.05,1866,85.17,66.58,22817.09,39,595107,Y,Y,Y,68.62,0,Y,Y,83.99
2023-Q4,TP34891,LicensePrep,NSQF_3,98,150973.82,257,45.33,90.37,89919.39,67,591207,N,N,Y,46.54,34,Y,N,11.56
2022-Q1,TP43198,Diploma,NSQF_6,888,60593.46,1989,72.56,93.19,64356.41,73,227568,N,Y,Y,53.25,24,Y,Y,73.84
2022-Q3,TP22629,MicroCredential,NSQF_6,1761,85174.8,1641,68.43,10.21,127108.24,73,034508,N,N,Y,93.23,0,N,N,19.11
2021-Q3,TP48636,Certificate,NSQF_6,1283,151525.9,411,61.99,38.14,67479.3,14,405874,N,Y,N,63.97,117,N,Y,99.24
2024-Q2,TP94284,Diploma,NSQF_7,834,128737.16,2346,89.3,74.73,84740.67,19,513718,Y,N,Y,26.99,52,N,N,12.55
2022-Q2,TP53875,Certificate,NSQF_6,1799,219395.3,455,50.84,67.44,110595.77,41,147507,N,N,N,81.04,107,Y,Y,17.82
2025-Q1,TP53876,Apprenticeship,NSQF_2,1692,244960.32,1113,69.39,27.67,7506.75,55,379605,N,Y,Y,43.73,91,N,Y,16.68
2023-Q2,TP79510,Apprenticeship,NSQF_2,1423,69560.59,1685,91.98,38.49,22450.27,78,117048,N,N,Y,6.86,101,N,Y,43.96
2020-Q1,TP66447,SkillBadge,NSQF_1,532,181190.71,432,85.54,64.52,54290.22,54,470832,N,Y,N,55.02,89,N,N,80.91
2024-Q1,TP73491,MicroCredential,NSQF_7,1497,184545.82,1201,87.99,69.74,7117.35,80,712385,Y,N,Y,56.93,116,Y,N,39.1
2020-Q4,TP45512,Diploma,NSQF_7,164,191828.03,2122,78.71,48.67,109600.66,71,567637,N,Y,Y,26.39,98,Y,Y,87.83
2019-Q3,TP98069,LicensePrep,NSQF_7,592,161987.35,1004,55.78,22.45,103033.17,16,796645,N,N,Y,82.08,99,N,N,70.03
2020-Q4,TP15450,Certificate,NSQF_5,544,135730.33,938,60.87,9.56,73712.74,88,033903,Y,Y,Y,62.36,89,Y,Y,77.44
2022-Q3,TP35960,LicensePrep,NSQF_6,361,173342.72,68,13.6,64.31,84830.75,13,317847,Y,Y,Y,61.29,14,N,Y,46.04
2024-Q4,TP91723,Apprenticeship,NSQF_1,1545,150692.7,1729,73.42,52.6,19674.36,54,701546,Y,N,Y,90.56,120,Y,Y,71.74
2019-Q3,TP39815,Apprenticeship,NSQF_7,1366,30275.05,909,57.24,14.69,95632.16,45,369137,N,Y,N,86.66,119,Y,Y,32.51
2024-Q4,TP22404,Apprenticeship,NSQF_2,1611,233969.92,1142,65.26,45.46,95372.95,92,009500,Y,N,N,35.3,88,N,Y,48.85
2025-Q1,TP25818,Certificate,NSQF_7,135,23208.86,549,44.6,17.13,100929.86,34,942943,N,Y,N,57.97,41,Y,Y,94.18
2022-Q2,TP31485,Diploma,NSQF_4,727,216849.49,1271,74.28,62.48,121888.74,57,065704,Y,N,N,69.12,33,N,N,91.22
2019-Q2,TP45840,Diploma,NSQF_2,1630,55671.21,1117,76.14,49.1,78164.59,56,813971,Y,N,N,14.45,29,Y,N,28.58
2019-Q3,TP43967,Certificate,NSQF_4,60,151920.62,1418,64.69,44.92,54813.46,46,329158,N,Y,N,3.96,50,N,Y,39.9
2021-Q1,TP68037,SkillBadge,NSQF_7,309,165959.31,331,57.07,33.57,98363.51,20,292387,N,Y,N,22.33,26,Y,N,19.87
2025-Q3,TP27489,Diploma,NSQF_4,1641,38182.86,583,43.15,33.72,30614.46,69,298560,Y,Y,N,13.83,59,Y,N,69.92
2016-Q1,TP46288,MicroCredential,NSQF_5,1636,28645.06,1192,64.5,19.98,43282.15,14,615254,N,N,Y,69.54,5,N,N,57.87
2022-Q3,TP61435,Diploma,NSQF_1,1232,213423.12,1953,80.74,50.68,30028.57,43,730439,N,Y,Y,66.54,112,N,N,61.53
2020-Q1,TP98676,Certificate,NSQF_6,984,216589.25,53,64.63,85.67,80357.43,29,574318,Y,N,Y,27.25,92,N,Y,25.76
2017-Q1,TP92778,Apprenticeship,NSQF_7,152,197458.74,1191,84.41,43.99,11180.72,19,011939,N,N,N,87.07,39,Y,N,14.38
2025-Q1,TP86173,Diploma,NSQF_3,937,56553.22,1070,81.18,62.28,109140.08,30,450917,Y,Y,Y,29.51,62,Y,Y,15.3
2023-Q4,TP23407,Apprenticeship,NSQF_3,1569,240563.38,2102,78.03,93.45,59906.22,10,127457,Y,N,Y,74.33,2,Y,N,16.39
2020-Q1,TP32379,Apprenticeship,NSQF_4,706,216985.6,1966,99.34,65.71,22786.06,06,754025,N,N,N,77.25,18,N,N,59.58
2023-Q2,TP17457,Apprenticeship,NSQF_7,478,174863.45,1565,68.76,90.77,64527.45,46,857974,Y,N,N,10.24,27,N,N,63.44
2020-Q3,TP42292,Apprenticeship,NSQF_3,1580,167265.96,330,55.65,36.61,48193.2,70,347508,Y,N,N,86.13,120,N,Y,88.77
2022-Q2,TP84409,MicroCredential,NSQF_3,1425,1065.8,1850,73.85,1.65,132604.54,90,643078,N,Y,N,30.28,27,Y,N,5.74
2016-Q3,TP18585,Apprenticeship,NSQF_2,302,178528.27,1201,91.4,80.2,129676.74,85,437938,Y,N,Y,52.48,12,Y,Y,81.65
2021-Q3,TP75198,MicroCredential,NSQF_7,387,224002.64,2122,98.7,27.89,103261.84,87,475483,Y,N,Y,73.88,117,N,Y,77.92
2020-Q3,TP25184,Apprenticeship,NSQF_6,1622,84057.26,1229,89.77,72.12,14887.15,13,925121,N,N,N,70.89,37,Y,N,19.46
2017-Q4,TP93896,Apprenticeship,NSQF_4,1611,93791.61,728,78.62,91.72,102081.51,41,058944,N,N,N,39.13,87,Y,Y,21.03
2024-Q3,TP69063,Certificate,NSQF_7,937,180786.57,285,35.8,92.32,71262.01,70,481987,N,Y,Y,74.86,97,N,Y,49.86
2023-Q3,TP60986,Diploma,NSQF_3,363,127121.35,2403,80.85,2.08,27242.7,89,856628,N,Y,Y,1.0,22,Y,Y,91.57
2022-Q3,TP67292,Certificate,NSQF_2,1193,230381.74,2351,87.92,52.36,26281.37,51,206002,N,N,Y,90.29,81,Y,Y,5.62
2024-Q4,TP45273,Certificate,NSQF_7,220,162991.92,1656,82.14,47.28,126124.17,76,536839,Y,N,Y,61.17,50,N,Y,35.14
2020-Q1,TP47128,Certificate,NSQF_1,926,9773.41,2457,85.58,38.56,131286.16,09,744733,N,Y,N,89.79,83,N,N,2.59
2016-Q1,TP86817,SkillBadge,NSQF_3,490,195664.1,1635,88.67,63.73,120463.51,91,584204,Y,Y,Y,30.06,78,N,N,70.0
2019-Q1,TP66487,SkillBadge,NSQF_1,262,239444.39,2090,99.81,46.06,92298.86,75,575966,N,Y,N,46.38,60,Y,N,45.66
2018-Q1,TP34320,LicensePrep,NSQF_6,117,135747.08,767,55.18,63.84,90452.65,04,079076,Y,N,N,48.13,81,N,N,32.19
2016-Q4,TP74605,MicroCredential,NSQF_4,1530,163170.41,1354,68.49,62.93,94203.23,28,138573,N,Y,Y,21.43,45,Y,Y,12.42
2020-Q4,TP42727,Diploma,NSQF_5,1227,187311.03,892,73.84,23.76,45756.62,50,142843,N,Y,N,33.14,40,N,N,5.3
2025-Q1,TP34359,LicensePrep,NSQF_2,392,193948.17,2107,87.72,35.23,110589.77,55,220206,Y,N,N,45.51,24,N,Y,57.35
2019-Q1,TP72169,SkillBadge,NSQF_3,1279,161160.85,1075,61.92,63.8,110699.26,58,239993,Y,Y,N,6.86,17,N,N,15.15
2018-Q4,TP16743,SkillBadge,NSQF_3,78,144362.46,2257,89.35,9.03,17971.08,71,405519,Y,Y,N,33.89,19,Y,N,61.05
2022-Q4,TP47272,Certificate,NSQF_5,1150,108643.29,1198,71.35,37.6,82851.3,97,165918,Y,N,Y,60.77,84,N,Y,91.02
2020-Q3,TP27926,Certificate,NSQF_7,741,119895.77,183,30.25,52.05,14189.04,54,955227,N,N,Y,98.16,44,N,N,18.37
2020-Q4,TP13527,LicensePrep,NSQF_2,317,104700.42,793,82.35,23.5,81583.69,11,232477,Y,N,Y,78.41,93,Y,Y,40.96
2016-Q4,TP50147,Certificate,NSQF_1,46,244533.88,1011,82.46,45.66,56919.43,04,356533,Y,N,N,33.75,56,N,Y,37.23
2018-Q1,TP24374,Certificate,NSQF_6,1398,108158.9,0,0.0,92.5,20558.63,74,906257,Y,N,N,25.02,96,N,Y,92.71
2020-Q3,TP82448,SkillBadge,NSQF_2,247,84549.83,1750,78.69,62.9,33424.11,94,125845,Y,Y,Y,3.35,5,N,N,89.58
2025-Q2,TP29271,Certificate,NSQF_4,447,178078.14,201,20.57,2.96,60107.06,74,813891,N,Y,N,66.67,20,Y,N,84.34
2018-Q2,TP93792,Apprenticeship,NSQF_2,771,159318.31,897,70.57,44.05,112611.59,90,299041,Y,N,N,68.7,42,Y,Y,98.94
2022-Q2,TP11973,Apprenticeship,NSQF_2,41,17562.2,1368,93.89,17.03,132265.93,31,726643,Y,Y,N,36.18,85,Y,Y,22.32
2020-Q2,TP90337,Certificate,NSQF_1,1521,218810.87,1509,68.31,64.34,73287.79,34,030642,N,Y,N,41.55,104,Y,N,93.64
2023-Q1,TP39694,LicensePrep,NSQF_1,939,132422.22,2395,89.23,31.17,93841.68,93,781281,Y,N,Y,31.32,9,N,Y,94.78
2020-Q3,TP95527,Apprenticeship,NSQF_3,199,227507.55,2224,87.46,40.03,120417.66,05,633628,Y,Y,Y,2.93,106,Y,N,18.65
2019-Q4,TP54960,LicensePrep,NSQF_6,1146,43077.56,688,49.5,7.49,99444.26,20,238336,Y,N,N,67.62,43,Y,Y,78.93
2024-Q1,TP24930,Certificate,NSQF_1,63,173058.54,1381,69.89,41.5,25821.44,37,756219,Y,N,Y,40.07,44,N,Y,82.81
2021-Q1,TP96494,LicensePrep,NSQF_5,1674,83659.99,1886,82.47,58.84,100127.94,19,061909,Y,N,Y,50.63,69,Y,Y,8.54
2016-Q2,TP72578,Diploma,NSQF_7,426,97961.6,1391,89.34,11.75,70416.79,34,823878,N,N,Y,67.68,44,Y,N,92.76
2021-Q2,TP54799,Diploma,NSQF_7,383,202349.88,1051,86.93,89.48,98581.78,27,512273,N,N,Y,40.64,31,N,N,76.45
2019-Q2,TP74575,SkillBadge,NSQF_7,1520,120308.07,857,98.17,59.36,36603.57,30,984234,Y,Y,Y,75.98,58,N,Y,15.38
2025-Q4,TP15722,Diploma,NSQF_7,557,237475.09,404,35.63,7.27,89198.02,70,471705,Y,N,Y,78.69,25,Y,Y,62.86
2018-Q4,TP76831,MicroCredential,NSQF_2,838,109383.97,433,57.28,27.96,7713.39,88,798281,N,N,Y,24.88,62,Y,N,43.34
2018-Q4,TP35497,Diploma,NSQF_1,1716,83233.34,674,64.25,66.05,137723.64,49,567618,Y,Y,N,39.99,35,Y,N,25.93
2016-Q2,TP89258,Apprenticeship,NSQF_1,857,249047.27,652,45.06,44.55,60387.37,67,824635,N,N,Y,72.67,109,N,Y,37.66
2022-Q3,TP13649,Diploma,NSQF_4,1611,40814.5,96,61.54,93.36,38939.02,29,762964,Y,Y,Y,47.57,116,Y,Y,60.94
2025-Q3,TP81883,MicroCredential,NSQF_6,590,171434.84,1241,72.66,65.64,38065.25,82,218077,Y,Y,N,12.55,54,Y,N,70.21
2025-Q1,TP71165,LicensePrep,NSQF_5,1094,203708.17,365,65.53,0.4,50243.07,24,494466,Y,Y,Y,81.54,91,N,N,96.3
2018-Q3,TP67763,SkillBadge,NSQF_1,604,167485.16,679,60.3,68.36,128046.9,24,435181,Y,N,Y,9.11,102,N,Y,93.51
2022-Q2,TP28301,Certificate,NSQF_7,1276,45442.54,146,38.83,24.82,65475.51,71,641813,N,Y,N,68.91,0,Y,N,62.77
2023-Q3,TP60370,SkillBadge,NSQF_1,1218,43843.44,848,90.99,55.92,73037.63,82,093391,Y,N,Y,35.03,45,Y,N,10.6
2018-Q4,TP65152,Certificate,NSQF_3,1780,180387.33,1373,81.34,73.06,117866.17,10,264472,N,N,N,76.4,32,N,Y,84.1
2017-Q1,TP24156,Diploma,NSQF_7,180,183254.44,1658,91.2,55.79,56334.41,62,125075,Y,Y,N,43.29,41,N,N,10.21
2025-Q1,TP94122,Apprenticeship,NSQF_5,746,10507.32,1174,92.08,85.47,65857.87,81,422314,Y,Y,Y,70.0,74,N,Y,92.9
2019-Q2,TP31749,SkillBadge,NSQF_4,1471,43827.56,2210,94.36,23.62,6183.06,97,804136,Y,N,N,64.58,66,N,N,26.88
2024-Q4,TP93157,Certificate,NSQF_6,996,237758.89,2224,87.7,16.5,36119.81,60,465292,Y,N,N,38.27,112,N,N,61.36
2024-Q3,TP70955,MicroCredential,NSQF_1,584,179119.89,1354,96.71,77.21,48824.46,20,583514,N,Y,Y,35.12,45,Y,Y,13.06
2020-Q1,TP31256,Diploma,NSQF_6,341,37105.27,1706,93.48,45.17,43719.26,81,404175,Y,N,N,15.44,114,N,Y,42.5
2022-Q3,TP93480,Diploma,NSQF_2,206,234921.47,320,93.84,25.06,63955.55,35,577069,Y,N,N,85.76,73,N,Y,15.72
2018-Q1,TP32903,Certificate,NSQF_2,24,32694.04,2237,74.74,49.01,35928.24,58,191513,N,N,N,23.17,5,Y,Y,93.94
2017-Q4,TP50956,MicroCredential,NSQF_1,1391,222743.99,2324,81.83,74.59,69459.64,85,497573,N,N,Y,15.51,100,N,N,75.24
2023-Q3,TP92672,SkillBadge,NSQF_1,791,193461.39,623,64.43,15.06,55398.53,88,468992,Y,N,N,36.35,36,N,N,69.03
2023-Q1,TP90220,MicroCredential,NSQF_6,882,19580.92,57,44.88,58.99,68594.27,94,887916,Y,Y,Y,89.24,45,Y,N,42.77
2016-Q1,TP67761,Diploma,NSQF_5,1519,117144.38,1397,88.19,58.88,127228.08,83,333489,Y,Y,Y,27.2,63,N,Y,73.26
2025-Q4,TP97929,SkillBadge,NSQF_7,1091,184096.62,958,87.57,46.64,68948.46,62,174550,Y,N,Y,48.8,14,N,N,40.97
2023-Q2,TP88203,Apprenticeship,NSQF_1,329,73973.26,194,36.88,20.05,27746.07,60,002686,N,N,Y,94.53,115,N,N,17.08
2023-Q3,TP23289,LicensePrep,NSQF_1,580,67822.2,661,46.98,72.68,74773.93,49,101237,N,N,N,3.84,50,Y,N,49.35
2021-Q3,TP54933,LicensePrep,NSQF_5,889,185729.61,2006,77.36,47.04,46399.94,85,457034,N,N,Y,38.97,120,N,N,41.49
2020-Q1,TP76103,Apprenticeship,NSQF_6,1618,103748.29,731,85.7,79.96,124116.67,85,135410,Y,N,N,6.65,1,Y,Y,17.56
2024-Q2,TP34395,Apprenticeship,NSQF_6,157,203052.03,332,46.83,78.32,31471.17,07,646418,Y,Y,Y,68.81,80,Y,N,2.51
2019-Q3,TP63670,Apprenticeship,NSQF_7,1396,197205.36,237,22.99,51.91,106601.15,54,903745,N,Y,Y,86.63,56,N,N,60.29
2016-Q4,TP16033,LicensePrep,NSQF_6,1352,27818.07,1601,72.91,5.77,46096.55,63,451639,Y,Y,N,68.16,3,N,Y,25.36
2023-Q3,TP64427,MicroCredential,NSQF_7,1417,160031.52,152,16.36,67.15,97538.9,79,028685,Y,N,Y,31.55,88,Y,Y,17.24
2024-Q2,TP59362,Apprenticeship,NSQF_4,534,229965.27,2138,85.79,88.87,43366.4,04,478611,N,N,Y,68.51,88,N,N,26.76
2022-Q4,TP33041,Certificate,NSQF_3,368,54682.36,1731,73.94,4.01,50369.17,58,100780,N,Y,Y,77.07,70,Y,N,99.81
2018-Q1,TP63636,Certificate,NSQF_3,760,156423.05,938,84.66,71.62,63399.28,04,137448,Y,Y,N,87.99,93,N,N,90.69
2017-Q1,TP68526,LicensePrep,NSQF_4,915,228841.25,1685,85.1,69.22,125955.31,62,440595,N,N,Y,64.12,58,N,N,41.25
2024-Q3,TP52094,Apprenticeship,NSQF_7,145,84696.4,2460,84.62,94.22,121219.67,90,125710,Y,Y,Y,20.02,42,N,Y,46.91
2016-Q2,TP93767,Diploma,NSQF_2,20,201798.82,862,87.87,35.52,78342.77,93,144513,Y,N,Y,29.0,89,Y,Y,87.18
2025-Q4,TP24243,SkillBadge,NSQF_6,232,221959.48,836,97.32,51.49,127388.86,40,425734,Y,N,N,63.5,69,N,N,27.04
2017-Q3,TP14877,Apprenticeship,NSQF_7,1447,142335.97,52,7.02,14.4,28824.09,63,096235,N,N,N,47.15,22,Y,Y,38.21
2023-Q4,TP58230,LicensePrep,NSQF_6,1237,119353.36,1317,77.7,42.49,14346.29,07,090036,N,Y,N,59.33,7,N,N,18.24
2016-Q2,TP29468,SkillBadge,NSQF_7,11,72391.19,2399,98.52,18.36,18919.13,04,904376,Y,Y,N,2.99,57,Y,Y,35.79
2019-Q3,TP58073,MicroCredential,NSQF_1,230,42617.69,2384,87.91,24.9,122244.09,70,674829,Y,Y,N,77.01,43,Y,Y,98.63
2025-Q3,TP51726,Certificate,NSQF_5,1211,241507.1,1480,81.45,34.53,97995.38,14,959588,N,N,N,62.12,15,Y,Y,82.31
2020-Q3,TP68228,Diploma,NSQF_5,468,20477.69,253,73.33,56.95,130535.06,20,383021,N,Y,Y,39.7,45,N,N,6.86
2022-Q3,TP94448,LicensePrep,NSQF_6,1567,118525.04,1020,86.15,30.35,69521.2,02,747352,N,Y,N,45.06,8,Y,N,9.27
2022-Q4,TP15215,Diploma,NSQF_3,919,132199.95,2160,77.87,10.76,82246.84,97,880424,Y,Y,Y,63.72,1,N,N,64.28
2020-Q4,TP89019,SkillBadge,NSQF_2,1156,14685.17,1499,71.69,69.7,14229.9,51,615404,Y,Y,Y,55.32,81,N,Y,73.11
2025-Q2,TP13401,SkillBadge,NSQF_2,1444,249892.18,285,89.62,12.13,53492.45,54,207641,Y,N,N,22.27,33,Y,N,40.5
2025-Q3,TP69086,LicensePrep,NSQF_7,1106,224224.21,107,11.86,8.5,129310.18,89,766769,N,Y,Y,18.42,90,Y,Y,16.5
2017-Q3,TP37071,Certificate,NSQF_2,159,232306.86,1431,88.33,33.68,81488.52,20,642443,Y,N,Y,75.8,48,N,Y,63.57
2020-Q1,TP26972,Apprenticeship,NSQF_4,256,182866.39,2431,79.11,37.01,109058.2,66,410715,N,Y,N,40.4,18,Y,Y,8.21
2023-Q2,TP11964,LicensePrep,NSQF_6,329,21343.71,431,43.62,57.72,60894.63,58,203806,Y,Y,Y,36.06,57,Y,Y,89.38
2023-Q2,TP23384,SkillBadge,NSQF_4,1369,8529.18,133,18.14,29.87,62536.35,29,635381,Y,Y,N,41.01,118,N,Y,56.77
2022-Q2,TP21234,LicensePrep,NSQF_6,1621,48689.77,1696,70.37,54.89,134007.81,60,040624,Y,Y,N,48.73,118,N,Y,94.46
2018-Q2,TP57308,Diploma,NSQF_5,1235,27541.47,1703,96.71,54.09,83373.89,08,625328,N,Y,N,73.81,78,Y,Y,87.99
2019-Q1,TP82549,Apprenticeship,NSQF_4,1154,107973.28,1139,64.72,78.35,101227.79,37,518467,Y,N,Y,76.6,81,N,N,78.61
2024-Q1,TP84861,Apprenticeship,NSQF_7,859,80506.93,1102,95.74,60.41,86864.79,40,783194,N,Y,N,97.01,26,Y,N,79.9
2023-Q1,TP99423,Diploma,NSQF_2,141,196609.25,2407,96.51,68.54,136671.17,72,563087,N,N,Y,63.35,14,N,Y,82.81
2017-Q3,TP46279,Apprenticeship,NSQF_3,1075,52742.63,2167,78.06,9.26,73759.57,15,478300,N,Y,Y,37.76,96,N,N,47.96
2016-Q2,TP33408,MicroCredential,NSQF_3,886,231584.11,1774,88.52,41.54,126799.64,83,665982,Y,Y,N,14.63,115,N,Y,28.75
2016-Q4,TP23704,Apprenticeship,NSQF_3,680,39322.85,587,52.22,17.06,70331.19,45,573276,N,N,N,80.25,69,Y,Y,37.57
2023-Q4,TP27066,Certificate,NSQF_3,331,162839.65,35,5.72,25.15,55402.23,27,261073,N,N,N,65.79,107,Y,N,35.36
2020-Q2,TP80685,LicensePrep,NSQF_3,1560,140248.58,777,64.86,11.06,61530.47,88,027327,N,Y,Y,18.03,27,N,Y,34.47
2025-Q2,TP29907,Diploma,NSQF_3,1443,130754.71,1454,88.39,88.64,49865.55,44,873741,N,N,Y,48.49,51,N,N,66.86
2024-Q1,TP53097,LicensePrep,NSQF_5,1267,53292.66,1234,71.21,86.86,83032.03,33,557014,Y,N,N,61.17,85,Y,Y,12.66
2023-Q2,TP71096,Certificate,NSQF_3,239,187874.96,633,48.32,90.26,10772.57,12,332445,Y,Y,Y,69.72,98,Y,N,12.12
2025-Q1,TP34113,MicroCredential,NSQF_1,1386,22323.58,1691,75.56,32.35,18252.76,29,339061,Y,Y,Y,13.41,19,N,N,80.95
2018-Q3,TP61688,Diploma,NSQF_5,507,223411.22,127,35.88,50.14,131754.74,38,070219,N,Y,Y,85.71,13,Y,N,65.96
2018-Q4,TP93193,Certificate,NSQF_7,1165,13924.34,354,77.12,0.36,13901.98,41,651417,N,Y,Y,62.06,15,Y,N,13.54
2018-Q3,TP30609,Certificate,NSQF_2,573,69197.17,636,85.83,4.46,114619.69,15,947343,Y,N,N,79.66,47,Y,Y,22.39
2023-Q2,TP10889,MicroCredential,NSQF_6,144,206381.03,1625,83.98,9.21,76051.72,04,409549,Y,N,Y,61.64,88,N,N,79.03
2021-Q1,TP99475,SkillBadge,NSQF_1,238,147744.22,2487,77.91,32.85,54610.09,13,700280,Y,Y,Y,61.74,65,Y,N,65.05
2017-Q3,TP47085,Certificate,NSQF_4,621,72748.67,1545,81.62,18.18,74818.47,68,401916,N,Y,N,76.9,56,Y,Y,52.51
2017-Q4,TP99420,Certificate,NSQF_7,152,225576.07,2398,84.05,23.72,73028.65,98,096249,N,Y,N,31.38,15,Y,N,77.96
2016-Q4,TP34992,Diploma,NSQF_2,992,22703.42,267,29.5,58.56,57082.11,14,421486,Y,Y,Y,63.02,84,Y,N,0.86
2021-Q1,TP92483,MicroCredential,NSQF_2,232,138544.68,2419,93.58,91.27,92342.57,44,136338,N,Y,N,19.39,58,Y,N,69.16
2020-Q4,TP21805,MicroCredential,NSQF_3,705,125502.14,1068,82.98,87.09,9053.31,38,292661,N,Y,Y,82.57,116,N,N,6.1
2023-Q1,TP88478,MicroCredential,NSQF_6,1663,220142.42,353,33.33,24.18,29809.92,10,954500,Y,Y,N,42.07,37,Y,Y,52.67
2021-Q3,TP35313,SkillBadge,NSQF_6,92,30718.53,1553,87.2,34.31,12759.78,45,295100,Y,Y,N,98.36,70,N,N,23.42
2017-Q3,TP82986,Diploma,NSQF_3,1141,190138.39,80,12.94,13.93,112694.73,05,657018,Y,N,N,67.55,55,Y,Y,3.1
2018-Q3,TP52097,LicensePrep,NSQF_6,1700,146558.13,1829,88.31,61.33,33513.77,76,804356,Y,N,Y,68.68,114,N,N,76.42
2023-Q3,TP25430,SkillBadge,NSQF_1,676,168348.54,2351,82.64,74.87,83209.97,97,525522,Y,N,N,37.4,25,N,Y,83.73
2025-Q2,TP69544,MicroCredential,NSQF_4,873,93124.27,2196,79.48,87.38,40357.58,02,855828,N,Y,Y,72.08,43,N,N,89.07
