qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_km_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2025,SA5226,13.98,50,517.9,63,7.24,58,226806,215,110,710,20.21,19,204,126473,40.88,97.46,18.6,0.054
2019,SA3173,14.21,21,379.6,25,7.4,46,163435,194,41,563,38.58,63,172,88767,0.34,24.4,75.3,0.052
2022,SA4611,5.51,353,382.8,105,17.87,26,82482,83,53,634,47.62,71,451,198624,46.01,92.0,70.5,0.162
2023,SA2927,13.57,438,395.1,104,22.65,31,147456,193,41,745,68.31,73,151,118120,53.21,55.25,94.3,0.749
2021,SA5673,1.78,186,228.9,35,13.94,30,151440,186,120,743,8.56,77,232,246608,19.62,34.58,9.4,0.979
2026,SA5029,7.15,229,90.8,91,20.26,41,210076,195,78,296,34.8,63,612,24463,16.06,62.46,59.4,0.812
2018,SA3301,18.17,24,116.7,54,22.7,46,91074,115,81,319,78.87,78,489,68201,40.73,13.58,65.3,0.06
2017,SA2394,19.2,260,537.7,65,12.22,55,157477,220,22,209,27.02,43,453,30043,42.83,83.64,49.4,0.44
2019,SA6490,21.52,443,544.3,109,6.92,28,234386,144,3,771,24.33,46,480,82148,12.26,35.12,26.7,0.245
2024,SA9037,1.69,270,670.8,119,18.99,32,245279,180,105,236,52.94,65,437,8416,50.98,57.81,37.0,0.322
2019,SA6152,21.36,56,471.6,60,21.53,49,16310,179,114,637,5.3,1,438,238169,54.01,41.24,70.9,0.258
2022,SA1210,9.71,272,121.7,62,11.01,13,41461,187,113,872,45.06,51,79,243504,16.68,1.37,2.6,0.047
2024,SA4499,14.36,1,296.3,53,17.81,2,218376,11,71,242,2.33,36,359,239810,18.78,31.22,85.9,0.048
2020,SA5321,15.55,445,391.3,93,18.82,22,145206,40,67,420,0.89,14,356,102210,6.93,95.99,56.2,0.469
2018,SA5604,5.8,300,209.1,20,15.78,25,52184,116,71,359,23.39,68,73,152530,32.81,98.33,80.8,0.992
2022,SA3761,9.39,33,635.2,4,12.51,6,180020,237,43,697,77.87,17,499,143491,34.4,15.53,62.9,0.735
2017,SA1463,3.29,339,239.2,45,1.49,16,209896,211,19,771,21.07,56,428,115482,22.52,62.09,95.1,0.672
2021,SA1724,19.42,10,177.2,54,13.12,23,229027,108,23,672,12.57,36,396,194831,21.25,90.08,3.3,0.631
2025,SA6320,14.27,436,62.9,18,18.51,45,60844,159,4,843,16.62,6,489,183624,49.87,69.71,30.7,0.877
2016,SA7690,14.81,262,701.5,64,9.29,31,155102,96,35,401,53.9,32,81,82184,14.48,33.63,31.2,0.078
2022,SA7215,9.36,123,512.1,106,15.05,14,172082,122,49,430,21.69,38,323,249773,51.19,7.39,46.3,0.198
2025,SA2778,24.33,222,252.6,88,3.68,20,202728,153,41,511,67.97,66,305,146280,4.46,89.56,95.6,0.857
2021,SA7823,21.81,28,573.9,109,7.04,57,37877,115,39,264,62.94,76,485,146253,33.28,75.12,77.6,0.507
2022,SA6336,9.58,19,829.2,120,20.51,43,12471,217,16,553,26.99,20,420,169070,14.62,59.04,78.5,0.257
2021,SA4883,8.27,430,27.0,25,9.37,6,220378,17,101,606,66.72,59,107,247588,43.29,61.07,57.3,0.131
2024,SA1120,24.58,183,805.3,120,8.7,59,229705,214,53,18,8.53,51,213,179475,35.75,95.31,30.7,0.085
2021,SA7424,8.76,14,699.9,42,16.08,13,222753,129,19,761,34.89,66,237,68509,19.0,46.53,59.0,0.074
2018,SA9336,2.56,92,366.4,120,17.87,53,143254,74,78,150,52.23,61,33,101733,30.34,58.52,7.0,0.302
2025,SA6239,4.54,60,350.3,27,6.17,8,15320,49,89,236,28.42,68,376,170832,0.73,5.49,43.8,0.593
2026,SA6224,14.32,371,502.1,0,11.22,37,23836,235,2,895,1.72,41,136,99152,34.4,33.96,72.4,0.236
2019,SA6292,1.73,161,179.4,66,10.49,38,7850,222,38,368,42.45,43,49,4553,36.77,17.69,37.1,0.914
2017,SA6594,7.61,340,457.9,77,24.33,27,69979,84,111,698,50.39,28,417,199488,6.73,83.87,21.9,0.841
2020,SA5322,19.31,220,695.8,66,20.95,17,119393,14,113,893,72.77,43,502,219112,18.36,68.0,40.2,0.214
2025,SA8888,4.98,68,185.6,106,20.15,11,202347,161,34,294,46.4,15,343,47262,2.39,83.58,11.4,0.69
2023,SA2187,23.75,81,19.4,54,3.33,11,70858,119,28,161,2.02,1,558,149215,26.31,67.65,73.4,0.613
2022,SA8944,3.47,14,215.3,90,4.75,29,234901,189,23,241,35.17,17,263,200462,49.55,54.9,34.5,0.019
2020,SA4886,6.58,169,828.9,36,0.89,0,181487,91,26,272,35.84,77,350,12961,26.82,20.69,50.9,0.548
2017,SA7407,20.64,25,887.6,37,24.36,58,160978,20,12,354,42.02,31,525,51678,43.06,12.45,50.2,0.663
2017,SA5814,7.74,363,859.1,85,15.51,39,55978,245,21,3,33.05,22,169,105306,50.36,77.71,41.9,0.584
2026,SA2909,6.31,61,180.1,56,2.68,32,209658,25,87,791,44.43,48,584,46273,20.61,62.2,99.6,0.254
2024,SA6828,10.49,345,824.9,6,14.1,17,23652,44,23,287,11.8,18,365,219837,27.22,2.01,28.5,0.901
2023,SA9327,10.82,249,152.1,35,18.07,48,224903,0,117,756,37.03,73,416,38430,39.29,50.58,57.5,0.008
2021,SA2670,12.56,11,728.0,68,4.77,35,118314,73,7,200,0.74,18,278,84266,8.0,62.6,1.3,0.574
2026,SA5323,0.27,143,199.9,84,22.18,24,30309,142,73,413,45.67,10,498,89153,12.43,92.28,62.3,0.106
2026,SA4787,0.59,338,358.2,26,8.96,30,59227,152,48,709,75.8,6,581,94114,5.97,59.92,39.7,0.902
2024,SA5880,12.69,152,375.3,5,12.55,13,141954,58,111,79,38.24,22,90,190084,29.08,82.7,41.4,0.23
2025,SA8944,23.45,344,277.5,6,4.64,40,166207,82,56,468,79.97,7,108,143706,37.38,77.76,47.2,0.054
2021,SA2103,16.23,265,623.4,8,12.17,1,18196,239,2,757,64.84,22,420,3783,37.65,12.79,42.0,0.84
2023,SA2710,2.57,120,46.1,81,6.03,30,61096,99,88,748,44.42,77,495,204825,10.43,98.54,54.1,0.191
2017,SA4329,15.08,441,110.5,33,11.1,36,57538,226,96,786,13.85,43,597,102554,40.41,40.35,19.5,0.398
2025,SA9416,24.31,45,566.3,77,10.7,51,172309,228,97,528,60.45,25,70,83902,53.58,50.61,0.3,0.031
2022,SA7545,13.42,243,496.2,106,22.91,13,145676,0,31,88,20.46,16,233,35381,21.33,97.49,32.4,0.138
2020,SA4947,10.51,257,177.9,39,19.15,10,126125,104,19,121,3.92,13,386,202702,10.54,64.02,89.7,0.798
2018,SA9624,21.14,184,513.0,23,1.22,17,149908,123,7,658,41.12,25,371,188776,28.51,10.92,23.0,0.565
2020,SA6565,15.14,57,332.9,99,17.44,46,26851,115,74,523,35.87,67,415,199080,38.26,65.2,67.3,0.641
2024,SA8138,14.94,54,0.4,58,1.05,52,51879,120,51,522,22.64,49,122,45534,54.63,35.08,12.5,0.573
2017,SA1212,10.71,219,722.2,38,13.46,6,33982,146,0,160,8.74,59,214,222961,38.25,39.47,15.7,0.713
2023,SA3440,7.84,263,91.9,77,19.24,42,183275,37,62,139,19.07,28,149,119713,3.6,91.49,38.7,0.746
2016,SA2875,23.54,95,491.2,88,16.41,52,11262,160,44,191,48.04,23,326,67367,3.89,56.37,10.0,0.177
2025,SA2088,1.4,68,309.9,25,9.59,48,5332,45,61,69,77.64,44,503,18741,42.48,34.1,50.1,0.05
2019,SA5485,7.72,288,389.9,22,9.46,60,217643,99,27,575,41.7,58,583,27178,49.02,31.74,33.4,0.001
2025,SA4120,16.5,345,605.7,85,8.56,54,106246,243,42,553,39.05,12,293,229122,12.83,68.49,49.6,0.092
2019,SA4135,18.18,67,332.0,57,18.72,44,6196,26,117,35,22.8,12,187,103117,27.22,37.59,53.2,0.835
2018,SA6784,16.06,439,405.5,59,6.64,48,233799,208,76,104,2.77,32,114,33077,40.4,62.3,30.3,0.436
2020,SA2917,10.28,297,30.0,58,19.57,53,218930,150,72,291,39.31,12,610,191283,22.63,79.35,20.3,0.494
2022,SA6106,13.83,407,752.4,114,7.1,41,165977,247,107,758,21.94,32,451,198565,31.47,3.77,24.8,0.467
2018,SA1678,18.24,54,359.2,92,24.75,36,247327,6,77,781,27.68,53,581,120498,33.42,40.98,39.0,0.024
2020,SA9962,19.97,341,429.9,107,7.15,3,225043,249,44,862,63.14,30,539,236872,18.68,99.95,96.7,0.365
2018,SA7261,6.19,131,36.4,80,7.55,25,10323,41,50,165,45.73,41,184,104245,16.94,47.54,1.6,0.011
2023,SA4464,14.93,366,847.1,71,10.51,34,43507,59,88,355,37.25,5,404,71587,1.07,67.05,38.8,0.46
2017,SA6689,23.78,327,717.1,82,6.15,49,185574,55,8,475,53.81,30,320,132968,39.54,93.41,90.8,0.132
2016,SA1588,15.0,230,827.3,92,13.36,32,222337,170,96,727,37.32,34,73,91246,48.61,90.55,60.4,0.564
2021,SA8232,18.23,262,53.0,16,3.6,57,96794,139,46,673,34.17,22,537,108705,0.86,21.02,11.4,0.554
2024,SA5359,15.23,339,386.9,32,15.26,2,202830,154,82,64,76.33,51,51,144303,26.86,62.4,99.4,0.543
2026,SA5487,18.21,287,845.3,95,9.36,39,198532,176,12,383,5.41,9,153,4889,51.32,77.69,28.8,0.469
2026,SA7243,5.95,297,604.4,59,19.6,16,136762,99,93,696,73.49,72,596,48149,52.6,93.14,98.6,0.016
2018,SA5773,22.39,168,10.8,60,18.12,7,103863,97,29,585,55.29,33,213,68786,11.74,35.76,42.9,0.712
2021,SA5925,5.2,252,817.3,48,16.81,55,195979,56,28,599,14.21,77,538,196484,29.3,35.93,19.1,0.719
2024,SA8211,14.67,94,361.4,32,19.19,34,142631,70,44,105,67.54,42,169,219915,33.02,79.71,5.2,0.418
2016,SA9640,3.19,368,259.1,17,3.35,8,2249,117,24,368,29.53,35,273,105518,27.64,29.7,40.5,0.413
2025,SA9901,22.19,215,290.6,48,7.02,56,44557,82,7,695,44.57,65,436,152460,47.44,55.45,14.5,0.005
2021,SA8553,10.52,140,765.6,75,3.53,23,95207,94,13,881,55.55,69,125,83829,33.12,35.18,67.1,0.791
2022,SA6221,21.47,258,140.0,108,8.96,54,57845,212,58,757,41.47,68,496,94523,23.24,89.86,28.0,0.718
2023,SA5828,7.14,250,779.5,85,10.13,32,202099,221,54,197,51.76,18,409,6864,18.91,32.42,8.9,0.304
2024,SA3311,12.59,14,759.0,44,7.24,10,241672,3,112,718,65.48,49,503,93919,52.2,28.56,62.6,0.64
2020,SA9567,9.63,445,402.2,68,13.93,36,244047,72,96,676,40.2,0,136,235793,27.39,75.91,1.8,0.447
2018,SA3031,11.21,420,71.9,35,8.0,55,170092,77,16,738,46.43,48,108,80351,37.87,46.29,25.9,0.81
2024,SA8685,3.98,100,404.4,68,20.86,42,43476,211,105,264,21.29,3,345,67339,5.43,94.65,8.2,0.678
2017,SA7970,13.51,389,384.0,74,20.08,31,79912,71,83,599,68.7,52,378,70649,9.7,16.94,67.2,0.012
2020,SA6334,13.53,421,11.5,31,7.08,24,214816,243,63,399,64.85,14,275,197141,43.06,17.24,83.5,0.476
2018,SA6961,16.13,184,811.5,42,5.89,60,240520,41,73,433,24.03,70,83,90823,15.51,8.06,98.4,0.294
2017,SA3276,10.61,190,390.4,83,13.1,55,239176,172,44,668,55.8,68,606,103257,0.46,43.53,76.9,0.824
2020,SA4347,4.38,15,326.0,99,14.2,13,220173,23,82,805,53.96,8,502,20734,41.19,43.99,19.2,0.223
2020,SA8945,0.34,431,535.5,86,6.25,4,186962,92,14,617,26.4,75,77,112270,33.03,36.32,22.7,0.032
2021,SA2051,13.34,174,558.0,93,21.08,53,43090,31,0,522,59.68,54,285,223205,40.3,48.38,45.8,0.811
2022,SA3140,16.48,82,765.1,88,12.71,29,187257,161,32,767,3.57,61,580,4530,3.98,43.76,98.0,0.01
2018,SA1439,4.14,357,346.2,10,5.57,3,223220,145,83,510,62.3,2,363,222606,45.12,75.68,81.0,0.514
2019,SA6587,24.99,399,274.9,81,12.26,19,196111,212,108,269,21.94,7,644,110935,25.65,85.7,99.4,0.243
2026,SA9623,3.7,329,388.6,40,9.88,59,49085,234,19,49,18.13,72,104,16675,17.51,86.13,3.7,0.833
2018,SA8779,19.85,409,383.4,21,12.95,40,236963,223,29,560,24.78,16,238,239995,14.39,46.49,81.2,0.792
2022,SA6492,4.19,171,119.9,117,1.05,7,27272,237,5,786,8.13,19,575,193491,27.98,84.82,4.5,0.421
2026,SA4939,13.55,262,826.0,62,1.96,5,238822,87,115,279,1.98,70,282,213277,7.56,63.33,76.4,0.87
2017,SA7036,13.76,106,726.0,83,2.01,30,27663,140,3,257,27.89,25,37,142227,25.58,6.31,26.9,0.924
2017,SA1134,18.37,335,708.2,0,2.69,26,59471,59,52,547,2.83,34,400,218948,5.42,75.5,55.3,0.226
2021,SA3534,1.59,224,884.6,111,11.18,35,106348,184,75,40,53.26,11,249,84674,15.24,64.12,88.2,0.617
2020,SA8041,5.73,125,807.4,57,10.68,60,17550,72,41,177,54.71,50,225,172309,29.09,5.7,4.0,0.005
2021,SA8820,14.48,244,895.1,90,0.19,14,140664,37,38,675,8.86,10,580,213281,18.07,40.24,27.3,0.345
2024,SA1388,23.07,93,281.0,100,6.6,59,93354,197,40,683,59.89,78,195,153869,38.56,56.0,33.7,0.153
2021,SA5963,21.64,326,297.6,53,10.71,9,220436,34,3,180,43.44,24,531,230598,39.32,11.36,24.8,0.314
2018,SA8066,24.41,11,879.5,42,5.82,14,172484,35,96,596,76.56,44,541,110374,37.12,80.41,19.7,0.973
2023,SA4925,22.0,345,584.5,96,18.16,23,4962,121,85,160,2.57,61,217,133004,37.98,98.93,14.1,0.345
2020,SA3057,1.64,83,880.4,18,10.22,57,67342,214,84,550,76.37,30,206,79771,21.3,37.05,25.9,0.997
2025,SA8950,6.84,174,193.5,19,8.8,8,34308,138,117,102,73.31,51,245,34963,45.8,19.18,77.0,0.19
2024,SA4184,22.54,79,857.3,36,16.19,29,23703,177,53,467,26.11,27,259,55691,24.21,74.6,96.1,0.323
2026,SA8391,8.0,366,152.4,49,11.23,38,32281,59,51,581,64.28,53,371,109952,35.56,88.34,18.4,0.059
2017,SA9233,21.61,134,620.3,92,18.9,17,31821,94,113,657,23.88,24,25,63172,44.76,32.22,97.0,0.715
2016,SA5057,12.05,326,533.2,45,22.54,17,240163,87,118,481,24.21,10,570,88755,43.07,64.4,43.8,0.26
2025,SA8965,14.56,92,203.7,99,15.43,33,152883,161,31,299,29.11,15,109,91978,27.39,10.64,11.3,0.517
2024,SA5650,22.06,247,315.9,13,0.8,33,161484,144,91,649,58.64,7,513,90551,10.53,28.66,3.1,0.798
2020,SA4016,0.46,141,35.3,15,18.14,27,142429,156,64,341,43.87,10,531,178003,28.83,47.83,77.9,0.488
2025,SA8814,22.15,446,43.5,12,22.09,29,178686,10,69,788,24.84,34,558,120612,40.54,14.66,2.4,0.014
2025,SA2239,15.76,255,66.0,75,7.16,31,127063,195,105,608,67.47,80,576,214650,18.2,4.68,83.5,0.934
2018,SA3531,21.81,218,612.4,6,12.67,34,240214,79,58,33,31.77,51,519,71922,54.25,86.28,64.0,0.009
2025,SA3360,16.39,1,217.4,57,16.57,60,127339,116,53,115,5.02,29,594,235998,39.25,51.46,53.0,0.556
2026,SA8516,14.22,343,336.6,4,20.12,56,213044,165,0,571,68.92,45,259,188430,1.32,22.31,42.4,0.047
2021,SA7984,6.61,5,657.9,91,20.33,11,133970,17,18,667,65.43,51,598,176739,53.45,35.18,82.1,0.223
2024,SA9334,5.08,93,739.0,94,8.45,57,90645,53,104,636,32.64,52,161,197073,49.17,16.74,21.5,0.304
2025,SA3881,17.78,218,164.4,25,4.82,53,164104,84,41,739,65.91,22,415,113174,5.14,26.06,11.6,0.253
2019,SA4781,20.81,96,802.9,75,15.99,18,91239,41,24,290,41.93,38,439,85029,1.12,22.64,77.3,0.957
2017,SA3205,6.37,358,691.2,83,15.1,21,63391,157,5,700,42.66,78,251,12493,27.75,77.45,6.7,0.452
2024,SA5183,5.52,273,503.8,81,18.44,6,233350,64,39,883,33.86,9,648,134182,37.88,51.39,34.2,0.348
2024,SA4006,11.05,226,395.5,85,23.96,22,153617,109,120,492,36.38,36,514,39181,18.05,71.66,75.7,0.138
2022,SA5174,11.65,25,457.1,76,4.8,22,173095,31,100,771,48.39,45,586,219689,17.09,97.05,55.6,0.347
2017,SA8784,18.64,208,368.5,106,2.35,6,179918,56,29,250,63.26,43,244,122060,22.15,40.46,44.1,0.652
2018,SA1958,13.12,141,270.2,99,21.51,30,102639,111,112,290,66.11,16,497,127569,15.7,49.87,85.1,0.584
2016,SA1899,9.46,414,856.9,117,2.78,33,236886,235,15,5,38.16,13,2,239328,36.7,63.65,76.0,0.696
2023,SA1936,7.42,131,521.4,120,13.05,37,101507,195,17,0,20.57,37,409,205096,12.71,28.83,9.8,0.805
2026,SA9332,15.35,418,404.9,90,22.15,48,184934,141,36,29,9.06,26,510,244738,18.9,84.53,44.3,0.4
2022,SA8155,19.54,344,280.6,58,15.13,37,36499,172,115,299,38.45,74,234,158208,43.01,84.66,26.5,0.585
2023,SA1450,9.41,442,458.4,101,20.24,51,52184,22,11,667,46.62,60,487,143583,34.61,86.77,92.2,0.092
2023,SA5644,1.44,389,412.7,85,22.17,26,78586,207,89,294,67.56,51,624,158994,39.82,78.33,91.6,0.985
2022,SA3906,4.13,378,791.7,11,8.89,59,56860,188,115,45,44.22,17,73,97687,34.93,20.43,56.8,0.013
2019,SA6651,7.62,224,610.9,117,8.31,12,232503,250,111,274,61.58,21,591,205937,21.59,17.68,91.3,0.879
2025,SA5700,15.29,386,621.1,106,21.51,4,125868,11,47,464,1.55,44,159,13469,52.07,15.9,8.8,0.058
2025,SA2212,1.74,20,162.4,90,4.94,38,212750,32,60,141,77.65,1,467,94553,19.74,47.55,15.0,0.156
2019,SA5176,17.46,180,30.1,57,15.28,0,30055,41,94,355,18.29,39,101,14356,44.49,71.58,19.5,0.699
2016,SA2689,17.41,38,348.4,109,22.46,48,195768,214,70,727,11.73,44,320,76291,20.0,61.35,51.2,0.635
2018,SA8742,8.01,42,841.5,38,1.03,60,205006,24,3,876,53.65,0,551,223508,0.67,66.11,73.1,0.497
2021,SA6096,16.73,112,748.4,112,17.73,53,136429,46,8,45,26.48,67,437,145909,24.14,38.12,88.1,0.205
2024,SA6000,24.37,237,785.2,48,6.95,60,115208,137,111,394,55.29,35,415,160338,54.19,69.11,3.4,0.554
2023,SA3492,12.99,316,403.6,3,5.55,20,123449,249,15,308,48.87,37,543,177263,32.09,93.3,66.1,0.742
2026,SA4065,7.7,145,230.6,101,21.5,14,54520,64,100,360,61.92,45,357,165302,21.88,46.54,73.7,0.338
2024,SA6476,2.95,94,254.6,74,12.73,45,89218,119,112,411,77.63,39,101,112586,21.51,75.88,58.5,0.734
2016,SA9330,12.18,312,860.5,69,24.08,3,10604,25,81,268,62.92,46,380,73120,8.53,22.39,62.8,0.579
2019,SA9335,0.39,35,540.9,95,17.43,55,182236,241,47,492,9.98,14,148,211519,40.97,60.82,79.8,0.943
2025,SA1034,8.39,366,244.9,15,6.38,16,36517,23,85,433,69.28,56,235,148602,34.32,37.43,98.6,0.495
2021,SA6456,12.57,231,350.7,105,6.14,34,126493,208,38,24,66.31,5,130,4003,38.04,57.3,77.2,0.132
2021,SA4786,8.18,39,183.7,73,21.48,57,200118,163,78,413,24.96,16,282,145771,23.1,14.44,50.5,0.905
2021,SA6760,5.47,7,294.2,17,5.99,57,93677,125,110,739,54.62,47,187,218265,11.25,38.63,16.4,0.473
2024,SA3151,6.56,370,421.6,120,5.5,3,209973,195,110,865,18.93,5,132,242642,4.52,76.58,61.7,0.855
2019,SA8202,10.48,284,495.1,41,0.99,49,77318,140,21,56,49.04,1,455,15160,8.04,25.61,90.9,0.521
2016,SA1640,0.98,24,756.2,117,12.23,50,151164,194,93,723,58.33,19,295,7106,53.24,3.41,48.3,0.21
2016,SA9361,16.36,210,153.2,107,6.35,1,3051,82,72,763,7.96,1,422,20357,2.01,57.51,26.1,0.119
2024,SA9049,14.13,9,854.3,8,21.64,56,134367,104,34,153,60.17,66,284,66131,40.61,82.71,83.6,0.412
2021,SA9743,21.82,387,253.8,120,8.58,33,109656,21,55,301,33.77,77,458,247706,26.19,65.25,26.3,0.232
2023,SA9983,17.34,79,371.0,91,23.25,8,217965,204,50,733,57.9,24,176,202006,18.3,89.8,15.7,0.835
2022,SA8320,12.15,102,239.9,58,7.2,29,184678,236,59,764,48.63,63,243,105441,46.04,16.72,65.5,0.602
2025,SA6098,23.65,90,483.4,105,12.8,59,194439,179,36,892,76.65,73,306,213105,47.12,18.46,15.8,0.783
2021,SA8713,21.27,398,382.0,101,8.23,51,220437,4,95,19,32.48,48,630,44467,2.05,74.6,97.6,0.318
2025,SA4801,2.93,203,126.6,23,11.29,23,147353,54,97,401,60.91,5,172,244504,30.34,20.99,16.0,0.098
2016,SA3714,4.81,79,149.7,61,24.84,33,33711,132,116,509,13.47,42,549,57307,4.22,70.98,0.1,0.741
2024,SA4113,8.17,3,584.9,117,12.12,23,133958,146,90,433,57.15,27,412,22856,23.92,79.6,82.7,0.061
2025,SA1048,12.26,401,296.5,17,19.84,32,128294,111,22,755,53.75,43,292,89670,28.86,60.49,70.9,0.729
2024,SA5787,23.27,189,519.8,106,14.24,54,204344,3,85,48,39.43,52,376,228830,24.1,18.15,25.9,0.585
2023,SA8567,5.8,216,816.1,41,12.89,59,164401,176,2,71,39.34,4,184,196691,11.79,82.45,82.9,0.599
2016,SA4144,1.3,96,137.2,34,19.76,6,164038,213,9,507,24.71,67,194,21942,54.73,75.83,96.7,0.693
2017,SA6321,7.33,347,143.1,31,9.26,4,96125,168,12,714,48.56,2,251,16224,23.2,82.14,66.5,0.216
2020,SA9367,14.06,244,646.3,35,11.57,54,11772,53,64,218,2.38,19,346,6819,30.24,34.53,28.1,0.02
2018,SA7222,9.74,307,469.8,80,16.65,10,44627,222,15,163,55.47,19,311,204528,38.03,29.11,20.2,0.747
2022,SA5852,7.44,330,187.2,50,12.97,11,97855,114,103,532,9.36,42,281,47964,42.2,44.95,57.1,0.59
2019,SA9128,22.9,108,376.8,13,22.65,48,94793,188,52,117,11.59,12,300,113889,16.18,32.48,17.7,0.287
2020,SA9629,5.19,96,384.2,69,23.28,32,172686,80,51,162,78.06,37,297,12140,40.4,75.56,9.1,0.52
2026,SA9256,2.0,448,344.2,41,2.2,38,107457,24,5,263,73.84,18,264,212128,11.01,56.05,49.1,0.906
2016,SA5970,3.05,129,886.9,17,1.84,35,35127,91,98,31,41.38,9,33,242515,32.86,84.57,59.8,0.298
2018,SA4500,19.25,182,387.8,95,21.46,40,8402,13,67,457,18.22,14,28,72906,0.08,22.59,56.1,0.975
2020,SA3974,2.99,319,572.6,1,6.07,36,111955,175,47,117,56.06,25,339,163477,15.27,13.2,11.6,0.568
2022,SA1828,10.84,190,457.3,75,18.43,1,175282,74,0,680,26.61,7,335,9834,9.31,51.5,63.7,0.744
2018,SA6054,7.51,94,409.0,5,11.65,20,143260,28,19,846,56.17,11,524,25579,27.84,60.37,4.9,0.959
2017,SA8042,13.61,124,785.9,101,10.9,17,166124,173,103,236,44.14,51,585,160938,41.88,44.45,55.8,0.702
2019,SA6080,2.33,431,763.7,22,19.44,7,33397,142,37,155,3.76,20,26,138158,37.99,96.17,7.3,0.893
2016,SA7250,21.53,27,846.5,36,23.95,59,141088,241,109,523,19.05,50,418,232673,50.7,41.13,10.4,0.052
2020,SA9978,22.33,221,548.4,83,10.45,43,230987,207,108,848,34.03,51,116,229323,13.95,87.68,18.4,0.515
2026,SA1939,20.5,420,530.8,55,23.51,55,57839,169,12,33,46.43,52,2,65865,17.34,16.71,15.6,0.614
2020,SA3306,16.2,203,540.9,31,6.5,9,99128,153,69,495,66.25,1,560,50591,25.19,19.85,47.4,0.216
2019,SA1571,3.86,235,566.9,22,2.9,26,157416,173,16,624,46.87,14,484,181416,18.85,89.94,20.5,0.672
2018,SA9621,2.96,123,250.7,13,23.21,7,183735,229,1,613,23.03,30,90,58576,14.48,31.84,48.9,0.792
2018,SA7763,22.14,288,237.5,100,17.42,57,77682,25,101,116,44.69,74,92,61660,23.9,1.93,0.8,0.224
2023,SA7746,23.9,239,420.0,83,22.52,43,7324,158,5,109,14.12,78,12,208958,35.46,69.44,9.8,0.875
2020,SA6269,0.46,91,884.9,46,23.9,11,223165,190,6,540,41.92,3,629,122639,54.81,4.9,44.3,0.397
2020,SA7121,4.93,111,110.8,88,15.08,44,47692,47,89,522,48.38,22,544,118963,9.12,29.45,37.5,0.316
2025,SA3038,21.4,264,611.2,81,4.81,21,72804,95,73,872,51.72,15,48,58721,48.55,20.6,12.1,0.839
2020,SA5814,1.47,348,33.8,107,0.94,7,234772,202,11,508,52.12,61,365,33945,34.94,86.48,6.2,0.953
2019,SA8508,6.17,171,567.9,107,22.06,6,139749,196,18,365,63.68,22,254,169045,2.43,86.57,39.0,0.11
2016,SA2944,2.75,42,57.3,97,9.84,30,132528,1,46,486,31.23,5,296,199167,48.43,81.83,30.5,0.382
2017,SA4183,8.78,49,11.5,7,18.1,4,137666,26,108,188,70.63,22,486,21415,3.39,81.11,25.5,0.953
2023,SA9999,0.89,433,585.0,11,10.31,12,32767,93,105,786,54.39,59,408,132455,4.77,37.25,38.0,0.637
2022,SA9939,11.98,428,292.5,8,13.17,12,28734,229,81,374,26.62,1,37,187635,52.05,49.92,49.8,0.775
2017,SA1843,4.77,41,574.7,48,24.54,53,192513,246,66,899,78.8,79,538,139605,13.83,97.97,56.6,0.762
2023,SA8622,22.6,113,805.8,103,19.92,26,180809,97,46,13,45.63,54,469,199705,8.71,14.48,8.8,0.123
2025,SA8255,20.43,163,106.5,69,2.34,6,241006,107,110,776,68.67,46,319,220524,43.17,72.79,92.5,0.219
2023,SA6540,7.51,238,526.7,10,4.1,56,131769,120,33,678,49.09,3,351,75364,43.75,67.7,85.6,0.014
2017,SA8068,1.9,196,513.0,10,9.75,50,111803,46,3,774,79.4,80,201,167509,44.24,87.26,30.6,0.193
2023,SA3479,16.74,149,131.5,62,0.51,38,159609,208,2,336,26.61,27,306,13977,5.35,71.4,57.4,0.3
2026,SA2187,2.43,350,870.2,36,11.86,20,220299,121,103,228,52.28,71,154,23907,0.17,6.67,89.9,0.631
2019,SA6331,13.69,68,309.8,105,11.93,11,429,247,99,444,67.78,78,205,153178,43.22,43.48,62.7,0.817
2017,SA8117,4.68,387,298.7,105,18.58,44,120190,155,101,263,21.98,8,493,22972,2.39,10.36,83.0,0.971
2016,SA9056,4.77,370,589.2,79,20.85,32,172697,130,22,88,59.46,46,117,104099,10.56,21.55,82.7,0.922
2026,SA2898,11.67,137,884.1,108,13.29,47,66778,176,81,793,44.73,27,481,242550,6.23,58.4,63.6,0.202
2016,SA9537,4.0,24,882.3,104,0.27,18,65857,162,79,463,62.6,49,151,103518,12.35,42.61,48.7,0.009
2023,SA7462,21.89,38,151.5,71,22.21,50,136763,81,77,209,22.37,5,646,1723,13.94,51.63,79.2,0.554
2020,SA1142,8.4,434,9.2,2,22.53,39,70444,133,98,215,30.91,53,471,174092,31.55,66.96,65.3,0.223
