demo_household_survey_year,demo_household_household_id_sample,demo_household_country_iso2,demo_household_region_nuts_code,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_household_size,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly_eur,demo_household_sampling_stratum
2024,EUHH2024000597,DK,IE28,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,1,0,0,35.04,1.72,1,MOBILE,HU,NONE,52,775.82,RURAL_AGRI
2025,EUHH2025000598,FI,IT968,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,4,0,0,5.47,1.98,4,NONE,CY,SEVERE,48,1489.88,INTERMEDIATE_TOWNS
2026,EUHH2026000599,DE,CY936,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,5,0,0,20.49,0.73,4,CABLE,CS,SOME,59,59.72,COASTAL_TOURISM
2019,EUHH2019000600,HU,EE45,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,19.17,1.68,4,FIBER,EN,NONE,15,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000601,IT,GR871,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,53.01,0.88,1,DSL,PT,SEVERE,41,503.13,URBAN_MIXED
2021,EUHH2021000602,LT,SK872,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,40.38,0.79,4,MOBILE,DE,SOME,14,248.12,RURAL_LOW_DENSITY
2022,EUHH2022000603,MT,AT721,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,11.4,1.4,0,NONE,BG,NONE,69,44.21,RURAL_AGRI
2023,EUHH2023000604,PL,LV69,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,4,0,0,25.22,1.18,3,CABLE,FR,SEVERE,55,1174.78,INTERMEDIATE_TOWNS
2024,EUHH2024000605,RO,DE750,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,5,0,0,8.97,2.51,1,FIBER,HR,SOME,44,912.4,COASTAL_TOURISM
2025,EUHH2025000606,SI,IT986,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,3,0,0,11.01,1.34,2,DSL,ES,NONE,44,817.59,URBAN_HIGH_INCOME
2026,EUHH2026000607,SE,NL471,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,6,0,0,41.93,2.75,2,MOBILE,DA,SEVERE,11,892.63,URBAN_MIXED
2019,EUHH2019000608,BE,SK47,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,21.53,2.48,4,NONE,IT,SOME,2,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000609,HR,SI71,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,9.34,2.43,2,CABLE,ET,NONE,3,1039.07,RURAL_AGRI
2021,EUHH2021000610,CZ,LV81,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,67.19,1.34,2,FIBER,PL,SEVERE,39,1284.01,INTERMEDIATE_TOWNS
2022,EUHH2022000611,EE,RO434,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,1,0,53.33,1.42,0,DSL,LV,SOME,53,524.05,COASTAL_TOURISM
2023,EUHH2023000612,FR,HR441,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,4,0,0,44.98,2.4,1,MOBILE,RO,NONE,74,1464.23,URBAN_HIGH_INCOME
2024,EUHH2024000613,GR,IE872,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,5,0,0,8.13,2.58,3,NONE,LT,SEVERE,51,729.1,URBAN_MIXED
2025,EUHH2025000614,IE,BE845,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,5,1,0,21.69,1.25,0,CABLE,NL,SOME,30,155.68,RURAL_LOW_DENSITY
2026,EUHH2026000615,LV,CY704,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,6,0,0,43.3,1.69,3,FIBER,GA,NONE,44,1175.39,RURAL_AGRI
2019,EUHH2019000616,LU,BG963,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,11.66,0.89,2,DSL,SV,SEVERE,7,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000617,NL,FI252,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,35.73,1.81,3,MOBILE,MT,SOME,28,490.94,COASTAL_TOURISM
2021,EUHH2021000618,PT,CY722,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,56.83,1.53,4,NONE,FI,NONE,6,1311.59,URBAN_HIGH_INCOME
2022,EUHH2022000619,SK,NL504,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,1,0,14.51,0.86,3,CABLE,SK,SEVERE,53,256.99,URBAN_MIXED
2023,EUHH2023000620,ES,MT204,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,4,0,0,47.0,1.39,3,FIBER,EL,SOME,0,127.3,RURAL_LOW_DENSITY
2024,EUHH2024000621,AT,BG717,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,5,0,0,16.27,1.52,2,DSL,SL,NONE,64,101.0,RURAL_AGRI
2025,EUHH2025000622,BG,BE892,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,1,1,0,68.04,0.82,2,MOBILE,HU,SEVERE,33,1406.63,INTERMEDIATE_TOWNS
2026,EUHH2026000623,CY,IT502,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,6,0,0,59.94,0.61,4,NONE,CY,SOME,16,320.75,COASTAL_TOURISM
2019,EUHH2019000624,DK,BE441,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,55.35,0.89,0,CABLE,CS,NONE,6,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000625,FI,HU23,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,26.08,2.62,1,FIBER,EN,SEVERE,5,413.12,URBAN_MIXED
2021,EUHH2021000626,DE,HU88,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,51.99,1.64,2,DSL,PT,SOME,2,1171.27,RURAL_LOW_DENSITY
2022,EUHH2022000627,HU,LV2,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,0,0,0,55.12,2.18,2,MOBILE,DE,NONE,28,0.0,RURAL_AGRI
2023,EUHH2023000628,IT,IT4,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,1,1,0,10.04,1.49,4,NONE,BG,SEVERE,28,485.62,INTERMEDIATE_TOWNS
2024,EUHH2024000629,LT,GR77,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,3,1,0,59.62,2.22,3,CABLE,FR,SOME,43,289.99,COASTAL_TOURISM
2025,EUHH2025000630,MT,HU3,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,0,0,0,21.81,2.65,1,FIBER,HR,NONE,30,0.0,URBAN_HIGH_INCOME
2026,EUHH2026000631,PL,NL4,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,3,0,0,14.79,1.36,4,DSL,ES,SEVERE,53,380.12,URBAN_MIXED
2019,EUHH2019000632,RO,BG6,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,35.34,0.74,3,MOBILE,DA,SOME,24,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000633,SI,PL50,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,44.75,2.18,1,NONE,IT,NONE,16,241.47,RURAL_AGRI
2021,EUHH2021000634,SE,SI792,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,54.28,1.81,4,CABLE,ET,SEVERE,5,699.53,INTERMEDIATE_TOWNS
2022,EUHH2022000635,BE,GR968,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,0,0,0,61.51,0.78,2,FIBER,PL,SOME,43,0.0,COASTAL_TOURISM
2023,EUHH2023000636,HR,PT5,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,3,0,0,57.81,2.08,1,DSL,LV,NONE,47,150.65,URBAN_HIGH_INCOME
2024,EUHH2024000637,CZ,ES314,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,0,0,0,17.38,2.55,1,MOBILE,RO,SEVERE,37,0.0,URBAN_MIXED
2025,EUHH2025000638,EE,CY98,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,0,0,0,10.07,1.87,0,NONE,LT,SOME,75,0.0,RURAL_LOW_DENSITY
2026,EUHH2026000639,FR,CY7,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,2,0,0,50.33,1.35,2,CABLE,NL,NONE,60,1343.26,RURAL_AGRI
2019,EUHH2019000640,GR,LV5,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,30.23,1.88,3,FIBER,GA,SEVERE,19,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000641,IE,LV9,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,18.11,1.59,0,DSL,SV,SOME,13,728.26,COASTAL_TOURISM
2021,EUHH2021000642,LV,BG414,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,13.86,1.1,2,MOBILE,MT,NONE,61,1037.94,URBAN_HIGH_INCOME
2022,EUHH2022000643,LU,MT750,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,0,0,0,67.93,1.35,2,NONE,FI,SEVERE,79,0.0,URBAN_MIXED
2023,EUHH2023000644,NL,RO5,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,4,0,0,18.53,0.61,1,CABLE,SK,SOME,23,438.83,RURAL_LOW_DENSITY
2024,EUHH2024000645,PT,CZ18,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,1,1,0,67.91,1.59,3,FIBER,EL,NONE,49,466.67,RURAL_AGRI
2025,EUHH2025000646,SK,HR799,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,1,0,0,17.52,2.36,2,DSL,SL,SEVERE,10,1216.64,INTERMEDIATE_TOWNS
2026,EUHH2026000647,ES,BE5,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,4,0,0,45.75,0.95,0,MOBILE,HU,SOME,8,103.07,COASTAL_TOURISM
2019,EUHH2019000648,AT,LT842,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,67.31,1.95,3,NONE,CY,NONE,1,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000649,BG,DK697,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,56.58,1.95,4,CABLE,CS,SEVERE,27,1088.15,URBAN_MIXED
2021,EUHH2021000650,CY,LT567,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,57.77,1.54,2,FIBER,EN,SOME,16,71.2,RURAL_LOW_DENSITY
2022,EUHH2022000651,DK,SK76,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,0,0,12.58,2.3,3,DSL,PT,NONE,31,112.74,RURAL_AGRI
2023,EUHH2023000652,FI,IE2,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,0,1,0,61.45,0.67,2,MOBILE,DE,SEVERE,50,0.0,INTERMEDIATE_TOWNS
2024,EUHH2024000653,DE,PT8,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,0,1,0,26.55,2.03,0,NONE,BG,SOME,39,0.0,COASTAL_TOURISM
2025,EUHH2025000654,HU,NL43,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,4,0,0,30.16,1.52,3,CABLE,FR,NONE,44,133.42,URBAN_HIGH_INCOME
2026,EUHH2026000655,IT,PT785,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,1,0,0,43.82,1.06,1,FIBER,HR,SEVERE,17,689.06,URBAN_MIXED
2019,EUHH2019000656,LT,SK361,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,55.63,1.11,4,DSL,ES,SOME,23,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000657,MT,SI1,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,1,0,0,44.03,0.97,1,MOBILE,DA,NONE,23,461.25,RURAL_AGRI
2021,EUHH2021000658,PL,NL9,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,2,0,0,40.35,2.51,0,NONE,IT,SEVERE,62,1159.43,INTERMEDIATE_TOWNS
2022,EUHH2022000659,RO,IT7,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,52.13,1.56,3,CABLE,ET,SOME,60,1191.53,COASTAL_TOURISM
2023,EUHH2023000660,SI,GR704,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,2,0,0,42.17,2.72,1,FIBER,PL,NONE,70,850.23,URBAN_HIGH_INCOME
2024,EUHH2024000661,SE,MT712,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,2,0,0,54.57,0.97,2,DSL,LV,SEVERE,43,1025.6,URBAN_MIXED
2025,EUHH2025000662,BE,SI256,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,2,0,0,42.83,2.1,0,MOBILE,RO,SOME,9,609.31,RURAL_LOW_DENSITY
2026,EUHH2026000663,HR,SK7,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,5,0,0,49.14,1.62,0,NONE,LT,NONE,71,237.2,RURAL_AGRI
2019,EUHH2019000664,CZ,NL2,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,18.88,2.17,2,CABLE,NL,SEVERE,73,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000665,EE,MT179,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,23.82,1.6,2,FIBER,GA,SOME,68,455.65,COASTAL_TOURISM
2021,EUHH2021000666,FR,DE9,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,2,0,0,56.04,1.47,4,DSL,SV,NONE,39,451.82,URBAN_HIGH_INCOME
2022,EUHH2022000667,GR,DE43,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,2,1,0,22.06,0.86,2,MOBILE,MT,SEVERE,59,210.66,URBAN_MIXED
2023,EUHH2023000668,IE,LU5,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,21.69,1.43,0,NONE,FI,SOME,61,96.32,RURAL_LOW_DENSITY
2024,EUHH2024000669,LV,EE60,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,1,0,0,10.55,1.12,4,CABLE,SK,NONE,16,661.01,RURAL_AGRI
2025,EUHH2025000670,LU,SI44,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,6,0,0,30.78,2.67,1,FIBER,EL,SEVERE,27,1100.04,INTERMEDIATE_TOWNS
2026,EUHH2026000671,NL,ES6,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,2,0,0,28.85,2.63,1,DSL,SL,SOME,42,1086.59,COASTAL_TOURISM
2019,EUHH2019000672,PT,FI6,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,12.27,1.06,1,MOBILE,HU,NONE,1,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000673,SK,BG758,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,31.86,1.63,1,NONE,CY,SEVERE,7,1415.72,URBAN_MIXED
2021,EUHH2021000674,ES,RO49,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,34.96,0.66,4,CABLE,CS,SOME,78,1087.25,RURAL_LOW_DENSITY
2022,EUHH2022000675,AT,CY214,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,2,0,0,30.68,0.71,3,FIBER,EN,NONE,43,1452.83,RURAL_AGRI
2023,EUHH2023000676,BG,DK942,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,1,0,0,58.09,0.79,4,DSL,PT,SEVERE,24,823.51,INTERMEDIATE_TOWNS
2024,EUHH2024000677,CY,DE355,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,1,0,0,49.46,2.41,4,MOBILE,DE,SOME,26,1325.03,COASTAL_TOURISM
2025,EUHH2025000678,DK,IE5,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,5,0,0,33.76,1.97,2,NONE,BG,NONE,68,957.84,URBAN_HIGH_INCOME
2026,EUHH2026000679,FI,NL780,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,2,0,0,28.61,1.46,0,CABLE,FR,SEVERE,44,140.89,URBAN_MIXED
2019,EUHH2019000680,DE,PL723,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,22.23,0.89,4,FIBER,HR,SOME,42,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000681,HU,DK5,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,55.02,2.0,1,DSL,ES,NONE,9,704.22,RURAL_AGRI
2021,EUHH2021000682,IT,CY4,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,53.98,2.64,3,MOBILE,DA,SEVERE,22,464.64,INTERMEDIATE_TOWNS
2022,EUHH2022000683,LT,SE82,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,13.0,2.58,2,NONE,IT,SOME,46,614.3,COASTAL_TOURISM
2023,EUHH2023000684,MT,CY63,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,4,0,0,10.41,2.46,2,CABLE,ET,NONE,75,903.81,URBAN_HIGH_INCOME
2024,EUHH2024000685,PL,IT619,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,2,1,0,7.27,1.25,3,FIBER,PL,SEVERE,27,366.17,URBAN_MIXED
2025,EUHH2025000686,RO,BE72,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,2,0,0,23.45,2.36,0,DSL,LV,SOME,16,983.16,RURAL_LOW_DENSITY
2026,EUHH2026000687,SI,IT34,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,1,1,0,45.11,2.11,4,MOBILE,RO,NONE,64,445.38,RURAL_AGRI
2019,EUHH2019000688,SE,FR18,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,18.29,0.88,0,NONE,LT,SEVERE,45,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000689,BE,PL8,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,20.93,1.82,4,CABLE,NL,SOME,79,1068.74,COASTAL_TOURISM
2021,EUHH2021000690,HR,ES853,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,0,0,0,69.82,2.14,1,FIBER,GA,NONE,19,0.0,URBAN_HIGH_INCOME
2022,EUHH2022000691,CZ,SK828,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,1,0,51.64,2.63,0,DSL,SV,SEVERE,63,640.09,URBAN_MIXED
2023,EUHH2023000692,EE,HR333,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,5,4,0,0,7.97,2.36,3,MOBILE,MT,SOME,67,301.98,RURAL_LOW_DENSITY
2024,EUHH2024000693,FR,HR133,OTHER,COUPLE_WITH_CHILDREN,MARRIED,6,4,1,0,15.7,2.16,3,NONE,FI,NONE,37,90.55,RURAL_AGRI
2025,EUHH2025000694,GR,PL87,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,7,0,0,0,43.89,2.77,3,CABLE,SK,SEVERE,62,0.0,INTERMEDIATE_TOWNS
2026,EUHH2026000695,IE,HR2,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,8,1,0,0,60.4,1.88,3,FIBER,EL,SOME,23,548.02,COASTAL_TOURISM
2019,EUHH2019000696,LV,CY16,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,1,0,0,0,43.85,1.9,0,DSL,SL,NONE,18,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000697,LU,ES26,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,2,0,0,0,19.13,1.33,1,MOBILE,HU,SEVERE,6,0.0,URBAN_MIXED
2021,EUHH2021000698,NL,AT5,OTHER,COUPLE_WITH_CHILDREN,MARRIED,3,0,0,0,15.52,1.09,1,NONE,CY,SOME,55,0.0,RURAL_LOW_DENSITY
2022,EUHH2022000699,PT,IT851,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,4,3,0,0,32.92,1.09,0,CABLE,CS,NONE,54,713.36,RURAL_AGRI
2023,EUHH2023000700,SK,SI291,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,5,2,0,0,24.4,0.65,0,FIBER,EN,SEVERE,34,772.53,INTERMEDIATE_TOWNS
2024,EUHH2024000701,ES,CZ628,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,6,1,1,0,45.27,1.17,2,DSL,PT,SOME,63,270.81,COASTAL_TOURISM
2025,EUHH2025000702,AT,BG134,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,7,6,0,0,25.82,1.1,0,MOBILE,DE,NONE,50,1215.7,URBAN_HIGH_INCOME
2026,EUHH2026000703,BG,SE271,OTHER,COUPLE_WITH_CHILDREN,MARRIED,8,5,0,0,63.91,2.31,4,NONE,BG,SEVERE,41,1318.84,URBAN_MIXED
2019,EUHH2019000704,CY,PL323,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,1,0,0,0,25.62,0.94,4,CABLE,FR,SOME,36,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000705,DK,IE474,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,2,1,0,0,28.88,1.38,4,FIBER,HR,NONE,26,1090.9,RURAL_AGRI
2021,EUHH2021000706,FI,BE743,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,3,0,0,0,35.07,0.93,4,DSL,ES,SEVERE,64,0.0,INTERMEDIATE_TOWNS
2022,EUHH2022000707,DE,BG990,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,4,2,0,0,42.48,2.71,4,MOBILE,DA,SOME,19,1189.98,COASTAL_TOURISM
2023,EUHH2023000708,HU,DK998,OTHER,COUPLE_WITH_CHILDREN,MARRIED,5,4,0,0,67.91,2.21,3,NONE,IT,NONE,49,758.16,URBAN_HIGH_INCOME
2024,EUHH2024000709,IT,DK106,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,6,4,1,0,7.02,1.99,2,CABLE,ET,SEVERE,23,795.35,URBAN_MIXED
2025,EUHH2025000710,LT,NL142,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,7,2,0,0,52.73,0.67,1,FIBER,PL,SOME,27,1120.21,RURAL_LOW_DENSITY
2026,EUHH2026000711,MT,GR341,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,8,3,1,0,21.55,2.68,0,DSL,LV,NONE,55,1243.45,RURAL_AGRI
2019,EUHH2019000712,PL,RO64,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,1,0,0,0,47.42,0.64,1,MOBILE,RO,SEVERE,63,0.0,INTERMEDIATE_TOWNS
2020,EUHH2020000713,RO,EE7,OTHER,COUPLE_WITH_CHILDREN,MARRIED,2,1,0,0,50.85,2.57,0,NONE,LT,SOME,44,79.42,COASTAL_TOURISM
2021,EUHH2021000714,SI,MT637,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,3,2,0,0,45.33,2.37,0,CABLE,NL,NONE,56,855.19,URBAN_HIGH_INCOME
2022,EUHH2022000715,SE,FI118,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,4,1,0,0,33.78,2.22,4,FIBER,GA,SEVERE,10,70.72,URBAN_MIXED
2023,EUHH2023000716,BE,GR40,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,5,2,0,0,43.07,2.66,4,DSL,SV,SOME,3,1111.74,RURAL_LOW_DENSITY
2024,EUHH2024000717,HR,EE6,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,6,5,0,0,62.33,1.25,3,MOBILE,MT,NONE,66,423.87,RURAL_AGRI
2025,EUHH2025000718,CZ,SK2,OTHER,COUPLE_WITH_CHILDREN,MARRIED,7,0,0,0,54.9,1.7,0,NONE,FI,SEVERE,33,0.0,INTERMEDIATE_TOWNS
2026,EUHH2026000719,EE,HU7,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,8,0,0,0,60.87,2.6,4,CABLE,SK,SOME,59,0.0,COASTAL_TOURISM
2019,EUHH2019000720,FR,HU4,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,1,0,0,0,57.96,2.27,0,FIBER,EL,NONE,41,0.0,URBAN_HIGH_INCOME
2020,EUHH2020000721,GR,FR8,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,2,1,0,0,66.18,1.94,1,DSL,SL,SEVERE,17,887.3,URBAN_MIXED
2021,EUHH2021000722,IE,AT34,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,3,2,0,0,17.97,1.99,4,MOBILE,HU,SOME,4,942.83,RURAL_LOW_DENSITY
2022,EUHH2022000723,LV,EE3,OTHER,COUPLE_WITH_CHILDREN,MARRIED,4,3,0,0,23.33,0.63,3,NONE,CY,NONE,51,1034.44,RURAL_AGRI
2023,EUHH2023000724,LU,DE2,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,5,1,1,0,45.5,2.75,4,CABLE,CS,SEVERE,39,706.42,INTERMEDIATE_TOWNS
2024,EUHH2024000725,NL,LT75,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,6,5,0,0,24.81,2.59,4,FIBER,EN,SOME,23,1150.75,COASTAL_TOURISM
2025,EUHH2025000726,PT,LT613,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,7,4,0,0,35.37,2.68,3,DSL,PT,NONE,62,1232.12,URBAN_HIGH_INCOME
2026,EUHH2026000727,SK,NL89,SPOUSE,COUPLE_WITH_CHILDREN,REGISTERED_PARTNERSHIP,8,3,0,0,33.17,1.13,3,MOBILE,DE,SEVERE,35,1376.45,URBAN_MIXED
2019,EUHH2019000728,ES,RO4,OTHER,COUPLE_WITH_CHILDREN,MARRIED,1,0,0,0,29.38,2.72,4,NONE,BG,SOME,43,0.0,RURAL_LOW_DENSITY
2020,EUHH2020000729,AT,IE16,CHILD,COUPLE_WITH_CHILDREN,WIDOWED,2,1,0,0,32.25,2.1,0,CABLE,FR,NONE,48,444.82,RURAL_AGRI
2021,EUHH2021000730,BG,BE41,HOUSEHOLDER,COUPLE_WITH_CHILDREN,SINGLE,3,2,0,0,9.42,2.76,0,FIBER,HR,SEVERE,12,1436.06,INTERMEDIATE_TOWNS
2022,EUHH2022000731,CY,PT290,PARENT,COUPLE_WITH_CHILDREN,DIVORCED,4,3,0,0,43.2,1.42,1,DSL,ES,SOME,39,106.3,COASTAL_TOURISM
