tax_sales_collection_month,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_tax_rate_pct,tax_sales_gross_taxable_sales_usd,tax_sales_tax_collected_usd,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_usd,tax_sales_interest_assessed_usd,tax_sales_exempt_sales_usd,tax_sales_ecommerce_sales_share_pct,tax_sales_marketplace_facilitator_flag,tax_sales_audit_assessment_total_usd,tax_sales_compliance_gap_estimate,tax_sales_seasonality_index,tax_sales_holiday_sales_event_flag,tax_sales_refunds_issued_usd,tax_sales_data_certification_level
2060-04,JUR0000580,LODGING,10.951,128840477991.3,12973260243.69,197506,MONTHLY,12.98,2041224212.41,271161353.19,595824741.17,2.77,0,5649663336.25,0.6997,0.8667,0,1114566784.14,PROVISIONAL
2060-05,JUR0000581,FUEL,4.527,162704570725.88,6993149035.48,175293,MIXED,2.65,823311587.92,159642942.52,13242642099.31,29.28,0,9796977804.17,0.0639,1.4006,0,1997177127.66,CERTIFIED
2060-06,JUR0000582,FUEL,8.688,166788826567.7,12803812127.16,196836,MONTHLY,13.59,188112491.51,323983861.18,32387292512.56,11.34,1,644472963.87,0.4092,1.0541,0,7285938929.64,UNCERTIFIED
2060-07,JUR0000583,ALCOHOL,0.669,165928597283.96,1000007860.92,378608,MIXED,15.38,2294955376.81,281249473.9,11234838358.79,27.32,0,9070758207.91,0.3198,0.6521,0,8059494888.32,UNCERTIFIED
2060-08,JUR0000584,GENERAL,9.938,127603503429.82,10163384063.21,6767,ANNUAL,14.26,2431387215.03,354514032.95,25703191902.46,57.73,1,11929735205.73,0.879,1.2993,0,7008366095.21,PROVISIONAL
2060-09,JUR0000585,GENERAL,6.915,74695255089.62,4255056968.16,211657,MONTHLY,5.34,1683332317.78,341304284.6,15571373176.95,57.74,1,11875300766.61,0.0039,0.8922,0,2730179277.99,UNCERTIFIED
2060-10,JUR0000586,TOBACCO,5.687,44133702713.63,2412626057.08,368065,QUARTERLY,5.7,1195455154.36,664091284.94,1021157006.65,67.97,1,1687752537.21,0.7978,1.1773,0,2624384018.92,PROVISIONAL
2060-11,JUR0000587,SERVICES,7.751,129812778885.53,8465070843.46,117243,QUARTERLY,15.48,2218496234.28,332192554.05,8653213859.98,70.36,0,4223121446.07,0.0572,1.1938,0,4943215479.72,CERTIFIED
2060-12,JUR0000588,AUTO,0.54,230155438334.97,1166372078.26,389706,MONTHLY,3.38,1470961853.92,148717107.68,31830690217.99,21.58,0,11876801650.97,0.8302,1.1281,0,1145000518.31,AUDITED
2061-01,JUR0000589,ALCOHOL,1.817,213288647216.2,2775878581.88,49664,MONTHLY,6.14,2127765188.53,396063493.75,21099287271.29,25.29,1,10692653196.74,0.0875,1.1689,0,7868711509.71,UNCERTIFIED
2061-02,JUR0000590,FUEL,8.649,52086268778.49,4123418261.72,132353,MONTHLY,10.24,1631119542.78,575852105.46,1035528786.8,66.9,0,2677543732.09,0.9336,1.4469,0,4262587352.33,PROVISIONAL
2061-03,JUR0000591,LODGING,2.341,211233788227.5,3730553050.17,380985,QUARTERLY,11.97,1167445019.75,453537150.33,20065492588.37,21.92,0,11630282347.7,0.0055,0.9349,0,2975265835.83,UNCERTIFIED
2061-04,JUR0000592,DIGITAL_GOODS,8.391,230085847879.16,14369842406.16,182229,MONTHLY,8.94,1083509640.84,805806737.16,29099499465.96,20.33,0,5288491614.56,0.4072,0.6526,0,1329110580.2,AUDITED
2061-05,JUR0000593,TOBACCO,1.716,170296194998.82,2077170405.11,356139,MONTHLY,0.14,900805819.37,317066633.29,29064625549.92,51.46,0,2246365273.3,0.1581,1.2247,0,4122079998.08,CERTIFIED
2061-06,JUR0000594,GENERAL,3.075,98556093951.89,2537666068.93,85612,MONTHLY,4.04,1111920152.17,764932636.44,1231051494.95,1.78,0,1176572433.81,0.1103,1.2735,0,2765140766.69,PROVISIONAL
2061-07,JUR0000595,FUEL,3.023,222335337044.43,5205200583.8,57589,QUARTERLY,10.64,1256511976.79,202473602.42,45097402895.28,55.64,0,5707000502.84,0.3847,0.967,0,7584841890.01,AUDITED
2061-08,JUR0000596,DIGITAL_GOODS,11.1,166808341403.23,13637741365.86,399653,MONTHLY,16.47,1649380072.62,785301993.21,26643269590.49,24.63,0,8243722919.79,0.2106,0.8317,0,4614367619.5,CERTIFIED
2061-09,JUR0000597,LODGING,2.476,165433956413.31,3044916663.5,156291,ANNUAL,7.35,2461093786.81,49266759.32,32680084450.15,25.8,0,4606634082.6,0.3637,1.3649,0,1935415228.4,AUDITED
2061-10,JUR0000598,DIGITAL_GOODS,0.546,173902397332.55,876423700.32,319701,QUARTERLY,14.07,1017363815.84,137723210.14,45114077365.4,82.13,1,2536237101.16,0.3981,1.3842,1,991644903.6,CERTIFIED
2061-11,JUR0000599,LODGING,11.114,105086201261.44,10044899829.55,228634,MONTHLY,8.9,45325216.23,559293478.73,15651670350.7,79.49,0,10956397639.16,0.0416,0.991,1,6569141410.01,PROVISIONAL
2061-12,JUR0000600,ALCOHOL,2.393,15990653909.14,369588025.34,188873,QUARTERLY,3.41,377787970.48,415912100.83,946929350.05,69.4,1,1508388991.13,0.0305,0.9597,0,2096213195.94,PROVISIONAL
2062-01,JUR0000601,LODGING,10.091,6048241153.4,540633433.27,177571,ANNUAL,12.51,293576042.34,292289807.15,612005108.87,40.29,0,2545564127.63,0.0752,0.865,0,1499172550.06,PROVISIONAL
2062-02,JUR0000602,FUEL,0.347,46998361399.53,122208823.81,418764,QUARTERLY,12.6,1105678544.93,626225311.22,3252085098.01,41.07,0,413959192.79,0.4793,1.0309,1,7946564722.25,CERTIFIED
2062-03,JUR0000603,RESTAURANT,6.128,178331701211.77,9734863220.84,228111,MONTHLY,17.53,419918728.16,251662471.96,25261296111.66,15.65,0,1865126955.03,0.1887,0.6887,0,955863681.23,CERTIFIED
2062-04,JUR0000604,FUEL,7.235,24539867900.22,1443628006.2,50815,MONTHLY,15.32,966696306.26,572538922.02,2464585024.64,73.71,1,3144240484.22,0.0827,0.8366,0,4453684967.74,CERTIFIED
2062-05,JUR0000605,FUEL,10.097,174737571890.88,12701088135.19,178470,ANNUAL,3.73,1117468315.76,201675040.93,50812475583.58,55.41,0,2571481251.84,0.6012,0.9559,1,3145283104.72,CERTIFIED
2062-06,JUR0000606,RESTAURANT,7.108,79653960375.72,5190611026.77,350129,MONTHLY,8.89,114379704.91,643838762.18,4927405215.32,62.01,0,6778109303.77,0.3939,1.2656,0,2373227503.9,UNCERTIFIED
2062-07,JUR0000607,GROCERY,8.35,184117141116.05,14429132650.48,277361,QUARTERLY,17.01,385586429.64,467389724.59,57233794343.89,43.58,0,2983483462.12,0.7555,1.4544,0,6676192044.4,PROVISIONAL
2062-08,JUR0000608,LODGING,11.217,76228462888.18,7169820426.61,112839,MIXED,3.07,1403832889.71,785685282.96,13709424231.59,50.37,1,3243961520.93,0.5986,0.9086,0,6037759150.18,CERTIFIED
2062-09,JUR0000609,DIGITAL_GOODS,6.084,222454129530.68,12418623815.68,282531,MONTHLY,13.35,1729756428.91,190877544.37,18577358598.27,72.59,1,9512129824.87,0.2005,0.9438,0,4130404175.28,CERTIFIED
2062-10,JUR0000610,AUTO,4.626,30485027043.72,1217159920.87,399626,MONTHLY,12.07,1312064424.84,169566906.04,8849135987.5,35.34,1,2601312635.51,0.6497,1.3725,0,671893821.68,CERTIFIED
2062-11,JUR0000611,ALCOHOL,4.509,165833439214.34,5876319121.47,286990,MONTHLY,16.4,419960901.84,678801048.97,37408798994.93,7.95,1,7335048308.24,0.5074,0.7371,0,7595281988.42,CERTIFIED
2062-12,JUR0000612,ALCOHOL,7.884,125565408533.4,8849270616.2,300521,MIXED,3.64,357182057.27,272486934.68,17398360862.31,63.82,0,8868008503.35,0.114,0.9641,0,7779104516.57,CERTIFIED
2063-01,JUR0000613,DIGITAL_GOODS,5.596,200769030043.08,9659567523.96,174693,MONTHLY,7.79,1702349873.54,647596960.76,42170315321.29,57.87,1,7656400182.17,0.9989,1.2322,1,8832796300.81,CERTIFIED
2063-02,JUR0000614,DIGITAL_GOODS,3.233,87711057562.91,2517323482.09,121831,MONTHLY,7.07,800483929.72,733296885.12,6777307903.51,11.24,1,4621239480.21,0.0658,0.8204,0,7926383846.74,CERTIFIED
2063-03,JUR0000615,TOBACCO,5.464,230128019477.5,11104000244.16,98603,MONTHLY,8.55,13636594.04,122404988.7,32383077529.81,54.29,0,7102809973.49,0.0139,1.1964,0,5275152405.42,PROVISIONAL
2063-04,JUR0000616,GENERAL,8.277,174661116792.76,10292480545.53,72896,QUARTERLY,9.92,1121207034.24,279241346.07,45892732955.12,17.27,1,10589227692.04,0.5279,1.1677,0,5828724261.9,UNCERTIFIED
2063-05,JUR0000617,GENERAL,8.192,161781581881.05,9347687806.03,411848,QUARTERLY,1.6,1520809456.84,55388489.78,8181207644.07,19.98,1,4577628265.93,0.5072,0.8031,0,7285133374.09,CERTIFIED
2063-06,JUR0000618,TOBACCO,11.172,82648309478.93,6659091202.38,106621,MIXED,3.24,1558787995.53,154982606.69,4641380877.66,51.19,1,9880398240.54,0.8338,1.072,0,6062188016.49,CERTIFIED
2063-07,JUR0000619,FUEL,4.609,174184987485.11,7406024103.23,38032,QUARTERLY,13.97,621869376.13,20279470.53,50056845191.0,65.57,1,6688830739.97,0.12,0.7366,0,8238465965.52,AUDITED
2063-08,JUR0000620,DIGITAL_GOODS,2.473,203289084005.52,4683332162.23,142495,MONTHLY,8.21,1556443877.6,595053875.66,23955077739.51,1.61,1,1974939886.02,0.5015,0.7109,0,1143945302.67,UNCERTIFIED
2063-09,JUR0000621,AUTO,3.093,106752266208.49,2897862793.92,354089,QUARTERLY,0.84,566465097.68,410355346.56,717181613.74,43.65,1,6928130399.81,0.9013,0.8142,1,306079647.53,PROVISIONAL
2063-10,JUR0000622,TOBACCO,5.407,15855402395.48,671716060.16,339451,MONTHLY,11.21,2454827608.43,593448341.98,5081441979.19,9.49,0,2237804157.12,0.6661,1.1273,0,3139862123.07,AUDITED
2063-11,JUR0000623,GROCERY,8.651,2086842919.68,167181394.1,53128,MIXED,9.3,1534385664.04,573349854.08,319508652.98,28.42,1,9506927347.47,0.5145,1.3503,0,1229216172.21,CERTIFIED
2063-12,JUR0000624,RESTAURANT,6.048,222374798181.1,10662345427.7,265569,MONTHLY,2.01,144588402.01,799968554.8,74183649132.37,23.78,0,10037360863.76,0.7108,0.6906,0,4165994325.09,CERTIFIED
2064-01,JUR0000625,GROCERY,6.717,22904477521.15,1104671188.14,221036,MONTHLY,0.48,1083099574.23,493356117.22,1001596131.91,73.73,1,4918332464.64,0.5596,1.212,0,3778611111.43,AUDITED
2064-02,JUR0000626,FUEL,9.62,221635933187.37,15436171164.76,5001,MONTHLY,4.64,724297295.31,518408600.9,52572219707.21,1.51,0,7290993702.48,0.1223,1.2065,1,2897901889.11,PROVISIONAL
2064-03,JUR0000627,FUEL,8.874,111223899701.81,8569195945.34,120992,ANNUAL,16.23,2042679725.27,756937477.49,23948297419.79,58.66,0,8546200593.52,0.1824,0.8868,0,1810901910.78,CERTIFIED
2064-04,JUR0000628,DIGITAL_GOODS,1.165,120298249261.44,1158578650.78,70647,MIXED,17.81,125082584.9,695289317.67,17253466197.69,77.08,1,11519173651.49,0.1087,1.1198,0,4269752230.38,PROVISIONAL
2064-05,JUR0000629,TOBACCO,10.41,88965507162.24,6837187209.11,424752,MONTHLY,14.35,862100177.56,581194496.19,20460624978.85,80.06,0,10131484451.18,0.7257,1.2071,1,5115171326.35,CERTIFIED
2064-06,JUR0000630,DIGITAL_GOODS,3.474,89013109956.18,2543495142.58,360871,QUARTERLY,2.09,605797237.34,158726035.82,2910508430.27,52.57,1,8328031240.92,0.2744,0.6514,0,4775303052.58,CERTIFIED
2064-07,JUR0000631,GENERAL,5.449,171779012302.68,6645409281.91,418812,MONTHLY,13.07,636221946.08,324792658.24,2594670228.35,70.6,1,5184332690.17,0.8441,0.8956,0,3049786958.02,UNCERTIFIED
2064-08,JUR0000632,GENERAL,0.337,92732181900.2,258999075.07,394359,QUARTERLY,13.82,764139684.91,326148432.39,26348221383.6,18.0,1,6745145084.84,0.5007,1.3497,0,8217534507.55,CERTIFIED
2064-09,JUR0000633,GENERAL,7.433,210669065520.74,12393530411.8,72500,MONTHLY,11.46,1422923647.5,224226834.69,40581537664.21,48.41,0,7971486048.11,0.1958,0.7191,1,8572513193.98,AUDITED
2064-10,JUR0000634,TOBACCO,9.563,117923070022.46,8376999006.27,38251,MONTHLY,17.65,601495496.67,760928533.2,15085130241.86,42.84,0,11136012962.21,0.6774,1.4882,0,5593118540.0,PROVISIONAL
2064-11,JUR0000635,GENERAL,9.451,99824891048.56,8618597639.04,357806,QUARTERLY,1.31,1293962529.56,220151094.52,27259383147.26,75.66,0,9967529419.85,0.2253,0.9107,1,3304592894.77,CERTIFIED
2064-12,JUR0000636,DIGITAL_GOODS,5.507,116175573776.8,5672641451.86,152266,MONTHLY,3.68,923775017.77,13918329.93,27087916234.2,12.97,1,5125455187.92,0.5663,0.7089,0,4543462310.49,CERTIFIED
2065-01,JUR0000637,GROCERY,11.786,14503040858.21,1241281438.83,80844,MONTHLY,1.76,195129605.58,384475673.5,2245912997.27,74.94,0,11900637305.36,0.3526,0.8515,0,8721671963.21,CERTIFIED
2065-02,JUR0000638,AUTO,11.408,232267618960.28,22381662804.25,369518,ANNUAL,8.08,565513344.54,369950243.22,21484616763.87,64.52,1,10219802332.78,0.861,0.892,0,7180208967.89,UNCERTIFIED
2065-03,JUR0000639,LODGING,0.289,101998164047.02,268954017.52,185453,QUARTERLY,8.89,848687393.45,716067478.1,20736585791.13,2.04,1,2287622067.74,0.9966,1.2195,0,4935657237.33,CERTIFIED
2065-04,JUR0000640,GROCERY,1.442,163365775662.56,2110948045.81,119879,QUARTERLY,6.73,1115383009.31,539959357.1,19963830982.3,2.91,0,6232422144.63,0.4481,0.6847,0,5346293524.3,CERTIFIED
2065-05,JUR0000641,SERVICES,0.088,41585942427.88,35698387.0,435869,QUARTERLY,11.8,2193220345.92,426553815.09,435405224.61,7.49,1,2509900163.93,0.2002,1.2862,0,5948507636.81,UNCERTIFIED
2065-06,JUR0000642,GROCERY,4.7,59239364359.16,2200136565.09,187678,MONTHLY,10.54,170832497.16,747748168.23,16514614126.21,57.19,0,2621762616.22,0.0142,1.062,0,4810731634.9,CERTIFIED
2065-07,JUR0000643,DIGITAL_GOODS,2.442,234718448655.27,5319213614.77,112138,MONTHLY,10.19,355268590.22,714016282.15,52084788143.57,22.76,0,4029558813.76,0.4732,0.6488,1,5938901239.62,UNCERTIFIED
2065-08,JUR0000644,LODGING,11.718,82784427659.36,9343059741.77,304164,MONTHLY,8.37,2336532021.41,194717157.17,4153151704.63,0.7,0,4994289697.02,0.8209,1.11,0,3050201963.74,CERTIFIED
2065-09,JUR0000645,TOBACCO,5.019,18151796619.64,888588868.29,380130,MONTHLY,2.61,2407218063.38,796281900.63,5370597395.63,83.6,0,6748211372.9,0.9952,1.4565,0,2475909790.08,AUDITED
2065-10,JUR0000646,FUEL,9.498,144571656275.12,12461006602.13,410177,MONTHLY,1.17,1622755285.43,386465242.76,50486897456.09,18.23,0,2983198851.04,0.9478,1.3815,0,7946431052.11,CERTIFIED
2065-11,JUR0000647,GROCERY,0.844,69351062840.52,517139878.89,446854,MONTHLY,0.83,815223659.46,835876936.62,17490230633.68,36.71,1,10614733687.24,0.8336,0.6868,0,2403729538.43,PROVISIONAL
2065-12,JUR0000648,GENERAL,5.903,65887906954.46,3088016838.28,404607,QUARTERLY,17.84,585875321.55,418975007.42,22644773900.73,51.68,0,8109522668.58,0.3876,1.3276,0,2791743967.7,UNCERTIFIED
2066-01,JUR0000649,GENERAL,0.29,237288965463.94,609244363.1,280959,QUARTERLY,2.6,1219997791.44,268833222.91,63053074711.03,65.89,1,10833259601.84,0.886,0.7907,0,6453092280.25,PROVISIONAL
2066-02,JUR0000650,FUEL,5.994,82789493517.32,4455647745.14,323735,MONTHLY,8.97,1120993533.92,559488826.16,7816243560.99,72.98,1,9702802616.97,0.7937,1.3839,0,596279173.87,PROVISIONAL
2066-03,JUR0000651,AUTO,11.974,157779973869.2,15075060120.51,157389,MONTHLY,5.08,1170640969.65,470780763.27,23844338619.79,50.97,1,11900208746.3,0.4987,1.1224,1,3957596261.45,PROVISIONAL
2066-04,JUR0000652,DIGITAL_GOODS,3.44,62231428990.56,1953795547.68,207505,QUARTERLY,4.18,374057010.66,725900890.84,12484709554.24,15.02,0,1093808252.25,0.0276,0.6163,0,4750348048.99,PROVISIONAL
2066-05,JUR0000653,TOBACCO,1.24,61333207979.51,648698214.17,321266,MONTHLY,12.71,690785169.52,584106066.49,17460962358.48,32.79,0,10321964925.13,0.7522,0.7216,0,4822700453.59,PROVISIONAL
2066-06,JUR0000654,TOBACCO,2.524,97785532966.49,2048553470.01,242689,MONTHLY,13.22,768876884.98,660822262.01,7018331610.48,38.72,1,1251465539.1,0.3243,1.3004,1,4434875505.63,PROVISIONAL
2066-07,JUR0000655,FUEL,3.134,234704123527.42,6390479300.41,339668,QUARTERLY,1.3,2116861152.06,798248352.2,18654450464.78,23.53,1,4053676587.19,0.2638,0.7444,0,8172559990.96,AUDITED
2066-08,JUR0000656,RESTAURANT,10.364,173102279627.64,13742732086.87,301098,MONTHLY,1.58,249991118.71,305298868.71,2029828088.04,62.15,0,1753686930.24,0.1462,0.6435,0,5308038917.69,AUDITED
2066-09,JUR0000657,DIGITAL_GOODS,1.12,162357504494.82,1743182250.38,29448,QUARTERLY,5.76,1477903105.58,381641130.42,23811128434.38,76.68,1,3283433006.61,0.7967,0.6829,0,7047185250.06,UNCERTIFIED
2066-10,JUR0000658,GROCERY,1.265,123804482072.1,1112538324.1,65349,MONTHLY,7.95,500550243.2,148972493.71,38345878041.72,28.82,0,3819281788.81,0.3646,1.0503,1,3038959375.24,UNCERTIFIED
2066-11,JUR0000659,AUTO,10.866,13972950195.4,1348125883.25,207696,ANNUAL,0.8,502590041.85,339824875.75,1656114751.4,46.17,0,3096830559.45,0.7301,1.3353,1,7817528904.46,AUDITED
2066-12,JUR0000660,FUEL,9.769,19824794216.85,1739315636.39,91623,MONTHLY,6.6,305518050.41,465377419.29,2156054870.66,16.47,0,8009274419.17,0.422,0.9934,0,643785574.72,CERTIFIED
2067-01,JUR0000661,DIGITAL_GOODS,9.384,97459706071.44,7301701307.11,234529,QUARTERLY,12.02,1322536870.6,374963247.55,23056216914.92,13.9,1,7514789428.23,0.2739,0.7082,0,3734742517.44,CERTIFIED
2067-02,JUR0000662,GENERAL,11.517,229437210325.66,22955479939.56,398477,MONTHLY,0.26,735706505.63,35238071.14,46606781872.08,75.24,0,6985693832.31,0.6828,0.6784,0,1336191340.81,PROVISIONAL
2067-03,JUR0000663,FUEL,6.905,224307707525.7,13591582078.87,160763,QUARTERLY,14.42,1202313654.4,306339749.99,47599188060.24,12.43,0,8405043717.13,0.657,0.8166,0,6327349005.07,UNCERTIFIED
2067-04,JUR0000664,RESTAURANT,11.044,202982650149.04,17702955861.2,218163,MONTHLY,2.21,2131156075.56,346462159.67,53097991431.69,60.86,1,8754424777.26,0.4429,1.4274,0,8841794741.07,UNCERTIFIED
2067-05,JUR0000665,GROCERY,5.588,208045695397.99,9462706891.41,404383,QUARTERLY,3.56,474992509.37,757464705.85,26991419551.51,31.99,1,9284837511.51,0.0617,1.3371,0,5651473067.71,AUDITED
2067-06,JUR0000666,LODGING,7.619,26964894650.51,1861221372.24,330415,QUARTERLY,12.12,2010196824.2,544547963.95,8365328892.31,83.75,1,4860414609.22,0.1695,1.3802,0,6179081562.65,PROVISIONAL
2067-07,JUR0000667,AUTO,8.169,27551153432.45,2049952843.89,392536,ANNUAL,7.26,1234708283.49,140593373.7,3603707155.76,43.34,1,4738632956.5,0.5663,1.2027,1,3415645064.22,PROVISIONAL
2067-08,JUR0000668,ALCOHOL,3.117,25300151913.52,570421563.33,191144,MONTHLY,1.83,886087866.03,209901917.3,4627780046.69,18.62,1,1567975667.8,0.6463,0.8252,0,6283936964.03,PROVISIONAL
2067-09,JUR0000669,FUEL,3.046,200232178500.65,4887691648.43,203677,MONTHLY,4.27,1547074140.85,3612261.46,33137465655.12,76.57,0,4113273044.56,0.2987,0.895,0,7130898541.77,UNCERTIFIED
2067-10,JUR0000670,RESTAURANT,5.536,208959010940.51,8869600082.61,87676,MONTHLY,2.04,294229068.96,403314388.75,63215934252.7,40.88,1,360942782.14,0.3641,1.3139,0,5820072656.52,CERTIFIED
2067-11,JUR0000671,RESTAURANT,2.861,21876632500.15,441725150.43,200514,MONTHLY,8.24,1616001647.59,661081818.02,1073078730.03,29.27,0,100886511.61,0.4505,0.627,1,7409722650.86,PROVISIONAL
2067-12,JUR0000672,RESTAURANT,9.222,135974695859.61,10560297276.27,174012,MIXED,7.11,2406583016.44,686801708.78,18943465567.2,22.76,1,3908467596.36,0.1546,0.9186,0,703291355.65,PROVISIONAL
2068-01,JUR0000673,TOBACCO,5.495,127452694247.54,6285688928.31,360368,MONTHLY,1.32,172856810.63,759306592.97,9338576914.6,56.76,0,2668559758.11,0.9966,1.1586,0,2797843110.67,CERTIFIED
2068-02,JUR0000674,ALCOHOL,11.772,78929026030.36,6866701460.11,236170,MONTHLY,5.56,854179591.09,180391877.28,6679071701.51,79.74,0,9180532059.9,0.3058,1.1892,0,7596828614.74,CERTIFIED
2068-03,JUR0000675,TOBACCO,9.496,72671166664.31,6018166715.29,176383,QUARTERLY,17.23,636819773.09,3874318.99,9507882054.99,48.87,0,2244335482.54,0.4016,1.0973,0,5724332009.68,PROVISIONAL
2068-04,JUR0000676,FUEL,0.66,217334592650.04,1151822645.35,33897,QUARTERLY,12.66,1125872559.28,531986383.98,33473874602.83,60.23,1,691303845.21,0.1649,0.6208,1,4507887774.5,AUDITED
2068-05,JUR0000677,FUEL,8.818,215273492843.63,14850974556.04,371453,MONTHLY,3.58,579635076.19,566176124.7,1166936054.35,22.0,0,5360977280.64,0.6825,0.7641,1,3064487260.85,CERTIFIED
2068-06,JUR0000678,SERVICES,1.178,198999487653.8,1974850103.33,312712,MONTHLY,15.48,2166898412.26,269275104.01,56373333395.77,12.36,0,6927025219.97,0.3078,0.7082,1,8649362573.13,AUDITED
2068-07,JUR0000679,SERVICES,11.527,114298929531.16,9898481898.5,22662,MONTHLY,12.29,1811168888.11,659995589.53,20242421901.08,79.25,1,7141025940.62,0.8071,1.446,0,2493182415.83,CERTIFIED
2068-08,JUR0000680,GROCERY,0.111,220434699212.71,207649518.35,224488,MONTHLY,7.22,1304212189.42,345585396.41,75582738006.83,62.8,0,2755303407.25,0.4993,0.6585,0,5975561762.59,AUDITED
2068-09,JUR0000681,DIGITAL_GOODS,7.786,151178016520.56,9693703692.64,59515,QUARTERLY,0.89,1501478143.06,529608037.99,23804617739.63,82.29,0,9499663426.28,0.6325,1.0805,0,2298031936.12,AUDITED
2068-10,JUR0000682,SERVICES,3.661,118237641028.6,3927965581.88,147432,MONTHLY,11.29,2253438572.77,846229098.74,20343275028.78,73.42,0,4554517229.16,0.3571,0.621,0,4919063975.98,PROVISIONAL
2068-11,JUR0000683,TOBACCO,8.359,165312018549.48,12901545225.59,29033,QUARTERLY,12.84,2241284953.53,692433220.28,29094375744.17,67.19,1,7647138028.85,0.2729,1.1662,1,5811634380.3,CERTIFIED
2068-12,JUR0000684,SERVICES,9.59,208882194858.94,18232027218.17,88860,MONTHLY,8.0,1332006085.39,371434304.77,54319480104.87,25.17,0,10163662838.47,0.5495,0.7185,0,1735202904.83,PROVISIONAL
2069-01,JUR0000685,AUTO,8.234,7297151044.8,563553806.43,366232,MIXED,3.28,1452642581.59,26182826.92,2478033325.93,83.41,1,3906531405.0,0.873,1.2442,1,3344738049.2,UNCERTIFIED
2069-02,JUR0000686,TOBACCO,7.112,148540567641.04,8872505654.55,224670,MONTHLY,5.74,1152907167.07,33618556.87,6651346847.59,3.66,0,1685133018.26,0.9209,1.2352,0,6320873514.86,UNCERTIFIED
2069-03,JUR0000687,ALCOHOL,0.324,67498132401.97,186962175.69,376130,MONTHLY,7.99,1784286416.78,229216206.61,23418258198.28,51.94,1,486836292.36,0.7804,1.2042,0,5517422025.87,UNCERTIFIED
2069-04,JUR0000688,DIGITAL_GOODS,10.266,106048407481.27,9028579842.76,21848,MONTHLY,4.23,2199007540.0,564480956.97,7649317683.67,52.37,0,8202819152.82,0.9346,0.7526,0,7899737049.01,CERTIFIED
2069-05,JUR0000689,DIGITAL_GOODS,7.725,220069385059.76,14993184187.79,387081,MONTHLY,0.79,2293439863.91,825754350.91,6753539354.58,37.87,0,7943246140.12,0.6098,1.1241,0,6571533492.2,CERTIFIED
2069-06,JUR0000690,GENERAL,4.179,100128700840.12,3025464526.67,287817,MONTHLY,3.84,2042986120.52,303631191.79,25824258112.89,23.81,0,5433693563.58,0.2381,0.8388,0,2743411007.46,UNCERTIFIED
2069-07,JUR0000691,GROCERY,0.214,193097444338.01,289336470.06,407803,MONTHLY,10.61,372703825.28,513311349.32,46774727509.59,31.89,1,368594312.16,0.3257,0.7106,0,2891559835.57,CERTIFIED
2069-08,JUR0000692,RESTAURANT,9.069,230806459540.37,15862067258.63,101855,QUARTERLY,3.45,796392700.4,174703101.36,76298957159.22,37.24,1,282046512.45,0.748,0.6518,0,3317299476.6,PROVISIONAL
2069-09,JUR0000693,DIGITAL_GOODS,10.101,65312421886.91,5749269603.46,426815,MONTHLY,10.49,1255320837.4,213648550.27,4538834867.62,17.6,0,7707001350.78,0.9171,0.9818,0,1932729994.56,CERTIFIED
2069-10,JUR0000694,LODGING,0.455,192989884782.57,838949306.64,47438,MONTHLY,15.56,841091682.41,292033597.88,42705145842.07,63.54,0,7055919541.14,0.8452,0.7634,0,2429610446.15,CERTIFIED
2069-11,JUR0000695,GROCERY,8.567,5528587173.52,404658520.31,360279,MONTHLY,13.55,1678059396.09,602611692.12,1834477400.05,84.79,1,6011419765.93,0.1278,0.6801,0,6823125819.5,CERTIFIED
2069-12,JUR0000696,FUEL,7.855,74787122482.12,5700863567.22,161558,QUARTERLY,2.28,328325500.7,164604328.76,17748229182.08,20.38,1,11255765683.14,0.502,1.4264,0,426610121.45,PROVISIONAL
2070-01,JUR0000697,GENERAL,9.062,143674031138.96,9674130953.4,368171,MONTHLY,3.75,2098333344.47,533479022.06,44222741821.26,76.56,1,4365331719.16,0.0541,0.9003,0,8118456255.57,PROVISIONAL
2070-02,JUR0000698,GENERAL,4.725,147783593152.81,6346284616.83,50548,QUARTERLY,16.07,2414000458.54,438389053.72,24845866450.15,67.24,1,9334135209.58,0.9417,0.7137,1,1976853477.8,CERTIFIED
