trans_urban_reference_year,trans_urban_city_id,trans_urban_country_iso2,trans_urban_population_city,trans_urban_modal_share_public_transport_pct,trans_urban_modal_share_car_pct,trans_urban_modal_share_walk_pct,trans_urban_modal_share_bike_pct,trans_urban_pt_service_km_per_capita,trans_urban_pt_fare_affordability_index,trans_urban_bike_lane_km,trans_urban_shared_mobility_trips_per_capita,trans_urban_vision_zero_policy_flag,trans_urban_zero_emission_bus_share_pct,trans_urban_air_quality_low_emission_zone_flag,trans_urban_urban_logistics_plan_flag,trans_urban_congestion_charge_flag,trans_urban_data_source,trans_urban_data_quality_flag,trans_urban_data_extract_date
2014,DE_CITY_089,DE,6922886,55.47,31.52,9.96,3.03,32.465,0.4874,2262.72,124.19,0,32.21,1,0,1,URBAN_AUDIT,1,2024-08-15
2015,LU_CITY_090,LU,5550598,35.03,28.35,22.19,14.43,20.846,1.255,26.04,112.99,1,6.94,0,0,0,MODEL_ESTIMATE,1,2024-04-07
2016,SI_CITY_091,SI,5508485,15.7,48.23,30.24,5.83,71.073,0.5248,1280.81,2.92,1,34.14,0,0,0,NATIONAL_URBAN_STAT,1,2024-09-09
2017,CY_CITY_092,CY,4228776,18.13,43.64,9.44,19.37,82.887,0.577,938.77,10.78,0,5.98,0,0,0,CITY_MOBILITY_SURVEY,1,2024-08-13
2018,GR_CITY_093,GR,9672828,19.66,35.18,36.52,8.64,26.176,0.8839,2085.43,45.19,0,52.94,0,0,0,URBAN_AUDIT,1,2025-04-20
2019,MT_CITY_094,MT,2817926,29.85,37.5,31.01,1.64,36.441,1.4008,83.73,9.25,1,36.79,1,1,1,MODEL_ESTIMATE,1,2025-04-20
2020,ES_CITY_095,ES,9605609,33.72,41.08,24.9,0.3,58.897,0.639,883.6,133.3,0,50.74,1,0,0,NATIONAL_URBAN_STAT,1,2024-07-23
2021,CZ_CITY_096,CZ,8740294,36.96,43.18,4.88,14.98,83.01,1.4835,2068.92,8.55,0,87.87,0,0,0,CITY_MOBILITY_SURVEY,1,2026-02-24
2022,HU_CITY_097,HU,3994307,41.13,41.27,9.61,7.99,73.395,1.1527,2123.26,202.75,0,66.81,1,0,0,URBAN_AUDIT,1,2025-05-14
2023,NL_CITY_098,NL,1220421,35.6,42.42,11.27,10.71,18.191,0.7757,647.28,174.3,1,46.73,1,0,0,MODEL_ESTIMATE,1,2025-05-05
2024,SE_CITY_099,SE,4316703,23.93,43.92,13.27,15.11,18.252,1.2443,36.61,35.17,1,57.08,1,1,0,NATIONAL_URBAN_STAT,1,2024-09-28
2025,DK_CITY_100,DK,6715231,16.48,18.16,39.84,18.38,12.305,1.5711,2310.38,151.01,0,16.35,1,1,0,CITY_MOBILITY_SURVEY,1,2024-07-15
2006,IE_CITY_101,IE,594874,58.26,17.06,18.34,6.34,39.146,0.5833,1962.23,15.59,1,51.93,1,1,0,URBAN_AUDIT,1,2025-10-28
2007,PL_CITY_102,PL,3895261,36.19,53.74,9.64,0.43,0.928,1.516,1141.44,129.56,1,30.44,1,0,0,MODEL_ESTIMATE,1,2025-09-20
2008,AT_CITY_103,AT,2016697,26.44,19.7,16.18,11.43,48.95,1.4348,1460.07,66.01,0,34.15,0,0,0,NATIONAL_URBAN_STAT,1,2024-07-07
2009,EE_CITY_104,EE,10078601,16.28,42.32,7.32,10.77,66.167,0.8414,2044.85,83.04,0,48.71,0,0,1,CITY_MOBILITY_SURVEY,1,2024-10-24
2010,IT_CITY_105,IT,1057940,39.46,40.71,19.46,0.37,31.784,1.2873,2080.73,140.45,0,38.06,1,0,0,URBAN_AUDIT,0,2024-01-02
2011,PT_CITY_106,PT,594986,47.93,30.62,15.1,6.35,7.838,1.0361,313.75,87.94,1,16.01,1,0,0,MODEL_ESTIMATE,1,2025-05-13
2012,BE_CITY_107,BE,102399,23.84,43.48,22.78,9.9,17.389,1.1077,1586.21,28.58,0,12.4,0,0,0,NATIONAL_URBAN_STAT,1,2024-10-13
2013,FI_CITY_108,FI,1830366,18.85,64.01,10.78,6.36,27.844,0.7316,1801.4,142.49,0,21.48,1,0,0,CITY_MOBILITY_SURVEY,1,2024-01-30
2014,LV_CITY_109,LV,2597825,39.01,42.87,17.75,0.37,56.691,0.5509,1122.46,72.08,0,12.88,0,0,0,URBAN_AUDIT,1,2024-09-26
2015,RO_CITY_110,RO,9945022,41.08,16.02,27.84,15.06,13.987,1.5653,1563.98,102.44,0,19.9,0,0,0,MODEL_ESTIMATE,1,2024-09-21
2016,BG_CITY_111,BG,5780099,19.03,12.68,33.02,2.69,45.279,1.6258,2352.61,54.16,1,19.35,0,1,0,NATIONAL_URBAN_STAT,1,2024-06-07
2017,FR_CITY_112,FR,7975244,10.14,46.66,36.8,6.4,47.039,0.8748,115.04,84.99,1,18.8,0,1,0,CITY_MOBILITY_SURVEY,1,2024-06-28
2018,LT_CITY_113,LT,3628598,10.91,31.48,16.0,41.61,33.915,1.4711,3320.23,83.62,0,24.95,0,0,0,URBAN_AUDIT,1,2025-11-05
2019,SK_CITY_114,SK,12514697,21.46,49.42,28.64,0.48,68.948,0.772,1832.19,258.98,1,43.67,1,0,0,MODEL_ESTIMATE,1,2025-12-28
2020,HR_CITY_115,HR,651039,35.88,47.67,16.09,0.36,72.843,0.6212,20.28,28.92,0,39.58,1,1,0,NATIONAL_URBAN_STAT,1,2024-08-23
2021,DE_CITY_116,DE,2943618,49.99,37.85,11.67,0.49,57.819,1.0349,607.33,223.02,0,89.8,0,0,0,CITY_MOBILITY_SURVEY,1,2026-01-29
2022,LU_CITY_117,LU,6563166,35.73,18.17,31.68,14.42,49.238,0.8593,2722.73,104.15,0,31.74,1,0,0,URBAN_AUDIT,1,2024-02-26
2023,SI_CITY_118,SI,13036607,10.01,39.02,40.27,10.7,33.537,0.5767,2194.99,210.26,0,31.73,0,0,0,MODEL_ESTIMATE,1,2024-06-25
2024,CY_CITY_119,CY,8536473,10.93,32.94,38.0,18.13,3.899,1.01,2173.91,128.28,1,39.89,0,0,0,NATIONAL_URBAN_STAT,1,2024-07-17
2025,GR_CITY_120,GR,8106366,11.37,18.07,37.92,32.64,67.107,0.7659,554.31,207.51,1,37.79,0,0,0,CITY_MOBILITY_SURVEY,1,2024-10-11
2006,MT_CITY_121,MT,1203684,34.71,32.5,32.3,0.49,75.018,1.5103,781.0,32.33,0,19.45,0,0,0,URBAN_AUDIT,1,2025-07-28
2007,ES_CITY_122,ES,4511091,12.65,62.0,8.84,14.72,32.995,0.8246,2901.52,107.66,1,31.5,0,0,0,MODEL_ESTIMATE,1,2024-07-13
2008,CZ_CITY_123,CZ,6101459,26.99,41.33,17.97,10.3,82.212,0.6491,948.9,137.74,1,10.71,1,0,0,NATIONAL_URBAN_STAT,0,2024-07-31
2009,HU_CITY_124,HU,3693295,25.89,25.54,33.96,14.61,26.178,1.3769,2171.64,110.78,1,9.79,0,0,0,CITY_MOBILITY_SURVEY,1,2025-06-19
2010,NL_CITY_125,NL,6901331,12.54,47.5,19.28,10.29,3.07,0.727,1296.43,116.2,0,15.67,1,0,1,URBAN_AUDIT,1,2025-12-12
2011,SE_CITY_126,SE,321398,30.38,23.79,33.91,11.92,72.965,0.9337,424.76,114.57,1,40.7,1,1,1,MODEL_ESTIMATE,1,2025-02-14
2012,DK_CITY_127,DK,2153310,32.0,20.88,31.23,15.89,35.469,1.4565,90.72,13.6,0,16.83,1,1,0,NATIONAL_URBAN_STAT,1,2026-02-01
2013,IE_CITY_128,IE,3374943,34.04,27.18,32.8,5.98,46.045,0.7169,1823.98,83.42,0,24.2,0,0,0,CITY_MOBILITY_SURVEY,1,2025-05-07
2014,PL_CITY_129,PL,3906199,52.78,12.86,13.7,20.66,24.607,0.4811,1893.06,108.1,1,47.63,1,0,0,URBAN_AUDIT,1,2025-02-25
2015,AT_CITY_130,AT,11068096,20.02,20.47,32.49,8.55,12.575,1.399,1360.22,118.09,0,47.65,1,0,1,MODEL_ESTIMATE,1,2024-05-23
2016,EE_CITY_131,EE,9774395,31.8,31.84,27.08,9.28,12.851,1.378,2112.95,89.43,0,37.52,0,0,0,NATIONAL_URBAN_STAT,1,2025-08-19
2017,IT_CITY_132,IT,752519,18.61,50.56,7.6,23.23,7.795,0.9202,849.82,41.02,0,3.17,0,1,0,CITY_MOBILITY_SURVEY,1,2025-07-24
2018,PT_CITY_133,PT,763331,32.14,24.36,10.92,32.58,35.157,0.8804,885.67,191.16,0,31.72,1,0,0,URBAN_AUDIT,1,2025-10-17
2019,BE_CITY_134,BE,9186276,31.41,43.26,14.75,10.58,62.592,0.911,1189.11,250.31,1,47.06,1,1,1,MODEL_ESTIMATE,1,2024-05-30
2020,FI_CITY_135,FI,6609797,27.1,38.5,21.96,12.44,25.796,0.5745,1479.47,62.65,0,0.21,1,0,0,NATIONAL_URBAN_STAT,0,2024-10-30
2021,LV_CITY_136,LV,2132256,28.78,12.93,38.37,19.92,5.439,1.6469,532.0,124.31,1,17.26,0,0,1,CITY_MOBILITY_SURVEY,1,2026-01-15
2022,RO_CITY_137,RO,9646344,34.28,31.29,25.35,9.08,70.571,0.4708,423.67,121.72,1,84.26,0,1,0,URBAN_AUDIT,1,2024-02-04
2023,BG_CITY_138,BG,727913,21.47,42.62,32.22,3.69,13.606,0.7079,1022.05,204.69,1,103.41,1,0,1,MODEL_ESTIMATE,1,2025-08-26
2024,FR_CITY_139,FR,6582326,46.62,22.37,23.49,7.52,23.899,1.0762,1089.87,26.99,0,97.58,1,1,0,NATIONAL_URBAN_STAT,1,2025-06-24
2025,LT_CITY_140,LT,995273,21.7,38.74,28.3,11.26,59.751,1.3076,1425.91,215.46,1,4.78,1,1,0,CITY_MOBILITY_SURVEY,1,2024-08-02
2006,SK_CITY_141,SK,3535415,39.6,38.47,15.33,6.6,53.774,0.6624,2286.66,61.89,1,8.89,0,1,0,URBAN_AUDIT,1,2024-10-23
2007,HR_CITY_142,HR,8300541,12.09,13.13,15.81,8.05,30.648,1.4276,2327.44,39.37,1,54.64,1,0,0,MODEL_ESTIMATE,1,2025-02-06
2008,DE_CITY_143,DE,3706004,28.25,40.49,23.18,8.08,65.35,1.6174,1666.92,129.07,0,6.06,1,1,0,NATIONAL_URBAN_STAT,1,2025-02-09
2009,LU_CITY_144,LU,1860380,59.41,14.78,9.26,16.55,71.291,0.6325,1861.9,71.51,0,24.33,1,0,1,CITY_MOBILITY_SURVEY,1,2024-03-06
2010,SI_CITY_145,SI,12953805,40.3,23.72,32.9,3.08,6.864,0.8996,2282.74,119.99,0,51.24,1,0,0,URBAN_AUDIT,1,2024-12-06
2011,CY_CITY_146,CY,4210369,21.41,49.9,26.27,2.42,67.273,1.5456,1345.54,27.44,0,1.12,1,0,0,MODEL_ESTIMATE,1,2025-11-28
2012,GR_CITY_147,GR,4744531,31.2,28.17,34.36,6.27,35.415,0.5521,1693.5,53.37,1,27.06,1,0,0,NATIONAL_URBAN_STAT,1,2024-05-15
2013,MT_CITY_148,MT,6973606,41.7,20.06,27.33,10.91,59.763,1.3241,1863.87,107.64,0,0.93,1,0,0,CITY_MOBILITY_SURVEY,0,2025-05-28
2014,ES_CITY_149,ES,7888946,17.64,52.98,17.44,11.94,70.524,0.5995,1480.8,51.91,0,55.82,1,1,0,URBAN_AUDIT,1,2024-09-23
2015,CZ_CITY_150,CZ,10242125,36.3,30.03,21.17,12.5,44.447,0.4632,39.2,118.4,1,32.58,0,0,0,MODEL_ESTIMATE,1,2025-06-16
2016,HU_CITY_151,HU,1291954,10.97,51.97,27.59,9.47,78.522,1.318,306.51,22.91,1,20.29,1,0,0,NATIONAL_URBAN_STAT,0,2024-12-03
2017,NL_CITY_152,NL,525096,31.03,15.79,18.12,18.32,46.84,1.1324,331.91,13.91,0,16.89,1,1,0,CITY_MOBILITY_SURVEY,1,2026-01-16
2018,SE_CITY_153,SE,3354227,20.96,26.79,8.62,7.28,38.277,1.5491,353.92,117.0,0,49.73,0,1,0,URBAN_AUDIT,1,2025-11-19
2019,DK_CITY_154,DK,4922880,48.47,20.18,15.05,16.3,36.761,1.2236,2412.2,19.76,0,51.31,0,1,0,MODEL_ESTIMATE,1,2024-11-02
2020,IE_CITY_155,IE,1742301,33.38,17.82,6.18,21.01,73.489,0.558,3353.97,32.99,1,80.21,1,1,0,NATIONAL_URBAN_STAT,1,2024-02-17
2021,PL_CITY_156,PL,10822613,27.47,40.67,18.03,13.83,62.468,0.7211,3442.19,90.97,0,79.0,0,0,0,CITY_MOBILITY_SURVEY,0,2024-03-09
2022,AT_CITY_157,AT,470944,34.11,40.07,11.7,14.12,52.003,0.5109,533.77,29.31,0,73.59,0,0,0,URBAN_AUDIT,0,2025-03-09
2023,EE_CITY_158,EE,5720152,38.75,33.24,13.9,14.11,8.733,0.4005,175.36,127.75,1,26.4,1,1,0,MODEL_ESTIMATE,1,2024-03-25
2024,IT_CITY_159,IT,8339757,26.74,63.61,9.2,0.45,81.622,1.2057,507.41,152.22,0,8.63,0,0,0,NATIONAL_URBAN_STAT,0,2026-02-06
2025,PT_CITY_160,PT,6166084,11.11,19.94,42.98,16.24,25.978,1.642,1888.03,47.23,0,13.55,0,0,1,CITY_MOBILITY_SURVEY,1,2025-06-29
2006,BE_CITY_161,BE,11170916,23.49,38.49,30.64,7.38,62.493,1.4711,927.51,103.7,0,45.32,0,0,0,URBAN_AUDIT,1,2025-01-29
2007,FI_CITY_162,FI,4555349,44.19,19.95,10.31,22.85,40.428,0.3824,2163.19,133.06,0,42.8,0,0,0,MODEL_ESTIMATE,1,2024-07-30
2008,LV_CITY_163,LV,1681537,32.63,19.97,36.49,10.91,18.278,1.4765,386.83,48.88,0,14.52,0,1,0,NATIONAL_URBAN_STAT,1,2024-02-03
2009,RO_CITY_164,RO,3500746,33.13,33.74,23.4,9.73,12.578,1.4664,2019.07,75.48,1,22.59,1,0,1,CITY_MOBILITY_SURVEY,1,2025-03-29
2010,BG_CITY_165,BG,11971499,40.08,30.75,26.8,2.37,4.175,0.5715,1119.24,8.45,0,53.6,1,0,0,URBAN_AUDIT,1,2025-12-26
2011,FR_CITY_166,FR,8076752,41.64,12.72,35.46,10.18,48.364,1.3911,729.0,24.46,0,21.13,0,0,0,MODEL_ESTIMATE,0,2025-08-14
2012,LT_CITY_167,LT,2433537,19.15,40.15,27.8,12.9,32.747,1.069,2392.97,22.89,1,26.73,0,0,0,NATIONAL_URBAN_STAT,1,2024-02-28
2013,SK_CITY_168,SK,9382125,28.83,40.14,25.51,5.52,36.129,0.9436,2027.88,65.22,0,30.55,0,0,0,CITY_MOBILITY_SURVEY,1,2024-12-29
2014,HR_CITY_169,HR,7002354,16.81,42.77,25.02,15.4,57.772,1.6193,2935.71,132.17,0,32.3,0,0,0,URBAN_AUDIT,1,2025-12-10
2015,DE_CITY_170,DE,5928438,8.13,36.24,40.08,15.55,53.531,0.6847,1428.82,84.98,1,29.99,0,1,0,MODEL_ESTIMATE,1,2024-03-22
2016,LU_CITY_171,LU,3134284,18.54,57.69,23.35,0.42,2.453,1.4296,1887.74,116.72,1,9.14,0,0,1,NATIONAL_URBAN_STAT,1,2024-10-02
2017,SI_CITY_172,SI,6778171,28.9,45.06,15.62,10.42,35.475,0.8215,568.01,6.49,1,30.51,0,0,0,CITY_MOBILITY_SURVEY,1,2024-07-15
2018,CY_CITY_173,CY,9508105,48.25,17.03,14.44,20.28,43.544,0.6692,277.94,38.49,0,20.6,1,0,0,URBAN_AUDIT,1,2025-08-29
2019,GR_CITY_174,GR,5587560,11.9,51.86,27.46,8.78,6.233,0.6374,715.12,21.8,1,6.59,1,1,1,MODEL_ESTIMATE,1,2025-01-17
2020,MT_CITY_175,MT,3028346,27.12,34.4,34.32,4.16,39.105,0.674,1023.22,94.38,0,107.12,1,0,1,NATIONAL_URBAN_STAT,1,2025-07-20
2021,ES_CITY_176,ES,394988,44.89,17.75,23.2,14.16,47.444,1.2249,3283.25,274.94,0,99.73,1,1,0,CITY_MOBILITY_SURVEY,1,2024-07-03
2022,CZ_CITY_177,CZ,5828998,14.37,55.17,14.85,15.61,66.267,0.7703,2579.19,249.45,1,57.66,0,1,1,URBAN_AUDIT,1,2025-12-23
2023,HU_CITY_178,HU,8899288,28.86,36.96,29.45,4.73,4.595,1.6115,6.95,102.45,1,25.29,0,1,0,MODEL_ESTIMATE,1,2024-10-09
2024,NL_CITY_179,NL,9617548,16.12,47.91,27.68,8.29,5.064,0.454,1129.52,36.81,1,85.64,1,1,0,NATIONAL_URBAN_STAT,1,2025-12-22
2025,SE_CITY_180,SE,1358251,13.12,47.84,31.17,3.71,3.538,0.8191,87.11,37.94,0,104.93,0,0,0,CITY_MOBILITY_SURVEY,1,2025-02-18
2006,DK_CITY_181,DK,8973293,39.04,30.3,26.1,4.56,40.165,0.3968,850.81,54.94,0,56.73,0,0,0,URBAN_AUDIT,1,2024-11-30
2007,IE_CITY_182,IE,10722009,19.44,47.91,7.29,9.91,41.501,0.6654,309.33,110.29,1,28.72,0,1,0,MODEL_ESTIMATE,1,2024-11-30
2008,PL_CITY_183,PL,183707,41.99,12.43,20.83,19.53,29.301,1.3893,1671.27,119.89,0,41.48,1,0,0,NATIONAL_URBAN_STAT,1,2024-03-29
2009,AT_CITY_184,AT,7641471,29.11,49.61,20.84,0.44,71.064,1.1757,1673.18,50.43,1,21.8,0,1,1,CITY_MOBILITY_SURVEY,1,2025-04-01
2010,EE_CITY_185,EE,3321545,39.93,42.51,12.14,5.42,9.335,1.5572,144.68,115.48,0,56.33,0,1,0,URBAN_AUDIT,1,2024-06-09
2011,IT_CITY_186,IT,2777483,9.93,32.38,39.7,17.99,0.884,1.2976,3366.51,53.94,0,38.46,0,0,0,MODEL_ESTIMATE,1,2025-03-01
2012,PT_CITY_187,PT,4748793,33.16,32.06,13.97,20.81,71.997,1.084,3147.5,68.03,1,8.91,1,1,1,NATIONAL_URBAN_STAT,1,2024-06-16
2013,BE_CITY_188,BE,8062547,34.18,34.29,25.25,6.28,41.593,0.923,1411.91,26.32,0,40.82,0,0,0,CITY_MOBILITY_SURVEY,1,2025-03-09
2014,FI_CITY_189,FI,7010230,45.72,37.26,13.97,3.05,35.588,0.7662,145.23,28.38,1,2.3,0,0,0,URBAN_AUDIT,1,2025-07-24
2015,LV_CITY_190,LV,5335200,40.6,39.49,7.51,12.4,34.613,0.591,2700.78,15.51,0,49.61,1,1,0,MODEL_ESTIMATE,1,2024-01-16
2016,RO_CITY_191,RO,9856206,31.67,36.08,31.85,0.4,53.736,0.8614,288.43,11.25,0,32.34,0,1,0,NATIONAL_URBAN_STAT,0,2025-01-06
2017,BG_CITY_192,BG,2625770,40.97,32.26,9.12,17.65,38.574,0.4345,1818.52,103.98,0,30.1,1,0,1,CITY_MOBILITY_SURVEY,1,2025-10-19
2018,FR_CITY_193,FR,3284806,25.68,51.37,5.76,17.19,18.897,1.1465,1975.12,101.17,0,13.64,1,0,0,URBAN_AUDIT,1,2025-05-28
2019,LT_CITY_194,LT,6628721,11.1,15.78,8.12,65.0,82.207,1.0447,859.25,85.22,0,13.87,0,0,1,MODEL_ESTIMATE,1,2024-12-08
2020,SK_CITY_195,SK,7260514,23.03,44.15,31.16,1.66,21.314,1.3719,473.55,16.85,0,104.91,0,0,0,NATIONAL_URBAN_STAT,1,2026-02-03
2021,HR_CITY_196,HR,7076585,51.99,21.1,26.44,0.47,54.056,1.3557,1432.93,258.33,0,15.55,0,1,0,CITY_MOBILITY_SURVEY,1,2025-09-19
2022,DE_CITY_197,DE,11036427,40.29,39.21,5.26,15.24,60.295,1.6053,3457.33,201.03,1,4.51,1,0,0,URBAN_AUDIT,1,2024-01-02
2023,LU_CITY_198,LU,6192589,56.16,19.89,6.07,1.57,48.339,1.3029,1784.25,42.82,0,65.65,0,1,0,MODEL_ESTIMATE,1,2026-01-11
2024,SI_CITY_199,SI,2110964,27.3,41.29,22.65,8.76,36.888,0.8674,581.86,192.93,0,0.02,1,1,0,NATIONAL_URBAN_STAT,1,2025-10-13
2025,CY_CITY_200,CY,3654933,27.04,43.32,18.72,10.92,1.197,0.8395,680.95,103.56,0,32.29,0,0,0,CITY_MOBILITY_SURVEY,1,2025-03-21
2006,GR_CITY_201,GR,6680914,26.15,45.36,28.08,0.41,78.398,1.0554,1239.34,43.68,1,45.26,1,0,1,URBAN_AUDIT,1,2024-04-05
2007,MT_CITY_202,MT,2520572,12.96,50.88,9.04,27.12,37.291,0.7902,869.69,132.81,0,49.74,1,0,0,MODEL_ESTIMATE,1,2024-02-26
2008,ES_CITY_203,ES,1952677,24.73,49.88,23.58,1.81,53.599,1.5034,380.97,49.11,0,50.91,0,0,0,NATIONAL_URBAN_STAT,1,2024-06-10
2009,CZ_CITY_204,CZ,7622890,12.86,36.7,27.94,22.5,63.173,1.5035,1112.78,91.38,1,27.11,0,0,0,CITY_MOBILITY_SURVEY,1,2025-04-05
2010,HU_CITY_205,HU,8985093,49.42,34.27,13.23,3.08,35.643,0.4199,2232.37,98.53,1,9.11,0,0,0,URBAN_AUDIT,1,2025-04-06
2011,NL_CITY_206,NL,1288301,18.75,12.42,26.27,13.27,37.124,1.5667,3091.88,65.09,0,0.68,0,0,1,MODEL_ESTIMATE,1,2025-08-13
2012,SE_CITY_207,SE,5176912,13.56,51.14,31.19,4.11,16.236,0.4946,257.86,116.9,0,10.68,0,0,0,NATIONAL_URBAN_STAT,1,2025-10-11
2013,DK_CITY_208,DK,3457223,15.85,39.92,7.35,19.08,71.202,0.4618,729.92,132.24,1,50.76,1,0,0,CITY_MOBILITY_SURVEY,1,2024-02-13
2014,IE_CITY_209,IE,1427114,10.69,51.49,34.12,3.7,35.267,1.108,729.57,129.0,0,28.68,1,1,0,URBAN_AUDIT,1,2024-09-12
2015,PL_CITY_210,PL,313549,32.61,53.04,13.97,0.38,61.62,0.6051,1817.0,115.49,0,3.52,0,1,0,MODEL_ESTIMATE,1,2025-05-30
2016,AT_CITY_211,AT,5961958,35.62,25.54,21.41,17.43,65.577,0.4247,2597.61,133.09,0,16.92,1,1,0,NATIONAL_URBAN_STAT,1,2025-05-16
2017,EE_CITY_212,EE,889619,57.49,26.99,8.03,7.49,28.185,0.8735,2052.08,14.36,0,55.89,1,1,0,CITY_MOBILITY_SURVEY,1,2025-05-16
2018,IT_CITY_213,IT,784570,24.95,30.49,28.92,15.64,59.777,0.8792,282.58,186.72,0,42.25,0,1,0,URBAN_AUDIT,1,2025-11-18
2019,PT_CITY_214,PT,3853604,9.55,44.4,37.68,8.37,77.956,0.9147,1576.99,69.31,1,16.53,0,1,0,MODEL_ESTIMATE,1,2024-02-04
2020,BE_CITY_215,BE,7933332,24.5,33.1,26.08,16.32,61.679,0.3749,2645.32,177.57,1,5.76,0,0,0,NATIONAL_URBAN_STAT,1,2024-07-09
2021,FI_CITY_216,FI,2363459,23.0,16.89,42.4,17.71,17.228,1.632,1638.18,66.07,1,45.36,0,0,0,CITY_MOBILITY_SURVEY,1,2025-03-17
2022,LV_CITY_217,LV,9601402,39.5,43.22,11.69,5.59,80.441,0.4818,1179.51,79.95,0,7.31,1,0,0,URBAN_AUDIT,1,2024-07-04
2023,RO_CITY_218,RO,601435,47.01,15.88,27.4,9.71,68.309,0.438,666.98,90.59,1,3.94,1,1,0,MODEL_ESTIMATE,1,2024-05-29
2024,BG_CITY_219,BG,1033648,19.52,56.57,22.13,1.78,66.702,1.1005,1577.56,37.25,1,66.72,1,0,0,NATIONAL_URBAN_STAT,0,2025-11-16
2025,FR_CITY_220,FR,3349433,18.09,40.94,6.95,23.92,50.697,1.3554,696.77,150.15,0,35.57,0,1,0,CITY_MOBILITY_SURVEY,1,2024-10-22
2006,LT_CITY_221,LT,3806510,36.87,27.9,33.09,2.14,44.838,1.6113,56.27,125.71,0,13.07,1,0,0,URBAN_AUDIT,1,2024-08-04
2007,SK_CITY_222,SK,2422408,40.4,41.22,11.78,6.6,38.809,0.476,1896.62,31.66,0,54.93,1,0,1,MODEL_ESTIMATE,1,2025-05-07
2008,HR_CITY_223,HR,4923772,35.55,38.71,25.39,0.35,81.239,0.5899,790.77,33.64,1,32.59,0,1,0,NATIONAL_URBAN_STAT,1,2024-02-03
2009,DE_CITY_224,DE,1163555,35.21,27.95,25.64,11.2,1.97,1.5679,973.0,42.3,1,12.79,1,1,0,CITY_MOBILITY_SURVEY,0,2025-06-13
2010,LU_CITY_225,LU,210419,12.77,64.45,20.97,1.81,31.846,0.617,1870.75,77.07,0,33.54,1,0,0,URBAN_AUDIT,0,2025-07-29
2011,SI_CITY_226,SI,4394260,10.33,14.25,10.85,1.19,23.291,0.5671,1000.49,20.63,0,36.78,0,0,0,MODEL_ESTIMATE,0,2024-06-08
2012,CY_CITY_227,CY,1861947,29.92,35.59,25.72,8.77,54.24,0.8278,860.08,127.16,1,26.05,0,1,1,NATIONAL_URBAN_STAT,1,2024-08-17
2013,GR_CITY_228,GR,6968299,40.28,39.62,19.71,0.39,1.993,0.6161,811.43,67.07,1,20.35,0,0,0,CITY_MOBILITY_SURVEY,1,2024-05-26
2014,MT_CITY_229,MT,8831204,24.4,38.3,36.82,0.48,16.151,0.6218,1660.02,136.73,0,48.49,1,0,0,URBAN_AUDIT,1,2025-01-28
2015,ES_CITY_230,ES,801965,21.38,43.64,30.37,4.61,60.9,1.6356,562.28,119.83,0,50.83,1,0,0,MODEL_ESTIMATE,1,2024-09-23
2016,CZ_CITY_231,CZ,7001122,50.12,25.6,11.94,8.04,48.528,0.7095,1373.02,10.75,1,5.51,1,1,0,NATIONAL_URBAN_STAT,1,2024-06-14
2017,HU_CITY_232,HU,8222670,38.1,16.31,15.47,22.4,24.741,1.5664,1356.69,12.58,0,17.21,1,1,0,CITY_MOBILITY_SURVEY,1,2025-07-05
2018,NL_CITY_233,NL,262321,14.12,45.11,7.43,21.74,19.251,0.6383,3435.47,178.64,0,11.47,0,0,0,URBAN_AUDIT,1,2024-12-04
2019,SE_CITY_234,SE,289844,23.93,28.6,38.35,4.17,33.982,1.1788,1513.84,25.66,0,38.11,1,1,0,MODEL_ESTIMATE,1,2024-11-19
2020,DK_CITY_235,DK,9531721,37.11,30.72,31.83,0.34,42.35,1.0762,1339.64,53.6,0,32.73,1,1,0,NATIONAL_URBAN_STAT,1,2025-12-03
2021,IE_CITY_236,IE,2297399,11.98,65.38,11.55,11.09,22.899,1.4338,680.26,244.14,0,70.75,1,0,0,CITY_MOBILITY_SURVEY,1,2024-06-26
2022,PL_CITY_237,PL,10262989,32.97,34.94,20.23,11.86,8.42,0.4274,1248.05,256.12,1,69.05,0,0,1,URBAN_AUDIT,1,2024-08-07
2023,AT_CITY_238,AT,307644,32.64,48.17,7.19,12.0,70.094,0.8887,972.82,166.47,0,16.54,0,0,1,MODEL_ESTIMATE,1,2026-02-18
2024,EE_CITY_239,EE,5216315,8.54,33.76,34.35,15.17,10.025,1.3762,682.91,132.57,1,35.35,1,0,1,NATIONAL_URBAN_STAT,1,2025-09-18
2025,IT_CITY_240,IT,6569600,16.36,54.87,9.44,19.33,23.684,0.8124,1568.69,91.89,1,44.12,0,1,0,CITY_MOBILITY_SURVEY,1,2025-03-28
2006,PT_CITY_241,PT,3280834,41.41,28.07,20.18,10.34,69.01,1.1947,1577.39,0.14,1,9.98,0,1,0,URBAN_AUDIT,1,2024-02-03
2007,BE_CITY_242,BE,4894914,47.42,22.29,29.83,0.46,72.952,1.1424,513.65,80.22,0,33.12,0,1,1,MODEL_ESTIMATE,1,2024-09-03
2008,FI_CITY_243,FI,2032958,37.02,19.61,16.18,20.72,41.005,1.5831,2304.49,132.51,1,54.71,1,1,1,NATIONAL_URBAN_STAT,1,2024-04-09
2009,LV_CITY_244,LV,3823985,40.94,23.85,31.8,3.41,5.189,1.4017,700.5,94.98,0,11.72,0,0,0,CITY_MOBILITY_SURVEY,1,2025-05-13
