agri_crops_harvest_year,agri_crops_country_iso2,agri_crops_region_nuts_code,agri_crops_crop_code,agri_crops_area_harvested_ha,agri_crops_production_tonnes,agri_crops_yield_t_per_ha,agri_crops_irrigated_area_ha,agri_crops_input_fertiliser_kg_per_ha,agri_crops_input_pesticide_kg_per_ha,agri_crops_seed_type_code,agri_crops_gmo_flag,agri_crops_extreme_weather_event_code,agri_crops_soil_moisture_index,agri_crops_market_price_eur_per_t,agri_crops_storage_capacity_tonnes,agri_crops_supply_chain_disruption_flag,agri_crops_eurostat_table_code,agri_crops_methodology_version,agri_crops_data_extract_date
2018,BG,IE24,OLIVES,352.43,721.78,2.048,220.56,219.89,3.458,DROUGHT_TOLERANT,0,WILDFIRE,0.5206,611.39,917.67,0,aei_pr_gnb,CROPS_2023B,2024-08-27
2019,FR,SE980,WHEAT,260.96,974.95,3.736,33.07,86.67,6.747,CERTIFIED,0,FROST,0.6621,254.28,1167.74,0,apro_cpshr,CROPS_2022A,2024-08-12
2020,LT,EE9,SUGAR_BEET,552.2,29934.21,54.209,172.39,37.64,7.446,ORGANIC,0,DROUGHT,0.4394,230.61,26605.91,1,apro_cpnh1,CROPS_2025D,2024-11-22
2021,SK,LU598,SOY,357.68,892.05,2.494,225.33,230.18,6.093,CONVENTIONAL,0,STORM,0.5491,326.82,1359.46,1,apro_cpsh1,CROPS_2024C,2026-01-04
2022,HR,HU523,MAIZE,973.85,4559.57,4.682,248.41,80.93,4.41,HYBRID,0,HEATWAVE,0.8937,513.35,3686.74,1,prc_hicp_midx,CROPS_2023B,2024-02-09
2023,DE,FI7,TOMATO,479.75,19466.34,40.576,295.42,124.06,3.306,DROUGHT_TOLERANT,0,NONE,0.3444,127.21,10233.6,1,aei_pr_gnb,CROPS_2022A,2024-08-16
2024,LU,DK935,RYE,157.9,547.76,3.469,55.43,228.22,1.068,CERTIFIED,0,HAIL,0.4384,766.61,1207.0,0,apro_cpshr,CROPS_2025D,2024-12-24
2025,SI,FR631,SUNFLOWER,238.56,276.49,1.159,152.69,96.34,1.593,ORGANIC,0,FLOOD,0.9106,951.4,186.88,0,apro_cpnh1,CROPS_2024C,2025-04-02
2026,CY,FR647,GRAPES,406.46,3266.31,8.036,237.59,220.76,2.982,CONVENTIONAL,0,WILDFIRE,0.6927,410.92,3436.72,0,apro_cpsh1,CROPS_2023B,2024-12-23
2010,GR,DK44,BARLEY,826.88,3960.76,4.79,242.27,101.05,5.365,HYBRID,0,FROST,0.2962,97.04,3146.62,0,prc_hicp_midx,CROPS_2022A,2025-12-16
2011,MT,LV486,POTATO,278.61,8337.96,29.927,58.02,78.96,6.231,DROUGHT_TOLERANT,0,DROUGHT,0.5198,216.19,17226.77,0,aei_pr_gnb,CROPS_2025D,2026-01-08
2012,ES,NL49,OATS,167.94,436.14,2.597,21.6,144.7,5.878,CERTIFIED,0,STORM,0.3252,152.78,391.22,0,apro_cpshr,CROPS_2024C,2025-11-09
2013,CZ,AT78,RAPESEED,299.9,895.2,2.985,105.69,187.68,0.482,ORGANIC,0,HEATWAVE,0.1303,212.94,608.59,0,apro_cpnh1,CROPS_2023B,2025-03-26
2014,HU,CZ58,OLIVES,225.43,367.9,1.632,125.38,128.29,2.87,CONVENTIONAL,0,NONE,0.3035,472.64,552.36,0,apro_cpsh1,CROPS_2022A,2024-09-30
2015,NL,FR49,WHEAT,420.89,1080.85,2.568,49.93,210.23,1.914,HYBRID,0,HAIL,0.8337,416.49,1471.6,0,prc_hicp_midx,CROPS_2025D,2025-02-05
2016,SE,LU336,SUGAR_BEET,1519.73,52757.43,34.715,511.87,235.32,6.764,DROUGHT_TOLERANT,0,FLOOD,0.9388,816.67,75221.44,0,aei_pr_gnb,CROPS_2024C,2025-01-28
2017,DK,BG73,SOY,97.37,180.43,1.853,24.96,48.6,0.333,CERTIFIED,0,WILDFIRE,0.4065,747.29,390.16,0,apro_cpshr,CROPS_2023B,2024-03-10
2018,IE,HR51,MAIZE,1245.49,4889.79,3.926,742.55,205.94,4.53,ORGANIC,1,FROST,0.4626,170.64,2899.12,0,apro_cpnh1,CROPS_2022A,2024-10-10
2019,PL,IE458,TOMATO,302.75,22744.09,75.125,87.11,180.17,1.496,CONVENTIONAL,0,DROUGHT,0.1528,805.89,17316.62,0,apro_cpsh1,CROPS_2025D,2025-09-24
2020,AT,SK89,RYE,177.03,864.97,4.886,42.25,27.8,0.743,HYBRID,0,STORM,0.1715,863.2,1109.1,1,prc_hicp_midx,CROPS_2024C,2025-03-09
2021,EE,CY75,SUNFLOWER,173.89,444.46,2.556,63.13,158.87,7.155,DROUGHT_TOLERANT,0,HEATWAVE,0.8866,647.41,1034.82,0,aei_pr_gnb,CROPS_2023B,2026-01-13
2022,IT,IE846,GRAPES,449.06,5351.0,11.916,118.68,69.25,6.18,CERTIFIED,0,NONE,0.1572,146.54,7335.33,0,apro_cpshr,CROPS_2022A,2024-06-05
2023,PT,BE6,BARLEY,1093.11,2929.53,2.68,442.83,30.76,3.425,ORGANIC,0,HAIL,0.7567,146.15,7003.17,1,apro_cpnh1,CROPS_2025D,2024-11-19
2024,BE,BE29,POTATO,609.03,13946.18,22.899,251.28,59.14,3.768,CONVENTIONAL,0,FLOOD,0.3524,428.84,22818.16,0,apro_cpsh1,CROPS_2024C,2025-07-25
2025,FI,IT26,OATS,369.66,558.56,1.511,167.56,116.66,1.281,HYBRID,0,WILDFIRE,0.7057,391.0,429.77,0,prc_hicp_midx,CROPS_2023B,2024-11-05
2026,LV,GR45,RAPESEED,822.01,2282.72,2.777,299.91,228.27,4.449,DROUGHT_TOLERANT,0,FROST,0.6134,435.1,5218.68,0,aei_pr_gnb,CROPS_2022A,2025-10-15
2010,RO,HU485,OLIVES,934.81,3167.14,3.388,479.92,107.45,6.67,CERTIFIED,0,DROUGHT,0.356,288.82,3329.32,0,apro_cpshr,CROPS_2025D,2024-07-25
2011,BG,GR14,WHEAT,988.23,5058.75,5.119,227.14,210.06,1.108,ORGANIC,0,STORM,0.2194,308.25,7331.21,0,apro_cpnh1,CROPS_2024C,2025-03-30
2012,FR,LT139,SUGAR_BEET,1592.89,112193.61,70.434,647.51,30.21,7.039,CONVENTIONAL,0,HEATWAVE,0.463,331.47,169994.17,1,apro_cpsh1,CROPS_2023B,2024-10-27
2013,LT,PT29,SOY,420.37,1421.69,3.382,269.2,105.49,3.615,HYBRID,0,NONE,0.4655,124.47,1686.6,0,prc_hicp_midx,CROPS_2022A,2024-02-13
2014,SK,LU6,MAIZE,778.09,6954.57,8.938,361.63,52.99,4.62,DROUGHT_TOLERANT,0,HAIL,0.6513,904.7,8902.97,0,aei_pr_gnb,CROPS_2025D,2025-12-29
2015,HR,HU71,TOMATO,180.28,16220.87,89.976,27.49,93.0,2.724,CERTIFIED,0,FLOOD,0.1217,692.83,33369.68,1,apro_cpshr,CROPS_2024C,2024-10-22
2016,DE,CY750,RYE,191.51,250.88,1.31,53.83,226.03,3.247,ORGANIC,0,WILDFIRE,0.7954,494.69,316.7,0,apro_cpnh1,CROPS_2023B,2025-04-03
2017,LU,NL70,SUNFLOWER,144.31,378.24,2.621,24.18,131.84,2.117,CONVENTIONAL,0,FROST,0.353,500.64,279.47,0,apro_cpsh1,CROPS_2022A,2024-06-12
2018,SI,LT4,GRAPES,582.14,4983.7,8.561,208.52,186.12,0.571,HYBRID,0,DROUGHT,0.4408,372.83,4469.56,0,prc_hicp_midx,CROPS_2025D,2024-02-26
2019,CY,FI36,BARLEY,607.97,2589.95,4.26,275.12,147.68,2.28,DROUGHT_TOLERANT,0,STORM,0.6807,276.16,5834.36,0,aei_pr_gnb,CROPS_2024C,2025-07-04
2020,GR,BE8,POTATO,832.27,28519.4,34.267,159.02,181.82,4.578,CERTIFIED,0,HEATWAVE,0.2141,908.23,61499.92,0,apro_cpshr,CROPS_2023B,2024-02-20
2021,MT,SI558,OATS,772.36,1968.75,2.549,391.63,183.73,5.051,ORGANIC,0,NONE,0.7322,95.07,4621.27,1,apro_cpnh1,CROPS_2022A,2024-06-08
2022,ES,RO84,RAPESEED,536.18,1455.73,2.715,266.06,186.0,0.736,CONVENTIONAL,0,HAIL,0.5698,689.41,2636.86,0,apro_cpsh1,CROPS_2025D,2025-11-27
2023,CZ,HR66,OLIVES,1039.54,2724.63,2.621,468.35,69.17,3.997,HYBRID,0,FLOOD,0.1544,819.04,1871.76,0,prc_hicp_midx,CROPS_2024C,2025-02-17
2024,HU,ES5,WHEAT,446.08,1207.09,2.706,201.05,142.3,2.546,DROUGHT_TOLERANT,0,WILDFIRE,0.4596,561.61,2710.37,0,aei_pr_gnb,CROPS_2023B,2024-03-28
2025,NL,SK62,SUGAR_BEET,260.76,11529.24,44.214,135.63,129.07,5.538,CERTIFIED,0,FROST,0.188,585.35,23726.59,0,apro_cpshr,CROPS_2022A,2025-12-24
2026,SE,SK275,SOY,209.26,331.47,1.584,10.51,45.65,5.582,ORGANIC,0,DROUGHT,0.2354,445.19,579.39,0,apro_cpnh1,CROPS_2025D,2025-03-23
2010,DK,LT30,MAIZE,272.14,2392.65,8.792,127.01,182.14,4.014,CONVENTIONAL,1,STORM,0.5069,847.25,5608.13,0,apro_cpsh1,CROPS_2024C,2024-12-28
2011,IE,ES267,TOMATO,378.71,27078.14,71.501,184.93,72.13,2.858,HYBRID,0,HEATWAVE,0.1842,391.1,38169.56,1,prc_hicp_midx,CROPS_2023B,2024-04-09
2012,PL,PT2,RYE,1330.43,6936.86,5.214,805.61,77.09,4.017,DROUGHT_TOLERANT,0,NONE,0.7962,607.63,8006.22,1,aei_pr_gnb,CROPS_2022A,2025-02-18
2013,AT,CY41,SUNFLOWER,344.46,545.97,1.585,196.59,132.04,3.409,CERTIFIED,0,HAIL,0.9294,478.65,538.29,1,apro_cpshr,CROPS_2025D,2025-12-16
2014,EE,PT466,GRAPES,441.23,1393.85,3.159,118.2,46.56,1.312,ORGANIC,0,FLOOD,0.108,436.54,2224.89,0,apro_cpnh1,CROPS_2024C,2024-08-01
2015,IT,AT71,BARLEY,570.7,1370.25,2.401,243.76,140.88,4.898,CONVENTIONAL,0,WILDFIRE,0.4814,972.09,3174.85,0,apro_cpsh1,CROPS_2023B,2024-04-29
2016,PT,FI22,POTATO,902.3,28389.97,31.464,247.77,67.06,3.713,HYBRID,0,FROST,0.751,795.78,12690.44,0,prc_hicp_midx,CROPS_2022A,2024-06-22
2017,BE,FR863,OATS,357.01,1539.43,4.312,224.97,185.99,7.389,DROUGHT_TOLERANT,0,DROUGHT,0.0959,711.3,1817.93,0,aei_pr_gnb,CROPS_2025D,2024-03-14
2018,FI,LU376,RAPESEED,39.76,146.32,3.68,9.62,187.49,0.227,CERTIFIED,0,STORM,0.9387,274.36,186.66,0,apro_cpshr,CROPS_2024C,2025-11-20
2019,LV,DE325,OLIVES,222.88,474.29,2.128,125.39,207.33,1.257,ORGANIC,0,HEATWAVE,0.9052,822.57,713.58,0,apro_cpnh1,CROPS_2023B,2025-08-25
2020,RO,BG911,WHEAT,451.06,2126.3,4.714,99.34,191.65,5.498,CONVENTIONAL,0,NONE,0.331,372.97,4650.54,0,apro_cpsh1,CROPS_2022A,2025-11-12
2021,BG,SI33,SUGAR_BEET,336.21,14055.6,41.806,53.5,204.27,3.624,HYBRID,0,HAIL,0.4264,872.31,26877.11,0,prc_hicp_midx,CROPS_2025D,2024-01-26
2022,FR,FI26,SOY,1339.31,2193.79,1.638,299.7,177.59,1.07,DROUGHT_TOLERANT,1,FLOOD,0.0573,713.12,1021.91,0,aei_pr_gnb,CROPS_2024C,2025-02-01
2023,LT,LU943,MAIZE,879.82,4714.08,5.358,357.65,56.09,2.589,CERTIFIED,0,WILDFIRE,0.7128,587.47,7410.8,0,apro_cpshr,CROPS_2023B,2024-08-29
2024,SK,DE3,TOMATO,1420.86,64184.51,45.173,568.43,207.35,6.692,ORGANIC,0,FROST,0.4363,356.08,132804.41,0,apro_cpnh1,CROPS_2022A,2025-08-03
2025,HR,SI581,RYE,332.33,1105.66,3.327,35.08,189.76,7.319,CONVENTIONAL,0,DROUGHT,0.325,576.86,1115.33,0,apro_cpsh1,CROPS_2025D,2025-12-20
2026,DE,ES2,SUNFLOWER,381.74,1020.77,2.674,91.58,203.66,2.823,HYBRID,0,STORM,0.101,531.61,1223.57,1,prc_hicp_midx,CROPS_2024C,2025-05-14
2010,LU,CY60,GRAPES,445.0,1833.4,4.12,93.91,237.73,1.064,DROUGHT_TOLERANT,0,HEATWAVE,0.8183,438.26,2482.66,0,aei_pr_gnb,CROPS_2023B,2024-02-10
2011,SI,NL24,BARLEY,383.16,2076.73,5.42,49.01,134.6,2.431,CERTIFIED,0,NONE,0.3529,122.96,2348.48,1,apro_cpshr,CROPS_2022A,2024-04-30
2012,CY,DK84,POTATO,230.76,5948.76,25.779,58.21,133.05,5.488,ORGANIC,0,HAIL,0.3732,778.66,4462.85,0,apro_cpnh1,CROPS_2025D,2024-07-14
2013,GR,CY30,OATS,443.95,700.11,1.577,215.26,77.73,0.204,CONVENTIONAL,0,FLOOD,0.0811,864.46,1435.68,0,apro_cpsh1,CROPS_2024C,2025-06-07
2014,MT,LU38,RAPESEED,304.56,817.44,2.684,116.17,168.26,3.892,HYBRID,0,WILDFIRE,0.4033,915.29,1619.24,0,prc_hicp_midx,CROPS_2023B,2025-07-18
2015,ES,GR844,OLIVES,594.23,2175.48,3.661,44.76,95.21,3.409,DROUGHT_TOLERANT,0,FROST,0.7123,702.12,4415.39,0,aei_pr_gnb,CROPS_2022A,2025-04-06
2016,CZ,FR85,WHEAT,833.88,6040.63,7.244,397.82,80.49,3.282,CERTIFIED,0,DROUGHT,0.7945,98.78,5056.15,0,apro_cpshr,CROPS_2025D,2024-02-11
2017,HU,DE724,SUGAR_BEET,1392.74,50255.63,36.084,826.79,157.1,3.725,ORGANIC,0,STORM,0.1858,569.79,49793.93,0,apro_cpnh1,CROPS_2024C,2025-03-29
2018,NL,MT8,SOY,1206.21,3765.79,3.122,755.75,94.7,7.133,CONVENTIONAL,0,HEATWAVE,0.2157,291.8,2153.19,1,apro_cpsh1,CROPS_2023B,2025-06-25
2019,SE,SK43,MAIZE,576.15,6068.01,10.532,183.39,181.74,4.703,HYBRID,0,NONE,0.5175,950.27,11043.67,0,prc_hicp_midx,CROPS_2022A,2025-09-11
2020,DK,LU8,TOMATO,1440.14,74746.15,51.902,355.19,152.99,6.712,DROUGHT_TOLERANT,0,HAIL,0.6752,278.57,104508.7,1,aei_pr_gnb,CROPS_2025D,2025-05-17
2021,IE,LT537,RYE,539.35,1967.01,3.647,261.79,145.7,2.942,CERTIFIED,0,FLOOD,0.6948,510.08,2279.12,1,apro_cpshr,CROPS_2024C,2024-06-13
2022,PL,NL79,SUNFLOWER,1112.19,1856.25,1.669,341.69,38.3,3.538,ORGANIC,0,WILDFIRE,0.231,448.18,4319.68,0,apro_cpnh1,CROPS_2023B,2024-01-08
2023,AT,HU16,GRAPES,442.01,3871.12,8.758,141.51,235.05,0.546,CONVENTIONAL,0,FROST,0.9099,605.84,7754.96,0,apro_cpsh1,CROPS_2022A,2026-01-18
2024,EE,LV383,BARLEY,205.29,1261.92,6.147,116.54,191.99,4.921,HYBRID,0,DROUGHT,0.1577,659.41,1902.49,0,prc_hicp_midx,CROPS_2025D,2025-09-14
2025,IT,AT9,POTATO,261.78,6020.94,23.0,54.21,94.37,3.319,DROUGHT_TOLERANT,0,STORM,0.3584,626.47,10478.81,0,aei_pr_gnb,CROPS_2024C,2025-02-03
2026,PT,IE4,OATS,361.48,1344.34,3.719,172.83,127.03,3.958,CERTIFIED,0,HEATWAVE,0.1313,109.28,1601.23,0,apro_cpshr,CROPS_2023B,2025-02-26
2010,BE,AT711,RAPESEED,202.52,557.54,2.753,12.91,101.86,4.115,ORGANIC,0,NONE,0.0566,553.18,1056.06,0,apro_cpnh1,CROPS_2022A,2024-07-23
2011,FI,SK499,OLIVES,164.78,457.59,2.777,19.94,56.0,2.266,CONVENTIONAL,0,HAIL,0.0966,246.45,457.53,1,apro_cpsh1,CROPS_2025D,2024-02-27
2012,LV,MT90,WHEAT,846.87,4794.13,5.661,173.9,186.25,3.588,HYBRID,0,FLOOD,0.0538,751.18,6872.29,0,prc_hicp_midx,CROPS_2024C,2025-08-20
2013,RO,ES7,SUGAR_BEET,1388.39,26593.22,19.154,141.74,207.11,1.205,DROUGHT_TOLERANT,0,WILDFIRE,0.7237,208.38,45802.55,0,aei_pr_gnb,CROPS_2023B,2025-04-04
2014,BG,LT346,SOY,274.34,694.35,2.531,60.32,89.67,2.471,CERTIFIED,0,FROST,0.7239,951.33,1246.91,0,apro_cpshr,CROPS_2022A,2024-06-22
2015,FR,LV396,MAIZE,734.09,4428.76,6.033,192.96,227.46,0.41,ORGANIC,0,DROUGHT,0.0868,739.73,3190.86,0,apro_cpnh1,CROPS_2025D,2024-04-27
2016,LT,SI861,TOMATO,195.76,20585.14,105.155,61.2,129.35,4.823,CONVENTIONAL,0,STORM,0.3745,949.27,34611.57,0,apro_cpsh1,CROPS_2024C,2025-11-03
2017,SK,ES633,RYE,420.17,980.68,2.334,51.06,137.9,1.065,HYBRID,0,HEATWAVE,0.4314,823.8,442.9,0,prc_hicp_midx,CROPS_2023B,2025-08-23
2018,HR,BE70,SUNFLOWER,271.31,471.81,1.739,130.66,161.36,7.195,DROUGHT_TOLERANT,0,NONE,0.3545,502.99,715.47,0,aei_pr_gnb,CROPS_2022A,2025-12-01
2019,DE,LT93,GRAPES,958.88,4562.35,4.758,68.51,76.38,7.424,CERTIFIED,0,HAIL,0.6835,177.39,9890.64,0,apro_cpshr,CROPS_2025D,2024-11-14
2020,LU,EE462,BARLEY,336.86,1259.52,3.739,142.77,200.74,7.182,ORGANIC,0,FLOOD,0.6015,623.42,1479.73,1,apro_cpnh1,CROPS_2024C,2024-06-06
2021,SI,IE933,POTATO,145.87,4569.09,31.323,18.26,207.22,3.076,CONVENTIONAL,0,WILDFIRE,0.8189,197.72,2235.17,1,apro_cpsh1,CROPS_2023B,2024-02-27
2022,CY,HR1,OATS,503.21,2185.44,4.343,112.59,190.89,7.258,HYBRID,0,FROST,0.3008,813.18,5125.08,0,prc_hicp_midx,CROPS_2022A,2024-08-01
2023,GR,ES3,RAPESEED,379.05,919.95,2.427,162.15,173.73,1.31,DROUGHT_TOLERANT,0,DROUGHT,0.8559,722.18,677.59,0,aei_pr_gnb,CROPS_2025D,2026-01-01
2024,MT,NL4,OLIVES,240.21,619.5,2.579,18.88,184.23,3.509,CERTIFIED,0,STORM,0.0748,293.14,1207.85,0,apro_cpshr,CROPS_2024C,2024-02-28
2025,ES,IE25,WHEAT,627.93,4630.36,7.374,382.06,126.43,2.371,ORGANIC,0,HEATWAVE,0.3143,673.94,5732.43,0,apro_cpnh1,CROPS_2023B,2024-12-21
2026,CZ,GR555,SUGAR_BEET,304.46,20077.31,65.944,50.34,109.73,2.094,CONVENTIONAL,0,NONE,0.8993,105.7,45756.9,0,apro_cpsh1,CROPS_2022A,2025-08-01
2010,HU,LV808,SOY,285.1,752.09,2.638,98.91,217.25,5.237,HYBRID,1,HAIL,0.0994,412.76,1702.73,0,prc_hicp_midx,CROPS_2025D,2024-04-09
2011,NL,HR69,MAIZE,326.99,1708.2,5.224,132.89,54.59,1.73,DROUGHT_TOLERANT,1,FLOOD,0.0511,594.05,2617.89,0,aei_pr_gnb,CROPS_2024C,2024-04-18
2012,SE,LU5,TOMATO,560.76,47425.72,84.574,312.6,189.88,1.545,CERTIFIED,0,WILDFIRE,0.448,784.73,108737.17,0,apro_cpshr,CROPS_2023B,2025-12-08
2013,DK,FR475,RYE,112.69,507.44,4.503,29.12,178.19,0.281,ORGANIC,0,FROST,0.4543,497.56,803.87,0,apro_cpnh1,CROPS_2022A,2024-08-25
2014,IE,ES71,SUNFLOWER,1278.8,2271.15,1.776,163.87,35.9,6.67,CONVENTIONAL,0,DROUGHT,0.8441,711.43,3517.76,0,apro_cpsh1,CROPS_2025D,2026-01-26
2015,PL,AT469,GRAPES,250.94,1997.48,7.96,115.81,154.66,3.426,HYBRID,0,STORM,0.2761,100.63,3657.54,1,prc_hicp_midx,CROPS_2024C,2024-08-12
2016,AT,BE39,BARLEY,417.72,2282.0,5.463,61.35,161.3,2.071,DROUGHT_TOLERANT,0,HEATWAVE,0.4849,637.16,5399.41,0,aei_pr_gnb,CROPS_2023B,2025-03-02
2017,EE,LU2,POTATO,219.94,10212.47,46.433,23.82,93.68,3.135,CERTIFIED,0,NONE,0.6563,560.85,10545.64,0,apro_cpshr,CROPS_2022A,2025-08-14
2018,IT,LU118,OATS,875.23,1510.65,1.726,140.43,64.43,0.749,ORGANIC,0,HAIL,0.2538,257.33,2069.15,1,apro_cpnh1,CROPS_2025D,2024-11-23
2019,PT,SE8,RAPESEED,910.29,2232.03,2.452,497.62,80.13,5.044,CONVENTIONAL,0,FLOOD,0.6095,906.69,2983.93,0,apro_cpsh1,CROPS_2024C,2026-01-02
2020,BE,LT91,OLIVES,422.63,1106.45,2.618,256.89,179.29,4.048,HYBRID,0,WILDFIRE,0.656,327.45,1104.9,0,prc_hicp_midx,CROPS_2023B,2024-09-12
2021,FI,BG774,WHEAT,1483.55,7750.07,5.224,234.1,135.5,5.178,DROUGHT_TOLERANT,0,FROST,0.8315,420.96,13441.83,0,aei_pr_gnb,CROPS_2022A,2024-10-29
2022,LV,PL45,SUGAR_BEET,304.84,16261.69,53.345,130.93,81.29,0.476,CERTIFIED,0,DROUGHT,0.6216,212.29,7654.89,0,apro_cpshr,CROPS_2025D,2025-03-03
2023,RO,SE485,SOY,296.64,484.71,1.634,129.81,94.5,6.272,ORGANIC,0,STORM,0.7652,513.61,1140.02,1,apro_cpnh1,CROPS_2024C,2024-09-11
2024,BG,NL6,MAIZE,334.11,2138.97,6.402,200.97,25.15,4.117,CONVENTIONAL,0,HEATWAVE,0.7072,179.0,3246.49,0,apro_cpsh1,CROPS_2023B,2024-03-24
2025,FR,PL2,TOMATO,174.02,7337.55,42.165,86.11,36.8,6.205,HYBRID,0,NONE,0.1952,345.98,7696.24,1,prc_hicp_midx,CROPS_2022A,2024-03-15
2026,LT,GR3,RYE,1504.49,5142.35,3.418,538.0,76.29,4.744,DROUGHT_TOLERANT,0,HAIL,0.2736,415.48,2577.8,0,aei_pr_gnb,CROPS_2025D,2025-02-10
2010,SK,SK58,SUNFLOWER,252.64,465.36,1.842,113.42,99.98,3.782,CERTIFIED,0,FLOOD,0.3857,597.21,926.82,0,apro_cpshr,CROPS_2024C,2024-06-30
2011,HR,AT54,GRAPES,743.56,1945.15,2.616,80.89,181.73,5.831,ORGANIC,0,WILDFIRE,0.9383,207.5,2746.99,0,apro_cpnh1,CROPS_2023B,2024-08-15
2012,DE,PT72,BARLEY,315.0,1327.41,4.214,138.53,58.4,6.832,CONVENTIONAL,0,FROST,0.7573,391.14,815.18,0,apro_cpsh1,CROPS_2022A,2025-04-25
2013,LU,CY1,POTATO,1133.22,44982.03,39.694,134.92,169.3,4.065,HYBRID,0,DROUGHT,0.5966,137.6,47236.83,0,prc_hicp_midx,CROPS_2025D,2025-12-22
2014,SI,CY3,OATS,526.13,2010.87,3.822,326.77,27.83,1.712,DROUGHT_TOLERANT,0,STORM,0.616,231.64,3047.31,0,aei_pr_gnb,CROPS_2024C,2024-11-20
2015,CY,AT669,RAPESEED,605.68,2270.09,3.748,195.12,134.53,1.526,CERTIFIED,0,HEATWAVE,0.4737,425.07,1363.24,0,apro_cpshr,CROPS_2023B,2025-11-29
2016,GR,LV28,OLIVES,139.87,216.8,1.55,73.57,28.16,1.461,ORGANIC,0,NONE,0.7487,363.28,68.89,0,apro_cpnh1,CROPS_2022A,2024-06-28
2017,MT,PT28,WHEAT,1614.3,5401.45,3.346,974.81,25.83,1.187,CONVENTIONAL,0,HAIL,0.4244,441.44,6468.08,0,apro_cpsh1,CROPS_2025D,2024-07-05
2018,ES,LT813,SUGAR_BEET,209.93,14162.93,67.465,102.13,65.23,4.515,HYBRID,0,FLOOD,0.5982,189.7,28741.09,0,prc_hicp_midx,CROPS_2024C,2024-01-14
2019,CZ,AT966,SOY,433.11,1320.99,3.05,162.62,129.84,6.344,DROUGHT_TOLERANT,0,WILDFIRE,0.3983,650.91,2754.99,0,aei_pr_gnb,CROPS_2023B,2024-11-30
2020,HU,DK8,MAIZE,643.6,5989.99,9.307,315.83,235.64,5.977,CERTIFIED,1,FROST,0.3764,420.02,4491.64,0,apro_cpshr,CROPS_2022A,2025-05-01
2021,NL,MT24,TOMATO,86.11,6141.37,71.32,25.02,176.52,2.947,ORGANIC,0,DROUGHT,0.8248,578.28,14327.99,0,apro_cpnh1,CROPS_2025D,2026-01-07
2022,SE,ES29,RYE,91.08,178.97,1.965,38.31,78.1,7.38,CONVENTIONAL,0,STORM,0.3612,251.44,287.7,1,apro_cpsh1,CROPS_2024C,2025-08-14
2023,DK,SI62,SUNFLOWER,334.52,989.18,2.957,124.43,34.18,5.751,HYBRID,0,HEATWAVE,0.2542,647.69,504.34,0,prc_hicp_midx,CROPS_2023B,2025-07-22
2024,IE,IT46,GRAPES,306.56,2906.19,9.48,104.17,46.2,2.968,DROUGHT_TOLERANT,0,NONE,0.3037,166.33,6698.79,0,aei_pr_gnb,CROPS_2022A,2025-10-05
2025,PL,AT2,BARLEY,500.19,1773.67,3.546,282.61,217.73,6.89,CERTIFIED,0,HAIL,0.3338,572.72,1812.31,0,apro_cpshr,CROPS_2025D,2024-08-13
2026,AT,PT573,POTATO,220.74,6482.25,29.366,26.8,90.98,5.022,ORGANIC,0,FLOOD,0.2471,454.44,9931.76,0,apro_cpnh1,CROPS_2024C,2025-09-12
2010,EE,LT393,OATS,558.81,2214.01,3.962,258.09,63.26,6.772,CONVENTIONAL,0,WILDFIRE,0.0933,783.95,2667.82,0,apro_cpsh1,CROPS_2023B,2025-06-27
2011,IT,HR106,RAPESEED,277.09,921.88,3.327,74.12,108.07,0.849,HYBRID,0,FROST,0.6408,225.62,582.85,0,prc_hicp_midx,CROPS_2022A,2024-03-21
2012,PT,BE465,OLIVES,436.33,1598.28,3.663,242.3,236.42,5.363,DROUGHT_TOLERANT,0,DROUGHT,0.2331,955.11,1394.3,1,aei_pr_gnb,CROPS_2025D,2025-09-04
2013,BE,DE80,WHEAT,303.86,2100.89,6.914,82.52,223.32,4.857,CERTIFIED,0,STORM,0.5232,315.62,3186.92,0,apro_cpshr,CROPS_2024C,2024-08-31
2014,FI,NL817,SUGAR_BEET,993.8,48287.75,48.589,122.36,98.89,6.408,ORGANIC,0,HEATWAVE,0.4352,302.61,61581.6,0,apro_cpnh1,CROPS_2023B,2024-08-14
2015,LV,EE84,SOY,433.31,1767.9,4.08,268.08,210.22,2.702,CONVENTIONAL,1,NONE,0.8337,428.55,3053.19,0,apro_cpsh1,CROPS_2022A,2025-02-24
2016,RO,BG672,MAIZE,716.13,6354.22,8.873,98.66,70.4,5.895,HYBRID,0,HAIL,0.3892,968.74,6443.88,0,prc_hicp_midx,CROPS_2025D,2025-01-13
2017,BG,GR486,TOMATO,435.81,32914.55,75.525,210.21,170.98,6.686,DROUGHT_TOLERANT,0,FLOOD,0.8124,485.58,40182.76,0,aei_pr_gnb,CROPS_2024C,2025-12-25
2018,FR,LV77,RYE,418.71,678.73,1.621,105.21,80.65,2.729,CERTIFIED,0,WILDFIRE,0.0941,890.5,251.3,0,apro_cpshr,CROPS_2023B,2024-12-04
2019,LT,EE39,SUNFLOWER,632.04,891.18,1.41,402.81,220.18,0.338,ORGANIC,0,FROST,0.3095,237.41,1442.76,0,apro_cpnh1,CROPS_2022A,2024-04-10
