house_build_permit_issue_date,house_build_permit_jurisdiction_id,house_build_permit_type_code,house_build_project_valuation_usd,house_build_units_authorized_count,house_build_square_footage_authorized,house_build_building_height_feet,house_build_stories_count,house_build_construction_type_code,house_build_energy_code_version,house_build_solar_ready_flag,house_build_accessory_dwelling_flag,house_build_mixed_use_flag,house_build_zoning_district_code,house_build_setback_variance_flag,house_build_impact_fee_usd,house_build_inspection_pass_rate_pct,house_build_average_permit_cycle_days,house_build_contractor_license_id,house_build_stop_work_order_flag
2017-10-25,JUR0000664,MEP,76655672.39,345,1653356,275.6,64,MODULAR,IECC_2018,0,0,0,R3,0,216558,93.67,180,LIC00000664,0
2017-10-26,JUR0000665,DEMOLITION,30619771.2,20,1710367,80.5,42,MIXED,LOCAL,1,1,0,MU,0,194019,97.63,143,LIC00000665,0
2017-10-27,JUR0000666,NEW_RES,1542765.1,378,556043,440.0,5,WOOD,IECC_2015,0,0,0,C1,0,39286,58.29,228,LIC00000666,0
2017-10-28,JUR0000667,NEW_COMM,15477836.07,444,2157641,91.6,68,MODULAR,IECC_2015,0,0,0,OVERLAY,1,239305,61.72,196,LIC00000667,0
2017-10-29,JUR0000668,DEMOLITION,49001365.43,270,865760,332.5,7,MODULAR,LOCAL,0,0,0,R1,0,157423,57.16,87,LIC00000668,0
2017-10-30,JUR0000669,ADDITION,4895413.71,238,1399680,176.2,41,MODULAR,IECC_2021,1,0,0,C2,0,91414,76.93,24,LIC00000669,0
2017-10-31,JUR0000670,NEW_COMM,46555348.64,239,87401,100.4,19,MODULAR,LOCAL,0,0,0,OVERLAY,0,158744,64.91,135,LIC00000670,0
2017-11-01,JUR0000671,ALTERATION,19059887.89,185,1471321,90.9,54,MASONRY,IECC_2015,1,0,0,C2,0,243084,89.54,113,LIC00000671,0
2017-11-02,JUR0000672,ADDITION,14103873.83,70,1419012,105.9,6,MIXED,IECC_2012,1,0,0,R2,0,30060,96.78,140,LIC00000672,0
2017-11-03,JUR0000673,ALTERATION,33419100.82,53,2037634,88.2,2,CONCRETE,IECC_2009,0,0,0,MU,0,132578,73.48,166,LIC00000673,0
2017-11-04,JUR0000674,DEMOLITION,25952373.05,8,1010507,160.9,2,CONCRETE,IECC_2015,0,0,0,R1,0,17868,84.35,138,LIC00000674,0
2017-11-05,JUR0000675,ADDITION,16029581.9,71,1781888,325.8,1,CONCRETE,IECC_2015,0,0,0,R2,0,233684,69.84,89,LIC00000675,0
2017-11-06,JUR0000676,DEMOLITION,80356412.27,63,1136297,93.9,35,MIXED,IECC_2018,0,0,0,MU,0,65794,80.91,213,LIC00000676,0
2017-11-07,JUR0000677,NEW_COMM,28006894.91,386,1686354,25.7,54,MIXED,IECC_2015,0,0,0,R1,0,214580,84.74,33,LIC00000677,0
2017-11-08,JUR0000678,ADDITION,21211202.55,317,1174131,147.2,80,MASONRY,IECC_2021,0,0,0,OVERLAY,0,24250,65.79,155,LIC00000678,0
2017-11-09,JUR0000679,ALTERATION,37304774.71,263,327109,228.1,11,MIXED,IECC_2018,0,0,1,OVERLAY,0,156327,63.21,45,LIC00000679,0
2017-11-10,JUR0000680,MEP,42090476.84,111,937688,422.9,72,MODULAR,IECC_2012,0,1,0,RM,0,135195,94.41,233,LIC00000680,0
2017-11-11,JUR0000681,MEP,15663935.68,250,1115970,382.6,2,WOOD,IECC_2012,1,0,0,RM,0,124755,86.84,115,LIC00000681,0
2017-11-12,JUR0000682,NEW_RES,67648769.48,194,59870,128.5,87,WOOD,LOCAL,0,0,0,RM,0,187824,80.98,24,LIC00000682,1
2017-11-13,JUR0000683,DEMOLITION,30040323.13,41,1663433,315.9,78,MIXED,IECC_2015,0,1,0,C1,0,134641,90.37,227,LIC00000683,0
2017-11-14,JUR0000684,NEW_COMM,38673766.77,361,664619,435.0,88,CONCRETE,IECC_2012,0,0,0,I1,0,57968,73.1,81,LIC00000684,0
2017-11-15,JUR0000685,NEW_COMM,3940000.92,146,65960,241.8,71,MASONRY,IECC_2012,1,0,1,C2,0,73794,82.19,86,LIC00000685,0
2017-11-16,JUR0000686,DEMOLITION,54650122.81,217,886820,232.6,62,MODULAR,IECC_2021,0,0,0,R3,0,232938,68.12,109,LIC00000686,0
2017-11-17,JUR0000687,NEW_RES,37019888.56,295,1245612,203.0,59,CONCRETE,IECC_2018,0,0,0,OVERLAY,1,119380,56.46,135,LIC00000687,0
2017-11-18,JUR0000688,ALTERATION,5924064.89,178,158753,293.1,39,WOOD,IECC_2009,0,0,0,PUD,0,14128,61.1,5,LIC00000688,0
2017-11-19,JUR0000689,DEMOLITION,21686393.13,365,1725451,351.9,19,STEEL,IECC_2018,0,1,0,R1,0,77445,68.4,48,LIC00000689,1
2017-11-20,JUR0000690,NEW_COMM,51602971.33,280,519429,221.3,41,MASONRY,IECC_2018,0,0,0,I1,0,31505,85.73,213,LIC00000690,0
2017-11-21,JUR0000691,ALTERATION,29839571.02,264,1854968,122.9,28,MASONRY,IECC_2015,0,0,0,R1,0,220776,97.52,106,LIC00000691,0
2017-11-22,JUR0000692,NEW_RES,44559210.44,155,1991725,144.8,71,MODULAR,IECC_2021,0,1,0,R3,0,76195,63.51,31,LIC00000692,1
2017-11-23,JUR0000693,NEW_COMM,12277952.91,129,1851788,212.4,21,MODULAR,IECC_2021,0,0,0,RM,1,181535,90.69,239,LIC00000693,0
2017-11-24,JUR0000694,DEMOLITION,66963362.23,292,1243310,142.4,70,STEEL,IECC_2021,0,0,0,R2,0,188826,94.5,66,LIC00000694,0
2017-11-25,JUR0000695,MEP,12894069.62,23,1248498,308.9,43,STEEL,IECC_2015,0,1,0,PUD,0,54664,64.0,185,LIC00000695,0
2017-11-26,JUR0000696,MEP,27804083.8,331,1743217,232.8,75,MIXED,LOCAL,0,0,0,OVERLAY,0,178697,72.0,68,LIC00000696,0
2017-11-27,JUR0000697,NEW_RES,52081626.55,119,772025,173.0,11,MIXED,IECC_2021,1,0,0,C1,1,200369,61.72,90,LIC00000697,0
2017-11-28,JUR0000698,ALTERATION,59898259.11,281,595511,400.3,2,MASONRY,LOCAL,0,0,0,R3,0,227773,65.1,158,LIC00000698,0
2017-11-29,JUR0000699,DEMOLITION,25371043.15,356,155444,166.4,54,MODULAR,IECC_2012,0,0,0,I1,0,74720,97.75,136,LIC00000699,0
2017-11-30,JUR0000700,NEW_RES,29610455.53,350,2120688,242.3,89,MIXED,IECC_2015,1,0,0,R3,1,39008,87.61,35,LIC00000700,0
2017-12-01,JUR0000701,NEW_COMM,42297528.82,322,44770,208.1,68,MIXED,IECC_2015,0,0,0,RM,0,201845,74.58,191,LIC00000701,0
2017-12-02,JUR0000702,NEW_COMM,26511840.03,98,50263,270.2,6,CONCRETE,IECC_2018,1,0,0,PUD,0,71399,58.55,14,LIC00000702,0
2017-12-03,JUR0000703,MEP,54960453.11,153,1170175,239.1,12,MODULAR,LOCAL,0,1,0,C1,0,228772,77.65,83,LIC00000703,0
2017-12-04,JUR0000704,DEMOLITION,33824785.08,310,149399,263.1,11,WOOD,IECC_2009,0,0,0,C2,0,106620,58.9,104,LIC00000704,0
2017-12-05,JUR0000705,ALTERATION,3879859.13,47,1557732,336.2,76,MASONRY,IECC_2009,0,1,1,C2,0,134642,57.61,221,LIC00000705,1
2017-12-06,JUR0000706,ADDITION,47276894.28,401,825179,421.6,47,CONCRETE,IECC_2009,0,0,1,RM,0,135644,71.58,59,LIC00000706,0
2017-12-07,JUR0000707,DEMOLITION,23573819.8,280,375720,76.9,34,MIXED,IECC_2018,1,0,0,I1,0,13113,90.26,44,LIC00000707,0
2017-12-08,JUR0000708,DEMOLITION,18070045.3,107,1223296,411.9,44,CONCRETE,LOCAL,0,0,0,C1,0,88853,83.23,162,LIC00000708,0
2017-12-09,JUR0000709,ALTERATION,82112251.46,428,1250790,434.2,89,STEEL,IECC_2018,0,0,0,PUD,0,67559,64.95,46,LIC00000709,0
2017-12-10,JUR0000710,NEW_COMM,4173395.17,70,602224,221.5,32,WOOD,IECC_2018,1,0,0,C2,0,190882,58.08,211,LIC00000710,0
2017-12-11,JUR0000711,NEW_COMM,9040668.08,93,1914058,358.8,43,MIXED,IECC_2012,1,0,0,OVERLAY,0,189484,91.23,103,LIC00000711,0
2017-12-12,JUR0000712,ADDITION,10814527.44,72,195993,249.0,54,CONCRETE,IECC_2009,0,0,0,MU,1,41224,97.19,74,LIC00000712,0
2017-12-13,JUR0000713,ADDITION,55461961.13,298,70800,374.5,35,STEEL,IECC_2018,0,0,0,RM,0,20655,58.23,169,LIC00000713,0
2017-12-14,JUR0000714,NEW_COMM,57469156.33,390,749238,423.7,68,WOOD,LOCAL,0,0,0,R3,0,106578,68.77,96,LIC00000714,0
2017-12-15,JUR0000715,DEMOLITION,49452157.25,169,1851826,19.8,60,CONCRETE,IECC_2012,0,0,0,R3,0,74743,76.53,24,LIC00000715,0
2017-12-16,JUR0000716,DEMOLITION,32274910.17,266,131878,70.0,49,WOOD,IECC_2021,1,0,0,R1,0,123771,61.29,97,LIC00000716,0
2017-12-17,JUR0000717,NEW_COMM,1199718.85,58,2050152,40.4,2,MASONRY,IECC_2021,0,0,0,R2,0,221971,70.16,70,LIC00000717,0
2017-12-18,JUR0000718,ALTERATION,53354109.28,184,1427956,239.2,85,MIXED,IECC_2018,0,0,1,I1,0,175105,70.22,76,LIC00000718,0
2017-12-19,JUR0000719,NEW_RES,43688283.57,108,957639,361.2,17,STEEL,IECC_2012,0,0,0,R3,0,168442,95.01,100,LIC00000719,0
2017-12-20,JUR0000720,ALTERATION,31419663.99,289,211237,89.8,40,MIXED,IECC_2015,1,0,0,MU,0,151536,92.65,45,LIC00000720,0
2017-12-21,JUR0000721,ALTERATION,18946360.61,38,2009493,311.1,27,MIXED,IECC_2009,1,1,0,MU,0,134173,72.28,197,LIC00000721,0
2017-12-22,JUR0000722,NEW_RES,68298576.39,297,1593373,290.2,30,CONCRETE,IECC_2012,1,0,0,R1,0,197912,62.83,225,LIC00000722,0
2017-12-23,JUR0000723,ALTERATION,2302488.68,196,495095,372.9,6,MASONRY,IECC_2012,0,0,0,OVERLAY,0,101776,84.49,159,LIC00000723,0
2017-12-24,JUR0000724,DEMOLITION,35189601.32,345,612941,223.5,49,WOOD,IECC_2015,0,0,0,PUD,0,211211,80.84,141,LIC00000724,0
2017-12-25,JUR0000725,NEW_COMM,32433080.59,173,114678,124.9,38,STEEL,IECC_2012,0,0,0,R1,0,159828,73.21,146,LIC00000725,0
2017-12-26,JUR0000726,ADDITION,75817878.75,165,813961,13.2,3,WOOD,LOCAL,0,0,0,PUD,0,23837,59.84,102,LIC00000726,0
2017-12-27,JUR0000727,ADDITION,37926093.27,276,271934,441.6,55,MODULAR,IECC_2012,0,0,0,MU,0,186996,75.77,208,LIC00000727,1
2017-12-28,JUR0000728,ADDITION,8733061.25,354,354702,298.5,48,MASONRY,IECC_2015,0,0,0,OVERLAY,1,124111,82.63,205,LIC00000728,0
2017-12-29,JUR0000729,NEW_RES,77949534.46,22,600272,284.8,3,CONCRETE,IECC_2018,0,0,0,MU,0,128764,56.09,200,LIC00000729,0
2017-12-30,JUR0000730,DEMOLITION,73621413.89,132,161289,389.8,55,MODULAR,IECC_2012,0,0,0,MU,0,57066,60.86,134,LIC00000730,0
2017-12-31,JUR0000731,NEW_RES,24959708.05,432,425675,254.5,28,STEEL,LOCAL,0,0,0,R3,1,194813,59.63,169,LIC00000731,0
2018-01-01,JUR0000732,NEW_RES,26180881.93,412,951517,103.3,66,STEEL,IECC_2009,0,0,0,R2,1,807,68.63,161,LIC00000732,0
2018-01-02,JUR0000733,NEW_COMM,21282168.29,12,1921676,250.6,53,WOOD,IECC_2018,0,0,0,R3,0,106265,73.4,144,LIC00000733,0
2018-01-03,JUR0000734,NEW_COMM,10701705.67,129,915546,73.5,13,WOOD,IECC_2018,0,0,0,MU,0,51710,59.36,47,LIC00000734,0
2018-01-04,JUR0000735,DEMOLITION,49438547.07,210,1250689,365.9,51,STEEL,IECC_2012,0,0,0,MU,0,132034,74.3,12,LIC00000735,0
2018-01-05,JUR0000736,ADDITION,66370391.48,154,1320820,203.7,43,STEEL,IECC_2015,0,0,0,C1,0,106218,88.43,168,LIC00000736,0
2018-01-06,JUR0000737,MEP,81922276.14,271,674863,296.6,62,MODULAR,IECC_2015,0,0,0,R3,0,7166,97.8,110,LIC00000737,0
2018-01-07,JUR0000738,ADDITION,44723530.64,192,56376,329.7,32,CONCRETE,IECC_2015,0,0,0,OVERLAY,1,34892,74.12,211,LIC00000738,0
2018-01-08,JUR0000739,NEW_COMM,23653571.84,280,1918039,302.9,76,MASONRY,IECC_2018,0,0,0,I1,1,220539,56.81,127,LIC00000739,0
2018-01-09,JUR0000740,DEMOLITION,6991805.76,94,1004381,108.5,12,CONCRETE,IECC_2009,0,0,0,R1,0,215885,94.73,88,LIC00000740,0
2018-01-10,JUR0000741,DEMOLITION,12978427.28,391,1610541,255.3,26,WOOD,IECC_2018,0,0,0,MU,0,237037,74.58,234,LIC00000741,0
2018-01-11,JUR0000742,NEW_COMM,45269746.11,180,838747,82.6,59,CONCRETE,IECC_2015,0,0,0,R3,0,127653,66.6,45,LIC00000742,0
2018-01-12,JUR0000743,ALTERATION,25427518.71,245,1375600,106.6,66,WOOD,LOCAL,1,0,1,C1,0,134649,86.94,206,LIC00000743,0
2018-01-13,JUR0000744,ADDITION,49801400.5,260,1540525,291.7,79,STEEL,IECC_2021,0,0,0,PUD,1,2373,63.97,42,LIC00000744,0
2018-01-14,JUR0000745,NEW_COMM,11714426.58,404,1861640,210.9,72,MIXED,IECC_2015,0,0,1,RM,0,120507,58.17,97,LIC00000745,0
2018-01-15,JUR0000746,ALTERATION,50360863.16,291,1558656,320.9,48,MASONRY,IECC_2009,0,0,1,R1,0,217003,79.22,126,LIC00000746,0
2018-01-16,JUR0000747,ALTERATION,35124631.7,205,1671518,322.6,70,MASONRY,LOCAL,0,0,0,R3,0,108996,81.2,132,LIC00000747,0
2018-01-17,JUR0000748,ALTERATION,44602372.49,199,37127,82.5,52,WOOD,IECC_2015,0,0,1,MU,0,46937,62.88,219,LIC00000748,0
2018-01-18,JUR0000749,DEMOLITION,58874914.15,427,1118849,363.4,40,MASONRY,LOCAL,1,0,0,R3,1,143899,65.44,203,LIC00000749,0
2018-01-19,JUR0000750,ADDITION,35545175.89,188,380314,244.3,65,MODULAR,IECC_2012,1,0,1,I1,0,237774,76.67,240,LIC00000750,0
2018-01-20,JUR0000751,NEW_COMM,7455973.5,23,1012360,398.8,75,CONCRETE,IECC_2009,0,0,0,R2,0,202610,77.35,113,LIC00000751,0
2018-01-21,JUR0000752,NEW_COMM,2296845.36,174,1340596,430.4,1,MIXED,IECC_2018,1,0,0,PUD,0,3005,63.86,99,LIC00000752,0
2018-01-22,JUR0000753,NEW_RES,82853847.58,98,1247963,246.3,82,MIXED,IECC_2021,0,0,0,PUD,0,95479,94.69,132,LIC00000753,0
2018-01-23,JUR0000754,ADDITION,55772228.64,381,2076343,83.0,84,STEEL,IECC_2018,0,0,1,R1,0,195094,75.68,220,LIC00000754,0
2018-01-24,JUR0000755,MEP,622535.67,402,218243,323.9,11,MIXED,IECC_2021,0,1,1,C1,1,167246,86.71,95,LIC00000755,0
2018-01-25,JUR0000756,MEP,10882929.06,187,1185941,274.0,76,STEEL,IECC_2012,1,0,0,OVERLAY,0,19858,76.33,26,LIC00000756,0
2018-01-26,JUR0000757,ALTERATION,8867368.48,79,787096,154.0,44,MASONRY,IECC_2009,0,0,0,MU,0,150377,69.49,190,LIC00000757,0
2018-01-27,JUR0000758,ADDITION,81180774.6,34,507388,291.5,33,MASONRY,LOCAL,1,0,0,PUD,0,86835,95.55,6,LIC00000758,0
2018-01-28,JUR0000759,ALTERATION,27278699.3,260,1908036,357.9,83,CONCRETE,IECC_2012,0,0,0,RM,0,28915,62.7,154,LIC00000759,0
2018-01-29,JUR0000760,ADDITION,50086238.06,288,1002802,403.8,8,MIXED,IECC_2021,0,0,0,C1,0,134617,98.78,8,LIC00000760,0
2018-01-30,JUR0000761,NEW_RES,46527679.39,323,2099429,48.9,41,MASONRY,IECC_2018,0,0,0,R3,0,13943,56.55,240,LIC00000761,0
2018-01-31,JUR0000762,NEW_COMM,47874299.9,42,515969,350.8,46,MIXED,IECC_2021,1,0,0,R3,0,174170,96.82,199,LIC00000762,0
2018-02-01,JUR0000763,ADDITION,73450994.17,37,405922,55.5,83,CONCRETE,IECC_2012,0,0,1,C2,1,63334,97.34,228,LIC00000763,0
2018-02-02,JUR0000764,ADDITION,50981938.17,345,1341136,106.6,57,MIXED,IECC_2012,0,0,0,C2,0,71385,81.19,38,LIC00000764,0
2018-02-03,JUR0000765,NEW_COMM,64563067.44,292,1438146,75.7,6,WOOD,LOCAL,0,0,0,OVERLAY,0,191332,69.3,19,LIC00000765,0
2018-02-04,JUR0000766,ALTERATION,3601512.89,94,588924,70.2,32,WOOD,IECC_2015,0,0,0,C2,0,75396,61.06,55,LIC00000766,0
2018-02-05,JUR0000767,NEW_RES,28835250.2,309,438581,19.8,48,CONCRETE,IECC_2018,0,0,0,OVERLAY,0,130446,64.34,183,LIC00000767,0
2018-02-06,JUR0000768,DEMOLITION,38192477.45,284,1763903,200.7,31,WOOD,IECC_2012,0,0,0,R1,0,71857,86.35,77,LIC00000768,0
2018-02-07,JUR0000769,MEP,19247372.58,10,497397,441.9,6,MASONRY,IECC_2012,0,0,0,R1,0,223993,85.27,187,LIC00000769,0
2018-02-08,JUR0000770,NEW_COMM,44004237.25,207,10450,283.5,24,CONCRETE,IECC_2012,0,0,0,PUD,0,219204,74.14,239,LIC00000770,0
2018-02-09,JUR0000771,ALTERATION,29688808.64,338,514892,422.2,2,STEEL,IECC_2018,0,0,0,C1,0,3395,86.84,49,LIC00000771,0
2018-02-10,JUR0000772,NEW_COMM,56047596.29,26,28226,198.9,67,STEEL,IECC_2018,0,0,1,PUD,0,20063,83.36,193,LIC00000772,0
2018-02-11,JUR0000773,MEP,10371559.52,304,304491,99.5,9,STEEL,IECC_2012,0,0,0,C2,0,16825,74.4,177,LIC00000773,0
2018-02-12,JUR0000774,ALTERATION,48656400.68,319,663546,163.6,19,MIXED,LOCAL,0,0,0,RM,1,246388,75.08,130,LIC00000774,0
2018-02-13,JUR0000775,ALTERATION,54684870.82,409,648522,70.9,52,MASONRY,IECC_2012,1,1,0,R1,0,211547,59.69,206,LIC00000775,0
2018-02-14,JUR0000776,NEW_COMM,45301731.01,237,2108184,204.5,6,STEEL,IECC_2009,0,0,1,R2,0,127085,88.78,222,LIC00000776,0
2018-02-15,JUR0000777,NEW_RES,55255517.33,36,804102,372.6,69,MASONRY,IECC_2018,0,0,0,R1,0,72804,62.79,210,LIC00000777,0
2018-02-16,JUR0000778,NEW_COMM,52978403.82,289,851230,45.7,49,CONCRETE,IECC_2009,0,0,1,I1,0,166398,76.46,238,LIC00000778,1
2018-02-17,JUR0000779,ALTERATION,11217698.49,185,1865325,40.8,8,MASONRY,LOCAL,1,0,0,RM,0,175800,62.38,213,LIC00000779,0
2018-02-18,JUR0000780,MEP,68384686.03,23,1388437,82.8,46,MODULAR,IECC_2018,0,0,0,R1,0,216913,81.33,12,LIC00000780,1
2018-02-19,JUR0000781,NEW_RES,58541720.58,37,98392,372.8,29,STEEL,IECC_2012,0,0,0,I1,0,47721,93.34,52,LIC00000781,0
2018-02-20,JUR0000782,MEP,78814249.2,414,306960,128.3,48,MASONRY,IECC_2009,0,0,0,C1,1,131398,62.56,10,LIC00000782,1
2018-02-21,JUR0000783,DEMOLITION,12768768.32,151,1138351,34.4,14,STEEL,IECC_2012,1,0,0,C1,0,15424,91.86,223,LIC00000783,0
2018-02-22,JUR0000784,ADDITION,82926526.57,388,169870,380.5,16,MODULAR,IECC_2009,0,0,0,MU,0,100133,98.87,199,LIC00000784,0
2018-02-23,JUR0000785,MEP,61852099.08,15,2077486,22.7,75,MASONRY,IECC_2012,1,0,0,C1,0,154514,70.59,169,LIC00000785,0
2018-02-24,JUR0000786,NEW_COMM,82901654.63,320,1640020,408.8,54,MASONRY,IECC_2021,0,0,0,C1,0,5650,90.98,121,LIC00000786,0
2018-02-25,JUR0000787,MEP,37526372.45,441,1557904,284.9,17,STEEL,IECC_2021,1,0,0,OVERLAY,0,163662,74.52,61,LIC00000787,0
2018-02-26,JUR0000788,ALTERATION,70936225.7,399,23731,339.9,63,WOOD,IECC_2018,0,0,0,R3,0,196456,77.86,6,LIC00000788,0
2018-02-27,JUR0000789,ADDITION,46387467.7,119,1655808,214.3,15,MODULAR,IECC_2012,0,0,1,MU,0,236317,90.11,100,LIC00000789,0
2018-02-28,JUR0000790,MEP,48052515.69,223,1599431,318.3,59,MODULAR,IECC_2009,0,0,1,C1,0,210613,68.23,213,LIC00000790,0
2018-03-01,JUR0000791,NEW_COMM,68073367.54,93,1611104,52.7,63,WOOD,IECC_2015,1,1,0,RM,1,148359,55.86,206,LIC00000791,0
2018-03-02,JUR0000792,ADDITION,83521672.93,153,547930,189.1,69,CONCRETE,IECC_2021,0,0,1,C2,0,190761,91.88,175,LIC00000792,0
2018-03-03,JUR0000793,ALTERATION,22129373.45,380,1431582,230.9,58,WOOD,IECC_2009,1,0,1,C2,0,99880,64.96,192,LIC00000793,0
2018-03-04,JUR0000794,MEP,35719078.68,209,591353,371.6,63,STEEL,IECC_2021,0,0,0,OVERLAY,0,13231,62.32,210,LIC00000794,0
2018-03-05,JUR0000795,MEP,80698427.63,220,662332,272.6,42,MASONRY,IECC_2021,1,1,0,R1,0,79682,89.56,209,LIC00000795,0
2018-03-06,JUR0000796,NEW_COMM,69074914.45,272,44636,101.7,1,MASONRY,IECC_2012,0,0,0,PUD,0,45649,57.13,38,LIC00000796,0
2018-03-07,JUR0000797,ADDITION,35926254.94,427,2016656,40.8,53,WOOD,IECC_2012,1,0,1,PUD,0,221214,60.39,171,LIC00000797,1
2018-03-08,JUR0000798,ALTERATION,13234826.49,170,622040,379.8,35,WOOD,IECC_2021,0,0,0,C1,0,245690,86.34,32,LIC00000798,0
2018-03-09,JUR0000799,ADDITION,29674924.71,432,1894678,193.6,63,WOOD,LOCAL,1,0,0,OVERLAY,0,78978,73.14,180,LIC00000799,0
2018-03-10,JUR0000800,NEW_RES,68045888.26,261,1047753,37.5,2,CONCRETE,LOCAL,1,0,0,C1,0,219429,66.74,211,LIC00000800,0
2018-03-11,JUR0000801,NEW_RES,36929263.26,170,1231912,391.9,50,STEEL,IECC_2021,0,0,0,R2,0,223542,92.28,131,LIC00000801,0
2018-03-12,JUR0000802,MEP,51165304.93,144,1477912,260.3,30,STEEL,IECC_2021,0,0,0,I1,1,164218,90.48,194,LIC00000802,0
2018-03-13,JUR0000803,ALTERATION,80867455.72,338,657190,21.3,20,MODULAR,IECC_2021,0,0,0,I1,0,223699,96.01,10,LIC00000803,0
2018-03-14,JUR0000804,NEW_COMM,67631578.2,143,1545259,340.8,20,WOOD,IECC_2009,0,1,0,R1,1,224181,73.74,196,LIC00000804,0
2018-03-15,JUR0000805,NEW_COMM,34963154.83,386,1769165,315.4,5,MIXED,IECC_2015,1,0,0,R3,1,79447,99.2,154,LIC00000805,0
2018-03-16,JUR0000806,NEW_COMM,70678348.51,416,2078061,226.9,19,MIXED,IECC_2012,0,0,0,C1,0,84894,77.78,126,LIC00000806,0
2018-03-17,JUR0000807,DEMOLITION,12395408.82,328,2171492,109.9,4,MASONRY,IECC_2012,0,0,0,I1,0,118335,85.1,177,LIC00000807,0
2018-03-18,JUR0000808,ADDITION,35987215.9,160,400051,76.5,9,CONCRETE,IECC_2021,0,0,0,MU,0,9457,68.64,180,LIC00000808,0
2018-03-19,JUR0000809,DEMOLITION,46016082.57,365,2102306,416.2,41,MASONRY,IECC_2021,1,0,0,I1,0,180345,76.3,179,LIC00000809,0
2018-03-20,JUR0000810,MEP,67811843.81,303,1916917,335.4,33,MODULAR,LOCAL,1,0,0,MU,1,242409,68.15,49,LIC00000810,0
2018-03-21,JUR0000811,ALTERATION,15633290.78,208,1480117,271.3,11,STEEL,IECC_2009,1,1,0,R1,0,88452,92.77,41,LIC00000811,0
2018-03-22,JUR0000812,MEP,60438070.57,323,427961,78.3,51,CONCRETE,LOCAL,1,0,0,RM,0,211516,60.33,231,LIC00000812,0
2018-03-23,JUR0000813,NEW_RES,35397732.36,255,1414592,26.4,77,CONCRETE,IECC_2012,0,0,0,OVERLAY,0,141838,74.58,36,LIC00000813,0
2018-03-24,JUR0000814,NEW_RES,18905145.55,308,643244,266.6,30,STEEL,IECC_2015,0,0,0,RM,0,89981,61.99,154,LIC00000814,0
2018-03-25,JUR0000815,NEW_RES,81004431.88,80,1178725,370.0,64,STEEL,LOCAL,1,0,0,OVERLAY,1,87140,77.66,113,LIC00000815,0
2018-03-26,JUR0000816,DEMOLITION,33840806.41,212,1982264,394.4,79,MASONRY,LOCAL,0,0,0,C1,0,231942,60.59,30,LIC00000816,0
2018-03-27,JUR0000817,DEMOLITION,18945537.72,214,1973221,121.7,33,STEEL,IECC_2018,1,0,0,MU,0,171786,61.72,155,LIC00000817,0
2018-03-28,JUR0000818,NEW_RES,29898371.83,437,609654,45.7,1,MODULAR,IECC_2012,1,0,0,I1,0,248263,73.82,214,LIC00000818,0
2018-03-29,JUR0000819,DEMOLITION,16646232.03,186,1956690,200.0,27,MODULAR,IECC_2015,1,0,0,R1,0,73218,87.12,227,LIC00000819,0
2018-03-30,JUR0000820,MEP,13503467.14,225,1063579,262.1,39,MODULAR,IECC_2018,0,0,1,RM,0,243968,86.76,35,LIC00000820,0
2018-03-31,JUR0000821,NEW_COMM,66259764.4,181,1160301,190.4,85,CONCRETE,IECC_2018,0,0,1,C1,0,136948,71.04,213,LIC00000821,0
2018-04-01,JUR0000822,NEW_RES,57365775.32,138,1448187,171.3,37,MASONRY,IECC_2015,1,0,0,PUD,0,70567,81.48,185,LIC00000822,0
2018-04-02,JUR0000823,DEMOLITION,57438706.39,347,727185,327.3,38,CONCRETE,IECC_2021,0,0,0,R2,1,231498,82.97,203,LIC00000823,0
2018-04-03,JUR0000824,ADDITION,47016300.23,213,2169103,123.8,18,CONCRETE,IECC_2015,0,0,1,MU,1,28347,63.02,104,LIC00000824,0
2018-04-04,JUR0000825,DEMOLITION,51111567.55,75,534473,138.5,87,MODULAR,IECC_2009,0,0,0,I1,0,247624,76.29,223,LIC00000825,0
2018-04-05,JUR0000826,MEP,71003309.19,36,1847850,418.6,73,MASONRY,LOCAL,1,0,1,MU,0,19512,96.16,233,LIC00000826,1
2018-04-06,JUR0000827,NEW_COMM,29338083.07,64,1762925,438.2,14,MASONRY,IECC_2012,0,0,0,R3,0,10876,72.54,230,LIC00000827,0
2018-04-07,JUR0000828,ADDITION,23403636.31,327,138878,45.1,55,MASONRY,IECC_2012,0,0,0,C2,0,135412,97.54,55,LIC00000828,0
2018-04-08,JUR0000829,ALTERATION,34322886.63,117,1470467,51.1,70,MASONRY,IECC_2021,1,0,0,MU,0,45901,69.13,24,LIC00000829,0
2018-04-09,JUR0000830,NEW_COMM,2448863.62,36,90071,246.0,49,CONCRETE,LOCAL,1,0,0,R1,0,231493,84.36,67,LIC00000830,1
2018-04-10,JUR0000831,DEMOLITION,55421713.05,427,553798,300.6,43,WOOD,IECC_2009,1,0,0,MU,0,55873,78.45,130,LIC00000831,1
2018-04-11,JUR0000832,ALTERATION,83792727.24,234,1096739,13.5,17,CONCRETE,IECC_2015,0,0,0,R2,0,73967,84.58,147,LIC00000832,0
2018-04-12,JUR0000833,DEMOLITION,81281175.35,401,231985,291.9,2,STEEL,IECC_2012,0,1,0,R1,0,191516,88.18,173,LIC00000833,0
