safe_incident_incident_datetime_local,safe_incident_incident_type_code,safe_incident_ipc_ncrb_offense_code,safe_incident_call_priority_level,safe_incident_reporting_agency_ori,safe_incident_location_block_id,safe_incident_premise_type,safe_incident_weapon_involved_flag,safe_incident_injury_severity_code,safe_incident_victim_count,safe_incident_suspect_count,safe_incident_clearance_status_code,safe_incident_bias_motivation_flag,safe_incident_gang_related_flag,safe_incident_domestic_related_flag,safe_incident_property_loss_value_inr,safe_incident_body_worn_camera_flag,safe_incident_response_time_seconds,safe_incident_geocoding_accuracy_level,safe_incident_case_update_timestamp
2025-11-24 02:51:25,DomesticViolence,IPC-379,P3,IN-ORI-6998,BLK-a9fa9c2b4a298d,ATM,Y,None,5,5,UnderInvestigation,Y,Y,Y,2734751,N,6065,Unknown,2025-08-24 01:32:28
2023-06-12 22:39:05,Burglary,IPC-354,P2,IN-ORI-9453,BLK-9f561c20afe7f3,Hospital,Y,None,5,4,UnderInvestigation,N,N,Y,1712194,Y,3244,StreetSegment,2023-07-27 06:53:23
2023-08-05 13:36:07,DomesticViolence,IPC-302,P2,IN-ORI-3170,BLK-ce8ba3674c1b7c,Warehouse,N,None,5,0,ExceptionallyCleared,N,Y,Y,1194096,N,6363,Unknown,2019-11-25 21:15:03
2020-05-04 00:30:26,Theft,IPC-392,P4,IN-ORI-8899,BLK-6d4b351db19ab7,Transit,N,Moderate,2,3,ClearedByArrest,Y,Y,N,3687775,N,1784,StreetSegment,2020-02-03 19:13:41
2019-02-20 22:36:25,Vandalism,IPC-363,P1,IN-ORI-1243,BLK-70cc5b0b4adbc3,Hospital,N,Moderate,6,2,ExceptionallyCleared,N,Y,Y,1791673,N,6063,Ward,2024-07-10 03:31:36
2021-12-02 00:10:35,Robbery,IPC-302,P2,IN-ORI-3116,BLK-01cfff5db85db3,Park,Y,Minor,1,2,ExceptionallyCleared,Y,Y,N,4820455,Y,6594,Unknown,2023-12-25 20:32:48
2019-05-28 08:11:11,Arson,IPC-363,P1,IN-ORI-3378,BLK-45058f3cd038f5,Hospital,Y,Moderate,6,5,ClearedByArrest,Y,N,Y,339903,N,1745,Neighborhood,2025-05-16 06:07:17
2018-07-10 14:11:08,Robbery,IPC-392,P4,IN-ORI-4268,BLK-dc34537dc5c3e3,Warehouse,Y,None,1,5,ClearedByArrest,Y,Y,Y,5892727,N,7046,Rooftop,2025-02-06 09:08:58
2019-01-26 12:04:13,Vandalism,IPC-302,P2,IN-ORI-5623,BLK-6033bfa6401dea,School,Y,Moderate,3,5,ExceptionallyCleared,N,N,N,6627420,N,4580,Neighborhood,2025-07-28 17:33:46
2019-12-10 21:20:23,Fraud,IPC-392,P3,IN-ORI-7329,BLK-8362c0dd52865b,School,N,Minor,4,1,ClearedByArrest,N,N,N,7647923,N,6056,Rooftop,2023-06-16 09:04:05
2023-10-15 13:09:03,Narcotics,IPC-302,P4,IN-ORI-8898,BLK-a3de89c4f5be8c,Transit,Y,Moderate,0,4,ClearedByArrest,N,N,N,6776677,N,1844,Neighborhood,2023-04-17 21:26:40
2022-03-24 07:34:56,Arson,IPC-420,P1,IN-ORI-5165,BLK-5813b5a143564e,Residence,Y,Fatal,0,2,UnderInvestigation,N,N,N,855802,N,1432,Unknown,2021-10-15 20:22:05
2019-11-18 20:56:51,Narcotics,IPC-379,P3,IN-ORI-8774,BLK-61e19840b03474,Park,N,None,0,1,Unfounded,N,Y,N,4300442,Y,4437,Parcel,2025-11-09 16:01:28
2024-06-16 10:03:46,Burglary,IPC-363,P2,IN-ORI-3648,BLK-07d5f6520483a6,Park,N,None,1,2,Unfounded,N,Y,N,6427233,N,5901,Neighborhood,2022-12-10 15:57:49
2022-08-20 10:33:46,CyberCrime,IPC-380,P3,IN-ORI-9243,BLK-df2b1775b8a38f,Apartment,Y,Moderate,7,2,UnderInvestigation,Y,N,N,7216472,N,1614,StreetSegment,2025-09-30 04:25:17
2021-10-26 21:19:35,Arson,IPC-379,P2,IN-ORI-7553,BLK-fc00ed9117bd82,Street,N,Minor,2,1,UnderInvestigation,Y,N,N,1686987,Y,5036,Rooftop,2020-12-24 05:38:18
2021-10-31 03:01:06,CyberCrime,IPC-354,P2,IN-ORI-9416,BLK-b95c5f9fa6305f,Residence,N,None,7,0,Unfounded,Y,N,N,4364987,Y,2951,StreetSegment,2020-06-14 23:16:33
2018-10-23 01:43:49,Theft,IPC-363,P3,IN-ORI-8276,BLK-29f1eda1b86e75,Residence,N,Moderate,7,2,ClearedByArrest,Y,Y,N,1865359,N,4012,StreetSegment,2022-02-20 08:20:00
2023-07-23 19:37:44,Kidnapping,IPC-498A,P4,IN-ORI-8274,BLK-8f8d6268d088ca,School,N,None,3,5,ClearedByArrest,N,N,Y,5746508,Y,3073,Parcel,2024-02-11 06:01:26
2023-10-14 17:31:22,Arson,IT-66C,P3,IN-ORI-1932,BLK-d97db550223e6f,Street,Y,Minor,2,4,ClearedByArrest,N,Y,N,4583944,Y,5938,Ward,2019-10-20 03:27:36
2021-01-04 10:48:16,Vandalism,IPC-363,P1,IN-ORI-5840,BLK-58efe221c10827,Park,N,Moderate,6,1,UnderInvestigation,Y,N,N,6358582,Y,3069,Rooftop,2022-09-24 17:18:37
2024-05-09 15:36:02,Kidnapping,IPC-498A,P2,IN-ORI-9786,BLK-1ca3c0a69e36e2,School,N,None,2,2,UnderInvestigation,Y,Y,Y,6045694,N,5843,StreetSegment,2024-05-13 21:12:06
2023-10-21 17:40:36,Theft,IT-66C,P3,IN-ORI-5235,BLK-710d3c9eb5c1c3,ATM,N,None,5,3,ExceptionallyCleared,N,N,Y,4755296,Y,3412,Parcel,2025-05-12 18:02:58
2021-09-24 11:18:32,Assault,IT-66C,P3,IN-ORI-3027,BLK-b93379775c16f4,Street,Y,None,4,1,ExceptionallyCleared,N,N,N,209943,Y,3098,Unknown,2019-11-26 01:57:22
2024-04-26 17:46:28,Vandalism,NDPS-20,P3,IN-ORI-9670,BLK-bd2da038dcdb92,Street,Y,Minor,1,0,UnderInvestigation,Y,N,N,892812,N,5586,Parcel,2021-11-12 20:23:05
2022-01-07 16:07:19,DomesticViolence,NDPS-21,P4,IN-ORI-9257,BLK-c782f0aaf130f7,Hospital,Y,Moderate,2,4,ExceptionallyCleared,N,N,N,593790,Y,6453,Ward,2019-11-20 11:26:11
2024-05-12 22:58:38,Robbery,IPC-392,P2,IN-ORI-2790,BLK-ed8f13620195f5,ATM,Y,Minor,4,4,Open,Y,Y,Y,7054769,Y,4375,Unknown,2025-06-18 15:26:37
2018-10-26 23:59:48,Fraud,IPC-380,P4,IN-ORI-2969,BLK-dbc85b1fbe28b8,ATM,Y,Moderate,5,1,ExceptionallyCleared,Y,N,Y,3583453,Y,3914,Rooftop,2024-06-25 00:17:20
2020-04-03 13:24:37,DomesticViolence,IPC-392,P1,IN-ORI-5194,BLK-f87ab2273fd120,Warehouse,Y,None,7,4,ClearedByArrest,N,N,Y,5607048,N,4568,Ward,2019-08-11 12:30:02
2020-10-17 19:27:14,Theft,IPC-363,P1,IN-ORI-8686,BLK-5813406b99aa09,Shop,N,Moderate,3,4,Open,N,N,Y,1884109,N,3686,Neighborhood,2021-08-05 16:24:31
2024-07-11 23:10:34,Assault,IPC-302,P3,IN-ORI-3591,BLK-5f1fb3b0cc4776,ATM,Y,None,0,1,Unfounded,Y,N,Y,1669627,Y,4745,Ward,2022-12-23 16:49:01
2018-09-18 05:05:16,Fraud,IPC-392,P3,IN-ORI-7251,BLK-d41acc3fea1390,School,N,Severe,7,2,UnderInvestigation,N,Y,Y,1436618,Y,5441,Parcel,2020-02-16 21:04:03
2020-11-18 22:42:26,Narcotics,IT-66C,P2,IN-ORI-9595,BLK-81e557d58781b9,Apartment,Y,None,0,3,Open,N,Y,N,5902412,Y,3758,Rooftop,2020-09-26 19:59:17
2019-05-19 15:37:16,Fraud,IPC-380,P1,IN-ORI-6150,BLK-38614de0de63b3,School,N,Moderate,3,5,Open,Y,Y,Y,499149,Y,4834,Rooftop,2023-05-19 22:07:42
2018-10-04 03:12:17,CyberCrime,IPC-380,P3,IN-ORI-5896,BLK-6ea950bbda66ed,Park,Y,None,4,3,ClearedByArrest,N,Y,Y,4875124,N,1844,Parcel,2020-07-14 12:26:15
2023-10-05 15:33:20,CyberCrime,IPC-498A,P4,IN-ORI-6412,BLK-098e38e79d91d0,ATM,N,None,5,2,ClearedByArrest,N,Y,Y,6968277,Y,1604,Rooftop,2021-02-20 23:21:13
2025-12-27 07:00:50,Homicide,IPC-354,P3,IN-ORI-1732,BLK-8b5122e28ec09b,ATM,Y,Moderate,0,2,UnderInvestigation,N,Y,N,2185557,Y,1173,Ward,2025-03-18 04:29:21
2019-11-14 23:29:29,Burglary,IPC-380,P2,IN-ORI-9850,BLK-53922927252c3a,School,Y,None,1,3,ClearedByArrest,N,N,N,5597101,N,3061,Unknown,2020-02-17 12:48:47
2024-04-14 15:24:22,CyberCrime,IPC-354,P1,IN-ORI-9276,BLK-b39bf0e93a49dc,Residence,N,None,4,2,UnderInvestigation,Y,Y,Y,6952729,Y,7195,Rooftop,2023-11-02 21:52:15
2020-04-28 01:13:32,Vandalism,IPC-363,P3,IN-ORI-3728,BLK-8a27e3d9e5a643,Park,Y,Minor,0,5,ExceptionallyCleared,Y,Y,N,5999769,Y,7005,Unknown,2025-09-09 08:31:58
2018-02-04 22:25:46,Kidnapping,IPC-363,P2,IN-ORI-2077,BLK-ddc8f47106c909,Hospital,N,None,4,1,Open,Y,Y,Y,4812739,N,6858,Unknown,2022-01-30 04:06:19
2020-11-09 11:18:03,DomesticViolence,NDPS-20,P2,IN-ORI-2590,BLK-acad6cc880c156,Transit,N,None,3,2,Unfounded,N,N,Y,7034162,N,966,StreetSegment,2022-11-05 22:49:02
2024-03-05 00:37:34,CyberCrime,IPC-363,P2,IN-ORI-4729,BLK-9467a72021002e,Street,N,None,5,1,ExceptionallyCleared,Y,N,Y,2307713,Y,1811,StreetSegment,2025-08-27 23:18:41
2018-02-12 09:55:42,Robbery,IPC-379,P2,IN-ORI-9107,BLK-c1b8364334d44e,Office,N,None,3,5,ClearedByArrest,N,Y,N,6979938,Y,5072,Neighborhood,2025-02-05 21:01:53
2021-11-01 09:32:14,Narcotics,IPC-354,P1,IN-ORI-7752,BLK-edb02059089949,Apartment,Y,None,3,5,Open,Y,Y,Y,1584012,Y,2162,Unknown,2021-09-14 13:20:46
2018-08-14 00:01:14,DomesticViolence,NDPS-21,P3,IN-ORI-2109,BLK-415ac092427803,Market,Y,Minor,4,1,Open,Y,Y,N,6587165,N,7001,Parcel,2024-07-29 14:45:53
2023-10-04 12:14:47,Theft,IPC-436,P3,IN-ORI-9410,BLK-7191427838a86c,Transit,N,Moderate,4,1,Unfounded,N,N,N,8081738,Y,3777,Rooftop,2020-03-13 10:33:57
2025-03-22 21:55:50,Homicide,IPC-363,P3,IN-ORI-8592,BLK-095b0d7f76fc1d,Warehouse,Y,None,7,4,Open,Y,Y,Y,8278121,Y,6856,Rooftop,2023-03-22 23:28:59
2019-10-10 21:26:29,Narcotics,NDPS-21,P3,IN-ORI-8910,BLK-55ff234b66c082,Shop,N,None,7,0,UnderInvestigation,N,N,Y,7850582,N,5167,Parcel,2020-08-12 21:37:20
2022-05-29 09:10:31,Vandalism,IPC-379,P3,IN-ORI-7113,BLK-249ca8a8b894fa,Street,Y,None,5,3,UnderInvestigation,N,Y,N,2826113,N,1960,StreetSegment,2022-12-09 01:57:05
2021-01-09 08:20:34,Arson,NDPS-20,P3,IN-ORI-5023,BLK-f136a3f9ecb9a7,Transit,Y,None,3,0,ExceptionallyCleared,Y,N,N,4319896,N,2315,Neighborhood,2025-04-20 11:56:09
2020-12-02 04:31:00,Arson,IPC-420,P2,IN-ORI-3401,BLK-b15c98b7d68cb1,Market,Y,None,7,1,Open,N,N,N,8262081,N,2045,Rooftop,2019-11-24 16:46:20
2020-02-16 00:24:19,Kidnapping,IPC-379,P3,IN-ORI-2562,BLK-c7252bfd068e7c,Street,N,None,1,5,Open,N,N,N,7414126,Y,4008,Neighborhood,2022-01-20 16:03:45
2018-06-02 02:40:40,Vandalism,IPC-379,P4,IN-ORI-5371,BLK-7a264113a87c8c,ATM,Y,Moderate,5,3,Open,Y,Y,Y,1710012,Y,4492,StreetSegment,2019-11-06 20:33:49
2023-12-07 17:14:51,CyberCrime,IPC-380,P2,IN-ORI-2788,BLK-3245a329560911,Hospital,N,None,0,4,Open,N,N,N,4305136,Y,4517,Parcel,2021-02-13 11:02:11
2020-10-17 08:05:53,Fraud,IT-66C,P1,IN-ORI-2478,BLK-398f471c030ddc,Apartment,Y,Minor,1,2,ExceptionallyCleared,Y,N,Y,255374,N,1348,Unknown,2019-01-20 06:18:30
2018-10-03 09:30:10,Narcotics,IPC-379,P3,IN-ORI-5328,BLK-96f71f2ee1921b,ATM,Y,Minor,6,4,ExceptionallyCleared,Y,Y,N,5958120,Y,4444,Ward,2020-10-03 12:05:50
2019-12-28 09:42:57,CyberCrime,IT-66C,P2,IN-ORI-8269,BLK-178dc804d9e9b9,Transit,N,None,1,0,UnderInvestigation,N,Y,Y,3455181,Y,7141,Parcel,2024-09-21 10:27:06
2025-03-23 21:39:14,Homicide,IPC-436,P2,IN-ORI-8784,BLK-917dc138021828,Warehouse,Y,Minor,1,3,Open,N,N,Y,6877325,N,4024,StreetSegment,2019-05-12 15:54:39
2023-02-20 20:32:52,Narcotics,IPC-354,P1,IN-ORI-5079,BLK-aa3b426c30c4f4,Hospital,N,None,3,2,UnderInvestigation,N,Y,Y,783633,N,2634,Parcel,2021-09-23 23:08:19
2022-10-22 18:00:30,Arson,IPC-354,P2,IN-ORI-6783,BLK-601c59cf79ce71,Hospital,Y,Minor,7,1,ExceptionallyCleared,N,Y,Y,4166848,N,3688,Ward,2020-09-03 16:06:36
2022-08-23 11:22:55,CyberCrime,IPC-379,P1,IN-ORI-4067,BLK-ff73e57498c506,Transit,Y,Moderate,5,2,ClearedByArrest,Y,N,Y,29985,Y,2478,Ward,2024-01-06 02:54:47
2019-03-12 16:32:52,Narcotics,IPC-436,P2,IN-ORI-7779,BLK-baf7f81c7b8c1d,Street,N,None,3,1,ClearedByArrest,N,N,Y,5725461,Y,5771,Rooftop,2025-01-18 11:55:30
2018-12-23 20:29:38,CyberCrime,IT-66C,P4,IN-ORI-1542,BLK-536ed78efdd6aa,Hospital,N,None,5,0,ExceptionallyCleared,Y,Y,N,2916207,Y,3628,StreetSegment,2020-05-21 10:06:27
2019-04-07 09:44:48,DomesticViolence,NDPS-21,P3,IN-ORI-1055,BLK-6c1dc77323b4c1,Warehouse,Y,Severe,2,1,Open,Y,N,N,8217793,N,1160,StreetSegment,2022-03-26 23:38:40
2022-06-13 03:03:14,Fraud,IPC-379,P1,IN-ORI-5449,BLK-25a6ec18cf3bd0,School,N,None,2,4,Unfounded,Y,N,N,7699834,N,7143,Ward,2021-06-02 18:42:03
2021-01-27 06:00:17,Burglary,IPC-379,P3,IN-ORI-3045,BLK-993dae556157aa,Transit,Y,None,2,4,ClearedByArrest,Y,Y,N,3124478,Y,4097,Parcel,2020-09-06 01:31:53
2023-05-29 18:01:43,Narcotics,IPC-363,P2,IN-ORI-6259,BLK-6ef399e8993848,Shop,N,Moderate,0,1,ExceptionallyCleared,N,N,N,3150488,Y,5427,Neighborhood,2020-01-05 12:12:40
2018-04-18 09:31:55,Homicide,IT-66C,P3,IN-ORI-1422,BLK-1312970448b740,Apartment,Y,None,0,1,ExceptionallyCleared,N,N,N,6851381,N,2298,Ward,2023-04-17 09:51:57
2021-10-30 21:00:55,CyberCrime,IPC-380,P2,IN-ORI-4498,BLK-bd64f8c2eabdc0,Hospital,Y,Moderate,3,1,UnderInvestigation,Y,N,Y,3579866,N,807,Rooftop,2024-04-23 09:23:09
2023-12-28 10:14:22,Burglary,IPC-354,P3,IN-ORI-1298,BLK-95cbee5c8c4d41,Office,N,Minor,5,1,Unfounded,Y,Y,Y,7048578,Y,1588,StreetSegment,2021-05-29 04:28:57
2022-05-13 13:27:58,Vandalism,IPC-436,P3,IN-ORI-2755,BLK-8949a420a28fed,Park,Y,Moderate,4,0,Open,N,Y,N,6661349,Y,4606,Parcel,2021-08-15 07:45:22
2019-11-28 03:33:38,Vandalism,IPC-436,P2,IN-ORI-7539,BLK-a6ca7470f3cc1c,Office,Y,None,0,1,UnderInvestigation,Y,N,Y,8311979,Y,3380,Unknown,2023-07-05 12:20:59
2021-02-22 07:04:21,Burglary,IPC-436,P3,IN-ORI-9965,BLK-a71dfc91b398ac,ATM,Y,None,3,2,ClearedByArrest,N,N,Y,656990,N,5214,Rooftop,2019-05-01 09:48:11
2018-08-10 05:43:25,Narcotics,IPC-420,P2,IN-ORI-5656,BLK-06d20e144a6581,Warehouse,N,None,2,1,Unfounded,N,Y,Y,1448728,Y,6417,Parcel,2023-10-13 04:32:32
2025-10-09 11:37:06,Assault,IPC-354,P2,IN-ORI-3137,BLK-9eeee4e3a32463,Apartment,Y,Minor,3,0,Open,Y,N,N,894426,N,6148,Parcel,2024-04-17 01:16:06
2020-05-11 16:27:41,Theft,IPC-436,P4,IN-ORI-3750,BLK-7570a7e7b70704,Street,N,Minor,3,5,ClearedByArrest,N,N,Y,1167977,Y,5402,StreetSegment,2022-08-26 09:46:47
2019-09-24 03:12:59,Vandalism,IPC-379,P2,IN-ORI-9074,BLK-4a37a6565b3cb8,Residence,Y,None,0,3,Unfounded,Y,N,Y,2818828,N,3530,Ward,2019-12-05 10:50:14
2019-11-22 05:50:19,Arson,IPC-380,P1,IN-ORI-6609,BLK-31aed0bb5ccdaa,Transit,N,None,0,2,UnderInvestigation,N,Y,N,6763461,Y,938,Rooftop,2025-04-03 07:00:07
2020-11-12 01:10:50,Narcotics,IT-66C,P3,IN-ORI-7686,BLK-57ee7801bca48c,Street,Y,None,1,2,UnderInvestigation,Y,Y,Y,7563850,Y,3496,Ward,2022-12-01 21:20:25
2022-09-27 07:22:58,Robbery,IPC-363,P2,IN-ORI-7537,BLK-62e124eaeb116d,Apartment,Y,None,0,2,Unfounded,Y,N,N,6950568,N,6551,Unknown,2024-09-30 07:59:30
2018-01-25 19:30:30,Robbery,IPC-379,P4,IN-ORI-2659,BLK-2d9a9f98e02190,ATM,Y,Minor,1,1,UnderInvestigation,Y,Y,N,4625680,Y,4426,Unknown,2024-08-08 08:19:17
2019-02-26 07:15:13,Arson,IPC-363,P1,IN-ORI-7705,BLK-264eba64f42383,Warehouse,Y,Minor,2,5,UnderInvestigation,Y,Y,N,8065299,N,6834,Unknown,2024-05-12 01:39:18
2018-06-16 21:45:41,Robbery,IPC-354,P4,IN-ORI-5015,BLK-36959ec856fef6,Street,N,Minor,4,5,Unfounded,Y,N,N,8483757,N,1582,Rooftop,2025-04-04 00:30:18
2020-10-18 13:19:48,DomesticViolence,IPC-379,P1,IN-ORI-2831,BLK-087d3e53f9a1f3,Park,Y,Minor,7,1,Unfounded,Y,N,Y,3293905,Y,7161,StreetSegment,2024-04-05 03:14:36
2024-03-26 04:36:36,Assault,IPC-363,P3,IN-ORI-1475,BLK-0ae084ab1a7e68,Shop,Y,None,7,3,Open,Y,N,Y,7003888,N,5617,Rooftop,2025-10-02 14:52:57
2021-07-12 09:37:09,Fraud,NDPS-20,P1,IN-ORI-1837,BLK-e680c153cd8cc5,Shop,Y,Fatal,6,4,Unfounded,N,Y,N,3880785,N,1725,Unknown,2021-09-30 17:45:48
2019-05-11 22:42:21,Assault,IPC-302,P2,IN-ORI-7098,BLK-840fab8ed0455f,Street,Y,None,5,5,Unfounded,Y,Y,N,1887072,Y,2576,StreetSegment,2019-11-30 21:33:23
2018-11-12 16:57:24,Theft,IPC-420,P2,IN-ORI-7257,BLK-b12d9a04293cac,School,Y,None,4,5,ExceptionallyCleared,N,Y,N,5521370,N,3758,Neighborhood,2025-06-27 03:55:24
2018-03-03 23:00:15,Theft,IPC-302,P3,IN-ORI-3107,BLK-71e6a9e3d9dd64,Office,Y,None,0,1,Open,N,Y,N,4974734,N,4905,Parcel,2022-12-30 02:53:58
2024-09-22 20:13:20,Narcotics,IPC-363,P4,IN-ORI-8644,BLK-c23aacb990d45d,Transit,Y,Moderate,5,5,ExceptionallyCleared,N,Y,N,2961765,Y,1152,StreetSegment,2020-04-15 13:21:24
2019-10-22 18:20:25,Burglary,IPC-498A,P4,IN-ORI-4974,BLK-b69b83b9ff7fc5,Transit,Y,None,7,2,Open,Y,N,N,1481726,N,5365,Unknown,2025-11-15 17:30:04
2020-09-10 15:41:58,DomesticViolence,NDPS-20,P4,IN-ORI-7704,BLK-a8620047b2d8fc,School,N,Minor,7,5,Open,N,Y,N,8144157,N,1097,StreetSegment,2023-11-26 16:01:32
2023-02-22 15:09:55,Arson,IPC-498A,P2,IN-ORI-8702,BLK-a6650114bd00bb,Apartment,N,Minor,0,5,ExceptionallyCleared,N,N,Y,7718052,N,2802,Parcel,2019-08-20 02:18:29
2022-04-26 15:20:13,Assault,IPC-420,P2,IN-ORI-5083,BLK-3ccfc986f8750c,Apartment,N,None,4,1,UnderInvestigation,Y,N,Y,7392495,N,2677,Neighborhood,2022-03-20 02:37:15
2018-09-24 15:41:28,Theft,IPC-363,P2,IN-ORI-3672,BLK-067d153771d40a,Shop,N,None,2,5,ClearedByArrest,Y,N,N,2938735,N,1735,Ward,2025-04-01 17:27:57
2019-11-12 07:41:19,CyberCrime,IPC-354,P2,IN-ORI-6663,BLK-bbe4fa92f9d272,ATM,N,Minor,0,2,ClearedByArrest,N,Y,Y,5327470,N,4019,Rooftop,2021-01-08 06:39:33
2024-11-29 00:05:12,Homicide,IPC-436,P3,IN-ORI-1580,BLK-3e6aff35622056,Street,N,None,7,4,ExceptionallyCleared,Y,Y,Y,2491938,Y,7017,Neighborhood,2022-08-23 10:55:46
2019-01-01 23:41:56,DomesticViolence,IPC-392,P2,IN-ORI-8864,BLK-fb6b1d5391d550,Apartment,Y,None,7,2,UnderInvestigation,N,Y,Y,4906137,Y,5400,Parcel,2020-12-13 02:32:15
2024-12-25 13:34:25,Kidnapping,IPC-498A,P3,IN-ORI-2306,BLK-e03c2208084cdb,Residence,Y,None,1,4,Unfounded,Y,Y,N,4601587,Y,541,Rooftop,2024-05-06 06:18:30
2019-07-23 00:49:19,Arson,IPC-498A,P4,IN-ORI-4436,BLK-7700d501f345c0,Apartment,N,None,1,4,Unfounded,N,N,N,6207640,Y,6201,Neighborhood,2023-05-14 02:08:27
2020-01-28 00:46:15,Kidnapping,NDPS-20,P3,IN-ORI-7669,BLK-45f1faf5bb866d,Office,Y,Minor,1,2,ExceptionallyCleared,N,Y,N,6615693,Y,5730,Parcel,2023-07-21 11:55:35
2025-11-04 11:15:41,DomesticViolence,IPC-302,P2,IN-ORI-8609,BLK-90bc3319846284,School,N,None,0,1,ExceptionallyCleared,Y,N,N,3015590,N,822,Parcel,2022-05-05 04:11:02
2024-09-10 14:31:06,Fraud,IPC-302,P4,IN-ORI-8122,BLK-198329bf584426,ATM,Y,None,6,3,ClearedByArrest,Y,Y,N,681368,Y,4799,Neighborhood,2025-07-01 15:30:30
2020-01-15 17:59:59,Theft,IPC-380,P2,IN-ORI-2839,BLK-d50b6bc14580f5,Hospital,N,None,2,3,ExceptionallyCleared,Y,Y,Y,743225,Y,4609,StreetSegment,2019-07-04 12:30:33
2022-02-02 00:05:54,Homicide,IPC-436,P4,IN-ORI-4932,BLK-95192caf01cb85,Market,Y,None,0,4,ExceptionallyCleared,N,N,Y,1192743,N,4469,Unknown,2024-05-27 12:03:16
2023-11-18 00:07:30,Narcotics,IPC-379,P3,IN-ORI-8286,BLK-af23c0e7dc02a7,School,Y,None,5,1,Open,Y,N,Y,2366946,Y,649,Ward,2024-12-17 05:27:40
2020-09-28 09:41:46,Arson,IT-66C,P2,IN-ORI-1391,BLK-4bbd9dda19a048,Shop,N,None,3,4,Unfounded,N,Y,N,4137102,Y,710,Neighborhood,2023-08-12 19:33:19
2019-02-01 14:16:06,Kidnapping,IT-66C,P4,IN-ORI-1370,BLK-d5b15378bb552d,Market,Y,Minor,0,0,UnderInvestigation,Y,Y,Y,2111407,Y,3657,Neighborhood,2019-09-16 23:49:43
2018-09-12 14:49:47,Theft,NDPS-20,P3,IN-ORI-8167,BLK-f961fc41134bd3,Warehouse,Y,Moderate,3,2,ExceptionallyCleared,Y,Y,N,2242741,N,3065,Rooftop,2019-05-08 04:28:18
2021-02-12 02:20:47,Vandalism,NDPS-21,P4,IN-ORI-9321,BLK-06841d424e4c62,Hospital,Y,None,4,5,UnderInvestigation,Y,N,Y,8263322,N,6764,Parcel,2023-02-09 10:16:35
2022-10-12 07:38:35,Assault,IPC-354,P3,IN-ORI-2957,BLK-4dabe3b2f12df0,ATM,Y,Minor,6,2,ExceptionallyCleared,Y,N,N,2143576,N,1827,StreetSegment,2021-12-02 05:48:42
2019-12-16 08:13:25,Assault,IPC-380,P2,IN-ORI-6707,BLK-00cf5811aec4e2,School,N,Moderate,6,5,ExceptionallyCleared,Y,N,N,5877764,N,6263,Ward,2024-11-24 09:09:39
2020-01-04 01:48:37,DomesticViolence,IPC-363,P2,IN-ORI-6793,BLK-2fc710967c6dc3,Park,Y,Moderate,5,0,ClearedByArrest,Y,N,N,5386139,Y,4424,Neighborhood,2025-07-26 13:40:41
2018-05-07 20:00:48,Burglary,IPC-436,P1,IN-ORI-9517,BLK-80c0021a79d7f4,Apartment,Y,Fatal,2,1,ExceptionallyCleared,N,N,Y,75111,N,3528,Parcel,2022-12-17 23:47:52
2020-10-10 10:24:21,Narcotics,IPC-354,P2,IN-ORI-8525,BLK-6f2a1d36ddf557,Residence,Y,None,4,3,Open,Y,N,N,2703275,N,329,Rooftop,2024-03-29 23:59:10
2019-04-30 15:36:48,Burglary,IPC-498A,P2,IN-ORI-5591,BLK-afd7e8ce3def40,Residence,Y,None,5,4,ExceptionallyCleared,Y,N,N,3178434,Y,3876,Unknown,2022-07-17 22:42:05
2018-03-22 15:13:55,CyberCrime,IPC-363,P1,IN-ORI-1605,BLK-d421e818acf6d1,School,N,Severe,7,0,ClearedByArrest,N,Y,Y,1978966,N,647,Unknown,2020-03-23 02:59:32
2022-03-26 07:08:53,Theft,NDPS-20,P3,IN-ORI-2813,BLK-0b6003776c6cfb,Hospital,N,None,1,3,ExceptionallyCleared,N,N,Y,8066570,N,6625,Rooftop,2023-03-30 19:11:46
2019-06-08 11:31:22,Kidnapping,IPC-379,P2,IN-ORI-9545,BLK-0514ab77561ff0,Shop,Y,Moderate,1,5,ExceptionallyCleared,Y,N,Y,6331689,N,321,Rooftop,2025-01-23 02:06:40
2018-12-20 02:11:51,Theft,NDPS-20,P4,IN-ORI-4999,BLK-196db8c1c358a2,Park,Y,Moderate,7,1,ExceptionallyCleared,N,Y,Y,7685139,Y,6623,Ward,2021-01-31 00:09:41
2024-04-16 17:17:18,Narcotics,IPC-302,P3,IN-ORI-5983,BLK-ab93a724847c9c,Street,Y,None,2,2,ExceptionallyCleared,Y,Y,Y,366099,Y,6369,Ward,2019-09-11 23:23:00
2019-10-23 19:50:20,Theft,IPC-436,P3,IN-ORI-7634,BLK-1bef9b1c20c3c4,ATM,N,Minor,7,1,ClearedByArrest,Y,N,N,3501576,N,3496,Rooftop,2023-11-18 05:17:13
2018-03-04 13:03:19,CyberCrime,IPC-392,P1,IN-ORI-2507,BLK-209e476f3a3168,Transit,N,Moderate,4,2,Unfounded,N,N,Y,5856588,N,4058,Ward,2021-06-05 15:50:59
2024-06-26 18:06:43,CyberCrime,IPC-420,P1,IN-ORI-9291,BLK-779f21d47bb8b8,Park,Y,None,2,1,Open,Y,Y,Y,3847685,N,1162,Ward,2022-08-14 07:47:12
