biz_sme_reference_year,biz_sme_country_iso2,biz_sme_region_nuts_code,biz_sme_sector_nace_section,biz_sme_sme_definition_code,biz_sme_micro_enterprises_count,biz_sme_small_enterprises_count,biz_sme_medium_enterprises_count,biz_sme_employment_sme_total,biz_sme_value_added_sme_eur,biz_sme_access_to_finance_index,biz_sme_venture_capital_investment_eur,biz_sme_interest_rate_on_loans_pct,biz_sme_digital_intensity_score,biz_sme_exporting_sme_share_pct,biz_sme_innovation_active_share_pct,biz_sme_sustainability_reporting_csrd_flag,biz_sme_late_payment_days_avg,biz_sme_eurostat_table_code,biz_sme_data_extract_date
2010,MT,LV56,D,BANKING_SME,2278,277,135,13823,1930204767.42,55.72,68617852.02,2.499,76.21,26.48,33.66,0,54.27,sbs_sc_sca_r2,2025-11-27
2011,PT,MT386,O,MIXED,2207,223,73,8913,313916702.68,45.37,90496706.54,6.586,85.94,58.25,44.14,0,4.05,tin00145,2024-01-12
2012,SI,LT60,E,EU_SME_2003_361_EC,2550,332,169,20050,2287527624.3,42.92,146441905.57,0.789,23.03,53.12,19.35,0,11.76,bd_9bd_sz_cl_r2,2024-05-09
2013,AT,LT362,P,NATIONAL_SME,2671,479,184,25734,2489314577.95,74.68,271608410.83,5.645,79.15,18.01,11.99,1,5.49,sbs_na_sca_r2,2025-02-03
2014,HR,FI316,F,BANKING_SME,2457,375,157,15845,1029356653.19,50.63,19739367.68,4.146,43.75,34.55,22.1,0,61.72,isoc_sme,2025-03-31
2015,DK,PT31,Q,MIXED,2520,370,160,15614,432186308.61,73.38,7962049.63,2.643,55.0,56.1,20.2,1,43.93,sbs_sc_sca_r2,2024-11-22
2016,FR,NL728,G,EU_SME_2003_361_EC,2599,297,127,10189,255995494.38,63.69,90650424.71,2.269,49.64,5.47,49.4,1,17.44,tin00145,2024-04-23
2017,HU,CY439,R,NATIONAL_SME,1923,395,148,20133,1756744087.58,66.45,112271668.11,0.855,53.93,61.66,32.35,0,12.93,bd_9bd_sz_cl_r2,2025-02-04
2018,LV,ES78,H,BANKING_SME,2333,495,158,19300,1282369564.19,51.93,183247768.01,3.234,12.53,58.74,14.1,0,36.4,sbs_na_sca_r2,2025-09-16
2019,MT,IT576,S,MIXED,2497,504,167,17030,1263012816.57,64.46,17465792.94,9.203,35.32,52.3,26.9,1,39.93,isoc_sme,2024-07-02
2020,PT,DK61,I,EU_SME_2003_361_EC,2586,459,183,19581,882269180.77,81.63,288346680.09,7.1,82.02,35.62,44.35,0,11.5,sbs_sc_sca_r2,2025-09-22
2021,SI,DE41,T,NATIONAL_SME,1927,181,96,12358,1157416732.25,81.71,266060188.26,1.05,78.49,18.79,8.57,1,30.55,tin00145,2025-01-22
2022,AT,HU319,J,BANKING_SME,1907,210,108,14206,988294097.77,47.86,152424089.52,2.167,49.12,52.81,17.16,0,55.5,bd_9bd_sz_cl_r2,2025-06-06
2023,HR,CZ314,U,MIXED,2008,177,120,9536,964923833.12,62.28,252575738.72,0.826,60.98,41.33,24.56,0,28.8,sbs_na_sca_r2,2025-11-28
2024,DK,BG36,K,EU_SME_2003_361_EC,2356,467,115,15969,1451723477.8,50.13,105081161.12,5.975,14.01,34.82,9.51,0,63.11,isoc_sme,2025-10-10
2025,FR,BG63,A,NATIONAL_SME,2084,207,147,18007,2502763094.29,52.54,57304163.14,8.555,29.25,7.71,34.14,1,50.59,sbs_sc_sca_r2,2026-01-22
2026,HU,DK908,L,BANKING_SME,2671,450,138,15011,1220536401.64,32.83,20278565.28,6.829,47.57,36.37,26.48,1,62.46,tin00145,2026-01-25
2010,LV,FR1,B,MIXED,2534,370,132,21161,1313285604.8,75.09,36684773.91,2.211,76.53,4.42,39.95,0,12.76,bd_9bd_sz_cl_r2,2025-08-05
2011,MT,ES6,M,EU_SME_2003_361_EC,2010,169,159,10915,378978150.35,37.98,77402247.73,6.559,86.88,20.7,8.75,0,67.15,sbs_na_sca_r2,2025-10-18
2012,PT,IE231,C,NATIONAL_SME,2665,414,169,21518,1823798016.36,79.6,146692428.29,5.701,84.26,36.36,24.27,1,28.2,isoc_sme,2024-09-23
2013,SI,SK67,N,BANKING_SME,1900,345,151,11581,1512005591.76,78.68,180672777.24,5.422,91.86,6.73,52.85,0,44.34,sbs_sc_sca_r2,2024-09-29
2014,AT,ES514,D,MIXED,2692,261,110,13904,893961022.0,57.99,83787019.13,4.995,24.51,30.31,37.66,0,41.4,tin00145,2025-05-04
2015,HR,DE276,O,EU_SME_2003_361_EC,2251,221,74,11448,891942277.44,75.31,284682369.59,7.825,64.08,60.89,42.07,1,31.97,bd_9bd_sz_cl_r2,2025-11-26
2016,DK,EE72,E,NATIONAL_SME,2382,479,78,11340,601182009.92,76.2,34755308.59,1.229,69.94,40.38,40.67,0,37.62,sbs_na_sca_r2,2024-01-04
2017,FR,IE50,P,BANKING_SME,2665,213,58,12268,654027856.78,83.76,292598678.37,1.896,20.38,23.25,12.94,1,34.21,isoc_sme,2026-02-10
2018,HU,BG90,F,MIXED,2389,498,176,21479,2729732717.47,75.77,39043809.4,3.891,18.67,6.77,30.97,0,59.2,sbs_sc_sca_r2,2026-02-03
2019,LV,FI17,Q,EU_SME_2003_361_EC,2099,350,50,12036,316572450.91,65.16,2558276.09,7.721,82.61,13.55,37.69,0,22.47,tin00145,2024-09-03
2020,MT,RO258,G,NATIONAL_SME,2246,383,63,8046,870158052.53,81.68,273149828.35,0.911,91.89,47.07,6.61,0,24.81,bd_9bd_sz_cl_r2,2025-05-22
2021,PT,LT79,R,BANKING_SME,2493,318,113,11585,430848362.36,51.83,92538775.45,8.062,29.25,14.96,15.53,1,42.42,sbs_na_sca_r2,2024-01-30
2022,SI,PT596,H,MIXED,1886,190,56,12186,984990066.89,61.34,66126574.2,5.503,34.36,42.08,35.85,0,52.5,isoc_sme,2024-04-28
2023,AT,HR18,S,EU_SME_2003_361_EC,2487,298,194,14486,1726992152.83,58.83,12583335.97,7.545,49.92,5.86,26.78,1,9.83,sbs_sc_sca_r2,2025-07-07
2024,HR,LU51,I,NATIONAL_SME,1949,375,102,11830,676234022.1,61.38,173629168.61,4.861,34.6,16.15,29.48,1,53.62,tin00145,2025-08-09
2025,DK,BG950,T,BANKING_SME,2581,514,73,17503,1530534618.79,78.8,46871155.42,6.023,94.95,50.74,40.83,0,60.15,bd_9bd_sz_cl_r2,2024-01-08
2026,FR,AT566,J,MIXED,2751,292,57,10931,351292197.47,76.22,239604928.23,5.145,19.21,46.59,10.8,0,42.07,sbs_na_sca_r2,2025-11-04
2010,HU,RO41,U,EU_SME_2003_361_EC,2019,315,47,10083,366321213.82,69.58,163831179.14,0.501,57.35,58.22,13.1,0,44.85,isoc_sme,2025-04-06
2011,LV,DK566,K,NATIONAL_SME,2656,478,188,16183,980579097.89,87.85,33968232.88,8.838,38.95,4.41,16.15,0,9.51,sbs_sc_sca_r2,2025-02-24
2012,MT,HR765,A,BANKING_SME,2074,271,69,9443,707736463.27,83.2,12378059.21,8.669,32.57,17.55,19.74,0,63.03,tin00145,2024-04-03
2013,PT,IT312,L,MIXED,1932,180,131,14812,1536958665.09,36.84,31569797.11,7.173,82.36,12.17,29.31,0,18.35,bd_9bd_sz_cl_r2,2025-02-17
2014,SI,DK24,B,EU_SME_2003_361_EC,2681,412,131,14459,1547310208.87,42.43,53431462.09,7.427,57.73,38.83,35.95,1,42.99,sbs_na_sca_r2,2025-07-24
2015,AT,MT64,M,NATIONAL_SME,2246,216,45,8053,941043128.88,46.57,166800995.66,2.196,80.88,30.15,46.72,1,11.48,isoc_sme,2024-08-11
2016,HR,RO843,C,BANKING_SME,2708,567,109,21782,2858092218.45,58.4,76894912.2,7.789,59.32,37.84,17.42,0,3.76,sbs_sc_sca_r2,2024-04-30
2017,DK,MT48,N,MIXED,2248,411,91,16939,1155132244.65,47.12,29220576.42,3.882,48.26,37.49,18.04,1,34.58,tin00145,2024-02-09
2018,FR,NL1,D,EU_SME_2003_361_EC,2001,205,114,14974,1080753387.43,40.03,48317158.17,8.876,36.36,8.3,17.02,0,35.81,bd_9bd_sz_cl_r2,2026-02-06
2019,HU,PL5,O,NATIONAL_SME,2722,567,206,17362,1675453552.32,68.19,124279330.52,3.945,57.29,54.12,46.69,0,20.49,sbs_na_sca_r2,2024-10-29
2020,LV,CZ2,E,BANKING_SME,1961,327,141,16180,1786360709.13,38.3,74075459.46,1.207,65.66,11.29,15.88,0,31.39,isoc_sme,2024-08-31
2021,MT,IE285,P,MIXED,2550,454,194,21223,1726007243.76,63.1,91753713.58,1.72,53.76,10.49,29.18,0,10.38,sbs_sc_sca_r2,2024-11-12
2022,PT,FR715,F,EU_SME_2003_361_EC,2115,444,103,17433,1237011338.58,65.69,191853977.96,3.047,87.26,32.29,27.02,1,37.9,tin00145,2024-05-28
2023,SI,NL69,Q,NATIONAL_SME,2520,244,79,10318,426262323.1,68.53,82311109.37,6.626,16.21,41.61,52.85,0,49.68,bd_9bd_sz_cl_r2,2024-02-07
2024,AT,HR4,G,BANKING_SME,2184,337,114,12993,1679018812.0,53.63,72524030.34,2.147,80.77,40.81,38.9,0,12.24,sbs_na_sca_r2,2025-05-08
2025,HR,FR2,R,MIXED,1932,376,77,14992,392229011.12,87.06,181268470.54,3.24,74.91,45.9,47.39,0,64.65,isoc_sme,2025-12-11
2026,DK,LV510,H,EU_SME_2003_361_EC,2711,493,121,17390,1560280322.43,67.93,174191708.1,5.491,39.19,49.83,23.27,1,15.07,sbs_sc_sca_r2,2026-01-31
2010,FR,AT75,S,NATIONAL_SME,2284,211,87,11494,1372720362.91,44.15,118196913.78,1.982,63.26,21.76,52.1,0,51.83,tin00145,2025-03-01
2011,HU,EE29,I,BANKING_SME,2552,216,76,10134,816446326.44,84.87,274587380.69,3.202,85.34,5.41,40.47,0,66.23,bd_9bd_sz_cl_r2,2025-10-29
2012,LV,IT94,T,MIXED,2431,316,173,18905,1945765853.42,41.99,107816797.73,2.396,77.45,54.39,24.89,0,48.29,sbs_na_sca_r2,2025-04-13
2013,MT,BE2,J,EU_SME_2003_361_EC,2300,364,138,20170,583554412.57,31.5,4533604.54,8.158,29.23,14.31,49.84,0,21.88,isoc_sme,2025-09-18
2014,PT,FR4,U,NATIONAL_SME,2092,333,78,7131,869118305.86,45.83,48303343.56,0.963,32.25,16.6,57.79,0,57.7,sbs_sc_sca_r2,2024-06-03
2015,SI,HR28,K,BANKING_SME,1963,303,48,12741,1274416949.47,52.92,76504338.58,5.036,72.83,16.81,55.66,0,4.3,tin00145,2025-01-07
2016,AT,EE9,A,MIXED,2416,310,133,13399,786778637.26,54.89,147110049.03,1.026,56.62,27.28,40.18,0,30.51,bd_9bd_sz_cl_r2,2025-10-24
2017,HR,SI8,L,EU_SME_2003_361_EC,2006,390,157,14621,1830540313.77,73.24,51355348.37,5.544,89.95,59.19,55.1,1,57.34,sbs_na_sca_r2,2024-11-07
2018,DK,PL40,B,NATIONAL_SME,2371,431,89,13035,1305233150.15,33.57,51819761.35,4.444,44.77,60.15,25.39,1,9.54,isoc_sme,2024-01-23
2019,FR,LU86,M,BANKING_SME,2777,590,141,18943,2354712755.63,86.28,276536757.14,7.489,58.18,11.51,16.04,0,59.12,sbs_sc_sca_r2,2025-01-15
2020,HU,CY68,C,MIXED,2238,387,86,19018,1796799886.15,59.43,99701822.85,8.394,63.6,31.14,55.12,0,11.25,tin00145,2024-03-13
2021,LV,RO29,N,EU_SME_2003_361_EC,2561,548,83,16341,1118694371.33,46.26,56940062.67,5.457,85.35,46.46,47.75,1,50.06,bd_9bd_sz_cl_r2,2025-02-04
2022,MT,IT817,D,NATIONAL_SME,2279,378,166,14648,1623050330.4,64.29,91537059.43,5.795,65.2,34.39,46.03,0,19.19,sbs_na_sca_r2,2024-03-09
2023,PT,LU52,O,BANKING_SME,2756,595,67,15076,1459132165.8,52.02,81084605.46,9.355,48.61,16.61,51.89,1,13.52,isoc_sme,2024-07-31
2024,SI,SI5,E,MIXED,2623,538,113,12507,1000525329.57,62.21,7158603.36,5.597,30.5,57.21,22.78,0,63.72,sbs_sc_sca_r2,2025-05-27
2025,AT,FI26,P,EU_SME_2003_361_EC,2281,284,133,15620,1469842894.14,37.75,59153714.0,0.41,65.75,4.13,23.98,0,55.04,tin00145,2025-12-04
2026,HR,SE73,F,NATIONAL_SME,2231,312,117,17987,2163345378.13,72.5,336224241.11,8.708,32.6,18.22,55.29,0,53.41,bd_9bd_sz_cl_r2,2026-01-26
2010,DK,MT4,Q,BANKING_SME,2174,202,80,10209,1359331384.29,69.5,130957665.98,7.368,38.59,14.89,51.02,1,41.02,sbs_na_sca_r2,2024-07-07
2011,FR,GR8,G,MIXED,2063,320,136,12367,1430644272.57,62.83,103638954.84,5.444,53.76,54.43,25.25,0,64.92,isoc_sme,2024-06-05
2012,HU,NL81,R,EU_SME_2003_361_EC,2189,320,88,12223,1216928359.53,87.56,97193365.04,3.127,81.17,18.05,20.07,0,19.68,sbs_sc_sca_r2,2024-04-27
2013,LV,LU493,H,NATIONAL_SME,2697,466,92,15310,835404947.43,77.11,81481655.17,5.73,49.9,26.5,56.41,0,45.73,tin00145,2025-05-15
2014,MT,IE5,S,BANKING_SME,2745,593,138,19654,680197457.3,48.48,72025973.62,0.91,86.92,5.61,55.59,0,62.71,bd_9bd_sz_cl_r2,2025-09-21
2015,PT,IT63,I,MIXED,2544,347,80,12288,1304785024.58,47.18,44239942.54,7.949,17.44,32.6,47.86,0,10.05,sbs_na_sca_r2,2024-02-09
2016,SI,SK71,T,EU_SME_2003_361_EC,2348,216,90,10450,662938184.94,69.09,22275033.85,8.434,69.57,32.11,30.2,0,5.95,isoc_sme,2024-03-13
2017,AT,LU465,J,NATIONAL_SME,2863,610,96,19254,1243600557.51,60.31,37922079.61,3.456,82.86,53.77,16.6,1,3.49,sbs_sc_sca_r2,2024-03-02
2018,HR,PT34,U,BANKING_SME,2616,418,82,15703,1133381185.25,64.19,115910644.03,8.088,55.62,13.38,13.23,0,62.27,tin00145,2025-02-24
2019,DK,GR1,K,MIXED,2071,288,121,16823,1539615292.64,42.48,50380018.43,6.897,59.14,20.39,22.0,0,34.98,bd_9bd_sz_cl_r2,2025-11-22
2020,FR,IT499,A,EU_SME_2003_361_EC,2800,470,102,21847,2192813249.47,31.99,23632908.25,2.057,54.22,8.58,25.4,0,11.38,sbs_na_sca_r2,2025-03-24
2021,HU,NL868,L,NATIONAL_SME,2737,512,121,15065,1318495494.4,50.42,83658725.49,5.322,27.6,25.53,33.6,0,49.62,isoc_sme,2024-05-19
2022,LV,LV261,B,BANKING_SME,2754,408,216,16625,432237685.68,80.25,179137296.69,4.773,67.38,36.23,15.71,1,40.61,sbs_sc_sca_r2,2026-02-10
2023,MT,LV957,M,MIXED,2138,193,145,17225,1971551152.05,49.7,17452768.53,8.532,20.92,5.48,8.53,0,14.17,tin00145,2024-06-26
2024,PT,LV26,C,EU_SME_2003_361_EC,2444,317,188,12404,1189466693.29,30.66,77728626.2,4.158,13.99,53.4,57.07,1,4.99,bd_9bd_sz_cl_r2,2025-01-19
2025,SI,FR60,N,NATIONAL_SME,2018,426,134,13522,1628120770.57,34.61,101673444.28,0.403,14.6,27.1,16.28,0,25.89,sbs_na_sca_r2,2025-06-15
2026,AT,SI502,D,BANKING_SME,2427,249,152,23621,3097983403.59,69.43,61033473.78,0.568,13.7,56.47,47.38,0,26.56,isoc_sme,2025-06-07
2010,HR,CZ42,O,MIXED,2375,325,121,18956,805487468.61,65.99,90894651.4,2.835,89.29,5.56,25.39,1,38.91,sbs_sc_sca_r2,2024-11-21
2011,DK,DK6,E,EU_SME_2003_361_EC,2867,579,195,26887,2857314486.46,58.57,61425894.17,6.475,36.01,55.37,19.71,1,8.78,tin00145,2025-07-14
2012,FR,BE755,P,NATIONAL_SME,2872,547,113,15638,935758059.67,63.34,97744650.04,4.256,70.08,17.52,26.0,0,30.72,bd_9bd_sz_cl_r2,2025-01-31
2013,HU,CY85,F,BANKING_SME,2655,282,118,17144,2010277860.43,66.05,75625352.15,3.738,71.64,34.65,17.16,0,19.82,sbs_na_sca_r2,2024-12-25
2014,LV,HR6,Q,MIXED,2001,213,49,8922,752747068.35,57.97,97385528.27,5.508,41.37,52.2,49.3,0,34.97,isoc_sme,2024-07-07
2015,MT,FI1,G,EU_SME_2003_361_EC,2034,285,86,13871,394301536.15,71.08,143161948.12,8.545,58.78,7.34,11.9,0,66.95,sbs_sc_sca_r2,2024-03-29
2016,PT,LT7,R,NATIONAL_SME,2408,314,175,16069,496676433.65,50.32,153683471.49,7.758,92.68,48.2,23.93,0,32.83,tin00145,2024-03-25
2017,SI,SE957,H,BANKING_SME,2253,231,176,13891,569671114.48,60.06,155105336.82,5.571,47.84,26.26,47.08,0,7.91,bd_9bd_sz_cl_r2,2024-07-23
2018,AT,NL55,S,MIXED,2246,335,176,19040,2466165876.72,72.98,238914320.67,5.62,26.74,24.37,7.6,0,24.39,sbs_na_sca_r2,2025-09-04
2019,HR,FR871,I,EU_SME_2003_361_EC,2363,400,78,18644,2580527873.59,79.89,199616609.34,1.929,40.26,45.13,12.5,1,17.38,isoc_sme,2025-01-14
2020,DK,BG86,T,NATIONAL_SME,2312,443,121,11526,1303840702.28,60.16,141908684.81,5.721,71.51,18.25,50.51,0,65.68,sbs_sc_sca_r2,2025-01-15
2021,FR,IT56,J,BANKING_SME,2326,244,167,17170,815195745.91,68.43,147001003.24,8.072,61.61,53.12,55.66,1,50.38,tin00145,2024-01-29
2022,HU,LT4,U,MIXED,2349,195,52,12140,595874593.61,49.75,142458941.95,1.858,91.24,40.76,10.3,0,30.13,bd_9bd_sz_cl_r2,2025-09-21
2023,LV,LT46,K,EU_SME_2003_361_EC,2317,259,118,13477,1863101023.04,85.2,107494730.07,4.876,88.99,28.07,24.3,0,7.17,sbs_na_sca_r2,2024-07-28
2024,MT,SE91,A,NATIONAL_SME,2192,420,154,19187,1597848914.52,32.87,56196552.41,0.35,73.2,61.49,45.17,0,30.49,isoc_sme,2025-09-26
2025,PT,FR86,L,BANKING_SME,2760,247,181,16626,1525072511.97,57.15,136000440.01,7.183,73.48,28.78,25.66,0,21.1,sbs_sc_sca_r2,2024-02-02
2026,SI,AT82,B,MIXED,2851,614,113,18624,1313003797.58,79.32,143409642.16,7.173,79.27,45.27,39.29,0,62.66,tin00145,2024-06-25
2010,AT,CZ515,M,EU_SME_2003_361_EC,2036,395,161,16551,1150473019.7,58.98,52184091.4,0.917,33.04,36.1,43.26,0,65.92,bd_9bd_sz_cl_r2,2024-12-06
2011,HR,SK550,C,NATIONAL_SME,2347,386,59,9496,613476702.25,85.75,36212357.46,4.195,71.28,43.24,22.81,0,23.25,sbs_na_sca_r2,2025-02-08
2012,DK,EE28,N,BANKING_SME,2512,498,116,18087,934638162.79,62.02,72188919.39,8.055,37.2,43.88,13.06,0,56.95,isoc_sme,2025-01-19
2013,FR,FI15,D,MIXED,2605,266,175,14284,892450653.89,32.69,118243060.12,5.688,76.75,29.47,29.52,0,18.83,sbs_sc_sca_r2,2024-08-12
2014,HU,EE874,O,EU_SME_2003_361_EC,2874,626,90,16072,1512826531.03,83.13,115074150.23,8.094,86.23,13.25,52.32,0,36.84,tin00145,2025-03-12
2015,LV,SE8,E,NATIONAL_SME,2499,321,141,15131,438833348.08,40.31,98918375.67,4.955,26.37,38.56,6.57,0,24.58,bd_9bd_sz_cl_r2,2024-11-17
2016,MT,CZ5,P,BANKING_SME,2874,508,76,18709,1860587245.86,71.51,134135910.28,1.324,74.63,15.52,35.17,0,33.09,sbs_na_sca_r2,2024-07-18
2017,PT,CY5,F,MIXED,2469,378,66,11835,299136400.61,60.61,15035530.22,5.432,77.73,38.98,30.27,1,48.99,isoc_sme,2025-04-12
2018,SI,ES77,Q,EU_SME_2003_361_EC,2432,424,73,13883,574973888.92,47.56,27607652.2,8.534,39.01,32.73,39.12,0,66.0,sbs_sc_sca_r2,2025-11-02
2019,AT,CZ21,G,NATIONAL_SME,2660,262,97,16345,802610607.74,57.65,265348077.02,0.848,25.8,43.17,28.14,1,35.62,tin00145,2024-09-10
2020,HR,IT38,R,BANKING_SME,2703,417,163,23170,1267511889.56,31.65,44603046.72,4.552,45.11,50.86,24.75,0,13.97,bd_9bd_sz_cl_r2,2024-11-09
2021,DK,IT5,H,MIXED,2889,372,90,16511,497145765.08,55.21,54371694.9,4.893,90.04,22.81,34.09,0,56.78,sbs_na_sca_r2,2025-06-11
2022,FR,FI698,S,EU_SME_2003_361_EC,2349,426,116,16541,1446074065.31,44.96,48233926.23,7.182,87.95,39.37,47.35,0,41.59,isoc_sme,2025-06-06
2023,HU,IE11,I,NATIONAL_SME,2271,208,131,13365,506230576.99,86.08,194990648.0,2.366,86.37,16.13,19.9,0,49.88,sbs_sc_sca_r2,2024-07-12
2024,LV,IT248,T,BANKING_SME,2148,409,161,15455,1605972668.52,50.0,142632607.42,1.514,12.46,11.78,18.47,1,24.88,tin00145,2025-10-12
2025,MT,RO920,J,MIXED,2711,393,82,13044,1010480676.69,68.15,100724295.38,4.717,32.28,13.08,32.61,1,6.68,bd_9bd_sz_cl_r2,2025-02-14
2026,PT,LU609,U,EU_SME_2003_361_EC,2346,312,131,18686,956513473.62,73.05,141108571.9,0.624,85.19,4.5,28.28,0,2.33,sbs_na_sca_r2,2025-03-11
2010,SI,SE834,K,NATIONAL_SME,2795,246,64,10211,341887982.23,30.12,10536844.27,7.575,35.56,52.58,40.67,0,56.69,isoc_sme,2024-11-25
2011,AT,NL54,A,BANKING_SME,2699,486,191,19102,1275108864.22,38.34,394809.02,2.388,75.83,59.72,27.96,0,29.62,sbs_sc_sca_r2,2025-12-09
2012,HR,FI665,L,MIXED,2882,278,133,14817,529916057.29,35.54,55330518.56,6.038,32.66,24.1,20.71,0,53.38,tin00145,2024-04-15
2013,DK,PT653,B,EU_SME_2003_361_EC,2670,492,184,18375,1531195637.06,66.98,44016458.01,3.106,11.56,27.92,36.69,0,12.05,bd_9bd_sz_cl_r2,2024-01-03
2014,FR,CY915,M,NATIONAL_SME,2731,426,113,15968,992632110.21,39.79,63912705.03,3.871,61.33,55.55,15.59,0,45.42,sbs_na_sca_r2,2024-07-13
2015,HU,PL89,C,BANKING_SME,2734,341,58,14388,370847404.52,49.18,127997978.09,7.707,82.98,33.75,24.76,1,12.24,isoc_sme,2024-12-24
2016,LV,SI11,N,MIXED,2678,337,152,12761,758722643.14,47.17,14356460.92,3.273,37.72,32.71,23.97,0,5.14,sbs_sc_sca_r2,2025-07-11
2017,MT,HR983,D,EU_SME_2003_361_EC,2706,283,102,11137,1510685774.97,32.33,66442667.76,3.704,67.3,14.44,48.59,1,22.24,tin00145,2025-11-23
2018,PT,HU42,O,NATIONAL_SME,2947,543,177,21335,2610015597.94,71.9,194579120.25,1.031,87.9,51.02,21.12,1,9.7,bd_9bd_sz_cl_r2,2025-06-12
2019,SI,LV358,E,BANKING_SME,2614,432,136,17502,1986562543.8,36.98,37158998.74,7.041,67.77,14.12,10.4,0,40.06,sbs_na_sca_r2,2025-04-13
2020,AT,PL309,P,MIXED,2135,460,120,14351,394771934.74,65.29,113130810.0,1.191,64.2,33.1,25.92,0,53.61,isoc_sme,2025-07-26
2021,HR,GR831,F,EU_SME_2003_361_EC,2409,416,124,19149,1671733108.71,73.44,275736674.66,6.136,22.07,29.11,42.23,0,47.57,sbs_sc_sca_r2,2024-10-05
2022,DK,AT38,Q,NATIONAL_SME,2368,319,99,14522,1309084331.39,40.16,11074481.2,3.187,67.69,5.49,37.54,0,29.92,tin00145,2025-07-03
2023,FR,AT567,G,BANKING_SME,2198,310,122,16871,900405889.12,66.45,151043226.08,6.731,71.84,19.88,10.86,0,9.47,bd_9bd_sz_cl_r2,2026-02-16
2024,HU,BE21,R,MIXED,2107,290,157,14820,1054062961.34,50.59,132705874.38,8.753,20.88,21.83,14.65,1,8.81,sbs_na_sca_r2,2024-04-30
2025,LV,RO58,H,EU_SME_2003_361_EC,2388,494,97,12807,1619719838.61,36.38,68522612.13,0.565,91.6,58.69,17.06,0,29.2,isoc_sme,2024-10-13
2026,MT,NL4,S,NATIONAL_SME,2893,378,108,20253,825151460.89,46.87,18916246.24,9.059,16.43,6.87,6.65,0,54.03,sbs_sc_sca_r2,2024-04-16
2010,PT,BE298,I,BANKING_SME,2614,543,161,23769,1433318086.95,56.55,63513817.55,3.293,49.62,54.91,43.4,1,29.33,tin00145,2025-09-08
2011,SI,SI67,T,MIXED,2116,311,117,12429,1739684523.51,58.03,2023118.41,7.541,18.45,43.6,7.92,1,27.24,bd_9bd_sz_cl_r2,2024-06-25
2012,AT,RO7,J,EU_SME_2003_361_EC,2693,268,122,13899,1653897151.44,62.8,48283777.34,2.787,90.26,40.85,41.19,0,17.71,sbs_na_sca_r2,2025-08-26
2013,HR,BG199,U,NATIONAL_SME,2634,428,55,16203,771616995.63,74.16,163869206.78,3.017,19.62,25.36,42.53,1,30.48,isoc_sme,2025-07-28
2014,DK,FR15,K,BANKING_SME,2256,455,153,16461,2006199834.84,77.31,98584622.92,8.854,66.54,24.89,8.13,0,46.83,sbs_sc_sca_r2,2024-01-24
2015,FR,LT887,A,MIXED,2226,262,85,16375,1652388347.32,30.14,39769799.65,1.673,65.75,31.05,51.9,0,61.62,tin00145,2024-06-16
2016,HU,IT971,L,EU_SME_2003_361_EC,2949,499,208,27557,3442133594.81,81.53,56739041.49,4.716,49.06,33.62,8.54,0,31.28,bd_9bd_sz_cl_r2,2024-02-25
2017,LV,IT642,B,NATIONAL_SME,2370,396,143,19068,1413555802.43,70.34,175880433.06,2.822,67.54,33.82,17.36,0,11.32,sbs_na_sca_r2,2025-04-04
2018,MT,LU231,M,BANKING_SME,2555,511,188,22386,655044123.46,55.64,100421155.41,8.443,51.78,29.21,9.86,0,6.39,isoc_sme,2025-07-07
2019,PT,CY247,C,MIXED,2896,536,178,13992,1440852522.78,58.12,152046950.82,4.35,38.06,27.09,39.46,0,25.44,sbs_sc_sca_r2,2024-07-22
2020,SI,DK189,N,EU_SME_2003_361_EC,2840,440,74,14235,1037720265.03,31.36,61644889.09,0.356,60.43,22.62,21.11,0,49.35,tin00145,2024-07-25
2021,AT,GR40,D,NATIONAL_SME,2670,248,212,21428,1812453055.32,39.95,34246660.81,0.949,27.1,25.01,54.06,0,6.62,bd_9bd_sz_cl_r2,2025-05-28
2022,HR,DE39,O,BANKING_SME,2718,529,54,17267,1941528154.5,46.24,7082309.22,5.573,40.74,9.21,29.41,0,7.99,sbs_na_sca_r2,2024-10-10
2023,DK,DK441,E,MIXED,2327,361,184,13735,1239875135.15,75.54,176204787.98,9.198,63.62,57.46,36.84,1,64.24,isoc_sme,2024-12-12
2024,FR,SK15,P,EU_SME_2003_361_EC,2242,382,82,12292,670112934.91,62.72,111232362.58,1.926,78.13,58.38,14.15,0,41.82,sbs_sc_sca_r2,2025-12-07
2025,HU,SK64,F,NATIONAL_SME,2613,479,176,21092,591339288.42,35.41,39783906.82,6.847,13.79,59.0,45.5,0,16.28,tin00145,2024-06-26
2026,LV,EE360,Q,BANKING_SME,2811,612,66,17843,945854070.6,55.06,164582055.22,8.413,16.0,5.38,33.04,0,36.28,bd_9bd_sz_cl_r2,2025-09-24
2010,MT,HR70,G,MIXED,2607,371,165,15805,693146539.1,40.43,97193239.65,8.937,70.24,8.34,51.51,0,63.29,sbs_na_sca_r2,2025-02-13
2011,PT,BG257,R,EU_SME_2003_361_EC,2790,281,72,16644,1375366181.14,77.4,14907822.02,8.198,94.64,43.31,23.46,0,40.29,isoc_sme,2024-07-14
2012,SI,AT39,H,NATIONAL_SME,2658,442,108,17801,758273128.4,56.56,151786577.72,7.482,46.03,18.9,13.37,0,34.86,sbs_sc_sca_r2,2024-09-14
