tax_sales_collection_month,tax_sales_state_ut_code,tax_sales_gstin_hash,tax_sales_tax_jurisdiction_code,tax_sales_tax_base_category,tax_sales_gst_rate_pct,tax_sales_gross_taxable_sales_inr,tax_sales_gst_collected_inr,tax_sales_vendor_count_reporting,tax_sales_filing_frequency_type,tax_sales_e_invoice_share_pct,tax_sales_e_waybill_count,tax_sales_itc_claimed_inr,tax_sales_reverse_charge_liability_inr,tax_sales_late_filing_rate_pct,tax_sales_penalties_assessed_inr,tax_sales_interest_assessed_inr,tax_sales_compliance_gap_estimate,tax_sales_refunds_issued_inr,tax_sales_data_certification_level
2023-01,JH,fca535cda819bf105ef9fa2df280763e31795cb71f673d7c75951452a638d46c,GST-JK-98,GOODS,12,23155235,2354044,7897,MONTHLY,45.59,27571,653099,117454,5.35,62068,40341,10.16,586031,L1
2020-01,OD,ed226b874bb303950499ab2678571b75d4dc1d17f59f03f6cc9905bf5f46ecac,GST-TS-11,GOODS,28,119835121,33919941,36435,MONTHLY,51.8,32114,6330940,325785,5.24,130502,560169,12.3,3325602,L1
2024-06,AN,9bf7b35c42df1c043bc8406bc416b2c91b02e5409649e2c1ae4cb2c9724ef1ab,GST-WB-89,GOODS,12,229094280,27645148,19506,MONTHLY,76.04,151463,8460956,2045850,3.76,458022,14758,1.63,3939067,L2
2026-06,RJ,9514e0dc4609d2ff3dc61d0a5ed92deea8da99abdfca3914aae89a547f6aa4bd,GST-MN-74,GOODS,18,249819308,31551007,49312,MONTHLY,7.82,28258,24763545,279962,8.05,507886,471845,14.73,3154455,L1
2022-04,PB,28e32d033bb77a6ae3f4622601d98caa496fd45a4c240bf6f7197099117e434d,GST-NL-97,GOODS,12,48487647,4474492,35040,MONTHLY,74.86,159570,2585674,47566,7.29,100523,54176,1.21,598291,L2
2026-03,UP,deeefc6c48c65e4b044eba89b750e0e1f49f8144ab5cf73505b196693c8638db,GST-PY-60,MIXED,18,186386446,25498713,10841,MONTHLY,70.14,193384,9731956,1463226,3.77,370018,350388,11.76,6317633,L2
2025-11,TS,8b788b1e5527b588c20ecf25d92e5f8381707165eb80fb5d4bd0ecff7b461264,GST-PB-71,SERVICES,12,191610778,23369798,45389,MONTHLY,30.53,73883,16611521,1354224,11.41,177951,22429,1.03,653855,L2
2026-02,HP,b0d0b06299acfdeb25d1334938fd192ccd88d99e14c97487a8e70cee0de5f702,GST-UP-18,GOODS,3,66226254,2060916,5623,QUARTERLY,79.33,1715,1173502,37259,4.58,15704,8508,3.12,419434,L3
2024-10,JH,d8bad768eb09522c4e2d567d0393d09a58a1eeae65461ed1dc4bb5d12617244c,GST-PY-64,GOODS,12,207565185,20561749,43311,MONTHLY,18.18,131462,5767746,1125754,8.69,206580,85950,2.37,4566346,L3
2024-11,CG,d9f7ecf0c1573ca302fecea60babbadb58d48a96c52187ce9ff50175f82d6bba,GST-UP-14,GOODS,12,156302072,17409522,37880,MONTHLY,96.64,186914,10183244,1291054,5.36,216792,56343,2.54,2920304,L2
2026-11,CG,967c1545522d0dda0913c23220609f4fb59b3048a6d611eab45aa8ee2a69ffc7,GST-UK-21,GOODS,12,231054502,19874050,30559,MONTHLY,93.36,101197,15998630,1326343,1.34,408452,227798,12.86,2443331,L3
2025-03,CH,010219f9bb64b2c95dfe1ce093c0b6509fc9fb24abfed826506062bd9bcac892,GST-CG-82,GOODS,18,120455433,19815933,4211,QUARTERLY,66.07,93048,4034643,420613,10.91,249700,132587,9.95,2684526,L1
2025-09,TR,2dfa23892627e7a7f57f6e08c7181faf22a1801a912ab729ecc88072c2d6a9b1,GST-HR-29,GOODS,18,58303262,7022733,36907,MONTHLY,34.21,152920,5921804,193613,9.56,46356,64301,14.58,1202893,L3
2021-08,TS,d574af87d5defeca61765f8fbad5a3f84ed125a8a8f846ac33b1917a1a190857,GST-AN-39,GOODS,5,113426806,3863921,24866,MONTHLY,42.3,1142,1726966,301559,2.13,15776,55576,3.34,920469,L2
2021-11,ML,3efbc2bae740599baa69c40949730cfff8314c76017eebe504db5ea6c15f6ec6,GST-PY-51,SERVICES,3,88946594,2154664,20569,MONTHLY,76.27,67271,1060321,79985,5.2,45533,23482,2.85,186095,L3
2024-08,BR,4342bec6474f7fd727eba9c7b608e2a64d610c4990d2ae4d2b325dbc8c57b633,GST-ML-66,MIXED,5,16521570,820102,31035,MONTHLY,20.77,48895,136108,56324,10.23,2741,7463,2.48,187646,L2
2021-02,ML,18d1f05322aaded81bb002e22f579dc2f24d925f253e52aa50154c5654084b66,GST-WB-57,GOODS,12,22590898,1776010,8637,QUARTERLY,31.18,738,594704,4437,8.82,15812,32280,12.51,124386,L2
2023-05,GA,0cdfaff64e410ef6c313d9c44b10d724e368b5fcfd414131236ec7ec4e25c864,GST-AP-19,GOODS,18,161310971,22711992,31909,MONTHLY,44.18,123224,9398012,59157,7.87,144846,289723,4.97,2546951,L2
2025-12,LD,612ef31b62cc6775279e46d0891e9affa6214464f59a00d4a1cf3cfc37071a55,GST-CG-55,GOODS,12,153066667,16600381,24383,QUARTERLY,78.27,99350,13737350,221013,9.79,41961,227944,8.98,1826750,L3
2024-10,MN,1b73eb59859cda9ed2e3dd3d5133171ee03cd4372d228ecb0ce5196b7fb47e9d,GST-AS-85,GOODS,18,153222167,21309394,25989,QUARTERLY,14.46,41484,14210265,464557,3.81,565448,76583,5.21,927852,L3
2026-09,CG,406892549b17a735e4910ffac1e376f7e66d1364a216be1b29e34662083f0119,GST-BR-60,GOODS,12,56500099,4426335,47739,MONTHLY,11.58,53153,3573494,313208,10.16,9540,53376,8.11,209674,L1
2022-03,KA,ffe64c55823041d721f73e8d3cdbdd09ce4b11382f807adc867e6a3e3c5ffadd,GST-AS-86,GOODS,18,22826024,3543159,18367,MONTHLY,90.35,184675,2347817,40629,10.88,25162,36537,10.35,762880,L2
2021-04,TS,e993e4286d41ce4da129ef6bfbd94b5efe04c561564664716e4a642bc99acbe6,GST-AP-68,MIXED,28,214958598,42088129,18729,QUARTERLY,96.62,107791,31286247,2764338,0.7,215163,794033,1.78,10420947,L2
2021-09,MZ,b45e9f587c6040c8f12cfbade7253dc1c4a6c061dd6caf2707315d26e1097dea,GST-TR-51,SERVICES,18,32436583,4531376,42476,QUARTERLY,53.56,6175,780372,250702,10.97,115934,67128,13.55,1072685,L1
2026-04,AS,fbccc0c4a5769094faef221850500f913fc56a04b9401e9697e297f4c2593e9a,GST-ML-91,MIXED,18,225729720,41025399,26451,MONTHLY,71.11,52073,30975060,1540754,11.58,1101813,688171,4.63,2173964,L1
2023-12,MH,b2a45bd6e939c0c3586acaa6c9ef1be840cb05a43aa026da7ded7d09f408ca66,GST-PB-15,SERVICES,18,115278659,18412555,48346,MONTHLY,19.36,67682,13242815,772643,4.64,306027,242326,2.47,1325921,L3
2026-01,TR,965833f38a0e82ab0e6983407b681883c32b753704d6176d315dbb058acd8e07,GST-MP-57,MIXED,12,124618478,14098394,47155,MONTHLY,86.64,166431,7975161,654344,10.68,296442,92091,11.81,443541,L3
2022-05,PB,e0749ad540b8ee257eaa750a4cea4a45231bb373d5d7a626ab5d1183938ea5d4,GST-MN-37,GOODS,28,134667728,26904236,10354,MONTHLY,86.73,69101,17250030,655166,0.65,680897,355877,14.95,4680889,L2
2022-12,RJ,449b44407e5bb704dfe809dbcc93aa22e7428f56aba3c4cb020fe25dacacd50d,GST-GA-23,GOODS,18,183122180,31287956,5107,MONTHLY,15.34,97683,21601861,1995061,8.39,289634,606291,4.98,33032,L1
2025-01,TS,399a8bb5aecc0827571291bd628ade99d3fd1254df7107b278f277d86971565f,GST-TS-83,SERVICES,28,47982097,9641800,9519,QUARTERLY,74.1,140326,1790458,129430,5.62,149776,62191,6.17,1637186,L1
2024-07,UP,085dd9f34cc0b95c0cbf8f5294569265040f5c4cf03a85a3cd660eb82e9e60eb,GST-CG-23,MIXED,12,30451235,3656447,2644,MONTHLY,20.82,12867,1185465,48720,5.84,813,12497,2.81,242096,L1
2023-09,ML,201619d0c07d877aceaa0caaf1b837fb55d3e72f07bc1647cfbebb79943d920f,GST-DL-36,MIXED,5,207977373,9628980,40759,QUARTERLY,45.03,197265,7769019,475743,10.97,71968,60128,0.35,1734029,L3
2023-09,WB,87397c98e827d6280bae3834461bc415c630cf16e4f371cdd042aa7cd211e904,GST-KA-54,GOODS,18,23565516,3895124,31022,MONTHLY,33.07,28986,1403320,99819,7.48,61173,60743,2.01,179828,L1
2023-12,JK,29729244e4030dab1b1f9d5d62c4ebddef845c15e2be53b17dc98d72393d0a3e,GST-JH-87,MIXED,5,177244974,6541056,6318,MONTHLY,87.08,189946,1454760,7283,10.74,65655,11229,14.34,1526018,L2
2025-01,CG,f0a375e07c0ca7c9411b008a307438d5d6e1c152cee69089d4e11cfc0c3efa9c,GST-HR-60,SERVICES,28,16550652,3812451,17443,MONTHLY,46.5,123927,2394968,196025,2.17,16299,70893,13.26,105944,L3
2021-05,UP,ce1fbd3d9e4b0a3042a067fb5c49167df56f12a06bae648e853374a43ffcb130,GST-BR-89,GOODS,28,56482616,10531029,1636,MONTHLY,82.18,83780,4378294,678399,8.59,29327,150534,11.97,95477,L2
2020-01,JH,7809afecf32a62291d7030a2427a674907454cd9142a21104747ce4d236f79c9,GST-JH-77,GOODS,12,162288640,15353603,33236,MONTHLY,60.75,189184,11179220,816409,2.81,391838,186673,14.11,448178,L3
2020-11,BR,00882eb4283909be66689ac71b19e8d01735b5c109a038b73401e5cc3365ef0d,GST-PY-56,SERVICES,18,201064008,23854066,42521,MONTHLY,48.67,127435,13241121,904991,1.94,537750,84120,9.48,1450508,L1
2023-10,JH,c5d94d84f257bf1e7b684e084e65e5e0e97656dc8288d60c2d58e9e7ca1557f0,GST-AP-37,SERVICES,28,22701706,4146640,19787,QUARTERLY,67.17,137096,3501064,229168,10.42,97771,45127,5.91,705392,L3
2025-02,LA,ca320d6b3f50ec24c445776ae7dc271da1fbba481724fe8e30ea45b1ded341b0,GST-NL-10,MIXED,12,146502597,12698927,37104,MONTHLY,0.32,183736,8269624,446959,7.1,259490,4062,3.91,1395100,L3
2024-08,SK,75b72694a15ad2e984b7e4726bf80516bc4e255584f13243a440095887ce358a,GST-MP-56,MIXED,18,5019748,831975,25555,MONTHLY,54.15,51485,503231,42834,1.71,4354,9452,11.37,95691,L2
2026-11,MZ,78ac934081906eb5495653b1ed958ceea1f2e74b3c09cfd0e936b780cb7983ff,GST-AN-20,SERVICES,18,79411819,10625593,34673,MONTHLY,19.06,150006,5268000,354422,6.5,234729,63558,10.34,1570447,L3
2024-09,JH,8d03f12cb13fc5439c6a935b419ea2b0aa59c2d972f76c1ee53f64054e83755a,GST-TN-69,GOODS,12,211637635,25652792,48288,MONTHLY,78.37,43576,4999542,1500038,7.77,428127,275206,7.33,4336860,L3
2023-08,PB,ced7aad368f7d4dbfa232636ee08fca22cc4e2a76b200b0a4fc857d96011cca2,GST-AR-43,GOODS,12,207141741,21653416,20158,MONTHLY,86.63,30288,3744883,1654201,10.77,9883,156789,9.34,3889967,L3
2024-11,OD,ce36e1a33b0e31e6c13635294eb72f1daa42db74195a4484792ed371a823991e,GST-AS-82,SERVICES,28,127223858,29551252,23396,QUARTERLY,74.74,86698,19922498,1764154,2.29,44764,261104,9.65,3123588,L2
2026-03,MN,89a21ef639611ce9abd3f74c144503b9aeb0f62b0e3a07479499993c07b4cde2,GST-TS-56,GOODS,18,128138842,18899899,18925,MONTHLY,93.89,183877,12901130,901651,2.25,124419,210959,6.62,595750,L3
2020-04,ML,6092433253af6671d9d401dc1e059f7e5b7e7c3f25dcd3efcc7331911c9eb4f9,GST-TR-92,SERVICES,18,51067860,7624664,33918,MONTHLY,14.38,130691,2265091,89017,8.64,180234,145432,3.08,179865,L1
2023-03,UP,2324f13be2b1aba0edabc9c7e5e96943f588fdcfc57a1d6b0dd855b73edf85a4,GST-TN-27,GOODS,18,109424861,14457698,20714,MONTHLY,21.79,89868,7751696,104437,4.82,260340,284260,3.27,930840,L2
2022-06,SK,53376bc50ce5cfd1457258a41f6b1392c13d9786351b6236400848e0344873b2,GST-TS-79,GOODS,18,25163317,3702097,49835,MONTHLY,71.24,36105,1404333,5020,8.57,66389,45369,1.92,158474,L3
2026-06,AR,c3dee0f8f8f2b6ac18f88be1b4592c752e0ec080d71eea6e6934fd6690eb59a5,GST-DH-52,GOODS,12,4174828,328412,31845,QUARTERLY,13.7,84698,218114,12958,2.39,9726,924,1.96,31682,L3
2021-05,MP,1312cd17d2c2a549e1a401e892a1f19d1d3bcbde86f3508e6a3659d75f895b6b,GST-MH-44,MIXED,18,57306655,8418626,19942,QUARTERLY,51.03,130351,6092354,182866,7.65,125186,7695,5.95,2087425,L3
2020-01,AS,b16f40ffd16b4f8622310319983f8c8bd3568982bb67c92d8cdd9e2e7627369d,GST-KL-21,SERVICES,18,205349677,29671351,22270,MONTHLY,68.37,13464,13623320,402658,2.43,409413,589307,3.31,2235551,L1
2024-04,LA,f5a6196f87cf6275b16a72d45226cbef9ec87ded50256e7976857f22b6d6ef39,GST-CH-94,GOODS,28,103518916,19335699,505,QUARTERLY,20.97,86603,12237354,399865,5.02,268269,244156,0.7,4561546,L3
2024-01,KL,b25d6e1bac0eeb5b251adfb549134ee883c09e93ebe597c3f05cf1ac5b6a29c4,GST-MP-58,GOODS,18,69193667,11126671,25094,MONTHLY,40.16,171913,4481396,859032,10.88,103993,133056,5.13,1795422,L2
2022-07,LD,ad7ff40934262b41c21b02bb7779030424485d772058284e3ec207901e9d60a3,GST-LD-37,GOODS,5,26084038,1257756,35194,QUARTERLY,81.07,6798,648551,22304,2.67,8258,1050,1.96,16035,L3
2023-08,HP,1a6d49eba8e2c51e1a3113765ce73ed773910e77b8dabee176c8bd928f5ee129,GST-UK-80,MIXED,3,72749056,1585300,11202,QUARTERLY,36.27,182889,1059083,66978,2.63,3383,29822,10.56,298969,L2
2024-04,MP,87d8c7d74f330618dab211bc1c7afee485adb04798de4e9ef5210753e17d0d8d,GST-UK-50,GOODS,18,110236330,16556336,32115,MONTHLY,69.08,130956,3893077,1299138,8.42,155395,52592,7.57,2966657,L1
2022-05,MN,fdd9a824494f03188b107a6d581e52d22014a2f3cbd1f4767f23d8d47804cec5,GST-JK-34,GOODS,18,208906722,38179283,27643,MONTHLY,95.27,179002,6214772,413416,2.88,134351,412479,0.53,6714550,L3
2022-10,JK,d7c3fe78f7ded330143359f2f791e108bedaf42cfce068c2994eac3eac791d38,GST-WB-25,GOODS,18,36056693,6554053,17765,QUARTERLY,76.35,126110,3948979,126783,6.69,29306,39588,2.43,226162,L2
2020-07,BR,eb04c1e8207a7ee08769a048981e002520ffc10e0c84a355911864f5371ad42f,GST-AR-81,GOODS,18,21753220,2951921,40446,QUARTERLY,79.43,38759,2073383,139451,6.94,51439,22635,0.34,15302,L1
2025-05,AN,e23d6cd163d9ea122bf42798763e784426ac6444ee583859a9a893cf3050f646,GST-MZ-67,GOODS,12,14206131,1258288,36589,MONTHLY,31.46,156990,741608,73130,10.37,8425,8302,3.84,259677,L1
2022-09,TS,bb744b99683fcf551166317e45f3d814d88275ebe0ff0e58390d96714427cb4e,GST-MH-46,MIXED,28,238640174,49289815,9315,QUARTERLY,16.8,21886,13690489,3364575,0.64,247454,257834,2.45,9188162,L1
2024-07,HP,fca5eb9a818dda3ee9a969ec4f5fe260aa6830fd7c8495eb06c9173b5448ad3b,GST-ML-58,SERVICES,18,240669441,38365605,38246,MONTHLY,74.16,12371,19297076,2028817,11.17,606092,199687,1.54,5591384,L1
2022-01,DH,6051a75ce6542e3886b80fe2321ec8d8080bb065589fd2a97c95ad622d91185f,GST-KA-21,GOODS,3,82938684,2452931,11440,MONTHLY,44.55,44462,1064581,5426,8.1,660,4042,3.0,467039,L1
2021-06,RJ,e8174950db9ca66b5eeefffdb519c89558d7e4267defcbc998ea3c967dd752fb,GST-HR-61,GOODS,12,82662466,7413842,11550,QUARTERLY,69.36,20268,6012571,128160,10.3,127855,3220,10.31,1069522,L2
2024-03,OD,724fdee42393d955288a9cc307db8206f5d6cc0f5ac111414671180ae2babac5,GST-PB-96,GOODS,18,83510763,13634891,27227,MONTHLY,30.56,50359,8646390,597914,5.37,157464,110348,0.33,2020094,L1
2022-03,MH,3942473e16f8b0d470d7ef2fb969ffae59f2f8be128bdd1b8b98371bc8c7fe69,GST-UP-25,GOODS,3,25904580,725837,9719,QUARTERLY,20.86,3023,372837,7192,1.7,6244,1191,2.64,174533,L1
2021-11,ML,b8e2943887ddd09961e265edb77929310357ac6a02fad2f7e07c79082801e7f0,GST-GJ-20,GOODS,12,174840190,14764062,2623,MONTHLY,50.19,67136,6326651,159343,10.35,27999,102068,8.08,536589,L2
2026-12,AN,a8efd33955099ca5a7cf71d55db01c78f0936700c095de775da711dfe484cf68,GST-JH-74,GOODS,18,245864739,30346592,34086,QUARTERLY,11.55,180313,11753243,1972479,4.95,218154,146049,4.67,2268254,L1
2026-05,LD,ab39b5b23d8c75618d56e81bda0470e85c7f02b21e865bcc6fd1315beeaebe73,GST-TS-28,GOODS,28,90362597,17342426,38027,MONTHLY,56.5,102093,4237342,1044159,6.56,394115,172602,7.07,487268,L1
2025-04,JK,a4bcbf63431037393dfc4ee88012601f0bc27b6f64f90488c46c2485a9b1045f,GST-TR-21,GOODS,18,60557513,9049592,21352,MONTHLY,24.44,148258,5810451,145469,4.75,114612,114156,14.81,526493,L1
2024-04,MP,72982b920dfd5c96c37d63b2690c602ce15d208d8af2dfada6b3de9060fc65e2,GST-BR-40,GOODS,3,67863275,1532412,16158,MONTHLY,14.96,197291,808387,60465,0.91,29545,11924,4.04,323552,L2
2024-06,TN,5e04347e39fa9dbe5b24f51392494b0404310ea50bea894439cc52d1b989fc3c,GST-AS-80,MIXED,18,60694108,8660008,6311,MONTHLY,48.01,98791,1769058,678375,2.64,219806,79399,12.98,1555089,L3
2022-02,PY,dc7d5ba76d303b40b268e566eda111885090a500159d1ac637b652bab75ffb7f,GST-NL-61,SERVICES,5,40005348,2080568,38686,MONTHLY,58.98,73671,908166,98433,11.45,52627,41164,0.11,296602,L3
2021-06,TN,c19390c4a324962e9978f0868fae5c85db720b1c4055919d32ead4926946b39a,GST-DH-71,GOODS,28,186576024,40725631,5635,MONTHLY,79.42,126045,27955200,2357856,7.15,989790,357146,5.46,2152787,L1
2024-11,AP,2257aace701f02589eb0251740b6a5f9875fe6313de397cec46ea30aa5e7553b,GST-HR-38,SERVICES,18,83117050,11692850,28326,QUARTERLY,28.48,44640,2943037,611917,6.12,49279,97142,4.21,1405212,L2
2025-07,UK,8e0b07defc829dd3ba351fe0c30b3606f3da2ea819e4a52c57bd02c64c9535a9,GST-PY-48,GOODS,5,129647403,6132870,381,QUARTERLY,57.47,192679,4256665,205708,0.47,128639,69680,9.82,856867,L2
2023-06,RJ,efcdcdd60d30d98ac7f5b2dae2a395e221e3818721f0fa9ebb96dc364f488baa,GST-PY-55,GOODS,28,243131741,69885779,28851,MONTHLY,58.12,41277,32886547,4568410,10.52,382814,42117,14.68,2246396,L1
2026-11,NL,7d56b4720fc8ad471e4184cdb6bd0ee5586aab0f35c0606c197409c83aa5c294,GST-SK-59,SERVICES,5,101583267,4612289,4055,QUARTERLY,16.65,184212,915426,28873,11.81,89111,45309,8.97,85541,L1
2022-07,AR,22be673ceebe3fdc6af63917b868aae80426ad8bafe4f8c7f5c5e51234992648,GST-LD-59,GOODS,5,32954723,1578172,6036,QUARTERLY,1.99,118489,1275285,76510,0.77,20436,1311,7.73,71892,L2
2022-07,MZ,28b14e14e96548c29494422b08aa23c8818a93c7eb92e9e1b4cdd1c546c0aa05,GST-MN-45,SERVICES,3,47129153,1048001,33660,MONTHLY,60.64,63306,293518,34518,8.84,29420,5802,10.77,207618,L3
2022-11,AN,aceb22676c88ecb2c23791ce8e9140431f06f02eff93caa752ed77fe6e3d1aaf,GST-OD-21,GOODS,12,234043001,20360250,16043,MONTHLY,53.83,137772,3653084,1426027,11.51,232330,317350,0.08,2887522,L1
2024-03,RJ,cf64b0bb2b88d82815dc283735837905fdd4dab41b65c48026427b37a0e4e076,GST-UK-37,GOODS,5,177173855,9293079,46880,MONTHLY,94.7,141028,4842800,460372,11.16,226943,38490,11.39,1511353,L1
2020-12,JH,edda9e51ab09caca619581b9d482d48e43f20951a50634439d46fa05637cf958,GST-AS-38,SERVICES,28,143663688,41682547,31236,QUARTERLY,59.83,92060,10601380,907297,7.85,280100,409457,1.52,1105693,L1
2022-02,CH,99c3d96c5fd570c2451c655ffa9958c2c5f9470a240cefb196e0e8fcd6c1ecba,GST-WB-75,SERVICES,12,27306379,2580885,39786,QUARTERLY,20.02,100161,475245,157594,6.51,1942,35805,13.88,202478,L2
2025-06,MZ,c56fdbc4ecc6dd7fce4fb25032126cda4ded576f5985370f12995d203560cdeb,GST-LA-93,MIXED,18,168751355,29514249,7307,QUARTERLY,74.37,162972,18322293,933209,0.83,671448,577240,13.54,1751868,L1
2023-08,TS,d424bdb41c01f975f16bc1fdc3e98aecb5b9ea58ec6d0aca3cabe6bfba5c1773,GST-RJ-55,GOODS,12,30023203,2748357,24088,MONTHLY,2.18,148918,619962,170818,6.52,58317,35270,5.55,540168,L2
2022-07,AP,788855e69ebad3b39b1e91bb37b60dfd7fadcbf8342be3f4900720edc408836d,GST-HR-93,MIXED,12,198959702,16033969,22273,MONTHLY,70.42,3075,13243280,145351,10.45,91935,283236,0.1,568266,L2
2024-08,GA,47cac95c7ac1f6326194f4a735a456e850b1c1be89774838e664edc1df05af4c,GST-CG-97,GOODS,12,87280858,9715162,34749,QUARTERLY,81.26,146433,6978695,284399,1.82,61863,39711,3.97,651859,L3
2026-05,HR,6b614320b1c0f92939351530666a1e6de2262080e1259aebc0f236b284ffdba3,GST-HR-88,MIXED,18,215682479,33596317,1129,MONTHLY,17.03,121987,25535282,1527204,1.84,904226,51072,12.19,5838108,L2
2023-10,GA,a4ebe7dec906c05b86b2f1c4c2303c7b100188aa542b2e3984d138bf1879e53a,GST-HR-72,GOODS,18,243597690,29422267,29540,MONTHLY,27.46,86467,18191232,295210,9.74,383424,289771,5.12,4816968,L2
2025-12,ML,011835a3b38ca07d309e4dfe77f7fbb1434579d25ba244fc2e3a28a30fc57576,GST-DH-72,MIXED,12,176709373,17375137,42669,MONTHLY,9.63,121100,9237893,700730,11.63,296404,198212,6.1,3797817,L2
2021-12,MN,9f2b3c2e4a4043965cfe7d0a7945bcbdc3e0b02157326734d32b6a3574a0d2e1,GST-CG-94,MIXED,5,189971869,8400119,11635,QUARTERLY,19.7,59732,5285067,592371,1.0,28566,54006,9.94,1778077,L2
2023-03,AS,50ad81feceb0549a37d9ef0792555aa1cce5937c1d2bb1d565eb96857aab4132,GST-LD-64,GOODS,12,112259255,10882839,13520,MONTHLY,25.22,179771,6098645,55684,1.83,35144,156523,4.22,2284651,L2
2022-05,TS,3b42d77b190a8e0025b50f169a5403fbb9ebbe93d6c9e57b352a8e2003778903,GST-AN-43,GOODS,18,200545006,24092306,19999,MONTHLY,27.99,103863,17239903,842504,4.8,545790,265300,9.46,4539019,L3
2026-02,NL,260d13084509ae74db54f721024d88b427f986232a6286b7b9683335cf7a2221,GST-UP-97,SERVICES,3,48925452,1503987,38021,MONTHLY,45.7,40905,420758,95500,11.25,14106,17721,6.68,56508,L3
2021-09,MN,16bae0676040ef52f18c08f149db03beeb3cf4c1343181576eb78348eea4789b,GST-TN-28,GOODS,18,106534614,19582448,23942,MONTHLY,94.5,97630,4754074,185863,1.07,430962,351401,14.99,2665096,L2
2026-01,HP,adcc70dc48fc86d30d22df1c2b7458bfe87a8e0b138e831a68acda869d8caed3,GST-AR-66,GOODS,28,227313386,63947658,41425,QUARTERLY,7.34,74594,39936851,261477,0.45,192460,212263,14.53,1843198,L2
2022-05,MH,785318b94a0bfe1950c99f557e09872329f52b3079e56606e5ecd70e49b7ff05,GST-UK-79,MIXED,5,149369533,6938205,13624,MONTHLY,34.09,35777,2010665,268465,11.09,2882,45222,7.65,865419,L3
2023-10,GA,b093c76a8145fcbe38c8c1ab83fae75233b7606f0a762e19c216da2934d8dc15,GST-MH-73,SERVICES,5,153264403,7754955,47345,MONTHLY,21.86,98744,6482243,586767,5.16,96769,117900,6.23,1519291,L3
2023-02,JK,d1b429ed5ca16a34952aab031b773a97afda365e2a942728a29f3d31018a6f64,GST-CG-77,SERVICES,12,140430206,16720396,47012,MONTHLY,75.37,53771,4262633,879621,6.9,196509,165876,0.32,2134862,L1
2021-09,OD,3dab3007fddc78cc0525614e9c630892518c25702b3865ee328df088ad656d51,GST-CH-28,MIXED,18,38772075,6056335,15451,MONTHLY,93.47,104789,3713209,416687,4.23,175404,107437,5.02,523181,L2
2021-06,DL,776da4b128d217128d83598b50ef58aa845876f7905ce836a18eb46d594ac385,GST-MP-82,SERVICES,12,24704878,2534137,13949,MONTHLY,43.35,22167,1795230,190316,7.59,2324,7987,10.91,632966,L2
2022-06,DH,fc62df2ff6f6b9ae4e516e8ab233d3923326df536b89d95f20758e6ce8bc1468,GST-SK-50,SERVICES,5,13409835,601495,38302,MONTHLY,90.08,56504,209856,24669,6.38,11150,5486,11.51,46475,L2
2025-03,NL,0d3964b42d9c597091e9bcd829497aed4520b1d80bbca17b912251ad1483d6e0,GST-GA-80,SERVICES,18,48568989,6674166,34743,MONTHLY,85.73,58462,4135119,38431,0.21,164315,102666,2.45,306087,L2
2024-10,MN,a3cae815794ead0c53cf6a705b6997261ae265800f7465171ab6da842e095e69,GST-CG-43,GOODS,12,40317012,3374639,35167,MONTHLY,35.74,101993,2766658,27733,2.13,35268,42318,13.52,430040,L2
2026-06,UK,d7938d37b7f4b18a0c040947e9091c0379606682ca24bbc087ec0c362401adf0,GST-MZ-71,GOODS,18,192218017,35347754,16444,MONTHLY,10.23,4698,28897734,2023639,0.65,727378,103117,2.45,4001349,L2
2020-09,MH,4ec80682c71b976ea0714c03681d643b9b646334f69c1fbe8caf868d27352c1b,GST-AR-02,SERVICES,12,155414388,15789040,32587,MONTHLY,96.96,32550,4004549,834975,1.27,373823,220776,13.04,1349191,L2
2025-01,MZ,737980b604eb7c18dd1ca98d9189e5b425b56e6988e86007d563b9f208e9c6c4,GST-TN-36,SERVICES,28,123656744,23693183,23953,MONTHLY,80.96,112470,5446499,433932,1.93,206541,258434,6.26,1610814,L3
2021-05,MN,e48cc6c0555d756fa8f8bf0e0917cd78672325cb48049923e919b3ca3ba13674,GST-AS-76,GOODS,5,93910178,4828138,45176,QUARTERLY,71.88,74200,1753833,292681,10.9,115757,93915,3.54,1200406,L3
2023-07,SK,7cafe8a75030706d7633b6652bf3fe9cad3e3c86022ef439e2b466eb74b3e29a,GST-OD-61,GOODS,28,46566886,12691280,35310,MONTHLY,44.2,9340,2429121,244841,2.51,369006,161006,10.63,1158972,L1
2021-03,AR,e990c95906b33264d3b785ad48d7a5bdccc86684fba405fb1a6041cf5e81383e,GST-MP-22,MIXED,5,167336612,7601802,32241,MONTHLY,21.09,188869,1889470,340971,11.89,71361,48634,12.88,1052463,L2
2026-09,JH,196b85b101da98126bfcd18a0861900eb3e63ecfe04c9c1b03e794563f8906b4,GST-KL-89,GOODS,12,214380095,26921241,38087,QUARTERLY,33.63,167429,11272883,799265,10.84,157185,291213,14.46,580648,L2
2023-04,TR,2f41f20f523ac2278575fe26ce64fbd081c747bfd5177a8bbfa0f9459ffd7027,GST-WB-85,SERVICES,5,144181832,7053454,23727,MONTHLY,45.96,37018,1119874,396562,5.11,193781,18828,11.48,820073,L2
2023-12,NL,4b5202f3b5b959fd5ec0a422c8886c3f08a1211d2a3bc2ced110f3e0ef57c168,GST-NL-87,SERVICES,18,42794129,5251988,11751,MONTHLY,62.81,42616,1044621,287042,0.9,3286,78537,14.41,660258,L2
