house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_usd,house_rent_effective_rent_usd,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_usd,house_rent_application_fee_usd,house_rent_security_deposit_usd,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2067-05,BLDG0000000689,2,2023.32,1758.41,1,14.22,9,4.44,0.509,0,71,94,219,6.87,0,MARKET,7882,1,55.41
2067-06,BLDG0000000690,2,1373.35,1365.12,3,14.98,12,4.47,0.489,0,125,136,5961,3.39,0,80_AMI,4743,1,14.69
2067-07,BLDG0000000691,1,4895.31,4666.65,1,14.19,12,2.97,0.435,0,335,61,3230,7.23,0,30_AMI,529,0,71.13
2067-08,BLDG0000000692,4,1204.75,1018.93,11,4.24,12,3.57,0.257,1,577,36,5589,3.3,0,50_AMI,5922,0,73.66
2067-09,BLDG0000000693,0,4824.18,4767.72,9,19.45,24,2.69,0.478,1,757,61,3662,5.8,0,MARKET,6372,0,27.17
2067-10,BLDG0000000694,1,884.31,871.58,11,4.0,12,2.9,0.402,0,754,38,3822,2.09,0,60_AMI,947,1,80.57
2067-11,BLDG0000000695,2,3756.08,3584.53,8,12.23,12,2.3,0.405,0,110,131,2035,7.44,1,MARKET,5579,1,84.01
2067-12,BLDG0000000696,1,3870.85,3801.73,10,9.19,12,3.44,0.375,1,513,71,4419,7.76,0,120_AMI,2380,0,80.23
2068-01,BLDG0000000697,1,3706.92,3462.56,1,1.32,9,2.34,0.346,0,509,82,3974,7.28,1,80_AMI,4794,1,20.23
2068-02,BLDG0000000698,3,1360.88,1322.85,4,12.58,15,2.39,0.485,0,384,150,3066,8.36,0,MARKET,772,0,14.47
2068-03,BLDG0000000699,2,2604.36,2498.0,11,3.25,18,2.74,0.294,0,100,47,916,6.51,0,100_AMI,7475,0,60.1
2068-04,BLDG0000000700,3,3993.09,3853.01,10,0.49,15,4.21,0.321,1,331,60,4052,7.92,1,MARKET,7584,1,75.41
2068-05,BLDG0000000701,2,1223.12,1014.1,9,21.21,6,2.69,0.541,1,420,60,107,2.79,0,MARKET,1690,0,87.34
2068-06,BLDG0000000702,1,1568.22,1547.08,2,16.32,12,4.16,0.201,0,338,133,4950,1.88,0,100_AMI,5924,0,35.66
2068-07,BLDG0000000703,4,2154.24,2080.32,11,3.51,6,3.51,0.316,0,444,88,4058,3.86,0,100_AMI,7333,1,20.94
2068-08,BLDG0000000704,0,5149.42,4835.77,11,1.21,12,3.98,0.437,0,196,34,5950,1.75,0,80_AMI,6124,0,89.77
2068-09,BLDG0000000705,3,4023.59,3927.35,8,17.65,12,4.02,0.485,1,432,148,5341,8.98,0,30_AMI,5163,0,61.17
2068-10,BLDG0000000706,3,3690.89,3609.17,10,21.95,12,2.52,0.488,0,250,79,4557,4.2,0,60_AMI,3883,0,83.2
2068-11,BLDG0000000707,2,3315.8,3283.17,12,5.7,12,3.73,0.347,1,711,59,2060,5.29,0,30_AMI,2208,1,76.44
2068-12,BLDG0000000708,2,4901.75,4566.84,11,0.42,18,2.83,0.436,0,201,140,2486,6.51,1,50_AMI,4934,0,47.66
2069-01,BLDG0000000709,1,4484.54,4303.36,7,17.13,12,2.48,0.303,0,148,8,87,8.8,0,120_AMI,4606,1,42.89
2069-02,BLDG0000000710,3,2211.77,2192.88,7,15.23,24,3.44,0.408,1,461,124,2531,4.9,1,60_AMI,6328,0,93.63
2069-03,BLDG0000000711,2,4089.62,4011.83,1,12.61,12,2.78,0.357,1,595,19,1279,0.12,0,100_AMI,2865,0,93.51
2069-04,BLDG0000000712,3,5050.87,4999.84,10,11.21,12,2.7,0.412,0,337,4,5015,1.43,0,50_AMI,982,0,16.88
2069-05,BLDG0000000713,4,3063.65,2779.51,12,20.57,18,3.0,0.542,0,476,5,3698,5.85,0,30_AMI,4960,0,26.74
2069-06,BLDG0000000714,1,1806.49,1632.91,11,11.38,6,2.73,0.295,0,364,103,2681,0.67,1,60_AMI,4993,1,59.96
2069-07,BLDG0000000715,2,883.25,593.18,9,18.24,12,4.35,0.538,1,665,117,5402,7.62,1,50_AMI,3335,0,63.31
2069-08,BLDG0000000716,1,1372.4,1335.72,2,2.47,12,3.62,0.37,0,514,58,1006,8.8,0,30_AMI,90,0,74.19
2069-09,BLDG0000000717,2,3898.36,3848.71,6,12.47,12,3.5,0.204,0,135,53,5909,4.57,0,30_AMI,1809,0,69.86
2069-10,BLDG0000000718,4,2606.99,2288.75,8,0.42,12,4.44,0.315,0,506,144,2122,1.34,0,MARKET,154,0,14.44
2069-11,BLDG0000000719,2,3804.67,3668.06,3,5.06,18,2.66,0.423,0,39,123,1036,2.61,0,60_AMI,7471,0,27.94
2069-12,BLDG0000000720,0,3079.48,2870.63,6,21.07,15,3.24,0.414,0,47,103,2654,3.49,0,120_AMI,1214,0,62.65
2070-01,BLDG0000000721,2,2198.44,2170.79,2,13.48,6,2.38,0.222,1,339,7,2800,7.5,0,50_AMI,6036,0,24.95
2070-02,BLDG0000000722,2,4131.3,3909.88,11,1.33,12,3.71,0.265,1,508,107,585,4.26,0,MARKET,5498,0,89.56
2070-03,BLDG0000000723,1,4133.13,3887.61,8,16.12,12,4.12,0.223,0,773,93,5107,7.2,0,MARKET,7356,0,17.17
2070-04,BLDG0000000724,3,4026.75,3904.06,6,0.59,9,4.02,0.443,0,402,117,4543,0.75,0,60_AMI,6419,1,19.98
2070-05,BLDG0000000725,1,4774.87,4593.16,10,14.44,18,3.47,0.478,1,510,127,3281,6.83,1,MARKET,5317,0,87.94
2070-06,BLDG0000000726,3,2316.14,2056.4,6,13.74,12,3.3,0.385,1,80,55,5905,1.59,0,120_AMI,5466,0,43.83
2070-07,BLDG0000000727,4,4368.78,4029.95,8,9.86,24,3.99,0.485,0,725,94,410,7.69,0,80_AMI,7765,0,49.24
2070-08,BLDG0000000728,2,1243.86,1241.25,3,9.83,15,3.54,0.218,1,452,61,4753,0.63,0,50_AMI,4097,0,35.73
2070-09,BLDG0000000729,4,2482.77,2406.35,2,4.03,12,3.8,0.338,0,581,51,4848,0.64,0,MARKET,3341,1,49.39
2070-10,BLDG0000000730,2,1578.58,1562.87,6,15.56,12,2.79,0.324,0,66,63,2561,4.03,0,80_AMI,466,0,62.24
2070-11,BLDG0000000731,3,865.68,861.14,1,14.63,12,3.11,0.282,1,570,50,849,5.34,0,30_AMI,2732,0,75.62
2070-12,BLDG0000000732,4,2773.09,2630.03,10,11.73,12,2.01,0.236,1,651,7,5170,7.8,1,100_AMI,2777,0,72.42
2071-01,BLDG0000000733,2,3893.81,3739.74,5,21.92,24,3.98,0.5,0,237,136,3709,6.95,0,100_AMI,4444,1,33.78
2071-02,BLDG0000000734,3,2798.59,2555.52,12,20.71,12,4.21,0.402,1,518,113,1275,7.44,0,100_AMI,7473,1,68.45
2071-03,BLDG0000000735,2,1893.76,1797.06,4,6.37,24,4.5,0.493,0,565,85,724,4.76,0,30_AMI,7141,1,30.87
2071-04,BLDG0000000736,2,4973.49,4787.51,0,9.11,12,3.35,0.249,0,430,22,622,6.94,0,80_AMI,4048,1,44.03
2071-05,BLDG0000000737,2,1735.54,1687.69,9,21.33,12,2.98,0.509,0,769,31,1162,6.5,0,80_AMI,1088,0,35.48
2071-06,BLDG0000000738,3,3909.07,3820.83,0,7.4,6,4.05,0.267,0,730,94,4643,3.62,1,MARKET,900,0,65.47
2071-07,BLDG0000000739,2,801.3,698.25,0,9.65,12,2.14,0.54,0,776,28,439,4.66,1,100_AMI,3058,0,27.72
2071-08,BLDG0000000740,1,5071.59,4976.29,10,5.25,9,3.28,0.374,1,529,17,4540,1.43,0,30_AMI,522,0,56.95
2071-09,BLDG0000000741,4,1065.83,1014.23,10,1.16,12,3.56,0.426,0,795,7,4030,5.3,0,80_AMI,3970,0,90.04
2071-10,BLDG0000000742,1,4410.28,4375.57,5,5.43,12,4.22,0.306,0,398,68,2786,6.37,0,30_AMI,3003,0,55.7
2071-11,BLDG0000000743,2,3347.96,3086.99,1,20.2,12,2.76,0.339,1,719,65,2262,6.55,0,30_AMI,4331,1,51.55
2071-12,BLDG0000000744,3,1954.17,1727.75,6,5.26,6,2.22,0.522,1,246,25,2695,2.94,0,120_AMI,3840,1,37.99
2072-01,BLDG0000000745,2,2929.82,2898.22,9,3.2,6,2.41,0.412,0,616,13,5956,5.38,0,100_AMI,4484,0,78.65
2072-02,BLDG0000000746,2,2988.91,2713.85,3,4.53,12,3.25,0.21,0,338,18,1663,0.08,0,MARKET,5503,0,25.43
2072-03,BLDG0000000747,1,4904.91,4889.42,9,18.69,24,3.77,0.488,0,764,93,3116,5.4,0,60_AMI,4129,0,18.34
2072-04,BLDG0000000748,2,1455.89,1368.47,2,10.03,12,2.52,0.476,0,307,122,1173,5.44,1,120_AMI,2101,1,73.84
2072-05,BLDG0000000749,1,1783.6,1591.79,5,14.44,18,2.2,0.354,0,473,11,2264,1.56,1,50_AMI,27,0,23.83
2072-06,BLDG0000000750,0,4495.92,4206.07,8,14.93,18,2.53,0.448,1,720,32,3662,4.83,1,60_AMI,7477,1,90.6
2072-07,BLDG0000000751,4,2181.01,2012.53,12,14.94,12,3.52,0.236,1,775,119,5496,8.6,0,30_AMI,4780,0,14.37
2072-08,BLDG0000000752,1,3345.05,3236.0,8,11.14,12,3.55,0.546,1,188,36,2404,1.25,0,120_AMI,5860,0,45.16
2072-09,BLDG0000000753,4,4326.52,4081.27,6,6.18,12,2.76,0.353,0,656,17,4971,7.99,1,60_AMI,2702,0,89.34
2072-10,BLDG0000000754,2,2757.51,2472.44,6,0.01,18,4.43,0.22,0,45,65,3146,4.08,0,MARKET,7000,1,43.5
2072-11,BLDG0000000755,2,3071.68,2736.13,12,0.66,24,4.45,0.255,0,779,100,2872,8.01,1,MARKET,7429,1,71.98
2072-12,BLDG0000000756,2,3280.08,3261.34,4,12.65,12,2.42,0.409,1,328,113,1747,5.42,0,30_AMI,4592,0,84.22
2073-01,BLDG0000000757,2,4840.47,4802.13,12,11.12,12,4.2,0.512,0,335,68,5574,0.56,0,100_AMI,1914,0,84.14
2073-02,BLDG0000000758,3,4676.88,4580.31,3,5.0,15,3.87,0.195,0,588,66,3866,2.47,0,30_AMI,3294,0,32.4
2073-03,BLDG0000000759,1,822.07,497.24,11,8.69,15,4.21,0.276,0,285,73,3537,3.47,0,60_AMI,4562,1,31.41
2073-04,BLDG0000000760,2,4920.92,4765.0,2,19.69,12,3.61,0.496,0,695,67,2057,1.03,0,60_AMI,6497,1,65.69
2073-05,BLDG0000000761,3,4993.66,4659.85,0,17.64,12,3.54,0.547,0,700,79,1985,1.79,0,100_AMI,5495,0,15.09
2073-06,BLDG0000000762,1,3723.32,3696.59,3,0.69,15,2.14,0.328,1,509,101,2896,6.1,0,30_AMI,739,1,42.47
2073-07,BLDG0000000763,1,4729.0,4704.73,7,10.63,18,3.68,0.385,1,3,99,2586,4.0,0,MARKET,982,0,51.54
2073-08,BLDG0000000764,2,2562.81,2319.09,3,10.93,12,2.1,0.273,0,628,61,3180,3.75,0,30_AMI,3592,0,58.64
2073-09,BLDG0000000765,2,4801.37,4652.67,12,12.9,18,3.51,0.189,0,405,13,4330,5.81,0,60_AMI,6827,0,30.92
2073-10,BLDG0000000766,3,3949.82,3609.21,11,19.01,15,2.98,0.41,0,343,91,2459,7.7,0,MARKET,6655,0,35.26
2073-11,BLDG0000000767,4,2680.92,2418.53,2,10.92,12,3.02,0.525,0,147,24,4772,2.7,0,100_AMI,5737,0,29.25
2073-12,BLDG0000000768,2,4945.94,4798.74,0,17.43,9,2.41,0.449,0,320,56,1984,5.49,0,50_AMI,310,1,51.99
2074-01,BLDG0000000769,1,3055.86,2845.83,3,0.33,12,2.61,0.471,0,155,125,3824,2.61,0,80_AMI,7984,1,89.9
2074-02,BLDG0000000770,2,4751.48,4654.64,8,4.65,15,4.33,0.384,0,317,127,4162,0.03,0,MARKET,4638,0,86.8
2074-03,BLDG0000000771,2,4362.56,4073.94,9,17.93,12,2.37,0.303,0,406,97,2247,3.99,0,30_AMI,458,0,59.39
2074-04,BLDG0000000772,2,3920.29,3697.44,6,18.47,9,2.68,0.392,0,242,69,1782,7.13,0,30_AMI,314,0,41.74
2074-05,BLDG0000000773,1,4471.35,4450.42,2,10.37,15,2.92,0.272,1,682,1,4216,1.07,0,100_AMI,1034,0,46.29
2074-06,BLDG0000000774,2,4958.39,4781.89,7,9.23,12,2.91,0.379,0,533,2,5972,7.33,1,80_AMI,4059,1,27.62
2074-07,BLDG0000000775,2,2961.39,2685.52,9,19.51,6,2.96,0.501,0,508,134,213,4.93,0,50_AMI,3638,0,76.19
2074-08,BLDG0000000776,2,4610.64,4478.98,11,6.46,12,3.42,0.384,0,715,12,858,5.85,0,50_AMI,7600,0,81.1
2074-09,BLDG0000000777,2,814.73,619.86,10,14.63,12,2.9,0.214,0,244,149,698,3.81,0,60_AMI,4757,0,22.79
2074-10,BLDG0000000778,1,1453.67,1349.82,12,21.04,12,3.39,0.455,1,572,148,3882,6.2,0,80_AMI,6454,1,60.6
2074-11,BLDG0000000779,3,4796.59,4649.32,0,16.0,12,2.69,0.289,0,89,131,139,1.94,0,100_AMI,1745,0,10.36
2074-12,BLDG0000000780,1,1925.73,1899.87,2,3.42,12,4.25,0.231,1,520,43,3681,3.29,0,100_AMI,3151,1,13.78
2075-01,BLDG0000000781,1,3171.69,3024.95,0,1.51,12,4.13,0.444,0,576,55,417,4.99,0,80_AMI,5827,0,57.34
2075-02,BLDG0000000782,3,4631.28,4525.36,9,0.2,6,2.4,0.534,1,218,77,3101,6.26,0,50_AMI,6733,0,26.91
2075-03,BLDG0000000783,1,862.11,614.14,2,14.08,12,2.18,0.34,0,123,56,1800,4.45,0,50_AMI,3833,0,54.43
2075-04,BLDG0000000784,2,4798.98,4484.96,8,8.06,12,3.69,0.532,1,81,42,532,7.82,0,MARKET,7284,1,66.6
2075-05,BLDG0000000785,3,2409.25,2343.34,11,16.58,12,3.44,0.457,0,437,11,2872,0.24,1,100_AMI,1949,0,87.61
2075-06,BLDG0000000786,1,2712.07,2553.82,4,15.08,12,2.78,0.477,0,702,95,5620,1.08,0,30_AMI,7282,0,38.65
2075-07,BLDG0000000787,4,2469.06,2261.45,2,17.82,18,2.19,0.465,1,469,35,3408,7.42,0,80_AMI,260,0,15.13
2075-08,BLDG0000000788,2,4801.82,4685.19,11,20.03,12,3.76,0.291,0,454,139,5306,8.77,0,120_AMI,6884,1,20.89
2075-09,BLDG0000000789,2,2709.72,2640.35,0,6.87,12,4.31,0.187,0,695,63,5967,6.2,0,60_AMI,2433,0,67.8
2075-10,BLDG0000000790,3,4651.34,4567.74,11,1.86,15,3.35,0.389,1,770,66,3368,8.36,0,60_AMI,2226,0,40.64
2075-11,BLDG0000000791,4,1681.26,1614.55,4,16.58,15,3.67,0.487,1,740,8,757,7.69,0,30_AMI,498,0,72.8
2075-12,BLDG0000000792,0,1942.92,1939.72,1,21.32,9,2.18,0.377,0,778,65,5761,7.78,0,100_AMI,6222,1,11.73
2076-01,BLDG0000000793,1,3069.77,2988.48,9,2.38,12,2.4,0.262,1,787,130,2334,1.62,0,80_AMI,907,0,20.61
2076-02,BLDG0000000794,4,3921.13,3672.47,0,19.38,12,4.02,0.297,0,128,125,5363,0.75,1,80_AMI,4161,1,57.62
2076-03,BLDG0000000795,1,2663.49,2377.71,11,11.36,6,3.13,0.425,1,786,138,4204,3.68,0,80_AMI,2933,0,15.96
2076-04,BLDG0000000796,2,4667.59,4318.89,10,20.72,12,3.61,0.184,0,566,134,2060,1.0,0,50_AMI,2291,1,41.02
2076-05,BLDG0000000797,2,1279.11,982.46,3,6.95,18,2.56,0.464,1,606,80,1240,5.47,0,30_AMI,197,0,94.65
2076-06,BLDG0000000798,1,4061.54,3842.35,12,18.81,12,4.48,0.453,0,440,17,88,0.39,0,80_AMI,3308,1,71.53
2076-07,BLDG0000000799,2,1940.57,1605.94,12,10.27,9,2.33,0.477,1,440,46,3269,4.82,0,60_AMI,2360,0,19.98
2076-08,BLDG0000000800,3,5102.38,5014.21,10,18.51,12,2.91,0.234,1,207,15,999,1.91,0,30_AMI,6016,1,67.97
2076-09,BLDG0000000801,2,4775.54,4633.25,11,17.28,12,2.82,0.454,0,667,88,4625,8.93,0,MARKET,2805,1,72.1
2076-10,BLDG0000000802,0,2621.16,2548.1,9,6.12,12,2.33,0.284,0,528,130,5956,7.35,0,60_AMI,2170,0,90.21
2076-11,BLDG0000000803,3,4142.14,3856.48,0,19.6,6,2.01,0.279,0,307,118,5985,8.61,0,100_AMI,4189,0,81.01
2076-12,BLDG0000000804,2,2319.28,2304.96,11,14.85,12,4.1,0.406,1,512,77,3705,4.73,0,MARKET,1452,0,57.69
2077-01,BLDG0000000805,2,2562.53,2544.15,7,5.68,12,3.52,0.486,1,744,143,4661,4.75,0,100_AMI,1671,1,79.28
2077-02,BLDG0000000806,2,4244.47,4001.35,5,0.62,12,2.18,0.369,0,478,34,5282,6.07,0,120_AMI,4658,0,87.97
2077-03,BLDG0000000807,1,1781.93,1586.72,9,19.32,12,3.06,0.545,0,432,16,2180,6.48,0,30_AMI,1330,0,26.12
2077-04,BLDG0000000808,2,3786.52,3532.4,12,15.76,12,2.81,0.499,0,478,137,3863,8.71,0,100_AMI,448,0,14.41
2077-05,BLDG0000000809,1,953.69,873.69,12,11.84,6,3.94,0.477,0,1,71,1771,6.83,0,100_AMI,2859,0,21.95
2077-06,BLDG0000000810,2,1529.27,1341.84,6,7.09,12,3.01,0.232,0,530,93,229,8.37,0,MARKET,5722,0,94.08
2077-07,BLDG0000000811,3,4344.35,4026.18,4,21.38,12,3.32,0.341,1,73,8,2153,0.24,0,MARKET,1021,1,12.48
2077-08,BLDG0000000812,1,2238.14,1907.14,7,12.02,24,4.0,0.302,0,51,35,649,1.94,0,100_AMI,2219,0,77.6
2077-09,BLDG0000000813,2,4540.69,4486.1,12,19.92,9,3.32,0.542,1,185,81,2550,5.21,0,100_AMI,4245,1,65.36
2077-10,BLDG0000000814,0,3171.07,2949.22,5,13.3,12,4.24,0.304,1,123,81,5271,3.98,1,MARKET,6513,0,56.46
2077-11,BLDG0000000815,2,3295.32,2988.85,4,13.61,12,3.93,0.422,1,545,18,4957,2.45,0,120_AMI,6884,0,35.59
2077-12,BLDG0000000816,4,3473.79,3416.01,11,19.44,12,2.3,0.502,1,766,32,3874,5.25,0,30_AMI,4277,1,63.03
2078-01,BLDG0000000817,1,2259.26,2063.44,3,18.09,18,4.15,0.481,1,294,87,1692,1.76,0,MARKET,1864,0,21.37
2078-02,BLDG0000000818,1,4655.9,4607.28,5,11.42,12,3.68,0.521,0,767,24,3671,5.65,0,MARKET,6074,0,76.5
2078-03,BLDG0000000819,4,3112.65,2967.64,7,7.81,24,2.71,0.29,0,152,41,265,3.68,0,100_AMI,4316,1,46.77
2078-04,BLDG0000000820,3,5037.71,4907.19,6,21.25,9,3.45,0.305,1,383,145,1300,6.61,0,60_AMI,5270,0,47.89
2078-05,BLDG0000000821,2,4827.93,4770.27,1,16.61,12,3.42,0.36,0,594,91,3251,7.17,0,MARKET,954,0,78.03
2078-06,BLDG0000000822,1,1107.76,780.54,2,4.05,12,3.5,0.4,1,310,15,140,7.12,0,120_AMI,6472,1,37.62
2078-07,BLDG0000000823,0,849.89,575.97,7,7.67,12,2.45,0.242,0,139,50,2212,3.82,0,MARKET,463,0,82.13
2078-08,BLDG0000000824,3,3447.06,3178.09,5,21.75,24,3.69,0.183,1,337,140,5091,1.37,0,30_AMI,1855,0,31.6
2078-09,BLDG0000000825,3,2487.29,2306.92,10,8.11,12,2.68,0.351,1,715,78,3638,1.81,0,30_AMI,1343,1,80.4
2078-10,BLDG0000000826,2,3546.72,3473.48,3,2.49,12,2.28,0.213,0,659,129,1332,7.28,0,30_AMI,2219,1,85.28
2078-11,BLDG0000000827,1,2900.81,2579.04,11,11.14,12,2.79,0.2,1,119,110,5876,8.66,0,50_AMI,4064,0,35.85
2078-12,BLDG0000000828,1,4800.46,4627.45,11,3.18,12,3.93,0.479,0,582,139,995,1.7,0,120_AMI,1060,0,18.63
2079-01,BLDG0000000829,3,5149.29,5101.69,8,6.74,12,3.45,0.368,1,444,112,2092,5.09,0,80_AMI,3691,0,73.54
2079-02,BLDG0000000830,2,4658.93,4424.6,0,19.73,12,3.7,0.183,0,6,14,5605,7.93,0,60_AMI,6478,1,39.33
2079-03,BLDG0000000831,3,2445.65,2330.76,0,12.99,12,2.79,0.437,0,39,63,2995,3.03,0,50_AMI,7439,0,40.33
2079-04,BLDG0000000832,1,1244.95,1104.92,9,0.27,24,2.06,0.282,1,747,39,3730,1.69,0,60_AMI,3221,0,55.35
2079-05,BLDG0000000833,3,2237.83,2184.7,12,4.23,12,4.31,0.395,0,261,5,1420,4.05,0,50_AMI,4737,0,42.09
2079-06,BLDG0000000834,1,5004.81,4941.64,6,4.84,12,3.12,0.202,0,390,37,3518,8.79,0,80_AMI,5410,0,67.73
2079-07,BLDG0000000835,3,3115.79,2917.8,11,6.98,6,2.79,0.439,1,492,107,5409,4.12,0,MARKET,1931,0,84.9
2079-08,BLDG0000000836,1,3682.4,3466.34,8,17.45,12,2.45,0.225,0,207,110,1476,4.36,0,50_AMI,5957,0,37.83
2079-09,BLDG0000000837,3,4570.58,4322.51,0,17.48,12,3.01,0.449,0,638,38,1959,2.23,0,MARKET,1820,0,55.03
2079-10,BLDG0000000838,2,1450.53,1352.98,9,18.33,15,2.27,0.219,0,596,106,2331,8.7,0,100_AMI,4142,0,13.57
2079-11,BLDG0000000839,3,3349.55,3021.3,8,7.58,12,3.13,0.219,0,200,129,551,4.72,0,100_AMI,4828,0,86.54
2079-12,BLDG0000000840,3,4040.76,3811.73,6,4.68,12,3.53,0.34,1,553,8,5727,0.14,0,30_AMI,1532,0,66.23
2080-01,BLDG0000000841,0,2613.7,2309.89,6,8.94,12,2.77,0.326,1,279,102,3019,3.1,1,80_AMI,2017,0,65.92
2080-02,BLDG0000000842,1,3688.3,3385.01,2,8.54,12,3.21,0.376,0,696,126,4498,4.38,1,30_AMI,5340,0,24.11
2080-03,BLDG0000000843,0,3334.64,3216.33,6,1.46,12,4.41,0.529,0,617,139,2614,3.47,0,100_AMI,7944,0,74.52
2080-04,BLDG0000000844,1,2204.98,1888.82,8,16.3,12,3.45,0.433,1,491,71,3822,4.79,0,MARKET,1747,0,49.87
2080-05,BLDG0000000845,3,1083.41,780.25,6,5.98,12,2.77,0.263,1,348,84,4901,6.61,0,50_AMI,6000,1,41.75
2080-06,BLDG0000000846,2,1364.91,1316.36,10,6.11,24,2.32,0.352,1,559,6,453,6.89,0,30_AMI,7495,0,49.95
2080-07,BLDG0000000847,4,5002.78,4917.55,3,7.31,12,3.39,0.374,1,487,102,3080,1.27,1,50_AMI,4870,1,90.76
2080-08,BLDG0000000848,2,4015.27,3825.5,12,7.72,12,3.09,0.398,1,785,123,434,0.68,1,100_AMI,4632,0,85.71
2080-09,BLDG0000000849,2,2198.59,2148.64,1,1.08,12,4.4,0.206,1,274,113,1808,8.5,0,30_AMI,2979,0,65.23
2080-10,BLDG0000000850,0,1540.91,1336.69,4,6.28,9,3.56,0.354,0,254,21,1267,3.13,0,50_AMI,2746,0,60.94
2080-11,BLDG0000000851,2,2217.79,2053.8,2,11.62,12,3.05,0.373,0,763,41,1326,0.17,0,60_AMI,158,1,26.98
2080-12,BLDG0000000852,4,1896.53,1714.33,12,9.47,6,4.02,0.339,0,512,2,5486,2.88,0,30_AMI,7014,0,39.3
2081-01,BLDG0000000853,0,4724.88,4538.59,4,11.4,24,3.01,0.414,0,152,122,582,0.3,1,50_AMI,6994,0,11.33
2081-02,BLDG0000000854,2,1452.83,1187.02,0,11.01,6,3.32,0.414,0,471,92,1983,0.66,0,120_AMI,1853,0,33.95
2081-03,BLDG0000000855,3,4576.17,4357.61,6,21.38,12,2.54,0.476,0,492,141,3147,5.67,0,50_AMI,7445,1,69.57
2081-04,BLDG0000000856,2,1338.2,1301.72,3,8.1,18,3.7,0.227,1,361,9,3138,5.93,0,50_AMI,2425,1,41.42
2081-05,BLDG0000000857,2,802.82,535.09,11,5.96,15,2.44,0.414,0,765,90,2000,5.71,1,120_AMI,3847,0,20.29
2081-06,BLDG0000000858,1,4791.32,4558.44,0,13.16,6,4.44,0.342,1,345,84,4760,1.5,0,120_AMI,85,0,65.63
2081-07,BLDG0000000859,1,2922.69,2640.04,12,11.88,12,3.45,0.486,0,722,107,2059,8.51,0,120_AMI,666,0,57.47
2081-08,BLDG0000000860,1,1799.82,1759.89,2,21.48,9,2.5,0.45,1,12,62,1838,8.96,0,120_AMI,2670,0,37.83
2081-09,BLDG0000000861,4,2335.9,2022.63,2,9.06,12,4.15,0.423,0,67,76,5870,4.2,0,60_AMI,3579,0,85.22
2081-10,BLDG0000000862,1,1356.45,1248.82,2,20.53,12,2.1,0.471,0,258,105,911,2.01,0,80_AMI,733,0,94.56
2081-11,BLDG0000000863,2,3695.74,3650.67,11,18.53,12,3.42,0.299,1,788,5,5429,4.2,0,60_AMI,5644,0,60.79
2081-12,BLDG0000000864,3,4582.16,4386.71,10,4.44,12,2.47,0.528,1,438,33,2824,6.61,0,30_AMI,7676,0,34.49
2082-01,BLDG0000000865,1,3985.52,3796.92,0,15.44,24,2.04,0.421,1,162,59,5909,7.1,0,120_AMI,2584,0,47.71
2082-02,BLDG0000000866,3,4721.11,4439.71,9,1.21,9,3.93,0.328,1,532,93,601,8.44,0,60_AMI,3511,1,60.5
2082-03,BLDG0000000867,0,3121.84,2985.04,1,3.4,12,4.09,0.3,0,554,21,2430,6.56,0,50_AMI,2643,0,56.11
2082-04,BLDG0000000868,0,3934.93,3761.34,1,21.01,15,4.28,0.482,0,60,105,3168,8.22,1,50_AMI,2040,1,16.68
2082-05,BLDG0000000869,2,3708.46,3535.88,7,13.67,9,3.24,0.394,0,645,123,5430,2.9,0,MARKET,5468,0,15.62
2082-06,BLDG0000000870,2,4217.95,4173.14,0,8.72,12,3.66,0.441,1,648,147,1538,6.05,0,50_AMI,1368,1,53.75
2082-07,BLDG0000000871,4,4175.3,4118.75,5,10.54,15,3.64,0.487,0,768,12,2143,1.25,1,50_AMI,659,0,41.12
2082-08,BLDG0000000872,1,4664.81,4648.33,11,8.85,12,2.69,0.37,0,732,120,5499,6.16,0,80_AMI,980,0,47.19
2082-09,BLDG0000000873,1,2529.02,2441.22,9,17.37,12,4.01,0.538,0,454,101,4381,3.94,0,120_AMI,7452,0,12.88
2082-10,BLDG0000000874,2,1326.54,1274.02,2,6.21,18,4.04,0.199,1,571,137,5288,1.76,0,100_AMI,7830,1,62.08
2082-11,BLDG0000000875,2,2172.57,1825.31,10,20.49,15,3.71,0.501,0,492,130,2714,3.26,0,MARKET,5099,0,30.38
2082-12,BLDG0000000876,2,2747.51,2558.88,11,11.9,12,2.1,0.347,1,236,128,535,5.28,0,60_AMI,6858,1,71.14
2083-01,BLDG0000000877,4,999.54,717.34,10,3.8,12,2.06,0.207,0,367,14,2309,4.47,0,120_AMI,4346,0,25.25
2083-02,BLDG0000000878,2,2277.64,2000.77,8,10.8,12,2.24,0.537,1,194,119,836,8.76,0,80_AMI,4027,1,44.69
2083-03,BLDG0000000879,2,2734.98,2442.84,6,11.45,6,4.27,0.196,0,322,43,2002,3.21,1,MARKET,5465,0,61.48
2083-04,BLDG0000000880,3,5112.7,4943.53,10,18.11,12,3.88,0.372,1,116,116,4191,0.31,0,30_AMI,1137,1,53.83
