labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_nic,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2023-04,GovExchange,Security_Guard_0462,NCO_964069,SCL7727,SQL,Marketing,Kubernetes,Y,9,Y,381390.16,788990.94,Full_time,Night,66,23,4946,0.3884,emb_v1
2021-11,RecruiterFeed,Nurse_0463,NCO_210082,SCL9376,AWS,GCP,CustomerSupport,N,0,N,595420.12,1149837.29,Full_time,Flexible,79,54,740,0.7488,emb_v2
2020-09,JobPortal,Project_Manager_0464,NCO_622581,SCL1063,HR,ETL,ML,N,1,N,510245.87,602537.2704645423,Internship,Night,81,70,4040,0.03,emb_v1
2019-12,GovExchange,Product_Manager_0465,NCO_814756,SCL6682,Azure,SQL,GCP,Y,8,Y,290899.21,1307541.75,Internship,Flexible,03,82,117,0.9036,emb_v1
2023-06,CompanySite,Research_Assistant_0466,NCO_220112,SCL5058,AWS,Python,Security,Y,11,Y,359722.12,1047367.39,Full_time,Flexible,70,85,4750,0.0699,emb_v2
2024-03,JobPortal,Product_Manager_0467,NCO_376040,SCL1550,NodeJS,Marketing,DevOps,Y,10,N,405442.93,1422876.87,Internship,Day,55,44,3011,0.4102,emb_v1
2024-05,RecruiterFeed,Project_Manager_0468,NCO_211546,SCL6780,CustomerSupport,CustomerSupport,Azure,Y,12,N,320371.96,1260175.28,Full_time,Night,94,84,3973,0.6585,emb_v2
2025-11,JobPortal,Chef_0469,NCO_557523,SCL9065,ETL,Nursing,Tableau,Y,2,N,216788.4,1375874.01,Internship,Night,97,52,3425,0.645,emb_v3
2020-06,JobPortal,Sales_Associate_0470,NCO_176333,SCL8874,DevOps,NodeJS,PowerBI,N,4,Y,540659.46,2003261.4,Full_time,Night,13,25,2002,0.8946,emb_v1
2020-09,CompanySite,Electrician_0471,NCO_983757,SCL5263,DataEntry,Tableau,UIUX,Y,7,N,273721.44,1403360.75,Full_time,Flexible,12,75,2767,0.3933,emb_v2
2025-11,JobPortal,Operations_Lead_0472,NCO_652886,SCL3609,Java,PowerBI,Security,N,8,N,346453.99,1776085.64,Part_time,Flexible,38,54,1580,0.621,emb_v3
2023-06,GovExchange,Accountant_0473,NCO_612549,SCL2224,PowerBI,Security,DevOps,N,2,N,236346.5,1237673.42,Part_time,Day,58,85,3543,0.6679,emb_v3
2022-03,Social,Teacher_0474,NCO_528119,SCL5477,HR,Sales,Security,N,12,Hybrid,221573.49,2226065.57,Internship,Rotational,66,42,3447,0.8722,emb_v2
2022-07,RecruiterFeed,Designer_0475,NCO_911070,SCL7612,ETL,Security,Excel,Y,8,Y,482709.7,1735554.32,Apprenticeship,Night,45,51,1463,0.6933,emb_v1
2019-12,CompanySite,HR_Generalist_0476,NCO_663953,SCL8676,Nursing,DataEntry,Java,Y,10,N,408420.97,1058614.13,Apprenticeship,Night,83,19,2468,0.951,emb_v3
2025-10,CompanySite,Security_Guard_0477,NCO_897871,SCL9253,ETL,Excel,Nursing,N,8,Y,229388.43,1635667.4,Full_time,Day,57,84,78,0.3761,emb_v1
2022-12,JobPortal,Data_Analyst_0478,NCO_331714,SCL7098,Excel,Java,Java,N,6,N,129203.62,1851606.45,Full_time,Day,62,56,3362,0.4222,emb_v1
2024-05,GovExchange,Research_Assistant_0479,NCO_479251,SCL4558,UIUX,AWS,AWS,N,8,Y,343625.36,1217204.5,Contract,Flexible,72,38,2388,0.9015,emb_v1
2024-02,JobPortal,Product_Manager_0480,NCO_503995,SCL2504,UIUX,HR,Excel,N,9,Y,580768.58,1071264.8,Internship,Night,98,85,39,0.2915,emb_v3
2021-02,GovExchange,Chef_0481,NCO_784639,SCL7173,Sales,NodeJS,Tableau,Y,11,Hybrid,427050.7,887326.67,Part_time,Rotational,68,20,2480,0.1755,emb_v1
2023-12,CompanySite,Sales_Associate_0482,NCO_494798,SCL9904,Kubernetes,React,ML,Y,0,N,126714.46,2203122.5,Contract,Flexible,13,3,3912,0.569,emb_v1
2019-11,CompanySite,Mechanic_0483,NCO_060688,SCL5710,Python,CustomerSupport,GCP,N,4,Y,137571.71,1673592.45,Apprenticeship,Weekend,41,41,164,0.1945,emb_v3
2024-07,RecruiterFeed,Chef_0484,NCO_754307,SCL9300,NodeJS,QA,Excel,N,12,N,196112.49,1317095.33,Part_time,Weekend,17,45,3299,0.9367,emb_v1
2021-10,RecruiterFeed,Electrician_0485,NCO_879278,SCL5370,Security,Sales,Nursing,Y,10,Hybrid,181240.99,2203300.42,Contract,Flexible,44,82,966,0.6316,emb_v2
2022-06,RecruiterFeed,Software_Engineer_0486,NCO_390614,SCL9291,NodeJS,Nursing,AWS,Y,9,Hybrid,369189.22,1988769.25,Internship,Day,49,50,1661,0.7906,emb_v3
2020-05,RecruiterFeed,Mechanic_0487,NCO_918072,SCL9883,SQL,DevOps,Marketing,Y,0,Y,444454.88,1963136.54,Part_time,Flexible,83,5,2597,0.8335,emb_v3
2022-08,CompanySite,Nurse_0488,NCO_797063,SCL9426,Sales,Kubernetes,Python,N,1,N,222730.4,401542.92,Full_time,Rotational,30,47,3924,0.376,emb_v3
2023-10,Social,Pharmacist_0489,NCO_970293,SCL4136,Excel,Java,Python,Y,6,N,375020.1,1750079.35,Part_time,Rotational,16,65,1345,0.8558,emb_v2
2024-03,GovExchange,Teacher_0490,NCO_961729,SCL9384,Prompting,GCP,NodeJS,N,7,Hybrid,147165.21,2100215.23,Apprenticeship,Night,18,61,2725,0.5535,emb_v2
2023-04,GovExchange,Mechanic_0491,NCO_065034,SCL4197,Java,Accounting,Excel,N,9,Y,449574.65,1072199.88,Apprenticeship,Flexible,20,50,1239,0.8955,emb_v1
2022-10,Social,Chef_0492,NCO_592081,SCL6066,QA,Azure,Azure,Y,5,Y,138522.31,1735494.48,Part_time,Weekend,36,42,4166,0.6431,emb_v2
2020-08,GovExchange,Teacher_0493,NCO_509379,SCL7289,Java,React,Marketing,N,4,Y,143219.01,1425317.83,Full_time,Day,66,31,2407,0.4509,emb_v3
2020-02,RecruiterFeed,Security_Guard_0494,NCO_802286,SCL2284,Sales,Sales,SQL,N,7,Y,522260.19,2078031.89,Contract,Day,78,51,3333,0.6196,emb_v1
2023-08,RecruiterFeed,Project_Manager_0495,NCO_176145,SCL2607,Prompting,Docker,Excel,Y,10,N,291687.44,2312899.37,Contract,Rotational,17,62,998,0.6537,emb_v3
2019-03,Social,Operations_Lead_0496,NCO_909130,SCL1740,Sales,Nursing,Tableau,N,1,N,537906.06,1998894.76,Apprenticeship,Flexible,77,78,4909,0.1741,emb_v3
2023-12,Social,Clerk_0497,NCO_638134,SCL2063,SAP,GCP,React,N,11,N,505765.05,1711958.57,Full_time,Night,52,67,2025,0.6159,emb_v1
2021-10,CompanySite,Product_Manager_0498,NCO_370157,SCL6566,Sales,CustomerSupport,GCP,N,4,N,128275.22,1519462.52,Contract,Flexible,89,72,3721,0.9661,emb_v1
2025-05,RecruiterFeed,Software_Engineer_0499,NCO_891416,SCL3732,ML,ETL,Security,Y,12,Hybrid,217168.81,1634952.02,Full_time,Weekend,52,70,2719,0.2752,emb_v1
2020-02,Social,Project_Manager_0500,NCO_373931,SCL9251,UIUX,NodeJS,HR,N,0,Hybrid,410597.26,1355863.34,Internship,Night,10,88,554,0.3627,emb_v1
2022-01,Social,Sales_Associate_0501,NCO_358255,SCL7123,Marketing,Java,Docker,Y,7,N,530669.09,710546.49,Internship,Flexible,05,40,262,0.0185,emb_v1
2021-09,GovExchange,Clerk_0502,NCO_182001,SCL7484,Nursing,NodeJS,PowerBI,Y,5,Hybrid,351534.37,1321432.88,Full_time,Day,74,54,2468,0.1211,emb_v1
2025-01,Social,Teacher_0503,NCO_661632,SCL4065,GCP,PowerBI,DevOps,Y,9,Y,227486.82,2002459.57,Apprenticeship,Flexible,21,27,1379,0.9605,emb_v3
2022-03,CompanySite,Pharmacist_0504,NCO_163590,SCL4429,Azure,Kubernetes,PowerBI,Y,4,Hybrid,541819.04,2171963.21,Apprenticeship,Day,32,45,1769,0.1278,emb_v1
2022-03,CompanySite,Sales_Associate_0505,NCO_527095,SCL2154,PowerBI,Prompting,Nursing,Y,2,Y,292062.87,976219.87,Internship,Flexible,28,80,742,0.02,emb_v1
2021-03,CompanySite,Research_Assistant_0506,NCO_433417,SCL6940,CustomerSupport,Accounting,Security,Y,1,Hybrid,324926.46,1540316.22,Part_time,Rotational,65,29,3005,0.9007,emb_v3
2021-09,JobPortal,Research_Assistant_0507,NCO_009354,SCL8105,Python,DevOps,Excel,N,7,Hybrid,403692.94,2394753.51,Internship,Day,02,49,3493,0.4062,emb_v1
2022-03,JobPortal,Customer_Support_0508,NCO_455089,SCL5813,GCP,CustomerSupport,Nursing,N,11,Hybrid,500160.32,619956.3239711395,Full_time,Night,89,11,2669,0.4968,emb_v3
2021-03,CompanySite,Accountant_0509,NCO_635825,SCL2825,NodeJS,HR,ETL,Y,12,N,396786.71,598319.2488798014,Contract,Weekend,89,63,456,0.4183,emb_v1
2023-06,JobPortal,Teacher_0510,NCO_895754,SCL8587,Java,ETL,CustomerSupport,N,1,N,523997.64,1814825.72,Part_time,Rotational,84,39,390,0.0518,emb_v3
2022-10,JobPortal,Project_Manager_0511,NCO_674409,SCL6940,Excel,Python,GCP,Y,2,N,582319.84,737223.76,Apprenticeship,Night,96,87,516,0.817,emb_v1
2025-09,RecruiterFeed,Data_Analyst_0512,NCO_525814,SCL9060,Kubernetes,UIUX,CustomerSupport,Y,12,Hybrid,370070.54,1444869.2,Full_time,Flexible,06,6,3448,0.3923,emb_v3
2021-10,Social,Designer_0513,NCO_108793,SCL6197,Excel,Docker,SQL,Y,8,N,178927.61,1126066.56,Contract,Flexible,62,74,4500,0.7306,emb_v1
2019-03,RecruiterFeed,Electrician_0514,NCO_974114,SCL3827,Sales,Tableau,Docker,N,1,N,144616.64,1282119.16,Internship,Day,48,49,1207,0.8915,emb_v3
2021-06,RecruiterFeed,Mechanic_0515,NCO_934714,SCL5570,Accounting,Prompting,ML,Y,12,N,206143.11,588097.83,Contract,Rotational,18,25,1163,0.8619,emb_v3
2021-02,RecruiterFeed,Pharmacist_0516,NCO_131325,SCL4296,Excel,Python,Java,Y,11,Y,361969.14,2185754.26,Contract,Rotational,33,75,4257,0.6655,emb_v3
2020-04,CompanySite,HR_Generalist_0517,NCO_688995,SCL6716,Accounting,ETL,ML,Y,3,Y,167824.28,1392645.03,Part_time,Rotational,98,5,1997,0.1209,emb_v2
2023-12,CompanySite,Accountant_0518,NCO_430804,SCL7119,DataEntry,Prompting,QA,N,1,N,146852.78,2337274.37,Part_time,Weekend,33,26,1796,0.8906,emb_v3
2019-12,JobPortal,Designer_0519,NCO_670484,SCL5065,Marketing,Accounting,Azure,Y,12,Y,270619.62,1185260.62,Full_time,Rotational,62,36,4896,0.6651,emb_v1
2022-05,RecruiterFeed,Driver_0520,NCO_968890,SCL8301,Java,Accounting,Sales,Y,11,Hybrid,512830.31,2110985.89,Contract,Night,81,57,2458,0.755,emb_v3
2021-08,RecruiterFeed,Accountant_0521,NCO_748909,SCL9387,Java,ML,UIUX,N,2,Hybrid,143028.94,2098891.77,Apprenticeship,Weekend,73,5,2022,0.668,emb_v2
2023-07,RecruiterFeed,Data_Analyst_0522,NCO_815701,SCL9067,Java,QA,Python,N,12,Hybrid,137683.56,1388024.91,Internship,Weekend,44,50,4119,0.2807,emb_v3
2022-09,Social,Project_Manager_0523,NCO_562475,SCL9092,Python,ML,GCP,Y,1,Hybrid,462711.13,2171253.77,Contract,Rotational,09,76,1117,0.7089,emb_v1
2020-11,JobPortal,Accountant_0524,NCO_888630,SCL6914,CustomerSupport,ETL,UIUX,N,6,Hybrid,539797.67,1204754.23,Full_time,Night,64,79,1447,0.3153,emb_v3
2021-11,JobPortal,Customer_Support_0525,NCO_343853,SCL9166,Accounting,React,Accounting,Y,4,Hybrid,557348.91,1772007.02,Internship,Weekend,56,83,4423,0.7798,emb_v1
2020-05,Social,Mechanic_0526,NCO_220227,SCL9929,AWS,ML,DevOps,Y,2,Y,572040.64,1215363.42,Contract,Day,18,10,4987,0.1915,emb_v1
2025-12,Social,Driver_0527,NCO_673629,SCL6785,Sales,DataEntry,CustomerSupport,N,2,Hybrid,130709.49,430043.42,Part_time,Weekend,83,30,1964,0.2123,emb_v2
2022-01,JobPortal,Data_Analyst_0528,NCO_341408,SCL1402,Java,QA,Python,Y,7,N,143785.4,1321006.08,Part_time,Flexible,46,53,511,0.4672,emb_v2
2025-06,Social,Data_Analyst_0529,NCO_445279,SCL9380,Tableau,DevOps,SQL,N,2,Hybrid,222695.67,2346151.4,Internship,Rotational,66,27,785,0.5461,emb_v2
2020-02,CompanySite,Driver_0530,NCO_874549,SCL7595,Prompting,Java,GCP,N,7,N,369617.12,1032546.03,Part_time,Day,08,56,2180,0.5705,emb_v2
2019-11,Social,Pharmacist_0531,NCO_364793,SCL3176,ETL,DataEntry,SAP,N,0,Y,568170.63,2362848.48,Part_time,Night,68,11,3201,0.1191,emb_v2
2022-01,RecruiterFeed,Pharmacist_0532,NCO_119260,SCL3767,Excel,GCP,Sales,N,3,N,520487.26,688258.0536382163,Contract,Day,99,35,2336,0.3137,emb_v2
2022-02,Social,Sales_Associate_0533,NCO_027835,SCL7659,DataEntry,GCP,Prompting,N,3,Hybrid,365556.79,1307273.78,Full_time,Day,07,44,2809,0.0916,emb_v2
2021-07,RecruiterFeed,Security_Guard_0534,NCO_537173,SCL2810,AWS,Java,Kubernetes,N,6,N,243564.33,2279715.96,Apprenticeship,Flexible,40,10,1351,0.7701,emb_v3
2024-04,GovExchange,Product_Manager_0535,NCO_162255,SCL6793,Docker,Sales,QA,N,4,Y,562221.46,1458115.53,Contract,Weekend,40,14,699,0.512,emb_v3
2024-09,JobPortal,Product_Manager_0536,NCO_411080,SCL8210,DevOps,ML,React,N,9,Y,153996.62,633316.21,Part_time,Rotational,14,16,1032,0.8633,emb_v1
2024-08,CompanySite,Driver_0537,NCO_976572,SCL6834,Prompting,ETL,Excel,N,9,N,513390.7,1977205.87,Part_time,Rotational,69,8,2420,0.5676,emb_v3
2019-01,RecruiterFeed,Electrician_0538,NCO_001250,SCL2592,Security,AWS,UIUX,N,0,Hybrid,188030.48,964927.06,Internship,Flexible,53,26,4770,0.3893,emb_v3
2020-12,JobPortal,Electrician_0539,NCO_495274,SCL2389,DevOps,AWS,Nursing,N,10,Y,147330.89,496444.64,Apprenticeship,Night,95,28,1766,0.1153,emb_v1
2019-03,RecruiterFeed,HR_Generalist_0540,NCO_483879,SCL4180,SQL,ETL,Java,Y,5,Hybrid,248594.21,2098435.63,Part_time,Weekend,90,43,1414,0.4276,emb_v3
2025-02,RecruiterFeed,Designer_0541,NCO_697108,SCL2452,SAP,Kubernetes,Java,Y,3,Y,251862.94,2321906.5,Part_time,Night,36,55,4101,0.2627,emb_v1
2021-12,CompanySite,Security_Guard_0542,NCO_541375,SCL3583,SQL,HR,Excel,N,11,Y,342367.81,869721.25,Apprenticeship,Day,15,47,553,0.6878,emb_v2
2023-12,Social,Teacher_0543,NCO_444100,SCL6749,Prompting,QA,Docker,Y,6,Y,259789.38,1933420.05,Part_time,Rotational,25,80,1328,0.7347,emb_v2
2019-10,RecruiterFeed,Pharmacist_0544,NCO_387069,SCL4417,GCP,GCP,SAP,Y,0,Hybrid,203948.73,826939.85,Apprenticeship,Weekend,37,69,3763,0.1129,emb_v1
2025-09,Social,Clerk_0545,NCO_493412,SCL5297,QA,Security,GCP,Y,2,Hybrid,424446.96,1987849.3,Apprenticeship,Night,72,45,957,0.5358,emb_v1
2024-12,CompanySite,Pharmacist_0546,NCO_516945,SCL4651,DevOps,Tableau,PowerBI,Y,10,Y,520221.1,1890877.33,Internship,Rotational,66,37,2358,0.7331,emb_v3
2021-06,CompanySite,Research_Assistant_0547,NCO_597188,SCL2242,Tableau,AWS,QA,Y,9,N,232875.05,767788.74,Contract,Flexible,30,33,165,0.3041,emb_v1
2024-08,CompanySite,Operations_Lead_0548,NCO_423756,SCL2040,DataEntry,QA,PowerBI,Y,0,Hybrid,228186.99,2262479.57,Internship,Night,34,33,1118,0.4837,emb_v2
2020-05,JobPortal,Driver_0549,NCO_764020,SCL4816,React,DevOps,Sales,N,1,Hybrid,495331.2,695046.7194622996,Part_time,Flexible,26,12,924,0.1596,emb_v2
2020-01,Social,Nurse_0550,NCO_346789,SCL2490,Excel,DevOps,GCP,Y,10,N,474547.67,1855953.3,Contract,Rotational,91,10,3858,0.1699,emb_v2
2025-08,RecruiterFeed,HR_Generalist_0551,NCO_894605,SCL9931,SQL,ML,PowerBI,Y,8,Y,448751.25,1208796.25,Internship,Weekend,17,67,1546,0.9756,emb_v2
2021-07,GovExchange,HR_Generalist_0552,NCO_210436,SCL9280,Prompting,NodeJS,DataEntry,Y,10,Y,161058.69,1136830.26,Full_time,Day,89,56,4391,0.3528,emb_v1
2020-08,CompanySite,Mechanic_0553,NCO_267919,SCL2910,GCP,Docker,Excel,N,0,N,137481.05,1397584.87,Apprenticeship,Flexible,37,48,1355,0.5537,emb_v3
2024-03,GovExchange,Designer_0554,NCO_862121,SCL1399,DevOps,ETL,UIUX,Y,8,N,254362.23,817920.02,Apprenticeship,Day,17,44,2921,0.4805,emb_v2
2020-01,Social,Operations_Lead_0555,NCO_134734,SCL5729,ML,Excel,Accounting,N,1,Y,338574.07,2339994.72,Apprenticeship,Night,91,59,4662,0.5615,emb_v2
2025-04,JobPortal,Clerk_0556,NCO_611755,SCL7060,Kubernetes,Python,DevOps,N,10,Hybrid,157144.66,1035182.4,Full_time,Night,79,41,3040,0.9626,emb_v1
2023-05,Social,Project_Manager_0557,NCO_609504,SCL5834,Nursing,Python,ML,Y,1,Y,206507.46,406231.73513062263,Internship,Night,01,90,2708,0.3377,emb_v2
2021-11,JobPortal,Nurse_0558,NCO_901673,SCL6632,NodeJS,Python,React,N,3,Hybrid,529951.1,676267.33,Contract,Night,29,37,3617,0.8183,emb_v2
2023-01,RecruiterFeed,Sales_Associate_0559,NCO_784693,SCL2725,DataEntry,Excel,UIUX,N,7,Y,347838.18,1746693.94,Internship,Day,36,50,1129,0.4968,emb_v1
2022-01,CompanySite,Teacher_0560,NCO_081835,SCL8144,Marketing,ML,AWS,N,3,Hybrid,196397.77,2157208.57,Part_time,Weekend,95,38,3090,0.0526,emb_v2
2025-12,CompanySite,Product_Manager_0561,NCO_895626,SCL6669,Sales,PowerBI,DataEntry,N,6,Y,446697.5,1119586.21,Contract,Weekend,41,45,1742,0.3412,emb_v1
2024-06,JobPortal,Research_Assistant_0562,NCO_938298,SCL9242,CustomerSupport,DevOps,DevOps,N,9,N,230246.21,396851.66,Part_time,Day,83,90,3022,0.5701,emb_v1
2019-08,CompanySite,Clerk_0563,NCO_042296,SCL4409,GCP,Tableau,ML,N,2,Y,472836.17,1738121.35,Full_time,Weekend,76,42,203,0.7579,emb_v3
2025-03,RecruiterFeed,Project_Manager_0564,NCO_089535,SCL2789,ML,Tableau,AWS,N,4,Y,380345.07,2278775.45,Contract,Rotational,32,36,3158,0.1581,emb_v3
2021-10,RecruiterFeed,Product_Manager_0565,NCO_771450,SCL7000,Java,SAP,HR,N,6,Y,481662.36,954798.49,Full_time,Night,14,60,4923,0.2317,emb_v1
2024-11,RecruiterFeed,Sales_Associate_0566,NCO_513062,SCL5689,Excel,Marketing,PowerBI,N,11,N,357431.47,539661.95,Internship,Rotational,57,61,1369,0.4206,emb_v1
2019-10,GovExchange,Operations_Lead_0567,NCO_693899,SCL8851,Python,DevOps,Excel,Y,4,Hybrid,242365.48,349709.3050144092,Internship,Day,89,53,479,0.7216,emb_v2
2024-12,GovExchange,Customer_Support_0568,NCO_659997,SCL4956,SQL,Docker,Sales,Y,2,N,325966.73,2045216.66,Apprenticeship,Day,53,21,2506,0.946,emb_v2
2021-05,GovExchange,Research_Assistant_0569,NCO_536059,SCL6226,HR,Java,Security,N,3,Y,299967.93,1664648.22,Apprenticeship,Weekend,04,23,4722,0.969,emb_v1
2019-06,GovExchange,Data_Analyst_0570,NCO_357080,SCL4804,Python,Python,Marketing,Y,7,Hybrid,432961.14,481843.4699769395,Contract,Rotational,54,36,2277,0.6827,emb_v1
2019-10,GovExchange,Product_Manager_0571,NCO_716779,SCL7712,Tableau,Sales,ML,N,0,Hybrid,585411.73,1094903.75,Apprenticeship,Day,95,56,2942,0.6158,emb_v3
2019-05,RecruiterFeed,Software_Engineer_0572,NCO_121549,SCL7795,Accounting,Docker,ETL,N,2,Hybrid,241334.56,660550.69,Contract,Night,78,52,4322,0.0511,emb_v1
2024-04,GovExchange,Driver_0573,NCO_806585,SCL3334,SQL,HR,Azure,N,4,Hybrid,251237.45,1696269.99,Full_time,Flexible,61,78,1539,0.3524,emb_v1
2022-04,GovExchange,Project_Manager_0574,NCO_798237,SCL8490,Java,ETL,Accounting,Y,7,Y,153464.6,1855689.29,Part_time,Day,74,86,2853,0.345,emb_v3
2022-05,CompanySite,Teacher_0575,NCO_892662,SCL2556,Prompting,HR,SQL,Y,9,N,249440.93,787840.59,Contract,Rotational,19,78,91,0.2897,emb_v3
2020-02,JobPortal,Pharmacist_0576,NCO_018414,SCL6237,ETL,ETL,SAP,N,1,Y,556620.58,1013964.2,Contract,Weekend,77,28,4995,0.2466,emb_v2
2025-01,GovExchange,Security_Guard_0577,NCO_273714,SCL2905,PowerBI,NodeJS,SAP,Y,1,Hybrid,595574.05,928933.3,Part_time,Rotational,05,80,2910,0.8507,emb_v1
2024-12,JobPortal,Pharmacist_0578,NCO_706162,SCL4441,React,Marketing,SAP,N,11,N,347393.85,2160232.48,Internship,Flexible,61,44,1602,0.7318,emb_v3
2020-12,RecruiterFeed,Product_Manager_0579,NCO_431951,SCL3388,Security,DevOps,Java,Y,12,N,320532.85,1346266.96,Part_time,Day,61,53,289,0.6695,emb_v2
2021-04,RecruiterFeed,Electrician_0580,NCO_528028,SCL4452,QA,Sales,SAP,N,2,Hybrid,584506.66,1092356.26,Full_time,Rotational,40,33,4060,0.9093,emb_v3
2022-02,GovExchange,Software_Engineer_0581,NCO_019844,SCL9855,Marketing,Excel,AWS,Y,5,Hybrid,146015.87,313291.46,Apprenticeship,Weekend,90,63,3487,0.9181,emb_v3
2022-12,JobPortal,Chef_0582,NCO_518112,SCL1482,Java,Kubernetes,Sales,Y,7,Hybrid,300267.54,506677.32,Internship,Flexible,63,51,4291,0.6995,emb_v2
2025-11,RecruiterFeed,Nurse_0583,NCO_263645,SCL6140,Nursing,Kubernetes,Nursing,Y,4,Hybrid,251447.74,727952.73,Internship,Day,87,33,674,0.1974,emb_v3
2024-10,RecruiterFeed,Product_Manager_0584,NCO_927953,SCL6390,DataEntry,Sales,Prompting,Y,0,Y,201918.86,1974520.57,Internship,Night,22,16,3961,0.4638,emb_v1
2024-12,RecruiterFeed,Electrician_0585,NCO_711784,SCL2410,Nursing,PowerBI,ETL,N,4,Hybrid,569346.25,2124748.74,Internship,Day,59,73,2260,0.491,emb_v1
2021-05,CompanySite,Data_Analyst_0586,NCO_530509,SCL8556,Kubernetes,SQL,Nursing,N,4,Y,490367.7,691026.8785009802,Apprenticeship,Flexible,53,83,2437,0.9737,emb_v3
2023-09,CompanySite,Electrician_0587,NCO_438045,SCL3025,Accounting,NodeJS,Security,Y,1,Hybrid,399754.68,598681.35,Full_time,Flexible,82,3,2762,0.5514,emb_v1
2024-05,RecruiterFeed,Pharmacist_0588,NCO_266577,SCL8247,GCP,AWS,Excel,Y,10,Y,389097.37,2354555.88,Internship,Night,58,50,2027,0.2301,emb_v3
2022-11,CompanySite,HR_Generalist_0589,NCO_681633,SCL4137,SQL,Sales,Docker,N,1,Hybrid,550540.76,796333.5556052015,Internship,Night,50,44,1665,0.3452,emb_v1
2020-12,CompanySite,Pharmacist_0590,NCO_914602,SCL5841,HR,Python,Marketing,N,9,Hybrid,481538.44,1718148.61,Contract,Flexible,94,32,4299,0.9073,emb_v3
2025-05,Social,Electrician_0591,NCO_656346,SCL2717,NodeJS,HR,Excel,N,8,Hybrid,359395.32,1454563.63,Apprenticeship,Flexible,84,90,103,0.8016,emb_v1
2024-06,CompanySite,HR_Generalist_0592,NCO_389682,SCL2029,DevOps,Prompting,GCP,Y,11,N,146904.65,649720.32,Apprenticeship,Weekend,09,29,4438,0.4234,emb_v1
2022-08,CompanySite,Sales_Associate_0593,NCO_388965,SCL8879,Azure,AWS,SQL,N,4,Hybrid,503806.91,1835470.61,Part_time,Weekend,93,58,469,0.0989,emb_v2
2024-02,Social,Clerk_0594,NCO_450196,SCL5067,Python,HR,Excel,N,3,Y,251037.8,2021253.11,Apprenticeship,Day,21,18,810,0.0894,emb_v2
2019-08,CompanySite,Pharmacist_0595,NCO_936084,SCL1001,ML,NodeJS,Kubernetes,N,10,Hybrid,225439.3,397399.53,Contract,Rotational,53,14,1067,0.4359,emb_v1
2020-11,RecruiterFeed,Designer_0596,NCO_729779,SCL6871,CustomerSupport,Python,Prompting,Y,9,Y,520576.31,1037647.36,Internship,Day,84,61,4881,0.5798,emb_v1
2020-09,CompanySite,Nurse_0597,NCO_876689,SCL8620,Tableau,Tableau,Kubernetes,Y,4,Y,185464.05,1031961.06,Contract,Day,48,3,4383,0.8838,emb_v3
2025-11,RecruiterFeed,Chef_0598,NCO_193144,SCL8309,Marketing,ETL,NodeJS,N,4,Y,168951.73,850105.3,Contract,Weekend,74,90,2879,0.0357,emb_v2
2024-09,JobPortal,Sales_Associate_0599,NCO_745194,SCL2784,Kubernetes,ETL,Nursing,N,8,Y,465357.47,2247592.8,Contract,Night,29,77,1242,0.6094,emb_v2
2025-04,CompanySite,HR_Generalist_0600,NCO_711746,SCL1862,Marketing,Java,PowerBI,N,6,Hybrid,426056.11,1888582.64,Part_time,Flexible,23,74,3601,0.4884,emb_v3
2021-01,Social,Sales_Associate_0601,NCO_473601,SCL4299,GCP,ML,Docker,N,8,N,300216.0,2083641.77,Contract,Night,62,87,4108,0.533,emb_v1
2020-10,CompanySite,Software_Engineer_0602,NCO_852780,SCL2061,Docker,QA,NodeJS,N,12,N,149365.06,1827287.15,Apprenticeship,Day,08,60,2264,0.6415,emb_v1
2019-01,JobPortal,Research_Assistant_0603,NCO_713620,SCL7931,Python,React,DevOps,Y,5,Hybrid,577396.03,1098574.6,Part_time,Rotational,96,17,527,0.2135,emb_v1
2022-11,CompanySite,Electrician_0604,NCO_570050,SCL1590,Nursing,Nursing,Azure,Y,10,N,570589.91,1451481.74,Apprenticeship,Rotational,93,6,3508,0.3722,emb_v1
2019-12,JobPortal,Nurse_0605,NCO_460689,SCL1324,SQL,QA,Excel,Y,8,Y,483507.89,1759978.95,Contract,Weekend,46,22,2224,0.6787,emb_v3
2025-08,JobPortal,Accountant_0606,NCO_674256,SCL3332,DataEntry,Accounting,UIUX,Y,7,N,282424.52,2091754.24,Apprenticeship,Flexible,43,67,2416,0.8073,emb_v3
2025-07,RecruiterFeed,Operations_Lead_0607,NCO_219908,SCL4554,Nursing,NodeJS,DataEntry,N,7,N,557479.81,868028.17,Full_time,Day,61,37,723,0.8183,emb_v1
2023-11,Social,Accountant_0608,NCO_766430,SCL4603,ETL,React,SQL,Y,4,Y,165753.63,1978050.49,Part_time,Flexible,84,82,392,0.1122,emb_v1
