edu_vet_reference_year,edu_vet_country_iso2,edu_vet_region_nuts_code,edu_vet_programme_code,edu_vet_field_of_education_code,edu_vet_participants_count,edu_vet_apprenticeships_count,edu_vet_employer_partners_count,edu_vet_completion_rate_pct,edu_vet_job_placement_rate_pct,edu_vet_wage_premium_pct,edu_vet_dual_system_flag,edu_vet_microcredentials_flag,edu_vet_recognition_framework_code,edu_vet_funding_amount_eur,edu_vet_esf_plus_support_flag,edu_vet_quality_assurance_flag,edu_vet_data_source,edu_vet_last_update_date,edu_vet_data_extract_date
2022,FR,GR54,VET_FR_0184,07_ENGINEERING,72260,43751,4525,87.5,78.67,8.3,0,0,EQF_LINKED,110297042.43,0,0,CEDEFOP_EXPORT,2015-04-29,2024-04-16
2023,LT,EE84,VET_LT_0193,08_AGRI,26647,8620,2380,78.56,80.8,12.15,0,0,NQF_ONLY,587655330.18,0,1,NATIONAL_VET_AGENCY,2015-05-28,2025-06-05
2024,SK,CZ81,VET_SK_0202,09_HEALTH,96868,68891,6788,71.57,68.58,20.33,0,0,SECTORAL,2030066069.69,1,1,PROVIDER_ADMIN_DATA,2015-06-26,2024-02-03
2025,HR,LU6,VET_HR_0211,10_SERVICES,61449,33575,2488,68.26,47.56,19.62,0,0,NONE,1335825870.29,0,1,ESF_PLUS_MONITORING,2015-07-25,2024-07-30
2006,DE,FR3,VET_DE_0220,01_EDUCATION,129708,86243,4381,75.86,65.35,5.1,0,0,EQF_LINKED,2009778738.4,0,1,CEDEFOP_EXPORT,2015-08-23,2024-11-26
2007,LU,LT317,VET_LU_0229,02_ARTS,81871,23392,2287,57.96,44.44,13.94,0,0,NQF_ONLY,1931066493.66,0,1,NATIONAL_VET_AGENCY,2015-09-21,2025-07-10
2008,SI,BG4,VET_SI_0238,03_HUMANITIES,56763,22592,7768,85.72,70.52,16.64,1,0,SECTORAL,1295648716.07,0,1,PROVIDER_ADMIN_DATA,2015-10-20,2025-11-04
2009,CY,HU1,VET_CY_0247,04_BUSINESS,49587,12886,2644,63.35,81.94,4.52,0,0,NONE,820088634.97,0,0,ESF_PLUS_MONITORING,2015-11-18,2024-03-03
2010,GR,HU4,VET_GR_0256,05_SCIENCE,6278,3071,6248,79.99,58.13,12.02,0,0,EQF_LINKED,1526995542.82,0,1,CEDEFOP_EXPORT,2015-12-17,2025-02-13
2011,MT,RO29,VET_MT_0265,06_ICT,66848,44232,771,72.13,51.63,15.38,1,0,NQF_ONLY,229687691.96,0,0,NATIONAL_VET_AGENCY,2016-01-15,2024-03-30
2012,ES,AT986,VET_ES_0274,07_ENGINEERING,9991,4940,2056,87.41,55.0,11.39,0,0,SECTORAL,912355386.53,0,1,PROVIDER_ADMIN_DATA,2016-02-13,2025-03-20
2013,CZ,IT2,VET_CZ_0283,08_AGRI,36420,22098,4342,82.16,94.74,7.57,0,0,NONE,357379428.35,0,1,ESF_PLUS_MONITORING,2016-03-13,2025-10-01
2014,HU,AT569,VET_HU_0292,09_HEALTH,99974,17599,6172,78.41,63.14,25.08,0,0,EQF_LINKED,58509495.47,0,1,CEDEFOP_EXPORT,2016-04-11,2026-01-12
2015,NL,MT7,VET_NL_0301,10_SERVICES,8367,4340,3419,64.23,42.03,19.04,1,0,NQF_ONLY,18244112.72,0,1,NATIONAL_VET_AGENCY,2016-05-10,2024-07-03
2016,SE,SE539,VET_SE_0310,01_EDUCATION,3841,679,580,75.4,73.58,0.36,0,0,SECTORAL,662790861.93,0,1,PROVIDER_ADMIN_DATA,2016-06-08,2025-01-28
2017,DK,SI69,VET_DK_0319,02_ARTS,60578,27124,1562,87.95,91.76,4.34,1,1,NONE,530323119.15,0,0,ESF_PLUS_MONITORING,2016-07-07,2025-01-02
2018,IE,LT14,VET_IE_0328,03_HUMANITIES,77299,38635,3635,85.48,73.59,14.1,0,0,EQF_LINKED,1036522008.83,0,1,CEDEFOP_EXPORT,2016-08-05,2024-08-06
2019,PL,FI82,VET_PL_0337,04_BUSINESS,28980,7688,5791,76.95,85.43,4.29,0,0,NQF_ONLY,485347622.96,0,0,NATIONAL_VET_AGENCY,2016-09-03,2025-02-01
2020,AT,DE150,VET_AT_0346,05_SCIENCE,95109,53625,2619,73.36,74.01,7.2,1,0,SECTORAL,224591724.42,0,1,PROVIDER_ADMIN_DATA,2016-10-02,2025-07-31
2021,EE,CZ188,VET_EE_0355,06_ICT,42307,31212,500,60.5,57.83,18.91,0,1,NONE,1842476545.0,0,1,ESF_PLUS_MONITORING,2016-10-31,2026-02-12
2022,IT,DK68,VET_IT_0364,07_ENGINEERING,19509,7390,1341,71.59,71.39,3.41,0,1,EQF_LINKED,3769063626.94,0,0,CEDEFOP_EXPORT,2016-11-29,2026-02-06
2023,PT,SK31,VET_PT_0373,08_AGRI,35776,14484,4555,69.27,60.45,2.52,0,0,NQF_ONLY,827611483.53,0,1,NATIONAL_VET_AGENCY,2016-12-28,2024-12-05
2024,BE,AT9,VET_BE_0382,09_HEALTH,55970,20801,5892,58.24,82.25,15.92,0,0,SECTORAL,2807914924.04,0,0,PROVIDER_ADMIN_DATA,2017-01-26,2024-10-12
2025,FI,BE868,VET_FI_0391,10_SERVICES,66423,19525,2077,66.05,59.3,10.56,0,0,NONE,3214804690.8,0,0,ESF_PLUS_MONITORING,2017-02-24,2024-02-01
2006,LV,PL522,VET_LV_0400,01_EDUCATION,55870,39436,7553,62.15,68.48,18.82,0,0,EQF_LINKED,1029344383.8,0,1,CEDEFOP_EXPORT,2017-03-25,2025-03-29
2007,RO,RO8,VET_RO_0409,02_ARTS,78076,30166,7765,95.02,92.83,7.79,0,0,NQF_ONLY,2108560725.01,0,1,NATIONAL_VET_AGENCY,2017-04-23,2025-08-28
2008,BG,SI794,VET_BG_0418,03_HUMANITIES,18143,8908,2073,72.62,53.91,5.72,0,0,SECTORAL,1736655017.58,0,1,PROVIDER_ADMIN_DATA,2017-05-22,2025-04-08
2009,FR,LT4,VET_FR_0427,04_BUSINESS,1640,492,3528,91.17,56.79,8.65,0,0,NONE,2151620410.92,0,1,ESF_PLUS_MONITORING,2017-06-20,2024-11-01
2010,LT,LU691,VET_LT_0436,05_SCIENCE,30658,20230,7271,86.56,86.27,5.64,0,0,EQF_LINKED,342453193.27,0,1,CEDEFOP_EXPORT,2017-07-19,2024-10-24
2011,SK,ES17,VET_SK_0445,06_ICT,49622,38851,4196,73.35,78.42,17.58,1,0,NQF_ONLY,2092782015.32,0,1,NATIONAL_VET_AGENCY,2017-08-17,2024-10-12
2012,HR,PL4,VET_HR_0454,07_ENGINEERING,2617,1748,1247,82.34,87.99,22.33,0,0,SECTORAL,135235659.15,0,0,PROVIDER_ADMIN_DATA,2017-09-15,2025-03-22
2013,DE,NL71,VET_DE_0463,08_AGRI,68036,42193,673,66.81,48.14,17.11,1,0,NONE,561986896.55,0,1,ESF_PLUS_MONITORING,2017-10-14,2025-10-20
2014,LU,DK835,VET_LU_0472,09_HEALTH,65115,17175,4604,79.28,94.54,12.81,0,0,EQF_LINKED,964878937.65,0,1,CEDEFOP_EXPORT,2017-11-12,2024-11-05
2015,SI,LV6,VET_SI_0481,10_SERVICES,25137,8407,5669,87.39,87.82,2.89,1,0,NQF_ONLY,999863668.88,0,1,NATIONAL_VET_AGENCY,2017-12-11,2024-04-18
2016,CY,PT218,VET_CY_0490,01_EDUCATION,68966,24395,6098,84.95,97.97,2.87,0,0,SECTORAL,1477685813.28,0,1,PROVIDER_ADMIN_DATA,2018-01-09,2025-11-03
2017,GR,RO731,VET_GR_0499,02_ARTS,29910,19288,5662,85.71,57.77,13.7,0,0,NONE,2089340749.6,0,1,ESF_PLUS_MONITORING,2018-02-07,2024-11-23
2018,MT,SI546,VET_MT_0508,03_HUMANITIES,54728,22673,8107,63.56,55.32,16.01,0,0,EQF_LINKED,1165235424.36,0,0,CEDEFOP_EXPORT,2018-03-08,2025-07-15
2019,ES,LV250,VET_ES_0517,04_BUSINESS,66825,34924,1213,70.14,80.83,5.46,0,0,NQF_ONLY,1478329054.17,0,0,NATIONAL_VET_AGENCY,2018-04-06,2024-12-08
2020,CZ,MT336,VET_CZ_0526,05_SCIENCE,34231,7129,1695,72.72,52.97,17.32,1,1,SECTORAL,1042908494.36,0,1,PROVIDER_ADMIN_DATA,2018-05-05,2025-07-10
2021,HU,SK22,VET_HU_0535,06_ICT,74405,57774,1442,91.81,52.72,6.95,0,0,NONE,16248659.96,1,1,ESF_PLUS_MONITORING,2018-06-03,2025-05-09
2022,NL,BE34,VET_NL_0544,07_ENGINEERING,61209,32830,147,64.48,48.8,6.06,1,0,EQF_LINKED,1566567953.56,0,1,CEDEFOP_EXPORT,2018-07-02,2024-10-21
2023,SE,SK194,VET_SE_0553,08_AGRI,53537,25712,7508,81.46,87.85,10.73,0,0,NQF_ONLY,2103568484.56,0,1,NATIONAL_VET_AGENCY,2018-07-31,2024-03-10
2024,DK,BE5,VET_DK_0562,09_HEALTH,85626,17441,1433,66.76,76.56,16.61,1,0,SECTORAL,2897501532.41,1,1,PROVIDER_ADMIN_DATA,2018-08-29,2025-10-06
2025,IE,LV57,VET_IE_0571,10_SERVICES,55444,24253,849,83.75,63.06,4.3,0,0,NONE,3135195959.61,1,0,ESF_PLUS_MONITORING,2018-09-27,2025-07-27
2006,PL,MT41,VET_PL_0580,01_EDUCATION,82531,19976,1833,93.15,84.0,19.64,0,0,EQF_LINKED,791506133.73,0,1,CEDEFOP_EXPORT,2018-10-26,2024-12-24
2007,AT,GR26,VET_AT_0589,02_ARTS,31200,7798,5180,58.79,58.28,18.67,1,0,NQF_ONLY,1163415620.64,0,1,NATIONAL_VET_AGENCY,2018-11-24,2025-07-24
2008,EE,ES81,VET_EE_0598,03_HUMANITIES,65484,23330,3110,69.56,45.42,14.09,0,0,SECTORAL,1775160136.96,0,1,PROVIDER_ADMIN_DATA,2018-12-23,2025-09-30
2009,IT,HU51,VET_IT_0607,04_BUSINESS,47282,31742,1220,69.89,79.3,7.61,0,0,NONE,1615368850.94,0,1,ESF_PLUS_MONITORING,2019-01-21,2024-10-03
2010,PT,HU579,VET_PT_0616,05_SCIENCE,18044,12551,1152,68.31,65.72,1.85,0,0,EQF_LINKED,1268286373.66,0,1,CEDEFOP_EXPORT,2019-02-19,2025-11-12
2011,BE,LT118,VET_BE_0625,06_ICT,53989,29112,6968,80.59,97.81,11.29,0,0,NQF_ONLY,362807246.38,0,1,NATIONAL_VET_AGENCY,2019-03-20,2025-08-11
2012,FI,HR985,VET_FI_0634,07_ENGINEERING,60667,47378,4392,95.71,84.12,6.25,0,0,SECTORAL,1366295150.36,0,1,PROVIDER_ADMIN_DATA,2019-04-18,2025-07-08
2013,LV,IT32,VET_LV_0643,08_AGRI,47079,28755,253,69.07,54.29,6.09,0,0,NONE,1575949883.39,0,1,ESF_PLUS_MONITORING,2019-05-17,2025-09-04
2014,RO,PT61,VET_RO_0652,09_HEALTH,68647,13215,1395,63.21,57.56,1.61,1,0,EQF_LINKED,480201740.01,0,1,CEDEFOP_EXPORT,2019-06-15,2024-05-15
2015,BG,HR87,VET_BG_0661,10_SERVICES,35914,24146,3280,66.54,44.1,13.24,1,0,NQF_ONLY,895543025.15,0,1,NATIONAL_VET_AGENCY,2019-07-14,2024-07-11
2016,FR,IT144,VET_FR_0670,01_EDUCATION,58666,25152,1198,91.94,53.2,4.57,0,0,SECTORAL,743391864.65,0,0,PROVIDER_ADMIN_DATA,2019-08-12,2024-07-31
2017,LT,GR4,VET_LT_0679,02_ARTS,24272,15625,3591,94.28,93.15,1.59,0,0,NONE,746621230.29,0,0,ESF_PLUS_MONITORING,2019-09-10,2024-06-23
2018,SK,HU85,VET_SK_0688,03_HUMANITIES,64125,25195,6742,71.4,54.09,17.26,1,0,EQF_LINKED,1922762368.77,0,0,CEDEFOP_EXPORT,2019-10-09,2024-10-05
2019,HR,AT355,VET_HR_0697,04_BUSINESS,14362,3480,1322,74.68,80.84,18.65,0,0,NQF_ONLY,2043422123.14,0,1,NATIONAL_VET_AGENCY,2019-11-07,2025-07-10
2020,DE,DK157,VET_DE_0706,05_SCIENCE,25583,16354,7755,80.6,49.91,13.34,0,0,SECTORAL,245514598.48,0,1,PROVIDER_ADMIN_DATA,2019-12-06,2025-09-02
2021,LU,DK887,VET_LU_0715,06_ICT,69438,19105,4974,62.47,81.55,12.48,0,0,NONE,3075405076.29,0,1,ESF_PLUS_MONITORING,2020-01-04,2025-03-12
2022,SI,IE6,VET_SI_0724,07_ENGINEERING,95590,63202,8034,64.86,48.65,2.18,1,0,EQF_LINKED,2144985168.07,1,0,CEDEFOP_EXPORT,2020-02-02,2025-02-14
2023,CY,IT963,VET_CY_0733,08_AGRI,35804,5955,5109,78.22,51.06,2.07,1,0,NQF_ONLY,1845568536.31,1,1,NATIONAL_VET_AGENCY,2020-03-02,2025-10-29
2024,GR,BG867,VET_GR_0742,09_HEALTH,60570,43142,1907,83.37,79.76,18.22,0,0,SECTORAL,351548906.88,1,1,PROVIDER_ADMIN_DATA,2020-03-31,2026-01-22
2025,MT,LT70,VET_MT_0751,10_SERVICES,27996,14325,241,73.05,61.0,14.86,0,0,NONE,307681864.46,0,1,ESF_PLUS_MONITORING,2020-04-29,2024-01-02
2006,ES,FI828,VET_ES_0760,01_EDUCATION,15443,5877,1152,86.8,55.97,8.4,0,0,EQF_LINKED,1727886165.21,0,1,CEDEFOP_EXPORT,2020-05-28,2025-03-28
2007,CZ,DK868,VET_CZ_0769,02_ARTS,43810,15251,5370,77.69,54.45,18.06,1,0,NQF_ONLY,274618510.0,0,1,NATIONAL_VET_AGENCY,2020-06-26,2024-05-14
2008,HU,PL602,VET_HU_0778,03_HUMANITIES,89476,33729,8912,75.28,69.87,18.88,0,0,SECTORAL,880472428.0,0,0,PROVIDER_ADMIN_DATA,2020-07-25,2025-01-03
2009,NL,MT673,VET_NL_0787,04_BUSINESS,89825,63026,386,53.96,60.2,3.4,1,0,NONE,53724496.5,0,0,ESF_PLUS_MONITORING,2020-08-23,2024-12-09
2010,SE,HR38,VET_SE_0796,05_SCIENCE,93674,64155,5429,62.51,76.74,8.25,0,0,EQF_LINKED,501741453.94,0,1,CEDEFOP_EXPORT,2020-09-21,2025-06-14
2011,DK,SI17,VET_DK_0805,06_ICT,37899,24493,3400,58.89,52.65,25.3,1,0,NQF_ONLY,48351588.51,0,0,NATIONAL_VET_AGENCY,2020-10-20,2025-09-16
2012,IE,RO98,VET_IE_0814,07_ENGINEERING,43194,17187,6157,74.14,75.02,16.21,0,0,SECTORAL,615614234.2,0,1,PROVIDER_ADMIN_DATA,2020-11-18,2024-01-13
2013,PL,FI32,VET_PL_0823,08_AGRI,3501,1508,2075,76.68,84.06,9.71,0,0,NONE,1519147188.57,0,0,ESF_PLUS_MONITORING,2020-12-17,2024-03-02
2014,AT,AT5,VET_AT_0832,09_HEALTH,23727,5414,5447,91.03,91.05,17.71,0,1,EQF_LINKED,1787290332.3,0,1,CEDEFOP_EXPORT,2021-01-15,2025-06-14
2015,EE,IE728,VET_EE_0841,10_SERVICES,35569,29271,4608,76.01,70.8,1.55,0,0,NQF_ONLY,1119646211.26,0,0,NATIONAL_VET_AGENCY,2021-02-13,2025-01-24
2016,IT,CZ4,VET_IT_0850,01_EDUCATION,25457,10384,4715,84.29,90.91,9.51,1,0,SECTORAL,1560407570.49,0,1,PROVIDER_ADMIN_DATA,2021-03-14,2025-09-19
2017,PT,BE1,VET_PT_0859,02_ARTS,83607,46696,8532,74.37,69.68,15.63,0,0,NONE,1739427093.76,0,1,ESF_PLUS_MONITORING,2021-04-12,2024-12-27
2018,BE,IE874,VET_BE_0868,03_HUMANITIES,38440,15765,6643,68.84,56.87,8.54,0,0,EQF_LINKED,804230772.71,0,0,CEDEFOP_EXPORT,2021-05-11,2025-08-31
2019,FI,GR49,VET_FI_0877,04_BUSINESS,52297,19086,1810,76.2,89.9,15.89,0,0,NQF_ONLY,1561586708.1,0,1,NATIONAL_VET_AGENCY,2021-06-09,2025-05-09
2020,LV,HR925,VET_LV_0886,05_SCIENCE,73328,44504,7705,65.65,51.9,4.11,0,1,SECTORAL,656155710.04,0,1,PROVIDER_ADMIN_DATA,2021-07-08,2024-05-22
2021,RO,CZ857,VET_RO_0895,06_ICT,13682,5788,1153,95.42,73.44,9.9,1,0,NONE,2351121124.67,1,0,ESF_PLUS_MONITORING,2021-08-06,2025-08-08
2022,BG,DK54,VET_BG_0904,07_ENGINEERING,1926,1593,2045,71.39,48.18,12.2,0,1,EQF_LINKED,3431596512.23,0,0,CEDEFOP_EXPORT,2021-09-04,2025-08-03
2023,FR,HU152,VET_FR_0913,08_AGRI,84612,21586,1893,63.17,67.23,11.16,0,1,NQF_ONLY,1416942685.99,1,1,NATIONAL_VET_AGENCY,2021-10-03,2025-12-13
2024,LT,LV62,VET_LT_0922,09_HEALTH,49319,21001,7086,61.82,52.57,19.06,0,0,SECTORAL,151166203.86,0,1,PROVIDER_ADMIN_DATA,2021-11-01,2024-10-23
2025,SK,BG89,VET_SK_0931,10_SERVICES,27530,18713,3283,63.02,63.21,17.98,1,1,NONE,3044963214.62,1,0,ESF_PLUS_MONITORING,2021-11-30,2025-12-31
2006,HR,HU2,VET_HR_0940,01_EDUCATION,51997,22206,8465,57.96,53.68,6.49,0,0,EQF_LINKED,75076985.69,0,1,CEDEFOP_EXPORT,2021-12-29,2024-08-08
2007,DE,DK777,VET_DE_0949,02_ARTS,26873,10340,2701,74.73,42.02,16.45,1,0,NQF_ONLY,917242132.91,0,1,NATIONAL_VET_AGENCY,2022-01-27,2025-11-11
2008,LU,MT771,VET_LU_0958,03_HUMANITIES,88133,28427,4928,69.41,61.02,11.62,0,0,SECTORAL,2184733212.87,0,1,PROVIDER_ADMIN_DATA,2022-02-25,2024-04-21
2009,SI,DK1,VET_SI_0967,04_BUSINESS,44741,6446,2823,94.72,57.57,9.79,1,0,NONE,2176882440.95,0,1,ESF_PLUS_MONITORING,2022-03-26,2025-05-22
2010,CY,LU28,VET_CY_0976,05_SCIENCE,13844,5439,3075,70.77,42.72,9.07,0,0,EQF_LINKED,2145607703.83,0,0,CEDEFOP_EXPORT,2022-04-24,2024-06-30
2011,GR,DE528,VET_GR_0985,06_ICT,28920,22834,7505,78.55,84.92,23.77,0,0,NQF_ONLY,899738458.84,0,1,NATIONAL_VET_AGENCY,2022-05-23,2025-02-28
2012,MT,HR438,VET_MT_0994,07_ENGINEERING,7390,3061,1472,89.14,84.49,19.87,0,0,SECTORAL,906456071.43,0,1,PROVIDER_ADMIN_DATA,2022-06-21,2024-12-31
2013,ES,SI53,VET_ES_1003,08_AGRI,56046,16753,8510,68.47,67.32,8.03,0,0,NONE,10693358.55,0,0,ESF_PLUS_MONITORING,2022-07-20,2024-02-27
2014,CZ,SK393,VET_CZ_1012,09_HEALTH,67295,40939,8519,91.98,86.1,7.89,1,0,EQF_LINKED,2167868523.96,0,1,CEDEFOP_EXPORT,2022-08-18,2025-12-23
2015,HU,LT356,VET_HU_1021,10_SERVICES,32718,12526,7120,95.72,55.7,2.28,1,0,NQF_ONLY,74268895.54,0,1,NATIONAL_VET_AGENCY,2022-09-16,2024-05-08
2016,NL,EE96,VET_NL_1030,01_EDUCATION,72449,21370,3615,95.22,93.95,5.72,0,0,SECTORAL,638768918.2,0,1,PROVIDER_ADMIN_DATA,2022-10-15,2024-10-12
2017,SE,DE833,VET_SE_1039,02_ARTS,18107,8285,4211,81.71,58.26,3.15,0,0,NONE,1228017668.46,0,1,ESF_PLUS_MONITORING,2022-11-13,2025-12-15
2018,DK,RO95,VET_DK_1048,03_HUMANITIES,104873,60548,5667,85.75,50.58,0.54,1,0,EQF_LINKED,1617938592.24,0,1,CEDEFOP_EXPORT,2022-12-12,2025-10-10
2019,IE,LV149,VET_IE_1057,04_BUSINESS,6297,3584,818,81.88,62.69,19.14,0,0,NQF_ONLY,1446328058.93,0,0,NATIONAL_VET_AGENCY,2023-01-10,2025-09-11
2020,PL,SI8,VET_PL_1066,05_SCIENCE,85953,43425,277,66.65,55.05,4.09,0,1,SECTORAL,701825902.27,0,0,PROVIDER_ADMIN_DATA,2023-02-08,2024-09-19
2021,AT,FR714,VET_AT_1075,06_ICT,33696,19826,1150,84.67,73.71,20.47,1,0,NONE,29163642.1,1,1,ESF_PLUS_MONITORING,2023-03-09,2024-07-19
2022,EE,SK367,VET_EE_1084,07_ENGINEERING,92961,24779,2407,62.35,77.42,14.18,0,0,EQF_LINKED,1500812798.36,0,1,CEDEFOP_EXPORT,2023-04-07,2024-04-17
2023,IT,BG5,VET_IT_1093,08_AGRI,7031,2388,3101,83.51,81.79,17.44,0,1,NQF_ONLY,1816825368.01,1,1,NATIONAL_VET_AGENCY,2023-05-06,2025-12-14
2024,PT,LU87,VET_PT_1102,09_HEALTH,92285,23216,7550,91.32,89.69,14.94,0,0,SECTORAL,2500640962.57,1,1,PROVIDER_ADMIN_DATA,2023-06-04,2024-10-05
2025,BE,MT374,VET_BE_1111,10_SERVICES,29093,24926,6918,88.15,49.92,19.49,0,0,NONE,1208043174.89,0,1,ESF_PLUS_MONITORING,2023-07-03,2025-08-12
2006,FI,LV1,VET_FI_1120,01_EDUCATION,88673,41048,8546,82.19,83.62,10.89,0,0,EQF_LINKED,1352055858.17,0,0,CEDEFOP_EXPORT,2023-08-01,2026-01-16
2007,LV,MT725,VET_LV_1129,02_ARTS,70438,15807,4490,63.85,51.15,2.02,0,0,NQF_ONLY,297669918.94,0,1,NATIONAL_VET_AGENCY,2023-08-30,2025-03-18
2008,RO,LT2,VET_RO_1138,03_HUMANITIES,10761,5394,767,76.26,90.55,11.8,1,0,SECTORAL,759916839.41,0,1,PROVIDER_ADMIN_DATA,2023-09-28,2024-07-30
2009,BG,ES63,VET_BG_1147,04_BUSINESS,5446,1361,5570,84.9,89.23,6.62,0,0,NONE,738429216.14,0,0,ESF_PLUS_MONITORING,2023-10-27,2024-08-14
2010,FR,ES34,VET_FR_1156,05_SCIENCE,63786,29295,6589,79.37,94.41,8.58,0,0,EQF_LINKED,930606541.82,0,0,CEDEFOP_EXPORT,2023-11-25,2025-06-10
2011,LT,FR43,VET_LT_1165,06_ICT,81293,36058,5511,70.0,81.71,17.31,0,0,NQF_ONLY,675293581.28,0,1,NATIONAL_VET_AGENCY,2023-12-24,2025-10-20
2012,SK,EE472,VET_SK_1174,07_ENGINEERING,39781,31807,9208,90.67,93.65,1.4,1,0,SECTORAL,137879401.25,0,0,PROVIDER_ADMIN_DATA,2024-01-22,2026-02-21
2013,HR,ES85,VET_HR_1183,08_AGRI,88061,30955,2480,83.5,56.84,5.85,0,0,NONE,44671016.6,0,1,ESF_PLUS_MONITORING,2024-02-20,2024-05-03
2014,DE,NL54,VET_DE_1192,09_HEALTH,118785,75489,4067,83.06,54.21,20.93,1,0,EQF_LINKED,689532114.6,0,1,CEDEFOP_EXPORT,2024-03-20,2024-10-16
2015,LU,FR6,VET_LU_1201,10_SERVICES,38168,12378,2623,73.01,42.31,16.32,0,0,NQF_ONLY,594979382.12,0,1,NATIONAL_VET_AGENCY,2024-04-18,2025-06-11
2016,SI,GR39,VET_SI_1210,01_EDUCATION,78358,50675,4879,90.2,82.82,10.18,1,0,SECTORAL,1485607184.15,0,1,PROVIDER_ADMIN_DATA,2024-05-17,2024-01-09
2017,CY,PL43,VET_CY_1219,02_ARTS,93817,18973,2454,95.18,51.3,9.69,0,0,NONE,1517147780.8,0,1,ESF_PLUS_MONITORING,2024-06-15,2024-05-18
2018,GR,LU3,VET_GR_1228,03_HUMANITIES,79584,42040,198,75.04,85.31,0.17,1,0,EQF_LINKED,350964444.55,0,0,CEDEFOP_EXPORT,2024-07-14,2024-05-25
2019,MT,CY21,VET_MT_1237,04_BUSINESS,26167,13184,6647,69.92,64.16,8.25,0,0,NQF_ONLY,583639465.95,0,0,NATIONAL_VET_AGENCY,2024-08-12,2024-02-12
2020,ES,IT910,VET_ES_1246,05_SCIENCE,44364,12136,2439,66.83,52.93,1.74,0,1,SECTORAL,59201270.28,0,0,PROVIDER_ADMIN_DATA,2024-09-10,2025-06-13
2021,CZ,GR87,VET_CZ_1255,06_ICT,124156,90150,7542,80.0,95.68,19.63,0,1,NONE,198150805.1,1,1,ESF_PLUS_MONITORING,2024-10-09,2025-05-17
2022,HU,FR444,VET_HU_1264,07_ENGINEERING,5897,4626,5055,67.96,63.64,7.21,0,0,EQF_LINKED,3204451959.64,1,1,CEDEFOP_EXPORT,2024-11-07,2025-11-18
2023,NL,BG985,VET_NL_1273,08_AGRI,80853,47091,6847,65.47,59.99,16.67,0,0,NQF_ONLY,1622338188.3,0,1,NATIONAL_VET_AGENCY,2024-12-06,2024-11-26
2024,SE,DE651,VET_SE_1282,09_HEALTH,61399,43708,5479,72.43,46.15,12.23,0,0,SECTORAL,2049209116.18,0,0,PROVIDER_ADMIN_DATA,2025-01-04,2025-10-24
2025,DK,HR288,VET_DK_1291,10_SERVICES,79477,67148,5591,65.06,72.8,11.62,1,1,NONE,2762964264.31,1,1,ESF_PLUS_MONITORING,2025-02-02,2026-02-22
2006,IE,IE84,VET_IE_1300,01_EDUCATION,56708,36115,7465,65.44,49.87,4.07,0,0,EQF_LINKED,563834498.99,0,1,CEDEFOP_EXPORT,2025-03-03,2024-11-18
2007,PL,LU2,VET_PL_1309,02_ARTS,15071,10396,5284,65.14,75.37,5.83,0,0,NQF_ONLY,590040646.48,0,1,NATIONAL_VET_AGENCY,2025-04-01,2024-06-01
2008,AT,BE8,VET_AT_1318,03_HUMANITIES,90711,36165,2721,72.3,74.63,14.69,0,1,SECTORAL,2447455009.4,0,1,PROVIDER_ADMIN_DATA,2025-04-30,2024-03-24
2009,EE,IE647,VET_EE_1327,04_BUSINESS,1223,479,5390,78.12,95.21,11.97,0,0,NONE,1138965355.55,0,1,ESF_PLUS_MONITORING,2025-05-29,2024-10-03
2010,IT,PL22,VET_IT_1336,05_SCIENCE,94163,30546,3262,86.71,88.56,8.35,0,0,EQF_LINKED,914547603.88,0,1,CEDEFOP_EXPORT,2025-06-27,2025-05-15
2011,PT,IT8,VET_PT_1345,06_ICT,37531,29040,4,66.34,60.22,14.61,0,0,NQF_ONLY,2013379523.94,0,1,NATIONAL_VET_AGENCY,2025-07-26,2024-03-21
2012,BE,HR47,VET_BE_1354,07_ENGINEERING,76735,33694,1250,66.07,77.96,2.16,0,0,SECTORAL,1440832441.49,0,1,PROVIDER_ADMIN_DATA,2025-08-24,2024-05-27
2013,FI,FI2,VET_FI_1363,08_AGRI,52503,31008,2945,77.14,61.27,6.19,0,1,NONE,904353512.55,0,0,ESF_PLUS_MONITORING,2025-09-22,2026-02-12
2014,LV,LT380,VET_LV_1372,09_HEALTH,11551,2832,4725,86.21,94.46,20.24,1,0,EQF_LINKED,485620926.55,0,1,CEDEFOP_EXPORT,2025-10-21,2026-01-10
2015,RO,LU4,VET_RO_1381,10_SERVICES,76023,60921,2757,93.39,74.35,17.95,0,0,NQF_ONLY,1551450168.5,0,1,NATIONAL_VET_AGENCY,2025-11-19,2025-07-19
2016,BG,PL945,VET_BG_1390,01_EDUCATION,100468,53959,6624,89.78,91.71,17.4,0,0,SECTORAL,584543769.69,0,0,PROVIDER_ADMIN_DATA,2025-12-18,2024-03-04
2017,FR,FR913,VET_FR_1399,02_ARTS,59883,32319,7745,94.61,90.61,4.85,0,0,NONE,960957812.8,0,0,ESF_PLUS_MONITORING,2026-01-16,2024-05-19
2018,LT,SI38,VET_LT_1408,03_HUMANITIES,33157,13563,6173,58.39,79.34,11.68,0,0,EQF_LINKED,798905340.06,0,1,CEDEFOP_EXPORT,2026-02-14,2024-10-10
