labor_skills_posting_month,labor_skills_posting_source_type,labor_skills_job_title_normalized,labor_skills_occupation_code_crosswalk,labor_skills_skills_cluster_id,labor_skills_top_skill_1,labor_skills_top_skill_2,labor_skills_top_skill_3,labor_skills_credential_required_flag,labor_skills_years_experience_min,labor_skills_remote_work_indicator,labor_skills_salary_range_low,labor_skills_salary_range_high,labor_skills_employment_type,labor_skills_schedule_type,labor_skills_industry_employer_naics,labor_skills_posting_duration_days,labor_skills_applicant_count_estimate,labor_skills_hard_to_fill_score,labor_skills_text_embedding_version
2054-03,COMPANY_SITE,Role_459_Specialist,OCCXW200459,SKC00459,GCP,Linux,RetailOps,0,9,0,113058,137433,TEMP,DAY,519,25,35,0.4594,emb_v2
2054-04,STAFFING_FIRM,Role_460_Analyst,OCCXW200460,SKC00460,SAP,Python,Accounting,0,1,1,35576,117297,FULL_TIME,NIGHT,522,48,33,0.9485,emb_v1
2054-05,AGGREGATOR,Role_461_Engineer,OCCXW200461,SKC00461,Tableau,Kubernetes,Azure,1,8,0,159830,243307,TEMP,SHIFT,561,61,40,0.2483,emb_v3
2054-06,JOB_BOARD,Role_462_Manager,OCCXW200462,SKC00462,ComputerVision,AWS,Azure,0,0,0,121948,207023,INTERN,FLEX,518,40,29,0.2899,emb_v1
2054-07,ATS_FEED,Role_463_Technician,OCCXW200463,SKC00463,PowerBI,Airflow,Salesforce,1,7,1,101736,138628,FULL_TIME,DAY,811,59,26,0.4762,emb_v2
2054-08,COMPANY_SITE,Role_464_Specialist,OCCXW200464,SKC00464,Linux,Java,ComputerVision,1,8,0,48842,110371,INTERN,DAY,523,32,29,0.339,emb_v2
2054-09,COMPANY_SITE,Role_465_Analyst,OCCXW200465,SKC00465,SAP,PowerBI,NLP,1,0,0,73843,99312,INTERN,SHIFT,561,48,31,0.9128,emb_v3
2054-10,ATS_FEED,Role_466_Engineer,OCCXW200466,SKC00466,React,SupplyChain,Cybersecurity,0,9,0,95514,109291,FULL_TIME,NIGHT,622,39,31,0.3673,emb_v3
2054-11,COMPANY_SITE,Role_467_Manager,OCCXW200467,SKC00467,SupplyChain,RetailOps,PowerBI,0,9,0,67481,84739,CONTRACT,WEEKEND,611,3,39,0.0343,emb_v2
2054-12,JOB_BOARD,Role_468_Technician,OCCXW200468,SKC00468,Statistics,Salesforce,PowerBI,0,6,1,115267,167284,INTERN,NIGHT,722,20,27,0.5847,emb_v4
2055-01,STAFFING_FIRM,Role_469_Specialist,OCCXW200469,SKC00469,ProjectMgmt,Accounting,Spark,0,7,0,56590,84389,TEMP,FLEX,522,81,31,0.4721,emb_v3
2055-02,COMPANY_SITE,Role_470_Analyst,OCCXW200470,SKC00470,Salesforce,Salesforce,React,0,8,1,123937,134649,TEMP,WEEKEND,523,25,42,0.1007,emb_v2
2055-03,AGGREGATOR,Role_471_Engineer,OCCXW200471,SKC00471,Healthcare,SQL,SAP,0,7,0,77919,106084,CONTRACT,DAY,722,37,31,0.8994,emb_v1
2055-04,ATS_FEED,Role_472_Manager,OCCXW200472,SKC00472,Statistics,Communication,Salesforce,1,3,0,48474,110874,FULL_TIME,FLEX,423,10,40,0.207,emb_v1
2055-05,ATS_FEED,Role_473_Technician,OCCXW200473,SKC00473,ComputerVision,GCP,Healthcare,1,6,0,89764,136456,PART_TIME,NIGHT,621,47,41,0.4878,emb_v2
2055-06,ATS_FEED,Role_474_Specialist,OCCXW200474,SKC00474,SupplyChain,Docker,AWS,1,2,0,134713,212312,INTERN,NIGHT,611,27,43,0.1256,emb_v2
2055-07,AGGREGATOR,Role_475_Analyst,OCCXW200475,SKC00475,Python,React,NLP,1,3,0,83091,124907,FULL_TIME,DAY,611,48,49,0.0117,emb_v3
2055-08,ATS_FEED,Role_476_Engineer,OCCXW200476,SKC00476,Java,GCP,Salesforce,1,9,0,114319,145554,PART_TIME,FLEX,531,70,35,0.3795,emb_v4
2055-09,JOB_BOARD,Role_477_Manager,OCCXW200477,SKC00477,Healthcare,Azure,SAP,0,8,1,46864,136339,TEMP,DAY,511,74,40,0.4986,emb_v3
2055-10,ATS_FEED,Role_478_Technician,OCCXW200478,SKC00478,SAP,Salesforce,Java,0,3,1,90641,124322,PART_TIME,WEEKEND,711,15,31,0.7845,emb_v4
2055-11,COMPANY_SITE,Role_479_Specialist,OCCXW200479,SKC00479,RetailOps,Tableau,Python,0,6,1,98417,121711,FULL_TIME,DAY,541,22,42,0.4919,emb_v1
2055-12,COMPANY_SITE,Role_480_Analyst,OCCXW200480,SKC00480,React,Azure,Healthcare,1,5,0,45482,99027,INTERN,FLEX,523,8,40,0.1971,emb_v4
2056-01,ATS_FEED,Role_481_Engineer,OCCXW200481,SKC00481,Cybersecurity,AWS,GCP,1,5,1,135636,188423,PART_TIME,SHIFT,561,25,31,0.2802,emb_v2
2056-02,COMPANY_SITE,Role_482_Manager,OCCXW200482,SKC00482,Communication,SupplyChain,GCP,0,10,0,157416,163677,CONTRACT,SHIFT,531,48,38,0.5704,emb_v1
2056-03,ATS_FEED,Role_483_Technician,OCCXW200483,SKC00483,Excel,Java,CustomerSupport,0,1,0,70384,93850,PART_TIME,FLEX,623,38,51,0.1931,emb_v2
2056-04,JOB_BOARD,Role_484_Specialist,OCCXW200484,SKC00484,NLP,Kubernetes,Linux,1,6,1,84295,111852,PART_TIME,NIGHT,561,45,36,0.4123,emb_v4
2056-05,ATS_FEED,Role_485_Analyst,OCCXW200485,SKC00485,Cybersecurity,Cybersecurity,ComputerVision,0,4,1,35353,92867,INTERN,WEEKEND,561,71,42,0.2396,emb_v1
2056-06,AGGREGATOR,Role_486_Engineer,OCCXW200486,SKC00486,SupplyChain,Java,Azure,0,5,0,153401,216541,INTERN,WEEKEND,518,48,42,0.652,emb_v3
2056-07,COMPANY_SITE,Role_487_Manager,OCCXW200487,SKC00487,Linux,SupplyChain,Communication,0,7,0,122395,174497,FULL_TIME,NIGHT,519,89,29,0.7858,emb_v3
2056-08,ATS_FEED,Role_488_Technician,OCCXW200488,SKC00488,JavaScript,Airflow,NLP,0,10,0,152726,202830,TEMP,FLEX,523,15,27,0.0137,emb_v2
2056-09,AGGREGATOR,Role_489_Specialist,OCCXW200489,SKC00489,Accounting,SQL,PowerBI,0,10,0,131594,155004,PART_TIME,FLEX,623,70,37,0.9614,emb_v2
2056-10,STAFFING_FIRM,Role_490_Analyst,OCCXW200490,SKC00490,Linux,Java,SAP,0,8,0,55506,97461,TEMP,FLEX,511,58,37,0.2029,emb_v3
2056-11,AGGREGATOR,Role_491_Engineer,OCCXW200491,SKC00491,Statistics,Cybersecurity,NodeJS,0,1,1,139934,152485,TEMP,DAY,522,84,37,0.2776,emb_v4
2056-12,COMPANY_SITE,Role_492_Manager,OCCXW200492,SKC00492,NLP,PowerBI,Airflow,0,8,1,143904,181073,CONTRACT,NIGHT,711,54,47,0.1384,emb_v4
2057-01,JOB_BOARD,Role_493_Technician,OCCXW200493,SKC00493,JavaScript,RetailOps,Salesforce,0,1,0,65928,80921,FULL_TIME,WEEKEND,511,43,41,0.6677,emb_v1
2057-02,COMPANY_SITE,Role_494_Specialist,OCCXW200494,SKC00494,Healthcare,NLP,Accounting,0,3,0,107636,159636,INTERN,FLEX,561,78,45,0.1302,emb_v3
2057-03,JOB_BOARD,Role_495_Analyst,OCCXW200495,SKC00495,Docker,JavaScript,Statistics,0,7,1,151387,232517,FULL_TIME,FLEX,561,29,36,0.5084,emb_v1
2057-04,AGGREGATOR,Role_496_Engineer,OCCXW200496,SKC00496,React,Python,Accounting,0,9,0,152012,206184,FULL_TIME,NIGHT,621,42,48,0.7438,emb_v1
2057-05,COMPANY_SITE,Role_497_Manager,OCCXW200497,SKC00497,Airflow,Python,Spark,0,3,0,128186,197221,INTERN,DAY,623,63,41,0.6722,emb_v2
2057-06,JOB_BOARD,Role_498_Technician,OCCXW200498,SKC00498,Airflow,Tableau,GCP,1,7,0,133717,158138,TEMP,NIGHT,531,44,25,0.4413,emb_v1
2057-07,JOB_BOARD,Role_499_Specialist,OCCXW200499,SKC00499,AWS,RetailOps,SAP,1,10,0,153120,181997,CONTRACT,WEEKEND,524,47,32,0.9947,emb_v4
2057-08,COMPANY_SITE,Role_500_Analyst,OCCXW200500,SKC00500,Salesforce,ComputerVision,ProjectMgmt,1,4,0,76344,153611,CONTRACT,DAY,541,26,33,0.2052,emb_v4
2057-09,STAFFING_FIRM,Role_501_Engineer,OCCXW200501,SKC00501,RetailOps,SupplyChain,Cybersecurity,0,6,0,129447,214952,TEMP,NIGHT,511,81,37,0.5235,emb_v1
2057-10,COMPANY_SITE,Role_502_Manager,OCCXW200502,SKC00502,Azure,Accounting,Spark,0,10,0,51798,141080,FULL_TIME,NIGHT,711,13,37,0.8422,emb_v1
2057-11,COMPANY_SITE,Role_503_Technician,OCCXW200503,SKC00503,SQL,SupplyChain,Spark,0,1,1,131517,191082,INTERN,DAY,236,79,36,0.8602,emb_v3
2057-12,STAFFING_FIRM,Role_504_Specialist,OCCXW200504,SKC00504,Python,RetailOps,React,0,3,1,66167,110781,PART_TIME,FLEX,236,39,35,0.4256,emb_v2
2058-01,COMPANY_SITE,Role_505_Analyst,OCCXW200505,SKC00505,NodeJS,SAP,Airflow,1,3,1,60899,126432,CONTRACT,NIGHT,621,22,40,0.5868,emb_v4
2058-02,JOB_BOARD,Role_506_Engineer,OCCXW200506,SKC00506,Azure,CustomerSupport,Accounting,0,5,1,117978,199199,TEMP,FLEX,423,35,43,0.5086,emb_v4
2058-03,COMPANY_SITE,Role_507_Manager,OCCXW200507,SKC00507,Communication,Communication,Excel,0,10,1,83461,136528,CONTRACT,DAY,561,74,38,0.7021,emb_v1
2058-04,AGGREGATOR,Role_508_Technician,OCCXW200508,SKC00508,Statistics,PowerBI,ComputerVision,0,7,0,73831,95097,CONTRACT,SHIFT,445,43,34,0.6998,emb_v2
2058-05,STAFFING_FIRM,Role_509_Specialist,OCCXW200509,SKC00509,RetailOps,Java,AWS,0,1,0,61850,80805,TEMP,SHIFT,621,71,24,0.2842,emb_v3
2058-06,ATS_FEED,Role_510_Analyst,OCCXW200510,SKC00510,Statistics,Cybersecurity,Linux,1,0,0,45715,109787,FULL_TIME,DAY,711,71,28,0.785,emb_v2
2058-07,JOB_BOARD,Role_511_Engineer,OCCXW200511,SKC00511,ComputerVision,Tableau,Airflow,0,0,1,144447,225500,CONTRACT,WEEKEND,423,31,22,0.0317,emb_v4
2058-08,JOB_BOARD,Role_512_Manager,OCCXW200512,SKC00512,Cybersecurity,RetailOps,Excel,1,8,0,111279,169955,CONTRACT,NIGHT,531,33,47,0.8584,emb_v1
2058-09,JOB_BOARD,Role_513_Technician,OCCXW200513,SKC00513,NLP,JavaScript,Excel,1,7,0,143968,219730,INTERN,FLEX,519,8,30,0.8812,emb_v4
2058-10,COMPANY_SITE,Role_514_Specialist,OCCXW200514,SKC00514,JavaScript,Azure,Java,0,4,1,152227,223374,CONTRACT,WEEKEND,236,34,33,0.4074,emb_v3
2058-11,JOB_BOARD,Role_515_Analyst,OCCXW200515,SKC00515,Cybersecurity,Accounting,Salesforce,0,6,1,39876,65252,INTERN,WEEKEND,561,4,38,0.0532,emb_v4
2058-12,JOB_BOARD,Role_516_Engineer,OCCXW200516,SKC00516,NLP,Docker,NLP,1,0,0,110082,119555,PART_TIME,SHIFT,611,61,32,0.0717,emb_v3
2059-01,STAFFING_FIRM,Role_517_Manager,OCCXW200517,SKC00517,Excel,Azure,SQL,0,7,0,44233,118365,INTERN,NIGHT,621,78,36,0.9512,emb_v4
2059-02,ATS_FEED,Role_518_Technician,OCCXW200518,SKC00518,Salesforce,Tableau,Java,0,3,0,59167,124801,PART_TIME,WEEKEND,518,35,38,0.1808,emb_v1
2059-03,COMPANY_SITE,Role_519_Specialist,OCCXW200519,SKC00519,React,Airflow,JavaScript,1,1,1,77305,149988,FULL_TIME,NIGHT,519,55,30,0.9654,emb_v2
2059-04,STAFFING_FIRM,Role_520_Analyst,OCCXW200520,SKC00520,Kubernetes,Accounting,Cybersecurity,0,3,1,67794,146744,TEMP,NIGHT,523,77,40,0.0132,emb_v2
2059-05,COMPANY_SITE,Role_521_Engineer,OCCXW200521,SKC00521,SQL,ComputerVision,NLP,0,9,0,90212,126473,PART_TIME,DAY,711,63,24,0.7913,emb_v3
2059-06,STAFFING_FIRM,Role_522_Manager,OCCXW200522,SKC00522,Salesforce,Airflow,Healthcare,0,5,0,121359,151532,TEMP,DAY,523,40,41,0.0175,emb_v1
2059-07,STAFFING_FIRM,Role_523_Technician,OCCXW200523,SKC00523,PowerBI,GCP,Azure,0,6,1,110940,129688,INTERN,SHIFT,522,81,34,0.8724,emb_v2
2059-08,COMPANY_SITE,Role_524_Specialist,OCCXW200524,SKC00524,GCP,Cybersecurity,Spark,0,5,1,129710,162480,FULL_TIME,NIGHT,621,81,35,0.5103,emb_v2
2059-09,STAFFING_FIRM,Role_525_Analyst,OCCXW200525,SKC00525,Communication,Kubernetes,Tableau,0,3,1,45643,66640,INTERN,DAY,522,81,32,0.1434,emb_v3
2059-10,JOB_BOARD,Role_526_Engineer,OCCXW200526,SKC00526,GCP,Azure,CustomerSupport,1,2,0,39262,48162,INTERN,FLEX,811,27,37,0.4672,emb_v4
2059-11,JOB_BOARD,Role_527_Manager,OCCXW200527,SKC00527,SAP,Communication,SupplyChain,0,2,1,149830,173958,FULL_TIME,DAY,236,11,28,0.8728,emb_v3
2059-12,COMPANY_SITE,Role_528_Technician,OCCXW200528,SKC00528,SupplyChain,PowerBI,Airflow,1,0,1,70748,84542,TEMP,WEEKEND,524,54,31,0.5338,emb_v3
2060-01,AGGREGATOR,Role_529_Specialist,OCCXW200529,SKC00529,Healthcare,Java,ProjectMgmt,0,9,0,78488,167139,FULL_TIME,SHIFT,811,85,34,0.1971,emb_v3
2060-02,STAFFING_FIRM,Role_530_Analyst,OCCXW200530,SKC00530,Cybersecurity,Communication,ComputerVision,1,2,0,108019,127344,INTERN,FLEX,511,40,34,0.7991,emb_v3
2060-03,COMPANY_SITE,Role_531_Engineer,OCCXW200531,SKC00531,Azure,JavaScript,Docker,1,10,1,124098,131930,FULL_TIME,DAY,623,49,46,0.8224,emb_v3
2060-04,COMPANY_SITE,Role_532_Manager,OCCXW200532,SKC00532,Healthcare,Azure,Communication,0,9,1,52449,86210,INTERN,FLEX,811,76,34,0.2042,emb_v1
2060-05,ATS_FEED,Role_533_Technician,OCCXW200533,SKC00533,NodeJS,Cybersecurity,SQL,0,6,0,147400,193912,TEMP,FLEX,423,9,50,0.6981,emb_v1
2060-06,AGGREGATOR,Role_534_Specialist,OCCXW200534,SKC00534,GCP,GCP,Java,0,6,0,109316,135390,PART_TIME,WEEKEND,622,72,42,0.476,emb_v2
2060-07,AGGREGATOR,Role_535_Analyst,OCCXW200535,SKC00535,Linux,Cybersecurity,Excel,0,4,0,149434,238920,CONTRACT,WEEKEND,531,72,42,0.3508,emb_v1
2060-08,AGGREGATOR,Role_536_Engineer,OCCXW200536,SKC00536,Spark,React,SQL,1,3,1,89160,105166,PART_TIME,NIGHT,524,19,42,0.4445,emb_v3
2060-09,JOB_BOARD,Role_537_Manager,OCCXW200537,SKC00537,Tableau,Python,Docker,1,8,0,102674,167656,TEMP,DAY,623,7,41,0.4965,emb_v4
2060-10,ATS_FEED,Role_538_Technician,OCCXW200538,SKC00538,RetailOps,GCP,Azure,0,7,1,136996,206012,PART_TIME,NIGHT,722,4,32,0.4928,emb_v3
2060-11,STAFFING_FIRM,Role_539_Specialist,OCCXW200539,SKC00539,AWS,Healthcare,React,1,10,0,145175,218793,FULL_TIME,NIGHT,531,18,27,0.137,emb_v2
2060-12,AGGREGATOR,Role_540_Analyst,OCCXW200540,SKC00540,CustomerSupport,Python,Tableau,0,8,0,158315,196433,TEMP,WEEKEND,623,35,33,0.6794,emb_v3
2061-01,ATS_FEED,Role_541_Engineer,OCCXW200541,SKC00541,ComputerVision,Tableau,Accounting,0,10,0,112522,126149,FULL_TIME,DAY,519,47,40,0.1812,emb_v2
2061-02,AGGREGATOR,Role_542_Manager,OCCXW200542,SKC00542,Cybersecurity,NLP,React,1,3,1,44331,120772,TEMP,DAY,519,34,34,0.0471,emb_v2
2061-03,STAFFING_FIRM,Role_543_Technician,OCCXW200543,SKC00543,SupplyChain,Python,Azure,1,7,1,120636,135301,CONTRACT,WEEKEND,811,85,41,0.3343,emb_v3
2061-04,COMPANY_SITE,Role_544_Specialist,OCCXW200544,SKC00544,Statistics,SupplyChain,Java,0,10,0,65438,76679,FULL_TIME,FLEX,722,53,38,0.5564,emb_v1
2061-05,STAFFING_FIRM,Role_545_Analyst,OCCXW200545,SKC00545,React,ComputerVision,Cybersecurity,0,7,0,151284,159071,CONTRACT,DAY,811,47,37,0.5312,emb_v1
2061-06,JOB_BOARD,Role_546_Engineer,OCCXW200546,SKC00546,Python,SupplyChain,Salesforce,0,3,1,156427,184010,TEMP,WEEKEND,711,22,33,0.7549,emb_v1
2061-07,COMPANY_SITE,Role_547_Manager,OCCXW200547,SKC00547,SAP,SAP,SupplyChain,0,6,0,137029,209134,TEMP,WEEKEND,541,44,40,0.6132,emb_v1
2061-08,STAFFING_FIRM,Role_548_Technician,OCCXW200548,SKC00548,Java,JavaScript,Accounting,1,6,1,137154,181664,FULL_TIME,WEEKEND,423,77,34,0.1527,emb_v3
2061-09,AGGREGATOR,Role_549_Specialist,OCCXW200549,SKC00549,SAP,Statistics,GCP,0,9,0,138112,145079,FULL_TIME,FLEX,236,26,23,0.8254,emb_v1
2061-10,AGGREGATOR,Role_550_Analyst,OCCXW200550,SKC00550,PowerBI,RetailOps,Excel,1,5,0,135476,151724,FULL_TIME,WEEKEND,519,83,35,0.66,emb_v3
2061-11,ATS_FEED,Role_551_Engineer,OCCXW200551,SKC00551,Communication,Accounting,Cybersecurity,0,8,0,81129,107029,PART_TIME,NIGHT,531,16,38,0.3921,emb_v3
2061-12,AGGREGATOR,Role_552_Manager,OCCXW200552,SKC00552,Accounting,Python,Airflow,0,8,1,140135,156739,FULL_TIME,FLEX,511,72,33,0.3189,emb_v2
2062-01,STAFFING_FIRM,Role_553_Technician,OCCXW200553,SKC00553,Airflow,PowerBI,SQL,0,10,0,153156,226944,CONTRACT,FLEX,623,8,34,0.5014,emb_v2
2062-02,STAFFING_FIRM,Role_554_Specialist,OCCXW200554,SKC00554,Statistics,Tableau,NodeJS,1,8,1,51077,108158,TEMP,NIGHT,811,45,37,0.47,emb_v3
2062-03,STAFFING_FIRM,Role_555_Analyst,OCCXW200555,SKC00555,Kubernetes,Python,Docker,1,9,0,53729,89586,FULL_TIME,NIGHT,517,39,50,0.8043,emb_v4
2062-04,JOB_BOARD,Role_556_Engineer,OCCXW200556,SKC00556,Cybersecurity,Statistics,SupplyChain,0,1,1,99864,151236,FULL_TIME,WEEKEND,541,60,36,0.3307,emb_v3
2062-05,JOB_BOARD,Role_557_Manager,OCCXW200557,SKC00557,Spark,Python,GCP,0,3,1,89213,138575,INTERN,SHIFT,523,84,42,0.9184,emb_v3
2062-06,STAFFING_FIRM,Role_558_Technician,OCCXW200558,SKC00558,Salesforce,Salesforce,Java,0,2,1,93210,100890,PART_TIME,WEEKEND,622,38,33,0.5948,emb_v3
2062-07,JOB_BOARD,Role_559_Specialist,OCCXW200559,SKC00559,Java,Salesforce,CustomerSupport,0,8,1,102738,172429,INTERN,DAY,921,40,31,0.2611,emb_v4
2062-08,STAFFING_FIRM,Role_560_Analyst,OCCXW200560,SKC00560,ProjectMgmt,Communication,CustomerSupport,0,8,0,159617,173467,TEMP,WEEKEND,445,52,36,0.8366,emb_v4
2062-09,COMPANY_SITE,Role_561_Engineer,OCCXW200561,SKC00561,Excel,React,RetailOps,0,7,1,80673,96693,CONTRACT,NIGHT,518,18,28,0.323,emb_v4
2062-10,STAFFING_FIRM,Role_562_Manager,OCCXW200562,SKC00562,Salesforce,Python,SupplyChain,0,5,0,154812,179427,FULL_TIME,SHIFT,611,90,49,0.9544,emb_v3
2062-11,JOB_BOARD,Role_563_Technician,OCCXW200563,SKC00563,Healthcare,JavaScript,CustomerSupport,1,1,0,44868,102055,INTERN,DAY,524,47,46,0.742,emb_v4
2062-12,COMPANY_SITE,Role_564_Specialist,OCCXW200564,SKC00564,Airflow,NodeJS,Cybersecurity,1,7,0,86239,172367,INTERN,NIGHT,722,50,32,0.0572,emb_v1
2063-01,AGGREGATOR,Role_565_Analyst,OCCXW200565,SKC00565,SupplyChain,RetailOps,Tableau,0,2,0,122285,146151,TEMP,DAY,511,49,44,0.8248,emb_v4
2063-02,STAFFING_FIRM,Role_566_Engineer,OCCXW200566,SKC00566,ProjectMgmt,RetailOps,Cybersecurity,0,4,1,81260,146765,PART_TIME,FLEX,511,56,33,0.4421,emb_v4
2063-03,STAFFING_FIRM,Role_567_Manager,OCCXW200567,SKC00567,SupplyChain,Cybersecurity,Accounting,1,8,1,159121,193265,CONTRACT,DAY,621,30,31,0.9094,emb_v2
2063-04,COMPANY_SITE,Role_568_Technician,OCCXW200568,SKC00568,ComputerVision,Healthcare,Java,0,5,1,90116,161907,INTERN,FLEX,332,74,28,0.5697,emb_v2
2063-05,JOB_BOARD,Role_569_Specialist,OCCXW200569,SKC00569,RetailOps,GCP,GCP,1,5,0,158486,219738,PART_TIME,NIGHT,611,5,38,0.82,emb_v1
2063-06,JOB_BOARD,Role_570_Analyst,OCCXW200570,SKC00570,Excel,PowerBI,Python,0,1,0,80038,107368,TEMP,DAY,522,61,40,0.8988,emb_v2
2063-07,STAFFING_FIRM,Role_571_Engineer,OCCXW200571,SKC00571,ProjectMgmt,SAP,Tableau,0,2,0,110678,151994,TEMP,DAY,811,84,38,0.4442,emb_v3
2063-08,ATS_FEED,Role_572_Manager,OCCXW200572,SKC00572,CustomerSupport,Cybersecurity,GCP,0,8,0,51996,123269,CONTRACT,NIGHT,811,55,32,0.331,emb_v1
2063-09,COMPANY_SITE,Role_573_Technician,OCCXW200573,SKC00573,Salesforce,RetailOps,Excel,0,4,1,137101,145165,FULL_TIME,WEEKEND,622,16,32,0.1948,emb_v3
2063-10,COMPANY_SITE,Role_574_Specialist,OCCXW200574,SKC00574,Communication,Java,JavaScript,0,10,1,96903,117343,TEMP,DAY,711,59,41,0.4502,emb_v2
2063-11,STAFFING_FIRM,Role_575_Analyst,OCCXW200575,SKC00575,PowerBI,ProjectMgmt,Excel,0,9,1,89610,169002,CONTRACT,SHIFT,445,60,28,0.7783,emb_v4
2063-12,JOB_BOARD,Role_576_Engineer,OCCXW200576,SKC00576,GCP,Azure,GCP,1,3,0,109241,121480,TEMP,WEEKEND,332,57,32,0.7357,emb_v1
2064-01,JOB_BOARD,Role_577_Manager,OCCXW200577,SKC00577,Cybersecurity,NLP,Excel,1,4,1,88080,160432,CONTRACT,WEEKEND,517,45,40,0.0129,emb_v4
2064-02,COMPANY_SITE,Role_578_Technician,OCCXW200578,SKC00578,Azure,Communication,Linux,1,6,1,104290,170773,PART_TIME,SHIFT,711,37,33,0.7346,emb_v2
2064-03,AGGREGATOR,Role_579_Specialist,OCCXW200579,SKC00579,React,ProjectMgmt,JavaScript,0,10,0,155503,168419,PART_TIME,NIGHT,511,36,44,0.6636,emb_v3
2064-04,JOB_BOARD,Role_580_Analyst,OCCXW200580,SKC00580,NLP,SupplyChain,CustomerSupport,0,0,1,115901,129020,TEMP,SHIFT,711,46,33,0.6921,emb_v1
2064-05,ATS_FEED,Role_581_Engineer,OCCXW200581,SKC00581,NLP,JavaScript,GCP,0,2,0,101617,187146,CONTRACT,WEEKEND,522,60,39,0.5531,emb_v4
2064-06,AGGREGATOR,Role_582_Manager,OCCXW200582,SKC00582,Linux,Airflow,Azure,0,3,0,94300,147795,PART_TIME,FLEX,332,33,45,0.6407,emb_v2
2064-07,ATS_FEED,Role_583_Technician,OCCXW200583,SKC00583,CustomerSupport,Linux,Azure,0,1,1,152854,218519,INTERN,FLEX,711,67,38,0.1707,emb_v1
2064-08,COMPANY_SITE,Role_584_Specialist,OCCXW200584,SKC00584,Salesforce,NodeJS,GCP,0,8,1,64850,134473,PART_TIME,FLEX,445,82,28,0.7935,emb_v4
2064-09,ATS_FEED,Role_585_Analyst,OCCXW200585,SKC00585,Azure,Azure,Healthcare,0,0,1,102340,139553,PART_TIME,WEEKEND,621,71,25,0.269,emb_v2
2064-10,STAFFING_FIRM,Role_586_Engineer,OCCXW200586,SKC00586,Docker,AWS,Airflow,0,2,1,134957,202913,TEMP,WEEKEND,511,60,35,0.9895,emb_v4
2064-11,AGGREGATOR,Role_587_Manager,OCCXW200587,SKC00587,Python,Accounting,Spark,0,3,0,90104,178756,INTERN,FLEX,561,54,31,0.0892,emb_v4
2064-12,STAFFING_FIRM,Role_588_Technician,OCCXW200588,SKC00588,Azure,GCP,NLP,0,4,0,94925,155086,TEMP,WEEKEND,517,55,33,0.6131,emb_v2
2065-01,AGGREGATOR,Role_589_Specialist,OCCXW200589,SKC00589,Docker,NodeJS,React,0,9,0,66901,149468,CONTRACT,WEEKEND,522,85,34,0.5443,emb_v3
2065-02,ATS_FEED,Role_590_Analyst,OCCXW200590,SKC00590,NodeJS,AWS,JavaScript,1,10,0,140231,198678,INTERN,NIGHT,621,90,34,0.7914,emb_v3
2065-03,AGGREGATOR,Role_591_Engineer,OCCXW200591,SKC00591,Linux,Healthcare,SQL,1,3,1,74050,95381,CONTRACT,SHIFT,711,22,34,0.6717,emb_v4
2065-04,STAFFING_FIRM,Role_592_Manager,OCCXW200592,SKC00592,Communication,Linux,Tableau,0,6,1,94375,149807,TEMP,NIGHT,531,62,31,0.3555,emb_v1
2065-05,AGGREGATOR,Role_593_Technician,OCCXW200593,SKC00593,ComputerVision,Docker,Airflow,1,9,0,41963,111778,FULL_TIME,WEEKEND,621,67,33,0.1081,emb_v3
2065-06,AGGREGATOR,Role_594_Specialist,OCCXW200594,SKC00594,AWS,NodeJS,RetailOps,1,3,0,110648,187511,CONTRACT,FLEX,531,80,37,0.5629,emb_v3
2065-07,JOB_BOARD,Role_595_Analyst,OCCXW200595,SKC00595,RetailOps,Azure,Statistics,0,8,0,111980,195090,PART_TIME,FLEX,541,9,33,0.8089,emb_v2
2065-08,AGGREGATOR,Role_596_Engineer,OCCXW200596,SKC00596,NLP,ComputerVision,SAP,1,6,1,139170,172036,CONTRACT,FLEX,524,44,38,0.5323,emb_v1
2065-09,COMPANY_SITE,Role_597_Manager,OCCXW200597,SKC00597,NLP,Linux,React,0,8,0,106006,145910,INTERN,DAY,445,79,37,0.3375,emb_v3
2065-10,STAFFING_FIRM,Role_598_Technician,OCCXW200598,SKC00598,Salesforce,RetailOps,SQL,0,1,1,122884,195319,PART_TIME,FLEX,522,18,41,0.613,emb_v2
2065-11,JOB_BOARD,Role_599_Specialist,OCCXW200599,SKC00599,Tableau,SAP,PowerBI,1,10,1,108713,192509,FULL_TIME,WEEKEND,722,21,37,0.3974,emb_v1
2065-12,JOB_BOARD,Role_600_Analyst,OCCXW200600,SKC00600,SQL,SAP,AWS,0,9,0,53962,93321,CONTRACT,WEEKEND,623,81,35,0.6125,emb_v3
2066-01,COMPANY_SITE,Role_601_Engineer,OCCXW200601,SKC00601,GCP,SupplyChain,Tableau,0,5,0,143617,215359,CONTRACT,WEEKEND,722,6,30,0.5381,emb_v2
2066-02,ATS_FEED,Role_602_Manager,OCCXW200602,SKC00602,Java,Accounting,Excel,0,2,1,118570,139236,FULL_TIME,SHIFT,811,61,42,0.5027,emb_v4
2066-03,ATS_FEED,Role_603_Technician,OCCXW200603,SKC00603,Linux,Spark,Python,0,6,0,129843,214125,FULL_TIME,SHIFT,711,45,39,0.6457,emb_v4
