edu_finance_fiscal_year,edu_finance_lea_id,edu_finance_revenue_local,edu_finance_revenue_state,edu_finance_revenue_federal,edu_finance_expenditure_instruction,edu_finance_expenditure_support_services,edu_finance_expenditure_capital,edu_finance_expenditure_debt_service,edu_finance_teacher_salary_average,edu_finance_administrator_salary_average,edu_finance_benefits_cost_total,edu_finance_facility_condition_index,edu_finance_technology_spend_per_student,edu_finance_transport_spend_per_student,edu_finance_special_ed_spend_share_pct,edu_finance_ell_program_spend_share_pct,edu_finance_fund_balance_end_year,edu_finance_pension_liability_estimate,edu_finance_audit_finding_count
2012,LEA100521,3011185255,1393615780,1419483899,1682757714,378397242,664199591,606358256,69606,153741,656400446,0.236,1384,1835,10.4,3.35,1013338253,18977739,10
2016,LEA100522,2869403367,5220269586,853259455,1797957815,860576678,690056428,777680071,64334,140829,1171067657,0.936,835,590,20.91,4.6,1001280239,576807691,5
2021,LEA100523,2092022349,3837025337,312289420,1611468319,3014733731,104662337,473677215,69972,71602,2279095442,0.388,136,1714,7.42,15.59,1031494927,3125639522,6
2021,LEA100524,1355953407,2447369220,435683560,483663390,2599363336,247315215,699978164,95695,106634,2377079512,0.885,544,1903,16.71,4.37,631723357,1502475605,0
2023,LEA100525,1548377051,486598020,1401797326,2522371564,2326416055,1468333582,631633150,62542,108051,2192717658,0.201,892,1183,14.11,3.58,346593839,1576416124,3
2013,LEA100526,2068540822,5450704410,1296969816,5071041768,50470265,285414841,660557650,77786,172287,1155808870,0.725,2047,2682,10.62,0.67,25338153,527140561,0
2013,LEA100527,679791716,2561601320,1255787908,153000057,625399091,260479037,885502276,64924,182198,1894871181,0.821,1495,2527,12.53,10.1,777352860,270940357,4
2010,LEA100528,2271492965,4238176848,1457960430,1419658028,696818423,729834573,866980181,99456,58353,741075865,0.84,718,1248,21.24,15.63,85232174,3072843736,2
2023,LEA100529,1305071747,4537337253,726759801,397646476,1919561885,99670824,808918254,101816,149256,243984626,0.35,145,1350,25.88,4.86,493118067,389219109,6
2014,LEA100530,2990797841,4366237921,666363051,367497199,1258014027,188749592,867148175,42670,157448,1544034360,0.928,2147,998,16.52,10.54,618131054,3317778070,6
2008,LEA100531,1215298810,1155374925,8394526,6006539070,339791887,993129220,493974632,66757,164158,1199930708,0.309,2109,2496,25.64,6.65,70261856,663319139,7
2011,LEA100532,252406555,4214288488,1499396239,2255058301,1283876759,1122692557,588557675,64725,182552,897241174,0.4,944,308,8.7,17.84,386678804,585639289,9
2025,LEA100533,561564277,506651683,409668693,4764329168,2806613469,1762915242,737143226,73670,148257,2004666204,0.292,1948,1244,10.65,4.22,659756401,1772687006,7
2013,LEA100534,952889827,1824795884,1304969478,425840495,1772011380,944913305,233984679,91969,150298,257844115,0.836,225,1523,23.97,7.96,62614350,2672323549,1
2020,LEA100535,1462622786,2933543148,307280814,5883423249,1462279353,1152732559,612663700,40083,182620,1469998652,0.98,707,1744,17.21,16.21,237771013,1656092469,3
2025,LEA100536,763671064,4833959522,768271460,2351706860,1055723085,1758406311,4378138,66358,92230,1541749469,0.645,1820,1944,14.75,14.62,820015519,2040676126,5
2025,LEA100537,623322520,1299968545,609063168,2875671843,1118111842,632667996,503565292,75624,173389,1241010441,0.24,1850,2080,12.17,13.7,677001305,1846959377,0
2019,LEA100538,2095235427,1894432480,698347142,6006442245,2711240863,465162260,467210240,70078,178107,2111279724,0.761,1458,1247,16.83,8.46,708224448,1170052760,0
2017,LEA100539,1958466434,738469851,117308843,5232570023,1475446077,100361139,614711523,90423,137899,1960399330,0.37,326,550,11.15,0.19,362504674,1665076269,9
2008,LEA100540,768111109,5670773068,72529329,2754362749,835240428,924658839,668747653,54317,65130,74264028,0.527,1725,297,23.79,3.01,974245912,786677179,2
2011,LEA100541,296364852,2250560703,856342964,3475985298,2724282267,981323984,765792231,98100,145857,485336348,0.215,2116,1991,11.25,4.3,1040122832,2995563983,5
2024,LEA100542,2878728391,352454060,1067363584,1714445260,1611551944,985393276,124991441,48812,146314,1300744502,0.948,1238,1161,15.43,9.14,629100035,260511984,4
2024,LEA100543,928565820,4849424199,1366265977,3890953003,462806570,542916501,550855798,53642,122566,567186682,0.381,291,1551,27.24,4.26,942116597,884847252,9
2014,LEA100544,513820236,4597961826,1052282336,4917114723,2054749543,1618504676,154088381,92267,94935,237757511,0.775,1370,1695,15.07,3.87,398370116,3404756822,8
2009,LEA100545,2869019689,3888426148,215112664,3699156027,248409401,546437485,347222716,50021,163225,719787249,0.702,583,1665,21.53,7.91,949282014,1157944320,7
2022,LEA100546,638319921,1419129964,1019767485,311190917,1042070776,30624923,450089771,70279,112941,1421780418,0.807,268,2143,27.94,12.81,759903049,1101577841,13
2020,LEA100547,1584146160,198470264,69779065,1354423486,1899431483,1346543376,614542773,48917,55522,2170911374,0.402,889,110,13.47,14.33,379446220,3141652071,5
2024,LEA100548,1888669767,1824601507,936459233,5747120392,700387509,1235640710,572646428,64652,138997,263616099,0.843,64,2382,17.38,9.52,731891979,2929549078,6
2025,LEA100549,2401143828,3454577630,732058439,6162071544,2013670254,1462358797,113191196,78969,166615,206323901,0.364,447,419,18.99,13.36,-15272899,3400625739,5
2024,LEA100550,3041158950,2274795856,93872094,873696305,2099077518,535325079,836395926,73645,118630,1105222702,0.834,1231,2308,11.58,2.28,14029949,3220232301,11
2019,LEA100551,2895363760,3690346870,234471533,517411940,1316713729,101528659,381120793,39598,78389,412029673,0.253,606,2699,23.19,13.35,38577582,3276936547,11
2009,LEA100552,2486745835,5551690405,940109856,5012839535,2248211580,525878025,686740818,38871,165582,1348156872,0.89,1325,154,13.77,14.63,86619007,3227580460,2
2022,LEA100553,3084363005,3834858668,196553799,3560618480,38063298,1458488049,382493422,96465,141669,836725608,0.748,1453,1620,10.51,15.5,1179297540,1251433031,9
2012,LEA100554,613369420,3041619254,165894323,5224513902,1845858708,1662893998,474353011,100247,76555,1735262777,0.26,1869,2640,26.85,1.88,348289699,1942164026,3
2017,LEA100555,2661362699,633269078,1431985312,4565882188,116153446,1686333333,737703898,74096,137928,344529398,0.972,879,948,23.95,10.54,45207821,1695127796,4
2014,LEA100556,2063059419,3970343926,1262078581,1803378205,569361121,481760852,769477139,62091,84071,1969343762,0.335,470,257,11.1,5.47,430921241,96391665,9
2020,LEA100557,1690541383,2053604825,830067511,754428908,2185414997,1418162141,344597589,49002,115877,2374969309,0.753,1150,89,16.58,3.09,275904117,562586403,13
2020,LEA100558,1772534142,1462678878,737858522,994958953,2677724792,897835753,508695137,73993,117181,150028467,0.511,279,1995,10.51,16.38,555919403,487375278,0
2016,LEA100559,209990882,1391509186,153387009,3649892436,346239927,1022996013,326964213,52858,77621,1359705584,0.33,592,2595,18.78,17.16,352136760,1564792112,1
2019,LEA100560,507733641,950638333,1059219509,4712961394,466497623,225844845,533614014,66233,104051,1906907650,0.451,1104,1682,17.52,0.38,935659182,1551071252,7
2014,LEA100561,1250268164,5121816547,595572927,3442341747,1239090078,86118968,190017773,79768,129455,1390077079,0.261,1135,368,21.11,7.16,643257410,1117306101,10
2011,LEA100562,1041501489,3678609933,792723043,3888724536,1199982967,389559359,104831911,76152,143830,277366056,0.811,1712,523,11.89,11.57,596953527,410088784,7
2009,LEA100563,2461276554,5177022777,893868153,1268482112,668448973,1775118686,352017992,66667,165201,594774082,0.812,2038,1887,9.39,7.3,332038110,3191619471,12
2019,LEA100564,1249002097,1579936690,1104246570,162254066,1254331099,1204602560,618262997,64070,73739,213569701,0.491,2172,407,11.69,4.06,601897674,1488494692,13
2025,LEA100565,183067739,1773729947,626269040,4184196395,429643656,1390380198,349521600,82622,184973,2354873521,0.834,2130,1325,11.91,6.23,683529376,3343497582,5
2009,LEA100566,243016763,4732201588,731146359,6101529363,1870857035,146288857,137998024,42904,174719,932144163,0.535,759,893,15.75,2.53,1146922286,2797316234,2
2021,LEA100567,1876676574,1902392561,677299154,6090923371,1100585324,872659113,711583918,38417,86601,246832755,0.398,1739,2580,18.05,15.86,440399878,68545906,2
2009,LEA100568,3033308676,2093230408,555251108,5238061948,2985410838,361632654,137639923,45369,98389,1403546008,0.981,645,1398,18.36,1.26,1140013991,1186890142,10
2023,LEA100569,2085286330,897505717,244706149,6157365102,1135946852,841048755,126883668,55936,150217,1938137724,0.617,946,1910,19.2,10.69,1196505096,1654558181,6
2013,LEA100570,253063440,1433331685,1423115195,3897626861,579041143,299706588,829063255,81926,126440,1489728481,0.327,323,2120,25.95,0.31,783725882,2891106626,2
2009,LEA100571,2114422394,3964991771,299242656,183598833,2009542786,537723330,276752892,87209,181937,1445501766,0.275,1347,1010,10.13,13.61,313180113,1934297095,7
2014,LEA100572,1556300242,1275692824,1269377165,2219999601,755285682,1421735547,13357209,64086,131394,1446963874,0.507,1448,2057,24.77,3.06,570601471,957307647,13
2023,LEA100573,669089830,5131966715,897070969,2523971208,1004116366,453698335,753869524,99142,101836,1050103312,0.928,895,203,10.23,8.38,533929406,2566641349,6
2021,LEA100574,273304408,1456370347,341233091,1703928825,2012483792,345086776,136638910,69987,86314,866151079,0.885,626,2204,14.37,6.64,-48915655,1367309234,12
2015,LEA100575,1007602210,5560889688,1361082597,597228380,2036255228,119612400,89631457,82500,79515,1959140598,0.525,1844,1949,27.28,9.21,611794560,602751069,1
2009,LEA100576,286303902,2256838506,317209029,742646491,1049595644,1363767426,397196878,57845,58077,1987812782,0.414,1093,2475,21.52,0.67,628785956,1467464164,3
2014,LEA100577,1372280714,520823247,1314090395,3055793565,115003392,693435081,406238288,80584,64769,1704317613,0.831,86,1963,9.56,16.22,301530591,3056046437,2
2017,LEA100578,2475783398,5534464880,36202706,3799261031,1377286795,362349871,623429310,87798,125485,1264093768,0.85,353,1068,19.3,2.12,242838707,1323984715,5
2009,LEA100579,2564918488,240204126,501769805,2368556377,1493826052,1075365342,692545529,78344,176121,895127934,0.505,101,476,18.15,11.53,355666612,3151128032,2
2017,LEA100580,1534745678,4429650017,771866435,4906172643,596831188,1524450777,224586658,59796,117642,1192090355,0.91,2127,657,17.6,14.54,130977114,1693973103,12
2012,LEA100581,143492106,2456583796,909439839,5343688626,3152451229,414100184,655608830,96827,104643,425957036,0.676,1536,1290,16.17,5.96,307572266,3201744968,12
2023,LEA100582,652260787,344248556,520917535,4047402850,1774847868,1048461361,746159383,56663,83780,17973592,0.3,1969,211,27.64,6.98,273260223,1296753349,4
2019,LEA100583,771798765,1655070213,1291660037,2281889280,2230096273,469995656,27745247,94898,99587,2284055611,0.486,341,2693,12.09,11.51,855065579,3119255131,4
2015,LEA100584,926675993,5451445681,803757340,2098184470,537673348,993760449,230660185,53947,152955,2360938533,0.316,854,339,23.84,4.27,946427105,3160675865,12
2024,LEA100585,1592278371,714590559,782623427,4355030494,2353058810,1050993255,217816795,73443,101547,1043332829,0.317,1543,2257,8.48,0.18,234529636,3423252684,3
2014,LEA100586,3160971745,4790153772,110189711,1345678333,1286177818,240300979,446519620,40771,183076,1506404780,0.474,348,1096,27.49,10.86,1090325655,1746871088,9
2021,LEA100587,444905671,2586217320,212766455,2726384298,785400530,1278414435,798003346,67387,163701,1438472272,0.808,1447,1495,16.02,12.93,320430412,820098091,7
2011,LEA100588,1969306608,1437015208,1084539385,4192099951,2002567091,1381514296,274652034,45876,180743,1663166706,0.826,280,2206,19.48,0.5,479348319,3143819298,6
2011,LEA100589,170605857,192083431,676514241,4357621171,3115676647,224610903,439501748,82134,71878,2041558636,0.764,1522,270,8.87,0.26,571784805,113295102,7
2020,LEA100590,1274297111,2716600256,676402561,2055589751,1257375653,1647481600,472145451,59788,62659,1755235294,0.41,1359,464,18.28,14.33,309907817,2214072972,10
2014,LEA100591,2332178406,4779178461,162122812,3064856373,853618674,14525585,86721070,67397,160879,1834042910,0.409,1940,2596,24.46,8.3,1006077666,3385480560,4
2024,LEA100592,3154018132,425320545,168830147,1983828891,28726962,945189121,780527035,97403,105867,46677223,0.844,1336,902,10.84,8.64,1007475423,451896327,9
2009,LEA100593,2596076913,635397959,870137869,3396548134,2216664900,545890957,235420485,92392,59150,1378022302,0.975,1795,159,10.93,11.56,1024974196,2969295115,2
2015,LEA100594,1605752733,2519069272,827317181,5626350614,3103312287,1051832972,413507220,73636,147818,806673535,0.897,468,2075,9.49,10.54,438183690,734671912,11
2022,LEA100595,1834526552,4154320551,930725951,142853718,2367480640,1251900211,216623018,97709,89243,745810833,0.991,639,1552,19.45,9.5,498128715,3170849859,10
2009,LEA100596,1189263140,5750309430,945421355,593708387,1366136751,334832011,168347742,70713,97878,150386329,0.408,2083,650,21.7,15.81,694911749,1547429680,13
2016,LEA100597,1625776522,5746350624,1418749820,570917338,961963159,419720358,429989857,88648,181425,1297262798,0.579,1821,2517,9.57,11.02,748186341,3020721791,1
2022,LEA100598,1909705143,4637047348,625206742,838417573,577234777,488448847,483163473,49877,146617,2358507413,0.36,239,1924,8.27,0.66,127447191,411689337,3
2021,LEA100599,1034743744,4330791027,192030808,3579373207,2078650130,242336562,559038619,99141,160113,832747802,0.244,678,130,7.6,8.22,254346783,2917581081,11
2011,LEA100600,1263559051,3769332534,270614883,3576137237,2604858437,1234631475,444479885,82903,149562,2283858386,0.977,161,336,14.54,1.57,72332671,39492447,9
2025,LEA100601,1616880309,4689045678,176666779,3219396229,1450021998,1506669459,297745468,51833,81596,163670770,0.207,1989,1095,7.94,1.32,559109920,282699929,8
2020,LEA100602,818982648,3992745434,442277882,1312166400,1203217157,243934987,347841447,88318,98637,2124370747,0.825,1540,1600,23.27,12.79,640553282,246906849,13
2009,LEA100603,2389144030,1572125014,1453932105,1880472082,2549735653,21821823,761750254,89413,59418,40990723,0.892,777,1956,13.16,12.06,210568291,2169889326,8
2013,LEA100604,1879459301,5202563888,323354535,3358843265,622888837,1522472413,246819131,101050,119883,2168134092,0.209,1144,607,12.18,9.21,1172744972,707370734,1
2020,LEA100605,1558086910,5429639205,763789854,5327024500,2560440300,180038203,787327152,68749,116249,575343992,0.741,1701,264,11.04,14.63,958079978,2338169222,6
2016,LEA100606,2917856896,737443879,514685031,2713719960,2838333732,1384509753,374295625,94380,116288,2018743771,0.463,1233,2383,20.47,2.07,70883686,1355675955,8
2023,LEA100607,1999802229,4944757969,1228825489,3799261853,2120318930,1321049007,343743858,97231,67390,2197299583,0.904,1230,2242,26.43,10.0,44022945,959977595,1
2008,LEA100608,2019465863,2455255623,701038201,5976845561,1899149240,1109099639,631964186,66878,57298,625096649,0.996,237,570,14.86,13.23,1144501608,2926401252,7
2015,LEA100609,1217277031,283197666,1046379102,334938227,2058883385,647913097,280455837,48255,103656,1315880683,0.315,1061,582,10.26,13.1,578962954,2514721746,10
2016,LEA100610,1114280313,5657269180,222833206,5747267926,1372183806,917904218,413658821,59086,110927,1969918292,0.487,859,1480,22.31,9.99,302267080,1966563306,8
2021,LEA100611,1669859462,1991737714,1105206875,2614140584,2784366950,623376620,453970480,93913,170641,1629691462,0.505,1643,1103,11.81,11.6,58736475,3168520947,7
2014,LEA100612,2246638428,851726531,1339193990,3142053884,1940264678,1728373228,60221455,100030,81212,310988066,0.531,2199,631,20.41,12.89,347426569,894970713,8
2021,LEA100613,1758526576,823351507,1074677152,1548337623,2341807874,1369729957,357564568,78673,98967,149693339,0.809,1675,1509,22.16,9.47,820704670,487945712,6
2017,LEA100614,1083727995,4579908421,1329877042,1466168396,442055908,1018985070,171803618,81219,142466,940119216,0.615,711,574,11.3,4.11,-45678213,3410407303,3
2016,LEA100615,2042865059,410673427,76097009,5988033372,55959677,768045057,386210077,45468,145120,2391052462,0.693,765,2183,15.99,10.0,631421607,1741465379,9
2008,LEA100616,2478637081,4749926161,609912305,1190360130,504826300,139420553,208663101,100447,174039,848390967,0.245,297,239,14.07,7.31,223990361,562765972,2
2022,LEA100617,1728901011,1160838525,111558830,5425757084,497352346,1560035699,712856940,83817,56380,1023555341,0.335,72,1357,9.9,9.88,-16848376,3158900,1
2020,LEA100618,189974058,813712919,694226986,5835676611,238321923,1024811789,394570202,60587,56897,1209026097,0.456,2017,2787,22.66,2.6,981671317,963393185,0
2020,LEA100619,1214030960,2926317575,973055520,2940230989,3085609442,36152440,23894180,38995,94595,605688631,0.957,1717,1916,7.88,5.11,767186115,3466097647,7
2017,LEA100620,3004058531,4934348553,1405435649,1727073804,2950416509,18756787,85599631,78977,76563,908592246,0.554,1578,1744,14.59,8.73,27999377,303250962,8
2017,LEA100621,2990129757,1577352083,498943926,635853799,1942326898,1103904002,140569452,85045,71068,1990443545,0.228,154,1159,13.98,15.85,1190953433,1390620927,11
2023,LEA100622,199368639,4756232213,158025060,1761389029,2271044463,498102248,727118598,88399,138854,1460808413,0.239,708,781,8.69,15.84,230737681,887186496,2
2017,LEA100623,3030652063,1320731553,860697238,5571292673,2454256697,879848889,312972025,52099,69690,960604041,0.365,1127,513,26.0,6.53,146612134,2953565855,1
2017,LEA100624,1841826028,2056459647,1059141390,4530810369,2251387522,114897429,655277132,100803,60724,1175819937,0.255,830,1276,7.55,10.91,388192522,506987889,9
2022,LEA100625,1022783444,4124937979,43030770,4477027131,1135851494,1632695393,230323866,53267,76575,2050167580,0.546,1876,908,24.94,0.29,153301745,282719872,6
2014,LEA100626,2079570261,2116408605,853310785,3584995400,1832283424,305961648,292372909,66195,158292,1203530228,0.311,2133,431,11.91,10.33,-31058486,972787421,0
2011,LEA100627,1962463568,2734154173,1230250613,1007489516,1950137814,1346436931,394876294,50073,173702,553382954,0.502,2085,1919,23.43,6.7,1045087979,1223302440,7
2017,LEA100628,1066460389,2854031810,106481522,3591356115,1787793732,402931119,142481963,87863,80887,1441331825,0.879,1130,2230,8.08,3.93,-23455256,2780497247,9
2025,LEA100629,712307186,1951742909,484658016,5846248566,683742263,291152533,13005160,78922,168571,1333612131,0.922,2136,632,15.77,13.01,526253004,1500921058,5
