food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_inr,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2022,NBH_000648,0.873,2.46,1,1208,474,RURAL_LOW_ACCESS,47.4,2215.67,3.216,2.01,51.32,84,98.48,75.19,16.4,0,47.67,27.16
2024,NBH_000649,0.38,1.955,0,871,390,ADEQUATE_ACCESS,51.23,2316.52,0.897,1.005,27.16,15,58.03,55.58,21.96,1,53.83,63.62
2015,NBH_000650,1.96,1.046,0,563,536,LOW_INCOME_LOW_ACCESS,85.79,7932.43,4.094,1.056,87.34,56,24.61,32.76,4.04,0,59.09,43.54
2023,NBH_000651,0.443,1.066,1,939,205,LOW_INCOME_LOW_ACCESS,56.38,6461.9,3.811,1.321,78.68,83,31.06,31.89,15.11,0,73.08,42.51
2024,NBH_000652,2.222,1.525,1,1309,499,LOW_ACCESS,70.7,9716.98,6.548,4.706,59.38,89,68.14,37.39,7.54,1,19.41,34.32
2025,NBH_000653,3.815,0.171,1,1033,279,URBAN_LOW_ACCESS,73.76,1206.35,4.274,1.246,72.36,75,57.29,65.5,29.37,0,69.84,55.81
2021,NBH_000654,1.755,3.142,1,1495,145,RURAL_LOW_ACCESS,58.11,6080.08,2.18,0.375,48.41,70,79.21,60.93,19.57,1,53.11,80.57
2026,NBH_000655,2.123,2.044,0,385,6,RURAL_LOW_ACCESS,58.34,3712.92,3.045,1.944,82.69,19,34.4,40.38,24.21,0,47.06,62.22
2012,NBH_000656,1.997,1.066,0,1532,590,ADEQUATE_ACCESS,58.45,3939.64,1.575,3.837,49.85,83,32.59,77.0,25.68,0,78.84,69.41
2013,NBH_000657,1.086,2.388,0,102,422,RURAL_LOW_ACCESS,72.12,9936.53,3.333,1.5,46.53,48,71.13,35.64,8.38,0,72.75,48.16
2023,NBH_000658,1.788,0.938,0,1727,369,LOW_INCOME_LOW_ACCESS,31.37,3009.49,5.114,0.603,40.3,68,74.8,73.96,30.65,1,64.57,59.48
2011,NBH_000659,0.05,0.965,0,562,21,ADEQUATE_ACCESS,48.35,9308.76,5.183,1.962,45.14,12,57.71,10.43,20.94,1,50.67,51.16
2014,NBH_000660,3.558,2.224,0,736,551,URBAN_LOW_ACCESS,91.03,8958.12,2.46,2.968,78.44,77,76.91,36.75,15.5,1,44.82,75.91
2020,NBH_000661,0.488,1.657,0,338,264,URBAN_LOW_ACCESS,45.61,1317.08,7.709,0.154,53.46,29,63.19,64.56,19.1,1,55.09,37.51
2017,NBH_000662,2.068,1.255,0,265,362,URBAN_LOW_ACCESS,54.85,1723.13,2.582,2.521,40.22,5,34.65,45.69,26.14,1,42.26,57.65
2022,NBH_000663,2.875,3.021,0,858,152,LOW_ACCESS,79.33,9450.76,0.902,5.565,35.37,15,67.07,48.89,20.18,0,70.12,47.74
2019,NBH_000664,1.773,2.371,0,1324,340,LOW_INCOME_LOW_ACCESS,69.74,5985.58,3.794,1.996,53.32,39,56.35,21.78,17.92,1,69.16,50.72
2025,NBH_000665,2.464,1.11,1,855,402,URBAN_LOW_ACCESS,72.57,7693.08,5.669,2.666,53.82,42,32.52,82.86,11.83,0,85.02,51.47
2024,NBH_000666,3.073,0.0,1,1339,27,LOW_ACCESS,56.98,4314.09,5.81,0.0,55.28,7,46.19,67.95,32.56,0,45.69,51.78
2012,NBH_000667,3.852,2.622,0,1151,619,ADEQUATE_ACCESS,67.04,4114.98,2.509,3.523,79.92,23,54.82,48.21,26.25,1,52.21,38.52
2015,NBH_000668,3.843,1.048,0,150,152,LOW_ACCESS,59.6,10144.44,7.086,1.762,32.44,52,80.41,50.33,9.01,0,54.96,41.15
2015,NBH_000669,2.396,1.541,0,90,215,URBAN_LOW_ACCESS,39.45,2199.24,5.71,2.53,39.53,88,34.24,72.19,19.21,1,80.52,65.25
2020,NBH_000670,1.826,0.807,0,850,545,URBAN_LOW_ACCESS,46.61,1471.51,2.037,2.75,72.47,81,69.44,35.22,16.68,1,83.44,71.42
2011,NBH_000671,1.525,0.42,0,485,132,LOW_ACCESS,62.84,3699.5,0.0,1.477,65.62,87,47.28,51.42,18.74,0,74.85,49.45
2011,NBH_000672,4.645,2.2,1,407,547,RURAL_LOW_ACCESS,38.0,2749.35,3.45,1.435,78.54,88,40.34,52.59,7.52,0,65.58,14.99
2021,NBH_000673,0.308,0.984,0,300,536,LOW_INCOME_LOW_ACCESS,68.74,10853.92,1.576,2.461,8.77,79,69.61,36.84,15.2,0,63.72,26.66
2019,NBH_000674,1.388,0.171,1,1113,598,URBAN_LOW_ACCESS,61.99,7348.31,4.08,4.083,29.06,70,62.25,25.51,36.31,0,57.62,92.47
2021,NBH_000675,3.175,1.077,1,1261,380,RURAL_LOW_ACCESS,65.13,10041.4,6.624,0.0,59.49,48,87.22,55.16,15.4,0,44.18,17.0
2021,NBH_000676,0.89,2.894,0,299,622,ADEQUATE_ACCESS,41.83,1584.92,2.486,1.596,39.91,1,72.14,43.0,24.3,1,31.88,61.1
2024,NBH_000677,3.995,2.27,1,1149,287,LOW_ACCESS,80.96,2465.99,3.055,0.926,40.99,11,29.95,53.14,22.11,0,59.76,18.4
2016,NBH_000678,1.975,1.406,1,719,2,RURAL_LOW_ACCESS,41.57,10615.82,3.792,1.659,73.76,72,50.71,54.46,12.81,0,56.45,40.08
2013,NBH_000679,3.582,2.016,0,1668,432,RURAL_LOW_ACCESS,61.13,5175.45,5.819,0.998,48.33,51,65.8,64.95,16.19,1,60.33,59.67
2024,NBH_000680,2.451,1.626,0,344,416,URBAN_LOW_ACCESS,49.21,8794.52,1.021,1.818,54.97,70,75.11,51.46,16.65,0,48.9,24.41
2011,NBH_000681,2.302,2.438,1,594,529,LOW_ACCESS,63.73,6299.78,6.886,0.0,65.91,87,65.91,62.44,0.76,0,51.39,81.02
2023,NBH_000682,0.174,0.444,0,232,394,ADEQUATE_ACCESS,57.82,1715.03,0.901,0.98,59.39,19,50.43,40.18,0.0,0,59.09,34.92
2015,NBH_000683,3.593,0.389,1,174,160,ADEQUATE_ACCESS,56.91,3718.51,0.321,2.607,50.18,17,38.26,36.94,8.17,1,46.49,42.94
2024,NBH_000684,0.892,2.537,1,134,155,LOW_INCOME_LOW_ACCESS,55.76,2393.05,5.613,1.709,74.87,55,61.01,55.66,8.72,0,66.02,31.09
2025,NBH_000685,4.115,3.495,1,1354,398,LOW_INCOME_LOW_ACCESS,76.37,6582.37,3.66,0.0,55.82,24,65.62,58.01,23.43,0,63.79,59.32
2018,NBH_000686,3.107,2.728,0,649,324,URBAN_LOW_ACCESS,80.91,6127.18,0.0,0.836,42.88,24,85.53,73.86,12.31,0,45.55,33.0
2023,NBH_000687,2.485,1.807,0,1049,569,RURAL_LOW_ACCESS,100.0,11986.36,3.468,4.605,57.12,29,35.35,63.58,8.37,0,28.46,56.16
2018,NBH_000688,2.911,3.009,0,936,514,ADEQUATE_ACCESS,67.13,9523.65,6.467,1.864,83.02,5,66.94,55.79,20.86,1,52.56,63.14
2022,NBH_000689,2.657,2.408,1,1380,400,RURAL_LOW_ACCESS,55.86,1642.47,8.233,0.478,69.12,74,67.45,59.82,25.58,1,59.57,73.29
2017,NBH_000690,0.852,1.838,0,865,578,URBAN_LOW_ACCESS,50.43,8605.09,0.953,0.93,76.64,55,50.52,51.51,14.27,1,28.12,59.69
2017,NBH_000691,1.554,2.5,0,513,333,LOW_INCOME_LOW_ACCESS,78.74,2506.08,8.566,0.898,70.68,87,52.23,24.74,22.67,0,76.31,85.72
2014,NBH_000692,0.05,0.803,0,1545,288,ADEQUATE_ACCESS,36.7,4960.57,3.36,3.836,44.1,13,65.56,32.01,13.87,0,58.47,37.72
2011,NBH_000693,0.05,0.956,0,915,583,RURAL_LOW_ACCESS,52.16,11613.55,6.06,2.62,39.45,13,36.63,52.16,18.98,0,56.3,59.64
2024,NBH_000694,1.154,1.793,0,367,269,ADEQUATE_ACCESS,57.3,11403.48,1.534,2.435,51.71,89,54.06,35.28,23.87,0,40.93,85.26
2013,NBH_000695,0.154,0.587,0,171,577,LOW_INCOME_LOW_ACCESS,65.1,1253.81,2.922,1.632,66.82,40,68.83,55.76,0.0,0,80.36,74.13
2012,NBH_000696,0.227,0.82,1,406,93,RURAL_LOW_ACCESS,58.84,6475.25,6.08,1.025,37.65,43,56.76,48.7,25.21,1,52.67,29.23
2026,NBH_000697,4.596,1.681,0,654,45,ADEQUATE_ACCESS,57.29,7504.52,4.086,2.115,57.2,73,61.79,79.44,12.15,1,70.2,55.39
2015,NBH_000698,0.05,0.987,0,1580,428,ADEQUATE_ACCESS,59.49,1510.51,6.64,0.33,75.08,36,15.73,46.46,19.8,1,46.69,64.37
2017,NBH_000699,4.815,3.652,1,1566,450,LOW_INCOME_LOW_ACCESS,75.92,8550.56,5.479,3.675,24.32,29,56.6,47.51,12.02,1,79.22,74.36
2017,NBH_000700,2.262,0.851,0,370,57,LOW_INCOME_LOW_ACCESS,84.09,6961.04,5.252,0.204,60.41,68,23.64,57.08,24.59,1,47.94,66.11
2023,NBH_000701,0.05,1.969,0,1352,559,URBAN_LOW_ACCESS,57.06,3714.33,3.456,0.544,80.19,32,39.15,51.16,16.74,0,39.01,12.4
2012,NBH_000702,0.085,2.187,0,815,313,LOW_INCOME_LOW_ACCESS,41.7,9200.33,0.0,1.841,59.1,64,42.66,25.66,27.31,1,55.61,61.22
2015,NBH_000703,1.843,1.344,1,646,103,LOW_INCOME_LOW_ACCESS,71.81,1822.93,2.608,2.763,52.6,37,49.02,63.32,11.43,0,62.09,61.73
2015,NBH_000704,1.895,1.147,0,1184,347,ADEQUATE_ACCESS,37.49,5110.91,3.646,2.012,53.55,37,96.8,51.58,15.23,1,61.09,45.74
2023,NBH_000705,1.245,0.598,0,19,135,LOW_INCOME_LOW_ACCESS,51.51,8553.46,5.03,1.697,58.12,54,63.02,46.34,7.96,0,45.62,46.75
2013,NBH_000706,0.771,2.739,0,1094,397,LOW_ACCESS,48.94,6225.93,2.106,1.915,48.3,7,56.11,57.67,19.18,1,68.93,55.9
2015,NBH_000707,0.958,1.457,1,975,407,LOW_ACCESS,75.23,6372.02,3.482,2.368,49.63,33,87.26,48.83,12.88,0,51.92,44.12
2026,NBH_000708,3.991,0.749,1,1316,252,URBAN_LOW_ACCESS,60.0,5387.74,0.0,2.095,46.91,18,69.45,57.36,26.58,0,35.32,78.03
2015,NBH_000709,0.762,2.027,0,1489,434,ADEQUATE_ACCESS,34.42,7632.27,7.958,0.559,56.45,62,54.62,67.89,36.97,0,71.56,24.0
2022,NBH_000710,3.864,2.652,0,1609,601,URBAN_LOW_ACCESS,56.66,3727.7,5.23,1.629,25.04,9,42.31,76.88,26.75,1,70.94,23.24
2021,NBH_000711,0.629,2.961,0,1067,86,ADEQUATE_ACCESS,54.47,6155.84,7.755,1.406,80.61,26,73.24,35.92,13.65,1,61.0,28.84
2012,NBH_000712,1.823,1.546,0,171,160,LOW_ACCESS,52.6,8070.4,5.41,3.875,77.04,10,18.09,41.25,20.56,1,62.7,76.88
2012,NBH_000713,1.055,2.668,1,1396,364,RURAL_LOW_ACCESS,71.17,7544.91,2.476,4.154,70.26,45,42.16,20.54,19.21,0,59.4,47.25
2025,NBH_000714,1.692,0.817,0,758,550,URBAN_LOW_ACCESS,54.5,5304.24,7.494,1.082,57.04,77,89.27,59.67,27.23,1,48.48,35.28
2013,NBH_000715,2.486,2.057,0,1304,84,URBAN_LOW_ACCESS,71.57,2464.14,2.288,0.463,31.4,64,55.59,88.26,8.66,1,65.62,49.11
2013,NBH_000716,0.54,1.786,1,278,261,RURAL_LOW_ACCESS,35.47,10594.82,3.937,1.33,34.54,14,63.0,72.99,27.75,1,28.86,59.88
2018,NBH_000717,2.925,0.155,1,1615,476,LOW_ACCESS,30.59,4879.88,4.529,2.254,47.0,74,35.15,28.52,26.29,1,64.22,54.47
2011,NBH_000718,0.095,1.624,1,579,412,RURAL_LOW_ACCESS,56.17,933.03,5.371,0.024,51.68,73,36.76,30.02,12.1,1,58.34,53.89
2011,NBH_000719,1.249,0.542,0,994,148,LOW_INCOME_LOW_ACCESS,66.63,4376.9,4.028,3.14,69.45,48,49.65,36.05,18.17,0,79.78,78.57
2019,NBH_000720,1.806,1.331,1,530,526,LOW_ACCESS,74.27,5692.96,4.344,1.184,41.04,70,58.08,32.65,18.57,0,75.97,69.88
2024,NBH_000721,1.233,1.49,1,1637,30,RURAL_LOW_ACCESS,97.5,9794.62,0.545,1.753,43.88,87,31.19,45.13,28.08,0,48.56,51.12
2021,NBH_000722,2.518,0.175,0,432,33,URBAN_LOW_ACCESS,64.06,9748.67,0.0,3.667,96.77,69,92.01,21.66,30.18,1,26.69,25.15
2022,NBH_000723,1.758,3.01,1,519,159,URBAN_LOW_ACCESS,57.04,9145.7,5.95,1.548,39.96,29,87.27,16.24,8.54,1,66.23,68.64
2026,NBH_000724,0.834,1.264,1,74,230,LOW_ACCESS,63.01,9762.26,1.783,2.55,61.52,31,33.48,45.5,19.87,0,54.63,53.82
2023,NBH_000725,0.919,2.233,0,411,276,LOW_INCOME_LOW_ACCESS,61.99,11910.4,6.786,0.85,47.33,30,48.03,50.22,1.85,0,66.64,44.75
2024,NBH_000726,2.977,0.604,0,1113,609,URBAN_LOW_ACCESS,66.85,11479.43,0.453,1.433,87.03,23,12.28,68.84,17.92,0,48.54,75.28
2020,NBH_000727,1.371,1.821,1,179,113,RURAL_LOW_ACCESS,69.38,1659.09,2.513,0.724,69.01,3,79.74,44.5,8.01,0,58.24,59.37
2018,NBH_000728,2.905,3.22,0,773,498,URBAN_LOW_ACCESS,65.66,6173.8,3.828,0.708,62.61,24,56.97,67.78,22.55,1,64.29,67.09
2019,NBH_000729,2.353,1.787,0,1196,184,LOW_ACCESS,53.43,8545.69,4.557,2.853,27.86,47,67.9,36.76,25.21,0,54.42,47.19
2020,NBH_000730,3.612,0.837,1,984,596,LOW_INCOME_LOW_ACCESS,66.28,7800.11,1.059,1.036,40.56,58,41.78,50.08,6.54,0,53.99,87.61
2015,NBH_000731,4.11,2.915,1,883,368,RURAL_LOW_ACCESS,77.42,4186.51,3.556,1.183,33.6,67,56.42,34.76,37.43,0,49.46,78.65
2017,NBH_000732,2.603,1.656,1,1383,141,LOW_INCOME_LOW_ACCESS,61.1,11562.22,2.586,2.065,28.56,17,54.28,40.0,19.65,0,37.29,69.75
2018,NBH_000733,1.583,2.647,1,345,632,URBAN_LOW_ACCESS,44.6,8827.61,2.309,3.397,36.03,77,73.94,59.59,26.96,0,32.36,25.66
2014,NBH_000734,0.138,2.94,0,378,227,URBAN_LOW_ACCESS,69.09,8135.24,4.918,0.0,42.87,67,61.17,58.27,22.07,1,48.95,24.98
2011,NBH_000735,1.713,2.411,0,577,267,LOW_INCOME_LOW_ACCESS,72.92,3321.61,1.628,0.977,86.86,44,26.27,14.56,0.0,1,44.15,37.2
2024,NBH_000736,1.621,1.885,0,1716,72,LOW_INCOME_LOW_ACCESS,52.25,4947.35,5.597,2.287,61.3,0,36.29,51.68,1.17,0,42.55,31.79
2022,NBH_000737,3.366,1.876,0,415,251,LOW_INCOME_LOW_ACCESS,45.42,7598.95,2.655,1.42,61.49,33,100.0,72.77,8.59,0,38.29,61.67
2024,NBH_000738,1.018,1.531,0,1433,479,ADEQUATE_ACCESS,70.16,1495.02,3.19,2.145,65.42,51,45.06,62.83,15.97,0,65.26,46.36
2011,NBH_000739,2.471,0.0,1,802,371,LOW_INCOME_LOW_ACCESS,88.77,9759.19,5.325,1.579,86.05,46,55.47,50.09,0.89,1,81.13,56.7
2021,NBH_000740,1.122,2.094,1,1653,389,URBAN_LOW_ACCESS,87.45,6553.11,2.177,2.054,77.89,76,93.82,47.78,14.98,0,54.57,46.65
2012,NBH_000741,2.437,1.328,0,17,351,LOW_ACCESS,53.06,8402.53,1.966,1.721,44.5,62,95.54,48.24,14.1,1,43.68,44.32
2012,NBH_000742,1.897,0.34,0,1581,258,ADEQUATE_ACCESS,73.24,2281.03,1.191,3.091,55.49,9,31.85,53.79,19.31,1,63.58,70.22
2011,NBH_000743,2.115,2.242,0,1709,204,URBAN_LOW_ACCESS,74.33,10796.6,2.336,1.798,74.05,67,59.61,40.99,18.0,0,46.36,69.39
2021,NBH_000744,0.336,0.79,0,1056,55,RURAL_LOW_ACCESS,56.62,9929.14,5.646,0.732,43.12,49,51.0,66.11,0.0,0,62.88,65.42
2019,NBH_000745,1.995,1.856,1,212,378,RURAL_LOW_ACCESS,59.36,2542.84,5.089,0.473,64.8,67,71.93,39.26,32.38,0,33.66,31.34
2013,NBH_000746,3.547,1.191,1,1366,623,URBAN_LOW_ACCESS,60.84,3283.19,6.418,0.576,92.57,52,12.69,55.75,23.66,0,38.28,58.47
2022,NBH_000747,1.692,0.868,0,1741,62,ADEQUATE_ACCESS,63.64,7124.17,3.307,0.0,42.05,88,37.49,68.27,29.48,0,47.56,38.75
2018,NBH_000748,2.437,1.714,0,215,392,URBAN_LOW_ACCESS,73.07,6409.72,3.75,3.368,44.62,54,29.8,63.33,26.13,1,75.6,77.44
2021,NBH_000749,1.701,1.954,0,226,268,LOW_INCOME_LOW_ACCESS,76.15,6279.16,3.269,1.871,58.82,44,36.81,56.48,20.33,0,41.48,81.04
2022,NBH_000750,1.066,3.181,0,1751,133,LOW_ACCESS,64.96,6829.36,3.768,0.0,72.94,28,39.42,73.01,13.74,0,74.06,57.7
2012,NBH_000751,2.067,2.863,1,1354,421,URBAN_LOW_ACCESS,57.97,11319.81,3.774,2.41,63.05,15,84.62,41.42,17.92,0,62.26,59.92
2024,NBH_000752,1.272,2.146,1,270,508,ADEQUATE_ACCESS,43.57,1861.04,6.155,1.229,37.55,50,48.26,44.84,30.34,1,49.59,45.74
2012,NBH_000753,0.05,1.561,0,1432,301,URBAN_LOW_ACCESS,42.34,11467.46,1.085,1.477,41.13,84,53.88,38.52,19.68,0,70.0,59.98
2018,NBH_000754,1.102,1.694,1,1195,595,RURAL_LOW_ACCESS,67.52,9749.54,3.053,2.751,86.79,23,50.62,37.68,14.32,0,55.95,41.33
2018,NBH_000755,1.45,2.829,0,1406,335,ADEQUATE_ACCESS,62.34,10954.27,4.859,2.045,72.05,3,99.81,59.19,10.53,1,36.98,61.46
2018,NBH_000756,3.432,1.566,0,1790,292,LOW_ACCESS,42.14,7310.97,4.349,0.612,45.94,10,76.71,65.25,2.53,1,70.82,51.13
2022,NBH_000757,1.662,0.0,0,136,456,ADEQUATE_ACCESS,86.1,5170.32,0.506,2.202,54.96,52,95.7,38.71,28.28,1,54.97,84.12
2020,NBH_000758,2.429,2.819,0,1782,104,LOW_INCOME_LOW_ACCESS,62.91,11746.63,2.817,0.81,17.73,0,70.27,61.01,27.59,0,64.67,98.02
2022,NBH_000759,3.018,2.488,0,391,562,LOW_INCOME_LOW_ACCESS,58.89,6059.41,5.005,1.275,77.21,57,39.89,35.99,22.9,1,67.06,37.06
2013,NBH_000760,0.182,2.09,1,799,276,URBAN_LOW_ACCESS,51.89,9698.53,5.924,2.198,82.62,81,57.87,43.83,14.82,1,70.08,28.66
2015,NBH_000761,3.098,0.524,0,812,598,ADEQUATE_ACCESS,48.01,3982.18,2.138,1.217,26.15,12,83.88,61.21,22.93,0,68.8,39.08
2024,NBH_000762,3.035,1.259,0,1582,18,LOW_ACCESS,95.1,9870.34,7.176,1.756,61.83,80,43.95,52.39,20.06,0,44.32,51.74
2019,NBH_000763,0.814,2.268,0,421,605,URBAN_LOW_ACCESS,56.31,5785.48,6.096,1.353,40.36,50,69.21,22.6,19.07,1,66.29,84.71
2017,NBH_000764,0.05,0.932,0,1581,224,ADEQUATE_ACCESS,62.83,5344.53,4.914,0.0,72.48,24,72.9,36.15,18.45,1,55.95,40.76
2019,NBH_000765,0.617,0.328,0,1305,311,LOW_INCOME_LOW_ACCESS,79.28,11705.67,7.682,0.464,12.76,81,70.83,45.57,8.98,0,58.79,45.28
2014,NBH_000766,2.278,1.113,1,1317,416,RURAL_LOW_ACCESS,67.95,4454.45,5.029,2.126,39.61,6,67.44,59.85,20.51,1,37.25,71.14
2017,NBH_000767,0.087,1.234,0,545,558,LOW_ACCESS,73.12,7442.02,4.923,3.009,17.67,46,39.57,69.67,43.27,0,60.08,60.21
2019,NBH_000768,3.198,2.485,1,15,332,RURAL_LOW_ACCESS,53.97,3041.5,6.743,1.398,31.59,43,63.02,37.31,29.95,0,55.51,74.68
2022,NBH_000769,0.05,1.576,1,1062,221,LOW_ACCESS,88.3,3436.84,3.816,4.124,67.53,72,21.22,74.63,7.22,0,51.31,77.0
2026,NBH_000770,3.068,2.106,0,1001,265,LOW_INCOME_LOW_ACCESS,68.8,6231.15,3.732,1.097,75.16,21,29.4,43.58,18.11,0,32.93,56.28
2017,NBH_000771,2.329,1.54,0,202,336,ADEQUATE_ACCESS,91.52,5818.37,2.952,1.872,64.66,42,50.9,65.54,20.57,0,62.39,57.96
2025,NBH_000772,1.223,1.547,0,1517,94,LOW_INCOME_LOW_ACCESS,53.35,7543.39,6.417,0.272,72.58,90,67.25,81.94,25.28,0,68.46,73.01
2025,NBH_000773,2.277,0.0,1,1083,446,LOW_INCOME_LOW_ACCESS,78.17,6194.28,4.333,0.381,66.12,6,40.03,53.04,10.61,1,44.11,54.96
2020,NBH_000774,2.238,2.34,0,1579,556,URBAN_LOW_ACCESS,56.91,10050.81,2.081,1.417,27.44,30,78.23,51.92,35.14,0,43.65,59.89
2015,NBH_000775,1.854,1.837,0,537,512,LOW_ACCESS,72.8,7750.69,3.862,2.428,43.54,24,53.99,39.65,11.35,0,83.71,56.12
2013,NBH_000776,3.333,2.162,1,1561,582,LOW_INCOME_LOW_ACCESS,48.32,8186.45,5.753,2.608,68.72,80,36.6,48.43,26.76,1,53.34,65.5
2016,NBH_000777,2.841,0.514,1,1125,425,LOW_INCOME_LOW_ACCESS,72.03,4471.2,2.484,3.354,59.06,62,67.55,35.19,0.48,0,56.31,44.09
2017,NBH_000778,1.19,1.567,1,1521,596,RURAL_LOW_ACCESS,53.67,4904.65,1.241,0.035,60.96,12,44.87,49.62,6.19,1,54.81,49.03
2021,NBH_000779,1.56,1.518,0,1129,424,RURAL_LOW_ACCESS,63.97,1199.22,3.13,0.825,69.08,1,63.87,42.34,21.04,0,69.02,35.7
2020,NBH_000780,1.894,0.701,0,329,452,ADEQUATE_ACCESS,43.03,10043.55,4.7,0.639,67.6,37,57.55,56.97,20.57,0,49.61,22.23
2012,NBH_000781,2.279,2.204,1,244,325,RURAL_LOW_ACCESS,64.29,1188.46,6.968,1.663,56.82,7,53.29,53.9,12.21,0,62.29,44.34
2015,NBH_000782,0.313,0.0,1,431,610,ADEQUATE_ACCESS,55.68,11692.71,1.558,0.484,56.74,71,25.02,75.11,9.32,1,53.21,75.71
2023,NBH_000783,3.188,1.796,0,1150,602,RURAL_LOW_ACCESS,66.09,1228.34,2.439,2.056,49.3,43,92.04,55.38,18.78,1,38.25,63.02
2024,NBH_000784,2.383,1.792,1,431,606,RURAL_LOW_ACCESS,64.87,3829.08,4.761,2.494,90.96,41,8.7,56.8,29.88,0,58.98,48.03
2014,NBH_000785,3.231,1.892,0,1581,146,ADEQUATE_ACCESS,60.55,11423.27,3.392,1.189,60.21,40,22.14,39.55,17.32,1,78.95,71.86
2014,NBH_000786,2.968,1.266,1,1753,84,LOW_INCOME_LOW_ACCESS,88.02,4838.8,4.715,2.536,55.47,44,35.32,40.51,28.02,1,65.21,50.42
2023,NBH_000787,3.019,2.048,0,1164,165,RURAL_LOW_ACCESS,80.02,10952.99,6.844,0.456,52.47,10,48.4,50.4,13.7,0,80.66,59.89
2016,NBH_000788,1.255,1.097,0,1683,190,ADEQUATE_ACCESS,54.42,9260.42,3.745,2.037,25.14,3,31.59,36.53,17.53,1,34.48,60.44
2023,NBH_000789,2.39,1.365,1,1035,402,ADEQUATE_ACCESS,45.54,6778.48,5.947,1.605,49.89,36,49.9,37.86,3.57,1,76.4,66.0
2016,NBH_000790,2.549,1.773,0,48,206,URBAN_LOW_ACCESS,79.24,9728.18,0.0,3.012,58.75,31,76.16,46.39,17.05,1,43.55,43.32
2019,NBH_000791,1.3,1.55,1,794,5,RURAL_LOW_ACCESS,46.9,4440.66,7.005,0.318,61.43,51,69.19,57.28,24.26,1,75.62,34.43
2011,NBH_000792,0.798,2.697,0,756,149,LOW_INCOME_LOW_ACCESS,68.71,9744.1,4.545,3.037,45.0,52,54.31,45.51,22.47,1,50.65,40.18
2016,NBH_000793,4.217,1.623,0,1259,471,RURAL_LOW_ACCESS,47.48,9532.62,4.794,0.0,60.43,11,81.64,55.4,31.66,0,63.48,43.27
2022,NBH_000794,1.497,0.0,0,1736,208,LOW_INCOME_LOW_ACCESS,79.45,1991.76,2.676,1.192,61.26,14,80.36,32.99,15.82,0,33.4,75.55
2024,NBH_000795,1.936,1.994,1,638,13,ADEQUATE_ACCESS,32.7,10506.05,4.235,2.138,25.06,33,46.95,62.48,20.57,0,42.18,63.46
2013,NBH_000796,0.174,0.797,0,222,500,LOW_INCOME_LOW_ACCESS,57.82,3373.37,4.897,0.935,59.29,70,42.27,57.82,6.44,1,44.74,49.13
2022,NBH_000797,2.181,1.597,0,650,79,ADEQUATE_ACCESS,64.21,2484.96,3.402,1.202,58.76,82,20.5,48.81,24.9,0,27.58,35.77
2023,NBH_000798,2.147,2.738,0,1098,189,URBAN_LOW_ACCESS,58.39,1612.15,3.998,0.0,58.88,34,54.31,14.33,22.51,1,68.95,31.88
2016,NBH_000799,4.2,1.766,0,1015,388,LOW_INCOME_LOW_ACCESS,62.48,7100.62,0.0,2.263,25.06,86,17.01,74.05,10.55,0,44.34,32.14
2022,NBH_000800,1.221,3.894,1,1269,589,LOW_INCOME_LOW_ACCESS,49.67,4350.04,6.472,2.896,25.96,32,56.2,63.36,16.78,1,53.94,81.07
2012,NBH_000801,1.542,0.806,0,753,374,ADEQUATE_ACCESS,43.13,951.17,4.782,3.702,53.92,45,88.55,41.21,16.63,1,69.68,55.91
2023,NBH_000802,2.039,2.314,0,1065,515,URBAN_LOW_ACCESS,77.34,4258.97,7.342,1.319,59.12,24,52.51,65.15,21.85,0,82.67,55.13
2017,NBH_000803,3.576,2.959,0,756,23,RURAL_LOW_ACCESS,67.0,5100.54,0.851,0.394,75.7,29,44.6,63.91,31.39,1,45.01,10.47
2015,NBH_000804,1.664,2.267,1,699,2,URBAN_LOW_ACCESS,74.9,10086.32,3.645,1.264,74.58,52,60.44,45.23,11.67,1,61.41,44.72
2014,NBH_000805,3.063,1.189,0,931,607,LOW_INCOME_LOW_ACCESS,83.61,11217.37,3.318,0.54,52.31,55,73.2,65.39,13.63,0,48.56,41.8
2026,NBH_000806,0.515,2.345,1,1555,170,RURAL_LOW_ACCESS,46.54,7395.37,3.91,0.324,64.01,90,52.9,27.2,8.84,0,82.56,40.22
2024,NBH_000807,1.505,1.82,0,803,536,LOW_INCOME_LOW_ACCESS,87.76,1046.18,0.879,1.54,60.5,10,62.91,37.43,20.74,0,50.25,27.11
2017,NBH_000808,2.738,0.333,0,291,407,ADEQUATE_ACCESS,70.46,9311.7,3.963,1.614,0.0,89,66.75,34.0,10.38,0,76.28,58.82
2022,NBH_000809,3.643,1.819,1,280,490,ADEQUATE_ACCESS,40.23,9505.38,2.033,1.005,56.45,33,61.96,39.19,18.37,0,64.49,68.76
