qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_ncoial_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2026,REG350,4.41,9.04,7.08,7.66,4.71,7.45,6.72,1.34,0.91,1.77,7.95,57.8,96.52,77.35,7.45,8.3,9.01,30.4
2021,REG662,7.51,4.27,9.45,9.33,9.74,7.75,6.13,7.67,2.75,0.02,46.1,63.97,83.89,5.08,0.46,9.37,2.01,68.83
2021,REG822,9.01,7.48,0.54,2.72,9.7,8.46,0.48,3.07,3.29,4.8,27.59,82.94,47.08,1.26,3.9,5.93,6.59,9.63
2022,REG569,4.3,1.76,1.8,9.73,4.14,6.4,2.06,9.56,9.47,7.93,43.62,41.52,88.98,86.87,9.25,2.73,6.62,67.18
2021,REG523,0.95,1.04,8.43,3.42,8.9,2.86,2.03,3.93,7.24,6.2,15.02,98.11,97.84,27.19,5.3,2.28,9.92,34.83
2024,REG362,0.75,8.37,0.34,6.88,9.3,4.06,0.68,2.18,9.48,4.65,54.14,15.61,91.8,51.71,5.29,5.76,7.67,20.3
2025,REG121,1.75,1.97,0.12,0.2,4.29,1.83,2.12,9.88,9.29,3.22,34.32,29.21,88.22,9.83,5.84,1.86,7.58,63.14
2019,REG791,1.12,3.86,8.95,5.77,7.46,2.85,8.93,5.61,3.54,6.55,40.69,27.72,76.68,10.77,6.64,5.25,5.14,34.25
2023,REG399,8.11,3.86,1.44,0.21,5.8,2.5,4.13,5.57,7.24,4.24,70.25,91.36,27.73,69.69,3.04,0.68,0.83,70.24
2023,REG453,7.31,5.64,6.63,2.93,7.61,9.44,4.84,1.21,6.2,3.41,41.91,15.16,62.58,78.72,7.66,9.94,2.12,91.41
2022,REG385,7.01,3.54,5.69,6.96,5.05,2.31,6.79,5.15,2.5,5.28,34.29,6.67,47.23,96.88,2.49,4.41,8.21,94.98
2021,REG627,3.22,1.07,7.56,4.71,2.07,7.17,2.21,6.29,3.34,2.27,3.97,15.64,93.46,45.06,8.45,7.61,6.92,73.69
2025,REG139,3.73,6.05,2.26,6.38,2.34,0.98,3.24,2.73,8.1,4.84,6.4,81.56,26.87,56.79,5.42,9.72,2.55,14.52
2020,REG140,5.76,2.18,3.4,6.58,1.16,9.45,5.32,4.84,3.63,2.46,48.34,48.63,5.61,84.74,8.21,4.48,3.37,49.89
2020,REG923,3.54,0.18,0.41,0.29,8.8,1.44,2.54,4.9,5.29,1.22,90.95,23.11,94.26,25.69,0.03,9.72,4.84,87.88
2021,REG244,1.79,8.45,0.51,5.08,2.54,3.62,7.57,6.83,4.4,0.46,3.99,70.22,94.88,84.73,1.22,1.21,6.11,65.76
2023,REG161,8.84,7.2,7.73,8.11,0.19,9.29,9.06,6.01,3.49,3.69,53.52,29.17,56.61,61.79,7.28,0.66,0.67,92.25
2024,REG256,3.42,0.25,6.09,2.49,0.58,7.55,9.77,7.47,1.12,3.68,24.82,37.4,55.76,63.48,3.08,6.74,6.84,99.31
2021,REG786,3.29,8.58,1.68,4.47,6.27,1.42,0.55,3.97,3.5,7.45,53.31,2.27,91.91,86.08,0.75,2.55,6.24,18.04
2023,REG975,4.21,7.05,5.11,3.08,6.97,4.75,6.36,3.93,9.97,2.07,18.31,0.94,87.05,15.71,2.47,2.06,9.79,85.31
2018,REG697,3.88,0.07,9.68,2.03,0.66,3.8,2.79,9.44,0.27,9.79,58.67,29.98,86.81,41.71,5.33,1.43,8.8,87.83
2026,REG864,7.26,2.0,4.43,0.92,5.91,2.11,2.99,8.16,9.85,3.8,79.43,13.2,52.89,55.12,8.88,2.41,0.64,34.99
2020,REG918,0.45,4.96,8.25,2.67,0.31,1.76,0.84,5.53,5.0,2.45,84.23,41.08,96.91,23.31,6.23,7.96,1.89,79.33
2021,REG204,6.68,8.96,3.92,4.02,0.18,7.99,0.33,2.64,6.2,6.08,48.05,61.77,32.23,20.37,2.93,2.48,4.29,75.83
2020,REG735,6.97,9.13,2.6,7.36,6.24,5.21,0.19,3.81,2.05,1.4,27.55,65.31,53.85,43.69,1.45,7.78,4.81,64.52
2018,REG886,9.53,3.73,0.0,4.77,9.02,6.65,7.03,7.92,9.08,1.25,59.02,88.97,77.59,24.89,8.75,2.94,4.11,18.56
2023,REG627,0.93,9.94,3.29,7.11,1.29,4.88,0.4,8.78,4.46,7.43,89.45,6.86,51.14,18.95,0.69,6.22,1.14,49.19
2023,REG670,8.61,2.76,7.08,7.74,5.0,8.65,6.83,3.15,9.3,3.4,73.1,69.26,13.2,42.8,5.74,1.86,0.99,54.62
2017,REG267,8.55,0.94,7.03,7.32,0.66,5.96,6.22,5.12,6.9,2.47,26.13,92.38,67.91,39.7,6.72,7.48,3.02,51.97
2021,REG991,6.47,7.65,0.99,8.77,1.68,6.58,5.53,8.8,0.39,1.92,12.2,32.76,33.88,8.86,5.14,1.16,0.74,3.32
2023,REG133,5.39,4.9,8.16,1.26,5.53,9.22,6.67,2.69,0.63,4.19,46.7,13.3,48.02,67.67,4.76,2.27,9.58,11.5
2026,REG213,7.29,2.7,3.8,4.36,6.47,5.12,1.91,8.93,3.64,3.83,79.99,53.55,23.14,91.45,8.05,6.0,5.12,67.54
2024,REG973,6.94,0.38,4.0,6.17,6.21,0.71,7.2,0.85,7.41,9.12,97.53,60.35,71.41,23.38,3.75,0.12,7.98,68.96
2024,REG212,4.9,7.28,6.67,3.21,3.7,1.54,1.38,4.05,4.8,9.51,50.54,18.98,16.92,34.53,9.19,7.94,4.94,95.58
2023,REG871,4.35,0.01,8.67,1.58,9.58,5.07,9.94,5.41,4.55,4.72,83.58,36.24,85.33,88.64,2.89,9.27,1.91,82.66
2017,REG753,5.47,7.45,4.8,5.52,7.12,2.47,8.47,4.21,7.08,3.26,70.25,4.35,92.93,78.69,6.65,3.24,8.43,76.77
2026,REG157,1.97,1.76,4.88,7.83,7.14,4.94,2.04,2.39,0.58,1.77,1.28,67.45,58.82,98.8,7.63,2.46,7.08,1.22
2019,REG689,6.14,1.2,4.99,9.41,8.5,2.99,3.96,8.54,9.0,9.15,94.79,50.05,86.15,34.7,8.38,3.47,6.08,46.85
2022,REG952,4.56,1.47,2.02,3.28,2.94,5.22,4.21,6.37,8.4,0.49,46.24,21.56,91.02,54.45,8.84,6.7,1.35,84.68
2020,REG352,7.44,5.08,7.3,5.28,9.28,5.1,0.61,4.52,9.67,7.9,63.15,15.13,18.32,72.24,7.31,3.73,9.95,69.15
2018,REG952,6.24,7.5,7.97,6.72,6.06,7.46,0.39,7.51,3.3,7.61,77.71,27.66,71.52,32.89,7.25,1.9,0.78,58.82
2017,REG781,7.02,6.5,6.56,3.33,6.02,1.98,1.9,7.69,3.8,5.45,29.27,23.59,77.99,79.42,8.36,8.54,4.11,80.9
2017,REG203,0.53,6.89,1.99,4.51,1.64,3.92,8.85,6.13,1.48,7.26,84.78,16.64,74.41,54.91,6.04,9.39,0.37,63.88
2020,REG668,3.34,3.53,3.43,3.04,7.01,1.75,7.74,9.23,2.76,7.04,60.4,29.95,23.64,94.39,6.97,6.45,9.97,35.34
2024,REG401,0.75,7.1,3.77,7.76,6.03,4.96,0.04,6.07,4.2,3.33,98.88,70.04,53.99,86.87,2.27,6.2,8.61,12.36
2022,REG664,9.92,5.81,4.89,3.38,4.49,7.76,9.17,1.05,3.0,1.89,43.55,53.05,72.13,87.57,5.42,4.89,5.76,88.84
2017,REG351,3.78,5.62,6.18,9.1,5.69,7.3,4.82,5.23,5.9,5.22,30.94,97.73,61.87,34.61,7.99,1.64,9.93,78.88
2018,REG662,7.9,6.82,3.6,8.16,6.36,1.6,7.73,6.76,2.85,8.42,37.4,55.27,34.32,72.44,5.81,4.7,0.2,60.72
2023,REG901,1.81,3.32,8.79,5.49,4.35,9.36,8.12,0.97,8.59,1.5,17.48,7.53,48.14,64.47,7.54,0.27,1.78,62.12
2019,REG987,8.56,1.13,9.78,8.09,1.58,0.42,8.93,7.58,2.76,9.52,90.61,21.32,39.92,4.74,3.08,4.96,0.63,33.68
2025,REG484,5.13,9.93,9.84,1.01,8.16,1.73,8.09,8.54,0.08,2.37,5.66,49.89,2.67,62.61,5.58,3.79,4.62,99.01
2020,REG461,7.31,6.45,6.64,3.46,2.16,6.51,9.13,9.76,4.81,4.26,34.89,81.0,25.54,51.3,3.45,8.76,2.83,68.65
2018,REG847,3.28,2.55,8.04,5.11,6.11,9.62,3.98,8.14,6.39,5.94,5.46,91.24,22.86,47.32,7.52,5.22,0.04,94.9
2024,REG247,2.24,9.0,0.75,8.99,3.64,0.9,1.81,9.89,3.73,7.74,47.72,57.67,63.65,60.28,9.98,5.51,6.21,34.94
2026,REG788,4.26,2.07,0.4,6.69,7.8,1.08,0.02,3.57,6.67,9.24,87.95,68.85,81.41,35.59,2.45,1.24,1.82,96.29
2021,REG267,0.47,4.7,3.73,6.52,3.28,2.81,8.09,9.47,2.03,2.35,41.91,70.63,16.71,46.79,8.41,2.34,0.48,90.68
2026,REG312,0.87,8.99,3.05,2.11,4.87,9.23,9.95,6.14,9.56,4.53,2.97,27.57,30.18,78.27,1.24,1.75,6.14,13.06
2017,REG560,0.35,6.69,9.08,8.75,0.74,5.91,1.04,0.54,6.1,5.72,9.38,35.99,31.67,34.25,3.33,8.25,3.54,33.04
2021,REG605,6.6,3.41,4.52,7.94,3.44,4.73,0.2,9.18,3.71,2.96,60.91,52.67,40.09,92.24,3.63,9.98,7.89,90.33
2017,REG155,4.96,2.13,1.15,9.96,9.97,2.13,8.97,8.97,9.76,3.92,93.2,78.18,73.49,24.78,4.9,7.88,8.47,19.78
2017,REG263,1.63,1.51,2.13,9.09,3.63,4.98,0.12,7.53,2.89,7.04,19.89,37.7,51.76,63.13,1.65,4.32,0.12,13.27
2024,REG991,8.52,1.35,8.03,8.67,1.7,4.79,8.92,9.59,8.11,9.41,93.7,97.97,41.34,28.69,6.33,1.89,5.57,57.93
2020,REG155,3.62,6.02,9.03,4.22,5.72,7.87,2.5,1.03,6.82,3.7,38.16,93.01,40.79,95.37,1.06,3.43,6.93,12.6
2020,REG975,8.52,7.62,2.82,3.56,5.05,7.31,1.52,5.28,0.73,3.98,19.1,30.9,33.15,77.01,2.65,6.64,5.33,80.42
2026,REG553,9.95,2.96,5.8,6.32,5.38,8.59,1.13,5.97,5.06,4.17,34.62,15.29,65.0,11.77,8.29,4.48,6.05,7.78
2019,REG263,2.36,7.8,4.86,3.11,8.49,1.92,2.59,7.77,0.27,2.2,52.13,91.5,26.59,21.31,9.75,5.25,0.63,27.65
2018,REG297,9.51,8.1,6.15,3.33,3.24,7.53,9.29,9.86,2.62,5.92,70.2,41.3,10.92,28.6,5.15,1.15,3.13,25.77
2023,REG430,9.48,9.51,9.85,6.57,1.41,4.13,7.27,2.84,8.1,8.61,76.35,34.21,74.15,7.23,3.35,7.66,7.95,31.88
2024,REG370,5.39,7.62,9.72,0.86,6.83,5.23,3.97,6.62,8.86,6.11,82.05,29.53,43.77,17.43,5.73,7.39,5.79,91.2
2020,REG378,4.24,5.72,6.47,8.07,0.75,8.07,0.67,7.2,4.65,2.37,70.7,87.04,82.87,19.41,6.04,6.63,0.52,32.82
2018,REG464,4.17,7.27,8.05,7.63,2.72,1.49,8.72,7.43,7.55,2.71,57.21,89.79,83.42,26.74,9.51,3.79,5.73,73.13
2019,REG548,3.93,9.29,0.76,0.2,9.65,8.75,8.0,3.34,3.77,8.97,97.5,6.14,46.82,40.06,7.37,4.93,0.79,16.73
2023,REG533,7.87,7.74,7.72,7.77,4.16,6.15,1.45,2.24,3.24,5.13,18.39,87.45,62.13,53.7,0.16,5.62,9.16,22.39
2018,REG858,9.15,8.33,6.81,7.33,0.59,7.61,7.45,0.5,7.9,6.41,57.14,51.45,51.35,23.44,0.03,9.6,4.61,4.35
2023,REG646,5.08,2.97,9.17,8.46,2.64,7.74,8.28,3.25,0.99,8.5,9.68,47.86,19.44,92.75,1.07,1.17,7.02,20.56
2025,REG777,1.68,5.96,2.23,3.77,8.5,1.76,8.26,7.75,8.31,3.47,47.24,70.7,3.74,66.38,1.2,2.88,8.1,63.54
2020,REG356,2.27,6.68,1.32,9.65,2.53,8.27,9.2,1.72,0.1,8.74,76.4,15.43,83.04,81.05,4.61,9.47,5.82,44.29
2020,REG697,1.28,2.96,7.29,0.05,5.43,1.59,0.23,6.42,6.03,7.34,61.82,44.2,47.86,22.01,0.84,8.61,6.91,12.29
2021,REG271,8.63,9.6,7.91,5.7,8.69,6.27,6.99,8.27,3.54,7.85,20.7,19.43,81.13,56.38,4.14,5.23,9.78,89.42
2017,REG484,5.47,6.14,7.91,8.74,1.47,6.28,2.27,6.22,1.71,8.08,66.09,86.6,94.44,93.39,1.45,3.77,4.83,78.89
2020,REG533,7.95,9.4,2.15,4.15,2.5,9.41,7.35,0.25,2.79,7.38,68.12,3.78,38.53,79.37,3.39,2.4,7.1,65.31
2025,REG643,9.06,4.86,8.57,3.91,3.75,1.22,7.98,0.04,2.9,0.73,71.2,71.67,31.35,70.22,2.48,3.14,8.07,73.92
2017,REG511,1.13,1.33,3.03,1.03,5.21,5.31,3.48,4.15,0.99,6.79,26.49,77.72,77.1,59.12,4.39,2.07,9.38,89.62
2026,REG296,8.03,7.77,5.39,3.96,3.7,2.01,4.28,3.04,5.78,7.86,69.41,51.4,94.86,19.73,6.4,0.88,6.73,72.53
2019,REG790,6.64,1.23,0.44,7.14,7.98,0.33,1.5,7.9,9.68,5.21,15.33,32.13,78.14,54.32,0.58,3.08,7.53,32.58
2020,REG948,9.85,7.57,2.4,2.43,3.04,1.61,1.79,2.56,6.6,6.12,34.09,19.67,62.4,13.09,1.46,3.83,5.67,72.83
2018,REG235,9.8,9.66,7.87,4.87,2.98,3.39,1.03,7.25,9.61,2.39,97.78,45.3,14.02,77.21,8.3,3.38,9.67,53.64
2024,REG864,8.87,3.09,6.84,0.93,0.59,5.86,4.92,8.1,7.8,2.87,51.23,75.58,27.1,36.2,0.6,1.3,6.1,49.68
2020,REG764,0.07,1.69,7.5,0.94,4.02,2.39,5.49,5.12,9.83,7.73,93.83,57.8,73.78,89.51,0.41,9.15,2.12,70.5
2022,REG691,1.09,9.53,9.27,6.55,1.55,5.66,3.44,9.31,4.07,6.94,63.7,27.1,53.55,41.0,3.75,8.64,1.4,41.04
2018,REG714,6.22,0.88,2.71,8.8,6.92,0.7,9.92,9.45,1.42,9.22,54.99,92.94,96.81,69.36,2.91,9.25,5.73,34.15
2020,REG949,4.06,9.35,8.2,0.31,0.1,0.69,6.1,8.14,5.15,5.35,24.04,45.93,25.68,27.4,3.91,0.48,9.55,91.43
2018,REG903,5.69,8.13,9.74,2.84,3.64,7.29,6.43,8.25,3.47,3.11,58.54,14.59,3.96,24.41,1.58,0.07,7.78,54.32
2023,REG217,7.02,6.49,9.05,2.96,1.08,3.05,1.84,2.53,5.66,4.55,98.1,41.85,15.18,87.49,2.76,1.08,6.59,25.63
2025,REG244,6.64,0.72,0.02,6.82,4.53,8.04,1.64,5.11,1.16,4.1,35.64,63.82,62.34,25.82,0.51,1.05,9.13,72.66
2021,REG738,6.18,8.79,7.73,2.45,7.5,6.09,1.7,0.94,3.67,5.86,55.67,48.12,47.88,1.65,0.22,4.08,5.15,67.55
2018,REG431,4.99,6.79,9.36,7.95,9.34,0.54,9.9,3.22,2.77,4.04,78.33,95.43,55.42,15.44,2.14,4.05,3.66,23.83
2024,REG444,2.8,5.93,4.79,9.23,6.29,3.32,6.39,3.19,0.91,4.85,86.02,90.92,54.37,69.95,6.11,8.11,1.03,40.14
2020,REG190,0.07,8.3,1.34,3.23,8.67,7.21,5.68,3.1,5.15,0.56,72.73,23.73,47.92,9.45,7.11,8.96,4.56,8.32
2022,REG282,0.8,1.88,1.2,1.98,1.56,9.23,2.09,4.42,7.3,6.77,95.65,96.6,57.07,75.23,3.86,4.29,1.04,67.34
2018,REG738,9.26,5.68,5.39,2.35,9.48,3.18,5.47,9.39,8.51,3.09,80.51,68.08,3.34,49.29,4.22,6.59,7.03,70.46
2023,REG815,9.47,0.71,6.49,4.39,2.33,1.37,4.62,3.05,2.19,0.36,31.28,93.19,53.84,24.14,9.76,6.51,5.07,93.35
2023,REG457,5.32,0.07,4.14,8.0,2.85,0.54,6.08,9.0,9.89,1.15,96.2,38.37,74.56,20.42,6.73,6.71,2.82,44.55
2022,REG644,9.77,5.7,5.44,3.38,6.78,8.46,0.99,2.41,5.93,0.84,34.77,47.95,80.58,52.66,3.8,1.47,2.02,51.81
2017,REG669,7.22,1.41,8.69,4.06,8.76,5.18,4.53,3.64,0.61,0.12,50.87,90.11,58.61,86.24,10.0,1.79,6.6,41.69
2023,REG751,7.3,3.55,2.56,8.86,0.34,7.36,9.61,6.26,5.48,0.61,50.3,36.14,77.81,81.18,1.68,5.22,8.6,62.45
2017,REG677,8.98,9.66,2.35,1.83,8.65,2.43,8.48,3.01,0.19,4.22,4.04,20.8,47.94,3.85,0.33,1.55,4.63,97.4
2022,REG647,4.47,2.54,4.53,7.76,4.48,5.24,3.39,4.85,7.6,9.22,49.59,14.81,77.43,75.88,6.76,5.83,3.2,74.81
2025,REG342,4.69,1.63,2.25,2.57,6.36,7.67,3.49,7.32,0.88,8.97,6.77,80.24,71.03,64.54,0.61,5.19,1.23,43.94
2023,REG985,1.55,5.72,2.84,7.71,2.53,3.36,5.92,0.08,8.42,0.92,2.69,77.31,79.97,63.7,8.32,9.17,2.24,44.93
2022,REG514,1.68,2.65,4.09,1.02,7.57,6.09,9.23,0.31,6.5,7.85,51.04,96.58,3.83,52.43,3.13,9.74,9.57,9.69
2025,REG379,2.21,8.3,9.12,8.85,3.57,3.02,6.76,9.31,0.62,0.57,40.36,41.85,49.29,49.93,4.64,7.83,7.65,75.07
2023,REG184,0.18,8.22,9.27,5.74,1.2,1.58,8.57,6.63,2.46,1.86,29.21,30.8,81.74,89.72,2.52,1.92,5.53,56.75
2024,REG558,8.18,9.2,0.81,7.59,5.02,1.96,4.29,5.06,5.86,0.34,69.66,50.86,63.98,84.99,5.66,8.96,7.93,62.97
2020,REG852,8.8,4.13,0.21,0.34,9.26,1.19,7.87,8.5,5.51,8.4,10.64,99.9,59.72,85.3,2.73,3.11,1.54,71.66
2026,REG576,1.08,1.73,6.91,6.54,6.22,4.12,9.35,9.63,3.7,5.26,69.44,26.79,76.29,76.95,5.01,4.16,6.41,1.63
2024,REG398,9.01,2.6,3.39,7.74,7.64,8.96,0.34,8.75,7.92,5.25,15.95,54.5,19.39,96.5,7.09,5.96,8.13,53.24
2024,REG928,2.54,8.03,9.4,5.61,0.71,7.12,9.27,9.44,9.11,5.63,91.81,26.8,14.39,47.66,0.31,0.77,6.01,70.4
2021,REG907,6.91,4.23,5.5,7.71,2.67,4.24,5.19,0.54,1.52,0.64,75.23,29.99,42.26,67.23,9.66,8.11,0.58,30.57
2026,REG466,6.32,0.03,6.71,7.82,0.07,6.61,5.5,2.83,1.98,9.57,48.16,45.79,84.66,38.27,8.06,5.68,2.11,35.08
2017,REG994,9.05,2.57,1.66,1.41,1.55,8.7,6.2,4.21,8.67,2.98,92.79,75.89,2.06,46.26,8.42,3.96,9.87,84.66
2026,REG340,1.08,6.41,6.61,1.48,8.54,8.74,4.17,6.08,5.11,0.36,9.04,77.98,48.83,61.09,6.13,3.8,0.29,78.69
2019,REG947,1.39,0.21,0.18,0.33,1.55,2.31,2.47,6.32,2.42,6.74,82.33,38.48,71.84,10.41,3.28,6.83,9.32,61.56
2025,REG215,6.6,0.2,0.7,4.22,3.84,8.9,7.8,1.32,0.89,8.67,44.98,16.93,89.86,72.04,1.64,6.06,4.69,25.63
2026,REG945,4.4,5.62,2.93,7.25,4.27,8.13,6.08,2.43,3.41,2.87,35.93,17.15,47.56,4.91,3.48,4.27,7.64,86.24
2024,REG203,0.82,6.62,8.52,5.29,9.35,8.84,8.78,9.64,7.65,6.86,75.28,35.8,0.83,4.39,8.53,4.1,3.62,61.27
2020,REG944,5.44,8.36,4.25,5.18,1.64,7.37,5.62,5.52,2.26,9.17,34.44,96.12,34.17,90.03,5.59,0.64,9.54,33.26
2018,REG849,5.66,2.44,1.4,2.34,5.45,5.08,2.7,1.57,3.51,1.59,50.62,43.35,44.88,26.12,0.93,5.86,9.74,66.88
2023,REG540,8.55,1.48,2.04,7.49,0.26,3.35,5.33,2.05,8.73,8.89,95.68,14.63,7.93,55.61,7.92,2.91,2.41,51.77
2017,REG247,4.8,4.05,7.27,6.15,4.88,7.21,2.62,8.92,3.84,3.28,54.23,27.04,26.87,7.79,6.52,9.13,6.85,56.77
2024,REG561,9.66,3.36,4.31,2.86,0.17,3.47,0.72,8.58,7.16,3.04,32.79,56.96,79.8,71.87,0.29,7.85,8.81,8.99
2020,REG320,2.52,1.74,5.44,5.53,4.71,9.02,2.42,6.03,4.1,8.74,13.28,8.29,99.28,57.72,9.12,4.08,6.04,69.41
2019,REG412,1.13,1.25,5.23,0.56,7.27,9.91,8.11,2.66,8.0,6.28,11.94,56.59,89.68,28.99,6.59,0.42,8.34,20.59
2020,REG933,5.24,5.48,2.54,5.59,6.03,4.25,6.33,1.92,5.13,7.17,36.8,41.11,16.42,61.64,1.24,5.01,2.1,19.41
2018,REG820,3.57,8.67,6.05,7.79,1.15,3.13,3.89,8.6,6.64,4.9,30.05,75.99,88.83,53.68,0.43,2.72,7.46,38.76
2021,REG283,9.08,3.07,4.46,0.65,8.05,3.26,7.22,0.03,8.67,9.72,47.0,48.26,61.64,97.51,5.59,0.74,5.65,41.9
2018,REG566,3.03,9.24,8.0,3.27,3.52,5.18,1.0,6.9,6.09,3.19,63.8,9.82,95.21,6.7,3.29,9.71,3.98,88.56
2023,REG453,0.09,6.69,6.55,8.62,1.32,8.07,8.76,8.02,4.1,6.91,81.75,94.67,33.41,20.73,7.57,0.97,5.63,86.04
2026,REG722,8.24,5.02,1.78,0.84,5.57,0.22,3.4,6.12,0.05,8.68,95.7,41.07,4.07,28.0,6.63,0.43,8.54,80.33
2021,REG856,9.18,4.28,4.12,4.45,7.31,5.5,2.88,7.69,9.04,7.18,19.47,79.18,98.9,68.52,2.44,0.06,3.85,47.03
2024,REG623,6.2,2.82,6.92,0.92,2.13,7.44,2.97,0.31,4.97,6.58,78.9,30.6,42.46,55.66,0.75,1.98,3.69,26.72
2019,REG704,6.51,5.4,7.74,6.26,2.92,1.2,6.4,2.12,3.19,7.95,21.99,53.78,9.48,41.65,9.8,9.54,9.47,59.52
2026,REG214,5.82,3.57,4.73,4.69,8.0,3.36,0.43,6.73,8.55,5.01,14.0,14.5,89.21,7.32,5.03,3.31,2.75,17.22
2019,REG339,7.16,5.98,0.83,7.54,3.55,2.17,8.17,6.36,7.22,3.06,74.89,27.54,68.01,21.81,6.34,4.56,1.56,59.38
2018,REG563,6.9,9.45,8.96,9.75,4.38,8.3,1.42,0.17,1.59,4.43,16.27,45.42,23.57,21.62,9.19,5.2,6.75,39.88
2020,REG584,7.14,4.44,8.41,0.82,3.84,1.61,6.94,3.37,4.16,3.5,84.07,56.36,70.85,74.1,7.07,9.45,6.52,64.89
2019,REG378,2.25,0.29,2.32,7.95,5.97,3.61,2.42,8.0,4.58,6.12,1.26,42.99,1.54,78.74,2.49,1.67,9.26,1.8
2024,REG147,7.67,4.83,4.58,1.05,0.88,7.48,5.85,4.89,0.46,0.56,92.08,66.09,38.6,70.0,2.58,4.09,4.62,3.08
2021,REG617,5.64,3.94,0.73,9.69,9.26,0.39,5.29,7.13,6.1,3.53,80.33,61.47,23.89,61.12,2.75,5.96,7.64,30.25
2017,REG152,8.0,8.84,5.42,7.15,5.76,7.21,5.23,8.0,8.07,0.47,20.36,19.35,32.24,47.64,7.35,3.01,6.51,86.12
2018,REG784,6.62,9.02,0.35,1.09,6.91,3.44,6.78,2.28,6.28,4.78,12.29,92.94,79.22,78.11,6.97,0.21,5.05,75.1
2022,REG557,6.15,9.29,7.53,5.48,3.1,6.37,7.14,6.38,7.55,2.79,50.78,54.87,8.99,17.65,3.07,0.48,2.34,52.22
2020,REG191,2.49,9.46,4.67,6.37,0.3,3.99,5.42,3.12,1.71,2.01,46.66,7.1,23.45,71.95,2.15,1.17,0.84,98.87
2022,REG515,1.39,8.96,1.26,9.77,3.62,7.27,9.59,5.93,9.76,1.79,5.7,64.45,10.43,50.55,7.77,8.26,5.63,46.51
2021,REG793,7.46,3.9,5.38,2.54,3.88,5.94,7.59,0.6,4.94,0.71,90.1,64.09,48.0,4.19,5.28,6.29,4.21,29.0
2021,REG464,2.07,9.7,0.13,5.2,3.49,2.78,3.53,6.16,4.12,1.79,62.61,94.89,97.94,82.15,1.8,2.01,0.11,80.12
2023,REG597,9.52,4.52,0.46,6.43,1.1,6.57,6.82,0.5,8.78,3.87,32.22,65.61,93.58,97.03,8.32,7.69,5.45,53.95
2026,REG379,9.83,0.34,4.71,2.11,6.07,5.84,9.35,3.48,7.78,7.25,43.95,52.7,46.15,93.52,1.12,5.92,3.84,9.5
2019,REG710,4.39,7.96,8.11,5.71,7.69,8.1,3.32,6.23,4.36,0.98,64.85,58.75,10.26,7.08,2.5,8.33,0.64,46.04
2019,REG777,7.57,3.78,0.48,9.65,2.71,0.53,9.93,6.4,4.46,8.25,71.96,42.72,14.83,66.29,8.88,5.16,5.59,84.54
2018,REG938,5.42,0.45,1.52,9.5,8.33,6.35,4.69,4.11,0.44,8.69,37.37,51.89,53.81,83.87,1.97,4.75,9.56,70.99
2026,REG109,0.26,1.74,7.81,9.98,7.2,5.8,1.83,9.48,6.5,4.89,86.14,95.33,37.12,51.58,1.15,9.6,1.21,92.9
2018,REG999,1.87,1.03,1.83,9.36,7.83,9.21,8.9,4.0,3.69,7.77,90.11,75.13,58.14,55.71,4.64,4.55,0.56,21.54
2021,REG506,4.69,2.89,3.78,9.71,7.64,1.4,8.09,4.42,8.54,7.6,51.86,71.97,93.72,53.84,1.49,5.68,0.47,45.38
2017,REG790,6.45,3.99,5.15,8.92,4.59,9.97,1.37,8.57,3.63,7.95,49.88,52.31,53.3,24.17,0.53,6.53,0.26,72.65
2017,REG664,3.96,7.53,1.51,6.5,5.73,4.17,6.26,3.6,2.64,0.89,59.06,96.01,80.57,9.41,2.19,6.49,0.02,56.31
2019,REG357,8.94,1.08,0.46,3.47,5.79,8.35,1.85,2.62,4.79,3.46,0.43,33.06,26.08,50.51,1.16,6.85,2.94,22.99
2021,REG121,0.56,9.71,3.62,1.94,9.14,1.91,5.29,7.56,7.31,0.29,20.24,88.85,55.32,68.72,4.02,7.45,2.89,23.2
2023,REG489,2.59,2.82,2.75,6.05,8.94,0.67,8.32,3.0,5.89,6.59,56.19,9.43,48.39,6.28,0.03,2.02,2.97,68.65
2022,REG287,4.89,5.98,0.34,3.48,4.27,2.62,3.76,4.93,5.88,2.91,69.79,86.05,13.33,29.02,3.46,1.05,6.11,21.07
2019,REG348,2.96,9.12,8.5,5.68,0.54,5.83,4.16,7.24,2.67,6.06,55.44,52.69,11.59,48.99,5.51,9.28,4.61,63.99
2021,REG942,1.84,7.39,5.23,8.96,9.08,2.97,1.02,3.44,0.67,7.81,14.62,86.64,41.53,27.86,5.02,6.05,7.02,33.82
2021,REG290,4.22,8.34,0.35,7.78,5.51,6.4,3.73,5.45,9.32,3.86,10.58,72.05,50.52,42.49,7.78,5.62,6.31,92.61
