energy_eff_reference_year,energy_eff_country_iso2,energy_eff_region_nuts_code,energy_eff_building_type_code,energy_eff_epc_label_distribution,energy_eff_renovation_rate_pct,energy_eff_deep_renovation_share_pct,energy_eff_energy_use_kwh_m2,energy_eff_heat_pump_installations_count,energy_eff_district_heating_share_pct,energy_eff_smart_controls_penetration_pct,energy_eff_public_buildings_renovated_count,energy_eff_epbd_minimum_standards_flag,energy_eff_energy_savings_obligation_twh,energy_eff_rebound_effect_index,energy_eff_financing_scheme_code,energy_eff_investment_eur,energy_eff_just_transition_fund_support_eur,energy_eff_data_source,energy_eff_data_extract_date
2007,CZ,PL8,PUBLIC_SCHOOLS,A:0.07;B:1.54;C:1.47;D:30.74;E:14.98;F:38.34;G:12.85,0.6,40.41,405.73,284335,51.96,85.81,40526,0,7.775,0.5498,TAX_REBATE,20173566104.71,248507683.69,NATIONAL_EPC_REGISTRY,2025-08-29
2008,HU,SK230,INDUSTRIAL_LIGHT,A:9.66;B:7.32;C:39.02;D:3.95;E:6.42;F:6.05;G:27.58,3.88,18.15,119.64,350179,48.8,73.91,11151,0,9.395,0.7813,PUBLIC_GRANT,3317415384.48,129507944.65,EPBD_REPORTING,2024-07-05
2009,NL,IE4,PUBLIC_HOSPITALS,A:5.91;B:9.24;C:23.99;D:32.34;E:0.67;F:7.65;G:20.20,2.45,18.3,56.84,144505,52.02,67.49,37361,0,8.833,0.0885,GREEN_MORTGAGE,6435387973.87,361003038.51,SURVEY_ESTIMATE,2025-03-20
2010,SE,BG863,RESIDENTIAL_SFH,A:19.88;B:15.04;C:27.77;D:5.91;E:8.15;F:22.35;G:0.89,0.48,27.98,274.06,51251,27.23,18.07,10796,0,16.064,0.8179,ESCO_CONTRACT,8965376557.68,50138400.55,BUILDING_STOCK_OBSERVATORY,2024-03-04
2011,DK,RO40,COMMERCIAL_OFFICE,A:15.31;B:12.59;C:16.95;D:13.45;E:21.57;F:3.77;G:16.36,0.62,41.51,125.31,150988,3.15,72.73,15318,0,7.097,0.2082,SOCIAL_HOUSING_FUND,2651736149.58,109142998.04,NATIONAL_EPC_REGISTRY,2024-12-29
2012,IE,PL96,RESIDENTIAL_MFH,A:3.93;B:17.80;C:13.69;D:11.20;E:16.38;F:33.93;G:3.07,3.75,19.23,356.85,246706,17.99,28.68,5713,0,1.257,0.4936,ON_BILL_FINANCING,15430156887.76,370052167.54,EPBD_REPORTING,2026-01-12
2013,PL,SK59,COMMERCIAL_RETAIL,A:6.93;B:34.95;C:3.97;D:22.91;E:13.84;F:2.11;G:15.28,0.34,20.64,155.56,138242,14.29,16.76,1727,0,7.991,0.1287,EIB_LOAN,14415468553.25,56889340.68,SURVEY_ESTIMATE,2025-04-24
2014,AT,SI525,PUBLIC_SCHOOLS,A:33.42;B:7.56;C:5.06;D:8.73;E:13.78;F:7.21;G:24.24,1.01,29.85,392.62,182067,14.2,37.52,11565,0,14.955,0.8456,TAX_REBATE,1209691898.39,181326748.48,BUILDING_STOCK_OBSERVATORY,2024-02-28
2015,EE,FR71,INDUSTRIAL_LIGHT,A:39.82;B:19.53;C:12.84;D:1.91;E:8.62;F:9.38;G:7.90,2.8,15.39,192.24,62228,38.63,32.95,13639,0,0.133,0.2496,PUBLIC_GRANT,7292302034.86,504636162.07,NATIONAL_EPC_REGISTRY,2025-10-04
2016,IT,FI396,PUBLIC_HOSPITALS,A:0.43;B:1.79;C:75.59;D:2.72;E:7.62;F:4.22;G:7.63,0.44,33.8,382.82,300481,46.83,41.91,22432,0,1.42,0.2396,GREEN_MORTGAGE,2027566376.27,214409763.94,EPBD_REPORTING,2024-12-08
2017,PT,SE34,RESIDENTIAL_SFH,A:30.42;B:5.36;C:35.23;D:1.81;E:6.75;F:8.80;G:11.63,3.32,7.22,252.38,9120,54.95,39.45,2246,0,16.776,0.5703,ESCO_CONTRACT,20512787843.64,165442546.81,SURVEY_ESTIMATE,2024-08-03
2018,BE,EE5,COMMERCIAL_OFFICE,A:28.48;B:0.05;C:11.56;D:12.93;E:11.54;F:15.74;G:19.68,0.71,42.49,109.54,880,47.75,76.96,3763,0,14.382,0.7522,SOCIAL_HOUSING_FUND,7749424037.56,256172215.31,BUILDING_STOCK_OBSERVATORY,2024-07-26
2019,FI,DE95,RESIDENTIAL_MFH,A:3.89;B:17.90;C:2.62;D:7.38;E:28.00;F:7.85;G:32.37,4.6,13.85,82.6,66093,39.56,66.98,15743,0,7.05,0.4592,ON_BILL_FINANCING,27168209655.39,162471530.66,NATIONAL_EPC_REGISTRY,2025-02-26
2020,LV,LT44,COMMERCIAL_RETAIL,A:0.96;B:7.43;C:10.09;D:29.59;E:0.29;F:20.59;G:31.04,2.3,11.24,299.91,149988,33.26,59.79,15160,0,4.808,0.566,EIB_LOAN,328659689.8,3068772.5,EPBD_REPORTING,2024-12-03
2021,RO,LT89,PUBLIC_SCHOOLS,A:3.91;B:1.28;C:1.24;D:18.43;E:23.06;F:41.95;G:10.13,0.93,12.37,360.7,129945,52.05,57.67,10038,1,8.976,0.5049,TAX_REBATE,4268956999.05,528115088.86,SURVEY_ESTIMATE,2024-02-10
2022,BG,IT2,INDUSTRIAL_LIGHT,A:15.55;B:11.47;C:12.81;D:6.30;E:32.93;F:9.92;G:11.02,2.76,29.7,134.03,442448,2.98,58.29,8776,1,12.792,0.2694,PUBLIC_GRANT,2059741802.76,412237891.2,BUILDING_STOCK_OBSERVATORY,2025-02-21
2023,FR,AT97,PUBLIC_HOSPITALS,A:11.17;B:8.99;C:31.84;D:3.24;E:7.38;F:26.92;G:10.46,2.65,21.9,344.79,132190,2.28,85.57,20826,1,16.199,0.3498,GREEN_MORTGAGE,9837206230.33,1119435450.27,NATIONAL_EPC_REGISTRY,2024-02-12
2024,LT,DE970,RESIDENTIAL_SFH,A:10.42;B:2.77;C:0.53;D:11.52;E:33.73;F:40.23;G:0.79,1.7,41.2,111.62,137011,54.66,46.37,5775,1,14.992,0.1841,ESCO_CONTRACT,21459307448.7,1468070719.44,EPBD_REPORTING,2024-04-11
2025,SK,SK22,COMMERCIAL_OFFICE,A:0.50;B:9.25;C:6.09;D:15.14;E:33.87;F:31.90;G:3.24,3.84,35.79,138.55,522164,40.98,35.86,7215,0,1.208,0.2339,SOCIAL_HOUSING_FUND,6040068861.24,1013841279.16,SURVEY_ESTIMATE,2025-07-02
2004,HR,IT9,RESIDENTIAL_MFH,A:5.27;B:21.97;C:16.16;D:3.59;E:22.50;F:9.33;G:21.19,2.66,13.41,173.07,135987,39.48,65.67,11403,0,2.11,0.438,ON_BILL_FINANCING,13752696692.37,179605585.73,BUILDING_STOCK_OBSERVATORY,2025-09-21
2005,DE,MT738,COMMERCIAL_RETAIL,A:20.23;B:36.56;C:3.64;D:15.28;E:1.23;F:7.13;G:15.92,0.21,10.71,80.79,348265,44.07,42.43,3375,1,13.038,0.3125,EIB_LOAN,5834247615.7,171074695.39,NATIONAL_EPC_REGISTRY,2024-02-17
2006,LU,PL95,PUBLIC_SCHOOLS,A:37.56;B:8.37;C:1.31;D:10.25;E:8.28;F:16.48;G:17.75,2.34,7.82,153.42,122222,39.21,19.45,31460,0,7.533,0.5739,TAX_REBATE,11383341395.69,17703946.85,EPBD_REPORTING,2025-06-21
2007,SI,NL41,INDUSTRIAL_LIGHT,A:44.93;B:0.66;C:5.14;D:10.47;E:23.64;F:4.05;G:11.10,3.72,22.5,302.84,18494,17.95,37.24,9155,0,0.003,0.3164,PUBLIC_GRANT,21845654115.57,374110799.62,SURVEY_ESTIMATE,2025-07-31
2008,CY,CY37,PUBLIC_HOSPITALS,A:2.50;B:11.73;C:13.18;D:39.40;E:0.87;F:31.97;G:0.33,0.59,15.39,41.22,203764,43.87,58.23,21587,0,2.97,0.5866,GREEN_MORTGAGE,17911172610.21,199432827.31,BUILDING_STOCK_OBSERVATORY,2025-10-26
2009,GR,ES76,RESIDENTIAL_SFH,A:1.80;B:11.53;C:22.29;D:39.94;E:4.51;F:14.07;G:5.86,3.37,4.79,357.4,235525,42.72,40.99,11370,0,9.83,0.6329,ESCO_CONTRACT,12697320402.65,166506492.42,NATIONAL_EPC_REGISTRY,2024-12-17
2010,MT,HU73,COMMERCIAL_OFFICE,A:28.97;B:14.89;C:19.11;D:9.74;E:5.59;F:0.62;G:21.08,1.07,36.83,317.26,142955,49.09,59.5,3924,0,14.81,0.7523,SOCIAL_HOUSING_FUND,19066878553.61,221979491.99,EPBD_REPORTING,2026-01-21
2011,ES,SI200,RESIDENTIAL_MFH,A:7.96;B:5.81;C:33.74;D:2.55;E:16.16;F:24.27;G:9.52,0.93,14.43,135.19,206274,28.08,7.0,1802,0,7.601,0.7601,ON_BILL_FINANCING,4025018889.74,436059755.55,SURVEY_ESTIMATE,2025-05-18
2012,CZ,AT46,COMMERCIAL_RETAIL,A:5.97;B:5.18;C:27.60;D:29.46;E:6.13;F:15.91;G:9.75,5.08,18.84,42.4,305620,23.57,28.59,17336,0,6.774,0.1818,EIB_LOAN,2875487183.43,271076924.31,BUILDING_STOCK_OBSERVATORY,2025-05-29
2013,HU,GR24,PUBLIC_SCHOOLS,A:1.99;B:41.94;C:1.99;D:0.34;E:12.35;F:33.26;G:8.13,4.21,43.39,75.29,42932,19.7,44.51,12757,0,8.604,0.3897,TAX_REBATE,25112054128.98,196253461.45,NATIONAL_EPC_REGISTRY,2024-05-16
2014,NL,DE6,INDUSTRIAL_LIGHT,A:30.52;B:2.83;C:26.33;D:6.55;E:0.80;F:11.48;G:21.50,2.9,16.4,401.13,251195,15.98,73.75,2940,1,17.624,0.7562,PUBLIC_GRANT,15646033986.6,5619803.78,EPBD_REPORTING,2024-09-16
2015,SE,IE672,PUBLIC_HOSPITALS,A:56.42;B:9.66;C:0.44;D:19.03;E:6.14;F:2.34;G:5.97,2.4,26.38,85.99,230508,6.39,63.26,6083,0,17.321,0.061,GREEN_MORTGAGE,5227459297.39,199617754.55,SURVEY_ESTIMATE,2024-02-10
2016,DK,ES147,RESIDENTIAL_SFH,A:8.06;B:18.57;C:2.00;D:12.00;E:36.00;F:5.35;G:18.03,5.21,27.7,40.86,207495,1.41,82.7,3630,1,5.958,0.118,ESCO_CONTRACT,4079041161.23,193673037.98,BUILDING_STOCK_OBSERVATORY,2024-10-05
2017,IE,LV398,COMMERCIAL_OFFICE,A:10.65;B:15.15;C:23.50;D:14.08;E:28.22;F:6.42;G:1.98,5.24,32.66,383.17,148990,33.25,52.88,15200,0,13.462,0.3796,SOCIAL_HOUSING_FUND,15199194134.23,96661590.18,NATIONAL_EPC_REGISTRY,2025-03-04
2018,PL,DK53,RESIDENTIAL_MFH,A:1.39;B:3.58;C:4.94;D:19.43;E:23.36;F:37.22;G:10.08,0.54,19.38,234.41,127569,46.9,42.34,12745,0,14.644,0.3753,ON_BILL_FINANCING,13897052864.25,62137476.43,EPBD_REPORTING,2024-08-03
2019,AT,LT64,COMMERCIAL_RETAIL,A:17.42;B:0.11;C:9.61;D:7.61;E:30.15;F:20.18;G:14.91,1.02,20.84,406.88,330696,46.7,19.66,7995,1,1.297,0.1689,EIB_LOAN,1299646509.37,116516512.87,SURVEY_ESTIMATE,2024-12-26
2020,EE,LV51,PUBLIC_SCHOOLS,A:11.09;B:4.52;C:18.89;D:20.02;E:13.20;F:22.77;G:9.51,4.68,14.04,384.71,710999,31.57,72.81,3101,1,11.975,0.2925,TAX_REBATE,6018846687.52,333282475.14,BUILDING_STOCK_OBSERVATORY,2026-02-01
2021,IT,PT640,INDUSTRIAL_LIGHT,A:20.44;B:23.50;C:16.95;D:25.59;E:1.27;F:10.67;G:1.58,2.09,13.25,80.18,75567,21.28,81.66,12654,1,15.239,0.4493,PUBLIC_GRANT,22442979511.03,644670836.25,NATIONAL_EPC_REGISTRY,2025-06-07
2022,PT,BE324,PUBLIC_HOSPITALS,A:14.31;B:4.35;C:4.76;D:48.34;E:21.81;F:2.06;G:4.38,3.67,42.23,266.77,222407,1.08,13.05,5391,1,4.864,0.3149,GREEN_MORTGAGE,212505066.63,787920161.34,EPBD_REPORTING,2025-02-11
2023,BE,EE777,RESIDENTIAL_SFH,A:1.19;B:9.80;C:11.69;D:41.04;E:5.67;F:9.07;G:21.54,2.58,29.91,332.48,758652,0.12,16.61,5186,0,3.926,0.3059,ESCO_CONTRACT,558742923.38,1229659159.29,SURVEY_ESTIMATE,2024-01-29
2024,FI,HR534,COMMERCIAL_OFFICE,A:43.74;B:9.96;C:1.30;D:11.95;E:18.35;F:3.60;G:11.09,4.89,39.36,138.05,110285,33.91,79.16,12066,1,10.412,0.764,SOCIAL_HOUSING_FUND,6504997964.81,480195619.46,BUILDING_STOCK_OBSERVATORY,2025-04-26
2025,LV,DK94,RESIDENTIAL_MFH,A:2.84;B:15.69;C:9.94;D:6.44;E:33.64;F:1.86;G:29.59,0.5,22.98,402.57,35782,16.65,34.29,13324,1,15.864,0.17,ON_BILL_FINANCING,7863341042.39,587218402.15,NATIONAL_EPC_REGISTRY,2025-04-06
2004,RO,RO13,COMMERCIAL_RETAIL,A:45.45;B:2.51;C:8.28;D:0.13;E:5.79;F:15.46;G:22.38,3.57,37.27,176.04,86298,17.95,32.0,13361,0,14.621,0.4887,EIB_LOAN,21076642380.48,55211049.17,EPBD_REPORTING,2024-10-11
2005,BG,ES36,PUBLIC_SCHOOLS,A:5.45;B:32.31;C:12.46;D:3.22;E:21.84;F:7.94;G:16.78,4.19,36.23,298.11,80122,2.44,87.81,15077,0,9.579,0.6183,TAX_REBATE,13143240407.96,242926360.17,SURVEY_ESTIMATE,2024-07-16
2006,FR,DE323,INDUSTRIAL_LIGHT,A:2.41;B:10.42;C:6.21;D:34.58;E:16.37;F:18.72;G:11.29,1.48,2.86,249.37,87444,47.69,8.62,14107,1,1.974,0.128,PUBLIC_GRANT,12262999005.6,300238623.46,BUILDING_STOCK_OBSERVATORY,2025-02-18
2007,LT,LV54,PUBLIC_HOSPITALS,A:41.50;B:6.86;C:2.82;D:11.42;E:1.92;F:15.18;G:20.30,1.15,21.36,394.49,141360,30.23,86.13,17484,0,17.34,0.4961,GREEN_MORTGAGE,11129201910.96,394835256.96,NATIONAL_EPC_REGISTRY,2025-01-16
2008,SK,CZ685,RESIDENTIAL_SFH,A:0.81;B:36.71;C:11.00;D:12.65;E:24.19;F:12.05;G:2.59,1.48,44.7,213.49,228913,21.69,22.67,8056,0,17.566,0.5498,ESCO_CONTRACT,8161807136.69,340870936.88,EPBD_REPORTING,2024-03-25
2009,HR,IT8,COMMERCIAL_OFFICE,A:21.45;B:1.15;C:7.16;D:39.44;E:8.09;F:3.00;G:19.71,4.33,27.86,345.43,240325,46.25,25.83,6461,0,1.828,0.1502,SOCIAL_HOUSING_FUND,10375771147.06,130011592.34,SURVEY_ESTIMATE,2025-12-08
2010,DE,FR458,RESIDENTIAL_MFH,A:0.49;B:13.58;C:7.12;D:19.09;E:34.62;F:1.70;G:23.40,4.29,3.27,387.74,230205,41.18,7.44,17129,0,11.137,0.4793,ON_BILL_FINANCING,11012923768.42,143584339.81,BUILDING_STOCK_OBSERVATORY,2024-05-28
2011,LU,MT575,COMMERCIAL_RETAIL,A:6.75;B:3.31;C:9.76;D:30.16;E:8.65;F:5.59;G:35.79,1.89,41.75,325.4,215528,32.77,13.17,10502,0,9.524,0.734,EIB_LOAN,9561385651.83,51494741.68,NATIONAL_EPC_REGISTRY,2025-03-13
2012,SI,FR245,PUBLIC_SCHOOLS,A:6.43;B:6.96;C:4.03;D:0.82;E:22.44;F:20.74;G:38.58,4.22,4.17,55.89,292327,43.03,58.26,15898,0,13.427,0.1256,TAX_REBATE,11523399161.19,338993296.17,EPBD_REPORTING,2024-05-12
2013,CY,RO80,INDUSTRIAL_LIGHT,A:1.32;B:18.98;C:8.43;D:5.18;E:29.90;F:23.87;G:12.32,3.91,27.46,239.74,130734,39.36,34.95,13193,0,2.426,0.8237,PUBLIC_GRANT,8039447944.27,65412565.58,SURVEY_ESTIMATE,2024-06-20
2014,GR,FR44,PUBLIC_HOSPITALS,A:31.07;B:0.42;C:30.99;D:10.77;E:3.61;F:12.65;G:10.49,3.28,19.15,366.91,52496,32.98,63.41,2245,1,12.434,0.5557,GREEN_MORTGAGE,4745861058.45,36474633.14,BUILDING_STOCK_OBSERVATORY,2024-07-13
2015,MT,FR9,RESIDENTIAL_SFH,A:46.29;B:6.81;C:4.28;D:0.77;E:24.74;F:12.55;G:4.56,4.46,36.24,346.48,344716,17.76,40.82,5532,1,7.26,0.1352,ESCO_CONTRACT,7430087061.54,13104886.85,NATIONAL_EPC_REGISTRY,2025-06-14
2016,ES,IT990,COMMERCIAL_OFFICE,A:13.45;B:4.16;C:23.05;D:5.87;E:4.89;F:29.90;G:18.67,3.2,44.16,344.47,41254,13.45,82.7,7230,1,5.993,0.5647,SOCIAL_HOUSING_FUND,3548931562.28,96417593.97,EPBD_REPORTING,2024-09-02
2017,CZ,FI871,RESIDENTIAL_MFH,A:3.79;B:2.99;C:22.85;D:15.88;E:10.35;F:29.06;G:15.07,0.87,32.03,222.09,212110,6.45,73.21,15690,1,0.276,0.1086,ON_BILL_FINANCING,8104808217.43,397962896.1,SURVEY_ESTIMATE,2024-08-07
2018,HU,MT38,COMMERCIAL_RETAIL,A:15.24;B:21.25;C:15.58;D:1.73;E:30.66;F:12.75;G:2.79,3.21,31.98,43.98,47126,6.46,18.25,14768,0,3.619,0.6718,EIB_LOAN,19944919674.37,225761597.75,BUILDING_STOCK_OBSERVATORY,2025-05-16
2019,NL,DK886,PUBLIC_SCHOOLS,A:0.86;B:6.92;C:11.32;D:6.21;E:27.81;F:0.75;G:46.13,4.83,18.56,350.47,149202,35.07,77.34,32453,0,4.99,0.5658,TAX_REBATE,159001979.95,307853306.49,NATIONAL_EPC_REGISTRY,2025-07-26
2020,SE,BE534,INDUSTRIAL_LIGHT,A:6.40;B:0.54;C:19.90;D:40.42;E:14.73;F:16.54;G:1.46,0.76,33.92,276.09,693236,21.4,13.33,6674,1,6.6,0.2456,PUBLIC_GRANT,12432116924.23,459931856.58,EPBD_REPORTING,2024-05-13
2021,DK,BG60,PUBLIC_HOSPITALS,A:8.95;B:19.56;C:15.96;D:1.68;E:31.30;F:12.21;G:10.35,5.31,18.93,154.57,197988,38.63,8.77,20653,0,12.544,0.5438,GREEN_MORTGAGE,12956635447.03,1604740284.66,SURVEY_ESTIMATE,2025-05-12
2022,IE,MT119,RESIDENTIAL_SFH,A:12.21;B:8.34;C:10.48;D:16.02;E:18.33;F:16.23;G:18.39,2.88,10.41,262.66,514333,50.38,32.33,5620,1,11.123,0.2078,ESCO_CONTRACT,7502122578.83,803801789.13,BUILDING_STOCK_OBSERVATORY,2024-03-09
2023,PL,IT381,COMMERCIAL_OFFICE,A:0.70;B:0.72;C:3.52;D:31.22;E:10.70;F:37.29;G:15.85,4.28,25.4,405.8,727365,42.64,31.91,17727,1,7.242,0.5788,SOCIAL_HOUSING_FUND,7473516330.08,210781073.9,NATIONAL_EPC_REGISTRY,2026-01-31
2024,AT,SI265,RESIDENTIAL_MFH,A:19.99;B:9.08;C:11.81;D:22.73;E:4.43;F:24.95;G:7.02,4.01,25.65,104.19,467646,9.64,83.9,868,1,11.62,0.4128,ON_BILL_FINANCING,22496770789.04,801283603.15,EPBD_REPORTING,2024-03-11
2025,EE,BE988,COMMERCIAL_RETAIL,A:43.47;B:5.96;C:17.49;D:0.21;E:16.39;F:5.22;G:11.27,5.06,16.44,233.49,81961,13.75,76.68,2818,0,17.319,0.1402,EIB_LOAN,7861464635.33,949554248.07,SURVEY_ESTIMATE,2024-06-17
2004,IT,DK327,PUBLIC_SCHOOLS,A:38.79;B:18.72;C:6.98;D:16.68;E:11.26;F:3.04;G:4.54,2.73,30.17,350.2,276897,12.94,7.84,34990,1,1.648,0.1274,TAX_REBATE,20096221519.49,190490262.84,BUILDING_STOCK_OBSERVATORY,2025-05-28
2005,PT,ES268,INDUSTRIAL_LIGHT,A:9.22;B:30.75;C:9.73;D:27.05;E:1.77;F:15.01;G:6.46,1.87,6.2,202.78,32326,35.56,66.0,4907,0,6.039,0.1447,PUBLIC_GRANT,14682863797.76,482576036.73,NATIONAL_EPC_REGISTRY,2024-05-24
2006,BE,ES8,PUBLIC_HOSPITALS,A:19.32;B:12.87;C:20.88;D:6.26;E:24.93;F:12.56;G:3.18,2.36,6.27,168.41,335025,54.79,12.25,30046,0,13.817,0.1061,GREEN_MORTGAGE,13199917822.94,126500554.74,EPBD_REPORTING,2025-08-04
2007,FI,LT899,RESIDENTIAL_SFH,A:14.54;B:0.09;C:13.49;D:13.08;E:19.48;F:28.25;G:11.07,2.38,22.79,334.3,228174,53.51,24.55,9385,0,7.121,0.6033,ESCO_CONTRACT,1812777327.3,287422313.78,SURVEY_ESTIMATE,2026-02-19
2008,LV,SK928,COMMERCIAL_OFFICE,A:5.82;B:16.73;C:59.16;D:4.34;E:4.19;F:3.34;G:6.41,3.21,10.36,125.82,132099,24.0,88.27,6430,1,1.557,0.6297,SOCIAL_HOUSING_FUND,12838736482.29,165913440.67,BUILDING_STOCK_OBSERVATORY,2025-01-13
2009,RO,FR18,RESIDENTIAL_MFH,A:3.14;B:10.90;C:16.32;D:13.97;E:3.69;F:27.26;G:24.73,0.86,8.41,126.26,305474,21.32,76.94,13645,0,16.898,0.6809,ON_BILL_FINANCING,21382284278.4,260122287.13,NATIONAL_EPC_REGISTRY,2024-06-02
2010,BG,HU547,COMMERCIAL_RETAIL,A:40.01;B:9.08;C:12.01;D:2.55;E:12.57;F:4.85;G:18.93,1.0,4.11,362.15,77615,46.2,53.05,2327,0,2.492,0.3243,EIB_LOAN,5646083085.13,119394757.94,EPBD_REPORTING,2025-06-13
2011,FR,MT695,PUBLIC_SCHOOLS,A:1.34;B:15.33;C:5.13;D:32.39;E:17.07;F:11.76;G:16.98,1.72,34.28,344.86,321152,34.07,46.7,17455,1,2.145,0.2985,TAX_REBATE,8593281760.21,259113428.57,SURVEY_ESTIMATE,2024-11-16
2012,LT,HR460,INDUSTRIAL_LIGHT,A:13.74;B:21.08;C:24.53;D:5.51;E:3.04;F:19.91;G:12.19,1.39,6.97,415.74,208887,43.51,24.19,11712,0,15.789,0.4998,PUBLIC_GRANT,12502669605.06,389135437.52,BUILDING_STOCK_OBSERVATORY,2025-02-22
2013,SK,LV87,PUBLIC_HOSPITALS,A:19.97;B:1.75;C:34.54;D:18.71;E:5.63;F:9.99;G:9.42,3.68,12.2,148.54,281675,40.04,11.87,14949,0,5.209,0.8389,GREEN_MORTGAGE,3374245135.48,25495471.02,NATIONAL_EPC_REGISTRY,2024-09-01
2014,HR,LT58,RESIDENTIAL_SFH,A:45.94;B:13.61;C:0.06;D:17.22;E:7.66;F:5.79;G:9.71,5.4,38.9,48.15,90663,39.14,17.72,2498,1,4.053,0.218,ESCO_CONTRACT,7495126539.28,89239308.76,EPBD_REPORTING,2024-10-18
2015,DE,NL30,COMMERCIAL_OFFICE,A:12.34;B:15.67;C:23.32;D:32.76;E:3.16;F:2.51;G:10.25,3.09,29.0,365.08,272705,32.52,62.22,15441,0,11.017,0.8341,SOCIAL_HOUSING_FUND,13605101493.63,32197349.78,SURVEY_ESTIMATE,2025-03-31
2016,LU,HU234,RESIDENTIAL_MFH,A:5.60;B:17.59;C:6.26;D:31.83;E:5.51;F:21.74;G:11.47,3.04,32.11,344.64,54518,0.53,79.99,5031,0,4.293,0.4913,ON_BILL_FINANCING,11214515494.29,96875035.23,BUILDING_STOCK_OBSERVATORY,2024-07-03
2017,SI,GR72,COMMERCIAL_RETAIL,A:36.49;B:24.21;C:0.01;D:10.72;E:1.55;F:2.59;G:24.43,2.11,40.55,97.86,260057,52.68,77.19,10519,0,9.936,0.6929,EIB_LOAN,4917942681.6,219233544.92,NATIONAL_EPC_REGISTRY,2025-03-14
2018,CY,LU47,PUBLIC_SCHOOLS,A:8.58;B:9.45;C:8.70;D:0.89;E:56.92;F:0.58;G:14.88,4.97,36.8,352.25,151884,52.02,42.58,3612,0,17.555,0.2659,TAX_REBATE,13064221947.31,274466639.06,EPBD_REPORTING,2025-01-11
2019,GR,BG603,INDUSTRIAL_LIGHT,A:17.41;B:6.84;C:0.80;D:38.00;E:14.65;F:7.28;G:15.04,3.88,10.18,271.79,89958,48.75,22.76,12943,0,6.947,0.8362,PUBLIC_GRANT,22471188275.48,99344422.57,SURVEY_ESTIMATE,2025-09-18
2020,MT,DE686,PUBLIC_HOSPITALS,A:26.87;B:15.30;C:13.06;D:1.07;E:19.25;F:12.91;G:11.53,5.34,23.46,379.25,242325,49.54,31.59,41044,1,8.188,0.367,GREEN_MORTGAGE,9661929245.93,128337012.44,BUILDING_STOCK_OBSERVATORY,2024-02-28
2021,ES,PL807,RESIDENTIAL_SFH,A:3.43;B:32.01;C:9.70;D:18.38;E:9.09;F:3.56;G:23.83,5.49,6.23,175.3,112238,46.56,56.35,1581,0,11.405,0.2037,ESCO_CONTRACT,1870978255.6,472737489.08,NATIONAL_EPC_REGISTRY,2024-04-03
2022,CZ,IE652,COMMERCIAL_OFFICE,A:3.32;B:31.21;C:22.78;D:11.28;E:13.48;F:7.68;G:10.25,2.69,14.35,51.82,29282,22.22,15.74,5700,1,1.32,0.2328,SOCIAL_HOUSING_FUND,4985273432.72,1018256232.46,EPBD_REPORTING,2024-09-19
2023,HU,BE4,RESIDENTIAL_MFH,A:2.64;B:43.44;C:18.16;D:2.74;E:15.87;F:7.55;G:9.60,3.04,27.33,411.31,342527,36.07,64.0,6260,0,0.202,0.4603,ON_BILL_FINANCING,21333582350.41,239324187.57,SURVEY_ESTIMATE,2024-08-29
2024,NL,FI15,COMMERCIAL_RETAIL,A:30.63;B:11.39;C:1.50;D:38.36;E:11.06;F:5.68;G:1.38,2.32,3.2,303.55,33695,29.88,37.28,18607,1,16.901,0.1417,EIB_LOAN,15712871640.39,58666257.83,BUILDING_STOCK_OBSERVATORY,2024-11-17
2025,SE,SI837,PUBLIC_SCHOOLS,A:8.92;B:38.61;C:2.74;D:0.94;E:8.12;F:20.96;G:19.72,1.34,14.76,174.17,509950,32.47,50.91,7864,1,16.837,0.4597,TAX_REBATE,8019429989.03,650991426.19,NATIONAL_EPC_REGISTRY,2024-05-04
2004,DK,LT288,INDUSTRIAL_LIGHT,A:0.82;B:41.36;C:0.02;D:13.35;E:19.80;F:24.05;G:0.60,0.81,24.37,314.67,74296,16.57,46.77,17265,0,14.198,0.3896,PUBLIC_GRANT,8102193354.24,124198778.03,EPBD_REPORTING,2024-04-20
2005,IE,EE98,PUBLIC_HOSPITALS,A:10.18;B:3.84;C:3.59;D:25.28;E:1.82;F:32.71;G:22.57,5.29,29.74,258.97,341068,53.07,90.69,40162,0,13.336,0.1042,GREEN_MORTGAGE,2984073531.71,338484357.89,SURVEY_ESTIMATE,2024-07-18
2006,PL,BG17,RESIDENTIAL_SFH,A:13.50;B:3.61;C:10.99;D:3.63;E:28.30;F:32.41;G:7.57,1.2,24.75,360.18,20904,54.33,63.01,17784,0,4.801,0.544,ESCO_CONTRACT,4353825931.7,11860452.34,BUILDING_STOCK_OBSERVATORY,2024-12-04
2007,AT,HU515,COMMERCIAL_OFFICE,A:0.73;B:4.07;C:4.26;D:0.27;E:3.84;F:40.40;G:46.43,0.64,6.59,60.62,126053,1.42,52.64,7743,0,14.831,0.1559,SOCIAL_HOUSING_FUND,14793097947.83,311274133.46,NATIONAL_EPC_REGISTRY,2024-08-01
2008,EE,EE986,RESIDENTIAL_MFH,A:2.65;B:12.87;C:7.44;D:2.14;E:6.98;F:19.99;G:47.94,4.62,41.48,51.69,160378,31.61,31.23,12179,0,17.166,0.3926,ON_BILL_FINANCING,15486319491.67,191335839.53,EPBD_REPORTING,2024-12-19
