house_change_analysis_period_start,house_change_analysis_period_end,house_change_ward_lgd_code,house_change_median_rent_change_pct,house_change_median_value_change_pct,house_change_income_change_pct,house_change_education_ba_share_change,house_change_racial_composition_shift_index,house_change_business_turnover_rate,house_change_new_building_permits_rate,house_change_short_term_rental_density,house_change_property_tax_increase_pct,house_change_cost_burden_change_pct,house_change_eviction_rate_change,house_change_foreclosure_rate_change,house_change_transit_access_change_score,house_change_amenity_openings_count,house_change_anti_displacement_policy_flag,house_change_vulnerability_score,house_change_gentrification_stage_code
2023-01-26,2023-08-25,LGD-W-3335262,5.42,33.12,-16.68,-6.15,48.31,31.27,30.49,9.779,50.01,33.27,2.729,4.742,4.35,106,N,98.97,Accelerating
2021-06-13,2022-12-08,LGD-W-5413398,29.18,47.72,37.34,-3.16,60.98,38.9,34.49,8.619,17.03,34.88,-0.797,3.881,11.9,36,Y,0.04,Emerging
2018-10-12,2020-01-22,LGD-W-6093842,18.81,-20.52,42.28,16.87,31.32,47.3,44.72,19.564,19.25,16.65,-0.948,2.792,-16.47,48,N,45.71,Stabilizing
2018-12-20,2020-08-22,LGD-W-2231996,3.74,52.91,18.39,27.25,98.7,33.12,15.18,7.95,5.31,2.0,-0.755,6.606,34.68,139,N,51.66,EarlySignals
2023-09-23,2024-11-18,LGD-W-4186983,27.5,-24.75,2.99,21.44,90.56,15.43,4.71,4.235,37.71,29.1,-1.213,0.359,-27.25,97,N,1.72,AtRisk
2022-04-11,2023-11-12,LGD-W-4116181,33.32,-11.89,43.46,19.49,62.03,59.16,26.95,20.417,4.91,25.53,0.309,3.01,9.47,66,Y,45.69,Accelerating
2023-09-17,2025-08-12,LGD-W-9776703,17.14,81.0,9.62,-1.28,33.43,46.97,5.14,0.264,1.85,6.8,5.169,3.319,-14.67,113,Y,7.93,AtRisk
2023-02-03,2023-10-23,LGD-W-4536102,54.19,56.86,21.99,19.65,97.32,58.89,10.8,1.091,25.14,-6.97,-1.083,3.622,-7.09,41,N,79.92,LateStage
2019-07-21,2020-08-02,LGD-W-3598823,-20.74,-13.14,36.63,12.57,99.9,30.47,5.15,10.162,45.94,13.46,-2.075,-1.963,12.99,76,N,53.96,LateStage
2018-11-25,2019-06-29,LGD-W-7927089,39.95,50.46,-9.1,5.8,69.92,38.7,31.62,13.735,31.08,-10.05,-4.179,-2.511,9.32,147,Y,69.55,AtRisk
2024-10-01,2025-09-23,LGD-W-3998977,13.18,78.14,43.14,23.26,35.12,10.45,0.65,20.613,39.93,-4.27,1.488,3.636,1.7,99,Y,38.7,Emerging
2023-04-07,2023-07-08,LGD-W-4015864,37.36,42.41,21.29,25.82,31.24,0.91,32.53,11.193,43.68,13.37,-0.829,-2.69,-34.82,4,N,3.18,EarlySignals
2021-02-06,2021-11-25,LGD-W-9088044,-22.84,38.69,4.51,20.51,58.72,58.76,1.2,21.63,-1.65,22.48,9.892,-1.106,-19.33,105,Y,83.5,LateStage
2021-02-17,2022-08-02,LGD-W-8048242,11.15,51.68,-14.29,-3.34,2.02,28.12,5.45,21.784,57.31,16.47,1.44,-2.294,17.31,49,Y,7.21,LateStage
2021-12-20,2023-09-14,LGD-W-5489832,18.79,61.6,-10.11,-9.17,97.19,41.55,36.49,20.354,4.35,-1.14,-2.44,1.619,26.48,24,N,21.15,Stabilizing
2023-09-21,2024-09-04,LGD-W-1983061,-1.5,0.0,36.1,-8.55,67.22,0.49,32.46,8.54,34.56,6.9,4.129,3.032,27.01,203,N,31.0,AtRisk
2018-06-26,2018-10-29,LGD-W-7813240,28.8,50.25,37.22,-10.79,84.84,21.81,20.0,12.884,24.14,6.58,-3.371,-0.025,5.88,94,N,19.21,Stabilizing
2019-03-27,2020-06-25,LGD-W-2860906,40.37,53.33,-11.91,10.6,72.15,37.64,21.19,9.649,62.9,0.7,7.313,5.437,-16.14,145,N,37.52,Stabilizing
2022-08-18,2023-07-01,LGD-W-9624555,13.27,-24.45,6.39,-5.08,74.28,21.12,22.99,17.323,3.64,-7.29,11.289,6.513,28.13,32,N,21.95,Accelerating
2019-06-22,2020-03-17,LGD-W-4664592,29.47,40.87,-14.42,3.81,97.81,45.62,31.68,7.1,5.42,14.85,0.549,-0.925,-10.63,47,N,7.37,EarlySignals
2020-09-10,2021-11-26,LGD-W-2542456,33.6,55.06,34.57,-11.31,62.96,58.79,11.7,14.789,53.46,22.61,-0.339,4.431,32.29,65,Y,72.27,AtRisk
2022-01-26,2022-06-24,LGD-W-5872266,15.44,-23.58,3.11,24.71,30.08,31.86,10.87,1.346,32.24,22.38,8.483,5.553,9.14,71,N,76.85,Emerging
2019-06-23,2019-12-09,LGD-W-6528856,15.01,83.64,39.85,9.0,94.71,59.06,18.73,15.326,17.87,-7.26,3.292,1.29,6.32,27,N,76.07,EarlySignals
2024-08-16,2024-12-23,LGD-W-5793982,13.46,22.52,13.25,14.28,83.18,30.56,25.39,5.399,29.89,28.17,9.609,0.178,23.93,149,Y,69.47,LateStage
2019-01-16,2020-04-24,LGD-W-3245367,15.96,31.18,-14.77,7.73,23.99,10.35,29.68,8.555,43.41,25.51,-0.682,4.059,-3.39,103,N,57.82,LateStage
2023-08-21,2024-05-21,LGD-W-7598005,-5.43,-15.17,-7.85,12.3,58.98,2.23,5.94,15.539,18.79,15.11,-3.195,0.033,-19.51,150,N,50.12,EarlySignals
2019-08-01,2020-01-13,LGD-W-5372177,-14.86,-10.38,20.32,3.65,44.3,31.12,24.77,1.224,60.14,28.7,-3.53,-1.093,-10.51,216,Y,91.72,AtRisk
2020-11-18,2022-06-19,LGD-W-9791144,38.47,-10.75,10.9,24.93,1.78,27.2,40.95,4.366,36.55,-9.66,8.135,-2.275,-7.03,26,Y,22.89,EarlySignals
2018-02-24,2019-02-02,LGD-W-8618205,37.59,48.06,22.0,14.25,73.09,24.58,22.39,2.228,36.05,-7.59,6.017,-1.584,21.38,49,Y,57.07,LateStage
2020-08-11,2021-01-10,LGD-W-9146617,31.22,6.16,20.23,-8.98,25.31,13.03,16.92,18.893,61.92,-0.04,3.354,0.488,18.87,219,N,69.73,EarlySignals
2024-01-05,2024-04-26,LGD-W-7672443,31.13,44.7,-11.05,21.09,42.47,46.16,12.66,18.59,54.31,-2.03,-0.185,-1.99,-10.29,208,Y,26.39,Accelerating
2019-05-03,2020-04-24,LGD-W-8736273,35.18,78.59,1.06,-7.37,67.46,23.66,15.55,12.801,1.78,29.17,-1.121,-0.703,-17.62,181,Y,21.92,EarlySignals
2023-06-19,2024-02-06,LGD-W-4888227,12.43,72.72,5.09,12.84,43.67,40.57,18.32,11.818,0.19,12.56,-3.138,-2.434,31.68,175,Y,15.75,EarlySignals
2023-05-19,2023-08-27,LGD-W-2428057,39.63,-5.22,10.73,11.98,3.96,22.62,37.03,13.383,28.81,23.26,-5.998,3.186,-21.03,158,Y,53.53,LateStage
2021-11-29,2023-08-03,LGD-W-1944913,36.87,8.5,15.28,23.9,89.29,39.27,2.79,15.27,19.7,24.64,-1.209,6.727,14.41,103,Y,44.12,Emerging
2023-06-23,2024-03-02,LGD-W-2173667,10.94,76.42,43.39,-11.68,59.71,35.34,20.32,9.178,56.51,-1.35,7.113,0.132,31.46,105,N,26.17,AtRisk
2024-11-29,2025-04-14,LGD-W-5792982,-18.65,-0.76,6.98,10.61,62.18,23.83,21.54,12.9,-1.05,13.79,-0.873,2.073,-15.77,136,Y,77.08,Stabilizing
2022-04-29,2023-11-25,LGD-W-9456439,35.75,-27.83,42.86,22.1,21.07,19.08,30.61,12.908,58.36,-0.8,11.745,4.774,-14.56,140,Y,14.31,EarlySignals
2021-12-06,2023-05-16,LGD-W-3548679,41.64,-2.46,36.02,-3.78,70.79,33.19,41.35,10.865,14.13,34.96,-2.608,1.334,-27.51,185,Y,74.32,Accelerating
2022-05-09,2024-01-20,LGD-W-4362739,7.75,48.16,24.64,18.11,90.94,3.76,33.27,18.275,-3.35,18.85,0.268,2.421,9.07,2,Y,75.44,Stabilizing
2021-01-03,2022-02-25,LGD-W-3637559,-22.47,-16.61,22.79,9.53,74.13,34.62,37.75,15.4,47.83,25.8,1.298,0.647,8.02,81,Y,59.74,EarlySignals
2024-04-04,2025-01-09,LGD-W-4209458,-14.51,-16.77,30.83,-11.9,73.76,31.35,16.03,14.468,43.93,8.62,8.374,4.996,17.26,10,Y,87.33,LateStage
2020-06-21,2022-03-26,LGD-W-1887009,14.17,45.51,30.01,-2.91,35.81,9.24,4.88,6.449,30.56,-7.63,3.635,2.947,-30.34,39,Y,6.21,Emerging
2024-07-13,2025-05-24,LGD-W-1468763,-13.06,28.0,39.79,1.33,39.51,15.01,8.21,21.132,64.46,19.31,4.151,1.439,-23.22,99,N,42.44,LateStage
2020-03-11,2020-11-23,LGD-W-4330353,34.99,59.55,-13.44,-8.97,10.97,9.44,12.74,14.616,33.38,17.02,-1.958,0.059,14.46,102,N,73.84,Emerging
2024-07-10,2025-06-09,LGD-W-3778457,40.93,62.07,44.66,-9.88,62.32,52.31,26.85,0.57,54.48,21.98,10.187,0.608,-8.46,180,Y,34.73,LateStage
2018-08-14,2019-07-04,LGD-W-1428394,10.46,-16.45,-14.03,24.62,46.41,39.03,39.4,18.819,27.68,33.86,-4.547,0.776,-6.86,202,Y,45.97,Stabilizing
2024-11-04,2026-03-06,LGD-W-7052957,51.33,-7.06,1.8,1.06,22.03,4.18,42.93,11.029,15.52,12.01,11.52,0.847,0.97,149,N,56.03,Emerging
2019-12-22,2021-04-21,LGD-W-6312576,32.99,71.23,36.62,-2.68,10.73,24.93,9.04,19.81,8.28,27.49,0.002,6.784,7.68,50,N,28.86,Accelerating
2021-08-21,2023-07-06,LGD-W-8345238,47.59,43.99,20.24,2.32,20.23,32.58,0.39,18.597,50.75,24.5,8.703,0.213,31.68,24,Y,0.77,LateStage
2018-06-15,2020-03-16,LGD-W-2211766,18.25,37.03,2.93,-2.18,66.96,58.0,39.4,6.53,31.47,-11.01,3.525,-2.233,1.0,167,Y,79.99,Accelerating
2019-04-30,2021-01-28,LGD-W-4410830,-8.17,-26.62,38.62,9.12,19.37,33.18,12.06,6.804,8.34,17.03,5.682,-2.369,-27.66,125,N,69.16,Accelerating
2020-07-15,2020-12-16,LGD-W-2652610,37.21,60.65,-17.17,19.81,65.73,16.49,3.39,12.864,43.68,26.19,-1.72,0.394,10.76,132,Y,63.53,AtRisk
2019-01-16,2019-08-22,LGD-W-7343028,-11.66,79.44,-6.2,15.67,18.1,11.57,16.48,10.454,22.92,3.1,-5.544,2.561,-27.54,215,Y,64.78,AtRisk
2022-05-07,2022-12-30,LGD-W-7738047,-8.05,34.32,25.52,27.69,3.42,42.91,12.04,9.278,62.14,23.74,10.892,-1.454,15.24,91,N,27.75,EarlySignals
2021-09-22,2022-09-11,LGD-W-7910324,17.64,39.09,29.94,4.92,67.75,30.76,14.57,8.956,49.44,-13.86,3.12,-1.164,-12.85,134,N,8.15,EarlySignals
2022-02-17,2023-01-03,LGD-W-1529940,5.37,74.83,3.18,-7.48,60.55,21.91,32.74,16.566,63.07,1.91,-0.504,-0.43,12.7,79,Y,46.68,AtRisk
2023-02-20,2023-08-10,LGD-W-3881604,25.69,70.35,25.18,21.43,3.89,30.98,7.55,11.626,6.98,11.99,7.599,3.556,-34.34,83,Y,12.34,Emerging
2022-09-30,2024-04-16,LGD-W-2981649,32.88,63.04,42.54,-2.23,14.61,25.98,39.77,21.424,45.87,7.98,4.137,2.485,4.18,41,Y,65.04,Accelerating
2020-02-08,2021-07-05,LGD-W-2552356,40.22,18.7,28.08,9.78,32.55,33.45,17.91,13.517,17.97,34.29,6.214,2.295,-8.3,81,N,18.99,LateStage
2020-05-30,2022-03-11,LGD-W-3118002,1.46,81.1,-10.99,17.44,85.55,15.02,0.78,12.955,13.9,3.95,4.949,-1.27,-13.37,45,N,3.3,EarlySignals
2024-12-09,2026-05-22,LGD-W-4996800,42.07,42.51,-7.92,-8.88,96.62,32.33,3.52,20.966,34.38,-1.18,-0.842,4.813,11.51,6,N,2.05,LateStage
2020-07-13,2022-04-23,LGD-W-8882826,48.64,63.21,31.48,14.01,5.0,51.25,10.21,12.346,40.76,31.55,-2.5,1.023,-1.96,102,Y,50.48,Stabilizing
2023-05-20,2025-04-25,LGD-W-6161158,0.11,80.59,15.35,-9.12,93.9,59.22,16.44,18.083,58.64,32.0,9.69,0.577,26.86,122,N,74.3,EarlySignals
2018-11-01,2019-02-02,LGD-W-6893356,-18.88,46.77,27.86,-2.29,89.32,35.1,5.39,10.8,36.8,18.07,2.43,-1.382,-27.16,198,N,33.38,AtRisk
2024-10-21,2025-01-20,LGD-W-1192069,19.4,-6.37,6.95,0.5,25.58,35.83,22.98,13.291,-2.55,16.48,2.672,5.86,-30.33,7,N,67.7,Emerging
2018-06-10,2020-04-17,LGD-W-1058872,11.58,83.58,-2.26,-11.68,3.83,9.83,8.71,8.621,2.07,0.95,-1.289,-0.402,3.56,117,N,79.26,Emerging
2023-03-27,2023-10-15,LGD-W-7401205,36.32,29.92,11.49,25.55,56.79,3.43,26.48,9.73,16.47,7.33,8.104,0.976,-16.6,68,Y,89.8,LateStage
2018-01-22,2018-11-28,LGD-W-5197790,21.02,-18.7,-3.28,-8.0,79.79,35.36,34.64,21.771,25.89,24.72,-5.519,-2.432,-2.25,89,Y,19.54,Accelerating
2021-04-22,2022-05-12,LGD-W-2253466,-5.94,38.29,20.04,8.73,64.56,22.89,0.57,2.048,30.44,28.03,-2.025,-2.909,27.88,142,N,5.36,Accelerating
2018-10-30,2020-01-02,LGD-W-9034490,52.65,23.35,39.73,-4.79,57.35,45.28,26.55,10.602,10.76,4.43,2.966,3.118,17.02,188,N,90.61,LateStage
2018-08-06,2020-01-03,LGD-W-1548249,29.93,84.88,25.13,15.53,34.76,9.16,5.45,19.846,15.25,14.5,4.174,-0.592,-19.76,199,Y,61.86,AtRisk
2023-10-07,2024-03-17,LGD-W-3128682,36.21,15.35,25.12,-0.83,46.96,17.91,17.94,9.779,42.53,6.53,5.127,3.747,-26.62,206,N,72.38,EarlySignals
2023-09-01,2024-07-16,LGD-W-6064081,-12.65,-1.15,2.41,13.38,67.06,28.03,31.87,19.289,29.6,-3.08,3.531,1.734,-34.2,154,N,5.49,AtRisk
2020-07-08,2022-02-26,LGD-W-1725541,-2.54,23.23,30.31,-10.84,7.78,3.28,27.53,2.662,63.69,1.09,0.903,6.911,25.01,212,Y,59.16,Stabilizing
2024-11-02,2026-09-08,LGD-W-5945198,-9.41,-14.43,17.93,5.54,35.05,4.74,8.46,9.444,42.91,-11.62,-2.071,5.103,-11.98,219,N,92.24,AtRisk
2022-11-01,2023-08-12,LGD-W-2978998,34.03,83.01,3.27,22.99,57.88,57.14,19.17,4.013,13.45,23.4,0.289,0.028,33.26,143,N,31.21,AtRisk
2021-09-27,2023-04-29,LGD-W-7344861,26.68,72.92,44.32,10.3,12.01,28.91,19.97,7.704,19.54,-3.35,10.049,4.119,23.31,143,N,92.2,Emerging
2018-01-08,2019-05-16,LGD-W-7703362,-9.51,62.97,16.32,23.11,65.13,29.39,38.45,18.263,8.73,19.75,-3.474,4.053,-20.63,110,Y,24.23,AtRisk
2022-07-24,2023-04-22,LGD-W-2660534,20.69,32.45,-14.36,26.32,44.41,59.0,34.92,17.862,19.33,-10.31,10.281,5.657,19.57,26,Y,59.03,LateStage
2023-03-05,2023-10-26,LGD-W-2711459,-12.45,71.48,-13.05,12.89,19.96,25.97,41.34,11.569,60.81,17.3,3.489,-2.085,26.83,115,N,95.33,Accelerating
2022-10-01,2024-05-13,LGD-W-9574727,-12.03,30.45,36.52,-10.28,64.47,35.88,38.24,12.549,-3.21,-5.52,-1.276,2.928,0.43,33,N,69.01,LateStage
2021-04-23,2022-02-07,LGD-W-3569884,51.24,10.29,6.82,-1.64,10.67,18.53,9.38,17.818,33.76,-0.75,5.042,5.653,-27.95,29,Y,35.95,Stabilizing
2023-06-10,2024-02-14,LGD-W-8315830,-23.34,-25.26,14.47,19.62,8.29,41.02,30.78,19.145,12.0,1.13,7.438,3.051,4.17,5,Y,44.85,LateStage
2018-11-01,2019-04-25,LGD-W-9812367,27.94,54.64,20.91,-9.18,93.48,12.85,4.93,13.703,19.9,-13.98,-3.687,3.844,-6.55,208,Y,16.17,EarlySignals
2021-10-13,2022-06-14,LGD-W-5413659,9.09,-26.52,12.72,5.11,82.16,27.73,41.96,3.063,7.59,-12.56,1.617,1.356,-31.51,154,N,79.08,Accelerating
2019-11-23,2020-10-20,LGD-W-4923305,-20.42,27.36,-1.77,-6.35,52.1,55.53,14.99,7.074,31.03,24.85,0.562,4.72,33.5,124,N,27.44,EarlySignals
2018-06-22,2019-12-05,LGD-W-2605241,-23.82,39.53,27.38,24.79,3.66,12.21,35.14,2.992,-3.81,-1.62,1.502,-1.006,-27.91,168,N,88.68,Stabilizing
2018-09-21,2019-04-09,LGD-W-3396768,9.39,13.77,44.71,13.09,33.74,7.03,43.25,12.28,35.04,34.0,-0.039,1.433,-22.4,135,Y,83.16,LateStage
2023-11-27,2024-09-01,LGD-W-1010228,6.26,17.67,34.5,0.27,99.48,46.07,39.29,6.455,-2.98,18.14,3.889,3.106,-6.67,81,N,95.8,Stabilizing
2023-12-27,2025-07-17,LGD-W-8868634,-8.63,40.26,24.6,10.49,53.99,10.69,10.9,1.591,20.73,-4.8,-3.34,6.18,3.41,4,N,95.14,Emerging
2023-02-17,2024-01-26,LGD-W-4687827,-13.28,33.93,35.37,-4.16,51.14,27.06,1.05,12.634,-1.93,-1.25,4.117,-2.917,0.82,189,Y,31.95,Emerging
2021-06-09,2023-04-15,LGD-W-9869825,-13.68,46.93,13.07,2.66,38.99,5.26,37.5,13.883,49.58,13.81,8.925,3.835,-26.73,98,N,81.21,Stabilizing
2024-05-03,2024-10-11,LGD-W-2969842,-24.36,69.88,13.2,25.64,32.7,31.56,5.3,5.092,57.81,-13.59,-0.198,5.317,-19.9,215,N,46.24,LateStage
2024-03-16,2024-07-28,LGD-W-6997173,-3.45,21.85,35.12,4.38,24.02,6.97,43.69,3.645,3.48,20.94,9.107,5.59,-15.41,103,N,3.68,Accelerating
2020-06-26,2022-04-16,LGD-W-3858948,-11.71,21.74,26.07,24.53,67.52,9.75,7.99,10.754,59.97,28.1,10.685,5.236,21.02,142,Y,5.57,Stabilizing
2022-12-27,2024-06-21,LGD-W-7633340,8.28,21.2,44.93,19.77,22.07,41.32,0.56,4.024,34.21,6.56,9.562,-0.904,3.44,70,N,87.33,Stabilizing
2020-11-24,2022-08-12,LGD-W-4019272,-23.08,-3.56,24.14,-1.67,55.41,33.17,16.85,7.539,43.35,27.26,7.904,0.507,-15.28,150,Y,74.1,AtRisk
2021-11-07,2022-08-06,LGD-W-2284926,21.87,73.49,-8.37,-8.93,23.09,46.89,3.29,7.797,17.72,2.71,9.95,5.823,27.67,154,Y,98.12,AtRisk
2018-06-21,2019-07-12,LGD-W-6120229,23.35,10.64,43.62,-1.59,37.49,43.43,36.98,16.913,6.48,-6.33,8.323,-2.727,-25.52,40,Y,89.2,AtRisk
2021-03-01,2023-01-18,LGD-W-4922172,12.2,43.22,-11.08,-5.42,25.33,21.07,26.66,8.524,-4.43,16.9,10.909,-1.078,33.87,121,N,52.13,AtRisk
2023-08-13,2024-04-30,LGD-W-3725440,18.21,24.35,39.64,9.6,72.1,24.43,36.4,16.072,7.27,0.46,10.637,3.021,27.39,52,Y,69.26,AtRisk
2021-06-19,2022-11-16,LGD-W-1417473,46.09,56.84,-13.23,0.71,11.96,43.46,6.0,9.224,3.4,31.16,3.653,-1.758,22.98,23,N,79.76,Stabilizing
2024-04-30,2025-10-27,LGD-W-8707236,-5.01,72.07,5.32,11.77,40.63,10.8,35.24,0.113,9.71,20.15,3.832,2.087,-2.15,22,N,76.51,LateStage
2024-11-24,2026-07-16,LGD-W-8158201,-10.39,37.34,38.24,-5.73,79.57,13.74,37.5,3.34,32.02,25.53,-2.203,-0.47,-24.36,128,Y,31.31,LateStage
2022-07-13,2023-12-20,LGD-W-3204198,22.41,-11.96,7.28,7.01,58.63,50.64,26.84,11.877,43.42,9.56,8.916,1.78,-8.63,205,Y,46.94,Stabilizing
2020-09-22,2022-06-05,LGD-W-5036278,23.69,18.86,-3.73,23.28,95.91,23.41,33.45,11.228,-1.82,31.98,-1.345,-2.554,15.18,186,N,53.52,AtRisk
2024-02-25,2024-08-25,LGD-W-8319143,-1.53,26.2,22.32,0.65,72.62,22.95,36.92,3.142,28.66,16.43,7.279,2.221,8.64,143,N,84.45,AtRisk
2019-09-30,2020-05-22,LGD-W-4304069,42.4,5.85,28.68,13.44,69.45,46.29,39.93,13.019,20.89,30.42,4.563,-1.533,10.75,209,N,77.16,LateStage
2022-08-25,2023-04-19,LGD-W-5565036,-11.03,17.64,42.95,-8.71,68.71,50.94,27.52,18.333,60.68,12.02,4.619,5.011,-2.29,122,N,29.87,AtRisk
2018-03-23,2018-10-22,LGD-W-2762429,5.49,67.76,9.46,9.18,26.06,44.66,1.1,6.566,25.63,27.9,8.624,2.855,-31.26,166,N,92.25,LateStage
2022-03-24,2023-01-10,LGD-W-6133792,-1.29,-16.91,25.47,17.15,0.71,31.03,19.02,12.724,-2.08,29.11,3.492,-0.99,-1.19,87,N,54.86,Emerging
2020-09-13,2021-05-09,LGD-W-5539369,-19.16,-0.49,16.58,-9.42,31.92,34.26,22.67,20.558,-0.94,-7.33,6.379,2.367,-13.99,179,N,91.76,EarlySignals
2018-07-01,2019-11-23,LGD-W-8975707,15.51,51.88,31.39,-8.67,95.47,56.31,24.55,5.276,17.88,30.52,-4.449,3.553,-22.75,129,Y,95.42,AtRisk
2024-11-30,2026-09-30,LGD-W-4569328,21.96,-14.65,-4.37,2.67,4.83,5.67,34.86,13.677,56.51,16.22,9.008,-0.272,3.81,92,Y,49.2,EarlySignals
2019-11-22,2021-06-25,LGD-W-7151708,54.39,-14.9,-15.15,-10.47,74.24,52.77,30.05,0.702,-3.82,32.62,-4.698,-0.336,16.44,139,N,88.39,Stabilizing
2022-02-10,2022-07-07,LGD-W-9603771,-24.02,9.92,41.59,18.35,13.89,8.57,14.36,13.045,18.51,5.44,-2.762,-1.458,-4.63,102,Y,37.97,Emerging
2022-11-06,2023-10-21,LGD-W-2272618,44.17,75.21,31.08,15.64,95.33,10.15,4.69,20.23,57.93,-13.69,-2.121,1.338,-3.1,119,N,22.69,EarlySignals
2023-01-02,2024-05-30,LGD-W-4416337,16.33,82.79,27.5,26.93,99.94,11.85,38.33,13.139,44.98,30.79,1.953,1.857,-8.09,199,Y,21.4,Stabilizing
2019-05-06,2021-01-12,LGD-W-1674243,3.85,32.6,1.47,25.08,46.36,44.01,33.13,17.019,-4.69,1.05,8.939,0.021,22.5,112,N,89.01,LateStage
2023-06-08,2025-03-18,LGD-W-6736277,47.46,64.92,12.39,24.21,79.57,40.42,6.08,10.221,55.33,22.05,11.113,-2.461,15.32,159,Y,45.04,Emerging
2024-12-29,2025-06-03,LGD-W-1239442,-12.15,65.07,-13.42,3.51,45.15,9.79,10.89,6.17,-2.5,12.98,2.519,0.884,-9.9,205,Y,34.79,Stabilizing
2022-03-01,2022-12-07,LGD-W-5696604,23.31,9.59,-5.67,21.64,52.06,18.77,26.95,19.339,26.09,4.21,7.655,0.464,-30.66,137,Y,43.3,Stabilizing
2024-03-25,2026-01-12,LGD-W-8652340,49.69,66.67,20.32,10.56,44.1,38.97,19.94,12.455,-1.82,23.97,-2.557,1.528,34.39,170,Y,87.37,LateStage
2024-03-26,2026-01-08,LGD-W-5796681,45.3,-20.48,22.74,16.29,85.7,43.05,5.89,8.98,32.81,32.53,9.639,4.977,24.16,14,N,42.28,Stabilizing
2024-04-18,2024-09-11,LGD-W-6975968,-22.17,-8.58,-1.21,-6.5,40.8,38.87,43.64,1.575,40.44,8.44,8.441,-1.96,21.55,28,Y,65.97,EarlySignals
2020-08-19,2020-12-31,LGD-W-6397137,52.73,57.54,29.71,5.12,47.93,44.01,38.37,12.356,23.13,-0.35,-4.539,1.117,27.0,1,Y,96.56,AtRisk
2020-10-01,2021-11-25,LGD-W-8086833,38.74,62.07,-8.82,-5.15,90.66,36.04,2.46,19.706,25.22,-7.07,3.805,5.679,-29.06,171,N,18.48,Emerging
2019-03-10,2020-01-23,LGD-W-5534795,32.03,22.0,15.36,17.74,66.35,22.67,33.88,16.972,23.03,11.18,1.249,1.838,10.48,66,N,46.76,EarlySignals
2022-06-19,2023-05-07,LGD-W-1673393,30.17,40.86,-9.67,-7.29,78.84,53.12,31.32,2.987,59.49,19.65,10.671,4.153,-13.7,180,N,71.7,Emerging
2024-03-28,2024-08-12,LGD-W-2350629,41.57,66.08,21.41,16.45,61.13,10.49,36.19,19.278,11.43,-7.12,8.648,1.907,30.77,151,Y,77.2,LateStage
2023-09-18,2025-09-07,LGD-W-7645074,46.0,20.56,-14.43,13.78,96.76,41.29,5.57,2.868,41.58,-8.62,11.96,-1.153,7.57,49,Y,28.73,EarlySignals
2020-09-05,2021-11-07,LGD-W-9027624,43.79,25.02,10.77,21.53,67.61,53.47,7.65,6.419,16.43,4.29,1.535,1.206,-22.4,17,Y,70.97,EarlySignals
2024-10-23,2025-10-25,LGD-W-8848427,11.95,14.84,17.56,7.16,55.67,28.65,15.46,18.19,1.09,-13.56,11.76,-0.764,30.82,215,N,11.97,AtRisk
2024-10-19,2025-01-24,LGD-W-8741601,15.08,-9.13,10.97,-8.39,67.74,26.17,34.96,2.702,26.17,16.28,-4.022,5.189,13.66,191,Y,36.84,Emerging
2022-10-27,2024-05-21,LGD-W-2577375,34.54,65.34,24.41,-8.75,11.94,0.17,16.43,4.793,62.47,5.72,6.389,5.844,-14.53,197,Y,32.55,LateStage
2023-06-06,2023-12-11,LGD-W-7270350,-17.53,22.89,11.67,8.37,98.05,57.27,26.83,1.497,49.59,3.56,-4.575,1.012,-15.79,44,N,89.11,Stabilizing
2020-03-03,2021-07-02,LGD-W-3969559,-19.55,-16.52,-5.56,16.91,88.37,6.32,9.09,11.482,38.34,28.26,-0.342,-2.015,-21.07,64,Y,0.62,EarlySignals
2020-02-19,2021-09-10,LGD-W-4732863,30.79,23.46,42.13,6.68,93.48,48.06,27.88,2.112,43.46,14.2,6.521,-0.189,-6.18,216,Y,18.03,Accelerating
2019-12-26,2020-11-03,LGD-W-7141882,37.62,76.12,-16.27,12.73,4.86,51.36,1.04,21.608,27.65,-13.17,-3.151,4.887,-25.9,27,Y,34.14,Stabilizing
2020-06-08,2022-02-12,LGD-W-3511534,18.17,63.01,1.92,-3.68,7.49,8.72,43.17,21.763,30.32,29.16,-5.121,-1.757,-31.43,218,N,26.8,Stabilizing
2018-09-13,2020-04-20,LGD-W-9200811,27.88,38.2,31.83,1.65,25.21,56.03,7.51,16.54,9.52,25.03,6.111,-0.382,32.85,177,N,52.98,Emerging
2024-05-22,2025-09-05,LGD-W-9407018,40.05,11.82,3.22,23.96,18.57,16.62,7.24,19.529,11.05,4.55,4.439,6.69,-29.57,112,Y,77.97,EarlySignals
2024-12-05,2026-05-30,LGD-W-7692364,-7.04,46.92,15.2,-11.63,93.1,18.37,30.03,20.622,58.5,28.91,10.102,-1.295,33.68,11,N,46.25,LateStage
2019-07-20,2020-06-09,LGD-W-3859438,14.44,84.62,-13.04,27.98,90.7,55.15,39.67,17.296,37.6,16.38,6.284,6.916,2.26,82,N,4.73,Stabilizing
2018-08-05,2019-05-15,LGD-W-6224891,40.74,-23.96,-12.98,15.98,27.17,24.89,36.68,14.356,36.4,-4.2,9.441,0.285,15.88,204,N,79.18,Emerging
2023-07-16,2024-07-20,LGD-W-3037192,12.05,2.84,-3.16,19.24,8.52,52.21,27.02,16.804,-3.09,-9.02,-2.288,2.448,1.38,54,N,44.02,Stabilizing
