food_access_assessment_year,food_access_neighborhood_index_id,food_access_grocery_store_distance_miles,food_access_supermarket_density_per_10k,food_access_farmers_market_access_flag,food_access_snap_authorized_retailer_count,food_access_wic_vendor_count,food_access_food_desert_classification,food_access_healthy_food_availability_score,food_access_price_healthy_basket_usd,food_access_fast_food_density_per_10k,food_access_sugary_drink_outlet_density,food_access_school_meal_coverage_rate,food_access_community_garden_count,food_access_public_transit_to_food_score,food_access_diet_related_disease_risk_score,food_access_household_food_insecurity_rate,food_access_nutrition_education_program_flag,food_access_cultural_food_preference_index,food_access_policy_support_score
2010,NBH0000000674,0.363,4.5859,1,750,328,LOW_INCOME_LOW_ACCESS,2.02,262.98,4.1728,23.2148,17.84,108,55.69,2.53,17.8,0,92.18,83.53
2019,NBH0000000675,2.54,7.968,1,2067,1209,RURAL_LOW_ACCESS,40.68,236.3,7.6229,13.3036,58.93,423,40.97,94.55,18.48,0,37.61,47.64
2014,NBH0000000676,21.979,6.8953,0,4039,965,NO_DESERT,47.43,43.55,23.717,0.2647,94.11,106,60.69,67.88,21.3,0,37.38,57.9
2010,NBH0000000677,15.345,8.2895,0,1046,1374,LOW_INCOME_LOW_ACCESS,19.57,199.38,10.7876,17.9828,29.55,68,56.66,88.88,40.22,1,48.46,14.65
2018,NBH0000000678,19.778,6.8733,0,206,793,NO_DESERT,50.59,250.22,10.5984,14.7255,73.05,78,74.42,98.36,41.98,0,5.16,62.97
2019,NBH0000000679,0.291,0.7748,0,388,7,URBAN_LOW_ACCESS,99.33,132.65,5.2449,11.4997,74.27,496,41.83,22.74,38.68,0,0.07,34.16
2012,NBH0000000680,11.122,0.5677,0,891,618,LOW_ACCESS,1.19,247.37,14.9717,17.6066,84.93,238,90.46,40.96,35.51,0,62.4,93.12
2019,NBH0000000681,15.15,6.0416,1,2864,57,NO_DESERT,36.85,310.24,26.0773,8.5603,14.11,363,40.85,39.16,34.7,1,74.78,85.09
2014,NBH0000000682,23.164,4.9392,1,1074,1309,URBAN_LOW_ACCESS,98.61,50.23,18.2134,16.7047,67.22,143,28.67,17.26,6.95,1,8.27,51.14
2008,NBH0000000683,9.382,8.8832,1,2486,741,NO_DESERT,71.15,309.91,21.9517,13.8639,45.68,252,1.67,71.28,39.19,0,96.48,98.3
2013,NBH0000000684,2.972,5.1824,0,269,287,RURAL_LOW_ACCESS,59.79,103.38,2.0124,13.2449,38.52,189,41.1,0.21,25.55,1,12.92,4.72
2018,NBH0000000685,15.125,10.1302,1,982,316,NO_DESERT,33.66,118.7,26.6893,20.2699,55.51,421,56.29,60.8,42.66,0,51.97,2.8
2025,NBH0000000686,12.344,5.4081,0,736,1694,NO_DESERT,54.22,314.95,12.9438,8.993,38.09,315,49.78,81.85,22.03,1,47.93,23.25
2023,NBH0000000687,10.11,4.819,0,1056,1564,URBAN_LOW_ACCESS,15.94,262.32,2.472,2.1917,81.39,439,29.91,34.31,36.91,0,85.27,99.37
2015,NBH0000000688,23.085,3.1509,1,3902,1098,LOW_INCOME_LOW_ACCESS,68.3,193.36,2.0405,13.511,60.45,52,33.97,14.27,10.23,0,6.71,94.6
2009,NBH0000000689,14.409,1.8466,1,2775,666,URBAN_LOW_ACCESS,30.53,68.93,9.5039,13.0578,77.18,133,66.38,83.16,14.5,0,34.91,28.12
2013,NBH0000000690,11.403,7.6952,1,166,1142,URBAN_LOW_ACCESS,67.97,226.83,5.4366,5.2177,54.89,483,39.81,79.21,0.65,0,12.96,40.03
2009,NBH0000000691,23.154,7.1872,0,3536,1475,NO_DESERT,42.46,268.62,28.3527,5.097,80.38,340,39.61,94.09,13.09,1,40.24,22.03
2025,NBH0000000692,11.594,7.3281,0,4185,1620,NO_DESERT,88.59,181.61,6.928,19.8519,90.24,315,65.53,63.42,29.79,0,76.96,64.39
2011,NBH0000000693,2.177,10.55,0,1922,500,LOW_INCOME_LOW_ACCESS,38.14,219.93,10.2831,2.6239,7.92,468,86.72,73.99,28.93,1,84.56,23.22
2021,NBH0000000694,22.3,1.0845,0,1430,1387,LOW_ACCESS,32.34,217.16,20.683,5.0488,60.76,95,64.25,94.73,22.33,0,13.15,31.69
2011,NBH0000000695,20.408,6.8616,0,1614,160,NO_DESERT,41.02,39.52,12.7902,2.8484,62.05,121,86.8,27.22,36.29,1,68.72,57.04
2010,NBH0000000696,16.258,3.5424,0,3018,1525,LOW_ACCESS,75.36,262.35,10.4307,17.0954,19.85,442,73.17,98.83,24.82,0,63.14,23.88
2014,NBH0000000697,8.349,4.1312,1,2462,541,URBAN_LOW_ACCESS,36.39,92.54,8.8896,19.6109,2.26,286,82.4,89.76,20.07,1,79.48,1.39
2014,NBH0000000698,3.792,7.3612,0,1477,1101,LOW_ACCESS,72.62,162.97,21.1317,7.2116,17.23,142,20.24,97.91,41.78,1,4.84,19.27
2017,NBH0000000699,19.006,7.8144,0,1795,1240,URBAN_LOW_ACCESS,41.17,164.44,20.8858,14.2354,81.21,201,4.4,12.11,39.75,0,32.4,5.62
2019,NBH0000000700,19.189,4.7223,0,885,85,NO_DESERT,11.51,347.47,5.1359,8.033,60.62,177,1.52,71.71,38.81,0,86.51,28.48
2020,NBH0000000701,14.408,9.8886,1,2103,128,NO_DESERT,56.25,26.37,7.4912,22.8586,63.38,181,77.69,19.49,25.37,1,90.54,34.52
2010,NBH0000000702,3.807,0.2105,1,974,298,LOW_INCOME_LOW_ACCESS,70.92,116.54,1.25,11.1727,46.16,414,28.54,13.55,18.81,0,93.16,93.0
2024,NBH0000000703,5.002,0.902,1,413,1009,NO_DESERT,16.6,179.36,5.188,8.1676,25.37,383,88.74,65.03,39.16,0,7.4,4.1
2022,NBH0000000704,18.11,9.4456,1,262,338,NO_DESERT,19.46,319.32,28.2645,19.0909,57.68,409,45.0,6.92,8.32,1,92.06,44.37
2013,NBH0000000705,16.024,4.5578,1,4132,999,NO_DESERT,95.36,344.87,22.9631,19.0533,76.17,241,29.41,73.23,28.29,0,86.99,98.89
2025,NBH0000000706,16.092,9.9301,0,3044,1272,LOW_INCOME_LOW_ACCESS,25.69,142.17,17.2135,14.2062,98.58,21,14.82,56.29,33.71,0,34.73,20.44
2023,NBH0000000707,5.313,9.0425,1,2249,1504,LOW_ACCESS,84.56,274.24,5.7251,20.1441,50.32,213,20.27,74.86,31.72,1,82.79,54.31
2020,NBH0000000708,0.16,4.0386,0,2423,283,LOW_ACCESS,44.52,256.82,12.2202,20.7079,33.19,98,64.73,49.12,34.01,1,98.27,10.27
2019,NBH0000000709,2.452,7.2405,0,4409,933,NO_DESERT,76.36,114.1,6.449,8.1588,39.74,342,14.67,79.02,43.19,0,77.94,44.29
2023,NBH0000000710,24.675,9.5421,1,190,1539,LOW_ACCESS,14.15,132.68,3.3531,20.4444,97.34,435,77.93,27.27,30.28,1,28.8,13.15
2012,NBH0000000711,4.472,2.7882,0,3962,1466,NO_DESERT,83.75,167.44,2.0939,4.6984,68.41,288,29.92,62.07,32.51,1,1.1,98.31
2009,NBH0000000712,5.743,10.9509,1,1956,1592,NO_DESERT,20.51,326.65,4.8355,15.6306,11.2,289,79.12,11.75,2.53,1,2.27,70.37
2018,NBH0000000713,12.873,0.9769,1,935,414,NO_DESERT,69.57,67.54,7.9131,2.0946,86.57,113,22.88,19.48,41.96,0,28.47,12.88
2014,NBH0000000714,9.645,8.8073,0,3669,32,LOW_INCOME_LOW_ACCESS,28.81,276.69,16.7033,1.3917,52.29,459,71.24,33.99,32.24,0,83.73,37.53
2022,NBH0000000715,19.465,10.8022,0,4470,1352,LOW_INCOME_LOW_ACCESS,11.71,323.3,9.0272,22.0099,9.52,202,99.56,96.84,43.87,0,27.63,90.07
2015,NBH0000000716,10.919,10.3464,1,3545,930,RURAL_LOW_ACCESS,27.31,343.95,2.408,14.3695,52.41,342,58.86,11.77,2.66,0,94.94,7.12
2025,NBH0000000717,9.008,11.3265,1,1972,128,RURAL_LOW_ACCESS,66.75,341.44,1.4884,7.6426,85.24,340,81.94,37.84,17.93,1,43.42,81.55
2010,NBH0000000718,20.797,5.0026,1,2269,1732,LOW_ACCESS,37.83,318.54,20.4759,17.6706,92.95,464,22.45,90.47,8.39,0,15.09,15.63
2021,NBH0000000719,0.107,4.9845,1,2404,443,NO_DESERT,44.39,112.01,7.0583,10.2421,65.58,425,56.29,63.89,43.64,0,69.17,58.19
2019,NBH0000000720,18.264,0.4511,1,2412,863,NO_DESERT,18.19,28.92,18.8699,21.21,95.97,54,75.3,30.9,34.57,1,88.24,8.42
2009,NBH0000000721,10.833,4.0227,0,4198,1701,NO_DESERT,25.82,247.87,6.5174,3.5862,40.61,135,5.29,8.73,4.57,1,96.39,19.83
2021,NBH0000000722,7.516,10.0149,1,3007,305,URBAN_LOW_ACCESS,57.4,79.91,24.089,0.2954,7.77,58,36.69,31.98,43.08,0,46.52,47.86
2012,NBH0000000723,23.8,2.2852,0,2418,372,NO_DESERT,32.0,346.88,25.6668,20.028,12.91,123,6.1,50.24,14.81,1,98.11,67.25
2025,NBH0000000724,12.151,7.4901,1,64,558,URBAN_LOW_ACCESS,53.15,117.45,13.9316,2.5311,76.68,124,78.91,90.21,8.76,1,84.31,70.68
2022,NBH0000000725,19.007,11.9439,0,1620,418,URBAN_LOW_ACCESS,57.32,217.18,22.355,1.0894,89.01,67,76.49,93.62,16.19,0,42.31,69.92
2022,NBH0000000726,16.164,4.8811,0,1308,1513,LOW_INCOME_LOW_ACCESS,56.35,59.49,22.7091,20.4127,93.31,351,77.41,47.75,36.51,0,83.13,20.26
2011,NBH0000000727,4.565,8.4034,1,4164,1046,NO_DESERT,85.1,282.01,18.1392,10.6639,38.37,224,56.87,24.27,0.99,0,39.98,3.6
2023,NBH0000000728,21.98,2.7412,1,3418,1482,NO_DESERT,99.18,74.2,2.774,8.0296,5.24,105,17.12,30.08,4.72,1,34.07,7.94
2021,NBH0000000729,0.899,1.6797,1,648,766,LOW_INCOME_LOW_ACCESS,59.0,187.33,11.12,16.9966,68.28,105,75.31,43.89,14.24,0,14.11,4.43
2016,NBH0000000730,20.064,2.7778,0,1642,1045,LOW_ACCESS,55.06,110.92,26.0089,16.9184,43.22,165,60.47,66.03,2.26,0,69.46,41.23
2016,NBH0000000731,2.691,6.9356,0,3525,1131,LOW_ACCESS,36.46,116.75,9.0176,12.6262,85.18,461,8.46,35.62,6.42,0,51.18,82.83
2008,NBH0000000732,17.131,1.5493,1,2329,49,NO_DESERT,60.82,339.67,7.9203,18.5681,14.57,477,73.63,4.88,21.33,0,37.05,18.84
2017,NBH0000000733,9.311,6.1873,0,2940,8,URBAN_LOW_ACCESS,60.61,156.93,29.18,1.195,22.62,240,64.07,20.75,29.99,1,40.25,32.05
2014,NBH0000000734,13.926,3.808,0,4321,225,NO_DESERT,8.76,64.57,3.1987,6.754,29.85,285,45.75,19.03,43.11,1,3.33,28.5
2020,NBH0000000735,9.466,5.4212,1,3653,1526,URBAN_LOW_ACCESS,60.24,41.95,0.9467,6.3,93.01,493,69.14,95.17,27.77,0,40.81,79.53
2018,NBH0000000736,19.074,1.8717,0,1956,1531,LOW_ACCESS,0.4,119.94,22.1832,24.0923,7.21,432,65.56,53.6,9.39,0,67.11,74.81
2023,NBH0000000737,14.025,6.0165,0,2522,1306,NO_DESERT,13.53,17.17,1.869,14.8382,0.18,233,51.93,45.3,23.9,1,18.67,95.89
2014,NBH0000000738,23.219,7.0953,1,2972,631,NO_DESERT,60.07,292.59,21.1188,24.7033,99.13,382,10.96,56.69,43.39,0,44.74,44.56
2008,NBH0000000739,1.926,10.2434,0,4118,194,NO_DESERT,82.07,98.66,2.9796,13.1366,27.66,271,69.27,13.64,11.75,0,45.44,22.7
2009,NBH0000000740,8.116,6.4618,1,3879,845,LOW_ACCESS,1.1,321.0,6.8257,1.0055,9.05,89,22.31,19.7,1.75,0,19.35,57.32
2024,NBH0000000741,20.408,9.2935,0,3443,111,LOW_INCOME_LOW_ACCESS,11.23,148.08,15.7881,14.9754,37.57,245,70.61,38.67,43.14,1,45.38,28.35
2009,NBH0000000742,20.359,5.915,1,1075,1276,NO_DESERT,67.81,41.07,20.2611,2.7492,58.84,425,16.63,79.66,18.97,0,72.27,22.09
2018,NBH0000000743,6.702,5.8241,0,2153,1758,RURAL_LOW_ACCESS,4.87,63.0,10.3974,19.5563,27.44,441,13.56,3.0,7.68,1,70.02,57.42
2020,NBH0000000744,19.515,0.2449,1,3679,1097,URBAN_LOW_ACCESS,8.23,106.3,8.4325,24.8931,17.12,309,46.01,1.03,42.74,0,13.78,20.76
2008,NBH0000000745,2.91,10.4757,1,3706,1335,LOW_ACCESS,74.62,107.74,7.6386,8.192,45.88,161,98.29,56.27,35.58,0,94.83,4.79
2009,NBH0000000746,7.113,10.3322,1,3580,1217,NO_DESERT,53.95,266.79,14.2806,0.2444,63.59,37,32.07,85.28,37.02,0,34.96,54.75
2012,NBH0000000747,0.635,2.6416,0,484,880,NO_DESERT,11.82,96.32,5.4455,2.2358,94.91,203,29.83,18.91,0.24,0,87.16,4.34
2016,NBH0000000748,15.377,4.9346,0,2250,162,NO_DESERT,3.05,119.86,14.0707,2.3529,68.64,90,17.71,4.61,32.06,0,63.69,62.65
2013,NBH0000000749,15.786,2.9222,0,2938,1498,LOW_ACCESS,24.23,44.55,11.0868,24.4592,57.64,370,94.08,79.99,21.92,0,22.84,80.16
2020,NBH0000000750,5.317,2.4813,0,2040,742,NO_DESERT,55.18,272.65,14.6074,24.8583,9.91,374,40.31,69.41,18.34,0,62.56,98.67
2016,NBH0000000751,0.384,0.8835,0,2340,1683,LOW_ACCESS,87.95,241.17,23.5149,7.2368,26.65,55,63.37,61.04,5.95,1,70.01,31.46
2024,NBH0000000752,7.555,4.7507,0,1300,735,NO_DESERT,51.93,178.36,3.0432,24.1332,99.86,426,37.89,86.09,41.54,0,8.45,74.17
2013,NBH0000000753,17.928,10.6471,0,1627,1617,LOW_ACCESS,80.33,278.08,7.1691,13.0795,67.78,119,83.18,67.65,24.7,0,94.36,62.22
2013,NBH0000000754,0.792,3.3289,1,696,1701,NO_DESERT,20.73,299.54,29.4345,12.5317,1.56,321,12.82,33.02,33.63,0,21.62,45.93
2021,NBH0000000755,18.127,11.1677,0,1772,25,LOW_ACCESS,26.45,60.25,14.8001,7.4582,42.33,19,17.69,19.99,8.94,0,3.13,20.45
2011,NBH0000000756,10.689,10.0735,1,4220,159,RURAL_LOW_ACCESS,19.58,153.38,23.9482,4.1553,78.78,193,64.27,70.07,18.08,1,63.23,34.51
2018,NBH0000000757,2.409,0.6544,1,2210,1086,LOW_INCOME_LOW_ACCESS,59.9,165.59,15.6447,11.7179,85.98,64,94.3,30.1,7.05,1,41.2,56.26
2014,NBH0000000758,2.572,4.6151,0,3084,416,URBAN_LOW_ACCESS,18.68,319.28,3.8556,19.3564,3.96,454,12.07,10.29,6.8,1,6.45,12.68
2013,NBH0000000759,9.594,11.0538,0,2139,316,LOW_ACCESS,47.29,222.28,5.9401,7.0868,86.04,172,16.49,3.54,2.24,0,66.46,11.03
2013,NBH0000000760,22.893,10.7887,0,1385,328,LOW_INCOME_LOW_ACCESS,4.22,172.72,14.914,9.2391,97.47,250,28.99,5.55,1.86,0,45.99,6.65
2018,NBH0000000761,16.16,7.1737,1,1563,1132,LOW_ACCESS,60.61,231.83,21.2332,1.6285,87.26,348,42.48,39.67,7.44,1,86.45,37.84
2014,NBH0000000762,5.548,7.5787,1,3300,1632,NO_DESERT,29.72,201.01,11.4331,13.5039,27.38,272,54.3,24.09,5.41,0,31.71,1.46
2024,NBH0000000763,12.366,4.9018,1,4366,362,LOW_ACCESS,13.36,69.28,4.9713,24.8957,98.44,162,37.41,40.41,13.9,0,29.57,35.39
2018,NBH0000000764,10.682,11.2903,1,1828,1276,NO_DESERT,55.55,215.39,24.5563,6.2584,48.32,359,79.28,67.27,0.89,1,76.09,87.18
2025,NBH0000000765,18.554,8.4232,0,3154,1207,URBAN_LOW_ACCESS,11.12,73.11,10.3343,14.1339,50.06,310,49.05,85.57,24.39,0,74.27,69.96
2021,NBH0000000766,19.716,0.4586,1,3794,923,NO_DESERT,90.55,29.5,10.1034,11.4115,64.91,273,16.31,12.97,44.08,0,59.64,59.38
2010,NBH0000000767,13.069,5.477,1,3358,708,URBAN_LOW_ACCESS,75.23,59.59,0.1053,23.8506,73.83,53,16.32,43.89,18.85,0,27.68,97.23
2020,NBH0000000768,24.059,6.3407,0,2990,986,LOW_ACCESS,11.11,95.47,9.6724,6.8922,51.73,435,51.73,82.69,21.04,0,55.88,65.62
2009,NBH0000000769,17.067,5.1348,0,3918,65,NO_DESERT,55.62,32.93,4.7517,5.5044,52.61,371,44.12,82.4,41.29,1,82.68,45.83
2014,NBH0000000770,1.897,1.2876,1,1359,1071,NO_DESERT,19.02,68.09,2.932,16.35,40.47,463,1.64,54.46,37.65,1,7.99,99.34
2021,NBH0000000771,23.653,8.5876,0,133,737,URBAN_LOW_ACCESS,27.97,316.41,9.8612,4.7551,1.25,413,66.84,76.07,19.12,0,76.68,47.58
2015,NBH0000000772,19.567,6.821,0,1580,963,LOW_ACCESS,22.08,84.18,21.6717,19.6277,78.78,19,36.24,48.78,26.86,1,86.53,59.54
2008,NBH0000000773,22.249,0.5591,0,1455,853,NO_DESERT,40.14,284.37,3.2023,13.7257,26.51,138,55.54,60.72,4.27,0,6.18,96.1
2022,NBH0000000774,14.975,5.5015,1,2642,1042,RURAL_LOW_ACCESS,38.72,336.14,22.2312,18.9089,3.67,242,84.68,27.53,28.54,1,87.01,41.55
2024,NBH0000000775,15.888,10.7822,0,4168,1578,LOW_INCOME_LOW_ACCESS,32.15,282.76,8.8866,2.7581,92.05,153,43.62,31.8,28.48,1,40.53,2.08
2017,NBH0000000776,12.325,9.1827,0,3699,131,RURAL_LOW_ACCESS,34.68,149.35,2.865,15.763,31.79,446,40.63,82.14,30.72,0,66.3,24.93
2021,NBH0000000777,8.352,4.4628,1,1154,1309,URBAN_LOW_ACCESS,66.27,90.0,25.3662,1.3338,49.6,274,36.15,86.59,10.87,1,78.01,55.68
2013,NBH0000000778,21.048,3.0022,1,2282,136,LOW_ACCESS,86.83,142.0,7.7088,22.8415,62.06,110,21.91,46.09,0.04,0,37.81,92.28
2021,NBH0000000779,7.172,2.386,0,4449,935,NO_DESERT,7.45,176.49,21.7514,12.1449,12.47,276,7.68,41.76,25.26,0,42.95,40.22
2011,NBH0000000780,0.157,3.1345,0,4451,840,LOW_INCOME_LOW_ACCESS,7.6,77.75,26.8252,10.3283,99.07,447,23.52,28.04,35.82,0,53.88,79.04
2018,NBH0000000781,5.678,7.4963,0,2395,1170,NO_DESERT,77.54,160.08,11.4773,8.9064,41.33,462,81.38,46.45,1.49,1,35.82,86.91
2016,NBH0000000782,19.345,6.2668,0,3242,1147,URBAN_LOW_ACCESS,25.02,60.99,11.5594,12.8087,93.39,101,73.77,95.13,10.43,0,3.31,40.71
2015,NBH0000000783,0.779,10.4586,1,3409,1776,NO_DESERT,38.2,297.29,25.2281,13.1892,10.17,5,61.12,81.89,36.5,0,97.6,35.92
2015,NBH0000000784,7.745,11.9623,1,7,1313,URBAN_LOW_ACCESS,28.09,209.48,3.2698,14.2046,12.89,405,37.8,98.18,13.85,1,83.39,84.2
2019,NBH0000000785,4.701,2.7879,0,28,1231,RURAL_LOW_ACCESS,58.51,203.36,13.7746,21.0648,2.72,86,50.33,11.67,38.24,1,64.18,48.28
2013,NBH0000000786,0.06,4.5357,1,1075,1045,LOW_INCOME_LOW_ACCESS,38.86,185.99,16.8814,18.1703,30.96,282,50.08,77.51,34.85,0,15.37,27.82
2018,NBH0000000787,23.747,11.3286,0,2294,1216,LOW_INCOME_LOW_ACCESS,61.43,129.38,25.9411,0.8408,70.56,446,18.1,12.95,7.12,1,98.95,76.62
2023,NBH0000000788,23.757,2.0804,0,2206,308,LOW_INCOME_LOW_ACCESS,2.85,316.09,12.8212,16.7585,28.37,330,67.81,90.64,43.26,1,33.09,51.69
2014,NBH0000000789,14.184,9.3754,0,867,1433,RURAL_LOW_ACCESS,49.75,88.31,25.0314,13.9631,55.85,218,78.93,79.25,2.44,0,4.23,49.96
2025,NBH0000000790,3.602,3.4779,1,2509,1515,NO_DESERT,15.97,298.6,26.2734,24.4158,5.01,92,93.67,10.75,17.63,0,49.75,41.3
2017,NBH0000000791,3.883,8.8769,0,4291,728,URBAN_LOW_ACCESS,3.15,230.41,16.7748,19.4737,3.97,483,82.91,88.16,11.21,0,69.98,19.2
2021,NBH0000000792,11.099,3.5901,0,3103,1748,LOW_ACCESS,94.34,146.24,9.3091,21.4063,58.92,151,94.9,76.17,13.04,0,97.93,3.03
2025,NBH0000000793,1.791,6.4361,0,1109,615,RURAL_LOW_ACCESS,9.35,101.78,23.7765,6.9181,26.21,220,13.12,15.85,15.42,0,12.13,61.26
2011,NBH0000000794,22.971,10.8807,1,2533,1155,LOW_ACCESS,53.05,32.13,8.9448,7.8451,74.54,71,87.56,40.03,34.22,0,1.64,28.06
2017,NBH0000000795,17.894,9.277,0,4396,388,NO_DESERT,9.6,274.35,1.6086,8.2137,5.39,470,57.54,17.17,14.73,0,76.33,85.74
2021,NBH0000000796,23.692,5.5307,0,2305,997,NO_DESERT,48.48,46.46,12.53,19.8004,56.72,24,3.37,32.93,0.74,0,33.38,67.57
2010,NBH0000000797,5.932,9.4822,0,3330,12,NO_DESERT,90.7,26.6,25.612,16.9756,14.5,118,26.98,46.25,8.51,0,4.06,61.33
2024,NBH0000000798,13.217,8.3209,1,522,1200,LOW_ACCESS,88.99,343.1,17.8122,3.279,62.78,35,3.08,82.62,26.09,1,94.87,57.02
2012,NBH0000000799,23.467,4.9095,0,3266,458,URBAN_LOW_ACCESS,96.07,241.34,0.7607,10.1496,22.57,155,97.44,82.47,15.93,1,67.49,34.7
2025,NBH0000000800,10.253,9.8817,1,553,967,NO_DESERT,25.28,104.27,6.6713,0.6462,34.23,221,50.64,95.33,24.31,0,66.25,34.87
2010,NBH0000000801,9.52,4.3789,0,112,404,URBAN_LOW_ACCESS,90.27,241.87,14.2407,15.8654,12.84,176,58.93,9.65,17.17,1,3.07,14.86
2011,NBH0000000802,17.777,9.2801,0,231,1302,NO_DESERT,19.15,131.86,8.219,12.2506,68.24,203,34.31,29.29,40.67,0,30.02,37.52
2013,NBH0000000803,4.611,3.2493,0,704,746,RURAL_LOW_ACCESS,38.36,51.71,10.1598,24.6312,90.84,181,90.22,32.18,3.48,1,40.27,50.99
2018,NBH0000000804,6.253,0.1346,1,3786,716,RURAL_LOW_ACCESS,54.16,209.63,16.582,24.5192,69.31,152,50.65,49.18,18.52,1,53.13,23.15
2021,NBH0000000805,11.064,1.0871,0,293,1363,URBAN_LOW_ACCESS,57.37,88.09,0.0683,14.4302,32.74,241,61.42,89.91,41.22,0,17.47,90.92
2015,NBH0000000806,16.189,10.2378,1,3804,1145,LOW_INCOME_LOW_ACCESS,71.74,119.62,13.019,5.3366,32.29,206,90.85,92.6,38.02,0,5.73,71.08
2014,NBH0000000807,7.408,4.3173,0,3498,436,URBAN_LOW_ACCESS,19.67,276.05,4.139,11.392,45.31,7,95.65,47.18,19.76,1,17.13,82.49
2008,NBH0000000808,13.447,3.0821,0,1780,318,NO_DESERT,46.79,47.7,12.0773,0.6145,4.16,263,15.16,38.89,43.23,1,63.32,92.06
2011,NBH0000000809,7.401,6.49,0,323,1587,URBAN_LOW_ACCESS,65.76,263.78,4.0358,2.3606,50.22,263,67.2,53.39,13.04,0,5.92,23.88
2019,NBH0000000810,20.737,3.5125,1,1590,427,NO_DESERT,85.66,85.6,2.888,6.6057,15.66,33,1.63,68.53,38.41,0,28.48,47.24
2012,NBH0000000811,8.646,3.3511,1,2406,1392,LOW_ACCESS,82.17,210.23,25.5548,11.6165,82.91,319,84.46,47.17,18.44,0,38.72,77.27
2011,NBH0000000812,24.605,4.0785,1,1350,1713,LOW_INCOME_LOW_ACCESS,5.6,172.08,29.5503,10.3452,15.44,468,2.7,99.93,22.38,1,22.48,67.67
2008,NBH0000000813,11.138,9.0817,0,1086,137,LOW_ACCESS,36.04,145.78,20.0612,15.4688,5.92,482,61.04,65.18,44.3,0,45.89,95.61
2020,NBH0000000814,9.553,9.8064,0,857,1688,LOW_INCOME_LOW_ACCESS,79.74,131.93,27.1792,14.3273,39.25,7,25.57,59.8,26.96,1,68.36,7.68
2016,NBH0000000815,2.562,9.5121,0,972,583,RURAL_LOW_ACCESS,98.49,90.4,9.3831,21.9837,25.22,394,14.87,11.08,10.77,0,89.82,60.93
2013,NBH0000000816,7.006,5.2628,1,1913,11,NO_DESERT,46.19,273.21,25.16,19.9643,91.04,142,83.97,64.31,18.05,0,63.13,88.14
2008,NBH0000000817,2.39,3.7727,1,3839,554,LOW_INCOME_LOW_ACCESS,72.74,242.96,5.5996,15.9927,4.38,209,58.98,19.74,41.41,0,61.12,44.63
2018,NBH0000000818,9.306,2.3514,0,4128,1261,NO_DESERT,76.4,196.53,15.6872,7.8914,25.8,73,70.78,79.71,31.29,0,44.8,11.32
2011,NBH0000000819,11.178,8.4221,0,3280,148,LOW_ACCESS,69.05,304.34,22.7269,0.0987,26.69,408,52.7,27.03,2.45,0,14.68,65.13
2010,NBH0000000820,12.004,2.0605,0,3448,1718,LOW_INCOME_LOW_ACCESS,6.04,203.37,12.9494,23.0119,80.07,368,9.81,1.82,3.93,0,74.89,52.61
2025,NBH0000000821,1.786,5.7539,1,646,1770,NO_DESERT,41.29,280.16,14.1162,21.0126,5.19,256,80.74,37.55,10.47,0,62.47,84.37
2017,NBH0000000822,17.051,9.4396,0,2126,290,NO_DESERT,31.91,183.1,2.7368,5.1505,21.62,146,13.02,31.62,39.98,0,43.7,39.81
2010,NBH0000000823,1.987,6.2398,0,1713,1355,URBAN_LOW_ACCESS,4.88,230.08,24.2191,14.9326,64.06,384,66.92,66.94,38.56,1,92.21,96.91
2013,NBH0000000824,5.217,3.0071,0,3205,1475,NO_DESERT,77.32,336.46,1.2889,13.9035,47.41,227,14.72,76.07,17.67,0,23.12,62.68
2010,NBH0000000825,18.092,6.0714,1,770,490,NO_DESERT,29.77,297.01,2.5207,14.2828,17.01,255,61.56,71.87,11.84,0,36.22,24.27
2020,NBH0000000826,21.733,4.5573,1,3243,503,LOW_INCOME_LOW_ACCESS,95.93,287.24,11.4835,11.5623,40.05,405,48.46,26.12,9.64,1,47.28,53.46
2020,NBH0000000827,16.88,4.7725,0,4224,1432,NO_DESERT,42.44,206.6,29.421,7.1928,14.78,423,89.35,8.89,15.48,0,51.78,29.81
2017,NBH0000000828,17.029,7.3494,0,374,873,LOW_ACCESS,10.49,228.98,1.4919,1.8794,51.16,342,45.28,34.9,32.3,0,25.66,78.55
2025,NBH0000000829,7.007,1.3221,1,2341,793,NO_DESERT,92.36,72.68,11.382,14.9584,52.95,312,21.4,50.99,25.25,0,47.52,65.69
2015,NBH0000000830,1.254,1.3057,1,860,1672,NO_DESERT,61.39,337.66,24.2838,15.1085,33.11,284,11.55,32.07,16.13,0,22.93,74.58
2021,NBH0000000831,18.387,0.8343,0,3769,584,NO_DESERT,7.2,125.06,19.9382,23.0061,5.18,71,91.3,93.33,31.03,1,51.79,19.46
2018,NBH0000000832,6.56,3.8889,0,446,1306,NO_DESERT,23.65,87.01,29.1729,22.0267,17.91,182,97.64,38.75,40.44,0,43.61,36.34
2013,NBH0000000833,2.398,11.7715,1,4242,1455,LOW_INCOME_LOW_ACCESS,6.24,28.83,1.218,3.8964,55.85,294,31.36,61.44,4.88,0,9.52,17.64
2018,NBH0000000834,2.516,8.0042,1,3298,40,LOW_ACCESS,70.67,135.25,10.3723,11.6953,23.29,269,94.94,44.97,4.22,0,99.14,14.11
