tech_platforms_reference_year,tech_platforms_platform_id_hash,tech_platforms_platform_type_code,tech_platforms_vlop_vlose_flag,tech_platforms_member_state_digital_coordinator_iso2,tech_platforms_dsa_risk_assessment_submitted_flag,tech_platforms_content_moderation_actions_count,tech_platforms_notice_and_action_processing_time_hours_median,tech_platforms_illegal_content_removal_rate_pct,tech_platforms_ad_transparency_repository_flag,tech_platforms_recommender_system_optout_flag,tech_platforms_dark_pattern_finding_flag,tech_platforms_dma_gatekeeper_flag,tech_platforms_interoperability_obligation_flag,tech_platforms_data_portability_support_flag,tech_platforms_user_complaints_count,tech_platforms_sanctions_amount_eur,tech_platforms_audit_report_published_flag,tech_platforms_source_regulator_dataset,tech_platforms_data_extract_date
2021,6485c332634ca0a5f9c836f1,CLOUD_PLATFORM,0,LV,1,4667,30.62,92.01,1,1,0,0,0,1,770,5740564.85,1,DSA_TRANSPARENCY_DB,2026-01-09
2022,da42047ef0c47eb96afc9604,MESSAGING,0,PL,1,3910,14.55,62.32,1,1,0,0,0,1,977,18212511.96,1,NATIONAL_DSC_REPORTING,2025-07-13
2023,aa3257d9728fda461c83a957,APP_STORE,0,ES,1,3918,32.31,56.6,1,1,1,1,0,1,962,474406586.18,1,COMMISSION_ENFORCEMENT,2024-08-18
2024,38fd11cb37172ce7090268c7,SEARCH_ENGINE,1,HR,1,2629,49.87,68.37,1,1,1,0,1,0,627,405770227.46,1,REGULATOR_AUDIT_PORTAL,2025-08-02
2025,8ffdcb36494a47dea3553fb4,ONLINE_MARKETPLACE,0,FI,1,3330,69.31,81.02,0,1,1,1,0,0,928,189914498.23,1,PLATFORM_SELF_REPORT,2024-05-07
2026,f15864728e2070bb109dd731,VIDEO_SHARING,0,IE,0,2367,4.6,52.2,1,0,0,0,0,1,885,493082542.6,0,DSA_TRANSPARENCY_DB,2025-11-28
2021,f762e792c3e39b8c55ed96dc,SOCIAL_NETWORK,0,MT,0,3981,57.93,69.96,1,0,0,0,1,0,946,98670939.8,0,NATIONAL_DSC_REPORTING,2024-02-11
2022,bdafce3c7d0e96be2394d9fd,AD_TECH,0,SK,1,3063,94.95,40.35,1,0,1,1,1,0,651,176433367.69,0,COMMISSION_ENFORCEMENT,2024-12-18
2023,af27288902ae62ff934e1942,CLOUD_PLATFORM,0,BE,1,3930,24.12,53.47,1,0,1,0,0,1,995,446989292.61,1,REGULATOR_AUDIT_PORTAL,2026-01-23
2024,f20c9a5c41f2af4612bda6ae,MESSAGING,0,DK,1,2933,86.62,50.61,1,0,0,0,1,0,647,390647564.04,0,PLATFORM_SELF_REPORT,2025-09-15
2025,9f722c56375b21d7f39b34c3,APP_STORE,0,GR,1,4204,89.29,42.9,1,1,1,0,0,1,761,14039954.24,1,DSA_TRANSPARENCY_DB,2024-01-21
2026,4c255842bc012128a52fbb72,SEARCH_ENGINE,0,LT,1,3136,47.65,47.81,1,1,0,0,0,0,653,309116174.92,1,NATIONAL_DSC_REPORTING,2025-02-21
2021,ff21bd4679d0afa12d69a79e,ONLINE_MARKETPLACE,0,PT,1,4097,81.05,50.13,1,1,1,0,0,1,976,411427266.01,1,COMMISSION_ENFORCEMENT,2025-06-28
2022,8d8181b7f417d11c0c876379,VIDEO_SHARING,0,SE,1,4064,48.07,50.16,0,1,0,1,1,1,750,454979774.27,1,REGULATOR_AUDIT_PORTAL,2024-11-08
2023,80a92a87bd9e2f741636b755,SOCIAL_NETWORK,1,CY,1,3163,37.12,96.62,1,0,0,0,0,1,818,122742915.7,0,PLATFORM_SELF_REPORT,2026-02-06
2024,e2483b5aa70c4fd40760dcab,AD_TECH,0,FR,1,3841,46.23,55.85,1,0,0,1,0,1,953,103796032.72,0,DSA_TRANSPARENCY_DB,2024-11-12
2025,a26f16ca8c3eb0193a417389,CLOUD_PLATFORM,0,IT,1,4537,89.9,66.97,1,1,0,0,0,1,813,60717859.91,1,NATIONAL_DSC_REPORTING,2024-10-05
2026,41fdb4818cc423d92672993a,MESSAGING,0,NL,1,3628,27.24,87.14,1,1,0,0,1,1,773,130580535.27,0,COMMISSION_ENFORCEMENT,2025-11-30
2021,f898c82de68fb390770eb402,APP_STORE,0,SI,1,3456,3.96,59.49,1,1,1,1,0,1,956,144718216.75,1,REGULATOR_AUDIT_PORTAL,2025-12-15
2022,0079723be3f146e7a1ba607c,SEARCH_ENGINE,0,BG,0,2598,59.47,91.9,1,1,1,1,0,1,911,290901150.66,1,PLATFORM_SELF_REPORT,2025-02-06
2023,08f46bcaa8bccc5f2cb4da55,ONLINE_MARKETPLACE,1,EE,0,4333,90.67,56.85,0,1,0,0,0,1,722,354946324.33,0,DSA_TRANSPARENCY_DB,2025-12-13
2024,cccaaebe5baeb6c2330d0ec3,VIDEO_SHARING,0,HU,1,3014,51.99,87.3,1,1,0,0,0,0,839,45108980.75,1,NATIONAL_DSC_REPORTING,2025-04-02
2025,dcce9baf129fbfd18267c758,SOCIAL_NETWORK,1,LU,0,4460,69.44,94.93,1,0,0,0,0,1,733,94563178.87,0,COMMISSION_ENFORCEMENT,2024-02-07
2026,815e69d43ec42a2d0ebdbe8c,AD_TECH,0,RO,1,4018,37.6,55.9,0,0,0,1,0,0,659,247559478.77,1,REGULATOR_AUDIT_PORTAL,2025-10-30
2021,28972f64cf1e1d9962d11209,CLOUD_PLATFORM,1,AT,0,3472,16.24,59.46,0,0,0,0,0,0,712,272956313.81,1,PLATFORM_SELF_REPORT,2024-08-25
2022,3c50893bf3cb11c12e2cbae5,MESSAGING,0,CZ,1,3837,16.35,77.17,0,0,0,0,0,1,656,571170.23,1,DSA_TRANSPARENCY_DB,2025-06-24
2023,9c7ea4323245681ce6d0e167,APP_STORE,0,DE,1,3640,48.56,88.36,1,0,1,1,0,1,833,408991785.91,0,NATIONAL_DSC_REPORTING,2025-12-07
2024,ccc848d040ea7019bee1f52e,SEARCH_ENGINE,1,LV,1,3061,36.22,79.46,0,0,0,1,0,1,981,41724394.8,1,COMMISSION_ENFORCEMENT,2025-09-18
2025,68bbb4331087524968d43541,ONLINE_MARKETPLACE,1,PL,0,3462,30.54,83.35,1,0,0,1,0,1,622,77218514.76,1,REGULATOR_AUDIT_PORTAL,2025-01-01
2026,18c09dd4bebe416f5fe5a65f,VIDEO_SHARING,0,ES,1,2520,80.55,83.19,1,0,0,0,0,1,927,129990331.97,1,PLATFORM_SELF_REPORT,2024-03-01
2021,5337f168b06c15d8373c7ee4,SOCIAL_NETWORK,0,HR,1,2515,17.23,41.06,0,1,0,0,0,0,696,283851039.75,1,DSA_TRANSPARENCY_DB,2026-02-24
2022,2d24015e056c5ad04cecabb7,AD_TECH,0,FI,1,4689,22.42,71.53,1,1,0,0,0,1,757,34075897.71,1,NATIONAL_DSC_REPORTING,2025-10-16
2023,b037afb27829cc8b228dbf91,CLOUD_PLATFORM,0,IE,1,2591,91.64,43.1,1,1,1,0,0,0,799,182203512.99,1,COMMISSION_ENFORCEMENT,2024-12-27
2024,db2f1affaf20528c487b353b,MESSAGING,0,MT,1,2729,59.2,88.24,1,1,0,0,0,1,869,58681789.49,1,REGULATOR_AUDIT_PORTAL,2025-09-24
2025,b2c9ca4fdad275b6a517fbb4,APP_STORE,0,SK,0,3815,62.37,72.75,0,1,0,0,0,0,829,63501329.97,1,PLATFORM_SELF_REPORT,2024-10-24
2026,740d17955db394903623360e,SEARCH_ENGINE,0,BE,1,3253,16.01,53.29,1,0,0,0,0,1,678,81738515.85,0,DSA_TRANSPARENCY_DB,2024-05-09
2021,2bacdffc031fe80de30ec356,ONLINE_MARKETPLACE,0,DK,1,4265,18.04,51.01,1,1,0,1,0,0,1003,102749699.02,1,NATIONAL_DSC_REPORTING,2024-05-20
2022,6ac5dd104298c77ab6284c25,VIDEO_SHARING,1,GR,1,4460,41.14,52.18,1,1,0,0,0,0,863,11530761.36,0,COMMISSION_ENFORCEMENT,2025-07-05
2023,f8088231a75a19c8c3c8e1cc,SOCIAL_NETWORK,0,LT,1,4489,39.56,89.4,1,1,0,0,0,0,751,109880327.24,1,REGULATOR_AUDIT_PORTAL,2024-04-04
2024,32bdf8afae262dfca17521e5,AD_TECH,0,PT,1,2435,38.38,65.51,1,1,0,1,0,1,899,72267518.94,1,PLATFORM_SELF_REPORT,2025-09-28
2025,314c3150d7daefe5f6fd40c9,CLOUD_PLATFORM,0,SE,1,3960,22.57,51.08,1,1,0,0,1,1,947,193574021.22,0,DSA_TRANSPARENCY_DB,2025-01-16
2026,87fe07a7564b147e96d4e070,MESSAGING,0,CY,1,2540,13.47,77.95,0,1,0,0,0,1,736,138363978.01,1,NATIONAL_DSC_REPORTING,2025-01-07
2021,cca74462ebca0c3cda93ca86,APP_STORE,0,FR,1,3633,19.33,54.01,0,0,0,1,0,1,1025,349966859.51,1,COMMISSION_ENFORCEMENT,2024-01-23
2022,f1b9ea43bba4ac1c11e0d52f,SEARCH_ENGINE,1,IT,1,2532,58.95,87.88,1,1,1,0,0,1,949,76342568.18,1,REGULATOR_AUDIT_PORTAL,2025-06-28
2023,1ab8e181a3a7e13d19bb2293,ONLINE_MARKETPLACE,1,NL,1,2741,91.85,98.22,1,1,0,0,1,0,979,70571167.31,0,PLATFORM_SELF_REPORT,2025-02-02
2024,ca2f9310c546ac15ab6dc89c,VIDEO_SHARING,1,SI,1,2603,71.31,71.84,1,0,0,0,0,0,757,147563246.64,1,DSA_TRANSPARENCY_DB,2025-02-11
2025,440c3d1a8d71df30315c234c,SOCIAL_NETWORK,0,BG,1,4468,62.86,98.86,0,1,0,0,0,1,644,24814775.42,1,NATIONAL_DSC_REPORTING,2024-08-03
2026,9447ee3e6f2d5f1716e456fb,AD_TECH,0,EE,1,3518,55.1,42.07,1,1,0,0,0,0,835,527251389.41,0,COMMISSION_ENFORCEMENT,2025-06-07
2021,e5b4a0136e7131ff44bc81bb,CLOUD_PLATFORM,0,HU,1,2664,94.87,64.62,1,1,1,0,0,0,842,308749226.66,1,REGULATOR_AUDIT_PORTAL,2024-04-28
2022,98a2dad51460b911db68321b,MESSAGING,0,LU,1,3159,83.33,93.48,1,1,0,0,0,1,903,73342692.0,1,PLATFORM_SELF_REPORT,2025-11-26
2023,1dc38a069106205cae88aac2,APP_STORE,0,RO,0,2910,94.31,89.62,1,1,0,1,1,0,696,152867176.08,0,DSA_TRANSPARENCY_DB,2024-06-07
2024,dd8b3a1a2ff5a424e36fda76,SEARCH_ENGINE,0,AT,1,3667,28.87,36.05,1,0,0,1,0,0,813,351728317.48,1,NATIONAL_DSC_REPORTING,2025-08-31
2025,376c0e1aa4c650bfe97c7849,ONLINE_MARKETPLACE,1,CZ,1,3446,75.9,72.37,0,0,0,0,0,1,735,126473748.37,1,COMMISSION_ENFORCEMENT,2024-11-23
2026,db6aa7994c8993f324e4b9c5,VIDEO_SHARING,1,DE,1,2896,66.2,95.26,1,0,0,0,1,0,743,114970950.62,0,REGULATOR_AUDIT_PORTAL,2025-03-13
2021,394f694b54c04c9f67a3c1de,SOCIAL_NETWORK,1,LV,1,2986,41.95,75.33,1,1,0,0,0,0,912,80489086.8,1,PLATFORM_SELF_REPORT,2026-02-25
2022,b658a1a41e5b1416418e8a0c,AD_TECH,0,PL,1,3558,44.28,68.08,1,1,0,1,0,1,829,93725532.33,0,DSA_TRANSPARENCY_DB,2025-05-19
2023,08d2f2eb2b1b5ddba53fccad,CLOUD_PLATFORM,0,ES,1,4596,21.5,38.21,1,1,1,0,1,0,672,426191098.8,1,NATIONAL_DSC_REPORTING,2024-12-20
2024,df0eeebcdda1156f845dfef1,MESSAGING,0,HR,1,3393,68.39,70.26,1,1,0,0,0,1,1013,43734025.8,1,COMMISSION_ENFORCEMENT,2025-12-16
2025,944cceccf6c38a88ef119e9e,APP_STORE,0,FI,0,4478,35.11,87.56,0,1,0,1,0,0,997,4260043.58,1,REGULATOR_AUDIT_PORTAL,2024-08-08
2026,e128768bcefc795a7aa93b5d,SEARCH_ENGINE,1,IE,1,3307,83.25,47.17,1,0,1,1,0,1,964,127811611.9,1,PLATFORM_SELF_REPORT,2025-02-14
2021,b08e552727c06c4bbe30759e,ONLINE_MARKETPLACE,1,MT,1,3749,79.81,60.79,1,0,1,1,0,1,721,213382376.41,1,DSA_TRANSPARENCY_DB,2026-02-06
2022,6554264d9a80afd8e2f908ee,VIDEO_SHARING,0,SK,1,3556,49.15,89.5,0,0,0,0,0,1,943,65410844.43,0,NATIONAL_DSC_REPORTING,2026-01-23
2023,dcaa5cfab9eba8fac18e1ae6,SOCIAL_NETWORK,0,BE,0,3556,63.1,70.07,0,0,1,0,0,1,961,418456178.79,1,COMMISSION_ENFORCEMENT,2025-03-18
2024,e812c398dfc5d0319a3d8a1a,AD_TECH,0,DK,1,2900,56.33,41.44,1,1,0,1,0,1,698,293459003.14,1,REGULATOR_AUDIT_PORTAL,2024-10-03
2025,41dce996a148fa098f815039,CLOUD_PLATFORM,0,GR,0,3720,30.11,56.04,0,1,0,0,0,1,828,395876842.05,1,PLATFORM_SELF_REPORT,2025-10-16
2026,f3ac21057273583879a44e2e,MESSAGING,0,LT,1,3605,81.76,73.53,1,1,0,0,0,0,717,59811507.38,1,DSA_TRANSPARENCY_DB,2025-09-06
2021,f8d76536b551e3ab5b8c6efc,APP_STORE,0,PT,0,3260,18.32,70.85,1,0,0,0,1,1,860,88541591.64,0,NATIONAL_DSC_REPORTING,2025-01-19
2022,7a42a47927a3de260c3f931a,SEARCH_ENGINE,0,SE,1,3307,58.54,76.2,0,1,0,1,0,1,919,100423512.07,0,COMMISSION_ENFORCEMENT,2024-10-04
2023,14fd67abd5d9fb7ea2fb5e33,ONLINE_MARKETPLACE,0,CY,1,3512,87.21,52.55,1,1,0,0,0,1,871,264711889.01,0,REGULATOR_AUDIT_PORTAL,2025-07-05
2024,0af66c77769d18035e0d5e4a,VIDEO_SHARING,0,FR,1,2426,60.87,79.57,0,1,0,0,1,1,733,34751861.63,0,PLATFORM_SELF_REPORT,2025-05-27
2025,4b585a8ec303abb7db88412f,SOCIAL_NETWORK,0,IT,1,3928,82.37,80.77,1,1,0,0,0,1,816,118784873.86,1,DSA_TRANSPARENCY_DB,2025-03-22
2026,e9f80e04b31d77e9378fa7e3,AD_TECH,0,NL,1,4632,52.38,52.99,0,0,0,1,0,0,805,155952386.44,1,NATIONAL_DSC_REPORTING,2025-07-21
2021,b31c121105391f5b4537dfa0,CLOUD_PLATFORM,0,SI,1,3671,40.74,43.29,1,1,0,0,0,0,752,314954301.08,1,COMMISSION_ENFORCEMENT,2025-12-08
2022,7087734cd0200d2152d0d95f,MESSAGING,0,BG,1,4249,58.33,80.38,1,1,1,1,1,1,821,483484825.74,1,REGULATOR_AUDIT_PORTAL,2024-03-20
2023,3b1538394909687989821b23,APP_STORE,0,EE,1,3944,88.99,53.24,1,0,1,1,1,0,1018,524134700.8,1,PLATFORM_SELF_REPORT,2025-06-08
2024,c18cc7bf55dc183ec517c171,SEARCH_ENGINE,0,HU,1,3340,94.16,43.01,1,0,0,1,1,1,1030,351350717.71,1,DSA_TRANSPARENCY_DB,2025-06-08
2025,e52dc0970c5d949265fa3ad3,ONLINE_MARKETPLACE,1,LU,1,4654,28.05,66.4,0,1,0,0,0,1,919,146055247.0,0,NATIONAL_DSC_REPORTING,2024-12-02
2026,584d970be300db5d486df4f7,VIDEO_SHARING,1,RO,1,4584,87.0,61.42,1,0,0,0,1,1,750,18552573.85,1,COMMISSION_ENFORCEMENT,2024-03-28
2021,5198b317cdff1d98757ed7d6,SOCIAL_NETWORK,1,AT,0,3491,71.43,93.67,1,0,0,0,0,1,956,106126409.63,1,REGULATOR_AUDIT_PORTAL,2025-08-06
2022,160546212f4c8cf91f57a591,AD_TECH,0,CZ,0,3743,37.5,53.82,1,1,0,0,0,1,1001,185661174.04,1,PLATFORM_SELF_REPORT,2024-04-19
2023,9aeb191ed087b1f8e613bc05,CLOUD_PLATFORM,0,DE,0,3781,79.1,57.57,1,0,0,0,0,1,672,425531250.41,1,DSA_TRANSPARENCY_DB,2024-06-17
2024,7a380dcc4fadfe1eab29af6f,MESSAGING,0,LV,1,2753,41.43,44.12,1,0,0,0,0,1,857,151174781.1,0,NATIONAL_DSC_REPORTING,2026-02-03
2025,5880e98180d93a8d78fb0a8c,APP_STORE,0,PL,1,2921,66.04,39.32,1,1,0,0,0,0,974,330586091.21,1,COMMISSION_ENFORCEMENT,2025-10-01
2026,485129aef4f4e92a451ec0f2,SEARCH_ENGINE,0,ES,1,4281,81.06,56.64,1,0,0,1,0,1,856,535246876.55,1,REGULATOR_AUDIT_PORTAL,2024-03-14
2021,356d4bb139e80ca18eedb02a,ONLINE_MARKETPLACE,0,HR,1,3779,81.36,43.76,1,1,0,1,0,0,935,241589646.49,1,PLATFORM_SELF_REPORT,2025-01-14
2022,330b622c7fa89b2c88eb3cdf,VIDEO_SHARING,1,FI,1,4482,90.65,82.16,1,0,0,0,0,1,945,146620761.01,0,DSA_TRANSPARENCY_DB,2025-10-24
2023,96ba2202111441ff587e46d1,SOCIAL_NETWORK,0,IE,1,4778,39.69,55.08,1,1,0,0,1,1,810,326077700.77,1,NATIONAL_DSC_REPORTING,2026-01-04
2024,b63a1ae25fe022c240a76f5e,AD_TECH,0,MT,1,4686,72.45,88.8,1,1,1,1,0,0,939,253315669.11,0,COMMISSION_ENFORCEMENT,2025-01-02
2025,66e663fcdef52a6e1965f5f2,CLOUD_PLATFORM,0,SK,0,3788,36.86,65.52,1,1,0,0,0,0,877,18772916.45,1,REGULATOR_AUDIT_PORTAL,2025-04-27
2026,083c6df3c7a2ecdad6f5691c,MESSAGING,0,BE,0,2951,32.47,90.0,1,1,0,0,0,0,933,113949409.25,1,PLATFORM_SELF_REPORT,2024-07-01
2021,00ff915350db0119844233a4,APP_STORE,0,DK,1,2995,15.12,52.75,0,1,0,0,0,1,966,18876999.51,1,DSA_TRANSPARENCY_DB,2024-12-14
2022,658735e72ad3e5ce45d40d76,SEARCH_ENGINE,1,GR,0,3842,90.69,83.67,1,0,0,0,1,1,1046,52423205.6,0,NATIONAL_DSC_REPORTING,2024-08-23
2023,1d5f19f90fb7028afe43e3f0,ONLINE_MARKETPLACE,1,LT,1,4873,54.9,74.06,1,1,0,1,1,1,1070,73636923.93,0,COMMISSION_ENFORCEMENT,2024-12-14
2024,594ad57fb52fa3ddf3cd9839,VIDEO_SHARING,1,PT,1,3317,72.42,88.7,1,1,0,0,1,1,945,134303163.66,0,REGULATOR_AUDIT_PORTAL,2025-03-18
2025,3bb1c6918091d11f97ba27af,SOCIAL_NETWORK,0,SE,1,2907,21.62,82.31,0,1,1,0,0,0,731,388648089.4,1,PLATFORM_SELF_REPORT,2026-01-29
2026,cc6f3ba8cafe0b2fd08f7014,AD_TECH,0,CY,1,4735,29.89,73.34,0,0,1,1,0,0,750,187001346.22,1,DSA_TRANSPARENCY_DB,2025-05-31
2021,af040190cacb4abc90cf1b8a,CLOUD_PLATFORM,0,FR,1,3539,51.54,43.39,1,0,0,1,0,1,898,99621405.73,0,NATIONAL_DSC_REPORTING,2025-06-10
2022,02d5067fb48cfb0a4767aaa1,MESSAGING,0,IT,1,4333,9.06,39.17,1,0,0,0,0,1,841,158728215.32,0,COMMISSION_ENFORCEMENT,2025-11-15
2023,a3fbd55e4818cc24aeeb2fd9,APP_STORE,0,NL,1,3256,38.88,90.66,1,1,0,1,0,1,994,105535117.9,0,REGULATOR_AUDIT_PORTAL,2025-04-05
2024,017d3b6e0e28d111b69012e5,SEARCH_ENGINE,1,SI,1,2892,2.64,77.83,1,1,0,0,0,0,954,110785436.21,1,PLATFORM_SELF_REPORT,2024-07-12
2025,f1b059596d6bacb05d984c09,ONLINE_MARKETPLACE,1,BG,1,3871,31.83,39.18,1,1,0,0,1,1,748,40427207.65,0,DSA_TRANSPARENCY_DB,2024-05-27
2026,d293f54ff1c30574a8cfb760,VIDEO_SHARING,1,EE,1,2561,69.95,38.46,1,0,0,0,0,1,1014,533794725.32,1,NATIONAL_DSC_REPORTING,2024-12-20
2021,581bdeab5c584ebfc1ed9cf7,SOCIAL_NETWORK,1,HU,0,3507,58.82,88.53,0,1,0,0,0,0,1030,77673772.77,1,COMMISSION_ENFORCEMENT,2024-07-25
2022,972bc6d2db832a1be70f5e72,AD_TECH,0,LU,1,4197,14.51,64.42,1,0,0,1,0,0,1039,81265564.47,0,REGULATOR_AUDIT_PORTAL,2024-12-20
2023,2138fd7916b1b538a19411b3,CLOUD_PLATFORM,0,RO,1,3065,22.36,78.9,1,1,0,0,0,1,832,10378481.75,1,PLATFORM_SELF_REPORT,2025-08-07
2024,c666cee6460e8a950b0d13e6,MESSAGING,0,AT,1,3058,33.24,77.59,0,1,0,0,0,1,935,93801841.57,1,DSA_TRANSPARENCY_DB,2025-06-05
2025,6e6be8d87e7aa5c29e281e98,APP_STORE,0,CZ,1,3465,3.02,49.62,1,1,0,1,0,1,851,339279454.53,0,NATIONAL_DSC_REPORTING,2025-04-23
2026,6a906c3983ec1715982573d8,SEARCH_ENGINE,1,DE,0,4842,85.72,76.55,1,0,0,1,0,1,1016,18335103.32,0,COMMISSION_ENFORCEMENT,2025-02-24
2021,9c88b6eeb5fb1d28e57adfb5,ONLINE_MARKETPLACE,0,LV,1,3870,55.46,90.68,1,1,1,1,0,1,981,243094060.4,1,REGULATOR_AUDIT_PORTAL,2024-04-05
2022,e54b7acbb2296cff5c5f5352,VIDEO_SHARING,0,PL,1,4115,6.98,79.16,1,0,0,0,0,1,842,21731016.7,1,PLATFORM_SELF_REPORT,2024-07-30
2023,63d40aaeb33f31d5c2521b90,SOCIAL_NETWORK,0,ES,1,2686,56.91,40.2,1,0,0,0,0,0,857,137915941.1,1,DSA_TRANSPARENCY_DB,2024-05-15
2024,2729c8c1bbf51fa258d2fa10,AD_TECH,0,HR,1,2842,59.28,88.32,1,1,0,0,0,1,897,29349423.96,1,NATIONAL_DSC_REPORTING,2026-02-01
2025,b1fde0e4135b64f8d43e46aa,CLOUD_PLATFORM,0,FI,0,2813,16.11,52.51,0,0,1,0,0,0,889,248453076.98,0,COMMISSION_ENFORCEMENT,2025-08-23
2026,0d1f25212fa3080eb26f1897,MESSAGING,1,IE,0,3556,4.48,66.62,1,1,0,0,0,0,1103,147594405.97,1,REGULATOR_AUDIT_PORTAL,2025-01-22
2021,f5334e1981519f1830a5f8e7,APP_STORE,0,MT,1,3660,40.26,39.88,1,1,0,1,0,1,1014,437111487.07,1,PLATFORM_SELF_REPORT,2025-02-08
2022,72803461e8f1d1bdf3835090,SEARCH_ENGINE,1,SK,1,4589,85.9,98.58,1,1,1,1,0,1,1013,442435405.21,1,DSA_TRANSPARENCY_DB,2025-02-21
2023,d7ceda9f09fcedc86b930c66,ONLINE_MARKETPLACE,1,BE,1,2678,68.13,79.16,1,0,0,0,0,1,885,56451958.36,0,NATIONAL_DSC_REPORTING,2024-08-16
2024,b395285e1c602f3412a10d07,VIDEO_SHARING,1,DK,1,3482,90.56,84.95,1,1,1,0,0,1,762,461293053.55,1,COMMISSION_ENFORCEMENT,2025-02-09
2025,378ad59560cfdfcc0d4b4e82,SOCIAL_NETWORK,1,GR,1,3118,36.38,74.14,0,1,0,1,1,1,992,60328590.04,0,REGULATOR_AUDIT_PORTAL,2025-05-24
2026,b4c0f4ba4dcdc21a680edecc,AD_TECH,0,LT,0,2906,25.31,81.63,1,1,0,1,0,1,795,37765721.11,1,PLATFORM_SELF_REPORT,2024-06-14
2021,d6084b42acff507711fd1c0c,CLOUD_PLATFORM,0,PT,0,3459,95.27,45.93,0,0,0,0,0,0,728,363307064.76,1,DSA_TRANSPARENCY_DB,2025-08-10
2022,37b57c3c2cf9b3bca6fb0331,MESSAGING,0,SE,1,4142,89.91,70.48,1,1,0,0,0,1,974,138657527.17,1,NATIONAL_DSC_REPORTING,2025-04-19
2023,d46c0a534f72812308ffb405,APP_STORE,0,CY,1,5052,16.91,79.58,1,1,0,1,0,1,983,149178434.48,1,COMMISSION_ENFORCEMENT,2026-01-17
2024,41c1c94c8b3ced9cf1a0de4b,SEARCH_ENGINE,0,FR,1,3336,3.69,96.25,1,0,0,1,0,1,927,96732869.92,0,REGULATOR_AUDIT_PORTAL,2024-08-07
2025,29dfb59e942715c6cb76639e,ONLINE_MARKETPLACE,0,IT,1,4574,22.08,83.53,1,1,0,1,1,1,815,110303783.53,1,PLATFORM_SELF_REPORT,2024-09-06
2026,f89ed3a22143baa24143acc9,VIDEO_SHARING,1,NL,1,4022,8.63,46.03,1,0,0,0,0,1,854,445934341.86,1,DSA_TRANSPARENCY_DB,2025-07-05
2021,35809e0f1417285229f3e8e0,SOCIAL_NETWORK,1,SI,1,4008,0.99,59.42,0,0,1,0,0,1,839,185105432.05,1,NATIONAL_DSC_REPORTING,2024-08-31
2022,9dcef0ab630993cdf10bcfcb,AD_TECH,0,BG,1,4647,15.25,73.74,1,1,0,0,0,1,1058,47103180.59,1,COMMISSION_ENFORCEMENT,2025-01-19
2023,f0a10cb91db689e82fff93e5,CLOUD_PLATFORM,0,EE,1,4963,15.28,84.92,1,0,0,0,0,0,1041,37859317.54,0,REGULATOR_AUDIT_PORTAL,2025-03-27
2024,d2ab2e30c01831d0d8803199,MESSAGING,0,HU,1,3000,25.88,69.52,1,0,0,0,1,1,720,95102266.55,1,PLATFORM_SELF_REPORT,2024-12-27
2025,691201f5c1fab08ccc94c8dd,APP_STORE,0,LU,1,3671,84.25,57.12,1,0,0,1,0,1,1024,259864697.31,1,DSA_TRANSPARENCY_DB,2024-03-31
2026,497a55d6cdd66600ec65c4d2,SEARCH_ENGINE,1,RO,0,2802,33.23,40.27,1,1,1,0,0,1,820,429875128.11,1,NATIONAL_DSC_REPORTING,2025-08-10
2021,fd871b43b91def52b61c81af,ONLINE_MARKETPLACE,1,AT,1,4696,94.3,86.28,1,0,0,1,0,0,875,30741575.94,1,COMMISSION_ENFORCEMENT,2025-03-29
2022,9d2d78ca59e93f61af00837b,VIDEO_SHARING,1,CZ,1,4414,62.59,85.43,1,1,0,1,0,0,961,89608043.11,1,REGULATOR_AUDIT_PORTAL,2024-04-09
2023,7ea2e9fbe2566c481c697f48,SOCIAL_NETWORK,0,DE,1,4755,59.49,51.24,1,0,0,0,0,0,1093,531975382.85,0,PLATFORM_SELF_REPORT,2024-10-06
2024,7771e26d1e9a94216333644c,AD_TECH,0,LV,1,4450,66.09,84.17,1,0,0,1,0,1,1056,65663135.48,1,DSA_TRANSPARENCY_DB,2026-01-26
2025,b7ff792dd81b2cf6e0471983,CLOUD_PLATFORM,0,PL,1,3378,14.15,42.44,1,0,0,0,0,1,908,350471237.7,1,NATIONAL_DSC_REPORTING,2026-02-01
2026,3dc5892be72600223c6086ef,MESSAGING,0,ES,1,3609,35.66,38.42,1,1,0,0,0,1,886,455348382.26,0,COMMISSION_ENFORCEMENT,2024-09-08
2021,1aa9b6ca14c57f5b77b28764,APP_STORE,0,HR,1,4320,12.29,40.45,1,0,0,1,1,0,795,62448668.91,1,REGULATOR_AUDIT_PORTAL,2026-01-01
2022,228fd915f71bc2dd68352490,SEARCH_ENGINE,0,FI,1,4115,67.81,41.63,0,0,0,0,0,1,768,335866291.4,0,PLATFORM_SELF_REPORT,2024-08-24
2023,a0efb84c2903fcafeae3523d,ONLINE_MARKETPLACE,1,IE,0,3224,62.28,62.7,1,1,0,1,0,1,768,75262458.8,1,DSA_TRANSPARENCY_DB,2025-01-07
2024,8817b8956695c1641cf1fde7,VIDEO_SHARING,1,MT,1,3252,74.98,51.88,0,1,0,0,0,1,976,356777035.86,1,NATIONAL_DSC_REPORTING,2024-10-18
2025,14b617d08cab765fa3a6f5a1,SOCIAL_NETWORK,0,SK,1,4597,78.48,69.3,1,1,0,0,1,0,972,34962493.55,1,COMMISSION_ENFORCEMENT,2024-07-02
