health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2025,BHR000577,5.46,12.63,8.81,5.11,14.06,12.51,2.5,5.9,20.62,1,18.67,128388,11.99,233.18,29.29,MODERATE,0.68,1.14
2025,BHR000578,6.81,10.81,13.01,7.58,9.45,22.7,11.01,6.3,24.96,0,35.15,114823,11.31,68.81,16.02,LOW,17.62,13.7
2020,BHR000579,9.11,16.26,6.97,5.02,7.5,59.23,2.16,5.05,14.19,0,30.72,148842,17.66,171.22,39.83,HIGH,11.51,28.37
2021,BHR000580,8.1,15.97,15.32,4.87,19.5,45.4,7.71,4.28,54.96,1,9.6,176037,14.63,20.56,37.99,MODERATE,7.1,27.67
2015,BHR000581,2.18,17.88,12.44,7.67,26.97,55.67,8.2,5.96,17.1,1,57.24,31868,10.58,70.54,67.15,MODERATE,20.06,22.02
2013,BHR000582,7.29,17.04,6.15,7.1,15.97,67.98,7.02,1.83,51.75,0,54.48,188298,7.45,2.5,6.57,LOW,27.11,16.71
2011,BHR000583,4.74,8.01,8.13,4.2,6.99,21.61,7.3,3.99,32.84,1,33.12,55413,14.9,177.71,62.28,MODERATE,3.15,9.72
2020,BHR000584,2.29,8.02,13.8,4.87,24.63,60.37,11.35,2.69,15.87,1,9.4,36877,7.99,59.08,58.01,MODERATE,32.57,29.29
2011,BHR000585,3.7,14.64,10.52,4.41,14.77,41.5,2.26,3.5,31.15,0,51.87,34791,15.01,152.03,53.01,HIGH,8.4,18.9
2020,BHR000586,7.46,11.64,20.66,5.84,26.24,40.59,7.55,3.83,39.91,0,61.23,136197,17.65,186.96,12.24,LOW,24.95,7.82
2020,BHR000587,2.74,15.84,8.92,4.52,20.78,43.79,11.58,3.28,17.68,0,11.42,216583,12.76,80.59,39.81,LOW,10.04,25.0
2025,BHR000588,4.28,17.21,11.68,3.15,21.05,70.16,8.76,2.09,59.58,0,15.75,62103,10.49,36.86,75.23,MODERATE,20.77,20.3
2023,BHR000589,7.39,17.68,7.25,4.59,17.33,30.53,10.3,4.87,61.8,1,32.13,249724,13.84,214.6,49.22,MODERATE,2.05,13.85
2016,BHR000590,2.99,12.67,19.72,4.41,7.19,20.95,5.72,6.52,44.13,0,0.26,212819,10.73,151.8,5.37,MODERATE,0.86,16.06
2019,BHR000591,4.6,12.85,15.14,7.14,13.64,16.62,5.27,6.18,13.62,0,57.18,160069,4.31,32.89,1.49,MODERATE,11.24,27.64
2014,BHR000592,3.86,11.01,7.74,1.47,28.49,9.76,10.76,1.13,19.59,1,58.39,106314,1.53,242.07,13.24,MODERATE,16.19,8.1
2014,BHR000593,8.28,17.64,12.38,7.19,22.73,55.66,9.27,1.92,61.89,1,37.0,73674,11.52,6.56,14.27,HIGH,27.17,3.82
2023,BHR000594,7.25,7.81,12.88,6.3,25.41,72.84,4.73,2.57,42.91,1,48.88,30287,13.75,39.27,48.78,MODERATE,5.27,10.04
2025,BHR000595,3.38,14.15,17.02,5.97,23.66,71.14,2.43,4.11,26.82,0,44.05,94479,1.55,20.38,9.33,LOW,4.07,21.86
2014,BHR000596,3.04,9.8,15.77,3.42,29.93,42.16,8.59,3.0,53.1,0,58.74,46901,15.9,242.79,38.53,HIGH,7.75,29.25
2025,BHR000597,2.93,12.51,21.68,6.52,25.14,65.79,11.9,6.51,26.35,0,41.96,113462,13.33,108.5,19.93,HIGH,16.02,13.71
2024,BHR000598,4.48,12.41,6.29,5.38,12.48,36.05,3.88,3.57,55.95,0,27.69,192343,1.0,220.19,50.32,HIGH,14.42,1.65
2022,BHR000599,2.07,16.07,10.1,4.88,15.76,7.81,11.37,5.54,62.67,1,7.64,31161,9.6,37.14,21.69,MODERATE,7.03,16.48
2020,BHR000600,2.56,7.02,10.8,3.32,6.06,28.87,11.33,6.21,52.32,1,54.54,62826,1.99,25.35,64.53,UNKNOWN,1.67,8.54
2021,BHR000601,6.45,5.02,11.13,7.06,14.74,4.76,6.02,8.9,50.33,0,0.0,6509,8.74,120.48,84.24,LOW,26.69,10.63
2011,BHR000602,5.8,8.01,10.61,1.23,10.78,68.41,11.71,4.7,18.63,0,17.24,5152,5.13,78.92,0.49,MODERATE,30.97,23.46
2022,BHR000603,7.29,15.76,18.04,2.31,18.5,68.65,3.26,5.26,34.85,1,50.35,83996,10.83,50.91,44.45,LOW,19.14,19.14
2023,BHR000604,5.27,6.36,11.01,6.95,18.67,5.46,11.07,6.46,48.01,0,30.01,44527,7.6,244.55,18.19,MODERATE,10.72,3.61
2017,BHR000605,4.88,8.49,19.52,1.99,10.02,20.01,7.62,6.58,43.09,1,38.65,173024,17.77,207.28,0.29,MODERATE,7.49,27.0
2018,BHR000606,5.66,10.74,14.97,3.26,10.62,18.18,2.1,8.93,20.17,0,0.92,145068,12.2,83.99,46.89,HIGH,26.34,21.19
2016,BHR000607,3.39,12.05,20.85,5.2,15.71,50.16,3.15,1.0,20.87,0,58.46,47379,5.45,213.52,42.21,LOW,18.55,28.12
2016,BHR000608,6.93,17.34,7.47,2.23,29.11,30.92,5.68,7.37,19.63,0,46.97,29189,15.19,133.36,36.88,HIGH,15.8,8.73
2017,BHR000609,6.72,9.64,11.21,4.22,12.69,28.42,9.12,2.42,56.24,0,6.42,126368,11.22,159.21,39.67,MODERATE,8.97,21.21
2016,BHR000610,4.99,13.35,6.06,1.56,17.82,52.41,11.65,4.91,58.16,0,58.48,128478,6.84,74.44,74.83,HIGH,32.21,12.25
2012,BHR000611,4.33,10.28,6.15,2.12,29.09,34.13,8.82,8.84,47.27,1,56.29,30662,1.46,51.89,28.2,MODERATE,21.7,27.66
2025,BHR000612,6.15,8.28,15.05,6.21,6.91,27.08,2.15,7.48,52.75,1,8.98,189893,0.96,93.63,30.36,HIGH,22.94,18.96
2015,BHR000613,5.78,17.17,16.4,7.55,16.37,45.62,2.1,5.79,54.89,0,63.55,140535,13.13,101.02,76.1,LOW,22.5,4.21
2019,BHR000614,6.14,10.44,8.81,4.69,20.71,9.69,8.62,1.99,50.25,0,2.82,65283,9.93,235.14,16.5,MODERATE,15.48,6.5
2022,BHR000615,9.0,8.1,8.88,5.73,14.51,48.53,8.21,1.63,37.01,1,10.63,211745,2.28,181.62,9.61,MODERATE,14.22,3.92
2016,BHR000616,6.92,7.95,21.83,4.54,20.14,66.52,5.87,8.5,24.59,1,6.34,87920,15.03,171.44,69.77,LOW,31.38,6.43
2011,BHR000617,5.69,6.32,13.18,4.66,16.61,9.0,2.56,4.5,60.31,1,28.97,7699,3.18,78.1,0.36,MODERATE,17.14,18.19
2016,BHR000618,9.15,8.54,12.38,5.79,6.51,57.88,7.56,8.4,58.82,0,8.49,71255,13.62,102.01,32.63,MODERATE,18.3,22.61
2016,BHR000619,2.08,12.51,10.84,6.02,12.5,70.55,5.42,5.06,25.71,0,18.98,122471,9.28,45.55,12.77,MODERATE,13.19,28.13
2016,BHR000620,2.89,12.93,10.4,2.54,9.2,20.97,11.57,3.81,54.63,1,55.17,10626,2.24,209.13,22.75,LOW,26.7,2.21
2012,BHR000621,7.46,17.56,16.36,3.24,7.34,64.29,7.44,4.76,36.99,1,40.99,212710,8.74,232.11,64.38,LOW,17.14,1.48
2013,BHR000622,2.17,13.96,18.88,3.29,16.18,8.85,8.76,3.89,15.07,1,44.91,132813,11.24,117.34,57.98,UNKNOWN,16.95,17.92
2011,BHR000623,3.32,10.96,16.8,3.3,9.54,62.88,6.97,4.58,25.22,0,5.85,182581,5.72,24.63,67.07,LOW,32.24,25.91
2023,BHR000624,2.8,5.7,12.26,2.54,25.63,22.98,8.39,7.44,19.8,0,14.57,127093,13.16,61.93,43.76,MODERATE,8.09,29.49
2011,BHR000625,2.81,11.92,14.19,1.58,24.89,49.27,4.57,8.82,53.92,0,17.12,47428,13.76,9.56,50.21,HIGH,9.41,14.55
2021,BHR000626,4.23,12.81,10.49,1.62,13.06,37.42,6.8,2.01,32.85,0,49.92,27887,9.23,160.54,81.84,MODERATE,1.4,2.98
2022,BHR000627,8.14,16.25,20.51,7.77,22.8,53.75,7.77,3.98,33.55,1,59.38,127313,3.81,32.21,64.71,MODERATE,2.68,23.8
2021,BHR000628,7.94,14.84,17.32,3.48,13.0,62.28,3.88,2.77,10.6,0,39.25,177769,10.63,216.82,70.97,LOW,5.05,0.61
2014,BHR000629,8.5,9.6,10.14,1.34,13.93,41.01,3.85,1.54,60.25,0,5.95,141776,8.61,5.66,57.67,LOW,2.16,26.56
2016,BHR000630,7.22,6.86,6.6,6.95,7.81,16.53,5.16,4.86,51.31,0,33.29,189425,6.71,61.34,44.67,LOW,23.34,9.96
2014,BHR000631,2.31,12.14,16.24,2.01,20.64,54.92,2.99,8.65,47.19,1,28.6,203203,7.16,58.26,50.49,MODERATE,23.36,14.74
2016,BHR000632,8.73,10.62,12.84,3.68,7.41,2.98,6.33,2.21,53.6,0,30.88,177674,11.15,80.14,40.41,MODERATE,10.03,8.32
2012,BHR000633,2.44,8.34,17.95,4.34,21.4,25.26,4.0,6.02,57.99,0,39.23,22954,5.48,191.23,84.12,HIGH,28.16,17.73
2012,BHR000634,3.6,13.42,17.81,2.9,17.45,13.96,8.0,3.15,53.83,0,12.77,70516,3.63,170.94,0.35,LOW,7.84,2.22
2025,BHR000635,5.95,15.27,21.49,6.85,28.34,25.47,8.66,7.57,42.18,0,42.07,107214,3.76,85.02,79.72,HIGH,1.19,21.62
2011,BHR000636,5.99,5.73,12.94,7.05,18.74,41.81,10.88,0.9,64.49,0,26.5,198007,5.96,144.41,73.76,MODERATE,13.67,29.31
2022,BHR000637,2.47,6.67,16.78,3.16,13.33,32.48,9.14,2.51,54.2,0,21.62,247188,17.18,229.62,68.53,LOW,34.7,15.39
2024,BHR000638,2.23,15.27,12.66,5.02,12.37,5.08,6.78,5.62,45.32,0,37.52,47783,7.32,193.87,12.96,HIGH,30.47,7.43
2015,BHR000639,3.63,9.71,10.33,5.38,7.97,67.88,8.35,4.58,62.85,1,9.88,10106,8.2,99.89,50.22,LOW,20.64,29.79
2023,BHR000640,2.21,12.55,17.08,3.87,7.61,40.97,8.96,6.7,57.06,1,37.31,131515,15.78,164.73,75.01,LOW,21.0,19.36
2017,BHR000641,6.64,14.06,18.11,1.98,19.34,21.29,10.93,7.91,19.23,0,50.36,216963,16.03,225.04,50.51,LOW,6.89,13.85
2011,BHR000642,5.86,13.8,6.6,1.04,6.75,68.55,11.29,3.66,47.96,1,42.05,214462,17.51,93.89,84.28,MODERATE,25.99,15.28
2018,BHR000643,7.09,11.49,16.22,7.19,12.2,28.99,10.02,4.06,13.65,0,47.12,173764,15.62,186.31,80.87,MODERATE,18.52,8.93
2023,BHR000644,7.19,6.04,18.61,6.42,8.27,2.41,11.01,2.27,30.85,1,14.15,119508,11.2,4.25,81.17,MODERATE,21.05,25.68
2019,BHR000645,9.27,15.5,14.45,3.37,30.54,12.97,3.99,5.63,31.68,0,57.24,236376,1.68,21.39,57.8,MODERATE,3.6,4.94
2020,BHR000646,8.03,11.86,7.64,2.09,28.95,11.97,2.07,2.81,41.31,1,40.03,89935,12.49,186.2,42.1,LOW,1.13,4.96
2013,BHR000647,5.66,13.71,6.22,2.77,10.29,37.82,7.04,8.8,20.1,1,48.34,52523,2.0,18.58,25.24,LOW,28.82,27.15
2019,BHR000648,3.17,6.51,14.06,3.19,11.23,50.71,10.92,2.9,14.42,0,38.33,17598,16.17,23.55,53.01,MODERATE,30.52,1.03
2018,BHR000649,3.97,15.89,12.22,6.01,23.7,11.34,4.45,2.92,24.4,1,26.32,146934,16.93,45.28,50.16,MODERATE,23.77,21.42
2020,BHR000650,5.82,13.37,11.58,6.66,29.34,65.22,9.05,5.53,46.35,0,51.56,237783,9.38,72.36,67.52,HIGH,15.89,22.06
2017,BHR000651,4.34,12.93,14.36,4.49,21.53,8.91,5.13,6.88,61.74,1,15.99,230127,6.26,127.85,64.04,MODERATE,30.67,12.1
2014,BHR000652,6.92,10.0,6.7,5.54,15.37,47.48,10.45,3.09,64.94,1,37.77,130067,9.44,135.62,61.64,LOW,15.03,17.88
2017,BHR000653,5.3,14.89,14.87,5.65,12.34,57.15,5.92,7.64,44.7,1,18.1,204509,13.43,225.55,81.22,MODERATE,32.26,28.12
2012,BHR000654,7.06,17.01,10.52,4.28,24.05,30.79,8.42,4.94,30.71,0,1.15,40668,8.25,203.87,23.46,HIGH,28.45,1.09
2020,BHR000655,3.56,12.81,10.21,6.17,27.6,7.79,9.85,2.04,31.56,0,15.82,37447,0.95,202.05,60.1,HIGH,30.26,13.14
2012,BHR000656,2.62,15.41,19.37,4.86,13.46,31.35,8.31,3.6,34.77,0,31.61,25519,4.18,78.03,41.97,MODERATE,29.91,20.35
2013,BHR000657,8.09,16.48,11.43,7.64,28.62,44.38,2.53,3.6,32.12,1,54.73,142674,5.87,227.77,20.75,HIGH,10.14,21.59
2025,BHR000658,9.35,10.14,15.62,7.5,19.34,26.09,9.92,7.7,38.82,1,30.05,174201,6.52,174.07,70.18,MODERATE,3.66,10.26
2013,BHR000659,9.04,6.88,16.51,3.22,13.8,27.38,5.57,7.5,34.14,0,35.98,35054,7.7,199.81,61.88,MODERATE,28.84,16.58
2019,BHR000660,4.32,16.4,19.68,7.86,25.7,73.96,6.26,6.55,45.12,0,38.33,22909,14.11,121.0,62.55,MODERATE,3.78,19.07
2022,BHR000661,5.84,17.22,21.45,5.05,10.99,66.55,9.65,3.75,25.76,0,10.2,201293,13.8,223.89,41.87,HIGH,3.11,3.62
2014,BHR000662,7.59,14.41,12.83,5.3,24.24,53.04,2.9,6.61,53.03,0,48.44,142643,11.21,214.43,53.55,UNKNOWN,34.74,24.89
2024,BHR000663,5.88,5.34,7.61,2.29,31.6,60.79,7.39,5.45,64.78,1,48.42,18537,1.8,120.58,8.37,MODERATE,19.92,17.35
2022,BHR000664,6.46,8.24,6.88,4.45,7.13,41.57,5.52,3.31,35.12,1,15.16,8018,1.94,163.07,0.2,LOW,22.49,24.07
2014,BHR000665,6.78,8.87,15.22,1.1,25.99,34.91,9.03,3.29,63.93,1,27.0,24876,12.81,16.4,45.35,MODERATE,9.14,28.47
2014,BHR000666,5.78,6.99,6.45,5.2,13.85,30.7,9.87,6.39,56.25,0,47.93,33081,7.45,28.67,10.25,HIGH,23.05,13.4
2025,BHR000667,4.42,8.74,18.77,5.77,25.69,52.23,7.63,2.62,59.04,0,17.82,7042,5.54,236.91,61.71,MODERATE,1.07,24.62
2015,BHR000668,5.14,12.94,18.12,3.76,27.48,48.46,10.63,3.27,12.31,1,2.85,31293,9.8,235.54,83.25,MODERATE,21.02,4.41
2019,BHR000669,5.48,8.66,6.77,3.01,14.49,26.31,10.09,5.49,32.65,0,10.4,20527,4.55,168.67,73.57,UNKNOWN,7.93,19.42
2014,BHR000670,4.56,14.49,8.01,2.31,24.77,6.48,4.23,5.46,30.14,0,14.39,191415,13.35,151.39,28.32,MODERATE,18.67,24.6
2024,BHR000671,6.1,16.72,20.67,2.99,24.91,47.21,3.9,4.09,62.35,0,42.57,68688,0.66,95.69,35.56,LOW,28.71,13.21
2012,BHR000672,6.89,11.4,20.11,2.5,13.06,6.42,7.8,4.91,17.41,1,44.87,75540,15.52,47.07,51.55,MODERATE,23.44,17.49
2019,BHR000673,6.52,10.71,6.57,4.76,31.55,23.1,8.44,6.76,10.44,0,10.4,168866,5.34,141.9,60.38,LOW,7.99,22.16
2018,BHR000674,4.35,5.35,12.43,2.8,19.09,44.36,10.19,7.79,23.49,0,53.69,208393,2.58,211.29,71.94,HIGH,21.31,0.69
2022,BHR000675,2.65,13.43,8.28,3.59,17.98,63.8,6.63,1.53,50.97,1,7.19,174521,15.64,112.31,63.0,LOW,4.67,10.0
2023,BHR000676,8.25,13.69,19.97,5.09,29.19,7.01,3.86,8.25,41.09,1,13.04,177160,5.47,126.09,70.75,MODERATE,9.82,24.75
2017,BHR000677,3.53,13.0,14.5,3.14,8.96,33.59,3.84,7.63,11.28,0,16.74,196763,1.47,146.83,16.32,MODERATE,22.42,20.52
2019,BHR000678,2.23,12.57,12.6,4.04,14.08,55.24,9.47,6.35,22.16,1,52.75,28323,11.58,77.28,41.46,MODERATE,20.84,11.02
2011,BHR000679,5.21,11.68,7.09,5.79,15.08,55.16,9.79,0.79,38.65,1,44.39,113533,7.38,151.88,19.52,HIGH,11.21,17.65
2022,BHR000680,5.33,11.62,16.11,6.99,17.83,31.38,7.56,7.56,58.01,1,22.44,60935,17.5,242.92,67.82,HIGH,14.59,10.32
2015,BHR000681,5.89,12.44,8.17,5.55,14.59,48.61,5.15,8.0,48.27,0,59.43,245780,5.08,121.52,60.54,MODERATE,4.64,28.2
2017,BHR000682,3.95,8.85,18.51,3.4,17.12,30.25,9.0,8.79,54.68,1,41.16,33233,12.48,244.2,11.28,MODERATE,19.03,11.88
2025,BHR000683,7.96,13.04,16.82,6.68,29.75,6.65,11.4,2.83,54.52,1,19.89,143639,12.42,149.14,13.9,LOW,26.85,20.02
2017,BHR000684,2.67,8.09,6.4,5.5,26.73,47.25,5.95,3.57,23.44,0,48.92,126929,9.99,8.04,10.96,MODERATE,11.58,16.17
2019,BHR000685,8.43,5.65,19.48,1.43,8.75,59.18,11.5,6.82,22.63,1,45.04,21263,8.28,194.08,76.5,HIGH,4.61,0.67
2020,BHR000686,4.86,16.54,12.99,1.16,19.35,39.83,3.58,5.52,49.7,0,23.55,147350,6.23,18.95,62.14,MODERATE,21.05,5.51
2019,BHR000687,4.29,14.89,18.85,7.81,8.17,7.8,7.98,5.06,59.83,0,45.82,173334,0.95,31.22,30.41,HIGH,30.83,10.02
2024,BHR000688,2.25,6.29,12.02,3.39,28.46,21.41,8.91,0.81,63.88,0,7.67,215598,2.42,10.36,65.87,LOW,18.98,15.2
2021,BHR000689,4.06,14.84,19.93,2.05,7.04,69.93,7.22,2.1,19.27,0,5.91,170609,2.85,138.07,58.4,MODERATE,26.29,19.76
2016,BHR000690,4.84,14.05,18.11,4.09,26.45,30.3,9.82,8.45,51.17,0,41.35,153976,11.68,68.33,0.28,HIGH,25.61,1.59
2017,BHR000691,4.06,13.81,10.55,1.08,26.75,74.46,7.75,2.13,12.66,0,19.25,50758,14.53,139.15,8.39,HIGH,18.94,0.56
2021,BHR000692,5.41,17.46,8.52,5.75,23.92,14.22,5.04,3.24,36.97,1,16.63,131998,7.66,172.95,36.42,MODERATE,14.42,27.03
2015,BHR000693,2.94,8.76,13.85,3.77,20.93,58.25,11.6,7.4,25.58,0,6.07,35854,3.73,166.41,71.92,LOW,16.5,17.2
2020,BHR000694,9.18,6.74,15.68,1.46,19.86,50.25,11.11,7.7,55.86,0,7.19,59050,9.65,152.78,35.38,HIGH,11.37,1.57
2023,BHR000695,2.8,8.21,13.56,2.56,24.16,37.33,11.55,4.72,51.81,1,0.71,75553,5.58,159.22,52.77,MODERATE,3.58,19.86
2019,BHR000696,3.94,16.25,6.37,5.67,29.47,5.13,7.03,2.81,58.3,0,33.46,20537,4.39,196.58,75.28,MODERATE,34.4,13.23
2025,BHR000697,6.97,10.31,7.0,3.25,15.66,68.32,3.81,2.51,14.82,0,16.23,204275,17.22,89.41,50.07,LOW,32.16,29.76
2016,BHR000698,5.32,12.41,11.94,3.82,26.89,28.55,4.23,6.3,62.99,0,23.21,201724,7.64,41.57,68.12,LOW,16.68,9.37
2020,BHR000699,7.26,7.22,15.52,3.88,27.61,24.33,7.23,2.94,46.81,0,20.19,88627,5.45,33.74,70.76,MODERATE,17.98,3.15
2020,BHR000700,4.7,17.83,9.98,7.55,31.98,6.87,11.46,7.9,55.5,1,59.76,214679,11.7,51.61,62.29,MODERATE,21.59,27.93
2011,BHR000701,6.24,9.86,6.44,4.73,21.11,30.8,10.9,5.92,12.0,1,23.14,247213,15.91,17.45,83.78,HIGH,30.98,5.88
2013,BHR000702,3.98,15.22,17.98,7.74,23.84,14.88,3.6,5.8,43.48,1,16.01,113008,9.63,46.81,82.13,MODERATE,8.11,29.77
2016,BHR000703,5.53,13.9,12.35,4.28,30.64,29.65,6.39,6.27,41.43,1,2.11,197413,15.1,170.41,36.27,LOW,6.91,19.59
2016,BHR000704,3.78,6.65,11.82,2.55,11.64,40.44,2.77,6.86,12.38,0,7.67,18190,13.72,183.59,45.84,MODERATE,20.93,19.61
2014,BHR000705,7.94,15.0,12.41,1.07,24.59,25.12,11.86,4.62,27.92,1,7.62,34813,15.59,64.05,50.14,HIGH,12.37,21.62
2018,BHR000706,7.85,5.84,20.33,5.52,30.9,52.37,9.71,1.3,13.03,1,1.42,20896,3.33,191.16,68.89,MODERATE,4.48,26.55
2014,BHR000707,7.12,15.8,17.68,6.98,27.73,20.02,6.52,7.2,64.97,0,3.45,11610,11.78,218.23,63.9,MODERATE,28.0,15.33
2016,BHR000708,6.22,10.51,6.4,7.56,14.45,70.52,10.85,2.3,47.81,1,40.89,248504,17.04,210.69,45.33,LOW,17.09,21.42
2024,BHR000709,3.87,15.56,15.28,7.66,7.25,61.15,9.5,1.19,40.09,0,34.21,70890,13.11,175.27,16.22,MODERATE,5.51,23.06
2012,BHR000710,8.61,10.1,20.94,4.68,14.94,61.07,7.22,4.67,42.35,1,49.44,145250,7.48,26.3,63.21,UNKNOWN,12.93,1.69
2013,BHR000711,2.85,13.39,11.05,7.23,8.12,47.86,6.67,2.66,22.49,0,21.5,229896,12.1,201.94,27.32,LOW,10.2,11.78
2015,BHR000712,7.75,17.42,10.37,6.21,17.82,33.28,6.84,7.47,12.98,0,48.81,139962,8.93,243.01,40.68,MODERATE,6.54,28.05
2020,BHR000713,9.38,13.47,9.5,3.23,27.19,32.96,9.8,4.89,19.36,0,23.24,17064,5.83,112.33,47.66,HIGH,8.15,9.44
2022,BHR000714,5.8,17.22,15.41,4.49,19.62,41.64,7.34,2.6,60.29,1,14.08,118240,4.9,46.41,84.43,UNKNOWN,7.72,7.98
2023,BHR000715,3.48,13.4,19.77,5.22,9.0,50.5,10.13,8.46,39.37,0,37.12,13492,9.71,92.48,47.97,MODERATE,32.73,19.27
2013,BHR000716,5.51,11.23,21.89,5.09,16.85,28.22,4.01,4.78,55.01,1,24.77,110946,2.68,172.9,73.37,MODERATE,2.8,14.81
2020,BHR000717,9.26,15.59,20.71,7.51,7.31,53.77,2.49,0.61,18.36,0,35.43,177068,16.95,39.2,27.85,MODERATE,10.38,3.06
2012,BHR000718,8.24,14.11,15.7,1.07,29.77,53.61,4.78,8.32,12.61,0,2.34,132209,10.49,203.35,82.22,LOW,11.46,8.34
2020,BHR000719,2.2,7.4,20.3,2.01,11.74,41.11,11.32,1.07,48.67,0,17.68,236442,2.03,79.72,54.67,HIGH,13.81,28.86
2023,BHR000720,3.7,8.23,13.48,4.09,17.23,16.44,9.0,3.47,19.44,1,48.5,104530,14.02,10.27,19.8,HIGH,23.95,21.05
2015,BHR000721,3.13,10.38,15.36,6.63,28.48,27.02,2.32,0.7,45.11,1,63.76,234860,7.94,96.5,81.6,UNKNOWN,19.0,16.33
2020,BHR000722,8.4,14.22,17.89,7.4,24.79,64.68,2.84,2.86,12.92,1,58.56,65039,8.73,73.93,65.39,LOW,8.3,19.12
2011,BHR000723,6.34,7.64,21.56,2.47,27.47,72.18,10.72,1.5,20.23,0,27.29,152446,4.7,62.43,84.44,HIGH,29.41,3.95
2018,BHR000724,5.37,5.82,16.92,3.15,6.02,68.44,2.15,4.04,59.69,1,51.37,93676,6.85,97.74,13.95,MODERATE,19.59,1.9
2011,BHR000725,3.51,10.02,13.29,5.37,22.32,32.43,7.55,5.05,20.04,1,23.33,227349,17.0,204.39,9.91,LOW,25.21,4.58
2014,BHR000726,5.63,13.05,19.94,2.12,16.94,68.75,2.2,6.17,37.78,0,18.39,124253,9.78,46.86,48.22,LOW,6.12,24.06
2024,BHR000727,2.72,17.93,14.34,6.56,17.87,50.24,10.48,8.52,43.01,1,38.3,179444,1.36,23.4,53.07,LOW,28.54,8.53
2014,BHR000728,7.1,8.78,15.2,4.43,6.1,42.38,11.4,2.32,30.4,0,19.78,151142,1.51,8.92,30.43,MODERATE,25.59,11.09
2018,BHR000729,3.86,15.67,17.19,5.06,18.51,72.05,3.17,5.42,24.49,0,11.71,107186,11.66,109.48,76.39,LOW,15.89,2.03
2022,BHR000730,3.42,10.51,12.44,7.07,31.1,32.55,11.4,2.25,35.37,1,52.19,58299,15.45,67.04,80.95,LOW,18.25,5.05
2018,BHR000731,9.26,13.98,16.97,5.32,11.56,45.31,4.2,5.11,48.66,0,41.7,150244,17.65,86.58,78.02,HIGH,13.99,27.01
2013,BHR000732,4.52,10.07,16.73,4.62,11.39,30.06,7.22,3.1,30.15,1,38.75,15535,16.95,198.64,21.58,HIGH,3.62,11.37
2017,BHR000733,3.42,13.92,13.6,1.06,16.6,47.02,3.93,1.77,49.84,0,44.75,185816,12.43,110.65,45.13,HIGH,30.44,14.63
2016,BHR000734,2.55,13.79,14.2,6.21,31.66,12.42,5.99,1.01,19.42,0,56.35,62700,13.1,94.36,46.18,LOW,32.52,3.59
2011,BHR000735,3.45,16.31,14.27,4.6,6.67,69.59,3.52,4.58,64.12,1,35.32,198970,8.92,171.77,64.84,HIGH,11.5,5.08
2018,BHR000736,8.76,17.68,20.98,6.23,14.44,39.94,9.78,6.09,31.49,0,7.88,81822,7.4,42.97,67.75,UNKNOWN,23.75,12.47
2025,BHR000737,5.0,11.38,19.47,1.02,27.09,59.57,6.72,8.35,23.99,1,15.5,68445,12.33,179.92,17.11,LOW,20.92,2.61
2015,BHR000738,7.73,8.56,20.38,4.44,6.09,48.89,6.79,0.62,42.01,0,28.16,101761,10.18,230.72,38.08,LOW,0.98,24.1
2025,BHR000739,7.25,7.58,15.23,7.01,31.24,73.84,2.8,5.47,44.09,1,16.65,51734,4.68,193.6,71.93,MODERATE,12.2,20.91
2016,BHR000740,5.28,10.64,15.3,5.54,19.37,32.77,5.41,8.57,49.04,0,22.66,64392,17.45,102.37,17.03,LOW,1.71,3.1
2019,BHR000741,8.02,5.89,15.68,5.89,28.84,3.87,7.31,2.34,18.71,1,25.06,69419,15.69,8.7,32.4,MODERATE,29.17,14.6
2024,BHR000742,3.51,8.26,8.17,5.27,17.17,67.33,4.47,7.92,28.5,1,21.64,4117,14.02,89.81,15.83,HIGH,27.28,6.64
2023,BHR000743,3.09,5.82,18.96,6.33,22.22,27.79,2.22,2.95,42.71,0,52.95,96606,5.33,31.88,5.95,HIGH,16.96,23.38
2021,BHR000744,7.25,6.92,14.2,6.38,21.99,70.83,5.28,4.13,57.39,0,25.7,46978,1.91,17.35,19.08,LOW,19.33,7.73
2024,BHR000745,4.27,6.66,17.7,2.69,22.35,6.91,4.76,4.83,24.23,0,6.13,208462,3.88,219.52,29.88,MODERATE,13.19,17.75
2013,BHR000746,7.54,9.37,16.01,3.14,22.1,4.89,9.38,6.63,61.34,1,5.43,48365,4.52,141.1,52.05,UNKNOWN,2.71,11.13
2016,BHR000747,5.17,16.85,6.27,6.05,9.16,54.36,8.13,8.19,27.74,1,57.97,156158,14.79,199.93,29.9,LOW,23.85,15.58
2015,BHR000748,5.54,6.46,6.51,4.98,15.95,53.79,8.89,8.9,37.97,0,2.2,241997,9.31,79.14,83.5,LOW,32.84,12.99
