civic_engage_measurement_year,civic_engage_community_area_id,civic_engage_volunteering_rate_pct,civic_engage_charitable_giving_rate_pct,civic_engage_civic_meeting_attendance_rate,civic_engage_contacted_official_rate,civic_engage_petition_signed_rate,civic_engage_protest_participation_rate,civic_engage_news_consumption_frequency,civic_engage_local_news_availability_index,civic_engage_library_membership_rate,civic_engage_public_hearing_participation,civic_engage_school_board_turnout_rate,civic_engage_trust_in_government_score,civic_engage_social_capital_index,civic_engage_neighbor_helpfulness_score,civic_engage_cross_partisan_contact_rate,civic_engage_community_org_density,civic_engage_broadband_access_for_civic,civic_engage_civic_tech_usage_rate
2025,AREA000000648,35.53,41.21,5.47,9.78,15.18,7.45,SEVERAL_WEEK,42.76,76.42,6.15,28.98,57.24,26.09,52.41,10.74,13.7667,37.92,39.01
2013,AREA000000649,9.54,40.58,38.33,12.1,13.79,8.96,SEVERAL_WEEK,45.36,80.84,36.93,2.85,70.04,22.69,27.65,30.62,23.8498,37.09,1.17
2010,AREA000000650,63.59,47.29,8.69,23.76,42.78,7.59,DAILY,23.82,70.19,11.46,26.52,71.44,6.18,6.52,18.93,10.8688,31.54,15.47
2012,AREA000000651,21.38,53.03,30.77,13.14,25.17,20.67,RARELY,27.42,49.96,5.14,19.99,87.11,84.1,89.82,38.04,10.905,73.49,7.84
2022,AREA000000652,23.77,42.07,25.78,29.89,6.37,1.51,DAILY,97.61,3.14,17.14,16.65,61.71,68.78,71.63,59.0,9.0225,52.93,31.21
2020,AREA000000653,55.38,41.85,19.59,8.2,11.17,7.03,DAILY,34.22,62.19,5.21,7.6,73.91,74.15,14.78,29.59,18.5631,61.03,48.19
2013,AREA000000654,20.22,58.36,7.58,19.32,38.08,15.14,MONTHLY,43.69,43.92,1.04,10.93,21.57,68.1,33.29,39.65,10.2337,31.34,30.92
2021,AREA000000655,13.86,69.96,11.62,25.72,45.32,1.0,WEEKLY,75.47,69.51,27.84,13.12,39.54,53.69,13.54,93.62,23.2733,38.63,3.21
2016,AREA000000656,30.95,54.97,34.88,29.6,54.56,7.07,RARELY,32.17,66.15,32.06,29.08,34.07,40.91,50.26,52.46,20.9047,55.93,62.85
2019,AREA000000657,4.93,14.94,30.4,3.92,44.2,19.16,MONTHLY,44.48,32.04,2.43,14.65,32.49,36.98,57.88,27.03,18.8801,77.49,27.5
2011,AREA000000658,41.27,59.59,30.5,33.13,52.23,9.49,DAILY,60.27,13.81,14.12,6.69,19.14,50.77,7.91,66.47,3.2859,58.84,13.25
2007,AREA000000659,9.28,66.28,17.54,0.19,52.95,23.37,DAILY,90.98,3.06,36.76,8.87,56.64,67.84,81.86,95.48,7.9989,91.92,37.98
2010,AREA000000660,17.03,13.36,27.96,21.16,14.78,21.63,SEVERAL_WEEK,60.89,75.97,20.45,52.76,83.19,23.14,56.16,64.65,13.9064,51.42,43.68
2019,AREA000000661,18.68,59.4,44.99,15.58,48.41,12.34,DAILY,73.65,71.01,14.4,18.27,63.27,84.68,95.88,96.17,10.5536,67.46,56.03
2014,AREA000000662,39.85,16.5,39.99,5.77,43.85,7.59,WEEKLY,90.73,30.97,23.83,48.74,14.44,50.91,24.8,45.75,8.692,82.58,7.67
2007,AREA000000663,54.98,50.85,39.39,11.5,52.43,5.16,SEVERAL_WEEK,94.21,79.51,14.46,40.81,79.04,2.02,76.62,99.3,19.5215,90.7,22.82
2008,AREA000000664,57.63,49.87,20.16,16.42,12.34,7.18,SEVERAL_WEEK,62.23,7.59,39.31,52.03,6.64,98.68,50.78,66.79,4.544,75.3,45.3
2025,AREA000000665,25.13,35.0,37.88,1.03,32.3,15.47,RARELY,77.36,80.84,33.52,2.4,84.67,72.9,99.1,13.21,0.8447,82.27,26.21
2021,AREA000000666,25.56,79.31,18.62,9.7,33.6,2.05,DAILY,5.85,49.98,27.68,3.19,53.8,85.0,5.75,87.68,7.5933,81.16,7.0
2017,AREA000000667,43.05,8.0,14.42,10.81,8.28,9.83,MONTHLY,69.0,86.47,22.63,5.78,69.41,16.88,3.14,26.98,23.2312,97.13,23.82
2023,AREA000000668,34.65,31.87,4.98,21.85,3.55,15.99,RARELY,27.64,75.52,25.18,29.78,19.18,29.58,39.74,16.93,17.3894,75.06,29.95
2021,AREA000000669,38.86,22.32,5.72,14.0,11.87,14.03,DAILY,61.35,84.45,19.83,11.62,87.92,35.44,3.15,48.9,3.7843,65.28,51.11
2013,AREA000000670,48.18,6.18,19.94,20.64,50.44,21.25,DAILY,97.33,54.22,9.89,7.95,0.55,3.72,80.29,81.92,2.7897,61.88,60.85
2025,AREA000000671,59.08,77.7,1.25,27.78,26.61,4.88,SEVERAL_WEEK,92.28,71.06,7.76,41.98,79.25,65.36,46.44,94.47,8.5457,71.91,7.94
2020,AREA000000672,64.06,68.96,25.13,12.65,47.63,8.57,SEVERAL_WEEK,53.25,29.24,16.22,24.48,20.38,59.16,94.81,25.66,20.1225,77.63,13.84
2014,AREA000000673,31.56,1.74,28.77,22.52,47.31,17.62,SEVERAL_WEEK,82.99,20.44,31.67,17.64,24.62,94.12,62.47,44.25,2.7049,56.63,63.44
2014,AREA000000674,62.92,41.82,31.25,26.89,33.42,8.5,DAILY,51.08,82.11,30.08,37.13,38.88,72.7,85.87,14.01,22.8982,79.18,32.25
2015,AREA000000675,55.07,24.26,17.31,24.87,6.65,0.46,SEVERAL_WEEK,69.75,51.67,38.59,52.63,49.11,50.39,78.17,48.91,2.5564,64.82,47.39
2005,AREA000000676,22.1,63.65,19.62,6.36,48.28,23.72,DAILY,69.61,36.69,19.02,18.01,38.72,80.71,93.96,36.81,3.1023,86.8,26.49
2014,AREA000000677,33.23,71.78,26.49,5.82,11.72,16.41,SEVERAL_WEEK,61.92,60.41,14.53,42.5,34.67,68.91,28.03,88.54,21.3206,38.77,8.36
2013,AREA000000678,11.96,28.06,42.55,18.95,27.44,6.81,SEVERAL_WEEK,65.28,82.13,36.06,8.46,66.25,80.28,2.69,35.06,0.3955,54.82,8.7
2016,AREA000000679,21.34,60.97,2.13,22.36,25.03,0.32,SEVERAL_WEEK,26.39,24.8,6.1,9.36,94.67,40.2,80.77,37.47,7.3222,80.05,68.86
2009,AREA000000680,55.45,8.86,0.29,14.28,21.95,23.68,DAILY,22.14,68.24,10.74,52.96,17.7,86.88,56.44,35.2,20.7541,82.57,41.3
2006,AREA000000681,14.26,48.79,23.98,34.05,11.96,16.12,SEVERAL_WEEK,25.56,46.2,6.76,49.69,26.8,41.18,33.41,12.85,0.6216,54.44,32.06
2015,AREA000000682,19.82,31.22,42.43,34.27,7.19,3.85,WEEKLY,94.44,53.82,35.6,41.16,8.66,2.19,88.65,9.91,5.9976,35.38,36.41
2014,AREA000000683,31.7,68.3,19.74,24.28,35.03,18.1,MONTHLY,52.17,49.08,6.65,4.65,59.52,14.17,91.03,73.17,16.5435,45.99,34.9
2009,AREA000000684,41.39,17.79,4.88,27.76,30.18,7.99,DAILY,64.05,16.67,6.65,24.28,56.09,71.44,29.32,59.0,17.0042,73.72,4.25
2018,AREA000000685,58.64,19.51,36.66,0.58,40.33,22.92,SEVERAL_WEEK,93.19,38.27,35.94,38.0,57.14,86.45,31.84,75.07,16.1279,90.99,10.18
2012,AREA000000686,15.65,57.42,15.9,5.97,18.68,22.37,DAILY,39.15,6.65,30.17,46.25,67.18,38.99,58.01,90.25,12.3063,90.6,19.87
2019,AREA000000687,22.53,68.25,36.47,28.76,2.05,8.09,MONTHLY,62.44,39.23,26.33,3.14,36.49,7.76,44.16,3.07,7.8258,74.01,44.43
2008,AREA000000688,32.04,53.84,9.37,13.91,52.87,15.11,WEEKLY,14.98,54.75,7.84,20.17,69.14,30.88,70.79,55.33,22.2721,40.24,21.87
2019,AREA000000689,21.79,41.09,34.25,24.76,24.09,13.31,MONTHLY,88.0,19.77,32.74,31.33,64.21,19.65,71.92,50.56,16.6775,93.48,51.8
2018,AREA000000690,28.38,30.39,36.73,3.08,12.44,16.28,DAILY,39.58,46.72,19.34,32.07,81.63,79.19,60.75,97.04,22.3429,69.07,31.42
2008,AREA000000691,43.69,10.64,28.94,34.26,40.22,11.09,WEEKLY,91.23,20.61,35.02,51.31,83.37,98.89,36.99,6.92,15.0368,73.03,39.11
2022,AREA000000692,63.88,70.82,2.46,0.54,11.12,1.39,DAILY,67.43,86.78,20.06,34.36,38.81,35.53,89.63,91.31,8.3537,67.64,19.78
2011,AREA000000693,31.14,13.46,20.62,28.11,24.6,18.42,SEVERAL_WEEK,41.08,44.72,34.94,16.81,0.08,95.75,56.03,0.39,19.0281,85.32,12.75
2023,AREA000000694,37.64,58.03,21.04,30.98,8.18,20.71,DAILY,8.41,47.04,12.26,18.98,12.02,6.69,35.26,82.62,24.6124,37.17,36.69
2010,AREA000000695,32.66,24.21,12.03,18.0,33.36,2.66,DAILY,14.29,9.5,0.08,9.94,13.74,14.29,35.62,84.86,21.5734,42.37,4.6
2018,AREA000000696,28.83,53.41,7.01,9.72,45.88,21.89,DAILY,21.33,61.69,10.99,52.35,50.55,61.05,55.72,97.78,20.1435,59.18,17.04
2008,AREA000000697,10.89,51.65,4.11,14.74,33.69,2.85,WEEKLY,95.6,66.86,37.11,27.34,47.85,72.16,26.82,41.61,5.858,64.62,48.67
2016,AREA000000698,3.25,2.58,36.63,3.16,13.69,19.99,SEVERAL_WEEK,0.3,29.19,1.37,5.2,57.05,43.67,14.1,43.86,8.4591,59.15,25.66
2021,AREA000000699,43.6,50.72,35.47,6.19,18.55,0.28,DAILY,26.67,37.62,39.22,5.52,60.79,65.87,93.02,16.12,4.6049,50.61,68.3
2018,AREA000000700,13.74,73.48,28.42,28.45,7.34,7.9,DAILY,45.75,53.39,29.91,32.15,87.68,5.68,35.25,49.27,24.0184,44.45,65.19
2024,AREA000000701,52.26,79.03,14.74,24.2,14.86,24.49,SEVERAL_WEEK,35.56,86.15,1.7,19.06,37.4,61.48,18.15,69.16,2.4939,67.74,23.76
2016,AREA000000702,30.24,68.62,25.22,31.92,23.47,2.49,MONTHLY,99.09,58.08,37.16,23.12,0.72,26.91,32.87,98.4,17.0868,84.62,7.97
2006,AREA000000703,11.97,68.21,23.66,5.02,16.21,12.02,SEVERAL_WEEK,81.82,45.01,17.67,47.7,70.53,76.25,29.11,80.66,4.0556,97.29,13.82
2022,AREA000000704,30.74,24.2,39.23,2.38,10.23,11.8,WEEKLY,88.82,40.85,35.95,20.06,25.65,3.45,64.3,14.99,20.1378,73.88,39.97
2024,AREA000000705,32.02,65.14,14.57,9.93,14.4,5.27,DAILY,61.21,61.77,23.46,14.36,47.75,6.01,56.58,25.13,15.0179,39.71,32.9
2012,AREA000000706,50.54,50.26,29.4,32.28,29.7,18.57,SEVERAL_WEEK,62.15,37.0,7.33,41.92,38.18,10.68,95.99,5.64,21.2492,91.53,0.79
2013,AREA000000707,59.84,45.68,17.17,4.14,5.6,12.06,DAILY,7.4,83.48,9.13,22.05,77.71,0.45,97.73,75.43,0.6187,51.82,69.47
2025,AREA000000708,22.08,13.44,4.64,12.76,45.17,10.19,DAILY,97.4,8.33,19.69,36.21,53.69,53.79,14.78,28.92,18.8665,44.49,44.26
2019,AREA000000709,33.35,48.69,29.92,13.1,4.98,22.92,SEVERAL_WEEK,66.49,37.15,14.37,9.87,48.79,51.11,56.8,30.5,15.6237,61.67,16.51
2023,AREA000000710,19.61,79.75,21.08,19.67,40.52,8.57,SEVERAL_WEEK,98.19,52.52,29.25,26.63,64.53,25.56,6.25,29.98,9.8316,61.86,36.14
2014,AREA000000711,22.56,62.78,16.62,10.65,46.24,24.43,DAILY,43.98,77.25,34.97,50.95,42.26,13.67,24.95,42.18,11.9346,80.0,67.96
2008,AREA000000712,22.37,76.51,14.2,7.76,20.62,12.22,SEVERAL_WEEK,19.11,31.22,26.1,34.91,69.26,4.4,5.5,41.29,20.8483,81.64,31.82
2024,AREA000000713,8.96,6.18,11.03,14.1,45.3,20.5,SEVERAL_WEEK,5.66,44.01,35.25,41.29,78.47,93.18,51.46,92.73,10.3354,40.44,49.55
2021,AREA000000714,40.11,65.45,41.83,11.84,50.59,8.42,DAILY,24.4,72.71,8.55,10.04,45.09,16.61,25.35,32.07,17.7039,83.41,47.09
2010,AREA000000715,42.01,78.52,5.19,4.85,35.22,8.56,DAILY,52.82,38.38,24.04,52.64,58.5,14.81,51.96,2.12,16.3635,72.53,27.29
2008,AREA000000716,3.33,63.37,36.75,17.13,20.59,4.5,SEVERAL_WEEK,63.41,56.85,37.95,54.78,84.8,85.36,45.58,93.54,9.7717,59.29,34.6
2010,AREA000000717,51.81,18.88,11.83,9.38,3.84,9.72,DAILY,46.95,22.04,38.48,41.3,56.18,80.64,59.13,85.35,0.5442,82.84,15.39
2014,AREA000000718,60.71,37.17,36.93,0.9,49.5,8.73,SEVERAL_WEEK,68.12,0.44,32.89,0.69,48.68,77.95,30.89,73.16,2.4937,72.69,44.98
2022,AREA000000719,23.54,46.66,42.15,8.77,52.03,10.21,DAILY,44.21,16.75,23.45,4.52,70.38,86.55,95.18,8.04,6.0001,70.17,24.17
2023,AREA000000720,17.19,49.23,1.59,6.22,11.13,14.88,SEVERAL_WEEK,0.23,10.82,17.62,42.74,1.5,4.39,93.55,48.24,16.4664,34.84,1.59
2010,AREA000000721,44.7,12.34,3.3,28.37,31.53,19.99,DAILY,89.28,6.42,39.16,49.31,49.81,57.94,86.28,43.1,1.8708,55.17,6.74
2015,AREA000000722,32.58,40.01,31.05,1.89,48.84,16.33,SEVERAL_WEEK,31.32,34.23,39.81,7.25,24.27,57.58,51.94,44.86,23.6721,86.21,30.14
2016,AREA000000723,38.7,39.7,2.41,4.31,49.99,1.07,DAILY,10.27,32.89,36.71,30.89,8.24,4.02,78.53,53.94,8.0136,36.83,35.88
2013,AREA000000724,54.31,49.42,10.55,19.87,43.5,10.42,SEVERAL_WEEK,98.89,59.71,24.44,24.07,1.75,76.5,12.73,13.52,6.2087,91.33,67.85
2018,AREA000000725,62.08,38.09,1.82,26.07,34.17,21.99,SEVERAL_WEEK,82.16,80.01,28.55,0.01,71.84,42.15,11.75,81.27,4.567,69.3,67.4
2005,AREA000000726,14.16,63.14,30.17,5.25,14.67,2.36,DAILY,21.84,83.84,37.92,28.16,45.11,7.39,44.81,24.0,1.47,97.58,53.86
2018,AREA000000727,44.79,68.02,17.81,21.0,50.19,18.52,SEVERAL_WEEK,31.67,8.99,33.46,37.9,9.53,23.09,37.28,64.7,14.0455,82.16,61.19
2023,AREA000000728,15.22,20.61,14.96,16.74,19.3,16.23,WEEKLY,88.84,32.32,12.11,49.17,29.44,54.83,49.52,12.39,0.9551,82.2,61.47
2018,AREA000000729,21.46,72.23,2.21,13.82,18.33,4.81,DAILY,47.12,77.63,5.05,48.48,29.27,33.15,57.25,80.91,16.5634,79.83,39.86
2010,AREA000000730,22.11,50.69,20.0,15.05,25.18,11.29,SEVERAL_WEEK,15.46,32.22,7.57,41.29,25.56,21.31,15.16,11.19,9.5706,69.65,29.76
2007,AREA000000731,36.5,46.53,12.15,18.53,23.48,0.56,DAILY,38.61,15.22,25.16,54.21,86.7,26.0,73.54,90.34,12.8781,58.25,23.56
2019,AREA000000732,56.02,3.87,1.36,15.09,44.33,8.0,MONTHLY,23.16,75.62,30.11,51.87,89.99,82.52,32.84,23.89,2.3969,41.59,63.44
2008,AREA000000733,14.85,56.06,30.84,30.38,7.89,9.52,SEVERAL_WEEK,2.13,6.86,39.12,38.46,29.36,12.55,4.28,94.76,1.0288,98.28,65.68
2020,AREA000000734,19.73,41.89,13.04,18.79,44.25,11.54,SEVERAL_WEEK,55.45,24.08,34.25,32.06,61.78,75.09,44.1,44.93,22.0264,47.05,34.15
2006,AREA000000735,15.05,9.56,38.93,29.13,7.4,1.69,MONTHLY,85.29,14.88,25.11,30.91,47.29,36.59,47.4,39.96,12.5346,98.91,31.63
2006,AREA000000736,21.55,73.64,25.25,30.47,22.89,15.89,SEVERAL_WEEK,73.3,54.13,23.38,36.52,82.74,0.9,49.44,7.84,18.6653,60.79,60.86
2015,AREA000000737,3.28,42.17,13.71,13.75,49.94,10.77,SEVERAL_WEEK,30.7,48.28,3.43,5.22,95.93,93.76,33.54,71.49,21.7397,76.33,22.07
2019,AREA000000738,9.81,19.05,39.12,27.04,7.33,0.7,WEEKLY,52.66,37.77,23.74,51.33,90.96,71.12,66.29,3.44,4.9429,42.65,0.52
2024,AREA000000739,36.2,41.3,27.12,6.96,43.01,22.91,DAILY,12.46,60.78,27.88,43.23,46.01,24.38,62.44,13.15,14.3606,93.7,7.47
2016,AREA000000740,55.09,35.91,37.61,1.58,46.86,14.22,MONTHLY,48.82,2.91,39.51,17.81,23.51,32.83,51.69,46.13,6.9185,87.89,49.95
2009,AREA000000741,26.38,14.2,28.42,3.58,12.85,14.72,RARELY,79.17,22.14,8.36,19.8,0.42,80.42,46.15,33.76,24.0326,77.07,63.46
2005,AREA000000742,32.12,5.13,24.31,30.43,6.22,7.55,SEVERAL_WEEK,30.98,34.54,0.99,37.09,92.52,92.36,33.12,13.35,17.6444,48.12,10.42
2008,AREA000000743,42.05,26.18,20.62,5.49,54.26,6.27,WEEKLY,89.57,43.41,38.53,2.19,5.27,54.19,79.53,90.29,13.2946,58.98,31.87
2013,AREA000000744,21.51,61.26,6.97,33.12,41.32,19.25,DAILY,77.17,11.79,21.81,27.6,96.65,98.38,13.96,83.37,5.6165,56.2,56.53
2019,AREA000000745,42.11,52.91,30.92,21.85,35.85,4.98,DAILY,67.75,67.12,26.72,19.34,1.87,62.35,66.15,47.37,5.4745,91.84,51.34
2015,AREA000000746,35.03,23.42,32.82,0.15,19.81,11.39,SEVERAL_WEEK,93.02,12.36,32.33,30.09,32.28,49.72,23.79,97.71,19.301,86.41,16.99
2013,AREA000000747,31.66,44.31,11.97,20.31,47.5,12.6,SEVERAL_WEEK,62.6,48.41,3.67,0.76,87.86,15.6,24.4,12.58,14.0269,85.29,26.95
2023,AREA000000748,17.43,68.53,22.62,22.42,13.36,3.9,SEVERAL_WEEK,6.36,28.57,29.39,34.81,36.3,37.67,27.02,53.09,17.4454,88.12,64.67
2014,AREA000000749,10.14,41.64,33.47,27.45,11.0,2.26,WEEKLY,23.18,8.24,25.73,53.57,76.34,90.14,62.48,36.7,6.1393,67.67,27.94
2024,AREA000000750,54.85,75.21,26.24,24.02,51.37,19.23,WEEKLY,55.19,23.05,8.27,11.15,45.94,17.94,38.32,4.81,2.4483,75.25,30.82
2024,AREA000000751,60.63,63.33,13.19,3.45,18.72,5.53,DAILY,45.43,12.62,8.73,11.52,78.47,58.63,85.18,74.18,1.205,56.28,7.38
2009,AREA000000752,24.82,12.68,39.14,27.77,45.54,1.91,DAILY,60.05,83.04,22.55,14.37,21.38,65.87,69.92,66.33,17.689,66.89,15.25
2023,AREA000000753,28.9,34.48,39.01,24.5,34.29,19.52,SEVERAL_WEEK,93.89,17.8,32.77,31.58,9.02,39.73,91.26,66.5,3.7691,30.85,45.56
2020,AREA000000754,54.05,40.01,29.27,23.51,51.03,10.72,WEEKLY,92.77,17.69,6.11,7.27,80.34,56.02,87.72,49.87,14.1931,47.01,39.17
2017,AREA000000755,16.76,6.65,19.07,15.68,43.47,6.11,DAILY,65.88,57.24,14.01,16.14,73.05,88.98,93.73,32.94,4.1087,90.07,13.22
2015,AREA000000756,12.93,50.84,6.15,28.27,34.81,19.49,WEEKLY,97.84,43.89,9.9,31.95,4.02,75.39,50.23,27.23,17.5387,71.21,30.12
2025,AREA000000757,24.16,56.77,44.85,17.7,0.0,0.62,DAILY,69.38,16.1,17.43,2.61,15.71,24.87,0.96,88.9,0.4223,32.67,53.92
2006,AREA000000758,36.0,25.6,31.31,14.22,1.95,11.92,WEEKLY,40.83,43.74,39.04,37.0,22.23,53.95,6.2,6.65,0.0319,89.07,47.1
2005,AREA000000759,2.85,19.4,7.51,3.09,7.59,13.34,WEEKLY,32.04,57.59,39.85,7.69,75.91,64.46,86.92,64.71,3.1215,90.11,24.25
2021,AREA000000760,25.71,69.79,4.7,4.97,42.11,7.03,DAILY,65.39,86.66,12.1,31.71,53.41,68.85,67.01,64.42,8.3174,42.27,35.02
2005,AREA000000761,23.73,13.6,41.51,27.98,35.05,20.63,SEVERAL_WEEK,9.14,78.52,39.51,37.52,17.81,21.98,0.87,39.04,16.3734,58.06,36.55
2020,AREA000000762,54.92,52.5,29.0,0.33,7.91,1.44,WEEKLY,88.26,30.19,21.54,49.96,60.27,41.77,37.89,87.54,6.2386,48.03,43.76
2022,AREA000000763,27.62,45.28,41.79,21.1,35.42,11.15,MONTHLY,40.39,85.6,31.9,1.36,72.06,11.25,33.98,58.07,19.6847,57.78,16.65
2025,AREA000000764,47.11,52.78,10.94,18.7,6.88,5.71,MONTHLY,6.34,77.65,29.45,19.2,31.83,90.53,42.09,33.79,12.0335,88.11,27.31
2025,AREA000000765,20.0,8.56,40.94,32.75,12.1,18.79,RARELY,43.89,70.39,29.22,12.15,49.84,95.28,0.18,26.13,24.7449,32.57,12.92
2015,AREA000000766,26.29,64.24,0.19,1.61,21.46,1.9,SEVERAL_WEEK,53.94,62.19,25.06,43.29,83.28,85.05,2.93,86.1,13.0687,45.17,24.03
2014,AREA000000767,16.47,67.41,39.78,3.12,8.02,13.53,DAILY,41.06,44.86,9.89,0.09,0.33,55.16,13.77,58.09,7.448,54.55,48.39
2013,AREA000000768,26.55,8.3,10.79,32.83,2.28,8.6,WEEKLY,4.6,5.65,36.71,38.29,16.93,63.55,76.68,11.0,14.8204,60.9,68.38
2023,AREA000000769,51.97,79.71,43.22,23.96,33.21,2.76,DAILY,85.43,64.87,3.32,12.24,23.5,68.27,69.11,17.42,3.2362,48.64,18.75
2011,AREA000000770,30.75,62.85,43.34,22.39,38.38,13.99,WEEKLY,3.78,6.17,29.86,5.91,21.06,97.33,40.88,57.02,6.3793,65.32,38.29
2023,AREA000000771,20.67,23.8,13.22,14.52,47.23,18.84,DAILY,13.97,35.44,25.63,11.62,94.99,99.22,0.92,67.07,10.4568,56.82,27.98
2022,AREA000000772,18.53,36.98,32.03,5.25,17.76,16.68,WEEKLY,79.45,64.78,8.84,51.38,53.62,70.99,46.34,35.23,22.1645,36.9,20.34
2013,AREA000000773,24.3,13.9,27.24,22.3,36.69,1.85,RARELY,83.18,1.4,26.5,24.49,19.47,73.3,69.41,84.06,9.3469,77.9,24.81
2023,AREA000000774,16.51,61.75,6.63,23.23,54.55,0.49,SEVERAL_WEEK,61.93,68.08,35.5,37.15,87.36,27.78,52.37,4.33,23.7826,88.65,66.06
2018,AREA000000775,54.45,66.53,35.82,10.62,31.24,13.78,WEEKLY,20.85,41.72,18.91,37.21,62.14,47.07,90.12,65.17,24.9457,40.6,23.45
2014,AREA000000776,43.07,77.82,35.55,23.86,9.83,6.67,WEEKLY,91.83,22.38,38.65,8.3,69.08,76.27,34.84,13.35,4.9334,91.73,32.93
2008,AREA000000777,23.09,33.76,19.59,4.19,53.05,11.04,WEEKLY,91.81,3.48,7.83,9.2,98.55,19.63,32.61,31.89,20.8974,75.63,17.42
2011,AREA000000778,59.74,65.6,7.77,19.66,25.56,20.94,SEVERAL_WEEK,12.32,20.77,24.3,47.25,42.86,64.3,21.08,30.95,5.6502,46.12,33.75
2014,AREA000000779,42.91,49.4,1.8,3.4,33.22,7.39,SEVERAL_WEEK,67.78,83.78,3.07,24.94,53.3,62.49,85.3,19.13,21.0702,80.45,0.58
2018,AREA000000780,39.0,1.58,23.34,23.26,14.27,19.07,DAILY,95.66,13.84,12.68,35.24,10.45,11.08,27.94,85.59,19.8913,96.77,35.83
2016,AREA000000781,26.28,40.34,36.81,24.94,23.62,9.01,WEEKLY,70.59,80.51,31.19,47.11,76.09,52.14,91.48,27.79,16.4194,83.32,43.99
2010,AREA000000782,56.0,53.22,44.1,1.26,36.67,8.18,DAILY,81.2,2.26,9.39,10.76,67.65,62.34,0.57,88.64,7.9089,71.68,22.9
2017,AREA000000783,10.01,55.82,7.51,32.72,45.85,14.71,SEVERAL_WEEK,19.22,70.73,2.19,45.98,12.06,37.25,66.08,67.31,0.6106,57.46,28.58
2024,AREA000000784,26.04,60.33,25.26,7.12,19.54,5.85,DAILY,79.79,83.1,16.32,32.01,94.32,48.19,94.02,41.75,14.3289,45.91,13.49
2020,AREA000000785,18.48,13.21,1.23,0.77,35.82,21.53,SEVERAL_WEEK,19.95,40.69,18.73,31.81,67.62,67.29,93.11,1.34,24.2875,85.24,35.25
2021,AREA000000786,55.13,3.43,23.74,2.89,51.24,18.66,WEEKLY,20.23,5.49,37.97,0.54,25.78,73.24,44.73,85.07,0.3284,83.95,3.0
2022,AREA000000787,61.99,58.78,6.74,22.41,15.37,20.27,DAILY,86.86,63.48,34.31,40.06,70.05,74.7,4.56,6.71,17.7033,90.65,59.41
2009,AREA000000788,51.21,48.66,6.2,11.49,17.96,5.39,SEVERAL_WEEK,40.18,44.16,33.3,42.36,65.93,26.81,39.42,57.71,9.5343,82.31,28.82
2024,AREA000000789,18.04,47.82,17.69,13.3,15.72,0.42,WEEKLY,38.01,19.34,34.88,32.49,71.26,28.37,18.26,95.54,22.5038,83.84,55.56
2012,AREA000000790,39.77,19.46,27.69,9.28,10.17,23.73,DAILY,52.63,39.52,4.88,35.24,62.05,86.58,50.53,9.29,17.2612,55.74,12.77
2018,AREA000000791,33.07,18.55,23.62,16.54,7.06,21.18,SEVERAL_WEEK,68.25,11.39,5.27,4.81,28.62,14.4,76.32,89.94,1.0875,42.95,32.03
2012,AREA000000792,34.74,13.48,41.86,23.87,42.65,18.34,SEVERAL_WEEK,8.31,85.53,26.05,33.86,24.02,52.73,58.62,15.01,7.3179,72.82,60.68
2005,AREA000000793,43.35,19.58,34.35,7.1,40.48,9.88,RARELY,89.3,64.16,27.9,50.08,37.88,58.35,88.34,90.33,21.5519,95.71,59.66
2025,AREA000000794,46.76,72.88,31.43,6.13,46.19,13.86,SEVERAL_WEEK,15.1,28.23,4.33,44.76,1.56,4.06,54.32,72.51,7.7681,89.28,66.38
2007,AREA000000795,28.49,76.66,43.55,25.84,11.85,14.58,RARELY,75.62,15.5,32.9,42.36,11.88,66.78,77.18,58.52,17.216,36.97,14.73
2008,AREA000000796,56.53,5.96,14.52,32.59,49.52,14.2,DAILY,37.62,72.28,31.85,0.4,37.71,76.34,62.96,86.49,17.531,58.43,33.23
2013,AREA000000797,37.24,73.46,43.28,17.94,5.39,19.44,SEVERAL_WEEK,38.45,66.7,29.6,12.03,50.58,7.12,37.5,59.97,12.4729,71.44,0.46
2021,AREA000000798,26.54,48.34,21.83,16.9,47.14,2.07,MONTHLY,52.12,17.86,35.87,47.96,13.58,77.99,85.24,28.49,5.8021,89.98,34.38
2014,AREA000000799,45.34,58.2,38.76,4.48,9.58,8.56,DAILY,80.19,82.88,18.19,28.21,37.41,45.46,93.22,85.1,12.9005,62.29,6.75
2005,AREA000000800,39.8,16.24,36.77,9.89,16.01,13.4,WEEKLY,22.72,50.44,5.56,12.94,13.97,38.76,67.26,10.98,19.7148,93.91,62.9
2013,AREA000000801,29.61,39.26,44.0,6.35,22.81,10.34,DAILY,67.11,25.74,25.96,44.9,28.51,17.61,73.83,97.03,7.4566,51.96,26.62
2013,AREA000000802,30.14,30.61,9.06,15.33,15.69,8.16,WEEKLY,47.28,40.4,38.99,19.17,97.23,71.13,65.38,8.63,9.7117,44.1,41.94
2014,AREA000000803,35.85,28.55,37.26,22.87,52.26,20.57,SEVERAL_WEEK,97.97,85.18,8.42,11.65,75.08,65.47,66.1,15.29,10.5082,69.42,33.26
2008,AREA000000804,58.65,40.73,26.26,32.88,51.22,11.01,WEEKLY,60.5,59.26,35.48,12.43,64.63,47.96,26.76,2.5,22.3311,57.32,5.01
