agri_cap_reference_year,agri_cap_country_iso2,agri_cap_region_nuts_code,agri_cap_farm_id_hash,agri_cap_farm_size_ha,agri_cap_farm_type_code,agri_cap_pillar_code,agri_cap_intervention_code,agri_cap_payment_amount_eur,agri_cap_payment_type_code,agri_cap_eco_scheme_flag,agri_cap_greening_requirement_flag,agri_cap_conditionality_noncompliance_flag,agri_cap_organic_farming_flag,agri_cap_natura2000_constraint_flag,agri_cap_young_farmer_support_flag,agri_cap_aecs_participation_flag,agri_cap_monitoring_satellite_flag,agri_cap_eu_funds_source,agri_cap_data_extract_date
2022,CY,BG239,52556bdb5797ffe1289435ef,43.53,MIXED,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,10263.46,TOP_UP,0,1,0,0,0,0,1,1,EAGF,2024-10-25
2023,FR,LU5,4d1de0888e8e42add4d1d096,15.41,OTHER,PILLAR1_DIRECT_PAYMENTS,CRISS,3913.27,RESULT_BASED,0,0,0,0,0,0,0,0,NATIONAL_TOPUP,2025-09-14
2024,IT,PT21,7675dbc7b9e659357eafde0c,13.23,SHEEP_GOAT,MIXED,RISK_MANAGEMENT,2655.01,LUMP_SUM,0,1,0,0,0,0,0,1,RRF_COFIN,2024-09-29
2025,NL,DK7,8fe23a05a36379806d445ee7,12.15,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,AECM,2618.82,CO_FINANCED,1,0,0,0,0,0,1,1,EAFRD,2024-10-17
2026,SI,EE7,f76d4b8ab0cb22fabcd42e9b,25.92,ARABLE,PILLAR1_DIRECT_PAYMENTS,BISS,11980.83,ANNUAL,0,1,0,0,0,0,0,1,EAGF,2024-06-29
2014,BG,SE947,f06c28c6fb84c3633041b299,34.97,PIGS_POULTRY,MIXED,INVESTMENT_AID,11347.08,TOP_UP,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-04-22
2015,EE,DK969,c2b2e6e3e97252a2bcdfd8b2,17.7,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,5627.59,RESULT_BASED,1,1,1,1,0,0,0,1,RRF_COFIN,2024-10-31
2016,HU,AT70,7723fe791cbf1e9949751c72,14.86,DAIRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3764.26,LUMP_SUM,0,0,0,0,0,1,0,1,EAFRD,2025-06-10
2017,LU,PL5,9685215a2ef046114eea1bdc,85.74,ORCHARD,MIXED,LESS_FAVOURED_AREA,30552.37,CO_FINANCED,0,0,0,0,1,0,1,1,EAGF,2024-04-03
2018,RO,NL187,63da4845663a7926da83f91f,16.24,OLIVE,PILLAR2_RURAL_DEVELOPMENT,CRISS,3297.7,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-11-14
2019,AT,HR51,f8d1db0b29227f6d7c256e8b,88.58,MIXED,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,8240.66,TOP_UP,0,0,0,0,0,0,0,1,RRF_COFIN,2024-07-03
2020,CZ,DE72,a2cc121b95c76416299f7e06,18.88,OTHER,MIXED,AECM,3618.87,RESULT_BASED,1,0,0,0,0,1,1,1,EAFRD,2025-12-25
2021,DE,BG774,d7d18ee9c8ddfef50f023871,12.75,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,BISS,5536.2,LUMP_SUM,0,0,0,0,0,0,0,1,EAGF,2025-06-13
2022,LV,CZ158,d5752412d1c92538cad3f9eb,63.78,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,9633.34,CO_FINANCED,1,0,0,0,0,0,0,0,NATIONAL_TOPUP,2026-02-12
2023,PL,PL22,eb608d07d6332b3c8aac336e,34.17,ARABLE,MIXED,ECO_SCHEME,5550.92,ANNUAL,0,1,0,0,1,0,0,1,RRF_COFIN,2024-06-06
2024,ES,LV872,79cb056137ac66d77a2de8b1,31.38,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,4718.13,TOP_UP,0,1,0,0,0,1,0,1,EAFRD,2025-01-23
2025,HR,FR68,1d0cca17005e3ac735ab68c2,27.42,VINEYARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,14300.47,RESULT_BASED,0,1,0,0,0,0,1,0,EAGF,2025-07-27
2026,FI,LV688,99bedbbf7866129417a4a97e,19.6,DAIRY,MIXED,CRISS,3687.67,LUMP_SUM,1,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-06-11
2014,IE,IT23,3104427c9efebf26beab45d6,66.59,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,33267.43,CO_FINANCED,0,0,0,0,1,0,0,1,RRF_COFIN,2024-09-04
2015,MT,PL319,c26489249e95245939eb1c47,10.99,OLIVE,PILLAR1_DIRECT_PAYMENTS,AECM,5093.91,ANNUAL,0,0,0,0,0,0,1,0,EAFRD,2025-05-18
2016,SK,SK42,c0c000bde6c8e959625f4e92,16.92,MIXED,MIXED,BISS,2918.21,TOP_UP,0,1,0,1,0,0,1,1,EAGF,2025-03-24
2017,BE,HU485,7b999f82fd55b5dea37209e3,54.37,OTHER,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,10880.62,RESULT_BASED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2026-01-20
2018,DK,PL3,56794490d985c64173a7b8ec,43.95,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,11130.12,LUMP_SUM,0,1,0,0,0,0,0,1,RRF_COFIN,2025-03-03
2019,GR,CY1,b3b09695e41de088565591d1,19.21,HORTICULTURE,MIXED,YOUNG_FARMERS,1806.0,CO_FINANCED,1,1,0,0,1,1,0,1,EAFRD,2025-01-22
2020,LT,SI2,489afb525fde4d6c75df6669,28.51,ARABLE,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,9212.12,ANNUAL,0,1,0,0,0,0,1,1,EAGF,2025-04-30
2021,PT,PT75,e524dfcd9342e040a88413b3,43.35,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,CRISS,11295.28,TOP_UP,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-03-27
2022,SE,AT33,93d00369ff5653bcd5ea500b,24.52,VINEYARD,MIXED,RISK_MANAGEMENT,5772.87,RESULT_BASED,0,1,0,0,1,0,0,0,RRF_COFIN,2026-02-07
2023,CY,LV799,ce3148d4d570643285601d78,22.43,DAIRY,PILLAR2_RURAL_DEVELOPMENT,AECM,8302.03,LUMP_SUM,1,0,0,0,0,0,1,1,EAFRD,2024-06-30
2024,FR,CZ579,fe1797cb33741fc1539a3b9c,26.41,ORCHARD,PILLAR1_DIRECT_PAYMENTS,BISS,8141.21,CO_FINANCED,0,1,0,0,0,0,1,1,EAGF,2024-05-29
2025,IT,BG4,35e76adae15f2fa518f4c2a7,47.39,OLIVE,MIXED,INVESTMENT_AID,14539.55,ANNUAL,0,1,1,0,1,0,0,1,NATIONAL_TOPUP,2024-03-25
2026,NL,GR35,7a3e0eddea5d7744004e7a0a,24.2,MIXED,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,10233.4,TOP_UP,0,1,0,0,0,1,0,0,RRF_COFIN,2025-09-04
2014,SI,ES156,51cd408461ffb4103b98ff95,24.29,OTHER,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3973.61,RESULT_BASED,0,1,0,0,0,1,0,1,EAFRD,2024-01-11
2015,BG,FI36,67046acdfb297f272fe9bc30,24.29,SHEEP_GOAT,MIXED,LESS_FAVOURED_AREA,5972.29,LUMP_SUM,0,1,0,0,0,0,0,0,EAGF,2024-07-07
2016,EE,IT393,17d90929bd048bc3d9bb0d02,38.97,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,CRISS,10909.82,CO_FINANCED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2024-02-11
2017,HU,ES29,40987d49f8efd8f62066d51b,13.28,ARABLE,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,1957.07,ANNUAL,1,1,0,0,0,0,1,1,RRF_COFIN,2024-06-28
2018,LU,ES249,2f87478599e1154dea2e5525,21.8,PIGS_POULTRY,MIXED,AECM,5567.1,TOP_UP,1,1,0,1,0,0,0,0,EAFRD,2024-10-17
2019,RO,PL332,dfff180501f0fd9ff6144be1,15.69,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,BISS,4275.89,RESULT_BASED,0,1,0,1,0,0,0,1,EAGF,2024-01-20
2020,AT,EE827,d6b1cfac237e6f387594dc8d,15.22,DAIRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,6013.94,LUMP_SUM,1,1,0,0,0,1,0,1,NATIONAL_TOPUP,2025-12-20
2021,CZ,HR73,4b11458069e34b3b704e072b,20.9,ORCHARD,MIXED,ECO_SCHEME,5326.1,CO_FINANCED,1,1,0,0,0,0,0,1,RRF_COFIN,2024-07-03
2022,DE,SI7,78b5d0ea99c14b4d9a53b2ad,24.91,OLIVE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,5235.42,ANNUAL,0,0,0,0,0,1,0,0,EAFRD,2025-03-30
2023,LV,GR2,6ced5d095fa7690e3807fe77,15.03,MIXED,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,4282.71,TOP_UP,0,1,0,0,0,0,0,1,EAGF,2024-03-03
2024,PL,GR686,bff5c7c6fcfbb7db1e67c09e,29.27,OTHER,MIXED,CRISS,13639.43,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2025-04-20
2025,ES,IE731,ce1e9abf0f6f006ce8e19652,22.87,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,12673.05,LUMP_SUM,1,1,0,0,0,0,0,1,RRF_COFIN,2024-10-18
2026,HR,ES267,765077201513f27ee1654997,25.88,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,AECM,7920.41,CO_FINANCED,1,0,0,0,0,0,1,0,EAFRD,2024-03-20
2014,FI,BG301,65aac3824beb0985bba359e2,9.52,ARABLE,MIXED,BISS,2045.64,ANNUAL,0,1,0,0,0,0,0,1,EAGF,2025-05-04
2015,IE,NL817,dc30edee45a26fe7e3627d42,29.19,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,8576.15,TOP_UP,0,1,0,0,1,0,0,1,NATIONAL_TOPUP,2024-12-31
2016,MT,HU35,c76a86b1aacfd961a1739079,79.17,VINEYARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,15835.57,RESULT_BASED,1,1,0,1,0,0,0,0,RRF_COFIN,2025-01-24
2017,SK,CY20,3d1f73f91377c05049986a3d,65.19,DAIRY,MIXED,YOUNG_FARMERS,12791.6,LUMP_SUM,0,0,0,0,0,1,0,1,EAFRD,2025-02-03
2018,BE,FI758,b5000890f7ccc2270827a6fc,84.0,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,20786.65,CO_FINANCED,0,1,0,1,0,0,0,1,EAGF,2024-06-07
2019,DK,BE89,7c7aa17f4225abd4dbfe3206,28.93,OLIVE,PILLAR1_DIRECT_PAYMENTS,CRISS,4067.28,ANNUAL,1,1,0,0,0,0,1,1,NATIONAL_TOPUP,2025-12-07
2020,GR,GR396,f38ce6ce081bd30b7d89535a,9.38,MIXED,MIXED,RISK_MANAGEMENT,2784.73,TOP_UP,0,1,0,0,0,0,0,1,RRF_COFIN,2025-05-28
2021,LT,GR246,073665329ab85c3042dad3df,15.99,OTHER,PILLAR2_RURAL_DEVELOPMENT,AECM,5675.51,RESULT_BASED,1,1,0,1,0,0,0,1,EAFRD,2024-08-01
2022,PT,DE9,891ec2f95ace3c1de284d35c,37.02,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,BISS,17216.36,LUMP_SUM,0,0,0,0,1,1,1,1,EAGF,2025-02-01
2023,SE,CZ66,3e62d5d649bf2ff16ec4070c,13.95,HORTICULTURE,MIXED,INVESTMENT_AID,1694.68,CO_FINANCED,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2024-12-21
2024,CY,BG911,a0d8edbafe5fe60b06f7c540,17.46,ARABLE,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,3541.43,ANNUAL,0,1,0,1,0,0,0,1,RRF_COFIN,2025-03-22
2025,FR,FI63,2e5da0f540b97c57c5da109f,14.56,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,4560.06,TOP_UP,0,0,0,0,0,1,0,1,EAFRD,2024-12-09
2026,IT,HR8,091b4567348f7fe6de9037f1,15.45,VINEYARD,MIXED,LESS_FAVOURED_AREA,9145.47,RESULT_BASED,0,0,0,1,0,1,1,1,EAGF,2024-07-29
2014,NL,PL965,a2ea1aadaaed482655003e76,18.09,DAIRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,2988.67,LUMP_SUM,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2026-02-10
2015,SI,HR7,804da37bde5d8855e2e7d7c9,30.35,ORCHARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,8132.92,CO_FINANCED,0,1,0,0,0,0,1,1,RRF_COFIN,2024-08-05
2016,BG,SI45,cbd1692de9411e5d704b2159,27.65,OLIVE,MIXED,AECM,12888.91,ANNUAL,1,1,0,0,0,0,0,1,EAFRD,2025-02-06
2017,EE,CY462,b7faf839ba786995495b58b6,30.97,MIXED,PILLAR2_RURAL_DEVELOPMENT,BISS,7143.64,TOP_UP,0,1,0,1,0,0,0,1,EAGF,2025-12-22
2018,HU,CZ9,db11e64dddd50f5bdff66c2c,25.49,OTHER,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,12282.08,RESULT_BASED,1,1,0,0,0,0,0,1,NATIONAL_TOPUP,2026-01-31
2019,LU,IT73,2c1ba1672599ccdd073d797f,19.65,SHEEP_GOAT,MIXED,ECO_SCHEME,5651.69,LUMP_SUM,0,0,0,0,0,0,1,1,RRF_COFIN,2024-03-16
2020,RO,EE38,6645a6673923c65f2aba5bd1,59.81,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,17210.28,CO_FINANCED,0,1,0,0,0,1,0,0,EAFRD,2024-11-19
2021,AT,EE341,0317b4657ffde9a509e67964,31.94,ARABLE,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,6076.41,ANNUAL,0,0,0,0,0,0,1,1,EAGF,2025-02-18
2022,CZ,DK84,0c55a38646dda70fc5f3118c,11.54,PIGS_POULTRY,MIXED,CRISS,5008.89,TOP_UP,1,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-10-14
2023,DE,GR29,9196efe4abd2145a30908aa0,6.71,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,2161.97,RESULT_BASED,0,1,0,0,1,0,0,1,RRF_COFIN,2025-06-07
2024,LV,EE5,f9d88d5b0a6876d54f89bad9,11.9,DAIRY,PILLAR1_DIRECT_PAYMENTS,AECM,1600.68,LUMP_SUM,0,0,1,0,0,0,1,0,EAFRD,2024-11-20
2025,PL,DK86,0d57861f68664e2418bce1c1,50.63,ORCHARD,MIXED,BISS,10727.74,CO_FINANCED,0,1,0,0,0,0,0,1,EAGF,2024-10-04
2026,ES,CZ3,14afb18f765ceb963d0f45f8,67.49,OLIVE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,22934.24,ANNUAL,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2025-06-01
2014,HR,NL34,cedba63d3db8e8d84cd42141,21.22,MIXED,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,4059.41,TOP_UP,1,1,0,0,0,0,0,1,RRF_COFIN,2024-03-09
2015,FI,AT128,3d31fc500eb72c2891e58697,28.29,OTHER,MIXED,YOUNG_FARMERS,5725.36,RESULT_BASED,0,1,0,0,0,1,0,1,EAFRD,2025-10-21
2016,IE,ES805,c783222a2005177f8473df35,54.69,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,21961.03,LUMP_SUM,0,0,0,0,0,0,0,0,EAGF,2025-03-18
2017,MT,ES76,0d58319d2c6d6d4c97ddf561,28.9,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,CRISS,5503.52,CO_FINANCED,0,1,1,1,1,0,0,1,NATIONAL_TOPUP,2025-09-01
2018,SK,SK98,b107af3bc95e8798ec52188d,25.83,ARABLE,MIXED,RISK_MANAGEMENT,4991.47,ANNUAL,0,0,0,0,0,0,0,1,RRF_COFIN,2025-12-20
2019,BE,SK11,126b9e42a5477fa871ec87b5,15.11,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,AECM,3958.48,TOP_UP,1,0,0,0,0,1,0,1,EAFRD,2025-06-18
2020,DK,LT537,7ca4985bbe158c713a253e01,43.11,VINEYARD,PILLAR1_DIRECT_PAYMENTS,BISS,8608.84,RESULT_BASED,0,0,0,1,0,0,0,1,EAGF,2026-01-22
2021,GR,HU254,6228ab9e59f79b28c4a7bde7,36.29,DAIRY,MIXED,INVESTMENT_AID,16014.2,LUMP_SUM,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-06-24
2022,LT,PT659,20d2e0adbaddade7b4df73ee,13.07,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,2266.64,CO_FINANCED,1,0,0,0,0,0,0,1,RRF_COFIN,2025-04-23
2023,PT,BG5,e6e93bb15fd58d1e62a52d33,30.4,OLIVE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,3896.04,ANNUAL,0,1,0,0,0,1,0,1,EAFRD,2025-12-18
2024,SE,BE36,89fcf1bd049694ec8e02a916,41.06,MIXED,MIXED,LESS_FAVOURED_AREA,7442.3,TOP_UP,0,1,1,0,0,0,0,1,EAGF,2024-01-24
2025,CY,NL3,92336dcb7a66277bd552a98c,29.2,OTHER,PILLAR2_RURAL_DEVELOPMENT,CRISS,8184.82,RESULT_BASED,0,1,0,1,0,0,0,0,NATIONAL_TOPUP,2024-02-28
2026,FR,GR9,206599e4a3f3221c47ebff04,6.58,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,1177.72,LUMP_SUM,0,0,0,0,1,0,1,1,RRF_COFIN,2026-02-12
2014,IT,IE6,7e781c0760de1931570c00bb,22.79,HORTICULTURE,MIXED,AECM,5569.21,CO_FINANCED,0,1,0,0,0,0,1,1,EAFRD,2025-04-02
2015,NL,AT587,fc903a62c43179d84c14996e,10.73,ARABLE,PILLAR2_RURAL_DEVELOPMENT,BISS,3403.74,ANNUAL,0,1,0,0,0,0,0,1,EAGF,2025-05-31
2016,SI,BE667,81c0b03b4950e9ade0176d7a,34.87,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,9581.17,TOP_UP,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2026-02-07
2017,BG,NL42,6be732201e9432bf706f1706,8.03,VINEYARD,MIXED,ECO_SCHEME,3542.69,RESULT_BASED,1,1,0,1,0,0,0,1,RRF_COFIN,2024-12-30
2018,EE,ES7,c45793b44e53d454f42d3a95,66.68,DAIRY,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,21744.35,LUMP_SUM,0,1,0,0,1,1,0,1,EAFRD,2024-01-11
2019,HU,IE478,907648a6027b145644b9a529,13.61,ORCHARD,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,3831.94,CO_FINANCED,0,1,0,1,0,0,1,1,EAGF,2024-06-07
2020,LU,PL8,9c010706f16cfb7af049daff,43.15,OLIVE,MIXED,CRISS,11524.86,ANNUAL,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-02-17
2021,RO,DK91,6318d528ba582dbed7b0c5c1,35.41,MIXED,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,17463.96,TOP_UP,0,1,0,0,0,0,0,1,RRF_COFIN,2025-06-28
2022,AT,IT41,52a01e0d0d23f1158a823d3e,23.45,OTHER,PILLAR1_DIRECT_PAYMENTS,AECM,3146.32,RESULT_BASED,0,1,0,0,0,0,1,1,EAFRD,2025-12-17
2023,CZ,RO33,bf00bb2c54cc179d877519d2,6.55,SHEEP_GOAT,MIXED,BISS,1003.41,LUMP_SUM,0,0,0,0,0,0,0,1,EAGF,2025-08-01
2024,DE,CY333,3f871272b08f5e72d280770c,11.56,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,1730.03,CO_FINANCED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-09-01
2025,LV,GR777,2bbd7a2a98f1a008ac72f455,10.98,ARABLE,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,2661.17,ANNUAL,1,1,0,0,0,0,0,0,RRF_COFIN,2025-12-17
2026,PL,FR850,d5c6ce41bfee954b3502a8c1,26.29,PIGS_POULTRY,MIXED,YOUNG_FARMERS,7949.08,TOP_UP,0,1,0,0,0,1,1,1,EAFRD,2024-08-31
2014,ES,SE980,74f0b09bfeedd49e271bb614,25.87,VINEYARD,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,5530.42,RESULT_BASED,0,1,0,0,0,1,0,1,EAGF,2024-06-29
2015,HR,CZ7,9dd72dffc5bcc9e3d6e1d7be,14.58,DAIRY,PILLAR1_DIRECT_PAYMENTS,CRISS,7735.7,LUMP_SUM,1,0,0,0,1,0,0,1,NATIONAL_TOPUP,2024-02-03
2016,FI,HR1,7d3778dc41a63dd4cc6ece0c,14.37,ORCHARD,MIXED,RISK_MANAGEMENT,4823.46,CO_FINANCED,1,1,0,0,0,0,1,0,RRF_COFIN,2026-01-05
2017,IE,LV528,4fa3fb5b00af57383f0a1c04,33.58,OLIVE,PILLAR2_RURAL_DEVELOPMENT,AECM,10176.79,ANNUAL,1,0,0,0,0,0,1,1,EAFRD,2024-05-25
2018,MT,GR84,eebc2b2e4a325d95720563c6,32.55,MIXED,PILLAR1_DIRECT_PAYMENTS,BISS,9600.05,TOP_UP,0,1,0,0,0,1,0,1,EAGF,2024-11-17
2019,SK,SE934,bb352dab1d9b5940a364b9a8,6.51,OTHER,MIXED,INVESTMENT_AID,2659.35,RESULT_BASED,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2024-11-01
2020,BE,PL1,cd4f8d951e735ce5c0800656,37.11,SHEEP_GOAT,PILLAR2_RURAL_DEVELOPMENT,ECO_SCHEME,9273.89,LUMP_SUM,1,1,0,0,0,0,0,1,RRF_COFIN,2025-07-04
2021,DK,ES27,cd049ce595a006259492f0dc,40.76,HORTICULTURE,PILLAR1_DIRECT_PAYMENTS,YOUNG_FARMERS,4879.97,CO_FINANCED,1,1,1,0,0,1,0,1,EAFRD,2024-08-24
2022,GR,BG157,8ec3630b78e67a2a412afe0c,21.02,ARABLE,MIXED,LESS_FAVOURED_AREA,7353.02,ANNUAL,1,0,0,0,1,0,1,1,EAGF,2025-02-04
2023,LT,DK1,88308d8ba21060424dc292c7,48.87,PIGS_POULTRY,PILLAR2_RURAL_DEVELOPMENT,CRISS,6918.8,TOP_UP,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-11-13
2024,PT,DE91,ff5f03b25500ab12cdeac345,31.91,VINEYARD,PILLAR1_DIRECT_PAYMENTS,RISK_MANAGEMENT,6115.35,RESULT_BASED,0,1,0,0,0,0,0,1,RRF_COFIN,2025-07-05
2025,SE,LV486,99c35e191a00ffd6eadbda50,19.68,DAIRY,MIXED,AECM,4057.96,LUMP_SUM,1,0,0,0,0,0,1,1,EAFRD,2025-07-19
2026,CY,DK474,3f813c394eedabd5a5657b96,18.6,ORCHARD,PILLAR2_RURAL_DEVELOPMENT,BISS,3434.51,CO_FINANCED,1,0,0,0,0,0,0,0,EAGF,2025-08-25
2014,FR,ES71,ee2a0bb6965a390b3703386c,15.92,OLIVE,PILLAR1_DIRECT_PAYMENTS,INVESTMENT_AID,4835.77,ANNUAL,1,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-05-18
2015,IT,AT419,f884841dbaa3d7cdd19394c2,7.45,MIXED,MIXED,ECO_SCHEME,1901.27,TOP_UP,0,0,0,0,0,0,0,1,RRF_COFIN,2025-10-08
2016,NL,IE911,8f41320e482b99743f53cf41,43.84,OTHER,PILLAR2_RURAL_DEVELOPMENT,YOUNG_FARMERS,16032.25,RESULT_BASED,0,1,0,0,0,1,0,1,EAFRD,2025-10-15
2017,SI,RO4,6323d7d897648f43c7ddcd04,14.33,SHEEP_GOAT,PILLAR1_DIRECT_PAYMENTS,LESS_FAVOURED_AREA,1731.59,LUMP_SUM,0,1,0,0,0,0,0,1,EAGF,2025-04-26
2018,BG,PT25,d19696562d56fa1c011b184d,24.17,HORTICULTURE,MIXED,CRISS,8976.51,CO_FINANCED,1,1,0,1,1,0,0,1,NATIONAL_TOPUP,2025-09-29
2019,EE,EE417,8b31df99a05bcc2dce59312e,6.53,ARABLE,PILLAR2_RURAL_DEVELOPMENT,RISK_MANAGEMENT,1383.75,ANNUAL,0,1,0,0,0,0,0,1,RRF_COFIN,2025-05-23
2020,HU,BG156,58275e1d7d8df4b8891754ba,11.3,PIGS_POULTRY,PILLAR1_DIRECT_PAYMENTS,AECM,2278.47,TOP_UP,1,1,0,0,0,1,0,1,EAFRD,2025-04-02
2021,LU,NL59,f13f1033a8bb66fd17efd26e,26.3,VINEYARD,MIXED,BISS,9712.89,RESULT_BASED,0,1,0,1,1,0,0,1,EAGF,2024-11-29
2022,RO,LU78,8cc40c77354adebef21cf9be,39.48,DAIRY,PILLAR2_RURAL_DEVELOPMENT,INVESTMENT_AID,9383.48,LUMP_SUM,0,0,0,0,0,0,0,1,NATIONAL_TOPUP,2026-01-25
2023,AT,SK89,2ae4a46df728897291ebe4a4,10.42,ORCHARD,PILLAR1_DIRECT_PAYMENTS,ECO_SCHEME,1713.17,CO_FINANCED,0,1,0,1,0,1,0,1,RRF_COFIN,2025-08-15
2024,CZ,SK9,69baf7e7c2ad226f239ece5f,15.31,OLIVE,MIXED,YOUNG_FARMERS,3369.11,ANNUAL,0,1,0,1,1,1,0,1,EAFRD,2025-01-21
2025,DE,SE485,c75b7ebbe0ed084cec513962,20.25,MIXED,PILLAR2_RURAL_DEVELOPMENT,LESS_FAVOURED_AREA,6373.3,TOP_UP,0,0,0,0,0,0,1,0,EAGF,2025-08-03
2026,LV,LV21,c6d6a0ca52beb87d0e0c9bc3,31.36,OTHER,PILLAR1_DIRECT_PAYMENTS,CRISS,8974.18,RESULT_BASED,0,1,0,0,0,0,0,0,NATIONAL_TOPUP,2025-06-30
2014,PL,PL441,9cb05eb5d7738eb06d6f4877,47.52,SHEEP_GOAT,MIXED,RISK_MANAGEMENT,5852.93,LUMP_SUM,0,0,0,0,1,0,0,1,RRF_COFIN,2025-03-04
2015,ES,CZ215,a4261ab99718a99e81eba109,42.32,HORTICULTURE,PILLAR2_RURAL_DEVELOPMENT,AECM,25334.76,CO_FINANCED,1,0,0,0,0,0,0,1,EAFRD,2025-01-12
2016,HR,LV85,f5534f14e4577e4a2f0e4b17,20.32,ARABLE,PILLAR1_DIRECT_PAYMENTS,BISS,7065.77,ANNUAL,0,0,0,0,1,0,0,1,EAGF,2025-10-22
2017,FI,HR119,fb1091e06de400e889162c44,7.9,PIGS_POULTRY,MIXED,INVESTMENT_AID,3272.55,TOP_UP,0,1,0,0,0,0,0,1,NATIONAL_TOPUP,2026-02-03
