soc_vuln_index_year,soc_vuln_community_lgd_code,soc_vuln_poverty_rate_pct,soc_vuln_unemployment_rate_local,soc_vuln_housing_cost_burden_rate,soc_vuln_single_parent_households_rate,soc_vuln_disability_prevalence_rate,soc_vuln_limited_english_rate,soc_vuln_no_vehicle_rate,soc_vuln_crowding_rate,soc_vuln_broadband_gap_rate,soc_vuln_health_insurance_gap_rate,soc_vuln_food_insecurity_rate,soc_vuln_violent_crime_rate_local,soc_vuln_heat_vulnerability_score,soc_vuln_flood_vulnerability_score,soc_vuln_ncoial_isolation_index,soc_vuln_community_resilience_score,soc_vuln_resource_access_score,soc_vuln_overall_vulnerability_rank
2024,573006,42.46,12.8,43.45,17.86,6.74,5.45,53.88,17.65,11.69,41.81,4.4,2.17,0.983,0.612,0.106,29.8,15.1,825
2024,191738,16.95,14.94,39.78,4.53,7.53,0.66,10.06,3.81,31.54,15.82,27.97,2.45,0.864,0.859,0.707,27.9,95.6,362
2019,642121,12.15,10.73,46.61,8.83,5.61,7.51,44.09,4.83,2.01,23.71,10.99,1.59,0.99,0.606,0.281,47.9,22.0,127
2023,190373,38.98,13.87,43.29,19.74,5.98,1.71,10.04,7.75,14.61,20.82,7.73,9.13,0.704,0.988,0.562,97.7,9.1,103
2025,605379,6.9,3.4,11.19,6.54,5.71,5.87,29.82,13.81,14.71,27.38,30.89,9.03,0.241,0.217,0.431,52.4,55.5,318
2021,619561,8.19,13.53,5.7,5.07,10.11,0.91,19.29,13.52,16.52,3.19,20.02,0.93,0.19,0.567,0.741,83.3,47.6,96
2017,510858,41.53,13.73,14.6,15.92,10.97,6.49,60.03,8.27,21.73,10.16,21.17,5.2,0.713,0.236,0.281,16.2,93.5,460
2025,194565,47.15,11.83,6.0,16.14,1.35,3.54,39.13,13.68,7.06,20.36,7.16,1.57,0.176,0.113,0.938,45.4,81.3,874
2020,928936,5.32,6.56,48.9,8.49,1.73,6.56,38.18,15.07,32.99,32.41,32.33,6.38,0.325,0.429,0.702,16.7,15.0,329
2018,835114,18.26,10.28,22.4,16.45,5.8,0.96,46.28,8.28,24.79,6.33,25.56,1.83,0.414,0.178,0.665,53.5,50.2,579
2022,640036,23.49,4.13,52.2,16.95,7.97,7.91,41.45,15.57,37.33,22.09,25.04,3.85,0.524,0.473,0.436,62.0,94.7,869
2022,454449,23.03,10.09,11.48,1.81,7.94,6.36,7.33,6.63,25.73,31.95,10.23,8.62,0.51,0.221,0.105,3.4,82.8,971
2019,606682,49.92,15.12,38.23,14.91,10.03,7.13,39.52,3.86,10.36,20.51,9.38,5.16,0.274,0.41,0.174,85.3,79.8,154
2020,551094,16.39,10.96,9.24,15.29,10.85,2.34,52.42,5.5,6.27,41.04,31.76,3.62,0.73,0.409,0.277,50.9,56.5,968
2021,388036,54.39,5.61,40.12,17.1,5.97,0.51,61.66,0.65,17.99,41.53,5.13,3.01,0.972,0.221,0.062,79.2,76.6,332
2020,287485,19.06,8.23,5.89,16.43,10.0,3.02,10.36,3.05,7.11,37.29,20.75,4.32,0.929,0.459,0.643,27.8,63.3,683
2020,235379,5.65,10.47,9.27,3.45,6.03,1.93,8.65,6.94,38.52,13.95,23.64,4.07,0.132,0.969,0.041,6.2,99.1,346
2021,960719,20.59,11.28,18.09,3.77,11.77,1.33,55.36,12.13,35.89,40.53,36.06,6.88,0.903,0.52,0.445,12.3,13.8,754
2019,260135,28.24,10.4,33.1,5.85,5.1,7.68,12.87,1.97,5.07,14.71,9.4,7.43,0.126,0.213,0.836,17.5,53.8,680
2017,867166,36.48,15.23,30.44,13.63,4.0,5.08,5.83,5.53,36.91,4.73,2.3,0.72,0.19,0.147,0.131,84.3,89.1,135
2022,511109,36.4,2.01,36.85,16.03,9.27,3.57,40.95,10.54,26.15,32.67,16.72,3.69,0.15,0.809,0.893,10.8,63.2,801
2016,160564,17.85,11.31,45.56,11.76,1.91,7.6,23.02,2.22,7.87,34.9,13.01,2.84,0.075,0.063,0.398,45.8,92.8,78
2021,488142,52.92,8.81,9.05,7.19,10.58,3.67,60.52,5.75,24.49,7.47,15.21,0.79,0.683,0.108,0.651,41.5,39.5,774
2019,416469,5.89,3.56,31.91,19.39,9.74,6.16,3.31,4.5,9.31,41.73,26.41,6.82,0.222,0.075,0.607,93.2,73.4,612
2019,222747,33.82,1.94,18.37,18.6,9.4,4.54,31.53,3.84,4.29,22.83,36.17,7.77,0.306,0.305,0.385,37.1,78.5,576
2024,140268,34.86,15.27,29.86,3.99,4.72,0.71,8.31,1.16,9.93,21.33,33.57,4.05,0.437,0.794,0.435,10.2,55.0,458
2025,542966,20.29,16.79,8.99,8.3,7.11,7.06,49.14,16.83,14.72,6.94,30.15,5.02,0.566,0.701,0.162,78.7,26.6,138
2021,721148,42.7,10.87,26.39,9.7,11.71,1.55,64.32,16.7,33.07,9.71,34.37,4.76,0.247,0.897,0.978,18.4,94.3,497
2018,559655,17.08,17.92,22.9,5.35,2.05,1.79,48.87,9.45,8.17,40.08,13.26,8.21,0.063,0.618,0.25,25.6,48.6,372
2025,168771,15.17,5.34,51.04,13.14,3.98,3.41,18.1,9.3,36.62,9.51,3.54,1.2,0.206,0.042,0.404,66.2,36.3,869
2024,739524,37.35,2.26,9.47,3.8,10.59,3.92,5.43,0.88,2.44,23.15,23.22,4.17,0.605,0.221,0.13,11.7,34.5,981
2019,109554,32.98,15.27,10.05,18.86,8.3,3.01,4.1,5.16,10.31,43.87,13.98,3.41,0.073,0.067,0.075,15.8,89.5,18
2023,561335,41.47,5.58,27.7,15.59,1.82,2.28,45.9,14.03,36.89,37.35,7.78,3.68,0.907,0.266,0.023,80.2,87.6,405
2019,466627,29.25,10.4,52.6,10.75,7.48,5.65,42.92,15.86,26.99,29.61,30.73,5.11,0.962,0.925,0.412,37.3,45.2,842
2023,542267,5.11,6.41,44.09,13.34,3.47,3.11,44.61,13.88,31.72,30.62,33.51,8.78,0.397,0.454,0.033,5.0,29.4,209
2022,151313,22.56,6.79,21.05,3.81,10.78,0.54,59.01,8.73,35.08,17.63,37.66,3.16,0.315,0.115,0.478,94.8,99.1,901
2025,142233,29.97,16.18,40.74,19.23,8.49,5.87,9.54,11.11,6.73,36.87,15.79,2.59,0.097,0.535,0.669,91.2,17.1,108
2023,567442,50.77,9.39,8.97,16.7,6.42,7.19,52.94,7.16,36.36,26.71,3.15,3.39,0.551,0.436,0.265,67.9,20.6,66
2020,334384,24.23,1.99,54.13,12.1,5.64,2.07,44.29,10.61,33.95,5.29,21.82,1.57,0.95,0.972,0.072,57.5,60.3,258
2017,509143,4.5,11.62,14.03,2.02,7.86,2.24,30.74,4.67,27.64,7.63,29.49,1.94,0.115,0.805,0.567,5.8,20.6,330
2022,600178,50.89,17.56,13.24,18.46,11.32,1.61,6.2,15.02,39.7,36.15,17.97,9.22,0.009,0.645,0.747,32.8,89.0,321
2018,456848,48.26,4.97,5.56,14.97,2.98,6.98,28.69,6.75,38.5,23.4,7.48,6.64,0.148,0.954,0.562,19.5,24.4,917
2023,798952,33.67,12.74,19.7,2.56,5.85,0.42,16.89,8.83,13.84,42.79,26.49,6.89,0.439,0.263,0.044,9.4,25.2,710
2017,870379,33.45,8.31,8.3,12.16,5.56,1.89,53.03,14.0,33.63,39.12,19.86,0.7,0.341,0.389,0.831,69.1,58.3,392
2018,368308,53.12,5.78,51.5,3.68,11.67,4.74,45.26,16.46,6.58,27.78,24.55,0.52,0.09,0.523,0.395,98.0,46.3,269
2019,327824,10.81,16.61,22.82,3.3,3.22,3.89,29.97,3.0,16.06,44.29,26.66,2.6,0.889,0.919,0.072,29.1,60.8,670
2023,422847,40.12,1.68,31.51,10.84,3.79,5.71,48.75,2.42,30.2,2.09,12.26,0.69,0.821,0.026,0.81,31.8,29.8,630
2017,677936,12.42,16.89,17.79,16.55,11.79,0.65,25.39,12.45,24.55,19.42,13.91,2.39,0.311,0.976,0.889,58.3,62.2,382
2024,434049,4.62,2.43,12.51,12.6,7.21,2.01,34.75,5.85,20.61,6.32,24.19,7.45,0.993,0.669,0.665,15.5,1.8,80
2025,310893,9.83,13.04,8.3,5.18,10.33,1.13,11.21,0.97,5.27,11.63,20.23,7.54,0.195,0.593,0.977,73.2,51.3,166
2018,987620,9.54,1.03,28.25,4.91,11.19,1.05,35.75,11.05,18.03,22.69,28.76,0.67,0.077,0.196,0.446,57.9,67.0,781
2025,428903,3.6,15.95,21.9,7.99,1.97,6.1,62.0,4.39,1.56,36.98,7.54,5.9,0.586,0.466,0.926,97.2,53.1,974
2016,546060,33.69,13.5,32.76,9.25,10.88,7.64,59.69,13.45,16.63,27.17,34.17,1.49,0.996,0.257,0.204,68.9,38.8,948
2023,594906,39.55,1.72,50.38,17.38,9.85,0.19,31.35,15.08,12.44,13.75,4.33,6.32,0.444,0.519,0.65,49.2,29.2,559
2020,427747,44.37,12.94,53.66,16.13,0.72,2.62,32.18,10.82,29.65,44.46,21.45,4.13,0.95,0.737,0.345,1.8,37.4,324
2022,604675,14.47,12.68,51.26,8.5,7.37,6.79,17.43,13.97,36.06,24.38,33.46,3.74,0.819,0.866,0.006,70.1,61.5,795
2024,157570,23.97,8.79,20.14,15.66,6.85,3.8,53.85,8.23,37.7,17.36,26.56,8.07,0.689,0.407,0.435,51.3,8.4,77
2017,553939,20.06,16.31,8.03,17.39,3.1,1.34,7.82,1.89,21.82,28.29,8.14,3.53,0.882,0.051,0.46,4.5,93.5,243
2020,315120,23.99,16.54,31.52,10.47,5.82,0.19,64.78,7.26,28.94,2.84,13.01,3.92,0.861,0.627,0.002,26.7,8.0,760
2017,865015,53.21,9.35,36.71,15.5,3.27,1.66,43.88,13.53,13.17,23.32,21.11,1.71,0.169,0.324,0.836,41.5,25.0,288
2025,894645,24.35,1.01,11.08,6.83,10.22,2.82,24.05,2.73,19.41,13.26,15.51,6.48,0.633,0.86,0.657,70.7,54.6,747
2016,569115,26.12,13.16,40.65,3.39,0.96,0.03,42.82,5.94,25.98,35.53,6.82,7.41,0.654,0.579,0.003,74.9,83.3,579
2018,470518,47.36,11.2,7.63,15.61,9.38,3.71,57.5,15.34,2.87,29.7,28.39,1.99,0.475,0.506,0.069,88.0,96.4,730
2016,578104,29.97,10.14,16.67,17.52,3.15,7.06,50.5,10.46,5.05,39.77,31.07,6.04,0.278,0.109,0.018,1.2,71.3,843
2023,676389,25.35,9.05,52.29,1.77,9.35,0.94,12.08,1.77,16.48,7.52,22.93,1.11,0.361,0.63,0.133,57.0,68.8,308
2021,715433,11.22,8.01,42.67,13.3,10.61,1.34,33.81,11.95,21.91,7.31,24.39,7.71,0.136,0.08,0.183,82.1,11.8,291
2016,596296,40.23,8.35,44.21,10.43,10.82,1.17,36.01,2.34,5.29,12.41,30.84,2.46,0.843,0.753,0.275,84.4,97.1,521
2017,632927,38.75,2.51,49.67,14.04,5.14,7.78,34.19,8.13,12.59,40.18,2.87,8.02,0.767,0.553,0.299,67.5,63.7,230
2016,632271,49.59,2.56,21.56,6.13,1.67,7.06,7.05,9.64,24.31,42.87,10.63,5.87,0.605,0.709,0.476,96.9,51.6,573
2025,930067,32.34,2.29,35.66,18.18,9.91,1.01,6.71,9.19,16.28,33.83,26.95,7.96,0.253,0.173,0.486,88.6,75.5,866
2017,335385,10.0,5.07,38.61,9.24,3.98,3.65,56.57,1.97,39.51,20.95,7.62,4.83,0.188,0.86,0.933,32.5,16.2,930
2019,922265,46.45,1.86,37.52,2.0,10.97,5.05,12.24,10.93,6.59,23.54,18.66,2.66,0.602,0.667,0.153,73.6,10.9,931
2020,563358,7.58,17.91,15.08,3.0,2.7,7.8,15.45,7.52,15.78,12.46,24.21,8.81,0.129,0.399,0.775,22.2,77.2,729
2016,853535,19.41,13.19,7.89,19.84,3.95,1.15,25.99,13.2,14.35,29.73,11.35,6.57,0.583,0.13,0.613,59.9,86.1,887
2023,727005,33.95,9.57,23.23,15.1,7.24,6.39,53.53,14.26,13.6,44.02,35.48,5.73,0.007,0.496,0.594,21.7,1.4,919
2024,943318,30.08,6.11,50.7,1.14,6.59,6.46,22.49,6.46,33.43,9.33,15.02,2.75,0.627,0.158,0.94,50.7,1.9,837
2023,104754,38.55,16.09,36.8,8.96,7.68,5.52,16.6,8.76,6.95,11.39,16.51,5.27,0.29,0.605,0.984,57.5,6.2,469
2024,200453,33.11,6.28,23.54,18.6,8.77,3.35,64.7,10.73,19.63,19.71,21.2,0.57,0.769,0.349,0.852,98.5,49.1,191
2021,956001,32.59,17.6,23.58,8.86,6.1,7.95,57.23,13.97,12.42,37.57,19.37,8.09,0.438,0.92,0.589,15.0,83.5,118
2017,238287,33.18,11.04,34.93,9.85,11.12,7.25,2.63,6.87,8.86,27.66,17.43,5.94,0.208,0.959,0.291,44.7,79.7,766
2022,691995,20.02,6.17,52.58,1.2,8.06,3.06,34.65,10.39,4.85,31.99,6.58,3.76,0.334,0.118,0.866,83.1,35.0,305
2023,349272,50.35,2.48,19.66,16.94,1.14,4.25,35.88,13.92,19.59,30.32,26.76,0.82,0.983,0.267,0.162,87.3,22.8,342
2023,260875,18.46,12.97,26.05,8.96,11.35,0.4,31.72,8.66,30.32,5.76,26.66,7.75,0.668,0.24,0.334,18.7,73.9,44
2018,801428,26.69,3.4,54.82,18.22,1.55,0.33,22.3,3.92,4.8,30.54,21.34,6.76,0.849,0.87,0.9,2.6,32.6,470
2018,144312,50.16,6.86,32.17,1.15,11.32,6.26,46.71,4.4,2.9,43.0,5.73,6.33,0.295,0.373,0.016,2.0,0.0,926
2018,815884,8.08,17.76,29.94,1.23,0.98,2.85,25.84,0.63,26.77,4.14,33.57,6.28,0.792,0.343,0.123,88.9,15.7,855
2019,462938,29.87,1.99,37.94,10.64,5.74,5.32,50.34,13.26,0.55,22.43,36.31,2.12,0.753,0.93,0.225,37.3,82.0,412
2018,407195,13.8,3.3,42.92,3.41,6.26,4.58,4.87,3.82,12.47,36.85,5.43,3.43,0.074,0.1,0.968,77.9,49.0,479
2016,399451,42.99,8.34,23.91,14.37,4.54,6.97,18.48,6.5,1.37,14.95,8.22,5.65,0.42,0.789,0.647,7.2,92.4,869
2022,485407,25.57,2.22,46.98,2.98,3.08,4.62,22.8,5.66,34.52,5.49,22.56,4.81,0.588,0.851,0.664,14.5,19.7,270
2022,735005,50.47,11.63,16.87,1.37,4.51,3.93,3.42,1.9,6.08,23.08,21.73,8.06,0.263,0.402,0.828,23.2,24.9,784
2019,355893,22.53,15.33,8.88,13.59,4.83,5.16,16.79,16.17,15.14,5.64,5.88,3.48,0.637,0.052,0.921,82.8,59.7,736
2017,707874,51.7,9.01,32.14,2.14,3.18,0.75,44.74,4.99,20.57,28.19,17.94,8.79,0.349,0.822,0.452,2.8,70.0,534
2017,544582,24.97,10.52,34.8,5.85,5.33,1.24,12.85,2.24,34.13,35.43,11.83,2.55,0.874,0.17,0.303,65.5,58.0,66
2020,343293,54.92,9.85,20.44,12.1,7.73,5.49,49.18,12.64,3.54,19.95,32.01,9.12,0.769,0.492,0.019,39.1,20.4,6
2018,136026,16.98,7.74,19.22,8.03,3.88,4.6,63.84,5.5,26.88,22.75,12.09,9.24,0.23,0.382,0.216,70.5,8.5,127
2024,519939,29.61,16.83,28.44,6.3,11.0,3.22,33.76,3.13,29.92,25.38,12.43,1.72,0.77,0.981,0.035,89.9,42.0,104
2016,417383,33.68,2.24,29.39,16.44,10.2,0.66,13.41,10.77,39.38,25.8,30.71,4.98,0.444,0.613,0.809,87.0,61.8,272
2020,511689,43.88,14.74,44.49,10.63,11.09,1.02,39.28,12.79,7.72,34.48,14.25,4.34,0.274,0.89,0.095,42.0,14.8,678
2016,892221,8.21,13.97,36.78,12.57,2.83,1.23,23.47,3.27,28.51,30.77,8.65,3.51,0.266,0.615,0.929,32.0,44.3,777
2025,453815,40.01,9.14,46.87,4.56,11.01,0.78,3.81,2.74,37.79,34.15,17.26,2.41,0.204,0.632,0.469,23.3,82.5,916
2025,445220,22.3,14.63,39.43,10.88,4.44,6.61,33.86,10.48,27.15,25.01,18.57,7.91,0.941,0.486,0.311,56.5,54.8,169
2025,741904,23.05,1.53,16.33,19.73,4.49,6.78,40.69,1.25,3.67,13.07,10.79,7.32,0.833,0.521,0.211,23.0,13.0,980
2019,474910,9.8,6.38,46.46,19.82,5.14,2.25,8.05,2.52,9.46,13.42,32.0,4.76,0.007,0.571,0.906,95.1,96.4,15
2021,868577,12.87,16.6,16.58,5.46,7.07,1.27,26.73,3.68,22.05,35.84,16.89,4.15,0.032,0.822,0.327,86.6,14.0,613
2023,669538,35.84,14.99,33.65,4.12,1.38,3.43,37.66,2.8,7.31,38.14,5.2,2.27,0.098,0.819,0.105,24.9,45.9,824
2016,203091,4.67,17.17,17.02,15.64,11.41,7.99,22.96,7.98,29.78,12.64,33.37,7.84,0.087,0.825,0.081,6.9,93.6,354
2023,896034,3.27,12.51,30.8,13.76,1.3,0.49,48.62,11.26,16.44,7.05,20.69,1.96,0.899,0.646,0.651,85.4,9.5,638
2016,384951,50.46,3.26,24.27,4.16,1.57,7.28,3.17,8.21,38.37,20.15,3.38,0.78,0.032,0.186,0.713,19.2,40.0,751
2020,929091,3.03,17.33,30.91,18.48,7.0,3.89,31.93,15.51,26.67,38.02,31.51,2.1,0.758,0.968,0.049,67.1,63.7,955
2017,357560,10.06,8.97,29.94,17.7,3.62,3.73,61.73,10.2,25.96,36.34,4.72,3.4,0.247,0.314,0.715,15.9,1.9,896
2024,334552,28.93,17.9,26.08,10.89,5.38,0.87,54.52,14.51,33.93,7.06,31.43,2.18,0.088,0.905,0.554,46.7,69.2,119
2021,224727,14.46,11.83,44.2,16.06,6.16,2.63,54.5,11.83,18.56,9.58,32.77,3.18,0.507,0.141,0.622,60.5,34.5,439
2022,172928,24.05,14.44,44.27,5.54,5.3,1.39,10.12,2.59,19.33,7.59,32.1,5.34,0.966,0.807,0.325,87.0,9.5,749
2021,820759,35.9,5.35,26.02,12.22,0.7,6.82,10.16,17.97,19.53,33.72,25.89,1.49,0.145,0.988,0.661,68.3,58.1,175
2025,783459,17.26,7.26,47.58,9.81,1.19,4.95,47.18,7.38,33.98,23.04,24.18,6.46,0.649,0.61,0.191,3.8,23.0,463
2019,823703,8.7,1.04,23.23,16.77,5.25,6.34,49.46,8.82,11.43,44.17,15.5,1.09,0.408,0.08,0.22,35.8,18.7,980
2021,417833,11.61,14.19,33.85,18.12,7.84,6.44,15.32,16.82,36.77,18.78,31.91,4.21,0.453,0.376,0.51,47.9,85.8,922
2018,438427,9.18,7.25,10.61,15.61,8.63,4.95,19.85,8.03,10.22,38.0,4.74,9.33,0.036,0.83,0.724,3.1,40.1,212
2016,185592,29.4,2.1,47.01,6.19,6.12,5.41,50.41,4.4,22.45,38.09,21.4,8.08,0.335,0.107,0.159,45.4,79.1,848
2018,492844,8.2,2.25,13.61,1.39,5.39,5.92,25.84,6.24,13.87,43.26,12.14,0.6,0.3,0.92,0.692,73.2,86.2,628
2017,876608,23.38,6.17,36.32,19.11,6.33,5.52,45.83,2.7,31.7,23.99,4.18,6.65,0.598,0.489,0.568,0.1,22.4,42
2016,444905,11.16,17.71,52.13,9.77,11.64,3.67,30.83,3.98,39.48,5.49,26.78,5.04,0.551,0.648,0.175,27.0,94.3,914
2019,783762,54.56,1.22,22.04,4.13,5.93,4.14,60.48,11.36,21.16,41.08,35.31,3.36,0.815,0.33,0.838,68.0,63.0,452
2022,111592,47.32,8.87,15.57,15.89,10.36,7.95,49.74,16.81,20.72,17.82,4.34,6.83,0.333,0.051,0.23,15.0,42.3,228
2025,164449,44.09,13.63,32.13,16.51,11.62,7.97,42.51,11.8,21.2,41.85,25.27,8.59,0.8,0.142,0.482,20.9,96.9,640
2016,967357,40.21,6.25,47.53,9.45,3.92,4.84,3.12,15.46,17.05,24.08,35.94,8.07,0.734,0.981,0.533,37.5,5.7,269
2024,801126,52.16,7.69,49.47,17.18,4.62,1.36,60.48,6.5,29.0,19.13,7.43,2.8,0.077,0.942,0.307,24.8,36.6,963
2018,720603,16.01,6.79,16.28,15.41,9.03,0.89,37.77,10.85,30.77,4.72,28.27,1.41,0.235,0.934,0.885,16.8,0.8,303
2019,723951,50.82,1.83,53.66,8.9,8.64,2.81,11.85,0.77,25.26,34.83,27.6,2.82,0.412,0.838,0.038,35.8,89.7,636
2021,880466,26.88,1.75,34.25,2.85,3.15,6.33,40.28,6.14,3.03,31.52,36.64,6.79,0.983,0.973,0.173,84.9,97.4,788
2018,246587,9.06,14.29,37.14,8.07,7.69,2.52,48.46,0.57,11.32,44.11,13.4,3.32,0.617,0.33,0.936,63.7,77.2,525
2018,380928,32.42,14.88,17.45,19.04,6.08,2.13,61.61,13.01,22.5,22.17,29.82,2.88,0.996,0.987,0.767,33.8,39.5,441
2019,525074,42.64,6.05,22.85,11.61,10.97,5.3,21.6,15.26,4.44,37.8,7.19,7.99,0.886,0.874,0.475,41.8,84.9,393
2016,229580,41.23,17.73,10.49,9.7,11.88,3.18,24.12,10.57,24.4,35.16,16.33,9.11,0.385,0.041,0.679,18.7,64.4,668
2021,551155,24.54,2.31,42.38,4.81,2.17,4.42,48.93,4.06,5.52,27.69,17.54,5.51,0.019,0.621,0.595,67.0,82.6,377
2019,235258,26.04,12.29,22.69,7.11,2.64,6.14,61.2,2.83,36.23,33.25,29.59,6.92,0.717,0.815,0.035,83.9,53.6,575
2019,362855,37.86,6.58,35.54,9.03,4.64,6.25,63.5,1.0,39.19,19.85,11.89,2.84,0.453,0.72,0.496,99.4,24.7,262
2024,983807,21.64,8.88,43.66,16.1,10.31,4.35,36.52,12.21,11.4,39.18,3.73,0.8,0.301,0.59,0.352,10.0,87.6,904
2016,599620,45.67,7.35,35.21,1.54,11.93,7.22,20.11,6.05,22.6,42.81,6.75,1.19,0.443,0.514,0.382,84.7,7.3,75
2025,443759,24.14,1.67,13.3,17.83,8.06,6.84,13.97,17.52,27.9,3.0,27.1,2.22,0.804,0.132,0.598,88.0,74.6,900
2025,801210,13.92,15.49,11.28,15.59,10.52,0.83,2.46,13.19,16.93,21.03,23.12,0.7,0.632,0.685,0.189,60.3,65.7,78
2020,487318,7.04,14.53,27.22,3.77,5.01,5.41,56.69,13.01,14.76,7.81,20.94,3.88,0.609,0.982,0.289,44.0,15.4,996
2022,530599,11.35,2.03,26.65,12.36,3.72,5.43,62.66,3.5,32.91,13.01,30.42,0.83,0.878,0.765,0.137,9.0,29.1,891
2020,105155,32.48,12.5,21.55,19.81,2.1,1.97,49.8,6.52,24.01,29.16,21.55,6.03,0.151,0.805,0.102,18.0,35.5,769
2024,467247,9.54,6.9,7.88,19.52,2.22,2.27,51.16,12.3,5.89,19.26,33.15,0.53,0.668,0.532,0.694,88.7,91.0,363
2017,938333,23.14,4.13,14.13,14.9,5.04,4.63,41.56,7.08,37.41,8.08,2.26,9.41,0.167,0.539,0.335,46.0,32.9,707
2017,758642,26.32,5.04,31.77,19.53,1.72,7.62,57.88,8.91,27.21,33.15,25.29,5.67,0.464,0.631,0.17,57.6,39.9,380
2022,959246,9.22,2.57,52.28,10.18,2.69,1.69,23.47,11.72,37.53,41.27,28.62,3.99,0.386,0.33,0.374,27.2,18.6,427
2022,811740,28.98,3.52,16.3,13.01,10.98,6.92,34.38,7.41,9.92,2.85,34.62,1.3,0.409,0.811,0.595,49.1,51.0,315
2025,997685,41.91,8.99,6.86,10.37,8.95,2.2,9.77,6.44,16.92,16.8,27.32,3.99,0.406,0.718,0.321,96.9,70.8,285
2020,132675,38.96,14.97,13.28,17.16,3.04,5.11,49.55,11.96,17.35,7.49,27.05,4.25,0.829,0.514,0.414,33.5,27.7,742
2021,570456,9.04,10.24,34.67,6.95,1.58,2.64,58.12,9.14,4.7,17.38,31.0,2.92,0.636,0.384,0.844,20.1,86.5,395
2023,481830,23.53,10.23,14.14,3.77,4.7,6.37,6.83,2.82,8.06,31.45,4.31,9.01,0.879,0.251,0.921,8.6,48.4,871
2020,660037,14.05,14.75,12.24,10.79,1.87,5.97,17.32,14.58,34.46,8.38,36.89,0.51,0.838,0.259,0.781,80.0,20.8,346
2024,460194,4.24,15.71,47.13,7.91,0.79,6.8,48.59,9.97,8.97,2.41,33.0,1.34,0.774,0.731,0.585,40.7,27.4,346
2017,969507,42.15,11.65,34.1,16.61,9.88,7.45,11.69,17.42,4.48,37.73,20.5,9.4,0.05,0.1,0.348,6.2,16.2,572
2017,809436,46.01,8.82,51.97,10.73,11.36,0.92,22.35,6.02,33.23,37.75,30.32,1.69,0.483,0.703,0.938,5.0,65.4,201
2019,299145,17.05,4.96,42.86,2.59,6.3,2.36,4.25,10.02,36.81,17.36,27.12,3.65,0.92,0.101,0.887,27.0,96.3,8
2022,964902,15.65,3.14,20.56,14.56,10.31,0.77,25.77,11.3,35.4,40.9,33.24,8.39,0.736,0.341,0.684,78.6,95.9,639
2020,296874,19.16,11.63,33.91,4.0,5.28,6.35,62.75,14.6,26.2,2.3,12.53,3.13,0.286,0.677,0.474,25.5,34.4,728
2020,497927,37.36,15.84,21.64,8.84,11.51,2.56,28.84,17.64,19.48,20.17,30.88,8.15,0.059,0.631,0.145,22.6,66.7,805
2016,410668,53.2,15.93,5.96,6.08,9.54,6.16,27.62,8.79,12.71,19.75,12.92,5.09,0.476,0.135,0.277,38.9,89.1,154
2020,120387,34.68,8.2,26.79,9.41,10.13,7.62,63.38,9.34,13.75,16.58,12.1,0.25,0.663,0.619,0.125,68.6,49.2,647
2025,531700,54.73,3.78,53.46,18.95,2.78,4.78,40.88,8.91,6.79,14.04,14.32,3.93,0.112,0.811,0.011,52.5,15.3,447
2020,454430,22.87,16.44,44.88,10.53,8.23,3.73,7.8,2.98,36.59,13.83,5.65,5.19,0.376,0.924,0.179,58.5,93.9,549
2018,326262,7.68,10.88,5.39,6.23,11.95,1.24,61.72,15.44,27.73,12.85,14.08,4.87,0.498,0.688,0.266,74.3,37.5,969
2016,682626,34.95,7.25,22.75,12.77,10.96,4.3,44.28,1.69,20.81,32.63,23.87,5.26,0.594,0.96,0.086,59.8,27.0,769
2025,597574,19.1,3.05,39.36,14.62,11.42,2.32,44.78,14.36,9.04,40.14,16.37,2.05,0.805,0.627,0.157,11.2,15.7,498
2019,642276,42.7,11.54,38.93,19.72,11.8,7.3,47.65,14.42,8.79,44.47,20.94,1.38,0.977,0.148,0.705,84.0,94.3,822
2017,797500,19.71,5.5,17.17,4.03,5.15,6.26,20.31,16.82,21.49,23.56,26.21,4.75,0.353,0.827,0.65,31.9,71.4,991
2024,548226,28.68,12.47,25.13,7.88,2.67,7.52,63.95,8.01,20.05,19.36,30.03,2.59,0.181,0.884,0.609,7.5,25.1,536
2016,868591,24.88,13.85,41.77,13.14,3.39,7.65,51.71,9.2,35.44,41.62,25.61,9.22,0.386,0.586,0.552,2.1,75.9,88
2022,789379,41.88,5.03,52.54,15.64,6.75,5.79,11.73,17.82,38.52,35.37,25.58,1.56,0.388,0.518,0.242,22.6,79.5,525
2019,261035,48.86,6.39,21.18,14.35,9.24,2.47,34.11,7.77,23.79,20.96,4.49,0.41,0.362,0.668,0.181,84.1,98.4,162
2024,562023,11.52,9.04,9.72,12.23,4.72,2.37,5.4,4.13,31.95,17.04,2.09,8.84,0.175,0.748,0.144,22.1,22.3,398
2019,901836,54.73,10.09,36.46,8.31,2.94,1.72,2.49,3.89,23.05,6.18,15.57,5.16,0.288,0.173,0.591,42.1,39.4,631
2020,764881,36.72,13.05,25.89,18.61,0.66,7.2,44.43,2.23,9.53,11.28,14.37,4.13,0.991,0.914,0.123,10.6,4.4,118
2019,618762,43.93,2.2,33.64,16.29,4.19,4.93,21.57,5.33,10.64,43.99,31.44,3.43,0.939,0.565,0.57,1.6,30.7,855
