demo_popproj_projection_year,demo_popproj_geography_nuts_code,demo_popproj_nuts_level,demo_popproj_age_cohort_5yr,demo_popproj_sex,demo_popproj_citizenship_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_fertility_rate_assumption,demo_popproj_mortality_rate_assumption,demo_popproj_net_migration_assumption,demo_popproj_household_projection_total,demo_popproj_urban_rural_typology,demo_popproj_dependency_ratio_old_age,demo_popproj_median_age,demo_popproj_life_expectancy_at_birth,demo_popproj_eurostat_release_vintage,demo_popproj_methodology_code
2034,DE34,2,60-64,M,NON_EU,71175,79622,78084,80678,1.12,7.13,7833,30632,URBAN,44.67,49.1,77.0,2023-09,NUTS_PROJ_V1
2037,DE475,3,85-89,F,EU,72111,99312,95468,101662,1.68,9.53,-4734,48477,RURAL,20.57,46.9,81.6,2026-12,REG_DEMO_MODEL_B
2040,CZ64,2,5-9,T,NATIONAL,71781,71088,69104,71641,1.95,10.7,-4229,31242,INTERMEDIATE,36.8,39.5,82.9,2026-03,EUROPOP2024
2043,SK893,3,30-34,M,UNKNOWN,72740,107954,106821,112036,1.21,8.68,-4830,51477,URBAN,44.83,48.1,81.6,2025-06,REG_DEMO_MODEL_A
2046,DE56,2,55-59,F,NON_EU,72231,63580,61462,65905,1.51,13.77,-4920,23957,RURAL,41.44,35.5,82.2,2024-09,EUROPOP2023
2049,MT380,3,80-84,T,EU,72363,56395,54739,57197,1.86,12.94,1218,25763,INTERMEDIATE,22.6,32.9,78.8,2023-12,NUTS_PROJ_V1
2021,SK47,2,0-4,M,NATIONAL,72629,72598,70070,74445,2.04,13.72,5435,31390,URBAN,21.3,41.1,80.1,2023-03,REG_DEMO_MODEL_B
2024,ES26,2,25-29,F,UNKNOWN,73427,74818,72559,77215,1.63,7.69,7553,33894,RURAL,20.24,41.7,83.2,2026-06,EUROPOP2024
2027,PT34,2,50-54,T,NON_EU,73675,78669,77878,80975,1.18,10.71,-1519,39154,INTERMEDIATE,23.84,47.2,76.0,2025-09,REG_DEMO_MODEL_A
2030,EE36,2,75-79,M,EU,73357,73513,72666,75840,1.67,9.35,108,29452,URBAN,35.69,47.8,75.1,2024-12,EUROPOP2023
2033,ES27,2,100+,F,NATIONAL,73633,70410,68489,73164,2.05,10.85,7779,30879,RURAL,19.85,38.9,81.2,2024-03,NUTS_PROJ_V1
2036,NL78,2,20-24,T,UNKNOWN,74724,96473,94803,97452,2.06,12.59,-1059,47958,INTERMEDIATE,30.44,35.6,79.0,2023-06,REG_DEMO_MODEL_B
2039,LT780,3,45-49,M,NON_EU,74543,79778,77328,82765,1.19,10.24,-2533,35023,URBAN,29.63,37.0,78.6,2026-09,EUROPOP2024
2042,ES99,2,70-74,F,EU,74628,63848,62743,65803,1.56,9.21,1597,30065,RURAL,25.45,42.8,79.4,2025-12,REG_DEMO_MODEL_A
2045,CZ196,3,95-99,T,NATIONAL,74611,96718,95037,100447,1.34,7.4,-4416,40254,INTERMEDIATE,24.45,41.2,76.9,2025-03,EUROPOP2023
2048,SI71,2,15-19,M,UNKNOWN,75653,96169,94731,97968,1.21,12.5,6332,43957,URBAN,23.55,46.5,77.7,2024-06,NUTS_PROJ_V1
2020,AT5,1,40-44,F,NON_EU,75294,75294,73041,75678,1.3,13.81,5192,32263,RURAL,26.24,49.0,76.5,2023-09,REG_DEMO_MODEL_B
2023,EE989,3,65-69,T,EU,75572,77964,75300,79260,1.6,14.22,5912,33429,INTERMEDIATE,27.02,33.7,76.8,2026-12,EUROPOP2024
2026,RO475,3,90-94,M,NATIONAL,75578,73392,72409,73783,1.49,10.55,-4984,31339,URBAN,24.68,32.3,82.6,2026-03,REG_DEMO_MODEL_A
2029,HU92,2,10-14,F,UNKNOWN,76330,83780,81281,84868,1.65,12.66,7701,40556,RURAL,26.22,45.5,78.8,2025-06,EUROPOP2023
2032,GR8,1,35-39,T,NON_EU,76752,77235,75620,79414,1.38,10.44,777,34935,INTERMEDIATE,27.01,40.9,81.0,2024-09,NUTS_PROJ_V1
2035,HR71,2,60-64,M,EU,77135,99421,97517,100310,1.85,12.46,-4661,47263,URBAN,29.08,34.6,84.4,2023-12,REG_DEMO_MODEL_B
2038,HR354,3,85-89,F,NATIONAL,76865,83986,81344,86584,2.17,9.7,7195,40720,RURAL,42.86,37.9,75.1,2023-03,EUROPOP2024
2041,DE48,2,5-9,T,UNKNOWN,77030,108205,106447,112151,1.59,14.19,3632,50980,INTERMEDIATE,42.58,37.3,77.5,2026-06,REG_DEMO_MODEL_A
2044,LV81,2,30-34,M,NON_EU,77603,82432,82002,83736,1.15,10.9,624,31901,URBAN,21.32,46.7,79.9,2025-09,EUROPOP2023
2047,IT851,3,55-59,F,EU,78061,112927,109549,117323,1.65,12.14,2640,45596,RURAL,32.13,36.1,79.9,2024-12,NUTS_PROJ_V1
2050,FR2,1,80-84,T,NATIONAL,77666,75617,73355,78111,1.12,7.31,-364,29333,INTERMEDIATE,21.33,40.3,74.1,2024-03,REG_DEMO_MODEL_B
2022,AT22,2,0-4,M,UNKNOWN,78110,79649,76464,80748,1.49,9.12,3224,32302,URBAN,38.76,33.3,74.9,2023-06,EUROPOP2024
2025,SK9,1,25-29,F,NON_EU,78277,76063,74972,77593,2.11,9.18,-4474,32627,RURAL,27.58,47.0,80.7,2026-09,REG_DEMO_MODEL_A
2028,CZ358,3,50-54,T,EU,78682,79932,79264,82830,2.11,11.48,-2161,33378,INTERMEDIATE,36.33,36.8,80.1,2025-12,EUROPOP2023
2031,IE836,3,75-79,M,NATIONAL,79199,91319,88465,93106,1.32,9.29,-129,38102,URBAN,34.96,41.5,77.9,2025-03,NUTS_PROJ_V1
2034,HU193,3,100+,F,UNKNOWN,79646,98125,94529,100424,1.86,10.78,6225,39268,RURAL,30.65,39.0,78.4,2024-06,REG_DEMO_MODEL_B
2037,IT760,3,20-24,T,NON_EU,79420,84764,84080,85266,1.94,7.66,-2697,34873,INTERMEDIATE,26.16,35.1,79.4,2023-09,EUROPOP2024
2040,RO434,3,45-49,M,EU,79380,94258,93456,97625,1.16,13.34,-2937,41303,URBAN,18.16,47.0,83.2,2026-12,REG_DEMO_MODEL_A
2043,SI291,3,70-74,F,NATIONAL,79971,113079,108890,114713,2.18,7.8,4737,54675,RURAL,25.85,40.1,77.5,2026-03,EUROPOP2023
2046,ES925,3,95-99,T,UNKNOWN,79812,67617,66295,69163,1.89,12.26,3458,32184,INTERMEDIATE,37.99,40.4,76.3,2025-06,NUTS_PROJ_V1
2049,DE471,3,15-19,M,NON_EU,80691,105206,101567,108045,1.89,14.02,2945,43178,URBAN,23.42,31.4,75.6,2024-09,REG_DEMO_MODEL_B
2021,FI885,3,40-44,F,EU,81151,80634,77682,81613,1.62,13.25,2271,35466,RURAL,43.0,36.3,79.1,2023-12,EUROPOP2024
2024,NL796,3,65-69,T,NATIONAL,80688,85507,84605,87570,2.0,12.11,5783,35158,INTERMEDIATE,29.67,43.4,75.9,2023-03,REG_DEMO_MODEL_A
2027,MT255,3,90-94,M,UNKNOWN,81588,88900,86092,90936,1.87,8.5,2871,40353,URBAN,36.02,50.1,79.2,2026-06,EUROPOP2023
2030,IT349,3,10-14,F,NON_EU,81683,80269,78142,82917,1.61,13.1,-2573,39745,RURAL,30.34,41.8,74.1,2025-09,NUTS_PROJ_V1
2033,MT225,3,35-39,T,EU,81560,72537,71286,74568,1.59,13.81,811,27127,INTERMEDIATE,30.63,45.2,76.9,2024-12,REG_DEMO_MODEL_B
2036,HR441,3,60-64,M,NATIONAL,81662,82624,81793,84492,1.48,12.3,1399,35023,URBAN,22.71,33.2,80.9,2024-03,EUROPOP2024
2039,CZ628,3,85-89,F,UNKNOWN,82326,82606,81369,85293,1.41,12.72,-37,31214,RURAL,19.84,47.6,79.1,2023-06,REG_DEMO_MODEL_A
2042,HU792,3,5-9,T,NON_EU,82985,90906,89366,93193,2.12,12.82,3608,41672,INTERMEDIATE,36.84,42.4,80.1,2026-09,EUROPOP2023
2045,MT762,3,30-34,M,EU,82848,102433,99783,103106,2.04,8.19,-3419,41543,URBAN,31.48,44.3,77.4,2025-12,NUTS_PROJ_V1
2048,LV928,3,55-59,F,NATIONAL,82737,141848,140188,146194,1.36,13.75,-2150,56519,RURAL,28.37,50.4,83.7,2025-03,REG_DEMO_MODEL_B
2020,CZ679,3,80-84,T,UNKNOWN,82813,82813,79832,85681,1.18,12.73,4937,33913,INTERMEDIATE,18.8,33.7,75.1,2024-06,EUROPOP2024
2023,BE607,3,0-4,M,NON_EU,83460,83793,83341,85894,1.32,8.89,2168,33853,URBAN,24.09,45.6,78.6,2023-09,REG_DEMO_MODEL_A
2026,CY468,3,25-29,F,EU,83791,91220,88185,93534,1.79,12.01,-1666,45085,RURAL,21.8,30.1,82.1,2026-12,EUROPOP2023
2029,LT867,3,50-54,T,NATIONAL,84081,89047,85709,90069,1.9,13.83,5522,37577,INTERMEDIATE,23.13,34.4,82.7,2026-03,NUTS_PROJ_V1
2032,IE872,3,75-79,M,UNKNOWN,84262,84833,83276,86916,1.25,7.5,2004,34798,URBAN,41.6,42.0,75.3,2025-06,REG_DEMO_MODEL_B
2035,BG134,3,100+,F,NON_EU,84529,83203,80218,84290,1.76,9.48,-1330,32312,RURAL,25.83,47.4,78.1,2024-09,EUROPOP2024
2038,BE538,3,20-24,T,EU,84616,73276,72579,76125,1.18,11.32,3482,27627,INTERMEDIATE,31.5,38.4,74.6,2023-12,REG_DEMO_MODEL_A
2041,FR379,3,45-49,M,NATIONAL,85214,120794,118426,125359,2.18,11.9,-4472,54007,URBAN,25.04,37.0,82.0,2023-03,EUROPOP2023
2044,SK888,3,70-74,F,UNKNOWN,84892,77342,76459,78620,1.93,13.84,-3979,35724,RURAL,19.97,49.9,83.5,2026-06,NUTS_PROJ_V1
2047,HR248,3,95-99,T,NON_EU,85719,128303,126796,130497,1.18,10.12,7112,52827,INTERMEDIATE,20.18,41.6,83.9,2025-09,REG_DEMO_MODEL_B
2050,SE680,3,15-19,M,EU,85527,121242,116833,123955,1.35,9.63,2824,54801,URBAN,40.95,50.4,74.2,2024-12,EUROPOP2024
2022,SI883,3,40-44,F,NATIONAL,85556,83987,82925,84983,1.77,9.85,6200,33373,RURAL,32.92,31.1,82.0,2024-03,REG_DEMO_MODEL_A
2025,IE234,3,65-69,T,UNKNOWN,86462,83796,82501,85826,1.23,7.88,5086,31176,INTERMEDIATE,27.93,34.1,78.6,2023-06,EUROPOP2023
2028,BE845,3,90-94,M,NON_EU,86059,84113,81019,84563,1.55,12.64,7995,35410,URBAN,19.24,46.8,83.2,2026-09,NUTS_PROJ_V1
2031,SE271,3,10-14,F,EU,86505,101214,97436,102168,1.3,7.33,728,41794,RURAL,42.04,51.0,75.4,2025-12,REG_DEMO_MODEL_B
2034,SI439,3,35-39,T,NATIONAL,86907,92366,89066,93076,1.38,11.08,3108,37040,INTERMEDIATE,39.96,48.9,83.0,2025-03,EUROPOP2024
2037,RO696,3,60-64,M,UNKNOWN,87204,105726,104980,109141,1.42,11.9,3631,40275,URBAN,26.61,41.4,75.1,2024-06,REG_DEMO_MODEL_A
2040,CZ333,3,85-89,F,NON_EU,87354,122408,120534,125684,1.41,8.53,-2754,47280,RURAL,32.07,36.4,79.8,2023-09,EUROPOP2023
2043,ES195,3,5-9,T,EU,87375,89760,88734,90654,2.18,12.24,5648,35409,INTERMEDIATE,43.73,30.4,82.8,2026-12,NUTS_PROJ_V1
2046,LU598,3,30-34,M,NATIONAL,87776,84063,81830,86917,1.19,9.09,4990,37052,URBAN,18.51,38.0,78.7,2026-03,REG_DEMO_MODEL_B
2049,CZ644,3,55-59,F,UNKNOWN,87979,78717,76076,80298,1.16,9.29,3872,31063,RURAL,43.31,49.1,81.9,2025-06,EUROPOP2024
2021,MT581,3,80-84,T,NON_EU,88344,89906,89165,92905,1.75,12.68,586,35846,INTERMEDIATE,34.78,48.2,82.2,2024-09,REG_DEMO_MODEL_A
2024,CY704,3,0-4,M,EU,89200,93582,90025,94407,1.53,12.41,6107,42514,URBAN,44.75,41.2,78.5,2023-12,EUROPOP2023
2027,PL323,3,25-29,F,NATIONAL,89236,93733,91686,94734,1.52,12.59,-1097,44798,RURAL,18.41,46.8,84.0,2023-03,NUTS_PROJ_V1
2030,CY636,3,50-54,T,UNKNOWN,88837,108253,106845,109915,1.73,7.29,-507,48044,INTERMEDIATE,35.8,46.4,82.5,2026-06,REG_DEMO_MODEL_B
2033,LV394,3,75-79,M,NON_EU,89622,79028,76715,81250,2.02,13.36,2271,34006,URBAN,29.88,39.8,84.1,2025-09,EUROPOP2024
2036,PL767,3,100+,F,EU,89741,103791,101661,105794,1.74,7.6,4999,43499,RURAL,43.74,39.2,76.7,2024-12,REG_DEMO_MODEL_A
2039,BG268,3,20-24,T,NATIONAL,90305,87406,86568,88232,1.79,8.1,5124,35542,INTERMEDIATE,24.28,43.7,75.9,2024-03,EUROPOP2023
2042,SK557,3,45-49,M,UNKNOWN,90268,127489,124976,128313,1.89,7.46,6707,47316,URBAN,44.33,30.3,82.9,2023-06,NUTS_PROJ_V1
2045,LV690,3,70-74,F,NON_EU,90869,92242,90871,94642,1.48,7.58,2271,44363,RURAL,20.09,34.3,80.0,2026-09,REG_DEMO_MODEL_B
2048,SI275,3,95-99,T,EU,91099,137005,133519,140767,2.06,8.07,350,56499,INTERMEDIATE,27.73,50.5,83.4,2025-12,EUROPOP2024
2020,BG963,3,15-19,M,NATIONAL,90883,90883,90344,93315,1.28,7.33,-2542,34447,URBAN,18.69,42.8,82.5,2025-03,REG_DEMO_MODEL_A
2023,IE474,3,40-44,F,UNKNOWN,91273,94450,93125,97512,1.88,14.05,1206,36587,RURAL,18.88,45.3,78.0,2024-06,EUROPOP2023
2026,DE558,3,65-69,T,NON_EU,91664,87538,84273,90841,1.35,10.78,4411,35858,INTERMEDIATE,37.82,41.3,75.3,2023-09,NUTS_PROJ_V1
2029,MT397,3,90-94,M,EU,92149,97100,93390,99190,1.68,10.31,-590,45447,URBAN,33.53,49.1,77.5,2026-12,REG_DEMO_MODEL_B
2032,ES600,3,10-14,F,NATIONAL,92318,107832,104884,110091,1.92,7.87,-1051,46650,RURAL,43.86,38.6,74.8,2026-03,EUROPOP2024
2035,HR801,3,35-39,T,UNKNOWN,92323,99746,98949,102525,1.77,10.37,1862,46160,INTERMEDIATE,40.35,50.7,83.7,2025-06,REG_DEMO_MODEL_A
2038,CZ870,3,60-64,M,NON_EU,92250,117003,113992,119982,1.25,8.95,-300,52254,URBAN,21.19,38.6,79.3,2024-09,EUROPOP2023
2041,IE424,3,85-89,F,EU,92401,107605,105683,111052,2.09,13.57,-4746,50835,RURAL,29.3,46.1,81.5,2023-12,NUTS_PROJ_V1
2044,CZ515,3,5-9,T,NATIONAL,92981,124642,120207,125413,1.57,12.18,-3804,59561,INTERMEDIATE,41.41,49.3,83.5,2023-03,REG_DEMO_MODEL_B
2047,FI252,3,30-34,M,UNKNOWN,93112,78769,77539,79828,1.42,9.53,515,32629,URBAN,34.65,50.9,74.5,2026-06,EUROPOP2024
2050,BE743,3,55-59,F,NON_EU,93756,158339,157269,164177,1.79,12.56,2138,71890,RURAL,30.88,32.8,75.9,2025-09,REG_DEMO_MODEL_A
2022,IE210,3,80-84,T,EU,94034,95485,94406,97664,1.27,7.06,4716,42270,INTERMEDIATE,35.53,38.0,78.6,2024-12,EUROPOP2023
2025,DK812,3,0-4,M,NATIONAL,94020,99638,96626,102831,1.36,10.7,-4209,41604,URBAN,42.23,42.2,82.9,2024-03,NUTS_PROJ_V1
2028,MT487,3,25-29,F,UNKNOWN,94186,93104,90631,96037,2.15,7.31,7036,35567,RURAL,37.74,39.0,76.9,2023-06,REG_DEMO_MODEL_B
2031,AT151,3,50-54,T,NON_EU,94900,104119,100316,105677,1.23,9.05,2191,48280,INTERMEDIATE,22.57,49.7,76.7,2026-09,EUROPOP2024
2034,IE371,3,75-79,M,EU,94870,113053,112189,116255,1.26,8.55,3334,44713,URBAN,18.74,49.0,84.1,2025-12,REG_DEMO_MODEL_A
2037,EE711,3,100+,F,NATIONAL,95052,105471,101972,107801,2.0,9.77,-383,39661,RURAL,33.42,45.4,79.5,2025-03,EUROPOP2023
2040,HR654,3,20-24,T,UNKNOWN,95600,102755,101946,105844,2.11,7.9,2082,43813,INTERMEDIATE,20.35,32.9,76.9,2024-06,NUTS_PROJ_V1
2043,CY722,3,45-49,M,NON_EU,95684,82345,80070,82984,1.97,12.46,359,39031,URBAN,27.05,39.5,81.7,2023-09,REG_DEMO_MODEL_B
2046,BG990,3,70-74,F,EU,95938,135302,133237,137469,2.12,10.25,6552,52936,RURAL,26.57,47.7,80.9,2026-12,EUROPOP2024
2049,NL375,3,95-99,T,NATIONAL,96398,124221,123378,127569,1.37,11.4,-1393,50264,INTERMEDIATE,25.16,33.2,82.5,2026-03,REG_DEMO_MODEL_A
2021,SK426,3,15-19,M,UNKNOWN,96501,96974,93542,99613,1.2,10.87,6850,38411,URBAN,18.09,31.4,79.9,2025-06,EUROPOP2023
2024,NL831,3,40-44,F,NON_EU,96213,100635,96746,103561,1.77,11.73,-1155,41135,RURAL,31.07,43.8,75.9,2024-09,NUTS_PROJ_V1
2027,HR319,3,65-69,T,EU,96557,107326,106319,110371,1.64,11.73,4795,47700,INTERMEDIATE,30.99,32.0,75.2,2023-12,REG_DEMO_MODEL_B
2030,SK756,3,90-94,M,NATIONAL,97402,115178,113650,117445,1.59,8.86,1960,55345,URBAN,30.55,36.7,75.2,2023-03,EUROPOP2024
2033,DE334,3,10-14,F,UNKNOWN,97463,99953,96402,103538,2.02,13.48,4847,43678,RURAL,24.34,36.1,79.3,2026-06,REG_DEMO_MODEL_A
2036,PL238,3,35-39,T,NON_EU,97911,125289,122070,128381,1.46,12.06,1737,55097,INTERMEDIATE,29.93,38.4,83.6,2025-09,EUROPOP2023
2039,NL504,3,60-64,M,EU,97524,106339,102900,109238,1.15,10.36,-1375,44294,URBAN,22.5,34.3,80.6,2024-12,NUTS_PROJ_V1
2042,DK998,3,85-89,F,NATIONAL,98470,149136,146358,150556,1.69,14.13,-4655,58217,RURAL,20.44,44.8,83.6,2024-03,REG_DEMO_MODEL_B
2045,DK740,3,5-9,T,UNKNOWN,98535,136024,130885,136938,1.33,11.02,-2428,52585,INTERMEDIATE,28.68,45.1,77.0,2023-06,EUROPOP2024
2048,ES476,3,30-34,M,NON_EU,98165,158768,154259,160759,1.91,14.05,-4409,61256,URBAN,38.39,41.1,79.3,2026-09,REG_DEMO_MODEL_A
2020,HR479,3,55-59,F,EU,99060,99060,95641,100600,1.35,12.79,-949,48951,RURAL,38.25,47.1,78.0,2025-12,EUROPOP2023
2023,BG905,3,80-84,T,NATIONAL,98910,97121,95753,98524,1.19,7.55,6831,38966,INTERMEDIATE,37.78,30.4,81.8,2025-03,NUTS_PROJ_V1
2026,DE369,3,0-4,M,UNKNOWN,99304,104257,100640,107463,1.97,8.46,4923,40075,URBAN,39.19,38.9,81.8,2024-06,REG_DEMO_MODEL_B
2029,IE682,3,25-29,F,NON_EU,99309,97730,94514,99122,1.82,10.54,-229,42478,RURAL,24.0,38.5,76.9,2023-09,EUROPOP2024
2032,SI810,3,50-54,T,EU,99541,122188,119580,123845,1.12,10.73,1449,45831,INTERMEDIATE,38.59,45.0,78.7,2026-12,REG_DEMO_MODEL_A
2035,MT204,3,75-79,M,NATIONAL,100091,133242,129765,134990,1.51,11.22,5531,60088,URBAN,21.88,43.2,74.9,2026-03,EUROPOP2023
2038,DK106,3,100+,F,UNKNOWN,100324,91797,90903,93829,1.37,8.06,5100,35488,RURAL,32.13,47.6,82.0,2025-06,NUTS_PROJ_V1
2041,LT586,3,20-24,T,NON_EU,100060,131298,127204,133385,1.47,8.13,266,52893,INTERMEDIATE,34.17,48.3,76.8,2024-09,REG_DEMO_MODEL_B
2044,IE718,3,45-49,M,EU,100464,135846,134190,139119,1.44,11.89,272,58479,URBAN,31.04,41.7,81.8,2023-12,EUROPOP2024
2047,LU341,3,70-74,F,NATIONAL,101250,82498,79501,84929,1.51,12.68,-2345,34898,RURAL,21.28,34.1,83.1,2023-03,REG_DEMO_MODEL_A
2050,FR283,3,95-99,T,UNKNOWN,100866,77306,75361,78154,1.98,10.65,7271,29597,INTERMEDIATE,29.29,30.2,75.2,2026-06,EUROPOP2023
2022,ES385,3,15-19,M,NON_EU,101301,103664,102711,105165,1.45,13.67,4237,42223,URBAN,21.82,41.0,76.1,2025-09,NUTS_PROJ_V1
2025,HU246,3,40-44,F,EU,101878,111689,108672,114610,1.62,8.58,409,42163,RURAL,37.44,47.9,75.4,2024-12,REG_DEMO_MODEL_B
2028,SK403,3,65-69,T,NATIONAL,102036,111767,109150,113568,1.3,10.53,-4909,50384,INTERMEDIATE,23.07,44.6,79.6,2024-03,EUROPOP2024
2031,BG717,3,90-94,M,UNKNOWN,102088,94330,92620,96764,1.17,11.77,-1297,42083,URBAN,18.38,34.0,77.0,2023-06,REG_DEMO_MODEL_A
2034,NL142,3,10-14,F,NON_EU,102933,128624,126110,130643,1.79,10.02,-827,53755,RURAL,35.32,34.3,80.2,2026-09,EUROPOP2023
2037,HR120,3,35-39,T,EU,102355,125196,121415,126974,1.21,12.98,4622,51071,INTERMEDIATE,28.34,42.1,83.0,2025-12,NUTS_PROJ_V1
2040,CZ858,3,60-64,M,NATIONAL,103119,99703,98532,103242,1.84,10.55,-2246,49804,URBAN,24.26,34.5,83.8,2025-03,REG_DEMO_MODEL_B
2043,LT525,3,85-89,F,UNKNOWN,103379,90841,87731,94075,1.46,13.72,-4145,43342,RURAL,39.8,38.9,79.0,2024-06,EUROPOP2024
2046,CY510,3,5-9,T,NON_EU,103309,117647,113424,120541,1.52,9.89,2773,52322,INTERMEDIATE,40.64,36.7,74.8,2023-09,REG_DEMO_MODEL_A
2049,DE748,3,30-34,M,EU,103869,161175,160117,167314,2.02,12.34,2163,67371,URBAN,31.23,46.6,81.2,2026-12,EUROPOP2023
2021,BG591,3,55-59,F,NATIONAL,104071,105839,104021,107027,2.05,13.42,7627,42866,RURAL,37.67,34.5,79.9,2026-03,NUTS_PROJ_V1
2024,LV885,3,80-84,T,UNKNOWN,104692,112516,109521,113783,1.92,7.08,2243,49947,INTERMEDIATE,23.26,42.3,77.4,2025-06,REG_DEMO_MODEL_B
2027,BE892,3,0-4,M,NON_EU,104932,105717,102427,109655,1.77,7.25,-496,43164,URBAN,28.75,50.9,81.4,2024-09,EUROPOP2024
2030,GR341,3,25-29,F,EU,104530,114054,113368,117910,2.05,13.96,4954,46694,RURAL,31.24,39.9,83.2,2023-12,REG_DEMO_MODEL_A
2033,PL1,1,50-54,T,NATIONAL,5268,5721,5512,5823,1.77,12.35,6561,2274,INTERMEDIATE,41.51,32.8,78.4,2023-03,EUROPOP2023
2036,SK43,2,75-79,M,UNKNOWN,5616,5066,4941,5217,1.45,13.43,-454,1884,URBAN,23.24,42.9,74.2,2026-06,NUTS_PROJ_V1
2039,CY281,3,100+,F,NON_EU,5857,7097,7036,7355,1.29,14.4,6831,2667,RURAL,31.94,49.8,78.2,2025-09,REG_DEMO_MODEL_B
2042,MT10,2,20-24,T,EU,6107,7606,7318,7695,1.94,8.11,-632,3694,INTERMEDIATE,29.97,35.8,76.1,2024-12,EUROPOP2024
2045,BG4,1,45-49,M,NATIONAL,6017,6369,6255,6588,2.14,9.33,4184,2836,URBAN,27.22,41.9,81.3,2024-03,REG_DEMO_MODEL_A
2048,LT183,3,70-74,F,UNKNOWN,6329,10403,10018,10789,1.3,7.65,201,4309,RURAL,44.08,46.1,82.3,2023-06,EUROPOP2023
2020,RO963,3,95-99,T,NON_EU,6222,6222,6073,6444,2.14,9.31,6155,2539,INTERMEDIATE,42.34,34.0,81.9,2026-09,NUTS_PROJ_V1
2023,IT502,3,15-19,M,EU,6385,6371,6200,6466,1.41,11.24,1782,2952,URBAN,23.08,48.6,75.9,2025-12,REG_DEMO_MODEL_B
2026,RO64,2,40-44,F,NATIONAL,6802,6711,6545,6766,1.49,9.73,7654,2739,RURAL,30.14,43.3,82.7,2025-03,EUROPOP2024
2029,CY6,1,65-69,T,UNKNOWN,6787,8003,7846,8086,1.73,14.45,2108,3568,INTERMEDIATE,39.89,46.7,76.2,2024-06,REG_DEMO_MODEL_A
2032,HR7,1,90-94,M,NON_EU,7716,9677,9476,9977,1.4,10.85,-1548,4437,URBAN,30.63,30.7,75.2,2023-09,EUROPOP2023
2035,HR69,2,10-14,F,EU,7924,9054,8842,9247,1.46,11.23,5785,3753,RURAL,18.91,44.7,80.6,2026-12,NUTS_PROJ_V1
2038,FI8,1,35-39,T,NATIONAL,8390,11370,10978,11616,1.47,13.77,-1935,4308,INTERMEDIATE,26.27,39.8,76.0,2026-03,REG_DEMO_MODEL_B
2041,LU7,1,60-64,M,UNKNOWN,7772,8306,8153,8520,1.86,12.48,2759,3214,URBAN,24.82,37.8,77.5,2025-06,EUROPOP2024
2044,BG595,3,85-89,F,NON_EU,8694,9128,8775,9470,1.36,14.01,3306,4397,RURAL,29.5,35.7,80.1,2024-09,REG_DEMO_MODEL_A
2047,MT2,1,5-9,T,EU,8857,6911,6758,7168,2.08,14.24,3586,3231,INTERMEDIATE,44.26,45.8,75.4,2023-12,EUROPOP2023
2050,BE441,3,30-34,M,NATIONAL,8841,13281,12774,13389,1.97,8.06,670,5721,URBAN,22.46,30.0,75.5,2023-03,NUTS_PROJ_V1
2022,EE7,1,55-59,F,UNKNOWN,9654,9560,9280,9669,2.04,10.27,6864,4402,RURAL,36.49,47.8,77.9,2026-06,REG_DEMO_MODEL_B
2025,FI62,2,80-84,T,NON_EU,9488,9242,8904,9466,1.53,8.59,2738,3744,INTERMEDIATE,40.45,44.8,82.0,2025-09,EUROPOP2024
2028,GR44,2,0-4,M,EU,9348,9470,9196,9827,1.54,9.45,-361,3679,URBAN,37.72,38.9,78.1,2024-12,REG_DEMO_MODEL_A
2031,RO292,3,25-29,F,NATIONAL,9573,9615,9455,9989,1.13,13.64,-2082,3789,RURAL,27.97,37.1,82.6,2024-03,EUROPOP2023
2034,LU427,3,50-54,T,UNKNOWN,10375,11595,11292,11684,1.35,10.75,-4276,5398,INTERMEDIATE,29.76,37.1,80.9,2023-06,NUTS_PROJ_V1
2037,HU93,2,75-79,M,NON_EU,10435,9504,9227,9776,1.63,8.96,1909,4471,URBAN,28.75,40.9,75.1,2026-09,REG_DEMO_MODEL_B
2040,PT13,2,100+,F,EU,11075,9522,9369,9603,2.05,13.03,-4800,4507,RURAL,21.48,40.6,81.2,2025-12,EUROPOP2024
2043,SE6,1,20-24,T,NATIONAL,10511,11676,11601,11898,1.95,9.27,-763,4634,INTERMEDIATE,21.13,46.9,83.5,2025-03,REG_DEMO_MODEL_A
2046,HU23,2,45-49,M,UNKNOWN,11264,11616,11343,11810,1.69,9.74,7869,5465,URBAN,29.45,46.0,83.1,2024-06,EUROPOP2023
2049,MT637,3,70-74,F,NON_EU,11081,9446,9179,9802,1.75,8.48,5068,3764,RURAL,30.28,31.0,77.0,2023-09,NUTS_PROJ_V1
2021,HU824,3,95-99,T,EU,11374,11556,11279,11634,1.76,9.77,1974,5167,INTERMEDIATE,26.0,47.2,79.7,2026-12,REG_DEMO_MODEL_B
2024,CY9,1,15-19,M,NATIONAL,11683,11626,11330,11865,1.43,7.27,-3171,5166,URBAN,18.99,45.5,76.6,2026-03,EUROPOP2024
2027,LU79,2,40-44,F,UNKNOWN,11836,12346,11906,12470,1.64,13.7,658,4606,RURAL,36.6,35.1,82.7,2025-06,REG_DEMO_MODEL_A
