demo_migflow_move_year,demo_migflow_origin_lgd_code,demo_migflow_destination_lgd_code,demo_migflow_move_type_code,demo_migflow_age_at_move,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_housing_tenure_before_move,demo_migflow_housing_tenure_after_move,demo_migflow_distance_km_estimate,demo_migflow_commute_change_minutes,demo_migflow_income_bracket_before_move,demo_migflow_income_bracket_after_move,demo_migflow_education_level,demo_migflow_citizenship_status,demo_migflow_foreign_born_indicator,demo_migflow_interstate_flow_count,demo_migflow_intrastate_flow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2021,96012465,87424627,INTERNATIONAL,22,4,Marriage,Other,Employer,979,162,6L_10L,6L_10L,Graduate,Foreign_National,N,1788,3612,4.956,W1
2016,62160953,17656667,INTERSTATE,11,2,Climate,Employer,Other,1227,179,lt_1L,6L_10L,Graduate,OCI,Y,2684,2463,3.453,W5
2019,40292257,63389860,INTRASTATE,43,4,Other,Informal,Other,1484,-41,lt_1L,lt_1L,No_schooling,Indian_Citizen,N,2232,2467,2.259,W5
2024,33291997,62897976,INTRASTATE,0,2,Housing,Owned,Owned,1771,169,6L_10L,gt_10L,Secondary,OCI,N,4555,784,1.561,W2
2023,31831178,76668305,INTERSTATE,20,9,Other,Owned,Informal,1362,30,gt_10L,gt_10L,No_schooling,Other,N,710,1024,0.325,W1
2020,39453859,70604124,INTRASTATE,28,10,Marriage,Owned,Other,2522,67,1L_3L,lt_1L,Postgraduate,Indian_Citizen,Y,1786,654,3.323,W2
2016,43358313,29771020,INTERNATIONAL,11,5,Other,Informal,Informal,452,178,lt_1L,gt_10L,Higher_secondary,Other,N,3537,370,4.381,W1
2022,83359384,16838183,INTERNATIONAL,56,2,Climate,Employer,Owned,1211,-8,1L_3L,3L_6L,Graduate,Foreign_National,N,2893,2346,3.452,W4
2023,40116512,50954594,INTERSTATE,50,1,Education,Employer,Employer,841,-20,6L_10L,1L_3L,Postgraduate,OCI,Y,4796,2507,3.937,W2
2022,42524254,85297573,INTERSTATE,46,1,Other,Rented,Owned,1811,122,gt_10L,6L_10L,Graduate,Other,N,2513,1959,2.88,W1
2022,61114044,55012851,INTRASTATE,19,5,Employment,Other,Other,1836,10,1L_3L,3L_6L,Graduate,OCI,N,2303,3895,3.502,W5
2022,11574946,74982733,INTERNATIONAL,81,3,Education,Employer,Employer,2841,-49,6L_10L,3L_6L,Secondary,OCI,N,168,3245,0.187,W3
2025,23374944,31334405,INTERSTATE,61,5,Other,Informal,Informal,491,11,gt_10L,1L_3L,Graduate,Indian_Citizen,Y,2286,2550,1.736,W4
2019,33518496,68675687,INTERSTATE,90,1,Employment,Rented,Employer,433,173,lt_1L,3L_6L,Secondary,Foreign_National,Y,2077,3591,3.233,W5
2017,46069288,85091486,INTRASTATE,65,1,Employment,Employer,Rented,228,164,lt_1L,1L_3L,Higher_secondary,Indian_Citizen,N,1546,4203,4.753,W3
2021,45912818,54405089,INTRASTATE,26,3,Climate,Informal,Employer,1809,50,lt_1L,6L_10L,No_schooling,Indian_Citizen,Y,671,3044,4.653,W4
2020,49431291,67311225,INTERNATIONAL,22,3,Education,Owned,Informal,1303,111,6L_10L,gt_10L,Postgraduate,Foreign_National,Y,1734,2531,0.488,W3
2016,13545973,92524006,INTERNATIONAL,34,5,Marriage,Owned,Informal,258,154,6L_10L,lt_1L,No_schooling,Indian_Citizen,N,3870,16,1.285,W5
2018,98891871,85265338,INTERNATIONAL,47,2,Marriage,Employer,Informal,1419,136,lt_1L,6L_10L,Higher_secondary,OCI,Y,2479,1341,3.538,W2
2019,64175363,87898677,INTRASTATE,14,9,Employment,Owned,Other,2331,-32,1L_3L,lt_1L,Secondary,Other,Y,3719,2339,2.357,W1
2025,52024869,41671510,INTERNATIONAL,85,6,Other,Owned,Employer,345,72,3L_6L,6L_10L,Graduate,OCI,N,2329,132,4.669,W3
2023,35345140,94797920,INTERNATIONAL,12,7,Other,Employer,Employer,1924,171,gt_10L,6L_10L,Graduate,Indian_Citizen,Y,2495,2528,3.935,W4
2025,70809520,62843499,INTRASTATE,12,1,Other,Rented,Informal,587,19,1L_3L,1L_3L,Secondary,Indian_Citizen,Y,4099,4516,3.686,W5
2016,27269048,11549343,INTRASTATE,47,9,Other,Rented,Informal,331,48,gt_10L,1L_3L,Primary,Indian_Citizen,N,1318,3414,3.812,W5
2016,78814173,71441131,INTERNATIONAL,2,3,Family,Employer,Rented,2747,77,gt_10L,lt_1L,Postgraduate,Other,Y,72,4413,3.479,W1
2019,69481786,49526628,INTRASTATE,9,1,Education,Employer,Employer,1743,-19,3L_6L,lt_1L,Primary,OCI,N,2289,836,1.116,W5
2023,77035865,76593185,INTRASTATE,28,6,Employment,Rented,Other,1142,156,3L_6L,lt_1L,No_schooling,Other,N,2239,4168,0.221,W4
2018,96499343,64413072,INTERNATIONAL,40,4,Marriage,Owned,Employer,2367,-33,6L_10L,1L_3L,Primary,Other,N,3989,3838,4.101,W2
2025,77646843,64305343,INTERNATIONAL,21,7,Education,Informal,Owned,1478,16,3L_6L,1L_3L,No_schooling,Foreign_National,N,1390,1253,0.387,W2
2017,73331700,95067812,INTERSTATE,27,4,Housing,Owned,Informal,2501,174,6L_10L,3L_6L,No_schooling,OCI,Y,4021,1778,2.449,W5
2024,65703982,17156918,INTERNATIONAL,77,9,Housing,Informal,Owned,2371,-10,6L_10L,3L_6L,Higher_secondary,Foreign_National,N,3873,2503,0.43,W3
2019,45556949,72166952,INTERNATIONAL,19,6,Other,Rented,Owned,2919,-30,6L_10L,1L_3L,Secondary,Other,Y,1819,2543,3.645,W3
2017,77539870,85297573,INTRASTATE,4,4,Housing,Informal,Employer,1271,112,3L_6L,lt_1L,Primary,Indian_Citizen,N,111,2471,3.465,W3
2019,73031089,61107936,INTERSTATE,6,6,Housing,Rented,Other,1774,134,3L_6L,1L_3L,Graduate,Indian_Citizen,N,3628,3430,1.419,W3
2024,64689342,16592244,INTERNATIONAL,66,5,Employment,Other,Employer,266,65,6L_10L,6L_10L,Higher_secondary,OCI,Y,2087,2985,4.811,W4
2024,27048979,24464658,INTRASTATE,84,3,Other,Rented,Owned,1933,-56,6L_10L,lt_1L,Postgraduate,OCI,N,2175,2128,0.749,W2
2021,31401768,10785465,INTERSTATE,3,9,Employment,Informal,Owned,2793,163,3L_6L,lt_1L,Postgraduate,Indian_Citizen,N,3405,4462,0.495,W1
2020,81827872,44444442,INTERSTATE,59,4,Marriage,Owned,Other,2295,78,lt_1L,lt_1L,Higher_secondary,Other,Y,813,702,3.861,W1
2022,83642358,17686675,INTRASTATE,21,1,Education,Rented,Informal,234,164,1L_3L,3L_6L,Secondary,Foreign_National,Y,4202,1529,3.545,W1
2017,49541789,91196124,INTRASTATE,40,3,Family,Owned,Other,592,56,3L_6L,gt_10L,Graduate,Foreign_National,Y,1777,311,3.746,W4
2019,49866810,40377242,INTRASTATE,68,10,Other,Rented,Other,1546,75,1L_3L,lt_1L,Higher_secondary,Other,N,61,4778,1.201,W3
2025,99863505,91698195,INTERSTATE,72,2,Housing,Rented,Informal,2808,64,3L_6L,lt_1L,Higher_secondary,Foreign_National,N,4602,239,4.12,W1
2020,88483625,73706861,INTERSTATE,54,1,Family,Other,Rented,783,-27,3L_6L,6L_10L,Primary,Other,Y,884,2278,4.178,W2
2024,18362235,51209739,INTERNATIONAL,52,2,Climate,Owned,Other,2202,-42,gt_10L,6L_10L,Secondary,Other,Y,3609,1444,4.863,W3
2025,88168937,39214878,INTERNATIONAL,85,4,Other,Rented,Owned,2335,179,1L_3L,6L_10L,No_schooling,Indian_Citizen,N,855,1744,0.681,W5
2018,16766155,51483754,INTERSTATE,14,10,Climate,Employer,Owned,2072,121,1L_3L,lt_1L,Graduate,Indian_Citizen,N,301,359,3.519,W1
2017,96930959,30492659,INTRASTATE,57,10,Education,Rented,Other,1411,133,gt_10L,1L_3L,Postgraduate,Indian_Citizen,N,1333,1904,4.782,W3
2020,24616491,51708265,INTERNATIONAL,41,7,Housing,Rented,Informal,2978,-35,1L_3L,1L_3L,Secondary,Foreign_National,Y,786,1242,1.649,W2
2025,60002675,43271684,INTERNATIONAL,51,2,Education,Owned,Informal,1167,74,lt_1L,gt_10L,Primary,Foreign_National,N,3157,828,0.348,W4
2017,94858067,46525910,INTERSTATE,54,8,Other,Rented,Other,2632,144,1L_3L,6L_10L,Secondary,Other,Y,71,3149,3.992,W5
2017,87864962,38213289,INTRASTATE,53,8,Housing,Rented,Informal,2690,125,3L_6L,lt_1L,Postgraduate,Other,N,775,3098,2.704,W3
2019,96935868,90104384,INTRASTATE,79,6,Education,Employer,Other,1157,52,6L_10L,lt_1L,Graduate,Foreign_National,Y,692,1636,3.769,W4
2019,36728776,85914194,INTERSTATE,85,8,Climate,Employer,Informal,2487,-60,lt_1L,3L_6L,Graduate,OCI,N,1641,2895,0.412,W5
2022,43729887,74572118,INTERSTATE,0,3,Marriage,Employer,Owned,2251,-55,3L_6L,3L_6L,Primary,Foreign_National,N,1026,4304,4.223,W3
2017,76791408,18744734,INTERNATIONAL,47,3,Employment,Owned,Owned,1250,-35,gt_10L,3L_6L,No_schooling,Indian_Citizen,N,2248,1766,2.328,W5
2023,26423087,83700563,INTRASTATE,29,8,Other,Rented,Owned,310,-39,lt_1L,6L_10L,Graduate,Other,Y,4352,349,2.09,W1
2023,84395875,13192623,INTERSTATE,54,2,Marriage,Other,Other,2127,-59,3L_6L,gt_10L,Secondary,Other,Y,1529,1190,1.882,W2
2016,74783095,62145530,INTRASTATE,32,9,Family,Rented,Informal,703,109,6L_10L,1L_3L,Higher_secondary,Indian_Citizen,Y,4700,1702,3.224,W4
2021,87653721,29808072,INTRASTATE,19,5,Family,Rented,Other,209,78,gt_10L,1L_3L,Graduate,Indian_Citizen,N,3352,2887,0.528,W1
2024,36962082,65694492,INTERSTATE,17,1,Education,Owned,Owned,191,-37,6L_10L,1L_3L,Primary,Foreign_National,Y,547,4449,4.538,W4
2019,48909615,75951603,INTERNATIONAL,75,10,Family,Informal,Owned,2591,-48,lt_1L,1L_3L,Higher_secondary,Other,Y,2014,2883,1.45,W1
2018,33375955,29690886,INTERSTATE,54,3,Marriage,Employer,Informal,2022,109,gt_10L,1L_3L,Postgraduate,Indian_Citizen,Y,916,4223,3.753,W1
2019,74212231,42042948,INTERNATIONAL,10,6,Climate,Other,Other,2330,-38,gt_10L,lt_1L,Postgraduate,Other,Y,1125,488,1.674,W5
2024,94751336,43009008,INTERNATIONAL,87,1,Employment,Rented,Employer,2692,15,lt_1L,6L_10L,Primary,Other,Y,2266,4052,2.504,W1
2024,40811197,46423258,INTRASTATE,25,9,Other,Employer,Rented,816,88,6L_10L,6L_10L,No_schooling,Foreign_National,N,3804,910,2.388,W5
2025,38627108,21289718,INTERSTATE,44,7,Climate,Owned,Other,306,162,3L_6L,gt_10L,Primary,Indian_Citizen,Y,243,4731,2.581,W3
2025,25139630,61107936,INTERSTATE,16,10,Family,Owned,Employer,2684,66,1L_3L,gt_10L,Graduate,Foreign_National,N,975,1131,4.212,W3
2022,74981699,17270374,INTERNATIONAL,2,7,Family,Owned,Informal,633,-57,gt_10L,6L_10L,Higher_secondary,OCI,N,4950,2874,4.829,W5
2018,22072717,59548510,INTERNATIONAL,78,5,Employment,Other,Owned,665,166,lt_1L,gt_10L,Secondary,Other,Y,1415,4543,0.383,W1
2025,85709517,64537905,INTERNATIONAL,68,4,Other,Employer,Other,597,16,lt_1L,3L_6L,Higher_secondary,OCI,N,3577,4380,2.009,W2
2016,34152165,60267531,INTERNATIONAL,39,6,Housing,Employer,Informal,2660,106,gt_10L,6L_10L,Postgraduate,Foreign_National,N,3086,4094,2.371,W3
2022,32841877,79779642,INTERSTATE,34,5,Family,Other,Owned,1849,109,gt_10L,lt_1L,No_schooling,OCI,N,2381,4896,3.235,W1
2016,81796809,74917115,INTRASTATE,27,7,Marriage,Rented,Owned,1097,89,1L_3L,lt_1L,Graduate,Indian_Citizen,N,2497,669,1.342,W1
2023,97667082,84570857,INTERSTATE,77,6,Employment,Other,Other,2973,-20,6L_10L,1L_3L,Secondary,Foreign_National,N,120,1641,0.322,W1
2024,49490799,13798820,INTRASTATE,38,3,Family,Other,Owned,2343,85,3L_6L,3L_6L,Primary,Other,Y,3478,1222,3.109,W1
2025,49810480,69428349,INTRASTATE,10,1,Housing,Other,Informal,2100,154,gt_10L,6L_10L,Secondary,Indian_Citizen,Y,1796,3705,4.985,W3
2019,69238387,36328770,INTERNATIONAL,82,4,Family,Employer,Employer,2238,-59,lt_1L,3L_6L,Graduate,OCI,N,3599,2236,2.551,W1
2019,11938919,60668371,INTRASTATE,82,10,Housing,Owned,Other,689,73,gt_10L,1L_3L,Graduate,OCI,Y,1079,1945,1.165,W4
2022,99492547,83787674,INTERSTATE,50,8,Housing,Rented,Other,1362,137,3L_6L,lt_1L,Higher_secondary,Foreign_National,N,3494,1244,2.434,W4
2017,57178959,96755683,INTRASTATE,90,8,Education,Informal,Other,379,-39,3L_6L,6L_10L,Primary,Indian_Citizen,N,500,4873,2.284,W3
2020,32047506,83511490,INTRASTATE,83,6,Climate,Informal,Employer,85,24,1L_3L,6L_10L,Graduate,OCI,N,3635,676,3.225,W1
2024,37836696,23120746,INTERSTATE,64,3,Education,Rented,Other,1579,113,gt_10L,3L_6L,Secondary,OCI,Y,3399,1881,3.836,W3
2017,39015030,11955620,INTERNATIONAL,20,6,Education,Other,Owned,595,-37,1L_3L,1L_3L,Secondary,OCI,Y,4353,289,1.44,W2
2020,22241731,31209331,INTERSTATE,16,3,Climate,Employer,Informal,172,133,6L_10L,gt_10L,No_schooling,Indian_Citizen,Y,4896,4070,0.725,W5
2016,15593481,63649420,INTERSTATE,42,1,Marriage,Owned,Informal,1564,157,1L_3L,1L_3L,Secondary,Foreign_National,Y,992,912,3.154,W4
2024,30790490,86812990,INTERNATIONAL,41,8,Climate,Other,Informal,1897,-22,6L_10L,lt_1L,Postgraduate,OCI,Y,4325,4473,0.706,W1
2024,81474975,51368583,INTERNATIONAL,28,6,Marriage,Rented,Employer,95,50,gt_10L,1L_3L,No_schooling,Foreign_National,N,4689,1929,3.51,W2
2023,62295927,62266476,INTERNATIONAL,61,10,Other,Informal,Employer,2202,69,3L_6L,gt_10L,Graduate,Indian_Citizen,N,4984,3109,4.781,W4
2025,53621623,71788357,INTERNATIONAL,7,10,Family,Owned,Employer,1709,11,6L_10L,6L_10L,Primary,Other,Y,3920,2494,0.305,W2
2019,65384050,95297235,INTERSTATE,6,7,Marriage,Rented,Owned,606,97,1L_3L,3L_6L,Secondary,Indian_Citizen,N,3337,778,4.394,W3
2018,48677537,61319168,INTERNATIONAL,61,8,Climate,Other,Owned,813,87,lt_1L,gt_10L,Higher_secondary,Other,N,2263,4884,4.66,W2
2017,40034882,97732444,INTRASTATE,76,2,Climate,Employer,Rented,1665,-25,1L_3L,6L_10L,Postgraduate,Indian_Citizen,Y,3195,2293,4.727,W4
2020,63787824,44598847,INTRASTATE,53,6,Family,Rented,Owned,439,-49,6L_10L,3L_6L,Graduate,Foreign_National,Y,2101,2814,3.0,W2
2020,82617869,28531361,INTERNATIONAL,56,6,Housing,Informal,Other,288,-20,1L_3L,6L_10L,Primary,Other,Y,4695,4374,2.796,W4
2021,37827638,91026734,INTRASTATE,31,7,Family,Employer,Other,1277,92,3L_6L,6L_10L,Primary,Foreign_National,N,2031,442,4.711,W4
2018,37618632,52660860,INTRASTATE,17,4,Family,Other,Other,2669,68,6L_10L,gt_10L,Primary,Foreign_National,Y,1334,3872,2.98,W5
2021,85478904,64537905,INTRASTATE,89,3,Education,Other,Owned,189,-7,6L_10L,gt_10L,Graduate,Other,Y,297,2751,1.099,W4
2025,80768680,16621449,INTERNATIONAL,70,2,Climate,Informal,Rented,308,160,gt_10L,1L_3L,Postgraduate,Foreign_National,N,660,3656,2.075,W4
2025,93991245,44511827,INTERSTATE,0,5,Education,Other,Owned,988,-6,lt_1L,1L_3L,No_schooling,Other,N,1158,3875,3.629,W5
2022,18897860,73745833,INTRASTATE,26,4,Climate,Owned,Owned,1927,154,6L_10L,1L_3L,Higher_secondary,Other,Y,529,4862,2.347,W3
2018,58035334,35174398,INTERNATIONAL,65,3,Housing,Informal,Rented,517,152,lt_1L,6L_10L,Primary,Other,N,1627,4178,4.91,W1
2024,48044669,75386373,INTRASTATE,31,5,Employment,Employer,Rented,1012,-26,3L_6L,lt_1L,Secondary,OCI,Y,1569,554,0.221,W1
2017,82372704,46619146,INTERSTATE,61,6,Climate,Informal,Other,2291,-38,gt_10L,6L_10L,No_schooling,OCI,Y,3425,704,4.564,W3
2021,50908027,71954508,INTERSTATE,58,1,Housing,Employer,Owned,2833,89,gt_10L,1L_3L,Graduate,OCI,Y,4338,1358,3.67,W3
2016,42998974,19332441,INTERSTATE,25,7,Other,Employer,Owned,2126,-35,lt_1L,6L_10L,Primary,Indian_Citizen,Y,4337,3988,2.569,W2
2022,27600707,93664749,INTRASTATE,39,9,Education,Owned,Employer,1609,145,1L_3L,1L_3L,No_schooling,OCI,N,3838,2526,0.899,W3
2019,43882807,92351432,INTRASTATE,55,3,Marriage,Rented,Owned,1249,29,3L_6L,gt_10L,Postgraduate,Foreign_National,N,4537,2459,3.583,W1
2016,32437944,27059299,INTRASTATE,59,4,Other,Employer,Employer,45,160,3L_6L,1L_3L,Postgraduate,Foreign_National,N,419,1039,1.067,W1
2024,58279856,36900634,INTERNATIONAL,15,6,Education,Informal,Informal,1702,0,1L_3L,3L_6L,Higher_secondary,Foreign_National,Y,713,423,2.709,W3
2018,87397895,74374853,INTERSTATE,84,7,Climate,Rented,Owned,782,127,lt_1L,1L_3L,Secondary,Other,N,1554,315,2.561,W3
2018,48112553,16524744,INTERNATIONAL,41,9,Family,Informal,Employer,1693,17,3L_6L,6L_10L,Secondary,Foreign_National,Y,4799,3446,2.509,W5
2020,26916533,34527902,INTERSTATE,27,3,Housing,Other,Other,2935,30,gt_10L,lt_1L,Secondary,Other,N,3941,2509,0.165,W2
2019,79610151,36389987,INTERNATIONAL,85,9,Marriage,Rented,Rented,157,145,3L_6L,1L_3L,Postgraduate,Foreign_National,Y,2038,2702,3.79,W1
2024,41008542,42597548,INTERSTATE,72,4,Family,Informal,Other,2142,52,3L_6L,3L_6L,Postgraduate,Other,Y,1956,1679,0.128,W2
2017,33159054,63998173,INTRASTATE,54,7,Education,Rented,Informal,2482,-44,6L_10L,6L_10L,Higher_secondary,OCI,N,4486,449,4.825,W2
2023,53372301,55726356,INTERNATIONAL,23,9,Employment,Informal,Other,1414,3,lt_1L,3L_6L,Primary,Foreign_National,Y,2404,2238,1.679,W3
2021,97987448,61478641,INTRASTATE,83,5,Housing,Other,Other,1198,131,3L_6L,lt_1L,Secondary,OCI,N,3383,1293,0.583,W5
2017,57507936,57351313,INTERSTATE,54,4,Family,Informal,Owned,2828,-56,lt_1L,lt_1L,No_schooling,Indian_Citizen,Y,3939,3393,4.48,W3
2024,84837030,89728835,INTRASTATE,61,4,Employment,Other,Informal,826,-1,gt_10L,lt_1L,No_schooling,Foreign_National,N,1058,4835,1.795,W2
2019,31779518,87821766,INTRASTATE,42,10,Family,Other,Owned,2530,2,3L_6L,6L_10L,Postgraduate,Foreign_National,Y,4685,1461,2.749,W1
2025,79669746,84666607,INTERSTATE,82,1,Housing,Informal,Other,95,52,gt_10L,1L_3L,Postgraduate,Foreign_National,Y,2245,4538,1.307,W4
2018,64834072,82568308,INTRASTATE,89,9,Other,Rented,Informal,2169,-4,1L_3L,lt_1L,Primary,OCI,Y,2919,3823,2.409,W2
2023,97074993,47551406,INTRASTATE,64,9,Employment,Owned,Rented,967,-33,gt_10L,6L_10L,Higher_secondary,Other,Y,4890,2868,4.204,W2
2018,38889970,10390082,INTERNATIONAL,35,2,Family,Other,Employer,2436,-42,lt_1L,3L_6L,Secondary,Indian_Citizen,N,3972,4635,2.005,W4
2021,69447156,89652469,INTERSTATE,47,2,Housing,Rented,Owned,2426,169,lt_1L,gt_10L,Postgraduate,Indian_Citizen,N,4552,3144,4.426,W4
2022,85940476,24069764,INTERSTATE,57,6,Employment,Rented,Other,1848,53,3L_6L,lt_1L,Primary,Other,N,2721,1646,0.721,W2
2018,19194296,92808559,INTERNATIONAL,19,7,Other,Owned,Informal,2429,6,lt_1L,3L_6L,No_schooling,Other,Y,2526,297,4.809,W1
2018,52408046,53707122,INTRASTATE,29,6,Education,Owned,Employer,2281,-22,gt_10L,lt_1L,Secondary,Other,N,259,4559,0.952,W5
2016,16108912,53147771,INTRASTATE,22,2,Education,Rented,Informal,1342,120,gt_10L,1L_3L,No_schooling,Other,N,348,2415,2.167,W3
2019,78303687,42081470,INTERSTATE,72,6,Family,Informal,Other,2367,88,3L_6L,lt_1L,Secondary,Indian_Citizen,Y,4514,3848,3.712,W3
2016,23481993,38213289,INTERSTATE,34,3,Education,Owned,Owned,2888,25,3L_6L,gt_10L,Postgraduate,Foreign_National,Y,673,3840,1.389,W5
2024,89938545,81376696,INTRASTATE,65,9,Housing,Owned,Owned,2081,-42,3L_6L,lt_1L,Secondary,OCI,Y,795,1493,1.503,W3
2024,84812059,88535427,INTERNATIONAL,14,6,Education,Other,Owned,1665,36,6L_10L,lt_1L,Higher_secondary,Foreign_National,Y,3730,1632,0.252,W1
2022,33730441,87540514,INTRASTATE,23,3,Employment,Informal,Rented,1988,110,3L_6L,3L_6L,No_schooling,Indian_Citizen,Y,584,2122,2.266,W3
2023,58905064,86464214,INTRASTATE,45,2,Climate,Informal,Informal,1011,70,lt_1L,1L_3L,Postgraduate,Other,Y,166,1087,2.576,W3
2020,45544849,36535695,INTERSTATE,28,4,Climate,Owned,Other,1940,125,6L_10L,3L_6L,No_schooling,OCI,Y,4571,411,2.378,W4
2020,19328765,78224808,INTRASTATE,2,8,Marriage,Employer,Employer,1901,65,lt_1L,lt_1L,Higher_secondary,OCI,N,3945,3999,1.716,W4
2021,11812686,64167987,INTERNATIONAL,48,5,Education,Other,Employer,2946,91,3L_6L,1L_3L,Postgraduate,Foreign_National,Y,178,3346,2.466,W4
2021,52050432,10451175,INTRASTATE,7,4,Education,Rented,Other,2654,6,gt_10L,1L_3L,Graduate,Indian_Citizen,Y,3959,639,1.371,W1
2017,88398058,45711057,INTRASTATE,40,5,Marriage,Informal,Rented,1527,-7,3L_6L,6L_10L,Postgraduate,Indian_Citizen,N,2722,645,0.37,W2
2022,30755804,52045293,INTERNATIONAL,48,6,Marriage,Other,Rented,385,119,gt_10L,gt_10L,Secondary,Indian_Citizen,Y,4272,3290,3.187,W1
2022,30210909,69262903,INTERSTATE,64,3,Family,Informal,Informal,1662,175,gt_10L,6L_10L,Graduate,OCI,N,1762,3482,4.401,W2
2019,54769419,74572118,INTRASTATE,20,4,Employment,Informal,Other,1558,83,3L_6L,gt_10L,Higher_secondary,Indian_Citizen,N,2577,4607,2.047,W2
2019,62321920,96755683,INTERNATIONAL,76,5,Marriage,Owned,Rented,216,-39,lt_1L,6L_10L,Graduate,Other,N,4652,690,0.814,W3
2016,13390641,31109851,INTERNATIONAL,23,2,Other,Rented,Owned,1057,14,3L_6L,6L_10L,No_schooling,Other,Y,2210,282,3.787,W5
2023,66403825,30602534,INTERNATIONAL,76,5,Family,Other,Employer,2725,103,lt_1L,lt_1L,Postgraduate,Indian_Citizen,Y,1576,1023,3.3,W5
2024,59110946,85880052,INTRASTATE,77,4,Housing,Owned,Informal,1048,-3,lt_1L,lt_1L,Primary,Foreign_National,N,1051,2608,4.702,W2
2018,16277901,27409703,INTERSTATE,31,2,Marriage,Informal,Employer,1890,42,gt_10L,lt_1L,Higher_secondary,Foreign_National,Y,2255,4980,0.177,W4
2019,49514120,72786704,INTRASTATE,31,10,Housing,Informal,Other,550,21,6L_10L,lt_1L,No_schooling,OCI,N,2149,1680,4.177,W5
2021,88604087,38213289,INTERNATIONAL,22,4,Marriage,Employer,Informal,766,-29,lt_1L,gt_10L,Higher_secondary,Other,N,1861,3851,3.202,W1
2016,23597575,96999618,INTERSTATE,45,7,Family,Employer,Informal,2083,-4,gt_10L,3L_6L,Postgraduate,Foreign_National,Y,1357,385,4.788,W5
2017,95532239,29071745,INTERSTATE,89,10,Education,Employer,Employer,560,149,6L_10L,3L_6L,Graduate,Indian_Citizen,N,3536,4697,4.274,W5
2021,46576063,62956483,INTRASTATE,52,9,Marriage,Rented,Employer,2752,-26,lt_1L,gt_10L,Graduate,Indian_Citizen,Y,4861,4632,2.576,W5
2022,87240399,12784599,INTRASTATE,72,5,Employment,Rented,Owned,1952,90,6L_10L,lt_1L,Higher_secondary,Other,N,936,4036,2.32,W5
2024,47278123,80988154,INTERSTATE,26,9,Housing,Owned,Other,1063,58,lt_1L,gt_10L,Higher_secondary,OCI,Y,2294,744,4.23,W1
2025,47473984,19513507,INTERNATIONAL,3,4,Family,Other,Employer,219,0,1L_3L,3L_6L,Graduate,Other,N,3535,2184,2.284,W1
2018,89285218,53731580,INTERSTATE,20,3,Climate,Owned,Other,1505,92,lt_1L,3L_6L,Primary,OCI,N,1157,1060,4.796,W4
2022,44661880,21440393,INTERSTATE,6,5,Other,Informal,Rented,466,27,gt_10L,gt_10L,No_schooling,OCI,N,2776,4136,0.471,W5
2018,47578883,37771633,INTRASTATE,42,9,Housing,Employer,Other,760,93,1L_3L,lt_1L,Primary,Other,Y,4114,3382,1.241,W3
2017,92650521,39837673,INTRASTATE,76,5,Family,Rented,Informal,829,71,3L_6L,6L_10L,No_schooling,Other,N,1009,3228,3.622,W4
2024,11740908,22064527,INTERNATIONAL,47,10,Marriage,Rented,Other,539,119,6L_10L,gt_10L,No_schooling,OCI,N,4254,1427,3.803,W5
2016,18542985,85297573,INTERSTATE,76,3,Marriage,Employer,Informal,1923,46,1L_3L,lt_1L,Graduate,Indian_Citizen,Y,801,4652,3.301,W5
2017,16136155,79741330,INTERNATIONAL,75,5,Other,Owned,Owned,2718,75,1L_3L,6L_10L,Higher_secondary,OCI,N,4913,4725,3.738,W3
2020,93725485,30602534,INTERNATIONAL,18,7,Other,Other,Owned,811,-43,lt_1L,6L_10L,Secondary,Other,Y,1409,2832,2.134,W2
2016,15092949,40810175,INTERNATIONAL,37,9,Housing,Employer,Informal,1625,114,3L_6L,1L_3L,Secondary,Indian_Citizen,N,2268,2502,1.294,W4
2020,35227729,25528762,INTERSTATE,70,4,Other,Rented,Owned,2079,9,gt_10L,gt_10L,Graduate,OCI,N,70,2389,0.415,W1
2022,90362625,24243680,INTERNATIONAL,50,1,Housing,Informal,Rented,2830,101,1L_3L,lt_1L,Secondary,Other,Y,3966,983,3.416,W1
2020,69534660,74451061,INTERSTATE,87,6,Education,Rented,Informal,2585,-29,lt_1L,6L_10L,Primary,Foreign_National,N,4657,1380,2.535,W1
2019,72718929,81842271,INTERSTATE,35,6,Climate,Informal,Informal,1807,140,3L_6L,lt_1L,No_schooling,Other,N,4761,879,1.6,W5
2020,13620186,36429916,INTERSTATE,4,8,Marriage,Owned,Rented,36,169,1L_3L,3L_6L,Postgraduate,OCI,N,1803,239,1.339,W1
2021,50661940,26707395,INTERSTATE,3,8,Housing,Employer,Informal,334,63,3L_6L,1L_3L,Graduate,Indian_Citizen,Y,88,1309,0.526,W5
2022,27789906,26260274,INTERSTATE,83,6,Family,Owned,Rented,1295,121,6L_10L,3L_6L,Secondary,Foreign_National,Y,3676,3943,4.329,W3
2023,66199166,56178673,INTERNATIONAL,36,9,Climate,Employer,Informal,232,164,gt_10L,6L_10L,No_schooling,Other,N,3101,3831,2.566,W2
2025,46522815,77053064,INTRASTATE,56,6,Education,Rented,Owned,785,170,gt_10L,3L_6L,No_schooling,Other,Y,1580,3515,3.18,W4
