soc_poverty_reference_year,soc_poverty_country_iso2,soc_poverty_region_nuts_code,soc_poverty_age_group,soc_poverty_sex,soc_poverty_equivalised_disposable_income_eur,soc_poverty_median_income_eur,soc_poverty_at_risk_of_poverty_rate_pct,soc_poverty_severe_material_deprivation_rate_pct,soc_poverty_low_work_intensity_rate_pct,soc_poverty_arope_rate_pct,soc_poverty_gini_coefficient,soc_poverty_in_work_poverty_rate_pct,soc_poverty_housing_cost_overburden_rate_pct,soc_poverty_energy_poverty_rate_pct,soc_poverty_social_transfer_impact_pp,soc_poverty_minimum_income_adequacy_index,soc_poverty_eurostat_table_code,soc_poverty_survey_weight,soc_poverty_data_extract_date
2017,DK,CZ991,65+,M,17642.57,15619.51,23.24,4.06,16.34,27.18,41.29,2.37,20.91,16.55,13.17,0.1784,ilc_lvho07,0.9667,2026-01-23
2018,GR,IE168,18-24,F,31944.04,29988.22,12.02,9.7,4.97,18.69,39.13,7.14,14.62,21.85,3.4,0.5305,ilc_di12,1.0067,2024-10-11
2019,LT,DK593,50-64,T,28970.22,30651.2,26.72,6.84,7.34,31.14,40.96,12.27,16.57,12.29,13.03,0.4663,ilc_lvhl11,2.7298,2024-12-04
2020,PT,EE787,0-17,M,33119.66,32520.64,7.26,6.87,15.61,11.5,27.58,11.48,4.31,8.92,9.78,0.3273,ilc_peps01n,1.3353,2025-02-23
2021,SE,IT419,25-49,F,10758.52,19098.78,19.38,3.67,16.59,25.34,35.18,2.86,16.59,21.36,3.06,0.3971,ilc_li02,3.5999,2024-03-06
2022,CY,DK460,65+,T,17804.21,31683.11,20.02,3.89,10.06,24.91,36.79,8.22,6.8,14.17,6.53,0.5276,ilc_lvho07,2.9748,2025-12-06
2023,FR,IE588,18-24,M,31090.17,30998.94,8.9,6.67,1.55,12.9,29.05,2.26,20.48,5.54,6.67,0.7145,ilc_di12,3.5092,2024-08-03
2024,IT,SK79,50-64,F,17992.15,29873.75,23.4,4.84,17.31,31.55,20.0,3.77,17.49,19.09,7.45,0.3758,ilc_lvhl11,2.1318,2024-04-03
2025,NL,IT25,0-17,T,29021.92,28001.38,12.52,3.02,7.76,15.7,24.84,5.21,18.05,13.05,12.49,0.6097,ilc_peps01n,2.0033,2025-12-19
2026,SI,LU753,25-49,M,24749.27,27029.96,14.59,6.34,4.34,17.93,30.68,3.94,17.91,8.83,4.1,0.4452,ilc_li02,3.1052,2025-01-26
2010,BG,CZ184,65+,F,28887.91,31669.26,7.32,4.37,11.79,13.95,28.67,9.32,14.96,10.32,13.9,0.4726,ilc_lvho07,3.5974,2024-04-07
2011,EE,AT90,18-24,T,12006.58,10435.85,18.11,9.45,13.79,24.69,24.18,11.22,11.93,18.57,14.02,0.7252,ilc_di12,2.3886,2025-02-19
2012,HU,BG244,50-64,M,20693.26,15852.12,10.84,9.02,16.53,17.19,24.56,6.0,7.61,15.57,5.78,0.455,ilc_lvhl11,2.9935,2024-07-24
2013,LU,ES594,0-17,F,14453.04,12204.88,19.38,3.51,12.32,22.13,22.38,5.19,12.26,12.81,3.9,0.7315,ilc_peps01n,2.7516,2024-03-12
2014,RO,BE842,25-49,T,32081.59,23857.75,19.39,5.77,5.65,20.93,30.03,6.14,19.82,18.93,15.63,0.341,ilc_li02,1.5652,2025-02-13
2015,AT,GR645,65+,M,29151.96,27837.29,11.24,10.21,10.89,19.54,32.58,5.13,3.82,15.85,17.46,0.5998,ilc_lvho07,1.118,2025-04-07
2016,CZ,CZ383,18-24,F,12162.61,21018.29,8.85,6.84,2.76,12.73,36.32,15.13,11.54,7.42,11.53,0.4269,ilc_di12,0.7136,2025-07-26
2017,DE,SE984,50-64,T,25119.7,22084.73,8.63,7.64,13.56,12.45,23.81,8.19,11.82,23.43,4.39,0.3374,ilc_lvhl11,1.7289,2025-12-02
2018,LV,LV71,0-17,M,16585.76,19134.41,23.07,9.28,13.67,27.36,25.56,12.18,8.46,18.04,13.2,0.4264,ilc_peps01n,1.1319,2024-06-10
2019,PL,CY20,25-49,F,7372.94,11825.15,24.62,2.71,3.43,27.08,32.24,12.52,20.72,5.51,5.25,0.6319,ilc_li02,2.6995,2025-04-24
2020,ES,SI36,65+,T,20145.19,25040.72,23.97,1.51,11.57,27.05,23.86,11.52,14.66,1.26,9.67,0.8753,ilc_lvho07,2.8798,2025-04-30
2021,HR,DE82,18-24,M,25685.91,21326.95,15.0,7.54,1.17,20.42,23.21,2.31,4.78,2.78,7.2,0.8527,ilc_di12,3.5459,2025-09-07
2022,FI,DK13,50-64,F,32949.7,31694.01,7.32,6.53,12.89,11.66,27.35,13.96,13.68,22.25,13.56,0.1639,ilc_lvhl11,2.7738,2025-09-27
2023,IE,SK7,0-17,T,28066.01,21315.11,15.6,10.91,5.4,19.52,21.66,2.52,5.75,5.55,13.28,0.4604,ilc_peps01n,1.3428,2025-04-04
2024,MT,SK965,25-49,M,29224.29,22259.64,25.32,9.5,16.39,34.29,23.56,5.26,9.43,5.88,4.11,0.4445,ilc_li02,2.156,2025-05-15
2025,SK,BE28,65+,F,12585.35,10196.19,24.43,2.06,11.69,30.09,41.04,14.42,15.58,7.82,3.16,0.7915,ilc_lvho07,2.1765,2025-06-26
2026,BE,HR75,18-24,T,18656.86,27363.46,16.65,2.45,10.1,20.52,41.05,12.14,16.54,3.42,10.45,0.3469,ilc_di12,1.6418,2026-02-13
2010,DK,PT6,50-64,M,19514.86,24175.32,29.63,4.25,12.13,34.75,20.48,9.83,7.44,17.44,14.02,0.5358,ilc_lvhl11,3.4629,2025-12-28
2011,GR,SI40,0-17,F,16786.99,19361.67,8.24,9.71,4.23,11.22,20.61,12.72,8.32,16.68,10.24,0.1711,ilc_peps01n,1.5037,2024-08-05
2012,LT,DE31,25-49,T,12172.07,16014.51,20.13,1.2,11.97,22.77,38.83,13.59,5.1,5.91,16.45,0.3043,ilc_li02,0.5377,2025-05-31
2013,PT,SI825,65+,M,13219.36,10224.45,9.98,10.41,15.84,16.19,34.15,8.59,5.0,1.98,10.78,0.9004,ilc_lvho07,3.43,2025-07-31
2014,SE,LT92,18-24,F,18647.76,30709.13,11.5,7.38,10.6,15.42,20.07,14.59,11.79,18.29,10.44,0.3243,ilc_di12,3.2891,2024-10-18
2015,CY,LU55,50-64,T,9332.33,15501.02,28.03,0.65,12.65,29.93,35.8,3.16,10.64,4.57,16.65,0.256,ilc_lvhl11,1.4457,2025-07-05
2016,FR,DK563,0-17,M,26093.21,22593.16,19.87,1.62,4.75,21.1,38.66,3.95,7.53,19.19,6.71,0.8321,ilc_peps01n,1.8102,2025-10-13
2017,IT,DE48,25-49,F,6710.9,11647.44,29.31,5.81,8.75,35.61,35.43,6.48,17.8,1.14,10.1,0.4905,ilc_li02,1.0717,2024-07-13
2018,NL,FR127,65+,T,33872.14,27037.26,23.92,1.94,17.85,30.93,20.72,7.0,5.28,5.42,15.62,0.7672,ilc_lvho07,0.89,2024-10-25
2019,SI,GR99,18-24,M,17170.24,30076.2,27.8,5.61,15.4,31.65,40.91,8.11,7.94,23.12,14.66,0.8751,ilc_di12,1.2371,2024-10-01
2020,BG,CZ74,50-64,F,9048.64,14292.85,10.83,0.68,7.81,13.66,32.03,13.49,14.43,19.89,11.46,0.4732,ilc_lvhl11,0.8513,2024-05-30
2021,EE,SE25,0-17,T,20902.44,30463.7,21.67,9.81,4.43,24.01,34.45,5.71,7.52,19.28,8.39,0.768,ilc_peps01n,1.895,2024-09-17
2022,HU,LV280,25-49,M,20572.17,31638.67,13.1,12.42,4.1,19.0,20.51,8.84,17.6,7.88,11.77,0.8451,ilc_li02,1.9901,2024-11-07
2023,LU,LU16,65+,F,11872.38,19309.78,24.2,3.4,14.64,29.65,24.9,6.16,7.97,7.41,16.14,0.8577,ilc_lvho07,3.1109,2025-12-20
2024,RO,IE72,18-24,T,18903.01,17315.99,7.67,9.57,8.15,15.21,35.53,7.78,7.7,19.95,14.94,0.6783,ilc_di12,2.835,2024-01-10
2025,AT,BE496,50-64,M,13907.63,17651.49,16.23,0.65,11.89,18.28,36.46,14.5,6.98,17.59,12.11,0.913,ilc_lvhl11,0.7754,2024-05-13
2026,CZ,HU15,0-17,F,33089.76,31198.53,27.4,10.79,5.34,30.67,35.21,3.36,16.07,19.68,13.14,0.776,ilc_peps01n,1.3224,2025-04-24
2010,DE,BE45,25-49,T,15774.05,12200.06,10.21,12.3,11.01,17.01,31.81,15.23,6.16,17.94,4.75,0.5851,ilc_li02,1.3075,2024-10-18
2011,LV,AT40,65+,M,23303.56,31838.51,19.58,4.96,11.53,23.17,31.12,5.2,11.12,8.41,14.23,0.6898,ilc_lvho07,0.9428,2024-10-30
2012,PL,ES8,18-24,F,15428.5,23372.71,30.73,2.88,4.17,32.28,39.83,12.6,12.64,21.75,6.51,0.7621,ilc_di12,0.551,2025-10-08
2013,ES,PT123,50-64,T,13042.45,10289.57,29.93,5.66,11.32,37.2,39.91,14.4,8.96,18.66,12.34,0.208,ilc_lvhl11,0.9422,2024-10-22
2014,HR,HR360,0-17,M,10695.41,14466.46,28.41,10.32,12.33,35.76,25.51,5.64,11.76,6.49,15.9,0.5896,ilc_peps01n,1.936,2024-08-30
2015,FI,PL876,25-49,F,24292.74,20643.74,27.17,6.88,12.68,33.14,23.39,8.52,13.36,13.78,9.7,0.4714,ilc_li02,1.9667,2025-02-12
2016,IE,FR513,65+,T,21212.66,20255.13,24.91,4.21,2.49,26.8,34.39,8.69,20.48,17.27,7.23,0.3355,ilc_lvho07,2.3498,2025-01-19
2017,MT,LU107,18-24,M,16176.51,28383.3,12.89,0.77,5.29,14.72,24.23,8.74,6.26,23.76,13.79,0.3646,ilc_di12,0.5887,2025-01-30
2018,SK,PL32,50-64,F,34234.48,28421.0,17.93,7.03,4.32,21.43,27.3,2.61,11.9,17.58,6.46,0.7908,ilc_lvhl11,1.1541,2024-03-05
2019,BE,PT7,0-17,T,8456.35,13506.54,12.2,9.68,10.39,18.75,37.9,15.34,16.01,13.68,13.17,0.9165,ilc_peps01n,1.2273,2025-07-21
2020,DK,EE927,25-49,M,26823.98,30035.85,21.13,9.8,4.49,26.28,35.96,2.93,17.47,2.54,15.63,0.4144,ilc_li02,0.4794,2026-02-12
2021,GR,BE972,65+,F,8964.43,12930.17,30.67,9.48,16.1,37.68,30.69,8.11,15.06,3.07,11.21,0.557,ilc_lvho07,0.4743,2025-05-22
2022,LT,SE82,18-24,T,15453.17,17693.08,19.24,11.12,16.01,26.19,32.7,11.82,16.01,13.79,11.86,0.8422,ilc_di12,1.6709,2024-01-18
2023,PT,BG31,50-64,M,43988.74,32842.92,17.47,8.99,11.28,22.78,22.98,12.5,12.21,14.76,14.27,0.8695,ilc_lvhl11,0.3485,2026-02-20
2024,SE,RO75,0-17,F,29936.91,25778.67,26.66,2.1,2.91,28.53,35.69,14.82,8.72,6.88,8.72,0.7433,ilc_peps01n,3.018,2024-04-21
2025,CY,HR8,25-49,T,24619.79,19844.16,11.32,1.75,8.03,12.42,23.26,13.37,14.21,20.37,10.1,0.8806,ilc_li02,0.8945,2025-02-06
2026,FR,NL567,65+,M,27784.48,27034.44,29.99,7.97,17.43,36.55,32.38,4.67,12.39,22.44,6.21,0.4736,ilc_lvho07,1.2886,2024-12-12
2010,IT,DK86,18-24,F,16368.01,25345.58,15.26,1.73,3.68,17.63,21.59,5.49,5.81,15.7,5.15,0.7672,ilc_di12,2.1647,2025-05-22
2011,NL,HU58,50-64,T,18215.9,16424.5,16.02,11.55,13.22,24.95,23.22,11.34,5.33,16.1,16.23,0.7566,ilc_lvhl11,1.9755,2025-02-22
2012,SI,DE9,0-17,M,27543.94,31926.46,16.11,1.42,3.35,17.4,37.23,12.75,14.02,11.39,7.0,0.8255,ilc_peps01n,0.3769,2024-02-27
2013,BG,ES23,25-49,F,22317.9,31828.64,6.23,11.5,8.39,14.62,31.91,5.82,7.06,3.13,10.95,0.9183,ilc_li02,1.0189,2026-02-22
2014,EE,HR71,65+,T,16078.88,12068.42,27.42,3.2,17.15,33.31,30.55,3.48,7.62,12.62,9.15,0.8067,ilc_lvho07,2.2259,2025-03-30
2015,HU,DE588,18-24,M,21475.27,30430.54,21.7,10.26,11.31,28.4,26.92,11.37,19.73,21.69,9.34,0.6866,ilc_di12,1.6594,2025-01-27
2016,LU,RO2,50-64,F,15894.35,12802.66,13.73,11.85,1.18,19.25,24.88,5.02,10.54,12.24,13.86,0.8777,ilc_lvhl11,0.314,2025-07-26
2017,RO,CY895,0-17,T,6973.72,12659.6,11.75,10.05,6.68,15.79,31.93,15.36,4.48,7.53,17.6,0.3247,ilc_peps01n,2.0793,2024-01-09
2018,AT,AT621,25-49,M,9941.13,13330.05,23.17,1.58,2.19,24.96,41.21,6.77,4.88,10.41,15.92,0.625,ilc_li02,1.3761,2025-07-11
2019,CZ,ES1,65+,F,18137.06,22948.1,11.71,4.83,5.22,13.32,23.67,15.9,9.1,21.41,4.38,0.4792,ilc_lvho07,3.3989,2024-06-12
2020,DE,SI49,18-24,T,13407.56,15360.03,9.66,3.35,10.32,11.18,32.95,10.75,18.41,15.48,12.4,0.6084,ilc_di12,2.1611,2025-06-01
2021,LV,LU5,50-64,M,23601.84,19829.96,17.88,3.32,6.14,19.67,33.89,13.19,13.52,7.21,8.85,0.1887,ilc_lvhl11,2.3055,2025-10-07
2022,PL,EE2,0-17,F,18345.99,16734.68,23.44,7.1,16.28,32.04,26.26,7.43,3.86,1.13,12.06,0.629,ilc_peps01n,3.0805,2024-11-09
2023,ES,IT303,25-49,T,16401.6,22957.59,13.53,8.41,7.54,20.36,22.02,14.29,11.45,1.12,11.56,0.43,ilc_li02,0.3741,2024-01-03
2024,HR,CY853,65+,M,6882.66,11360.66,8.01,8.52,16.3,16.51,40.82,6.35,5.47,9.63,9.83,0.1506,ilc_lvho07,0.651,2025-12-11
2025,FI,PL525,18-24,F,9997.62,9621.99,29.49,1.4,6.95,31.58,29.34,8.23,20.22,22.57,6.66,0.9317,ilc_di12,0.523,2024-04-02
2026,IE,HR772,50-64,T,22765.21,28637.39,22.67,2.82,14.27,26.95,34.25,7.13,10.48,10.1,13.43,0.4378,ilc_lvhl11,1.9427,2025-11-22
2010,MT,CZ706,0-17,M,15665.3,21112.79,20.72,4.06,15.88,28.0,34.44,3.98,4.22,3.11,6.2,0.7202,ilc_peps01n,2.969,2024-04-18
2011,SK,DE6,25-49,F,20282.41,33715.87,11.47,9.05,15.12,16.85,37.32,5.57,20.45,12.81,6.53,0.6017,ilc_li02,2.5513,2024-10-17
2012,BE,BG918,65+,T,18461.25,23520.35,25.17,1.23,2.84,23.82,32.3,7.69,15.57,4.86,15.67,0.2893,ilc_lvho07,2.5094,2025-08-29
2013,DK,LU515,18-24,M,19956.94,18922.13,27.27,11.53,12.91,36.47,23.5,11.3,17.41,7.23,8.24,0.3255,ilc_di12,2.5438,2025-08-05
2014,GR,LV829,50-64,F,13507.15,13314.9,26.53,11.92,6.56,33.05,20.69,15.71,17.23,19.82,9.98,0.5072,ilc_lvhl11,2.0393,2024-01-08
2015,LT,HR957,0-17,T,18619.94,22563.1,26.22,5.98,1.56,28.81,24.88,10.43,11.1,15.08,9.66,0.9305,ilc_peps01n,3.4,2025-06-12
2016,PT,SK43,25-49,M,13927.37,16674.03,8.13,10.41,17.26,16.97,22.64,12.76,13.28,16.08,17.84,0.342,ilc_li02,1.4912,2025-04-30
2017,SE,MT5,65+,F,13105.65,10066.21,28.9,3.18,2.76,29.13,24.46,9.68,20.89,3.68,17.19,0.807,ilc_lvho07,0.911,2025-10-13
2018,CY,MT49,18-24,T,11778.63,14070.96,14.52,11.26,6.71,21.71,30.9,5.11,11.5,14.32,17.61,0.8491,ilc_di12,1.5921,2024-08-13
2019,FR,NL19,50-64,M,12731.4,13393.92,26.21,7.74,12.21,33.51,29.29,15.09,13.86,17.26,12.17,0.5684,ilc_lvhl11,3.1754,2024-09-29
2020,IT,RO69,0-17,F,9189.78,11319.46,9.71,1.38,12.15,13.14,27.6,4.0,5.66,9.17,6.35,0.4536,ilc_peps01n,1.412,2024-08-08
2021,NL,AT41,25-49,T,27406.36,31749.44,20.53,5.09,2.7,22.17,28.73,9.14,11.79,4.51,16.54,0.2079,ilc_li02,3.4771,2025-10-24
2022,SI,FI502,65+,M,23302.82,18321.28,8.75,6.54,14.12,16.77,35.53,8.6,11.08,20.66,6.54,0.2202,ilc_lvho07,1.1566,2025-06-13
2023,BG,BE8,18-24,F,24581.58,25615.27,7.84,9.29,3.36,12.92,32.08,13.64,13.81,4.49,9.48,0.6023,ilc_di12,1.6287,2024-06-20
2024,EE,DK7,50-64,T,26613.39,30319.12,10.21,5.98,16.57,18.63,28.12,8.53,14.02,5.3,7.77,0.8645,ilc_lvhl11,3.5353,2024-12-05
2025,HU,CY85,0-17,M,20058.35,20869.92,8.92,10.48,1.88,13.93,25.75,12.6,4.92,10.03,3.92,0.8532,ilc_peps01n,1.1345,2024-11-05
2026,LU,CZ88,25-49,F,25812.18,21561.46,14.12,5.09,9.7,20.45,29.07,9.15,9.63,21.53,5.69,0.5113,ilc_li02,2.2142,2025-09-22
2010,RO,LV2,65+,T,14256.92,20040.38,10.48,5.66,14.09,18.45,32.24,8.61,18.59,14.12,11.17,0.9138,ilc_lvho07,1.1004,2024-05-05
2011,AT,HR216,18-24,M,29087.99,32136.83,6.97,7.02,11.3,10.5,24.43,13.95,9.53,13.43,8.55,0.8015,ilc_di12,0.4329,2025-03-10
2012,CZ,RO76,50-64,F,22403.26,24451.99,14.76,1.67,9.11,19.87,39.4,8.66,3.17,12.6,13.84,0.3684,ilc_lvhl11,1.5882,2025-04-10
2013,DE,SI10,0-17,T,9296.66,11116.67,11.7,7.21,15.22,19.64,36.47,4.23,20.62,19.05,15.56,0.9118,ilc_peps01n,0.8158,2024-08-30
2014,LV,CY752,25-49,M,19395.38,20742.06,18.79,2.05,2.86,22.01,20.14,7.57,15.69,11.21,7.22,0.5594,ilc_li02,3.1002,2024-04-17
2015,PL,SK15,65+,F,17359.95,13261.5,16.29,1.32,12.52,20.05,40.93,9.13,4.03,1.75,17.37,0.6324,ilc_lvho07,2.195,2024-07-29
2016,ES,HU3,18-24,T,8458.14,12703.85,12.88,6.31,6.04,18.35,26.69,9.08,18.5,9.71,10.09,0.8315,ilc_di12,1.5624,2024-09-26
2017,HR,NL78,50-64,M,26819.36,27617.43,28.27,11.22,2.94,31.22,32.45,5.36,20.45,3.76,6.36,0.4541,ilc_lvhl11,3.4646,2024-08-26
2018,FI,PL96,0-17,F,12967.02,11576.6,30.23,5.74,10.86,37.21,32.1,2.08,11.55,20.51,5.96,0.4534,ilc_peps01n,2.954,2024-06-03
2019,IE,LV59,25-49,T,12662.32,14485.74,31.48,12.49,12.14,37.93,28.19,3.84,14.11,17.29,4.38,0.9115,ilc_li02,0.5314,2024-04-10
2020,MT,RO77,65+,M,12862.38,17956.76,14.44,2.83,1.07,13.38,30.08,12.99,13.8,1.34,10.65,0.6358,ilc_lvho07,2.8033,2025-05-01
2021,SK,SK272,18-24,F,9030.69,11106.85,30.2,10.43,12.97,36.2,27.81,4.96,5.27,8.55,16.16,0.3288,ilc_di12,1.7026,2025-06-13
2022,BE,FI678,50-64,T,30272.98,33021.45,16.08,10.3,3.56,21.67,37.44,14.71,13.41,22.36,9.19,0.2816,ilc_lvhl11,0.6047,2024-10-10
2023,DK,SE5,0-17,M,19072.92,16869.47,20.07,7.36,11.63,27.04,22.92,7.26,15.48,12.34,16.03,0.3037,ilc_peps01n,3.3067,2024-11-24
2024,GR,DE197,25-49,F,8073.25,10324.24,23.95,6.74,17.64,31.32,26.09,13.03,8.71,16.21,17.93,0.3001,ilc_li02,2.8159,2025-08-22
2025,LT,LV225,65+,T,14115.33,14383.49,27.35,2.44,11.96,33.07,32.94,4.16,19.66,9.41,11.92,0.6875,ilc_lvho07,0.7266,2025-06-16
2026,PT,LT888,18-24,M,15262.39,17033.83,19.88,1.07,13.87,22.6,37.48,3.09,18.95,15.91,5.83,0.7189,ilc_di12,3.3255,2024-05-16
2010,SE,CZ567,50-64,F,32453.38,33675.15,21.59,7.15,2.17,24.59,39.12,8.99,10.71,23.14,14.74,0.6498,ilc_lvhl11,2.7553,2026-02-03
2011,CY,SI85,0-17,T,25950.0,33701.74,24.93,10.45,17.65,31.52,20.79,12.28,13.64,9.67,7.19,0.5447,ilc_peps01n,0.6316,2024-10-02
2012,FR,MT53,25-49,M,19662.98,21601.18,26.09,6.47,9.35,29.71,25.33,3.27,17.1,14.0,3.29,0.4468,ilc_li02,0.7577,2025-06-01
2013,IT,LV874,65+,F,36311.94,32062.4,23.2,6.16,14.98,27.95,22.56,2.76,15.11,12.79,17.18,0.6146,ilc_lvho07,1.0047,2024-11-07
2014,NL,NL580,18-24,T,25919.64,28618.21,28.82,5.71,9.41,34.51,22.81,5.57,19.06,21.26,17.11,0.4158,ilc_di12,3.3018,2024-10-21
2015,SI,IE48,50-64,M,14733.21,11898.71,17.54,3.29,3.7,21.3,32.2,15.81,10.41,10.88,8.96,0.2989,ilc_lvhl11,0.9326,2025-11-25
2016,BG,SE84,0-17,F,20393.82,16123.32,22.16,10.09,2.31,27.58,26.9,13.78,17.55,15.43,7.43,0.2022,ilc_peps01n,2.4734,2025-08-16
2017,EE,GR822,25-49,T,30124.05,28564.6,11.98,3.37,7.81,17.06,40.77,8.77,7.24,12.7,8.36,0.3907,ilc_li02,1.7267,2025-09-20
2018,HU,SE90,65+,M,14113.99,20363.28,24.76,4.35,10.51,30.11,26.4,15.48,19.9,5.36,17.59,0.8709,ilc_lvho07,2.3328,2024-06-07
2019,LU,SE69,18-24,F,23673.49,24266.44,12.34,2.6,3.08,12.41,21.51,12.52,4.95,19.33,7.94,0.7733,ilc_di12,2.052,2024-09-13
2020,RO,BG38,50-64,T,23819.85,25480.48,22.88,9.1,10.2,29.68,37.88,13.26,20.9,21.67,10.83,0.8219,ilc_lvhl11,3.3449,2025-09-29
2021,AT,CZ183,0-17,M,19303.01,21897.58,15.82,11.15,2.01,20.61,40.94,12.31,7.21,2.1,14.15,0.9326,ilc_peps01n,3.3006,2025-01-25
2022,CZ,CZ35,25-49,F,9938.12,10863.67,24.26,1.13,10.52,27.64,33.41,5.03,7.89,23.71,8.97,0.7512,ilc_li02,0.9281,2025-04-01
2023,DE,IE439,65+,T,26025.83,22288.67,11.14,3.31,12.06,17.63,26.76,7.15,18.88,16.95,15.42,0.5961,ilc_lvho07,1.2059,2025-05-08
2024,LV,MT71,18-24,M,29644.2,27204.15,11.7,5.87,12.64,16.73,21.69,6.39,11.5,15.75,6.31,0.2067,ilc_di12,2.8678,2025-07-20
2025,PL,RO997,50-64,F,25351.67,25953.73,7.23,5.36,2.18,10.1,40.28,4.71,20.88,5.45,13.25,0.524,ilc_lvhl11,3.1264,2024-11-01
2026,ES,MT66,0-17,T,30868.99,24440.02,9.23,0.92,16.63,13.56,34.05,12.86,7.35,23.11,10.52,0.9352,ilc_peps01n,1.5021,2025-04-15
2010,HR,EE74,25-49,M,14011.29,11750.12,30.48,1.39,11.43,35.65,26.36,10.54,17.53,4.23,16.4,0.4136,ilc_li02,1.4836,2024-01-30
2011,FI,CY156,65+,F,10434.34,16793.51,6.88,4.29,3.98,11.64,33.18,7.82,6.26,3.4,6.22,0.9201,ilc_lvho07,3.4246,2025-07-13
2012,IE,FI9,18-24,T,10623.33,15690.8,23.09,3.65,9.81,25.61,20.31,3.02,6.4,10.83,4.2,0.4638,ilc_di12,1.5448,2024-04-22
2013,MT,ES6,50-64,M,17256.54,23289.61,27.72,9.54,15.19,33.66,37.26,5.55,20.06,19.48,10.63,0.2397,ilc_lvhl11,1.2325,2026-02-14
2014,SK,CZ276,0-17,F,22004.37,19749.56,31.61,7.61,8.54,34.2,33.35,12.6,18.58,15.88,8.31,0.8111,ilc_peps01n,0.367,2024-05-10
2015,BE,FI72,25-49,T,12442.23,20569.99,21.78,11.25,3.77,27.84,40.62,10.55,11.39,18.07,5.86,0.9298,ilc_li02,1.8149,2024-10-30
2016,DK,BE580,65+,M,25194.35,19594.4,20.44,9.59,15.62,25.97,28.21,11.79,10.72,23.96,8.53,0.817,ilc_lvho07,2.5542,2025-09-07
2017,GR,LV14,18-24,F,26851.54,21454.98,16.23,3.15,7.72,17.17,37.84,15.59,17.38,4.59,16.06,0.6104,ilc_di12,0.4662,2024-06-02
2018,LT,GR9,50-64,T,9142.79,11766.79,27.01,2.22,4.56,28.57,25.88,15.98,16.73,3.36,3.91,0.2169,ilc_lvhl11,2.6987,2025-11-19
2019,PT,HU5,0-17,M,31555.06,29332.57,22.07,5.99,13.56,29.29,32.64,7.41,3.08,4.07,13.97,0.9002,ilc_peps01n,1.1222,2025-07-25
2020,SE,RO48,25-49,F,34766.88,28083.07,22.85,0.6,9.75,23.22,34.8,6.16,18.83,15.96,11.68,0.9475,ilc_li02,0.333,2025-07-13
2021,CY,IE495,65+,T,10619.14,11659.23,30.57,6.17,3.33,35.87,23.84,15.33,16.49,20.47,8.73,0.6597,ilc_lvho07,1.8836,2025-11-30
2022,FR,CZ21,18-24,M,11722.28,17177.38,30.42,6.78,16.24,35.47,20.27,7.79,19.17,2.92,12.68,0.9276,ilc_di12,1.4403,2024-05-03
2023,IT,HR783,50-64,F,14261.19,21085.0,19.8,11.14,10.24,26.8,28.5,4.56,6.15,23.38,7.5,0.3005,ilc_lvhl11,1.2349,2025-01-15
2024,NL,LV491,0-17,T,30512.24,24712.26,6.56,8.55,14.89,12.81,20.88,8.87,15.54,23.08,14.71,0.4328,ilc_peps01n,0.8748,2025-12-11
2025,SI,PL23,25-49,M,22940.08,24548.37,23.64,8.47,7.37,29.04,41.34,4.42,13.57,16.28,8.29,0.238,ilc_li02,0.7844,2025-04-09
2026,BG,IE677,65+,F,22860.58,28350.39,11.06,2.46,9.21,12.48,24.45,5.15,18.14,8.56,12.11,0.3831,ilc_lvho07,0.4546,2024-03-23
2010,EE,LT9,18-24,T,18352.56,28794.89,20.47,3.67,15.44,23.56,27.19,3.22,11.14,23.93,15.51,0.6407,ilc_di12,1.7259,2024-11-03
2011,HU,CY4,50-64,M,28898.05,26465.77,15.47,3.59,1.39,19.46,39.81,15.94,6.81,9.25,12.06,0.8292,ilc_lvhl11,3.0157,2024-11-16
2012,LU,PL726,0-17,F,11321.03,13035.77,19.69,4.75,15.15,27.17,21.24,8.67,10.8,4.22,10.55,0.1604,ilc_peps01n,3.1496,2024-02-28
2013,RO,ES51,25-49,T,17608.91,13980.73,15.74,6.2,3.46,18.86,21.94,5.25,12.39,8.63,7.52,0.5277,ilc_li02,2.5177,2024-03-03
2014,AT,SE4,65+,M,10770.71,11705.8,28.38,10.97,16.03,37.89,30.14,13.86,20.69,9.3,6.09,0.3358,ilc_lvho07,2.2089,2024-12-06
2015,CZ,FI590,18-24,F,30428.38,26724.11,9.29,2.62,11.51,15.16,23.77,15.24,13.87,3.11,16.71,0.5296,ilc_di12,1.3966,2025-06-27
2016,DE,PL9,50-64,T,10046.06,14296.04,12.71,4.77,12.13,19.13,35.95,10.98,3.18,18.45,15.28,0.5971,ilc_lvhl11,0.6468,2024-09-23
2017,LV,LU69,0-17,M,21607.73,19136.29,7.67,0.57,8.33,11.86,20.23,4.26,11.23,6.69,9.82,0.9033,ilc_peps01n,0.896,2025-09-07
2018,PL,RO7,25-49,F,17414.05,19491.73,24.85,10.39,13.76,30.54,31.57,5.38,17.32,12.59,14.7,0.8204,ilc_li02,0.8605,2025-02-28
2019,ES,SI609,65+,T,33766.4,33800.0,24.92,11.24,15.89,33.69,28.0,13.71,8.06,10.2,15.96,0.8607,ilc_lvho07,3.583,2025-12-04
