health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_socioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2010,SA0000671,DM2,28.26,608.43,932.97,445.94,1.44,18.26,17.41,15.17,36.2,83.3,80.17,46.88,425.5,0.63,0.9473,WHO_STD,0.659
2014,SA0000672,COPD,9.99,904.54,1101.49,758.37,0.97,24.83,45.39,7.89,44.1,41.7,83.35,82.52,466.18,0.7067,0.3142,2000_US_STD,1.405
2010,SA0000673,ARTHRITIS,31.52,469.81,559.97,677.98,1.48,18.97,46.57,9.47,55.22,23.4,87.33,79.92,140.88,0.027,0.9842,2010_US_STD,2.82
2021,SA0000674,CAD,15.5,1578.21,844.29,226.68,7.09,16.39,30.82,10.66,76.84,73.8,88.46,56.92,691.93,0.2282,0.0005,WHO_STD,4.956
2021,SA0000675,CAD,14.55,246.26,589.41,887.35,6.64,24.9,31.74,12.55,51.18,36.8,54.59,50.64,691.24,0.4333,0.3553,2000_US_STD,2.84
2016,SA0000676,ASTHMA,5.48,854.7,563.42,494.29,2.86,11.69,19.95,16.73,36.55,48.9,80.25,70.75,642.0,0.3805,0.4457,WHO_STD,1.797
2025,SA0000677,HTN,22.84,1618.11,664.43,445.24,7.16,5.64,15.07,12.06,45.03,7.6,71.28,85.58,857.88,0.549,0.7235,2010_US_STD,2.33
2015,SA0000678,COPD,13.58,692.68,338.66,269.55,0.64,12.83,24.83,12.52,53.92,61.5,49.34,89.2,270.29,0.6277,0.9321,2010_US_STD,2.78
2020,SA0000679,DEMENTIA,42.09,652.23,990.42,188.7,5.17,7.87,43.93,4.4,31.72,99.9,81.31,88.33,590.28,0.7181,0.1465,2010_US_STD,0.197
2010,SA0000680,DEMENTIA,32.13,1728.53,1152.86,422.5,3.48,16.82,24.83,16.46,34.62,45.3,67.82,78.2,108.97,0.5463,0.8236,2010_US_STD,1.795
2017,SA0000681,HTN,30.76,1420.77,653.93,808.81,5.33,7.32,28.55,2.79,32.14,19.6,60.84,54.76,458.67,0.8796,0.8413,2000_US_STD,0.849
2025,SA0000682,STROKE,35.53,168.35,664.58,44.84,1.98,9.03,24.6,2.44,71.62,44.7,60.76,64.83,349.05,0.9529,0.241,WHO_STD,3.79
2011,SA0000683,CKD,20.59,75.91,951.19,392.52,0.55,9.67,23.56,6.94,36.39,20.3,46.2,62.3,294.74,0.7558,0.6349,WHO_STD,3.359
2013,SA0000684,DEMENTIA,30.82,493.32,480.07,728.92,6.44,11.14,42.54,9.75,48.72,85.1,45.23,80.58,583.95,0.6338,0.9612,WHO_STD,5.576
2017,SA0000685,CAD,36.27,1579.11,948.85,350.94,7.16,25.74,41.2,3.53,74.63,85.7,55.45,45.87,61.43,0.6788,0.5013,2000_US_STD,4.895
2010,SA0000686,CKD,29.6,1735.23,44.51,893.11,1.99,25.28,36.48,16.85,38.62,2.8,69.01,64.91,620.17,0.0099,0.6996,2010_US_STD,5.906
2022,SA0000687,CKD,28.42,381.28,170.85,701.7,1.34,16.79,23.89,4.19,67.11,24.1,63.68,54.67,740.43,0.9215,0.4003,2010_US_STD,5.803
2010,SA0000688,CANCER,1.17,1502.54,1001.21,721.28,5.66,15.19,46.42,15.28,40.49,64.4,87.51,62.3,100.19,0.8638,0.2712,2010_US_STD,0.855
2025,SA0000689,STROKE,2.27,575.48,50.34,75.6,0.92,25.59,34.51,16.64,66.17,95.8,69.85,59.8,413.0,0.007,0.0284,2000_US_STD,5.529
2023,SA0000690,CAD,40.52,1659.13,76.47,328.58,0.54,3.06,47.05,11.25,73.18,43.6,46.52,52.77,18.73,0.1809,0.6018,2000_US_STD,4.512
2011,SA0000691,CANCER,40.53,1172.07,400.0,451.04,6.8,21.26,23.8,8.4,54.47,85.7,49.17,35.8,592.07,0.6247,0.2342,WHO_STD,3.628
2013,SA0000692,ASTHMA,36.25,742.94,1127.25,134.72,7.51,5.2,29.66,7.43,31.69,89.4,69.58,23.44,536.51,0.0771,0.2312,2000_US_STD,5.309
2012,SA0000693,STROKE,28.0,1320.32,616.93,878.59,1.73,15.01,15.62,3.38,76.57,97.9,69.23,79.58,233.95,0.5266,0.682,2010_US_STD,2.192
2010,SA0000694,ARTHRITIS,8.42,318.57,31.23,123.73,1.8,5.61,24.38,8.87,38.37,31.8,46.05,72.63,527.68,0.5384,0.8955,2010_US_STD,1.521
2024,SA0000695,CAD,7.15,568.16,701.65,602.88,3.08,27.05,30.49,6.05,74.52,56.1,77.11,79.97,14.87,0.6424,0.2045,2000_US_STD,1.36
2018,SA0000696,CKD,44.71,124.67,1150.24,45.52,6.17,21.08,18.73,15.79,46.78,90.7,45.22,88.32,450.22,0.0251,0.8969,WHO_STD,4.672
2025,SA0000697,CKD,27.2,1345.07,977.41,447.59,0.97,10.46,42.87,8.22,75.18,16.9,59.43,81.48,186.24,0.7289,0.9575,2000_US_STD,1.292
2022,SA0000698,CAD,4.19,1625.15,765.34,496.98,7.91,5.09,15.07,13.73,48.38,13.8,92.66,69.73,513.83,0.9009,0.1713,2000_US_STD,5.905
2022,SA0000699,STROKE,37.56,641.43,689.59,64.39,0.48,11.26,45.08,8.7,74.13,36.4,60.22,47.48,636.01,0.9454,0.6639,2010_US_STD,3.411
2018,SA0000700,CKD,24.57,1078.2,942.21,109.34,5.9,10.22,38.04,17.42,45.87,83.3,88.53,46.29,876.7,0.7462,0.0746,WHO_STD,2.359
2025,SA0000701,STROKE,7.51,734.06,631.58,863.07,7.8,15.28,36.9,4.15,51.8,51.3,94.0,22.18,730.69,0.5158,0.0875,2000_US_STD,2.551
2025,SA0000702,CAD,11.89,560.53,345.73,113.81,3.85,26.5,16.22,6.35,76.49,52.7,56.79,82.2,885.33,0.9197,0.9301,WHO_STD,5.249
2010,SA0000703,ARTHRITIS,14.83,1262.29,842.01,10.48,4.42,24.88,25.61,17.41,68.76,77.8,89.68,61.42,431.6,0.2151,0.6335,2000_US_STD,3.815
2010,SA0000704,STROKE,7.57,1428.41,688.7,470.35,5.93,14.54,42.85,8.34,32.0,5.7,48.67,72.56,216.22,0.4595,0.5283,2010_US_STD,4.271
2018,SA0000705,CAD,33.08,1003.64,54.0,603.01,2.0,10.69,23.17,9.15,71.35,11.9,89.15,62.27,560.23,0.7325,0.8093,2010_US_STD,2.798
2020,SA0000706,CKD,29.69,337.49,575.34,139.22,2.98,23.28,13.5,12.92,65.2,42.2,77.42,54.48,567.73,0.534,0.0675,2010_US_STD,4.931
2022,SA0000707,COPD,9.26,361.27,388.42,199.88,4.49,15.07,13.81,5.22,47.58,41.2,69.54,43.31,303.09,0.2182,0.632,WHO_STD,4.967
2012,SA0000708,HTN,32.03,175.09,677.67,569.81,5.3,21.88,39.44,5.72,31.17,4.7,87.39,64.2,367.98,0.7656,0.8653,WHO_STD,2.977
2018,SA0000709,CANCER,6.59,1118.9,489.85,560.68,2.5,7.74,17.73,14.78,36.85,52.5,93.38,89.98,208.11,0.8895,0.6535,WHO_STD,2.088
2022,SA0000710,STROKE,44.36,1454.23,937.86,653.2,6.43,15.57,44.23,10.01,62.97,60.2,55.48,29.64,41.12,0.0007,0.9255,2000_US_STD,5.65
2020,SA0000711,CKD,12.23,752.38,811.5,154.52,4.73,15.12,29.75,13.72,40.26,54.7,55.15,40.76,665.91,0.7931,0.8321,WHO_STD,4.651
2016,SA0000712,CANCER,13.95,640.03,675.3,372.26,4.52,10.21,14.35,14.89,76.32,94.0,80.52,46.91,293.9,0.4215,0.7503,2010_US_STD,5.144
2016,SA0000713,CANCER,14.67,1543.0,603.62,536.59,3.87,4.48,45.12,2.02,38.98,15.3,67.87,84.31,716.44,0.7724,0.1384,WHO_STD,1.099
2014,SA0000714,CAD,14.45,1491.36,1114.78,74.83,3.73,5.54,35.98,13.02,40.51,78.3,70.79,28.04,866.8,0.4687,0.3541,WHO_STD,1.289
2025,SA0000715,DEMENTIA,34.53,849.34,52.73,816.15,1.82,4.05,15.73,17.99,36.44,53.9,60.02,78.98,34.25,0.2547,0.1315,2000_US_STD,3.613
2016,SA0000716,ASTHMA,4.29,1512.96,105.04,6.73,6.81,14.04,18.55,11.41,50.97,92.8,73.96,40.03,789.29,0.6824,0.9093,WHO_STD,4.897
2020,SA0000717,DEMENTIA,43.25,1414.61,1058.52,138.04,5.56,19.38,42.05,5.89,52.16,28.0,88.36,59.09,289.28,0.9868,0.4355,WHO_STD,2.888
2010,SA0000718,DM2,31.55,367.19,869.81,693.91,1.43,13.22,16.97,10.27,64.78,8.4,61.78,83.09,193.78,0.6286,0.4733,2000_US_STD,2.994
2019,SA0000719,CKD,16.69,848.98,591.96,604.96,4.81,10.94,32.88,4.19,66.19,74.7,48.14,61.26,484.71,0.1281,0.1014,2000_US_STD,4.815
2018,SA0000720,ARTHRITIS,21.95,1071.81,1144.52,670.61,7.99,22.2,34.59,8.03,73.02,43.4,74.83,88.91,549.66,0.4754,0.0524,2000_US_STD,5.228
2015,SA0000721,HTN,30.49,1192.98,543.27,771.14,7.01,14.0,47.81,14.23,53.17,80.7,90.38,27.69,52.58,0.5573,0.9123,WHO_STD,2.135
2022,SA0000722,CKD,21.52,1074.72,970.14,549.46,7.3,12.52,15.88,7.68,73.58,31.3,53.03,30.98,536.37,0.9013,0.1966,WHO_STD,5.02
2018,SA0000723,CAD,44.97,361.49,401.69,72.13,5.44,10.83,26.21,8.52,69.92,50.4,94.86,50.65,336.91,0.2344,0.7594,WHO_STD,1.279
2011,SA0000724,CANCER,18.89,586.41,357.88,867.98,6.71,15.74,27.67,4.82,39.82,19.6,45.18,67.96,235.9,0.1744,0.9714,2000_US_STD,5.864
2021,SA0000725,CANCER,40.49,914.94,419.67,452.82,6.21,20.45,18.57,3.21,48.88,73.6,73.33,36.24,682.48,0.1837,0.8919,WHO_STD,2.637
2017,SA0000726,CANCER,39.53,1509.46,32.28,545.92,5.6,7.97,38.47,14.9,47.2,33.8,49.96,42.46,490.61,0.0325,0.0751,2010_US_STD,1.121
2023,SA0000727,CANCER,39.65,486.73,66.17,386.07,1.79,8.62,33.81,15.01,38.95,12.6,49.18,76.51,594.17,0.0728,0.9336,2010_US_STD,2.645
2012,SA0000728,CANCER,25.59,786.56,289.15,35.85,0.12,8.38,14.11,16.85,33.41,95.4,84.71,35.64,323.63,0.8945,0.8627,WHO_STD,0.591
2012,SA0000729,DM2,19.23,1164.88,143.47,300.48,6.98,17.0,24.37,11.53,72.93,34.8,63.26,87.6,347.21,0.841,0.9008,2000_US_STD,2.264
2015,SA0000730,CKD,17.63,192.62,780.61,450.34,1.44,7.4,13.54,5.56,75.78,19.6,52.5,77.86,859.37,0.1586,0.1918,WHO_STD,2.945
2024,SA0000731,HTN,17.38,974.23,1103.37,560.53,6.06,13.26,40.77,17.81,65.81,29.7,46.16,73.56,828.76,0.4672,0.5143,2000_US_STD,5.708
2022,SA0000732,DM2,9.03,1725.02,230.62,198.09,1.69,23.37,17.43,10.55,44.67,96.2,55.75,72.95,452.39,0.0643,0.469,2000_US_STD,2.854
2013,SA0000733,HTN,32.77,396.1,608.33,13.84,7.57,11.35,21.15,3.81,40.48,36.3,94.77,62.25,498.78,0.3889,0.9207,WHO_STD,4.705
2016,SA0000734,CKD,43.7,576.53,561.27,569.7,2.08,20.77,43.83,17.13,73.54,67.3,77.71,65.88,836.57,0.2093,0.7412,2010_US_STD,5.088
2023,SA0000735,CKD,21.64,1162.26,1195.34,578.1,1.48,22.57,21.21,6.24,56.27,53.8,82.4,89.71,136.62,0.0578,0.9728,WHO_STD,4.748
2019,SA0000736,CKD,26.65,283.0,1085.74,528.85,0.79,17.2,32.15,15.88,43.92,60.7,49.56,31.74,834.13,0.6667,0.1956,2000_US_STD,3.383
2025,SA0000737,CAD,21.73,637.66,38.61,843.49,3.51,5.36,17.39,15.8,32.6,78.7,72.3,71.37,105.74,0.6318,0.6373,2010_US_STD,3.791
2024,SA0000738,CANCER,31.25,1518.38,621.43,664.07,0.42,19.62,20.63,12.59,46.29,68.2,52.37,20.38,795.48,0.5528,0.8711,WHO_STD,5.991
2016,SA0000739,STROKE,20.54,1365.66,638.79,654.79,4.14,19.55,12.48,4.25,43.33,90.4,61.79,44.57,733.31,0.1093,0.1246,2010_US_STD,4.044
2014,SA0000740,ASTHMA,13.11,123.52,880.56,86.91,2.76,16.26,37.73,4.76,60.38,1.3,56.77,34.32,847.94,0.9019,0.1392,2010_US_STD,5.777
2023,SA0000741,CAD,44.5,1132.05,1040.34,795.39,3.6,13.44,39.76,7.21,31.5,41.0,57.69,52.48,229.49,0.9726,0.6404,2010_US_STD,0.321
2020,SA0000742,ASTHMA,30.33,1370.49,170.47,168.4,3.57,9.66,12.33,12.63,56.7,99.8,83.77,23.71,453.59,0.4991,0.1175,WHO_STD,1.75
2024,SA0000743,CKD,5.9,1263.56,1144.88,637.71,2.99,10.9,41.25,17.96,64.05,62.5,84.4,48.84,355.76,0.2783,0.8493,2000_US_STD,3.401
2011,SA0000744,COPD,40.4,49.14,385.94,214.38,2.17,5.92,19.37,12.26,38.39,24.6,53.84,21.97,867.96,0.7472,0.7815,2000_US_STD,2.542
2022,SA0000745,ARTHRITIS,24.64,1329.85,689.08,444.48,5.24,3.63,16.65,11.81,77.94,17.9,64.43,51.53,653.16,0.5172,0.0256,2010_US_STD,3.917
2018,SA0000746,CANCER,2.62,56.41,632.85,368.9,0.32,12.76,37.08,2.39,70.33,90.6,85.11,38.93,222.39,0.4473,0.62,2010_US_STD,5.067
2014,SA0000747,CAD,22.66,181.15,416.0,146.69,0.74,9.38,44.06,8.94,31.21,56.6,54.98,28.69,761.28,0.5602,0.8986,2000_US_STD,3.365
2011,SA0000748,COPD,2.6,514.33,547.13,641.7,7.06,8.44,18.38,8.23,69.1,72.5,94.3,61.06,849.07,0.8703,0.3905,2000_US_STD,1.67
2018,SA0000749,CANCER,38.78,737.83,917.65,461.07,2.17,5.88,19.42,2.96,62.61,75.2,76.82,58.4,588.89,0.0282,0.9028,WHO_STD,1.261
2017,SA0000750,CAD,11.81,1419.62,432.1,455.81,1.66,24.92,46.62,2.01,45.56,22.8,77.32,86.63,614.13,0.9655,0.5779,2010_US_STD,2.275
2018,SA0000751,CAD,4.63,1364.08,912.42,200.39,1.59,5.0,27.08,9.01,63.96,79.6,90.68,56.42,788.33,0.6175,0.7357,WHO_STD,1.222
2019,SA0000752,ASTHMA,9.08,227.5,388.13,128.0,6.78,15.22,27.59,17.03,45.46,3.8,66.17,23.48,10.18,0.5536,0.1065,WHO_STD,4.416
2011,SA0000753,CKD,2.76,766.69,74.98,246.96,6.33,9.55,37.92,12.46,33.35,43.8,47.48,33.29,539.77,0.0362,0.5826,WHO_STD,0.804
2015,SA0000754,HTN,16.3,1105.89,785.19,97.94,3.42,16.13,28.87,10.1,46.1,78.8,61.37,34.69,411.71,0.2288,0.1788,2010_US_STD,0.37
2020,SA0000755,COPD,28.99,1100.92,791.98,746.39,0.33,22.7,43.62,16.87,48.17,60.8,46.75,62.34,69.92,0.7371,0.5211,WHO_STD,3.659
2016,SA0000756,STROKE,38.79,1036.41,671.82,491.3,5.96,26.65,16.29,7.13,44.08,36.1,68.92,37.32,315.49,0.5449,0.4683,2010_US_STD,1.337
2017,SA0000757,DEMENTIA,38.94,759.27,841.81,328.4,2.84,5.67,47.31,14.84,62.63,66.3,70.04,55.17,445.5,0.5952,0.5617,2010_US_STD,4.119
2011,SA0000758,CAD,43.09,906.51,180.77,490.9,6.56,7.47,15.06,9.57,53.8,8.1,68.31,60.38,121.95,0.8287,0.7537,WHO_STD,1.711
2025,SA0000759,CANCER,7.42,917.88,43.16,86.34,5.36,7.69,31.43,10.85,55.43,91.9,85.43,59.41,412.35,0.9579,0.027,2010_US_STD,4.366
2022,SA0000760,HTN,13.53,931.42,968.72,554.37,4.86,7.73,27.81,17.62,48.42,73.0,90.15,56.78,589.48,0.3827,0.0157,2000_US_STD,1.676
2016,SA0000761,DM2,8.15,1455.54,543.33,495.04,1.39,14.32,32.99,6.32,35.02,28.6,78.9,78.38,321.44,0.5122,0.9323,2010_US_STD,2.528
2015,SA0000762,CAD,41.33,235.55,21.88,772.73,5.04,27.42,20.03,11.34,70.12,48.2,84.06,22.56,286.57,0.5468,0.8164,2000_US_STD,4.074
2014,SA0000763,CAD,35.34,1310.61,36.98,130.38,1.64,26.0,25.91,15.86,73.28,75.1,91.16,23.81,239.39,0.3438,0.973,2000_US_STD,5.245
2022,SA0000764,ARTHRITIS,10.36,1799.82,1017.34,91.26,5.33,19.18,19.29,5.33,44.79,20.4,84.07,62.68,546.31,0.5931,0.2702,2010_US_STD,2.461
2016,SA0000765,COPD,37.07,1198.44,654.46,681.07,5.81,12.78,46.26,9.4,70.25,61.6,49.6,81.68,393.82,0.5783,0.2062,2000_US_STD,3.479
2010,SA0000766,ASTHMA,21.03,1626.79,171.94,581.39,4.07,10.2,36.94,16.04,77.16,47.4,84.13,50.23,210.31,0.8434,0.1571,2000_US_STD,3.895
2024,SA0000767,CAD,31.17,1589.99,586.35,466.23,6.32,22.91,29.45,4.03,54.34,34.5,84.02,34.05,283.95,0.8922,0.8974,2000_US_STD,1.918
2016,SA0000768,DM2,30.09,948.95,679.35,105.39,7.51,11.64,33.26,16.75,38.45,65.1,59.9,60.66,719.99,0.4711,0.0121,2000_US_STD,1.191
2011,SA0000769,CAD,18.17,849.05,607.8,196.74,7.84,8.59,46.1,4.92,70.33,92.9,52.56,70.37,17.63,0.6313,0.1751,2000_US_STD,5.79
2018,SA0000770,ASTHMA,33.31,1277.19,1196.07,514.73,5.4,16.55,33.15,8.34,47.77,28.0,85.87,43.3,843.75,0.6948,0.7312,2000_US_STD,1.817
2020,SA0000771,ARTHRITIS,5.16,29.19,1089.8,773.84,1.33,22.68,21.14,13.89,67.09,29.2,68.22,21.29,214.4,0.6984,0.2726,2010_US_STD,1.0
2024,SA0000772,ASTHMA,3.17,866.46,323.16,174.13,3.14,23.94,37.64,5.6,57.89,95.5,90.94,78.51,360.79,0.4825,0.7025,2010_US_STD,4.229
2023,SA0000773,HTN,7.55,1069.06,1162.41,93.02,6.38,15.5,35.61,11.86,56.91,22.5,94.62,41.89,145.1,0.8691,0.8733,2000_US_STD,4.388
2018,SA0000774,HTN,41.68,373.0,278.27,467.28,0.14,19.26,41.81,2.06,38.55,10.7,46.99,88.96,551.31,0.9401,0.5308,2010_US_STD,4.883
2015,SA0000775,CAD,19.69,934.23,1184.34,60.64,7.16,25.22,19.47,16.77,32.46,98.5,87.33,21.17,608.09,0.2955,0.1048,WHO_STD,5.306
2025,SA0000776,CKD,28.18,942.07,517.53,124.92,0.0,13.76,47.28,4.87,52.39,80.4,92.59,62.75,127.25,0.3437,0.7589,WHO_STD,4.631
2012,SA0000777,STROKE,37.61,1250.17,474.74,136.49,6.45,19.27,42.75,3.55,42.78,60.5,87.58,55.47,647.05,0.5503,0.3244,2010_US_STD,2.203
2017,SA0000778,ASTHMA,14.94,1421.4,750.71,414.14,5.9,9.46,46.43,5.9,54.34,2.8,71.53,50.94,345.72,0.7312,0.5696,WHO_STD,1.231
2010,SA0000779,DM2,5.55,1401.15,241.94,888.64,1.35,4.85,30.3,17.26,71.07,5.2,63.7,53.79,623.24,0.2163,0.9282,2010_US_STD,2.308
2012,SA0000780,STROKE,35.62,120.93,1001.52,842.92,4.2,5.3,37.04,7.34,43.62,80.3,73.04,69.13,231.67,0.3929,0.7658,2010_US_STD,2.385
2015,SA0000781,CKD,38.26,944.96,458.07,176.99,6.76,4.88,47.94,12.06,50.74,47.0,88.25,43.08,284.45,0.5815,0.2462,2000_US_STD,1.057
2024,SA0000782,COPD,26.08,925.29,577.82,610.88,3.15,13.24,42.06,2.69,58.91,49.0,46.13,56.59,716.84,0.6219,0.5249,2000_US_STD,3.863
2025,SA0000783,ARTHRITIS,33.17,1019.34,367.64,306.7,1.77,20.01,19.42,15.51,64.62,16.7,78.3,79.2,526.12,0.4092,0.5961,2010_US_STD,3.999
2019,SA0000784,DEMENTIA,36.54,1744.0,913.33,27.45,4.25,7.28,30.54,14.96,59.0,42.1,58.09,41.65,536.39,0.7266,0.7144,WHO_STD,3.368
2021,SA0000785,ARTHRITIS,21.52,1518.6,867.19,50.45,5.06,18.42,23.51,3.35,51.45,23.0,78.82,30.93,378.02,0.3038,0.5984,2010_US_STD,5.299
2022,SA0000786,CANCER,2.09,1673.26,689.46,450.9,3.06,10.96,21.54,8.27,64.19,49.5,51.76,22.88,348.66,0.5253,0.4511,2000_US_STD,1.568
2015,SA0000787,DM2,37.6,1536.84,411.45,652.26,6.46,23.48,13.09,13.13,58.36,11.8,67.95,41.02,58.55,0.8799,0.1335,2000_US_STD,4.245
2019,SA0000788,ARTHRITIS,44.84,766.99,6.2,149.9,5.3,3.71,39.48,14.26,54.09,55.1,58.2,47.56,853.66,0.3979,0.2907,2010_US_STD,5.941
2018,SA0000789,HTN,31.43,59.1,144.2,782.22,3.13,23.48,32.68,2.28,47.41,30.4,89.96,46.23,731.89,0.2413,0.7606,2000_US_STD,5.608
2022,SA0000790,DEMENTIA,31.28,1361.04,166.58,181.18,3.84,11.63,35.14,13.87,34.42,19.0,66.53,27.39,359.69,0.025,0.4749,WHO_STD,3.145
2025,SA0000791,ARTHRITIS,34.42,1709.77,741.76,109.74,4.8,24.31,47.61,13.18,70.59,36.1,58.22,89.24,550.63,0.1898,0.394,2000_US_STD,2.011
2024,SA0000792,ARTHRITIS,2.19,800.33,530.38,503.5,6.38,10.56,27.73,7.0,66.8,84.4,69.79,68.65,389.38,0.5093,0.1522,2010_US_STD,5.646
2024,SA0000793,DEMENTIA,8.32,1216.93,1000.42,742.56,4.27,18.94,38.72,14.11,34.88,9.6,48.87,27.39,322.89,0.5289,0.6896,2000_US_STD,3.935
2014,SA0000794,CANCER,20.65,432.35,277.93,683.67,2.27,11.1,18.26,2.55,52.76,72.5,84.98,32.21,462.59,0.8814,0.7276,WHO_STD,3.561
2016,SA0000795,ARTHRITIS,24.75,453.32,186.17,124.19,5.44,12.62,36.84,13.79,52.49,10.3,58.76,71.16,247.07,0.5932,0.5947,2010_US_STD,3.911
2015,SA0000796,ASTHMA,28.57,1452.6,810.81,44.07,0.12,5.09,42.3,16.54,53.25,52.3,73.25,80.45,853.99,0.0665,0.5734,2000_US_STD,0.604
2024,SA0000797,ARTHRITIS,12.08,1331.36,89.52,591.53,3.47,24.61,31.28,5.2,65.42,52.2,76.13,53.98,708.87,0.9743,0.486,WHO_STD,4.174
2014,SA0000798,CANCER,32.03,449.43,1192.69,558.0,4.54,14.22,27.24,15.01,42.51,31.5,90.84,81.46,800.89,0.9382,0.8895,2000_US_STD,1.191
2016,SA0000799,STROKE,26.61,1136.61,905.55,610.29,3.91,19.71,22.46,7.71,52.5,15.3,51.65,54.75,167.88,0.966,0.8071,2000_US_STD,1.251
2019,SA0000800,ASTHMA,27.32,124.77,782.66,183.36,2.36,17.52,15.5,6.22,50.54,59.4,80.61,61.32,260.32,0.8917,0.2075,2000_US_STD,4.448
2015,SA0000801,CAD,35.07,746.05,347.01,536.69,2.86,10.64,23.86,3.02,60.87,93.8,50.44,56.39,200.04,0.8658,0.3804,WHO_STD,5.207
2013,SA0000802,ASTHMA,14.19,1282.41,188.96,137.5,6.63,22.08,26.11,15.04,34.74,41.9,59.65,74.19,509.41,0.5383,0.9415,2000_US_STD,3.485
2025,SA0000803,DEMENTIA,33.06,1699.02,1050.32,419.91,0.2,3.35,42.88,12.28,72.34,91.4,83.5,33.32,614.57,0.4161,0.9615,2010_US_STD,5.174
2016,SA0000804,COPD,25.0,1723.77,964.71,70.43,0.86,23.33,14.03,17.29,41.48,82.7,67.27,47.43,691.77,0.3907,0.7107,2000_US_STD,3.663
2020,SA0000805,ASTHMA,14.89,210.29,792.89,335.06,0.44,17.42,14.03,9.02,56.61,50.4,78.21,28.31,270.3,0.6128,0.6927,WHO_STD,1.714
2025,SA0000806,ASTHMA,19.49,1076.71,710.03,660.45,5.69,14.04,16.16,10.91,47.32,27.1,52.14,52.82,369.02,0.9354,0.0578,2010_US_STD,1.957
2017,SA0000807,ASTHMA,36.01,1320.92,350.7,79.74,1.52,5.21,42.03,16.08,62.49,17.1,46.28,57.28,112.71,0.3382,0.9498,2000_US_STD,3.446
2012,SA0000808,CANCER,37.28,902.24,305.14,349.64,7.25,23.39,21.89,16.33,74.28,88.3,67.45,63.27,412.05,0.133,0.1158,WHO_STD,0.534
2017,SA0000809,DM2,42.4,188.88,503.03,444.78,1.98,7.46,31.94,8.96,61.16,24.4,58.34,28.53,668.7,0.5534,0.5868,2010_US_STD,5.497
2025,SA0000810,DEMENTIA,10.87,497.94,908.79,733.88,2.68,20.92,42.09,4.48,52.56,44.8,49.43,67.32,782.02,0.1794,0.9171,2010_US_STD,5.654
2023,SA0000811,DEMENTIA,16.92,1067.87,1092.31,189.45,4.48,15.88,42.22,7.32,53.0,53.8,72.41,51.11,321.27,0.4261,0.1825,2010_US_STD,0.371
2019,SA0000812,DEMENTIA,35.7,898.13,130.67,98.85,4.69,15.0,19.82,3.22,44.9,89.4,85.69,54.48,878.21,0.8148,0.5835,WHO_STD,4.55
2010,SA0000813,STROKE,41.35,1606.12,396.86,95.29,7.08,19.38,40.7,10.39,43.47,77.9,62.6,65.11,628.69,0.3772,0.8095,2000_US_STD,2.485
2025,SA0000814,CANCER,2.59,1403.96,773.02,470.18,0.98,3.57,40.03,6.62,73.03,74.4,79.07,57.0,142.1,0.934,0.2957,2000_US_STD,5.081
2016,SA0000815,ARTHRITIS,38.87,505.51,494.37,135.63,1.13,23.8,22.11,2.5,37.22,59.0,61.13,48.34,219.63,0.5611,0.5728,WHO_STD,1.785
2023,SA0000816,DEMENTIA,40.32,501.27,982.57,672.58,0.05,27.13,45.25,11.7,34.51,42.8,68.91,38.67,467.37,0.4973,0.5328,WHO_STD,5.959
2016,SA0000817,CKD,44.37,395.67,93.16,470.89,4.33,20.32,16.97,12.95,62.55,82.2,80.87,67.35,240.07,0.1381,0.1074,2010_US_STD,2.839
2016,SA0000818,CKD,29.59,1139.09,363.41,881.03,2.9,3.23,14.9,8.96,44.96,97.6,52.8,82.9,227.51,0.5982,0.9848,2000_US_STD,3.124
2019,SA0000819,STROKE,19.07,1672.37,289.51,508.63,7.95,27.49,28.9,8.46,53.6,9.3,86.63,74.09,216.16,0.8096,0.7479,2000_US_STD,0.27
2015,SA0000820,HTN,24.5,1408.27,801.51,530.82,5.55,20.31,47.48,7.27,65.62,14.3,47.24,73.91,32.43,0.5163,0.1311,WHO_STD,3.578
2023,SA0000821,DM2,21.54,1294.07,875.29,878.69,6.64,23.37,25.09,17.63,60.61,87.6,74.82,84.55,446.37,0.4312,0.5165,2010_US_STD,4.337
2019,SA0000822,COPD,1.51,630.56,615.25,391.79,3.37,27.49,33.04,7.39,35.41,14.7,52.72,67.08,685.83,0.1701,0.7859,2010_US_STD,4.353
2016,SA0000823,STROKE,15.67,68.03,304.37,156.97,5.81,26.97,40.0,6.04,60.63,26.1,67.45,47.89,401.56,0.5378,0.7927,WHO_STD,5.36
2020,SA0000824,DM2,4.19,1653.59,106.66,761.51,5.89,8.9,26.71,10.96,56.38,56.4,85.55,62.44,397.88,0.8083,0.4289,2000_US_STD,3.927
