health_pharma_reference_year,health_pharma_country_iso2,health_pharma_atc_code,health_pharma_medicine_type_code,health_pharma_authorisation_type_code,health_pharma_price_eur_pack_median,health_pharma_reimbursement_rate_pct,health_pharma_volume_units_sold,health_pharma_generic_share_pct,health_pharma_biosimilar_share_pct,health_pharma_shortage_reports_count,health_pharma_shortage_duration_days_median,health_pharma_htA_decision_code,health_pharma_time_to_market_days_median,health_pharma_parallel_trade_flag,health_pharma_joint_procurement_flag,health_pharma_clinical_trials_count,health_pharma_data_source_ema_flag,health_pharma_revision_round,health_pharma_data_extract_date
2009,IE,N81ZN11,GENERIC,DECENTRALISED,127.11,49.87,34384511,9.91,8.74,126,38.11,CONDITIONAL,183.06,1,0,1,0,FIRST,2024-11-18
2010,MT,P88KA28,BRANDED_ORIGINATOR,CENTRALISED_EMA,289.04,56.32,11637341,84.85,22.25,175,127.25,PENDING,329.22,1,0,26,1,FLASH,2025-05-24
2011,SK,R95VN45,ORPHAN,NATIONAL_MA,134.74,36.83,10516720,11.45,7.38,73,41.27,POSITIVE,63.73,0,1,326,0,BENCHMARK,2024-07-17
2012,BE,S02GA62,OTC,MUTUAL_RECOGNITION,202.4,34.16,20550939,34.72,17.37,271,166.71,NEGATIVE,440.31,0,0,215,0,SECOND,2025-04-01
2013,DK,V09RN79,VACCINE,DECENTRALISED,180.83,73.68,13538930,87.45,14.89,313,24.46,NOT_REQUIRED,721.67,0,0,101,0,FIRST,2024-06-11
2014,GR,A16CA96,BIOSIMILAR,CENTRALISED_EMA,82.03,106.01,34193,18.22,9.77,426,45.89,CONDITIONAL,946.53,1,0,253,1,FLASH,2025-12-29
2015,LT,B23NN13,GENERIC,NATIONAL_MA,237.16,43.4,30486269,51.34,0.3,165,160.47,PENDING,583.43,0,0,21,0,BENCHMARK,2024-08-25
2016,PT,C30YA30,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,159.93,20.97,26094958,79.42,8.75,28,116.67,POSITIVE,665.77,0,0,561,0,SECOND,2024-05-26
2017,SE,D37JN47,ORPHAN,DECENTRALISED,426.99,17.44,5364308,65.84,7.87,291,119.43,NEGATIVE,549.54,0,0,562,0,FIRST,2024-09-22
2018,CY,E44UA64,OTC,CENTRALISED_EMA,85.99,29.22,25948438,14.69,19.83,424,98.72,NOT_REQUIRED,213.06,0,0,235,1,FLASH,2024-01-24
2019,FR,F51FN81,VACCINE,NATIONAL_MA,99.77,31.54,27588752,57.8,2.41,198,176.78,CONDITIONAL,299.54,0,0,49,0,BENCHMARK,2025-09-19
2020,IT,G58QA98,BIOSIMILAR,MUTUAL_RECOGNITION,149.28,83.99,18332444,55.54,43.93,49,152.49,PENDING,637.39,1,0,238,0,SECOND,2025-04-18
2021,NL,H65BN15,GENERIC,DECENTRALISED,193.5,41.32,46843947,44.96,16.75,496,89.5,POSITIVE,65.22,0,0,96,0,FIRST,2025-07-04
2022,SI,J72MA32,BRANDED_ORIGINATOR,CENTRALISED_EMA,134.86,35.71,18983857,52.81,17.16,166,40.24,NEGATIVE,453.84,1,0,477,1,FLASH,2025-09-01
2023,BG,L79XN49,ORPHAN,NATIONAL_MA,47.48,86.46,10650831,22.0,18.55,50,89.22,NOT_REQUIRED,162.12,0,1,568,0,BENCHMARK,2025-06-17
2024,EE,M86IA66,OTC,MUTUAL_RECOGNITION,123.5,67.23,16235426,45.85,3.57,699,66.63,CONDITIONAL,468.13,1,0,69,0,SECOND,2024-05-27
2025,HU,N93TN83,VACCINE,DECENTRALISED,78.3,24.04,18012247,85.84,19.37,629,50.92,PENDING,89.85,1,1,433,0,FIRST,2025-01-06
2006,LU,P00EA00,BIOSIMILAR,CENTRALISED_EMA,27.09,37.45,1831098,6.1,16.57,138,3.96,POSITIVE,198.45,0,0,215,1,FLASH,2024-05-05
2007,RO,R07PN17,GENERIC,NATIONAL_MA,118.43,76.24,31287439,24.84,11.42,181,90.19,NEGATIVE,24.84,0,0,160,0,BENCHMARK,2025-09-12
2008,AT,S14AA34,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,254.42,31.98,11361220,79.99,3.12,188,53.31,NOT_REQUIRED,627.25,0,0,188,0,SECOND,2024-03-20
2009,CZ,V21LN51,ORPHAN,DECENTRALISED,42.32,39.31,12872158,24.68,0.11,53,89.55,CONDITIONAL,776.66,0,0,587,0,FIRST,2025-06-22
2010,DE,A28WA68,OTC,CENTRALISED_EMA,48.12,85.19,6658571,26.22,17.61,64,10.24,PENDING,439.35,0,0,52,1,FLASH,2024-05-29
2011,LV,B35HN85,VACCINE,NATIONAL_MA,105.64,67.32,24649101,6.15,21.81,121,52.02,POSITIVE,447.74,0,0,639,0,BENCHMARK,2025-06-25
2012,PL,C42SA02,BIOSIMILAR,MUTUAL_RECOGNITION,188.45,100.08,8625873,13.56,51.9,106,90.66,NEGATIVE,406.93,0,0,233,0,SECOND,2024-07-17
2013,ES,D49DN19,GENERIC,DECENTRALISED,178.67,17.81,32007963,15.07,9.26,36,18.52,NOT_REQUIRED,108.68,0,0,104,0,FIRST,2024-03-06
2014,HR,E56OA36,BRANDED_ORIGINATOR,CENTRALISED_EMA,245.34,35.54,22625302,18.54,16.72,55,39.97,CONDITIONAL,34.55,0,0,424,1,FLASH,2025-06-04
2015,FI,F63ZN53,ORPHAN,NATIONAL_MA,160.05,63.04,17036047,78.48,22.08,136,185.05,PENDING,740.05,0,0,200,0,BENCHMARK,2025-05-20
2016,IE,G70KA70,OTC,MUTUAL_RECOGNITION,292.83,92.59,26409666,11.52,10.03,269,70.2,POSITIVE,491.1,0,0,217,0,SECOND,2025-07-16
2017,MT,H77VN87,VACCINE,DECENTRALISED,142.46,24.66,3099188,52.49,18.99,365,3.89,NEGATIVE,675.22,0,0,225,0,FIRST,2025-05-24
2018,SK,J84GA04,BIOSIMILAR,CENTRALISED_EMA,114.84,49.39,14706643,70.84,15.2,437,151.79,NOT_REQUIRED,799.06,0,0,264,1,FLASH,2025-09-02
2019,BE,L91RN21,GENERIC,NATIONAL_MA,140.74,18.75,2447306,50.05,15.19,120,52.94,CONDITIONAL,292.52,0,1,284,0,BENCHMARK,2025-10-13
2020,DK,M98CA38,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,391.64,57.1,22462103,50.91,17.52,80,124.89,PENDING,359.08,0,0,645,0,SECOND,2024-12-20
2021,GR,N05NN55,ORPHAN,DECENTRALISED,242.32,72.23,27882109,29.14,8.46,302,142.46,POSITIVE,203.57,0,0,358,0,FIRST,2024-12-27
2022,LT,P12YA72,OTC,CENTRALISED_EMA,173.89,91.74,2510654,86.91,8.53,459,104.24,NEGATIVE,462.95,1,0,15,1,FLASH,2024-08-31
2023,PT,R19JN89,VACCINE,NATIONAL_MA,209.73,35.41,25564741,8.0,18.78,599,190.72,NOT_REQUIRED,543.99,0,0,124,0,BENCHMARK,2024-02-27
2024,SE,S26UA06,BIOSIMILAR,MUTUAL_RECOGNITION,201.1,79.27,5329810,78.49,19.98,457,191.43,CONDITIONAL,25.2,1,0,186,0,SECOND,2024-05-29
2025,CY,V33FN23,GENERIC,DECENTRALISED,225.71,82.29,26941550,8.24,20.78,473,181.41,PENDING,411.77,1,0,123,0,FIRST,2024-07-06
2006,FR,A40QA40,BRANDED_ORIGINATOR,CENTRALISED_EMA,432.88,88.75,18068951,60.27,12.6,238,113.07,POSITIVE,818.27,1,1,635,1,FLASH,2026-01-20
2007,IT,B47BN57,ORPHAN,NATIONAL_MA,142.15,66.26,687623,69.02,16.83,140,58.93,NEGATIVE,357.1,0,0,69,0,BENCHMARK,2024-06-22
2008,NL,C54MA74,OTC,MUTUAL_RECOGNITION,68.76,89.54,46336810,42.99,9.74,124,88.78,NOT_REQUIRED,796.04,0,0,165,0,SECOND,2025-01-16
2009,SI,D61XN91,VACCINE,DECENTRALISED,101.01,25.19,2066227,39.33,11.02,79,55.12,CONDITIONAL,101.21,0,0,293,0,FIRST,2024-11-09
2010,BG,E68IA08,BIOSIMILAR,CENTRALISED_EMA,90.67,82.11,10048645,57.85,51.41,404,138.05,PENDING,993.49,0,1,128,1,FLASH,2025-03-26
2011,EE,F75TN25,GENERIC,NATIONAL_MA,117.82,37.24,5435517,60.39,14.52,422,54.52,POSITIVE,594.61,1,0,183,0,BENCHMARK,2024-03-29
2012,HU,G82EA42,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,362.93,78.95,597873,18.45,20.89,445,185.14,NEGATIVE,400.9,0,0,185,0,SECOND,2024-02-12
2013,LU,H89PN59,ORPHAN,DECENTRALISED,52.03,45.2,6467302,77.09,16.32,205,78.95,NOT_REQUIRED,261.41,0,0,259,0,FIRST,2025-07-27
2014,RO,J96AA76,OTC,CENTRALISED_EMA,181.87,18.73,41362529,45.84,15.34,105,16.14,CONDITIONAL,832.59,0,0,60,1,FLASH,2024-11-27
2015,AT,L03LN93,VACCINE,NATIONAL_MA,148.87,20.99,16088524,30.34,4.28,286,198.95,PENDING,513.93,1,0,163,0,BENCHMARK,2025-11-08
2016,CZ,M10WA10,BIOSIMILAR,MUTUAL_RECOGNITION,93.63,96.54,4998427,87.17,31.53,306,155.76,POSITIVE,577.65,1,0,144,0,SECOND,2024-02-21
2017,DE,N17HN27,GENERIC,DECENTRALISED,114.89,68.39,32876785,74.08,19.03,273,203.34,NEGATIVE,717.28,0,0,10,0,FIRST,2024-05-15
2018,LV,P24SA44,BRANDED_ORIGINATOR,CENTRALISED_EMA,153.03,88.61,23258774,64.52,20.14,170,151.07,NOT_REQUIRED,332.42,0,0,449,1,FLASH,2024-11-05
2019,PL,R31DN61,ORPHAN,NATIONAL_MA,243.07,86.88,19462791,66.59,16.98,212,206.22,CONDITIONAL,656.34,1,0,156,0,BENCHMARK,2026-01-14
2020,ES,S38OA78,OTC,MUTUAL_RECOGNITION,59.99,75.57,41259107,78.17,7.85,61,8.04,PENDING,472.13,1,0,188,0,SECOND,2024-07-09
2021,HR,V45ZN95,VACCINE,DECENTRALISED,83.57,86.21,23501052,28.28,1.63,641,88.07,POSITIVE,242.46,1,1,541,0,FIRST,2025-10-29
2022,FI,A52KA12,BIOSIMILAR,CENTRALISED_EMA,216.24,61.6,6829078,26.84,48.81,80,93.13,NEGATIVE,531.14,1,0,216,1,FLASH,2025-05-01
2023,IE,B59VN29,GENERIC,NATIONAL_MA,205.46,23.83,8787648,49.43,7.02,678,205.55,NOT_REQUIRED,403.71,0,1,213,0,BENCHMARK,2025-12-30
2024,MT,C66GA46,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,218.54,59.29,12075069,79.77,13.86,349,172.38,CONDITIONAL,63.82,1,0,486,0,SECOND,2025-06-10
2025,SK,D73RN63,ORPHAN,DECENTRALISED,313.68,20.89,14701839,61.22,10.01,165,43.29,PENDING,111.76,1,0,73,0,FIRST,2025-10-17
2006,BE,E80CA80,OTC,CENTRALISED_EMA,30.97,44.13,18953887,18.84,6.01,412,72.18,POSITIVE,556.69,1,0,97,1,FLASH,2025-10-16
2007,DK,F87NN97,VACCINE,NATIONAL_MA,249.91,21.12,5342627,63.63,18.11,413,172.49,NEGATIVE,392.73,0,0,260,0,BENCHMARK,2025-02-02
2008,GR,G94YA14,BIOSIMILAR,MUTUAL_RECOGNITION,58.41,90.78,28278987,82.68,8.52,461,103.54,NOT_REQUIRED,777.63,0,0,100,0,SECOND,2025-12-28
2009,LT,H01JN31,GENERIC,DECENTRALISED,148.24,74.77,27745452,29.06,0.04,109,50.87,CONDITIONAL,600.72,1,0,218,0,FIRST,2025-01-16
2010,PT,J08UA48,BRANDED_ORIGINATOR,CENTRALISED_EMA,59.42,37.78,20802752,21.93,17.69,457,12.13,PENDING,501.69,0,0,406,1,FLASH,2025-04-13
2011,SE,L15FN65,ORPHAN,NATIONAL_MA,147.19,52.1,3957190,76.98,15.28,431,173.66,POSITIVE,610.13,0,0,336,0,BENCHMARK,2025-12-13
2012,CY,M22QA82,OTC,MUTUAL_RECOGNITION,177.96,32.45,35980802,20.84,22.35,353,124.06,NEGATIVE,453.89,1,0,191,0,SECOND,2025-08-05
2013,FR,N29BN99,VACCINE,DECENTRALISED,142.87,74.61,24304421,44.59,8.24,105,37.27,NOT_REQUIRED,216.35,1,0,18,0,FIRST,2025-12-13
2014,IT,P36MA16,BIOSIMILAR,CENTRALISED_EMA,17.95,82.14,18158282,61.49,28.19,193,163.68,CONDITIONAL,814.11,0,0,67,1,FLASH,2024-11-23
2015,NL,R43XN33,GENERIC,NATIONAL_MA,180.37,56.63,12420948,79.02,6.67,442,192.26,PENDING,618.92,0,1,31,0,BENCHMARK,2025-07-17
2016,SI,S50IA50,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,436.49,88.11,8001702,46.05,19.15,372,119.69,POSITIVE,105.06,0,0,381,0,SECOND,2024-02-15
2017,BG,V57TN67,ORPHAN,DECENTRALISED,389.62,50.69,22305490,70.41,12.08,387,99.35,NEGATIVE,413.2,1,0,327,0,FIRST,2025-07-22
2018,EE,A64EA84,OTC,CENTRALISED_EMA,148.63,62.43,3367245,7.04,2.93,127,59.13,NOT_REQUIRED,417.05,1,0,81,1,FLASH,2024-06-10
2019,HU,B71PN01,VACCINE,NATIONAL_MA,205.73,41.08,22039630,26.49,3.61,245,192.51,CONDITIONAL,427.74,1,1,414,0,BENCHMARK,2025-10-31
2020,LU,C78AA18,BIOSIMILAR,MUTUAL_RECOGNITION,87.45,55.93,253732,84.07,45.88,719,132.17,PENDING,23.88,0,0,50,0,SECOND,2024-11-22
2021,RO,D85LN35,GENERIC,DECENTRALISED,226.17,86.98,13680523,43.12,12.89,93,77.01,POSITIVE,693.1,0,0,48,0,FIRST,2024-05-25
2022,AT,E92WA52,BRANDED_ORIGINATOR,CENTRALISED_EMA,268.37,34.6,18019033,77.31,6.74,271,91.08,NEGATIVE,842.98,0,0,109,1,FLASH,2025-01-11
2023,CZ,F99HN69,ORPHAN,NATIONAL_MA,38.2,68.81,7314255,28.1,20.8,192,158.71,NOT_REQUIRED,444.29,0,0,75,0,BENCHMARK,2024-04-06
2024,DE,G06SA86,OTC,MUTUAL_RECOGNITION,233.69,69.21,33465297,13.51,2.51,28,100.9,CONDITIONAL,152.94,0,0,29,0,SECOND,2024-07-28
2025,LV,H13DN03,VACCINE,DECENTRALISED,90.35,76.74,14963758,6.41,18.79,214,142.94,PENDING,667.5,0,1,644,0,FIRST,2024-06-17
2006,PL,J20OA20,BIOSIMILAR,CENTRALISED_EMA,58.76,46.95,19592944,30.65,36.22,454,93.86,POSITIVE,347.59,0,0,253,1,FLASH,2025-02-02
2007,ES,L27ZN37,GENERIC,NATIONAL_MA,168.16,50.56,29399603,28.25,12.86,184,28.48,NEGATIVE,296.12,0,0,244,0,BENCHMARK,2024-03-17
2008,HR,M34KA54,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,118.04,17.79,9667120,61.01,6.32,448,64.41,NOT_REQUIRED,799.89,0,0,299,0,SECOND,2024-03-07
2009,FI,N41VN71,ORPHAN,DECENTRALISED,155.84,18.83,7935809,54.02,4.71,421,61.84,CONDITIONAL,558.95,0,0,306,0,FIRST,2024-01-09
2010,IE,P48GA88,OTC,CENTRALISED_EMA,54.42,44.49,459492,67.5,8.16,166,67.72,PENDING,437.68,1,0,258,1,FLASH,2024-06-14
2011,MT,R55RN05,VACCINE,NATIONAL_MA,146.6,47.17,9402204,76.35,8.44,165,163.79,POSITIVE,397.5,0,0,173,0,BENCHMARK,2025-07-23
2012,SK,S62CA22,BIOSIMILAR,MUTUAL_RECOGNITION,96.37,22.93,16723793,7.14,18.91,340,69.66,NEGATIVE,135.11,1,0,214,0,SECOND,2024-08-10
2013,BE,V69NN39,GENERIC,DECENTRALISED,175.73,107.56,22076553,17.88,22.1,423,169.96,NOT_REQUIRED,65.64,1,0,142,0,FIRST,2024-09-03
2014,DK,A76YA56,BRANDED_ORIGINATOR,CENTRALISED_EMA,10.06,66.96,14628136,76.14,22.07,343,52.09,CONDITIONAL,568.5,1,0,589,1,FLASH,2024-09-04
2015,GR,B83JN73,ORPHAN,NATIONAL_MA,330.06,17.0,14928279,20.58,7.57,60,52.27,PENDING,157.4,1,0,525,0,BENCHMARK,2024-03-29
2016,LT,C90UA90,OTC,MUTUAL_RECOGNITION,118.57,48.82,9264858,56.23,4.41,127,91.53,POSITIVE,668.59,0,0,149,0,SECOND,2025-10-25
2017,PT,D97FN07,VACCINE,DECENTRALISED,43.67,90.93,8842874,31.67,7.58,209,105.84,NEGATIVE,394.9,1,0,225,0,FIRST,2024-06-18
2018,SE,E04QA24,BIOSIMILAR,CENTRALISED_EMA,268.09,101.33,4199184,19.2,38.62,208,95.27,NOT_REQUIRED,860.92,0,0,129,1,FLASH,2025-09-21
2019,CY,F11BN41,GENERIC,NATIONAL_MA,225.71,40.86,30759721,69.22,3.32,402,44.59,CONDITIONAL,63.17,0,0,191,0,BENCHMARK,2024-06-23
2020,FR,G18MA58,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,283.12,43.5,12671144,22.78,4.61,75,62.21,PENDING,647.93,0,1,150,0,SECOND,2024-10-22
2021,IT,H25XN75,ORPHAN,DECENTRALISED,328.22,34.6,28026350,76.28,15.36,655,70.64,POSITIVE,457.55,1,0,253,0,FIRST,2024-07-12
2022,NL,J32IA92,OTC,CENTRALISED_EMA,217.28,34.27,42035057,72.11,13.08,266,116.35,NEGATIVE,183.34,0,0,144,1,FLASH,2025-02-08
2023,SI,L39TN09,VACCINE,NATIONAL_MA,157.83,48.92,9396443,60.19,8.43,461,51.72,NOT_REQUIRED,193.76,0,0,123,0,BENCHMARK,2025-03-01
2024,BG,M46EA26,BIOSIMILAR,MUTUAL_RECOGNITION,335.37,62.14,18733139,6.19,44.38,599,95.19,CONDITIONAL,587.71,0,0,195,0,SECOND,2025-10-02
2025,EE,N53PN43,GENERIC,DECENTRALISED,166.41,22.68,31013710,84.36,15.01,661,31.88,PENDING,119.31,0,0,261,0,FIRST,2024-05-22
2006,HU,P60AA60,BRANDED_ORIGINATOR,CENTRALISED_EMA,91.6,90.89,14144064,69.69,22.99,186,134.92,POSITIVE,706.48,0,0,382,1,FLASH,2025-10-15
2007,LU,R67LN77,ORPHAN,NATIONAL_MA,330.18,50.39,26936463,48.04,15.9,261,153.59,NEGATIVE,646.23,0,0,0,0,BENCHMARK,2024-06-09
2008,RO,S74WA94,OTC,MUTUAL_RECOGNITION,302.39,25.35,36093385,80.7,9.94,348,117.72,NOT_REQUIRED,325.5,0,0,21,0,SECOND,2025-01-01
2009,AT,V81HN11,VACCINE,DECENTRALISED,254.74,21.81,19052788,31.96,19.52,365,134.66,CONDITIONAL,333.29,1,0,342,0,FIRST,2024-08-10
2010,CZ,A88SA28,BIOSIMILAR,CENTRALISED_EMA,108.74,85.17,9901851,10.63,48.07,447,64.19,PENDING,188.35,0,0,60,1,FLASH,2024-03-08
2011,DE,B95DN45,GENERIC,NATIONAL_MA,21.82,87.2,17673439,26.17,10.47,218,185.76,POSITIVE,674.82,1,0,1,0,BENCHMARK,2025-06-11
2012,LV,C02OA62,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,338.66,85.19,17238663,23.27,10.22,404,191.42,NEGATIVE,69.61,0,0,475,0,SECOND,2025-05-30
2013,PL,D09ZN79,ORPHAN,DECENTRALISED,436.89,77.49,26411709,50.33,15.88,146,40.06,NOT_REQUIRED,189.59,0,0,158,0,FIRST,2026-01-30
2014,ES,E16KA96,OTC,CENTRALISED_EMA,280.35,25.17,1412842,25.16,5.23,45,122.34,CONDITIONAL,756.71,1,0,132,1,FLASH,2025-01-08
2015,HR,F23VN13,VACCINE,NATIONAL_MA,107.8,68.33,3872095,86.42,0.65,253,26.28,PENDING,165.46,0,0,638,0,BENCHMARK,2025-12-20
2016,FI,G30GA30,BIOSIMILAR,MUTUAL_RECOGNITION,90.45,59.59,1307884,57.79,25.78,261,142.88,POSITIVE,379.72,0,0,125,0,SECOND,2024-08-11
2017,IE,H37RN47,GENERIC,DECENTRALISED,60.36,55.83,17585446,21.65,21.37,181,49.04,NEGATIVE,541.1,0,0,245,0,FIRST,2025-03-07
2018,MT,J44CA64,BRANDED_ORIGINATOR,CENTRALISED_EMA,362.27,55.56,980864,72.95,21.12,242,170.05,NOT_REQUIRED,391.97,0,0,376,1,FLASH,2024-10-01
2019,SK,L51NN81,ORPHAN,NATIONAL_MA,187.47,84.64,7864926,19.93,9.74,260,63.41,CONDITIONAL,228.98,0,0,173,0,BENCHMARK,2024-11-05
2020,BE,M58YA98,OTC,MUTUAL_RECOGNITION,141.54,51.74,25503273,65.18,18.8,467,182.95,PENDING,470.1,0,0,168,0,SECOND,2025-11-01
2021,DK,N65JN15,VACCINE,DECENTRALISED,130.31,42.24,26401141,23.49,0.39,98,5.56,POSITIVE,504.91,1,0,558,0,FIRST,2024-01-02
2022,GR,P72UA32,BIOSIMILAR,CENTRALISED_EMA,230.08,18.16,15665533,28.1,14.7,241,102.13,NEGATIVE,358.34,0,0,219,1,FLASH,2024-08-13
2023,LT,R79FN49,GENERIC,NATIONAL_MA,27.45,72.0,36749197,27.86,20.74,723,20.9,NOT_REQUIRED,83.0,0,0,26,0,BENCHMARK,2024-12-15
2024,PT,S86QA66,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,259.11,64.07,10205902,87.75,8.4,721,142.17,CONDITIONAL,611.6,1,0,114,0,SECOND,2025-06-04
2025,SE,V93BN83,ORPHAN,DECENTRALISED,169.59,35.77,15499868,52.54,19.69,365,175.26,PENDING,650.47,1,0,27,0,FIRST,2025-12-22
2006,CY,A00MA00,OTC,CENTRALISED_EMA,123.44,19.57,23168143,27.79,16.58,354,88.52,POSITIVE,327.58,0,0,253,1,FLASH,2025-04-20
2007,FR,B07XN17,VACCINE,NATIONAL_MA,288.46,79.47,7698612,52.78,9.38,44,89.95,NEGATIVE,201.74,0,0,109,0,BENCHMARK,2025-01-20
2008,IT,C14IA34,BIOSIMILAR,MUTUAL_RECOGNITION,182.62,55.0,5709834,73.96,45.1,314,115.3,NOT_REQUIRED,619.65,0,0,51,0,SECOND,2025-06-14
2009,NL,D21TN51,GENERIC,DECENTRALISED,230.29,68.44,21398851,81.24,16.74,215,156.5,CONDITIONAL,368.84,0,0,171,0,FIRST,2024-02-28
2010,SI,E28EA68,BRANDED_ORIGINATOR,CENTRALISED_EMA,72.61,49.06,26737080,73.56,23.05,439,137.89,PENDING,219.94,0,0,594,1,FLASH,2025-12-30
2011,BG,F35PN85,ORPHAN,NATIONAL_MA,451.05,86.14,337333,86.04,5.87,4,66.67,POSITIVE,40.42,0,0,258,0,BENCHMARK,2024-12-31
2012,EE,G42AA02,OTC,MUTUAL_RECOGNITION,104.44,48.7,37052163,30.51,10.69,321,77.63,NEGATIVE,663.69,0,0,163,0,SECOND,2025-08-11
2013,HU,H49LN19,VACCINE,DECENTRALISED,270.81,68.11,9501418,12.74,12.95,331,178.05,NOT_REQUIRED,377.96,0,0,612,0,FIRST,2026-02-08
2014,LU,J56WA36,BIOSIMILAR,CENTRALISED_EMA,10.98,57.1,11953165,27.75,5.79,214,113.09,CONDITIONAL,923.82,0,0,106,1,FLASH,2025-12-11
2015,RO,L63HN53,GENERIC,NATIONAL_MA,145.81,24.4,46464973,30.08,7.75,411,47.35,PENDING,275.45,0,0,61,0,BENCHMARK,2024-07-29
2016,AT,M70SA70,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,264.52,62.35,10159428,65.46,5.69,279,52.22,POSITIVE,310.0,1,0,51,0,SECOND,2024-09-29
2017,CZ,N77DN87,ORPHAN,DECENTRALISED,343.57,59.4,13970730,26.0,2.52,303,184.17,NEGATIVE,212.49,0,0,606,0,FIRST,2025-04-14
2018,DE,P84OA04,OTC,CENTRALISED_EMA,100.57,44.83,12744907,10.1,3.8,252,98.36,NOT_REQUIRED,776.51,1,0,252,1,FLASH,2025-03-15
2019,LV,R91ZN21,VACCINE,NATIONAL_MA,208.95,44.36,13975938,18.74,17.02,362,11.92,CONDITIONAL,723.56,0,0,487,0,BENCHMARK,2024-11-30
2020,PL,S98KA38,BIOSIMILAR,MUTUAL_RECOGNITION,283.76,72.47,27289694,24.48,2.98,345,4.36,PENDING,295.63,1,0,159,0,SECOND,2025-02-21
2021,ES,V05VN55,GENERIC,DECENTRALISED,63.8,63.36,6853981,37.8,21.14,497,157.54,POSITIVE,397.62,0,0,187,0,FIRST,2025-11-20
2022,HR,A12GA72,BRANDED_ORIGINATOR,CENTRALISED_EMA,250.21,28.11,13954968,18.77,19.02,217,97.15,NEGATIVE,916.14,1,0,479,1,FLASH,2026-02-07
2023,FI,B19RN89,ORPHAN,NATIONAL_MA,296.59,55.27,26860033,23.16,18.24,450,106.25,NOT_REQUIRED,135.32,1,0,536,0,BENCHMARK,2024-09-17
2024,IE,C26CA06,OTC,MUTUAL_RECOGNITION,232.06,57.48,12901812,61.76,9.57,687,197.73,CONDITIONAL,234.92,1,0,76,0,SECOND,2024-10-23
2025,MT,D33NN23,VACCINE,DECENTRALISED,63.53,41.78,6186856,59.11,6.55,220,118.52,PENDING,439.13,0,1,321,0,FIRST,2024-06-24
2006,SK,E40YA40,BIOSIMILAR,CENTRALISED_EMA,73.53,69.6,4582107,77.92,23.19,458,129.65,POSITIVE,937.35,0,0,67,1,FLASH,2024-03-04
2007,BE,F47JN57,GENERIC,NATIONAL_MA,165.77,56.69,35499481,48.46,15.37,277,67.01,NEGATIVE,724.68,0,0,201,0,BENCHMARK,2025-07-22
2008,DK,G54UA74,BRANDED_ORIGINATOR,MUTUAL_RECOGNITION,66.24,66.38,554165,16.68,22.88,297,39.03,NOT_REQUIRED,158.17,0,0,455,0,SECOND,2025-07-22
2009,GR,H61FN91,ORPHAN,DECENTRALISED,485.07,16.08,1391914,87.66,12.22,194,114.72,CONDITIONAL,483.29,0,0,317,0,FIRST,2024-05-07
2010,LT,J68QA08,OTC,CENTRALISED_EMA,41.72,15.89,10101928,26.19,15.71,63,127.76,PENDING,917.97,1,0,264,1,FLASH,2026-02-11
2011,PT,L75BN25,VACCINE,NATIONAL_MA,126.08,65.04,6600810,9.6,8.52,367,171.19,POSITIVE,123.9,1,0,533,0,BENCHMARK,2025-09-12
2012,SE,M82MA42,BIOSIMILAR,MUTUAL_RECOGNITION,188.02,46.83,3478752,11.65,45.36,266,164.61,NEGATIVE,418.67,0,1,47,0,SECOND,2025-08-27
2013,CY,N89XN59,GENERIC,DECENTRALISED,131.94,48.92,39995846,35.09,13.3,363,162.92,NOT_REQUIRED,459.66,0,0,268,0,FIRST,2024-12-28
2014,FR,P96IA76,BRANDED_ORIGINATOR,CENTRALISED_EMA,268.79,80.23,23610623,68.01,11.2,102,135.12,CONDITIONAL,35.76,1,0,565,1,FLASH,2026-02-07
2015,IT,R03TN93,ORPHAN,NATIONAL_MA,175.96,71.77,18871112,24.79,5.27,281,39.89,PENDING,746.78,1,0,392,0,BENCHMARK,2024-01-23
2016,NL,S10EA10,OTC,MUTUAL_RECOGNITION,87.1,64.15,40506313,33.29,8.03,93,129.43,POSITIVE,781.7,0,0,256,0,SECOND,2025-03-06
2017,SI,V17PN27,VACCINE,DECENTRALISED,66.79,18.09,8087487,48.7,15.46,8,60.2,NEGATIVE,385.47,1,0,181,0,FIRST,2024-02-03
2018,BG,A24AA44,BIOSIMILAR,CENTRALISED_EMA,9.08,76.13,9609814,13.7,12.51,440,176.48,NOT_REQUIRED,869.48,0,0,170,1,FLASH,2025-12-04
2019,EE,B31LN61,GENERIC,NATIONAL_MA,157.15,26.26,17699888,73.1,9.91,396,82.09,CONDITIONAL,796.03,0,0,84,0,BENCHMARK,2024-03-16
