energy_prices_reference_month,energy_prices_country_iso2,energy_prices_consumer_type_code,energy_prices_band_consumption_code,energy_prices_price_eur_kwh,energy_prices_energy_component_eur_kwh,energy_prices_network_component_eur_kwh,energy_prices_tax_levy_component_eur_kwh,energy_prices_vat_rate_pct,energy_prices_retail_market_concentration_hhi,energy_prices_supplier_switching_rate_pct,energy_prices_price_cap_regulation_flag,energy_prices_renewable_levy_flag,energy_prices_energy_poverty_rate_pct,energy_prices_bill_arrears_rate_pct,energy_prices_smart_meter_penetration_pct,energy_prices_time_of_use_tariff_flag,energy_prices_eurostat_table_code,energy_prices_methodology_version,energy_prices_data_extract_date
2017-07,HR,HOUSEHOLD,BAND_3_HIGH,0.2668,0.181,0.0706,0.0152,18.55,4176,12.6,0,1,1.36,11.72,27.38,0,nrg_pc_204,EUROSTAT_METH_V1,2025-03-07
2017-08,FI,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2724,0.1308,0.0439,0.0977,11.4,2787,8.41,0,1,11.98,11.39,69.4,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-06-09
2017-09,IE,SME,BAND_1_LOW,0.2707,0.1844,0.0496,0.0367,24.76,3010,17.23,1,1,15.53,4.38,16.1,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-16
2017-10,MT,HOUSEHOLD,BAND_4_VERY_HIGH,0.2867,0.1495,0.0694,0.0678,21.03,2132,8.31,1,0,3.36,13.51,52.06,1,nrg_pc_204,EUROSTAT_METH_V1,2025-12-07
2017-11,SK,NON_HOUSEHOLD,BAND_3_HIGH,0.2538,0.1895,0.0461,0.0182,14.81,989,0.53,0,1,11.92,3.54,80.08,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-06-17
2017-12,BE,SME,BAND_2_MEDIUM,0.2802,0.1332,0.0873,0.0597,21.83,1435,4.84,0,0,3.63,4.72,42.03,1,nrg_pc_206,EUROSTAT_METH_V2,2024-12-26
2018-01,DK,HOUSEHOLD,BAND_1_LOW,0.2982,0.1581,0.089,0.0511,25.6,3781,16.83,1,0,10.74,11.94,57.97,0,nrg_pc_204,EUROSTAT_METH_V1,2025-02-24
2018-02,GR,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2593,0.1828,0.0452,0.0313,19.53,4726,2.24,1,1,15.82,1.63,17.86,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-01
2018-03,LT,SME,BAND_3_HIGH,0.3117,0.23,0.0597,0.022,17.64,1457,10.15,1,1,8.8,5.63,40.75,1,nrg_pc_206,EUROSTAT_METH_V2,2025-05-01
2018-04,PT,HOUSEHOLD,BAND_2_MEDIUM,0.1698,0.1184,0.0434,0.008,13.42,3624,16.94,0,1,7.02,0.77,74.73,1,nrg_pc_204,EUROSTAT_METH_V1,2025-06-01
2018-05,SE,NON_HOUSEHOLD,BAND_1_LOW,0.2829,0.195,0.0683,0.0196,19.5,3176,8.94,1,0,2.33,7.39,27.05,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-09-10
2018-06,CY,SME,BAND_4_VERY_HIGH,0.2569,0.1358,0.0402,0.0809,20.83,1861,17.16,0,0,18.46,5.82,14.04,0,nrg_pc_206,EUROSTAT_METH_V2,2025-11-16
2018-07,FR,HOUSEHOLD,BAND_3_HIGH,0.2517,0.132,0.05,0.0697,7.6,3177,9.25,0,0,7.34,8.77,90.05,1,nrg_pc_204,EUROSTAT_METH_V1,2026-01-07
2018-08,IT,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2386,0.1186,0.067,0.053,7.38,1490,14.82,0,0,2.66,6.53,69.71,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-27
2018-09,NL,SME,BAND_1_LOW,0.2375,0.1138,0.0317,0.092,18.63,3853,7.72,0,1,4.28,12.7,70.82,1,nrg_pc_206,EUROSTAT_METH_V2,2025-10-21
2018-10,SI,HOUSEHOLD,BAND_4_VERY_HIGH,0.2767,0.1282,0.0799,0.0686,24.42,880,15.43,0,0,21.07,12.14,94.98,1,nrg_pc_204,EUROSTAT_METH_V1,2026-01-24
2018-11,BG,NON_HOUSEHOLD,BAND_3_HIGH,0.385,0.1919,0.1106,0.0825,24.31,3992,4.74,0,0,10.88,15.41,33.37,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-03-18
2018-12,EE,SME,BAND_2_MEDIUM,0.3273,0.1617,0.0623,0.1033,18.25,1740,7.42,1,1,14.22,4.06,96.71,1,nrg_pc_206,EUROSTAT_METH_V2,2024-05-17
2019-01,HU,HOUSEHOLD,BAND_1_LOW,0.2525,0.1857,0.0574,0.0094,24.47,865,12.95,0,0,17.27,7.44,30.05,0,nrg_pc_204,EUROSTAT_METH_V1,2025-08-26
2019-02,LU,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1819,0.1125,0.0428,0.0266,8.26,2219,5.38,0,1,19.52,5.41,31.11,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-05
2019-03,RO,SME,BAND_3_HIGH,0.199,0.1055,0.0642,0.0293,7.0,3520,15.19,0,0,14.05,2.62,61.33,1,nrg_pc_206,EUROSTAT_METH_V2,2025-11-03
2019-04,AT,HOUSEHOLD,BAND_2_MEDIUM,0.301,0.1661,0.0834,0.0515,18.27,2416,9.42,0,0,10.98,14.25,80.86,1,nrg_pc_204,EUROSTAT_METH_V1,2026-01-02
2019-05,CZ,NON_HOUSEHOLD,BAND_1_LOW,0.1398,0.0649,0.033,0.0419,20.22,2484,3.46,1,1,4.29,8.0,14.48,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-29
2019-06,DE,SME,BAND_4_VERY_HIGH,0.2116,0.1409,0.0724,0.0,12.86,5103,0.77,0,0,17.83,8.48,36.32,0,nrg_pc_206,EUROSTAT_METH_V2,2025-04-28
2019-07,LV,HOUSEHOLD,BAND_3_HIGH,0.254,0.1535,0.0733,0.0272,11.16,4710,7.02,0,1,18.11,14.79,66.83,1,nrg_pc_204,EUROSTAT_METH_V1,2025-06-03
2019-08,PL,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1228,0.0882,0.0241,0.0105,8.21,3214,1.94,0,1,16.09,6.22,39.22,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-11
2019-09,ES,SME,BAND_1_LOW,0.1819,0.1352,0.0629,0.0,9.24,4696,13.53,1,1,15.07,6.69,73.41,1,nrg_pc_206,EUROSTAT_METH_V2,2024-10-13
2019-10,HR,HOUSEHOLD,BAND_4_VERY_HIGH,0.2457,0.1346,0.0793,0.0318,18.43,2416,7.2,0,0,19.67,2.32,27.43,0,nrg_pc_204,EUROSTAT_METH_V1,2025-01-25
2019-11,FI,NON_HOUSEHOLD,BAND_3_HIGH,0.2389,0.1309,0.083,0.025,23.4,2724,1.97,0,1,5.69,6.55,77.68,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-04-10
2019-12,IE,SME,BAND_2_MEDIUM,0.2171,0.1349,0.0601,0.0221,15.06,4223,4.35,0,1,11.05,1.85,76.54,1,nrg_pc_206,EUROSTAT_METH_V2,2024-02-14
2020-01,MT,HOUSEHOLD,BAND_1_LOW,0.1425,0.0749,0.034,0.0336,12.75,3661,14.74,1,1,11.49,6.5,80.73,1,nrg_pc_204,EUROSTAT_METH_V1,2024-07-06
2020-02,SK,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.1968,0.1169,0.0324,0.0475,10.14,2715,7.65,1,1,3.93,1.49,72.96,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-22
2020-03,BE,SME,BAND_3_HIGH,0.3271,0.2369,0.1077,0.0,6.84,1101,7.55,0,1,18.97,7.81,92.72,0,nrg_pc_206,EUROSTAT_METH_V2,2024-03-04
2020-04,DK,HOUSEHOLD,BAND_2_MEDIUM,0.2194,0.1265,0.0328,0.0601,19.08,1850,17.12,0,0,11.13,1.12,52.79,1,nrg_pc_204,EUROSTAT_METH_V1,2025-01-02
2020-05,GR,NON_HOUSEHOLD,BAND_1_LOW,0.2241,0.1403,0.0716,0.0122,10.4,2974,15.27,1,0,9.33,0.65,88.15,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-03-02
2020-06,LT,SME,BAND_4_VERY_HIGH,0.2419,0.1148,0.0387,0.0884,18.83,2695,6.23,0,0,14.4,4.5,10.18,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-01
2020-07,PT,HOUSEHOLD,BAND_3_HIGH,0.2754,0.1756,0.0631,0.0367,19.11,4866,2.99,0,1,14.15,3.17,70.82,1,nrg_pc_204,EUROSTAT_METH_V1,2025-11-03
2020-08,SE,NON_HOUSEHOLD,BAND_2_MEDIUM,0.309,0.1997,0.1016,0.0077,17.74,1251,2.44,0,0,18.17,11.36,45.45,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-02-27
2020-09,CY,SME,BAND_1_LOW,0.2518,0.124,0.0781,0.0497,23.78,3105,2.32,0,0,16.58,13.74,57.14,1,nrg_pc_206,EUROSTAT_METH_V2,2024-08-30
2020-10,FR,HOUSEHOLD,BAND_4_VERY_HIGH,0.3084,0.1553,0.0616,0.0915,14.99,2763,0.82,0,0,20.34,2.99,30.86,0,nrg_pc_204,EUROSTAT_METH_V1,2026-02-20
2020-11,IT,NON_HOUSEHOLD,BAND_3_HIGH,0.328,0.1492,0.0631,0.1157,26.42,1101,4.62,0,0,2.18,8.62,24.7,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-04-19
2020-12,NL,SME,BAND_2_MEDIUM,0.3312,0.1683,0.0577,0.1052,14.04,2931,2.48,1,1,7.27,12.47,58.83,1,nrg_pc_206,EUROSTAT_METH_V2,2025-04-07
2021-01,SI,HOUSEHOLD,BAND_1_LOW,0.1587,0.0873,0.0506,0.0208,18.98,1917,2.63,0,1,17.67,0.43,96.44,0,nrg_pc_204,EUROSTAT_METH_V1,2024-08-12
2021-02,BG,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.4786,0.3399,0.1508,0.0,16.77,4000,6.46,0,1,10.35,14.27,20.42,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-12-29
2021-03,EE,SME,BAND_3_HIGH,0.2781,0.174,0.0481,0.056,19.25,2860,13.1,1,1,10.07,10.33,62.87,0,nrg_pc_206,EUROSTAT_METH_V2,2026-01-11
2021-04,HU,HOUSEHOLD,BAND_2_MEDIUM,0.3306,0.1563,0.1069,0.0674,5.28,1373,6.06,1,1,12.82,7.46,44.01,0,nrg_pc_204,EUROSTAT_METH_V1,2025-12-12
2021-05,LU,NON_HOUSEHOLD,BAND_1_LOW,0.5726,0.3285,0.1582,0.0859,8.69,4464,2.59,0,0,15.29,12.3,75.4,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-25
2021-06,RO,SME,BAND_4_VERY_HIGH,0.4539,0.2384,0.12,0.0955,21.25,4615,15.4,1,1,21.86,5.95,61.18,0,nrg_pc_206,EUROSTAT_METH_V2,2024-12-22
2021-07,AT,HOUSEHOLD,BAND_3_HIGH,0.3868,0.1945,0.0938,0.0985,7.38,2534,2.72,0,1,7.42,6.76,97.93,1,nrg_pc_204,EUROSTAT_METH_V1,2025-11-10
2021-08,CZ,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2529,0.1293,0.0827,0.0409,5.61,846,6.53,0,1,3.94,2.33,83.15,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-09-26
2021-09,DE,SME,BAND_1_LOW,0.157,0.0947,0.034,0.0283,14.46,3657,7.01,1,1,1.29,5.48,62.32,0,nrg_pc_206,EUROSTAT_METH_V2,2024-05-28
2021-10,LV,HOUSEHOLD,BAND_4_VERY_HIGH,0.2586,0.1338,0.0389,0.0859,25.36,2686,11.97,1,1,21.5,11.9,38.93,0,nrg_pc_204,EUROSTAT_METH_V1,2025-08-27
2021-11,PL,NON_HOUSEHOLD,BAND_3_HIGH,0.2432,0.161,0.0309,0.0513,22.61,1237,11.17,1,1,1.77,12.71,11.33,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-01-29
2021-12,ES,SME,BAND_2_MEDIUM,0.1521,0.0698,0.0294,0.0529,10.78,4301,3.56,1,1,8.89,14.97,73.83,1,nrg_pc_206,EUROSTAT_METH_V2,2026-01-26
2022-01,HR,HOUSEHOLD,BAND_1_LOW,0.2991,0.1673,0.0388,0.093,9.78,3848,13.73,0,0,17.74,1.59,56.51,1,nrg_pc_204,EUROSTAT_METH_V1,2025-07-31
2022-02,FI,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.3899,0.2662,0.0753,0.0484,20.89,5032,15.07,0,1,9.54,6.8,57.37,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-03-27
2022-03,IE,SME,BAND_3_HIGH,0.4649,0.2345,0.1429,0.0875,18.78,2356,9.68,1,0,1.82,15.23,69.07,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-02
2022-04,MT,HOUSEHOLD,BAND_2_MEDIUM,0.1424,0.0925,0.0404,0.0095,8.86,1856,0.42,0,0,14.72,7.0,63.7,1,nrg_pc_204,EUROSTAT_METH_V1,2025-11-30
2022-05,SK,NON_HOUSEHOLD,BAND_1_LOW,0.3013,0.2225,0.0393,0.0395,26.07,1168,3.23,0,1,6.84,2.72,21.13,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-03-16
2022-06,BE,SME,BAND_4_VERY_HIGH,0.389,0.2027,0.0866,0.0997,10.34,2854,3.83,1,1,1.32,7.34,48.39,0,nrg_pc_206,EUROSTAT_METH_V2,2025-06-18
2022-07,DK,HOUSEHOLD,BAND_3_HIGH,0.1939,0.1389,0.0558,0.0,12.35,1736,17.82,1,0,7.68,11.79,49.87,1,nrg_pc_204,EUROSTAT_METH_V1,2025-06-30
2022-08,GR,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1563,0.0944,0.0536,0.0083,9.5,4137,16.44,0,0,12.36,10.43,20.36,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-02
2022-09,LT,SME,BAND_1_LOW,0.2118,0.1029,0.0576,0.0513,13.79,3244,8.37,1,0,6.13,14.85,78.04,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-15
2022-10,PT,HOUSEHOLD,BAND_4_VERY_HIGH,0.1776,0.0961,0.0444,0.0371,9.73,4599,5.17,1,1,19.62,5.6,78.26,0,nrg_pc_204,EUROSTAT_METH_V1,2024-12-09
2022-11,SE,NON_HOUSEHOLD,BAND_3_HIGH,0.4072,0.2588,0.0907,0.0577,8.87,4980,9.94,0,1,15.41,12.02,68.63,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-12-27
2022-12,CY,SME,BAND_2_MEDIUM,0.4401,0.3135,0.0697,0.0569,7.02,5118,11.25,0,0,5.04,3.74,12.56,0,nrg_pc_206,EUROSTAT_METH_V2,2025-06-18
2023-01,FR,HOUSEHOLD,BAND_1_LOW,0.1529,0.1045,0.0247,0.0237,15.68,1382,17.82,0,1,16.37,12.72,58.11,0,nrg_pc_204,EUROSTAT_METH_V1,2024-06-12
2023-02,IT,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.306,0.1643,0.0868,0.0549,9.26,3827,12.72,1,1,9.66,6.26,97.6,1,nrg_pc_205,NATIONAL_METH_UPDATE,2024-10-30
2023-03,NL,SME,BAND_3_HIGH,0.3837,0.2346,0.0563,0.0928,25.03,3235,13.18,0,1,10.19,6.66,50.82,1,nrg_pc_206,EUROSTAT_METH_V2,2025-06-28
2023-04,SI,HOUSEHOLD,BAND_2_MEDIUM,0.4472,0.2046,0.1332,0.1094,7.06,3032,9.56,0,1,16.55,9.49,69.32,0,nrg_pc_204,EUROSTAT_METH_V1,2024-02-28
2023-05,BG,NON_HOUSEHOLD,BAND_1_LOW,0.2498,0.1362,0.0323,0.0813,12.95,3256,4.39,0,1,7.7,3.8,92.34,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-06-17
2023-06,EE,SME,BAND_4_VERY_HIGH,0.3242,0.2019,0.0428,0.0795,7.09,984,14.92,1,0,6.42,13.27,16.92,0,nrg_pc_206,EUROSTAT_METH_V2,2025-07-03
2023-07,HU,HOUSEHOLD,BAND_3_HIGH,0.329,0.2201,0.0442,0.0647,23.31,2336,14.76,1,1,12.72,11.09,76.24,0,nrg_pc_204,EUROSTAT_METH_V1,2025-12-23
2023-08,LU,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3909,0.1884,0.1229,0.0796,21.41,4389,3.93,0,0,2.11,3.1,33.35,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-03
2023-09,RO,SME,BAND_1_LOW,0.4235,0.2004,0.0895,0.1336,25.51,931,12.89,1,0,17.99,6.38,94.44,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-03
2023-10,AT,HOUSEHOLD,BAND_4_VERY_HIGH,0.4403,0.23,0.0839,0.1264,19.08,881,10.72,1,0,21.11,12.97,25.87,0,nrg_pc_204,EUROSTAT_METH_V1,2024-08-09
2023-11,CZ,NON_HOUSEHOLD,BAND_3_HIGH,0.6234,0.3841,0.0934,0.1459,24.15,3306,17.75,1,0,16.53,2.04,10.17,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-01-01
2023-12,DE,SME,BAND_2_MEDIUM,0.367,0.2726,0.0484,0.046,26.89,3513,13.47,0,1,12.05,10.43,81.77,1,nrg_pc_206,EUROSTAT_METH_V2,2024-11-24
2024-01,LV,HOUSEHOLD,BAND_1_LOW,0.3837,0.2088,0.061,0.1139,5.33,2623,2.89,0,1,9.31,0.76,63.47,1,nrg_pc_204,EUROSTAT_METH_V1,2025-05-11
2024-02,PL,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.5296,0.2551,0.1461,0.1284,18.46,5057,0.48,0,1,20.29,4.32,57.94,0,nrg_pc_205,NATIONAL_METH_UPDATE,2026-01-21
2024-03,ES,SME,BAND_3_HIGH,0.228,0.1034,0.0369,0.0877,9.58,2343,2.59,0,1,4.2,9.13,25.54,0,nrg_pc_206,EUROSTAT_METH_V2,2026-02-12
2024-04,HR,HOUSEHOLD,BAND_2_MEDIUM,0.4298,0.305,0.0863,0.0385,26.46,3973,1.05,0,0,17.93,7.44,54.77,1,nrg_pc_204,EUROSTAT_METH_V1,2025-10-24
2024-05,FI,NON_HOUSEHOLD,BAND_1_LOW,0.2421,0.122,0.0733,0.0468,15.38,3184,14.5,1,1,5.23,2.19,50.37,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-07-27
2024-06,IE,SME,BAND_4_VERY_HIGH,0.4134,0.1986,0.0771,0.1377,17.2,907,3.93,1,1,1.19,12.29,46.64,1,nrg_pc_206,EUROSTAT_METH_V2,2025-11-11
2024-07,MT,HOUSEHOLD,BAND_3_HIGH,0.1589,0.0845,0.0451,0.0293,6.05,2591,15.0,0,0,6.48,4.75,23.7,0,nrg_pc_204,EUROSTAT_METH_V1,2025-11-22
2024-08,SK,NON_HOUSEHOLD,BAND_2_MEDIUM,0.3314,0.2245,0.0531,0.0538,24.92,5195,17.53,1,0,11.83,4.01,70.58,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-27
2024-09,BE,SME,BAND_1_LOW,0.114,0.0546,0.0218,0.0376,24.66,4766,13.35,1,1,20.47,10.21,15.68,0,nrg_pc_206,EUROSTAT_METH_V2,2024-08-14
2024-10,DK,HOUSEHOLD,BAND_4_VERY_HIGH,0.2594,0.1581,0.0694,0.0319,5.53,2388,1.94,1,1,15.82,9.22,78.37,0,nrg_pc_204,EUROSTAT_METH_V1,2025-03-29
2024-11,GR,NON_HOUSEHOLD,BAND_3_HIGH,0.4834,0.294,0.1561,0.0333,18.61,1265,7.02,0,1,8.82,2.45,20.85,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-04-20
2024-12,LT,SME,BAND_2_MEDIUM,0.2684,0.1766,0.0729,0.0189,8.5,2849,7.72,0,0,6.81,8.42,62.52,0,nrg_pc_206,EUROSTAT_METH_V2,2024-09-13
2025-01,PT,HOUSEHOLD,BAND_1_LOW,0.3942,0.2074,0.1188,0.068,8.22,1536,1.97,0,0,17.25,5.25,24.82,0,nrg_pc_204,EUROSTAT_METH_V1,2024-01-16
2025-02,SE,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.3042,0.1925,0.0534,0.0583,17.98,1375,8.66,0,0,19.92,8.47,88.85,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-21
2025-03,CY,SME,BAND_3_HIGH,0.1869,0.1336,0.0526,0.0007,15.72,4629,9.61,0,0,17.84,11.24,74.59,0,nrg_pc_206,EUROSTAT_METH_V2,2024-02-04
2025-04,FR,HOUSEHOLD,BAND_2_MEDIUM,0.4662,0.3191,0.1021,0.045,8.44,4027,16.51,0,1,21.82,13.4,67.2,0,nrg_pc_204,EUROSTAT_METH_V1,2024-09-06
2025-05,IT,NON_HOUSEHOLD,BAND_1_LOW,0.4743,0.2278,0.1309,0.1156,9.14,926,15.64,1,1,2.06,10.05,77.88,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-01-28
2025-06,NL,SME,BAND_4_VERY_HIGH,0.3467,0.2352,0.0486,0.0629,11.01,3869,5.36,0,0,19.76,10.76,40.75,0,nrg_pc_206,EUROSTAT_METH_V2,2024-09-26
2025-07,SI,HOUSEHOLD,BAND_3_HIGH,0.423,0.2715,0.1312,0.0203,5.05,3248,11.58,0,1,4.29,11.83,89.14,0,nrg_pc_204,EUROSTAT_METH_V1,2024-04-25
2025-08,BG,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2272,0.1553,0.0345,0.0374,25.38,4449,4.69,0,1,11.84,8.55,42.06,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-02-10
2025-09,EE,SME,BAND_1_LOW,0.3708,0.2012,0.1243,0.0453,6.87,2609,9.83,1,0,14.2,7.02,22.29,0,nrg_pc_206,EUROSTAT_METH_V2,2025-02-28
2025-10,HU,HOUSEHOLD,BAND_4_VERY_HIGH,0.3226,0.2098,0.0587,0.0541,15.07,5117,8.11,1,1,17.55,7.57,92.73,0,nrg_pc_204,EUROSTAT_METH_V1,2024-03-24
2025-11,LU,NON_HOUSEHOLD,BAND_3_HIGH,0.2103,0.1034,0.0613,0.0456,13.03,3019,13.72,0,1,17.2,6.76,22.64,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-10-24
2025-12,RO,SME,BAND_2_MEDIUM,0.2199,0.124,0.0497,0.0462,9.89,2032,6.32,0,0,15.76,14.51,81.6,1,nrg_pc_206,EUROSTAT_METH_V2,2025-12-30
2026-01,AT,HOUSEHOLD,BAND_1_LOW,0.4787,0.2266,0.1348,0.1173,26.83,1296,1.68,1,1,4.97,8.12,50.91,1,nrg_pc_204,EUROSTAT_METH_V1,2026-02-24
2026-02,CZ,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.503,0.2864,0.1338,0.0828,7.87,2144,15.12,0,0,21.5,14.07,36.72,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-05-21
2026-03,DE,SME,BAND_3_HIGH,0.2131,0.155,0.0538,0.0043,24.13,4008,14.36,0,0,16.36,2.0,45.47,0,nrg_pc_206,EUROSTAT_METH_V2,2025-04-23
2026-04,LV,HOUSEHOLD,BAND_2_MEDIUM,0.4472,0.2114,0.091,0.1448,15.84,3604,12.96,0,1,2.46,8.49,96.89,1,nrg_pc_204,EUROSTAT_METH_V1,2024-09-06
2026-05,PL,NON_HOUSEHOLD,BAND_1_LOW,0.2236,0.1653,0.0329,0.0254,20.86,5018,11.62,1,1,10.51,4.26,22.69,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-12-04
2026-06,ES,SME,BAND_4_VERY_HIGH,0.3925,0.2904,0.0507,0.0514,19.09,2486,8.43,0,1,4.36,13.5,86.7,0,nrg_pc_206,EUROSTAT_METH_V2,2024-11-20
2026-07,HR,HOUSEHOLD,BAND_3_HIGH,0.3536,0.1785,0.101,0.0741,16.78,4619,10.3,1,0,19.48,15.03,49.93,1,nrg_pc_204,EUROSTAT_METH_V1,2024-03-16
2026-08,FI,NON_HOUSEHOLD,BAND_2_MEDIUM,0.2237,0.1382,0.0437,0.0418,17.47,1305,5.15,1,1,12.37,12.91,39.14,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-08-12
2026-09,IE,SME,BAND_1_LOW,0.4534,0.2484,0.0951,0.1099,26.98,4420,12.55,0,1,7.97,6.07,70.37,0,nrg_pc_206,EUROSTAT_METH_V2,2025-08-09
2026-10,MT,HOUSEHOLD,BAND_4_VERY_HIGH,0.3343,0.2088,0.0718,0.0537,5.37,1771,0.62,1,1,19.09,14.46,69.4,1,nrg_pc_204,EUROSTAT_METH_V1,2024-05-08
2026-11,SK,NON_HOUSEHOLD,BAND_3_HIGH,0.2605,0.1424,0.056,0.0621,8.27,1140,3.15,1,0,13.25,3.75,27.17,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-07-25
2026-12,BE,SME,BAND_2_MEDIUM,0.2993,0.1627,0.0829,0.0537,26.38,3142,12.83,1,1,1.74,11.71,85.22,0,nrg_pc_206,EUROSTAT_METH_V2,2024-04-30
2016-01,DK,HOUSEHOLD,BAND_1_LOW,0.2886,0.1948,0.1001,0.0,11.92,2535,1.85,0,1,7.01,6.07,61.55,1,nrg_pc_204,EUROSTAT_METH_V1,2025-01-08
2016-02,GR,NON_HOUSEHOLD,BAND_4_VERY_HIGH,0.2142,0.1394,0.0403,0.0345,11.02,1787,14.79,0,1,14.53,0.37,88.19,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-02-20
2016-03,LT,SME,BAND_3_HIGH,0.3524,0.2501,0.0604,0.0419,20.78,1100,4.27,0,1,4.27,2.86,51.64,0,nrg_pc_206,EUROSTAT_METH_V2,2025-01-20
2016-04,PT,HOUSEHOLD,BAND_2_MEDIUM,0.325,0.1658,0.0732,0.086,22.5,4679,11.84,1,1,2.28,5.85,21.17,0,nrg_pc_204,EUROSTAT_METH_V1,2025-04-05
2016-05,SE,NON_HOUSEHOLD,BAND_1_LOW,0.1913,0.1388,0.0266,0.0259,21.62,4101,8.4,1,0,7.24,13.93,72.8,1,nrg_pc_205,NATIONAL_METH_UPDATE,2025-10-24
2016-06,CY,SME,BAND_4_VERY_HIGH,0.2315,0.1645,0.0307,0.0363,26.57,1325,1.43,0,1,12.79,1.69,47.06,0,nrg_pc_206,EUROSTAT_METH_V2,2024-11-21
2016-07,FR,HOUSEHOLD,BAND_3_HIGH,0.2725,0.1788,0.0436,0.0501,10.16,1237,17.72,0,1,12.55,5.3,17.64,0,nrg_pc_204,EUROSTAT_METH_V1,2025-06-18
2016-08,IT,NON_HOUSEHOLD,BAND_2_MEDIUM,0.1163,0.068,0.0157,0.0326,9.1,1485,17.55,0,1,16.43,14.41,69.74,0,nrg_pc_205,NATIONAL_METH_UPDATE,2024-11-27
2016-09,NL,SME,BAND_1_LOW,0.1358,0.0956,0.0302,0.01,21.63,4247,4.47,0,0,9.88,3.49,96.47,0,nrg_pc_206,EUROSTAT_METH_V2,2025-09-14
2016-10,SI,HOUSEHOLD,BAND_4_VERY_HIGH,0.2038,0.1272,0.0414,0.0352,26.04,2213,15.28,0,1,18.63,14.85,77.76,1,nrg_pc_204,EUROSTAT_METH_V1,2024-07-10
2016-11,BG,NON_HOUSEHOLD,BAND_3_HIGH,0.1289,0.0837,0.0411,0.0041,16.56,3231,5.86,0,1,15.52,15.03,30.0,0,nrg_pc_205,NATIONAL_METH_UPDATE,2025-09-26
2016-12,EE,SME,BAND_2_MEDIUM,0.153,0.0992,0.0505,0.0033,15.61,1515,3.13,1,1,4.34,7.54,41.63,0,nrg_pc_206,EUROSTAT_METH_V2,2026-01-12
