biz_dyn_reference_year,biz_dyn_firm_id_hash,biz_dyn_establishment_id_hash,biz_dyn_firm_age_years,biz_dyn_firm_size_employment_class,biz_dyn_industry_nic_6,biz_dyn_births_establishments_count,biz_dyn_deaths_establishments_count,biz_dyn_job_creation_births,biz_dyn_job_destruction_deaths,biz_dyn_expansion_jobs,biz_dyn_contraction_jobs,biz_dyn_turnover_rate_pct,biz_dyn_survival_rate_1yr,biz_dyn_survival_rate_5yr,biz_dyn_high_growth_firm_flag,biz_dyn_multi_state_operation_flag,biz_dyn_ownership_structure_code,biz_dyn_productivity_sales_per_worker,biz_dyn_confidentiality_suppression_flag
2016,aa124cb65d974031,7f29304e32695503,59,250-499,233025,8,8,112,32,99,91,21.05,86.18,51.04,0,0,producer_company,548881.11,0
2018,17937f0363218e79,0e8f976d99bca5d2,12,20-49,793613,3,4,45,32,55,104,31.57,66.38,31.2,0,0,producer_company,614625.33,0
2010,b0fb3376cb383a93,8fefce8c1b53fa59,25,1000+,432917,6,4,30,44,45,42,11.05,89.75,36.01,0,0,cooperative,371179.34,0
2016,ad3db0a60b6cddc1,0ddd61650edc8463,48,5-9,829391,6,4,66,16,221,117,13.18,64.79,47.1,0,1,government,1651803.0,0
2020,f8cfb251eb1c00bc,85d978732adf319a,19,1-4,385241,2,7,30,35,56,12,17.34,97.37,55.97,0,0,government,1084585.98,0
2015,8eafd8c12bff38fa,9e96a44419aa0302,8,1-4,732828,6,8,42,48,30,49,19.85,88.5,77.99,0,1,opc,166045.08,0
2010,9d1e30e5661c3094,2436fbd525492491,77,5-9,489149,5,1,30,15,64,80,29.53,71.56,43.19,1,0,cooperative,726104.6,0
2024,83514f39c6746819,397e83575f27d611,45,250-499,654686,8,8,64,32,35,90,15.24,67.59,45.65,0,0,government,349654.97,0
2016,ff96e84e47ffacb9,c5df9921f66272e9,78,250-499,223438,9,6,99,72,39,56,9.53,67.07,51.72,0,0,public_ltd,801735.67,0
2010,a292e64a352ba50d,a394ab1ad30ab4ef,59,5-9,914562,6,5,30,50,65,44,28.07,69.13,59.85,0,0,government,1737073.41,0
2021,3d1a67418a39b545,6f9de30ec9285d9a,14,1-4,335953,8,8,40,48,98,9,5.97,80.94,60.09,1,0,cooperative,1133312.56,0
2024,1dd0e471747fd177,1fbef32adf6e1b23,30,10-19,493018,4,1,32,7,66,18,20.53,93.65,55.42,0,0,opc,1200470.59,0
2015,63f6709d63b4f8d4,8c654d484eadf9cc,5,100-249,158719,7,4,77,20,24,80,24.59,90.61,37.01,0,0,partnership,270193.97,0
2025,ccdea041e63641f5,469d8071240ae5cc,29,250-499,355813,4,6,52,84,70,28,9.04,89.62,54.95,1,0,partnership,390338.84,0
2017,46f61746b7c6ca89,02f8f6c8d2de9065,10,20-49,549688,8,2,88,18,33,60,18.73,58.29,45.93,1,0,government,940129.19,1
2015,1923fe5e15528a92,0892c4a7469c89c0,12,250-499,332474,5,5,20,20,36,48,11.46,88.94,31.69,0,0,producer_company,936403.73,0
2025,54056b850af1a20e,5dd43b0801cc88fd,36,5-9,138353,6,5,42,75,168,40,28.53,94.95,51.15,0,1,government,288764.28,0
2025,7a7beaf5374f2a43,2379cea4d7698a76,7,50-99,649570,4,7,48,84,90,18,16.48,83.06,32.16,0,0,cooperative,636066.52,0
2020,88949b3c405d20e8,6f4e4833c40b4f13,62,20-49,730327,6,6,96,60,50,64,14.31,81.85,80.32,1,0,cooperative,396469.81,0
2012,2801b9c9691ab65f,d36045ad891f2dbe,28,10-19,623469,3,3,9,21,33,32,14.48,65.62,49.65,0,0,partnership,547615.82,0
2025,dc1e548265990451,9cd8593d166308a7,23,1000+,412202,6,3,102,36,30,80,15.23,81.95,38.89,0,0,partnership,575927.19,0
2025,bb98bcc074c18b6a,f3acf5eb67d138ce,17,1000+,232805,4,2,12,4,130,45,18.6,80.74,22.77,1,0,producer_company,666587.98,0
2021,994091913ea798cb,e5c71b08edad21e2,56,20-49,575610,13,0,104,0,76,32,22.72,92.75,55.91,0,0,cooperative,514285.8,0
2021,3e31db8a94aa4787,5614d51a24913839,5,100-249,978630,9,4,63,24,72,54,15.98,92.54,61.98,0,0,llp,298181.81,0
2019,cc29f68a325470ad,9f4dd64149f0c452,65,20-49,960886,3,2,27,32,143,121,14.32,79.62,42.86,0,0,partnership,465385.57,0
2018,1d6b2ca709c331bb,07a8d1647621818c,3,10-19,448847,6,2,72,16,121,27,13.69,89.85,40.2,0,1,public_ltd,269982.02,0
2024,daf96117e5d62b1d,5e778977c8b2b375,75,20-49,475644,8,7,56,98,117,70,15.41,74.34,33.98,0,0,llp,980950.98,0
2023,0e37759ac13ecf10,5f2c8f86bd293d8d,20,10-19,551464,9,7,117,91,238,60,14.79,62.24,28.59,0,0,partnership,809872.13,0
2017,ddc12956095b4f69,55d11d2555fed466,38,10-19,291638,8,7,88,91,45,100,14.05,55.78,47.63,0,1,opc,606254.51,0
2024,a0f649ec5fd2cea7,5a8f433bba2b592b,16,500-999,789653,7,7,112,49,51,36,31.93,83.34,31.42,0,0,opc,1315447.66,1
2010,ecd55f1ca9e82e31,022f518626c7cf06,48,100-249,985588,5,5,60,50,45,60,33.42,78.0,59.25,1,0,cooperative,468835.51,0
2019,cfc0e2b1bcbcc936,8ffd73b432fbc465,23,10-19,222202,12,3,84,51,121,14,12.32,63.57,44.42,0,0,opc,533850.71,0
2023,f573b735348c6413,af6e51db3a5da478,2,5-9,785795,10,3,130,48,9,56,11.63,89.9,42.62,0,0,opc,488431.48,0
2025,6b995572ebedc886,e69fdadae02e068d,68,500-999,678121,8,0,96,0,48,36,16.88,91.14,53.69,0,0,public_ltd,427024.02,0
2022,43479b81483f45b9,4c65b7d3af268560,7,50-99,177213,14,6,98,96,81,30,26.57,73.07,25.89,0,0,sole_prop,245272.29,0
2024,38a6ea3104d3a669,28ad0fca4661680b,39,100-249,762868,3,4,15,52,36,35,15.33,80.81,42.75,1,0,producer_company,437208.59,0
2020,08a88e423bc22c55,f6cd43c338855277,41,5-9,859945,4,1,48,10,63,18,10.53,81.97,29.83,0,0,public_ltd,716691.85,0
2017,079363ecce3a0dc1,67ada8d8abd41d67,24,500-999,344056,7,3,14,42,80,77,18.29,58.38,21.78,0,0,opc,762792.54,0
2018,9511d0d82a78eee7,0ad535720c2b84b9,58,1-4,508854,9,4,108,68,195,55,23.37,82.89,47.09,0,0,sole_prop,991871.46,0
2021,26e456fc2f3d197c,df84e6cb0108947a,16,100-249,907646,4,2,28,20,50,27,27.55,68.93,48.16,0,1,public_ltd,940989.28,0
2013,c8b939191df0bf00,af676b9ebb2737aa,27,5-9,672402,3,1,30,11,50,100,6.59,56.83,49.53,0,0,partnership,173069.24,0
2014,8ed3a4402d95a3ad,30f060aa30b8bf06,13,1000+,394956,4,5,32,65,32,48,14.62,95.22,42.24,1,0,government,316857.7,0
2014,ad23572d061e3722,b2676412dcdb3164,29,500-999,464840,10,8,40,40,40,56,24.39,79.59,12.97,0,1,producer_company,467333.97,0
2020,39223428e372d6f5,88ae85ecff9a9598,27,1-4,368636,10,4,120,68,12,21,28.79,66.17,55.33,1,0,opc,615489.85,0
2024,a2eafc8fce696f76,373352473dc20eaf,21,20-49,423930,6,5,60,30,42,20,17.02,90.1,43.64,0,0,cooperative,1699430.36,0
2018,d6aaab32abd3e47f,e4a3ae51fa63ef7d,15,500-999,420012,7,6,14,12,40,16,23.42,77.84,42.95,0,0,producer_company,745363.74,0
2013,457321ae210ab3bc,9e8cd092f99a6c6b,43,10-19,603782,7,4,84,52,36,12,27.5,66.86,48.4,0,0,sole_prop,545964.98,0
2021,3385ae0564ea79ca,0f96274027407e14,11,500-999,815296,4,2,8,28,32,88,23.55,68.14,33.66,0,1,partnership,1146469.21,0
2025,373c0bbddb18a9ea,e15ba096eeda28aa,57,100-249,334558,5,5,70,45,112,77,8.92,51.85,71.21,1,1,partnership,881175.35,0
2017,1194dbd1a877af1e,3881037f4287d856,15,1000+,167799,11,4,44,60,112,24,2.6,84.08,42.27,0,0,llp,208232.49,0
2020,d1af3fb6aa776fb6,14fb87699bc78540,62,1-4,268981,9,4,54,48,28,40,27.85,64.08,52.56,0,0,pvt_ltd,389944.41,1
2020,ed1c6077a99226f4,a8acf4745091d872,41,500-999,320203,5,8,35,72,48,96,17.04,80.11,43.1,0,0,opc,4365644.96,0
2024,c15bba56e23b33af,c5e2ed5e653fcef5,26,1000+,103485,4,5,20,55,5,40,7.26,81.18,73.26,0,1,producer_company,380182.13,0
2013,b8bc5f253bd83709,93c0b67e57892171,64,10-19,713904,6,0,30,0,44,32,15.02,79.46,45.89,0,0,cooperative,637437.53,0
2015,cca68256ccecbcf9,0575612b34fbdc48,56,100-249,580469,7,3,112,12,44,99,16.01,87.8,30.79,0,0,public_ltd,279365.2,0
2015,a912bad4727c8f0c,4bc3872172056706,50,250-499,135031,6,4,96,48,88,11,15.28,70.88,42.23,0,0,government,337111.54,0
2024,28299b833cbcdc01,fae9d303dabc9ee5,65,100-249,150837,1,2,16,24,120,12,10.16,77.35,43.43,0,0,sole_prop,283376.73,0
2011,ee5b616219779685,333b3ec99483c07b,2,100-249,216969,6,3,72,15,40,15,11.62,73.19,74.69,0,0,partnership,149874.62,0
2021,b42860c4ac631ef0,e2519ebdae8ed0d5,9,100-249,790943,7,4,42,20,40,22,10.18,65.93,72.75,0,1,partnership,316672.49,0
2012,9e8f736acaa9cc83,194811d9816b5b70,4,1000+,380750,9,5,108,60,80,100,18.14,79.25,38.64,0,1,government,372979.35,0
2017,36eec44ce0e3b3c0,aaf71390d6ca809f,75,50-99,643924,5,4,20,12,12,90,22.69,77.58,39.54,0,0,public_ltd,990663.94,0
2017,a354b52863aadab8,8429b96bfb3702c6,54,10-19,743981,4,4,16,28,81,63,17.95,89.18,66.54,0,0,cooperative,260896.36,0
2014,8dde54019710990e,3b05bd985049d1f2,45,5-9,601062,6,7,48,77,24,48,17.18,79.37,60.74,0,0,llp,142045.41,0
2011,1d7a66e3a5727358,592aae54c0d36730,54,100-249,788373,4,6,52,66,182,90,21.42,73.68,43.63,1,0,public_ltd,1983333.48,0
2013,9c5ba5d28bebcc14,ba0293c30a41c447,66,250-499,468092,6,3,36,18,121,40,22.02,72.72,67.04,0,0,llp,325026.45,0
2020,65ec7e9be21292d8,8dc0cf2cf93d7f42,48,5-9,600110,4,4,8,24,81,39,16.27,67.4,65.32,0,0,public_ltd,2282215.3,0
2024,7886eef7f214e7fd,aaa52956ae5a437c,74,1000+,100819,7,3,28,36,99,4,23.07,84.13,14.7,0,0,government,268858.95,0
2022,0a6cfc0e33d6c4d7,a9846e3aa975a239,79,100-249,284989,7,7,35,35,130,4,17.22,74.26,29.56,0,0,llp,988122.04,0
2014,1ffe1c28f023ee00,b4a7317d5d44b0c4,19,1000+,434496,8,4,120,56,108,6,30.43,64.63,79.97,0,0,partnership,1998411.13,0
2025,9fc68b131f646762,38f46b9cb6f7a9af,39,250-499,692109,8,0,120,0,36,24,19.7,89.16,8.85,0,1,producer_company,1199302.43,0
2016,d5f67f1c95d87d2f,ab56b2c7d1d0954e,32,100-249,464750,7,5,112,20,60,63,6.49,75.44,58.86,0,0,sole_prop,235199.29,0
2010,42411bb8dad106b6,9884ec6084860fd7,10,100-249,908334,5,2,60,30,99,42,15.54,71.13,51.74,0,0,public_ltd,612541.52,0
2024,49cfb886033100d2,f1a28119402c4aec,42,10-19,651928,7,4,70,8,40,121,22.15,61.59,54.58,0,0,pvt_ltd,425074.7,0
2016,f1985dae7c99f10e,dc271227d4c1502c,49,100-249,674894,9,6,18,96,64,100,27.23,80.19,38.1,0,1,opc,998989.25,0
2025,79dbcc8b646b7698,3f8cefce0c2dd4bc,72,20-49,525337,3,3,45,42,49,26,0.0,72.09,34.44,0,0,pvt_ltd,882021.5,0
2022,e93fc54614836c99,ce0c144f273d0856,17,10-19,502507,5,1,50,9,9,20,21.9,75.69,29.88,0,0,llp,1219992.74,0
2021,5412bd0e14529df3,69857b533e233b11,59,5-9,538946,8,6,24,60,156,88,30.36,88.15,63.04,0,0,public_ltd,850328.64,0
2010,e4c4d5625dfb5dc5,e615014030be6f0d,58,5-9,592351,2,5,34,35,126,77,20.02,93.98,28.99,0,0,producer_company,385661.98,0
2023,f4a39412098ec913,d7f731d9e4aab639,13,1000+,273888,9,6,108,84,33,88,16.75,69.39,40.49,0,0,producer_company,202886.97,0
2012,be9c6953bdb2f306,4fd31e1f27998754,33,1-4,913508,5,4,60,24,66,30,15.97,71.5,49.81,0,1,cooperative,281677.93,0
2015,e848c7707b353c32,f07be973af1ee0cd,79,10-19,728991,5,3,80,24,16,40,12.46,76.07,60.2,0,0,government,719356.94,0
2011,e80afeb58e960708,f90ce3089a659fc8,73,10-19,217266,7,8,105,24,36,27,24.52,79.68,37.91,0,0,llp,549296.41,0
2025,6ceb0f3b2bb8da45,b141acd1cd05f8df,23,10-19,275078,10,4,40,20,90,56,15.32,87.08,23.79,0,1,llp,294147.87,0
2024,707d9cb1815004cc,ba6f58be8f189cd1,63,500-999,462809,7,3,35,9,49,12,22.46,76.21,52.92,0,0,sole_prop,578227.88,0
2013,da40826d1090ea0c,21e54fca4a6fec62,31,250-499,359158,3,4,21,48,28,56,20.88,68.15,51.84,0,0,cooperative,672146.78,0
2010,981562e98a0dbfd3,8282e2031c5324aa,57,20-49,352393,7,5,28,35,56,72,19.17,76.83,43.96,0,0,opc,264001.36,0
2017,803646da5b547fbf,cd737962555b71f4,62,50-99,777746,7,2,119,30,42,10,30.95,83.54,82.11,0,0,opc,2038315.95,0
2022,4f7b7772d917e3a0,20fd88f0692a1a84,28,20-49,444286,7,7,112,56,80,70,17.95,94.99,41.1,0,0,producer_company,1685141.37,0
2011,effa788460bca836,d25d17d3da1c73a5,43,20-49,770200,8,4,24,24,99,77,10.36,59.45,54.1,0,1,public_ltd,3319481.03,0
2013,32f2b95780508719,f1e389792a19e01e,24,500-999,183521,4,4,12,24,70,40,18.26,77.02,42.75,0,0,pvt_ltd,499781.85,0
2012,c730e75dd9d28038,72a3fbca0b1c0e4a,4,100-249,856770,4,8,28,128,165,54,28.86,67.17,65.02,0,0,opc,322481.25,0
2011,a7b420e099622ae8,e6140f7c16d06b39,38,500-999,458124,1,5,11,40,63,54,16.75,78.39,66.47,0,0,public_ltd,1350682.69,0
2017,2d8c303b9625ed5f,798e70acf2a6313a,61,250-499,962888,3,3,42,6,72,66,19.64,88.71,56.76,0,0,producer_company,2429725.94,0
2015,15e0fb622fe5c739,abc4c70a2335f2b0,42,1000+,859990,6,4,18,16,108,63,26.53,84.9,24.51,0,0,government,506982.59,0
2013,492e183bb7288010,75daae2e8b58b86b,30,10-19,128498,4,5,20,10,33,99,19.13,73.79,41.71,0,0,pvt_ltd,626382.8,0
2014,e3eed454b23558c6,4d8358620e904d07,28,10-19,532426,6,3,78,12,48,187,30.74,67.62,44.59,0,0,public_ltd,301311.72,0
2018,e5665ccb64e5b6ba,fb348c9fb2dc7f44,51,1-4,345139,7,2,98,26,112,88,24.97,86.08,51.0,0,1,opc,180560.18,0
2017,eb2268dfa019e5f8,f8951dbe6de80ee2,42,100-249,327593,2,6,24,12,88,54,25.69,79.67,39.12,0,0,producer_company,494264.33,0
2017,dedf9724097647f1,e63e59bb90971fd3,24,5-9,975122,11,7,165,14,48,110,24.51,81.23,76.04,1,1,producer_company,1135463.31,0
2018,60adb241966f2fd9,8a50c9ef5724d730,38,5-9,768089,4,6,36,66,49,9,12.47,88.92,47.26,1,0,public_ltd,277748.56,0
2020,9c58c0dab1381d07,52a7bc4701f5a862,42,5-9,898609,5,2,55,16,50,54,17.85,80.04,51.46,0,0,llp,370796.88,0
2024,ae969e70cdd58fff,58a4315041bcff88,25,50-99,905823,4,7,52,105,99,35,22.78,54.6,30.55,0,1,opc,94893.18,0
2016,c4d791af8d946c38,2f841f9118e608bb,64,1000+,560298,5,3,30,45,56,80,28.22,80.12,59.43,0,0,llp,282708.12,0
2022,de2306986eaa528e,4352b68126746f97,12,250-499,780077,8,4,16,8,98,50,18.49,70.32,36.86,0,1,partnership,448724.47,0
2018,f3efc8956b65fead,e36ec6e67a43745d,63,20-49,458672,6,3,18,39,85,24,23.27,61.91,40.72,1,0,opc,283492.04,0
2024,6d0dfd5e7170fab0,5d38488abce9236a,71,100-249,687999,6,5,12,20,96,81,5.11,81.86,44.18,0,1,sole_prop,535227.27,0
2012,7e87342e54f98532,0c2f5e7af700bb6a,14,250-499,321760,8,5,32,60,52,84,19.17,83.62,36.1,0,0,sole_prop,726966.87,0
2012,2737158c4afbdeb8,248826a771297ee0,16,250-499,402838,5,3,25,9,147,77,27.05,63.1,48.36,0,0,producer_company,1620324.88,0
2019,e43ea98e8ce7e985,f3948c82c4e68d73,31,100-249,865815,5,6,30,60,81,16,16.51,69.49,58.83,0,0,pvt_ltd,511553.29,0
2011,7dbc9045694ae4bd,d48f4af3a2dc9b69,77,250-499,511687,4,2,20,8,156,35,35.21,92.1,48.33,0,1,partnership,561755.12,0
2019,78d507e6648a3b6e,f462fb840ec38f79,17,100-249,172771,8,4,88,36,42,54,12.63,63.81,51.18,0,0,pvt_ltd,600419.7,0
2024,65a37f6ca96838cc,4072771de8b2490e,30,1-4,133683,5,4,20,16,70,16,11.68,60.51,34.51,0,0,cooperative,439707.22,0
2011,4cb726c03a1afd97,aac3ff0fef2dc9ba,20,5-9,378905,6,3,66,24,40,5,4.75,84.34,31.6,0,0,cooperative,1662334.26,1
2022,716de2a95caf62b3,a89fe76881040df9,40,10-19,611769,7,4,42,40,40,45,11.23,88.23,39.6,0,0,llp,649568.66,0
2025,b783350a0eaf1bdf,89846953f9ddacab,25,1-4,180922,8,2,24,18,32,30,28.05,81.56,66.86,0,0,public_ltd,414366.02,1
2012,2fe31f34395ebc27,6b69376053317511,5,500-999,206212,7,2,105,32,9,42,6.61,73.89,12.32,0,0,llp,231844.59,0
2017,39a0d399c50e9f20,282c47fa3ffd915e,41,500-999,725473,2,3,4,6,130,130,20.35,71.81,49.84,0,0,opc,735278.74,0
2016,64e998b1cacf8a89,f2345236186198a2,46,1-4,901354,3,4,24,24,130,10,19.3,93.55,69.97,0,0,partnership,1491903.89,0
2015,1f4f085afa83d713,1c8813187a1fe331,63,1-4,110207,6,1,102,11,168,63,18.13,79.2,42.81,0,0,public_ltd,537463.04,0
2016,861190285b08e551,6961ebc28dbce92c,61,20-49,117107,8,3,48,42,40,33,17.68,77.68,52.68,0,0,llp,162559.07,0
2025,a370047b438e3dd7,92a7ec7e825c454a,52,1000+,492948,5,6,50,36,165,99,32.88,79.9,45.89,0,0,producer_company,497056.12,0
2016,e26257a1a6c16a29,27f4d36195497a24,29,250-499,578057,2,5,34,45,140,2,13.52,100.0,26.73,0,0,partnership,4615482.92,0
2021,dded7b9a8f7ab659,3b51d77854bc1ec9,60,50-99,635346,9,5,81,15,66,15,24.55,65.36,29.77,0,0,pvt_ltd,1489567.3,0
2015,ab1efd3acd66b293,93594d06b154c72f,54,50-99,137649,10,6,120,42,13,96,14.43,73.84,31.34,0,0,partnership,1044639.08,0
2015,12c7f6d314200938,764a0e0ad9641f45,3,1-4,588843,5,1,85,16,144,100,25.54,91.06,60.05,0,0,pvt_ltd,3547153.25,0
2017,4f97b39e7e579b44,85d4a350c4923e74,49,250-499,924841,6,3,60,48,117,36,27.59,66.51,46.37,0,0,opc,926148.75,0
2019,d09714685a97a14b,ad684375c8f44f40,50,5-9,190230,6,3,102,18,9,77,14.86,78.73,18.63,0,0,partnership,448922.79,0
2024,84d5ed4b14b6fe54,e02c3bd841c3f31e,61,500-999,863962,4,3,20,30,150,56,22.07,80.15,63.74,0,0,producer_company,234120.37,0
2025,6727207975732282,361c91fdb258295f,45,1-4,744785,4,5,8,85,72,120,5.17,69.78,53.53,0,0,producer_company,222076.13,0
2013,a749211453f63ece,8991ef72c660772f,27,20-49,365587,5,1,20,4,10,54,15.66,83.27,30.51,0,0,llp,683757.19,0
2014,d391e5f8647a62c1,60b52e5d743e48a2,51,50-99,793181,7,3,49,42,90,66,25.29,61.29,59.36,0,0,government,314980.99,0
2016,d2796e9ded45b671,be8313055fd015b4,14,1-4,997731,9,4,126,44,30,11,32.27,69.4,22.27,0,0,cooperative,1623833.87,0
2013,d7ee498ef154fbe2,b9e0c5eb9b5ae4b6,74,20-49,159489,3,5,48,50,128,32,0.0,89.57,43.9,0,0,government,363768.35,0
2017,92ecee8a8c8cfa80,7195dfbab6576fc6,25,10-19,524507,3,5,21,55,72,30,29.95,77.34,37.19,1,1,partnership,1424493.29,1
2015,b06380ce90f41e59,4c42d88dd51a1c6a,61,1000+,219478,4,3,60,27,144,63,24.96,60.56,67.69,0,0,cooperative,347564.92,0
2019,bc6c13f881cf36c5,66588239148a9f64,64,5-9,207915,7,4,70,28,44,36,16.0,79.55,7.27,0,0,producer_company,257868.46,1
2025,a11d6fc2a65b9ef8,7ab74d03cdc0ecb0,25,1000+,321795,8,3,88,30,162,72,21.52,86.17,74.01,0,0,producer_company,411499.68,0
2014,06c9fd818a74d759,5db0f65f0a394e85,11,1000+,293978,3,5,48,75,63,20,11.65,88.95,45.21,0,0,producer_company,365964.68,0
2016,49dea60b8deadb1e,185f80c28480e792,39,1-4,819034,4,7,44,77,36,63,16.56,62.83,36.98,0,0,government,907385.94,0
2012,5a130cc25dfc94e0,0497799abc0943be,10,500-999,430557,4,7,40,42,48,90,24.3,70.23,38.15,0,0,sole_prop,628088.02,0
2017,85ab589752d435b1,cc7744a198ad78c4,74,250-499,995980,2,6,10,96,108,64,21.95,88.21,31.16,1,0,cooperative,393367.23,0
2010,0f51edaf709c2023,60c55e73eab34208,13,50-99,816395,8,6,16,30,38,33,18.0,81.4,36.8,0,1,sole_prop,605400.69,0
2016,cecaba3e740baf5f,fe3212c28bb5dc91,42,100-249,115060,6,2,96,8,120,24,7.59,79.8,52.22,0,0,partnership,896026.39,0
2020,937cf4c34962b1a9,a5b56eb1d87e4d6f,25,100-249,185521,7,4,70,56,36,54,20.18,64.65,46.51,0,0,pvt_ltd,119051.15,0
2015,1c5e1548eb10572e,2839762a12541be3,59,5-9,723473,6,3,84,51,18,18,34.91,68.74,66.5,0,0,cooperative,970686.38,0
2015,180652dbe43a08ef,42511dd3466c8fef,28,10-19,996761,7,5,98,65,24,42,0.0,69.25,41.47,0,0,sole_prop,1021413.39,0
2020,3e1eba9c996ab047,f86ee5918997236b,22,100-249,211817,7,3,63,12,154,12,22.04,73.36,40.13,0,0,producer_company,2424420.35,0
2012,55b03b01a636b341,14fc97b96bfcc54e,75,100-249,662991,7,2,35,26,8,44,31.71,86.51,37.44,0,0,llp,172649.06,0
2017,84e567632277cdbe,0a11a005a51b075c,5,500-999,170719,7,1,56,13,28,70,13.51,77.52,37.38,0,0,opc,297063.98,0
2015,7fdb0ddb0c40619f,b60499f0e0f1717b,30,10-19,604835,5,2,35,6,80,40,13.14,75.09,48.28,0,0,llp,1096767.81,0
2014,8815835ce069c464,128015f348c54e6d,74,5-9,405597,5,9,75,153,66,25,15.62,77.46,52.19,0,1,opc,216660.67,0
2014,0a59fc339d7b3c52,3453e96182b6719e,50,1-4,103979,4,4,8,28,45,88,1.44,77.43,30.02,0,0,public_ltd,128452.63,0
2019,a9c854c53ebf8011,f2fe1831008400d2,76,20-49,230134,8,2,24,26,104,63,20.83,94.14,35.34,0,1,sole_prop,3095949.81,0
2020,fc97e6bc808cc65e,ba681a66e36b4dc9,5,20-49,288101,3,3,39,9,108,35,14.67,57.9,55.73,0,1,sole_prop,547972.16,0
2013,19feef3d31b4ace7,3b41ee7a6e40f855,40,100-249,800514,9,1,36,6,108,40,22.25,74.8,65.67,0,1,public_ltd,2366665.42,0
2012,b7b5138c926358c2,6daa8f8b1ee5d1ca,68,1000+,679584,12,7,60,14,60,63,37.13,62.49,36.21,0,1,government,916863.06,0
2016,4480921f1daa593b,41e839bf3c226a03,1,1000+,542804,4,2,60,16,108,48,0.99,82.07,35.45,0,0,opc,493787.3,0
2019,d2be2a3ff6d6b0d2,16fcc5510b4ceb76,7,50-99,924945,5,7,20,49,90,28,6.73,77.04,27.08,0,0,sole_prop,598376.98,0
2021,700a8f3ac47a8a75,c1a70277a7c02ba4,51,20-49,523459,6,1,96,10,126,24,28.83,86.16,62.35,1,0,public_ltd,717962.09,0
2024,667a488648d56b8e,d3d75feabea3fd1f,16,100-249,633883,6,2,90,16,99,77,18.73,89.5,26.88,0,0,sole_prop,298922.23,0
2023,220a6989cee9e812,07578e683a6ca6a6,43,100-249,345571,7,2,56,30,33,27,26.01,67.58,28.03,0,0,public_ltd,416445.48,0
2022,e65d6a93f583e34a,b0b793966afb0637,60,5-9,485969,6,5,36,55,90,9,14.86,78.24,47.09,0,0,cooperative,383827.57,0
2012,3f10d65a605e2d37,cfefcb72ff82bf76,52,250-499,205366,9,5,90,60,104,10,17.4,77.93,36.24,0,0,government,517191.8,0
2025,8eb34c70bc58b449,882669897d420fce,41,500-999,710150,6,2,66,26,8,72,27.29,85.1,53.3,0,1,government,510987.01,0
2019,f21a1637332f00a0,f1abbde2e006069f,53,100-249,646798,3,5,33,85,20,16,26.75,64.54,80.12,0,0,llp,233898.95,0
2011,5d47a181eb6a98e2,9093196d62bc8f6b,46,500-999,312314,4,4,36,64,48,10,27.82,67.59,62.07,0,0,opc,649811.7,0
2014,a6ca0ec87e6a749a,4f597cf38b2ce375,11,100-249,968589,13,5,39,65,140,50,2.82,78.73,30.39,0,0,producer_company,480805.84,0
2010,47b6913182235107,d4550dc9ec9ca8fa,63,50-99,692125,5,4,30,20,55,20,13.85,88.44,31.91,0,0,partnership,465329.63,0
2019,5d42d59364f39d0f,4e3f04db3fef8cd3,63,250-499,761033,10,5,90,30,35,55,11.91,73.21,57.15,0,0,partnership,208714.26,0
2022,9319c6907c9b397a,caed9f64d4b0ca32,24,250-499,315752,7,2,77,24,60,99,16.86,71.53,27.88,0,0,llp,1787878.55,0
2023,99fcca8ba3d8d792,9c0a4e9212b7f8ae,21,1000+,808684,2,5,28,80,96,117,21.59,71.31,47.01,0,0,public_ltd,540337.22,0
2021,a33dd47cdc7c8d4f,b178d3270b61260d,12,100-249,888148,5,3,40,9,80,96,21.39,73.64,66.14,0,0,partnership,822561.92,0
2024,e2943368666aa045,629fec0694737206,10,5-9,504925,10,2,70,10,216,63,26.58,81.79,40.83,0,0,cooperative,1996127.1,0
2020,59d51dee7b468304,4e9dcace90723875,37,50-99,140200,14,2,210,16,32,7,20.97,56.72,59.39,0,0,public_ltd,283588.86,0
2017,62d547808bff0094,ee19d0a70968b789,77,500-999,346208,5,3,50,48,30,4,12.75,94.62,42.37,0,1,government,1037099.69,0
2023,4c43519fb60fad83,003122ceaedba7d4,39,10-19,262377,4,3,68,24,88,84,13.21,65.4,69.79,0,0,opc,1048145.15,0
2024,002db8bfc8ecb924,39d2eacc1ef747e6,28,100-249,967068,6,2,30,20,55,49,12.12,83.5,50.87,0,0,opc,515572.42,0
2023,4859781b1a33962f,ac44f4800f1783a4,31,1-4,262829,4,6,44,12,30,64,33.85,88.1,43.86,0,1,cooperative,532728.64,0
2015,a3407e3f938aecbe,b79a4a95520b45ce,58,250-499,872147,6,6,102,54,55,18,12.95,99.4,69.99,0,0,public_ltd,996151.67,0
2020,d9a70ddfe066efcf,3f1e0e7024f89302,73,1-4,980445,5,3,50,24,22,36,14.85,86.6,40.23,0,0,partnership,472998.72,0
2019,a92d67b26492b302,119f067baa579205,24,250-499,898638,10,3,150,21,55,63,19.62,67.56,42.21,0,0,cooperative,448070.09,1
2022,c663fb91219f2078,285db79c89d7c662,14,1000+,788071,7,7,63,56,143,80,22.6,68.02,46.62,0,0,llp,336331.24,0
