tech_price_pricing_snapshot_date,tech_price_plan_id,tech_price_provider_brand,tech_price_service_area_id,tech_price_monthly_price_usd,tech_price_promo_price_usd,tech_price_promo_duration_months,tech_price_equipment_fee_usd,tech_price_installation_fee_usd,tech_price_early_termination_fee_usd,tech_price_contract_length_months,tech_price_auto_pay_discount_usd,tech_price_bundling_discount_usd,tech_price_income_based_discount_flag,tech_price_low_income_eligibility_program,tech_price_price_per_mbps_metric,tech_price_hidden_fees_estimate_usd,tech_price_price_increase_notice_days,tech_price_complaint_rate_per_1k,tech_price_regulatory_filing_id
2022-11-26,PLAN0000000695,BRAND_D,AREA000000695,157.32,47.51,3,14.47,131.35,13.71,12,1.28,33.9,0,ACP,0.1065,31.26,109,19.667,DOCKET0000000695
2022-11-27,PLAN0000000696,BRAND_C,AREA000000696,192.05,67.25,0,11.14,158.94,328.33,24,5.83,27.38,0,LIFELINE,0.1024,15.43,66,0.124,DOCKET0000000696
2022-11-28,PLAN0000000697,BRAND_D,AREA000000697,142.62,63.54,12,7.03,238.64,313.24,24,18.62,28.85,0,NONE,0.2484,15.76,105,25.636,DOCKET0000000697
2022-11-29,PLAN0000000698,BRAND_B,AREA000000698,63.71,52.53,6,6.16,123.93,413.72,12,7.85,3.44,0,NONE,2.0088,21.63,117,9.908,DOCKET0000000698
2022-11-30,PLAN0000000699,BRAND_F,AREA000000699,40.29,13.8,6,19.84,237.38,304.3,12,1.01,12.98,1,ACP,0.0207,16.95,112,7.969,DOCKET0000000699
2022-12-01,PLAN0000000700,BRAND_C,AREA000000700,131.78,116.28,18,15.41,170.99,333.1,12,10.33,8.94,0,LIFELINE,0.1106,10.44,84,31.857,DOCKET0000000700
2022-12-02,PLAN0000000701,BRAND_C,AREA000000701,109.04,50.18,18,12.05,139.21,80.35,0,12.08,24.23,0,ACP,0.259,25.14,109,22.354,DOCKET0000000701
2022-12-03,PLAN0000000702,BRAND_C,AREA000000702,196.04,128.38,6,1.73,155.53,211.9,0,7.97,17.35,1,NONE,0.1322,33.4,48,10.033,DOCKET0000000702
2022-12-04,PLAN0000000703,BRAND_C,AREA000000703,15.55,12.53,6,24.25,193.33,88.46,36,9.14,8.91,0,ACP,0.0089,3.33,49,11.996,DOCKET0000000703
2022-12-05,PLAN0000000704,BRAND_B,AREA000000704,49.16,29.58,24,17.96,93.45,123.99,24,13.0,2.53,0,ACP,0.035,27.69,86,13.465,DOCKET0000000704
2022-12-06,PLAN0000000705,BRAND_A,AREA000000705,183.6,98.12,6,14.11,224.35,149.26,12,15.67,32.38,0,LOCAL_VOUCHER,0.7551,26.12,100,26.661,DOCKET0000000705
2022-12-07,PLAN0000000706,BRAND_D,AREA000000706,57.45,36.11,0,22.72,110.09,328.2,12,1.36,31.38,0,NONE,0.0389,12.98,119,16.91,DOCKET0000000706
2022-12-08,PLAN0000000707,BRAND_C,AREA000000707,213.92,74.29,24,8.45,25.19,244.91,24,1.41,1.3,0,NONE,0.2584,1.39,40,25.703,DOCKET0000000707
2022-12-09,PLAN0000000708,BRAND_C,AREA000000708,153.15,121.02,0,17.68,76.73,415.82,12,2.55,23.27,0,LIFELINE,0.6302,5.12,44,12.738,DOCKET0000000708
2022-12-10,PLAN0000000709,BRAND_A,AREA000000709,36.77,30.27,24,18.3,73.16,235.44,0,1.55,8.51,1,NONE,0.0192,4.52,50,18.001,DOCKET0000000709
2022-12-11,PLAN0000000710,BRAND_A,AREA000000710,72.97,31.86,3,0.93,15.71,369.42,24,0.97,11.49,1,LIFELINE,0.0926,0.41,73,31.212,DOCKET0000000710
2022-12-12,PLAN0000000711,BRAND_A,AREA000000711,178.04,131.31,12,15.92,185.57,313.01,24,15.33,6.06,0,LIFELINE,0.1221,7.22,26,26.319,DOCKET0000000711
2022-12-13,PLAN0000000712,BRAND_F,AREA000000712,64.99,49.4,0,14.74,155.35,212.55,36,3.33,33.7,1,TRIBAL,0.2766,3.91,22,27.52,DOCKET0000000712
2022-12-14,PLAN0000000713,BRAND_F,AREA000000713,215.73,168.88,3,10.74,30.19,96.51,1,4.12,27.29,0,NONE,0.3447,27.68,117,29.419,DOCKET0000000713
2022-12-15,PLAN0000000714,BRAND_E,AREA000000714,67.61,58.96,18,5.86,4.01,221.07,24,9.32,1.92,1,LOCAL_VOUCHER,0.0378,4.79,24,21.602,DOCKET0000000714
2022-12-16,PLAN0000000715,BRAND_A,AREA000000715,109.57,36.96,12,20.27,211.85,253.04,24,17.61,22.93,0,LIFELINE,0.1238,15.32,15,34.122,DOCKET0000000715
2022-12-17,PLAN0000000716,BRAND_A,AREA000000716,35.18,16.81,6,16.34,161.61,343.06,12,11.4,25.55,0,LIFELINE,0.0509,31.11,72,12.1,DOCKET0000000716
2022-12-18,PLAN0000000717,BRAND_C,AREA000000717,112.86,89.4,18,17.3,97.46,188.72,12,13.29,1.36,1,LIFELINE,0.2111,32.57,94,18.999,DOCKET0000000717
2022-12-19,PLAN0000000718,BRAND_C,AREA000000718,122.79,94.61,6,18.24,102.95,100.01,24,9.74,14.0,1,NONE,0.0953,9.21,80,25.434,DOCKET0000000718
2022-12-20,PLAN0000000719,BRAND_D,AREA000000719,182.48,120.88,12,8.29,162.43,343.75,12,13.36,23.03,0,NONE,0.9525,34.7,33,2.639,DOCKET0000000719
2022-12-21,PLAN0000000720,BRAND_B,AREA000000720,122.05,79.54,18,6.76,98.07,262.62,12,18.1,11.92,1,ACP,0.0992,15.53,27,11.72,DOCKET0000000720
2022-12-22,PLAN0000000721,BRAND_A,AREA000000721,125.98,118.48,0,4.4,173.33,209.85,24,5.42,10.47,0,LOCAL_VOUCHER,0.0632,31.88,41,21.197,DOCKET0000000721
2022-12-23,PLAN0000000722,BRAND_D,AREA000000722,150.82,129.68,9,10.75,170.7,382.81,24,12.2,14.22,0,NONE,0.5085,21.15,36,19.426,DOCKET0000000722
2022-12-24,PLAN0000000723,BRAND_D,AREA000000723,92.05,37.53,12,21.88,228.96,415.87,24,4.58,21.56,0,ACP,0.1896,1.44,79,0.838,DOCKET0000000723
2022-12-25,PLAN0000000724,BRAND_C,AREA000000724,52.77,27.75,9,5.51,51.05,237.21,12,16.29,7.53,1,NONE,0.0459,12.45,40,26.111,DOCKET0000000724
2022-12-26,PLAN0000000725,BRAND_B,AREA000000725,59.49,50.7,6,13.56,192.84,251.55,12,10.09,4.0,0,ACP,0.0533,12.96,100,3.616,DOCKET0000000725
2022-12-27,PLAN0000000726,BRAND_C,AREA000000726,121.14,110.53,0,13.59,66.84,309.17,24,2.12,5.41,0,LIFELINE,0.0642,26.63,71,30.411,DOCKET0000000726
2022-12-28,PLAN0000000727,BRAND_C,AREA000000727,119.65,100.74,0,9.84,232.1,273.84,0,9.04,33.23,0,NONE,0.0814,10.09,116,3.605,DOCKET0000000727
2022-12-29,PLAN0000000728,BRAND_B,AREA000000728,103.94,44.86,3,13.65,110.17,126.29,24,13.0,4.94,0,NONE,0.0571,18.42,71,31.194,DOCKET0000000728
2022-12-30,PLAN0000000729,BRAND_C,AREA000000729,64.67,45.67,0,24.18,40.4,274.43,24,5.41,2.13,0,ACP,0.0555,31.06,11,28.777,DOCKET0000000729
2022-12-31,PLAN0000000730,BRAND_B,AREA000000730,129.79,120.8,0,5.49,15.35,256.52,12,16.39,12.74,0,TRIBAL,1.0074,14.16,69,19.893,DOCKET0000000730
2023-01-01,PLAN0000000731,BRAND_A,AREA000000731,215.14,152.12,24,20.93,91.53,154.91,12,5.75,33.6,0,NONE,0.1256,1.63,108,7.503,DOCKET0000000731
2023-01-02,PLAN0000000732,BRAND_C,AREA000000732,139.72,64.16,0,21.76,158.66,90.77,12,1.33,2.52,1,NONE,0.1387,0.78,66,29.348,DOCKET0000000732
2023-01-03,PLAN0000000733,BRAND_D,AREA000000733,52.75,49.83,9,10.27,143.59,415.98,24,16.33,24.22,0,ACP,0.0297,17.17,19,32.628,DOCKET0000000733
2023-01-04,PLAN0000000734,BRAND_A,AREA000000734,189.24,157.13,3,16.53,219.97,131.8,12,10.62,26.74,0,NONE,0.1133,31.88,17,34.584,DOCKET0000000734
2023-01-05,PLAN0000000735,BRAND_C,AREA000000735,55.34,40.65,0,7.76,130.85,128.44,24,16.9,0.31,0,NONE,0.0445,15.75,3,4.732,DOCKET0000000735
2023-01-06,PLAN0000000736,BRAND_E,AREA000000736,31.69,27.27,6,23.19,139.66,292.06,12,10.75,20.59,1,TRIBAL,0.017,31.01,8,1.232,DOCKET0000000736
2023-01-07,PLAN0000000737,BRAND_D,AREA000000737,90.51,30.87,24,23.73,41.08,403.07,12,10.05,1.54,0,LIFELINE,0.1939,17.33,93,19.097,DOCKET0000000737
2023-01-08,PLAN0000000738,BRAND_C,AREA000000738,43.14,17.66,18,17.6,229.29,30.92,12,1.67,12.47,1,NONE,0.036,25.77,87,0.834,DOCKET0000000738
2023-01-09,PLAN0000000739,BRAND_A,AREA000000739,67.38,23.35,18,6.18,33.39,406.97,24,7.84,18.23,0,ACP,0.0724,17.71,99,34.95,DOCKET0000000739
2023-01-10,PLAN0000000740,BRAND_F,AREA000000740,131.84,99.33,0,11.3,194.16,350.23,1,16.4,18.09,0,NONE,0.0863,13.27,55,14.09,DOCKET0000000740
2023-01-11,PLAN0000000741,BRAND_C,AREA000000741,132.7,82.34,3,12.94,28.81,155.96,24,1.61,14.99,0,ACP,0.0749,7.08,8,18.278,DOCKET0000000741
2023-01-12,PLAN0000000742,BRAND_A,AREA000000742,205.86,122.86,0,5.99,171.81,328.58,24,3.45,29.91,0,LIFELINE,0.1774,29.05,118,13.753,DOCKET0000000742
2023-01-13,PLAN0000000743,BRAND_B,AREA000000743,103.13,66.31,0,4.79,10.38,287.43,24,2.51,17.35,0,LOCAL_VOUCHER,0.0575,8.85,31,20.301,DOCKET0000000743
2023-01-14,PLAN0000000744,BRAND_D,AREA000000744,93.33,54.45,0,5.89,234.48,313.7,12,4.55,23.0,0,LOCAL_VOUCHER,0.2976,8.62,55,33.381,DOCKET0000000744
2023-01-15,PLAN0000000745,BRAND_B,AREA000000745,149.86,60.5,6,3.85,59.27,217.44,24,5.43,34.09,1,NONE,2.4697,29.63,105,32.92,DOCKET0000000745
2023-01-16,PLAN0000000746,BRAND_A,AREA000000746,59.24,39.73,6,24.65,52.03,364.03,0,7.03,25.54,1,LIFELINE,0.0454,15.53,22,10.243,DOCKET0000000746
2023-01-17,PLAN0000000747,BRAND_F,AREA000000747,74.86,64.07,6,22.54,211.91,230.76,12,12.51,28.09,0,ACP,0.0428,16.38,35,5.631,DOCKET0000000747
2023-01-18,PLAN0000000748,BRAND_C,AREA000000748,111.72,39.17,12,18.63,178.6,356.12,12,1.0,34.5,0,NONE,0.0663,10.1,88,26.77,DOCKET0000000748
2023-01-19,PLAN0000000749,BRAND_D,AREA000000749,29.22,17.56,9,3.53,181.99,12.98,12,12.14,26.96,0,NONE,0.1402,4.58,23,3.937,DOCKET0000000749
2023-01-20,PLAN0000000750,BRAND_A,AREA000000750,143.85,115.33,12,15.16,12.47,238.22,12,10.75,14.74,0,LOCAL_VOUCHER,0.1471,31.37,19,27.028,DOCKET0000000750
2023-01-21,PLAN0000000751,BRAND_A,AREA000000751,65.6,47.69,3,18.95,15.03,205.02,24,0.42,21.56,0,ACP,0.0359,4.73,6,27.76,DOCKET0000000751
2023-01-22,PLAN0000000752,BRAND_D,AREA000000752,95.41,30.61,0,1.41,241.56,107.23,36,10.36,25.28,0,NONE,0.0679,21.01,50,7.567,DOCKET0000000752
2023-01-23,PLAN0000000753,BRAND_D,AREA000000753,30.64,18.67,12,7.96,68.23,300.94,0,19.13,20.54,0,NONE,0.0225,33.79,38,25.61,DOCKET0000000753
2023-01-24,PLAN0000000754,BRAND_D,AREA000000754,210.59,156.08,24,15.63,235.29,400.29,24,5.49,32.28,0,NONE,0.1814,12.99,93,7.636,DOCKET0000000754
2023-01-25,PLAN0000000755,BRAND_F,AREA000000755,108.67,69.08,24,19.33,143.39,110.18,24,14.61,12.23,0,NONE,0.3328,16.21,108,5.615,DOCKET0000000755
2023-01-26,PLAN0000000756,BRAND_A,AREA000000756,152.98,71.1,0,19.15,194.15,267.15,1,1.22,18.27,0,NONE,0.0915,21.66,67,10.002,DOCKET0000000756
2023-01-27,PLAN0000000757,BRAND_B,AREA000000757,140.29,66.1,12,20.09,48.8,362.71,36,1.94,16.68,0,LOCAL_VOUCHER,0.1315,26.18,83,30.921,DOCKET0000000757
2023-01-28,PLAN0000000758,BRAND_E,AREA000000758,202.22,97.98,24,22.54,68.58,49.56,24,18.07,8.86,0,LIFELINE,0.1059,21.23,115,34.985,DOCKET0000000758
2023-01-29,PLAN0000000759,BRAND_F,AREA000000759,157.48,80.25,12,19.27,32.51,365.0,12,19.06,5.26,0,ACP,0.0948,24.28,33,22.2,DOCKET0000000759
2023-01-30,PLAN0000000760,BRAND_B,AREA000000760,107.54,60.09,9,10.64,78.77,307.05,12,8.33,11.95,0,LOCAL_VOUCHER,0.0742,33.19,39,29.299,DOCKET0000000760
2023-01-31,PLAN0000000761,BRAND_E,AREA000000761,139.75,71.04,3,14.26,74.3,19.27,24,4.02,8.94,1,ACP,0.1014,34.97,53,14.771,DOCKET0000000761
2023-02-01,PLAN0000000762,BRAND_F,AREA000000762,160.62,68.89,0,20.92,225.55,245.87,12,10.26,18.59,0,LIFELINE,0.0938,14.77,88,33.868,DOCKET0000000762
2023-02-02,PLAN0000000763,BRAND_A,AREA000000763,41.21,17.08,0,21.9,150.14,364.81,12,19.57,6.9,0,LOCAL_VOUCHER,0.0286,17.14,70,17.476,DOCKET0000000763
2023-02-03,PLAN0000000764,BRAND_D,AREA000000764,18.83,8.11,0,13.66,69.1,241.84,24,13.78,33.42,1,LOCAL_VOUCHER,0.1527,13.18,88,29.005,DOCKET0000000764
2023-02-04,PLAN0000000765,BRAND_B,AREA000000765,178.26,129.01,12,14.16,94.32,65.22,24,19.22,10.38,1,ACP,0.2548,17.96,24,15.675,DOCKET0000000765
2023-02-05,PLAN0000000766,BRAND_B,AREA000000766,122.93,41.94,12,20.31,57.99,185.37,24,11.81,10.23,0,LOCAL_VOUCHER,0.6828,21.86,86,9.306,DOCKET0000000766
2023-02-06,PLAN0000000767,BRAND_D,AREA000000767,159.54,139.69,0,19.1,124.15,409.15,12,6.72,10.47,1,LIFELINE,0.4512,7.14,58,18.688,DOCKET0000000767
2023-02-07,PLAN0000000768,BRAND_B,AREA000000768,216.51,81.13,9,20.13,112.89,371.08,24,17.42,30.0,0,NONE,0.7024,11.63,33,15.708,DOCKET0000000768
2023-02-08,PLAN0000000769,BRAND_D,AREA000000769,112.93,87.71,18,15.77,41.34,48.76,24,1.56,10.22,0,NONE,0.1725,7.09,11,14.628,DOCKET0000000769
2023-02-09,PLAN0000000770,BRAND_B,AREA000000770,50.41,17.33,12,22.03,245.6,446.51,12,6.18,21.39,0,ACP,0.0798,26.2,108,18.911,DOCKET0000000770
2023-02-10,PLAN0000000771,BRAND_E,AREA000000771,22.38,20.22,6,20.49,59.62,418.49,12,16.99,3.74,1,LOCAL_VOUCHER,0.0818,19.01,99,26.266,DOCKET0000000771
2023-02-11,PLAN0000000772,BRAND_A,AREA000000772,70.55,28.15,12,16.09,18.77,139.23,24,2.21,32.29,0,NONE,0.0422,19.03,4,31.41,DOCKET0000000772
2023-02-12,PLAN0000000773,BRAND_C,AREA000000773,29.44,20.03,24,5.98,182.92,412.94,24,9.02,8.02,0,NONE,0.2544,34.9,77,9.179,DOCKET0000000773
2023-02-13,PLAN0000000774,BRAND_F,AREA000000774,121.39,68.45,18,3.3,97.94,104.18,24,14.61,1.52,1,NONE,0.078,7.67,56,24.468,DOCKET0000000774
2023-02-14,PLAN0000000775,BRAND_D,AREA000000775,25.77,12.42,12,24.17,78.44,358.92,36,4.46,8.12,1,NONE,0.0141,6.42,2,6.613,DOCKET0000000775
2023-02-15,PLAN0000000776,BRAND_B,AREA000000776,68.99,35.52,3,20.53,153.28,368.37,1,10.0,13.72,0,ACP,0.1614,5.17,28,19.902,DOCKET0000000776
2023-02-16,PLAN0000000777,BRAND_D,AREA000000777,155.0,80.34,6,20.98,67.17,229.66,36,6.41,7.03,0,NONE,0.1238,0.13,0,7.814,DOCKET0000000777
2023-02-17,PLAN0000000778,BRAND_B,AREA000000778,170.86,55.15,3,11.57,43.41,175.53,12,4.3,24.44,1,NONE,0.131,15.64,69,12.442,DOCKET0000000778
2023-02-18,PLAN0000000779,BRAND_D,AREA000000779,80.83,63.02,9,12.51,190.35,408.47,24,15.15,21.09,1,NONE,0.0659,25.32,67,9.362,DOCKET0000000779
2023-02-19,PLAN0000000780,BRAND_A,AREA000000780,113.99,66.68,0,9.55,77.18,157.93,12,6.4,3.51,1,NONE,0.0646,8.05,49,20.343,DOCKET0000000780
2023-02-20,PLAN0000000781,BRAND_B,AREA000000781,114.91,102.46,3,8.4,81.18,280.97,24,2.34,13.23,0,NONE,0.0797,18.25,68,24.98,DOCKET0000000781
2023-02-21,PLAN0000000782,BRAND_C,AREA000000782,159.0,69.76,12,6.04,49.8,96.6,24,3.75,21.66,0,LIFELINE,0.5186,3.31,37,26.072,DOCKET0000000782
2023-02-22,PLAN0000000783,BRAND_B,AREA000000783,123.14,102.95,6,11.97,34.28,7.36,12,18.72,33.5,1,NONE,0.2201,26.51,57,31.9,DOCKET0000000783
2023-02-23,PLAN0000000784,BRAND_C,AREA000000784,99.45,87.9,9,17.15,225.57,41.42,24,3.4,29.34,1,ACP,0.0554,26.37,118,27.141,DOCKET0000000784
2023-02-24,PLAN0000000785,BRAND_B,AREA000000785,115.54,37.65,18,17.71,97.46,82.14,12,14.63,13.73,0,TRIBAL,0.0645,8.0,30,24.519,DOCKET0000000785
2023-02-25,PLAN0000000786,BRAND_A,AREA000000786,206.39,194.45,18,12.76,25.3,212.27,24,7.0,19.37,0,NONE,0.1179,20.67,89,27.792,DOCKET0000000786
2023-02-26,PLAN0000000787,BRAND_F,AREA000000787,159.3,86.39,12,18.59,41.51,121.0,36,6.18,1.16,0,LIFELINE,0.1856,7.98,89,5.901,DOCKET0000000787
2023-02-27,PLAN0000000788,BRAND_B,AREA000000788,202.41,139.08,3,12.79,20.63,359.12,12,11.82,10.96,0,LOCAL_VOUCHER,0.1068,0.15,84,0.227,DOCKET0000000788
2023-02-28,PLAN0000000789,BRAND_B,AREA000000789,34.86,30.16,18,23.61,1.63,137.34,24,5.44,34.64,0,ACP,0.0311,33.49,114,24.566,DOCKET0000000789
2023-03-01,PLAN0000000790,BRAND_F,AREA000000790,187.21,89.1,18,2.93,108.53,363.35,12,7.19,33.16,0,ACP,0.1007,31.65,25,15.068,DOCKET0000000790
2023-03-02,PLAN0000000791,BRAND_A,AREA000000791,86.78,57.69,24,18.78,142.67,390.4,24,15.96,20.71,0,NONE,0.0577,32.86,11,17.157,DOCKET0000000791
2023-03-03,PLAN0000000792,BRAND_F,AREA000000792,96.41,65.33,6,8.09,207.26,331.16,1,18.42,25.27,0,LOCAL_VOUCHER,0.2153,13.06,49,3.983,DOCKET0000000792
2023-03-04,PLAN0000000793,BRAND_B,AREA000000793,121.75,75.28,0,17.1,245.19,334.53,12,7.84,21.63,1,NONE,0.1063,4.83,38,25.838,DOCKET0000000793
2023-03-05,PLAN0000000794,BRAND_B,AREA000000794,24.04,7.34,12,9.52,183.77,366.1,12,8.64,25.62,0,ACP,0.0312,17.83,35,12.506,DOCKET0000000794
2023-03-06,PLAN0000000795,BRAND_E,AREA000000795,153.66,68.1,9,2.55,181.35,262.98,24,2.76,25.62,0,NONE,0.8412,9.69,77,28.05,DOCKET0000000795
2023-03-07,PLAN0000000796,BRAND_A,AREA000000796,173.57,115.72,9,1.15,193.85,274.02,24,14.07,29.38,0,TRIBAL,0.19,20.11,94,14.236,DOCKET0000000796
2023-03-08,PLAN0000000797,BRAND_E,AREA000000797,126.25,101.59,18,22.67,228.71,26.82,0,5.49,14.77,0,ACP,0.0766,30.52,45,14.039,DOCKET0000000797
2023-03-09,PLAN0000000798,BRAND_D,AREA000000798,110.77,94.06,18,8.31,236.81,296.03,12,15.57,14.16,0,NONE,0.0911,27.5,89,19.062,DOCKET0000000798
2023-03-10,PLAN0000000799,BRAND_B,AREA000000799,122.21,49.77,6,13.6,63.06,78.67,12,14.67,17.17,0,LOCAL_VOUCHER,0.0747,20.6,42,24.336,DOCKET0000000799
2023-03-11,PLAN0000000800,BRAND_F,AREA000000800,84.52,51.71,12,7.15,36.69,7.76,0,17.84,14.43,0,NONE,0.0744,23.64,38,27.765,DOCKET0000000800
2023-03-12,PLAN0000000801,BRAND_F,AREA000000801,179.37,109.29,12,14.41,151.58,270.24,12,19.62,31.33,0,ACP,0.9847,30.36,52,34.47,DOCKET0000000801
2023-03-13,PLAN0000000802,BRAND_A,AREA000000802,70.86,28.74,0,9.45,143.55,306.89,24,17.34,16.9,0,NONE,0.0408,22.58,65,5.32,DOCKET0000000802
2023-03-14,PLAN0000000803,BRAND_C,AREA000000803,36.76,13.13,3,19.19,113.07,248.18,24,4.73,6.13,0,LOCAL_VOUCHER,0.1162,6.8,54,8.566,DOCKET0000000803
2023-03-15,PLAN0000000804,BRAND_C,AREA000000804,51.1,34.95,6,0.49,212.29,203.74,24,19.81,13.0,1,NONE,0.0258,15.05,99,26.107,DOCKET0000000804
2023-03-16,PLAN0000000805,BRAND_C,AREA000000805,158.5,53.36,9,0.02,128.55,108.96,24,3.13,23.54,0,LOCAL_VOUCHER,0.2659,17.19,82,31.634,DOCKET0000000805
2023-03-17,PLAN0000000806,BRAND_E,AREA000000806,99.49,46.96,6,10.34,159.34,300.62,24,14.41,7.22,1,ACP,0.141,30.71,7,14.963,DOCKET0000000806
2023-03-18,PLAN0000000807,BRAND_E,AREA000000807,93.61,39.99,9,18.61,198.65,410.94,24,18.15,21.5,0,TRIBAL,0.0551,8.69,113,29.691,DOCKET0000000807
2023-03-19,PLAN0000000808,BRAND_C,AREA000000808,215.77,183.77,6,7.47,221.37,425.44,0,16.86,31.91,0,NONE,0.2762,30.06,59,2.246,DOCKET0000000808
2023-03-20,PLAN0000000809,BRAND_D,AREA000000809,192.28,65.38,12,11.17,14.19,391.75,24,2.03,28.63,0,NONE,0.2926,33.62,23,30.562,DOCKET0000000809
2023-03-21,PLAN0000000810,BRAND_B,AREA000000810,70.49,61.75,3,1.37,93.62,250.3,24,16.75,30.11,1,LOCAL_VOUCHER,0.0772,0.64,109,12.832,DOCKET0000000810
2023-03-22,PLAN0000000811,BRAND_C,AREA000000811,213.61,150.56,24,23.8,109.6,139.37,12,2.38,25.1,1,LIFELINE,0.5217,24.25,100,30.328,DOCKET0000000811
2023-03-23,PLAN0000000812,BRAND_B,AREA000000812,171.9,82.07,24,1.22,33.17,62.83,0,12.64,9.36,0,TRIBAL,1.2354,24.53,100,27.956,DOCKET0000000812
2023-03-24,PLAN0000000813,BRAND_A,AREA000000813,188.03,87.98,12,20.22,13.05,258.17,0,9.77,24.57,0,LIFELINE,0.6858,32.04,53,10.594,DOCKET0000000813
2023-03-25,PLAN0000000814,BRAND_A,AREA000000814,201.08,126.19,6,24.49,249.86,435.78,24,19.91,0.67,0,NONE,0.1455,6.11,110,6.28,DOCKET0000000814
2023-03-26,PLAN0000000815,BRAND_C,AREA000000815,211.37,75.24,0,23.83,13.57,160.25,0,16.65,6.73,0,LIFELINE,3.4974,25.12,77,27.989,DOCKET0000000815
2023-03-27,PLAN0000000816,BRAND_F,AREA000000816,196.9,111.84,0,7.08,109.05,338.32,12,0.38,11.25,0,NONE,4.7394,4.8,93,18.398,DOCKET0000000816
2023-03-28,PLAN0000000817,BRAND_B,AREA000000817,40.93,31.04,3,6.61,48.68,56.88,12,7.84,24.57,1,NONE,0.0563,13.88,33,9.153,DOCKET0000000817
2023-03-29,PLAN0000000818,BRAND_B,AREA000000818,92.72,87.28,0,7.74,100.24,429.49,24,17.4,6.6,1,NONE,0.189,31.26,29,20.105,DOCKET0000000818
2023-03-30,PLAN0000000819,BRAND_E,AREA000000819,156.12,141.45,12,11.54,73.88,53.2,12,2.39,7.58,0,LIFELINE,0.1046,8.17,88,14.976,DOCKET0000000819
2023-03-31,PLAN0000000820,BRAND_D,AREA000000820,27.05,11.67,9,13.28,180.99,310.46,24,0.61,27.39,1,ACP,0.0219,33.13,98,26.677,DOCKET0000000820
2023-04-01,PLAN0000000821,BRAND_D,AREA000000821,28.89,13.12,0,21.08,189.88,137.19,24,1.07,1.2,0,NONE,0.0151,1.47,60,19.624,DOCKET0000000821
2023-04-02,PLAN0000000822,BRAND_A,AREA000000822,140.21,98.29,0,0.34,162.3,58.8,12,6.44,16.15,0,LIFELINE,0.1615,26.18,15,13.869,DOCKET0000000822
2023-04-03,PLAN0000000823,BRAND_B,AREA000000823,66.98,20.22,0,22.42,24.22,32.31,24,19.52,0.63,0,LOCAL_VOUCHER,0.0799,9.4,42,5.494,DOCKET0000000823
2023-04-04,PLAN0000000824,BRAND_E,AREA000000824,122.37,42.4,12,8.65,30.01,84.97,12,12.32,21.67,1,LOCAL_VOUCHER,0.0744,5.17,12,3.441,DOCKET0000000824
2023-04-05,PLAN0000000825,BRAND_A,AREA000000825,126.49,96.41,18,13.85,30.81,294.82,12,5.1,15.28,0,NONE,0.0664,26.56,7,12.097,DOCKET0000000825
2023-04-06,PLAN0000000826,BRAND_B,AREA000000826,178.75,106.43,0,13.63,150.25,64.13,12,4.76,12.72,0,NONE,0.1069,5.56,108,4.026,DOCKET0000000826
2023-04-07,PLAN0000000827,BRAND_E,AREA000000827,81.31,54.91,12,5.04,93.87,66.27,0,4.1,24.58,1,LOCAL_VOUCHER,0.0469,13.82,81,0.782,DOCKET0000000827
2023-04-08,PLAN0000000828,BRAND_B,AREA000000828,192.95,158.37,18,8.85,247.72,59.05,12,4.43,28.05,1,NONE,0.1185,31.68,87,17.317,DOCKET0000000828
2023-04-09,PLAN0000000829,BRAND_F,AREA000000829,107.7,54.13,6,19.36,62.8,427.6,24,6.94,26.68,0,LIFELINE,0.434,21.03,115,5.723,DOCKET0000000829
2023-04-10,PLAN0000000830,BRAND_A,AREA000000830,142.38,48.21,24,0.76,67.37,134.31,12,4.34,21.55,0,NONE,0.1318,31.49,98,33.185,DOCKET0000000830
2023-04-11,PLAN0000000831,BRAND_E,AREA000000831,69.23,28.63,3,23.49,70.94,303.19,24,18.79,27.78,0,LIFELINE,0.0973,12.84,118,20.788,DOCKET0000000831
2023-04-12,PLAN0000000832,BRAND_C,AREA000000832,199.39,103.25,12,14.03,233.21,142.19,24,18.82,18.48,0,NONE,0.5434,3.36,3,15.84,DOCKET0000000832
2023-04-13,PLAN0000000833,BRAND_D,AREA000000833,122.15,80.69,0,18.18,155.57,25.19,12,0.74,4.54,1,LIFELINE,0.7694,17.23,35,18.57,DOCKET0000000833
2023-04-14,PLAN0000000834,BRAND_B,AREA000000834,129.54,99.18,18,4.88,128.84,274.26,24,8.92,18.09,1,NONE,0.0737,23.37,71,28.338,DOCKET0000000834
2023-04-15,PLAN0000000835,BRAND_B,AREA000000835,95.2,80.9,0,21.26,213.6,143.05,12,14.96,26.67,1,LIFELINE,0.0498,13.37,102,8.762,DOCKET0000000835
2023-04-16,PLAN0000000836,BRAND_A,AREA000000836,78.84,59.04,0,16.22,0.0,56.75,12,16.16,19.59,0,NONE,0.9223,16.96,110,1.569,DOCKET0000000836
2023-04-17,PLAN0000000837,BRAND_D,AREA000000837,171.35,79.43,9,16.82,239.24,447.01,1,4.13,34.59,0,NONE,0.166,21.19,92,26.849,DOCKET0000000837
2023-04-18,PLAN0000000838,BRAND_A,AREA000000838,211.03,64.8,12,10.75,22.89,416.1,24,18.62,7.93,0,ACP,2.0529,23.53,51,15.37,DOCKET0000000838
