edu_erasmus_project_year,edu_erasmus_programme_period_code,edu_erasmus_participant_id_hash,edu_erasmus_home_country_iso2,edu_erasmus_host_country_iso2,edu_erasmus_home_institution_id,edu_erasmus_host_institution_id,edu_erasmus_mobility_type_code,edu_erasmus_duration_days,edu_erasmus_grant_amount_eur,edu_erasmus_inclusion_support_flag,edu_erasmus_green_travel_flag,edu_erasmus_virtual_component_flag,edu_erasmus_recognition_ects_flag,edu_erasmus_language_preparation_flag,edu_erasmus_student_satisfaction_score,edu_erasmus_employability_outcome_flag,edu_erasmus_data_source,edu_erasmus_last_update_date,edu_erasmus_data_extract_date
2017,2014_2020,d353c322510757fa3369da,GR,ES,HEI_GR_3055,HEI_ES_1499,TRAINEESHIP,361,9771.08,0,0,0,0,0,4.74,0,INSTITUTION_REPORTING,2019-02-08,2024-02-06
2018,2014_2020,6ad11f8146907fff1891f6,MT,FR,HEI_MT_3060,HEI_FR_1508,STUDY,231,4151.77,0,0,1,1,0,4.31,1,ERASMUS_DASHBOARD,2019-03-03,2024-08-05
2019,2014_2020,df2093ab50fc47058f29ec,ES,PL,HEI_ES_3065,HEI_PL_1517,YOUTH_EXCHANGE,105,981.78,0,0,0,1,1,4.76,1,NATIONAL_AGENCY_EXPORT,2019-03-26,2025-01-07
2020,2014_2020,26469dd6c35326a885ba29,CZ,CY,HEI_CZ_3070,HEI_CY_1526,STAFF_TRAINING,99,1018.05,0,1,0,1,0,3.9,0,INSTITUTION_REPORTING,2019-04-18,2024-07-03
2021,2021_2027,ad5c5f2944f301fc8b4308,HU,LV,HEI_HU_3075,HEI_LV_1535,STAFF_TEACHING,18,250.29,0,0,1,0,0,3.87,0,ERASMUS_DASHBOARD,2019-05-11,2025-02-14
2022,2021_2027,b3cfcc78550bec6701d0cc,NL,SE,HEI_NL_3080,HEI_SE_1544,BLENDED_INTENSIVE,76,2440.92,0,0,1,1,1,4.87,1,NATIONAL_AGENCY_EXPORT,2019-06-03,2025-07-21
2023,2021_2027,2d6777efe1df476de58b56,SE,DE,HEI_SE_3085,HEI_DE_1553,TRAINEESHIP,226,6198.28,0,0,1,1,1,4.91,1,INSTITUTION_REPORTING,2019-06-26,2024-05-12
2024,2021_2027,94edc399c4bcfd49d65e79,DK,PT,HEI_DK_3090,HEI_PT_1562,STUDY,223,5857.04,0,0,0,1,1,3.83,1,ERASMUS_DASHBOARD,2019-07-19,2025-12-08
2025,2021_2027,7ca6be634d075193e1a007,IE,CZ,HEI_IE_3095,HEI_CZ_1571,YOUTH_EXCHANGE,25,723.27,0,1,0,0,1,4.58,1,NATIONAL_AGENCY_EXPORT,2019-08-11,2025-11-28
2006,2014_2020,9d3e975e5b1e2e3bb17835,PL,LT,HEI_PL_3100,HEI_LT_1580,STAFF_TRAINING,183,2436.5,0,0,0,1,0,3.94,1,INSTITUTION_REPORTING,2019-09-03,2025-11-20
2007,2014_2020,6e227bc2cd049f83a5acaf,AT,AT,HEI_AT_3105,HEI_AT_1589,STAFF_TEACHING,174,4399.45,1,0,0,0,1,4.53,1,ERASMUS_DASHBOARD,2019-09-26,2025-04-15
2008,2014_2020,3483a94abaabaca92faf74,EE,GR,HEI_EE_3110,HEI_GR_1598,BLENDED_INTENSIVE,38,1209.94,0,0,0,1,0,3.4,1,NATIONAL_AGENCY_EXPORT,2019-10-19,2024-12-03
2009,2014_2020,e4d733c4f88ddc763e0e13,IT,RO,HEI_IT_3115,HEI_RO_1607,TRAINEESHIP,21,217.11,1,0,0,0,0,3.57,1,INSTITUTION_REPORTING,2019-11-11,2024-04-30
2010,2014_2020,518857c6d1759f6dbd1f6c,PT,DK,HEI_PT_3120,HEI_DK_1616,STUDY,75,3207.8,0,0,0,1,1,3.38,0,ERASMUS_DASHBOARD,2019-12-04,2025-09-22
2011,2014_2020,ef3e82d84fc144cff9bfed,BE,LU,HEI_BE_3125,HEI_LU_1625,YOUTH_EXCHANGE,176,5153.23,0,0,0,0,0,3.09,1,NATIONAL_AGENCY_EXPORT,2019-12-27,2025-11-30
2012,2014_2020,83188a455c3bf3b13794e4,FI,BE,HEI_FI_3130,HEI_BE_1634,STAFF_TRAINING,157,4620.21,1,0,0,0,0,3.28,1,INSTITUTION_REPORTING,2020-01-19,2024-08-25
2013,2014_2020,30be2ab7451480bd90a858,LV,HU,HEI_LV_3135,HEI_HU_1643,STAFF_TEACHING,165,4959.66,0,0,0,1,1,3.79,1,ERASMUS_DASHBOARD,2020-02-11,2025-12-20
2014,2014_2020,d05fed403e6ce9eea21929,RO,SK,HEI_RO_3140,HEI_SK_1652,BLENDED_INTENSIVE,26,467.18,0,0,0,1,0,3.07,1,NATIONAL_AGENCY_EXPORT,2020-03-05,2025-09-09
2015,2014_2020,7e22ee357685929e26a1ef,BG,EE,HEI_BG_3145,HEI_EE_1661,TRAINEESHIP,79,2098.68,0,0,0,0,0,4.1,0,INSTITUTION_REPORTING,2020-03-28,2024-05-11
2016,2014_2020,2d11848e99068668261bce,FR,MT,HEI_FR_3150,HEI_MT_1670,STUDY,52,1180.54,0,0,1,1,1,4.2,1,ERASMUS_DASHBOARD,2020-04-20,2024-07-06
2017,2014_2020,f0d0cdc3fe5116dfd4c34a,LT,BG,HEI_LT_3155,HEI_BG_1679,YOUTH_EXCHANGE,60,522.19,0,1,0,0,1,4.71,0,NATIONAL_AGENCY_EXPORT,2020-05-13,2024-03-27
2018,2014_2020,a2fc37641ee324eab58ca6,SK,IE,HEI_SK_3160,HEI_IE_1688,STAFF_TRAINING,67,939.5,0,0,0,1,1,4.54,1,INSTITUTION_REPORTING,2020-06-05,2025-09-24
2019,2014_2020,5ecd6ccd34f1a9f2833d11,HR,SI,HEI_HR_3165,HEI_SI_1697,STAFF_TEACHING,76,926.63,1,0,0,0,1,3.28,1,ERASMUS_DASHBOARD,2020-06-28,2025-07-16
2020,2014_2020,34492ec9199b965234896d,DE,FI,HEI_DE_3170,HEI_FI_1706,BLENDED_INTENSIVE,165,5212.27,1,0,1,1,1,3.73,1,NATIONAL_AGENCY_EXPORT,2020-07-21,2025-03-26
2021,2021_2027,14d8ce012a42e5792225ce,LU,NL,HEI_LU_3175,HEI_NL_1715,TRAINEESHIP,181,7313.06,0,1,0,0,0,3.45,1,INSTITUTION_REPORTING,2020-08-13,2024-10-31
2022,2021_2027,bd30c23cbd5e337bcfc9b3,SI,HR,HEI_SI_3180,HEI_HR_1724,STUDY,30,599.55,0,1,0,1,0,3.15,0,ERASMUS_DASHBOARD,2020-09-05,2024-02-28
2023,2021_2027,c988cd399acbacb8a86ef4,CY,IT,HEI_CY_3185,HEI_IT_1733,YOUTH_EXCHANGE,40,1076.54,0,1,0,0,0,3.5,0,NATIONAL_AGENCY_EXPORT,2020-09-28,2024-05-11
2024,2021_2027,2195d3c7dbaa1c784c2dd7,GR,ES,HEI_GR_3190,HEI_ES_1742,STAFF_TRAINING,102,1988.74,0,0,0,0,0,3.37,1,INSTITUTION_REPORTING,2020-10-21,2025-10-24
2025,2021_2027,dc293c50aed1a27c7e7d4b,MT,FR,HEI_MT_3195,HEI_FR_1751,STAFF_TEACHING,14,388.7,0,0,0,0,0,3.7,0,ERASMUS_DASHBOARD,2020-11-13,2025-09-17
2006,2014_2020,197085bb1e4ebd39ac7798,ES,PL,HEI_ES_3200,HEI_PL_1760,BLENDED_INTENSIVE,150,3840.48,0,0,0,1,0,3.51,1,NATIONAL_AGENCY_EXPORT,2020-12-06,2025-02-21
2007,2014_2020,81eb8d43eb3bf5331f54a9,CZ,CY,HEI_CZ_3205,HEI_CY_1769,TRAINEESHIP,278,6107.44,0,0,0,0,0,4.79,1,INSTITUTION_REPORTING,2020-12-29,2025-09-28
2008,2014_2020,f269147c52d5ca5ee66b66,HU,LV,HEI_HU_3210,HEI_LV_1778,STUDY,217,4588.6,0,0,0,1,0,3.89,1,ERASMUS_DASHBOARD,2021-01-21,2024-09-22
2009,2014_2020,e79753f46b2bdbed2d73e6,NL,SE,HEI_NL_3215,HEI_SE_1787,YOUTH_EXCHANGE,158,4325.92,0,0,0,0,1,4.58,1,NATIONAL_AGENCY_EXPORT,2021-02-13,2024-01-21
2010,2014_2020,f357abe8bf8d5dc117d3c2,SE,DE,HEI_SE_3220,HEI_DE_1796,STAFF_TRAINING,158,5321.67,1,0,0,0,0,4.57,0,INSTITUTION_REPORTING,2021-03-08,2025-11-04
2011,2014_2020,059f23c911b9758d14606f,DK,PT,HEI_DK_3225,HEI_PT_1805,STAFF_TEACHING,102,3107.47,0,0,0,1,0,3.13,1,ERASMUS_DASHBOARD,2021-03-31,2025-08-05
2012,2014_2020,4836147384d586d72d1d4e,IE,CZ,HEI_IE_3230,HEI_CZ_1814,BLENDED_INTENSIVE,133,3718.46,0,0,0,1,0,3.66,0,NATIONAL_AGENCY_EXPORT,2021-04-23,2025-11-30
2013,2014_2020,033520d8bcdd4b0cf65262,PL,LT,HEI_PL_3235,HEI_LT_1823,TRAINEESHIP,306,6999.71,1,0,0,0,0,3.14,0,INSTITUTION_REPORTING,2021-05-16,2026-02-08
2014,2014_2020,5dad5902f74ce5f0f34de7,AT,AT,HEI_AT_3240,HEI_AT_1832,STUDY,306,6487.59,0,0,0,1,0,3.6,1,ERASMUS_DASHBOARD,2021-06-08,2024-10-20
2015,2014_2020,3503609f6e1e50b2d9a978,EE,GR,HEI_EE_3245,HEI_GR_1841,YOUTH_EXCHANGE,146,1628.61,0,0,0,0,1,4.82,1,NATIONAL_AGENCY_EXPORT,2021-07-01,2024-01-03
2016,2014_2020,0bc1c92a133265de9eac50,IT,RO,HEI_IT_3250,HEI_RO_1850,STAFF_TRAINING,27,552.53,1,0,1,0,1,3.52,1,INSTITUTION_REPORTING,2021-07-24,2025-11-03
2017,2014_2020,50c7ccda3e28e37fee6939,PT,DK,HEI_PT_3255,HEI_DK_1859,STAFF_TEACHING,154,3638.26,0,0,0,0,1,4.28,0,ERASMUS_DASHBOARD,2021-08-16,2025-02-26
2018,2014_2020,23a25e7ee0e6aedaf1db4d,BE,LU,HEI_BE_3260,HEI_LU_1868,BLENDED_INTENSIVE,16,357.84,0,0,0,1,1,3.89,0,NATIONAL_AGENCY_EXPORT,2021-09-08,2024-08-25
2019,2014_2020,820218246f27869bcb5f81,FI,BE,HEI_FI_3265,HEI_BE_1877,TRAINEESHIP,174,6190.14,1,0,0,0,1,3.73,1,INSTITUTION_REPORTING,2021-10-01,2025-07-21
2020,2014_2020,2b624ab50125f3eb9dad99,LV,HU,HEI_LV_3270,HEI_HU_1886,STUDY,17,335.77,0,0,1,1,0,3.3,0,ERASMUS_DASHBOARD,2021-10-24,2024-05-08
2021,2021_2027,5a9ce19bb38691ffd7611e,RO,SK,HEI_RO_3275,HEI_SK_1895,YOUTH_EXCHANGE,173,4338.6,0,0,0,0,0,3.85,0,NATIONAL_AGENCY_EXPORT,2021-11-16,2024-04-10
2022,2021_2027,545fb701e74cdbe3edffea,BG,EE,HEI_BG_3280,HEI_EE_1904,STAFF_TRAINING,39,408.4,0,0,0,0,0,3.41,1,INSTITUTION_REPORTING,2021-12-09,2025-06-23
2023,2021_2027,b75ee2e7195bba0facfe56,FR,MT,HEI_FR_3285,HEI_MT_1913,STAFF_TEACHING,185,5909.37,0,1,0,0,1,3.93,1,ERASMUS_DASHBOARD,2022-01-01,2024-04-05
2024,2021_2027,c13658c38ffd60ef5759ae,LT,BG,HEI_LT_3290,HEI_BG_1922,BLENDED_INTENSIVE,51,1481.33,0,0,0,1,1,3.62,1,NATIONAL_AGENCY_EXPORT,2022-01-24,2025-05-17
2025,2021_2027,0038b938e3332e855bedde,SK,IE,HEI_SK_3295,HEI_IE_1931,TRAINEESHIP,317,12100.27,0,0,0,0,1,4.53,1,INSTITUTION_REPORTING,2022-02-16,2024-03-11
2006,2014_2020,89461bbcd17c5bd49a65d0,HR,SI,HEI_HR_3300,HEI_SI_1940,STUDY,359,6393.0,0,0,0,1,1,5.0,1,ERASMUS_DASHBOARD,2022-03-11,2025-10-24
2007,2014_2020,dea27ff7a80486fc2d697b,DE,FI,HEI_DE_3305,HEI_FI_1949,YOUTH_EXCHANGE,139,5513.6,0,0,0,0,1,4.04,1,NATIONAL_AGENCY_EXPORT,2022-04-03,2025-12-20
2008,2014_2020,33bf8eabe6872e02697a10,LU,NL,HEI_LU_3310,HEI_NL_1958,STAFF_TRAINING,186,4168.37,1,0,0,0,1,4.1,1,INSTITUTION_REPORTING,2022-04-26,2025-09-07
2009,2014_2020,4182601bf3b29b84fa2a29,SI,HR,HEI_SI_3315,HEI_HR_1967,STAFF_TEACHING,52,1356.3,0,0,0,0,1,3.65,0,ERASMUS_DASHBOARD,2022-05-19,2024-09-24
2010,2014_2020,76d31c557cad4da7d899f4,CY,IT,HEI_CY_3320,HEI_IT_1976,BLENDED_INTENSIVE,130,2608.0,0,0,0,1,1,3.93,1,NATIONAL_AGENCY_EXPORT,2022-06-11,2024-11-23
2011,2014_2020,87f32b2c6bcbb81bffea95,GR,ES,HEI_GR_3325,HEI_ES_1985,TRAINEESHIP,145,4191.13,0,0,0,1,0,3.94,1,INSTITUTION_REPORTING,2022-07-04,2025-11-12
2012,2014_2020,3364b2055808f275944f2f,MT,FR,HEI_MT_3330,HEI_FR_1994,STUDY,221,5351.71,1,0,0,1,1,4.99,0,ERASMUS_DASHBOARD,2022-07-27,2024-07-03
2013,2014_2020,e9a2ce742140d20594b788,ES,PL,HEI_ES_3335,HEI_PL_2003,YOUTH_EXCHANGE,191,2590.3,1,0,0,1,0,3.49,1,NATIONAL_AGENCY_EXPORT,2022-08-19,2024-01-14
2014,2014_2020,0f6b517737aadcddd51d47,CZ,CY,HEI_CZ_3340,HEI_CY_2012,STAFF_TRAINING,7,222.68,0,0,0,0,1,4.31,0,INSTITUTION_REPORTING,2022-09-11,2024-02-27
2015,2014_2020,4c5c9052933afadccbda1f,HU,LV,HEI_HU_3345,HEI_LV_2021,STAFF_TEACHING,22,668.38,0,0,0,0,0,4.26,1,ERASMUS_DASHBOARD,2022-10-04,2025-10-23
2016,2014_2020,272a44c365e769d5daf499,NL,SE,HEI_NL_3350,HEI_SE_2030,BLENDED_INTENSIVE,116,4319.54,0,0,0,1,1,4.97,1,NATIONAL_AGENCY_EXPORT,2022-10-27,2025-06-01
2017,2014_2020,40e7e29f17d96f988c062d,SE,DE,HEI_SE_3355,HEI_DE_2039,TRAINEESHIP,44,1173.98,0,0,0,0,1,3.59,1,INSTITUTION_REPORTING,2022-11-19,2025-04-24
2018,2014_2020,a2c395d3d3c7cacc94fbc5,DK,PT,HEI_DK_3360,HEI_PT_2048,STUDY,35,1219.71,1,0,0,0,1,4.28,1,ERASMUS_DASHBOARD,2022-12-12,2025-08-27
2019,2014_2020,142e2a9d84061259cc6482,IE,CZ,HEI_IE_3365,HEI_CZ_2057,YOUTH_EXCHANGE,61,1100.3,0,0,0,0,1,4.16,1,NATIONAL_AGENCY_EXPORT,2023-01-04,2025-04-22
2020,2014_2020,6f0059cc913fc8be970f4f,PL,LT,HEI_PL_3370,HEI_LT_2066,STAFF_TRAINING,20,230.37,0,0,0,0,0,3.46,1,INSTITUTION_REPORTING,2023-01-27,2024-03-22
2021,2021_2027,f7785731e41c9e886a3361,AT,AT,HEI_AT_3375,HEI_AT_2075,STAFF_TEACHING,174,2418.23,1,0,0,1,1,3.45,0,ERASMUS_DASHBOARD,2023-02-19,2024-04-21
2022,2021_2027,512fb5542e5df2309641bc,EE,GR,HEI_EE_3380,HEI_GR_2084,BLENDED_INTENSIVE,149,4882.52,1,0,0,1,0,3.94,0,NATIONAL_AGENCY_EXPORT,2023-03-14,2024-02-04
2023,2021_2027,3a0cd09dcf4466f1da6732,IT,RO,HEI_IT_3385,HEI_RO_2093,TRAINEESHIP,206,2852.53,0,0,1,0,1,3.76,0,INSTITUTION_REPORTING,2023-04-06,2025-07-04
2024,2021_2027,05671d2735f613ed131711,PT,DK,HEI_PT_3390,HEI_DK_2102,STUDY,357,6379.43,0,0,1,1,1,4.3,1,ERASMUS_DASHBOARD,2023-04-29,2026-02-21
2025,2021_2027,6eb5061083b8752a5e4289,BE,LU,HEI_BE_3395,HEI_LU_2111,YOUTH_EXCHANGE,11,384.63,0,1,0,0,1,3.33,1,NATIONAL_AGENCY_EXPORT,2023-05-22,2025-08-15
2006,2014_2020,e571bf5aaff98d86dbfd0e,FI,BE,HEI_FI_3400,HEI_BE_2120,STAFF_TRAINING,101,1183.46,0,1,1,0,0,4.07,1,INSTITUTION_REPORTING,2023-06-14,2025-11-19
2007,2014_2020,39eb28133bdc9a6e11aadb,LV,HU,HEI_LV_3405,HEI_HU_2129,STAFF_TEACHING,48,521.13,1,0,1,0,1,4.06,0,ERASMUS_DASHBOARD,2023-07-07,2024-03-05
2008,2014_2020,547b9ea5b1dd4f817c7376,RO,SK,HEI_RO_3410,HEI_SK_2138,BLENDED_INTENSIVE,49,775.42,1,0,1,1,0,3.3,0,NATIONAL_AGENCY_EXPORT,2023-07-30,2024-12-23
2009,2014_2020,11b1b169b887e83921b955,BG,EE,HEI_BG_3415,HEI_EE_2147,TRAINEESHIP,266,5282.3,1,0,0,1,0,3.89,1,INSTITUTION_REPORTING,2023-08-22,2025-05-01
2010,2014_2020,197ba5a78ac615b6b9dbaf,FR,MT,HEI_FR_3420,HEI_MT_2156,STUDY,261,8785.63,0,0,0,1,1,3.52,0,ERASMUS_DASHBOARD,2023-09-14,2024-02-22
2011,2014_2020,c6536628702b5b48e8603e,LT,BG,HEI_LT_3425,HEI_BG_2165,YOUTH_EXCHANGE,15,533.72,0,0,0,1,0,3.77,1,NATIONAL_AGENCY_EXPORT,2023-10-07,2024-01-22
2012,2014_2020,49ce189b44bf83a5eca816,SK,IE,HEI_SK_3430,HEI_IE_2174,STAFF_TRAINING,31,1046.58,0,0,0,0,0,4.12,0,INSTITUTION_REPORTING,2023-10-30,2024-05-23
2013,2014_2020,c153d1c8b8b64d96fb1490,HR,SI,HEI_HR_3435,HEI_SI_2183,STAFF_TEACHING,197,6282.37,0,0,0,0,1,3.58,1,ERASMUS_DASHBOARD,2023-11-22,2024-04-09
2014,2014_2020,538c00c1f57fb37d5df0ef,DE,FI,HEI_DE_3440,HEI_FI_2192,BLENDED_INTENSIVE,53,1536.18,1,0,0,1,1,4.65,0,NATIONAL_AGENCY_EXPORT,2023-12-15,2024-07-21
2015,2014_2020,468ee1d3025f22d6c403dc,LU,NL,HEI_LU_3445,HEI_NL_2201,TRAINEESHIP,178,5380.92,0,0,0,0,1,4.31,1,INSTITUTION_REPORTING,2024-01-07,2024-11-11
2016,2014_2020,5c946d2c18db18346694fc,SI,HR,HEI_SI_3450,HEI_HR_2210,STUDY,374,10169.56,1,0,0,1,1,4.8,1,ERASMUS_DASHBOARD,2024-01-30,2024-09-01
2017,2014_2020,31e68aad9f5419260a0192,CY,IT,HEI_CY_3455,HEI_IT_2219,YOUTH_EXCHANGE,131,3777.82,1,1,0,1,0,3.2,1,NATIONAL_AGENCY_EXPORT,2024-02-22,2024-03-17
2018,2014_2020,66f50682f36618300e3e00,GR,ES,HEI_GR_3460,HEI_ES_2228,STAFF_TRAINING,119,1073.55,0,0,1,0,0,4.39,0,INSTITUTION_REPORTING,2024-03-16,2024-06-25
2019,2014_2020,9687e45acdda706667e9a2,MT,FR,HEI_MT_3465,HEI_FR_2237,STAFF_TEACHING,57,635.7,0,0,0,1,1,3.32,1,ERASMUS_DASHBOARD,2024-04-08,2024-04-15
2020,2014_2020,d65d1031b6d19f209badeb,ES,PL,HEI_ES_3470,HEI_PL_2246,BLENDED_INTENSIVE,158,5660.85,0,0,0,1,0,3.36,0,NATIONAL_AGENCY_EXPORT,2024-05-01,2024-01-15
2021,2021_2027,4c71c9982cbe012cde518d,CZ,CY,HEI_CZ_3475,HEI_CY_2255,TRAINEESHIP,15,155.56,1,1,0,1,1,3.43,1,INSTITUTION_REPORTING,2024-05-24,2025-02-04
2022,2021_2027,ed706ef8d451c522339826,HU,LV,HEI_HU_3480,HEI_LV_2264,STUDY,160,5304.38,1,0,0,1,0,3.11,0,ERASMUS_DASHBOARD,2024-06-16,2024-12-09
2023,2021_2027,803c53f3751e37aaf7b35a,NL,SE,HEI_NL_3485,HEI_SE_2273,YOUTH_EXCHANGE,140,4971.97,0,0,0,1,0,4.64,1,NATIONAL_AGENCY_EXPORT,2024-07-09,2025-01-26
2024,2021_2027,9e5fff85961083d110df29,SE,DE,HEI_SE_3490,HEI_DE_2282,STAFF_TRAINING,50,1141.04,0,0,0,0,1,4.31,0,INSTITUTION_REPORTING,2024-08-01,2025-07-15
2025,2021_2027,f9397a06caad5865d8bb0e,DK,PT,HEI_DK_3495,HEI_PT_2291,STAFF_TEACHING,150,4969.68,0,1,0,1,1,4.21,1,ERASMUS_DASHBOARD,2024-08-24,2024-05-10
2006,2014_2020,6544935222daddb6a6a7d8,IE,CZ,HEI_IE_3500,HEI_CZ_2300,BLENDED_INTENSIVE,8,168.93,0,0,0,1,0,4.27,1,NATIONAL_AGENCY_EXPORT,2024-09-16,2024-05-24
2007,2014_2020,94b4abd6783b3b023d565d,PL,LT,HEI_PL_3505,HEI_LT_2309,TRAINEESHIP,224,2923.83,0,0,0,0,1,4.98,1,INSTITUTION_REPORTING,2024-10-09,2024-09-23
2008,2014_2020,a6adba5aa559b35e475aee,AT,AT,HEI_AT_3510,HEI_AT_2318,STUDY,211,1952.71,0,0,0,1,1,3.88,0,ERASMUS_DASHBOARD,2024-11-01,2025-12-30
2009,2014_2020,12eb641cf8e1a57078752f,EE,GR,HEI_EE_3515,HEI_GR_2327,YOUTH_EXCHANGE,61,1446.23,1,0,0,0,1,4.58,1,NATIONAL_AGENCY_EXPORT,2024-11-24,2025-05-01
2010,2014_2020,c6a18407cfec62b83a5320,IT,RO,HEI_IT_3520,HEI_RO_2336,STAFF_TRAINING,159,4499.38,0,0,0,0,0,3.24,0,INSTITUTION_REPORTING,2024-12-17,2024-09-03
2011,2014_2020,b502dcc716704669f0799d,PT,DK,HEI_PT_3525,HEI_DK_2345,STAFF_TEACHING,52,1989.4,0,0,0,0,0,3.64,0,ERASMUS_DASHBOARD,2025-01-09,2025-10-05
2012,2014_2020,8aa5cd14dc6d679d923154,BE,LU,HEI_BE_3530,HEI_LU_2354,BLENDED_INTENSIVE,101,3164.53,0,1,0,0,0,3.76,1,NATIONAL_AGENCY_EXPORT,2025-02-01,2024-06-05
2013,2014_2020,2e8533c072c12800e2c2a2,FI,BE,HEI_FI_3535,HEI_BE_2363,TRAINEESHIP,173,4224.87,0,0,0,0,1,4.14,1,INSTITUTION_REPORTING,2025-02-24,2025-12-30
2014,2014_2020,0448820b4eb203322e8e25,LV,HU,HEI_LV_3540,HEI_HU_2372,STUDY,149,4585.33,1,0,0,1,0,4.8,1,ERASMUS_DASHBOARD,2025-03-19,2024-05-25
2015,2014_2020,c3eb93dbc2471021dcbbd2,RO,SK,HEI_RO_3545,HEI_SK_2381,YOUTH_EXCHANGE,10,300.36,1,0,1,0,1,4.41,0,NATIONAL_AGENCY_EXPORT,2025-04-11,2025-01-05
2016,2014_2020,760638fc324a0c4c1b20f9,BG,EE,HEI_BG_3550,HEI_EE_2390,STAFF_TRAINING,75,1788.6,0,1,0,0,1,5.0,1,INSTITUTION_REPORTING,2025-05-04,2025-12-01
2017,2014_2020,78f088be190a1bf9915df9,FR,MT,HEI_FR_3555,HEI_MT_2399,STAFF_TEACHING,86,2672.48,0,0,1,0,1,5.0,1,ERASMUS_DASHBOARD,2025-05-27,2024-04-10
2018,2014_2020,bd2767b01f1062aeaa9473,LT,BG,HEI_LT_3560,HEI_BG_2408,BLENDED_INTENSIVE,144,3796.23,0,0,0,1,1,3.68,0,NATIONAL_AGENCY_EXPORT,2025-06-19,2024-11-07
2019,2014_2020,8bffdfce3a8570a02184ea,SK,IE,HEI_SK_3565,HEI_IE_2417,TRAINEESHIP,262,10301.87,1,0,0,0,1,4.38,1,INSTITUTION_REPORTING,2025-07-12,2025-08-07
2020,2014_2020,ee47f8b0ae11b1a1dbc9ce,HR,SI,HEI_HR_3570,HEI_SI_2426,STUDY,144,4156.92,0,0,1,0,0,3.81,1,ERASMUS_DASHBOARD,2025-08-04,2024-07-01
2021,2021_2027,e8e97f3e86659cdad9be7c,DE,FI,HEI_DE_3575,HEI_FI_2435,YOUTH_EXCHANGE,180,2839.86,0,0,1,0,1,4.41,1,NATIONAL_AGENCY_EXPORT,2025-08-27,2025-04-24
2022,2021_2027,614c604b606b6c0f7d7bbe,LU,NL,HEI_LU_3580,HEI_NL_2444,STAFF_TRAINING,180,4554.91,0,0,0,0,1,4.91,0,INSTITUTION_REPORTING,2025-09-19,2025-07-28
2023,2021_2027,ca64cfbe76b79014bcd858,SI,HR,HEI_SI_3585,HEI_HR_2453,STAFF_TEACHING,193,3212.56,0,0,0,0,0,3.55,1,ERASMUS_DASHBOARD,2025-10-12,2024-12-14
2024,2021_2027,0bd4fc0a25b5951db88018,CY,IT,HEI_CY_3590,HEI_IT_2462,BLENDED_INTENSIVE,59,1518.53,1,1,1,1,0,3.93,1,NATIONAL_AGENCY_EXPORT,2025-11-04,2025-08-02
2025,2021_2027,50dec0f950eeecbf9f7631,GR,ES,HEI_GR_3595,HEI_ES_2471,TRAINEESHIP,66,1263.15,0,0,0,0,1,4.47,0,INSTITUTION_REPORTING,2025-11-27,2025-08-18
2006,2014_2020,89a4acf85edfc2306456a1,MT,FR,HEI_MT_3600,HEI_FR_2480,STUDY,72,1304.39,1,0,0,1,0,3.09,1,ERASMUS_DASHBOARD,2025-12-20,2025-04-09
2007,2014_2020,fca95837704497d3a2f399,ES,PL,HEI_ES_3605,HEI_PL_2489,YOUTH_EXCHANGE,85,1179.21,0,0,0,0,0,4.56,0,NATIONAL_AGENCY_EXPORT,2026-01-12,2025-05-21
2008,2014_2020,99763986ef9c5819b2e4fd,CZ,CY,HEI_CZ_3610,HEI_CY_2498,STAFF_TRAINING,59,652.86,1,0,0,0,1,4.17,0,INSTITUTION_REPORTING,2026-02-04,2024-12-02
2009,2014_2020,ee130df6cc0968fce9fe41,HU,LV,HEI_HU_3615,HEI_LV_2507,STAFF_TEACHING,117,4201.25,0,0,0,0,1,4.63,1,ERASMUS_DASHBOARD,2013-01-02,2024-06-15
2010,2014_2020,5e31cfe463ff30032382ed,NL,SE,HEI_NL_3620,HEI_SE_2516,BLENDED_INTENSIVE,93,1789.36,1,0,0,1,0,3.28,0,NATIONAL_AGENCY_EXPORT,2013-01-25,2024-03-16
2011,2014_2020,bab6bd6b95b5306f2d3cdd,SE,DE,HEI_SE_3625,HEI_DE_2525,TRAINEESHIP,110,1891.82,0,0,0,0,1,3.86,1,INSTITUTION_REPORTING,2013-02-17,2026-01-23
2012,2014_2020,eb62c8f35100181025bc9c,DK,PT,HEI_DK_3630,HEI_PT_2534,STUDY,184,3946.64,0,0,0,1,1,3.51,0,ERASMUS_DASHBOARD,2013-03-12,2024-01-04
2013,2014_2020,6f3075fc9e1f82007118d3,IE,CZ,HEI_IE_3635,HEI_CZ_2543,YOUTH_EXCHANGE,78,1509.98,1,0,0,0,1,4.68,1,NATIONAL_AGENCY_EXPORT,2013-04-04,2024-06-05
2014,2014_2020,e7867aa0093a355a58bbbe,PL,LT,HEI_PL_3640,HEI_LT_2552,STAFF_TRAINING,134,2564.28,0,0,0,0,1,5.0,0,INSTITUTION_REPORTING,2013-04-27,2024-06-20
2015,2014_2020,e2b20839bf9e273627f99c,AT,AT,HEI_AT_3645,HEI_AT_2561,STAFF_TEACHING,75,2059.73,0,0,0,1,0,3.11,0,ERASMUS_DASHBOARD,2013-05-20,2025-10-07
