travel_dom_travel_month,travel_dom_destination_dma_code,travel_dom_origin_dma_code,travel_dom_trip_purpose_code,travel_dom_party_size_avg,travel_dom_nights_stayed_avg,travel_dom_lodging_type_code,travel_dom_spend_total_inr,travel_dom_spend_lodging_inr,travel_dom_spend_food_inr,travel_dom_spend_transport_inr,travel_dom_attraction_ticket_spend_inr,travel_dom_booking_channel_code,travel_dom_lead_time_days,travel_dom_cancellation_rate_pct,travel_dom_occupancy_rate_pct,travel_dom_adr_average_daily_rate,travel_dom_revpar_inr,travel_dom_seasonality_cluster,travel_dom_event_driven_demand_flag
2021-11,DMA0418,DMA0633,LEISURE,4.9,3.7,HOTEL,51779,89871,89368,76902,22993,AGENT,84,2.5,27.29,3474,27448,MONSOON,0
2023-11,DMA0713,DMA0567,EDUCATION,3.0,4.0,RESORT,120856,75291,8321,46051,54824,OTA,82,19.57,54.3,13163,16979,FESTIVE,1
2019-12,DMA0263,DMA0310,PILGRIMAGE,3.8,4.2,GUESTHOUSE,29324,48604,20791,24596,10061,CORPORATE,146,32.83,91.21,9151,11747,SHOULDER,1
2025-01,DMA0383,DMA0255,VFR,3.3,8.2,HOSTEL,147882,37695,94805,71844,34779,AGENT,100,44.3,54.4,25439,628,WINTER,1
2019-12,DMA0215,DMA0059,EDUCATION,3.8,3.7,HOTEL,75325,80202,376,13807,2525,CORPORATE,1,25.7,55.23,1535,25234,WINTER,1
2021-04,DMA0526,DMA0548,EDUCATION,2.2,6.4,SERVICED_APT,242208,157073,85308,59363,31979,AGENT,32,13.47,87.48,9507,19788,SUMMER,1
2022-10,DMA0793,DMA0058,VFR,5.9,3.3,HOSTEL,220703,137035,3168,48875,48143,GOV_PORTAL,164,9.32,42.31,32710,23667,WINTER,0
2022-04,DMA0117,DMA0107,PILGRIMAGE,4.4,9.7,RESORT,245340,94557,2447,45370,305,AGENT,9,31.27,58.21,18614,25090,SHOULDER,0
2021-05,DMA0392,DMA0605,PILGRIMAGE,2.3,8.4,SERVICED_APT,124440,184320,19215,79425,15863,GOV_PORTAL,31,2.33,32.82,15846,26771,FESTIVE,0
2024-10,DMA0424,DMA0391,MEDICAL,1.5,9.2,SERVICED_APT,346264,21063,71541,96058,9635,OTA,93,11.8,86.0,28531,16725,SUMMER,0
2020-04,DMA0774,DMA0307,LEISURE,3.9,13.6,RESORT,292749,152326,96556,40698,56878,GOV_PORTAL,124,30.98,22.9,4308,15681,SHOULDER,1
2022-10,DMA0532,DMA0605,VFR,3.6,6.2,GUESTHOUSE,161669,126387,86683,119536,59580,DIRECT,157,20.03,52.22,17200,25947,WINTER,0
2024-05,DMA0081,DMA0526,VFR,6.1,3.8,SERVICED_APT,281267,13687,76273,75260,29009,AGENT,13,22.51,41.57,13942,9808,SUMMER,1
2021-05,DMA0608,DMA0714,VFR,2.3,14.0,GUESTHOUSE,239566,8717,29252,122295,12486,OTA,4,43.9,40.07,23657,4071,FESTIVE,1
2023-04,DMA0187,DMA0408,VFR,5.8,1.8,RESORT,47763,170757,11545,6705,21770,CORPORATE,35,18.21,39.05,14560,24674,SHOULDER,1
2022-04,DMA0134,DMA0258,PILGRIMAGE,5.2,11.5,HOMESTAY,162896,170654,3207,56086,57230,AGENT,76,26.78,48.82,29208,8147,FESTIVE,1
2019-06,DMA0167,DMA0711,LEISURE,3.6,3.1,HOMESTAY,336710,118706,33512,143992,13997,AGENT,57,44.94,90.32,19085,7763,FESTIVE,1
2021-03,DMA0650,DMA0120,EDUCATION,5.8,9.6,HOTEL,132663,145691,72430,61286,15091,GOV_PORTAL,140,30.89,75.28,4336,11491,MONSOON,1
2022-01,DMA0137,DMA0373,EDUCATION,5.7,7.2,GUESTHOUSE,228526,13834,76877,101531,3195,GOV_PORTAL,92,23.15,89.38,1095,25415,SHOULDER,1
2020-10,DMA0741,DMA0291,MEDICAL,4.9,11.9,HOTEL,69277,3902,43598,13933,4348,AGENT,87,14.58,35.32,14317,13437,WINTER,1
2019-07,DMA0162,DMA0732,PILGRIMAGE,1.6,10.5,DHARAMSHALA,334742,77102,92662,142703,46270,AGENT,145,43.94,86.23,12400,26419,SUMMER,1
2019-01,DMA0717,DMA0680,VFR,1.9,3.2,DHARAMSHALA,259420,96121,32049,100453,15320,DIRECT,102,13.22,53.53,30705,22994,SHOULDER,0
2025-05,DMA0587,DMA0690,EDUCATION,4.3,9.6,SERVICED_APT,264840,104158,47221,101519,54081,CORPORATE,135,5.21,96.52,29634,26603,SHOULDER,0
2022-12,DMA0215,DMA0154,EDUCATION,2.3,3.8,HOSTEL,266484,28120,19210,29919,57959,DIRECT,175,41.66,66.3,10409,13765,SUMMER,1
2023-03,DMA0701,DMA0352,LEISURE,4.0,3.2,RESORT,9950,63063,30314,52316,3616,DIRECT,77,14.35,58.01,5706,22316,SHOULDER,1
2020-02,DMA0315,DMA0143,LEISURE,4.1,2.1,DHARAMSHALA,219700,64763,95536,119675,43641,CORPORATE,2,26.5,92.17,21299,7905,SHOULDER,1
2025-07,DMA0719,DMA0363,BUSINESS,4.2,2.5,RESORT,309290,20299,14342,19524,3250,OTA,69,29.07,49.74,9711,27225,SUMMER,1
2019-12,DMA0117,DMA0727,PILGRIMAGE,4.1,10.2,DHARAMSHALA,189519,38878,9326,18192,48360,CORPORATE,108,11.74,78.4,2897,3406,SHOULDER,1
2023-01,DMA0779,DMA0138,EDUCATION,3.1,13.9,DHARAMSHALA,153620,73469,62293,131073,21075,OTA,126,19.05,56.92,15336,24155,SUMMER,0
2022-05,DMA0525,DMA0757,EDUCATION,2.2,9.8,HOMESTAY,68189,10718,98475,115605,5988,AGENT,16,7.0,77.22,5312,24840,SUMMER,0
2024-08,DMA0318,DMA0508,LEISURE,3.9,10.2,HOTEL,225584,151686,91099,91131,19417,DIRECT,50,39.8,41.5,7862,2548,WINTER,1
2019-02,DMA0071,DMA0283,EDUCATION,3.7,11.2,HOTEL,296786,31371,66649,118875,7740,AGENT,56,26.3,51.72,8013,10829,SHOULDER,0
2024-02,DMA0607,DMA0241,PILGRIMAGE,2.5,12.6,HOSTEL,56342,112232,69667,89254,6186,DIRECT,42,40.06,46.94,10104,26214,WINTER,0
2023-09,DMA0241,DMA0410,LEISURE,1.3,4.5,SERVICED_APT,233969,119956,73581,6867,42753,GOV_PORTAL,41,11.57,87.77,14886,24496,WINTER,0
2020-02,DMA0363,DMA0146,LEISURE,2.1,8.9,HOTEL,179087,146779,97985,37663,19527,DIRECT,28,28.53,92.43,6958,26833,WINTER,0
2022-08,DMA0022,DMA0449,MEDICAL,4.0,3.8,HOSTEL,261444,184184,95529,102479,47576,DIRECT,85,9.81,77.37,22247,17581,MONSOON,0
2024-06,DMA0038,DMA0800,BUSINESS,3.9,7.8,HOTEL,154057,22616,9566,81327,51711,DIRECT,104,13.01,84.08,12228,18226,FESTIVE,1
2025-03,DMA0654,DMA0741,EDUCATION,1.7,3.7,DHARAMSHALA,31338,74402,34692,108123,49710,OTA,170,16.25,47.6,3163,23213,SHOULDER,1
2022-01,DMA0774,DMA0351,PILGRIMAGE,4.3,1.8,SERVICED_APT,164009,95850,77287,145258,18775,GOV_PORTAL,59,24.72,31.75,27345,419,WINTER,0
2025-06,DMA0238,DMA0618,VFR,3.3,2.1,GUESTHOUSE,181184,167473,61718,115938,20731,OTA,168,25.01,73.55,3468,23401,MONSOON,1
2022-11,DMA0543,DMA0589,MEDICAL,4.6,13.7,RESORT,52478,45376,63035,42173,55263,CORPORATE,176,9.01,69.71,5164,7874,MONSOON,0
2024-01,DMA0051,DMA0752,VFR,5.9,1.1,HOSTEL,279832,54781,31652,69689,18944,CORPORATE,77,2.07,40.57,27570,9457,SHOULDER,0
2025-12,DMA0387,DMA0571,MEDICAL,2.7,10.0,RESORT,35668,166555,33453,106922,34753,GOV_PORTAL,83,34.74,91.17,32015,27069,SHOULDER,0
2021-03,DMA0020,DMA0319,LEISURE,2.9,12.5,RESORT,26423,38401,4178,28021,12171,CORPORATE,154,23.67,47.89,28726,9413,FESTIVE,0
2023-01,DMA0135,DMA0187,BUSINESS,4.7,6.1,HOTEL,256576,197808,94007,54560,52522,AGENT,130,14.1,83.59,33454,11264,FESTIVE,0
2023-12,DMA0401,DMA0387,PILGRIMAGE,6.2,10.2,HOTEL,276897,21694,25495,58320,58422,OTA,80,2.37,30.07,26583,3687,MONSOON,0
2024-10,DMA0754,DMA0765,LEISURE,3.7,5.5,SERVICED_APT,307978,5363,63555,10376,19624,DIRECT,41,4.71,42.37,30855,1824,SUMMER,1
2024-11,DMA0474,DMA0319,VFR,1.9,7.9,SERVICED_APT,67235,98465,7923,144205,42721,AGENT,128,19.06,67.92,8525,18929,WINTER,1
2022-09,DMA0498,DMA0778,BUSINESS,6.1,13.2,HOSTEL,302501,166397,9645,69401,52414,DIRECT,127,21.77,38.87,11968,18301,SHOULDER,1
2019-01,DMA0117,DMA0014,VFR,3.6,1.6,SERVICED_APT,267017,63330,57914,124268,27965,CORPORATE,148,16.99,94.61,25943,3202,SHOULDER,0
2020-01,DMA0667,DMA0757,EDUCATION,3.5,4.5,HOMESTAY,174638,54817,26278,114071,41837,OTA,66,25.49,63.02,23601,27252,FESTIVE,0
2022-02,DMA0525,DMA0179,PILGRIMAGE,4.0,2.4,HOMESTAY,218875,158940,3852,138386,51512,CORPORATE,46,36.63,77.05,29027,11459,WINTER,1
2020-05,DMA0488,DMA0613,EDUCATION,2.4,7.4,RESORT,101713,150353,23100,112409,5849,OTA,88,30.47,63.8,31834,27541,SHOULDER,0
2022-02,DMA0517,DMA0083,VFR,5.3,11.0,HOMESTAY,190710,8415,59083,30452,9747,DIRECT,105,39.02,51.73,18339,14706,FESTIVE,1
2019-01,DMA0065,DMA0113,BUSINESS,4.5,13.7,GUESTHOUSE,334430,69249,56001,101826,4877,DIRECT,107,27.71,84.13,29614,9879,SUMMER,0
2019-01,DMA0657,DMA0094,PILGRIMAGE,6.3,3.0,HOTEL,194206,98577,17057,105652,7076,DIRECT,58,4.73,21.77,13857,10815,WINTER,1
2025-11,DMA0165,DMA0231,LEISURE,2.1,1.6,DHARAMSHALA,35106,133111,17461,18708,33642,GOV_PORTAL,128,6.75,53.29,33117,8728,WINTER,1
2021-06,DMA0658,DMA0452,LEISURE,4.4,2.8,SERVICED_APT,192890,55578,5443,93938,4935,CORPORATE,13,17.57,88.73,16411,27238,FESTIVE,1
2025-05,DMA0348,DMA0495,BUSINESS,3.8,13.6,RESORT,5080,134518,59537,113406,13428,GOV_PORTAL,125,12.78,26.64,26833,9957,FESTIVE,1
2019-07,DMA0259,DMA0376,BUSINESS,5.9,5.2,HOTEL,212057,175403,18338,113832,57595,AGENT,39,29.35,36.18,32518,6045,MONSOON,0
2020-08,DMA0245,DMA0100,EDUCATION,1.2,4.5,SERVICED_APT,344001,189704,18894,114061,46014,GOV_PORTAL,8,28.16,94.93,14432,8228,SHOULDER,0
2022-08,DMA0640,DMA0752,BUSINESS,5.2,10.6,SERVICED_APT,202664,148617,64396,23716,46596,DIRECT,68,20.82,94.8,5747,21339,SUMMER,1
2025-01,DMA0222,DMA0318,EDUCATION,4.4,2.6,HOMESTAY,303341,136759,5674,12070,31658,OTA,152,28.96,49.99,1335,21899,FESTIVE,1
2020-01,DMA0736,DMA0672,VFR,4.3,5.5,GUESTHOUSE,205361,193802,25339,109801,13139,CORPORATE,59,41.0,78.68,11181,5686,MONSOON,1
2022-03,DMA0590,DMA0603,LEISURE,5.8,2.9,GUESTHOUSE,150631,9964,17769,118323,21062,CORPORATE,32,22.13,68.81,10952,25200,SHOULDER,1
2020-08,DMA0017,DMA0791,LEISURE,4.2,13.7,HOSTEL,299522,159607,11747,2613,8242,CORPORATE,4,15.63,58.45,32700,14149,WINTER,0
2019-05,DMA0595,DMA0467,LEISURE,4.9,4.7,SERVICED_APT,218258,190962,3754,1794,49860,AGENT,51,21.43,83.49,29087,25988,WINTER,0
2023-04,DMA0687,DMA0546,PILGRIMAGE,4.6,4.5,RESORT,223470,7737,34508,26053,25079,CORPORATE,102,6.53,70.77,3446,10310,MONSOON,0
2021-01,DMA0328,DMA0715,MEDICAL,1.4,9.2,SERVICED_APT,23433,19353,11606,93567,50926,AGENT,74,4.38,27.1,1532,5456,SUMMER,1
2019-12,DMA0580,DMA0279,BUSINESS,1.6,1.2,GUESTHOUSE,24592,101294,76003,45310,50415,DIRECT,160,18.47,85.49,19942,8329,SHOULDER,1
2023-08,DMA0431,DMA0494,PILGRIMAGE,2.9,9.5,RESORT,52039,142381,34843,97691,10280,OTA,15,41.55,41.41,14192,19969,MONSOON,1
2019-01,DMA0505,DMA0435,MEDICAL,4.7,6.9,RESORT,93612,133332,27875,53653,23254,DIRECT,2,38.83,69.37,20644,18310,WINTER,1
2024-12,DMA0383,DMA0106,BUSINESS,1.1,3.4,RESORT,129220,21400,93756,67057,52669,GOV_PORTAL,4,30.52,80.48,3084,22409,FESTIVE,1
2023-01,DMA0512,DMA0680,MEDICAL,5.2,7.3,HOTEL,243231,150997,50076,87895,42902,CORPORATE,119,32.35,90.02,3559,24522,WINTER,1
2024-07,DMA0332,DMA0184,LEISURE,2.1,14.0,RESORT,224354,180685,59967,65887,56406,GOV_PORTAL,18,38.72,92.17,15643,20673,SUMMER,1
2020-10,DMA0654,DMA0497,MEDICAL,4.1,11.9,SERVICED_APT,150069,23304,20999,38888,21392,AGENT,111,41.19,92.21,10317,15698,WINTER,0
2021-07,DMA0579,DMA0200,BUSINESS,2.1,13.7,SERVICED_APT,136799,170180,62091,146836,16122,DIRECT,138,29.67,71.26,31142,2150,SUMMER,1
2019-01,DMA0224,DMA0393,PILGRIMAGE,2.0,13.0,HOMESTAY,261284,115810,69858,126193,3346,CORPORATE,123,17.37,68.69,7567,6721,WINTER,1
2021-03,DMA0139,DMA0376,BUSINESS,2.8,11.7,GUESTHOUSE,297310,99953,25716,83239,29212,AGENT,106,6.64,21.15,8102,6787,WINTER,0
2019-02,DMA0770,DMA0014,MEDICAL,6.1,5.4,HOTEL,162968,58859,31953,111277,15481,DIRECT,17,0.31,26.59,21708,16077,SUMMER,0
2019-01,DMA0273,DMA0751,EDUCATION,2.3,10.5,SERVICED_APT,178256,162799,31189,102836,1155,DIRECT,139,29.16,50.62,17063,27101,SUMMER,1
2022-06,DMA0682,DMA0752,MEDICAL,1.3,6.1,GUESTHOUSE,282446,48995,50038,75312,18628,AGENT,42,17.9,81.84,11171,1112,SUMMER,0
2019-08,DMA0125,DMA0758,BUSINESS,5.9,6.6,HOMESTAY,263611,138811,47892,57431,44233,OTA,86,3.59,66.18,20667,26759,WINTER,1
2021-11,DMA0279,DMA0063,LEISURE,3.4,12.4,HOTEL,1872,143930,68476,23405,55295,DIRECT,49,12.54,38.35,2893,1293,SUMMER,0
2021-11,DMA0033,DMA0232,BUSINESS,4.4,3.7,HOSTEL,206941,31412,62473,68672,21133,CORPORATE,167,21.09,29.58,26076,15742,SHOULDER,1
2019-07,DMA0214,DMA0449,EDUCATION,5.9,4.9,SERVICED_APT,160439,74742,72313,59209,37668,GOV_PORTAL,162,35.26,56.52,5775,16298,FESTIVE,0
2020-11,DMA0301,DMA0672,BUSINESS,5.2,13.1,HOMESTAY,68256,109545,25712,68093,42409,AGENT,27,14.17,91.21,24047,9022,MONSOON,0
2020-11,DMA0078,DMA0648,MEDICAL,5.4,10.1,SERVICED_APT,84969,10265,13296,68308,34999,OTA,98,29.53,24.14,13639,936,WINTER,0
2022-10,DMA0305,DMA0535,VFR,3.6,1.8,SERVICED_APT,97445,53593,50678,15627,36834,DIRECT,86,1.94,56.09,4673,22699,SUMMER,1
2020-07,DMA0106,DMA0416,MEDICAL,4.8,2.6,HOSTEL,299271,166674,37108,73403,27651,GOV_PORTAL,14,43.31,24.6,27321,2600,SUMMER,1
2025-07,DMA0532,DMA0380,MEDICAL,6.3,8.5,GUESTHOUSE,213371,34619,38073,95014,4869,OTA,135,43.73,39.51,9386,11054,SHOULDER,0
2024-12,DMA0111,DMA0235,MEDICAL,5.9,11.4,HOMESTAY,82647,16908,66852,78963,55662,AGENT,14,23.77,94.4,23840,16102,WINTER,1
2020-01,DMA0181,DMA0739,EDUCATION,4.4,11.3,HOSTEL,78489,171279,92424,118883,59146,DIRECT,34,29.59,28.16,29620,20698,MONSOON,0
2023-02,DMA0657,DMA0534,MEDICAL,1.5,6.5,HOSTEL,48222,29674,95960,79396,53974,DIRECT,57,34.41,23.97,23542,15549,WINTER,1
2021-07,DMA0365,DMA0213,EDUCATION,6.4,4.4,SERVICED_APT,252738,132044,29043,80657,35219,AGENT,75,43.67,26.8,20595,6649,FESTIVE,0
2024-11,DMA0648,DMA0692,LEISURE,2.2,11.2,SERVICED_APT,202484,45808,32000,83938,19153,GOV_PORTAL,136,24.51,73.95,29435,12465,WINTER,1
2025-12,DMA0775,DMA0157,EDUCATION,3.0,13.3,DHARAMSHALA,114681,85827,69317,53678,41357,GOV_PORTAL,166,33.99,20.95,13578,6890,MONSOON,1
2022-02,DMA0753,DMA0653,PILGRIMAGE,1.8,6.8,HOTEL,186195,56941,8355,90826,59136,CORPORATE,96,8.66,50.71,11112,19269,FESTIVE,1
2023-09,DMA0165,DMA0373,BUSINESS,1.9,2.8,HOTEL,77249,113072,25532,32547,35583,DIRECT,20,6.93,94.36,16162,26247,FESTIVE,1
2019-08,DMA0484,DMA0229,BUSINESS,5.4,8.9,GUESTHOUSE,301077,185206,39322,33732,36088,AGENT,94,32.06,25.37,5542,8699,MONSOON,0
2020-02,DMA0305,DMA0421,VFR,1.7,1.9,HOMESTAY,233706,95582,76776,5722,46782,DIRECT,170,41.58,92.7,33327,26300,SHOULDER,0
2023-03,DMA0452,DMA0682,LEISURE,2.0,8.9,SERVICED_APT,167610,9763,39362,73702,55656,CORPORATE,62,25.54,29.17,3217,11555,SUMMER,0
2019-09,DMA0030,DMA0429,EDUCATION,1.9,3.2,HOSTEL,139398,120152,14010,108284,48485,CORPORATE,169,24.05,29.97,24547,22104,SHOULDER,1
2020-01,DMA0564,DMA0126,EDUCATION,3.0,7.7,SERVICED_APT,236468,149633,54652,116355,27222,OTA,161,25.7,67.18,13311,19287,FESTIVE,0
2025-04,DMA0085,DMA0042,EDUCATION,4.8,9.1,HOMESTAY,204888,41629,66657,123422,222,DIRECT,125,39.58,39.03,8667,20160,MONSOON,1
2024-06,DMA0170,DMA0104,VFR,4.5,6.8,RESORT,345801,74858,31263,117697,1606,AGENT,144,36.0,20.24,30756,10119,SHOULDER,1
2022-02,DMA0667,DMA0162,BUSINESS,5.0,11.8,DHARAMSHALA,179739,129188,8718,133494,41520,OTA,64,36.08,78.46,14744,23964,SHOULDER,1
2020-09,DMA0771,DMA0374,EDUCATION,5.0,5.9,DHARAMSHALA,48790,65691,70770,23066,39813,AGENT,117,4.79,48.93,12935,2699,SUMMER,0
2021-05,DMA0351,DMA0243,VFR,1.0,3.0,GUESTHOUSE,105067,120245,64380,47708,25263,CORPORATE,152,34.19,90.83,16920,3920,SHOULDER,1
2025-12,DMA0528,DMA0074,MEDICAL,4.8,7.0,DHARAMSHALA,293484,69872,79137,85135,21142,GOV_PORTAL,98,34.57,41.69,4228,18699,WINTER,1
2023-02,DMA0717,DMA0667,MEDICAL,4.8,13.5,DHARAMSHALA,148783,96670,33687,148101,15143,GOV_PORTAL,137,5.95,72.21,10663,21320,MONSOON,1
2024-04,DMA0071,DMA0080,BUSINESS,1.3,12.4,GUESTHOUSE,309842,163506,46293,107664,33484,AGENT,5,21.22,45.46,21710,464,SHOULDER,1
2019-09,DMA0243,DMA0362,VFR,3.3,5.0,DHARAMSHALA,42807,53978,18554,107744,15032,AGENT,49,4.4,31.57,8177,24377,SUMMER,1
2020-03,DMA0117,DMA0682,MEDICAL,1.4,4.2,DHARAMSHALA,46662,4542,24132,36819,19605,GOV_PORTAL,19,17.87,96.04,6857,19377,FESTIVE,1
2023-05,DMA0610,DMA0794,LEISURE,2.0,7.3,DHARAMSHALA,284109,115534,91244,35546,13946,OTA,124,28.85,65.88,3346,14638,WINTER,1
2023-05,DMA0554,DMA0308,LEISURE,3.7,9.5,HOTEL,20494,13449,80450,2938,12945,GOV_PORTAL,173,9.82,85.5,8731,14995,WINTER,0
2024-11,DMA0634,DMA0667,BUSINESS,1.1,13.0,DHARAMSHALA,282407,16193,33874,27110,14240,CORPORATE,90,5.95,39.51,8618,3422,SUMMER,0
2019-03,DMA0736,DMA0708,PILGRIMAGE,1.5,9.0,DHARAMSHALA,99116,12074,62984,65974,24058,DIRECT,138,28.72,50.67,24609,2764,FESTIVE,0
2020-10,DMA0109,DMA0317,PILGRIMAGE,1.5,11.9,HOSTEL,150916,78124,80490,118738,21626,AGENT,78,37.2,57.2,17961,19998,SHOULDER,0
2022-03,DMA0500,DMA0418,VFR,1.7,10.0,HOMESTAY,40887,165803,76391,67217,15946,OTA,155,6.94,69.11,4213,16711,WINTER,1
2025-05,DMA0289,DMA0105,BUSINESS,1.3,2.3,HOSTEL,264550,88474,39801,103822,47092,CORPORATE,116,40.69,50.8,12528,9415,MONSOON,1
2019-09,DMA0029,DMA0459,BUSINESS,4.4,12.6,GUESTHOUSE,298410,117621,6888,96227,34539,DIRECT,101,33.17,39.3,30042,14729,WINTER,0
2021-10,DMA0114,DMA0003,MEDICAL,2.0,3.6,SERVICED_APT,252789,135825,44556,4851,26733,OTA,1,30.51,34.81,16785,22518,WINTER,0
2019-12,DMA0347,DMA0487,MEDICAL,5.7,5.8,HOSTEL,209784,141072,1033,50989,11612,AGENT,141,5.44,66.74,34726,20883,WINTER,0
2021-10,DMA0743,DMA0665,LEISURE,5.9,11.9,SERVICED_APT,71541,142426,79848,39137,39488,OTA,68,41.84,39.32,5188,10569,WINTER,1
2022-09,DMA0194,DMA0665,LEISURE,4.8,13.7,GUESTHOUSE,42406,3438,36801,127864,28838,CORPORATE,100,21.31,50.94,3733,26980,FESTIVE,0
2023-02,DMA0520,DMA0705,BUSINESS,1.4,5.0,RESORT,171359,84453,65119,86447,21053,GOV_PORTAL,77,24.1,22.7,12066,12405,SUMMER,0
2021-04,DMA0555,DMA0256,MEDICAL,5.9,6.0,HOSTEL,166872,56307,48047,40558,10110,AGENT,81,23.07,40.0,11846,9257,WINTER,0
2022-03,DMA0113,DMA0460,MEDICAL,3.3,7.3,GUESTHOUSE,255685,12103,66900,9585,48944,DIRECT,27,23.9,57.67,34473,13315,SHOULDER,1
2019-03,DMA0431,DMA0233,BUSINESS,2.0,7.5,HOSTEL,309144,181331,95400,139281,16344,AGENT,37,37.03,82.09,21188,7641,SUMMER,0
2022-11,DMA0780,DMA0293,LEISURE,5.3,10.8,SERVICED_APT,22614,191417,37838,25544,46113,CORPORATE,94,4.45,49.1,12854,24441,WINTER,0
2019-12,DMA0340,DMA0378,MEDICAL,2.9,11.6,HOSTEL,121746,194502,41194,24824,345,DIRECT,160,21.77,43.02,17955,14593,WINTER,1
2022-07,DMA0040,DMA0269,PILGRIMAGE,3.8,13.9,HOMESTAY,87199,165187,18906,28935,41451,CORPORATE,99,27.63,60.25,10943,18204,MONSOON,0
2025-05,DMA0005,DMA0594,VFR,5.1,11.5,HOSTEL,220351,107969,86825,142792,31356,AGENT,53,5.3,23.88,33164,16159,FESTIVE,1
2024-07,DMA0440,DMA0655,EDUCATION,1.6,4.9,HOSTEL,8675,78333,72801,108766,59834,OTA,59,26.15,47.6,28617,1401,SUMMER,0
2020-06,DMA0488,DMA0495,EDUCATION,1.9,5.7,DHARAMSHALA,206769,27520,63228,66431,10062,CORPORATE,131,22.91,30.55,5297,12844,WINTER,0
2019-10,DMA0313,DMA0134,LEISURE,6.3,9.0,HOSTEL,337492,17235,14717,77744,40220,GOV_PORTAL,53,10.02,39.77,29600,16196,SUMMER,0
2019-04,DMA0622,DMA0295,EDUCATION,4.9,9.9,GUESTHOUSE,240953,25297,71466,45839,12056,GOV_PORTAL,148,11.58,50.47,4982,2815,FESTIVE,1
2019-12,DMA0366,DMA0653,PILGRIMAGE,2.3,2.2,GUESTHOUSE,30857,94905,94302,69430,43579,AGENT,24,3.88,24.53,25227,9583,SUMMER,1
2023-05,DMA0257,DMA0588,BUSINESS,4.2,5.5,DHARAMSHALA,80925,46016,90502,72954,43769,DIRECT,50,31.74,82.18,19692,25761,MONSOON,0
2023-03,DMA0673,DMA0074,BUSINESS,2.0,3.6,SERVICED_APT,163314,690,14242,13508,52293,OTA,142,6.68,41.43,34467,8108,SUMMER,1
2020-04,DMA0188,DMA0123,VFR,5.8,7.6,HOSTEL,207289,89541,42449,98980,10739,DIRECT,77,35.5,38.16,33540,22803,SUMMER,1
2020-05,DMA0073,DMA0154,MEDICAL,3.5,3.2,RESORT,146715,161093,42987,124760,58947,CORPORATE,12,40.04,46.8,11725,4134,MONSOON,1
2021-02,DMA0231,DMA0411,PILGRIMAGE,5.4,8.5,DHARAMSHALA,17504,52426,68773,19548,7531,AGENT,96,10.85,48.69,5256,9952,FESTIVE,1
2019-02,DMA0034,DMA0534,EDUCATION,6.3,7.1,HOSTEL,266110,127703,6825,38589,30456,OTA,20,11.71,83.39,19485,14836,SHOULDER,0
2021-05,DMA0072,DMA0609,MEDICAL,6.4,6.3,SERVICED_APT,92161,13988,26811,77331,47530,AGENT,126,5.54,42.21,32948,18478,FESTIVE,1
2022-11,DMA0484,DMA0619,EDUCATION,1.8,9.4,HOSTEL,146633,30604,11368,135330,26916,AGENT,171,24.34,55.92,14999,26978,WINTER,0
2019-11,DMA0568,DMA0080,EDUCATION,6.2,6.4,DHARAMSHALA,210478,104447,82576,64635,28849,AGENT,60,43.39,58.86,30644,24839,WINTER,1
2021-10,DMA0588,DMA0705,EDUCATION,2.5,6.2,GUESTHOUSE,158852,190703,65032,15939,55835,DIRECT,23,10.97,43.84,16467,24379,MONSOON,0
2024-11,DMA0356,DMA0555,PILGRIMAGE,3.0,9.5,HOTEL,241431,24221,49990,22018,47011,CORPORATE,34,7.19,81.1,28548,25196,SUMMER,1
2021-05,DMA0595,DMA0233,BUSINESS,1.3,1.7,HOTEL,241378,103823,18280,72484,6100,CORPORATE,22,27.28,68.67,3176,7594,MONSOON,0
2023-01,DMA0231,DMA0238,BUSINESS,4.6,6.6,HOSTEL,258713,131570,85054,4609,3650,DIRECT,54,38.54,76.24,31535,8203,SUMMER,0
2020-04,DMA0661,DMA0683,MEDICAL,4.5,3.5,RESORT,66128,28969,65806,35695,36539,GOV_PORTAL,148,39.16,24.26,27405,3801,WINTER,1
2025-09,DMA0481,DMA0065,MEDICAL,5.3,1.5,HOMESTAY,176117,10062,43152,135312,30480,OTA,101,15.54,83.92,8695,27840,WINTER,0
2025-03,DMA0491,DMA0779,PILGRIMAGE,6.2,1.5,GUESTHOUSE,40489,144832,45444,126924,53949,OTA,127,35.41,38.75,7849,20865,SUMMER,0
2020-02,DMA0708,DMA0638,VFR,3.4,3.2,HOMESTAY,333755,187331,19543,13867,3672,DIRECT,151,26.66,27.16,8006,1319,SHOULDER,0
2020-01,DMA0388,DMA0745,BUSINESS,3.2,6.6,HOMESTAY,131037,88327,72613,138283,43489,AGENT,60,32.98,71.56,23357,10638,SHOULDER,1
2021-11,DMA0748,DMA0093,PILGRIMAGE,4.5,8.4,DHARAMSHALA,140545,96494,6553,128277,29230,AGENT,121,30.46,37.0,25543,1749,WINTER,0
2023-04,DMA0177,DMA0034,LEISURE,4.7,11.3,RESORT,121120,85780,70023,16735,48048,CORPORATE,7,5.74,51.71,8896,22535,FESTIVE,0
2021-01,DMA0011,DMA0579,EDUCATION,3.4,8.9,RESORT,310689,57530,82307,85371,58199,DIRECT,69,16.09,75.22,8870,22374,MONSOON,1
