civic_turnout_election_date,civic_turnout_election_type_code,civic_turnout_jurisdiction_polling_station_id,civic_turnout_registered_voters_count,civic_turnout_ballots_cast_count,civic_turnout_turnout_rate_pct,civic_turnout_early_vote_count,civic_turnout_mail_ballot_count,civic_turnout_election_day_vote_count,civic_turnout_provisional_ballot_count,civic_turnout_rejected_ballot_count,civic_turnout_cure_rate_pct,civic_turnout_same_day_registration_flag,civic_turnout_new_registrations_count,civic_turnout_inactive_to_active_reinstatements,civic_turnout_polling_place_wait_minutes_avg,civic_turnout_accessibility_compliance_flag,civic_turnout_language_assistance_provided,civic_turnout_voter_id_required_flag,civic_turnout_post_election_audit_type
2017-03-07,VIDHANSABHA,TR-48-PS3767,1474,689,46.74,7,13,669,0,4,91.24,0,22,2,50.9,1,1,1,RANDOM_SAMPLE
2020-11-28,BYE,MH-80-PS3910,1305,742,56.86,14,11,715,2,0,91.17,0,28,4,7.7,1,1,1,NONE
2020-05-26,BYE,MZ-48-PS1292,750,352,46.93,8,0,340,4,2,85.8,0,34,0,25.4,1,1,1,FULL_RECOUNT
2025-07-15,VIDHANSABHA,RJ-05-PS0444,1354,966,71.34,20,17,924,5,7,91.94,0,22,3,42.9,1,0,1,FULL_RECOUNT
2024-08-17,BYE,MN-23-PS3910,1113,946,85.0,5,0,937,4,0,84.44,1,28,11,30.6,1,0,1,FULL_RECOUNT
2019-01-14,BYE,SK-62-PS4396,1002,728,72.65,11,22,694,1,4,72.46,0,31,0,49.3,1,1,1,RANDOM_SAMPLE
2016-01-30,VIDHANSABHA,KL-55-PS2769,1640,1115,67.99,9,22,1079,5,0,88.2,0,28,17,51.8,1,1,1,FULL_RECOUNT
2025-01-24,VIDHANSABHA,LD-21-PS0899,1206,806,66.83,1,1,804,0,1,73.86,0,32,3,11.0,1,1,1,FULL_RECOUNT
2014-09-18,VIDHANSABHA,TN-49-PS1186,800,397,49.62,2,13,377,5,3,60.51,0,16,10,20.5,1,0,1,FULL_RECOUNT
2019-04-09,PANCHAYAT,MN-24-PS2539,1896,1077,56.8,25,2,1048,2,7,50.41,0,8,8,8.0,1,1,1,FULL_RECOUNT
2024-12-22,MUNICIPAL,DN-77-PS0772,1339,922,68.86,27,9,886,0,5,59.89,0,2,13,32.2,1,1,1,NONE
2023-07-02,PANCHAYAT,MN-78-PS0643,1100,572,52.0,18,2,550,2,3,61.6,0,32,12,2.2,1,1,1,RANDOM_SAMPLE
2022-05-04,MUNICIPAL,AR-24-PS2216,1549,782,50.48,9,29,742,2,3,75.54,0,18,10,23.3,1,1,1,FULL_RECOUNT
2019-01-07,LOKSABHA,MN-25-PS4180,755,412,54.57,9,2,399,2,3,50.91,0,26,20,24.0,0,1,1,NONE
2017-05-22,MUNICIPAL,SK-28-PS2453,1257,808,64.28,13,20,775,0,2,52.03,0,30,14,18.1,1,0,1,RANDOM_SAMPLE
2022-12-28,VIDHANSABHA,UK-38-PS3611,959,485,50.57,2,14,468,1,0,52.15,0,4,4,9.7,1,0,1,FULL_RECOUNT
2020-08-27,BYE,KL-16-PS3511,1445,1097,75.92,3,40,1051,3,7,63.34,1,15,3,52.0,1,0,1,RANDOM_SAMPLE
2022-06-09,LOKSABHA,JK-36-PS2461,1627,1306,80.27,35,41,1229,1,1,77.54,0,4,5,44.5,1,0,1,RANDOM_SAMPLE
2017-12-11,LOKSABHA,TR-31-PS0149,1650,984,59.64,31,36,916,1,1,85.13,0,3,4,20.5,1,1,1,RANDOM_SAMPLE
2015-11-24,VIDHANSABHA,AS-56-PS1361,1631,1189,72.9,17,26,1144,2,5,73.95,1,2,16,53.8,1,0,1,EVM_VVPAT_AUDIT
2025-02-23,PANCHAYAT,ML-79-PS3695,902,703,77.94,4,10,685,4,4,80.37,1,1,5,26.4,1,1,1,NONE
2015-08-24,LOKSABHA,DD-09-PS4314,1287,1132,87.96,31,35,1066,0,8,81.26,0,10,7,48.5,1,0,1,EVM_VVPAT_AUDIT
2020-10-25,BYE,GA-73-PS3004,1298,675,52.0,16,7,651,1,2,55.45,0,20,18,44.5,1,0,1,NONE
2025-06-23,PANCHAYAT,SK-48-PS4264,641,302,47.11,7,12,282,1,2,81.39,0,35,16,11.4,1,1,1,RANDOM_SAMPLE
2022-04-22,MUNICIPAL,MH-71-PS0067,1566,752,48.02,4,29,719,0,2,80.42,0,26,16,8.8,1,1,1,FULL_RECOUNT
2024-07-09,LOKSABHA,CH-03-PS1948,1302,754,57.91,16,9,724,5,5,61.15,0,22,5,6.6,1,0,1,RANDOM_SAMPLE
2022-05-08,BYE,AR-07-PS1565,868,614,70.74,5,15,589,5,4,50.39,0,33,16,54.2,0,1,1,RANDOM_SAMPLE
2022-05-14,PANCHAYAT,GJ-58-PS1954,988,794,80.36,10,6,778,0,0,63.95,0,21,4,38.9,1,0,1,EVM_VVPAT_AUDIT
2016-05-27,PANCHAYAT,TN-06-PS2327,981,642,65.44,11,14,617,0,1,56.47,0,35,7,35.2,1,0,1,RANDOM_SAMPLE
2019-06-03,MUNICIPAL,AR-60-PS3093,1330,978,73.53,25,30,919,4,3,85.31,0,3,16,52.6,1,1,1,EVM_VVPAT_AUDIT
2017-06-14,MUNICIPAL,WB-23-PS0016,1596,1192,74.69,37,32,1121,2,4,96.99,0,8,17,7.6,0,0,1,EVM_VVPAT_AUDIT
2017-07-13,MUNICIPAL,LA-73-PS4045,1786,885,49.55,13,16,853,3,7,74.16,0,19,14,20.5,1,1,1,NONE
2023-08-26,BYE,TR-49-PS0807,1218,1049,86.12,17,20,1007,5,0,68.14,0,6,13,34.3,1,0,1,NONE
2018-12-28,VIDHANSABHA,TS-43-PS4178,808,440,54.46,12,9,418,1,0,60.44,0,12,11,53.2,1,0,1,NONE
2018-10-20,MUNICIPAL,HR-77-PS3276,1155,567,49.09,1,4,561,1,3,67.43,0,32,18,34.0,1,1,1,EVM_VVPAT_AUDIT
2025-10-26,MUNICIPAL,GA-36-PS1504,974,768,78.85,17,29,719,3,6,68.91,0,25,9,45.8,0,1,1,NONE
2017-11-06,MUNICIPAL,GJ-66-PS0517,1716,1246,72.61,29,19,1197,1,4,87.74,0,19,7,32.9,1,1,1,EVM_VVPAT_AUDIT
2016-01-18,MUNICIPAL,LA-33-PS1498,1279,845,66.07,17,14,814,0,2,57.48,0,15,9,40.1,1,0,1,RANDOM_SAMPLE
2020-02-12,VIDHANSABHA,NL-62-PS1621,1757,1045,59.48,12,20,1012,1,5,53.29,0,3,7,37.0,1,0,1,NONE
2014-08-25,BYE,MH-30-PS2878,1505,834,55.42,11,12,811,0,3,87.08,0,33,6,36.6,1,1,1,EVM_VVPAT_AUDIT
2015-09-26,PANCHAYAT,CG-39-PS4104,1668,927,55.58,22,27,876,2,2,97.17,0,37,6,24.4,1,1,1,RANDOM_SAMPLE
2022-09-28,VIDHANSABHA,SK-13-PS2211,1386,979,70.63,16,21,940,2,3,68.5,0,36,1,7.6,1,0,1,FULL_RECOUNT
2023-02-13,VIDHANSABHA,AN-38-PS1741,1578,1255,79.53,23,34,1198,0,7,65.44,0,5,1,37.6,1,1,1,FULL_RECOUNT
2016-02-14,PANCHAYAT,JK-53-PS3425,675,376,55.7,4,9,362,1,2,95.36,0,2,1,16.3,1,1,1,NONE
2019-04-07,MUNICIPAL,ML-78-PS2474,643,350,54.43,5,11,330,4,2,71.86,0,12,20,24.5,1,1,1,FULL_RECOUNT
2024-01-27,BYE,WB-23-PS0337,1509,1211,80.25,2,12,1196,1,9,63.71,0,2,0,46.3,1,1,1,EVM_VVPAT_AUDIT
2017-11-21,MUNICIPAL,MP-47-PS3378,1324,714,53.93,7,18,686,3,3,55.5,0,32,6,13.4,1,1,1,RANDOM_SAMPLE
2025-08-08,LOKSABHA,DN-80-PS0046,1443,929,64.38,23,9,893,4,5,59.03,0,37,7,9.8,1,0,1,NONE
2021-02-08,MUNICIPAL,GA-71-PS3428,994,786,79.07,9,12,764,1,4,62.51,0,23,7,12.8,1,0,1,NONE
2018-12-09,BYE,LD-75-PS2051,1347,788,58.5,5,4,777,2,1,84.88,0,8,2,35.8,0,0,1,EVM_VVPAT_AUDIT
2014-08-05,MUNICIPAL,MP-80-PS3775,1431,1132,79.11,6,12,1111,3,4,81.08,0,2,3,54.2,1,0,1,RANDOM_SAMPLE
2023-11-10,VIDHANSABHA,DD-16-PS2057,1360,1161,85.37,11,8,1142,0,1,67.06,0,31,5,42.0,1,1,1,NONE
2021-04-26,VIDHANSABHA,RJ-34-PS0629,1618,1202,74.29,30,6,1165,1,7,62.32,0,35,16,50.0,0,1,1,FULL_RECOUNT
2020-07-23,PANCHAYAT,UP-50-PS1793,1896,917,48.36,12,19,885,1,7,62.7,0,37,0,51.5,1,0,1,NONE
2023-04-16,BYE,HP-78-PS3273,821,712,86.72,13,17,682,0,3,70.6,0,6,9,33.5,0,0,1,RANDOM_SAMPLE
2015-12-23,BYE,CH-72-PS1563,1239,1067,86.12,6,22,1036,3,8,72.1,0,35,14,35.7,1,1,1,NONE
2014-09-29,BYE,MP-19-PS3188,1795,1115,62.12,1,0,1111,3,0,78.97,0,35,13,10.2,1,1,1,EVM_VVPAT_AUDIT
2014-11-16,BYE,DN-32-PS0336,650,513,78.92,9,13,487,4,3,87.92,0,40,18,2.4,0,1,1,EVM_VVPAT_AUDIT
2021-06-06,BYE,TS-12-PS1095,645,530,82.17,13,5,511,1,4,57.42,0,32,8,37.3,1,1,1,RANDOM_SAMPLE
2023-04-28,BYE,UK-13-PS2344,706,405,57.37,5,5,394,1,3,54.27,0,10,0,40.9,1,1,1,RANDOM_SAMPLE
2020-06-30,VIDHANSABHA,MH-48-PS0592,740,617,83.38,6,19,588,4,3,54.04,0,27,17,40.7,0,1,1,NONE
2024-11-20,LOKSABHA,HP-26-PS1385,676,520,76.92,14,8,493,5,2,69.74,0,31,5,53.1,1,1,1,NONE
2022-04-28,LOKSABHA,TS-56-PS2512,1277,989,77.45,13,29,942,5,0,67.62,0,31,12,48.1,1,1,1,NONE
2022-12-02,LOKSABHA,RJ-16-PS2402,1222,911,74.55,3,30,875,3,0,54.95,0,22,14,43.7,1,0,1,RANDOM_SAMPLE
2014-08-28,BYE,OD-45-PS0590,1739,842,48.42,14,19,805,4,3,62.95,0,1,14,51.2,1,1,1,NONE
2015-01-11,BYE,AS-75-PS1914,801,621,77.53,8,4,606,3,2,78.23,0,5,9,31.1,1,1,1,NONE
2018-02-25,MUNICIPAL,AP-66-PS3909,1225,586,47.84,1,10,575,0,4,90.46,0,33,20,22.8,1,0,1,NONE
2021-12-09,MUNICIPAL,AN-39-PS4444,1293,1088,84.15,34,18,1031,5,6,71.62,0,28,5,8.6,1,1,1,RANDOM_SAMPLE
2021-11-12,BYE,BR-61-PS0872,894,546,61.07,17,3,522,4,2,72.88,0,8,5,36.1,1,1,1,EVM_VVPAT_AUDIT
2023-03-28,PANCHAYAT,MN-59-PS3192,845,584,69.11,13,20,546,5,1,58.5,0,7,7,2.6,0,1,1,EVM_VVPAT_AUDIT
2018-06-11,BYE,AS-76-PS4315,1005,569,56.62,1,16,548,4,0,96.05,0,4,0,42.8,1,1,1,EVM_VVPAT_AUDIT
2025-06-08,PANCHAYAT,AR-65-PS0346,927,604,65.16,7,13,580,4,2,51.22,0,15,12,26.4,1,1,1,FULL_RECOUNT
2023-03-16,PANCHAYAT,GJ-54-PS4051,782,548,70.08,14,7,523,4,4,61.68,0,19,1,49.7,1,1,1,RANDOM_SAMPLE
2014-11-06,PANCHAYAT,MP-06-PS2062,731,638,87.28,6,22,607,3,1,71.22,0,32,1,33.2,1,1,1,NONE
2025-12-15,PANCHAYAT,MZ-14-PS3790,1501,1138,75.82,19,17,1100,2,0,81.21,0,31,11,46.9,1,1,1,NONE
2015-03-23,LOKSABHA,UK-17-PS3569,1160,656,56.55,19,17,619,1,4,69.58,0,19,14,15.8,1,0,1,RANDOM_SAMPLE
2015-07-12,MUNICIPAL,DN-45-PS3731,1845,1389,75.28,1,13,1375,0,1,85.86,0,20,7,2.6,1,1,1,RANDOM_SAMPLE
2021-11-11,BYE,NL-13-PS3454,1807,1464,81.02,37,55,1372,0,11,70.87,0,40,3,8.5,1,1,1,RANDOM_SAMPLE
2014-03-25,VIDHANSABHA,AN-46-PS3743,1585,910,57.41,22,7,877,4,3,67.77,0,31,17,29.5,1,1,1,EVM_VVPAT_AUDIT
2018-04-03,MUNICIPAL,RJ-39-PS1807,652,372,57.06,7,3,359,3,0,62.37,0,34,16,8.9,1,1,1,NONE
2018-08-03,BYE,MZ-48-PS4475,1800,1134,63.0,1,0,1128,5,8,74.91,0,8,12,14.8,1,0,1,RANDOM_SAMPLE
2019-01-04,VIDHANSABHA,RJ-40-PS2032,1662,1133,68.17,6,16,1106,5,7,65.99,0,35,8,11.9,0,1,1,FULL_RECOUNT
2019-07-29,VIDHANSABHA,KL-48-PS1877,1355,1028,75.87,26,20,980,2,6,61.24,0,34,7,18.2,1,0,1,RANDOM_SAMPLE
2021-03-16,LOKSABHA,AR-11-PS4349,1160,687,59.22,6,7,673,1,5,93.51,0,37,4,10.8,1,0,1,NONE
2014-04-16,BYE,AP-03-PS3429,1375,630,45.82,8,1,621,0,2,79.15,0,19,19,22.3,1,1,1,RANDOM_SAMPLE
2024-11-17,VIDHANSABHA,BR-60-PS2476,1706,1022,59.91,24,0,996,2,6,76.21,0,35,18,16.1,1,0,1,EVM_VVPAT_AUDIT
2024-12-18,BYE,AR-27-PS3369,1495,1272,85.08,32,20,1216,4,9,94.28,0,29,13,48.3,0,1,1,NONE
2021-11-26,BYE,AS-16-PS1069,1250,1005,80.4,25,34,945,1,2,97.0,0,26,19,4.6,1,1,1,RANDOM_SAMPLE
2017-06-17,LOKSABHA,NL-58-PS2743,625,504,80.64,0,12,492,0,4,57.87,1,13,10,36.9,1,1,1,NONE
2019-07-31,VIDHANSABHA,UK-66-PS0565,1870,1544,82.57,27,27,1485,5,5,90.59,0,23,2,21.5,0,1,1,RANDOM_SAMPLE
2017-08-23,LOKSABHA,DD-44-PS4447,1110,808,72.79,17,11,780,0,0,95.76,0,39,10,24.6,1,0,1,FULL_RECOUNT
2016-11-12,VIDHANSABHA,WB-77-PS2614,648,362,55.86,5,0,356,1,3,61.63,0,31,14,31.2,1,1,1,FULL_RECOUNT
2020-09-21,BYE,MH-30-PS0111,1219,961,78.84,5,13,940,3,3,63.77,0,29,8,9.5,1,1,1,RANDOM_SAMPLE
2025-04-04,MUNICIPAL,DL-78-PS0072,869,575,66.17,3,15,557,0,3,55.13,0,24,2,35.0,1,1,1,RANDOM_SAMPLE
2020-11-30,PANCHAYAT,LD-30-PS4216,1087,668,61.45,5,13,649,1,0,66.62,0,15,20,21.3,1,1,1,FULL_RECOUNT
2024-11-14,LOKSABHA,UP-43-PS2607,698,368,52.72,3,12,352,1,2,87.29,0,9,15,25.0,1,0,1,RANDOM_SAMPLE
2020-08-12,PANCHAYAT,UP-60-PS4101,830,567,68.31,7,17,540,3,3,90.68,0,23,7,28.6,1,0,1,NONE
2019-09-23,LOKSABHA,MN-57-PS4083,1864,1619,86.86,21,22,1574,2,1,58.48,0,38,19,52.4,0,0,1,NONE
2024-06-08,BYE,MH-36-PS0932,690,470,68.12,5,6,457,2,3,85.8,0,37,19,41.6,1,1,1,NONE
2018-10-30,PANCHAYAT,DL-45-PS0336,1776,1311,73.82,33,28,1245,5,7,63.78,0,35,6,45.6,1,1,1,FULL_RECOUNT
2017-07-09,PANCHAYAT,GJ-56-PS1886,1566,970,61.94,24,14,927,5,1,78.81,0,38,9,45.2,1,0,1,NONE
2023-07-17,VIDHANSABHA,JH-41-PS3053,1248,789,63.22,13,4,768,4,0,50.81,0,2,14,11.5,0,0,1,FULL_RECOUNT
2022-04-10,VIDHANSABHA,RJ-50-PS0302,784,397,50.64,5,2,388,2,1,64.14,0,26,15,20.8,1,1,1,EVM_VVPAT_AUDIT
2019-08-01,BYE,OD-43-PS0069,1474,729,49.46,9,7,710,3,1,75.61,0,19,15,9.3,1,0,1,NONE
2020-04-22,BYE,TR-45-PS3222,878,408,46.47,3,16,387,2,1,85.48,0,8,20,26.0,1,1,1,RANDOM_SAMPLE
2020-02-10,PANCHAYAT,JK-55-PS1562,776,458,59.02,14,8,436,0,0,65.47,0,5,12,39.4,1,1,1,FULL_RECOUNT
2022-12-12,VIDHANSABHA,ML-75-PS0085,1653,1287,77.86,11,2,1272,2,4,91.64,0,37,7,52.5,0,1,1,EVM_VVPAT_AUDIT
2019-07-18,PANCHAYAT,MP-18-PS0887,1020,818,80.2,10,11,794,3,0,86.83,0,2,20,47.9,1,0,1,EVM_VVPAT_AUDIT
2023-10-23,BYE,HR-19-PS3291,1074,830,77.28,22,11,795,2,5,91.2,0,31,17,8.2,1,0,1,EVM_VVPAT_AUDIT
2024-08-13,MUNICIPAL,MZ-45-PS2089,1504,1016,67.55,12,14,985,5,1,66.48,0,33,7,13.9,1,1,1,EVM_VVPAT_AUDIT
2018-10-22,LOKSABHA,HR-46-PS1260,1671,958,57.33,0,30,925,3,6,92.93,0,36,9,10.5,1,0,1,RANDOM_SAMPLE
2018-11-02,PANCHAYAT,HP-06-PS2405,1297,725,55.9,12,5,706,2,5,76.29,0,1,3,31.9,1,1,1,FULL_RECOUNT
2015-12-06,MUNICIPAL,AN-77-PS4128,642,468,72.9,5,13,445,5,3,81.98,0,18,8,20.5,1,1,1,RANDOM_SAMPLE
2018-04-21,VIDHANSABHA,DN-64-PS4441,1819,824,45.3,7,25,789,3,6,69.05,0,21,11,29.8,1,1,1,NONE
2014-04-11,VIDHANSABHA,HP-16-PS1920,843,727,86.24,21,8,696,2,6,86.04,0,0,17,49.4,1,1,1,NONE
2016-02-29,VIDHANSABHA,UP-41-PS0659,1436,889,61.91,14,9,866,0,6,73.84,0,14,9,16.6,1,1,1,FULL_RECOUNT
2019-08-27,MUNICIPAL,MZ-78-PS2818,1316,831,63.15,15,6,809,1,5,83.82,0,8,16,11.6,0,1,1,NONE
2016-04-30,BYE,MN-63-PS1108,899,477,53.06,5,6,466,0,0,95.81,0,21,16,25.3,1,1,1,FULL_RECOUNT
2017-12-23,MUNICIPAL,MP-18-PS2304,1427,1087,76.17,1,41,1044,1,6,92.17,0,31,13,21.6,1,1,1,NONE
2018-11-28,PANCHAYAT,CG-17-PS1735,1429,702,49.13,18,4,675,5,1,84.94,0,38,8,51.8,1,1,1,NONE
2018-06-02,MUNICIPAL,HP-14-PS2841,1499,682,45.5,13,17,651,1,0,54.55,1,9,1,10.8,1,1,1,FULL_RECOUNT
2021-03-15,MUNICIPAL,OD-09-PS1168,1456,1191,81.8,23,12,1154,2,3,60.79,0,26,19,4.4,1,0,1,EVM_VVPAT_AUDIT
2017-02-01,BYE,JH-70-PS4455,768,516,67.19,9,9,497,1,3,81.26,0,29,20,17.0,1,0,1,RANDOM_SAMPLE
2023-08-03,LOKSABHA,KA-53-PS3945,1727,1326,76.78,18,48,1257,3,6,81.0,0,5,1,33.7,1,1,1,NONE
2016-03-15,MUNICIPAL,DL-31-PS3276,1210,656,54.21,14,5,633,4,3,88.12,0,30,1,28.6,1,1,1,RANDOM_SAMPLE
2017-12-03,MUNICIPAL,JH-42-PS0506,1696,770,45.4,9,20,736,5,4,87.76,0,4,7,8.9,1,0,1,NONE
2014-11-14,BYE,JK-54-PS3697,1005,604,60.1,15,5,582,2,1,78.57,0,30,11,10.8,1,1,1,NONE
2020-06-13,BYE,ML-05-PS2554,880,441,50.11,5,4,430,2,3,92.71,0,7,19,37.3,1,1,1,FULL_RECOUNT
2015-06-16,PANCHAYAT,TN-09-PS0059,900,735,81.67,18,20,692,5,6,55.84,0,15,13,4.3,1,1,1,NONE
2015-03-12,VIDHANSABHA,MN-72-PS4002,959,626,65.28,16,25,583,2,4,56.18,0,6,6,49.1,1,0,1,RANDOM_SAMPLE
2018-05-05,VIDHANSABHA,UK-61-PS3369,988,489,49.49,10,4,471,4,0,86.65,0,18,1,26.4,0,1,1,NONE
2023-10-23,VIDHANSABHA,UK-18-PS0429,1701,1384,81.36,17,49,1318,0,6,63.48,0,20,2,25.8,1,0,1,EVM_VVPAT_AUDIT
2018-07-26,BYE,AR-18-PS4067,1547,966,62.44,23,19,922,2,2,52.66,0,1,12,6.2,1,0,1,EVM_VVPAT_AUDIT
2021-06-10,LOKSABHA,AN-51-PS0246,1455,1038,71.34,9,32,996,1,2,95.88,0,14,8,30.5,1,1,1,NONE
2022-06-04,VIDHANSABHA,JH-41-PS0620,1454,913,62.79,28,36,847,2,6,50.27,0,7,17,34.9,1,0,1,EVM_VVPAT_AUDIT
2018-11-23,VIDHANSABHA,AN-50-PS1166,1269,941,74.15,11,30,896,4,3,60.31,0,32,5,14.2,1,0,1,RANDOM_SAMPLE
2022-12-11,BYE,RJ-08-PS2472,914,577,63.13,1,6,566,4,3,91.2,0,8,10,53.2,1,1,1,FULL_RECOUNT
2019-08-21,LOKSABHA,SK-50-PS1146,1510,1317,87.22,27,30,1255,5,8,58.98,0,18,0,23.4,1,1,1,NONE
2025-09-29,LOKSABHA,AN-18-PS2893,1866,1437,77.01,10,1,1421,5,9,93.82,0,27,9,9.4,1,1,1,NONE
2025-02-07,LOKSABHA,AP-36-PS3680,1745,1122,64.3,27,35,1055,5,9,62.13,0,20,11,20.9,1,0,1,FULL_RECOUNT
2017-07-07,BYE,LA-31-PS2234,1692,1344,79.43,26,50,1268,0,3,78.63,0,7,14,41.9,1,1,1,EVM_VVPAT_AUDIT
2025-03-14,BYE,PB-57-PS1361,1089,727,66.76,14,10,702,1,2,91.75,0,17,10,29.2,1,1,1,RANDOM_SAMPLE
2015-05-02,LOKSABHA,CG-10-PS3733,1870,1261,67.43,31,28,1201,1,6,83.73,0,2,20,3.8,1,1,1,RANDOM_SAMPLE
2014-07-17,VIDHANSABHA,HR-07-PS2195,1322,831,62.86,21,11,795,4,3,62.83,0,19,11,43.1,1,1,1,FULL_RECOUNT
2025-07-02,MUNICIPAL,KL-34-PS0807,1664,971,58.35,0,36,930,5,7,86.84,0,31,0,47.9,1,1,1,NONE
2017-11-06,LOKSABHA,MP-36-PS0005,633,480,75.83,16,6,455,3,4,89.03,0,24,20,19.7,1,1,1,NONE
2024-08-07,PANCHAYAT,WB-21-PS2500,682,589,86.36,13,1,572,3,1,69.59,0,29,12,45.4,1,0,1,RANDOM_SAMPLE
2021-06-26,VIDHANSABHA,LD-56-PS4077,1659,1082,65.22,33,2,1045,2,6,81.04,1,40,11,4.1,1,1,1,EVM_VVPAT_AUDIT
2025-02-07,LOKSABHA,CH-08-PS3774,1174,1030,87.73,19,15,991,5,6,67.38,0,14,2,35.6,0,1,1,NONE
2022-01-17,PANCHAYAT,MZ-10-PS0965,739,514,69.55,11,12,491,0,4,71.09,0,11,18,36.3,0,1,1,NONE
2019-04-10,LOKSABHA,AN-73-PS1473,1699,1092,64.27,0,5,1082,5,1,63.83,0,5,5,22.3,1,0,1,RANDOM_SAMPLE
2025-03-29,LOKSABHA,TN-70-PS0625,629,492,78.22,16,4,471,1,0,66.64,0,6,8,3.2,1,1,1,NONE
2015-09-18,MUNICIPAL,WB-19-PS4064,806,425,52.73,12,14,398,1,0,96.04,0,22,14,49.8,0,1,1,EVM_VVPAT_AUDIT
2024-02-03,BYE,AR-14-PS1983,1448,782,54.01,14,15,752,1,6,79.88,0,11,9,31.8,1,1,1,RANDOM_SAMPLE
2025-12-11,VIDHANSABHA,WB-16-PS0239,1514,811,53.57,7,25,777,2,6,75.7,0,8,11,20.6,0,1,1,NONE
2017-05-06,MUNICIPAL,AR-47-PS1764,1356,801,59.07,14,23,763,1,3,79.81,0,0,17,49.8,1,1,1,EVM_VVPAT_AUDIT
2016-09-11,MUNICIPAL,UK-28-PS0528,909,464,51.05,1,17,442,4,3,90.16,0,16,15,37.4,1,1,1,EVM_VVPAT_AUDIT
2014-11-02,VIDHANSABHA,MH-06-PS2204,1311,743,56.67,12,25,704,2,5,62.82,0,9,16,36.9,1,1,1,EVM_VVPAT_AUDIT
2016-01-21,VIDHANSABHA,DL-11-PS0214,1082,496,45.84,8,4,481,3,2,82.08,0,37,10,53.0,1,0,1,NONE
2018-08-29,LOKSABHA,LD-49-PS4079,832,695,83.53,6,23,661,5,4,51.19,0,7,4,3.8,1,1,1,RANDOM_SAMPLE
2021-12-04,BYE,JK-36-PS1101,638,328,51.41,6,9,311,2,0,70.94,0,27,2,42.6,0,0,1,NONE
2017-08-10,BYE,ML-61-PS4384,753,356,47.28,1,3,351,1,2,79.41,0,20,1,31.4,1,0,1,NONE
2018-11-26,VIDHANSABHA,CH-09-PS2929,1688,1012,59.95,31,13,965,3,1,84.78,0,13,19,17.7,1,1,1,FULL_RECOUNT
2019-05-20,LOKSABHA,CG-21-PS1440,1119,748,66.85,7,15,725,1,2,95.35,0,14,20,35.9,1,1,1,NONE
2014-01-31,VIDHANSABHA,BR-61-PS0704,1468,673,45.84,1,1,669,2,2,55.5,0,37,2,15.9,1,1,1,FULL_RECOUNT
2019-03-04,BYE,NL-17-PS2716,1289,837,64.93,26,33,777,1,6,85.66,0,9,7,29.0,1,1,1,FULL_RECOUNT
2018-09-11,LOKSABHA,KL-01-PS2331,1818,1160,63.81,36,8,1116,0,9,50.21,0,26,7,3.0,1,1,1,NONE
2015-09-15,PANCHAYAT,JH-72-PS3038,1870,1132,60.53,21,3,1106,2,2,84.99,0,0,20,9.4,1,1,1,FULL_RECOUNT
2019-04-14,BYE,MZ-42-PS2780,1067,687,64.39,2,13,668,4,3,60.93,0,1,16,22.2,0,1,1,NONE
2025-03-20,VIDHANSABHA,MZ-61-PS1497,1365,1195,87.55,18,1,1172,4,9,81.32,0,21,19,8.7,1,0,1,EVM_VVPAT_AUDIT
2015-07-06,BYE,LA-39-PS1144,1055,875,82.94,26,5,841,3,6,78.33,0,8,6,46.8,1,1,1,RANDOM_SAMPLE
2023-11-17,LOKSABHA,CH-78-PS3497,792,498,62.88,8,6,482,2,2,86.38,0,14,20,15.8,1,1,1,FULL_RECOUNT
2019-04-06,VIDHANSABHA,MZ-29-PS0631,1279,631,49.34,3,3,621,4,4,71.55,0,40,12,26.6,1,1,1,RANDOM_SAMPLE
2014-11-15,PANCHAYAT,MH-48-PS3476,636,313,49.21,2,5,302,4,1,96.07,0,23,2,49.5,1,0,1,FULL_RECOUNT
2020-10-17,LOKSABHA,CH-29-PS2080,1710,788,46.08,19,4,760,5,3,67.49,0,33,12,48.1,1,0,1,EVM_VVPAT_AUDIT
2017-01-17,MUNICIPAL,PY-32-PS0649,1779,1315,73.92,22,16,1273,4,6,80.96,0,10,19,13.4,1,1,1,FULL_RECOUNT
2024-05-16,MUNICIPAL,CG-42-PS0372,1359,968,71.23,27,6,930,5,0,78.96,0,10,3,23.3,1,1,1,RANDOM_SAMPLE
2017-04-11,LOKSABHA,GJ-29-PS3893,1780,1026,57.64,9,20,997,0,2,69.13,0,20,0,54.9,1,1,1,NONE
2014-10-30,PANCHAYAT,UP-54-PS2774,1655,823,49.73,25,32,766,0,2,66.09,0,1,1,47.3,1,1,1,NONE
2021-11-22,LOKSABHA,AP-71-PS0285,1020,834,81.76,12,22,799,1,1,77.38,0,39,10,46.4,1,1,1,EVM_VVPAT_AUDIT
2021-06-24,MUNICIPAL,UP-10-PS2630,1657,995,60.05,19,3,972,1,8,55.83,0,11,0,18.0,1,0,1,EVM_VVPAT_AUDIT
2017-07-29,BYE,MH-55-PS3629,843,626,74.26,8,22,592,4,1,66.21,0,31,14,19.8,1,0,1,NONE
2016-05-12,LOKSABHA,LA-06-PS0299,1460,873,59.79,11,0,858,4,5,63.25,0,18,6,3.9,1,0,1,NONE
2017-12-07,PANCHAYAT,CH-50-PS1470,651,378,58.06,11,2,364,1,1,51.12,0,4,2,29.0,1,0,1,RANDOM_SAMPLE
