tax_cit_reference_year,tax_cit_country_iso2,tax_cit_nace_section,tax_cit_enterprise_size_class,tax_cit_statutory_rate_pct,tax_cit_effective_average_rate_pct,tax_cit_tax_base_eur,tax_cit_tax_liability_eur,tax_cit_loss_carryforward_eur,tax_cit_r_and_d_tax_credit_eur,tax_cit_interest_limitation_rule_flag,tax_cit_pillar2_minimum_tax_flag,tax_cit_cfc_rules_flag,tax_cit_hybrid_mismatch_rules_flag,tax_cit_transfer_pricing_adjustments_eur,tax_cit_country_by_country_reporting_flag,tax_cit_state_aid_tax_ruling_flag,tax_cit_audit_rate_pct,tax_cit_data_source,tax_cit_data_extract_date
2019,FR,J,MICRO,20.31,15.38,36330255743.7,5587593333.38,9371218264.51,925358254.93,1,0,1,0,114896892.67,0,0,11.73,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-15
2020,LT,O,LARGE,22.88,16.18,36384449562.89,5887003939.28,2626151689.6,612176566.95,1,0,1,1,-62355332.66,0,0,1.43,OECD_CBC_SUMMARY,2026-02-23
2021,SK,T,MEDIUM,32.81,22.75,36440310366.12,8290170608.29,13721849651.59,431836184.95,1,0,1,1,25849278.35,1,0,7.53,EU_TAX_OBSERVATORY,2024-04-11
2022,HR,D,SMALL,16.94,9.98,36519733172.26,3644669370.59,12746792235.71,157888407.02,1,0,0,0,-75739690.84,1,0,11.26,ACADEMIC_TAXPANEL,2025-12-26
2023,DE,I,MICRO,13.67,12.16,36603076206.52,4450934066.71,9075725797.39,406644636.94,1,1,1,1,-57185296.74,1,0,4.35,NATIONAL_CORPORATE_TAX_ADMIN,2024-11-12
2024,LU,N,LARGE,17.97,12.56,36702751201.27,4609865550.88,11024326690.42,919072192.51,0,1,1,1,63249943.05,0,0,0.38,OECD_CBC_SUMMARY,2025-03-26
2025,SI,S,MEDIUM,18.7,10.49,36743841920.56,3854429017.47,15198134970.4,539941529.54,1,1,1,1,97451112.1,0,0,9.59,EU_TAX_OBSERVATORY,2026-01-18
2026,CY,C,SMALL,15.46,10.47,36815349346.9,3854567076.62,12617052797.12,754454938.48,0,1,1,1,86880809.47,1,0,5.51,ACADEMIC_TAXPANEL,2025-09-24
2010,GR,H,MICRO,11.21,6.27,36919943041.72,2314880428.72,10303957838.49,129587275.57,1,0,1,1,69490334.53,1,0,13.3,NATIONAL_CORPORATE_TAX_ADMIN,2025-01-12
2011,MT,M,LARGE,29.72,23.31,36950122432.55,8613073539.03,5880048609.23,752230522.94,1,0,1,1,-15902164.0,1,0,5.01,OECD_CBC_SUMMARY,2024-09-30
2012,ES,R,MEDIUM,21.42,15.96,37032603653.5,5910403543.1,14172526155.58,469922354.05,1,0,1,0,49220701.26,0,1,11.63,EU_TAX_OBSERVATORY,2024-03-23
2013,CZ,B,SMALL,25.67,19.11,37096886046.66,7089214923.52,10402219737.11,1544813012.83,0,0,1,0,72900255.96,0,0,9.24,ACADEMIC_TAXPANEL,2025-10-02
2014,HU,G,MICRO,18.05,12.71,37209850923.21,4729372052.34,4539076237.45,895437976.31,1,0,1,1,108346702.34,1,0,13.56,NATIONAL_CORPORATE_TAX_ADMIN,2025-09-23
2015,NL,L,LARGE,32.45,29.96,37246114254.6,11158935830.68,14529491976.25,623817490.31,1,0,1,0,-27524286.42,1,0,0.52,OECD_CBC_SUMMARY,2025-10-25
2016,SE,Q,MEDIUM,28.24,22.29,37345709524.12,8324358652.93,6534432930.31,500409441.38,1,0,1,1,-39457934.06,1,0,3.77,EU_TAX_OBSERVATORY,2024-09-08
2017,DK,A,SMALL,14.79,11.16,37443277742.68,4178669796.08,7792230108.99,282724480.25,1,1,1,1,7154294.78,1,0,9.63,ACADEMIC_TAXPANEL,2025-12-16
2018,IE,F,MICRO,19.57,16.27,37496315179.31,6100650479.67,2978372390.25,320519925.54,0,0,1,0,-53441619.87,1,0,1.78,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-14
2019,PL,K,LARGE,26.0,21.79,37586063119.06,8190003153.64,14298752882.53,1197083873.26,1,0,0,1,59179671.26,0,0,12.05,OECD_CBC_SUMMARY,2024-12-28
2020,AT,P,MEDIUM,17.76,12.85,37646274973.22,4837546334.06,5624668076.03,811847294.35,1,0,1,1,93477767.57,0,0,1.1,EU_TAX_OBSERVATORY,2025-01-10
2021,EE,U,SMALL,13.16,10.46,37739432726.19,3947544663.16,11778617141.04,380298885.94,1,1,0,1,-60158653.06,1,0,9.11,ACADEMIC_TAXPANEL,2025-01-07
2022,IT,E,MICRO,15.22,12.41,37813437606.71,4692647606.99,7259469432.03,354047076.0,0,1,1,1,-27249801.79,1,0,1.26,NATIONAL_CORPORATE_TAX_ADMIN,2024-09-21
2023,PT,J,LARGE,25.07,23.14,37852828183.52,8759144441.67,2644606037.43,313615589.4,1,0,1,0,85046396.4,0,1,3.86,OECD_CBC_SUMMARY,2025-01-12
2024,BE,O,MEDIUM,13.09,10.17,37939687605.13,3858466229.44,4345030987.33,272206557.59,1,1,0,1,-12037587.61,0,0,4.67,EU_TAX_OBSERVATORY,2024-11-10
2025,FI,T,SMALL,9.53,7.9,38024235397.79,3003914596.43,3281680267.71,145823036.51,1,1,1,0,65060419.14,1,0,9.97,ACADEMIC_TAXPANEL,2025-01-13
2026,LV,D,MICRO,22.49,19.62,38130051330.38,7481116071.02,5697090555.45,297674771.42,1,0,0,1,86009552.95,1,0,13.57,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-17
2010,RO,I,LARGE,18.24,17.05,38185158413.64,6510569509.53,4965414003.34,498699193.18,0,0,1,1,24983211.75,0,0,13.87,OECD_CBC_SUMMARY,2025-06-29
2011,BG,N,MEDIUM,17.2,10.55,38251497693.7,4035533006.69,9709040858.94,425275654.24,0,0,1,1,-31132703.85,1,0,5.38,EU_TAX_OBSERVATORY,2025-11-14
2012,FR,S,SMALL,33.76,19.72,38301082921.85,7552973552.19,8125796039.53,1553188460.01,1,0,0,0,-9796078.65,1,0,12.74,ACADEMIC_TAXPANEL,2025-02-19
2013,LT,C,MICRO,30.59,18.69,38396788085.24,7176359693.13,9324319616.27,368308180.92,1,0,1,0,-43514283.48,1,1,11.62,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-03
2014,SK,H,LARGE,16.07,13.93,38443810685.95,5355222828.55,11850257165.17,754822980.18,1,0,1,0,23765009.73,1,0,5.44,OECD_CBC_SUMMARY,2024-03-16
2015,HR,M,MEDIUM,18.91,16.86,38541922670.04,6498168162.17,9028721132.51,1228721283.53,1,0,1,0,62267329.33,1,0,4.61,EU_TAX_OBSERVATORY,2024-10-20
2016,DE,R,SMALL,31.3,25.37,38593354753.82,9791134101.04,7713792187.18,1671462497.26,1,0,0,1,-60774711.9,1,0,13.32,ACADEMIC_TAXPANEL,2025-07-31
2017,LU,B,MICRO,28.26,21.44,38675583388.84,8292045078.57,6980940801.99,435203595.68,1,0,1,0,-30286845.93,1,0,7.74,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-22
2018,SI,G,LARGE,10.48,9.43,38804081023.04,3659224840.47,4273885656.54,512695689.22,1,0,1,1,14310696.36,1,0,5.66,OECD_CBC_SUMMARY,2025-08-03
2019,CY,L,MEDIUM,13.69,11.24,38873673494.96,4369400900.83,2367036266.53,239463641.74,0,0,0,0,-18008870.25,1,0,2.71,EU_TAX_OBSERVATORY,2025-04-10
2020,GR,Q,SMALL,25.41,22.07,38927727812.36,8591349528.19,5174688555.88,487583407.14,1,0,1,1,-38223779.75,1,0,0.88,ACADEMIC_TAXPANEL,2024-07-10
2021,MT,A,MICRO,28.77,23.74,39017017334.77,9262639915.27,9463802330.28,1241912716.9,0,0,1,0,105122736.17,0,0,8.97,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-02
2022,ES,F,LARGE,21.37,12.09,39072028935.16,4723808298.26,4986088543.86,1004197861.45,1,1,1,1,93694001.73,1,0,6.34,OECD_CBC_SUMMARY,2025-07-18
2023,CZ,K,MEDIUM,31.62,24.09,39138772246.3,9428530234.13,14142771000.01,1004118851.51,0,1,0,0,-69832789.53,1,0,13.35,EU_TAX_OBSERVATORY,2025-02-20
2024,HU,P,SMALL,10.96,6.41,39251569282.91,2516025591.03,6486597174.41,100975243.89,1,1,0,1,115905076.83,1,0,7.5,ACADEMIC_TAXPANEL,2024-03-31
2025,NL,U,MICRO,11.21,7.82,39316524938.16,3074552250.16,17288138647.77,625627651.87,1,1,1,1,93549071.37,1,0,1.05,NATIONAL_CORPORATE_TAX_ADMIN,2024-11-17
2026,SE,E,LARGE,11.42,7.61,39354534076.91,2994880043.25,3830362129.38,643739476.58,1,1,1,1,103238427.59,0,0,5.33,OECD_CBC_SUMMARY,2025-08-31
2010,DK,J,MEDIUM,25.88,20.59,39464174104.32,8125673448.08,3653061801.43,1249729329.16,1,0,1,1,62812375.33,1,0,0.43,EU_TAX_OBSERVATORY,2025-07-29
2011,IE,O,SMALL,17.91,12.67,39516849227.58,5006784797.13,9436205410.14,919324694.29,1,0,1,1,-22766194.53,1,0,2.91,ACADEMIC_TAXPANEL,2025-11-10
2012,PL,T,MICRO,15.81,9.13,39568657544.71,3612618433.83,2465070453.89,293976923.23,1,0,1,1,-19267172.34,1,0,3.68,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-18
2013,AT,D,LARGE,28.34,25.2,39686702552.71,10001049043.28,13237886950.05,971914954.68,1,0,0,0,101856391.17,1,0,2.19,OECD_CBC_SUMMARY,2024-12-13
2014,EE,I,MEDIUM,33.03,23.68,39718734868.96,9405396416.97,14270770049.7,715053698.88,0,0,1,1,-45446651.21,1,0,10.66,EU_TAX_OBSERVATORY,2024-04-03
2015,IT,N,SMALL,28.78,17.93,39820909257.55,7139889029.88,8105418659.06,512981037.51,1,0,1,0,-52981111.77,1,0,13.89,ACADEMIC_TAXPANEL,2026-02-22
2016,PT,S,MICRO,9.46,7.25,39872678588.68,2890769197.68,16926995961.59,275502169.37,1,0,0,1,93601139.29,0,0,4.29,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-15
2017,BE,C,LARGE,33.41,31.01,40003503569.02,12405086456.75,17989467573.39,922252784.2,1,1,1,1,-14356802.72,1,0,6.38,OECD_CBC_SUMMARY,2026-02-17
2018,FI,H,MEDIUM,11.33,10.52,40028241450.9,4210971000.63,13938378875.62,872977363.34,1,1,1,0,27552409.96,0,0,10.32,EU_TAX_OBSERVATORY,2024-12-14
2019,LV,M,SMALL,28.72,20.37,40142552524.07,8177037949.15,7120562415.07,986354785.49,1,0,0,1,-52999214.28,1,0,6.15,ACADEMIC_TAXPANEL,2025-09-23
2020,RO,R,MICRO,9.06,6.9,40229422544.26,2775830155.55,17593352424.37,496559173.54,1,0,1,1,-55959577.07,0,1,8.96,NATIONAL_CORPORATE_TAX_ADMIN,2024-04-30
2021,BG,B,LARGE,19.11,16.99,40299992011.79,6846968642.8,6757529756.84,1256724596.9,1,0,1,0,-54578814.37,1,0,4.71,OECD_CBC_SUMMARY,2025-08-22
2022,FR,G,MEDIUM,25.09,19.06,40381627061.64,7696738117.95,7903414241.58,251563909.97,0,1,1,1,44530548.55,1,0,4.15,EU_TAX_OBSERVATORY,2025-04-13
2023,LT,L,SMALL,28.73,16.26,40446316086.72,6576570995.7,17227663278.25,769336091.79,0,1,1,1,17747893.01,1,0,11.26,ACADEMIC_TAXPANEL,2025-12-21
2024,SK,Q,MICRO,25.4,15.36,40505909565.77,6221707709.3,15388074113.68,490819363.57,1,0,1,1,20076733.85,0,0,4.93,NATIONAL_CORPORATE_TAX_ADMIN,2025-06-11
2025,HR,A,LARGE,21.5,18.25,40573904022.61,7404737484.13,10195574874.95,1199174950.82,1,0,1,1,-21021659.33,1,0,4.21,OECD_CBC_SUMMARY,2025-08-19
2026,DE,F,MEDIUM,32.18,19.48,40662486310.01,7921052333.19,15676256111.77,509641950.1,1,1,1,1,-77950826.42,1,0,11.02,EU_TAX_OBSERVATORY,2025-05-18
2010,LU,K,SMALL,12.95,7.66,40744475201.46,3121026800.43,11524208177.35,134570504.99,1,0,1,1,3312328.18,1,0,7.14,ACADEMIC_TAXPANEL,2025-06-01
2011,SI,P,MICRO,27.24,19.45,40828333598.54,7941110884.92,3129690217.5,589815581.06,1,1,1,1,58153723.95,0,0,7.06,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-31
2012,CY,U,LARGE,16.47,15.35,40901543112.09,6278386867.71,9958398164.17,146356052.04,0,0,1,1,-16695180.62,1,0,11.2,OECD_CBC_SUMMARY,2024-01-06
2013,GR,E,MEDIUM,28.6,19.47,40978484925.97,7978511015.09,4394437812.77,494880516.54,0,0,1,1,111549959.84,1,0,7.11,EU_TAX_OBSERVATORY,2025-11-22
2014,MT,J,SMALL,13.45,12.23,41025318398.4,5017396440.12,17243184704.28,871261045.94,1,0,1,1,8543451.12,1,0,13.69,ACADEMIC_TAXPANEL,2025-03-11
2015,ES,O,MICRO,23.58,13.32,41090026906.59,5473191583.96,13939982365.13,109858042.09,1,0,1,1,44369722.8,1,0,8.35,NATIONAL_CORPORATE_TAX_ADMIN,2025-03-15
2016,CZ,T,LARGE,12.44,7.74,41169135045.67,3186491052.53,17215924830.61,674041256.76,1,0,1,1,90678157.27,1,0,11.87,OECD_CBC_SUMMARY,2024-07-01
2017,HU,D,MEDIUM,33.6,30.24,41247790310.24,12473331789.82,12828183918.86,680836065.07,1,0,1,1,47945031.99,1,0,2.57,EU_TAX_OBSERVATORY,2024-06-23
2018,NL,I,SMALL,24.55,21.3,41333539627.34,8804043940.62,13249084213.53,1372633189.48,1,0,1,1,-70111914.03,1,0,5.92,ACADEMIC_TAXPANEL,2024-05-25
2019,SE,N,MICRO,31.99,27.46,41411924441.94,11371714451.76,8908999328.7,1591781693.43,1,0,1,1,-52292951.12,1,0,8.67,NATIONAL_CORPORATE_TAX_ADMIN,2024-01-09
2020,DK,S,LARGE,24.29,13.76,41476664076.06,5707188976.87,15713150719.26,852618877.45,1,0,0,0,58171712.77,1,0,10.13,OECD_CBC_SUMMARY,2024-07-24
2021,IE,C,MEDIUM,18.01,11.93,41562960814.96,4958461225.22,17301516147.45,938879922.27,1,1,1,0,-48353410.4,1,0,8.48,EU_TAX_OBSERVATORY,2025-08-10
2022,PL,H,SMALL,10.41,7.64,41641134492.47,3181382675.22,16721511207.95,544447395.0,0,0,1,1,-20036697.56,1,0,6.58,ACADEMIC_TAXPANEL,2025-01-13
2023,AT,M,MICRO,10.39,8.7,41692256797.62,3627226341.39,10021057695.1,109960553.87,1,1,1,1,-71255355.26,1,1,2.66,NATIONAL_CORPORATE_TAX_ADMIN,2025-06-14
2024,EE,R,LARGE,11.17,8.94,41751610348.16,3732593965.13,14082621724.78,165003475.0,0,1,1,1,-65018494.98,1,0,11.9,OECD_CBC_SUMMARY,2024-11-04
2025,IT,B,MEDIUM,33.6,29.64,41863415997.04,12408316501.52,2215762526.49,852052997.17,1,0,0,0,66199012.43,0,1,1.02,EU_TAX_OBSERVATORY,2025-11-21
2026,PT,G,SMALL,27.74,18.69,41895121611.62,7830198229.21,15831892070.05,1409140060.16,0,1,0,1,-18072204.03,1,0,2.08,ACADEMIC_TAXPANEL,2024-01-07
2010,BE,L,MICRO,33.8,19.67,41975752746.02,8256630565.14,17669330810.2,496412567.86,1,0,1,1,118487643.01,0,0,3.93,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-04
2011,FI,Q,LARGE,16.75,11.23,42056145829.86,4722905176.69,13823133262.77,155996941.68,1,0,1,1,-16821001.41,1,0,1.86,OECD_CBC_SUMMARY,2025-03-31
2012,LV,A,MEDIUM,15.45,12.1,42170091543.46,5102581076.76,6157285722.22,294395358.77,1,0,0,1,102398593.0,0,0,1.49,EU_TAX_OBSERVATORY,2025-08-03
2013,RO,F,SMALL,24.01,16.4,42249417183.0,6928904418.01,2367370539.03,940479292.52,0,0,1,1,-551650.94,1,0,7.07,ACADEMIC_TAXPANEL,2025-08-15
2014,BG,K,MICRO,29.34,21.45,42291584263.42,9071544824.5,12609182551.46,1464851736.29,1,0,1,0,-78207474.19,1,0,2.9,NATIONAL_CORPORATE_TAX_ADMIN,2025-10-04
2015,FR,P,LARGE,24.25,18.12,42359924022.65,7675618232.9,5258746572.18,1535098439.8,0,0,1,0,31483403.62,1,0,3.54,OECD_CBC_SUMMARY,2025-02-25
2016,LT,U,MEDIUM,11.85,7.82,42470831000.85,3321218984.27,7973566132.83,376942036.22,1,0,1,1,-3404719.7,0,0,10.99,EU_TAX_OBSERVATORY,2025-07-26
2017,SK,E,SMALL,13.67,12.71,42498694713.44,5401584098.08,8749688192.24,452964101.77,1,0,1,1,24845574.66,1,0,13.56,ACADEMIC_TAXPANEL,2024-08-21
2018,HR,J,MICRO,33.31,26.28,42607384189.7,11197220565.05,16202274270.06,1385665609.8,1,0,0,1,-78663776.4,1,0,6.63,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-16
2019,DE,O,LARGE,22.64,13.83,42657160517.91,5899485299.63,12833422045.29,432292977.19,1,0,0,1,31210189.32,0,0,0.84,OECD_CBC_SUMMARY,2024-03-21
2020,LU,T,MEDIUM,13.73,12.21,42762957814.5,5221357149.15,9850861273.87,1009070888.3,0,0,1,1,-52752410.79,1,0,3.39,EU_TAX_OBSERVATORY,2026-01-02
2021,SI,D,SMALL,19.69,12.45,42813268963.44,5330251985.95,3002516421.29,165141820.04,0,1,1,1,-45888880.51,1,0,12.97,ACADEMIC_TAXPANEL,2024-01-26
2022,CY,I,MICRO,15.63,13.05,42927449354.26,5602032140.73,13922976692.21,382268562.21,1,1,1,1,38711149.27,1,0,11.78,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-18
2023,GR,N,LARGE,33.72,21.91,42994448591.19,9420083686.33,5485385562.82,860709367.6,1,0,0,0,4596258.49,1,1,3.96,OECD_CBC_SUMMARY,2025-09-13
2024,MT,S,MEDIUM,11.49,6.93,43054826361.71,2983699466.87,19369916263.56,353820783.9,1,1,1,1,-48423302.43,1,0,4.53,EU_TAX_OBSERVATORY,2026-01-25
2025,ES,C,SMALL,14.29,12.65,43110704344.81,5453504099.62,15361404415.89,578536561.83,1,0,1,1,-27349891.35,1,0,1.4,ACADEMIC_TAXPANEL,2024-04-02
2026,CZ,H,MICRO,24.26,23.04,43169961939.34,9946359230.82,15156214748.29,1600170385.0,1,1,0,1,-68338829.12,0,0,4.71,NATIONAL_CORPORATE_TAX_ADMIN,2025-06-01
2010,HU,M,LARGE,20.5,13.19,43287122104.31,5709571405.56,4976529230.86,308961906.05,1,0,1,1,-36416327.42,1,0,8.79,OECD_CBC_SUMMARY,2024-09-08
2011,NL,R,MEDIUM,9.7,6.89,43347759050.57,2986660598.58,5954480043.46,446725684.67,1,0,1,1,-11364308.05,1,0,13.87,EU_TAX_OBSERVATORY,2024-02-19
2012,SE,B,SMALL,16.98,11.69,43449878125.97,5079290752.93,17629097671.78,487112032.61,1,0,1,1,117655533.06,1,0,9.37,ACADEMIC_TAXPANEL,2024-04-26
2013,DK,G,MICRO,33.13,30.46,43522742689.86,13257027423.33,13351662635.11,2101296119.56,0,0,1,1,90448558.15,1,0,8.03,NATIONAL_CORPORATE_TAX_ADMIN,2024-03-03
2014,IE,L,LARGE,16.69,15.56,43564091765.08,6778572678.65,8532849929.96,1373111293.85,1,0,1,1,-10909631.73,0,0,13.25,OECD_CBC_SUMMARY,2025-07-22
2015,PL,Q,MEDIUM,10.09,9.58,43678957154.85,4184444095.43,17948148616.3,691201328.83,1,0,0,1,-27583591.04,0,0,6.1,EU_TAX_OBSERVATORY,2024-01-19
2016,AT,A,SMALL,25.85,18.45,43721407777.96,8066599735.03,5361338319.76,792897411.62,0,0,0,1,74764059.5,1,0,5.16,ACADEMIC_TAXPANEL,2024-03-21
2017,EE,F,MICRO,24.35,13.62,43797305065.36,5965192949.9,18615351787.48,1211508626.09,0,0,1,1,6712559.54,1,0,2.47,NATIONAL_CORPORATE_TAX_ADMIN,2024-05-06
2018,IT,K,LARGE,22.76,21.06,43864583270.42,9237881236.75,6947378807.12,374288903.93,0,0,1,1,49649903.04,1,0,11.99,OECD_CBC_SUMMARY,2024-06-29
2019,PT,P,MEDIUM,15.94,12.9,43965305422.47,5671524399.5,17804251241.58,686306505.33,1,0,1,0,-12792410.31,1,1,3.42,EU_TAX_OBSERVATORY,2025-02-07
2020,BE,U,SMALL,21.98,17.67,44006259551.5,7775906062.75,16381506657.36,781205965.74,1,0,1,1,-74127716.81,1,0,11.03,ACADEMIC_TAXPANEL,2025-06-16
2021,FI,E,MICRO,24.93,17.21,44082620733.97,7586619028.32,17392000727.78,1655296769.86,1,0,1,1,92898191.81,0,0,7.57,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-14
2022,LV,J,LARGE,15.53,9.2,44147715535.29,4061589829.25,12440208415.8,839134099.98,0,1,1,1,-35748191.37,1,0,2.01,OECD_CBC_SUMMARY,2024-08-07
2023,RO,O,MEDIUM,12.24,6.91,44266735051.28,3058831392.04,14283984944.59,631166229.4,1,1,1,0,-2827194.03,1,0,1.96,EU_TAX_OBSERVATORY,2025-06-01
2024,BG,T,SMALL,17.46,10.3,44315447502.78,4564491092.79,5802072158.63,268830780.46,1,0,1,0,106274409.02,0,0,13.57,ACADEMIC_TAXPANEL,2024-10-13
2025,FR,D,MICRO,20.44,11.96,44380382719.5,5307893773.25,14263164618.96,236165928.88,0,0,1,0,-78460538.4,1,0,5.05,NATIONAL_CORPORATE_TAX_ADMIN,2024-06-08
2026,LT,I,LARGE,13.62,8.54,44458350054.31,3796743094.64,7588413792.0,408126758.27,1,1,1,1,14708579.2,1,0,2.78,OECD_CBC_SUMMARY,2024-11-09
2010,SK,N,MEDIUM,13.0,11.45,44539537714.39,5099777068.3,6543881759.1,240633070.25,1,0,1,0,-79716683.57,1,0,3.79,EU_TAX_OBSERVATORY,2024-08-11
2011,HR,S,SMALL,25.28,14.34,44630807775.99,6400057835.08,8605198250.32,188141690.35,1,0,0,0,-24839430.43,1,0,0.99,ACADEMIC_TAXPANEL,2024-12-04
2012,DE,C,MICRO,26.65,16.81,44707378196.94,7515310274.91,2948300313.51,785092216.49,1,0,1,1,15232479.2,0,0,5.87,NATIONAL_CORPORATE_TAX_ADMIN,2024-02-26
2013,LU,H,LARGE,16.52,13.84,44796124581.06,6199783642.02,13684033470.63,698826419.92,1,0,0,0,-61013810.94,1,0,2.43,OECD_CBC_SUMMARY,2024-11-15
2014,SI,M,MEDIUM,26.91,21.05,44841723358.48,9439182766.96,11304548377.42,2026675125.01,0,0,1,0,58358426.73,1,0,2.39,EU_TAX_OBSERVATORY,2024-08-23
2015,CY,R,SMALL,30.68,19.26,44917858792.44,8651179603.42,15254179494.72,1380249759.18,1,0,1,1,3252016.29,1,0,5.77,ACADEMIC_TAXPANEL,2025-03-04
2016,GR,B,MICRO,26.29,20.75,45027536107.91,9343213742.39,6171436015.29,896528304.83,1,0,1,1,91424895.77,1,0,11.64,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-17
2017,MT,G,LARGE,11.95,7.46,45104074709.58,3364763973.33,10242485616.76,83757279.45,1,0,1,1,11409583.05,1,0,11.06,OECD_CBC_SUMMARY,2024-03-02
2018,ES,L,MEDIUM,27.1,21.69,45163166983.05,9795890918.62,6564358478.8,1569871478.75,1,0,0,1,25011434.65,1,0,5.27,EU_TAX_OBSERVATORY,2024-10-28
2019,CZ,Q,SMALL,9.89,5.81,45215374330.32,2627013248.59,15616669550.81,448864866.13,1,0,1,0,90035740.52,1,0,8.28,ACADEMIC_TAXPANEL,2025-01-13
2020,HU,A,MICRO,32.66,24.36,45286113636.78,11031697281.92,2947781110.52,785230865.71,1,0,0,0,-27440593.82,0,0,4.57,NATIONAL_CORPORATE_TAX_ADMIN,2024-10-20
2021,NL,F,LARGE,24.42,19.87,45388219618.53,9018639238.2,9868427699.27,833052871.27,1,1,1,1,-5761157.44,0,1,7.87,OECD_CBC_SUMMARY,2025-08-08
2022,SE,K,MEDIUM,21.16,12.5,45464461066.68,5683057633.34,9643088868.76,1060480696.57,1,0,1,0,9178220.33,1,0,2.03,EU_TAX_OBSERVATORY,2024-10-21
2023,DK,P,SMALL,10.78,7.37,45556305010.79,3357499679.3,13304442635.63,257838243.08,1,1,0,1,37049056.52,1,0,1.08,ACADEMIC_TAXPANEL,2024-01-12
2024,IE,U,MICRO,22.71,15.61,45584268842.22,7115704366.27,4686016866.68,1277692104.48,0,1,1,1,87552518.01,1,1,3.76,NATIONAL_CORPORATE_TAX_ADMIN,2024-12-06
2025,PL,E,LARGE,31.08,28.44,45672769711.47,12989335705.94,4173993133.5,1186786399.35,0,1,0,1,33984478.42,0,0,8.1,OECD_CBC_SUMMARY,2025-03-21
2026,AT,J,MEDIUM,10.3,8.27,45777998047.66,3785840438.54,17504823597.58,685747973.93,1,1,1,1,100326273.23,0,0,13.58,EU_TAX_OBSERVATORY,2024-10-27
2010,EE,O,SMALL,29.58,16.94,45850785788.95,7767123112.65,7563965960.77,1545441866.45,0,0,1,1,25819186.58,1,0,8.45,ACADEMIC_TAXPANEL,2024-12-25
2011,IT,T,MICRO,12.52,10.8,45896151192.54,4956784328.79,15569672719.6,817858375.98,1,0,1,1,8146292.82,1,0,7.83,NATIONAL_CORPORATE_TAX_ADMIN,2024-07-25
2012,PT,D,LARGE,21.7,11.99,45989562078.87,5514148493.26,16782854666.46,229534881.24,1,0,1,1,82618241.38,1,0,2.19,OECD_CBC_SUMMARY,2024-08-06
2013,BE,I,MEDIUM,27.42,23.8,46077303619.11,10966398261.35,7954344629.27,2226438586.01,1,0,0,1,-5973743.92,1,0,13.74,EU_TAX_OBSERVATORY,2025-07-06
2014,FI,N,SMALL,14.66,9.91,46119175905.1,4570410332.2,2763514567.09,123636820.69,1,0,1,1,-27191823.95,1,0,7.14,ACADEMIC_TAXPANEL,2024-06-04
2015,LV,S,MICRO,32.34,29.64,46186411172.27,13689652271.46,14370947808.67,1726514294.96,1,0,1,1,65919200.09,0,0,4.69,NATIONAL_CORPORATE_TAX_ADMIN,2026-01-21
2016,RO,C,LARGE,12.1,11.22,46275713650.15,5192135071.55,11005497191.51,339991563.86,0,1,1,1,10118403.25,1,0,10.4,OECD_CBC_SUMMARY,2025-07-13
2017,BG,H,MEDIUM,19.78,15.93,46355113625.47,7384369600.54,17556868410.65,1085984909.19,1,0,1,1,-7224578.35,0,0,4.41,EU_TAX_OBSERVATORY,2024-05-04
2018,FR,M,SMALL,19.26,10.95,46399621493.7,5080758553.56,19447560708.58,1077667444.96,1,0,1,1,25698656.05,1,0,0.43,ACADEMIC_TAXPANEL,2024-11-26
2019,LT,R,MICRO,33.92,24.61,46482840211.33,11439426976.01,14969727946.52,2257830042.09,0,1,0,1,94823303.37,0,0,7.76,NATIONAL_CORPORATE_TAX_ADMIN,2025-02-07
2020,SK,B,LARGE,16.44,12.21,46593219466.61,5689032096.87,18759037650.38,115231752.71,1,0,1,1,-38488550.68,0,0,4.55,OECD_CBC_SUMMARY,2026-01-07
2021,HR,G,MEDIUM,10.57,7.18,46669125199.23,3350843189.3,11969814399.03,566144166.92,1,1,1,1,-77483409.06,1,0,8.71,EU_TAX_OBSERVATORY,2025-10-21
2022,DE,L,SMALL,27.91,26.34,46718513737.26,12305656518.39,13011604118.04,1582497255.07,0,1,1,1,88703022.98,1,0,3.52,ACADEMIC_TAXPANEL,2025-01-16
2023,LU,Q,MICRO,17.91,10.82,46779424276.17,5061533706.68,15373378113.14,1053520688.49,1,1,0,1,106768724.78,0,0,10.8,NATIONAL_CORPORATE_TAX_ADMIN,2025-05-23
2024,SI,A,LARGE,31.68,27.15,46877218435.79,12727164805.32,19407244085.91,2152452457.5,1,1,1,1,56097736.48,1,0,1.36,OECD_CBC_SUMMARY,2024-02-20
