civ_ep_elections_election_year,civ_ep_elections_member_state_iso2,civ_ep_elections_constituency_code,civ_ep_elections_party_id,civ_ep_elections_party_group_eu_parl,civ_ep_elections_candidate_id_hash,civ_ep_elections_list_type_code,civ_ep_elections_votes_count,civ_ep_elections_vote_share_pct,civ_ep_elections_seats_won_count,civ_ep_elections_turnout_pct,civ_ep_elections_eligible_voters_count,civ_ep_elections_postal_vote_share_pct,civ_ep_elections_early_vote_flag,civ_ep_elections_gender_of_candidate,civ_ep_elections_age_of_candidate,civ_ep_elections_mep_term_start_date,civ_ep_elections_mep_term_end_date,civ_ep_elections_data_source,civ_ep_elections_data_extract_date
2024,DE,DE_EP_06,DE_P10,ID,96df1cb128f66b9932373cc5,PREFERENTIAL,170762,1.947,0,60.31,14539378,27.38,0,X,44,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-17
2004,LV,LV_EP_07,LV_P11,GREENS_EFA,f1e5e3722ddea298696bd3d9,OPEN_LIST,1773624,17.83,5,68.05,14617874,32.02,0,M,45,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-09-18
2009,PL,PL_EP_08,PL_P12,S&D,4badc9fb7a4d36aed3ad9030,CLOSED_LIST,897532,7.518,3,81.18,14705402,25.56,0,F,46,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-10-06
2014,ES,ES_EP_09,ES_P13,OTHER,d1d1174aa4acf27617666438,MIXED,424714,3.554,0,80.68,14810348,22.05,0,X,49,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-23
2019,HR,HR_EP_10,HR_P14,LEFT,bfb0fa17436e5f6b72234f53,STV,122765,1.795,0,45.71,14960825,42.29,0,M,50,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-08-16
2024,FI,FI_EP_11,FI_P15,ECR,48f6f75894ffe2195337da0d,PREFERENTIAL,952838,16.414,6,38.77,14972751,5.93,0,F,49,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-08-26
2004,IE,IE_EP_12,IE_P16,RENEW,a1d7b1b6a4a771c9773193d4,OPEN_LIST,2067708,17.226,6,79.86,15030782,33.71,0,X,52,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-14
2009,MT,MT_EP_01,MT_P17,EPP,2529a30134a10e223e7c919a,CLOSED_LIST,1661217,15.19,7,72.25,15136449,36.47,0,M,50,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-05-02
2014,SK,SK_EP_02,SK_P18,NI,f293d38e406cdc0e288f2582,MIXED,168781,3.004,0,36.87,15239203,3.75,0,F,54,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-04-27
2019,BE,BE_EP_03,BE_P19,ID,ecbb54479c0bc1baf1f72de4,STV,461100,6.853,2,43.84,15348760,6.79,0,X,53,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-09-19
2024,DK,DK_EP_04,DK_P20,GREENS_EFA,1578dc6c140350a9f6da67de,PREFERENTIAL,725474,12.515,3,37.56,15433230,31.34,0,M,57,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-08-27
2004,GR,GR_EP_05,GR_P21,S&D,415f168aa07d19c6e6a9e748,OPEN_LIST,1029122,17.471,8,38.12,15452443,15.09,0,F,56,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-09-27
2009,LT,LT_EP_06,LT_P22,OTHER,1f3042b3a9bf96d5044c24ea,CLOSED_LIST,150956,1.897,1,50.57,15732511,28.85,0,X,58,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-24
2014,PT,PT_EP_07,PT_P23,LEFT,9c41be7c32decc903a43eb97,MIXED,287981,4.276,0,42.64,15794002,19.33,1,M,58,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-02-24
2019,SE,SE_EP_08,SE_P24,ECR,d684c57b6f6a15612ff1051c,STV,431042,6.671,0,40.98,15766360,11.31,0,F,61,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-10-16
2024,CY,CY_EP_09,CY_P25,RENEW,7fff5a0043bbbd139eddf3e2,PREFERENTIAL,248192,4.651,1,33.44,15959321,21.71,0,X,59,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-02-20
2004,FR,FR_EP_10,FR_P26,EPP,83fcd068f2ebb69e66d2c07c,OPEN_LIST,40119,0.432,0,58.54,15879829,6.33,0,M,63,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-04-07
2009,IT,IT_EP_11,IT_P27,NI,2db192331fe30db890c55431,CLOSED_LIST,288777,3.735,0,47.9,16139277,28.52,0,F,64,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-06-23
2014,NL,NL_EP_12,NL_P28,ID,f046ea9469b70caada4a20c1,MIXED,1016506,7.688,1,82.44,16038003,29.12,1,X,64,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-23
2019,SI,SI_EP_01,SI_P01,GREENS_EFA,97d9c1450defed1305cabfb5,STV,449464,7.423,0,37.63,16089929,9.58,0,M,65,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-03-20
2024,BG,BG_EP_02,BG_P02,S&D,7a0da4516a9b1f4fdbf7ef66,PREFERENTIAL,183868,1.583,1,71.41,16264363,7.57,0,F,66,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-04-14
2004,EE,EE_EP_03,EE_P03,OTHER,ccbeca4b8dacdc51238a11e9,OPEN_LIST,68234,0.87,0,47.63,16465873,25.9,0,X,66,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-03-12
2009,HU,HU_EP_04,HU_P04,LEFT,d315f8f0a78dd31f00023d21,CLOSED_LIST,1274771,15.91,2,48.67,16462848,18.12,0,M,65,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-04-28
2014,LU,LU_EP_05,LU_P05,ECR,b280c9b227647ba416415dc5,MIXED,210462,2.164,1,58.87,16520950,14.71,0,F,67,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-01-20
2019,RO,RO_EP_06,RO_P06,RENEW,fcb955d0160e9e25b698d05c,STV,169710,2.178,1,47.12,16534823,5.32,1,X,71,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-14
2024,AT,AT_EP_07,AT_P07,EPP,27acd58b2c37208c2ef84a8b,PREFERENTIAL,1819172,17.824,0,61.05,16717924,8.48,1,M,72,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-04-09
2004,CZ,CZ_EP_08,CZ_P08,NI,6be46a085355e0a2d37c339d,OPEN_LIST,518203,6.409,3,48.11,16805858,43.67,0,F,73,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-04-06
2009,DE,DE_EP_09,DE_P09,ID,71124c888631df20e217492d,CLOSED_LIST,859429,8.61,1,59.25,16846589,10.2,0,X,72,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-08-19
2014,LV,LV_EP_10,LV_P10,GREENS_EFA,fcfcda89afc20de2bfd611ea,MIXED,1353689,17.406,1,45.72,17010559,14.9,0,M,72,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-05-23
2019,PL,PL_EP_11,PL_P11,S&D,557f1633695b469db33c2981,STV,425141,5.111,2,48.68,17086177,3.85,0,F,72,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-02-14
2024,ES,ES_EP_12,ES_P12,OTHER,fd1e7727f86542765d457fe3,PREFERENTIAL,482806,6.619,2,42.45,17184272,25.98,0,X,77,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-10-26
2004,HR,HR_EP_01,HR_P13,LEFT,294a4ee2c1d62046fa01d353,OPEN_LIST,1971263,17.898,9,63.67,17298437,18.38,1,M,74,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-06-09
2009,FI,FI_EP_02,FI_P14,ECR,40d90236040061071731485d,CLOSED_LIST,79116,0.669,0,68.11,17359596,19.58,0,F,76,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-09-27
2014,IE,IE_EP_03,IE_P15,RENEW,9231cf16f7f12de23ddbbcea,MIXED,1319168,9.799,3,77.48,17375404,7.26,0,X,77,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-05-02
2019,MT,MT_EP_04,MT_P16,EPP,ac02ed5575a52ff0128d7058,STV,96122,0.683,0,80.13,17566729,16.38,0,M,78,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-01-28
2024,SK,SK_EP_05,SK_P17,NI,3fb7fc935c3e3a8b24e16ebc,PREFERENTIAL,1654668,15.23,0,61.44,17683384,32.84,0,F,79,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-11-01
2004,BE,BE_EP_06,BE_P18,ID,d6f8f9d796bc8db62a7e748f,OPEN_LIST,672023,7.63,3,50.02,17607374,43.71,0,X,81,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-01-17
2009,DK,DK_EP_07,DK_P19,GREENS_EFA,30e02378c9ab1c8cdcf7c097,CLOSED_LIST,373164,4.015,2,52.7,17636033,33.75,1,M,80,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-09-23
2014,GR,GR_EP_08,GR_P20,S&D,c6a9a936d98a108e1196217a,MIXED,78144,1.243,1,35.08,17921707,41.06,0,F,85,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2026-01-22
2019,LT,LT_EP_09,LT_P21,OTHER,2987b56ad02925b44e7a017d,STV,1632498,13.651,4,66.58,17960975,9.64,0,X,83,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-10-09
2024,PT,PT_EP_10,PT_P22,LEFT,a4f1df23f7c6ee9407964b16,PREFERENTIAL,2099622,16.668,6,69.9,18020945,20.16,1,M,84,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-08-20
2004,SE,SE_EP_11,SE_P23,ECR,27107e8dc18c5f8779e6ca4a,OPEN_LIST,1426334,14.354,1,54.61,18196527,20.96,0,F,87,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-03-19
2009,CY,CY_EP_12,CY_P24,RENEW,a0922643ce851ccb71473341,CLOSED_LIST,405705,4.748,2,47.08,18150708,2.36,0,X,87,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-04-13
2014,FR,FR_EP_01,FR_P25,EPP,ddfc8838622eeb3dcfd5204f,MIXED,2121620,15.569,3,75.06,18155452,13.61,1,M,19,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-04-09
2019,IT,IT_EP_02,IT_P26,NI,dc3e3d49a998c64eeb7f4115,STV,2013341,15.966,2,68.96,18286286,11.4,0,F,21,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-05-08
2024,NL,NL_EP_03,NL_P27,ID,caca593aff0e86af1a2e1f91,PREFERENTIAL,227474,2.674,0,45.96,18510799,41.28,0,X,24,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-29
2004,SI,SI_EP_04,SI_P28,GREENS_EFA,18963fb78fad496855465ae9,OPEN_LIST,929376,17.596,9,28.4,18598013,4.92,0,M,24,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-01-30
2009,BG,BG_EP_05,BG_P01,S&D,7d79ac863da2ac6ccabcafdd,CLOSED_LIST,1317149,14.304,3,49.66,18542069,39.91,0,F,25,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-01-14
2014,EE,EE_EP_06,EE_P02,OTHER,23940b120ec9292b52dbe25a,MIXED,904667,7.892,1,61.67,18588270,6.91,0,X,25,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-04-11
2019,HU,HU_EP_07,HU_P03,LEFT,2fabdf15fde876a58e059baf,STV,1001723,7.112,1,74.61,18878854,3.28,0,M,27,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2025-01-10
2024,LU,LU_EP_08,LU_P04,ECR,04165fa90d284141ac4edbdc,PREFERENTIAL,759756,5.139,2,78.41,18853826,24.44,0,F,25,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-03-03
2004,RO,RO_EP_09,RO_P05,RENEW,cf4eeaa2b3d5d756b7851441,OPEN_LIST,226438,1.866,1,64.03,18953550,8.23,0,X,30,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-10-13
2009,AT,AT_EP_10,AT_P06,EPP,f96d71b9a644dd98c368b2d8,CLOSED_LIST,1319508,15.372,8,45.32,18940995,12.24,0,M,31,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-02-28
2014,CZ,CZ_EP_11,CZ_P07,NI,15a496e2a18166bffd0ff555,MIXED,1410735,13.266,7,55.85,19040453,14.78,0,F,32,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-07-24
2019,DE,DE_EP_12,DE_P08,ID,cb504f6baacfb4c3fdcb6850,STV,300815,1.991,0,78.71,19190650,34.05,0,X,33,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-19
2024,LV,LV_EP_01,LV_P09,GREENS_EFA,6f98b3445540af3a90169aa5,PREFERENTIAL,326964,3.098,2,54.62,19325667,4.95,0,M,33,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-11-26
2004,PL,PL_EP_02,PL_P10,S&D,10749da6d04f08c8bac6a524,OPEN_LIST,144678,1.108,0,67.38,19372386,19.08,1,F,32,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-04-19
2009,ES,ES_EP_03,ES_P11,OTHER,2f1a7229df69f41558fffd96,CLOSED_LIST,1579223,10.198,3,79.54,19468542,14.4,0,X,34,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-03-31
2014,HR,HR_EP_04,HR_P12,LEFT,96f948d4049ddb9afe1bcf09,MIXED,40562,0.688,0,30.19,19542287,44.48,0,M,36,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-05-17
2019,FI,FI_EP_05,FI_P13,ECR,dcb890c8b209482e7110b3b1,STV,84210,1.085,0,39.68,19552082,35.78,0,F,36,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-04-20
2024,IE,IE_EP_06,IE_P14,RENEW,18c256896d9b60b629409cf9,PREFERENTIAL,1323187,15.112,4,44.21,19805586,3.92,0,X,37,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-13
2004,MT,MT_EP_07,MT_P15,EPP,b62640673d73311248c1c2ed,OPEN_LIST,1359992,12.794,3,54.07,19660013,18.45,1,M,39,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-11-30
2009,SK,SK_EP_08,SK_P16,NI,c70adc36a25f0a915b3cbc89,CLOSED_LIST,1167007,10.235,2,57.54,19815572,13.36,0,F,41,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2024-12-24
2014,BE,BE_EP_09,BE_P17,ID,f93bf84853799da1d34906f2,MIXED,1051319,7.094,2,74.21,19971394,2.1,0,X,42,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-08
2019,DK,DK_EP_10,DK_P18,GREENS_EFA,de6383e21fe8e33a2d21b9be,STV,1185281,10.413,5,57.16,19914193,11.15,0,M,41,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-01-28
2024,GR,GR_EP_11,GR_P19,S&D,e0ad40e7648f9dea7dcadacb,PREFERENTIAL,789377,5.574,2,70.78,20006822,12.28,0,F,42,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-05-19
2004,LT,LT_EP_12,LT_P20,OTHER,916f9b3e1a0883ad29129aea,OPEN_LIST,478892,7.64,0,31.0,20219482,2.1,0,X,42,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-02-22
2009,PT,PT_EP_01,PT_P21,LEFT,09db32c5236d7bcee3ef621f,CLOSED_LIST,1719136,11.148,5,75.75,20357021,2.51,0,M,43,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-07-09
2014,SE,SE_EP_02,SE_P22,ECR,9b2a3fc8ecf82d0234195789,MIXED,883377,9.135,4,47.23,20475096,38.8,1,F,47,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-10-15
2019,CY,CY_EP_03,CY_P23,RENEW,729636c9743c783f282a8172,STV,2425698,17.286,9,68.33,20536718,3.81,0,X,44,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-12-01
2024,FR,FR_EP_04,FR_P24,EPP,2c278df9a6acc2455ac2deb2,PREFERENTIAL,537439,5.239,2,50.23,20421143,41.44,0,M,47,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-09-22
2004,IT,IT_EP_05,IT_P25,NI,f3dcb2dfb26d0326c78103b4,OPEN_LIST,2263275,14.339,5,76.86,20535942,36.41,0,F,46,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-10-11
2009,NL,NL_EP_06,NL_P26,ID,e3c2b37cb665c4377f8e4e0f,CLOSED_LIST,558057,3.291,2,81.59,20783772,10.05,1,X,47,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-01-18
2014,SI,SI_EP_07,SI_P27,GREENS_EFA,761ae3712c2c2942ad16e716,MIXED,199978,1.645,1,58.73,20700772,36.86,0,M,51,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2024-11-08
2019,BG,BG_EP_08,BG_P28,S&D,8543f79dfa081d01930c4a19,STV,1325475,10.268,0,61.76,20902429,7.77,0,F,53,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2025-04-13
2024,EE,EE_EP_09,EE_P01,OTHER,d622e8f941e8fd7cbf68a2d3,PREFERENTIAL,734173,7.676,3,45.76,20902298,32.95,0,X,54,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-07-01
2004,HU,HU_EP_10,HU_P02,LEFT,db53d80148bf584ca239b1bd,OPEN_LIST,698099,11.134,2,29.94,20942331,27.18,0,M,51,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-08-02
2009,LU,LU_EP_11,LU_P03,ECR,829774e6aa66b1da7f1812f0,CLOSED_LIST,427728,2.579,1,78.3,21177681,3.09,1,F,55,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-02-14
2014,RO,RO_EP_12,RO_P04,RENEW,4cd14ab1b86cbf8da54fc1bf,MIXED,508767,3.18,1,75.14,21289346,8.67,0,X,57,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-05-28
2019,AT,AT_EP_01,AT_P05,EPP,10f3584b1e1f41b1f576aeaa,STV,404302,2.259,0,83.89,21331983,14.96,1,M,58,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-08-27
2024,CZ,CZ_EP_02,CZ_P06,NI,734d738da0a5f288b5ec1bdc,PREFERENTIAL,703815,5.851,1,56.57,21265565,40.23,0,F,59,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-08-01
2004,DE,DE_EP_03,DE_P07,ID,c45b14c2292c44c67e25aef6,OPEN_LIST,2392130,13.442,4,82.81,21490252,25.47,0,X,56,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-01
2009,LV,LV_EP_04,LV_P08,GREENS_EFA,6b8249358feccdf76f27a861,CLOSED_LIST,896702,13.303,7,31.34,21507717,2.76,0,M,60,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-11-05
2014,PL,PL_EP_05,PL_P09,S&D,62166309e714435d22e28dbd,MIXED,653516,6.122,2,49.23,21682280,28.87,0,F,59,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-04-29
2019,ES,ES_EP_06,ES_P10,OTHER,57a83706ba4a77111a07e3cb,STV,108250,1.752,0,28.43,21728310,6.32,0,X,61,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-09-18
2024,HR,HR_EP_07,HR_P11,LEFT,ff155a2ac2924b223f4932c2,PREFERENTIAL,759319,4.383,1,79.25,21861354,28.07,0,M,64,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2025-09-08
2004,FI,FI_EP_08,FI_P12,ECR,3b18ae192b67cacc0115ea2d,OPEN_LIST,493800,4.454,2,50.49,21956210,13.68,0,F,62,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2024-12-23
2009,IE,IE_EP_09,IE_P13,RENEW,dce200d378dc99e0b0e6cc2e,CLOSED_LIST,2069889,13.331,3,70.52,22017212,31.47,0,X,63,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-06-12
2014,MT,MT_EP_10,MT_P14,EPP,ea29fd41c6bb4911f42f0189,MIXED,1132407,17.638,4,29.16,22017763,35.74,0,M,67,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-04-01
2019,SK,SK_EP_11,SK_P15,NI,daaefc5f2f390ad593fd0411,STV,777066,10.05,4,34.94,22130002,23.67,0,F,68,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-11-15
2024,BE,BE_EP_12,BE_P16,ID,42895948bbe06247be66c926,PREFERENTIAL,1310334,9.192,1,64.22,22197154,36.34,0,X,65,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-03-15
2004,DK,DK_EP_01,DK_P17,GREENS_EFA,979c5236283fbe1ad9f02d72,OPEN_LIST,1764295,12.97,2,60.64,22431668,24.01,0,M,69,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2024-06-01
2009,GR,GR_EP_02,GR_P18,S&D,5657fd2363540867657943a0,CLOSED_LIST,2547413,16.724,8,67.69,22502442,21.03,0,F,68,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-08-27
2014,LT,LT_EP_03,LT_P19,OTHER,3361f3be5dc3efdea8b8f5aa,MIXED,1273452,13.833,0,40.99,22458593,30.22,1,X,72,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2025-07-20
2019,PT,PT_EP_04,PT_P20,LEFT,1e6d3e3c7dbb99437e8bb432,STV,1921304,13.093,5,64.63,22704289,40.46,0,M,71,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-10-26
2024,SE,SE_EP_05,SE_P21,ECR,c7b94f14fd7f86e67c9ef4cd,PREFERENTIAL,2701147,16.555,7,71.65,22772693,2.47,0,F,71,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2024-05-06
2004,CY,CY_EP_06,CY_P22,RENEW,0ee0bda245cb10b4c092bc52,OPEN_LIST,1074302,10.736,4,43.78,22856472,15.71,1,X,73,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-25
2009,FR,FR_EP_07,FR_P23,EPP,ec9a6b43e312783bac507e3d,CLOSED_LIST,1589180,17.142,4,40.7,22778589,27.46,0,M,72,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2024-03-21
2014,IT,IT_EP_08,IT_P24,NI,0497f5655832e6ca706cc0ea,MIXED,591509,4.854,2,53.23,22892054,8.19,0,F,75,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2025-09-30
2019,NL,NL_EP_09,NL_P25,ID,24b126f830e4ca27d728c255,STV,2642650,16.39,5,70.41,22898943,20.12,1,X,78,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-19
2024,SI,SI_EP_10,SI_P26,GREENS_EFA,292f7cb05c602472384a915d,PREFERENTIAL,180535,1.636,1,47.62,23169994,21.77,0,M,79,2024-07-01,2029-06-30,EUROPARL_RESULTS_PORTAL,2024-07-08
2004,BG,BG_EP_11,BG_P27,S&D,cb50dbb7fd539da8e9aaedea,OPEN_LIST,328716,3.785,1,37.29,23290970,40.37,0,F,77,2004-07-01,2009-06-30,ACADEMIC_ELECTIONS_DB,2025-05-08
2009,EE,EE_EP_12,EE_P28,OTHER,b948ca9bfec631c3c314768f,CLOSED_LIST,257188,2.891,1,38.39,23175917,6.69,1,X,77,2009-07-01,2014-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-10-31
2014,HU,HU_EP_01,HU_P01,LEFT,8256b06347975243d16d6854,MIXED,923468,6.193,1,63.79,23377771,1.87,0,M,79,2014-07-01,2019-06-30,EUROPARL_RESULTS_PORTAL,2025-09-14
2019,LU,LU_EP_02,LU_P02,ECR,f7cce436a2284aa535302d76,STV,1710109,15.627,2,46.89,23338311,14.04,1,F,80,2019-07-01,2024-06-30,ACADEMIC_ELECTIONS_DB,2024-09-27
2024,RO,RO_EP_03,RO_P03,RENEW,c4acaba24dd4694de20d7b11,PREFERENTIAL,1313157,8.811,2,63.08,23625331,12.44,0,X,82,2024-07-01,2029-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2026-02-23
2004,AT,AT_EP_04,AT_P04,EPP,1c0413a9155973e0a6d91448,OPEN_LIST,1295705,14.247,1,38.63,23543369,13.89,0,M,85,2004-07-01,2009-06-30,EUROPARL_RESULTS_PORTAL,2025-10-18
2009,CZ,CZ_EP_05,CZ_P05,NI,5d04d4d2104b3e2d760426f2,CLOSED_LIST,1366998,10.872,6,52.85,23792043,2.29,0,F,82,2009-07-01,2014-06-30,ACADEMIC_ELECTIONS_DB,2025-12-23
2014,DE,DE_EP_06,DE_P06,ID,eae440beeb31d0f07483794b,MIXED,1853093,15.285,5,51.15,23702071,29.55,0,X,84,2014-07-01,2019-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-02-10
2019,LV,LV_EP_07,LV_P07,GREENS_EFA,586940683b912aac32985a89,STV,275672,2.122,0,54.47,23854505,17.69,0,M,87,2019-07-01,2024-06-30,EUROPARL_RESULTS_PORTAL,2024-05-16
2024,PL,PL_EP_08,PL_P08,S&D,7cb49f6d214e1868e0a30664,PREFERENTIAL,741967,4.47,0,69.34,23940063,41.39,0,F,88,2024-07-01,2029-06-30,ACADEMIC_ELECTIONS_DB,2025-06-25
2004,ES,ES_EP_09,ES_P09,OTHER,3549c76aa37461ec893c4929,OPEN_LIST,1242139,7.619,2,67.77,24057608,9.12,0,X,22,2004-07-01,2009-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-11-10
2009,HR,HR_EP_10,HR_P10,LEFT,9f0944588c0c979b7e440e44,CLOSED_LIST,2223494,12.13,0,76.06,24100743,12.99,0,M,20,2009-07-01,2014-06-30,EUROPARL_RESULTS_PORTAL,2025-11-02
2014,FI,FI_EP_11,FI_P11,ECR,f11be9c7028aa82bfd8616d9,MIXED,1153915,10.654,4,44.57,24300603,19.62,0,F,21,2014-07-01,2019-06-30,ACADEMIC_ELECTIONS_DB,2024-03-03
2019,IE,IE_EP_12,IE_P12,RENEW,3ddf0d3a6bb7c5093857ff37,STV,305132,4.128,1,30.47,24256404,5.11,0,X,22,2019-07-01,2024-06-30,NATIONAL_ELECTION_BODY_COMPILATION,2024-02-05
