biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_inr,biz_output_new_orders_value_inr,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_inr,biz_output_r_and_d_spend_inr,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2022Q2,CL6878,199769379584.69,36081404179.52,61.24,105.62,24.89,27.0,82.19,114.96,37.66,11789058982.0,2232313769.49,57.01,0.3757,61.68,0.3594,71352.44,0.452,south
2016Q4,CL4234,34151047660.56,10402031734.69,83.92,112.37,51.42,44.28,48.29,89.87,58.17,10145378435.65,5680842988.96,39.73,0.3528,23.76,0.3732,14258.32,0.6205,east
2020Q1,CL1342,28220596073.73,10461264673.08,68.38,110.54,24.24,23.97,74.05,92.92,46.32,9419849427.11,3420231083.49,45.79,0.2852,14.92,0.4893,17285.24,0.1287,tier2_cities
2018Q1,CL3950,4983824304.35,1314275380.81,73.52,110.66,36.45,34.57,67.89,91.31,73.8,20377858887.83,8193848455.92,22.0,0.0904,48.59,0.1812,24965.02,1.9824,domestic_focused
2018Q2,CL7985,30005749513.1,10043243808.26,61.48,98.15,21.87,28.52,78.78,65.94,38.39,13931463101.58,4496458991.35,70.36,0.2778,69.18,0.3642,21514.97,0.6812,south
2015Q4,CL3841,50805977022.26,3856980384.31,65.29,104.31,16.37,0.0,82.1,95.18,38.78,6678627244.05,6754890377.74,15.84,0.0895,56.3,0.4752,19889.22,1.9274,domestic_focused
2026Q4,CL1645,77783312966.93,9366848937.69,90.23,105.15,11.52,16.14,81.55,103.38,63.81,16843185892.43,5589149290.56,56.11,0.2215,11.8,0.1196,54173.51,0.441,south
2023Q3,CL3198,112525590331.51,7756276028.08,64.67,87.54,22.8,29.33,72.15,102.07,44.34,42269841472.41,1098665736.31,36.14,0.162,28.07,0.1006,19200.5,0.2345,domestic_focused
2024Q2,CL9738,56346602443.74,11427999911.03,68.22,101.19,35.38,33.85,58.08,123.31,37.72,6453464585.64,609781541.13,23.04,0.3652,40.29,0.3084,54284.49,0.3097,export_oriented
2022Q1,CL2187,26186578080.63,8917151554.56,77.1,103.27,17.94,24.88,78.38,73.38,53.0,7694748862.08,5420499493.77,44.5,0.1975,17.92,0.2578,20890.27,0.1106,west
2015Q3,CL2703,78972732558.33,19505578967.77,66.65,108.68,26.45,18.09,83.04,97.98,57.33,71251746014.35,979609582.07,61.74,0.064,58.4,0.1993,11767.42,0.4558,south
2022Q2,CL7940,80192626046.95,15126325798.1,68.44,103.59,23.14,26.02,70.26,82.4,66.37,7867597689.54,2118223628.73,44.63,0.5186,17.5,0.3891,55708.5,1.2688,tier1_metros
2018Q4,CL6488,78478005522.72,21826604711.57,71.17,102.25,15.05,26.25,85.05,99.03,54.16,24920230460.95,1566170632.33,50.26,0.2867,35.17,0.1788,10257.92,0.2903,rural
2016Q2,CL1519,51751339403.76,17599087255.09,75.09,115.94,17.47,24.33,84.37,110.09,34.36,15534411899.49,477769464.03,30.91,0.4423,24.61,0.1618,25888.12,0.3126,domestic_focused
2021Q1,CL1413,23704679469.95,6783739127.32,70.12,118.28,46.42,19.76,47.79,94.07,42.97,17121295641.85,3929622983.61,62.46,0.2443,51.56,0.2986,271630.36,0.1076,domestic_focused
2020Q4,CL8732,88133792385.41,26329944357.46,83.29,99.4,14.68,15.3,92.17,87.94,47.16,13648840236.02,2560375849.89,43.88,0.4334,43.85,0.0937,68310.97,0.3655,north
2021Q2,CL8268,58313466228.61,12763308239.54,66.68,115.63,18.71,1.05,83.84,92.13,54.11,12072421712.8,1149116679.59,18.69,0.1099,38.22,0.2501,241236.95,0.2733,east
2022Q3,CL8874,97532855291.02,19627074679.48,75.42,104.44,33.65,11.92,50.06,92.2,43.5,4124362576.16,1541557188.03,67.64,0.3649,42.2,0.4232,38620.69,0.2584,tier2_cities
2018Q3,CL7442,50797549036.45,11083424976.77,72.14,109.44,39.17,9.83,63.45,85.06,29.52,5422398353.85,5623798249.65,32.1,0.0618,66.8,0.5273,52372.95,0.4346,tier2_cities
2025Q4,CL3088,33020975132.37,7825806128.35,57.44,94.98,18.53,0.0,82.2,81.27,73.05,16758360059.35,1105952375.3,21.45,0.2863,14.03,0.5658,31175.54,1.0358,south
2026Q1,CL4894,24205805982.85,5041975077.89,67.71,116.82,7.74,36.52,93.23,91.77,36.68,10772627760.39,3298013329.29,16.64,0.4286,28.93,0.1781,25283.47,0.2905,north
2023Q3,CL2461,23490712506.88,4057344714.77,68.81,98.62,15.26,17.75,87.43,123.36,47.37,2441446631.34,2964361353.67,46.65,0.5142,48.47,0.1677,147991.07,0.1261,national
2016Q4,CL2942,52594482235.57,14753464219.97,70.87,107.2,30.98,4.65,64.89,103.16,69.93,11364247983.82,3403560609.13,33.74,0.6785,27.66,0.678,25173.54,0.1477,east
2019Q2,CL9469,55243556647.91,16640149771.72,86.45,110.56,13.58,35.3,87.42,103.75,69.34,17202585457.15,1716373793.67,40.44,0.1665,5.76,0.5295,24106.93,0.1152,export_oriented
2023Q4,CL9341,19431982640.38,3032427151.37,62.08,90.06,20.41,0.0,77.37,103.91,32.32,18475857788.09,1873641485.59,39.73,0.0777,57.83,0.2984,22342.83,0.1075,export_oriented
2022Q4,CL5136,50823818253.98,20844568446.93,75.64,96.12,22.11,34.2,76.02,116.01,23.96,6630779505.8,8468412251.47,94.91,0.7844,33.93,0.2197,15005.41,0.5502,tier2_cities
2022Q1,CL9502,39307453534.12,16173855613.86,73.92,97.68,37.05,11.41,63.46,88.1,70.87,10077525521.86,6001028894.32,47.72,0.4212,26.12,0.1141,44201.09,0.366,south
2015Q3,CL6463,128814897239.35,25306125510.3,75.57,99.54,23.93,5.85,80.5,106.55,76.82,15002348424.68,682484997.44,44.8,0.415,31.19,0.2172,106751.76,0.2666,domestic_focused
2015Q4,CL3057,42460013945.18,12429376020.67,66.44,97.47,20.77,10.68,74.34,89.2,65.46,8753301361.54,638331600.87,0.0,0.2875,16.12,0.0666,6440.7,0.9677,north
2019Q2,CL9706,28965339848.2,6440543990.83,74.67,109.75,18.68,7.07,86.82,115.54,47.44,1984151704.93,3946796049.69,27.85,0.3183,25.76,0.1156,143640.85,0.2904,south
2021Q2,CL3938,312965002400.38,70390798922.57,81.85,114.14,22.52,17.57,76.13,85.4,66.15,36906355634.06,1086697909.22,46.91,0.302,14.1,0.2514,38853.11,0.0812,rural
2023Q2,CL2735,66985751662.77,17317532459.69,59.35,82.7,16.67,21.39,75.81,101.43,44.57,50389946779.14,6599975717.19,47.91,0.4085,43.72,0.3084,51712.79,0.1344,domestic_focused
2017Q2,CL2461,34783629608.82,5523885475.75,74.57,111.07,15.38,28.39,81.69,117.18,38.77,8379763124.72,7875782159.89,42.92,0.1518,43.47,0.1126,4317.09,0.4062,domestic_focused
2023Q4,CL5153,34781185628.13,6024539757.84,88.35,97.19,22.68,17.63,79.18,113.41,46.11,16411731504.11,2215661978.44,56.39,0.2009,23.73,0.1348,53863.12,0.5942,national
2021Q2,CL6093,8468007735.8,2184699037.91,68.63,105.97,6.52,29.68,91.25,131.98,40.04,134930157215.9,1283534152.36,50.1,0.0522,53.75,0.6075,31186.0,0.5,export_oriented
2021Q1,CL2895,53234002124.59,15064574003.83,79.1,104.07,1.4,21.16,96.55,128.19,44.63,6236330276.58,2594560195.61,55.44,0.2599,56.02,0.1564,153859.08,0.2048,export_oriented
2019Q4,CL2826,39951643483.44,7975243669.93,80.88,102.18,25.72,18.42,72.96,102.47,33.97,13675030112.78,4857082174.46,38.47,0.3869,21.81,0.1617,41720.38,0.1494,north
2015Q2,CL7134,25012258536.33,4623463293.65,80.33,96.83,17.7,9.12,83.34,128.35,71.63,17673552911.12,658196278.36,35.0,0.0829,46.19,0.2717,45607.39,0.6054,north
2015Q1,CL1081,99661523917.13,16611151810.07,68.57,113.91,13.5,28.16,84.61,101.1,45.81,16749795875.78,1342873268.45,84.08,0.1184,63.48,0.3754,61178.75,0.43,rural
2025Q1,CL2835,9157971413.49,3257993704.2,55.63,114.5,0.0,20.88,100.0,73.66,34.17,9472481490.99,1271872283.86,44.11,0.138,55.17,0.2937,56196.34,0.3228,south
2021Q2,CL5517,167716835387.25,27995504559.05,80.99,94.55,26.62,20.61,71.5,98.41,52.32,18021892451.32,4023374987.12,47.97,0.4271,27.24,0.2013,55640.6,0.1612,domestic_focused
2024Q1,CL5266,39109727320.99,11503922392.86,69.43,76.49,29.66,14.75,62.17,74.39,58.9,23420154572.38,2905570853.74,38.79,0.2431,30.31,0.1087,73694.64,0.2879,export_oriented
2021Q3,CL8036,43551226456.77,8250097137.45,81.72,109.44,8.71,17.35,90.73,95.79,32.52,8402209001.43,5036281286.13,62.74,0.242,48.01,0.2117,37819.62,0.1957,national
2015Q4,CL7224,73146176094.56,14401140296.28,64.1,96.48,33.88,15.53,78.56,100.52,41.86,17519986736.87,4317120359.9,44.4,0.3413,37.67,0.3054,12775.6,0.2179,tier2_cities
2020Q3,CL4687,16338940974.25,6655206037.6,75.18,91.83,19.51,13.09,71.47,115.08,19.78,6140786876.45,4302840104.86,50.12,0.0772,40.05,0.3966,13935.2,0.1014,export_oriented
2016Q3,CL6551,22903562215.82,7461255409.78,69.3,90.35,22.48,26.34,71.78,92.16,77.67,10343146807.51,2853543995.53,52.32,0.2993,40.47,0.3484,51365.95,0.7546,tier2_cities
2025Q4,CL2889,25313842051.63,4782231745.9,79.32,93.32,14.43,40.39,80.51,60.0,47.37,5608340769.43,3663262108.68,37.11,0.4648,51.86,0.11,48902.46,0.282,tier1_metros
2019Q4,CL5582,126615568037.74,30828485859.97,71.02,120.31,27.85,21.99,67.07,122.4,60.64,25593039123.78,738462762.63,66.66,0.21,41.48,0.1449,27819.41,0.4227,national
2016Q1,CL1208,56723444716.12,10004067313.46,75.54,88.31,37.54,14.73,70.99,96.08,80.95,17204555326.06,1502786530.37,59.35,0.3845,18.07,0.1625,56967.26,0.2554,export_oriented
2021Q4,CL8259,35953613855.9,10490979024.37,71.97,128.25,20.07,1.91,83.02,93.15,38.94,14895521883.63,1469699813.37,43.63,0.0371,27.09,0.4096,63538.54,0.2742,tier2_cities
2020Q4,CL1339,29159655049.91,6737874585.23,63.67,97.26,38.31,9.74,62.3,103.58,56.96,10140695769.31,2902799240.44,45.29,0.5209,46.7,0.5028,45401.82,0.4301,east
2021Q4,CL9782,86017644066.41,27749446420.03,65.43,92.37,18.14,24.25,81.81,89.12,14.3,6208472359.76,318420823.19,12.27,0.0921,4.98,0.2281,40931.6,0.7499,rural
2017Q2,CL4135,149123721040.64,61340242920.6,58.21,101.62,3.2,8.01,99.94,93.2,51.37,24825426027.7,588859289.94,47.1,0.3534,32.83,0.4733,34484.74,0.0896,tier2_cities
2019Q2,CL7544,48057730485.17,9897469719.27,85.65,95.25,29.42,4.08,71.05,116.59,78.05,6275485046.3,16177273228.08,86.49,0.3862,39.56,0.2948,20349.64,0.5373,tier1_metros
2023Q4,CL8981,36246178867.78,10555896774.38,64.45,102.76,12.51,38.43,90.8,110.99,62.71,10151232327.37,19810916575.32,19.47,0.1939,91.61,0.5337,11790.82,0.1771,domestic_focused
2024Q1,CL9567,94134809660.33,21124632410.32,87.74,115.66,35.94,40.65,74.77,100.48,53.09,14252782469.69,3473152269.09,37.53,0.1228,39.16,0.4568,25738.37,0.2081,domestic_focused
2015Q2,CL9590,175077657506.34,28780292875.41,71.92,73.86,19.91,29.23,81.68,112.74,34.95,10918080126.28,2684719367.45,53.54,0.1784,33.31,0.5154,20311.87,0.2627,north
2017Q2,CL7544,48450035818.84,9861299211.16,70.61,90.48,13.61,0.0,91.82,76.58,71.02,9164143005.12,3416504628.01,7.3,0.2389,16.99,0.157,39271.59,0.2748,tier2_cities
2018Q2,CL4589,54667964277.15,10005496255.96,70.11,92.09,21.4,19.6,77.8,99.54,40.85,3078536593.63,4021831991.56,65.84,0.3563,55.19,0.5239,24007.43,0.3293,south
2016Q4,CL9246,27203466365.51,4140936927.56,58.26,104.32,24.79,16.22,86.42,106.75,57.55,50066183230.49,4071131729.59,71.7,0.1272,59.37,0.6245,24321.14,0.2653,west
2016Q3,CL9684,83153141625.64,22345173874.87,64.57,125.05,21.08,30.81,79.62,95.1,90.81,25629389356.31,1681329417.48,41.18,0.2059,69.91,0.1448,199726.95,0.2956,rural
2026Q2,CL2666,40716524707.59,8725374586.7,61.74,98.75,9.93,14.52,91.35,109.17,23.27,12402430749.87,1042611704.29,39.15,0.0873,22.69,0.3706,29086.36,0.365,east
2022Q2,CL7471,27986692666.4,1399334633.32,86.85,119.87,31.14,0.0,67.84,76.77,59.65,2342522587.73,1475010881.08,48.22,0.2224,39.28,0.2141,22305.05,0.1759,north
2023Q2,CL6891,17864999521.84,4211351898.18,82.33,96.79,3.78,7.42,91.82,100.57,60.71,121894064628.07,307142254.69,47.09,0.3056,54.59,0.1125,180024.06,0.3832,west
2018Q4,CL5670,38521488614.22,3209684845.51,69.39,97.18,22.94,9.88,78.08,102.94,12.01,14174837395.26,7059027812.74,62.93,0.2556,40.26,0.6141,12844.52,0.394,domestic_focused
2021Q3,CL6268,20964298345.35,5499854518.5,84.28,115.92,25.9,18.29,77.46,86.17,31.83,3546477138.98,7143112709.07,38.42,0.1377,13.13,0.321,94490.88,0.4174,export_oriented
2018Q1,CL7892,26392611066.88,6740379829.03,75.18,112.67,27.21,26.32,62.96,105.05,40.79,6557741487.1,675009899.44,35.41,0.241,36.64,0.5661,39235.79,0.2226,tier2_cities
2015Q2,CL7979,10530580114.67,3176287023.44,73.87,92.05,23.79,0.0,62.63,129.09,41.38,19849850770.53,40545042638.58,55.23,0.1857,30.17,0.1619,83429.03,0.1941,west
2015Q4,CL3433,60128045043.51,12604042091.64,78.88,112.32,13.65,7.43,83.13,92.31,92.35,7270928025.35,1127679051.59,45.14,0.2716,26.47,0.1155,34563.87,0.773,east
2019Q4,CL9979,93084039239.13,16325648062.07,71.15,104.78,26.52,13.26,70.71,98.71,45.75,5090406789.84,2888793886.85,64.84,0.3493,16.47,0.5008,35579.91,0.1379,national
2019Q3,CL5122,139804509499.65,49133442004.68,76.66,90.53,33.52,18.3,55.1,82.73,57.79,4665352074.87,628864538.11,49.61,0.3356,30.49,0.0577,33319.36,0.2635,national
2019Q2,CL1833,14786109918.2,3257463722.12,69.29,108.27,19.11,13.48,84.46,107.98,43.62,16478914766.41,3323400208.78,9.21,0.5846,70.1,0.4929,95192.49,0.1944,domestic_focused
2019Q4,CL5689,18180446452.26,3607136619.41,79.89,106.15,20.32,35.51,81.47,126.87,64.4,2866040499.84,821572013.58,49.9,0.1732,55.07,0.386,137503.55,0.2342,export_oriented
2020Q4,CL5312,37986886613.56,7017558707.63,50.17,102.15,42.2,24.47,56.82,112.89,28.31,7451102008.47,4099218323.78,0.0,0.3713,43.62,0.2537,36075.2,0.8165,north
2016Q4,CL7624,29554975486.91,8218183219.13,68.82,85.06,20.43,28.41,79.66,94.85,44.85,6694924581.81,159882435.72,25.74,0.5391,43.41,0.233,54292.95,0.6097,export_oriented
2021Q1,CL7965,82040058166.77,21736594715.84,60.62,84.07,33.99,18.97,70.63,110.08,57.67,33085348551.17,12778415013.47,33.39,0.2753,40.54,0.1143,30618.3,1.3024,national
2017Q3,CL2290,32497009174.51,3672533201.6,64.34,91.39,17.41,13.6,78.8,86.46,34.27,18112047926.03,831047565.61,23.37,0.0842,36.53,0.3706,10874.35,0.2038,tier2_cities
2024Q2,CL2413,26366711898.28,3088879206.22,61.99,118.58,22.49,18.01,73.12,87.63,54.94,11098482368.11,962426574.1,0.0,0.1404,19.77,0.5421,20667.49,0.5228,east
2019Q3,CL5199,243617346902.94,22563884958.11,81.66,92.65,33.84,9.28,56.69,116.49,33.59,11367793288.57,6556723343.12,69.15,0.3545,41.59,0.1985,45724.65,0.644,tier1_metros
2026Q2,CL2479,34206171018.54,8092373249.46,80.16,89.52,10.96,18.59,87.31,126.11,35.25,10290871218.04,1806293127.63,34.53,0.0764,20.15,0.3549,81607.84,0.2408,tier2_cities
2022Q1,CL3629,31606053919.01,9659778602.13,72.28,85.28,33.48,9.87,59.3,100.44,51.42,45984016658.99,227778357.31,39.45,0.769,26.92,0.2338,54093.31,0.2132,tier1_metros
2015Q4,CL9893,31830118358.01,6713317025.5,69.53,112.43,14.94,26.98,79.91,83.34,80.34,20149484633.91,2244496836.06,27.1,0.0655,19.45,0.0308,31533.88,0.6928,north
2019Q4,CL3669,48776846705.25,5053597178.02,70.64,110.2,7.37,22.5,92.86,109.75,86.79,14178456922.63,1875102637.47,36.66,0.0981,6.09,0.1217,10161.26,0.1153,south
2015Q3,CL1020,58024586734.48,15551166916.94,55.04,112.19,45.31,15.29,61.8,101.24,100.0,11895639589.5,403967096.38,28.03,0.1662,37.0,0.3396,114704.12,0.3991,tier2_cities
2015Q2,CL3744,55188518004.37,16495209893.54,58.79,95.98,32.16,28.55,74.11,102.54,23.46,41774558412.94,543107997.89,36.59,0.5336,76.65,0.6069,66448.41,0.1945,domestic_focused
2025Q4,CL2950,191745924851.12,39823803595.66,71.91,97.7,13.65,15.27,82.64,101.4,25.63,42250313897.34,702344059.4,36.02,0.077,10.99,0.4538,49221.73,0.1466,west
2025Q1,CL5965,49859479019.12,8175092852.07,70.36,112.64,19.94,32.88,86.12,81.95,37.15,52968870942.02,3319903916.65,54.78,0.1626,27.75,0.5056,19876.36,0.7369,west
2025Q4,CL3948,21845391525.46,4906590107.56,65.16,101.13,23.95,9.38,73.83,89.67,41.75,6414191614.58,8299504212.41,57.55,0.3539,36.3,0.3629,7805.03,0.7257,export_oriented
2017Q2,CL5802,58810765075.46,10578136500.42,91.2,117.86,44.25,0.0,60.56,94.13,38.84,24481962612.75,8970596404.52,28.95,0.4048,40.16,0.2843,18250.72,0.313,tier2_cities
2019Q1,CL6730,48033452295.46,10230443279.16,55.05,97.86,31.91,37.7,56.12,91.28,81.08,29980468575.17,6080609951.39,74.63,0.3679,74.01,0.4381,11784.34,0.5011,domestic_focused
2025Q1,CL7406,183482999283.94,41323734218.57,68.37,100.66,6.57,15.76,98.5,110.63,54.31,26581868665.11,1064449434.72,18.55,0.5515,29.93,0.4908,9344.43,0.4402,tier1_metros
2017Q1,CL4991,45861008312.0,8647868016.26,67.1,109.79,28.1,21.76,78.25,123.09,34.48,9431839294.35,5786242857.77,80.5,0.3243,25.32,0.0745,165987.83,0.2447,domestic_focused
2018Q4,CL1623,27522682416.29,4541990828.47,79.02,103.39,26.88,0.0,80.12,97.74,48.52,19556836764.49,4680601880.89,26.74,0.2227,60.93,0.1201,112657.48,0.3829,west
2019Q3,CL8036,88173480129.57,29917950776.0,60.24,92.12,24.05,11.01,85.72,106.35,88.49,5269885002.83,7535989198.56,53.11,0.1328,37.0,0.0537,11948.35,0.2916,tier2_cities
2017Q1,CL6142,27847725513.34,5116847288.29,78.37,87.69,21.02,8.7,83.65,99.04,73.55,39807916314.63,1339234117.49,38.43,0.2161,12.51,0.5638,39775.41,0.2622,east
2019Q4,CL3246,56965406600.4,9630154717.36,71.44,86.0,15.51,26.38,92.9,99.2,43.42,20578174620.14,25501585793.62,49.23,0.459,7.58,0.6602,48343.13,0.202,tier2_cities
2022Q2,CL4841,19697416679.74,6128420449.11,90.27,99.85,38.91,33.25,63.08,100.21,41.92,38223046895.97,3904532590.44,17.19,0.1398,26.44,0.1548,103562.2,0.155,export_oriented
2019Q1,CL3908,31430621162.03,7637022793.07,56.44,114.57,11.35,21.21,87.21,110.6,75.5,56042371713.55,432142065.77,26.05,0.3686,33.72,0.3477,154866.0,0.4685,export_oriented
2015Q3,CL8796,154870586239.19,18673894116.17,70.61,105.6,4.08,26.27,95.78,97.48,14.2,56800571836.0,2630546434.98,51.88,0.2217,38.74,0.4698,38181.07,0.289,rural
2016Q3,CL3519,44791593596.51,10877322866.9,72.16,97.84,0.0,27.96,98.44,91.02,53.86,10752043679.31,2767987729.75,40.34,0.2211,31.85,0.1753,92803.93,0.6553,south
2020Q3,CL7882,38775245816.44,8109707016.59,73.41,102.7,24.33,26.72,84.52,109.17,35.82,12946338217.82,3092456617.01,23.84,0.108,50.38,0.471,41183.41,0.3434,tier1_metros
2022Q1,CL8218,21522446000.65,6127088843.93,75.61,70.0,23.58,8.72,81.83,117.68,42.99,15078183815.63,2226264928.54,13.81,0.4229,59.43,0.2466,125629.92,0.2475,export_oriented
2017Q3,CL9831,43045448055.69,9421674304.33,65.27,115.31,24.69,15.6,76.58,122.52,38.87,40316107058.93,1808354240.94,73.75,0.1516,53.77,0.1773,88287.25,0.1294,export_oriented
2026Q1,CL6411,238464616057.98,36611584346.47,69.48,108.06,8.85,44.43,97.07,83.77,28.23,5190215616.95,2396178500.92,21.29,0.4765,42.72,0.2721,65229.31,0.163,rural
2019Q3,CL1273,141177151731.91,23021107993.18,72.54,81.36,10.42,7.75,85.67,78.2,53.22,125882689882.34,1491104401.91,52.99,0.3865,37.69,0.0495,59972.25,0.3104,west
2017Q2,CL9064,101151862081.84,30550592103.76,68.99,105.3,46.49,27.07,63.46,109.37,51.82,303662420241.82,1681744578.67,74.21,0.0811,43.34,0.1793,58029.76,0.5945,west
2018Q3,CL8797,18248326914.14,2910906213.22,79.14,98.03,17.73,16.43,88.86,103.83,70.99,13740729479.66,623560630.49,75.84,0.4851,14.7,0.0419,46582.45,0.0848,domestic_focused
2020Q3,CL2355,139102331069.95,17081160801.54,58.61,87.95,23.51,12.9,70.36,90.27,51.17,14449366954.48,4350137426.04,51.73,0.6493,44.32,0.4851,38292.71,0.213,tier1_metros
2015Q3,CL2641,102959153091.26,29130211870.5,73.39,83.98,16.72,26.73,79.75,91.05,55.79,13035297688.28,1682938461.63,43.04,0.4235,36.76,0.1696,25404.11,0.2988,tier2_cities
2025Q4,CL5689,35294574990.6,10694886954.21,65.86,106.54,11.45,37.1,86.06,100.81,21.45,11566662727.05,820532391.15,33.24,0.573,52.7,0.2189,30797.7,0.32,south
2019Q3,CL6242,25236678561.54,5004677900.29,65.58,75.43,20.97,0.0,74.52,109.35,61.53,16848682780.47,11216630484.96,60.23,0.1592,37.32,0.2392,35276.74,0.1935,north
2019Q2,CL1162,70969020796.19,17810126157.06,76.28,100.55,27.1,23.8,66.28,110.79,29.37,9744749385.65,538401922.28,27.03,0.098,66.31,0.1784,58011.34,0.175,east
2021Q4,CL9080,52808288249.58,16110888821.21,70.09,98.95,21.96,19.65,87.37,83.72,27.39,14267180045.38,1032554084.74,47.87,0.3823,24.21,0.4458,64591.56,0.1621,rural
2024Q4,CL4341,62880030857.95,7374351857.38,63.6,110.5,33.63,29.48,55.27,84.31,24.11,8060692681.91,3471936453.81,79.18,0.27,32.63,0.5758,6626.01,0.2288,south
2023Q1,CL1835,19674971312.53,2233210560.34,60.17,82.31,22.55,25.86,80.72,103.45,27.61,17696159657.33,16610835970.2,26.15,0.1862,54.49,0.3505,10603.7,0.479,north
2019Q4,CL4027,32197352886.47,5970390531.42,69.53,101.85,29.57,28.26,65.34,96.46,72.34,3215070889.86,1124926331.72,66.57,0.7347,19.93,0.4028,35490.83,0.2584,east
2022Q2,CL4322,103976191507.62,7300695643.59,59.92,107.76,5.74,0.0,94.79,122.6,65.62,9718757575.45,5443882857.22,60.01,0.2532,31.75,0.1489,69928.35,0.6318,export_oriented
2024Q2,CL4995,18497042078.52,1549500174.92,69.0,108.21,29.39,16.15,67.28,129.1,33.1,6015565542.99,5233373931.93,90.77,0.2284,71.33,0.4979,99758.64,0.3106,tier2_cities
2017Q4,CL4851,30934564968.05,4569049789.87,64.07,107.53,27.16,15.71,73.89,112.8,59.59,38349568103.27,2164422487.55,34.55,0.1535,43.77,0.2596,102659.19,0.241,tier1_metros
2024Q1,CL5102,63516414908.03,21467421235.33,77.43,87.83,5.97,12.73,84.22,82.88,22.44,17265234252.43,8228519850.91,37.65,0.6497,10.0,0.2594,69899.04,0.2105,export_oriented
2022Q2,CL4107,48530885656.07,11890376434.74,72.21,98.16,6.82,15.2,92.73,127.52,81.23,15869092277.49,1159135505.2,10.42,0.0883,45.83,0.3238,10555.24,0.758,domestic_focused
2020Q4,CL7465,4106481309.76,680412393.65,58.52,112.69,37.39,8.75,65.07,88.76,16.16,38923984524.92,604635587.98,39.47,0.2264,28.99,0.2229,26228.21,0.0951,national
2026Q4,CL5552,95066581745.9,21881805123.5,56.3,106.33,11.92,21.11,91.53,109.47,36.7,32101606149.37,1564855895.17,45.94,0.081,72.4,0.3224,46384.43,0.4325,south
2018Q2,CL8364,133564823987.21,43279051725.9,54.59,87.54,28.35,20.2,69.28,114.91,28.48,7556454578.23,1113508187.5,19.65,0.2007,14.72,0.2749,22428.74,0.2303,tier2_cities
2017Q4,CL1469,12589241800.56,4506003310.98,67.02,86.98,1.54,10.16,94.89,96.51,23.13,2233913034.78,3737218666.63,69.45,0.2166,55.71,0.3216,17569.97,0.8781,national
2025Q2,CL4429,59824728135.85,10647441220.61,61.15,102.06,23.59,1.73,69.8,105.19,50.22,72946317148.01,2621835623.55,46.43,0.3163,65.45,0.2751,60285.89,0.9213,north
2018Q2,CL8289,14564613105.26,3528493802.32,62.79,96.74,10.14,23.2,86.34,102.19,54.31,4957823205.72,2688166105.56,3.26,0.4551,54.42,0.3693,15881.06,0.5096,south
2023Q2,CL8310,19329182810.09,2661241059.59,80.81,103.97,26.57,7.72,81.35,100.53,54.32,65287502895.45,849426863.24,27.97,0.1792,59.47,0.2109,17194.31,0.4716,rural
2026Q1,CL4978,33403952084.11,9392840305.83,78.26,107.64,18.59,9.74,85.49,60.95,67.29,96686259343.61,791694762.92,49.58,0.4807,63.49,0.3713,17545.08,0.4499,domestic_focused
2016Q1,CL1911,63381814150.24,20951067636.84,86.6,115.13,33.37,10.23,64.52,100.33,48.16,23208074211.99,6079802085.77,68.2,0.1708,33.44,0.5164,17074.87,0.1912,tier2_cities
2018Q2,CL2459,16173896661.58,5171304501.44,80.09,117.7,5.6,21.28,92.26,85.58,45.16,18512016972.38,1248950216.98,51.73,0.437,24.77,0.5024,25695.51,0.3986,north
2022Q1,CL6826,56722655514.78,2836132775.74,87.15,89.6,24.9,13.22,73.98,107.99,38.21,17815288093.77,2544141097.66,30.17,0.3369,67.18,0.0992,75490.4,0.1778,north
2023Q1,CL7790,62780019410.45,9455340335.34,76.03,118.57,6.67,13.88,93.15,113.92,100.0,26583569001.42,4572722898.79,42.17,0.3809,25.39,0.1602,21274.34,0.4918,west
2016Q1,CL5363,17838269217.27,4220118971.17,78.59,90.31,30.03,16.2,64.3,124.35,60.26,40760761054.83,4490039211.8,64.2,0.347,26.99,0.358,60731.05,0.1669,east
2025Q4,CL3299,15504069241.3,1852663673.41,66.29,99.16,27.68,13.63,77.1,94.05,29.81,22244007578.13,3909587597.85,43.12,0.1255,44.76,0.2841,134525.62,0.3509,tier1_metros
