demo_nativity_estimate_year,demo_nativity_puma_code,demo_nativity_nativity_category,demo_nativity_country_of_birth,demo_nativity_year_of_arrival,demo_nativity_citizenship_class,demo_nativity_english_proficiency_level,demo_nativity_primary_language,demo_nativity_secondary_language,demo_nativity_ancestry_first,demo_nativity_ancestry_second,demo_nativity_language_isolates_count,demo_nativity_foreign_language_speaker_count,demo_nativity_limited_english_households,demo_nativity_naturalization_rate_estimate,demo_nativity_visa_class_at_entry,demo_nativity_refugee_admission_flag,demo_nativity_remittance_sending_flag,demo_nativity_translation_need_indicator,demo_nativity_cultural_linguistic_diversity_index
2018,10649,NATIVE,EL_SALVADOR,2017,NONCITIZEN,NOT_WELL,FRENCH,VIETNAMESE,NIGERIAN,GERMAN,141,18075,3572,0.875,DIVERSITY,0,1,1,0.3569
2024,10650,NATURALIZED_CITIZEN,INDIA,1988,NONCITIZEN,NATIVE,ARABIC,VIETNAMESE,ENGLISH,NONE,14,6481,5967,0.964,TEMP_WORK,1,1,1,0.7284
2021,10651,NATIVE,DOMINICAN_REP,1993,NONCITIZEN,WELL,ARABIC,VIETNAMESE,OTHER,ITALIAN,63,19961,3976,0.595,OTHER,1,0,1,0.0631
2025,10652,NATIVE,PHILIPPINES,2011,BORN_US,WELL,HINDI,SPANISH,ENGLISH,GERMAN,148,16793,1343,0.942,STUDENT,1,0,0,0.0654
2021,10653,NATURALIZED_CITIZEN,PHILIPPINES,2021,NONCITIZEN,WELL,HINDI,OTHER,ENGLISH,POLISH,115,14329,4616,0.55,FAMILY,1,1,0,0.759
2018,10654,FOREIGN_BORN,DOMINICAN_REP,1981,BORN_US,NATIVE,MANDARIN,VIETNAMESE,SCOTTISH,CHINESE,14,11888,2993,0.865,TEMP_WORK,1,1,1,0.5714
2024,10655,FOREIGN_BORN,EL_SALVADOR,1983,BORN_US,NOT_AT_ALL,RUSSIAN,ENGLISH,GERMAN,NONE,89,16062,3989,0.189,DIVERSITY,1,1,0,0.1372
2017,10656,FOREIGN_BORN,OTHER,1982,BORN_US,NOT_WELL,ENGLISH,KOREAN,INDIAN,MEXICAN,80,7480,5043,0.874,TEMP_WORK,1,1,0,0.0638
2019,10657,NATIVE,CANADA,2023,NONCITIZEN,NOT_AT_ALL,HINDI,HINDI,POLISH,NIGERIAN,17,2131,4302,0.173,OTHER,0,0,1,0.5174
2020,10658,NATURALIZED_CITIZEN,INDIA,2021,BORN_US,NOT_WELL,RUSSIAN,ENGLISH,INDIAN,ENGLISH,180,5266,2650,0.21,NA,0,1,0,0.9485
2023,10659,NATIVE,KOREA,2016,NATURALIZED,NOT_WELL,OTHER,ARABIC,POLISH,NONE,99,15398,295,0.941,FAMILY,1,1,0,0.7576
2019,10660,NATURALIZED_CITIZEN,INDIA,2002,NATURALIZED,WELL,ENGLISH,MANDARIN,CHINESE,POLISH,186,10473,5574,0.962,FAMILY,1,0,0,0.5944
2017,10661,FOREIGN_BORN,MEXICO,2006,BORN_US,VERY_WELL,RUSSIAN,NONE,MEXICAN,ENGLISH,103,10800,713,0.958,TEMP_WORK,1,0,1,0.8491
2020,10662,NATIVE,PHILIPPINES,1986,NATURALIZED,WELL,FRENCH,FRENCH,INDIAN,ENGLISH,28,8166,5095,0.661,FAMILY,1,0,1,0.324
2024,10663,NATIVE,CUBA,1981,NATURALIZED,VERY_WELL,ARABIC,ARABIC,SCOTTISH,POLISH,82,16498,2903,0.353,OTHER,1,0,0,0.571
2018,10664,FOREIGN_BORN,PHILIPPINES,1983,NATURALIZED,NOT_WELL,OTHER,FRENCH,SCOTTISH,OTHER,113,8932,2982,0.324,STUDENT,1,0,1,0.9326
2023,10665,NATIVE,OTHER,1989,BORN_US,NOT_AT_ALL,VIETNAMESE,TAGALOG,GERMAN,POLISH,181,2592,3161,0.677,STUDENT,1,1,1,0.3039
2018,10666,NATIVE,PHILIPPINES,2003,NONCITIZEN,VERY_WELL,KOREAN,FRENCH,INDIAN,OTHER,189,10688,8,0.312,STUDENT,0,0,0,0.1556
2017,10667,NATURALIZED_CITIZEN,DOMINICAN_REP,2007,NATURALIZED,NOT_AT_ALL,RUSSIAN,MANDARIN,POLISH,OTHER,73,1454,4145,0.305,STUDENT,1,0,1,0.6714
2025,10668,NATIVE,KOREA,1995,NATURALIZED,NOT_AT_ALL,KOREAN,MANDARIN,ITALIAN,CHINESE,52,8376,3107,0.679,STUDENT,1,0,1,0.6889
2019,10669,NATURALIZED_CITIZEN,EL_SALVADOR,1992,BORN_US,NOT_AT_ALL,HINDI,FRENCH,INDIAN,INDIAN,79,6815,5573,0.683,REFUGEE,0,0,0,0.3583
2022,10670,NATURALIZED_CITIZEN,VIETNAM,1998,NONCITIZEN,NOT_WELL,VIETNAMESE,OTHER,POLISH,INDIAN,184,8889,1192,0.916,NA,0,1,0,0.0594
2018,10671,FOREIGN_BORN,OTHER,1998,BORN_US,NOT_AT_ALL,ENGLISH,TAGALOG,ITALIAN,CHINESE,163,11949,2936,0.884,EMPLOYMENT,1,0,1,0.6003
2025,10672,NATURALIZED_CITIZEN,OTHER,2023,NONCITIZEN,NOT_AT_ALL,FRENCH,FRENCH,ITALIAN,ENGLISH,5,15347,5525,0.108,REFUGEE,0,1,0,0.0454
2018,10673,NATURALIZED_CITIZEN,CHINA,2005,NONCITIZEN,NOT_AT_ALL,VIETNAMESE,OTHER,SCOTTISH,MEXICAN,91,12901,2670,0.927,TEMP_WORK,0,0,1,0.2552
2021,10674,NATIVE,CUBA,2019,NONCITIZEN,NOT_WELL,HINDI,OTHER,GERMAN,ITALIAN,184,4023,533,0.752,OTHER,0,1,0,0.1249
2021,10675,NATIVE,CHINA,2000,BORN_US,NOT_WELL,KOREAN,TAGALOG,SCOTTISH,NONE,49,13180,5577,0.518,NA,1,1,1,0.1107
2022,10676,FOREIGN_BORN,KOREA,2001,BORN_US,NOT_AT_ALL,FRENCH,NONE,POLISH,IRISH,67,4786,4103,0.252,OTHER,1,0,0,0.0417
2021,10677,NATURALIZED_CITIZEN,CANADA,2019,NATURALIZED,VERY_WELL,HINDI,HINDI,OTHER,MEXICAN,128,13133,116,0.671,FAMILY,1,1,1,0.7353
2024,10678,FOREIGN_BORN,CUBA,1994,NATURALIZED,VERY_WELL,HINDI,TAGALOG,GERMAN,IRISH,15,19180,3936,0.221,NA,0,0,0,0.9505
2025,10679,FOREIGN_BORN,KOREA,1987,NONCITIZEN,NOT_WELL,HINDI,KOREAN,ENGLISH,CHINESE,95,13821,1632,0.267,EMPLOYMENT,0,0,1,0.5046
2025,10680,FOREIGN_BORN,PHILIPPINES,1988,NATURALIZED,VERY_WELL,ENGLISH,TAGALOG,SCOTTISH,ENGLISH,4,2533,1689,0.773,EMPLOYMENT,0,0,0,0.7788
2023,10681,NATURALIZED_CITIZEN,DOMINICAN_REP,2017,NONCITIZEN,NOT_AT_ALL,OTHER,NONE,OTHER,GERMAN,143,19118,4729,0.811,FAMILY,1,1,0,0.4463
2018,10682,NATIVE,INDIA,2025,NONCITIZEN,WELL,MANDARIN,KOREAN,NIGERIAN,POLISH,5,19998,1246,0.226,FAMILY,1,1,1,0.4542
2019,10683,NATIVE,KOREA,1986,BORN_US,NATIVE,KOREAN,HINDI,POLISH,MEXICAN,28,7414,1617,0.754,NA,1,0,0,0.7643
2021,10684,NATURALIZED_CITIZEN,INDIA,1982,NONCITIZEN,NOT_AT_ALL,OTHER,NONE,CHINESE,OTHER,103,9103,4749,0.27,EMPLOYMENT,1,0,0,0.706
2018,10685,NATURALIZED_CITIZEN,DOMINICAN_REP,2024,BORN_US,NATIVE,MANDARIN,VIETNAMESE,OTHER,CHINESE,66,2617,3757,0.575,OTHER,0,0,1,0.1384
2024,10686,NATIVE,VIETNAM,1987,NONCITIZEN,WELL,VIETNAMESE,ENGLISH,INDIAN,NONE,169,14433,2440,0.901,TEMP_WORK,1,0,1,0.9205
2020,10687,FOREIGN_BORN,VIETNAM,2002,NONCITIZEN,NOT_AT_ALL,TAGALOG,NONE,POLISH,POLISH,147,15190,3620,0.254,EMPLOYMENT,1,0,1,0.9807
2023,10688,FOREIGN_BORN,VIETNAM,2001,NONCITIZEN,NATIVE,KOREAN,OTHER,SCOTTISH,ITALIAN,180,628,461,0.419,FAMILY,0,1,0,0.0688
2021,10689,NATIVE,DOMINICAN_REP,1999,NATURALIZED,NOT_AT_ALL,SPANISH,ARABIC,POLISH,GERMAN,132,8721,1810,0.741,DIVERSITY,0,1,1,0.1423
2025,10690,NATIVE,PHILIPPINES,1982,NONCITIZEN,NATIVE,HINDI,FRENCH,IRISH,POLISH,168,8072,5136,0.553,OTHER,0,0,1,0.9451
2019,10691,NATURALIZED_CITIZEN,EL_SALVADOR,2001,NATURALIZED,WELL,MANDARIN,MANDARIN,MEXICAN,NONE,77,8210,948,0.252,FAMILY,0,1,0,0.5613
2020,10692,NATURALIZED_CITIZEN,INDIA,2017,NONCITIZEN,VERY_WELL,RUSSIAN,NONE,POLISH,CHINESE,74,3786,4577,0.244,STUDENT,1,1,0,0.7101
2022,10693,NATIVE,CANADA,2017,BORN_US,NATIVE,FRENCH,FRENCH,ENGLISH,POLISH,181,13439,967,0.184,OTHER,0,0,1,0.3766
2023,10694,FOREIGN_BORN,CANADA,1998,NATURALIZED,NOT_WELL,MANDARIN,KOREAN,NIGERIAN,IRISH,115,9347,2791,0.496,TEMP_WORK,1,0,1,0.3514
2024,10695,NATIVE,OTHER,2008,NATURALIZED,NATIVE,ARABIC,NONE,MEXICAN,GERMAN,130,1581,4706,0.283,DIVERSITY,0,1,1,0.6551
2024,10696,NATIVE,EL_SALVADOR,1996,NONCITIZEN,VERY_WELL,ENGLISH,NONE,INDIAN,CHINESE,152,11291,5048,0.922,REFUGEE,1,0,0,0.7033
2017,10697,FOREIGN_BORN,DOMINICAN_REP,1991,NATURALIZED,VERY_WELL,KOREAN,NONE,INDIAN,NIGERIAN,98,18971,1993,0.61,TEMP_WORK,0,0,0,0.0645
2022,10698,NATURALIZED_CITIZEN,KOREA,1991,NATURALIZED,NATIVE,ENGLISH,NONE,CHINESE,POLISH,16,6787,4712,0.307,STUDENT,1,0,1,0.987
2017,10699,NATIVE,KOREA,1993,NONCITIZEN,WELL,OTHER,HINDI,POLISH,NONE,162,14283,305,0.333,STUDENT,0,1,1,0.6799
2017,10700,NATURALIZED_CITIZEN,KOREA,2021,BORN_US,NOT_WELL,HINDI,OTHER,ITALIAN,GERMAN,24,13405,5121,0.561,REFUGEE,1,0,1,0.063
2020,10701,FOREIGN_BORN,DOMINICAN_REP,2025,BORN_US,WELL,MANDARIN,HINDI,ENGLISH,GERMAN,65,4851,2612,0.343,DIVERSITY,1,0,1,0.0614
2025,10702,NATURALIZED_CITIZEN,CHINA,1997,NATURALIZED,VERY_WELL,FRENCH,ENGLISH,SCOTTISH,CHINESE,27,10243,3227,0.305,EMPLOYMENT,1,0,1,0.9511
2018,10703,NATURALIZED_CITIZEN,DOMINICAN_REP,2002,NATURALIZED,WELL,VIETNAMESE,FRENCH,OTHER,NONE,51,15214,1744,0.488,REFUGEE,1,1,1,0.2863
2020,10704,FOREIGN_BORN,MEXICO,2023,BORN_US,NOT_AT_ALL,OTHER,MANDARIN,MEXICAN,INDIAN,195,15242,1532,0.576,NA,1,0,0,0.3139
2022,10705,FOREIGN_BORN,DOMINICAN_REP,2010,BORN_US,WELL,ARABIC,MANDARIN,ENGLISH,INDIAN,195,8896,1248,0.197,FAMILY,0,1,1,0.4848
2024,10706,NATIVE,KOREA,1992,NATURALIZED,NATIVE,SPANISH,MANDARIN,POLISH,OTHER,18,15152,3660,0.704,OTHER,0,0,1,0.1955
2018,10707,NATIVE,PHILIPPINES,1980,NONCITIZEN,NOT_AT_ALL,VIETNAMESE,NONE,IRISH,INDIAN,11,12250,4858,0.337,EMPLOYMENT,0,0,0,0.0443
2017,10708,NATURALIZED_CITIZEN,KOREA,1998,NONCITIZEN,NATIVE,MANDARIN,NONE,NIGERIAN,MEXICAN,154,17770,2268,0.458,OTHER,1,0,1,0.3179
2019,10709,FOREIGN_BORN,CHINA,2005,BORN_US,VERY_WELL,ARABIC,NONE,INDIAN,ITALIAN,15,2617,4026,0.342,NA,0,0,0,0.1483
2017,10710,NATIVE,EL_SALVADOR,2003,NONCITIZEN,WELL,FRENCH,HINDI,INDIAN,CHINESE,76,12173,3685,0.538,TEMP_WORK,1,0,1,0.6141
2017,10711,FOREIGN_BORN,VIETNAM,1983,BORN_US,WELL,FRENCH,NONE,IRISH,NIGERIAN,161,18518,3957,0.975,STUDENT,1,1,1,0.1239
2021,10712,NATIVE,OTHER,2008,NATURALIZED,NOT_AT_ALL,OTHER,SPANISH,INDIAN,GERMAN,76,16985,4357,0.786,OTHER,0,1,0,0.9636
2025,10713,FOREIGN_BORN,CHINA,2013,NATURALIZED,NOT_AT_ALL,OTHER,HINDI,ITALIAN,CHINESE,119,7102,5843,0.734,FAMILY,1,0,0,0.7704
2023,10714,NATIVE,CANADA,1995,BORN_US,NOT_WELL,ENGLISH,VIETNAMESE,MEXICAN,IRISH,92,1538,5992,0.677,DIVERSITY,0,0,0,0.8647
2021,10715,FOREIGN_BORN,CANADA,1984,NATURALIZED,WELL,KOREAN,NONE,SCOTTISH,OTHER,146,12907,1632,0.421,FAMILY,0,0,0,0.6701
2020,10716,NATURALIZED_CITIZEN,KOREA,1996,BORN_US,NOT_WELL,TAGALOG,MANDARIN,ITALIAN,MEXICAN,9,18609,789,0.584,OTHER,0,0,1,0.9237
2021,10717,NATURALIZED_CITIZEN,DOMINICAN_REP,1995,NONCITIZEN,WELL,OTHER,KOREAN,ITALIAN,IRISH,145,13536,5127,0.863,OTHER,0,1,1,0.4124
2021,10718,NATIVE,OTHER,2004,BORN_US,NATIVE,VIETNAMESE,SPANISH,MEXICAN,POLISH,183,2750,1793,0.741,DIVERSITY,1,0,0,0.1161
2021,10719,NATURALIZED_CITIZEN,KOREA,2010,NONCITIZEN,VERY_WELL,SPANISH,ARABIC,GERMAN,CHINESE,7,6938,5182,0.92,STUDENT,0,1,0,0.6107
2018,10720,NATURALIZED_CITIZEN,OTHER,2000,NATURALIZED,NOT_AT_ALL,KOREAN,ARABIC,INDIAN,POLISH,180,16358,4883,0.865,STUDENT,0,1,0,0.8241
2023,10721,NATIVE,EL_SALVADOR,1984,NONCITIZEN,NOT_AT_ALL,ENGLISH,OTHER,SCOTTISH,GERMAN,47,3663,1929,0.812,DIVERSITY,0,0,0,0.9016
2024,10722,NATURALIZED_CITIZEN,CANADA,1993,BORN_US,VERY_WELL,VIETNAMESE,ARABIC,GERMAN,NONE,97,14981,451,0.291,NA,1,0,0,0.305
2021,10723,FOREIGN_BORN,OTHER,2009,BORN_US,NOT_WELL,OTHER,HINDI,GERMAN,ITALIAN,199,18057,1610,0.565,EMPLOYMENT,1,0,1,0.0865
2018,10724,NATURALIZED_CITIZEN,CHINA,2005,BORN_US,WELL,ENGLISH,MANDARIN,OTHER,GERMAN,77,14873,4172,0.721,DIVERSITY,1,0,1,0.3736
2024,10725,NATIVE,KOREA,2003,NONCITIZEN,NOT_AT_ALL,MANDARIN,OTHER,SCOTTISH,CHINESE,35,2943,2755,0.459,OTHER,1,0,1,0.4237
2023,10726,NATIVE,CUBA,2015,NONCITIZEN,WELL,RUSSIAN,MANDARIN,ENGLISH,NONE,90,13289,1761,0.337,EMPLOYMENT,1,1,1,0.1038
2020,10727,FOREIGN_BORN,DOMINICAN_REP,2014,BORN_US,WELL,TAGALOG,FRENCH,ITALIAN,ENGLISH,123,13333,210,0.732,TEMP_WORK,1,0,1,0.4234
2024,10728,NATIVE,CANADA,2000,NONCITIZEN,NOT_WELL,HINDI,VIETNAMESE,ENGLISH,POLISH,106,14254,1757,0.412,OTHER,1,0,0,0.4655
2023,10729,FOREIGN_BORN,INDIA,1984,NATURALIZED,NOT_WELL,RUSSIAN,ENGLISH,INDIAN,ITALIAN,116,10056,3413,0.404,FAMILY,1,0,1,0.6677
2023,10730,NATURALIZED_CITIZEN,VIETNAM,2007,NATURALIZED,WELL,MANDARIN,VIETNAMESE,IRISH,GERMAN,56,1447,2802,0.61,EMPLOYMENT,1,0,1,0.1418
2021,10731,NATURALIZED_CITIZEN,INDIA,1997,NATURALIZED,WELL,OTHER,VIETNAMESE,NIGERIAN,OTHER,85,4654,955,0.339,DIVERSITY,0,1,0,0.4263
2023,10732,FOREIGN_BORN,DOMINICAN_REP,1994,NATURALIZED,VERY_WELL,OTHER,ARABIC,POLISH,MEXICAN,46,8475,1688,0.786,REFUGEE,1,0,0,0.9999
2022,10733,NATURALIZED_CITIZEN,CANADA,2014,NONCITIZEN,NATIVE,ENGLISH,ARABIC,IRISH,ENGLISH,67,17715,4882,0.627,EMPLOYMENT,1,0,0,0.3089
2024,10734,NATURALIZED_CITIZEN,MEXICO,1996,NATURALIZED,NOT_WELL,HINDI,TAGALOG,CHINESE,NONE,153,17878,2919,0.714,EMPLOYMENT,1,1,0,0.22
2017,10735,NATIVE,PHILIPPINES,1980,BORN_US,WELL,FRENCH,OTHER,NIGERIAN,INDIAN,13,14556,1122,0.552,DIVERSITY,1,0,1,0.0573
2025,10736,NATURALIZED_CITIZEN,EL_SALVADOR,2010,BORN_US,NOT_AT_ALL,FRENCH,VIETNAMESE,POLISH,NIGERIAN,135,919,2066,0.236,OTHER,0,1,1,0.0883
2023,10737,NATURALIZED_CITIZEN,MEXICO,2019,NATURALIZED,WELL,ARABIC,SPANISH,MEXICAN,MEXICAN,174,16407,2981,0.146,OTHER,0,0,0,0.5243
2020,10738,NATURALIZED_CITIZEN,EL_SALVADOR,2023,NATURALIZED,NOT_AT_ALL,MANDARIN,SPANISH,GERMAN,NIGERIAN,32,14204,162,0.565,NA,0,0,0,0.3308
2018,10739,NATIVE,OTHER,1993,BORN_US,NOT_WELL,ENGLISH,KOREAN,SCOTTISH,ENGLISH,85,5996,3714,0.856,TEMP_WORK,0,1,0,0.811
2023,10740,NATIVE,OTHER,1991,NONCITIZEN,NOT_AT_ALL,TAGALOG,NONE,SCOTTISH,OTHER,8,4448,2199,0.216,TEMP_WORK,0,0,1,0.0197
2024,10741,NATURALIZED_CITIZEN,EL_SALVADOR,1984,BORN_US,NATIVE,FRENCH,ARABIC,IRISH,NONE,23,5906,5964,0.12,REFUGEE,0,1,1,0.7824
2022,10742,NATIVE,VIETNAM,1989,BORN_US,NATIVE,KOREAN,NONE,ENGLISH,MEXICAN,31,3200,956,0.231,TEMP_WORK,1,0,0,0.8071
2021,10743,NATIVE,MEXICO,2017,NATURALIZED,VERY_WELL,ARABIC,OTHER,POLISH,IRISH,165,3690,5250,0.948,STUDENT,1,1,1,0.1651
2019,10744,FOREIGN_BORN,EL_SALVADOR,1996,NATURALIZED,WELL,FRENCH,OTHER,ITALIAN,INDIAN,47,4325,3196,0.772,OTHER,1,0,0,0.8544
2017,10745,NATURALIZED_CITIZEN,PHILIPPINES,2021,NATURALIZED,NATIVE,ENGLISH,FRENCH,POLISH,NIGERIAN,5,19836,4869,0.791,NA,1,0,0,0.1144
2019,10746,NATIVE,MEXICO,2008,BORN_US,NOT_AT_ALL,SPANISH,VIETNAMESE,MEXICAN,POLISH,17,2365,4927,0.909,FAMILY,0,0,0,0.5511
2020,10747,NATURALIZED_CITIZEN,OTHER,2000,NATURALIZED,NOT_AT_ALL,ENGLISH,ENGLISH,SCOTTISH,MEXICAN,190,19658,4896,0.494,DIVERSITY,1,1,0,0.6012
2024,10748,FOREIGN_BORN,KOREA,2024,NONCITIZEN,NOT_WELL,HINDI,MANDARIN,SCOTTISH,NIGERIAN,189,17300,2473,0.736,FAMILY,1,1,0,0.6089
2024,10749,FOREIGN_BORN,OTHER,1981,NATURALIZED,WELL,MANDARIN,FRENCH,CHINESE,ITALIAN,199,16262,2371,0.288,NA,1,1,1,0.5051
2025,10750,NATIVE,MEXICO,1994,NATURALIZED,VERY_WELL,MANDARIN,FRENCH,OTHER,INDIAN,37,9600,3610,0.681,REFUGEE,0,1,1,0.65
2018,10751,FOREIGN_BORN,INDIA,2001,NATURALIZED,WELL,TAGALOG,NONE,SCOTTISH,IRISH,24,6387,5406,0.326,TEMP_WORK,1,1,0,0.4139
2017,10752,FOREIGN_BORN,DOMINICAN_REP,1991,BORN_US,VERY_WELL,ENGLISH,OTHER,NIGERIAN,GERMAN,138,8468,650,0.804,TEMP_WORK,0,0,0,0.9965
2020,10753,FOREIGN_BORN,EL_SALVADOR,2005,NATURALIZED,NOT_WELL,OTHER,OTHER,OTHER,NONE,156,16390,1246,0.858,STUDENT,1,0,1,0.5726
2023,10754,FOREIGN_BORN,INDIA,1984,NATURALIZED,WELL,ARABIC,HINDI,SCOTTISH,NIGERIAN,154,5685,4654,0.658,EMPLOYMENT,0,0,1,0.1543
2019,10755,FOREIGN_BORN,CANADA,2008,NONCITIZEN,NOT_AT_ALL,MANDARIN,FRENCH,POLISH,OTHER,132,3646,3009,0.708,OTHER,1,0,0,0.4785
2025,10756,NATIVE,PHILIPPINES,1980,BORN_US,NATIVE,ENGLISH,ARABIC,SCOTTISH,ENGLISH,190,819,5565,0.496,TEMP_WORK,1,0,1,0.8787
2021,10757,FOREIGN_BORN,MEXICO,2011,BORN_US,NOT_AT_ALL,SPANISH,OTHER,SCOTTISH,OTHER,136,14037,3558,0.165,STUDENT,0,0,0,0.1613
2018,10758,FOREIGN_BORN,PHILIPPINES,1990,NONCITIZEN,VERY_WELL,MANDARIN,FRENCH,ITALIAN,ITALIAN,150,19813,365,0.58,EMPLOYMENT,1,0,1,0.5713
2019,10759,NATIVE,KOREA,2013,NATURALIZED,NATIVE,RUSSIAN,MANDARIN,OTHER,INDIAN,12,11843,219,0.76,EMPLOYMENT,1,1,0,0.8531
2022,10760,NATIVE,MEXICO,1996,NONCITIZEN,NOT_AT_ALL,HINDI,OTHER,ITALIAN,IRISH,123,4061,5702,0.232,EMPLOYMENT,0,0,0,0.6556
2023,10761,NATURALIZED_CITIZEN,CANADA,2006,BORN_US,NATIVE,HINDI,FRENCH,CHINESE,OTHER,122,6501,3406,0.881,REFUGEE,0,0,1,0.2103
2025,10762,NATURALIZED_CITIZEN,MEXICO,1994,NATURALIZED,VERY_WELL,KOREAN,OTHER,INDIAN,POLISH,39,13993,997,0.466,FAMILY,1,0,0,0.5336
2021,10763,NATIVE,EL_SALVADOR,1992,NATURALIZED,NATIVE,TAGALOG,VIETNAMESE,GERMAN,INDIAN,171,1307,1155,0.351,TEMP_WORK,0,1,0,0.6595
2021,10764,NATURALIZED_CITIZEN,KOREA,1993,NATURALIZED,NOT_AT_ALL,ENGLISH,ENGLISH,OTHER,CHINESE,136,2196,4245,0.737,NA,0,1,1,0.0349
2022,10765,NATIVE,INDIA,2021,NONCITIZEN,VERY_WELL,ENGLISH,KOREAN,ITALIAN,POLISH,189,12171,251,0.105,STUDENT,0,1,0,0.6179
2021,10766,FOREIGN_BORN,OTHER,2022,NONCITIZEN,VERY_WELL,ENGLISH,ARABIC,OTHER,MEXICAN,186,5472,5323,0.807,TEMP_WORK,0,1,1,0.75
2025,10767,NATIVE,PHILIPPINES,2023,BORN_US,NOT_WELL,FRENCH,ARABIC,SCOTTISH,MEXICAN,129,12034,5265,0.186,DIVERSITY,0,0,0,0.5532
2025,10768,NATIVE,EL_SALVADOR,1997,NATURALIZED,WELL,TAGALOG,FRENCH,INDIAN,IRISH,88,4706,1227,0.132,EMPLOYMENT,1,0,1,0.4408
2021,10769,NATURALIZED_CITIZEN,KOREA,2012,NATURALIZED,VERY_WELL,SPANISH,KOREAN,INDIAN,CHINESE,64,19943,4898,0.977,REFUGEE,1,1,0,0.5474
2017,10770,NATURALIZED_CITIZEN,KOREA,2016,NONCITIZEN,NATIVE,ENGLISH,SPANISH,OTHER,NIGERIAN,199,5085,798,0.148,DIVERSITY,1,0,1,0.0366
2023,10771,FOREIGN_BORN,MEXICO,2008,NATURALIZED,NOT_AT_ALL,KOREAN,FRENCH,ENGLISH,IRISH,159,5632,5723,0.653,NA,1,1,0,0.4293
2025,10772,NATURALIZED_CITIZEN,CANADA,2010,BORN_US,WELL,KOREAN,TAGALOG,ENGLISH,OTHER,20,11267,5428,0.908,EMPLOYMENT,0,0,0,0.1458
2020,10773,NATIVE,CHINA,1997,BORN_US,NOT_AT_ALL,SPANISH,FRENCH,ENGLISH,POLISH,182,4862,1124,0.707,REFUGEE,1,1,1,0.7325
2017,10774,FOREIGN_BORN,EL_SALVADOR,1989,NONCITIZEN,WELL,MANDARIN,OTHER,SCOTTISH,INDIAN,21,19691,4559,0.273,STUDENT,1,0,0,0.8652
2017,10775,FOREIGN_BORN,CUBA,2011,BORN_US,WELL,TAGALOG,TAGALOG,NIGERIAN,NIGERIAN,121,4099,4610,0.281,FAMILY,0,0,0,0.6891
2024,10776,NATIVE,PHILIPPINES,1996,BORN_US,NOT_WELL,SPANISH,MANDARIN,IRISH,NIGERIAN,65,6906,1379,0.574,FAMILY,0,1,0,0.4692
2019,10777,FOREIGN_BORN,PHILIPPINES,1980,NATURALIZED,WELL,SPANISH,HINDI,NIGERIAN,NONE,57,8298,4138,0.154,EMPLOYMENT,0,1,1,0.0726
2018,10778,FOREIGN_BORN,INDIA,1984,NATURALIZED,WELL,RUSSIAN,HINDI,NIGERIAN,MEXICAN,42,3152,5366,0.588,NA,1,0,0,0.4367
2022,10779,NATIVE,INDIA,1982,NONCITIZEN,VERY_WELL,FRENCH,SPANISH,NIGERIAN,POLISH,137,7713,2849,0.494,EMPLOYMENT,0,0,1,0.9037
2018,10780,NATIVE,MEXICO,2008,NONCITIZEN,WELL,OTHER,HINDI,INDIAN,ENGLISH,64,14823,2042,0.443,STUDENT,1,1,0,0.2084
2020,10781,FOREIGN_BORN,CUBA,2024,BORN_US,WELL,MANDARIN,ARABIC,GERMAN,OTHER,44,16128,2122,0.512,OTHER,0,0,1,0.7857
2017,10782,NATIVE,MEXICO,2017,NONCITIZEN,NOT_WELL,ENGLISH,MANDARIN,OTHER,ITALIAN,170,19603,4856,0.521,OTHER,1,0,0,0.3176
2024,10783,NATURALIZED_CITIZEN,VIETNAM,2009,NONCITIZEN,NATIVE,OTHER,VIETNAMESE,ITALIAN,OTHER,43,5063,5400,0.563,DIVERSITY,0,0,1,0.927
2024,10784,NATURALIZED_CITIZEN,VIETNAM,2020,NONCITIZEN,NOT_WELL,ENGLISH,NONE,INDIAN,GERMAN,182,8486,5089,0.749,DIVERSITY,0,0,1,0.7131
2025,10785,NATURALIZED_CITIZEN,DOMINICAN_REP,1987,BORN_US,VERY_WELL,ARABIC,SPANISH,NIGERIAN,INDIAN,9,3111,4870,0.667,STUDENT,0,1,1,0.4158
2020,10786,FOREIGN_BORN,DOMINICAN_REP,2014,BORN_US,WELL,ENGLISH,MANDARIN,OTHER,INDIAN,106,10184,1626,0.318,DIVERSITY,1,1,0,0.0366
2017,10787,NATIVE,MEXICO,1982,BORN_US,NOT_AT_ALL,MANDARIN,HINDI,MEXICAN,CHINESE,100,18132,2892,0.67,STUDENT,0,0,0,0.1111
2022,10788,FOREIGN_BORN,EL_SALVADOR,1988,BORN_US,NATIVE,KOREAN,MANDARIN,CHINESE,OTHER,7,2216,4926,0.106,FAMILY,1,1,1,0.7485
2020,10789,NATIVE,CHINA,1980,NONCITIZEN,NOT_WELL,ARABIC,TAGALOG,INDIAN,GERMAN,131,14266,474,0.53,EMPLOYMENT,1,1,0,0.8712
2017,10790,NATIVE,MEXICO,2012,NATURALIZED,VERY_WELL,RUSSIAN,NONE,ENGLISH,ITALIAN,118,14095,160,0.168,DIVERSITY,0,1,0,0.888
2021,10791,FOREIGN_BORN,CANADA,1983,BORN_US,NATIVE,MANDARIN,VIETNAMESE,GERMAN,MEXICAN,161,7038,3605,0.808,EMPLOYMENT,0,1,0,0.927
