gov_gfs_reference_year,gov_gfs_country_iso2,gov_gfs_gov_subsector_code,gov_gfs_revenue_total_eur,gov_gfs_expenditure_total_eur,gov_gfs_compensation_employees_eur,gov_gfs_social_benefits_eur,gov_gfs_interest_payments_eur,gov_gfs_gross_fixed_capital_formation_eur,gov_gfs_taxes_on_production_imports_eur,gov_gfs_current_taxes_on_income_wealth_eur,gov_gfs_social_contributions_eur,gov_gfs_capital_taxes_eur,gov_gfs_property_income_eur,gov_gfs_subsidies_eur,gov_gfs_net_lending_borrowing_eur,gov_gfs_function_cofog_code,gov_gfs_eurostat_table_code,gov_gfs_revision_round,gov_gfs_data_extract_date
2016,CZ,S1312_STATE,1235736923194.22,1376453946609.83,429382802800.89,533082947301.21,78694928467.16,71389177748.95,377830968199.19,416781892289.19,215707650563.6,13884159848.9,22233047114.93,79888074558.4,-140717023415.61,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-08-27
2017,DE,S1311_CENTRAL,78405217769.17,90790666249.22,25195230167.09,33178563372.85,4086938570.15,6875746152.37,13083293147.13,20910230180.45,9606403101.5,1478018083.88,4365094282.13,1097761301.04,-12385448480.05,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-03-12
2018,LV,S1314_SOCIAL_SECURITY,169192422882.72,174614414961.03,47730791057.85,56124767508.57,6869076657.71,5726504558.08,51034928777.42,31518432441.13,26952621087.54,3979311015.41,4172731136.4,6585014323.64,-5421992078.31,GF06_HOUSING,gov_10a_exp,FIRST,2025-12-31
2019,PL,S1313_LOCAL,336604053483.79,313051358410.29,104916488918.91,74926847092.9,18189212399.9,23064301752.32,57754465064.77,79989901582.44,80383200291.13,3275743287.93,20449176294.55,15227105556.31,23552695073.49,GF07_HEALTH,gov_10a_rev,SECOND,2025-11-19
2020,ES,S1312_STATE,1019348741894.8,1101383025528.6,250621716474.86,255930070011.71,48278773234.16,56860362765.59,159767537564.93,218429789943.35,120195123214.74,23843943547.96,72927267032.17,25649521030.52,-82034283633.8,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2024-12-14
2021,HR,S1311_CENTRAL,654772729767.89,758894795689.06,210116203208.32,326033855469.05,39146146788.48,30032391403.4,130996244607.66,204667135994.1,87919878211.04,18078283763.71,12963063855.61,36629445692.05,-104122065921.17,GF09_EDUCATION,gov_10a_main,FLASH,2026-02-09
2022,FI,S1314_SOCIAL_SECURITY,386303875156.01,423875329582.58,82251156417.66,178640012068.68,27311194844.87,36861821709.44,87947180201.19,121977106480.74,54700087117.38,3496440992.71,30885376519.34,12667489160.26,-37571454426.57,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2025-07-23
2023,IE,S1313_LOCAL,53629763787.18,52008779580.6,19440010305.24,23570673008.61,2087934326.53,4830517736.65,8616323508.46,12750787270.54,11444510659.22,1399237509.71,4185785272.06,1155562904.32,1620984206.58,GF01_GENERAL,gov_10a_rev,SECOND,2024-02-07
2024,MT,S1312_STATE,448649669344.61,469160867110.52,106382335958.57,164117102629.9,28684840773.39,42683292313.54,96529875561.3,91314474267.67,77999022514.86,11538618062.26,27919702942.42,9611060117.28,-20511197765.91,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2024-08-02
2025,SK,S1311_CENTRAL,930982384729.51,1016401238053.54,280392139369.32,429323412651.34,29012567737.58,34320525590.13,208227349735.14,162641520946.99,192872145497.28,26397181313.43,47471792016.34,21551003770.12,-85418853324.03,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-12-15
2026,BE,S1314_SOCIAL_SECURITY,971758211250.45,923224140903.7,315173975017.79,252527810344.27,48917201600.24,54451161990.71,260446541600.85,250373212633.03,112758615791.2,22249324076.32,15567341924.02,31820981304.18,48534070346.75,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-11-27
2010,DK,S1313_LOCAL,1449300838620.14,1464156623912.97,304872894504.73,335145750511.71,50569323385.61,105956727953.19,430372469513.07,447321187204.02,140585555965.21,30419894994.53,50498088261.62,65180084627.05,-14855785292.82,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-02-10
2011,GR,S1312_STATE,1343836717287.49,1417280614021.79,358479218859.85,451313455434.14,94014418078.75,135185974311.41,413044447408.8,296898975653.51,308571044327.09,27590442038.74,73943203029.13,52585283416.25,-73443896734.3,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-07-04
2012,LT,S1311_CENTRAL,425331370203.2,402332453723.06,93282934529.01,135742684236.08,15879015640.56,17250726552.79,116449500219.78,81360169140.03,115023535381.18,7930389749.16,26716151235.66,11312741509.69,22998916480.14,GF07_HEALTH,gov_10a_main,FLASH,2024-06-22
2013,PT,S1314_SOCIAL_SECURITY,702037458370.32,659866856178.46,246013413969.17,293198707011.68,43349633953.96,59922061244.64,140591575842.02,124423932747.76,190344879690.98,16027084883.84,36177129431.81,19315385619.54,42170602191.87,GF08_RECREATION,gov_10a_exp,FIRST,2025-12-13
2014,SE,S1313_LOCAL,670889910805.19,683390432764.02,185956834428.96,258789233522.84,17817823475.69,28956029951.15,115102391706.09,113821044172.36,144152133355.62,746832442.26,25437437337.61,33030117157.0,-12500521958.83,GF09_EDUCATION,gov_10a_rev,SECOND,2024-03-09
2015,CY,S1312_STATE,905398880447.48,932088510367.2,271279347122.63,390595323049.93,55767164304.83,87018434883.43,246350235978.64,170937778554.11,146848714205.88,10267875813.53,15736515420.44,43510610446.67,-26689629919.71,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2025-08-17
2016,FR,S1311_CENTRAL,1115191337821.12,1226669941285.74,222825451780.94,321780642447.13,32532477613.36,84206832730.82,287597524366.69,331620801414.13,182221389946.67,31253009896.63,52241252939.3,27323230889.69,-111478603464.62,GF01_GENERAL,gov_10a_main,FLASH,2025-12-16
2017,IT,S1314_SOCIAL_SECURITY,312246836384.23,375851830969.13,101904523219.34,168163733131.47,6478017857.16,15980446283.22,53038544051.73,86605312864.51,32579576201.25,2572898642.2,8510888780.22,21236481890.7,-63604994584.9,GF02_DEFENCE,gov_10a_exp,FIRST,2024-01-15
2018,NL,S1313_LOCAL,1145245705813.69,1261227870326.54,222394656570.64,362324768351.44,49084253204.05,47330813749.35,229610114854.03,304435154355.22,115455631165.97,21758473014.1,91508665285.39,46373390949.19,-115982164512.85,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-03-22
2019,SI,S1312_STATE,698357871295.23,832697061118.07,187226754368.75,207303234843.96,8436298561.81,35317387674.95,140948614253.89,196911423163.35,93642672304.57,6014621727.41,30934472686.91,10490277263.83,-134339189822.83,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2025-07-22
2020,BG,S1311_CENTRAL,520508300165.98,544364814198.66,94465106670.83,166878722726.03,11877077991.55,17753980254.68,105780382345.14,93178288713.18,51945352764.16,11664067762.53,12848395470.94,18986312798.4,-23856514032.68,GF05_ENVIRONMENT,gov_10a_main,FLASH,2025-02-11
2021,EE,S1314_SOCIAL_SECURITY,600502444439.15,614371914912.86,148216031645.78,207521918816.74,40856817241.86,28209561859.16,148620125587.37,131873787619.52,48072783115.31,4226136841.88,10994259864.4,27212125433.69,-13869470473.72,GF06_HOUSING,gov_10a_exp,FIRST,2025-11-04
2022,HU,S1313_LOCAL,1005277038183.46,1104328863542.27,357626798617.6,283882624181.03,66894671663.69,90361102855.77,222938199100.33,246001983985.88,88581168325.61,17847616116.71,58173405200.97,30651591455.18,-99051825358.81,GF07_HEALTH,gov_10a_rev,SECOND,2025-05-10
2023,LU,S1312_STATE,199466687181.43,186588597679.07,44308799163.1,41485234593.27,12159288709.02,12830323026.53,34862436607.79,53487314914.85,48690982815.79,1710922434.42,7905611299.87,4594416444.7,12878089502.36,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-09-06
2024,RO,S1311_CENTRAL,511836857502.61,507917341940.34,188325700672.88,177585332846.61,10384056459.92,34713461410.4,99160050060.17,86050964200.03,112253060306.59,14015521904.7,12174891145.14,24097741294.66,3919515562.28,GF09_EDUCATION,gov_10a_main,FLASH,2025-09-08
2025,AT,S1314_SOCIAL_SECURITY,1402732743044.75,1636705000300.51,438051529857.84,671545856203.2,90513295797.3,122635579123.15,225039826748.47,277087625320.79,385022599427.86,31747443743.7,46296877491.04,21004056101.45,-233972257255.77,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2025-07-14
2026,CZ,S1313_LOCAL,87664231069.47,98935482415.73,25685042108.08,42776295335.44,2422197139.16,6680770459.91,26782412708.01,28267906701.09,13776879802.15,2306692371.88,991379050.2,4239361678.9,-11271251346.26,GF01_GENERAL,gov_10a_rev,SECOND,2025-09-29
2010,DE,S1312_STATE,175081480680.69,213097001643.95,60331774221.72,56685267345.2,13006932471.3,9459745374.98,26382619332.24,44096659639.22,18387664127.93,1049559960.67,13822418564.7,11955902785.34,-38015520963.26,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-12-14
2011,LV,S1311_CENTRAL,921641483429.2,886165806346.1,301992861246.0,363393820520.17,21546957243.59,85005852480.74,292195360289.5,189718672919.75,105057784540.7,2314294680.53,54858314508.93,24392648352.52,35475677083.1,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2026-02-23
2012,PL,S1314_SOCIAL_SECURITY,824878771915.03,931722694190.98,304669874582.95,280135949436.73,63145684125.33,77261143983.72,253254703396.97,252552771815.54,116770088752.41,15393138320.84,27656268129.77,36994016823.18,-106843922275.96,GF04_ECONOMIC,gov_10a_exp,FIRST,2025-05-23
2013,ES,S1313_LOCAL,440446706359.97,525015239722.63,127057994142.29,230489895998.55,31345970822.32,33702191656.7,140472047437.07,69173197268.59,92068330959.03,11614713208.35,10587542637.03,28306651590.68,-84568533362.66,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2026-01-10
2014,HR,S1312_STATE,107055431588.4,127322259104.84,20581562930.0,55999191411.2,1836611343.76,5723189000.56,20048694010.81,34735399392.96,26766647810.17,469994172.11,3618729822.6,2208303293.47,-20266827516.44,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2025-07-20
2015,FI,S1311_CENTRAL,1164663791212.92,1343638154490.65,372200720774.88,532880282196.63,87242273261.22,114336370480.13,200467018802.81,227731895978.99,255000505447.56,28861009982.49,13220370942.26,77933792301.57,-178974363277.73,GF07_HEALTH,gov_10a_main,FLASH,2024-03-20
2016,IE,S1314_SOCIAL_SECURITY,461269044945.4,499956742168.31,143925830526.98,140633771545.61,11842672974.02,44810576998.6,111204738852.87,123601060100.68,62995710601.92,5717946292.11,24051738184.12,14579039670.98,-38687697222.9,GF08_RECREATION,gov_10a_exp,FIRST,2024-10-25
2017,MT,S1313_LOCAL,152707037076.3,184362018970.77,35518253215.9,82415365505.88,5647094341.78,13599445404.29,46575150123.39,40547161641.3,15443993690.84,4160686.4,10773478079.18,8953444152.16,-31654981894.47,GF09_EDUCATION,gov_10a_rev,SECOND,2025-01-26
2018,SK,S1312_STATE,553872590680.86,641677938948.9,199612799753.78,303970708574.32,32143886923.1,56702855961.12,162030876089.36,110292048442.81,130468788007.42,6125165838.94,7576423771.09,8821919334.58,-87805348268.04,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-03-06
2019,BE,S1311_CENTRAL,446457502754.05,535089042084.42,107929848960.45,212763575665.31,21179285112.96,37217498223.64,88141770614.66,136303567112.83,70945811277.58,8625631125.56,28801360708.37,26777709224.48,-88631539330.37,GF01_GENERAL,gov_10a_main,FLASH,2024-08-29
2020,DK,S1314_SOCIAL_SECURITY,179404473360.01,204530482538.06,57612798311.37,69976436295.55,10777450247.32,10544154342.55,30637058313.22,38325567798.17,17420286842.9,1805925409.88,4826143549.9,10752159988.76,-25126009178.05,GF02_DEFENCE,gov_10a_exp,FIRST,2025-12-08
2021,GR,S1313_LOCAL,733658694410.18,783377371598.71,269583783318.53,198990710925.42,42282785736.26,29565600448.31,157806828349.7,136367040461.78,142177855759.34,12984366897.82,20053698595.87,13816212093.24,-49718677188.53,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2024-11-16
2022,LT,S1312_STATE,1145658550285.89,1264689285634.17,212558650698.82,463003956884.0,49633473526.57,84410724446.66,277724027759.41,204456929894.71,226383765663.95,22621194699.67,52478832939.63,44755873674.25,-119030735348.28,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-07-01
2023,PT,S1311_CENTRAL,228454489270.47,224890743629.04,79263688395.44,82102493856.01,4788481286.57,19643311289.7,39151590587.73,51449875958.67,44197261351.1,2495656412.16,7373178251.39,6628216947.17,3563745641.43,GF05_ENVIRONMENT,gov_10a_main,FLASH,2025-09-24
2024,SE,S1314_SOCIAL_SECURITY,1208493912602.88,1403865155400.37,254714571210.13,530168193772.68,27469522118.2,106351520659.45,188702499670.3,246127255245.85,184662674471.81,20728504853.45,68183894967.37,32337066614.2,-195371242797.48,GF06_HOUSING,gov_10a_exp,FIRST,2024-01-17
2025,CY,S1313_LOCAL,451381910314.25,498292626639.67,135298479494.04,206358399768.99,34634817466.63,16137975620.67,109214365578.05,97575173850.86,86985277336.8,6757001780.58,20127165206.21,20745306980.9,-46910716325.42,GF07_HEALTH,gov_10a_rev,SECOND,2025-09-11
2026,FR,S1312_STATE,964167575256.66,1140775403896.62,242269640327.07,426916807490.25,34351754643.07,87179185425.18,230668882624.58,290599114134.8,82233903152.71,6824899265.61,74976370512.9,40000051610.31,-176607828639.96,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2025-06-02
2010,IT,S1311_CENTRAL,966072073697.27,1176825883767.64,306661124611.98,372129921610.92,74229636728.28,74997683311.05,215996289885.98,165158033546.76,215338144113.13,12996552143.26,70545587777.89,42169476974.8,-210753810070.37,GF09_EDUCATION,gov_10a_main,FLASH,2024-11-10
2011,NL,S1314_SOCIAL_SECURITY,825273955827.31,967744869056.52,170382857503.4,405977896876.78,32872542226.31,87650639430.53,194840160686.85,163732776502.06,102113090412.93,18145459319.27,15072392170.92,57260905115.36,-142470913229.2,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-01-22
2012,SI,S1313_LOCAL,626678369483.66,706545759375.17,159421700348.66,331591600180.44,42084029459.73,69537687128.21,118250922487.73,102263056935.99,109448058275.07,16834934151.22,49076152691.57,15006154296.83,-79867389891.5,GF01_GENERAL,gov_10a_rev,SECOND,2025-05-24
2013,BG,S1312_STATE,1753269762675.75,2062784508655.32,465704727352.93,533754634330.47,87345473885.26,157081452700.01,308134184964.15,425456479695.48,255120821630.6,15604927998.82,86669826357.89,49165431657.39,-309514745979.57,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-10-08
2014,EE,S1311_CENTRAL,1549395453265.89,1611135570268.99,400654907242.28,436993275346.59,87873483369.81,55069428482.81,245664512963.71,448980443631.39,290970028957.69,40858002971.17,118722243813.46,45823820446.95,-61740117003.1,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2024-07-27
2015,HU,S1314_SOCIAL_SECURITY,293269532614.91,324693353772.01,81566255568.87,127748347846.42,21461208756.66,14261084554.72,78362032617.46,80322502141.63,43781105214.71,4065667222.85,19967091888.36,6065748911.4,-31423821157.1,GF04_ECONOMIC,gov_10a_exp,FIRST,2026-01-14
2016,LU,S1313_LOCAL,671600790222.84,720398562410.4,203212216956.82,222397268522.18,14821388545.98,40563439252.51,172612937532.21,170990737343.05,142388664078.92,13625995901.83,26837309883.02,40625956152.88,-48797772187.56,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2025-05-18
2017,RO,S1312_STATE,549686888806.4,668158077304.4,158446135374.2,168266703939.55,28800138307.0,63917791528.52,114572273479.39,186165764313.5,84118411208.32,4908776361.32,43324035321.08,14723815034.94,-118471188498.01,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2024-10-14
2018,AT,S1311_CENTRAL,176078915464.48,167189763764.8,35333558940.14,76228671881.54,10216231598.47,6332990527.58,27993783159.44,27918338517.68,49272878750.88,5066490850.87,12604673443.53,7470772130.27,8889151699.68,GF07_HEALTH,gov_10a_main,FLASH,2025-08-06
2019,CZ,S1314_SOCIAL_SECURITY,305323191130.13,338968653774.76,83549167538.24,96021103782.64,4972383574.25,28350641316.13,82041843457.53,73616187382.48,75348675119.88,6193926042.28,15941941421.66,7126755757.87,-33645462644.64,GF08_RECREATION,gov_10a_exp,FIRST,2025-09-05
2020,DE,S1313_LOCAL,656361464017.02,607949474250.95,176343555632.34,230035646703.5,33893624676.04,30613362976.05,103838294016.92,160667735891.56,136067936277.96,2517596277.04,20499591519.18,36449713512.59,48411989766.07,GF09_EDUCATION,gov_10a_rev,SECOND,2025-01-01
2021,LV,S1312_STATE,1492098135180.2,1373207187394.19,406460459085.94,464481905273.32,92038219262.95,81294221544.42,440000067078.1,333721446595.31,264964670024.7,32632876816.39,118986548819.43,29829013112.38,118890947786.0,GF10_SOCIAL_PROTECTION,gov_10a_taxag,BENCHMARK,2024-08-08
2022,PL,S1311_CENTRAL,244750096030.05,247718185895.67,84007092121.24,82598239246.24,4116872864.66,11595489704.28,73040441615.51,66135287633.25,51194236387.76,1676092740.52,9013326840.01,8276510831.27,-2968089865.61,GF01_GENERAL,gov_10a_main,FLASH,2025-05-27
2023,ES,S1314_SOCIAL_SECURITY,879457414796.95,905088735288.84,166605786112.35,285723039662.68,13894486948.03,71704150746.25,206459371205.77,152076867197.22,180063008411.3,3257819905.68,15807067694.62,28998382053.91,-25631320491.89,GF02_DEFENCE,gov_10a_exp,FIRST,2025-08-31
2024,HR,S1313_LOCAL,939529198210.14,883029139159.66,233695437202.07,336196355259.63,45997216175.71,44722342272.01,153042615054.14,194697979081.84,214274453726.73,2493960238.78,52430176538.86,46459580044.84,56500059050.47,GF03_PUBLIC_ORDER,gov_10a_rev,SECOND,2025-10-25
2025,FI,S1312_STATE,739236995350.5,876793486542.91,234434506197.08,365581356796.14,31875512659.77,56791263518.12,196148139646.45,205400857774.83,71194547091.84,19258638340.58,28179071886.68,41244459154.32,-137556491192.41,GF04_ECONOMIC,gov_10a_taxag,BENCHMARK,2024-06-11
2026,IE,S1311_CENTRAL,1261133292434.2,1397167494953.06,474254535218.99,626200383760.66,69248908426.01,49272835326.9,281011956539.88,213255331179.71,154667420423.31,34350535734.37,47049161849.88,41577359204.85,-136034202518.86,GF05_ENVIRONMENT,gov_10a_main,FLASH,2024-11-26
2010,MT,S1314_SOCIAL_SECURITY,953019535176.16,974360010002.87,256974292472.4,278409311019.6,17420094402.57,89008646627.6,303452455987.27,203151565921.06,174282529303.95,20528771307.97,68180590391.73,33115593873.3,-21340474826.71,GF06_HOUSING,gov_10a_exp,FIRST,2024-08-12
2011,SK,S1313_LOCAL,288357146965.0,276146970021.5,78521885690.11,68082641658.73,13784592782.6,21800440844.23,86232112935.63,79643867740.47,51450594934.71,3133227179.27,14985992568.56,10926646530.0,12210176943.5,GF07_HEALTH,gov_10a_rev,SECOND,2025-02-08
2012,BE,S1312_STATE,1312431086063.06,1354639929862.53,437301209128.24,488275839450.95,31771029972.94,69566255190.95,212264990554.88,416815886095.29,244288229211.74,10173153531.19,28894634065.76,78117590783.28,-42208843799.47,GF08_RECREATION,gov_10a_taxag,BENCHMARK,2024-11-27
2013,DK,S1311_CENTRAL,914240220577.95,956438979088.14,279025385272.45,298715507545.54,56572360126.96,49067809769.28,223872147757.26,211169833342.34,151571588503.91,17350576474.71,12164570696.73,41506597306.69,-42198758510.19,GF09_EDUCATION,gov_10a_main,FLASH,2025-03-05
2014,GR,S1314_SOCIAL_SECURITY,1062852709998.18,1267881376764.28,248430490559.85,416674291573.34,13169153120.47,56042494631.28,214045234532.64,301353940304.67,129385294614.38,5228622554.43,18546703033.42,66852666526.85,-205028666766.09,GF10_SOCIAL_PROTECTION,gov_10a_exp,FIRST,2024-12-02
2015,LT,S1313_LOCAL,217085973117.46,232298476966.57,79268474199.37,67638875412.52,14566715812.13,14135635921.41,33232626247.15,66818517253.49,21956734513.42,4251117357.69,7750581351.32,9803597498.03,-15212503849.11,GF01_GENERAL,gov_10a_rev,SECOND,2025-05-11
2016,PT,S1312_STATE,1695109818526.39,1797197541934.81,635066265373.35,801557256704.5,33845574488.91,157320796289.63,268362064161.44,467161224166.42,459058277213.62,14406304176.2,128720525450.44,102315546076.46,-102087723408.42,GF02_DEFENCE,gov_10a_taxag,BENCHMARK,2025-08-15
2017,SE,S1311_CENTRAL,944204631607.75,1117551831139.2,315441509361.82,382163772942.44,15053907974.48,81019425858.96,235425007521.63,257207821729.26,183080480135.52,6582340048.91,15563567823.29,40987561939.36,-173347199531.45,GF03_PUBLIC_ORDER,gov_10a_main,FLASH,2025-11-04
2018,CY,S1314_SOCIAL_SECURITY,451581485772.41,509055900543.49,123965551141.78,159881941443.66,26397619739.54,29087788194.96,92447210212.31,132676790696.37,114378664889.59,3206920503.48,7542391273.82,11371596185.68,-57474414771.08,GF04_ECONOMIC,gov_10a_exp,FIRST,2024-02-12
2019,FR,S1313_LOCAL,390686397124.29,435800431770.47,86585296334.87,179664554729.6,21938374775.83,35475366181.0,94397459784.62,67670780341.86,78604611373.65,2381456839.98,30298998918.17,18678054130.82,-45114034646.18,GF05_ENVIRONMENT,gov_10a_rev,SECOND,2026-02-07
2020,IT,S1312_STATE,1478895793411.39,1391195556852.99,381626801446.31,439297945923.42,75391877062.46,109414037175.34,425993952503.22,251054500423.81,265654355685.12,17359262527.74,43599448057.81,66012461022.16,87700236558.4,GF06_HOUSING,gov_10a_taxag,BENCHMARK,2025-03-12
