trans_transit_service_date,trans_transit_agency_gtfs_id,trans_transit_route_id,trans_transit_route_type,trans_transit_scheduled_trips_count,trans_transit_actual_trips_count,trans_transit_on_time_performance_pct,trans_transit_headway_minutes_avg,trans_transit_passenger_boardings,trans_transit_passenger_alightings,trans_transit_load_factor_peak,trans_transit_vehicle_miles_traveled,trans_transit_vehicle_hours_traveled,trans_transit_revenue_miles_traveled,trans_transit_farebox_revenue_usd,trans_transit_fare_evasion_estimate_pct,trans_transit_service_disruption_minutes,trans_transit_accessibility_compliance_pct,trans_transit_operator_absence_rate,trans_transit_customer_complaints_count
2020-10-30,GTFS00130,R0000669,BUS,541,414,83.5,30.7,8058,121788,0.24,1390.99,15607.93,1003.69,2767986.24,0.18,285,98.1,0.86,2994
2020-10-31,GTFS00131,R0000670,CABLE,699,696,90.36,5.93,1886,39830,0.251,7756.49,13851.04,6573.34,3898833.89,5.41,406,86.32,8.43,2273
2020-11-01,GTFS00132,R0000671,BUS,1240,1105,96.44,25.72,111800,101994,0.451,20634.05,7829.02,16582.38,3722105.29,0.53,102,82.31,4.69,1813
2020-11-02,GTFS00133,R0000672,BUS,475,376,79.05,16.78,151575,153972,1.011,15988.83,7140.99,11523.41,13728.12,1.23,64,81.37,4.21,582
2020-11-03,GTFS00134,R0000673,BUS,1359,1023,90.35,28.03,166336,182947,0.233,9869.58,15366.35,7145.57,3762121.43,13.69,423,95.89,6.61,2762
2020-11-04,GTFS00135,R0000674,BUS,771,682,61.38,10.74,41575,63381,0.77,11541.5,15579.97,10074.69,6416057.93,11.54,260,95.29,9.75,5235
2020-11-05,GTFS00136,R0000675,BUS,1442,1356,76.44,13.35,130586,237463,1.785,6903.58,2837.54,6141.29,3626122.7,0.25,247,80.55,1.46,447
2020-11-06,GTFS00137,R0000676,TRAM,1174,1014,82.62,15.47,162769,206900,0.33,15411.46,12054.67,14529.43,1920933.18,11.61,425,92.3,8.95,3282
2020-11-07,GTFS00138,R0000677,BUS,1066,1067,74.09,12.36,102420,130075,0.784,10356.73,14304.2,6456.67,386015.41,13.71,282,72.46,2.9,1097
2020-11-08,GTFS00139,R0000678,TRAM,145,111,91.97,9.97,67842,7926,0.705,12462.25,827.55,9571.7,5609890.97,17.94,333,89.85,6.31,4844
2020-11-09,GTFS00140,R0000679,RAIL,991,764,95.9,37.32,180015,152923,1.17,5180.25,11425.3,5021.42,2537828.25,16.03,365,93.81,0.27,2905
2020-11-10,GTFS00141,R0000680,BUS,535,535,90.41,16.21,75331,158867,0.959,1089.11,12701.58,685.43,2534196.56,16.86,27,88.99,12.57,4740
2020-11-11,GTFS00142,R0000681,RAIL,247,250,84.98,38.51,165698,249021,1.343,4789.04,5016.06,3757.36,5846213.32,11.09,415,70.38,11.37,3905
2020-11-12,GTFS00143,R0000682,BUS,1375,1203,88.75,26.39,99750,67899,1.237,19011.83,10266.36,18579.84,5866744.64,1.03,360,77.15,1.25,3917
2020-11-13,GTFS00144,R0000683,BUS,331,276,84.57,31.38,219409,81864,0.161,12987.8,15939.4,9912.8,3654423.04,11.13,417,80.27,3.68,4606
2020-11-14,GTFS00145,R0000684,RAIL,488,438,56.38,22.44,66033,81776,0.951,6875.48,14990.83,6305.3,5420247.29,15.07,258,75.78,15.93,79
2020-11-15,GTFS00146,R0000685,FERRY,686,535,68.36,17.33,35799,219981,1.066,12007.06,14437.32,9361.75,7063068.98,1.86,57,97.91,2.52,5722
2020-11-16,GTFS00147,R0000686,BUS,47,40,88.94,16.13,182125,222636,0.433,10954.09,9091.75,10271.07,2723768.8,16.97,193,86.5,13.8,5971
2020-11-17,GTFS00148,R0000687,BUS,828,664,65.84,8.21,234672,127086,0.265,14817.93,11776.92,13505.33,2375139.52,17.27,130,94.05,12.4,5796
2020-11-18,GTFS00149,R0000688,BUS,301,240,79.35,10.85,192718,25759,0.338,14527.71,16267.53,9193.84,399532.31,16.98,143,77.99,10.01,5115
2020-11-19,GTFS00150,R0000689,SUBWAY,65,53,96.33,5.8,46896,141543,0.823,12112.52,17546.81,7494.5,1612343.63,12.3,247,84.9,16.66,654
2020-11-20,GTFS00151,R0000690,RAIL,410,331,84.06,36.49,245267,138809,1.095,4501.39,5298.15,3620.84,2027534.72,9.84,127,70.77,6.46,813
2020-11-21,GTFS00152,R0000691,SUBWAY,44,38,87.23,11.66,210677,51246,1.466,2893.24,6687.89,2157.37,1770706.13,10.67,296,85.14,15.19,1989
2020-11-22,GTFS00153,R0000692,BUS,1047,995,83.99,9.89,237977,142727,0.21,11459.58,15902.16,7469.09,2508080.46,9.5,185,78.63,5.52,4124
2020-11-23,GTFS00154,R0000693,BUS,1078,965,56.01,16.58,147861,248177,1.714,5585.64,13901.58,3475.85,37844.46,5.66,234,77.47,17.88,6390
2020-11-24,GTFS00155,R0000694,BUS,1054,818,69.47,4.47,46281,202810,0.941,17071.46,4175.53,12547.08,3009894.94,0.71,355,97.62,14.81,2030
2020-11-25,GTFS00156,R0000695,SUBWAY,1264,1117,81.75,17.49,212747,69648,0.841,10714.11,3960.42,9898.88,7260560.06,0.84,224,99.68,14.43,5834
2020-11-26,GTFS00157,R0000696,BUS,1414,1411,62.34,29.09,202268,77104,0.902,17118.88,4837.04,16276.58,4374755.99,9.34,349,76.51,15.43,668
2020-11-27,GTFS00158,R0000697,RAIL,1151,992,62.43,23.24,75488,35855,1.698,10666.58,6043.6,9848.25,1790367.75,6.48,221,88.5,13.24,1496
2020-11-28,GTFS00159,R0000698,BUS,300,231,67.91,19.77,160698,239709,0.81,10646.57,5325.06,7011.85,2714523.16,2.87,294,70.35,1.19,2993
2020-11-29,GTFS00160,R0000699,RAIL,1122,970,69.99,9.94,40388,164061,1.015,21891.06,16048.49,21091.29,2731806.04,3.32,439,97.89,14.67,5417
2020-11-30,GTFS00161,R0000700,SUBWAY,1461,1475,95.87,38.89,214350,45656,1.097,4731.95,2286.94,3534.52,524171.11,8.3,248,98.04,12.27,6095
2020-12-01,GTFS00162,R0000701,BUS,181,171,92.46,38.45,24903,127316,1.239,11151.26,6547.16,10172.87,4295662.71,16.73,337,96.25,1.13,2752
2020-12-02,GTFS00163,R0000702,BUS,1365,1273,67.15,27.18,10172,214375,0.834,11158.45,17682.38,10861.79,1444573.4,14.52,288,72.93,13.06,666
2020-12-03,GTFS00164,R0000703,SUBWAY,1199,1007,59.73,10.53,3056,148314,1.057,9703.07,474.43,9113.9,6870341.64,1.81,112,86.82,3.03,786
2020-12-04,GTFS00165,R0000704,BUS,717,727,92.11,32.59,137529,147650,1.567,5387.0,10413.27,4715.9,746864.59,1.56,193,80.43,11.73,2774
2020-12-05,GTFS00166,R0000705,BUS,1315,990,79.44,9.96,105669,1789,0.312,7296.53,15269.37,5756.26,707587.98,11.99,279,86.86,10.84,2331
2020-12-06,GTFS00167,R0000706,SUBWAY,967,885,84.19,33.37,163060,233952,0.899,3958.1,3968.12,2496.0,2145052.46,1.04,398,72.18,14.02,4771
2020-12-07,GTFS00168,R0000707,RAIL,1053,802,63.57,10.71,129084,18179,1.567,19572.76,3211.45,16709.06,2010577.0,5.56,209,86.1,3.26,4899
2020-12-08,GTFS00169,R0000708,CABLE,862,777,68.43,6.1,160766,96433,0.628,16363.84,7074.83,13660.37,6717055.99,8.22,351,98.1,8.82,493
2020-12-09,GTFS00170,R0000709,BUS,442,439,96.76,39.99,75204,173233,0.816,12991.11,9824.09,9785.87,138334.9,3.54,369,83.97,16.16,2658
2020-12-10,GTFS00171,R0000710,BUS,1276,1217,98.41,37.49,239414,192540,1.042,13419.9,8212.11,9712.51,2650231.83,4.73,58,86.93,3.96,5379
2020-12-11,GTFS00172,R0000711,FERRY,954,803,74.15,31.28,14823,145967,1.554,1429.6,13273.54,1366.11,6595230.24,10.35,312,72.44,13.43,3381
2020-12-12,GTFS00173,R0000712,SUBWAY,265,240,87.63,5.22,103730,248133,0.373,4548.4,4782.22,4122.66,843447.49,12.54,17,91.37,17.35,5983
2020-12-13,GTFS00174,R0000713,BUS,1164,1118,67.1,18.41,205790,68584,0.459,13779.47,9821.93,13706.84,5509141.82,0.74,13,74.8,11.19,1494
2020-12-14,GTFS00175,R0000714,FERRY,946,804,59.68,39.98,135478,193100,1.765,18495.81,17073.89,12441.92,1155425.9,1.89,149,70.13,12.59,492
2020-12-15,GTFS00176,R0000715,SUBWAY,1498,1136,93.85,7.08,154694,222297,0.207,14527.28,7636.63,10386.46,6980576.17,2.03,76,76.75,17.47,3694
2020-12-16,GTFS00177,R0000716,BUS,869,771,56.13,33.53,58353,166289,0.676,18755.52,4102.12,14199.43,2667115.8,16.94,48,98.74,14.09,3824
2020-12-17,GTFS00178,R0000717,RAIL,1470,1299,70.09,23.01,173323,47307,0.47,4008.37,4754.48,3711.1,3638760.67,7.12,265,71.54,0.04,3309
2020-12-18,GTFS00179,R0000718,CABLE,1444,1092,91.34,12.68,227758,28960,1.29,7881.56,896.35,6286.72,54219.37,11.02,106,84.75,16.67,2903
2020-12-19,GTFS00180,R0000719,SUBWAY,935,745,67.05,33.23,72837,110445,1.581,8093.23,10400.47,6793.41,4921385.11,5.01,178,76.08,3.13,885
2020-12-20,GTFS00001,R0000720,BUS,220,172,94.21,34.72,246705,228882,1.416,12923.46,16669.68,11354.48,4762547.73,8.67,381,96.27,3.85,1698
2020-12-21,GTFS00002,R0000721,BUS,134,128,71.42,19.88,102064,99688,1.274,20007.35,8311.3,17948.14,3378536.33,0.89,310,83.37,8.7,4926
2020-12-22,GTFS00003,R0000722,BUS,936,867,73.91,38.63,93575,10916,1.692,5188.0,14932.41,4607.39,7384368.24,10.76,119,77.54,14.66,1493
2020-12-23,GTFS00004,R0000723,BUS,310,315,88.82,7.31,205863,55444,0.89,11332.71,16880.37,8892.43,6124576.12,7.05,61,98.63,10.17,2707
2020-12-24,GTFS00005,R0000724,SUBWAY,78,65,71.74,23.37,148984,107069,0.782,4844.02,12360.12,3934.98,5892377.03,12.16,95,92.85,14.96,2523
2020-12-25,GTFS00006,R0000725,TRAM,1397,1154,70.95,36.71,41502,211664,0.134,7782.74,12579.77,6180.88,1941424.91,14.57,30,73.2,6.39,665
2020-12-26,GTFS00007,R0000726,BUS,449,377,61.96,24.19,43606,78798,1.578,19360.28,6899.42,18610.93,3986690.2,2.5,50,75.07,0.3,4635
2020-12-27,GTFS00008,R0000727,BUS,734,567,78.06,27.53,62853,115210,1.499,15369.42,17906.73,9238.06,6001728.33,6.17,466,90.68,8.3,679
2020-12-28,GTFS00009,R0000728,SUBWAY,1364,1202,82.91,39.75,204349,32312,1.748,11610.41,10442.5,7543.86,2979037.37,1.88,45,80.63,9.25,3676
2020-12-29,GTFS00010,R0000729,SUBWAY,1463,1293,57.87,12.81,226282,215038,0.602,19262.84,8996.89,15143.08,2475380.73,1.75,428,79.78,7.05,3398
2020-12-30,GTFS00011,R0000730,BUS,774,623,90.09,4.7,17529,62476,0.78,7435.99,8986.17,6301.85,2325123.21,11.29,87,84.37,13.56,492
2020-12-31,GTFS00012,R0000731,BUS,538,456,88.92,17.33,40903,211190,1.277,6778.25,10050.58,6368.14,7059902.03,10.68,119,97.46,7.48,5938
2021-01-01,GTFS00013,R0000732,RAIL,1421,1313,84.71,32.17,146930,50751,1.529,9804.65,205.23,9767.93,4403910.72,14.53,205,93.75,8.0,1931
2021-01-02,GTFS00014,R0000733,BUS,354,346,66.4,11.53,83696,100252,0.446,18312.91,14679.05,11688.95,850481.96,13.19,127,83.55,1.57,3370
2021-01-03,GTFS00015,R0000734,SUBWAY,1461,1408,67.2,4.31,103444,91964,0.95,2650.12,12812.07,1726.09,2408881.5,1.46,114,70.34,13.43,2472
2021-01-04,GTFS00016,R0000735,BUS,556,524,84.49,26.16,157159,76529,1.352,2594.66,9237.23,1991.33,4076268.25,14.4,0,81.97,4.76,5277
2021-01-05,GTFS00017,R0000736,RAIL,1338,1028,81.44,17.39,80606,4023,1.599,7745.56,16550.89,6501.87,5058827.36,15.0,132,81.75,10.96,4480
2021-01-06,GTFS00018,R0000737,BUS,868,692,90.65,29.85,215659,198606,0.218,13228.95,10381.57,8168.67,7156260.98,12.74,192,77.35,8.65,1443
2021-01-07,GTFS00019,R0000738,BUS,15,13,64.77,22.17,24573,15450,1.159,6065.24,3136.78,4122.44,1055217.86,3.14,330,85.72,12.73,2083
2021-01-08,GTFS00020,R0000739,SUBWAY,519,396,76.62,15.97,220638,85941,1.591,20506.96,6358.94,18650.6,511657.35,9.07,258,89.49,4.31,690
2021-01-09,GTFS00021,R0000740,BUS,655,621,74.34,38.08,203593,156507,1.099,19888.01,16414.52,15205.57,4697367.99,12.91,11,91.95,17.16,5816
2021-01-10,GTFS00022,R0000741,CABLE,1267,1072,58.39,24.05,15798,242344,0.5,16460.11,13860.09,16183.98,3700645.23,8.86,302,84.97,12.29,1878
2021-01-11,GTFS00023,R0000742,BUS,1282,1202,70.32,32.57,124007,172356,0.443,11808.27,11290.59,7155.84,5738531.69,6.86,301,90.89,10.08,140
2021-01-12,GTFS00024,R0000743,RAIL,1329,1089,89.54,30.24,141640,19476,1.545,8806.52,17953.82,8728.09,4288258.5,1.36,390,94.79,15.49,4406
2021-01-13,GTFS00025,R0000744,BUS,37,37,96.3,19.73,9040,51062,0.146,4554.94,6894.06,4326.58,6633968.38,9.82,392,88.97,17.59,6376
2021-01-14,GTFS00026,R0000745,BUS,669,674,89.25,39.58,183053,40957,1.005,18501.69,5602.44,11535.43,1284919.72,0.71,328,76.89,1.58,3048
2021-01-15,GTFS00027,R0000746,BUS,236,223,82.06,22.86,189855,176168,1.79,2195.15,11274.57,1623.89,4011278.72,2.21,85,79.71,15.72,207
2021-01-16,GTFS00028,R0000747,BUS,909,898,89.5,16.66,89370,218207,1.111,14359.08,12943.3,13775.19,1774707.04,13.54,464,95.16,13.21,3745
2021-01-17,GTFS00029,R0000748,BUS,1376,1215,59.35,4.44,192813,210342,1.46,20906.06,724.8,13438.09,3474431.58,15.87,165,72.42,5.56,5492
2021-01-18,GTFS00030,R0000749,BUS,852,722,56.38,4.78,77761,249937,0.189,15411.95,17240.29,12348.17,1692315.41,4.57,109,74.47,6.1,5182
2021-01-19,GTFS00031,R0000750,BUS,1282,1264,76.96,20.5,246656,65158,1.588,9614.41,6679.37,8294.22,4624996.62,6.69,366,85.26,6.36,1817
2021-01-20,GTFS00032,R0000751,BUS,505,471,75.64,26.19,86215,17634,0.611,7420.53,12943.08,5625.06,4912260.08,3.05,200,93.67,0.3,1220
2021-01-21,GTFS00033,R0000752,BUS,511,515,65.67,7.38,10861,193617,1.443,6591.03,11939.84,6370.4,5846535.44,1.42,266,90.63,1.58,5274
2021-01-22,GTFS00034,R0000753,TRAM,236,190,62.8,10.11,55629,26734,0.708,4185.83,5724.47,3206.68,4263673.57,9.43,81,89.99,9.77,5322
2021-01-23,GTFS00035,R0000754,RAIL,1070,1062,73.1,34.43,4183,136911,0.985,4749.54,6426.21,2859.36,6625944.48,16.99,334,93.25,9.08,3831
2021-01-24,GTFS00036,R0000755,RAIL,137,104,84.84,9.6,133151,159781,1.41,18461.91,6191.22,11622.5,4199267.44,3.8,328,96.47,14.02,4454
2021-01-25,GTFS00037,R0000756,SUBWAY,565,559,87.76,6.61,12364,240498,1.613,17615.93,16528.88,14651.58,5139642.74,10.08,84,97.7,11.81,4742
2021-01-26,GTFS00038,R0000757,BUS,729,569,56.45,10.44,31463,212827,0.741,11986.86,1353.06,7257.33,136444.03,10.45,171,96.96,9.86,3040
2021-01-27,GTFS00039,R0000758,BUS,883,747,87.24,31.37,213704,246155,0.554,3556.53,2244.55,2187.67,3842013.76,16.12,376,73.31,1.73,4414
2021-01-28,GTFS00040,R0000759,SUBWAY,238,201,65.54,25.73,185569,45646,0.691,4219.6,15564.91,3323.09,6289060.18,3.98,350,94.9,4.16,796
2021-01-29,GTFS00041,R0000760,RAIL,1225,1027,98.85,21.28,191332,231717,0.524,17354.34,3472.7,16087.83,5165063.54,7.69,67,78.81,4.21,3165
2021-01-30,GTFS00042,R0000761,BUS,496,412,89.89,10.56,78609,23969,1.71,1857.1,16249.37,1336.3,3270190.83,15.55,111,95.99,17.84,4948
2021-01-31,GTFS00043,R0000762,TRAM,945,818,70.5,32.31,49374,225277,0.911,6096.14,101.71,5803.72,1152681.89,8.94,336,95.48,6.63,3778
2021-02-01,GTFS00044,R0000763,BUS,120,96,65.42,18.22,640,176253,1.608,7814.66,12388.02,5617.65,5739593.36,9.06,73,70.28,10.08,5138
2021-02-02,GTFS00045,R0000764,BUS,1459,1463,59.52,15.23,240714,194826,0.359,4055.97,5181.22,2998.43,5716302.92,10.43,468,91.53,10.06,3425
2021-02-03,GTFS00046,R0000765,BUS,169,136,96.03,11.89,59879,243452,0.139,9982.17,14932.56,6087.45,2740656.25,0.67,80,94.51,6.55,3381
2021-02-04,GTFS00047,R0000766,BUS,1115,1044,75.75,34.1,67201,71412,0.596,15272.02,10891.28,12322.44,6944455.04,17.24,33,97.77,14.56,1541
2021-02-05,GTFS00048,R0000767,BUS,430,430,74.85,21.54,66552,150703,0.262,9886.69,14686.88,6093.28,2843082.42,7.47,268,79.06,8.13,289
2021-02-06,GTFS00049,R0000768,BUS,467,416,68.89,8.29,148294,25536,1.164,17195.61,3161.03,15074.08,2146996.51,13.64,198,99.52,5.76,1952
2021-02-07,GTFS00050,R0000769,SUBWAY,808,647,80.38,13.92,152913,152947,1.571,21095.67,5119.78,16039.83,3261761.55,5.15,243,76.93,16.02,1031
2021-02-08,GTFS00051,R0000770,RAIL,340,327,98.07,30.7,194136,162025,0.826,2404.99,13496.51,2212.52,4237592.31,0.92,23,71.63,6.15,3247
2021-02-09,GTFS00052,R0000771,RAIL,496,424,94.29,15.03,85974,227521,0.244,10005.24,8506.89,9928.49,7437728.7,1.85,396,91.86,13.95,1543
2021-02-10,GTFS00053,R0000772,BUS,188,172,59.56,28.71,111301,174959,1.497,485.59,1704.19,413.52,2218391.74,12.35,186,98.06,14.9,2165
2021-02-11,GTFS00054,R0000773,FERRY,1400,1232,95.06,11.18,194852,95,0.879,8229.92,4884.61,6046.5,2208648.53,6.09,136,71.2,15.31,693
2021-02-12,GTFS00055,R0000774,SUBWAY,156,143,92.31,12.02,230537,73352,0.711,9912.25,15592.44,6819.11,6914242.53,10.73,323,92.85,2.81,5949
2021-02-13,GTFS00056,R0000775,BUS,30,27,98.34,26.11,69167,206936,0.388,11116.82,9206.13,9537.55,4290663.21,9.41,254,71.19,17.82,3274
2021-02-14,GTFS00057,R0000776,BUS,920,919,66.5,39.15,223653,109315,1.342,1944.33,8946.56,1939.82,6227787.01,6.96,300,78.51,12.25,1358
2021-02-15,GTFS00058,R0000777,BUS,1042,975,66.89,11.72,100357,63596,1.223,21271.38,6996.82,19378.49,3674667.73,4.23,227,91.27,15.36,415
2021-02-16,GTFS00059,R0000778,BUS,1006,928,72.71,5.24,97811,36349,0.828,16986.04,2479.24,11885.82,1459302.45,14.45,293,79.72,8.76,4811
2021-02-17,GTFS00060,R0000779,BUS,638,520,91.27,36.89,245410,170652,0.585,13914.01,4718.33,9254.3,3516584.2,12.62,217,88.14,10.9,6213
2021-02-18,GTFS00061,R0000780,BUS,956,803,94.59,27.84,28622,54611,1.488,1361.29,17765.69,1160.44,684597.27,10.13,144,72.92,12.85,2778
2021-02-19,GTFS00062,R0000781,BUS,769,635,70.53,6.87,33248,75886,1.037,21476.45,14496.93,21343.74,5003318.26,0.3,8,86.15,4.66,6358
2021-02-20,GTFS00063,R0000782,SUBWAY,463,455,67.97,36.13,215035,108060,1.79,2657.96,8085.42,2029.75,5839101.57,4.35,435,99.92,17.17,2449
2021-02-21,GTFS00064,R0000783,BUS,1053,978,80.39,14.47,127073,36663,0.683,1238.23,2359.05,958.98,6991724.44,10.73,94,90.33,1.91,2929
2021-02-22,GTFS00065,R0000784,BUS,685,611,97.67,26.91,101851,69589,1.154,9480.53,6331.22,7002.6,4132847.77,11.99,471,75.42,5.54,2845
2021-02-23,GTFS00066,R0000785,BUS,309,290,57.62,32.6,44847,249065,1.108,16677.62,8567.83,10688.02,1026522.98,8.28,205,85.24,4.56,3191
2021-02-24,GTFS00067,R0000786,SUBWAY,1347,1071,92.08,8.48,180812,180144,1.323,11541.18,11006.27,11413.3,3249514.24,14.7,460,72.4,8.33,504
2021-02-25,GTFS00068,R0000787,SUBWAY,508,477,56.64,38.72,5303,246909,1.723,2056.18,13404.72,1732.18,1750265.84,13.61,288,91.46,10.91,3808
2021-02-26,GTFS00069,R0000788,BUS,861,656,92.41,34.0,157356,249687,0.102,14915.25,5907.53,11130.2,1232000.53,11.17,93,91.03,10.1,3152
2021-02-27,GTFS00070,R0000789,TRAM,1332,1310,98.45,39.24,197443,190070,0.615,15848.66,1881.13,10259.72,2481146.89,3.59,257,98.19,9.41,3755
2021-02-28,GTFS00071,R0000790,BUS,52,45,77.31,28.22,242624,44579,0.999,10792.76,6697.35,8324.69,7322912.23,1.45,286,77.31,2.25,6465
2021-03-01,GTFS00072,R0000791,BUS,652,637,60.98,38.97,100945,195338,0.404,15834.2,17037.22,13309.61,798579.56,10.66,410,79.81,15.3,5942
2021-03-02,GTFS00073,R0000792,BUS,637,556,75.06,18.3,177160,10447,1.755,7410.36,5815.75,7183.27,4255653.53,1.11,181,78.49,9.28,142
2021-03-03,GTFS00074,R0000793,FERRY,1462,1137,58.67,35.36,236653,85831,0.372,18236.44,2907.86,18164.69,4815558.86,14.5,248,85.99,1.62,3101
2021-03-04,GTFS00075,R0000794,RAIL,1198,1157,90.38,5.77,51671,218225,1.233,21661.63,7505.53,17882.44,2343035.76,3.6,224,99.91,8.9,2245
2021-03-05,GTFS00076,R0000795,BUS,1045,844,89.67,20.92,158837,191472,1.326,18027.98,13656.34,11139.55,2585412.51,3.84,418,70.73,5.12,6205
2021-03-06,GTFS00077,R0000796,SUBWAY,1306,1010,63.93,38.43,131652,205419,0.987,305.28,13679.59,244.95,605991.41,15.77,182,86.81,17.62,6181
2021-03-07,GTFS00078,R0000797,BUS,1195,1102,99.23,26.59,14096,8624,1.107,16808.15,4314.11,12231.05,1274047.56,5.24,294,94.71,5.18,2671
2021-03-08,GTFS00079,R0000798,BUS,546,528,92.79,30.37,65896,125442,0.355,7354.74,13177.02,6979.65,2585645.18,11.58,452,70.7,7.81,2416
2021-03-09,GTFS00080,R0000799,BUS,819,753,73.32,33.62,182669,100409,1.037,21849.99,14686.19,17353.35,6496069.19,16.17,43,98.76,3.62,4478
2021-03-10,GTFS00081,R0000800,BUS,1143,1070,76.43,30.85,187648,224735,1.634,14665.79,4523.96,13810.25,5821908.48,15.07,18,74.79,0.71,1640
2021-03-11,GTFS00082,R0000801,BUS,1087,1109,95.79,31.08,36448,183328,1.419,7309.78,6885.68,5623.76,3058529.96,10.53,229,74.13,5.81,1561
2021-03-12,GTFS00083,R0000802,BUS,325,288,98.28,33.08,64484,3830,0.636,4143.49,787.74,2557.11,5213839.24,17.34,84,98.34,7.37,5902
2021-03-13,GTFS00084,R0000803,RAIL,322,278,80.01,19.35,135078,86443,1.477,7052.73,4990.21,4521.93,5821869.57,0.23,59,81.7,1.98,1332
2021-03-14,GTFS00085,R0000804,RAIL,1473,1398,60.74,36.68,38325,211013,1.433,16662.21,15481.0,14404.42,1701234.06,9.74,99,96.7,10.44,3067
2021-03-15,GTFS00086,R0000805,BUS,932,806,97.67,36.66,36125,218174,1.13,11827.43,7975.22,8979.91,4190026.65,17.68,375,93.97,5.29,4548
2021-03-16,GTFS00087,R0000806,BUS,896,707,61.12,32.13,33035,38927,0.98,7908.16,12586.6,7088.55,410411.42,14.86,372,92.68,16.52,2600
2021-03-17,GTFS00088,R0000807,BUS,601,466,64.71,12.62,125737,166294,1.034,15925.57,4984.21,11045.88,5819362.78,13.4,5,90.3,1.65,2811
2021-03-18,GTFS00089,R0000808,BUS,442,352,87.09,19.69,210611,248050,0.737,8448.45,2863.66,7524.25,5436832.48,3.22,176,88.17,16.01,5854
2021-03-19,GTFS00090,R0000809,BUS,1338,1305,70.3,33.77,85616,65056,1.173,15831.64,1160.08,9770.68,6225185.29,9.66,446,88.78,2.69,3491
2021-03-20,GTFS00091,R0000810,RAIL,1018,981,61.35,24.92,145982,186582,1.142,4945.38,2697.12,4225.02,3377385.8,5.34,136,98.8,1.29,516
2021-03-21,GTFS00092,R0000811,RAIL,1195,1087,69.92,13.09,99511,102522,0.769,12168.69,2981.81,8471.65,4259179.08,10.31,201,80.8,13.79,1
2021-03-22,GTFS00093,R0000812,BUS,772,787,66.29,14.67,119273,143932,1.476,14197.9,5548.05,12087.87,1141738.76,6.55,0,70.58,4.14,3256
2021-03-23,GTFS00094,R0000813,RAIL,52,48,72.21,19.55,50437,227646,0.187,7301.24,11194.17,6627.3,2599270.68,5.17,360,72.32,4.58,697
2021-03-24,GTFS00095,R0000814,SUBWAY,370,318,85.52,19.81,135331,103953,0.49,20212.47,1774.04,19603.97,5471283.72,17.74,26,94.93,9.36,5992
2021-03-25,GTFS00096,R0000815,BUS,80,76,79.02,16.12,153043,194964,1.333,19518.21,9587.6,17145.09,986701.67,12.44,302,78.75,4.23,2317
2021-03-26,GTFS00097,R0000816,BUS,1053,983,89.06,33.29,112935,120283,1.592,6128.07,647.63,5117.95,4697770.08,4.15,404,95.91,14.78,3069
2021-03-27,GTFS00098,R0000817,BUS,1385,1289,82.3,36.98,62522,140301,0.584,20537.21,5786.83,12973.59,1068554.14,13.92,460,74.62,8.54,1961
2021-03-28,GTFS00099,R0000818,RAIL,1285,1081,62.37,14.97,37590,218328,0.696,17524.35,2279.18,13361.57,1931409.49,2.49,330,96.43,3.27,615
2021-03-29,GTFS00100,R0000819,BUS,697,603,68.13,14.6,222668,224078,1.385,21416.33,4395.25,18164.36,2388436.97,13.06,141,85.83,15.89,1777
2021-03-30,GTFS00101,R0000820,BUS,1400,1392,76.76,15.96,101232,198744,1.501,16113.66,8040.26,14625.54,4475965.51,14.23,22,97.58,7.51,521
2021-03-31,GTFS00102,R0000821,BUS,230,209,84.22,4.95,6700,248001,0.16,11228.32,1328.19,10489.8,6092688.57,16.71,418,70.67,2.06,6187
2021-04-01,GTFS00103,R0000822,BUS,763,752,96.28,25.15,190192,76267,0.427,12798.17,17564.36,12510.7,767965.89,17.93,305,71.59,9.07,2017
2021-04-02,GTFS00104,R0000823,RAIL,154,147,85.06,9.83,157923,180319,1.068,3893.32,8618.74,3251.8,1145820.37,1.46,50,75.84,13.7,2305
2021-04-03,GTFS00105,R0000824,BUS,191,149,93.93,39.86,18164,71162,0.261,13907.7,4606.95,11062.27,6393679.14,1.32,365,95.53,14.61,4943
2021-04-04,GTFS00106,R0000825,BUS,247,244,72.71,32.2,209868,199287,0.207,10784.97,2373.48,9533.19,6448713.09,1.56,438,77.87,3.81,2810
2021-04-05,GTFS00107,R0000826,BUS,1094,1113,62.09,37.99,199949,107603,1.263,20387.54,17658.96,20312.4,4942538.64,6.45,156,76.62,12.44,1832
2021-04-06,GTFS00108,R0000827,BUS,843,782,93.31,12.17,219862,12078,1.225,7883.99,12266.55,5429.84,7024438.81,6.76,204,74.58,2.41,28
2021-04-07,GTFS00109,R0000828,RAIL,347,342,74.46,11.48,104702,31308,1.127,7881.71,17242.94,7607.32,358633.59,14.98,384,92.95,5.31,3715
2021-04-08,GTFS00110,R0000829,BUS,551,488,60.62,27.51,30552,126433,0.84,8676.91,13916.9,8634.98,6482295.28,0.75,445,95.21,13.39,4576
2021-04-09,GTFS00111,R0000830,BUS,411,309,62.75,7.48,159598,225936,0.989,14496.81,2844.06,11861.17,218554.85,3.24,343,90.61,17.33,294
2021-04-10,GTFS00112,R0000831,BUS,70,54,68.94,9.52,63653,60686,0.829,16916.11,8322.57,16461.71,3335039.69,17.73,105,99.71,2.34,6458
