qol_reg_reference_year,qol_reg_country_iso2,qol_reg_region_nuts_code,qol_reg_gdp_per_capita_pps,qol_reg_employment_rate_pct,qol_reg_r_and_d_intensity_pct_gdp,qol_reg_broadband_coverage_pct,qol_reg_accessibility_index,qol_reg_health_outcomes_index,qol_reg_education_attainment_index,qol_reg_poverty_rate_pct,qol_reg_income_inequality_gini,qol_reg_air_quality_index,qol_reg_green_space_access_pct,qol_reg_public_services_quality_score,qol_reg_institutional_quality_index,qol_reg_cohesion_funds_per_capita_eur,qol_reg_just_transition_exposure_index,qol_reg_data_source,qol_reg_data_extract_date
2010,PT,IE4,70.77,57.91,2.28,74.2,79.38,56.33,75.55,13.29,31.27,59.19,35.07,6.61,46.85,923.39,44.93,EUROSTAT_REGIO,2025-07-01
2011,BE,PT53,197.34,86.1,1.58,64.46,76.27,54.65,45.58,8.93,23.7,43.42,36.3,8.75,38.96,477.43,48.07,NATIONAL_STAT_EXPORT,2024-01-10
2012,FI,LU771,80.04,80.55,3.36,74.9,74.95,71.98,51.6,8.12,33.5,80.4,64.87,7.51,91.27,155.54,30.79,COHESION_POLICY_DASHBOARD,2024-01-24
2013,LV,LU993,57.71,69.54,2.6,72.18,64.78,86.95,67.47,20.77,26.53,79.56,39.66,8.2,41.61,875.62,16.49,JRC_COMPOSITE,2026-02-22
2014,RO,SE398,152.1,71.57,0.39,84.76,51.79,47.21,64.95,16.59,32.56,71.24,26.53,8.25,56.51,2230.31,28.72,EUROSTAT_REGIO,2025-06-24
2015,BG,SI76,169.16,69.74,0.68,59.79,84.83,75.07,76.19,11.15,36.13,65.42,47.01,4.91,54.1,137.55,54.17,NATIONAL_STAT_EXPORT,2025-01-18
2016,FR,IE2,71.67,63.85,2.01,87.74,51.56,65.12,70.96,22.25,35.21,82.15,68.17,7.26,55.89,925.15,30.89,COHESION_POLICY_DASHBOARD,2024-07-01
2017,LT,EE13,103.52,64.94,0.3,72.09,77.21,75.46,75.68,26.79,34.65,78.99,56.79,5.85,76.22,1324.06,34.38,JRC_COMPOSITE,2025-08-23
2018,SK,FR89,123.58,55.37,1.91,66.81,81.32,66.07,52.3,20.34,24.91,45.32,82.75,5.35,46.37,1162.52,63.13,EUROSTAT_REGIO,2025-05-09
2019,HR,DE9,166.84,62.31,0.99,95.11,63.71,75.45,47.27,20.08,35.0,51.59,32.5,5.38,70.61,2109.57,12.61,NATIONAL_STAT_EXPORT,2026-02-23
2020,DE,LV96,155.52,82.84,3.05,97.03,54.84,85.09,79.64,7.35,29.8,44.93,56.02,6.35,36.04,121.89,44.36,COHESION_POLICY_DASHBOARD,2024-11-02
2021,LU,PL334,138.06,68.59,1.86,75.38,42.08,86.95,38.48,15.98,25.02,33.36,54.2,7.62,47.65,359.97,53.86,JRC_COMPOSITE,2025-10-21
2022,SI,EE9,116.2,66.75,0.43,89.34,77.36,84.91,55.98,15.61,26.35,85.19,59.51,6.22,69.91,715.85,50.27,EUROSTAT_REGIO,2025-01-14
2023,CY,BE804,142.03,58.83,1.06,77.44,58.88,64.53,80.91,18.26,37.5,53.42,75.59,7.22,79.71,585.56,32.34,NATIONAL_STAT_EXPORT,2024-02-29
2024,GR,BG296,126.7,57.76,2.03,65.89,43.95,81.67,80.35,27.59,30.18,56.18,44.12,6.8,65.43,1141.97,33.42,COHESION_POLICY_DASHBOARD,2025-09-02
2025,MT,CY239,140.78,69.23,2.34,77.68,44.77,65.33,49.88,24.41,35.81,73.56,33.09,7.13,81.15,1261.93,64.3,JRC_COMPOSITE,2025-03-20
2006,ES,ES66,63.54,73.63,1.79,73.69,36.84,43.77,51.36,18.19,30.16,49.85,68.26,5.2,38.72,2158.76,29.61,EUROSTAT_REGIO,2025-03-20
2007,CZ,MT8,104.94,67.29,1.98,59.61,48.44,79.88,64.92,22.04,28.62,65.4,31.88,6.44,51.87,927.88,23.12,NATIONAL_STAT_EXPORT,2025-05-23
2008,HU,AT29,103.69,75.32,0.95,66.06,72.65,73.86,70.69,29.52,25.45,85.31,92.74,5.66,66.91,1206.86,29.6,COHESION_POLICY_DASHBOARD,2024-05-23
2009,NL,LV540,129.6,70.54,2.32,63.03,41.68,66.93,92.4,21.04,24.25,71.06,32.62,7.12,85.04,523.98,17.35,JRC_COMPOSITE,2025-12-13
2010,SE,LU6,143.07,70.21,1.32,90.48,72.48,74.41,83.47,12.92,30.37,37.82,24.45,7.23,99.71,846.2,26.45,EUROSTAT_REGIO,2025-04-06
2011,DK,LV636,153.73,64.59,3.63,76.93,78.93,81.37,43.6,10.12,28.39,90.43,89.29,7.07,42.76,835.97,20.45,NATIONAL_STAT_EXPORT,2026-02-22
2012,IE,BG62,119.02,67.49,0.73,83.94,59.89,66.7,78.94,9.74,25.55,38.02,35.11,7.54,61.26,1024.83,17.72,COHESION_POLICY_DASHBOARD,2024-04-07
2013,PL,SK7,155.76,56.24,2.0,73.66,43.64,60.62,50.77,18.87,27.93,78.18,30.78,6.45,52.76,510.19,43.43,JRC_COMPOSITE,2025-02-21
2014,AT,EE185,135.61,72.57,0.46,91.43,35.25,47.78,71.43,9.19,24.54,84.19,56.65,8.25,41.18,716.95,21.14,EUROSTAT_REGIO,2025-11-01
2015,EE,PL329,65.08,58.87,2.53,58.09,60.49,80.13,93.05,13.37,35.79,51.79,39.48,5.49,52.49,1982.13,43.34,NATIONAL_STAT_EXPORT,2025-02-03
2016,IT,SE651,137.02,74.93,2.44,79.68,75.96,72.09,60.21,22.84,32.87,74.06,26.68,6.87,49.66,474.6,19.47,COHESION_POLICY_DASHBOARD,2024-01-16
2017,PT,IE41,80.65,69.15,0.9,81.84,64.47,73.36,41.26,14.82,32.74,59.85,39.92,5.13,33.36,1254.22,45.3,JRC_COMPOSITE,2024-06-24
2018,BE,GR651,179.94,85.09,0.28,100.0,69.92,69.01,65.01,14.87,25.28,34.98,78.04,7.52,78.2,382.22,62.94,EUROSTAT_REGIO,2025-04-16
2019,FI,AT638,183.96,70.8,4.14,95.99,45.18,88.47,84.9,15.58,35.48,87.01,26.28,8.3,63.48,812.22,38.2,NATIONAL_STAT_EXPORT,2025-09-27
2020,LV,CZ11,80.88,72.53,1.05,81.42,87.04,63.46,76.86,32.16,30.44,77.97,51.05,7.36,53.23,1107.42,61.04,COHESION_POLICY_DASHBOARD,2024-09-01
2021,RO,PT383,110.34,57.48,2.68,77.14,81.69,66.42,86.43,16.04,33.56,41.07,41.73,7.7,43.15,689.22,81.33,JRC_COMPOSITE,2024-11-19
2022,BG,LT246,158.32,67.72,0.89,68.34,33.48,55.26,63.5,20.43,31.43,44.92,49.27,8.31,83.43,1422.02,66.87,EUROSTAT_REGIO,2025-08-28
2023,FR,IE11,163.12,67.7,1.32,100.0,89.2,68.37,58.14,7.62,37.0,80.2,31.37,6.97,35.48,332.55,47.3,NATIONAL_STAT_EXPORT,2025-08-10
2024,LT,LT3,117.61,60.8,1.33,77.5,87.65,73.54,79.18,13.27,34.86,53.49,27.6,6.95,36.74,653.64,60.22,COHESION_POLICY_DASHBOARD,2025-11-03
2025,SK,BE627,79.26,56.57,0.74,73.35,53.1,52.04,52.72,9.84,28.79,52.0,60.32,7.63,40.93,724.32,51.92,JRC_COMPOSITE,2024-11-21
2006,HR,IT855,62.99,67.58,0.89,57.0,38.6,70.61,82.12,15.83,31.92,68.55,70.31,5.04,46.76,1955.32,33.45,EUROSTAT_REGIO,2025-09-28
2007,DE,FR77,140.15,78.42,1.29,92.18,57.99,59.08,75.49,22.92,27.69,39.69,25.61,8.27,65.33,988.5,28.75,NATIONAL_STAT_EXPORT,2024-08-05
2008,LU,DE7,203.24,70.73,1.23,69.39,66.9,60.05,85.32,22.9,28.33,67.75,62.27,6.5,63.09,630.48,38.25,COHESION_POLICY_DASHBOARD,2024-09-16
2009,SI,GR48,126.26,66.54,1.07,84.83,46.04,45.74,40.31,25.68,35.07,48.84,37.56,8.34,71.53,1053.13,38.86,JRC_COMPOSITE,2024-11-24
2010,CY,HU12,93.82,67.92,2.59,72.34,92.96,62.78,68.53,27.91,31.82,62.1,78.58,6.23,83.27,2069.03,34.04,EUROSTAT_REGIO,2024-12-08
2011,GR,SI9,76.0,73.62,1.47,63.45,75.36,83.97,76.68,18.83,24.06,62.08,55.56,5.05,39.85,896.97,4.94,NATIONAL_STAT_EXPORT,2025-06-12
2012,MT,LU61,145.51,62.8,1.8,72.75,56.55,60.3,57.13,18.59,27.05,33.6,42.98,7.67,46.56,78.4,11.65,COHESION_POLICY_DASHBOARD,2025-09-13
2013,ES,NL323,148.03,60.97,1.97,73.41,96.0,63.75,63.38,13.86,29.79,57.31,57.04,6.54,65.02,1976.45,26.31,JRC_COMPOSITE,2025-02-21
2014,CZ,BE82,142.59,59.68,1.94,73.85,95.2,51.58,67.8,19.54,28.61,63.76,50.84,6.3,79.06,828.27,47.81,EUROSTAT_REGIO,2024-04-10
2015,HU,IT3,132.4,64.28,1.48,77.95,82.78,49.61,55.87,32.11,28.04,79.4,52.57,5.43,49.11,1756.92,31.97,NATIONAL_STAT_EXPORT,2025-09-22
2016,NL,FI692,94.36,74.33,2.69,100.0,67.12,79.91,45.9,6.81,35.36,37.55,70.76,5.49,98.85,391.42,30.54,COHESION_POLICY_DASHBOARD,2025-09-16
2017,SE,MT305,212.45,66.04,2.99,100.0,41.98,63.77,43.56,9.17,33.46,46.13,38.01,6.87,45.49,838.07,14.48,JRC_COMPOSITE,2025-01-03
2018,DK,IT858,84.92,70.12,1.56,88.85,76.27,89.13,64.96,13.81,33.61,68.43,31.2,7.13,100.0,411.86,61.92,EUROSTAT_REGIO,2025-10-10
2019,IE,IE84,188.93,80.66,0.56,94.75,59.98,62.83,65.13,20.73,31.07,67.69,72.52,6.89,47.41,774.57,12.68,NATIONAL_STAT_EXPORT,2025-04-13
2020,PL,PL757,105.48,74.85,0.55,76.52,35.46,59.94,52.06,28.18,36.3,34.71,55.08,4.61,52.71,1875.9,46.24,COHESION_POLICY_DASHBOARD,2026-02-19
2021,AT,ES9,101.14,68.78,1.3,88.57,57.61,90.62,55.63,18.15,27.07,44.91,52.63,7.61,82.8,642.85,11.46,JRC_COMPOSITE,2025-04-04
2022,EE,DK81,106.13,72.7,2.63,90.72,87.14,72.41,47.11,14.79,33.36,64.33,67.19,8.4,33.31,370.17,34.46,EUROSTAT_REGIO,2024-10-11
2023,IT,CY489,95.84,74.9,1.57,93.66,50.2,43.04,59.7,29.97,31.21,55.35,54.1,5.93,70.72,1708.81,28.05,NATIONAL_STAT_EXPORT,2025-12-13
2024,PT,DK205,154.19,61.74,0.26,85.68,58.59,81.91,56.17,14.26,24.41,43.82,72.12,4.58,78.57,537.82,41.62,COHESION_POLICY_DASHBOARD,2025-06-17
2025,BE,BE46,96.92,69.06,2.1,90.32,57.23,97.44,94.18,15.54,30.98,79.4,60.61,7.58,40.1,287.74,60.96,JRC_COMPOSITE,2024-09-22
2006,FI,SE5,145.26,64.55,0.57,73.77,79.24,87.13,66.21,16.02,35.9,66.69,37.93,9.31,62.08,606.3,12.37,EUROSTAT_REGIO,2025-04-25
2007,LV,IE380,141.38,75.4,0.54,73.09,47.8,52.1,40.98,14.09,33.68,83.07,67.29,6.46,39.92,1627.34,11.7,NATIONAL_STAT_EXPORT,2024-03-07
2008,RO,EE62,68.98,61.76,1.26,79.56,79.1,47.21,77.75,15.45,30.61,73.61,57.84,5.61,83.7,1893.61,44.75,COHESION_POLICY_DASHBOARD,2024-02-16
2009,BG,SI58,138.59,64.48,0.88,68.55,56.91,70.75,67.67,12.69,38.52,83.0,44.22,8.02,33.26,1798.06,26.61,JRC_COMPOSITE,2024-09-28
2010,FR,FI585,210.58,80.4,1.96,71.25,68.97,52.9,83.4,16.18,33.21,71.56,77.12,9.31,48.27,91.2,8.18,EUROSTAT_REGIO,2025-07-15
2011,LT,LU386,82.78,55.24,0.61,60.04,82.51,44.13,45.2,17.83,32.98,65.31,24.65,7.56,69.91,1134.23,46.23,NATIONAL_STAT_EXPORT,2024-12-09
2012,SK,BE90,132.11,68.06,2.44,75.06,60.07,57.47,52.07,25.05,26.76,83.22,52.65,6.9,44.43,173.68,21.82,COHESION_POLICY_DASHBOARD,2024-04-15
2013,HR,BG551,96.12,64.24,2.28,61.14,62.11,43.82,89.78,21.67,35.69,54.2,63.44,6.39,73.72,922.14,50.78,JRC_COMPOSITE,2025-12-02
2014,DE,CY920,137.48,66.28,0.48,86.81,63.15,71.84,47.47,23.25,26.22,33.4,78.89,7.41,69.45,190.87,9.27,EUROSTAT_REGIO,2025-11-18
2015,LU,BG78,171.84,79.98,1.14,82.36,36.86,75.34,40.29,21.92,37.5,45.67,68.07,7.11,55.68,316.13,24.68,NATIONAL_STAT_EXPORT,2024-03-10
2016,SI,ES316,57.38,65.63,0.83,75.28,40.58,50.33,66.25,21.17,37.66,67.55,43.48,7.2,53.61,1150.93,43.4,COHESION_POLICY_DASHBOARD,2024-12-25
2017,CY,SI380,84.95,75.17,2.54,66.47,49.22,80.95,86.93,16.78,37.77,48.2,51.63,8.41,43.35,517.0,46.04,JRC_COMPOSITE,2024-10-10
2018,GR,RO9,62.71,71.37,2.03,98.43,83.66,57.06,75.53,22.61,38.15,55.32,41.45,4.84,55.93,2228.14,14.74,EUROSTAT_REGIO,2025-04-22
2019,MT,CY8,84.39,64.94,1.78,77.95,43.83,45.71,73.32,12.82,36.63,34.28,81.52,8.15,80.32,1205.71,52.51,NATIONAL_STAT_EXPORT,2024-05-07
2020,ES,SI415,84.4,72.35,1.09,87.72,44.89,65.96,61.81,9.21,34.66,41.7,62.28,6.82,44.48,1032.23,14.45,COHESION_POLICY_DASHBOARD,2024-05-19
2021,CZ,SK30,152.97,68.97,2.07,70.25,54.64,51.55,94.98,10.42,32.46,86.5,26.49,7.41,60.37,626.1,40.08,JRC_COMPOSITE,2024-01-18
2022,HU,LV30,152.73,61.3,1.57,85.61,90.07,63.63,49.62,11.95,32.9,82.49,89.26,6.88,53.84,2012.79,19.67,EUROSTAT_REGIO,2025-02-10
2023,NL,IT317,132.87,69.04,2.04,78.85,86.79,68.98,80.81,9.55,33.99,36.28,65.14,9.02,45.92,773.02,26.49,NATIONAL_STAT_EXPORT,2025-06-03
2024,SE,CZ520,175.19,76.6,3.32,100.0,51.68,68.98,77.77,12.92,25.23,46.68,66.92,6.25,73.73,187.89,52.14,COHESION_POLICY_DASHBOARD,2025-11-17
2025,DK,LU332,137.45,72.43,1.32,100.0,48.05,90.31,81.53,13.6,35.07,41.82,66.77,5.56,57.26,809.96,7.01,JRC_COMPOSITE,2025-02-25
2006,IE,BE25,110.65,72.49,0.64,83.79,84.39,93.33,78.74,9.96,29.21,74.32,85.25,7.42,63.04,875.43,11.29,EUROSTAT_REGIO,2024-08-16
2007,PL,BE342,71.23,63.4,1.53,61.88,48.86,83.09,78.99,16.24,35.03,34.87,42.44,8.02,83.55,164.37,53.24,NATIONAL_STAT_EXPORT,2024-12-22
2008,AT,CY42,189.42,70.7,0.79,76.68,94.81,49.72,70.2,16.44,30.99,73.18,40.68,9.23,68.28,929.36,25.34,COHESION_POLICY_DASHBOARD,2024-12-28
2009,EE,LT8,93.27,55.7,1.94,58.0,54.48,68.78,73.74,21.8,26.61,83.96,76.77,7.08,76.82,660.63,5.48,JRC_COMPOSITE,2025-07-30
2010,IT,IT72,138.6,69.68,2.25,72.67,54.43,67.35,56.58,17.24,28.62,62.86,76.82,8.35,83.71,1172.22,16.63,EUROSTAT_REGIO,2026-01-17
2011,PT,IT665,115.86,74.12,2.53,60.33,39.0,63.3,94.17,29.38,37.17,40.55,28.01,8.08,58.68,384.4,51.8,NATIONAL_STAT_EXPORT,2024-11-13
2012,BE,LV980,145.79,68.35,1.64,64.74,55.22,62.61,71.38,10.62,37.5,79.53,73.38,8.91,75.67,144.26,34.42,COHESION_POLICY_DASHBOARD,2025-03-20
2013,FI,BG96,70.57,76.63,3.18,75.5,48.08,48.78,65.29,22.88,28.56,48.65,35.23,9.2,73.62,793.53,45.95,JRC_COMPOSITE,2024-06-25
2014,LV,GR22,163.0,67.64,2.02,81.31,60.48,69.17,79.09,31.67,26.35,79.15,69.19,6.7,69.19,1210.92,50.97,EUROSTAT_REGIO,2025-08-30
2015,RO,IE424,104.2,74.81,2.23,84.0,59.09,63.23,83.99,22.03,24.43,42.86,44.65,7.28,37.57,295.44,17.3,NATIONAL_STAT_EXPORT,2024-09-20
2016,BG,CZ49,96.14,67.81,0.27,94.94,82.0,84.74,59.23,10.26,33.87,78.29,30.63,6.1,39.63,1847.22,26.98,COHESION_POLICY_DASHBOARD,2024-08-09
2017,FR,FI66,215.6,67.53,2.44,92.51,49.24,78.82,56.23,18.89,37.92,71.47,77.34,6.45,46.5,1058.44,32.62,JRC_COMPOSITE,2025-08-13
2018,LT,SI43,138.85,61.17,0.8,87.4,86.8,60.92,60.96,16.38,31.9,69.45,54.0,8.38,66.11,2198.52,55.42,EUROSTAT_REGIO,2024-09-29
2019,SK,SE488,169.9,68.75,0.6,69.14,33.7,77.38,60.33,10.01,24.83,62.43,30.16,8.45,83.88,1995.71,5.7,NATIONAL_STAT_EXPORT,2024-02-27
2020,HR,LT11,172.14,71.32,1.89,83.9,63.65,51.55,66.01,28.41,32.96,71.23,92.62,4.58,82.14,683.55,51.03,COHESION_POLICY_DASHBOARD,2024-03-28
2021,DE,AT127,121.99,79.52,2.79,78.51,36.63,63.73,92.11,21.86,36.66,60.91,31.01,5.67,77.24,77.49,53.08,JRC_COMPOSITE,2024-11-10
2022,LU,SE826,153.84,74.38,0.88,96.01,40.97,67.07,52.91,18.26,25.94,70.58,79.97,7.53,47.78,603.24,20.71,EUROSTAT_REGIO,2025-05-31
2023,SI,PT355,95.82,58.0,1.08,81.1,48.94,43.38,48.27,27.26,31.28,71.01,30.4,4.66,71.78,2110.88,16.51,NATIONAL_STAT_EXPORT,2024-04-08
2024,CY,AT86,75.12,64.58,2.2,72.34,58.93,73.41,76.38,21.4,31.27,72.18,66.58,6.53,57.3,1454.49,26.04,COHESION_POLICY_DASHBOARD,2025-12-01
2025,GR,LU70,61.7,66.16,2.64,86.8,81.89,49.9,68.6,14.67,33.84,69.69,74.56,4.95,47.15,1719.57,6.95,JRC_COMPOSITE,2024-11-06
2006,MT,LU66,98.76,71.34,0.62,84.13,59.62,68.11,58.1,18.68,29.43,45.15,36.14,6.79,49.57,838.8,18.27,EUROSTAT_REGIO,2024-03-27
2007,ES,ES41,68.22,59.14,1.54,60.11,61.15,68.7,64.47,13.4,24.62,59.13,76.23,4.57,82.92,763.58,14.06,NATIONAL_STAT_EXPORT,2025-08-23
2008,CZ,HR882,134.55,57.98,1.14,73.08,76.22,84.2,83.4,10.99,27.11,46.86,54.65,5.69,48.77,914.51,28.75,COHESION_POLICY_DASHBOARD,2025-04-02
2009,HU,FR592,102.42,60.9,1.96,67.11,45.38,78.01,42.15,21.82,37.34,67.71,33.24,5.01,37.18,1482.21,6.83,JRC_COMPOSITE,2024-05-10
2010,NL,CY12,173.63,70.36,4.01,67.0,89.14,48.44,46.23,22.31,23.75,86.57,29.32,5.71,55.49,355.72,26.19,EUROSTAT_REGIO,2025-09-16
2011,SE,LT5,188.67,68.9,0.94,94.14,38.25,59.99,57.17,13.99,26.06,73.72,85.74,8.65,43.6,861.38,49.89,NATIONAL_STAT_EXPORT,2024-12-03
2012,DK,PL54,128.72,70.33,3.25,87.21,62.84,55.77,52.89,15.76,36.02,74.02,27.6,6.73,61.09,295.73,23.04,COHESION_POLICY_DASHBOARD,2024-10-18
2013,IE,FI6,188.67,75.03,2.27,66.43,65.0,76.7,81.92,18.14,27.24,67.77,78.63,6.29,41.79,103.25,36.0,JRC_COMPOSITE,2025-05-29
2014,PL,IT769,158.42,70.88,0.6,78.69,50.35,43.05,60.29,19.79,34.81,72.1,44.03,7.81,38.97,1053.65,67.72,EUROSTAT_REGIO,2025-09-02
2015,AT,HR717,175.76,72.9,0.67,95.47,53.49,67.78,71.92,12.46,38.01,51.65,64.81,7.67,44.05,754.43,30.57,NATIONAL_STAT_EXPORT,2025-05-07
2016,EE,CZ118,58.52,60.75,1.75,85.91,60.62,68.88,59.12,21.84,24.86,77.76,91.37,5.08,80.58,205.71,32.76,COHESION_POLICY_DASHBOARD,2024-09-01
2017,IT,BG638,147.28,67.43,0.76,68.15,44.17,48.23,80.87,30.13,34.46,34.69,48.25,5.57,57.9,742.8,28.96,JRC_COMPOSITE,2024-11-08
2018,PT,SK55,150.79,72.21,1.11,91.93,48.36,48.09,49.7,13.27,36.81,44.61,37.63,7.52,49.12,1791.27,35.44,EUROSTAT_REGIO,2024-06-21
2019,BE,SI377,169.69,85.23,1.8,99.17,47.19,71.53,41.65,16.86,35.26,84.26,37.02,7.62,35.46,718.49,24.95,NATIONAL_STAT_EXPORT,2025-04-18
2020,FI,IT546,210.6,62.98,2.4,98.18,38.46,78.82,91.03,18.06,30.81,61.86,26.36,5.79,40.54,480.11,54.25,COHESION_POLICY_DASHBOARD,2024-07-28
2021,LV,LU47,171.9,67.31,0.64,72.75,46.01,83.42,77.88,10.79,29.79,66.72,38.04,7.79,62.48,113.82,7.09,JRC_COMPOSITE,2025-10-07
2022,RO,CZ17,111.37,73.85,1.1,77.62,42.22,55.83,72.12,25.78,33.08,35.7,58.78,4.91,77.41,319.02,83.23,EUROSTAT_REGIO,2025-07-18
2023,BG,GR354,63.59,55.89,0.52,89.97,39.65,46.35,82.55,16.21,31.55,59.62,59.53,7.76,51.93,96.56,32.75,NATIONAL_STAT_EXPORT,2025-08-19
2024,FR,GR8,104.88,75.82,1.55,76.4,72.88,71.6,67.15,10.16,25.6,85.6,81.1,8.82,84.51,1016.93,15.06,COHESION_POLICY_DASHBOARD,2024-06-06
2025,LT,FR71,157.75,65.82,2.4,81.03,76.45,44.67,74.09,23.33,31.34,63.82,61.89,8.07,59.93,131.32,22.71,JRC_COMPOSITE,2024-04-06
2006,SK,CY742,130.69,61.7,2.69,60.98,54.05,63.89,43.6,24.09,38.35,54.51,58.16,5.13,52.99,1180.74,30.7,EUROSTAT_REGIO,2024-01-06
2007,HR,GR73,60.17,63.84,2.33,80.4,71.39,81.22,51.03,11.46,31.64,60.77,65.33,5.39,69.44,412.96,44.64,NATIONAL_STAT_EXPORT,2024-05-30
2008,DE,AT4,93.88,80.85,0.61,66.4,38.17,55.09,81.24,22.6,33.72,35.19,55.18,9.22,38.59,949.93,18.22,COHESION_POLICY_DASHBOARD,2024-05-18
2009,LU,HR312,90.78,68.26,2.29,94.86,86.94,96.48,71.14,12.33,26.34,49.3,47.53,6.62,49.72,1024.11,29.13,JRC_COMPOSITE,2025-06-24
2010,SI,SE61,66.01,65.54,1.54,86.48,83.97,53.06,54.67,12.08,33.37,84.44,71.86,5.0,66.34,422.78,6.54,EUROSTAT_REGIO,2025-11-24
2011,CY,HU75,64.1,62.07,1.78,62.64,42.38,51.64,52.38,28.85,25.02,79.0,79.43,8.39,75.68,1792.43,49.87,NATIONAL_STAT_EXPORT,2025-03-29
2012,GR,BG50,128.67,56.54,2.25,72.81,80.49,70.24,87.21,16.81,28.25,41.25,56.11,5.52,32.69,626.94,19.95,COHESION_POLICY_DASHBOARD,2025-07-01
2013,MT,HR406,154.04,67.08,1.02,69.0,50.84,75.09,58.5,26.4,30.31,65.74,37.35,4.97,33.52,922.24,36.3,JRC_COMPOSITE,2024-06-10
2014,ES,CY993,164.72,63.94,1.37,80.33,85.09,44.54,57.21,16.91,32.91,65.94,31.9,6.48,50.48,1613.94,12.93,EUROSTAT_REGIO,2025-08-31
2015,CZ,EE264,138.31,74.89,1.01,82.4,82.31,49.76,76.89,23.54,27.93,66.94,39.63,6.81,74.89,1847.59,26.28,NATIONAL_STAT_EXPORT,2025-03-07
2016,HU,FI81,142.2,60.06,1.17,73.56,89.52,80.52,70.59,19.86,37.63,73.15,66.6,8.2,75.57,637.51,10.71,COHESION_POLICY_DASHBOARD,2025-01-27
2017,NL,IE612,134.41,65.21,4.14,78.58,72.5,65.54,69.62,12.91,32.68,86.29,80.76,5.94,44.13,628.69,40.6,JRC_COMPOSITE,2025-04-25
2018,SE,NL2,119.65,70.87,2.42,95.36,52.02,72.58,64.66,19.96,23.24,56.16,72.89,6.41,77.71,48.12,40.08,EUROSTAT_REGIO,2025-02-27
2019,DK,MT93,173.99,69.18,0.48,81.14,73.8,70.31,45.53,10.74,31.09,45.52,66.9,6.16,48.43,349.46,32.67,NATIONAL_STAT_EXPORT,2024-12-02
2020,IE,IT558,137.33,81.98,0.43,85.62,54.59,48.71,52.9,10.89,25.41,68.38,37.83,7.01,77.19,767.66,35.85,COHESION_POLICY_DASHBOARD,2024-10-04
2021,PL,SI512,85.74,74.22,2.05,82.48,66.15,71.98,66.94,10.25,30.82,79.21,89.7,4.83,44.2,1928.95,31.09,JRC_COMPOSITE,2025-11-28
2022,AT,SK38,165.43,68.66,2.52,100.0,60.25,85.72,79.79,17.74,30.51,78.62,47.22,5.82,80.91,372.27,14.26,EUROSTAT_REGIO,2024-08-24
2023,EE,MT369,81.64,68.08,1.01,89.32,84.25,49.42,42.83,21.07,35.9,68.36,77.6,6.81,49.39,1229.43,10.8,NATIONAL_STAT_EXPORT,2025-06-12
2024,IT,SE881,138.6,60.14,1.68,82.13,73.12,59.91,44.19,20.67,35.8,46.69,38.4,6.81,35.07,158.1,47.97,COHESION_POLICY_DASHBOARD,2024-05-17
2025,PT,RO8,128.16,75.96,0.26,89.44,43.01,85.99,62.66,22.13,34.93,65.74,80.68,4.82,56.04,2072.51,53.57,JRC_COMPOSITE,2024-12-21
2006,BE,FI431,115.6,84.59,1.18,73.06,40.9,61.26,47.0,16.98,29.93,76.14,73.53,9.3,59.64,797.39,28.66,EUROSTAT_REGIO,2025-02-28
2007,FI,RO966,89.71,77.51,3.03,81.5,53.38,49.3,47.12,18.88,31.68,55.19,75.53,7.77,83.94,939.83,49.41,NATIONAL_STAT_EXPORT,2025-02-18
2008,LV,DE933,138.17,73.23,0.46,80.14,60.59,52.08,43.5,22.0,32.4,74.02,76.47,5.34,41.53,1510.41,12.85,COHESION_POLICY_DASHBOARD,2024-05-13
2009,RO,FR736,75.47,57.15,0.96,71.38,39.21,56.44,48.75,27.47,36.68,68.61,29.78,5.72,72.92,1565.81,32.32,JRC_COMPOSITE,2025-10-19
2010,BG,HR336,102.18,58.17,1.66,70.47,58.4,72.13,71.08,17.98,26.21,47.33,78.55,6.11,62.98,2106.3,12.06,EUROSTAT_REGIO,2024-04-04
2011,FR,SE73,196.47,82.26,2.63,78.88,52.57,64.98,50.96,14.98,33.08,54.71,77.77,8.71,60.88,397.08,44.94,NATIONAL_STAT_EXPORT,2025-01-30
2012,LT,DE8,125.85,74.14,0.64,73.04,82.21,82.73,85.58,27.0,28.57,79.4,28.38,5.47,48.62,1900.76,15.54,COHESION_POLICY_DASHBOARD,2025-08-08
2013,SK,SI8,125.05,59.04,1.58,61.62,33.29,67.56,61.65,9.25,29.87,70.78,68.63,7.95,64.18,974.54,20.33,JRC_COMPOSITE,2025-01-08
2014,HR,HR666,158.61,61.42,1.05,70.02,43.26,53.44,53.29,13.4,31.05,59.38,60.44,4.79,53.08,1825.43,42.52,EUROSTAT_REGIO,2025-04-13
2015,DE,HR642,194.01,81.28,0.52,72.4,91.15,76.46,55.79,19.6,35.18,66.23,60.65,5.83,58.61,86.82,15.03,NATIONAL_STAT_EXPORT,2025-03-04
2016,LU,HU80,126.93,66.47,1.59,91.92,85.2,84.77,48.7,11.57,30.04,73.71,72.83,9.13,68.51,49.04,46.55,COHESION_POLICY_DASHBOARD,2024-05-21
2017,SI,EE245,70.43,61.2,0.87,64.84,73.8,71.97,53.7,27.68,34.76,78.26,84.55,7.02,44.79,1244.31,35.37,JRC_COMPOSITE,2024-01-18
