ag_econ_fiscal_year_farm,ag_econ_farm_business_type,ag_econ_gross_cash_income_usd,ag_econ_operating_expenses_usd,ag_econ_net_farm_income_usd,ag_econ_debt_to_asset_ratio,ag_econ_interest_paid_usd,ag_econ_land_rent_paid_usd,ag_econ_machinery_depreciation_usd,ag_econ_labor_hired_cost_usd,ag_econ_input_price_fuel_index,ag_econ_input_price_fertilizer_index,ag_econ_input_price_seed_index,ag_econ_input_price_feed_index,ag_econ_government_payments_usd,ag_econ_crop_insurance_indemnities_usd,ag_econ_working_capital_ratio,ag_econ_return_on_assets_pct,ag_econ_financial_stress_score,ag_econ_succession_plan_flag
2022,FAMILY,83041811.36,57282418.13,25619835.84,0.6754,2993886.11,2188344.01,3158952.59,8701835.9,116.27,253.93,155.76,107.5,24225068.06,17924234.1,5.414,-16.369,63.14,1
2013,PARTNERSHIP,219871984.29,128488177.56,91593508.14,0.4054,324392.67,887355.41,1145814.48,6411015.25,125.4,114.34,102.98,210.13,21358267.31,1590414.34,2.364,4.229,54.83,1
2017,FAMILY,95219262.9,92114009.26,2862212.9,0.7123,6693121.87,5543770.56,4933291.65,1486363.44,175.03,180.4,102.18,138.91,22375733.22,2573777.14,5.21,33.04,92.54,1
2010,FAMILY,38870741.38,28088825.83,10803305.84,0.3252,7423422.7,1316396.19,4722759.1,8729851.87,113.71,239.22,186.88,249.4,5393119.69,12513097.22,1.519,-9.974,71.14,1
2006,COOPERATIVE,110832409.14,95615586.85,15168658.54,0.6135,1412322.82,1017931.38,3041178.48,11374578.81,211.23,155.72,92.9,238.19,4518198.26,16326442.57,3.071,20.303,52.19,0
2015,FAMILY,31720133.5,18917960.76,12752602.28,0.2726,7966872.48,3905238.1,1550452.03,201840.16,124.31,195.69,154.41,175.14,8606219.93,11958304.59,2.757,6.097,11.03,0
2010,CORPORATE,218109536.38,137406114.97,80481361.16,0.0815,1420117.67,4269456.27,657452.95,9442151.67,175.2,102.37,200.86,72.01,7559729.2,11271854.75,2.291,24.003,14.96,0
2019,FAMILY,217892470.69,208484161.86,9198163.61,0.6725,6129789.12,4171668.07,4799942.36,10197068.07,130.3,231.94,194.31,155.88,9452966.04,17593543.13,4.769,31.932,54.92,0
2021,FAMILY,44940453.44,40183416.97,4764759.18,1.6495,5441508.03,5237386.91,1500564.65,6601165.41,190.22,199.63,98.24,67.68,23481722.36,15155718.31,2.992,13.268,51.63,0
2023,PARTNERSHIP,184483107.2,156108571.8,28573698.28,1.3301,1370903.68,5226536.35,679093.83,2453875.14,72.63,78.38,155.1,160.06,15858315.19,17042805.95,1.309,13.515,66.16,0
2013,FAMILY,204408242.25,142195221.85,62287156.33,0.8582,7864407.87,10176.97,1935174.73,4601606.83,74.84,243.93,100.17,236.88,8063616.62,7739384.38,5.726,-1.864,78.82,0
2010,PARTNERSHIP,102862710.92,69933146.8,32893591.52,0.3716,1480522.84,5851773.08,3198675.07,6765141.33,68.81,243.28,169.52,227.5,12448587.7,8453767.72,0.471,2.892,33.88,0
2019,FAMILY,112450561.91,99261528.23,13122331.79,0.3301,7439463.52,3917421.53,481845.53,7449795.28,126.71,70.76,191.37,227.13,4302870.89,12413714.71,0.81,3.06,1.41,0
2014,PARTNERSHIP,34907451.44,29251707.59,5781291.71,1.1922,3596441.42,3775541.89,3459933.53,2755618.13,182.53,210.67,190.15,171.49,20080189.97,17926816.22,1.075,4.57,50.74,1
2007,CORPORATE,169412624.56,112147833.73,57223072.45,0.7687,5849295.89,852113.97,4841095.18,11930924.26,180.28,206.1,122.51,155.71,23781378.39,17306525.89,5.679,-0.903,48.56,0
2022,TRUST,162014615.76,117746770.95,44160937.21,0.2529,246229.5,1666463.68,2934549.03,7028151.07,167.55,162.52,134.63,230.7,6725197.25,13881823.41,3.309,3.774,64.16,0
2018,CORPORATE,236254673.22,177219654.63,58993767.71,0.2866,25504.22,4812514.69,676066.3,7845747.77,160.81,109.57,182.71,116.35,7222019.17,3026760.61,0.967,-9.972,94.8,0
2014,CORPORATE,153701352.59,120180962.92,33342459.1,0.8614,5417219.56,5487981.3,1449770.7,3765929.06,65.94,152.65,145.75,232.9,5360173.94,17770907.86,5.378,-10.954,15.21,1
2019,FAMILY,139495454.4,104305197.02,34992932.56,1.6043,4679303.16,1410579.29,1198914.61,6029351.76,117.88,220.92,165.19,157.87,19227278.56,13017981.32,3.382,-1.3,21.83,0
2004,OTHER,110894083.49,87371967.98,23683697.82,0.3282,5891855.13,3679269.95,804242.82,199875.04,184.78,174.14,140.18,64.8,17570280.83,1639431.31,0.201,25.554,26.93,0
2016,CORPORATE,114662004.88,67187998.0,47637483.63,0.8927,5333189.39,571128.0,1527888.27,5936938.91,181.0,82.27,167.45,179.53,10320663.95,2212631.31,3.124,-13.782,42.13,1
2017,CORPORATE,140028911.76,130433821.39,9401551.3,0.1838,7597785.28,5590887.32,4407323.64,1212949.11,115.96,230.63,170.44,88.07,24074232.58,8636685.29,5.283,-19.019,44.99,0
2025,CORPORATE,202066814.59,120815710.73,81180421.45,1.6675,5893729.22,3650500.2,3781068.55,9562182.91,200.28,248.78,90.16,74.94,9330009.84,4660556.82,3.288,25.701,45.62,1
2016,OTHER,66579391.4,45669053.83,21147747.41,0.8609,6875464.02,2563677.36,2907759.83,8251546.87,188.82,217.81,88.54,128.41,9017266.75,15743947.06,3.0,-19.653,90.72,0
2015,CORPORATE,174335908.17,112254449.95,62008358.04,0.8701,1663820.39,5337420.98,3003372.3,6482599.63,148.9,75.38,186.46,147.65,14293135.31,6228637.69,5.164,-21.363,37.22,0
2017,CORPORATE,177553368.97,160497991.29,17184988.98,1.5151,1320744.06,3480727.55,4927945.8,8524964.97,176.62,188.89,130.32,108.72,20588183.93,17660994.93,1.495,6.371,28.6,0
2006,COOPERATIVE,201047258.59,196398807.69,4674049.42,0.8684,3608440.01,3562313.88,882711.33,4625943.83,104.75,137.55,182.15,91.37,11683923.0,4981971.13,0.564,5.719,64.63,1
2014,FAMILY,107359139.18,79190742.89,28095927.89,0.3794,863720.77,4276329.74,2971488.71,1131961.67,124.44,206.49,191.48,104.76,7756508.95,2466444.73,3.035,7.098,75.25,0
2022,FAMILY,208380936.12,199650786.28,8950471.98,0.5525,1382066.26,307894.83,2818631.27,10235852.14,141.42,78.21,118.57,146.28,4168186.64,1355118.08,0.941,-23.211,85.93,1
2013,FAMILY,107147455.94,103051680.75,4155400.53,0.296,2549572.87,727177.32,3237259.2,3214949.31,168.17,193.08,176.65,94.66,3653554.28,6620378.07,3.345,29.769,70.11,1
2020,FAMILY,55047758.15,39242345.47,15631631.89,1.421,3384875.1,4389946.77,3910598.12,1600224.46,129.74,173.28,198.67,123.79,18783371.83,2118458.11,1.389,31.487,1.08,0
2013,CORPORATE,202094423.05,187217974.44,15093567.3,1.7477,3460270.47,225303.84,567239.85,9170529.39,211.84,191.63,161.36,192.92,12115594.87,10418001.37,1.863,18.309,70.01,0
2018,COOPERATIVE,61244700.93,56868291.85,4349207.64,1.3004,637469.44,5094069.26,3071530.98,8497291.28,93.62,141.02,104.37,78.16,6954879.96,8307703.71,0.436,13.662,38.09,1
2016,FAMILY,119386712.1,100543769.9,18673687.55,1.5662,4838596.48,4162496.34,4368061.01,2235008.14,162.77,223.0,122.29,134.75,1113361.46,12166959.1,5.237,16.428,4.2,0
2010,FAMILY,166777454.79,144855104.96,22128704.94,0.9213,821061.62,5229197.44,1079306.77,5706419.25,64.62,60.66,159.22,179.34,2174120.87,985054.66,4.793,-6.937,1.33,1
2009,FAMILY,3610027.26,3254064.21,131302.23,1.5732,7856002.53,5284197.75,3244238.98,5506454.02,79.4,155.9,118.07,94.85,15058907.28,5215209.0,4.335,11.427,86.68,1
2023,FAMILY,9153166.35,7699080.4,1484017.67,0.3089,2284748.51,4675994.93,782468.11,2391545.82,169.85,156.72,177.84,68.56,5570956.51,15384092.62,4.297,-5.422,79.53,0
2004,FAMILY,247940110.14,159307884.92,88572779.1,0.6924,1313287.65,1705656.0,2847962.31,11663149.78,107.7,102.23,192.44,77.09,16653544.52,9595764.17,2.996,-5.976,90.88,1
2006,CORPORATE,27322926.29,26625491.89,924392.9,1.7673,3352190.38,498315.94,2953716.54,1327060.69,147.25,235.38,103.27,183.45,7057513.95,10709503.1,5.428,2.118,62.09,0
2021,CORPORATE,117623078.08,98974160.2,18802254.02,0.7851,7952872.55,5466853.41,4259550.46,5454695.59,92.77,204.33,198.27,236.55,4733383.78,6118576.49,1.113,3.46,15.25,0
2005,FAMILY,201024103.64,165144764.8,35771537.92,0.4231,3338034.76,5907570.73,121192.72,9498460.85,177.79,126.92,153.59,214.95,19597063.36,7409914.53,1.405,26.294,52.75,0
2005,PARTNERSHIP,201719730.71,135486906.08,66187535.42,0.5639,5371110.09,2201747.52,2380135.72,7299318.37,215.28,65.14,181.52,169.45,17666483.17,6742262.64,4.284,-1.66,32.51,0
2009,FAMILY,92442590.96,79313184.82,13021217.44,0.3796,1921110.94,4245253.23,3119215.0,9865543.28,188.65,217.26,200.47,124.26,6443708.05,10378637.42,2.352,10.655,65.19,1
2018,FAMILY,7713304.0,5503030.9,2006346.97,1.0766,7218942.5,3711953.47,3084278.16,9973158.27,205.34,162.24,156.2,166.73,7682560.95,11731672.74,1.095,4.818,94.74,1
2018,FAMILY,109984414.9,80772574.08,29085008.77,1.0203,3682232.94,3559962.09,827883.76,2650363.1,212.33,162.15,108.24,186.55,11904720.41,10869330.58,1.004,-11.392,69.03,1
2023,FAMILY,31678582.71,24656525.49,7140079.17,0.4112,4041521.8,3195174.85,868134.82,11811839.67,141.32,74.82,207.2,189.41,17016842.11,6981023.59,5.141,-11.922,88.48,0
2015,FAMILY,97838803.57,65147862.88,32692668.87,0.0779,7570247.18,5478020.64,157420.15,5181162.92,167.17,80.69,172.21,69.11,20960198.32,7664915.97,0.572,-0.466,20.63,0
2022,CORPORATE,209261304.97,165855279.96,43415704.66,0.1977,458650.23,5559684.76,880914.09,3919499.12,109.61,102.63,106.7,138.94,2968430.91,9764971.42,3.493,5.791,35.1,0
2012,FAMILY,199614789.54,183689605.96,16074754.17,1.7256,174476.98,5189753.93,3447203.59,10942427.31,179.77,140.5,97.91,155.72,3704811.44,14110359.33,2.084,4.241,65.47,0
2021,FAMILY,134683417.04,81693833.93,52876214.79,0.3682,6639794.02,4691441.71,1171076.29,7499312.04,134.28,116.82,77.27,150.05,12689638.35,14562068.35,4.812,-23.719,38.15,0
2013,FAMILY,229670186.39,129609602.4,100185711.31,0.8206,6703369.34,1104563.45,4050979.16,1504950.84,123.23,75.13,104.12,149.79,17630848.77,15707766.6,4.6,11.315,65.4,1
2020,FAMILY,231846405.36,135232172.39,96661128.89,1.0816,2062899.35,760942.14,1977368.66,347163.85,154.52,190.12,128.87,220.34,7528635.43,431326.62,2.255,27.834,63.63,1
2019,FAMILY,48138201.55,33216160.32,14737316.43,0.2724,4594068.89,414069.09,4302441.88,11303469.99,129.59,100.14,78.81,160.48,11183902.54,12044138.67,0.778,10.187,96.76,0
2019,FAMILY,152498849.56,145960008.25,6547985.26,1.0443,5521760.9,724558.05,1117668.39,6499186.33,71.5,116.96,146.68,102.38,4280110.95,3434067.08,2.194,20.489,95.19,1
2014,PARTNERSHIP,166370238.85,136683990.88,29714757.45,0.024,6522058.19,3924060.58,4647409.74,4090649.55,63.3,216.43,103.94,118.77,24108939.69,16355350.94,4.047,-21.012,8.32,1
2006,CORPORATE,110097904.84,76959865.31,33373517.55,0.7362,4331780.99,5298957.84,40981.05,9930961.51,139.51,114.33,90.86,95.76,5092908.74,6086583.74,3.703,-23.301,63.35,1
2023,CORPORATE,244223028.06,158395246.16,86041902.3,0.5588,593373.0,3853458.94,2767826.69,9801164.46,194.22,176.5,73.94,218.12,2036476.04,6061687.67,0.779,-8.237,21.15,1
2014,FAMILY,118088421.78,95604289.32,22342557.85,1.6514,7571495.03,5435273.88,704396.13,1108861.96,139.68,245.67,205.48,197.32,8912122.8,2079329.85,5.207,7.763,84.48,0
2006,FAMILY,127174673.51,111320154.2,15791573.17,0.6397,4317449.88,1589792.66,4726384.94,9241650.74,76.29,107.4,150.91,240.4,19440944.14,1749687.16,2.026,11.282,83.9,0
2024,CORPORATE,205241281.38,144725417.12,60470369.31,0.6053,554971.47,2826334.97,3237958.45,4883867.42,68.53,111.64,147.58,164.3,54765.18,17851542.83,0.485,11.842,33.32,1
2020,FAMILY,193810715.2,115944926.3,77616890.11,0.2734,1156419.63,3079856.81,3505657.45,10374582.09,81.53,206.19,71.91,136.11,16555369.35,2263084.95,5.381,34.685,13.67,1
2017,FAMILY,199381239.5,167636820.05,31636810.59,0.2865,468956.72,2454574.65,479726.59,2829903.12,141.98,160.54,173.98,103.63,22488697.02,7723432.67,3.755,20.44,7.89,0
2021,FAMILY,199568071.38,157887956.96,41501963.02,1.2862,952875.76,522210.41,3205555.36,4778018.76,134.42,238.68,126.24,194.23,5424037.29,15525501.11,5.038,33.388,37.21,1
2019,FAMILY,88983245.28,83237215.04,5595760.41,1.6026,7740435.53,4306042.93,592359.62,2034516.29,205.32,146.22,138.0,93.22,22749447.96,13972391.51,0.272,6.246,6.82,0
2021,FAMILY,248668976.56,142000975.6,106522687.09,1.4266,7605105.66,3275197.37,433355.64,5792002.76,156.27,102.1,196.62,195.8,11302148.82,10064396.57,5.38,6.972,87.77,1
2020,FAMILY,224021487.9,194749300.49,29271560.41,0.5425,4410759.67,3340803.37,2089357.1,9797757.44,193.82,167.58,194.79,203.97,22156040.11,1467882.36,4.832,10.469,3.16,0
2015,FAMILY,122249516.81,78197823.02,43990013.47,1.3465,4690802.58,5750053.92,1296256.73,71458.24,167.53,178.99,161.11,102.8,11956949.25,15503741.8,3.663,-24.726,21.97,0
2022,FAMILY,67901350.56,39042830.44,28829818.27,0.4645,6987905.02,661029.2,3204462.86,413356.78,86.23,179.06,109.55,240.68,9937242.56,16211106.12,2.716,1.771,90.26,1
2020,FAMILY,11920468.83,11673002.34,206896.35,1.5467,520559.38,3320833.63,3584808.04,8829518.94,150.19,180.31,173.89,171.96,1474578.71,12041197.58,4.632,6.39,70.15,0
2024,FAMILY,204492058.38,124979768.72,79665633.88,0.5497,1374604.11,3966100.17,4648401.58,7463593.81,69.39,110.99,130.46,121.67,7169625.52,14328524.13,2.562,-20.161,12.49,0
2018,FAMILY,151054552.27,118543797.51,32665060.47,1.68,3140351.79,4010458.41,807801.02,1560378.31,71.9,235.61,71.98,60.17,21826815.15,13907599.23,1.662,-18.198,88.17,1
2025,FAMILY,140380512.13,123286001.17,16846730.03,0.616,3046525.59,1552364.5,1218824.49,5462230.57,185.9,78.91,178.19,241.26,8654082.99,3797774.88,0.416,33.92,42.09,1
2019,FAMILY,169558099.09,145911515.97,23650919.51,0.461,6211433.97,1061018.43,977154.33,6823572.6,65.99,258.8,155.64,92.43,18443907.84,12200714.01,2.358,23.649,81.11,0
2014,FAMILY,216318696.51,124931866.76,91453631.15,1.0947,1297768.47,4444664.72,401369.3,8095057.51,65.36,256.38,83.77,98.38,1202430.01,9550346.76,1.066,27.628,16.47,1
2016,FAMILY,95100044.75,75403424.91,19881878.18,0.6604,2656308.26,1419034.15,4983119.27,11986472.53,113.86,255.55,114.07,149.98,8398719.87,3092817.0,5.813,34.889,37.68,0
2021,FAMILY,132949032.37,105714796.97,27321239.45,1.4075,3827829.89,4535749.7,4546221.91,4331197.02,176.79,167.03,84.59,181.51,13163086.71,17197462.6,5.084,-18.193,3.02,1
2020,OTHER,167003083.78,107854849.2,59071959.17,1.0147,3224642.44,3106291.27,35691.09,8693369.81,126.47,119.6,156.93,238.97,3960384.45,7058003.69,5.375,18.02,30.97,0
2019,FAMILY,97723091.81,92739566.54,5042979.91,1.6217,3393776.84,5324844.85,3087197.98,9458603.43,77.59,62.63,159.83,223.15,17596799.38,14245464.54,4.036,-17.752,75.5,0
2013,FAMILY,210254007.27,198018139.36,11996917.62,0.4184,3291804.14,2624097.93,4845776.13,7484103.0,93.49,159.53,86.86,145.28,5809598.0,1186163.01,0.286,12.288,85.45,1
2011,FAMILY,204852652.82,193899238.98,11126605.87,0.2459,5363031.21,2320364.91,4256111.07,11703693.75,183.37,192.94,137.53,149.36,3092912.7,16693135.91,3.184,23.58,14.2,0
2008,FAMILY,23305266.05,21912669.93,1636194.23,1.4139,6843594.74,2223994.77,858080.79,8088525.0,144.88,181.94,101.29,230.78,12915689.35,1256218.09,0.619,11.712,17.09,0
2008,FAMILY,112619072.83,81396660.63,31054075.94,1.159,6020257.64,3364529.99,3498923.54,6412138.54,69.43,83.3,206.62,97.67,11136541.58,6182953.89,2.436,-3.497,96.71,0
2019,CORPORATE,189309463.8,121584222.06,67810537.16,1.3777,2383174.29,2882199.66,346152.2,8640273.42,196.42,123.67,109.15,90.67,17789773.36,177062.93,5.666,25.784,56.05,0
2012,OTHER,6013040.54,3999928.49,2146029.9,0.3153,3651037.8,5275643.88,120138.78,2292878.59,86.44,247.22,130.84,218.83,20248235.19,14868666.3,5.784,-8.108,3.09,0
2019,FAMILY,211852142.42,206055789.23,5732879.1,0.3728,2093050.55,170754.36,3552297.85,1036003.71,79.88,192.39,113.43,167.57,23152353.71,6240572.15,0.57,6.359,33.98,0
2008,CORPORATE,161692155.74,156315912.38,5160266.97,0.6701,5442587.45,1783280.12,3730424.28,5728440.4,78.36,100.74,169.78,135.98,22962799.13,1390199.97,2.194,-7.651,91.84,0
2006,CORPORATE,248288689.05,166974714.87,81359677.27,0.3726,2387.49,3583799.95,3569545.05,3529310.53,153.9,138.71,180.99,148.46,4837934.23,8287339.82,4.634,-23.512,9.61,1
2023,FAMILY,77995883.78,73929331.01,4301113.51,1.6453,4510460.86,966713.57,4911285.46,6454286.6,111.96,103.35,75.71,194.99,2180829.88,4434912.71,3.452,5.676,61.43,1
2017,CORPORATE,108826269.95,69879285.2,38801727.87,1.5845,4898492.65,1882428.43,4314945.52,70095.82,152.77,249.11,149.35,129.39,3079525.6,13188207.91,0.977,-15.415,25.84,0
2007,CORPORATE,43035191.87,31017786.02,11955851.91,1.0272,5683026.01,1144973.29,611860.37,1277022.32,106.52,160.03,149.28,182.96,19682200.22,7497989.24,3.982,33.056,59.41,1
2015,PARTNERSHIP,75629337.21,70930188.34,4459594.42,0.6677,3446643.77,2018481.38,4200414.72,1219792.74,154.91,213.86,180.66,230.65,593848.83,9179617.02,5.521,0.545,91.21,1
2008,CORPORATE,170427685.76,132472013.34,38102172.81,0.739,6917994.05,4346444.27,1016882.93,8372245.94,163.49,118.8,89.2,85.89,15542049.42,15157268.35,1.435,14.224,40.32,0
2013,TRUST,12330389.09,11061797.3,1439433.46,0.5207,3363051.76,4061646.89,2185982.31,9568347.62,175.15,232.61,155.37,190.48,22543849.76,10751786.41,5.141,-3.481,77.55,0
2010,FAMILY,147835699.47,110853751.13,36850830.25,0.333,7693689.83,4859730.49,1704335.85,816730.14,167.31,133.85,131.44,182.48,1884692.4,7032370.63,2.492,24.622,95.28,1
2016,PARTNERSHIP,92212039.29,89341950.26,3119825.08,1.7862,3927001.78,2268220.77,791745.42,9324560.94,80.86,179.1,166.7,165.53,15922782.35,9221818.52,5.133,-13.543,27.51,1
2004,OTHER,123465723.6,81355070.13,42166065.3,0.4525,6639741.38,2998039.29,2742949.26,3139073.3,202.8,224.01,121.61,143.4,12981766.51,16643343.41,0.248,30.803,34.7,1
2020,FAMILY,227693005.98,154924468.87,72706126.09,0.171,3947140.48,1181036.26,917849.58,11011968.62,66.52,140.9,161.78,126.41,5148356.18,2948311.55,3.632,-9.353,70.35,1
2015,FAMILY,1587280.81,1251734.34,274140.27,0.0101,2931384.17,1893864.69,4849378.8,5123224.44,65.33,119.39,75.3,97.67,13706187.98,5583483.96,0.58,11.656,92.88,0
2020,FAMILY,5662167.13,3699577.51,1786914.74,0.1448,6879459.63,953983.46,1090228.14,5574799.59,93.25,84.49,107.03,78.92,5891300.23,1852802.47,2.732,-13.981,76.57,1
2015,CORPORATE,102058713.76,68958360.91,33288306.15,1.3034,1553836.43,5426308.33,3127609.05,5211505.12,135.53,197.53,180.35,226.18,17299958.24,3935024.58,5.334,-16.626,97.03,1
2012,FAMILY,75580916.23,70383959.57,5021674.9,0.6106,5715176.53,3636471.61,3826307.2,10207246.04,78.53,130.68,123.07,232.97,21987892.4,4377928.87,1.523,-3.686,73.55,0
2025,CORPORATE,24190738.33,18550032.06,5614279.19,0.8202,1349787.38,1987018.62,1585625.41,3611337.72,122.27,93.55,99.87,71.5,17194847.98,1686134.05,1.316,33.806,47.35,1
2011,FAMILY,199918985.87,146838304.66,53166572.91,1.1015,5762025.39,1064335.39,2490540.03,9608571.93,151.82,118.08,133.99,243.48,11290458.79,674181.72,5.779,-12.151,9.94,0
2018,FAMILY,57358358.93,52283575.53,4955373.88,1.6215,3483224.26,4204024.43,2517102.38,2442980.82,114.94,221.57,84.12,92.77,8741628.22,2853056.79,0.723,25.682,93.91,1
2020,FAMILY,128892426.07,108175866.82,20724046.63,0.3121,2929418.73,5093876.98,158425.03,9461347.45,110.8,64.66,167.32,111.5,7563974.05,14608837.32,0.644,0.245,79.53,0
2011,CORPORATE,14362840.9,10088650.96,4496996.45,0.9322,297018.63,5329274.07,3470805.4,5595373.89,144.59,217.71,110.57,192.27,15625324.62,4863979.22,3.564,9.291,29.01,1
2020,FAMILY,118239878.7,107544338.54,10758474.49,0.8581,5124744.86,4628702.23,1823829.83,790174.43,94.13,102.08,121.66,204.59,14085667.51,3547752.66,4.234,-21.318,64.87,0
2015,OTHER,116457900.47,110813355.97,5811659.13,0.2813,5603800.2,1074463.96,1669966.9,5995258.71,145.24,223.67,96.41,177.59,6039612.26,6834557.01,3.004,16.192,77.33,0
2024,PARTNERSHIP,89083957.86,51872803.09,37388392.64,1.4555,7981049.84,859538.29,2620889.75,1622637.74,63.51,252.06,147.54,128.28,22114669.54,9000258.55,3.005,-3.566,43.83,1
2014,FAMILY,182434900.38,159498658.96,22734317.49,1.5288,2393701.76,2498595.77,2882384.24,902804.94,130.49,177.31,185.9,216.56,18615872.45,6190897.19,4.755,25.826,24.22,0
2024,FAMILY,231213633.68,127768435.45,103252225.01,1.4929,7944732.4,932197.24,3960323.72,2743710.42,194.47,162.58,159.27,242.14,8307878.62,13742733.0,5.26,-5.811,80.12,0
2006,FAMILY,93184604.69,86431321.75,6759423.94,0.5379,1448948.67,978084.34,553990.63,956942.61,205.92,186.14,88.14,244.28,3609163.12,1575254.21,4.021,29.373,21.12,0
2019,CORPORATE,140562941.31,134248636.81,6349875.04,0.9951,2913565.85,1212231.31,234199.73,5940524.52,135.62,178.9,205.29,84.92,1435058.58,15045263.54,0.696,-23.705,42.92,0
2024,FAMILY,74271644.15,53619369.04,20456423.34,0.0524,3170142.56,399351.36,4481958.5,2904257.32,71.13,96.2,160.26,190.92,12649427.67,10332311.77,0.968,3.235,64.52,0
2012,CORPORATE,83134374.55,48322836.13,34822974.39,0.3875,3352366.3,5406977.97,2672738.9,11066278.0,119.71,207.46,209.33,179.65,24260475.93,17216921.0,2.827,-18.077,58.81,1
2018,FAMILY,147481657.18,87740380.5,59682426.64,0.0119,7108760.51,2761608.54,1912584.89,1131149.34,64.08,69.95,104.2,148.32,16167211.43,970536.33,4.311,-22.512,11.35,1
2023,PARTNERSHIP,16933502.45,9573368.86,7166389.81,0.1387,6612095.21,174132.0,2448472.58,8918203.7,115.71,60.21,171.33,184.42,15957003.93,12574240.76,1.158,-1.17,58.26,0
2025,PARTNERSHIP,131929709.92,127699601.53,4129367.89,1.5694,7169209.0,5807244.45,16147.57,6541195.37,68.45,170.31,192.76,94.09,5464677.83,14539281.8,1.741,7.256,88.01,0
2014,FAMILY,190150705.31,154655093.55,35272189.67,1.0107,3011680.37,1282499.27,2165583.48,8822663.37,82.59,163.95,105.89,84.09,6134446.21,99782.28,2.843,3.455,23.98,1
2025,FAMILY,35592231.41,34383129.84,987446.26,0.8663,3649629.72,285292.55,1580327.63,4820328.69,187.31,72.42,80.26,128.99,6740203.13,7717505.62,0.933,-14.126,18.23,1
2007,CORPORATE,146231189.13,131949828.31,14353737.0,0.7421,3680269.84,4802910.96,588559.11,8727336.84,179.71,164.21,164.55,130.27,12112088.79,10551890.22,3.283,-18.481,31.18,0
2022,PARTNERSHIP,118157028.53,102494445.65,15587404.17,0.6798,4549380.32,3660584.82,4067701.88,11957578.56,99.12,119.1,113.04,80.1,9168781.65,8385696.14,5.554,10.413,74.63,0
2024,FAMILY,19126483.15,18341349.86,846046.29,0.2665,7711238.56,1755114.34,4064943.67,8380965.29,208.89,237.55,135.63,183.42,19271468.58,9580884.27,4.279,-24.12,28.72,0
2021,PARTNERSHIP,5784298.38,5475367.63,399481.64,1.6717,1168193.28,3931916.71,1651068.74,7662653.41,134.69,202.02,101.88,239.47,19847484.37,5203142.21,5.298,7.79,47.92,1
2013,PARTNERSHIP,98618655.56,65710566.28,33002973.75,1.2644,5646657.85,850340.0,2196596.92,725764.47,115.25,184.59,134.62,186.93,23097629.67,7734768.26,4.072,34.992,49.16,0
2019,FAMILY,73382396.78,66403057.41,6925905.52,0.6492,2112176.18,1944229.94,167236.6,3910278.17,117.71,79.56,92.96,83.3,23692219.44,334157.23,4.53,24.242,18.51,0
2004,FAMILY,194427232.78,112492151.35,81972962.0,0.8914,7665017.4,4730215.92,1457775.4,5264204.86,135.11,97.9,116.01,236.98,9654396.11,17672198.79,0.413,3.949,29.13,1
2007,CORPORATE,196564608.26,136397752.22,60016438.48,0.7136,6104523.47,1127344.1,3327503.49,9487554.74,79.22,207.3,135.56,236.54,18340963.62,7765257.69,2.503,-17.649,4.58,0
