mig_asylum_reference_month,mig_asylum_host_country_iso2,mig_asylum_applicant_country_of_origin_iso2,mig_asylum_applicant_age_group,mig_asylum_applicant_sex,mig_asylum_application_type,mig_asylum_dublin_transfer_flag,mig_asylum_first_instance_decision_code,mig_asylum_first_instance_decision_count,mig_asylum_final_decision_code,mig_asylum_final_decision_count,mig_asylum_time_to_decision_days_median,mig_asylum_relocation_mechanism_flag,mig_asylum_resettlement_flag,mig_asylum_temporary_protection_flag,mig_asylum_reception_capacity_beds,mig_asylum_recognition_rate_pct,mig_asylum_eu_agency_support_flag,mig_asylum_eurostat_table_code,mig_asylum_data_extract_date
2018-02,EE,GH,0-13,M,SUBSEQUENT,0,WITHDRAWN,207,SUBSIDIARY_PROTECTION,204,169,0,0,0,2232,42.45,0,migr_asydec2,2025-06-11
2018-03,IT,NG,0-13,M,FAMILY_UNIT,1,REFUGEE_STATUS,186,REFUGEE_STATUS,108,186,0,0,0,2195,57.34,0,migr_asyappctzm,2025-10-18
2018-04,PT,AL,0-13,M,APPEAL_RELATED,1,REJECTED,164,OTHER,67,172,0,0,0,2210,15.89,0,migr_asyappctza,2024-11-23
2018-05,BE,IQ,0-13,M,FIRST_TIME,0,OTHER,162,WITHDRAWN,117,165,0,1,0,2171,50.88,0,migr_asydec1,2024-09-14
2018-06,FI,PK,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,205,REJECTED,191,163,0,0,0,2109,53.35,0,migr_asytpsm,2026-01-25
2018-07,LV,BY,0-13,M,FAMILY_UNIT,0,WITHDRAWN,198,SUBSIDIARY_PROTECTION,99,192,0,0,0,2260,14.2,1,migr_asydec2,2025-07-14
2018-08,RO,IS,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,209,REFUGEE_STATUS,147,156,1,0,0,2270,77.79,1,migr_asyappctzm,2024-12-21
2018-09,BG,RU,0-13,M,FIRST_TIME,0,REJECTED,206,OTHER,169,193,0,0,0,2150,70.29,0,migr_asyappctza,2025-01-02
2018-10,FR,CN,0-13,M,SUBSEQUENT,1,OTHER,206,WITHDRAWN,204,167,0,0,0,2307,75.19,1,migr_asydec1,2025-02-09
2018-11,LT,KE,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,178,REJECTED,159,188,0,0,1,2146,71.77,0,migr_asytpsm,2025-04-29
2018-12,SK,TN,0-13,M,APPEAL_RELATED,0,WITHDRAWN,195,SUBSIDIARY_PROTECTION,132,178,0,1,0,2142,60.16,1,migr_asydec2,2026-01-03
2019-01,HR,EG,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,212,REFUGEE_STATUS,158,182,0,1,0,2330,80.65,1,migr_asyappctzm,2024-08-11
2019-02,DE,MD,0-13,M,SUBSEQUENT,0,REJECTED,174,OTHER,113,196,0,0,0,2307,74.81,0,migr_asyappctza,2025-06-11
2019-03,LU,UA,0-13,M,FAMILY_UNIT,0,OTHER,175,WITHDRAWN,132,180,0,0,1,2167,5.23,1,migr_asydec1,2025-08-05
2019-04,SI,GE,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,216,REJECTED,171,166,0,0,0,2252,49.5,0,migr_asytpsm,2024-10-17
2019-05,CY,MK,0-13,M,FIRST_TIME,0,WITHDRAWN,227,SUBSIDIARY_PROTECTION,213,182,0,1,0,2145,71.21,0,migr_asydec2,2024-02-13
2019-06,GR,VN,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,181,REFUGEE_STATUS,161,172,1,0,0,2204,56.41,0,migr_asyappctzm,2024-06-30
2019-07,MT,IN,0-13,M,FAMILY_UNIT,1,REJECTED,211,OTHER,135,203,0,0,0,2341,18.75,0,migr_asyappctza,2025-12-24
2019-08,ES,NO,0-13,M,APPEAL_RELATED,0,OTHER,188,WITHDRAWN,171,169,0,0,0,2252,23.85,0,migr_asydec1,2025-03-08
2019-09,CZ,BA,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,219,REJECTED,134,179,0,0,0,2308,83.23,1,migr_asytpsm,2024-10-31
2019-10,HU,IR,0-13,M,SUBSEQUENT,1,WITHDRAWN,216,SUBSIDIARY_PROTECTION,154,176,0,0,1,2271,16.89,0,migr_asydec2,2025-09-12
2019-11,NL,RS,0-13,M,FAMILY_UNIT,1,REFUGEE_STATUS,182,REFUGEE_STATUS,120,177,0,0,0,2345,30.88,0,migr_asyappctzm,2024-10-26
2019-12,SE,CH,0-13,M,APPEAL_RELATED,0,REJECTED,176,OTHER,144,195,0,0,0,2285,61.2,1,migr_asyappctza,2025-06-06
2020-01,DK,JP,0-13,M,FIRST_TIME,0,OTHER,187,WITHDRAWN,132,173,0,0,1,2319,47.72,0,migr_asydec1,2024-07-25
2020-02,IE,SY,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,211,REJECTED,93,195,0,0,1,2255,62.84,0,migr_asytpsm,2024-08-13
2020-03,PL,DZ,0-13,M,FAMILY_UNIT,0,WITHDRAWN,193,SUBSIDIARY_PROTECTION,190,196,0,1,0,2155,13.2,0,migr_asydec2,2024-03-17
2020-04,AT,MA,0-13,M,APPEAL_RELATED,1,REFUGEE_STATUS,211,REFUGEE_STATUS,207,178,0,0,0,2198,60.19,1,migr_asyappctzm,2024-06-05
2020-05,EE,TR,0-13,M,FIRST_TIME,0,REJECTED,233,OTHER,135,196,1,0,0,2289,63.23,1,migr_asyappctza,2025-11-19
2020-06,IT,GB,0-13,M,SUBSEQUENT,1,OTHER,225,WITHDRAWN,210,189,0,0,0,2211,43.17,0,migr_asydec1,2025-10-09
2020-07,PT,ME,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,230,REJECTED,205,202,1,0,1,2324,73.36,1,migr_asytpsm,2025-01-01
2020-08,BE,US,0-13,M,APPEAL_RELATED,0,WITHDRAWN,238,SUBSIDIARY_PROTECTION,224,202,0,0,0,2291,9.93,1,migr_asydec2,2024-01-17
2020-09,FI,GH,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,243,REFUGEE_STATUS,181,193,0,1,0,2194,53.7,1,migr_asyappctzm,2024-04-29
2020-10,LV,NG,0-13,M,SUBSEQUENT,1,REJECTED,193,OTHER,95,182,0,0,0,2301,83.14,0,migr_asyappctza,2024-07-15
2020-11,RO,AL,0-13,M,FAMILY_UNIT,1,OTHER,204,WITHDRAWN,154,185,0,0,0,2240,58.36,0,migr_asydec1,2025-03-02
2020-12,BG,IQ,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,248,REJECTED,175,203,0,0,0,2321,40.0,1,migr_asytpsm,2024-06-05
2021-01,FR,PK,0-13,M,FIRST_TIME,0,WITHDRAWN,209,SUBSIDIARY_PROTECTION,154,195,0,0,0,2221,69.79,1,migr_asydec2,2025-08-02
2021-02,LT,BY,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,196,REFUGEE_STATUS,155,205,0,0,0,2165,41.36,1,migr_asyappctzm,2025-08-29
2021-03,SK,IS,0-13,M,FAMILY_UNIT,0,REJECTED,243,OTHER,176,225,1,0,0,2179,56.65,0,migr_asyappctza,2024-08-14
2021-04,HR,RU,0-13,M,APPEAL_RELATED,0,OTHER,212,WITHDRAWN,123,201,0,0,0,2291,11.42,0,migr_asydec1,2025-08-07
2021-05,DE,CN,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,212,REJECTED,170,223,0,1,0,2319,51.22,1,migr_asytpsm,2024-04-13
2021-06,LU,KE,0-13,M,SUBSEQUENT,1,WITHDRAWN,219,SUBSIDIARY_PROTECTION,116,190,0,0,0,2253,33.49,0,migr_asydec2,2024-10-06
2021-07,SI,TN,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,251,REFUGEE_STATUS,182,202,0,0,0,2268,82.58,1,migr_asyappctzm,2025-04-24
2021-08,CY,EG,0-13,M,APPEAL_RELATED,0,REJECTED,233,OTHER,99,204,0,0,0,2311,17.25,0,migr_asyappctza,2024-07-06
2021-09,GR,MD,0-13,M,FIRST_TIME,1,OTHER,198,WITHDRAWN,90,209,0,0,0,2370,64.14,1,migr_asydec1,2026-01-17
2021-10,MT,UA,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,227,REJECTED,194,196,0,0,1,2375,64.19,0,migr_asytpsm,2024-11-13
2021-11,ES,GE,0-13,M,FAMILY_UNIT,0,WITHDRAWN,220,SUBSIDIARY_PROTECTION,120,216,0,0,0,2410,71.42,1,migr_asydec2,2026-02-24
2021-12,CZ,MK,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,238,REFUGEE_STATUS,189,213,0,0,0,2189,22.4,0,migr_asyappctzm,2025-01-06
2022-01,HU,VN,0-13,M,FIRST_TIME,0,REJECTED,243,OTHER,154,215,0,0,0,2253,76.1,1,migr_asyappctza,2024-03-10
2022-02,NL,IN,0-13,M,SUBSEQUENT,1,OTHER,225,WITHDRAWN,135,203,0,0,0,2379,22.32,1,migr_asydec1,2024-07-23
2022-03,SE,NO,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,259,REJECTED,240,230,1,1,0,2321,66.19,0,migr_asytpsm,2025-02-03
2022-04,DK,BA,0-13,M,APPEAL_RELATED,0,WITHDRAWN,236,SUBSIDIARY_PROTECTION,118,222,0,0,0,2415,47.72,0,migr_asydec2,2025-05-23
2022-05,IE,IR,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,225,REFUGEE_STATUS,193,235,1,0,0,2275,72.13,0,migr_asyappctzm,2024-02-11
2022-06,PL,RS,0-13,M,SUBSEQUENT,1,REJECTED,206,OTHER,83,228,1,0,0,2300,16.91,1,migr_asyappctza,2024-01-19
2022-07,AT,CH,0-13,M,FAMILY_UNIT,0,OTHER,232,WITHDRAWN,142,219,1,0,0,2456,22.96,1,migr_asydec1,2024-01-31
2022-08,EE,JP,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,233,REJECTED,187,225,0,0,0,2336,47.72,0,migr_asytpsm,2025-02-18
2022-09,IT,SY,0-13,M,FIRST_TIME,0,WITHDRAWN,240,SUBSIDIARY_PROTECTION,139,234,0,0,1,2324,39.55,0,migr_asydec2,2024-10-11
2022-10,PT,DZ,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,259,REFUGEE_STATUS,228,240,0,0,0,2359,48.99,1,migr_asyappctzm,2026-01-10
2022-11,BE,MA,0-13,M,FAMILY_UNIT,0,REJECTED,256,OTHER,126,245,0,0,0,2298,52.61,0,migr_asyappctza,2025-05-17
2022-12,FI,TR,0-13,M,APPEAL_RELATED,0,OTHER,223,WITHDRAWN,150,246,0,0,0,2318,7.59,1,migr_asydec1,2025-05-29
2023-01,LV,GB,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,232,REJECTED,172,248,0,0,0,2335,24.97,1,migr_asytpsm,2025-04-20
2023-02,RO,ME,0-13,M,SUBSEQUENT,0,WITHDRAWN,268,SUBSIDIARY_PROTECTION,194,231,0,0,0,2344,71.55,0,migr_asydec2,2026-01-30
2023-03,BG,US,0-13,M,FAMILY_UNIT,1,REFUGEE_STATUS,232,REFUGEE_STATUS,172,214,0,0,0,2451,79.66,0,migr_asyappctzm,2025-04-01
2023-04,FR,GH,0-13,M,APPEAL_RELATED,1,REJECTED,268,OTHER,173,236,0,0,0,2289,52.15,0,migr_asyappctza,2024-09-13
2023-05,LT,NG,0-13,M,FIRST_TIME,0,OTHER,268,WITHDRAWN,116,238,0,0,0,2447,63.36,1,migr_asydec1,2025-01-07
2023-06,SK,AL,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,249,REJECTED,224,235,0,0,0,2294,72.44,1,migr_asytpsm,2024-05-25
2023-07,HR,IQ,0-13,M,FAMILY_UNIT,0,WITHDRAWN,253,SUBSIDIARY_PROTECTION,138,246,0,0,0,2450,46.89,0,migr_asydec2,2024-02-07
2023-08,DE,PK,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,243,REFUGEE_STATUS,188,231,0,0,0,2359,57.11,1,migr_asyappctzm,2024-03-05
2023-09,LU,BY,0-13,M,FIRST_TIME,1,REJECTED,223,OTHER,195,251,0,0,0,2415,80.47,1,migr_asyappctza,2024-07-14
2023-10,SI,IS,0-13,M,SUBSEQUENT,0,OTHER,231,WITHDRAWN,230,247,0,0,0,2345,34.2,0,migr_asydec1,2024-04-16
2023-11,CY,RU,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,224,REJECTED,221,256,0,0,0,2404,32.5,0,migr_asytpsm,2025-12-30
2023-12,GR,CN,0-13,M,APPEAL_RELATED,1,WITHDRAWN,267,SUBSIDIARY_PROTECTION,190,244,0,0,0,2455,65.7,0,migr_asydec2,2026-02-16
2024-01,MT,KE,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,241,REFUGEE_STATUS,149,258,1,0,1,2452,63.75,1,migr_asyappctzm,2025-10-29
2024-02,ES,TN,0-13,M,SUBSEQUENT,0,REJECTED,251,OTHER,209,241,0,0,0,2505,63.69,0,migr_asyappctza,2025-08-14
2024-03,CZ,EG,0-13,M,FAMILY_UNIT,0,OTHER,253,WITHDRAWN,178,245,0,0,0,2308,78.66,0,migr_asydec1,2024-01-26
2024-04,HU,MD,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,243,REJECTED,193,243,0,0,1,2313,11.79,0,migr_asytpsm,2024-05-05
2024-05,NL,UA,0-13,M,FIRST_TIME,0,WITHDRAWN,229,SUBSIDIARY_PROTECTION,140,262,0,0,1,2402,41.75,0,migr_asydec2,2026-02-17
2024-06,SE,GE,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,280,REFUGEE_STATUS,132,256,0,0,0,2360,82.08,0,migr_asyappctzm,2025-03-06
2024-07,DK,MK,0-13,M,FAMILY_UNIT,0,REJECTED,263,OTHER,221,244,0,0,0,2523,15.57,0,migr_asyappctza,2024-11-12
2024-08,IE,VN,0-13,M,APPEAL_RELATED,0,OTHER,234,WITHDRAWN,179,264,0,0,0,2452,29.39,0,migr_asydec1,2025-09-08
2024-09,PL,IN,0-13,M,FIRST_TIME,1,SUBSIDIARY_PROTECTION,262,REJECTED,196,249,0,0,0,2332,35.66,1,migr_asytpsm,2026-02-07
2024-10,AT,NO,0-13,M,SUBSEQUENT,0,WITHDRAWN,272,SUBSIDIARY_PROTECTION,128,234,0,0,0,2431,34.37,0,migr_asydec2,2024-11-10
2024-11,EE,BA,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,286,REFUGEE_STATUS,127,236,0,0,0,2367,47.41,1,migr_asyappctzm,2026-01-31
2024-12,IT,IR,0-13,M,APPEAL_RELATED,0,REJECTED,258,OTHER,129,251,1,0,0,2307,50.03,1,migr_asyappctza,2025-08-14
2025-01,PT,RS,0-13,M,FIRST_TIME,0,OTHER,242,WITHDRAWN,224,252,0,0,0,2530,22.59,1,migr_asydec1,2024-04-11
2025-02,BE,CH,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,280,REJECTED,115,238,0,0,0,2357,18.41,0,migr_asytpsm,2025-10-25
2025-03,FI,JP,0-13,M,FAMILY_UNIT,0,WITHDRAWN,253,SUBSIDIARY_PROTECTION,250,267,0,0,0,2364,39.48,0,migr_asydec2,2024-06-05
2025-04,LV,SY,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,281,REFUGEE_STATUS,189,262,0,0,1,2329,76.16,1,migr_asyappctzm,2025-01-01
2025-05,RO,DZ,0-13,M,FIRST_TIME,1,REJECTED,280,OTHER,260,237,0,0,0,2425,14.68,1,migr_asyappctza,2025-08-11
2025-06,BG,MA,0-13,M,SUBSEQUENT,0,OTHER,268,WITHDRAWN,183,251,0,0,0,2333,52.27,0,migr_asydec1,2024-09-12
2025-07,FR,TR,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,264,REJECTED,215,260,0,0,0,2474,55.91,0,migr_asytpsm,2025-06-12
2025-08,LT,GB,0-13,M,APPEAL_RELATED,0,WITHDRAWN,253,SUBSIDIARY_PROTECTION,128,278,0,0,1,2337,78.62,0,migr_asydec2,2024-03-25
2025-09,SK,ME,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,277,REFUGEE_STATUS,117,240,0,0,0,2424,27.64,0,migr_asyappctzm,2024-03-06
2025-10,HR,US,0-13,M,SUBSEQUENT,0,REJECTED,248,OTHER,215,278,0,0,0,2444,31.02,1,migr_asyappctza,2024-10-30
2025-11,DE,GH,0-13,M,FAMILY_UNIT,0,OTHER,292,WITHDRAWN,279,271,0,1,0,2337,71.88,1,migr_asydec1,2024-01-07
2025-12,LU,NG,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,265,REJECTED,182,252,0,1,0,2427,56.18,1,migr_asytpsm,2025-12-28
2026-01,SI,AL,0-13,M,FIRST_TIME,1,WITHDRAWN,288,SUBSIDIARY_PROTECTION,189,249,0,0,0,2563,66.45,0,migr_asydec2,2025-11-10
2026-02,CY,IQ,0-13,M,SUBSEQUENT,1,REFUGEE_STATUS,297,REFUGEE_STATUS,232,268,0,1,0,2361,33.39,1,migr_asyappctzm,2024-08-28
2026-03,GR,PK,0-13,M,FAMILY_UNIT,0,REJECTED,310,OTHER,265,263,0,0,0,2555,33.94,0,migr_asyappctza,2024-08-11
2026-04,MT,BY,0-13,M,APPEAL_RELATED,0,OTHER,294,WITHDRAWN,286,283,1,0,0,2513,15.45,0,migr_asydec1,2025-09-10
2026-05,ES,IS,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,294,REJECTED,199,279,0,0,0,2504,68.4,0,migr_asytpsm,2024-01-09
2026-06,CZ,RU,0-13,M,SUBSEQUENT,1,WITHDRAWN,272,SUBSIDIARY_PROTECTION,176,265,0,0,0,2497,73.52,1,migr_asydec2,2024-07-17
2026-07,HU,CN,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,304,REFUGEE_STATUS,122,253,0,0,0,2508,9.1,0,migr_asyappctzm,2024-08-25
2026-08,NL,KE,0-13,M,APPEAL_RELATED,0,REJECTED,313,OTHER,218,277,0,0,0,2518,46.29,0,migr_asyappctza,2024-12-19
2026-09,SE,TN,0-13,M,FIRST_TIME,0,OTHER,274,WITHDRAWN,128,260,0,0,0,2501,30.66,0,migr_asydec1,2025-12-25
2026-10,DK,EG,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,301,REJECTED,208,281,1,0,0,2544,38.79,0,migr_asytpsm,2026-02-20
2026-11,IE,MD,0-13,M,FAMILY_UNIT,0,WITHDRAWN,294,SUBSIDIARY_PROTECTION,183,263,0,0,0,2558,51.0,1,migr_asydec2,2025-08-11
2026-12,PL,UA,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,303,REFUGEE_STATUS,161,271,0,1,1,2372,52.47,0,migr_asyappctzm,2024-02-11
2018-01,AT,GE,0-13,M,FIRST_TIME,0,REJECTED,266,OTHER,115,296,0,0,0,2430,52.61,1,migr_asyappctza,2025-07-01
2018-02,EE,MK,0-13,M,SUBSEQUENT,0,OTHER,298,WITHDRAWN,292,274,0,0,0,2590,72.22,0,migr_asydec1,2026-01-31
2018-03,IT,VN,0-13,M,FAMILY_UNIT,1,SUBSIDIARY_PROTECTION,306,REJECTED,227,266,0,0,0,2536,83.13,1,migr_asytpsm,2025-11-22
2018-04,PT,IN,0-13,M,APPEAL_RELATED,0,WITHDRAWN,304,SUBSIDIARY_PROTECTION,265,271,0,0,0,2417,57.08,1,migr_asydec2,2024-12-06
2018-05,BE,NO,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,294,REFUGEE_STATUS,275,261,0,0,0,2588,48.56,0,migr_asyappctzm,2024-08-29
2018-06,FI,BA,0-13,M,SUBSEQUENT,1,REJECTED,312,OTHER,298,281,1,0,0,2395,21.14,0,migr_asyappctza,2024-09-23
2018-07,LV,IR,0-13,M,FAMILY_UNIT,0,OTHER,311,WITHDRAWN,288,268,0,0,0,2629,73.93,1,migr_asydec1,2024-12-13
2018-08,RO,RS,0-13,M,APPEAL_RELATED,1,SUBSIDIARY_PROTECTION,273,REJECTED,195,266,0,0,0,2459,37.26,0,migr_asytpsm,2026-02-20
2018-09,BG,CH,0-13,M,FIRST_TIME,1,WITHDRAWN,287,SUBSIDIARY_PROTECTION,238,286,0,0,0,2447,31.51,0,migr_asydec2,2025-02-15
2018-10,FR,JP,0-13,M,SUBSEQUENT,1,REFUGEE_STATUS,329,REFUGEE_STATUS,189,290,0,0,0,2566,5.15,0,migr_asyappctzm,2025-06-06
2018-11,LT,SY,0-13,M,FAMILY_UNIT,0,REJECTED,288,OTHER,133,275,0,0,0,2458,76.13,0,migr_asyappctza,2025-05-01
2018-12,SK,DZ,0-13,M,APPEAL_RELATED,0,OTHER,313,WITHDRAWN,267,279,0,1,0,2462,41.33,0,migr_asydec1,2024-05-04
2019-01,HR,MA,0-13,M,FIRST_TIME,0,SUBSIDIARY_PROTECTION,325,REJECTED,173,295,0,0,0,2481,46.66,1,migr_asytpsm,2025-08-26
2019-02,DE,TR,0-13,M,SUBSEQUENT,1,WITHDRAWN,288,SUBSIDIARY_PROTECTION,222,301,0,0,0,2621,59.78,0,migr_asydec2,2025-01-07
2019-03,LU,GB,0-13,M,FAMILY_UNIT,1,REFUGEE_STATUS,298,REFUGEE_STATUS,144,294,1,0,0,2539,68.3,0,migr_asyappctzm,2026-02-14
2019-04,SI,ME,0-13,M,APPEAL_RELATED,0,REJECTED,317,OTHER,181,304,0,0,0,2643,74.49,0,migr_asyappctza,2026-01-23
2019-05,CY,US,0-13,M,FIRST_TIME,0,OTHER,315,WITHDRAWN,141,287,0,1,0,2563,18.72,1,migr_asydec1,2025-02-10
2019-06,GR,GH,0-13,M,SUBSEQUENT,0,SUBSIDIARY_PROTECTION,298,REJECTED,288,302,1,0,0,2653,54.7,0,migr_asytpsm,2026-02-13
2019-07,MT,NG,0-13,M,FAMILY_UNIT,0,WITHDRAWN,280,SUBSIDIARY_PROTECTION,113,291,0,0,0,2631,62.13,1,migr_asydec2,2025-12-19
2019-08,ES,AL,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,304,REFUGEE_STATUS,255,300,0,1,0,2432,26.79,0,migr_asyappctzm,2024-01-07
2019-09,CZ,IQ,0-13,M,FIRST_TIME,0,REJECTED,334,OTHER,333,307,0,0,0,2502,59.02,0,migr_asyappctza,2024-05-27
2019-10,HU,PK,0-13,M,SUBSEQUENT,0,OTHER,308,WITHDRAWN,240,304,0,0,0,2469,58.03,1,migr_asydec1,2024-04-27
2019-11,NL,BY,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,300,REJECTED,297,302,0,0,0,2510,20.96,0,migr_asytpsm,2025-08-23
2019-12,SE,IS,0-13,M,APPEAL_RELATED,0,WITHDRAWN,302,SUBSIDIARY_PROTECTION,281,301,0,0,0,2612,72.88,0,migr_asydec2,2024-06-13
2020-01,DK,RU,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,285,REFUGEE_STATUS,183,25,1,1,0,2679,60.13,0,migr_asyappctzm,2025-06-07
2020-02,IE,CN,0-13,M,SUBSEQUENT,0,REJECTED,345,OTHER,322,45,0,0,0,2503,44.35,0,migr_asyappctza,2024-08-23
2020-03,PL,KE,0-13,M,FAMILY_UNIT,0,OTHER,339,WITHDRAWN,320,57,1,0,1,2625,64.68,1,migr_asydec1,2024-09-01
2020-04,AT,TN,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,309,REJECTED,204,34,0,0,0,2551,75.95,0,migr_asytpsm,2024-02-26
2020-05,EE,EG,0-13,M,FIRST_TIME,0,WITHDRAWN,344,SUBSIDIARY_PROTECTION,179,52,0,0,0,2685,53.46,1,migr_asydec2,2025-11-07
2020-06,IT,MD,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,316,REFUGEE_STATUS,156,62,1,0,0,2611,23.63,0,migr_asyappctzm,2026-02-12
2020-07,PT,UA,0-13,M,FAMILY_UNIT,0,REJECTED,335,OTHER,297,27,0,0,1,2683,7.2,1,migr_asyappctza,2024-07-26
2020-08,BE,GE,0-13,M,APPEAL_RELATED,0,OTHER,344,WITHDRAWN,269,60,1,0,0,2615,16.67,1,migr_asydec1,2024-05-02
2020-09,FI,MK,0-13,M,FIRST_TIME,1,SUBSIDIARY_PROTECTION,333,REJECTED,164,53,0,0,0,2603,66.11,0,migr_asytpsm,2025-02-07
2020-10,LV,VN,0-13,M,SUBSEQUENT,0,WITHDRAWN,296,SUBSIDIARY_PROTECTION,214,58,0,0,0,2524,31.17,1,migr_asydec2,2024-04-11
2020-11,RO,IN,0-13,M,FAMILY_UNIT,0,REFUGEE_STATUS,303,REFUGEE_STATUS,127,34,0,0,0,2554,43.3,0,migr_asyappctzm,2024-08-07
2020-12,BG,NO,0-13,M,APPEAL_RELATED,0,REJECTED,337,OTHER,253,37,0,0,0,2713,44.71,0,migr_asyappctza,2026-02-22
2021-01,FR,BA,0-13,M,FIRST_TIME,0,OTHER,347,WITHDRAWN,232,46,0,0,0,2564,53.69,1,migr_asydec1,2025-01-19
2021-02,LT,IR,0-13,M,SUBSEQUENT,1,SUBSIDIARY_PROTECTION,323,REJECTED,227,70,0,0,1,2647,42.48,0,migr_asytpsm,2025-06-23
2021-03,SK,RS,0-13,M,FAMILY_UNIT,0,WITHDRAWN,350,SUBSIDIARY_PROTECTION,155,41,0,0,0,2700,52.83,0,migr_asydec2,2025-06-19
2021-04,HR,CH,0-13,M,APPEAL_RELATED,0,REFUGEE_STATUS,308,REFUGEE_STATUS,292,35,0,0,0,2721,23.1,0,migr_asyappctzm,2026-01-10
2021-05,DE,JP,0-13,M,FIRST_TIME,0,REJECTED,331,OTHER,274,39,0,0,0,2556,71.32,0,migr_asyappctza,2025-01-24
2021-06,LU,SY,0-13,M,SUBSEQUENT,0,OTHER,337,WITHDRAWN,262,48,0,1,1,2638,15.33,0,migr_asydec1,2026-02-08
2021-07,SI,DZ,0-13,M,FAMILY_UNIT,0,SUBSIDIARY_PROTECTION,303,REJECTED,150,60,0,0,0,2650,49.4,0,migr_asytpsm,2025-02-09
2021-08,CY,MA,0-13,M,APPEAL_RELATED,0,WITHDRAWN,325,SUBSIDIARY_PROTECTION,179,39,0,0,0,2574,53.9,0,migr_asydec2,2024-03-16
2021-09,GR,TR,0-13,M,FIRST_TIME,0,REFUGEE_STATUS,328,REFUGEE_STATUS,223,79,1,0,0,2658,40.81,1,migr_asyappctzm,2024-07-04
2021-10,MT,GB,0-13,M,SUBSEQUENT,0,REJECTED,317,OTHER,294,80,0,0,0,2505,66.47,0,migr_asyappctza,2024-05-06
2021-11,ES,ME,0-13,M,FAMILY_UNIT,0,OTHER,351,WITHDRAWN,338,72,0,0,0,2660,40.82,1,migr_asydec1,2025-11-12
2021-12,CZ,US,0-13,M,APPEAL_RELATED,0,SUBSIDIARY_PROTECTION,368,REJECTED,167,55,0,1,0,2676,63.25,0,migr_asytpsm,2024-01-22
2022-01,HU,GH,0-13,M,FIRST_TIME,0,WITHDRAWN,365,SUBSIDIARY_PROTECTION,161,68,0,0,0,2617,8.64,1,migr_asydec2,2024-09-04
2022-02,NL,NG,0-13,M,SUBSEQUENT,0,REFUGEE_STATUS,356,REFUGEE_STATUS,351,68,1,0,0,2615,45.44,0,migr_asyappctzm,2025-05-19
2022-03,SE,AL,0-13,M,FAMILY_UNIT,0,REJECTED,347,OTHER,346,52,0,0,0,2608,32.38,0,migr_asyappctza,2025-02-16
2022-04,DK,IQ,0-13,M,APPEAL_RELATED,0,OTHER,338,WITHDRAWN,139,63,0,0,0,2591,30.17,0,migr_asydec1,2025-02-01
