ag_crops_crop_year,ag_crops_county_fsa_code,ag_crops_crop_type_code,ag_crops_acres_planted,ag_crops_acres_harvested,ag_crops_yield_per_acre,ag_crops_production_total_bushels,ag_crops_irrigation_share_pct,ag_crops_seed_variety_code,ag_crops_planting_date_median,ag_crops_harvest_date_median,ag_crops_growing_degree_days,ag_crops_soil_moisture_index,ag_crops_fertilizer_rate_lbs_acre,ag_crops_pesticide_application_rate,ag_crops_crop_insurance_coverage_pct,ag_crops_price_received_usd_unit,ag_crops_revenue_per_acre_usd,ag_crops_loss_due_to_weather_pct,ag_crops_practice_conservation_tillage_flag
2021,FSA0000590,CORN,21504.13,15969.49,202.1,3227433.93,16.72,V6,2019-09-10,2019-12-23,1207.0,0.7125,201.69,13.233,2.11,16.399,3020.43,3.22,1
2007,FSA0000591,WHEAT,10570.64,7888.96,235.8,1860216.77,98.19,V6,2006-04-11,2006-09-04,4448.9,0.3459,258.41,12.349,88.41,2.888,673.26,38.09,1
2025,FSA0000592,CORN,10970.26,9496.82,185.78,1764319.22,9.84,V1,2010-01-17,2010-04-18,1474.5,0.6799,44.97,16.866,34.03,12.376,2052.51,52.39,1
2024,FSA0000593,SORGHUM,11959.04,10615.27,133.26,1414590.88,6.8,V5,2024-02-04,2024-08-27,1920.6,0.3651,209.44,23.126,16.35,4.973,568.97,29.72,0
2021,FSA0000594,SOYBEAN,23907.6,19018.75,123.1,2341208.12,2.06,V8,2007-03-08,2007-06-06,3245.3,0.3741,288.26,14.399,54.87,5.693,691.0,18.5,0
2014,FSA0000595,WHEAT,15401.15,11459.61,108.07,1238440.05,58.22,V1,2024-08-10,2024-11-25,4485.6,0.646,199.24,20.094,61.0,16.956,1900.81,12.22,1
2020,FSA0000596,WHEAT,11647.25,10716.27,179.06,1918855.31,75.57,V6,2018-06-13,2018-12-04,4032.1,0.3277,216.77,17.693,89.26,13.415,2603.2,3.77,1
2015,FSA0000597,SOYBEAN,7575.69,6763.7,97.26,657837.46,43.57,V5,2011-05-19,2011-08-21,1349.4,0.1029,261.46,8.419,93.45,6.187,548.71,44.28,1
2021,FSA0000598,SOYBEAN,16554.15,14560.33,55.2,803730.22,37.37,V1,2011-04-23,2011-09-01,2727.1,0.1281,292.59,3.874,81.73,4.208,219.7,4.13,0
2019,FSA0000599,CORN,7117.75,7049.31,122.34,862412.59,84.86,V2,2014-06-02,2014-09-08,3074.1,0.0496,193.64,7.045,41.42,14.742,1980.36,6.1,0
2010,FSA0000600,SOYBEAN,4665.88,4640.85,118.73,551008.12,33.47,V3,2011-07-12,2012-02-05,2991.9,0.9172,200.35,10.066,82.74,16.011,1906.64,0.96,1
2024,FSA0000601,CORN,11760.77,9603.2,71.74,688933.57,12.0,V8,2022-04-03,2022-10-08,1165.9,0.666,142.2,3.204,6.81,4.927,322.6,58.47,1
2021,FSA0000602,SORGHUM,691.36,543.09,211.81,115031.89,47.23,V2,2010-10-11,2011-04-03,1843.6,0.3746,247.22,20.591,28.99,8.008,1350.97,42.81,0
2023,FSA0000603,WHEAT,13325.29,10589.39,19.59,207446.15,77.94,V2,2015-08-13,2015-11-12,1410.9,0.0459,214.9,12.154,90.79,14.292,254.59,13.87,1
2012,FSA0000604,CORN,4065.43,3883.84,39.86,154809.86,8.85,V6,2009-02-20,2009-08-28,1024.8,0.8083,11.05,1.16,15.92,16.009,511.91,18.56,1
2012,FSA0000605,CORN,12045.06,11555.91,75.27,869813.35,20.14,V2,2012-02-17,2012-06-09,2498.2,0.0616,137.03,8.698,68.05,8.935,530.24,11.27,1
2024,FSA0000606,CORN,5390.14,5027.87,107.93,542658.01,37.78,V2,2024-02-09,2024-05-15,3141.4,0.162,38.85,1.937,68.36,4.045,364.15,22.92,1
2025,FSA0000607,SORGHUM,11547.49,8990.59,21.52,193477.5,0.39,V4,2015-12-14,2016-04-24,3826.9,0.0361,253.77,24.836,58.8,8.633,197.63,57.84,1
2024,FSA0000608,OAT,12219.58,10571.66,42.84,452889.91,27.3,V1,2024-07-19,2025-02-11,2485.9,0.3134,164.0,12.199,72.57,12.585,543.06,17.48,1
2019,FSA0000609,WHEAT,24703.28,23960.44,171.17,4101308.51,47.72,V6,2010-03-17,2010-07-25,803.9,0.9065,140.33,17.745,36.87,15.918,2874.94,15.7,1
2005,FSA0000610,CORN,3052.3,2555.09,135.3,345703.68,7.77,V6,2022-04-16,2022-11-11,2446.6,0.6444,201.47,12.318,41.23,8.841,1064.79,38.08,0
2012,FSA0000611,SOYBEAN,8580.25,8055.19,217.48,1751842.72,87.89,V7,2021-02-19,2021-05-25,4187.9,0.8718,7.42,14.281,10.72,13.33,2680.82,19.37,0
2015,FSA0000612,CORN,11195.03,8047.77,105.05,845418.24,0.76,V8,2013-02-02,2013-06-27,4109.0,0.5264,107.68,17.39,42.14,15.699,1502.71,41.1,1
2013,FSA0000613,CORN,21757.25,15278.43,160.44,2451271.31,29.12,V5,2018-03-11,2018-07-14,3703.9,0.2009,168.78,5.621,41.45,10.036,1662.37,5.87,0
2006,FSA0000614,OAT,8476.58,6394.47,40.59,259551.54,74.92,V5,2007-05-30,2007-09-16,3359.0,0.091,168.83,16.762,36.46,12.37,431.74,14.47,1
2008,FSA0000615,SOYBEAN,13328.3,11541.37,124.8,1440362.98,71.4,V2,2018-09-22,2019-02-06,3235.6,0.3717,63.25,18.416,84.43,2.025,255.06,28.64,1
2012,FSA0000616,COTTON,19234.63,16108.6,39.7,639511.42,20.54,V5,2023-02-16,2023-09-18,4403.9,0.8523,220.06,4.932,2.3,17.952,713.03,49.43,0
2024,FSA0000617,CORN,15830.52,14297.02,241.43,3451729.54,94.07,V6,2019-07-12,2019-11-13,2575.0,0.4779,167.54,20.204,75.14,14.487,3203.87,34.1,1
2007,FSA0000618,SOYBEAN,12195.54,8974.94,174.99,1570524.75,45.46,V8,2019-09-14,2020-03-01,1895.9,0.3935,183.84,3.348,46.97,2.368,443.07,14.86,1
2009,FSA0000619,SOYBEAN,11859.93,9380.61,165.64,1553804.24,16.35,V3,2017-10-17,2018-04-08,1767.0,0.842,112.95,20.681,75.26,15.956,2686.65,12.11,1
2006,FSA0000620,WHEAT,6257.77,5983.73,22.72,135950.35,75.63,V1,2005-11-20,2006-04-12,2424.8,0.7148,96.63,15.571,67.76,6.889,142.32,8.42,1
2017,FSA0000621,WHEAT,7121.02,6181.0,110.85,685163.85,62.5,V5,2012-06-05,2012-12-06,816.3,0.1301,293.23,22.797,73.76,10.531,949.34,44.2,1
2025,FSA0000622,RICE,2156.28,1552.7,225.89,350739.4,58.72,V3,2021-12-08,2022-04-12,4231.0,0.0854,259.87,17.783,84.34,10.242,2312.13,12.44,1
2009,FSA0000623,POTATO,4144.88,2955.7,28.15,83202.95,92.99,V4,2008-06-18,2008-10-16,2021.1,0.2065,229.54,14.321,55.32,10.381,269.14,16.78,1
2006,FSA0000624,WHEAT,20146.76,15393.73,108.95,1677146.88,19.87,V5,2020-03-13,2020-06-22,1790.1,0.6951,212.36,8.269,49.7,14.161,1436.22,13.79,0
2023,FSA0000625,SORGHUM,4875.39,4718.52,128.7,607273.52,49.02,V4,2012-06-12,2012-11-22,3949.5,0.4464,87.76,10.23,61.71,3.497,423.5,39.03,1
2020,FSA0000626,CORN,2626.65,2580.83,23.81,61449.56,56.16,V6,2025-01-20,2025-07-27,2635.9,0.7168,47.29,1.439,8.73,4.137,88.76,29.06,0
2006,FSA0000627,COTTON,18878.46,15032.46,41.36,621742.55,53.79,V8,2017-01-15,2017-05-05,4416.6,0.8549,135.31,20.722,78.05,13.717,529.97,54.85,1
2020,FSA0000628,WHEAT,15851.36,14740.4,20.05,295545.02,96.33,V7,2018-08-05,2018-12-28,2411.5,0.6808,261.45,4.563,7.13,7.911,156.0,49.76,0
2013,FSA0000629,BARLEY,3213.45,3013.23,15.46,46584.54,5.62,V4,2017-03-06,2017-07-02,2331.7,0.1339,60.9,0.994,27.07,6.714,98.37,1.13,0
2014,FSA0000630,SOYBEAN,7516.18,6811.98,106.79,727451.34,58.8,V8,2019-04-05,2019-08-06,3719.2,0.3313,104.51,4.091,36.39,13.298,1356.48,40.77,0
2011,FSA0000631,WHEAT,9569.13,8602.0,131.01,1126948.02,7.73,V8,2016-07-25,2017-02-18,3339.7,0.4426,260.25,2.104,16.73,10.317,1161.38,13.3,0
2012,FSA0000632,WHEAT,16244.59,14981.62,124.11,1859368.86,70.61,V5,2018-12-11,2019-06-06,960.3,0.6046,312.79,24.259,5.1,2.304,273.1,7.14,1
2011,FSA0000633,WHEAT,7172.7,6193.4,168.69,1044764.65,13.82,V2,2006-09-25,2007-02-08,4238.3,0.1256,283.92,21.145,56.83,10.339,1425.54,46.09,1
2023,FSA0000634,WHEAT,3865.55,3039.96,89.35,271620.43,0.99,V6,2010-01-22,2010-05-17,2588.5,0.6459,285.47,23.706,53.88,5.956,532.89,36.94,0
2023,FSA0000635,SOYBEAN,14236.35,11472.71,140.31,1609735.94,1.55,V3,2019-11-23,2020-05-14,2229.7,0.5921,232.12,18.948,55.04,6.259,889.37,1.5,0
2014,FSA0000636,SOYBEAN,5339.64,4026.31,78.82,317353.75,4.66,V7,2006-09-06,2006-12-28,3231.8,0.1222,79.13,7.841,83.73,6.716,496.29,21.41,0
2009,FSA0000637,POTATO,13353.4,9820.42,55.07,540810.53,66.6,V8,2006-11-10,2007-05-26,1158.5,0.1513,0.66,22.493,24.7,14.447,716.11,13.56,0
2024,FSA0000638,POTATO,23631.45,19257.77,115.33,2220998.61,48.05,V2,2010-04-04,2010-07-20,1436.0,0.3686,174.81,23.26,71.42,7.252,694.11,55.45,0
2012,FSA0000639,CORN,19632.12,18102.53,200.55,3630462.39,50.26,V8,2023-08-07,2023-12-16,1668.2,0.9973,166.31,22.446,31.56,11.797,2280.57,9.1,0
2006,FSA0000640,OAT,20584.03,19853.79,208.67,4142890.36,21.03,V3,2014-11-25,2015-04-18,1501.7,0.1053,1.32,23.155,89.1,16.675,3497.39,57.53,1
2025,FSA0000641,POTATO,18411.85,14111.14,34.56,487681.0,66.39,V4,2011-01-07,2011-05-05,4418.2,0.733,101.54,16.288,94.61,7.687,287.88,2.32,1
2024,FSA0000642,CORN,7976.71,6023.94,107.31,646429.0,68.61,V1,2021-02-03,2021-07-18,3525.0,0.1848,242.09,1.601,27.25,9.755,1106.82,16.57,1
2007,FSA0000643,CORN,6994.97,5725.99,238.21,1363988.08,18.75,V8,2019-12-06,2020-05-16,2447.7,0.3123,180.12,13.434,89.75,13.301,2676.66,35.37,1
2006,FSA0000644,SOYBEAN,17146.43,13295.45,154.19,2050025.44,62.44,V6,2016-06-10,2016-11-20,3546.4,0.5644,183.96,0.83,82.75,2.918,344.46,32.29,0
2018,FSA0000645,RICE,17651.01,13619.56,31.98,435553.53,20.62,V8,2014-03-19,2014-10-01,1216.2,0.4395,204.93,21.358,49.94,12.83,331.52,17.27,1
2014,FSA0000646,COTTON,19450.19,16139.09,47.13,760635.31,99.71,V5,2021-12-23,2022-06-01,4237.1,0.5257,9.06,0.731,34.17,7.223,317.9,14.42,1
2008,FSA0000647,WHEAT,14091.31,10933.39,106.18,1160907.35,14.6,V6,2007-11-06,2008-02-20,1403.0,0.9738,159.94,5.364,88.11,6.155,557.23,28.74,0
2009,FSA0000648,SOYBEAN,13695.3,11409.94,249.73,2849404.32,22.9,V5,2009-05-23,2009-09-26,3906.0,0.1849,305.96,24.409,80.72,15.657,3302.21,5.17,0
2005,FSA0000649,CORN,10263.96,8683.21,163.05,1415797.39,44.51,V5,2019-06-28,2019-12-30,2286.0,0.5715,92.36,10.696,64.78,2.829,473.11,6.13,1
2021,FSA0000650,WHEAT,7194.38,5233.69,213.71,1118491.89,4.53,V4,2022-07-04,2023-01-13,3536.6,0.6531,59.96,7.359,49.08,6.342,1451.33,54.76,0
2018,FSA0000651,SORGHUM,13041.52,12324.32,206.09,2539919.11,70.65,V2,2013-05-12,2013-08-17,4001.5,0.0756,19.92,13.753,56.26,5.309,858.26,15.94,1
2013,FSA0000652,RICE,6835.52,5038.14,101.99,513839.9,46.61,V5,2023-06-05,2024-01-09,3809.1,0.9594,281.74,10.653,26.9,15.53,1306.6,58.3,0
2020,FSA0000653,RICE,22833.93,22237.56,96.01,2135028.14,67.91,V6,2024-07-28,2024-11-06,4014.2,0.34,13.18,4.55,46.19,17.402,1809.88,7.37,1
2007,FSA0000654,COTTON,14116.3,11047.8,35.96,397278.89,88.75,V5,2021-12-04,2022-03-28,2973.6,0.6118,90.27,12.896,79.24,7.93,230.52,30.49,1
2018,FSA0000655,COTTON,22628.0,19226.67,219.88,4227560.2,70.52,V3,2019-07-10,2019-11-16,3792.9,0.7736,110.17,15.166,68.25,13.992,2559.41,40.6,0
2020,FSA0000656,SOYBEAN,14119.21,10388.25,150.21,1560419.03,7.3,V5,2022-12-18,2023-04-29,2793.3,0.4767,260.94,18.062,8.03,11.646,1539.18,51.72,0
2023,FSA0000657,COTTON,16121.19,12638.1,241.41,3050963.72,53.11,V2,2020-10-15,2021-02-16,2854.4,0.7935,228.33,14.77,41.58,3.763,884.29,44.05,1
2017,FSA0000658,SOYBEAN,3438.08,2438.39,189.72,462611.35,7.04,V5,2018-02-12,2018-08-07,2657.1,0.987,71.78,9.595,50.81,13.57,2461.07,15.7,0
2011,FSA0000659,CORN,22258.25,18002.41,48.27,868976.33,5.12,V4,2014-05-10,2014-09-13,2042.6,0.2765,118.96,18.774,28.55,10.399,488.94,44.34,0
2006,FSA0000660,SOYBEAN,11223.42,8256.95,99.86,824539.03,39.21,V3,2007-06-18,2007-10-28,3025.5,0.9228,292.81,17.667,32.65,3.443,263.0,5.77,0
2010,FSA0000661,CORN,18604.31,15186.72,145.85,2214983.11,63.68,V5,2023-10-15,2024-02-28,1066.0,0.0467,173.0,16.756,51.18,10.657,1596.44,13.01,0
2020,FSA0000662,SOYBEAN,19816.19,14933.41,12.15,181440.93,24.68,V8,2011-01-30,2011-06-07,3928.8,0.6812,305.13,3.239,18.53,14.579,142.12,19.58,1
2014,FSA0000663,WHEAT,21785.18,20584.48,74.68,1537248.97,14.79,V3,2011-11-07,2012-04-26,4483.7,0.6897,92.36,23.581,21.05,8.882,618.07,8.91,1
2019,FSA0000664,COTTON,3540.63,3331.95,78.67,262124.51,7.03,V8,2011-12-25,2012-04-27,1857.7,0.0005,54.15,9.421,29.43,12.986,1082.09,19.9,0
2024,FSA0000665,RICE,12451.59,11108.34,233.5,2593797.39,34.38,V7,2019-04-12,2019-07-26,3980.1,0.9464,258.62,4.283,20.21,2.229,561.46,20.71,1
2015,FSA0000666,WHEAT,2744.25,2723.37,107.87,293769.92,90.7,V3,2024-11-30,2025-05-07,1149.7,0.0453,173.1,23.842,2.42,4.972,417.56,39.48,1
2016,FSA0000667,COTTON,4379.86,3670.37,206.45,757747.89,65.77,V6,2022-10-04,2023-04-01,1923.2,0.3595,21.07,0.377,94.52,11.868,2611.17,52.57,0
2018,FSA0000668,POTATO,2999.1,2304.18,187.97,433116.71,92.15,V6,2008-11-19,2009-06-01,3472.0,0.7237,121.97,18.063,68.93,7.48,1208.61,3.35,1
2005,FSA0000669,SOYBEAN,14565.1,10626.81,25.81,274277.97,81.45,V4,2010-01-10,2010-08-02,1739.5,0.6387,265.52,14.644,68.05,11.191,281.26,18.88,0
2020,FSA0000670,BARLEY,5624.9,4623.2,79.38,366989.62,18.89,V2,2008-04-09,2008-10-16,3176.5,0.2845,59.34,8.037,48.1,2.06,160.9,48.25,1
2022,FSA0000671,WHEAT,3674.83,2720.02,195.01,530431.1,82.9,V6,2006-07-05,2007-01-28,3711.7,0.6837,177.76,6.728,32.43,10.884,2201.71,12.18,0
2007,FSA0000672,BARLEY,15911.05,15259.45,22.03,336165.68,83.02,V8,2016-10-14,2017-05-01,836.3,0.5848,81.09,3.779,32.04,5.594,93.22,16.15,0
2010,FSA0000673,CORN,21114.69,19805.2,229.89,4553017.43,81.31,V3,2020-01-30,2020-07-31,1347.2,0.665,315.03,11.152,39.86,6.875,1374.41,36.07,0
2005,FSA0000674,WHEAT,13613.47,11723.13,119.21,1397514.33,82.73,V4,2011-12-01,2012-06-10,3898.9,0.2114,246.38,8.078,40.92,10.21,1096.31,54.12,1
2011,FSA0000675,POTATO,3159.14,2777.84,12.2,33889.65,38.87,V1,2010-03-06,2010-07-04,4350.2,0.4387,73.24,9.711,8.11,5.521,58.5,11.19,0
2014,FSA0000676,OAT,14914.6,12093.46,246.85,2985270.6,96.99,V7,2009-03-02,2009-09-14,1203.6,0.8961,53.8,17.698,36.5,16.917,3627.78,58.88,0
2017,FSA0000677,CORN,22022.35,16385.75,62.08,1017227.36,88.87,V5,2016-10-04,2017-01-11,3527.4,0.3838,214.9,2.191,55.05,3.0,159.87,42.59,1
2019,FSA0000678,CORN,18703.67,17285.84,38.28,661701.96,14.79,V6,2025-02-22,2025-08-25,2426.1,0.2023,119.2,0.36,72.42,2.397,77.37,2.93,0
2006,FSA0000679,BARLEY,10159.74,9283.54,232.79,2161115.28,77.94,V3,2024-05-19,2024-10-28,4442.7,0.127,229.53,21.482,75.35,8.07,1974.64,38.88,0
2014,FSA0000680,OAT,5643.0,4802.31,149.22,716600.7,25.58,V1,2020-01-17,2020-07-01,3699.4,0.6237,81.02,13.976,56.33,5.911,830.78,19.09,0
2022,FSA0000681,CORN,2624.61,2180.89,94.08,205178.13,44.18,V5,2022-10-01,2023-01-17,2136.1,0.667,9.88,15.265,62.76,14.525,1405.26,32.3,0
2022,FSA0000682,SORGHUM,21118.47,16039.6,15.5,248613.8,17.31,V2,2017-05-10,2017-10-08,3877.0,0.228,16.8,3.473,40.42,13.951,178.94,32.2,0
2014,FSA0000683,WHEAT,16766.74,14202.01,84.35,1197939.54,19.64,V3,2014-06-05,2014-12-08,2315.5,0.6364,128.64,5.339,68.38,16.196,1068.58,3.13,0
2023,FSA0000684,BARLEY,2742.87,2699.13,47.49,128181.68,88.8,V2,2016-09-11,2017-03-26,3149.9,0.5611,23.06,20.668,30.74,3.565,180.77,40.23,0
2008,FSA0000685,OAT,12055.07,11198.67,41.15,460825.27,30.91,V3,2017-08-03,2018-01-04,1922.1,0.3438,161.87,5.144,67.42,7.571,314.52,38.11,1
2021,FSA0000686,COTTON,18154.35,14523.96,81.47,1183267.02,20.39,V3,2018-10-21,2019-04-05,2761.6,0.8885,298.58,22.079,92.86,11.222,702.97,4.01,0
2019,FSA0000687,RICE,22021.78,17161.85,61.25,1051163.31,3.29,V1,2015-06-14,2015-12-11,1797.5,0.7485,84.09,15.054,61.81,11.907,549.05,35.95,1
2020,FSA0000688,SOYBEAN,14751.33,10596.21,172.43,1827104.49,13.65,V6,2017-12-27,2018-05-18,1066.1,0.0467,171.01,1.517,1.03,3.966,590.63,55.56,0
2020,FSA0000689,POTATO,19422.22,18759.2,234.09,4391341.13,76.61,V2,2005-06-26,2005-11-08,3974.1,0.9542,249.79,5.34,27.05,16.551,3779.58,45.08,0
2020,FSA0000690,SOYBEAN,19466.64,14880.2,24.26,360993.65,74.06,V7,2007-04-19,2007-08-06,1983.3,0.9448,163.87,18.588,3.48,11.752,235.19,41.44,1
2023,FSA0000691,CORN,12681.64,9999.06,61.62,616142.08,68.41,V1,2013-07-27,2013-11-09,2616.8,0.6457,65.49,22.734,55.25,13.91,896.41,42.7,1
2013,FSA0000692,CORN,20869.8,18702.92,200.2,3744324.58,17.14,V3,2006-03-14,2006-06-29,3046.6,0.9688,159.32,6.08,46.25,8.867,1950.36,37.18,1
2021,FSA0000693,CORN,13379.0,11853.66,45.16,535311.29,23.69,V7,2019-06-26,2019-12-15,2707.9,0.8301,199.63,8.277,0.9,10.225,447.35,8.27,1
2013,FSA0000694,WHEAT,22741.56,22508.96,168.63,3795685.92,3.41,V3,2010-12-30,2011-04-15,4394.5,0.3677,289.69,8.143,27.19,2.672,464.04,53.43,1
2012,FSA0000695,BARLEY,17060.16,14287.36,30.51,435907.35,56.54,V3,2018-05-26,2018-10-06,3711.8,0.2569,151.17,10.948,51.47,10.771,250.02,26.91,0
2021,FSA0000696,CORN,282.7,242.29,167.29,40532.69,66.18,V3,2018-11-21,2019-03-13,1571.2,0.0627,36.43,10.252,29.54,13.399,2270.36,20.61,0
2023,FSA0000697,SOYBEAN,12506.26,11754.24,117.57,1381946.0,1.4,V8,2021-12-23,2022-06-07,3242.8,0.7404,14.63,21.24,84.71,9.859,920.91,7.69,0
2011,FSA0000698,PEANUT,8174.87,6560.85,21.23,139286.85,49.43,V8,2007-09-18,2008-01-18,3021.9,0.0981,113.2,4.543,0.06,9.142,207.88,57.59,1
2008,FSA0000699,SOYBEAN,16782.93,12151.52,234.26,2846615.08,50.18,V3,2007-08-23,2008-02-13,1567.2,0.1657,147.44,0.78,47.04,16.891,3250.48,14.08,0
2010,FSA0000700,OAT,24590.78,23237.29,47.42,1101912.29,84.03,V8,2005-10-21,2006-04-03,2012.3,0.9259,49.03,0.595,64.78,15.733,602.78,21.23,1
2014,FSA0000701,SOYBEAN,3775.4,3247.59,162.81,528740.13,86.39,V5,2022-11-23,2023-06-27,3099.1,0.7329,274.85,10.704,56.88,7.969,1412.25,40.64,1
2009,FSA0000702,SOYBEAN,2630.76,2361.87,23.23,54866.24,75.07,V4,2006-08-08,2006-11-12,1940.8,0.9384,194.44,5.266,72.19,17.506,381.57,33.47,1
2011,FSA0000703,WHEAT,9924.18,7541.97,165.14,1245480.93,45.84,V8,2009-05-29,2009-12-02,1825.6,0.4314,250.4,16.36,48.57,11.131,1754.41,44.54,1
2022,FSA0000704,CORN,19444.16,17576.72,226.3,3977611.74,16.13,V3,2020-11-28,2021-04-25,3299.6,0.3473,63.37,5.428,97.53,3.103,600.61,59.75,0
2024,FSA0000705,SOYBEAN,2477.17,2175.28,143.47,312087.42,38.24,V3,2012-12-25,2013-07-14,1179.3,0.1145,74.88,0.358,29.07,7.711,987.35,48.0,1
2024,FSA0000706,SOYBEAN,16204.81,12950.18,94.8,1227677.06,38.76,V1,2021-06-01,2022-01-04,2889.7,0.6047,58.66,5.735,44.62,3.172,279.16,45.35,1
2015,FSA0000707,SOYBEAN,362.65,307.08,172.22,52885.32,79.49,V4,2019-12-29,2020-05-22,4424.9,0.6226,3.82,12.725,48.43,5.709,1041.96,0.08,1
2021,FSA0000708,WHEAT,10494.61,9210.31,161.18,1484517.77,66.28,V4,2005-05-31,2005-11-23,1741.8,0.3645,29.29,4.681,47.22,10.619,1703.86,2.51,1
2014,FSA0000709,CORN,9581.0,7083.51,126.34,894930.65,10.28,V1,2016-01-31,2016-08-06,1991.7,0.4411,204.08,17.14,44.67,7.818,841.78,36.11,1
2018,FSA0000710,SORGHUM,16485.26,12069.25,98.4,1187614.2,31.39,V4,2008-03-15,2008-09-10,4412.5,0.3953,15.59,3.613,78.63,9.404,879.37,13.65,0
2009,FSA0000711,SOYBEAN,14857.61,12334.27,219.89,2712182.63,74.78,V6,2020-06-17,2020-11-22,2698.8,0.1415,139.17,2.459,50.19,7.399,1226.36,46.87,0
2020,FSA0000712,SOYBEAN,24978.53,18330.08,122.8,2250933.82,91.69,V2,2016-01-17,2016-05-12,1476.1,0.9543,164.87,16.873,57.4,11.975,1481.76,57.31,0
2008,FSA0000713,RICE,16238.56,12016.1,76.41,918150.2,76.8,V8,2017-05-24,2017-12-20,3632.9,0.282,227.74,24.842,44.15,6.393,536.66,9.32,1
2022,FSA0000714,SOYBEAN,18555.65,16695.34,131.99,2203617.93,40.53,V6,2012-08-15,2013-01-27,1255.6,0.6664,164.68,5.501,91.37,8.702,1072.99,30.51,1
2023,FSA0000715,WHEAT,22483.17,22378.51,180.49,4039097.27,12.58,V4,2013-12-28,2014-06-09,3327.1,0.66,260.24,13.916,90.9,14.753,2179.27,33.78,0
2025,FSA0000716,SOYBEAN,17371.08,12678.58,50.71,642930.79,49.03,V3,2016-10-31,2017-03-31,2168.3,0.0436,201.56,5.829,88.49,15.521,856.18,5.75,1
2010,FSA0000717,CORN,24273.12,22482.0,223.09,5015509.38,0.04,V4,2011-10-27,2012-04-20,3695.3,0.746,173.45,21.771,32.27,7.34,1352.65,34.63,0
2014,FSA0000718,SOYBEAN,8169.05,6940.71,115.8,803734.22,55.24,V8,2011-04-25,2011-10-04,2961.9,0.6731,83.01,3.841,27.34,15.609,1419.7,56.07,1
2023,FSA0000719,RICE,2759.63,2592.71,11.87,30775.47,71.83,V3,2019-10-26,2020-03-08,836.2,0.22,283.19,21.874,28.74,17.501,203.55,32.2,1
2025,FSA0000720,SORGHUM,24683.71,23444.35,60.91,1427995.36,66.34,V2,2017-06-24,2018-01-23,1109.0,0.4019,108.98,18.086,32.69,7.194,446.19,33.95,0
2011,FSA0000721,CORN,22735.88,19500.34,168.02,3276447.13,24.5,V7,2024-06-03,2024-12-16,2866.8,0.6865,94.97,24.702,77.37,17.103,2215.03,45.17,1
2024,FSA0000722,SOYBEAN,6513.14,4698.0,82.09,385658.82,90.22,V3,2024-10-16,2025-03-20,2447.7,0.1642,30.26,3.411,78.26,3.572,258.81,27.19,0
2019,FSA0000723,WHEAT,14316.94,11050.46,147.37,1628506.29,38.49,V2,2015-03-17,2015-08-16,1882.2,0.5258,14.07,19.059,48.76,14.782,1698.72,13.19,0
2017,FSA0000724,CORN,23537.5,18342.15,189.1,3468500.56,73.51,V1,2012-03-29,2012-07-27,2125.5,0.5044,107.05,13.374,8.3,9.465,1360.59,21.36,1
2010,FSA0000725,WHEAT,3263.79,2839.08,192.18,545614.39,67.09,V8,2012-03-07,2012-07-31,3609.4,0.7768,154.03,13.824,14.4,13.68,2111.56,42.0,1
2015,FSA0000726,WHEAT,18245.75,14060.06,225.21,3166466.11,54.36,V1,2012-12-03,2013-07-02,2506.1,0.3811,152.83,10.826,81.62,17.995,4013.23,33.14,0
2007,FSA0000727,CORN,21114.27,17946.98,36.06,647168.1,8.96,V3,2017-07-01,2017-11-25,3331.7,0.6971,207.41,3.137,14.97,5.753,211.12,27.36,1
2006,FSA0000728,CORN,19689.83,17092.11,186.97,3195711.81,2.1,V6,2014-03-02,2014-09-04,2389.1,0.6097,180.76,5.935,39.32,8.81,1696.27,38.34,1
2010,FSA0000729,SOYBEAN,24454.33,17550.97,181.22,3180586.78,6.63,V1,2021-04-12,2021-08-02,1576.2,0.0753,14.64,10.248,39.7,2.38,421.38,20.33,1
2011,FSA0000730,SORGHUM,6218.34,5714.91,136.94,782599.78,88.01,V3,2005-12-15,2006-07-10,869.1,0.7668,176.15,17.345,76.77,13.739,1646.02,12.15,1
2025,FSA0000731,WHEAT,24589.8,20022.41,225.03,4505642.92,12.3,V4,2014-04-07,2014-09-10,3357.1,0.1872,270.43,23.026,54.46,16.101,3817.07,36.47,0
2018,FSA0000732,CORN,17080.22,16317.11,97.15,1585207.24,92.47,V2,2008-10-16,2009-02-07,1845.7,0.7064,130.66,13.175,91.73,10.646,945.5,33.11,1
2005,FSA0000733,CORN,12800.17,9406.72,212.99,2003537.29,72.82,V4,2007-05-21,2007-11-12,3911.6,0.1564,123.13,5.248,14.06,3.106,639.32,41.39,0
2017,FSA0000734,CORN,6308.37,4623.86,35.6,164609.42,76.35,V8,2013-06-04,2013-09-03,3345.0,0.3165,68.43,24.071,69.54,6.943,219.76,18.98,1
2019,FSA0000735,CORN,9572.92,7298.7,219.02,1598561.27,5.28,V7,2012-03-08,2012-09-05,1656.6,0.4481,62.08,2.118,65.74,15.32,2965.44,34.35,0
2008,FSA0000736,RICE,2458.22,2208.09,89.55,197734.46,27.75,V1,2015-01-04,2015-05-23,4364.1,0.6003,277.91,3.624,87.52,12.487,866.75,18.04,0
2019,FSA0000737,SOYBEAN,13498.69,12696.79,246.58,3130774.48,56.13,V6,2024-11-12,2025-03-14,1513.2,0.4208,274.51,20.782,64.84,7.272,1590.92,49.24,1
