trans_commute_acs_year,trans_commute_commuting_zone_id,trans_commute_mode_to_work_code,trans_commute_mean_travel_time_minutes,trans_commute_median_travel_time_minutes,trans_commute_percentile_90_travel_time,trans_commute_telework_share_pct,trans_commute_carpool_share_pct,trans_commute_transit_share_pct,trans_commute_walk_share_pct,trans_commute_bike_share_pct,trans_commute_leave_home_time_peak,trans_commute_arrival_time_peak,trans_commute_distance_to_work_miles,trans_commute_toll_usage_share_pct,trans_commute_vehicle_occupancy_avg,trans_commute_commute_cost_estimate_inr,trans_commute_time_reliability_index,trans_commute_access_to_jobs_45min,trans_commute_jobs_housing_balance_ratio
2022,524619,MIXED,47.2,39.7,72.6,17.61,18.08,21.2,8.39,8.19,07:22,08:12,5.11,18.66,2.54,3698,1.7,860424,1.572
2018,413473,TRANSIT,67.3,65.0,89.4,25.03,12.01,11.83,1.47,6.83,08:44,09:47,1.65,18.91,1.94,3139,1.716,187911,4.078
2019,308057,OTHER,73.6,67.0,110.7,13.49,0.43,7.37,16.82,1.99,09:35,11:00,33.81,15.47,2.59,7393,1.887,1006807,1.497
2021,747891,CARPOOL,44.6,42.6,69.5,12.33,7.56,6.33,2.94,1.41,09:26,09:55,34.54,13.58,1.31,7138,2.235,2325162,0.692
2016,413964,TELEWORK,40.4,36.8,76.6,9.22,2.81,15.92,15.21,3.93,10:12,10:55,15.96,11.08,1.05,3785,0.904,1813765,0.278
2022,879258,MIXED,52.5,45.8,75.1,15.54,9.61,30.27,0.09,2.6,08:34,09:20,17.58,19.69,2.52,5910,1.761,251202,3.09
2018,540742,BIKE,92.7,88.2,105.5,30.93,15.59,12.25,14.89,0.93,07:17,08:55,37.9,17.16,2.29,8000,2.09,2148011,0.668
2016,129027,BIKE,32.5,25.2,70.8,26.0,14.05,25.95,8.63,4.02,10:30,10:56,39.58,13.49,1.35,7229,1.911,301006,0.613
2019,121691,MIXED,27.4,19.1,60.2,9.19,18.82,21.78,17.85,2.77,06:54,07:24,39.41,14.96,1.5,7126,1.372,1214377,0.163
2020,797353,CARPOOL,39.0,38.8,72.3,23.02,12.32,25.59,1.4,6.85,10:24,11:16,19.61,18.86,1.14,4883,1.478,1153575,4.177
2022,443710,CARPOOL,68.6,68.0,97.9,29.52,9.05,23.82,13.48,9.41,09:22,10:31,31.61,11.57,2.6,7065,1.857,374098,0.34
2022,786157,BIKE,66.8,63.7,101.6,32.52,8.48,3.2,5.54,8.92,06:45,07:51,24.33,23.75,1.46,7261,2.279,2415143,2.047
2016,647170,MIXED,74.7,67.7,99.6,6.17,5.79,24.58,7.74,2.0,06:35,08:02,3.5,22.69,2.89,4525,1.492,141800,1.919
2024,275910,WALK,61.8,55.3,67.5,18.96,17.16,4.1,16.88,1.03,06:54,07:59,4.58,21.41,2.34,4465,1.131,2166367,1.137
2023,675925,OTHER,13.7,3.6,37.0,14.34,9.49,32.41,11.63,9.94,06:27,06:43,4.28,20.17,2.75,3219,2.082,2291635,3.614
2017,656933,AUTO,45.5,44.0,59.0,28.34,12.12,3.3,5.79,11.0,06:18,07:02,8.78,8.01,1.67,3459,2.131,1291813,2.567
2023,472573,BIKE,51.8,43.8,87.1,34.02,7.04,32.52,9.62,5.44,08:22,09:18,3.31,18.59,2.82,3940,1.495,2213136,3.099
2019,457495,CARPOOL,71.7,70.3,96.5,18.89,0.39,28.78,9.14,4.71,07:50,08:52,39.88,5.03,2.05,6710,1.934,1897271,0.44
2016,761210,CARPOOL,44.7,34.8,82.5,12.1,6.39,28.33,12.25,7.23,08:42,09:27,24.42,10.93,2.32,5793,2.084,987312,2.427
2016,173964,TRANSIT,68.1,62.6,107.5,21.55,18.9,2.12,16.94,7.4,06:48,08:02,32.93,5.46,2.0,5879,1.254,678346,0.182
2016,902749,MIXED,17.8,11.2,25.6,30.36,17.14,21.14,13.77,2.0,06:48,07:04,7.04,20.97,1.93,3059,1.318,1520596,1.733
2023,892534,AUTO,53.3,45.6,88.1,20.21,7.35,10.03,13.12,7.74,08:23,09:17,19.53,9.83,1.5,4896,0.994,1391311,2.299
2016,604676,MIXED,90.8,90.2,126.8,25.56,3.84,13.55,11.93,3.91,09:09,10:31,34.71,15.02,3.03,8000,2.017,909568,0.594
2017,822250,OTHER,70.6,65.9,105.5,17.03,9.43,9.83,12.35,11.85,10:52,11:46,24.94,16.98,1.37,6293,2.241,1859354,0.295
2024,593917,CARPOOL,90.6,79.3,101.8,19.02,3.89,25.35,6.48,0.44,09:13,10:42,38.12,15.35,1.54,7722,1.849,784281,2.483
2022,663575,AUTO,54.8,53.3,65.0,0.35,14.24,18.28,0.37,8.42,06:23,07:25,3.58,12.64,1.71,3130,1.054,2173384,4.082
2023,478012,AUTO,80.6,79.0,91.7,14.63,2.08,29.12,4.61,10.52,08:00,09:26,29.59,19.04,2.23,7095,1.671,1309808,0.296
2019,721580,MIXED,48.5,43.7,62.4,6.71,1.65,26.85,4.3,7.02,10:50,11:38,3.39,22.03,3.03,4293,2.375,1290596,2.152
2018,388600,WALK,13.8,5.9,42.0,0.1,6.2,22.83,1.94,0.8,06:05,06:11,18.08,9.91,1.07,3348,2.31,1850596,1.759
2018,332008,WALK,60.9,53.8,95.8,22.75,10.85,30.55,12.38,8.0,10:42,11:47,27.17,23.65,2.01,6787,2.225,2119044,3.193
2019,109750,TELEWORK,47.7,44.4,65.5,34.47,4.32,8.63,7.79,5.06,08:50,09:46,39.14,1.1,1.12,6496,1.455,1373380,2.102
2019,503165,TELEWORK,11.3,3.0,50.7,10.29,10.84,6.33,2.28,1.47,10:15,10:20,0.69,22.15,1.76,2154,1.704,951715,3.109
2016,258282,AUTO,72.7,66.1,100.2,1.88,7.87,26.39,17.31,8.57,08:40,09:45,28.11,2.99,3.12,6264,0.841,934559,3.952
2018,279185,MIXED,31.7,31.3,47.3,32.71,14.2,6.25,17.06,11.87,09:42,10:18,35.23,4.57,2.08,6422,2.237,1696757,4.1
2017,119425,TRANSIT,26.4,24.3,58.4,14.26,3.43,28.08,14.6,2.94,10:57,11:20,6.72,19.39,3.12,4058,1.406,1926763,0.254
2025,537388,TRANSIT,87.7,78.5,112.5,21.06,4.33,33.21,11.92,3.64,08:08,09:35,14.35,18.24,3.0,5789,1.803,902321,3.031
2021,408078,CARPOOL,27.9,21.2,47.6,15.46,12.96,4.76,16.27,7.89,09:03,09:27,9.54,19.33,2.52,3410,2.135,233872,1.205
2023,144858,AUTO,75.0,71.6,114.2,4.88,16.41,18.21,17.39,6.49,06:23,07:43,10.06,17.33,2.53,4985,1.71,931826,0.62
2016,819706,TELEWORK,39.9,30.7,70.0,14.45,14.35,14.37,4.21,10.33,10:27,11:02,11.65,22.94,1.69,4627,1.303,2122951,1.535
2017,275870,AUTO,80.0,68.9,116.8,16.92,17.21,17.15,16.0,5.41,09:59,11:27,26.02,11.39,1.53,6647,0.972,430889,3.641
2024,616169,CARPOOL,88.3,78.2,96.4,6.12,19.68,13.92,9.01,8.05,10:23,11:48,9.12,17.71,1.1,5087,2.103,2456683,3.003
2020,313246,CARPOOL,48.7,42.8,77.7,20.72,15.11,30.72,13.1,10.36,07:34,08:37,34.54,24.06,2.86,7330,1.474,702822,1.651
2022,972225,CARPOOL,50.3,48.8,56.9,24.98,9.65,3.0,5.59,5.99,08:04,08:41,30.17,19.33,3.09,6906,1.489,1683919,2.19
2020,867614,MIXED,10.3,7.8,43.7,23.16,5.62,18.24,3.94,7.77,09:24,09:34,18.33,21.57,2.45,4617,1.125,40031,3.464
2019,237537,CARPOOL,86.2,78.8,113.1,10.58,18.39,16.48,14.48,4.75,06:24,07:42,19.88,7.59,2.33,5169,1.178,1862702,0.857
2022,549513,TELEWORK,21.2,9.8,28.0,21.73,11.8,31.11,12.03,10.3,07:56,08:18,22.57,21.47,2.81,5773,1.081,1656544,3.18
2018,641114,TELEWORK,48.9,47.0,81.9,13.91,2.8,20.02,10.51,10.11,10:31,11:18,15.36,14.23,2.67,4711,2.1,2377144,3.546
2022,498613,MIXED,84.2,81.1,114.4,6.11,10.53,19.36,8.49,6.69,10:57,12:10,18.08,21.84,3.17,6733,2.203,2233493,4.398
2023,473440,AUTO,18.9,14.5,25.1,9.22,10.78,13.24,11.76,7.51,10:23,10:39,27.39,18.92,1.43,5539,1.513,403221,4.201
2019,628347,TELEWORK,46.8,41.7,79.2,17.96,19.41,34.79,13.49,2.58,10:06,10:54,42.74,16.72,1.67,7575,1.601,1914839,1.872
2025,339028,BIKE,46.6,41.2,68.1,21.43,18.71,2.61,8.1,5.27,10:22,11:07,16.66,1.17,1.81,4031,1.17,1331619,0.656
2017,953337,CARPOOL,91.9,91.2,126.4,5.35,4.15,27.6,7.74,4.77,07:15,08:52,27.73,21.44,1.56,7005,0.931,1940917,3.607
2021,781012,WALK,38.0,27.4,45.6,4.8,4.04,12.56,11.12,11.88,06:37,07:21,28.88,2.35,1.53,4430,2.345,1188912,4.133
2025,665066,CARPOOL,12.6,4.4,45.2,20.03,12.21,7.95,14.12,0.58,09:47,09:55,41.04,18.77,1.5,7497,2.033,1523265,1.092
2024,339794,AUTO,14.6,11.7,19.9,32.03,12.42,29.56,13.52,7.47,08:28,08:35,13.25,9.97,1.05,2964,2.187,2081825,1.365
2022,355796,CARPOOL,8.2,4.7,30.5,17.48,0.65,2.33,10.05,11.17,08:37,08:56,15.88,6.25,1.31,3019,1.36,1205308,0.473
2020,869250,TRANSIT,13.5,7.5,51.1,15.87,11.87,12.6,11.32,5.92,07:47,07:57,13.07,11.11,3.08,3849,1.381,1450456,0.331
2018,608854,OTHER,14.3,5.4,25.1,1.94,12.68,13.57,17.39,1.31,06:29,06:34,38.81,18.06,1.6,6797,1.379,893505,3.627
2017,944418,WALK,87.0,81.7,100.6,19.17,15.59,20.56,2.84,2.78,08:08,09:32,24.18,20.96,1.37,6903,1.039,267370,1.436
2023,747251,MIXED,8.3,3.0,35.2,33.51,0.24,27.74,4.26,11.62,06:49,07:00,18.81,8.26,2.28,4224,0.783,2241440,1.49
2018,424004,BIKE,81.9,70.1,103.9,14.94,12.64,6.87,2.54,11.47,06:37,07:47,25.36,2.64,2.35,5488,1.048,1635702,3.339
2018,838294,BIKE,92.5,84.2,127.4,31.88,14.89,30.05,13.42,4.76,07:58,09:25,21.6,14.79,1.49,6554,0.993,980764,0.686
2025,385486,AUTO,62.5,52.8,91.1,10.47,3.42,9.36,7.23,3.8,06:58,08:02,3.95,22.89,2.83,3999,2.304,91516,2.999
2016,210261,WALK,38.5,28.2,63.6,27.71,13.4,31.0,1.75,0.32,08:28,09:01,35.44,9.55,1.6,6259,1.923,78491,1.142
2016,520939,CARPOOL,12.4,5.0,40.4,19.28,4.08,0.83,8.71,2.86,06:24,06:29,1.94,22.55,2.55,3074,1.393,1125682,0.166
2024,896715,OTHER,24.9,23.1,38.2,11.52,18.72,5.76,8.36,1.22,08:17,08:47,14.0,16.8,1.71,4053,1.067,2354027,2.141
2016,480580,MIXED,60.3,53.4,98.0,1.86,17.66,26.74,12.5,10.04,06:08,07:09,44.69,17.61,1.87,8000,2.36,1087887,0.666
2018,602261,MIXED,86.7,79.1,104.7,23.78,7.37,2.29,5.17,4.86,08:59,10:28,32.19,15.11,3.16,7972,0.896,1934342,1.181
2018,554522,TELEWORK,34.3,22.9,54.5,15.14,17.69,18.34,17.76,8.43,06:10,06:41,42.63,3.1,1.42,6610,2.165,1406167,2.59
2019,544588,TRANSIT,85.9,75.9,118.5,15.25,15.64,20.84,8.79,2.79,09:47,11:14,33.85,9.69,1.11,6823,1.449,118711,3.926
2024,881985,TRANSIT,38.2,34.3,67.3,15.46,5.5,29.95,9.77,11.29,08:58,09:40,16.42,1.14,2.8,3119,2.192,2394986,3.755
2024,954631,CARPOOL,24.1,20.5,38.8,32.91,18.1,21.73,3.8,9.41,08:42,09:06,19.36,6.05,1.6,3416,1.298,329870,1.091
2018,933540,CARPOOL,8.1,3.6,23.2,13.45,3.4,15.38,12.37,8.07,06:43,06:49,1.26,13.29,1.15,2302,0.979,894412,2.299
2025,210824,TRANSIT,8.2,3.0,25.0,24.77,2.47,3.34,13.09,5.66,07:46,07:51,27.34,6.56,2.86,4036,0.808,2014041,0.424
2018,846104,BIKE,50.7,41.0,57.9,1.44,2.9,29.1,1.81,8.6,06:20,07:04,9.64,23.22,1.82,4569,1.956,794427,4.24
2019,649863,WALK,22.2,12.0,35.8,8.1,2.52,3.43,13.55,10.69,06:39,07:12,15.43,1.76,3.01,2496,2.071,829941,1.464
2019,264570,TRANSIT,74.9,63.5,102.5,6.09,14.12,22.59,4.29,8.08,08:05,09:33,41.42,1.96,1.88,7622,1.141,1795363,0.549
2022,255764,OTHER,18.2,14.3,46.6,4.07,19.04,4.57,5.92,8.95,07:36,07:41,25.23,12.05,1.67,4481,1.631,1820312,2.367
2016,939703,OTHER,74.5,69.5,89.5,20.14,10.36,8.08,12.81,3.2,06:12,07:33,40.94,6.73,2.0,7631,2.222,908015,0.641
2025,476485,MIXED,72.0,69.0,90.0,9.19,18.67,31.89,4.99,1.25,07:14,08:24,31.7,13.08,2.85,6589,1.188,2395921,3.351
2019,761989,CARPOOL,22.4,15.1,33.9,16.53,9.48,5.99,3.54,6.51,09:05,09:30,7.4,23.14,2.52,3339,0.822,2207938,4.128
2020,131256,OTHER,76.0,73.4,96.2,14.29,14.8,30.61,4.75,4.98,06:47,08:00,41.45,0.89,3.0,7687,1.557,2228308,0.93
2020,314125,TELEWORK,56.1,49.4,67.9,31.27,7.96,29.0,14.56,11.87,07:14,08:01,34.43,21.37,3.13,7991,1.284,945318,0.652
2018,850124,MIXED,86.9,85.1,115.3,16.98,2.42,3.98,6.91,2.23,06:10,07:41,2.14,9.2,3.11,3424,1.333,1580006,3.046
2019,362496,TELEWORK,76.2,70.9,113.5,13.31,14.46,8.3,10.34,2.43,08:58,10:25,21.04,15.24,1.4,5904,1.249,1238398,0.327
2021,770663,TRANSIT,65.9,63.7,79.3,20.3,13.75,18.47,7.85,3.25,06:40,07:48,16.96,13.69,2.16,5091,2.332,170050,1.783
2025,777486,BIKE,82.7,80.2,109.2,32.76,11.12,28.97,17.73,4.42,06:17,07:40,39.07,13.14,1.27,8000,1.473,1940828,1.849
2022,126787,AUTO,34.3,22.5,41.5,7.46,6.53,8.68,15.41,1.79,07:24,07:46,44.93,10.67,1.71,7939,0.8,2497326,2.817
2023,882955,WALK,31.0,26.0,38.9,25.15,5.96,16.06,4.49,2.83,10:48,11:17,41.56,17.46,3.19,7689,1.578,1843129,1.933
2021,468910,WALK,15.9,8.8,32.1,13.15,12.28,22.38,10.78,7.26,08:32,08:37,4.96,18.52,1.4,2875,0.897,74163,3.789
2018,204063,BIKE,76.8,68.5,93.6,13.4,13.97,4.34,9.02,10.81,10:17,11:43,34.87,20.23,1.7,8000,2.372,1587649,2.921
2021,375671,CARPOOL,93.8,82.6,104.2,7.26,10.14,3.76,16.53,4.24,07:18,08:46,24.9,22.84,2.0,7654,0.783,2277009,1.109
2022,496695,AUTO,72.3,72.0,79.8,29.44,17.65,16.34,10.68,10.43,10:33,11:41,42.71,23.32,2.05,8000,2.053,2159179,4.193
2016,181066,TELEWORK,26.9,23.9,61.9,22.03,16.67,5.66,15.38,7.5,06:37,06:58,11.91,7.54,2.53,3469,1.954,1148426,1.398
2024,740749,TRANSIT,70.2,61.8,104.6,34.33,14.54,15.02,6.77,8.04,09:50,11:06,44.58,1.6,1.55,6955,1.061,1615571,3.009
2023,467456,WALK,76.0,71.2,89.3,20.05,14.61,10.71,3.32,7.69,10:04,11:22,2.25,5.9,1.16,2693,1.25,1917178,1.688
2021,561849,TRANSIT,30.4,24.5,58.3,10.57,10.25,9.63,11.38,4.24,08:04,08:32,38.83,10.15,1.69,6945,1.01,2257959,2.707
2016,263854,TELEWORK,50.2,49.2,67.6,18.14,9.22,5.48,16.82,1.1,07:38,08:17,27.33,0.4,1.12,5456,0.792,2312857,1.083
2021,993448,OTHER,59.0,49.8,78.8,8.96,9.03,21.83,7.4,5.61,10:10,11:16,15.32,15.8,3.12,4909,0.955,1390129,2.493
2018,586987,AUTO,20.6,12.6,43.7,22.41,12.79,18.48,14.14,7.63,09:47,10:09,20.66,24.89,1.54,5991,1.474,145562,3.55
2017,878085,TRANSIT,12.9,12.1,22.7,6.4,16.86,32.49,1.18,2.97,08:28,08:44,26.15,20.6,2.23,6022,0.95,1381219,2.26
2018,290288,OTHER,64.4,63.6,93.8,24.33,8.04,34.25,17.6,8.91,07:07,08:17,36.19,5.7,3.09,7212,1.976,1776142,4.145
2021,511071,OTHER,18.2,16.7,53.5,10.85,11.12,9.52,14.78,8.85,07:23,07:42,3.14,5.72,1.27,1935,0.891,1545723,3.789
2017,229384,TELEWORK,37.9,32.7,74.9,25.37,3.05,3.05,16.31,0.18,08:55,09:33,42.44,20.21,2.4,7489,1.143,1235321,1.274
2024,207929,AUTO,73.8,71.7,106.8,4.55,7.99,17.41,6.93,9.33,10:55,12:19,16.24,18.92,1.15,5385,1.318,2114396,2.488
2022,702480,AUTO,31.9,28.8,65.1,12.9,6.44,20.79,12.57,7.49,07:05,07:30,34.37,23.61,1.81,7338,2.031,2482734,3.329
2023,958341,AUTO,69.4,65.2,103.0,17.27,15.06,15.47,13.48,2.86,09:33,10:41,27.57,3.05,2.51,5407,1.149,1214001,0.759
2017,790351,CARPOOL,72.3,66.5,112.3,2.97,17.58,28.05,3.95,1.66,06:44,07:55,2.31,22.86,1.71,4100,1.662,2354224,2.492
2025,667327,AUTO,66.8,63.9,76.0,13.67,5.11,16.15,8.11,10.67,10:32,11:38,23.49,1.28,1.93,4837,2.087,2414515,2.029
2025,257840,AUTO,25.4,24.1,38.3,28.22,9.37,27.5,3.54,6.81,08:05,08:11,40.72,9.17,1.44,6820,2.39,2001856,3.737
2017,495468,TRANSIT,81.7,74.9,90.4,16.14,18.9,24.77,6.53,9.13,06:05,07:13,16.43,15.55,1.0,5313,1.637,1146047,2.53
2018,109257,CARPOOL,60.0,50.6,66.7,10.72,8.01,33.15,8.86,10.31,06:38,07:44,28.78,23.33,2.31,7197,1.032,547604,0.919
2022,468439,AUTO,10.1,3.0,37.9,33.74,4.27,27.11,5.15,0.18,08:17,08:22,23.46,11.71,2.5,4102,2.029,874129,2.332
2019,187029,MIXED,86.9,78.7,106.3,25.68,5.48,5.98,15.99,7.42,06:54,08:13,21.31,20.03,1.45,5927,2.335,1219543,0.789
2017,744861,MIXED,28.2,20.1,60.0,8.66,19.4,31.2,1.36,8.19,06:34,06:59,24.18,15.84,2.77,5660,1.638,2001002,2.301
2025,339294,CARPOOL,81.6,81.6,99.3,27.81,0.8,19.2,8.23,8.72,08:15,09:32,26.33,20.44,2.33,6842,1.789,1228947,3.023
2019,846499,AUTO,71.1,66.9,107.1,10.65,11.2,7.07,10.38,9.46,09:48,10:57,34.23,20.48,3.03,7251,0.876,847928,3.221
2024,838209,BIKE,11.1,3.0,45.5,23.19,14.36,30.45,9.84,10.37,10:20,10:32,4.59,7.96,2.42,2546,1.105,603652,3.948
2025,941968,BIKE,84.8,77.6,97.4,32.86,10.97,9.97,4.12,10.54,07:08,08:39,30.64,15.15,2.76,7642,1.705,316345,1.011
2024,399856,TELEWORK,57.0,46.4,67.8,21.98,2.47,3.8,0.47,1.02,07:58,08:45,30.76,15.04,1.51,6838,2.392,753080,4.325
2024,696612,WALK,51.5,42.0,72.0,17.71,10.48,31.51,5.46,7.47,06:16,07:05,32.05,7.05,1.7,5607,1.248,46680,0.881
2025,923055,MIXED,10.0,4.5,46.2,28.75,5.16,1.54,8.02,1.78,06:05,06:10,27.6,7.0,1.34,5243,2.125,1282055,2.038
2016,852390,MIXED,54.7,51.9,59.9,28.48,11.74,20.7,10.83,10.24,09:46,10:55,14.88,5.66,2.4,4485,1.671,166546,0.274
2017,782637,AUTO,76.2,64.5,96.9,22.33,15.35,7.44,8.66,1.69,08:55,10:16,15.22,17.26,1.98,5155,1.12,784492,4.296
2016,165016,AUTO,18.1,15.0,41.2,14.33,6.47,32.46,11.72,9.9,08:44,09:06,13.9,24.09,1.87,4956,1.844,81941,4.383
2021,120825,BIKE,88.1,83.5,100.9,16.08,2.09,21.99,15.96,9.76,06:29,07:58,33.03,6.48,1.43,6335,1.015,1888720,1.158
2020,736640,MIXED,94.0,84.6,105.9,29.54,17.85,15.49,11.09,2.53,06:29,07:54,11.72,23.01,1.37,6167,1.972,2344950,0.272
2018,413561,TRANSIT,65.0,56.4,90.0,32.7,15.03,8.23,16.18,7.23,09:17,10:20,9.3,12.87,1.4,3496,2.375,2060610,0.938
2023,768752,OTHER,49.1,42.8,71.4,17.51,2.6,26.06,12.57,6.73,09:44,10:43,34.28,1.82,2.25,5618,1.034,1088580,2.377
2020,520445,MIXED,80.6,71.9,116.7,21.01,17.91,33.42,3.95,11.79,08:36,10:01,5.65,0.55,2.05,3231,2.248,55610,1.633
2021,910561,OTHER,10.7,9.9,31.7,4.62,7.61,27.24,1.5,4.24,07:39,07:51,9.8,20.25,3.07,3456,0.933,1327387,0.202
2025,647928,AUTO,23.1,14.7,49.4,30.99,15.85,23.41,16.09,8.67,08:18,08:37,33.1,18.2,2.36,6167,1.399,307338,1.145
2020,858287,TRANSIT,75.8,71.6,87.3,17.2,13.32,24.0,1.26,9.15,10:27,11:52,18.04,20.74,2.17,5734,1.572,2011681,2.692
2024,849134,MIXED,23.0,22.1,29.3,29.24,2.07,7.2,9.49,5.3,06:13,06:45,35.89,14.18,1.31,6014,1.839,1999477,0.948
2020,268110,TELEWORK,11.3,5.0,39.9,23.29,2.64,9.08,8.91,8.81,08:14,08:19,39.62,23.57,2.0,6888,1.797,2060658,0.172
2024,416039,CARPOOL,13.5,6.6,32.4,11.35,7.81,19.02,9.24,6.71,10:08,10:24,9.89,23.05,1.9,4423,1.452,1386020,0.406
2017,708795,CARPOOL,43.2,35.1,49.6,4.44,6.84,18.96,13.29,10.82,06:49,07:33,39.5,21.84,1.48,7358,2.4,749796,3.29
2020,448011,MIXED,53.5,42.6,58.6,29.34,7.9,15.33,15.89,6.0,07:11,07:48,11.31,3.97,2.58,3734,0.944,1866187,3.667
2020,372275,TRANSIT,60.3,50.7,90.1,10.94,7.46,26.98,13.83,6.52,09:18,10:31,24.65,7.36,3.03,5922,1.708,2397905,1.961
2020,505288,TRANSIT,9.6,4.5,28.2,2.32,8.63,11.67,5.68,1.28,09:59,10:14,41.29,5.07,1.97,5945,1.464,201310,1.732
2022,116193,TELEWORK,10.6,4.9,39.4,14.5,7.55,21.58,17.91,9.69,09:21,09:35,3.29,19.29,1.0,2358,1.165,2062590,1.724
2022,383424,WALK,53.4,50.0,68.3,13.66,5.07,25.88,16.06,1.22,10:57,11:51,5.37,22.58,2.03,3861,2.065,136544,1.397
2016,197973,TELEWORK,91.1,87.1,99.0,16.3,10.51,15.9,17.57,7.96,06:02,07:18,16.03,10.84,2.26,4898,0.989,1659381,2.089
2025,638851,OTHER,87.0,75.8,102.0,10.63,18.06,13.78,5.98,7.74,07:47,09:10,36.71,12.29,2.59,8000,1.067,728866,0.585
2024,359230,AUTO,29.5,26.9,36.8,0.72,9.02,11.38,15.15,5.41,06:27,06:44,43.42,9.44,2.46,6754,1.326,812358,2.315
2025,622026,BIKE,24.1,18.8,37.8,32.03,4.29,10.88,15.7,9.11,06:48,07:15,5.15,13.51,1.23,2521,1.113,1621702,0.894
2025,376369,WALK,16.6,6.1,28.0,34.47,6.32,2.86,15.32,4.21,08:07,08:29,25.9,6.55,2.89,4367,2.273,2442615,1.217
2017,671035,BIKE,79.4,75.7,105.5,12.04,14.31,9.84,10.0,5.5,07:17,08:23,19.36,11.24,1.44,5194,0.944,608103,0.774
2022,205329,CARPOOL,47.8,45.4,68.8,22.7,7.04,23.64,6.38,10.95,07:23,08:13,35.81,23.75,1.85,8000,2.317,2349288,1.542
2019,271187,BIKE,12.7,11.7,27.5,23.65,4.66,6.0,14.76,9.7,07:26,07:47,11.09,21.42,1.47,3633,2.393,716687,0.156
2019,666870,BIKE,94.7,91.4,126.7,17.43,13.42,27.55,17.93,4.11,06:56,08:23,41.19,7.89,1.21,7946,1.822,1629346,4.454
2017,689355,BIKE,41.9,34.3,49.0,13.8,1.07,30.41,6.45,4.64,10:35,11:08,24.05,4.04,2.8,4440,2.113,137126,0.373
2022,480464,WALK,46.3,38.5,59.9,34.49,17.05,18.0,4.82,4.46,07:37,08:08,32.03,21.52,1.76,7043,1.171,452166,1.713
2017,886582,OTHER,57.4,55.0,78.7,27.79,16.84,23.81,15.0,11.35,10:00,11:02,35.43,18.66,1.47,7696,0.825,298488,3.615
2024,652219,WALK,57.2,47.9,78.1,29.06,17.03,18.73,7.25,4.84,07:59,08:57,29.86,22.31,1.25,6906,1.09,2143833,0.162
2022,932367,TRANSIT,57.7,53.8,92.5,2.03,12.59,34.62,0.51,3.46,06:27,07:18,18.12,9.59,1.43,4825,1.562,1824088,1.178
2018,810228,TELEWORK,20.3,17.2,58.9,19.24,7.6,27.84,3.92,5.87,10:52,11:18,2.51,4.96,2.67,2118,1.843,376800,3.289
2020,356138,AUTO,33.1,23.2,57.7,21.64,3.8,6.64,9.33,2.35,08:26,08:49,9.67,0.53,1.46,2306,1.863,1487808,4.23
2023,371185,BIKE,88.5,79.5,114.3,16.74,12.65,10.39,12.85,8.95,07:57,09:25,44.25,17.42,1.76,8000,0.808,1725993,3.281
2023,102895,TRANSIT,80.2,73.9,113.9,9.57,18.43,31.63,5.86,9.5,10:31,11:58,5.52,15.3,2.86,3780,1.652,1663442,3.356
2017,155684,AUTO,83.8,82.1,96.4,31.7,10.91,11.55,13.58,1.22,06:41,07:59,6.62,11.82,2.0,3911,1.168,991484,3.579
2025,286586,MIXED,81.5,75.0,102.6,26.6,1.39,10.96,14.17,8.12,06:38,07:55,25.05,12.33,1.21,6012,1.618,1037915,1.228
2023,339748,CARPOOL,67.5,62.3,105.2,8.72,3.7,29.16,6.58,1.52,07:11,08:24,13.22,13.22,2.82,5110,1.295,467368,3.216
2023,228292,OTHER,81.6,77.4,94.8,20.79,11.17,11.3,6.76,4.04,06:18,07:33,33.88,8.48,3.02,7331,1.859,1587499,1.455
2023,226451,WALK,82.9,76.1,114.9,31.02,6.68,20.83,16.3,4.06,07:37,08:58,23.6,4.58,1.45,5957,2.312,141045,2.372
2017,213777,TELEWORK,17.9,7.1,34.3,28.54,10.79,31.72,13.45,6.45,06:36,06:55,8.46,5.88,1.04,2888,2.065,2011523,1.653
2023,981280,MIXED,70.1,69.6,106.9,8.02,1.51,20.53,6.14,10.87,10:58,12:11,34.39,24.28,3.07,8000,2.208,109930,2.694
2021,131389,WALK,15.2,5.3,21.1,31.6,7.93,5.29,13.4,3.8,07:02,07:27,33.53,14.36,2.38,5652,1.993,226301,0.601
2022,328589,AUTO,53.4,51.3,63.8,18.97,14.22,19.64,5.41,1.74,10:14,11:19,8.8,6.35,1.81,2753,2.039,168068,0.991
2017,149614,BIKE,19.5,11.9,48.0,13.45,11.24,14.61,8.06,10.35,09:19,09:31,1.46,13.59,3.04,2083,1.355,1180964,0.632
2019,848316,BIKE,58.1,53.0,87.5,24.2,12.99,28.7,9.92,7.89,07:43,08:46,15.5,14.52,3.06,4267,2.168,216481,0.597
2016,998471,TELEWORK,89.5,85.5,122.2,10.85,2.52,11.27,2.13,4.3,09:01,10:21,18.87,6.2,1.59,5515,1.984,1216915,4.227
2020,330811,TRANSIT,16.1,7.8,38.1,1.61,9.13,25.7,6.95,8.68,08:09,08:25,38.14,1.9,1.96,5615,1.884,116896,3.889
2023,964556,BIKE,91.2,83.8,119.0,6.48,2.48,34.11,7.79,2.58,09:10,10:40,16.3,13.73,1.09,5949,1.969,110540,1.847
