qol_well_survey_year,qol_well_wellbeing_region_id,qol_well_life_satisfaction_score,qol_well_happiness_frequency_score,qol_well_stress_level_score,qol_well_sleep_quality_score,qol_well_physical_health_score,qol_well_mental_health_score,qol_well_social_connection_score,qol_well_purpose_meaning_score,qol_well_financial_wellbeing_score,qol_well_work_life_balance_score,qol_well_outdoor_activity_rate,qol_well_cultural_participation_rate,qol_well_volunteerism_rate,qol_well_loneliness_rate,qol_well_community_trust_score,qol_well_safety_perception_score,qol_well_service_satisfaction_score,qol_well_overall_wellbeing_index
2017,REG000000654,3.5563,2.268,8.928,1.679,9.267,6.248,5.454,0.754,7.527,2.386,0.028,0.4728,0.3875,1.42,2.195,9.506,2.748,4.142
2016,REG000000655,8.6894,7.988,2.366,6.303,5.734,8.801,2.097,9.277,7.642,6.366,0.1108,0.846,0.906,3.033,4.707,0.152,0.91,7.186
2022,REG000000656,2.5215,0.901,8.276,9.879,0.873,4.075,8.071,1.25,7.982,6.266,0.3504,0.5518,0.6874,9.538,7.601,6.454,5.667,3.816
2015,REG000000657,5.7466,1.148,1.781,8.197,6.009,8.473,6.005,8.39,4.41,2.471,0.656,0.787,0.3559,9.709,1.008,5.757,1.131,6.126
2010,REG000000658,2.1107,5.124,8.117,9.727,5.868,3.196,5.559,9.43,8.399,7.971,0.086,0.0728,0.6707,1.236,4.698,5.339,3.941,5.205
2017,REG000000659,5.5538,5.917,5.839,6.134,0.782,2.813,7.781,0.585,8.18,0.795,0.3897,0.8335,0.3902,4.21,8.088,2.726,4.246,4.49
2022,REG000000660,2.2579,0.141,4.802,5.856,4.473,9.149,8.069,9.29,0.657,5.395,0.8659,0.7243,0.9108,4.26,2.862,6.402,3.482,4.849
2015,REG000000661,4.859,6.639,5.295,2.488,9.186,1.403,7.817,8.896,4.89,7.784,0.0497,0.364,0.9545,4.464,0.17,3.488,4.551,5.592
2025,REG000000662,2.2731,2.232,2.845,3.023,1.717,4.005,2.989,6.796,5.041,8.035,0.8114,0.4996,0.1672,4.016,1.258,6.293,1.593,3.675
2025,REG000000663,9.8742,2.321,7.334,5.46,8.891,3.303,7.595,4.282,4.613,5.105,0.5944,0.7688,0.3655,8.897,2.748,4.303,9.686,5.801
2010,REG000000664,3.3733,6.511,0.864,0.542,4.293,9.643,3.113,0.295,7.511,7.5,0.5545,0.7949,0.7483,1.227,1.349,8.106,6.918,4.952
2012,REG000000665,8.6084,1.875,9.423,1.079,6.826,2.683,3.22,4.213,8.531,6.981,0.6686,0.3523,0.7694,9.055,0.383,9.634,3.48,4.38
2018,REG000000666,5.1185,9.133,5.92,2.427,9.746,9.487,6.378,0.931,8.722,7.255,0.7163,0.315,0.6348,8.532,4.72,1.64,4.017,6.345
2021,REG000000667,3.4836,7.286,3.834,7.576,0.724,7.719,7.102,6.252,6.977,8.255,0.4296,0.3404,0.9451,0.846,7.076,5.598,4.262,5.671
2023,REG000000668,4.5937,1.709,6.982,6.336,5.117,8.177,0.872,9.243,7.331,0.029,0.9027,0.1729,0.1827,1.009,4.027,9.33,0.837,4.818
2014,REG000000669,1.5758,5.482,3.314,8.035,1.245,3.254,1.164,7.253,4.433,4.646,0.0815,0.7219,0.2977,9.796,1.974,1.815,4.989,3.997
2013,REG000000670,7.9659,4.473,3.339,8.048,3.999,5.17,8.871,0.274,8.22,5.143,0.6758,0.2959,0.7579,6.932,7.54,0.046,1.627,6.035
2013,REG000000671,1.082,2.33,9.128,3.52,1.725,8.354,4.669,1.213,4.461,1.016,0.07,0.7422,0.2678,0.559,7.606,4.563,7.415,2.963
2022,REG000000672,5.2601,1.312,8.587,4.019,8.115,8.588,4.434,1.686,0.391,0.067,0.163,0.7354,0.3459,0.86,9.244,5.362,1.476,4.243
2023,REG000000673,4.4342,1.891,3.503,9.729,3.822,1.879,1.856,0.557,5.817,9.781,0.3772,0.6448,0.0289,9.229,4.279,3.09,0.945,4.094
2015,REG000000674,2.0723,8.056,8.197,7.254,1.315,0.813,8.976,8.189,9.857,7.099,0.0321,0.497,0.5259,5.528,8.384,6.046,0.633,4.775
2012,REG000000675,1.0324,3.024,0.447,8.979,5.933,4.106,5.486,1.898,5.98,5.566,0.5802,0.6273,0.4993,7.165,1.722,9.696,1.547,4.765
2024,REG000000676,3.3285,3.081,2.364,5.091,5.636,6.61,5.011,8.003,2.467,3.955,0.3037,0.7515,0.8169,5.357,9.146,6.865,4.416,5.067
2025,REG000000677,5.8476,2.785,3.172,2.402,5.995,9.72,9.492,0.111,2.956,7.597,0.9156,0.6708,0.2241,4.485,9.048,1.525,4.357,5.471
2012,REG000000678,4.8367,8.187,5.928,3.673,4.692,8.828,1.811,0.601,4.946,6.069,0.0804,0.223,0.0055,7.617,7.835,9.1,6.33,4.885
2008,REG000000679,2.8138,7.732,5.585,9.528,2.314,0.771,5.118,6.357,7.987,5.632,0.977,0.5032,0.5166,9.756,5.743,6.168,4.523,4.799
2023,REG000000680,9.8429,3.125,1.092,0.179,9.376,1.766,1.782,3.277,7.765,4.29,0.2231,0.6683,0.2397,9.456,6.522,3.938,6.721,5.372
2009,REG000000681,6.215,0.424,8.629,2.206,8.852,8.469,8.215,8.5,7.948,8.028,0.1591,0.6624,0.4577,0.332,8.178,7.275,1.811,5.733
2009,REG000000682,6.0321,6.961,9.085,8.743,9.829,6.215,9.051,1.961,4.476,7.479,0.5001,0.6372,0.2842,0.513,8.202,9.614,6.886,6.28
2019,REG000000683,5.5612,1.841,2.248,4.868,4.623,3.373,5.555,8.542,9.222,3.236,0.7531,0.3647,0.5127,8.037,0.158,5.03,1.811,5.288
2017,REG000000684,2.5573,3.546,1.321,8.666,1.057,3.609,2.037,8.451,0.87,4.21,0.3072,0.6861,0.8795,0.672,1.186,3.257,4.327,4.184
2012,REG000000685,1.9314,2.253,5.034,0.161,0.263,8.48,6.364,8.545,7.169,6.371,0.5978,0.4506,0.1471,8.511,2.599,2.995,7.376,4.045
2022,REG000000686,4.5185,5.612,5.167,7.323,0.658,8.556,6.246,2.063,1.149,7.891,0.1591,0.1791,0.7339,4.344,5.166,8.289,7.554,4.812
2021,REG000000687,6.5206,8.098,7.792,1.214,5.151,7.756,3.282,6.86,3.397,4.377,0.4279,0.5396,0.1896,3.333,9.017,9.545,0.73,5.193
2008,REG000000688,8.1427,0.77,3.219,1.835,9.551,4.367,9.308,1.434,6.447,4.348,0.3335,0.1046,0.542,2.661,5.081,4.806,2.949,5.597
2012,REG000000689,8.6228,9.76,9.012,8.783,3.925,9.547,2.263,9.936,8.526,6.189,0.1613,0.936,0.8325,0.358,2.736,0.662,6.331,6.961
2016,REG000000690,3.7699,9.995,3.608,4.342,4.573,0.59,1.223,2.126,9.943,0.861,0.1182,0.7332,0.163,3.512,7.057,2.322,7.82,4.465
2018,REG000000691,6.389,3.172,0.852,7.728,8.085,2.495,0.447,4.5,0.295,8.627,0.9129,0.2764,0.1205,4.207,9.34,4.695,6.89,5.07
2018,REG000000692,10.0321,2.803,5.868,0.896,7.679,4.243,1.554,8.087,5.81,0.602,0.1939,0.4145,0.0832,3.539,3.873,2.03,2.87,5.226
2025,REG000000693,3.2102,9.688,1.599,3.57,1.605,4.867,1.201,5.809,9.227,7.589,0.5537,0.9846,0.8054,5.732,1.66,0.423,4.556,4.992
2017,REG000000694,0.1343,8.609,8.828,4.544,7.146,5.07,7.149,1.722,9.736,3.411,0.0185,0.3147,0.6768,4.947,4.228,2.466,7.638,4.587
2010,REG000000695,8.0154,5.713,9.715,2.946,3.036,4.832,2.419,2.649,7.717,1.11,0.1559,0.0303,0.0377,4.465,7.643,5.215,9.475,4.322
2013,REG000000696,2.5665,2.93,8.284,8.485,9.575,0.685,8.776,0.335,4.073,0.073,0.4646,0.5788,0.51,7.115,9.331,5.58,8.94,4.203
2009,REG000000697,8.6006,7.568,9.25,4.227,6.749,3.495,8.349,5.923,6.836,2.778,0.6637,0.5945,0.0793,9.069,6.418,8.863,1.775,5.945
2008,REG000000698,8.2407,7.954,1.894,5.868,2.367,8.336,7.402,9.889,5.685,7.992,0.6502,0.083,0.9859,7.308,5.767,9.065,0.929,7.139
2008,REG000000699,6.9558,7.029,3.945,1.084,3.028,0.554,2.016,5.37,9.425,7.576,0.5202,0.3781,0.7256,8.801,2.836,6.188,2.226,4.575
2016,REG000000700,3.6849,8.724,7.708,6.069,0.953,7.239,3.068,3.932,4.643,1.815,0.555,0.4954,0.6007,7.257,8.899,8.467,1.862,4.453
2011,REG000000701,2.481,3.023,6.644,0.436,0.217,0.459,5.559,2.214,3.061,6.3,0.8185,0.0063,0.4197,6.05,1.53,9.727,4.45,2.3
2014,REG000000702,8.4851,7.204,4.533,9.57,0.787,6.409,7.501,6.371,9.433,2.242,0.4945,0.5555,0.1442,4.792,5.222,2.323,7.951,6.617
2011,REG000000703,0.4412,5.092,0.455,5.041,8.233,9.138,6.774,7.707,7.964,6.776,0.3208,0.443,0.1005,3.381,2.493,4.259,7.013,6.128
2012,REG000000704,8.6453,3.084,4.077,5.216,2.261,4.898,6.319,8.041,9.069,4.77,0.9868,0.7966,0.3807,9.856,3.438,6.153,9.614,5.801
2014,REG000000705,5.6834,0.603,7.053,0.857,0.95,1.661,0.279,1.536,2.522,4.732,0.9985,0.6374,0.7666,7.722,9.168,3.346,0.862,2.173
2017,REG000000706,0.1905,4.911,7.242,6.009,4.412,5.154,5.716,2.109,1.192,2.574,0.6182,0.573,0.7911,1.444,5.424,2.969,9.156,3.499
2014,REG000000707,6.1966,9.539,5.787,1.964,7.082,4.81,4.107,0.823,5.852,4.042,0.6158,0.597,0.4559,4.287,6.106,2.028,4.696,5.201
2014,REG000000708,4.6717,2.139,3.789,7.865,4.023,4.565,0.473,6.023,4.997,6.16,0.9078,0.5079,0.4581,2.968,9.562,2.384,1.715,4.475
2008,REG000000709,2.9858,4.605,2.157,8.211,1.583,0.591,5.384,0.081,5.681,9.154,0.0723,0.9281,0.5888,6.579,7.701,9.877,9.888,4.012
2013,REG000000710,8.0389,6.702,5.716,6.911,4.759,4.476,2.652,2.354,4.196,0.893,0.2523,0.5873,0.4609,4.087,6.521,6.334,5.001,5.189
2017,REG000000711,1.393,4.586,2.73,6.06,5.625,0.756,6.483,8.435,6.85,7.83,0.6678,0.4514,0.1253,8.802,3.383,9.157,6.848,4.778
2009,REG000000712,4.2171,2.582,1.606,7.147,0.779,5.782,5.738,0.541,1.118,2.033,0.9137,0.3161,0.6334,5.118,9.343,4.298,2.843,4.122
2018,REG000000713,3.8612,4.97,6.528,1.336,8.417,8.784,3.367,1.992,9.756,9.33,0.9407,0.0727,0.1102,3.036,2.086,1.266,1.814,5.092
2013,REG000000714,4.3393,7.434,3.936,0.238,3.944,5.397,1.28,4.005,6.963,5.412,0.3063,0.5099,0.3158,1.26,7.355,8.225,3.686,4.386
2017,REG000000715,0.3504,0.433,4.068,3.938,6.896,2.604,0.626,7.553,0.551,1.823,0.474,0.259,0.7161,9.904,4.527,1.906,8.814,2.966
2012,REG000000716,1.3285,1.149,7.123,9.015,9.74,5.498,6.541,7.468,0.776,9.037,0.1847,0.8085,0.5434,0.141,4.141,0.772,4.856,4.861
2016,REG000000717,8.1276,4.029,4.482,8.606,5.297,4.695,9.821,4.926,8.756,9.672,0.125,0.533,0.7176,7.21,0.678,8.479,0.148,6.64
2014,REG000000718,4.3597,4.567,8.868,2.047,0.402,3.697,8.706,8.217,8.486,5.607,0.0004,0.0892,0.2804,2.209,6.86,8.849,4.935,4.279
2021,REG000000719,4.8538,6.435,5.74,0.179,1.303,2.273,2.429,7.32,8.108,5.954,0.3971,0.2041,0.1179,3.955,5.888,3.29,9.954,3.94
2012,REG000000720,8.0949,4.944,2.327,7.992,3.517,3.461,1.86,0.068,7.557,3.061,0.9835,0.2563,0.6948,5.091,1.943,6.221,1.913,5.147
2024,REG000000721,8.595,3.001,0.084,2.164,7.295,2.809,8.487,7.539,9.501,2.362,0.1066,0.513,0.0052,2.953,3.546,1.57,8.288,6.384
2024,REG000000722,5.1861,1.791,7.423,9.659,5.333,2.479,0.408,6.582,1.544,5.77,0.5086,0.4849,0.6227,4.041,6.785,8.34,9.135,4.072
2019,REG000000723,5.2162,4.088,4.057,3.237,6.463,7.297,7.644,4.785,6.541,0.3,0.6807,0.5853,0.3664,8.395,4.075,7.523,7.041,5.531
2017,REG000000724,1.3093,5.658,5.669,5.398,5.387,0.806,2.16,4.975,0.617,4.927,0.9993,0.6869,0.7916,4.47,4.07,9.629,4.76,3.367
2025,REG000000725,8.4704,1.784,9.538,5.059,1.445,5.937,3.854,4.951,9.711,9.452,0.9998,0.916,0.5535,0.068,5.642,8.378,1.143,4.717
2014,REG000000726,7.5355,5.849,8.742,5.851,1.209,7.093,8.667,4.726,1.121,1.446,0.5482,0.3981,0.2074,1.692,0.112,8.226,7.232,5.093
2022,REG000000727,9.7736,0.534,7.153,4.48,2.737,1.492,7.812,2.661,7.016,4.357,0.846,0.9044,0.8235,8.478,1.14,7.137,3.908,4.553
2013,REG000000728,3.4237,6.429,1.477,1.019,2.022,4.04,8.477,8.522,4.598,8.76,0.7568,0.3045,0.0325,3.574,5.331,4.953,6.097,5.037
2020,REG000000729,3.4648,2.85,5.022,8.862,9.049,0.092,1.855,2.448,2.862,9.335,0.1793,0.7791,0.318,8.327,5.218,5.198,8.905,4.173
2018,REG000000730,1.2719,2.972,5.211,8.578,5.318,9.434,2.919,0.212,8.195,5.235,0.6012,0.6751,0.837,7.486,0.255,0.9,4.858,4.585
2017,REG000000731,4.747,4.189,0.69,0.654,6.197,1.967,9.707,6.21,7.942,0.949,0.8513,0.8247,0.5337,8.79,4.051,7.898,3.586,5.283
2016,REG000000732,3.1351,7.418,8.229,0.922,2.512,0.799,1.543,9.894,0.956,6.672,0.8943,0.728,0.9828,8.766,3.951,8.053,3.454,3.245
2019,REG000000733,9.7422,5.487,6.497,3.86,0.582,8.53,8.363,7.053,3.679,2.068,0.1444,0.8085,0.8439,1.336,6.969,1.961,9.921,5.891
2023,REG000000734,1.7273,9.072,7.635,4.029,9.876,6.639,6.456,5.437,0.417,8.306,0.1123,0.4596,0.5589,6.969,0.291,9.586,3.938,5.279
2016,REG000000735,2.0574,7.071,9.776,0.137,3.012,7.087,4.863,1.172,1.298,2.492,0.9846,0.5458,0.7735,4.942,2.79,7.724,4.984,3.161
2012,REG000000736,8.0515,2.67,7.241,9.525,4.095,9.965,2.166,6.558,3.267,4.074,0.4471,0.6528,0.0807,5.841,3.385,0.035,7.046,5.691
2016,REG000000737,4.6436,7.215,6.904,8.471,9.088,3.242,2.661,4.635,3.61,8.831,0.6791,0.3639,0.939,5.544,4.325,4.328,9.639,5.355
2016,REG000000738,9.2327,1.581,5.169,2.642,5.335,9.191,8.065,6.866,4.559,9.544,0.9995,0.5078,0.6724,0.954,0.622,8.138,7.083,6.149
2017,REG000000739,1.5458,4.295,5.602,6.862,5.78,6.822,5.188,5.918,2.614,8.858,0.4722,0.3209,0.5045,8.598,8.772,1.067,3.604,4.745
2022,REG000000740,2.6669,6.86,3.177,5.569,8.335,8.981,7.225,8.741,0.882,0.52,0.2089,0.1485,0.5186,3.51,4.216,4.81,6.63,6.092
2020,REG000000741,8.444,2.076,9.418,3.463,8.517,3.039,2.377,3.176,3.927,0.835,0.9658,0.5059,0.0968,0.238,9.521,2.041,6.424,4.291
2009,REG000000742,1.1081,5.68,5.22,1.528,8.925,9.915,9.403,5.658,2.143,4.28,0.5034,0.0033,0.4855,2.076,5.633,3.041,3.734,5.366
2019,REG000000743,5.9452,7.225,1.799,7.984,7.581,1.12,7.467,3.809,3.214,3.77,0.6999,0.1994,0.0684,9.205,5.089,8.629,7.878,5.906
2019,REG000000744,9.0593,4.604,3.752,0.516,1.274,3.651,3.574,4.786,4.544,8.315,0.1386,0.6348,0.2721,3.635,8.862,4.021,1.245,4.616
2014,REG000000745,2.7384,3.251,2.593,7.711,7.968,3.206,7.445,8.964,6.95,7.574,0.0997,0.7214,0.9453,3.952,5.556,0.49,2.614,5.752
2014,REG000000746,3.1865,4.215,6.457,3.657,1.604,9.994,8.546,8.875,6.77,4.582,0.5607,0.6997,0.1894,5.595,0.596,0.888,4.203,5.24
2010,REG000000747,4.6506,3.896,3.597,8.423,3.335,1.427,0.193,8.369,4.449,5.851,0.0677,0.8228,0.9244,1.465,4.777,7.778,8.346,4.418
2010,REG000000748,2.2457,8.5,3.095,6.778,9.797,0.692,0.672,6.682,7.484,9.958,0.2591,0.9937,0.8866,2.719,2.452,3.343,2.911,5.288
2022,REG000000749,1.3248,1.694,4.451,9.374,6.544,2.98,6.685,9.976,8.785,7.763,0.6482,0.2073,0.8994,6.337,3.215,9.866,4.839,5.212
2010,REG000000750,8.6169,7.022,5.533,1.942,5.185,2.435,0.505,9.264,6.204,6.165,0.9608,0.0701,0.7652,9.066,3.542,0.439,5.336,5.223
2022,REG000000751,5.289,7.256,0.128,9.215,7.598,7.915,6.282,1.977,9.825,4.64,0.8637,0.6382,0.2746,0.16,2.468,1.042,0.836,7.048
2012,REG000000752,3.6651,3.279,9.031,5.658,6.948,2.457,1.527,8.679,6.488,6.781,0.377,0.2022,0.157,3.101,6.467,4.971,1.707,4.203
2013,REG000000753,4.9382,8.507,6.656,4.039,2.726,7.378,1.403,5.839,0.822,5.172,0.3905,0.4923,0.098,7.254,2.175,3.456,2.22,4.607
2021,REG000000754,6.1503,4.46,3.507,0.354,2.999,4.917,8.345,7.652,2.034,9.585,0.6176,0.2807,0.8754,4.024,8.687,7.032,0.961,5.024
2013,REG000000755,5.1154,0.461,2.974,8.435,7.153,4.076,6.423,7.927,0.868,1.438,0.9499,0.3345,0.7194,4.6,0.927,2.472,5.632,5.213
2025,REG000000756,9.2915,5.167,4.638,6.365,6.202,7.461,7.28,6.201,7.377,1.668,0.7637,0.3268,0.6452,7.227,7.564,2.803,9.992,6.791
2022,REG000000757,0.5536,3.067,0.187,4.194,0.274,9.046,3.953,8.786,5.844,1.202,0.5934,0.2995,0.8261,6.544,7.308,0.387,1.678,4.446
2022,REG000000758,7.3717,2.118,5.836,8.204,2.449,6.236,4.047,4.586,1.005,4.161,0.5155,0.5709,0.6563,8.804,7.826,8.049,7.671,4.762
2010,REG000000759,4.4408,2.275,7.402,5.615,6.931,1.896,2.05,2.956,8.976,2.774,0.7423,0.3205,0.6406,3.411,2.457,5.051,5.945,3.975
2009,REG000000760,6.7769,0.151,8.127,0.383,8.771,5.382,3.163,2.962,9.063,2.827,0.8456,0.6526,0.9966,7.689,1.138,4.157,7.129,4.302
2023,REG000000761,0.825,7.439,1.781,8.882,3.555,1.637,3.38,1.276,9.289,3.162,0.9731,0.6758,0.034,3.868,5.335,8.936,5.102,4.421
2014,REG000000762,6.5551,8.363,9.851,0.657,5.049,7.0,4.461,6.342,9.16,3.173,0.7099,0.9791,0.6304,2.743,9.873,3.73,9.015,5.263
2014,REG000000763,1.6562,4.173,1.834,1.851,9.316,6.686,7.038,0.345,4.12,6.575,0.8484,0.7823,0.4313,0.077,2.997,2.009,2.498,4.817
2015,REG000000764,0.5193,2.596,4.735,5.089,1.431,4.148,4.269,4.377,4.808,6.607,0.0525,0.0748,0.0616,0.175,4.376,1.152,4.71,3.294
2014,REG000000765,9.1324,6.076,6.699,5.096,0.927,5.239,1.927,6.091,7.667,7.437,0.7058,0.4493,0.6645,2.714,0.384,3.869,2.43,5.228
2011,REG000000766,5.3645,5.178,2.057,9.751,5.779,0.696,3.954,7.456,0.774,1.398,0.2195,0.8648,0.8816,1.1,8.355,4.534,2.307,5.186
2022,REG000000767,0.4396,9.398,3.433,8.037,1.08,4.175,7.737,1.626,3.738,5.907,0.6307,0.0091,0.9537,6.146,5.239,9.741,4.988,4.53
2018,REG000000768,8.7047,8.516,3.015,8.157,0.287,8.581,3.805,8.162,6.965,8.244,0.2329,0.437,0.6591,6.756,3.111,9.569,5.069,6.77
2023,REG000000769,9.9838,0.09,2.171,2.179,7.774,5.988,6.47,1.203,2.819,6.138,0.2824,0.1707,0.0428,7.956,1.899,0.93,7.018,5.481
2014,REG000000770,6.7659,2.413,1.875,9.285,3.248,6.297,1.871,1.957,3.906,9.795,0.4787,0.2518,0.262,9.809,4.801,2.404,3.884,5.154
2023,REG000000771,1.885,6.924,3.433,7.342,3.21,0.125,5.825,5.692,3.792,6.846,0.4981,0.517,0.473,9.706,9.879,2.471,9.206,4.35
2019,REG000000772,1.6751,9.129,3.546,4.503,9.652,9.146,9.756,2.309,3.059,6.34,0.8369,0.0899,0.4947,9.596,9.401,0.393,0.717,6.205
2021,REG000000773,2.4972,7.291,8.544,8.74,8.145,1.671,5.414,2.165,9.752,1.77,0.6303,0.3913,0.1308,0.048,6.285,9.006,7.617,4.843
2017,REG000000774,3.3183,8.816,1.08,2.778,7.223,1.075,6.071,8.803,2.717,9.298,0.3629,0.5951,0.468,0.945,5.137,1.315,8.9,5.467
2008,REG000000775,9.7454,9.162,2.513,7.478,9.112,1.389,2.062,2.309,7.233,2.663,0.5084,0.1379,0.4381,8.917,7.905,9.446,0.877,6.474
2015,REG000000776,9.4205,1.022,5.37,5.456,4.979,7.583,6.225,4.372,8.729,0.241,0.4902,0.2008,0.7928,5.265,5.328,9.983,8.341,5.821
2022,REG000000777,3.4086,4.085,8.962,4.154,5.202,8.811,2.917,5.129,3.56,0.637,0.354,0.4267,0.646,6.305,5.804,4.882,7.025,4.219
2013,REG000000778,4.7287,8.793,6.704,9.295,9.408,7.006,7.497,3.736,3.281,7.7,0.016,0.4712,0.4765,8.708,0.984,0.691,9.807,6.521
2011,REG000000779,9.4028,7.472,7.558,5.164,1.571,9.841,9.99,3.105,1.486,8.409,0.8217,0.6061,0.14,6.831,2.102,1.344,1.537,6.21
2013,REG000000780,9.5789,9.907,0.906,8.87,4.245,6.094,2.456,2.898,0.036,4.4,0.6012,0.8397,0.9917,5.522,3.785,6.968,4.228,6.504
2024,REG000000781,9.06,6.05,7.188,5.59,7.174,5.537,6.132,7.116,1.792,2.923,0.3216,0.4067,0.0461,3.264,6.857,7.106,7.334,6.057
2024,REG000000782,0.9241,6.599,4.457,9.34,3.992,1.323,0.694,0.629,8.188,7.093,0.5341,0.6351,0.9642,9.709,7.755,1.902,2.503,3.823
2010,REG000000783,8.5552,0.99,7.022,4.132,7.398,5.881,3.703,2.701,4.118,9.046,0.8711,0.2971,0.0889,9.542,7.538,4.771,6.906,4.964
2024,REG000000784,9.3733,5.044,6.482,6.875,3.084,9.835,0.343,0.324,0.413,7.233,0.1156,0.2696,0.9535,3.736,2.582,4.128,2.821,5.098
2017,REG000000785,4.2594,0.423,2.817,3.28,8.298,1.652,8.501,7.516,6.356,3.846,0.6463,0.889,0.0503,5.882,9.884,1.044,1.03,4.953
2021,REG000000786,8.5375,7.082,3.234,1.874,8.409,0.556,8.77,6.752,3.645,7.508,0.5481,0.1286,0.3502,4.608,5.689,3.788,0.268,6.098
2023,REG000000787,6.9106,7.301,8.941,1.378,0.242,4.719,9.675,3.482,8.878,4.592,0.7524,0.8115,0.1411,4.597,5.934,0.45,4.751,4.815
2012,REG000000788,5.3407,9.598,8.487,4.738,0.98,8.039,9.007,2.496,5.729,5.405,0.7963,0.4407,0.8552,7.355,0.595,7.234,8.356,5.359
2013,REG000000789,6.9748,9.705,6.036,3.924,9.217,2.998,4.19,7.6,5.701,2.243,0.837,0.8051,0.6072,9.587,8.34,6.723,0.109,6.074
2008,REG000000790,7.6159,1.533,4.734,3.489,4.9,6.769,0.944,6.474,5.765,4.788,0.3373,0.0117,0.7244,8.581,7.474,3.441,4.657,4.87
2019,REG000000791,7.787,7.88,8.636,9.76,7.94,8.148,4.719,0.724,7.02,8.361,0.0422,0.5086,0.1981,8.921,2.012,4.327,0.243,6.494
2015,REG000000792,1.1991,0.398,8.289,5.836,7.756,7.159,6.786,5.692,2.262,8.557,0.7037,0.7715,0.2705,3.318,9.32,9.846,8.702,4.235
2009,REG000000793,8.2312,3.391,1.859,3.963,2.786,6.582,9.566,4.376,6.382,6.211,0.2918,0.3078,0.6368,0.573,5.803,7.139,3.984,6.023
2017,REG000000794,9.3033,9.908,3.958,8.268,3.749,4.398,6.377,1.795,2.833,1.616,0.8607,0.4187,0.1348,8.345,9.794,9.111,6.556,6.242
2018,REG000000795,2.8794,4.463,3.549,6.349,1.572,5.058,0.138,9.026,2.292,8.522,0.9107,0.1137,0.8725,9.828,8.658,1.214,4.352,4.159
2008,REG000000796,3.1295,8.455,9.607,5.366,1.406,8.164,6.04,5.491,8.477,6.455,0.5555,0.2014,0.9713,1.563,5.252,8.708,5.995,4.969
2023,REG000000797,6.2826,8.688,5.773,5.704,4.04,7.475,6.118,8.208,8.157,2.147,0.2978,0.1013,0.0706,9.468,9.577,9.102,5.972,6.335
2023,REG000000798,6.9967,4.308,6.459,0.351,4.859,5.964,5.33,3.12,9.279,8.185,0.9785,0.1048,0.9384,6.051,4.204,3.345,6.821,4.953
2025,REG000000799,4.6878,2.124,6.963,9.291,3.323,2.248,9.242,8.941,8.188,5.866,0.977,0.5937,0.2896,4.459,8.039,8.27,4.851,5.234
2019,REG000000800,1.6199,5.697,5.323,9.331,1.78,3.147,4.074,2.522,5.944,4.857,0.403,0.8052,0.3594,5.208,9.218,0.86,5.951,4.016
2013,REG000000801,2.509,3.542,5.248,8.107,2.201,5.83,4.569,8.561,1.908,3.396,0.8715,0.0927,0.825,2.562,7.898,0.622,8.011,4.436
2017,REG000000802,7.0401,2.337,4.869,2.989,0.386,6.742,0.288,7.186,4.839,6.935,0.5759,0.5743,0.1649,3.274,4.437,4.922,4.483,4.233
2015,REG000000803,0.1372,7.385,6.855,2.373,6.346,3.812,8.086,2.926,6.706,4.365,0.8994,0.8863,0.044,5.657,1.185,8.238,8.208,4.2
2016,REG000000804,5.0313,4.509,4.963,8.795,8.053,5.081,0.942,4.648,4.117,0.547,0.0481,0.8063,0.9885,1.747,7.697,5.55,1.39,5.116
2019,REG000000805,2.0754,2.113,7.742,3.294,1.995,6.97,9.975,4.033,9.312,4.889,0.2925,0.0808,0.6467,6.547,5.464,3.223,9.131,4.22
2024,REG000000806,8.5815,7.825,5.263,5.593,6.365,7.597,3.612,8.369,0.61,4.306,0.0602,0.4567,0.4658,6.94,5.847,7.522,7.429,6.331
2012,REG000000807,9.7326,0.515,2.632,3.241,7.707,6.405,1.549,9.105,5.949,7.569,0.622,0.8853,0.8492,1.305,9.159,8.348,6.497,5.945
2024,REG000000808,5.9137,0.252,9.53,0.567,3.387,8.783,3.38,5.043,4.964,4.039,0.2364,0.7968,0.6998,8.931,5.319,9.445,0.803,3.764
2010,REG000000809,2.3488,4.344,9.536,9.671,3.723,3.295,6.906,0.575,0.469,2.886,0.5771,0.0419,0.5994,2.799,6.584,4.953,4.744,3.608
2012,REG000000810,9.6599,2.529,0.759,2.746,2.106,3.563,9.177,7.117,8.006,7.684,0.8853,0.9877,0.6959,9.576,5.639,4.068,2.768,6.028
2023,REG000000811,0.844,9.976,6.717,3.628,1.239,6.222,7.329,5.404,5.596,0.362,0.4374,0.4278,0.3754,0.495,5.803,0.013,9.726,4.429
2012,REG000000812,0.4101,5.332,0.25,3.416,5.15,3.179,2.531,0.515,2.534,8.525,0.6466,0.7586,0.2045,8.238,0.735,3.217,8.933,3.632
2021,REG000000813,8.2162,9.322,0.15,0.389,3.738,4.063,7.188,5.813,8.778,0.094,0.2094,0.0234,0.4537,3.784,8.435,4.766,4.777,6.255
2022,REG000000814,4.4403,3.993,4.343,4.89,1.796,1.36,1.705,7.972,7.651,8.674,0.5397,0.5368,0.2808,6.605,8.216,0.499,4.233,4.138
2013,REG000000815,6.7394,7.859,1.778,4.267,6.009,3.814,6.914,5.534,6.291,6.225,0.753,0.7943,0.6195,2.394,4.532,0.666,7.517,6.205
