mig_border_crossing_date,mig_border_border_section_id,mig_border_border_type_code,mig_border_host_country_iso2,mig_border_neighbor_country_iso2,mig_border_crossing_point_code,mig_border_transport_mode_code,mig_border_direction_code,mig_border_entry_exit_system_flag,mig_border_etias_flag,mig_border_visa_required_flag,mig_border_refusal_of_entry_count,mig_border_refusal_reason_code,mig_border_irregular_crossing_count,mig_border_apprehension_count,mig_border_returns_decision_count,mig_border_returns_effected_count,mig_border_frontex_operation_code,mig_border_data_source,mig_border_data_extract_date
2022-06-16,IE-NL-LAND-00656,LAND,IE,NL,IENL74,AIR,IN,0,0,0,67,NO_VISA,26,26,7,7,THEMIS,AIRPORT_AUTHORITY,2024-02-12
2022-06-23,MT-PL-LAND-00657,LAND,MT,PL,MTPL75,SEA,OUT,1,0,0,71,PUBLIC_HEALTH,17,14,17,8,MINERVA,EU_LISA,2025-06-14
2022-06-30,SK-AL-LAND-00658,LAND,SK,AL,SKAL76,RAIL,IN,0,0,0,68,OVERSTAY_RISK,34,13,19,9,TRITON,PORT_AUTHORITY,2024-11-27
2022-07-07,BE-GB-LAND-00659,LAND,BE,GB,BEGB77,FOOT,OUT,0,1,1,63,SECURITY_ALERT,24,15,16,8,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-01-17
2022-07-14,DK-JP-LAND-00660,LAND,DK,JP,DKJP78,ROAD,IN,1,0,1,1,DOCS_INVALID,29,18,10,10,POSEIDON,FRONTEX,2025-10-08
2022-07-21,GR-NO-LAND-00661,LAND,GR,NO,GRNO79,AIR,OUT,1,1,1,11,OTHER,34,19,20,17,INDALO,AIRPORT_AUTHORITY,2024-06-22
2022-07-28,LT-UA-LAND-00662,LAND,LT,UA,LTUA80,SEA,IN,1,1,1,9,NO_VISA,24,18,20,9,THEMIS,EU_LISA,2025-12-07
2022-08-04,PT-CY-LAND-00663,LAND,PT,CY,PTCY81,RAIL,OUT,1,1,0,11,PUBLIC_HEALTH,27,9,18,12,MINERVA,PORT_AUTHORITY,2024-04-05
2022-08-11,SE-GR-LAND-00664,LAND,SE,GR,SEGR82,FOOT,IN,0,0,0,9,OVERSTAY_RISK,28,27,20,13,TRITON,NATIONAL_BORDER_GUARD,2026-02-01
2022-08-18,CY-MT-LAND-00665,LAND,CY,MT,CYMT83,ROAD,OUT,1,0,0,14,SECURITY_ALERT,28,13,24,17,JOINT_OPS_OTHER,FRONTEX,2024-04-11
2022-08-25,FR-ES-LAND-00666,LAND,FR,ES,FRES84,AIR,IN,1,1,0,10,DOCS_INVALID,44,33,23,14,POSEIDON,AIRPORT_AUTHORITY,2024-01-14
2022-09-01,IT-DZ-LAND-00667,LAND,IT,DZ,ITDZ85,SEA,OUT,0,1,1,15,OTHER,43,37,25,25,INDALO,EU_LISA,2025-11-11
2022-09-08,NL-IR-LAND-00668,LAND,NL,IR,NLIR86,RAIL,IN,1,0,1,22,NO_VISA,45,16,18,9,THEMIS,PORT_AUTHORITY,2024-04-07
2022-09-15,SI-MK-LAND-00669,LAND,SI,MK,SIMK87,FOOT,OUT,1,0,0,22,PUBLIC_HEALTH,46,31,30,24,MINERVA,NATIONAL_BORDER_GUARD,2025-12-08
2022-09-22,BG-TN-LAND-00670,LAND,BG,TN,BGTN88,ROAD,IN,1,1,0,21,OVERSTAY_RISK,36,24,26,13,TRITON,FRONTEX,2024-02-15
2022-09-29,EE-BG-LAND-00671,LAND,EE,BG,EEBG89,AIR,OUT,0,0,0,16,SECURITY_ALERT,39,14,27,14,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2025-12-04
2022-10-06,HU-FR-LAND-00672,LAND,HU,FR,HUFR90,SEA,IN,0,0,0,23,DOCS_INVALID,36,31,23,12,POSEIDON,EU_LISA,2025-12-11
2022-10-13,LU-LT-LAND-00673,LAND,LU,LT,LULT91,RAIL,OUT,0,0,0,27,OTHER,38,19,27,18,INDALO,PORT_AUTHORITY,2024-02-18
2022-10-20,RO-SK-LAND-00674,LAND,RO,SK,ROSK92,FOOT,IN,0,0,0,24,NO_VISA,38,31,33,28,THEMIS,NATIONAL_BORDER_GUARD,2024-01-28
2022-10-27,AT-CH-LAND-00675,LAND,AT,CH,ATCH93,ROAD,OUT,1,1,1,23,PUBLIC_HEALTH,53,17,30,21,MINERVA,FRONTEX,2024-12-20
2022-11-03,CZ-IN-LAND-00676,LAND,CZ,IN,CZIN94,AIR,IN,0,1,1,20,OVERSTAY_RISK,37,31,34,34,TRITON,AIRPORT_AUTHORITY,2025-06-18
2022-11-10,DE-MD-LAND-00677,LAND,DE,MD,DEMD95,SEA,OUT,1,1,1,17,SECURITY_ALERT,51,37,31,28,JOINT_OPS_OTHER,EU_LISA,2025-01-30
2022-11-17,LV-RU-LAND-00678,LAND,LV,RU,LVRU96,RAIL,IN,0,1,1,19,DOCS_INVALID,56,35,39,21,POSEIDON,PORT_AUTHORITY,2025-02-07
2022-11-24,PL-AT-LAND-00679,LAND,PL,AT,PLAT00,FOOT,OUT,0,0,0,29,OTHER,47,36,30,29,INDALO,NATIONAL_BORDER_GUARD,2024-07-29
2022-12-01,ES-EE-LAND-00680,LAND,ES,EE,ESEE01,ROAD,IN,0,0,0,27,NO_VISA,6,6,40,30,THEMIS,FRONTEX,2025-02-25
2022-12-08,HR-IT-LAND-00681,LAND,HR,IT,HRIT02,AIR,OUT,1,0,0,29,PUBLIC_HEALTH,16,7,37,32,MINERVA,AIRPORT_AUTHORITY,2024-02-08
2022-12-15,FI-PT-LAND-00682,LAND,FI,PT,FIPT03,SEA,IN,1,0,0,33,OVERSTAY_RISK,11,9,42,30,TRITON,EU_LISA,2025-11-03
2022-12-22,IE-BA-LAND-00683,LAND,IE,BA,IEBA04,RAIL,OUT,0,1,1,34,SECURITY_ALERT,18,11,35,15,JOINT_OPS_OTHER,PORT_AUTHORITY,2025-01-26
2022-12-29,MT-GE-LAND-00684,LAND,MT,GE,MTGE05,FOOT,IN,1,0,1,37,DOCS_INVALID,6,3,35,26,POSEIDON,NATIONAL_BORDER_GUARD,2024-02-22
2023-01-05,SK-KE-LAND-00685,LAND,SK,KE,SKKE06,ROAD,OUT,1,0,1,37,OTHER,19,10,35,18,INDALO,FRONTEX,2025-11-26
2023-01-12,BE-PK-LAND-00686,LAND,BE,PK,BEPK07,AIR,IN,1,1,1,37,NO_VISA,16,7,38,27,THEMIS,AIRPORT_AUTHORITY,2025-10-21
2023-01-19,DK-US-LAND-00687,LAND,DK,US,DKUS08,SEA,OUT,0,1,1,42,PUBLIC_HEALTH,11,8,46,31,MINERVA,EU_LISA,2025-12-27
2023-01-26,GR-CZ-LAND-00688,LAND,GR,CZ,GRCZ09,RAIL,IN,0,1,0,30,OVERSTAY_RISK,23,12,46,39,TRITON,PORT_AUTHORITY,2024-11-30
2023-02-02,LT-HU-LAND-00689,LAND,LT,HU,LTHU10,FOOT,OUT,1,1,0,42,SECURITY_ALERT,14,14,47,44,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2025-01-18
2023-02-09,PT-NL-LAND-00690,LAND,PT,NL,PTNL11,ROAD,IN,0,1,0,34,DOCS_INVALID,11,5,51,21,POSEIDON,FRONTEX,2026-01-01
2023-02-16,SE-DZ-LAND-00691,LAND,SE,DZ,SEDZ12,AIR,OUT,1,0,0,35,OTHER,11,4,48,47,INDALO,AIRPORT_AUTHORITY,2025-04-10
2023-02-23,CY-EG-LAND-00692,LAND,CY,EG,CYEG13,SEA,IN,1,1,1,46,NO_VISA,13,11,54,40,THEMIS,EU_LISA,2026-02-23
2023-03-02,FR-IS-LAND-00693,LAND,FR,IS,FRIS14,RAIL,OUT,0,0,1,38,PUBLIC_HEALTH,26,24,45,37,MINERVA,PORT_AUTHORITY,2025-12-28
2023-03-09,IT-NG-LAND-00694,LAND,IT,NG,ITNG15,FOOT,IN,1,1,1,34,OVERSTAY_RISK,31,25,44,44,TRITON,NATIONAL_BORDER_GUARD,2025-02-28
2023-03-16,NL-TR-LAND-00695,LAND,NL,TR,NLTR16,ROAD,OUT,0,0,0,46,SECURITY_ALERT,29,24,46,37,JOINT_OPS_OTHER,FRONTEX,2025-05-08
2023-03-23,SI-HR-LAND-00696,LAND,SI,HR,SIHR17,AIR,IN,1,1,0,38,DOCS_INVALID,19,17,57,57,POSEIDON,AIRPORT_AUTHORITY,2024-05-12
2023-03-30,BG-DE-LAND-00697,LAND,BG,DE,BGDE18,SEA,OUT,1,0,0,47,OTHER,30,27,47,44,INDALO,EU_LISA,2024-11-25
2023-04-06,EE-LU-LAND-00698,LAND,EE,LU,EELU19,RAIL,IN,0,0,0,39,NO_VISA,18,9,57,46,THEMIS,PORT_AUTHORITY,2025-09-15
2023-04-13,HU-SI-LAND-00699,LAND,HU,SI,HUSI20,FOOT,OUT,1,1,0,44,PUBLIC_HEALTH,20,15,56,31,MINERVA,NATIONAL_BORDER_GUARD,2025-01-15
2023-04-20,LU-CN-LAND-00700,LAND,LU,CN,LUCN21,ROAD,IN,0,0,1,51,OVERSTAY_RISK,36,13,3,2,TRITON,FRONTEX,2025-10-31
2023-04-27,RO-IQ-LAND-00701,LAND,RO,IQ,ROIQ22,AIR,OUT,0,0,1,42,SECURITY_ALERT,35,22,13,10,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-10-13
2023-05-04,AT-ME-LAND-00702,LAND,AT,ME,ATME23,SEA,IN,0,0,1,46,DOCS_INVALID,29,29,6,3,POSEIDON,EU_LISA,2024-08-26
2023-05-11,CZ-SY-LAND-00703,LAND,CZ,SY,CZSY24,RAIL,OUT,1,1,0,51,OTHER,39,13,12,12,INDALO,PORT_AUTHORITY,2024-10-21
2023-05-18,DE-BE-LAND-00704,LAND,DE,BE,DEBE25,FOOT,IN,0,0,0,47,NO_VISA,40,25,11,10,THEMIS,NATIONAL_BORDER_GUARD,2024-08-19
2023-05-25,LV-FI-LAND-00705,LAND,LV,FI,LVFI26,ROAD,OUT,1,1,0,48,PUBLIC_HEALTH,26,17,9,6,MINERVA,FRONTEX,2025-12-06
2023-06-01,PL-LV-LAND-00706,LAND,PL,LV,PLLV27,AIR,IN,1,0,0,54,OVERSTAY_RISK,36,25,16,10,TRITON,AIRPORT_AUTHORITY,2024-01-21
2023-06-08,ES-RO-LAND-00707,LAND,ES,RO,ESRO28,SEA,OUT,1,0,0,62,SECURITY_ALERT,36,12,11,5,JOINT_OPS_OTHER,EU_LISA,2024-03-18
2023-06-15,HR-BY-LAND-00708,LAND,HR,BY,HRBY29,RAIL,IN,0,0,1,52,DOCS_INVALID,45,26,16,8,POSEIDON,PORT_AUTHORITY,2024-12-08
2023-06-22,FI-GH-LAND-00709,LAND,FI,GH,FIGH30,FOOT,OUT,0,1,0,51,OTHER,45,44,11,10,INDALO,NATIONAL_BORDER_GUARD,2025-01-18
2023-06-29,IE-MA-LAND-00710,LAND,IE,MA,IEMA31,ROAD,IN,0,0,0,63,NO_VISA,36,11,11,6,THEMIS,FRONTEX,2024-02-01
2023-07-06,MT-RS-LAND-00711,LAND,MT,RS,MTRS32,AIR,OUT,0,0,1,58,PUBLIC_HEALTH,47,31,12,7,MINERVA,AIRPORT_AUTHORITY,2024-12-12
2023-07-13,SK-VN-LAND-00712,LAND,SK,VN,SKVN33,SEA,IN,0,0,0,52,OVERSTAY_RISK,42,32,22,18,TRITON,EU_LISA,2025-03-21
2023-07-20,BE-DK-LAND-00713,LAND,BE,DK,BEDK34,RAIL,OUT,0,1,0,57,SECURITY_ALERT,51,29,16,11,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-12-18
2023-07-27,DK-IE-LAND-00714,LAND,DK,IE,DKIE35,FOOT,IN,1,0,0,67,DOCS_INVALID,48,20,14,9,POSEIDON,NATIONAL_BORDER_GUARD,2025-02-27
2023-08-03,GR-PL-LAND-00715,LAND,GR,PL,GRPL36,ROAD,OUT,1,0,0,65,OTHER,38,16,21,15,INDALO,FRONTEX,2024-12-18
2023-08-10,LT-AL-LAND-00716,LAND,LT,AL,LTAL37,AIR,IN,1,0,0,68,NO_VISA,49,39,17,14,THEMIS,AIRPORT_AUTHORITY,2025-02-15
2023-08-17,PT-GB-LAND-00717,LAND,PT,GB,PTGB38,SEA,OUT,0,1,1,66,PUBLIC_HEALTH,48,33,21,21,MINERVA,EU_LISA,2024-12-25
2023-08-24,SE-JP-LAND-00718,LAND,SE,JP,SEJP39,RAIL,IN,1,0,0,65,OVERSTAY_RISK,41,14,26,17,TRITON,PORT_AUTHORITY,2024-07-11
2023-08-31,CY-NO-LAND-00719,LAND,CY,NO,CYNO40,FOOT,OUT,1,0,1,73,SECURITY_ALERT,47,32,24,16,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-10-17
2023-09-07,FR-UA-LAND-00720,LAND,FR,UA,FRUA41,ROAD,IN,1,0,1,11,DOCS_INVALID,15,10,31,17,POSEIDON,FRONTEX,2025-01-18
2023-09-14,IT-CY-LAND-00721,LAND,IT,CY,ITCY42,AIR,OUT,1,1,0,1,OTHER,3,3,23,22,INDALO,AIRPORT_AUTHORITY,2025-01-04
2023-09-21,NL-GR-LAND-00722,LAND,NL,GR,NLGR43,SEA,IN,1,1,0,13,NO_VISA,11,6,28,26,THEMIS,EU_LISA,2024-12-31
2023-09-28,SI-MT-LAND-00723,LAND,SI,MT,SIMT44,RAIL,OUT,1,0,0,18,PUBLIC_HEALTH,10,5,33,29,MINERVA,PORT_AUTHORITY,2025-07-25
2023-10-05,BG-ES-LAND-00724,LAND,BG,ES,BGES45,FOOT,IN,0,0,0,11,OVERSTAY_RISK,14,11,24,21,TRITON,NATIONAL_BORDER_GUARD,2025-10-27
2023-10-12,EE-DZ-LAND-00725,LAND,EE,DZ,EEDZ46,ROAD,OUT,1,0,1,16,SECURITY_ALERT,6,5,32,20,JOINT_OPS_OTHER,FRONTEX,2025-03-23
2023-10-19,HU-IR-LAND-00726,LAND,HU,IR,HUIR47,AIR,IN,0,0,1,20,DOCS_INVALID,9,5,31,22,POSEIDON,AIRPORT_AUTHORITY,2025-01-05
2023-10-26,LU-MK-LAND-00727,LAND,LU,MK,LUMK48,SEA,OUT,1,1,0,11,OTHER,24,8,31,17,INDALO,EU_LISA,2024-08-29
2023-11-02,RO-TN-LAND-00728,LAND,RO,TN,ROTN49,RAIL,IN,1,0,0,16,NO_VISA,22,7,33,17,THEMIS,PORT_AUTHORITY,2024-05-19
2023-11-09,AT-BG-LAND-00729,LAND,AT,BG,ATBG50,FOOT,OUT,1,0,0,12,PUBLIC_HEALTH,26,20,30,29,MINERVA,NATIONAL_BORDER_GUARD,2024-04-02
2023-11-16,CZ-FR-LAND-00730,LAND,CZ,FR,CZFR51,ROAD,IN,1,1,0,13,OVERSTAY_RISK,23,22,42,38,TRITON,FRONTEX,2026-01-03
2023-11-23,DE-LT-LAND-00731,LAND,DE,LT,DELT52,AIR,OUT,1,0,0,14,SECURITY_ALERT,16,9,43,25,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-09-18
2023-11-30,LV-SK-LAND-00732,LAND,LV,SK,LVSK53,SEA,IN,0,1,0,15,DOCS_INVALID,28,10,42,34,POSEIDON,EU_LISA,2024-03-31
2023-12-07,PL-CH-LAND-00733,LAND,PL,CH,PLCH54,RAIL,OUT,1,0,1,14,OTHER,23,7,36,20,INDALO,PORT_AUTHORITY,2024-05-24
2023-12-14,ES-IN-LAND-00734,LAND,ES,IN,ESIN55,FOOT,IN,1,0,1,28,NO_VISA,27,18,46,40,THEMIS,NATIONAL_BORDER_GUARD,2024-05-10
2023-12-21,HR-MD-LAND-00735,LAND,HR,MD,HRMD56,ROAD,OUT,0,1,1,27,PUBLIC_HEALTH,26,13,44,25,MINERVA,FRONTEX,2024-03-27
2023-12-28,FI-RU-LAND-00736,LAND,FI,RU,FIRU57,AIR,IN,1,0,1,28,OVERSTAY_RISK,17,15,36,33,TRITON,AIRPORT_AUTHORITY,2024-04-15
2024-01-04,IE-AT-LAND-00737,LAND,IE,AT,IEAT58,SEA,OUT,1,1,0,30,SECURITY_ALERT,35,24,46,29,JOINT_OPS_OTHER,EU_LISA,2024-12-23
2024-01-11,MT-EE-LAND-00738,LAND,MT,EE,MTEE59,RAIL,IN,1,1,0,29,DOCS_INVALID,26,18,41,41,POSEIDON,PORT_AUTHORITY,2025-03-14
2024-01-18,SK-IT-LAND-00739,LAND,SK,IT,SKIT60,FOOT,OUT,0,1,0,31,OTHER,36,29,49,28,INDALO,NATIONAL_BORDER_GUARD,2024-05-24
2024-01-25,BE-PT-LAND-00740,LAND,BE,PT,BEPT61,ROAD,IN,0,0,0,20,NO_VISA,33,33,52,46,THEMIS,FRONTEX,2025-08-07
2024-02-01,DK-BA-LAND-00741,LAND,DK,BA,DKBA62,AIR,OUT,1,1,1,35,PUBLIC_HEALTH,39,16,48,41,MINERVA,AIRPORT_AUTHORITY,2025-06-23
2024-02-08,GR-GE-LAND-00742,LAND,GR,GE,GRGE63,SEA,IN,0,0,1,30,OVERSTAY_RISK,22,7,54,32,TRITON,EU_LISA,2025-09-09
2024-02-15,LT-KE-LAND-00743,LAND,LT,KE,LTKE64,RAIL,OUT,1,0,1,36,SECURITY_ALERT,37,25,46,28,JOINT_OPS_OTHER,PORT_AUTHORITY,2025-12-26
2024-02-22,PT-PK-LAND-00744,LAND,PT,PK,PTPK65,FOOT,IN,1,1,1,31,DOCS_INVALID,39,28,49,42,POSEIDON,NATIONAL_BORDER_GUARD,2024-06-05
2024-02-29,SE-US-LAND-00745,LAND,SE,US,SEUS66,ROAD,OUT,1,1,1,30,OTHER,40,17,57,50,INDALO,FRONTEX,2025-01-26
2024-03-07,CY-CZ-LAND-00746,LAND,CY,CZ,CYCZ67,AIR,IN,1,1,0,35,NO_VISA,39,28,56,44,THEMIS,AIRPORT_AUTHORITY,2025-03-29
2024-03-14,FR-HU-LAND-00747,LAND,FR,HU,FRHU68,SEA,OUT,0,1,0,30,PUBLIC_HEALTH,29,22,58,42,MINERVA,EU_LISA,2025-04-30
2024-03-21,IT-NL-LAND-00748,LAND,IT,NL,ITNL69,RAIL,IN,1,0,0,28,OVERSTAY_RISK,40,17,54,23,TRITON,PORT_AUTHORITY,2024-07-26
2024-03-28,NL-SE-LAND-00749,LAND,NL,SE,NLSE70,FOOT,OUT,1,0,0,41,SECURITY_ALERT,39,32,49,31,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2024-12-18
2024-04-04,SI-EG-LAND-00750,LAND,SI,EG,SIEG71,ROAD,IN,1,1,1,40,DOCS_INVALID,39,16,12,12,POSEIDON,FRONTEX,2025-04-18
2024-04-11,BG-IS-LAND-00751,LAND,BG,IS,BGIS72,AIR,OUT,0,1,1,31,OTHER,39,21,3,2,INDALO,AIRPORT_AUTHORITY,2025-04-27
2024-04-18,EE-NG-LAND-00752,LAND,EE,NG,EENG73,SEA,IN,1,0,0,41,NO_VISA,40,24,11,8,THEMIS,EU_LISA,2024-08-24
2024-04-25,HU-TR-LAND-00753,LAND,HU,TR,HUTR74,RAIL,OUT,1,1,1,38,PUBLIC_HEALTH,35,26,3,3,MINERVA,PORT_AUTHORITY,2025-09-11
2024-05-02,LU-HR-LAND-00754,LAND,LU,HR,LUHR75,FOOT,IN,1,0,0,49,OVERSTAY_RISK,47,26,12,6,TRITON,NATIONAL_BORDER_GUARD,2025-03-05
2024-05-09,RO-DE-LAND-00755,LAND,RO,DE,RODE76,ROAD,OUT,0,0,0,43,SECURITY_ALERT,42,39,17,15,JOINT_OPS_OTHER,FRONTEX,2024-04-16
2024-05-16,AT-LU-LAND-00756,LAND,AT,LU,ATLU77,AIR,IN,1,1,0,50,DOCS_INVALID,39,26,7,4,POSEIDON,AIRPORT_AUTHORITY,2026-02-19
2024-05-23,CZ-SI-LAND-00757,LAND,CZ,SI,CZSI78,SEA,OUT,1,0,0,48,OTHER,45,39,16,12,INDALO,EU_LISA,2024-03-10
2024-05-30,DE-CN-LAND-00758,LAND,DE,CN,DECN79,RAIL,IN,1,1,1,41,NO_VISA,42,34,16,11,THEMIS,PORT_AUTHORITY,2025-07-16
2024-06-06,LV-IQ-LAND-00759,LAND,LV,IQ,LVIQ80,FOOT,OUT,0,1,1,42,PUBLIC_HEALTH,45,39,16,11,MINERVA,NATIONAL_BORDER_GUARD,2025-11-23
2024-06-13,PL-ME-LAND-00760,LAND,PL,ME,PLME81,ROAD,IN,1,1,1,55,OVERSTAY_RISK,14,6,20,8,TRITON,FRONTEX,2024-08-17
2024-06-20,ES-SY-LAND-00761,LAND,ES,SY,ESSY82,AIR,OUT,1,1,1,41,SECURITY_ALERT,1,1,23,12,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2025-07-02
2024-06-27,HR-BE-LAND-00762,LAND,HR,BE,HRBE83,SEA,IN,0,0,0,55,DOCS_INVALID,11,7,16,9,POSEIDON,EU_LISA,2024-11-03
2024-07-04,FI-IT-LAND-00763,LAND,FI,IT,FIIT84,RAIL,OUT,1,1,0,50,OTHER,14,5,15,8,INDALO,PORT_AUTHORITY,2025-02-14
2024-07-11,IE-LV-LAND-00764,LAND,IE,LV,IELV85,FOOT,IN,0,0,0,51,NO_VISA,4,2,22,12,THEMIS,NATIONAL_BORDER_GUARD,2024-06-16
2024-07-18,MT-RO-LAND-00765,LAND,MT,RO,MTRO86,ROAD,OUT,1,1,0,51,PUBLIC_HEALTH,11,5,18,16,MINERVA,FRONTEX,2025-07-31
2024-07-25,SK-BY-LAND-00766,LAND,SK,BY,SKBY87,AIR,IN,1,0,0,57,OVERSTAY_RISK,20,8,23,12,TRITON,AIRPORT_AUTHORITY,2025-01-05
2024-08-01,BE-GH-LAND-00767,LAND,BE,GH,BEGH88,SEA,OUT,1,0,1,58,SECURITY_ALERT,23,21,18,15,JOINT_OPS_OTHER,EU_LISA,2024-06-27
2024-08-08,DK-MA-LAND-00768,LAND,DK,MA,DKMA89,RAIL,IN,1,1,1,55,DOCS_INVALID,12,8,22,13,POSEIDON,PORT_AUTHORITY,2024-02-10
2024-08-15,GR-RS-LAND-00769,LAND,GR,RS,GRRS90,FOOT,OUT,0,0,0,62,OTHER,9,5,31,25,INDALO,NATIONAL_BORDER_GUARD,2026-01-23
2024-08-22,LT-VN-LAND-00770,LAND,LT,VN,LTVN91,ROAD,IN,1,0,0,53,NO_VISA,14,9,25,17,THEMIS,FRONTEX,2025-02-21
2024-08-29,PT-DK-LAND-00771,LAND,PT,DK,PTDK92,AIR,OUT,1,1,0,65,PUBLIC_HEALTH,19,15,32,23,MINERVA,AIRPORT_AUTHORITY,2024-09-04
2024-09-05,SE-IE-LAND-00772,LAND,SE,IE,SEIE93,SEA,IN,0,1,0,59,OVERSTAY_RISK,12,10,32,22,TRITON,EU_LISA,2026-02-09
2024-09-12,CY-PL-LAND-00773,LAND,CY,PL,CYPL94,RAIL,OUT,1,0,0,62,SECURITY_ALERT,20,20,29,27,JOINT_OPS_OTHER,PORT_AUTHORITY,2024-12-23
2024-09-19,FR-AL-LAND-00774,LAND,FR,AL,FRAL95,FOOT,IN,0,0,1,61,DOCS_INVALID,18,6,36,17,POSEIDON,NATIONAL_BORDER_GUARD,2024-07-20
2024-09-26,IT-GB-LAND-00775,LAND,IT,GB,ITGB96,ROAD,OUT,0,1,1,60,OTHER,27,24,33,16,INDALO,FRONTEX,2024-06-26
2024-10-03,NL-JP-LAND-00776,LAND,NL,JP,NLJP00,AIR,IN,1,0,0,58,NO_VISA,22,12,30,14,THEMIS,AIRPORT_AUTHORITY,2025-07-14
2024-10-10,SI-NO-LAND-00777,LAND,SI,NO,SINO01,SEA,OUT,0,1,1,63,PUBLIC_HEALTH,24,24,36,32,MINERVA,EU_LISA,2025-08-15
2024-10-17,BG-UA-LAND-00778,LAND,BG,UA,BGUA02,RAIL,IN,0,0,1,68,OVERSTAY_RISK,32,16,36,28,TRITON,PORT_AUTHORITY,2025-02-11
2024-10-24,EE-CY-LAND-00779,LAND,EE,CY,EECY03,FOOT,OUT,1,1,0,71,SECURITY_ALERT,22,12,41,27,JOINT_OPS_OTHER,NATIONAL_BORDER_GUARD,2026-01-25
2024-10-31,HU-GR-LAND-00780,LAND,HU,GR,HUGR04,ROAD,IN,0,1,0,4,DOCS_INVALID,24,9,34,26,POSEIDON,FRONTEX,2025-11-05
2024-11-07,LU-MT-LAND-00781,LAND,LU,MT,LUMT05,AIR,OUT,1,0,0,4,OTHER,22,7,34,31,INDALO,AIRPORT_AUTHORITY,2025-01-16
2024-11-14,RO-ES-LAND-00782,LAND,RO,ES,ROES06,SEA,IN,1,0,0,13,NO_VISA,31,10,32,15,THEMIS,EU_LISA,2024-01-18
2024-11-21,AT-DZ-LAND-00783,LAND,AT,DZ,ATDZ07,RAIL,OUT,0,0,1,10,PUBLIC_HEALTH,25,10,38,36,MINERVA,PORT_AUTHORITY,2024-04-26
2024-11-28,CZ-IR-LAND-00784,LAND,CZ,IR,CZIR08,FOOT,IN,0,0,1,19,OVERSTAY_RISK,30,27,45,34,TRITON,NATIONAL_BORDER_GUARD,2025-10-04
2024-12-05,DE-MK-LAND-00785,LAND,DE,MK,DEMK09,ROAD,OUT,1,0,1,20,SECURITY_ALERT,34,12,44,31,JOINT_OPS_OTHER,FRONTEX,2024-05-12
2024-12-12,LV-TN-LAND-00786,LAND,LV,TN,LVTN10,AIR,IN,1,0,1,12,DOCS_INVALID,34,15,48,41,POSEIDON,AIRPORT_AUTHORITY,2025-11-16
2024-12-19,PL-BG-LAND-00787,LAND,PL,BG,PLBG11,SEA,OUT,1,0,0,22,OTHER,28,24,49,42,INDALO,EU_LISA,2025-09-13
2024-12-26,ES-FR-LAND-00788,LAND,ES,FR,ESFR12,RAIL,IN,1,0,0,14,NO_VISA,46,34,39,21,THEMIS,PORT_AUTHORITY,2024-07-30
2025-01-02,HR-LT-LAND-00789,LAND,HR,LT,HRLT13,FOOT,OUT,0,1,0,13,PUBLIC_HEALTH,32,19,46,34,MINERVA,NATIONAL_BORDER_GUARD,2025-08-22
2025-01-09,FI-SK-LAND-00790,LAND,FI,SK,FISK14,ROAD,IN,0,1,0,18,OVERSTAY_RISK,30,15,41,20,TRITON,FRONTEX,2025-09-25
2025-01-16,IE-CH-LAND-00791,LAND,IE,CH,IECH15,AIR,OUT,0,0,1,25,SECURITY_ALERT,43,23,50,43,JOINT_OPS_OTHER,AIRPORT_AUTHORITY,2024-02-29
2025-01-23,MT-IN-LAND-00792,LAND,MT,IN,MTIN16,SEA,IN,1,1,1,17,DOCS_INVALID,48,35,46,29,POSEIDON,EU_LISA,2024-01-02
2025-01-30,SK-MD-LAND-00793,LAND,SK,MD,SKMD17,RAIL,OUT,1,0,1,22,OTHER,34,22,49,40,INDALO,PORT_AUTHORITY,2025-07-31
2025-02-06,BE-RU-LAND-00794,LAND,BE,RU,BERU18,FOOT,IN,1,1,1,23,NO_VISA,38,19,48,47,THEMIS,NATIONAL_BORDER_GUARD,2024-12-12
2025-02-13,DK-AT-LAND-00795,LAND,DK,AT,DKAT19,ROAD,OUT,0,1,0,22,PUBLIC_HEALTH,38,24,57,44,MINERVA,FRONTEX,2025-03-02
2025-02-20,GR-EE-LAND-00796,LAND,GR,EE,GREE20,AIR,IN,1,0,0,17,OVERSTAY_RISK,42,16,47,47,TRITON,AIRPORT_AUTHORITY,2025-07-13
2025-02-27,LT-IT-LAND-00797,LAND,LT,IT,LTIT21,SEA,OUT,1,1,0,24,SECURITY_ALERT,50,45,58,31,JOINT_OPS_OTHER,EU_LISA,2024-01-12
2025-03-06,PT-AL-LAND-00798,LAND,PT,AL,PTAL22,RAIL,IN,1,1,1,31,DOCS_INVALID,53,40,55,54,POSEIDON,PORT_AUTHORITY,2025-10-28
