tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_naics,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_usd,tax_incent_credits_claimed_usd,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_usd,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2022,INC000000622,CREDIT,325412,BROWNFIELD,931,678,521690047.15,470711140.1,37515,27362,11632,9925755249.2,6161930131.05,1,59471771.82,76.67,40466.91,0,2030-07-28
2018,INC000000623,CREDIT,423450,CAPEX,1765,1350,469780704.04,345564166.13,157218,33813,22507,23056892792.8,10005811337.94,0,66225729.71,35.72,15353.63,1,2033-03-16
2022,INC000000624,REBATE,237310,EXPORT,1787,1520,1010342372.96,853233364.96,41114,81360,37571,1688899673.11,721362668.62,0,26664371.26,73.46,22709.89,1,2026-06-20
2021,INC000000625,EXEMPTION,512110,EXPORT,80,60,728499563.0,192488493.32,140717,17256,2898,4154605803.85,319253656.93,0,31251735.12,52.59,66421.15,0,2028-09-16
2023,INC000000626,CREDIT,325412,LOCATION,360,251,602656243.89,340377612.96,160699,62339,41205,4578061692.64,614175957.6,1,11114946.25,70.39,8260.59,0,2034-08-13
2025,INC000000627,CREDIT,334111,INNOVATION,417,347,231390751.63,75382859.15,245174,30581,20857,8294483773.56,7737214790.84,0,15873870.07,46.18,3614.27,0,2028-07-05
2023,INC000000628,CREDIT,334111,CLEAN_ENERGY,507,265,351414833.15,84055240.56,26024,109989,103919,9047587568.31,9084081368.17,0,45363081.07,27.95,808.85,0,2026-12-08
2025,INC000000629,ABATEMENT,325412,HIRING,1459,1167,138947935.18,87318519.55,135407,59815,16320,5717297951.62,4737813189.07,0,4475905.4,88.32,5350.4,1,2034-11-19
2018,INC000000630,EXEMPTION,541511,BROWNFIELD,2181,1971,883110697.23,653646980.27,50193,76531,60620,10897882176.24,8102687141.74,0,32210185.43,13.54,10782.7,1,2026-11-02
2015,INC000000631,REBATE,423450,CLEAN_ENERGY,108,56,1087611465.2,253637053.55,221073,85896,15064,2577977450.63,539813294.5,0,10598813.35,12.0,16837.3,1,2026-03-22
2010,INC000000632,CREDIT,445110,CAPEX,1010,306,205710969.35,53007137.71,202211,33120,31925,6306447129.94,4049969740.72,1,12821860.8,58.56,1660.36,1,2027-05-01
2013,INC000000633,LOAN,512110,CLEAN_ENERGY,1067,520,1168545775.75,407894854.39,62649,104531,77714,12360689474.68,12095995283.06,0,174925967.77,58.4,5248.67,0,2030-04-05
2014,INC000000634,CREDIT,423450,EXPORT,1754,1522,119726438.52,74647559.5,203210,27190,26245,13468139531.52,12621773019.82,1,17076185.76,91.8,2844.26,0,2026-01-24
2017,INC000000635,ABATEMENT,454110,TRAINING,574,470,1890880166.47,1026416454.09,202854,99213,50755,6886942239.4,5612345938.09,0,18792163.75,69.27,20222.96,1,2031-01-17
2012,INC000000636,ABATEMENT,334111,INNOVATION,1326,1029,1350767874.82,718865579.81,58645,43761,12896,21575126625.98,1459010492.02,0,190805107.33,69.93,55743.3,1,2034-04-01
2010,INC000000637,CREDIT,541511,INNOVATION,1232,669,115589193.87,27288888.93,133697,328,275,1417581181.29,1079392668.65,0,14719900.85,88.65,99232.32,1,2026-07-06
2022,INC000000638,CREDIT,541511,HIRING,1890,988,762891555.06,361678944.83,121864,2456,1089,23099840188.01,17831740643.78,0,48421014.53,41.53,332120.24,0,2027-02-25
2013,INC000000639,CREDIT,236220,HIRING,1713,953,1917306921.32,1288592349.65,96373,71715,38445,9295480868.11,1506377137.89,0,252143840.78,41.53,33517.81,0,2033-03-10
2013,INC000000640,CREDIT,236220,EXPORT,129,78,1411578934.85,819878171.3,185137,15382,2956,28060946.73,19488988.19,0,123332577.23,77.44,277360.68,0,2033-10-17
2015,INC000000641,GRANT,237310,CAPEX,407,301,560365612.01,228503903.88,209706,84954,26963,7382871495.25,3929529339.79,0,2870980.55,12.24,8474.72,1,2029-08-23
2020,INC000000642,GRANT,311811,HIRING,1802,1289,1428040698.35,294370932.63,161172,1930,1727,18320912727.64,2942725846.09,0,127819220.53,60.4,170452.19,1,2029-10-19
2019,INC000000643,GRANT,325412,LOCATION,1869,774,1529630710.47,640261472.48,174571,18922,10833,9196862496.46,3555781051.21,0,164861450.22,71.59,59102.88,0,2026-05-21
2007,INC000000644,CREDIT,512110,EXPORT,2254,2069,951978145.57,492738524.9,20643,98566,58359,8207330167.46,5105747414.28,0,3489617.76,10.46,8443.23,0,2030-11-05
2008,INC000000645,GRANT,445110,INNOVATION,656,581,1803151508.57,1003974284.06,84388,49530,44567,23951067570.44,20123559149.69,0,96977523.51,70.58,22527.3,0,2035-05-02
2017,INC000000646,ABATEMENT,454110,INNOVATION,1021,754,684372163.28,339115040.25,221373,50774,23352,15849650112.72,6142853349.02,0,33245417.0,89.2,14521.88,0,2029-11-15
2018,INC000000647,ABATEMENT,334111,R_AND_D,263,176,1605405198.36,697237663.24,76470,104718,13428,1752369209.71,1626372915.71,0,185242370.3,34.98,51924.16,0,2028-12-23
2015,INC000000648,REBATE,325412,CAPEX,1301,1215,238883984.16,154256479.21,61699,76605,24719,21637522691.33,14538166765.66,0,35333646.03,52.95,6240.4,0,2035-12-05
2008,INC000000649,EXEMPTION,237310,BROWNFIELD,261,195,664035306.82,674419049.08,120307,86024,35769,2662782328.59,2130328630.9,0,76068956.79,49.38,18854.85,1,2032-06-18
2021,INC000000650,CREDIT,311811,LOCATION,2069,519,1191362403.1,806287214.18,55282,110374,22562,13097460194.99,13012828463.94,0,159742064.39,69.2,35736.51,1,2029-07-19
2021,INC000000651,REBATE,311811,CLEAN_ENERGY,2459,1119,574253877.2,319576310.42,76917,63907,45147,22760027398.48,15776349540.16,0,55026432.79,87.42,7078.57,0,2026-07-28
2012,INC000000652,LOAN,621111,HIRING,446,146,668606605.51,441810969.3,104513,36584,10699,9527821821.92,8542994552.03,0,60592696.97,10.04,41294.6,0,2033-09-23
2020,INC000000653,CREDIT,236220,CAPEX,1370,1015,1176103312.17,928150773.94,240758,90852,29876,22629010553.11,1447823669.91,0,91767794.19,31.65,31066.77,1,2032-07-29
2013,INC000000654,CREDIT,311811,BROWNFIELD,937,691,725683125.95,250669957.35,70848,41399,7996,10299717250.58,3713861995.91,0,44904564.75,0.34,31349.42,1,2035-01-29
2017,INC000000655,CREDIT,445110,HIRING,1464,406,244705769.62,165124844.16,96328,112326,112326,2549129962.6,2108409657.2,0,10366717.14,40.66,1470.05,1,2030-05-13
2018,INC000000656,LOAN,334111,EXPORT,1797,1047,49249474.09,5088524.28,31826,112818,102392,16315503814.39,8061743945.22,0,4989738.73,56.44,49.7,0,2030-02-22
2011,INC000000657,ABATEMENT,334111,R_AND_D,1836,1600,946190653.11,324408516.37,178492,98644,37166,17354133955.63,16456858535.96,0,114377074.85,86.72,8728.64,1,2031-05-02
2007,INC000000658,GRANT,512110,CAPEX,1793,707,843967782.55,329187424.73,90065,32667,17577,22059152266.45,12886715131.24,0,105366525.89,74.09,18728.31,0,2033-12-19
2015,INC000000659,REBATE,541511,R_AND_D,1752,1081,1219631354.45,1216274283.01,238861,40330,22233,15458785209.41,6737401045.25,0,36970768.97,81.26,54705.81,0,2035-10-30
2011,INC000000660,LOAN,454110,CLEAN_ENERGY,720,572,1414356031.82,1254089380.73,120496,57105,44010,17298627106.06,3998858669.92,0,80134276.24,48.49,28495.56,1,2034-03-11
2010,INC000000661,REBATE,325412,HIRING,2076,841,1302347793.12,587633392.52,154251,45317,32694,5818745417.33,4819093305.06,0,76696844.0,85.82,17973.74,0,2031-11-07
2018,INC000000662,EXEMPTION,237310,CLEAN_ENERGY,2356,934,1072620157.58,792150462.43,79196,98949,41638,2597827546.5,1686602191.45,0,5332341.82,0.63,19024.7,1,2030-04-25
2016,INC000000663,CREDIT,541511,R_AND_D,2292,1455,872914599.05,732634329.6,3617,28296,18569,24320214333.7,3391734134.24,0,58016625.14,37.1,39454.7,0,2027-07-11
2024,INC000000664,ABATEMENT,423450,HIRING,143,106,585348733.47,363639537.03,227035,94363,71884,2597501955.32,213973394.63,1,36281535.63,89.8,5058.7,0,2035-03-02
2024,INC000000665,CREDIT,325412,HIRING,767,249,1421780317.54,753222112.75,60729,25154,18101,9043562816.47,4766877180.11,0,83658888.8,23.06,41612.18,1,2026-07-08
2010,INC000000666,ABATEMENT,236220,CAPEX,2048,1479,207968309.19,170958638.51,17882,36653,20914,19964452556.25,19323591258.42,0,31055969.62,31.1,8174.36,1,2030-03-15
2013,INC000000667,EXEMPTION,454110,HIRING,1008,783,248129081.66,243490504.38,74378,40843,31854,13899879337.77,4454445916.11,0,2468419.17,38.57,7643.95,0,2027-11-09
2019,INC000000668,REBATE,237310,HIRING,498,389,771948757.84,352522039.41,54305,55461,32628,8307387165.63,1440647856.76,0,43607644.98,0.47,10804.28,0,2028-01-10
2024,INC000000669,ABATEMENT,423450,EXPORT,1795,679,1541037212.57,1080036027.99,248645,99358,67706,15238764628.88,10130375766.55,0,133505565.43,17.46,15951.85,0,2032-06-05
2023,INC000000670,GRANT,311811,TRAINING,1086,480,926396299.9,137484491.32,241730,14749,13082,16215546683.48,2394991907.99,0,78494613.37,84.45,10509.44,1,2029-06-30
2018,INC000000671,REBATE,236220,R_AND_D,1585,861,788781021.26,219705065.19,150169,85604,67829,4792367902.89,4328219044.39,0,33618476.49,40.14,3239.1,1,2026-11-22
2016,INC000000672,REBATE,621111,BROWNFIELD,762,407,1615961975.0,884645203.89,227952,30117,25040,654126768.77,399466690.16,0,66368922.61,69.65,35329.28,1,2034-02-10
2019,INC000000673,GRANT,621111,CLEAN_ENERGY,2307,732,509803998.19,389971611.67,1341,82852,67988,2687147056.78,1130005610.33,0,4037137.84,49.97,5735.89,1,2032-06-26
2024,INC000000674,ABATEMENT,423450,CLEAN_ENERGY,885,462,1108506746.58,484562238.66,87029,21803,5072,18064087104.77,14531222646.97,1,69413965.0,33.57,95536.72,0,2031-01-04
2018,INC000000675,GRANT,454110,CLEAN_ENERGY,1397,1167,1315007346.79,1249066288.12,67873,14320,9665,11069726071.24,6475396178.45,1,153506722.63,71.81,129236.04,0,2027-05-27
2010,INC000000676,ABATEMENT,621111,BROWNFIELD,416,371,823300682.62,761299017.27,28168,6560,4205,23227325099.77,16117309216.03,0,10969605.82,76.73,181046.14,1,2033-01-21
2008,INC000000677,LOAN,423450,INNOVATION,2273,1190,1324804154.81,176125958.44,116855,82539,66384,23841644707.85,22664469812.49,0,158984018.25,0.93,2653.14,0,2033-08-07
2011,INC000000678,CREDIT,423450,HIRING,333,189,419511353.44,65194077.57,48286,10991,6835,728279288.25,410347231.46,0,15824307.4,11.46,9538.27,1,2030-07-20
2014,INC000000679,CREDIT,445110,TRAINING,2255,868,1792492715.45,1788232160.89,81416,55593,17766,20000399824.19,5133901164.88,0,202109830.52,17.75,100654.74,1,2034-06-15
2023,INC000000680,GRANT,237310,CAPEX,591,226,302463021.92,246239858.79,76009,40704,26396,10192768020.35,2197379814.67,0,1891287.98,91.2,9328.68,0,2032-01-09
2021,INC000000681,REBATE,311811,CAPEX,803,503,667300367.9,384618914.2,160402,84759,44846,20491402575.04,12161225697.91,0,17548860.62,40.42,8576.44,1,2033-09-30
2014,INC000000682,REBATE,325412,CLEAN_ENERGY,1637,1210,510078733.16,253498066.51,232887,31401,7198,14285428200.72,5068773151.32,1,17430049.21,23.55,35217.85,0,2026-07-27
2015,INC000000683,LOAN,236220,BROWNFIELD,124,60,1664283837.86,1189824014.43,31557,40081,6849,8326119371.12,3546422958.83,0,119992818.21,59.69,173722.3,1,2035-02-03
2022,INC000000684,CREDIT,541511,EXPORT,899,815,1403999866.06,555317400.6,48820,28874,26605,12075741043.84,8750227572.93,0,31270678.07,83.32,20872.67,1,2033-09-01
2017,INC000000685,ABATEMENT,236220,R_AND_D,1707,1527,1637399692.06,477422173.71,242316,28936,16751,15310783014.27,12594712412.03,0,99996359.22,29.7,28501.11,0,2026-09-29
2016,INC000000686,ABATEMENT,311811,LOCATION,753,542,1570791002.8,1373264751.37,87147,120,57,22042768172.64,7924187672.95,0,75974459.58,10.55,24092364.06,0,2028-04-29
2013,INC000000687,GRANT,334111,BROWNFIELD,349,176,1843405297.43,593565369.94,16221,57393,41493,13164388831.17,5988196450.99,0,95316401.32,54.87,14305.19,1,2034-07-10
2020,INC000000688,CREDIT,423450,R_AND_D,207,158,1971337838.94,282392679.87,15615,59838,16273,10881804618.2,10958601631.78,0,20867113.63,34.53,17353.45,0,2030-09-25
2025,INC000000689,GRANT,236220,R_AND_D,1170,1089,1834014482.95,721395459.99,144286,114997,13977,4075692286.41,3070925451.46,0,161199237.23,37.8,51613.04,0,2028-09-14
2016,INC000000690,ABATEMENT,512110,HIRING,936,618,1333496072.99,1238029121.64,136242,19401,19401,6402470504.97,2623471116.36,0,133826256.1,94.31,63812.64,0,2026-01-09
2016,INC000000691,REBATE,325412,HIRING,1789,909,1823604136.0,1003258503.76,67702,12731,7795,7866579051.3,6721585900.95,0,189852305.57,80.12,128705.39,0,2032-01-10
2024,INC000000692,LOAN,621111,BROWNFIELD,2264,1549,1691271765.8,812024585.59,236282,78107,78107,3075537881.39,2447587477.56,0,117463368.77,99.44,10396.31,1,2030-09-29
2023,INC000000693,CREDIT,423450,EXPORT,1327,427,1584762920.78,467417595.33,235460,24309,6411,24426781744.48,22289292170.12,0,107387898.48,33.94,72908.69,0,2028-12-23
2010,INC000000694,CREDIT,325412,EXPORT,2003,871,421122967.75,269222426.51,65436,10243,7216,24950442028.34,6644231055.64,1,38568484.46,97.95,37309.09,0,2030-04-08
2013,INC000000695,ABATEMENT,236220,EXPORT,1843,947,1969785556.52,1452685028.7,201165,78715,30119,21506835996.3,13113798989.18,0,84506069.88,92.3,48231.52,0,2030-03-28
2014,INC000000696,REBATE,454110,TRAINING,388,117,1039077855.01,655140180.05,135398,51971,48388,14280584616.12,3010722294.01,1,79298006.29,63.93,13539.31,0,2030-06-14
2021,INC000000697,LOAN,236220,CLEAN_ENERGY,1938,663,1177887675.21,807946387.69,129882,64395,7096,24098081024.9,10449792554.86,1,34792343.51,43.47,113859.41,1,2030-01-28
2019,INC000000698,CREDIT,423450,R_AND_D,595,494,236177384.35,142394549.56,181689,69237,55380,20497007000.74,12654241934.73,0,11489753.7,98.51,2571.23,0,2035-04-26
2014,INC000000699,OTHER,423450,EXPORT,2320,1368,537584066.97,557327292.86,113095,46390,27800,12900749064.69,7368738379.74,0,6674216.29,19.5,20047.74,1,2029-07-14
2008,INC000000700,CREDIT,541511,LOCATION,86,52,1815502575.83,1181823685.8,232557,119105,21716,21175933895.23,5289431101.09,0,238231345.94,7.91,54421.79,1,2028-11-28
2019,INC000000701,REBATE,454110,R_AND_D,931,755,529293603.76,395412120.77,93827,25863,11428,7774767973.1,2191502703.07,0,43092214.34,63.96,34600.29,0,2029-11-18
2017,INC000000702,ABATEMENT,237310,BROWNFIELD,2489,2043,372361767.71,274231432.45,127147,102017,45900,20057514308.38,8737251421.7,0,41504599.13,4.81,5974.54,0,2029-02-18
2012,INC000000703,OTHER,237310,BROWNFIELD,2391,1876,796290367.55,805936266.56,118706,90335,21760,19461929511.81,13637697023.16,0,47788142.16,26.99,37037.51,1,2027-02-02
2014,INC000000704,REBATE,621111,HIRING,765,194,872312934.28,257118010.92,151504,63605,43553,67561835.83,4700298.65,0,11858334.72,66.54,5903.57,0,2032-08-29
2022,INC000000705,OTHER,237310,CAPEX,1118,1007,169032093.78,76117131.98,55021,39784,20503,197163232.68,123544954.77,0,11961121.31,69.52,3712.49,1,2034-08-21
2018,INC000000706,CREDIT,236220,R_AND_D,1259,1009,1752204343.17,1153312276.71,169742,118888,48850,7260082359.04,5500061406.81,0,12059887.47,14.25,23609.26,0,2026-05-17
2020,INC000000707,REBATE,311811,CAPEX,1919,1438,1698111187.61,1471908908.48,153541,7842,5153,11343147869.57,4518290298.87,0,182999127.27,13.98,285641.16,0,2034-05-14
2014,INC000000708,ABATEMENT,236220,LOCATION,1634,1523,444360053.41,119793871.21,201722,116406,109489,21366678314.75,11747303289.47,0,29557126.29,49.91,1094.12,1,2032-01-29
2010,INC000000709,CREDIT,541511,EXPORT,2161,1626,822939343.17,576969528.68,96320,26015,4966,3892087757.18,2814240355.13,0,20044052.74,92.34,116183.96,1,2035-10-31
2009,INC000000710,CREDIT,541511,EXPORT,1509,1325,431962610.29,118292430.56,102863,84405,47424,21275043929.54,20015167061.6,0,44145875.48,38.11,2494.36,0,2032-05-28
2013,INC000000711,CREDIT,236220,BROWNFIELD,1415,447,1217133256.17,1032077389.51,192722,63111,27830,12587060584.92,9994086430.92,0,110031505.8,17.74,37085.07,0,2026-11-09
2019,INC000000712,REBATE,236220,LOCATION,220,168,1747701178.0,1554187639.96,144489,99101,99101,9694410078.37,7022109622.04,0,10967181.94,52.73,15682.87,0,2032-10-26
2020,INC000000713,REBATE,237310,CAPEX,2027,1153,1103066897.61,408944367.11,56339,34410,26231,5596321479.77,5035210258.8,0,24904656.41,90.15,15590.12,0,2034-12-07
2023,INC000000714,CREDIT,454110,EXPORT,1304,530,115643509.1,60159995.07,181949,99827,13505,24965135937.34,20712299588.76,0,3532519.34,44.4,4454.65,1,2029-12-22
2011,INC000000715,EXEMPTION,236220,TRAINING,1559,1236,1814587233.99,1296626977.99,97081,49369,22877,4557163919.24,2564362635.38,0,157669525.84,41.23,56678.19,0,2034-08-20
2025,INC000000716,CREDIT,237310,TRAINING,1420,1032,1246210932.55,721376751.49,241530,33270,28437,13491711060.41,9379787792.31,0,165436839.65,16.33,25367.54,0,2029-08-30
2021,INC000000717,GRANT,236220,TRAINING,729,690,443359015.2,175336408.97,97160,20844,6850,20498872642.47,14226843646.82,0,59242136.25,81.53,25596.56,1,2027-08-08
2023,INC000000718,CREDIT,423450,TRAINING,1254,572,74646945.0,73222514.35,175249,85728,59001,12501495139.96,9772505823.52,0,1672199.52,39.67,1241.04,1,2033-07-06
2019,INC000000719,CREDIT,445110,INNOVATION,2497,2228,1603479628.27,381884317.75,142448,35717,25993,12268803855.1,3620706870.98,0,220135829.56,79.67,14691.81,0,2030-09-01
2018,INC000000720,REBATE,311811,R_AND_D,1061,459,1467008833.55,812101521.73,149630,66589,12880,4327598182.55,2957911213.66,0,28363461.01,22.93,63051.36,0,2034-12-19
2022,INC000000721,ABATEMENT,311811,CLEAN_ENERGY,2498,758,557028787.53,378679612.99,112242,34933,5796,19285442324.35,14065519369.33,0,41635778.19,86.85,65334.65,0,2035-07-20
2024,INC000000722,CREDIT,237310,BROWNFIELD,2025,1827,1276608729.7,1222550744.26,136548,82191,68000,12593099640.01,5276893708.83,0,75902391.49,5.84,17978.69,1,2031-05-21
2025,INC000000723,CREDIT,325412,INNOVATION,1147,907,1166973675.54,1172720586.61,54843,45502,8056,12521084641.22,10239148636.97,0,62043499.56,37.9,145571.08,1,2032-07-27
2013,INC000000724,CREDIT,512110,INNOVATION,142,128,847916541.48,326426006.75,191241,115127,99336,23347499125.47,17567668472.31,0,46652962.64,76.73,3286.08,1,2031-01-24
2022,INC000000725,ABATEMENT,512110,EXPORT,598,368,1056702526.4,352022323.96,80115,72419,42203,5963225504.08,5483245314.09,0,118603740.11,13.46,8341.17,0,2034-04-22
2022,INC000000726,CREDIT,237310,CAPEX,1784,1146,919306015.76,911079339.37,132096,75923,53935,24758426426.96,22730623361.81,0,24126721.89,47.68,16892.17,0,2026-08-17
2007,INC000000727,LOAN,334111,CAPEX,2209,728,95944713.09,59740440.54,206867,42052,36362,1828952125.74,584185424.96,0,12477983.47,81.04,1642.94,0,2029-06-16
2022,INC000000728,CREDIT,311811,EXPORT,916,533,878059991.5,652719138.41,182333,75013,40574,17453685486.8,13854271623.38,0,109149336.42,21.42,16087.13,1,2031-11-26
2025,INC000000729,EXEMPTION,541511,R_AND_D,1381,1032,1244058783.61,405404970.14,41479,56309,7473,18774953192.87,14240889194.38,0,130445177.76,44.97,54249.29,1,2033-07-31
2017,INC000000730,REBATE,621111,LOCATION,1529,654,867154099.61,465560531.47,223983,109391,14683,8241404099.49,6265841992.44,0,13379839.72,84.07,31707.45,0,2030-07-21
2024,INC000000731,CREDIT,236220,INNOVATION,1903,946,1761423264.8,550402932.09,198191,114369,15918,12406703320.65,5047271359.66,0,240590442.74,62.6,34577.39,1,2031-01-03
2021,INC000000732,CREDIT,311811,HIRING,217,90,971561088.57,169692668.61,15872,109871,38421,20802581612.67,1666178299.67,0,31484733.67,89.08,4416.66,1,2026-02-10
2009,INC000000733,ABATEMENT,454110,INNOVATION,851,541,781677195.2,143045248.83,186795,83460,74960,6830570714.49,1611434312.03,0,52121054.22,46.03,1908.29,0,2035-03-02
2014,INC000000734,REBATE,325412,TRAINING,1335,1263,585183018.68,562699062.26,37506,84446,84446,21662418574.28,12899680608.06,0,21501934.21,2.73,6663.42,1,2026-10-24
2010,INC000000735,CREDIT,237310,CLEAN_ENERGY,2108,817,1691989914.45,340994685.8,128119,22144,21197,4871576001.0,3217418200.54,0,249440362.74,9.67,16086.93,0,2031-04-02
2011,INC000000736,CREDIT,423450,LOCATION,1024,264,1542455847.87,951910857.87,109469,99492,38046,13667059819.26,7503915881.33,0,230672750.21,96.72,25020.0,0,2027-12-11
2022,INC000000737,LOAN,325412,CAPEX,1807,783,228646651.11,131840954.39,223191,41008,34068,20339974163.44,10546489217.29,1,23658968.01,60.5,3869.94,0,2035-02-12
2022,INC000000738,REBATE,334111,LOCATION,1709,1569,82061218.46,28607387.77,68996,61975,10654,18273988119.89,7055247531.18,0,4291874.17,69.26,2685.13,0,2033-02-07
2014,INC000000739,CREDIT,423450,HIRING,1571,1431,534199280.9,558517261.15,242432,39840,35181,17482151452.55,9365478590.51,0,436110.37,84.75,15875.54,1,2033-05-15
2013,INC000000740,ABATEMENT,334111,CLEAN_ENERGY,1591,427,286111928.21,225123286.01,153522,68435,49364,3991182349.71,2686861624.69,0,32835232.2,87.17,4560.47,0,2035-02-05
2022,INC000000741,REBATE,454110,R_AND_D,76,26,1386433631.65,1005907423.99,237823,62301,37353,16999791534.64,13820256635.09,0,44731419.73,48.26,26929.76,1,2034-07-16
2023,INC000000742,ABATEMENT,334111,R_AND_D,960,809,761132117.38,565001087.82,197729,60692,15475,9633720722.47,6096656921.36,0,68920795.98,78.93,36510.57,1,2032-06-19
2018,INC000000743,CREDIT,541511,BROWNFIELD,2382,2023,316723368.34,176144667.77,79714,25395,25395,1540091380.75,88898520.97,0,41516936.26,35.03,6936.19,0,2030-06-18
2025,INC000000744,EXEMPTION,445110,CLEAN_ENERGY,1771,1056,763674990.8,307870479.29,249612,24742,23953,13176669377.04,5714156168.76,0,29476094.75,69.8,12853.11,1,2028-08-30
2025,INC000000745,CREDIT,334111,INNOVATION,882,538,322390636.16,58306715.29,239899,100510,100510,143109819.03,34318092.32,0,43593432.65,91.18,580.11,0,2026-02-22
