qol_green_reference_year,qol_green_city_id,qol_green_country_iso2,qol_green_population_city,qol_green_green_space_m2_per_capita,qol_green_tree_canopy_cover_pct,qol_green_park_access_10min_walk_pct,qol_green_active_mobility_infrastructure_index,qol_green_air_quality_index,qol_green_noise_exposure_index,qol_green_heat_island_index,qol_green_flood_risk_exposure_pct,qol_green_waste_recycling_rate_pct,qol_green_water_leakage_rate_pct,qol_green_public_transport_accessibility_index,qol_green_housing_energy_efficiency_index,qol_green_climate_neutral_city_mission_flag,qol_green_data_source,qol_green_last_update_date,qol_green_data_extract_date
2018,CITY_HU_1827,HU,3989757,60.08,20.48,80.33,43.38,82.11,74.36,48.59,17.36,47.21,7.58,99.93,40.3,0,URBAN_AUDIT,2025-12-12,2025-03-24
2019,CITY_LU_1864,LU,31781,19.43,21.65,85.02,34.36,44.11,62.57,55.93,12.55,45.42,23.76,39.13,62.73,0,COPERNICUS_URBAN_ATLAS,2026-01-18,2025-11-23
2020,CITY_RO_1901,RO,2997628,21.96,10.31,66.37,59.55,33.27,41.32,63.38,8.76,31.52,10.25,60.44,76.26,0,CITY_ADMIN_DATA,2026-02-24,2025-02-17
2021,CITY_AT_1938,AT,2184437,43.32,38.44,55.25,32.52,33.78,52.43,54.73,3.07,43.75,12.51,54.9,79.76,0,EEA_CITY_ENV_EXPORT,2010-02-05,2025-10-13
2022,CITY_CZ_1975,CZ,5355673,56.63,28.5,90.34,79.47,86.22,60.65,51.0,14.8,28.52,21.18,78.97,68.27,0,URBAN_AUDIT,2010-03-14,2025-02-18
2023,CITY_DE_2012,DE,7549146,11.6,8.65,74.14,30.08,44.15,42.96,31.54,5.33,39.32,17.21,99.25,71.0,0,COPERNICUS_URBAN_ATLAS,2010-04-20,2025-06-02
2024,CITY_LV_2049,LV,5315575,37.35,34.71,96.32,55.27,53.85,49.1,41.3,14.28,41.53,20.41,93.58,76.37,0,CITY_ADMIN_DATA,2010-05-27,2025-07-19
2025,CITY_PL_2086,PL,2207961,10.06,29.52,93.75,41.27,58.84,48.95,63.34,16.23,33.94,18.49,55.48,77.16,0,EEA_CITY_ENV_EXPORT,2010-07-03,2025-07-21
2006,CITY_ES_2123,ES,2670513,21.34,14.6,69.36,43.98,38.9,75.31,88.0,11.48,39.3,5.83,51.96,71.07,0,URBAN_AUDIT,2010-08-09,2025-02-19
2007,CITY_HR_2160,HR,3948345,44.75,10.37,75.27,49.53,45.44,40.7,53.57,11.66,50.9,15.54,100.0,33.09,0,COPERNICUS_URBAN_ATLAS,2010-09-15,2024-09-06
2008,CITY_FI_2197,FI,4698770,66.63,20.61,86.12,59.88,60.67,83.56,34.9,6.85,19.71,20.13,96.06,69.09,0,CITY_ADMIN_DATA,2010-10-22,2024-07-26
2009,CITY_IE_2234,IE,4072452,47.2,12.79,43.99,37.31,40.47,69.85,64.0,6.55,56.38,16.79,38.61,66.83,0,EEA_CITY_ENV_EXPORT,2010-11-28,2024-06-17
2010,CITY_MT_2271,MT,837419,26.03,29.69,82.46,29.15,50.12,40.51,24.26,10.2,19.09,19.62,42.44,58.87,0,URBAN_AUDIT,2011-01-04,2025-05-31
2011,CITY_SK_2308,SK,5876174,19.13,27.74,96.84,76.92,81.85,75.37,40.24,4.55,29.11,25.48,95.3,38.5,0,COPERNICUS_URBAN_ATLAS,2011-02-10,2025-08-31
2012,CITY_BE_2345,BE,5317588,30.27,30.89,56.24,78.44,80.22,79.92,47.57,9.95,49.83,17.38,39.18,59.13,0,CITY_ADMIN_DATA,2011-03-19,2024-07-02
2013,CITY_DK_2382,DK,2289482,49.01,14.8,75.83,50.78,90.72,40.25,17.91,11.74,49.95,24.36,53.18,71.01,0,EEA_CITY_ENV_EXPORT,2011-04-25,2024-07-15
2014,CITY_GR_2419,GR,1517109,40.89,32.56,90.03,30.2,57.63,82.76,39.82,16.59,45.99,20.43,60.71,69.97,0,URBAN_AUDIT,2011-06-01,2024-12-16
2015,CITY_LT_2456,LT,4917175,54.99,30.2,71.89,61.13,86.19,39.98,49.07,5.95,49.2,17.24,52.77,34.92,0,COPERNICUS_URBAN_ATLAS,2011-07-08,2025-05-16
2016,CITY_PT_2493,PT,1787773,46.86,10.09,48.44,52.62,46.21,42.52,60.83,1.74,41.16,7.86,48.07,47.58,0,CITY_ADMIN_DATA,2011-08-14,2025-04-16
2017,CITY_SE_2530,SE,75569,33.33,26.02,59.61,73.27,88.81,52.02,35.32,15.66,67.56,18.5,35.04,66.83,0,EEA_CITY_ENV_EXPORT,2011-09-20,2025-08-05
2018,CITY_CY_2567,CY,639151,59.75,37.74,47.76,60.88,75.97,58.55,37.84,4.45,34.91,22.11,88.1,83.72,0,URBAN_AUDIT,2011-10-27,2025-06-16
2019,CITY_FR_2604,FR,5830172,46.37,9.18,65.23,71.31,49.52,68.82,41.16,7.61,21.73,15.98,90.08,77.07,0,COPERNICUS_URBAN_ATLAS,2011-12-03,2024-12-21
2020,CITY_IT_2641,IT,3163340,11.94,8.31,80.62,76.59,76.83,35.85,85.14,16.13,49.68,16.56,41.75,42.09,0,CITY_ADMIN_DATA,2012-01-09,2026-01-08
2021,CITY_NL_2678,NL,430046,14.76,30.76,92.54,57.21,73.27,19.69,20.55,10.48,53.53,18.04,64.84,79.41,0,EEA_CITY_ENV_EXPORT,2012-02-15,2025-05-15
2022,CITY_SI_2715,SI,3251656,57.96,33.3,51.73,77.9,86.43,53.01,70.2,11.65,37.14,17.63,44.89,80.25,0,URBAN_AUDIT,2012-03-23,2026-02-06
2023,CITY_BG_2752,BG,3222439,30.89,21.4,71.41,50.56,35.26,86.56,25.23,6.09,50.87,26.14,57.46,58.01,1,COPERNICUS_URBAN_ATLAS,2012-04-29,2024-08-18
2024,CITY_EE_2789,EE,3944662,61.07,32.52,54.7,47.06,66.32,33.52,41.16,9.12,25.49,20.88,44.1,74.92,0,CITY_ADMIN_DATA,2012-06-05,2026-01-14
2025,CITY_HU_2826,HU,4103669,28.02,22.36,52.31,71.71,36.44,36.66,26.66,10.12,48.71,14.03,60.23,60.65,0,EEA_CITY_ENV_EXPORT,2012-07-12,2024-09-04
2006,CITY_LU_2863,LU,3498872,51.37,37.15,78.06,46.31,37.48,41.2,41.3,18.45,43.05,11.18,84.3,70.36,0,URBAN_AUDIT,2012-08-18,2025-10-18
2007,CITY_RO_2900,RO,1962367,15.05,7.59,53.07,68.74,71.81,60.25,54.17,16.72,47.73,9.38,81.0,67.42,0,COPERNICUS_URBAN_ATLAS,2012-09-24,2025-09-05
2008,CITY_AT_2937,AT,118859,55.62,13.49,58.92,25.1,86.31,18.85,47.57,12.63,29.42,21.67,78.48,39.26,0,CITY_ADMIN_DATA,2012-10-31,2025-01-15
2009,CITY_CZ_2974,CZ,1774891,7.86,24.09,80.31,35.44,71.24,47.79,38.42,8.77,42.19,12.96,71.79,56.28,0,EEA_CITY_ENV_EXPORT,2012-12-07,2024-03-29
2010,CITY_DE_3011,DE,1211582,7.83,25.22,78.19,30.8,41.0,41.95,61.75,15.99,23.81,7.41,45.2,51.11,0,URBAN_AUDIT,2013-01-13,2025-04-26
2011,CITY_LV_3048,LV,124527,46.18,21.01,59.76,51.84,52.29,56.26,58.47,1.22,49.69,24.04,48.58,46.58,0,COPERNICUS_URBAN_ATLAS,2013-02-19,2024-04-27
2012,CITY_PL_3085,PL,1703734,9.29,29.68,96.25,23.32,33.68,22.69,38.45,13.71,35.63,24.14,46.78,66.14,0,CITY_ADMIN_DATA,2013-03-28,2025-03-05
2013,CITY_ES_3122,ES,3944331,38.77,15.22,77.99,63.44,66.5,51.88,67.83,3.14,26.82,22.21,89.68,56.69,0,EEA_CITY_ENV_EXPORT,2013-05-04,2024-12-12
2014,CITY_HR_3159,HR,958074,17.73,24.89,75.42,73.02,64.43,34.96,25.19,10.5,47.32,10.35,73.43,59.85,0,URBAN_AUDIT,2013-06-10,2024-06-12
2015,CITY_FI_3196,FI,3584211,24.75,13.65,49.45,60.87,68.02,54.19,32.06,9.14,32.32,24.18,70.18,69.5,0,COPERNICUS_URBAN_ATLAS,2013-07-17,2025-03-21
2016,CITY_IE_3233,IE,3635797,48.73,30.68,83.17,29.19,84.91,53.36,75.44,18.53,47.3,14.39,98.42,71.87,0,CITY_ADMIN_DATA,2013-08-23,2026-02-07
2017,CITY_MT_3270,MT,3545420,61.16,14.69,84.66,45.39,33.94,49.23,21.68,17.73,18.06,11.75,71.67,52.24,0,EEA_CITY_ENV_EXPORT,2013-09-29,2024-01-03
2018,CITY_SK_3307,SK,2895767,41.74,9.34,65.13,29.44,56.79,86.8,33.45,1.4,25.69,15.96,68.17,67.68,0,URBAN_AUDIT,2013-11-05,2024-10-05
2019,CITY_BE_3344,BE,3982926,24.44,29.34,84.45,48.44,72.89,30.7,50.18,7.15,43.5,8.96,80.15,50.27,0,COPERNICUS_URBAN_ATLAS,2013-12-12,2025-06-13
2020,CITY_DK_3381,DK,1158785,67.15,15.93,56.58,91.04,85.65,68.6,65.1,8.5,24.05,23.39,55.89,56.99,0,CITY_ADMIN_DATA,2014-01-18,2025-11-27
2021,CITY_GR_3418,GR,5596616,40.98,11.16,71.93,77.4,70.62,32.44,28.95,14.71,22.82,26.6,65.65,40.68,1,EEA_CITY_ENV_EXPORT,2014-02-24,2024-03-12
2022,CITY_LT_3455,LT,3789509,33.62,9.24,53.67,31.0,37.03,43.99,55.07,2.38,32.56,20.36,71.71,49.81,1,URBAN_AUDIT,2014-04-02,2025-04-14
2023,CITY_PT_3492,PT,4465439,25.38,31.32,96.97,64.85,50.51,34.05,51.78,6.96,20.45,13.29,78.85,38.7,0,COPERNICUS_URBAN_ATLAS,2014-05-09,2024-11-11
2024,CITY_SE_3529,SE,613343,45.66,9.96,79.35,64.55,85.08,26.27,41.69,13.77,63.83,25.84,98.09,43.12,0,CITY_ADMIN_DATA,2014-06-15,2024-08-15
2025,CITY_CY_3566,CY,3401160,27.53,9.46,47.5,61.22,58.49,26.32,26.0,17.58,29.03,10.61,63.44,45.23,1,EEA_CITY_ENV_EXPORT,2014-07-22,2025-03-01
2006,CITY_FR_3603,FR,5986962,22.85,30.74,70.04,67.27,62.29,69.52,24.79,17.45,46.75,18.48,73.72,70.29,0,URBAN_AUDIT,2014-08-28,2024-09-14
2007,CITY_IT_3640,IT,622715,8.32,23.69,88.21,44.22,73.7,49.05,57.71,17.58,32.46,21.17,65.36,62.04,0,COPERNICUS_URBAN_ATLAS,2014-10-04,2025-08-14
2008,CITY_NL_3677,NL,3954357,8.97,31.67,93.7,74.56,59.81,59.37,42.68,11.5,24.19,19.74,44.88,66.04,0,CITY_ADMIN_DATA,2014-11-10,2025-12-16
2009,CITY_SI_3714,SI,577776,55.27,36.97,81.17,45.7,81.18,26.58,26.08,8.63,52.36,9.38,75.7,37.79,0,EEA_CITY_ENV_EXPORT,2014-12-17,2025-11-20
2010,CITY_BG_3751,BG,4386893,50.94,36.65,78.52,38.62,65.0,73.56,69.87,5.27,40.4,26.21,82.46,58.66,0,URBAN_AUDIT,2015-01-23,2026-01-27
2011,CITY_EE_3788,EE,1154118,31.34,19.52,70.62,68.06,71.86,36.47,69.99,14.38,50.23,26.24,39.17,55.9,0,COPERNICUS_URBAN_ATLAS,2015-03-01,2025-12-25
2012,CITY_HU_3825,HU,4600561,16.4,10.83,63.6,72.0,44.74,87.22,30.96,8.19,36.15,14.89,78.55,32.46,0,CITY_ADMIN_DATA,2015-04-07,2026-01-20
2013,CITY_LU_3862,LU,1111624,17.32,9.24,52.64,52.0,38.2,85.8,23.77,14.76,50.87,9.93,84.0,38.42,0,EEA_CITY_ENV_EXPORT,2015-05-14,2025-06-15
2014,CITY_RO_3899,RO,5199566,11.5,29.88,69.39,66.7,69.86,72.85,23.69,16.6,29.71,28.48,76.59,63.98,0,URBAN_AUDIT,2015-06-20,2024-02-06
2015,CITY_AT_3936,AT,86577,38.19,30.16,67.72,65.83,63.87,47.58,21.85,12.35,31.57,6.68,61.41,80.0,0,COPERNICUS_URBAN_ATLAS,2015-07-27,2024-01-08
2016,CITY_CZ_3973,CZ,2290578,19.82,15.8,50.9,26.98,40.85,26.44,22.39,7.9,52.74,24.07,98.93,46.69,0,CITY_ADMIN_DATA,2015-09-02,2026-01-01
2017,CITY_DE_4010,DE,5489379,34.59,31.59,50.55,41.36,50.33,33.47,31.8,1.79,52.75,23.67,77.76,39.42,0,EEA_CITY_ENV_EXPORT,2015-10-09,2025-12-28
2018,CITY_LV_4047,LV,845218,56.03,9.78,68.14,59.88,46.25,69.82,29.29,4.2,51.84,22.38,64.94,71.86,0,URBAN_AUDIT,2015-11-15,2024-01-22
2019,CITY_PL_4084,PL,6994085,44.76,26.45,87.48,29.06,54.18,53.16,72.07,4.14,47.43,23.47,84.06,45.12,0,COPERNICUS_URBAN_ATLAS,2015-12-22,2026-02-01
2020,CITY_ES_4121,ES,6030252,46.7,30.54,55.27,32.31,86.52,56.51,85.12,2.64,29.44,12.88,70.92,51.32,0,CITY_ADMIN_DATA,2016-01-28,2025-07-07
2021,CITY_HR_4158,HR,4205036,30.55,31.21,90.21,59.62,74.1,53.32,68.61,5.59,54.59,14.68,86.58,66.89,0,EEA_CITY_ENV_EXPORT,2016-03-05,2025-10-13
2022,CITY_FI_4195,FI,1844533,43.13,23.93,74.61,69.18,79.24,53.66,59.26,7.97,42.72,12.8,91.29,70.94,0,URBAN_AUDIT,2016-04-11,2025-08-12
2023,CITY_IE_4232,IE,1137767,11.03,22.35,92.63,55.57,62.96,47.85,61.14,4.34,20.97,8.61,80.83,66.97,0,COPERNICUS_URBAN_ATLAS,2016-05-18,2024-07-10
2024,CITY_MT_4269,MT,2428539,8.56,11.56,60.44,65.79,41.91,57.46,70.74,12.41,38.71,14.03,44.14,55.53,0,CITY_ADMIN_DATA,2016-06-24,2024-11-27
2025,CITY_SK_4306,SK,2238159,10.95,12.83,53.35,59.6,85.92,41.81,22.67,2.15,26.37,8.88,78.34,70.61,0,EEA_CITY_ENV_EXPORT,2016-07-31,2025-04-24
2006,CITY_BE_4343,BE,2989927,35.54,17.1,60.14,24.61,84.06,84.48,41.68,8.75,28.05,21.34,87.36,60.91,0,URBAN_AUDIT,2016-09-06,2026-01-21
2007,CITY_DK_4380,DK,3368336,58.88,16.41,80.3,29.1,37.93,82.86,57.09,1.18,40.26,25.07,42.45,61.58,0,COPERNICUS_URBAN_ATLAS,2016-10-13,2024-04-09
2008,CITY_GR_4417,GR,4358897,22.67,9.53,61.72,32.31,60.44,83.01,91.7,11.16,48.21,11.04,75.08,67.27,0,CITY_ADMIN_DATA,2016-11-19,2024-12-01
2009,CITY_LT_4454,LT,2273747,39.49,18.86,57.15,26.38,40.49,56.72,60.4,17.05,42.15,10.42,41.64,62.39,0,EEA_CITY_ENV_EXPORT,2016-12-26,2024-10-07
2010,CITY_PT_4491,PT,5019843,28.44,16.68,59.44,77.29,67.43,68.5,63.19,17.45,32.69,22.24,97.41,61.63,0,URBAN_AUDIT,2017-02-01,2024-10-12
2011,CITY_SE_4528,SE,5554662,31.71,27.51,80.89,64.62,62.74,51.42,39.77,11.23,63.95,15.68,72.68,61.67,0,COPERNICUS_URBAN_ATLAS,2017-03-10,2025-07-06
2012,CITY_CY_4565,CY,1483347,57.54,34.7,70.03,59.62,68.55,68.68,75.08,1.37,37.07,6.87,52.29,56.76,0,CITY_ADMIN_DATA,2017-04-16,2025-02-01
2013,CITY_FR_4602,FR,1986353,48.73,9.12,66.03,37.08,85.05,27.64,41.06,17.49,56.39,7.23,96.34,61.3,0,EEA_CITY_ENV_EXPORT,2017-05-23,2025-12-18
2014,CITY_IT_4639,IT,3668140,31.88,11.0,80.21,47.03,62.33,75.36,96.64,11.33,43.09,13.18,71.41,41.68,0,URBAN_AUDIT,2017-06-29,2025-10-27
2015,CITY_NL_4676,NL,3391054,57.39,23.64,50.03,38.36,46.14,36.23,61.54,6.32,39.69,6.66,49.48,75.6,0,COPERNICUS_URBAN_ATLAS,2017-08-05,2025-04-08
2016,CITY_SI_4713,SI,6109078,47.23,26.05,75.52,33.07,80.65,73.31,48.91,16.9,49.16,24.25,81.45,39.64,0,CITY_ADMIN_DATA,2017-09-11,2024-04-05
2017,CITY_BG_4750,BG,1486521,35.62,34.73,94.44,71.26,34.54,54.27,56.98,16.02,54.66,11.65,74.84,58.88,0,EEA_CITY_ENV_EXPORT,2017-10-18,2025-05-21
2018,CITY_EE_4787,EE,2428721,47.87,29.69,67.23,40.91,49.9,29.73,47.04,12.82,55.65,20.84,43.1,38.97,0,URBAN_AUDIT,2017-11-24,2025-06-01
2019,CITY_HU_4824,HU,5154136,27.96,23.37,63.7,51.89,43.02,64.57,19.77,10.14,35.52,9.62,83.73,63.54,0,COPERNICUS_URBAN_ATLAS,2017-12-31,2025-12-12
2020,CITY_LU_4861,LU,4521417,60.04,33.33,63.32,58.69,37.74,81.86,22.41,2.28,32.72,22.37,53.04,80.49,0,CITY_ADMIN_DATA,2018-02-06,2025-12-18
2021,CITY_RO_4898,RO,1930322,30.35,22.9,55.49,47.68,87.02,51.43,58.04,2.93,47.49,7.05,38.72,63.34,0,EEA_CITY_ENV_EXPORT,2018-03-15,2024-03-11
2022,CITY_AT_4935,AT,1566618,55.34,12.77,82.64,59.72,45.55,73.87,52.71,14.51,50.55,12.72,79.96,95.34,0,URBAN_AUDIT,2018-04-21,2024-04-07
2023,CITY_CZ_4972,CZ,3041438,41.05,12.6,67.21,42.66,68.45,51.74,73.37,17.25,20.61,6.45,99.75,75.44,0,COPERNICUS_URBAN_ATLAS,2018-05-28,2024-12-06
2024,CITY_DE_5009,DE,3173480,34.98,12.59,68.46,67.69,86.59,56.53,40.71,10.0,57.8,7.56,96.65,54.39,0,CITY_ADMIN_DATA,2018-07-04,2025-06-08
2025,CITY_LV_5046,LV,4998277,23.39,12.94,72.15,48.67,83.3,59.4,47.83,16.09,26.64,16.1,91.41,89.42,0,EEA_CITY_ENV_EXPORT,2018-08-10,2024-03-17
2006,CITY_PL_5083,PL,4712251,32.97,35.49,73.33,45.84,54.09,48.41,40.6,4.2,19.42,19.07,90.89,53.81,0,URBAN_AUDIT,2018-09-16,2024-08-16
2007,CITY_ES_5120,ES,7355477,10.61,28.84,68.15,35.45,66.43,30.74,57.58,3.31,55.93,5.77,50.37,66.29,0,COPERNICUS_URBAN_ATLAS,2018-10-23,2024-03-13
2008,CITY_HR_5157,HR,5262645,42.5,31.95,49.04,24.91,55.89,84.75,15.73,15.91,57.14,15.37,40.6,48.99,0,CITY_ADMIN_DATA,2018-11-29,2025-12-15
2009,CITY_FI_5194,FI,2793269,34.36,28.5,56.62,34.11,71.52,37.84,37.87,17.42,26.85,24.07,87.58,37.11,0,EEA_CITY_ENV_EXPORT,2019-01-05,2024-06-10
2010,CITY_IE_5231,IE,1303578,35.15,31.67,50.34,76.45,47.58,65.95,70.11,14.51,16.26,20.12,93.09,78.92,0,URBAN_AUDIT,2019-02-11,2025-10-23
2011,CITY_MT_5268,MT,2706606,34.58,20.57,79.29,46.52,41.97,71.1,59.08,8.62,38.09,17.99,88.79,52.89,0,COPERNICUS_URBAN_ATLAS,2019-03-20,2024-12-16
2012,CITY_SK_5305,SK,715950,21.99,26.61,96.49,31.72,38.25,43.13,39.24,3.05,49.08,25.79,63.0,63.81,0,CITY_ADMIN_DATA,2019-04-26,2025-01-18
2013,CITY_BE_5342,BE,4171280,25.83,19.34,60.84,25.58,85.87,44.01,45.48,22.24,66.25,23.14,45.69,53.71,0,EEA_CITY_ENV_EXPORT,2019-06-02,2024-06-29
2014,CITY_DK_5379,DK,4469550,21.57,31.38,59.54,92.58,87.48,35.29,46.52,4.52,41.04,20.66,82.99,83.02,0,URBAN_AUDIT,2019-07-09,2025-02-04
2015,CITY_GR_5416,GR,5225452,56.83,14.09,79.98,70.5,78.33,83.23,20.15,15.76,40.94,20.37,76.22,49.05,0,COPERNICUS_URBAN_ATLAS,2019-08-15,2024-02-11
2016,CITY_LT_5453,LT,5370849,21.39,9.71,42.94,41.13,35.37,26.91,31.44,16.72,46.13,11.18,59.84,64.51,0,CITY_ADMIN_DATA,2019-09-21,2026-01-04
2017,CITY_PT_5490,PT,3650192,31.76,25.83,65.12,36.12,45.07,59.15,22.68,4.38,44.48,17.05,50.84,68.47,0,EEA_CITY_ENV_EXPORT,2019-10-28,2024-01-24
2018,CITY_SE_5527,SE,2068263,47.96,31.15,85.05,61.57,55.92,76.76,24.77,8.42,36.77,17.75,89.99,97.09,0,URBAN_AUDIT,2019-12-04,2026-01-14
2019,CITY_CY_5564,CY,2033697,61.02,11.92,80.26,41.88,64.13,81.77,68.42,14.4,55.33,5.89,97.04,41.82,0,COPERNICUS_URBAN_ATLAS,2020-01-10,2025-07-23
2020,CITY_FR_5601,FR,4820469,20.08,16.78,72.89,73.17,81.25,83.5,26.12,2.16,56.58,12.44,48.81,72.76,0,CITY_ADMIN_DATA,2020-02-16,2026-01-23
2021,CITY_IT_5638,IT,6742582,46.0,14.49,43.68,57.95,50.02,65.14,24.37,5.65,19.42,21.57,66.4,40.54,1,EEA_CITY_ENV_EXPORT,2020-03-24,2025-03-02
2022,CITY_NL_5675,NL,158809,38.87,35.61,59.78,65.44,36.82,50.99,14.95,1.89,23.49,10.36,69.4,57.57,0,URBAN_AUDIT,2020-04-30,2025-03-20
2023,CITY_SI_5712,SI,5224926,16.32,26.36,95.76,61.39,58.85,44.87,58.99,10.01,53.13,22.62,99.21,37.94,0,COPERNICUS_URBAN_ATLAS,2020-06-06,2025-06-07
2024,CITY_BG_5749,BG,3064765,11.83,23.11,94.2,29.7,48.15,44.49,55.67,12.78,31.15,13.05,70.93,87.77,0,CITY_ADMIN_DATA,2020-07-13,2024-02-13
2025,CITY_EE_5786,EE,4025543,12.91,23.83,84.92,32.69,60.37,24.45,37.55,12.4,20.97,12.19,69.13,88.32,0,EEA_CITY_ENV_EXPORT,2020-08-19,2024-01-23
2006,CITY_HU_5823,HU,876516,10.83,12.68,85.01,28.02,56.68,32.74,22.67,6.2,29.59,16.58,57.13,65.43,0,URBAN_AUDIT,2020-09-25,2024-01-11
2007,CITY_LU_5860,LU,685171,45.83,12.63,85.58,36.62,60.63,32.01,63.42,16.79,44.03,17.21,71.12,67.43,0,COPERNICUS_URBAN_ATLAS,2020-11-01,2026-01-26
2008,CITY_RO_5897,RO,728489,26.76,10.86,61.72,35.96,77.91,65.02,21.49,11.91,30.74,13.25,73.86,33.0,0,CITY_ADMIN_DATA,2020-12-08,2025-11-04
2009,CITY_AT_5934,AT,1213930,35.93,18.2,88.91,40.09,33.95,86.04,43.16,6.56,61.94,21.32,87.57,78.43,0,EEA_CITY_ENV_EXPORT,2021-01-14,2024-01-03
2010,CITY_CZ_5971,CZ,6006216,8.32,9.14,51.1,51.38,75.46,81.32,73.95,1.76,23.58,19.41,50.58,46.6,0,URBAN_AUDIT,2021-02-20,2024-12-29
2011,CITY_DE_0008,DE,2380221,31.99,29.88,47.72,51.55,58.32,41.29,70.45,3.05,33.18,11.12,79.95,68.62,0,COPERNICUS_URBAN_ATLAS,2021-03-29,2025-09-23
2012,CITY_LV_0045,LV,3411839,32.55,11.5,67.21,69.55,62.01,36.93,60.11,8.19,19.02,22.28,50.07,73.09,0,CITY_ADMIN_DATA,2021-05-05,2025-05-23
2013,CITY_PL_0082,PL,1193582,44.32,16.18,63.13,44.28,45.27,51.24,61.73,2.6,36.85,13.84,74.43,65.08,0,EEA_CITY_ENV_EXPORT,2021-06-11,2024-09-17
2014,CITY_ES_0119,ES,2020416,53.81,24.77,65.71,63.94,62.17,72.86,71.39,5.46,16.43,11.93,60.18,51.09,0,URBAN_AUDIT,2021-07-18,2024-08-05
2015,CITY_HR_0156,HR,3535816,55.28,10.25,59.78,27.63,70.53,49.07,58.23,11.13,44.77,19.75,77.0,38.93,0,COPERNICUS_URBAN_ATLAS,2021-08-24,2026-01-08
2016,CITY_FI_0193,FI,5324366,68.7,19.23,80.29,80.46,40.64,52.27,72.83,3.94,30.41,24.52,84.19,36.8,0,CITY_ADMIN_DATA,2021-09-30,2026-01-15
2017,CITY_IE_0230,IE,3952459,43.06,9.1,67.16,36.26,73.92,34.84,44.96,6.09,25.61,13.46,80.47,77.62,0,EEA_CITY_ENV_EXPORT,2021-11-06,2024-12-18
2018,CITY_MT_0267,MT,4525139,30.51,12.2,84.69,31.17,45.7,56.24,29.83,11.82,22.38,12.68,57.74,64.46,0,URBAN_AUDIT,2021-12-13,2025-04-07
2019,CITY_SK_0304,SK,2815855,24.69,20.77,61.98,48.46,76.25,42.15,17.19,10.81,57.68,6.89,66.61,82.38,0,COPERNICUS_URBAN_ATLAS,2022-01-19,2025-02-05
2020,CITY_BE_0341,BE,3422541,26.87,31.67,48.65,31.44,33.95,40.61,74.32,9.54,41.74,12.63,48.92,44.02,0,CITY_ADMIN_DATA,2022-02-25,2025-10-21
2021,CITY_DK_0378,DK,2039278,55.15,15.7,68.02,93.79,59.4,33.06,74.96,12.18,16.5,8.68,60.24,94.99,0,EEA_CITY_ENV_EXPORT,2022-04-03,2024-02-08
2022,CITY_GR_0415,GR,328441,43.07,29.08,68.94,72.18,72.21,52.44,65.5,8.77,17.86,26.01,85.1,60.07,0,URBAN_AUDIT,2022-05-10,2024-10-11
2023,CITY_LT_0452,LT,2299748,58.69,35.76,87.03,71.8,55.65,79.72,42.33,15.69,17.09,11.94,67.45,44.43,1,COPERNICUS_URBAN_ATLAS,2022-06-16,2025-05-09
2024,CITY_PT_0489,PT,2571109,9.13,27.39,91.4,38.5,41.83,59.97,30.95,9.49,27.05,20.83,54.92,90.04,0,CITY_ADMIN_DATA,2022-07-23,2024-02-29
2025,CITY_SE_0526,SE,6079752,67.78,21.78,54.94,75.99,78.14,31.4,29.05,8.66,26.56,20.89,81.24,59.6,0,EEA_CITY_ENV_EXPORT,2022-08-29,2025-08-13
2006,CITY_CY_0563,CY,3401394,38.59,25.65,68.49,72.88,84.74,72.17,54.19,2.43,26.9,21.25,45.48,36.46,0,URBAN_AUDIT,2022-10-05,2025-12-24
2007,CITY_FR_0600,FR,3840726,30.16,16.39,83.32,73.5,51.15,74.21,27.4,13.25,31.12,14.49,72.92,56.35,0,COPERNICUS_URBAN_ATLAS,2022-11-11,2026-01-25
2008,CITY_IT_0637,IT,6365910,45.83,11.41,62.52,56.48,64.09,38.69,96.32,1.65,36.57,12.15,56.16,69.22,0,CITY_ADMIN_DATA,2022-12-18,2025-06-11
2009,CITY_NL_0674,NL,4205098,64.44,12.52,84.4,40.39,53.6,24.68,57.13,14.91,36.16,8.8,78.22,72.55,0,EEA_CITY_ENV_EXPORT,2023-01-24,2025-03-11
2010,CITY_SI_0711,SI,3266004,8.79,18.47,53.53,57.92,62.54,52.99,58.11,5.09,32.72,19.96,44.18,78.47,0,URBAN_AUDIT,2023-03-02,2025-12-26
2011,CITY_BG_0748,BG,4726520,43.22,25.08,55.28,72.82,45.47,54.04,16.06,15.01,51.47,31.33,66.52,74.96,0,COPERNICUS_URBAN_ATLAS,2023-04-08,2025-06-14
2012,CITY_EE_0785,EE,2265565,42.62,23.59,97.1,44.19,38.62,41.48,20.09,17.69,37.87,9.46,93.25,49.97,0,CITY_ADMIN_DATA,2023-05-15,2024-10-17
2013,CITY_HU_0822,HU,1529787,17.79,15.92,68.5,26.21,75.18,39.51,49.77,8.5,38.45,18.32,64.84,76.44,0,EEA_CITY_ENV_EXPORT,2023-06-21,2025-09-05
2014,CITY_LU_0859,LU,4530262,28.69,14.49,69.75,59.98,40.95,83.87,25.07,1.6,18.03,11.46,50.12,52.61,0,URBAN_AUDIT,2023-07-28,2025-01-13
