travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_usd_total,travel_intl_visitor_spend_retail_usd,travel_intl_visitor_spend_lodging_usd,travel_intl_visitor_spend_food_usd,travel_intl_visitor_spend_entertainment_usd,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2015,6,JFK,CO,EAP,LEISURE,38.49,13332.7,1388.39,5527.28,2429.47,2027.14,0.6451,0.3971,0,0,0,0,5.79,83.283
2021,12,ATL,ZA,EU,LEISURE,26.58,5178.6,941.15,1309.85,1540.28,432.59,0.0173,0.9345,0,0,0,0,4.024,120.888
2024,12,EWR,MX,EU,LEISURE,24.33,20294.16,4299.19,8414.32,4261.09,1029.09,0.659,0.3397,0,0,0,1,3.495,123.969
2021,5,SFO,AR,NA,LEISURE,18.68,4083.75,717.64,1659.71,498.95,503.43,0.8715,0.0816,0,0,0,0,7.876,71.746
2018,6,JFK,AE,EU,LEISURE,43.23,24233.61,5560.15,5746.32,6405.74,1271.22,0.1795,0.8549,0,0,1,0,3.344,121.05
2013,8,ORD,CO,EU,LEISURE,27.4,783.19,110.24,269.26,199.39,135.92,0.0749,0.8917,0,0,0,0,2.591,82.882
2025,2,MIA,JP,SSA,VISITING_FRIENDS_FAMILY,34.53,1067.83,164.96,343.94,131.21,136.1,0.2561,0.7916,0,0,1,0,3.818,78.242
2024,4,ATL,AR,EU,BUSINESS,4.72,15383.78,2906.94,4676.89,2171.76,1222.35,0.2366,0.752,0,1,1,0,1.486,89.198
2024,2,FLL,FR,EAP,MEDICAL,42.95,21853.15,4003.0,4949.24,4027.45,3346.83,0.1962,0.7993,1,0,0,0,5.557,104.887
2025,5,MIA,ZA,LATAM,LEISURE,52.88,9623.45,1089.33,2409.23,2777.95,1079.56,0.5341,0.4675,0,1,0,0,9.809,125.682
2018,11,EWR,CO,SAS,MEDICAL,43.63,7438.19,876.26,2185.83,1623.86,1148.14,0.0881,0.9187,0,0,0,0,4.587,133.873
2022,1,SFO,IN,NA,LEISURE,27.41,10324.63,2232.05,3086.99,2937.42,878.62,0.2172,0.7487,0,0,1,0,3.662,136.897
2012,6,EWR,JP,SAS,LEISURE,53.19,10117.02,1802.45,3307.89,2688.64,865.19,0.8894,0.0931,1,0,0,0,5.49,139.185
2023,5,BOS,AE,EU,LEISURE,25.41,11760.52,1379.23,3417.0,2615.8,1095.01,0.9892,0.0355,1,1,0,1,8.866,107.677
2014,9,FLL,SA,EU,TRANSIT,23.38,18761.33,3534.15,5555.34,4956.35,3310.15,0.3965,0.6249,0,0,0,0,5.954,114.94
2012,5,ATL,GB,NA,VISITING_FRIENDS_FAMILY,48.83,18871.24,4170.7,7196.66,4858.97,3136.54,0.8767,0.1378,0,0,0,0,8.347,133.215
2016,3,ATL,IT,SAS,LEISURE,18.41,10392.19,1765.52,4006.32,2885.7,1364.97,0.3441,0.7049,0,0,1,1,3.549,139.653
2023,4,MIA,AR,EU,BUSINESS,56.62,882.7,187.97,263.72,185.06,133.22,0.75,0.2272,0,1,0,0,3.962,85.538
2016,5,ATL,IT,EU,VISITING_FRIENDS_FAMILY,45.54,18579.55,2610.94,7198.93,3266.35,3010.31,0.9662,0.0342,0,1,1,0,7.375,131.294
2012,6,ATL,JP,EU,LEISURE,48.18,10941.19,1034.86,3149.71,3187.17,1208.72,0.3924,0.6245,0,0,0,0,2.502,110.316
2018,12,ORD,TR,LATAM,STUDY,9.34,12573.24,3087.33,5149.18,2029.63,1363.54,0.3527,0.6773,0,0,0,0,7.473,131.269
2012,5,BOS,CA,EAP,MEDICAL,48.55,18569.13,1604.57,6084.44,4836.93,2532.13,0.208,0.8109,1,0,0,0,9.782,110.45
2015,5,DFW,BR,EAP,LEISURE,55.71,15426.92,3107.21,5515.01,4322.18,1319.67,0.0524,0.9875,1,0,0,0,5.572,124.804
2016,9,ATL,JP,EAP,LEISURE,53.37,8644.56,1572.25,2891.98,1548.78,764.76,0.6541,0.3028,0,0,1,1,5.727,130.773
2024,1,SFO,IT,NA,LEISURE,26.88,7512.34,1658.85,3335.21,2091.13,637.98,0.6716,0.3367,0,0,0,1,9.956,120.622
2022,5,SFO,MX,NA,LEISURE,26.42,21724.85,1995.2,7358.09,4147.47,3012.35,0.3084,0.7016,1,0,0,0,7.059,106.938
2022,6,SFO,GB,EU,BUSINESS,29.59,22278.0,4355.5,4894.65,6479.82,3755.6,0.5645,0.4643,1,1,1,1,6.777,79.139
2014,9,HOU,MX,NA,BUSINESS,37.14,5741.25,1045.28,1697.25,1503.99,939.68,0.467,0.5323,0,1,1,0,3.114,80.298
2020,6,ORD,GB,SAS,LEISURE,29.48,8397.51,1014.29,3070.02,1731.86,568.17,0.573,0.4273,0,1,0,0,5.254,135.921
2022,4,ATL,AU,LATAM,LEISURE,17.94,7629.29,1621.28,2504.14,2006.47,922.27,0.7011,0.2627,1,1,0,1,6.213,70.978
2018,1,HOU,ZA,NA,LEISURE,27.46,18108.9,2397.06,5824.59,2570.01,3069.56,0.5362,0.4421,0,0,1,0,1.318,129.194
2023,8,SEA,BR,EU,LEISURE,16.84,10064.43,2160.81,3229.16,1747.15,933.73,0.1652,0.8232,0,0,0,0,9.908,72.615
2013,6,SFO,AR,LATAM,LEISURE,8.71,7698.38,1827.78,1798.49,1881.1,1169.31,0.4327,0.6131,0,0,0,0,4.19,84.93
2025,8,MIA,MX,LATAM,BUSINESS,53.38,13435.8,3082.12,3489.6,3861.36,1112.74,0.9682,0.0272,0,1,1,0,2.641,79.965
2025,7,EWR,KR,NA,LEISURE,17.13,17318.19,2129.56,5542.13,3393.46,2054.48,0.8243,0.1999,0,1,0,0,7.634,91.903
2018,11,DFW,CN,EU,LEISURE,46.37,24352.69,2405.22,9236.76,3938.98,4234.09,0.5078,0.5178,0,0,1,1,1.912,100.207
2018,4,SFO,ZA,NA,LEISURE,57.45,2623.1,608.08,910.17,736.1,172.98,0.0865,0.8659,0,0,1,0,8.103,124.254
2022,9,BOS,CN,EU,BUSINESS,33.98,13796.59,2815.58,3644.52,3394.85,2055.55,0.4297,0.6034,0,1,1,0,6.198,129.516
2018,10,LAX,CO,NA,LEISURE,46.52,19275.2,3979.19,4035.41,5678.4,2126.14,0.3331,0.6321,0,0,0,1,9.417,70.607
2023,10,ATL,AE,SAS,LEISURE,22.58,9076.38,1087.55,1852.54,1407.83,1203.24,0.3024,0.7227,0,0,0,1,3.825,131.923
2025,1,EWR,ZA,NA,STUDY,21.09,24828.65,2178.36,10513.58,5216.0,2767.57,0.3789,0.6588,1,0,0,0,7.253,130.251
2017,9,SEA,SA,EU,LEISURE,28.26,13572.21,1239.43,3615.91,3490.42,1464.22,0.5806,0.4304,0,0,0,1,1.807,89.997
2012,12,ORD,JP,LATAM,LEISURE,12.27,14217.44,2488.21,3217.91,1828.49,1212.55,0.6142,0.3868,0,0,0,0,2.372,70.043
2013,6,HOU,GB,EU,LEISURE,13.91,21051.81,4079.88,5275.68,2734.07,3587.35,0.3166,0.7057,0,0,0,0,6.094,108.894
2019,10,HOU,ZA,MENA,BUSINESS,35.38,12619.15,1765.48,4636.5,3374.07,1932.14,0.2301,0.8192,1,1,0,1,6.602,73.112
2024,10,MIA,AU,NA,TRANSIT,9.41,2431.2,458.03,868.73,652.14,413.17,0.4734,0.4954,0,0,1,0,3.295,81.823
2020,10,ATL,BR,EAP,BUSINESS,31.03,3447.82,275.89,1178.3,866.64,189.73,0.3911,0.6213,0,1,0,1,1.359,81.286
2018,3,JFK,JP,NA,LEISURE,25.08,15725.35,2023.8,6626.11,4655.18,2226.0,0.6811,0.2723,1,0,1,0,3.525,78.181
2014,12,LAX,JP,EU,LEISURE,34.95,22689.06,4440.23,6591.11,5321.9,3807.52,0.0707,0.8846,0,0,1,0,9.54,81.943
2019,6,MIA,GB,LATAM,LEISURE,44.63,5578.07,794.63,1766.18,1000.89,434.0,0.3693,0.6355,0,0,1,1,2.019,102.833
2020,3,EWR,AU,EU,TRANSIT,19.59,11666.81,1728.98,2449.86,2519.81,747.96,0.5416,0.5013,0,0,1,0,6.994,93.882
2015,12,SFO,JP,NA,LEISURE,59.73,22609.83,2095.53,5942.61,6631.47,1466.49,0.3536,0.6092,1,0,0,1,2.728,79.847
2025,12,DFW,JP,EU,LEISURE,9.17,20641.21,5015.33,4349.2,2869.83,1461.38,0.4751,0.5301,0,0,1,0,2.427,89.428
2015,4,ATL,IT,NA,LEISURE,17.78,209.81,18.02,58.42,50.91,21.48,0.4358,0.5203,0,1,1,0,6.958,75.361
2014,3,MIA,CO,MENA,BUSINESS,45.79,24739.3,4814.0,10300.37,7370.57,3639.54,0.364,0.6629,0,1,1,0,3.015,73.856
2025,10,JFK,BR,EAP,BUSINESS,31.69,3202.72,726.47,1345.7,418.76,232.05,0.7468,0.2122,1,1,0,1,4.314,138.332
2019,11,EWR,BR,SSA,LEISURE,42.32,20063.28,3250.13,7853.3,3010.6,1684.33,0.9392,0.096,0,0,0,1,4.532,112.25
2020,9,ORD,CO,MENA,VISITING_FRIENDS_FAMILY,16.92,9455.71,1757.12,2256.19,2675.89,858.18,0.0087,0.9812,0,0,1,0,8.272,123.755
2021,9,MIA,MX,EAP,LEISURE,47.88,12029.0,2117.65,2661.22,3214.26,672.48,0.7547,0.2499,0,0,0,0,4.243,123.354
2023,12,DFW,AU,NA,LEISURE,57.41,15502.41,1723.64,4159.4,2018.13,2501.51,0.0242,0.9682,0,0,1,1,1.61,124.392
2015,8,SFO,AR,LATAM,LEISURE,12.42,23282.36,4850.77,4970.93,3978.28,2513.58,0.1596,0.8652,0,0,0,0,1.02,138.556
2014,2,HOU,ES,NA,LEISURE,2.91,24671.19,4944.07,10949.4,7198.12,2636.91,0.9425,0.0535,0,0,1,1,4.103,126.82
2021,2,FLL,TR,NA,LEISURE,59.57,11592.4,2761.04,3545.09,1777.38,1106.52,0.51,0.5367,0,0,1,1,7.72,105.857
2017,10,ORD,DE,EAP,BUSINESS,34.08,15409.18,3448.83,6427.51,4283.7,1001.37,0.8273,0.15,0,1,0,0,7.119,132.318
2019,11,ORD,SA,EAP,LEISURE,38.69,21152.08,4214.9,9303.29,3822.59,1337.42,0.0363,0.9272,0,0,0,0,1.495,118.035
2020,6,DFW,FR,EU,BUSINESS,26.26,13614.79,1180.56,4855.74,2469.65,969.45,0.6668,0.2908,0,1,1,0,8.56,85.095
2024,11,ORD,JP,EU,LEISURE,11.42,19235.95,2418.88,6512.13,5673.46,2910.89,0.6179,0.3429,0,0,0,0,1.099,83.21
2012,9,EWR,TR,MENA,LEISURE,20.2,19415.51,3528.59,4826.57,3296.08,1461.09,0.1653,0.798,0,0,1,0,3.855,119.972
2019,12,HOU,BR,EU,MEDICAL,17.97,727.05,140.92,220.58,181.69,36.59,0.3874,0.5755,0,0,0,0,6.794,131.561
2021,9,ATL,SA,LATAM,BUSINESS,19.98,17498.62,4316.68,3706.15,3857.76,2752.02,0.2763,0.721,0,1,0,1,2.542,112.09
2022,11,ATL,AR,LATAM,BUSINESS,54.55,9894.35,967.05,2378.74,1963.79,1416.01,0.1982,0.8213,0,1,0,1,5.55,99.677
2020,8,SFO,AR,SSA,BUSINESS,8.52,7828.75,1440.33,2550.39,1305.85,656.2,0.1558,0.8849,1,1,0,1,8.882,139.779
2018,7,LAX,TR,EU,STUDY,6.42,4359.92,610.8,1485.25,1165.81,682.26,0.9954,0.0,0,0,0,0,2.95,110.985
2024,1,ORD,GB,EAP,LEISURE,6.44,17791.62,1636.06,7887.9,5274.34,1025.25,0.3628,0.5888,1,0,1,0,5.119,128.25
2015,6,MIA,KR,EU,BUSINESS,31.58,493.95,98.59,210.85,114.52,52.52,0.4074,0.5845,1,1,0,0,7.159,126.184
2013,3,DFW,IN,EU,BUSINESS,1.5,19974.32,2021.7,5940.33,3884.78,1627.7,0.6761,0.3511,0,1,0,1,8.875,94.448
2021,12,EWR,IT,NA,STUDY,32.54,1984.55,376.86,639.15,571.14,142.85,0.8301,0.1402,1,0,0,0,3.654,71.173
2016,5,SFO,KR,LATAM,LEISURE,22.44,9722.98,1918.07,3925.65,1482.97,942.2,0.5423,0.4192,1,0,0,0,6.491,108.361
2020,9,MIA,FR,SAS,LEISURE,30.69,16552.48,2997.87,5246.94,4489.41,1959.95,0.7403,0.2797,0,0,0,0,9.814,127.04
2015,1,LAX,MX,MENA,VISITING_FRIENDS_FAMILY,50.42,5466.67,1298.98,1989.91,1451.37,616.85,0.039,0.9562,0,0,0,0,1.093,100.834
2019,3,HOU,IT,NA,LEISURE,39.56,13794.97,2684.79,5548.47,4033.1,1087.54,0.5981,0.4076,1,0,0,0,9.911,82.39
2017,5,BOS,DE,LATAM,LEISURE,26.99,15643.04,2016.78,6720.91,2166.28,925.72,0.5774,0.4328,0,0,1,1,2.658,113.428
2019,1,DFW,AR,LATAM,LEISURE,34.0,9321.55,915.02,3263.43,2143.35,477.56,0.8457,0.1451,1,0,0,0,3.626,97.565
2016,3,DFW,FR,LATAM,LEISURE,23.49,22043.17,5377.15,6419.13,3917.06,3686.38,0.1692,0.8364,0,0,0,0,9.217,110.317
2024,5,JFK,ES,NA,LEISURE,19.84,23208.52,2487.53,9207.33,3748.64,3514.26,0.0772,0.9472,0,0,0,0,4.467,121.09
2025,3,JFK,DE,EAP,LEISURE,6.55,17025.3,3931.73,4140.03,3911.33,1056.98,0.6582,0.3755,0,0,1,0,4.046,107.089
2024,3,SEA,AR,NA,LEISURE,52.17,17541.64,3323.98,4929.85,3210.24,1233.58,0.9586,0.0555,0,0,0,1,2.743,126.773
2013,6,ORD,NZ,LATAM,LEISURE,53.14,17199.67,3997.1,5079.2,4377.6,2927.1,0.0186,0.9546,0,0,1,1,2.503,122.874
2021,6,BOS,SA,LATAM,LEISURE,48.9,20515.52,2109.0,4470.44,5435.94,2090.86,0.181,0.7948,0,0,1,0,9.792,100.897
2020,6,FLL,AR,EAP,LEISURE,6.12,17219.02,3154.5,6948.3,2720.56,2441.86,0.1177,0.8833,1,0,1,1,5.106,93.502
2022,4,SFO,IT,NA,LEISURE,27.58,275.15,48.76,65.89,72.55,43.71,0.6847,0.3247,0,0,1,0,8.965,107.788
2015,10,ATL,ES,EU,LEISURE,29.32,7052.41,1591.99,2644.01,1200.96,363.02,0.0369,0.9513,0,0,0,1,5.042,93.709
2013,9,ATL,IN,NA,BUSINESS,12.33,19377.54,1987.41,6880.82,2838.65,2161.17,0.4938,0.4576,0,1,0,1,6.891,70.706
2012,4,BOS,IN,EAP,LEISURE,46.47,12580.25,2490.14,3122.93,2037.7,1317.93,0.2655,0.731,1,0,0,0,5.638,101.073
2020,2,JFK,ZA,EAP,BUSINESS,50.9,9540.04,1425.35,2865.32,2710.7,811.61,0.4617,0.5123,0,1,0,0,6.305,78.073
2012,12,DFW,CN,EAP,LEISURE,33.48,8304.77,1200.25,2962.01,2307.4,1242.55,0.2993,0.7253,0,0,0,0,6.955,76.328
2022,6,FLL,CN,NA,TRANSIT,6.59,3749.53,522.64,1244.2,706.52,619.14,0.7997,0.2262,1,1,1,1,6.215,103.392
2013,2,SEA,MX,NA,LEISURE,18.97,20415.07,3971.07,7000.36,2449.1,2839.54,0.0528,0.9639,0,1,1,1,6.143,109.817
2013,11,ATL,CO,EAP,LEISURE,13.92,11297.07,1840.87,3170.93,2425.32,949.78,0.7966,0.1867,0,0,1,1,4.153,76.458
2018,11,SEA,MX,LATAM,LEISURE,5.37,17764.96,2924.09,6642.45,4562.23,2383.7,0.0835,0.9512,0,0,0,0,8.853,104.277
2022,2,SEA,TR,EU,BUSINESS,19.16,18360.57,2151.45,5716.55,4975.79,2917.08,0.0981,0.9088,0,1,1,0,7.851,108.251
2018,7,SFO,TR,MENA,STUDY,50.89,7887.19,1247.21,2772.57,2113.3,520.61,0.3363,0.6811,0,0,1,1,7.765,87.243
2012,4,JFK,AU,NA,LEISURE,15.59,7123.06,659.51,2442.67,1563.92,1170.96,0.4844,0.5644,0,0,1,0,9.323,75.615
2024,2,LAX,BR,EU,LEISURE,6.83,24307.01,5261.73,8121.01,3030.39,2089.35,0.0465,0.9835,0,0,0,0,9.125,71.026
2021,6,BOS,AE,EAP,LEISURE,53.7,20231.03,2763.08,6338.81,3747.23,2744.08,0.8956,0.1535,0,0,1,0,8.881,105.149
2021,1,DFW,JP,LATAM,BUSINESS,39.86,22182.49,2029.73,5465.49,6324.18,1271.62,0.4046,0.5922,0,1,1,1,3.934,79.884
2022,7,ATL,FR,LATAM,VISITING_FRIENDS_FAMILY,50.25,22386.7,3537.41,8754.57,4581.55,2274.56,0.878,0.0904,0,0,0,1,5.346,138.224
2019,12,HOU,CA,EAP,LEISURE,30.9,20451.44,3808.71,7258.32,3002.84,2977.76,0.3962,0.6326,0,0,0,1,5.037,84.05
2014,3,HOU,CO,EU,STUDY,19.54,10722.78,1708.54,4366.2,2314.06,1424.56,0.3365,0.6282,1,0,0,1,4.157,128.448
2016,7,BOS,FR,NA,BUSINESS,23.28,23135.89,4624.79,7124.57,3015.23,3340.18,0.9281,0.0534,0,1,1,1,4.711,104.265
2023,6,ATL,JP,NA,LEISURE,48.86,10305.36,2405.51,2108.03,2801.66,1709.95,0.4081,0.5796,0,0,1,0,5.665,92.059
2013,5,SEA,TR,NA,BUSINESS,51.16,566.25,68.95,154.16,83.92,70.85,0.817,0.1502,0,1,1,0,8.18,92.345
2021,9,ORD,MX,NA,LEISURE,25.31,2321.32,199.9,1030.78,497.36,151.37,0.8411,0.2076,0,0,1,0,7.717,94.653
2025,3,ORD,IN,EAP,BUSINESS,59.94,16618.95,4048.73,5818.16,3327.41,2006.07,0.5853,0.4066,1,1,0,1,5.3,124.783
2014,6,EWR,CA,MENA,MEDICAL,51.26,21639.14,1771.23,7580.52,4223.86,1816.75,0.8847,0.1551,0,0,1,0,8.856,128.224
2018,7,DFW,IN,EU,VISITING_FRIENDS_FAMILY,11.73,16320.39,2602.32,5608.59,3160.87,2693.13,0.4891,0.5403,0,0,1,0,9.37,115.673
2023,10,DFW,FR,SAS,BUSINESS,12.95,8473.62,1554.56,2289.91,2377.21,1058.8,0.4857,0.4688,0,1,1,0,8.177,81.065
2018,11,ATL,AR,EU,LEISURE,19.44,8084.21,750.6,2362.99,2072.85,1034.39,0.322,0.7047,1,0,1,0,7.969,139.646
2017,7,SFO,AU,LATAM,BUSINESS,9.26,20296.71,2662.89,6336.34,5457.39,1242.91,0.5284,0.4681,0,1,0,1,1.162,116.224
2018,9,MIA,IT,EAP,OTHER,13.64,21842.19,4069.14,8165.5,6361.79,2950.55,0.8016,0.1981,0,0,0,1,7.296,103.949
2016,5,SFO,IN,NA,LEISURE,55.79,21834.43,3980.27,5886.51,5204.11,1974.36,0.1359,0.8808,1,0,0,1,3.081,124.688
2023,9,ORD,CN,EU,LEISURE,38.52,24407.44,5231.0,10193.82,3588.28,2840.15,0.4031,0.5745,0,0,1,1,3.767,91.935
2019,9,SEA,ZA,MENA,LEISURE,28.98,2485.19,228.99,954.3,737.74,437.6,0.6862,0.3533,1,0,0,0,2.636,99.285
2024,9,SEA,BR,LATAM,LEISURE,23.59,703.95,64.82,157.62,171.5,46.58,0.8916,0.0712,0,0,1,0,9.553,86.701
2024,12,SEA,AE,MENA,LEISURE,8.72,10416.9,1900.9,3393.61,2129.52,854.42,0.4171,0.5592,0,0,1,1,5.319,115.628
2025,4,FLL,FR,EU,LEISURE,27.75,20760.46,3584.81,5625.23,5334.42,2566.5,0.3051,0.6884,0,0,1,1,5.568,131.848
2020,7,JFK,CO,NA,LEISURE,32.4,7604.05,1257.33,1716.67,978.42,1000.47,0.0199,0.9844,1,0,1,1,1.972,102.536
2017,4,HOU,BR,EU,LEISURE,18.36,14868.96,2078.26,4839.85,4055.06,1034.13,0.2527,0.7287,0,0,1,0,5.333,128.626
2017,6,DFW,KR,LATAM,LEISURE,35.4,20184.73,2596.96,4742.0,3533.54,2222.77,0.6494,0.3889,0,0,1,0,3.918,115.002
2018,4,FLL,TR,EAP,LEISURE,25.46,11029.73,2509.2,2443.75,2041.35,1249.88,0.3343,0.6418,1,0,0,0,4.485,132.734
2014,3,HOU,AE,NA,LEISURE,15.58,14139.38,1572.99,6128.09,3287.91,993.33,0.3312,0.7034,1,0,1,0,4.746,105.207
2015,9,SFO,CN,EAP,VISITING_FRIENDS_FAMILY,57.46,12203.53,1195.1,4169.87,2936.62,707.28,0.7516,0.2467,0,0,1,0,6.032,97.192
2018,12,ORD,GB,EAP,BUSINESS,58.67,15241.55,1994.46,5479.66,3701.08,2692.76,0.1378,0.8395,0,1,1,0,6.953,78.462
2014,2,LAX,KR,EU,LEISURE,43.92,2727.51,362.43,908.57,632.84,275.75,0.1193,0.8647,1,0,0,0,1.475,84.476
2022,6,LAX,AR,EU,LEISURE,24.22,9899.77,1812.05,2047.97,2904.83,1578.51,0.5092,0.4452,0,0,0,0,4.111,126.128
2016,5,ORD,CO,NA,BUSINESS,42.05,19429.71,2484.92,4475.92,3947.24,1499.13,0.7519,0.2874,0,1,0,0,2.261,139.198
2016,11,BOS,ZA,EU,LEISURE,40.17,17299.85,3556.33,6476.19,4629.78,2051.4,0.7754,0.2528,1,0,1,0,1.595,85.398
2014,11,MIA,BR,NA,LEISURE,32.75,19671.67,4179.65,4615.3,5793.74,2320.47,0.6061,0.4193,0,0,0,1,9.554,122.086
2019,5,BOS,DE,EAP,BUSINESS,30.94,15904.23,1555.36,3254.67,2450.43,2318.97,0.999,0.0,0,1,0,1,6.01,133.77
2022,2,LAX,CN,EAP,LEISURE,52.31,19499.81,4665.67,4363.3,5536.87,2100.63,0.9349,0.0353,0,0,0,0,8.098,117.67
2015,2,MIA,ZA,LATAM,LEISURE,52.83,1469.63,215.65,635.55,336.15,240.58,0.0104,0.9946,1,0,0,1,9.633,138.323
2019,9,BOS,AE,SAS,VISITING_FRIENDS_FAMILY,31.22,6795.53,1122.64,2253.28,820.36,1113.94,0.8512,0.1416,1,0,1,1,6.769,126.299
2025,4,BOS,IT,EAP,LEISURE,56.58,9712.0,1871.13,4199.65,1619.58,1228.68,0.7363,0.2921,0,0,0,0,9.008,89.177
2022,5,JFK,CA,NA,BUSINESS,32.4,18607.21,3893.63,5461.81,2236.94,2084.55,0.4833,0.4822,0,1,0,0,9.515,99.441
2014,7,MIA,IT,NA,LEISURE,46.96,12106.57,2499.85,3746.86,3285.33,847.95,0.3614,0.6774,0,0,0,0,2.784,72.063
2013,3,BOS,GB,LATAM,LEISURE,34.51,8319.1,1127.92,2139.6,1597.92,952.89,0.7115,0.2452,1,0,1,0,1.733,111.916
2024,2,EWR,JP,EAP,LEISURE,50.8,11447.13,1266.54,4587.08,1544.01,2048.07,0.1016,0.8896,0,0,0,1,7.736,83.424
2014,1,SFO,AU,SAS,MEDICAL,17.57,15750.44,2818.39,3597.07,2710.05,2831.9,0.7873,0.1778,0,0,0,0,6.924,90.76
2019,10,JFK,AE,NA,BUSINESS,3.25,8215.07,1575.08,3018.3,1152.95,773.01,0.0709,0.9724,1,1,1,0,4.817,114.734
2020,8,DFW,BR,EAP,VISITING_FRIENDS_FAMILY,15.3,15634.31,2373.31,3526.14,3425.53,1587.79,0.0314,1.0,0,0,0,1,4.764,138.035
2021,11,SEA,TR,SAS,LEISURE,55.53,11787.35,2771.41,3722.56,1914.7,1118.88,0.2966,0.7531,0,0,0,1,7.537,102.136
2024,12,MIA,IT,NA,LEISURE,8.2,19553.22,2925.16,6778.69,4928.19,3021.55,0.7955,0.2261,0,0,1,0,1.013,130.706
2025,2,ORD,AU,SSA,BUSINESS,13.45,1365.24,117.68,487.46,227.84,135.04,0.4872,0.5114,0,1,0,0,3.079,104.301
2020,2,HOU,JP,EAP,BUSINESS,39.84,3045.78,616.87,1197.71,827.71,449.82,0.664,0.2942,0,1,0,1,3.071,73.646
2025,8,LAX,TR,NA,LEISURE,10.75,8578.32,1994.69,2126.27,1521.46,787.15,0.9955,0.0528,0,0,1,1,6.714,72.823
2014,1,ORD,TR,EU,BUSINESS,32.47,16150.95,3307.02,4812.97,3947.31,1755.38,0.6208,0.3856,1,1,1,0,2.851,74.675
2017,2,ATL,IT,NA,TRANSIT,26.06,13644.27,2742.31,4791.74,1764.23,2326.47,0.3005,0.7307,0,0,0,1,8.541,78.122
2025,6,MIA,CN,NA,VISITING_FRIENDS_FAMILY,18.35,2810.09,685.89,1032.12,698.13,458.03,0.2418,0.7091,0,0,0,0,8.038,80.671
2016,7,LAX,CA,EU,LEISURE,4.69,2596.05,287.08,901.66,720.54,188.63,0.6007,0.4149,0,0,0,0,2.902,129.999
2025,7,FLL,JP,SSA,LEISURE,19.07,24998.07,2725.23,9362.25,4558.8,3390.74,0.0721,0.952,0,0,0,0,6.005,87.976
2025,7,DFW,IN,EAP,BUSINESS,18.48,16174.56,3331.47,4399.01,4357.56,1649.46,0.5631,0.4648,0,1,0,0,7.473,117.708
2025,9,SEA,AU,LATAM,LEISURE,26.57,386.79,93.36,133.32,53.07,40.9,0.8884,0.1419,0,0,1,1,4.027,100.893
2018,6,JFK,FR,NA,STUDY,23.88,5167.24,424.54,2093.56,1480.13,662.11,0.6385,0.3919,1,0,1,0,4.889,103.474
2013,4,EWR,IT,EAP,LEISURE,55.62,23856.1,4818.17,5809.78,5410.43,1979.85,0.9672,0.0,0,0,0,1,8.407,139.1
2024,4,LAX,JP,EU,LEISURE,6.53,19498.83,2635.23,6768.32,3160.79,2755.71,0.9458,0.0937,0,0,1,0,9.154,101.826
2019,8,DFW,GB,NA,LEISURE,16.39,11249.03,1301.29,4985.2,2682.55,960.83,0.9484,0.0378,1,0,1,0,7.689,81.966
2015,6,DFW,MX,EAP,STUDY,58.6,5108.32,841.56,1389.26,748.89,699.81,0.6139,0.3912,1,0,0,1,9.663,85.996
2023,6,ATL,NZ,EAP,LEISURE,9.74,15898.79,2126.8,6929.38,3282.36,2633.14,0.2746,0.7045,0,0,1,0,9.151,115.786
2018,6,ATL,FR,LATAM,BUSINESS,42.41,15820.5,3398.31,6438.51,2982.49,1704.49,0.5924,0.4197,0,1,0,0,7.563,86.602
2017,9,DFW,AU,EU,TRANSIT,34.2,12191.34,1385.79,4331.38,2360.52,1985.31,0.9123,0.0652,0,0,1,1,6.933,139.152
2023,8,EWR,ES,NA,LEISURE,59.51,24105.82,4857.48,5282.76,4639.27,2958.09,0.8301,0.1925,0,1,0,0,5.218,100.134
2021,7,SEA,CO,MENA,BUSINESS,59.47,17087.4,1378.0,3548.8,2154.79,1840.67,0.7585,0.2108,0,1,0,0,9.302,86.943
2012,5,ORD,CA,EU,LEISURE,28.07,5232.38,1030.24,1841.27,1352.31,519.16,0.0739,0.8948,0,0,1,1,6.129,112.207
2024,12,MIA,JP,EU,LEISURE,42.81,8252.67,1063.43,2430.2,1217.6,1098.58,0.716,0.2987,0,0,1,0,6.951,137.025
2022,6,BOS,GB,LATAM,LEISURE,58.36,8326.83,2040.31,3469.08,2190.13,1382.43,0.1649,0.8104,1,0,1,0,8.961,88.95
2012,8,HOU,JP,NA,LEISURE,7.07,834.64,91.86,298.76,113.52,131.07,0.8066,0.2293,0,0,1,0,6.947,120.269
2016,6,BOS,SA,EU,BUSINESS,55.18,1082.66,120.93,227.71,214.38,138.73,0.7852,0.2369,0,1,0,1,7.573,107.017
2013,3,HOU,FR,EAP,LEISURE,1.93,18550.53,2693.69,3906.24,3460.01,2093.99,0.7005,0.3439,0,0,1,0,6.375,107.288
